	Bayer/name	Brecht/name	Dimitri/name	Esser/name	Estland/name	Geeroms/name	Gino/name	Kevin/name	Kralj/name	LOMMEL/name	Rocky/name	Roda/name	Roeselare/name	VN/name	Van/name	aandeel/noun	aandeel_beurs/noun	allicht/adv	als/comp	automatiseerder/noun	autonomie/noun	balans/noun	begin/adv	bestuur/noun	bezoeker/noun	binnen/prep	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	daarmee/pp	daarna/adv	daarna/pp	dak/noun	dat/det	democratie/noun	dit/det	doelman/noun	door/comp	driepunters/noun	echter/adv	economie/noun	eerst/adv	effect_beurs/noun	elektriciteit/noun	en/vg	enigszins/adv	enkel_blessure/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fonds/noun	fout_DIM/noun	functie/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	gezag/noun	gisteren/adv	gisterenavond/adv	gistermiddag/adv	goed/adj	golfer/noun	grasland/noun	helemaal/adv	het/det	hiervan/pp	hij/pron	huisstijl/noun	iets/adv	in/prep	installatie/noun	intussen/adv	kerk_toren/noun	klimaat/noun	knap/adj	kost/adv	kraan/noun	krachtig/adj	laat/adj	leger/noun	leiding/noun	liberalisme/noun	licht/adj	men/pron	meteen/adv	middenvelder/noun	misser/noun	mogelijk/adj	momenteel/adj	monarchie/noun	na/prep	nadat/comp	nadien/pp	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nog/adv	normaal/adj	olie_prijs/noun	om/comp	onafhankelijkheid/noun	ondanks/prep	onmiddellijk/adj	ons/pron	opdat/comp	opnieuw/adv	orde/noun	overheid/noun	paars_wit/adj	pas/adv	patiënt/noun	patiënte/noun	ploeg/noun	politie_agent/noun	populatie/noun	rechtsorde/noun	relatie/noun	reputatie/noun	rust/noun	samenleving/noun	samenwerking/noun	schade/noun	scheur/noun	situatie/noun	sluit_post/noun	snel/adj	spier/noun	stad_bestuur/noun	technologie_aandeel/noun	terwijl/comp	thuis/adv	thuis_reputatie/noun	thuisploeg/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	van/prep	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veiligheid/noun	ven/noun	vertrouwen/noun	vervolgens/adv	voetpad/noun	voldoende/adj	voldoende/adv	volgens/prep	volledig/adj	voorlopig/adj	waardoor/pp	waarschijnlijk/adj	wat/adv	water_kwaliteit/noun	we/pron	weeg/verb	weer/adv	weg/noun	wegdek/noun	wij/pron	wonderbaarlijk/adj	woning/noun	ze/pron	zich/pron	ziekenhuis/noun	zodat/comp	zuiverheid/noun
mogelijk/adj	0.9598588	0.9420703	0.99465036	0.91236025	0.9417648	0.9213073	0.9980079	0.9924869	0.96179575	0.9759989	0.99204934	0.946823	0.9815017	0.8815265	0.978096	0.90001893	0.8736262	0.86097175	0.8221801	0.89777106	0.72349674	0.8193173	0.86388576	0.8118515	0.78167385	0.66725516	0.86082137	0.98731023	0.92255044	0.61964774	0.86331874	0.70444536	0.7827294	0.83055747	0.774079	0.87452185	0.80384755	0.9669778	0.71996295	0.87731934	0.69138587	0.762826	0.81775415	0.91361797	0.7565775	0.8073803	0.7314935	0.8789788	0.6166229	0.8914207	0.57415855	0.76225066	0.83161306	0.779155	0.7783744	0.7829225	0.79651344	0.75002986	0.92564416	0.83977604	0.7355297	0.89611924	0.8210194	0.94900566	0.8505001	0.87716395	0.77090037	0.89286107	0.8854336	0.81305516	0.88121057	0.7717965	0.8282746	0.94925386	0.67297745	0.9338723	0.8488738	0.742287	0.9536183	0.78944016	0.9817762	0.9280282	0.75671023	0.7432076	0.8387239	0.88109994	0.9104305	0.8995419	0.8510156	0.64118725	0.79399395	0.9703823	0.88796467	0.0	0.87138283	0.8419485	0.90535986	0.8788563	0.77073485	0.8351022	0.73722464	0.9551077	0.7613121	0.8353353	0.68548083	0.801127	0.715205	0.82729465	0.83425134	0.6919316	0.7758494	0.6846113	0.7803164	0.804119	0.7105231	0.9254272	0.9013551	0.5552385	0.8159706	0.85839283	0.8946192	0.64213073	0.87089014	0.7474023	0.7592145	0.82763255	0.8200293	0.72841465	0.69056535	0.8239937	0.57817614	0.9005147	0.5758619	0.75099504	0.72544396	0.9088375	0.8099077	0.81160086	0.9258469	0.8373967	0.6231042	0.582306	0.7831749	0.8896773	0.8577543	0.88618976	0.8732985	0.71243775	0.84187484	0.9588667	0.77717066	0.826843	0.8182494	0.66129	0.78833	0.90585494	0.66801286	0.82612693	0.6575457	0.76730424	0.77908075	0.85839266	0.7342854	0.7894421	0.6734608	0.60174906	0.7188955	0.7996983	0.7679908	0.78991085	0.6663369	0.60625994	0.82619727	0.6120891	0.8875477
momenteel/adj	0.8899195	0.89180666	0.91726553	0.979278	0.767304	0.90922475	0.7408911	0.86241037	0.55990964	0.94578093	0.8335495	0.7843321	0.89006823	0.9318041	0.91382617	0.7859628	0.8023964	0.77944314	0.8205272	0.8117651	0.92015696	0.8511006	0.76754415	0.82492995	0.92631865	0.7472426	0.81986266	0.929843	0.85236275	0.7738982	0.6341242	0.8185119	0.8442922	0.8103596	0.8955248	0.9171373	0.8070622	0.56626856	0.7270809	0.94808257	0.74568814	0.7819849	0.74583554	0.777157	0.7445792	0.68531656	0.74342155	0.88052475	0.8400974	0.61778206	0.8178854	0.8712662	0.7619067	0.7403915	0.8223379	0.751237	0.77799845	0.8851224	0.9027235	0.9433976	0.7148071	0.76617503	0.87237483	0.65843177	0.78389716	0.6682933	0.7411572	0.9379741	0.84040165	0.80793685	0.67933285	0.7159029	0.8669281	0.84617156	0.863359	0.7255902	0.78622866	0.6416663	0.7976566	0.81982195	0.9249052	0.88153017	0.78106225	0.8720929	0.8521501	0.9166217	0.6687696	0.92041564	0.707304	0.79573005	0.8264742	0.66413915	0.9462076	0.87138283	0.0	0.9396713	0.8897433	0.68775964	0.7843855	0.7897892	0.7228183	0.8737161	0.83762306	0.83467174	0.6364028	0.78350973	0.81192774	0.96403027	0.6815158	0.67744976	0.7490273	0.760158	0.6454784	0.95513576	0.82271326	0.82360685	0.8747194	0.85313344	0.86511827	0.80039907	0.8883155	0.9323827	0.94711536	0.9168431	0.93096614	0.7654602	0.8988105	0.7955975	0.7648443	0.7945372	0.87133783	0.6807982	0.850188	0.92581916	0.7582459	0.75019985	0.7012733	0.8248886	0.834082	0.89279956	0.6975981	0.7776216	0.7364039	0.89133376	0.6263554	0.88428056	0.74244213	0.83448994	0.73730105	0.79485416	0.6524935	0.6034199	0.702682	0.7614946	0.81906754	0.8448819	0.65871084	0.5784272	0.62765944	0.7136872	0.82963276	0.9062593	0.8637497	0.70761406	0.7672621	0.7144089	0.7629713	0.7724243	0.8604338	0.7739985	0.936889	0.87357664	0.84457237	0.6881999	0.9209145
monarchie/noun	0.97302306	0.96120274	0.99939495	0.91555005	0.9703036	0.9319999	0.9992552	0.9982421	0.9875924	0.9987037	0.9191763	0.9888129	0.99205023	0.81274325	0.9997749	0.9560962	0.9373846	0.9846101	0.8596104	0.95554185	0.8095611	0.86385393	0.99341	0.75072956	0.94462717	0.6499119	0.71967757	0.9813822	0.94905174	0.94402707	0.66614467	0.8874763	0.89974993	0.8377795	0.8527773	0.39535367	0.9058802	0.99344677	0.7443368	0.9505065	0.88167876	0.73336506	0.9584252	0.9138654	0.96935785	0.7453975	0.79380906	0.98035204	0.9299185	0.9404356	0.765561	0.8633861	0.9203997	0.9610699	0.71376	0.7499305	0.6952279	0.6828208	0.5401486	0.59643316	0.9507158	0.832954	0.6026003	0.97744393	0.95378846	0.9002723	0.8457982	0.9620428	0.8974718	0.92302585	0.8562912	0.72562563	0.8661562	0.90517056	0.9354341	0.67547345	0.92163813	0.88668984	0.97322804	0.70610297	0.963468	0.94313806	0.9243128	0.8379983	0.95258594	0.89228815	0.8630871	0.618811	0.92518026	0.79174656	0.9083904	0.9935604	0.9466482	0.8419485	0.9396713	0.0	0.98064864	0.909434	0.9317018	0.7803885	0.9201538	0.9685571	0.8904847	0.92225987	0.7923745	0.90344834	0.8845464	0.7625773	0.9217925	0.84468293	0.93953896	0.7137329	0.9191217	0.88059795	0.70483327	0.96064657	0.92929405	0.89429146	0.91169345	0.9620775	0.93608695	0.85994387	0.53165376	0.740397	0.71301985	0.9326638	0.51449937	0.89884347	0.6704197	0.7456525	0.87762856	0.94680685	0.9074152	0.85596603	0.92650825	0.7944108	0.97201425	0.9641943	0.9727329	0.94406897	0.8583983	0.91668254	0.91529447	0.5684924	0.71537703	0.8447366	0.94439423	0.7591718	0.86496055	0.99449897	0.7160514	0.8596802	0.9721143	0.95200646	0.949688	0.82965267	0.9347482	0.9253528	0.7810533	0.827916	0.93502295	0.9845938	0.9300546	0.9128227	0.8800691	0.770082	0.81341106	0.8425875	0.9498203	0.7911912	0.89216334	0.81971186	0.9750796	0.82580316	0.7404301
na/prep	0.80660546	0.89100856	0.8011718	0.96560633	0.78250945	0.80862975	0.80635995	0.68078053	0.7898735	0.8783319	0.9185204	0.6314944	0.7113261	0.9189851	0.7925918	0.9082715	0.8993092	0.73009926	0.82742286	0.9084121	0.8352827	0.72547007	0.78517663	0.8848058	0.48402345	0.87679166	0.8032019	0.97351086	0.92108995	0.8673973	0.83919585	0.55677056	0.58363837	0.9632776	0.87519264	0.9649107	0.9469724	0.52496433	0.80879986	0.52397376	0.613356	0.89927703	0.8580415	0.8630959	0.8565423	0.8099748	0.75686514	0.6816052	0.83701515	0.69880897	0.7442454	0.64046514	0.909116	0.5782443	0.94144475	0.95719624	0.9535835	0.78842515	0.9605005	0.88910055	0.962756	0.74858826	0.9269643	0.82972103	0.816126	0.7806673	0.79192454	0.7810526	0.9634087	0.80408084	0.92925084	0.8041261	0.76815224	0.8405128	0.8532353	0.81524897	0.89761853	0.89855725	0.9709804	0.96077245	0.5423768	0.9322006	0.87015927	0.9006348	0.622181	0.8218259	0.7296359	0.9648881	0.7001826	0.9176957	0.6788231	0.65354526	0.5771894	0.90535986	0.8897433	0.98064864	0.0	0.52779293	0.4834953	0.7955713	0.7798123	0.71338284	0.9492109	0.7773452	0.844616	0.85367215	0.9003443	0.9188445	0.59442353	0.74113274	0.85111415	0.8324806	0.6308551	0.6802885	0.986356	0.6567681	0.69085395	0.9216383	0.89076483	0.6535555	0.9182599	0.95021987	0.9824743	0.8442354	0.8512646	0.4668507	0.94938093	0.9079826	0.87043583	0.84334266	0.90253884	0.91401553	0.8345506	0.8649538	0.9208653	0.91345686	0.8099832	0.8358033	0.8926873	0.4799077	0.8731775	0.8891513	0.8596239	0.8325063	0.82258517	0.8548545	0.842664	0.95706993	0.8600156	0.9470069	0.82391965	0.8865577	0.94530267	0.78176314	0.86323	0.9781551	0.6661957	0.77776486	0.6873441	0.7242563	0.8867743	0.9410633	0.79455626	0.8784972	0.7542601	0.8939852	0.9480796	0.8850506	0.75588876	0.9477667	0.8980572	0.7904882	0.7328567	0.71288764	0.7598163
nadat/comp	0.7334268	0.8740348	0.8829452	0.7591261	0.86171246	0.86644423	0.8111474	0.90389574	0.71703047	0.9445092	0.88991344	0.7990552	0.79755336	0.8486258	0.8187989	0.6228526	0.7063253	0.7777408	0.73372835	0.65033484	0.917617	0.78825456	0.6727319	0.82216775	0.74460524	0.78080726	0.8269584	0.937895	0.84860456	0.79105586	0.67523766	0.49169308	0.49740267	0.7942856	0.8579907	0.9546796	0.71057236	0.7379619	0.70020926	0.7205224	0.5772868	0.7916607	0.7453828	0.59077805	0.79156893	0.7922546	0.6910516	0.74482805	0.7185801	0.6306859	0.8295848	0.7827631	0.6821562	0.7165984	0.79859734	0.83136606	0.8931454	0.7704079	0.9237756	0.92318803	0.8950404	0.716069	0.85477835	0.5386425	0.76534367	0.512853	0.7701441	0.7362677	0.9268827	0.78446674	0.7322558	0.71449625	0.74356174	0.886442	0.7672302	0.6534736	0.84895265	0.61407626	0.95569175	0.8595879	0.718791	0.96068275	0.6781995	0.9120254	0.5166277	0.6763351	0.6744845	0.9480751	0.66700566	0.82660705	0.7418277	0.74166214	0.71115154	0.8788563	0.68775964	0.909434	0.52779293	0.0	0.5196288	0.9025242	0.76017064	0.85452163	0.90367305	0.7342136	0.7455968	0.6887044	0.8490815	0.94290024	0.7167126	0.64674854	0.8541882	0.7090475	0.51392	0.7556096	0.9218231	0.68331945	0.6663718	0.81254786	0.6705825	0.74706686	0.661252	0.9345871	0.9105413	0.81661147	0.89847463	0.67632717	0.88451034	0.8457225	0.7932577	0.7518325	0.7687082	0.8286674	0.83648086	0.8796705	0.84194934	0.63853383	0.6131664	0.72062373	0.853202	0.7461479	0.76473427	0.8322437	0.6605768	0.88466877	0.7118958	0.61774313	0.53394574	0.8766003	0.872785	0.94785225	0.6833087	0.5430581	0.8538347	0.94918805	0.9008163	0.79628265	0.72727466	0.7201322	0.69270957	0.60083926	0.83755624	0.93650216	0.7917768	0.779523	0.64274466	0.83146465	0.85129786	0.8629116	0.9122427	0.7892253	0.8106513	0.6452899	0.64941657	0.7213282	0.87912184
nadien/pp	0.8282428	0.8696501	0.7867239	0.9611206	0.93450356	0.8060396	0.8447093	0.74680436	0.83549726	0.72592545	0.87071943	0.7428942	0.6227764	0.93493795	0.8199305	0.95470446	0.915253	0.72763216	0.73392767	0.8739439	0.8982443	0.6719352	0.80148387	0.9222442	0.40054673	0.82953525	0.85782754	0.9637576	0.9402692	0.7495064	0.88050795	0.26829755	0.26716965	0.89967453	0.7110299	0.9467881	0.8029949	0.6298486	0.6612588	0.54516315	0.48290592	0.83665097	0.65813524	0.89589614	0.7988278	0.74565387	0.7270115	0.7191285	0.7786459	0.80949986	0.7799249	0.52253485	0.9399825	0.52433586	0.8479466	0.88316166	0.8736294	0.6295916	0.96676534	0.92117333	0.9029638	0.74261904	0.8897496	0.83817494	0.7593871	0.77956843	0.6660671	0.8418619	0.8825313	0.6045437	0.7714466	0.76288015	0.7699123	0.87418616	0.81798106	0.770332	0.88573873	0.7428974	0.92754996	0.8850143	0.5204662	0.87573224	0.7084142	0.83006567	0.50257385	0.93183756	0.818902	0.91164976	0.72457254	0.71377313	0.5329919	0.8098071	0.5173242	0.77073485	0.7843855	0.9317018	0.4834953	0.5196288	0.0	0.7898494	0.6647854	0.8092093	0.7854208	0.70964956	0.7107743	0.8486916	0.73701227	0.93772316	0.67564154	0.5853502	0.6213608	0.7120614	0.6004449	0.6891818	0.90774775	0.6734191	0.7250824	0.7548521	0.8619918	0.59052634	0.86394185	0.8025895	0.9396116	0.9514445	0.92610395	0.3729149	0.8996661	0.8857689	0.7294993	0.77196753	0.7786086	0.8499545	0.6318822	0.76140213	0.7942038	0.89319617	0.6968778	0.66755724	0.79311764	0.41090608	0.7758131	0.74685764	0.786733	0.91692805	0.88990825	0.8356053	0.82028717	0.7522465	0.8492763	0.9086327	0.7474326	0.6576814	0.75986516	0.7905223	0.78493404	0.974174	0.6464945	0.7822789	0.493272	0.73686725	0.6996212	0.9168298	0.61147517	0.8497372	0.63003516	0.6471044	0.7793076	0.76356685	0.8754898	0.8825081	0.7393523	0.6727068	0.85722315	0.4397534	0.77106404
natuur/noun	0.9684254	0.9768581	0.9555656	0.9637875	0.6937519	0.94378644	0.9785085	0.9680126	0.78754425	0.99773854	0.7109191	0.9499618	0.911498	0.872609	0.9652083	0.9248767	0.94870037	0.96454686	0.87489855	0.93826723	0.88777494	0.62457496	0.9395466	0.7896998	0.73996377	0.7537167	0.84051985	0.978725	0.9285406	0.75176984	0.7283323	0.7563089	0.8902485	0.9203564	0.8093889	0.88477474	0.8468878	0.8207382	0.7410979	0.84736496	0.82379293	0.6755489	0.8325536	0.91715896	0.90907866	0.5878546	0.67662525	0.93897593	0.9382248	0.7453731	0.6715371	0.6324929	0.86675525	0.7542918	0.93631834	0.8041263	0.74825644	0.74569964	0.78017724	0.85483146	0.89747095	0.8312719	0.91783744	0.95740557	0.9184361	0.9505547	0.6342312	0.9868678	0.5702375	0.9118581	0.8277659	0.84151596	0.9254924	0.93167967	0.8730529	0.6938141	0.77434015	0.7835265	0.8494419	0.73221564	0.83805656	0.96681654	0.9211435	0.78310484	0.87667674	0.9446429	0.96229595	0.8811563	0.7700572	0.7966445	0.8816687	0.9001018	0.81302273	0.8351022	0.7897892	0.7803885	0.7955713	0.9025242	0.7898494	0.0	0.7390304	0.8557861	0.93861455	0.8531596	0.6901386	0.9069022	0.6921499	0.906837	0.81287706	0.7914159	0.781024	0.79046786	0.70531553	0.7471118	0.81006885	0.8737375	0.8863885	0.8219421	0.8979769	0.78567	0.92246455	0.7278559	0.8461992	0.7170744	0.7560825	0.6978674	0.71604526	0.95459014	0.72166514	0.9199962	0.8839429	0.8350538	0.73335564	0.8309727	0.8208943	0.916772	0.859498	0.9199485	0.97538316	0.7949931	0.9250425	0.893445	0.83282065	0.6861392	0.70415646	0.91738904	0.95550084	0.712916	0.5821283	0.6149237	0.7895781	0.76101875	0.93442285	0.694095	0.88049245	0.8738025	0.81280863	0.7515881	0.6578804	0.7675541	0.8759377	0.67808247	0.81543005	0.80654436	0.7350881	0.847335	0.88841355	0.7174468	0.64209116	0.87646216	0.92440176	0.82481146	0.9111804	0.66260946	0.63708484
nauwelijks/adv	0.8813288	0.97049606	0.924606	0.8912521	0.93018377	0.85556006	0.96340513	0.8986531	0.8342143	0.94505405	0.9560666	0.8545064	0.90643096	0.85365295	0.93320787	0.6194607	0.74388635	0.7256231	0.7815645	0.6702112	0.92333263	0.8009858	0.8006445	0.81893873	0.67911756	0.8078368	0.869972	0.91732377	0.7161731	0.78488153	0.76961964	0.79807365	0.7849768	0.83405596	0.76187897	0.92896235	0.8109205	0.74967444	0.68052256	0.76739645	0.6325085	0.7055757	0.6767738	0.72830105	0.75857323	0.78398097	0.55771303	0.7666067	0.77988964	0.68773186	0.7434993	0.74261796	0.5853013	0.596526	0.8955083	0.84810346	0.7513901	0.6707262	0.91547847	0.90541804	0.8923236	0.8741061	0.84333456	0.6847034	0.890235	0.7176885	0.6127919	0.86773676	0.9157169	0.67287695	0.8731156	0.7292943	0.6583346	0.86103797	0.55566883	0.7944882	0.7474369	0.7184391	0.9752033	0.7591052	0.7914967	0.95084554	0.80592257	0.76225793	0.7702389	0.81865966	0.83399725	0.8934765	0.434561	0.70009077	0.6557754	0.85200745	0.6988872	0.73722464	0.7228183	0.9201538	0.7798123	0.76017064	0.6647854	0.7390304	0.0	0.7114841	0.73136157	0.6719277	0.70077765	0.65512186	0.7616436	0.94602203	0.73740023	0.60045004	0.7528484	0.77175534	0.55022234	0.8355683	0.7848213	0.80037636	0.72628814	0.7164159	0.8615931	0.8646062	0.78600556	0.82596695	0.9107581	0.84193	0.8563323	0.6584388	0.83427465	0.86105835	0.77503353	0.7990902	0.7385014	0.90550715	0.527817	0.7201766	0.8087505	0.6625353	0.69032544	0.80798936	0.92682403	0.702515	0.73515797	0.71996737	0.8507475	0.93776673	0.78593415	0.7428781	0.6418847	0.7622966	0.7577127	0.9320561	0.75862247	0.8212424	0.8087824	0.59185994	0.77201134	0.8806786	0.7486178	0.6573345	0.5577285	0.6258214	0.7693853	0.76790106	0.76564384	0.7097006	0.58246744	0.7824503	0.80721384	0.7709091	0.7737023	0.8442318	0.6986944	0.6765385	0.8679504	0.6650922	0.91388047
net/adv	0.95197666	0.9446693	0.91905427	0.92482907	0.9636957	0.9152495	0.91311836	0.89055717	0.9106131	0.9859387	0.94989073	0.81786656	0.87424016	0.98673975	0.8977599	0.8671795	0.8293899	0.848292	0.829509	0.8795593	0.9703349	0.8208668	0.9293279	0.89059234	0.7653814	0.9589047	0.9439604	0.9613116	0.9117163	0.8704137	0.8917164	0.86199355	0.8300571	0.96200144	0.77163607	0.94557554	0.9060559	0.7914023	0.84577113	0.8918675	0.84531933	0.8769734	0.8714582	0.90791446	0.9496891	0.9046055	0.7318858	0.8030095	0.91698503	0.8816509	0.9462454	0.79391336	0.8575816	0.77794176	0.94672793	0.9548581	0.9428826	0.9239452	0.92249554	0.94338024	0.97224927	0.77163756	0.9730908	0.85907793	0.83377916	0.93396324	0.70109695	0.9305744	0.9688398	0.7528395	0.9248686	0.90795565	0.77645373	0.96994936	0.65583247	0.9420939	0.9678398	0.90925765	0.95181984	0.8690982	0.7929144	0.97902083	0.92467767	0.84496504	0.8116268	0.97320545	0.8597076	0.945663	0.7867998	0.8230001	0.7902155	0.7618741	0.85506946	0.9551077	0.8737161	0.9685571	0.71338284	0.85452163	0.8092093	0.8557861	0.7114841	0.0	0.7999116	0.75493085	0.771973	0.86116856	0.8508719	0.97805595	0.8784634	0.8695322	0.7573071	0.84863544	0.78623086	0.8041407	0.91694456	0.8631814	0.6893654	0.8971406	0.9444393	0.7319054	0.94979626	0.94734216	0.96154803	0.9427272	0.8555382	0.78343153	0.95629436	0.94459414	0.9507426	0.92144644	0.8136754	0.9302571	0.82685685	0.76843333	0.9806282	0.8940235	0.763604	0.7806841	0.9168384	0.7184893	0.95454323	0.8674885	0.94319624	0.95607555	0.94468355	0.9196423	0.8536103	0.7759136	0.8781758	0.96492535	0.8202511	0.9025055	0.9671418	0.7936984	0.9208353	0.97387666	0.87757045	0.84079754	0.8231619	0.749676	0.78343153	0.93159455	0.734892	0.88797027	0.7385238	0.90583867	0.9947807	0.7736588	0.85769254	0.96688503	0.7150898	0.854463	0.94973624	0.816043	0.8979556
niet/adv	0.9339565	0.9585991	0.98832333	0.9702547	0.975816	0.96460545	0.9840722	0.97109556	0.9597166	0.9795464	0.9829034	0.9362318	0.93376595	0.939573	0.99791396	0.96821773	0.93928874	0.7203908	0.60329425	0.930072	0.91573524	0.80521685	0.88927686	0.8893467	0.8602861	0.87168384	0.94616455	0.9563677	0.95391285	0.7746073	0.80988944	0.72283196	0.76200235	0.9012945	0.54487455	0.8840438	0.7739893	0.930525	0.7553286	0.8998567	0.5412992	0.9034406	0.7552311	0.9955186	0.88212633	0.9389552	0.81370515	0.68508804	0.5703885	0.9678598	0.78716224	0.8893336	0.9078578	0.7644222	0.8454335	0.83099604	0.8201615	0.87521076	0.9087306	0.8858031	0.9287645	0.85457206	0.7904011	0.9516019	0.8247535	0.9527252	0.7657887	0.93189335	0.9079888	0.6510222	0.9266597	0.70542204	0.7339919	0.8555883	0.83704066	0.94328314	0.9238079	0.85033333	0.97049916	0.883172	0.96235096	0.8739235	0.8378046	0.8588615	0.77765304	0.91523564	0.8969224	0.8982445	0.9425279	0.5067123	0.8011075	0.93033135	0.91473764	0.7613121	0.83762306	0.8904847	0.9492109	0.90367305	0.7854208	0.93861455	0.73136157	0.7999116	0.0	0.6266844	0.7515225	0.909932	0.6882138	0.9459368	0.9661452	0.7923332	0.44419366	0.5658109	0.7767341	0.6747289	0.83737874	0.8365593	0.7906692	0.7535491	0.87600124	0.8213192	0.91980916	0.71291983	0.87310517	0.91795295	0.9035944	0.7793137	0.8292496	0.9368121	0.9011795	0.9319079	0.6209467	0.89415735	0.75831324	0.85837317	0.8375975	0.94996595	0.6835023	0.7176504	0.7385292	0.8230033	0.89560455	0.59710133	0.89932203	0.8627411	0.96460503	0.95008296	0.9604631	0.73123956	0.76552105	0.9244457	0.75230354	0.86257684	0.8831951	0.6128968	0.7815598	0.78262824	0.8314416	0.7368288	0.77979255	0.77278525	0.79462034	0.8575405	0.5708923	0.8483747	0.618171	0.8315891	0.889982	0.5885026	0.9401492	0.86645067	0.5698662	0.61419386	0.9133383	0.53178453	0.87795186
nog/adv	0.9135937	0.862555	0.94916576	0.8774236	0.82074666	0.90944797	0.8979653	0.8998971	0.84839964	0.91930974	0.9671171	0.8478051	0.7857741	0.9379942	0.95739424	0.8633785	0.7351569	0.70635366	0.6888007	0.84786963	0.901324	0.6570988	0.88706636	0.7759276	0.6973071	0.90078545	0.93654996	0.9359892	0.8477657	0.69112647	0.78461003	0.72179425	0.7439316	0.9107705	0.62219155	0.9724694	0.7849299	0.69085324	0.7508046	0.81843686	0.5464284	0.84180284	0.6008987	0.7876382	0.8396919	0.860122	0.8309992	0.72666955	0.7051519	0.87709093	0.7330703	0.69872797	0.8105859	0.6987976	0.87098056	0.8846553	0.9081892	0.6712579	0.9706026	0.96842396	0.9140671	0.7797016	0.92243725	0.92523456	0.8603674	0.88519454	0.68491673	0.8981371	0.87770027	0.69432425	0.927281	0.7845129	0.6122105	0.89264995	0.691087	0.91135955	0.8892548	0.8185806	0.94909656	0.8885745	0.78121436	0.82491887	0.797344	0.85317415	0.5412092	0.8751848	0.79361314	0.91514987	0.7123243	0.59544575	0.6112196	0.8108817	0.8279786	0.8353353	0.83467174	0.92225987	0.7773452	0.7342136	0.70964956	0.8531596	0.6719277	0.75493085	0.6266844	0.0	0.6471864	0.77751994	0.77354264	0.9602695	0.8547251	0.69968474	0.57361704	0.7287847	0.539796	0.634995	0.88686895	0.66692233	0.54038286	0.83249193	0.8557565	0.70935524	0.88846534	0.8606335	0.9233515	0.92357177	0.8250439	0.62794363	0.95112085	0.88953775	0.78936493	0.91520745	0.6685761	0.8429793	0.6780685	0.7776667	0.8377092	0.81288695	0.73187494	0.6187124	0.7218231	0.6454373	0.7899314	0.73204625	0.7806613	0.9663011	0.95781547	0.8732699	0.8675523	0.8123241	0.88152665	0.914185	0.8100587	0.8188413	0.8349909	0.71698475	0.8326079	0.88909185	0.7920147	0.7408799	0.7478324	0.72642636	0.7363641	0.88100064	0.49696374	0.8206811	0.5419804	0.8813444	0.84641445	0.6062212	0.90345776	0.8989329	0.5922499	0.61267173	0.8164884	0.60116816	0.9028241
normaal/adj	0.9539504	0.9391663	0.9538328	0.93416095	0.8320652	0.9643383	0.88564515	0.9572201	0.77612936	0.9663207	0.92212206	0.9444692	0.91748285	0.8209919	0.97867775	0.82122755	0.7464875	0.7761204	0.6309106	0.88085586	0.87397575	0.77715015	0.7959086	0.84443605	0.8282143	0.62170756	0.8083567	0.88632613	0.7901772	0.69751406	0.6910088	0.6506709	0.7459645	0.9414279	0.58322847	0.7571933	0.67984533	0.766498	0.5989028	0.88927305	0.6701224	0.7366448	0.8128716	0.8588761	0.8233803	0.76174396	0.69176257	0.81221443	0.7754996	0.7987464	0.69129527	0.7424859	0.78244156	0.75985074	0.87124044	0.82653826	0.6611357	0.66733307	0.829801	0.852437	0.90780944	0.78726715	0.8398009	0.86335635	0.813503	0.7606322	0.7192637	0.84997874	0.82129884	0.61935353	0.87487704	0.8574709	0.7771106	0.9535512	0.70986986	0.7942413	0.91847354	0.5684994	0.9265375	0.8758266	0.93235517	0.909533	0.8045218	0.67542845	0.653549	0.88825285	0.89362925	0.79765904	0.777017	0.61159146	0.77864486	0.8767291	0.8914489	0.68548083	0.6364028	0.7923745	0.844616	0.7455968	0.7107743	0.6901386	0.70077765	0.771973	0.7515225	0.6471864	0.0	0.77147794	0.5665022	0.9504983	0.7943832	0.7038458	0.6468575	0.67027265	0.6847173	0.7316499	0.8341369	0.81159943	0.77578557	0.6532314	0.74274147	0.8093726	0.85274136	0.64857066	0.7477652	0.75829476	0.8896884	0.7895759	0.722945	0.9258896	0.71154094	0.82187974	0.6272341	0.8110664	0.60048676	0.6682458	0.84588563	0.85192233	0.69680583	0.6935233	0.88395	0.83762836	0.7363616	0.7634255	0.7528117	0.8701888	0.7729989	0.8192857	0.81214136	0.6002462	0.6648296	0.90048337	0.702083	0.6877079	0.7422614	0.7258844	0.74140453	0.8728467	0.73010653	0.74224347	0.58743596	0.5775018	0.79954594	0.8935137	0.6907728	0.7430042	0.62600005	0.68793714	0.7960548	0.6610161	0.90184313	0.92745614	0.7172276	0.64049244	0.7397082	0.54886234	0.82438123
