	Bayer/name	Brecht/name	Dimitri/name	Esser/name	Estland/name	Geeroms/name	Gino/name	Kevin/name	Kralj/name	LOMMEL/name	Rocky/name	Roda/name	Roeselare/name	VN/name	Van/name	aandeel/noun	aandeel_beurs/noun	allicht/adv	als/comp	automatiseerder/noun	autonomie/noun	balans/noun	begin/adv	bestuur/noun	bezoeker/noun	binnen/prep	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	daarmee/pp	daarna/adv	daarna/pp	dak/noun	dat/det	democratie/noun	dit/det	doelman/noun	door/comp	driepunters/noun	echter/adv	economie/noun	eerst/adv	effect_beurs/noun	elektriciteit/noun	en/vg	enigszins/adv	enkel_blessure/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fonds/noun	fout_DIM/noun	functie/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	gezag/noun	gisteren/adv	gisterenavond/adv	gistermiddag/adv	goed/adj	golfer/noun	grasland/noun	helemaal/adv	het/det	hiervan/pp	hij/pron	huisstijl/noun	iets/adv	in/prep	installatie/noun	intussen/adv	kerk_toren/noun	klimaat/noun	knap/adj	kost/adv	kraan/noun	krachtig/adj	laat/adj	leger/noun	leiding/noun	liberalisme/noun	licht/adj	men/pron	meteen/adv	middenvelder/noun	misser/noun	mogelijk/adj	momenteel/adj	monarchie/noun	na/prep	nadat/comp	nadien/pp	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nog/adv	normaal/adj	olie_prijs/noun	om/comp	onafhankelijkheid/noun	ondanks/prep	onmiddellijk/adj	ons/pron	opdat/comp	opnieuw/adv	orde/noun	overheid/noun	paars_wit/adj	pas/adv	patiënt/noun	patiënte/noun	ploeg/noun	politie_agent/noun	populatie/noun	rechtsorde/noun	relatie/noun	reputatie/noun	rust/noun	samenleving/noun	samenwerking/noun	schade/noun	scheur/noun	situatie/noun	sluit_post/noun	snel/adj	spier/noun	stad_bestuur/noun	technologie_aandeel/noun	terwijl/comp	thuis/adv	thuis_reputatie/noun	thuisploeg/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	van/prep	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veiligheid/noun	ven/noun	vertrouwen/noun	vervolgens/adv	voetpad/noun	voldoende/adj	voldoende/adv	volgens/prep	volledig/adj	voorlopig/adj	waardoor/pp	waarschijnlijk/adj	wat/adv	water_kwaliteit/noun	we/pron	weeg/verb	weer/adv	weg/noun	wegdek/noun	wij/pron	wonderbaarlijk/adj	woning/noun	ze/pron	zich/pron	ziekenhuis/noun	zodat/comp	zuiverheid/noun
olie_prijs/noun	0.9016819	0.9348174	0.9736444	0.9409241	0.9059977	0.9010527	0.98122835	0.9838906	0.893466	0.9798971	0.97284245	0.9282112	0.918615	0.83156127	0.99412215	0.50325406	0.4704544	0.8336614	0.86009204	0.60260534	0.91381544	0.7605892	0.7064042	0.83573556	0.89407825	0.86550033	0.8755399	0.9467891	0.35144615	0.87396216	0.7209418	0.859481	0.8262778	0.90326285	0.8441332	0.9260528	0.73993576	0.9430889	0.8011563	0.89689696	0.72918683	0.39478594	0.92326033	0.52704465	0.7741493	0.81510425	0.67609465	0.69352233	0.7525178	0.68024564	0.9167299	0.7808393	0.45950133	0.8378674	0.83035386	0.90013343	0.8917681	0.73344177	0.87076145	0.8772445	0.94075125	0.80767536	0.88321537	0.5467621	0.890152	0.7272848	0.8090856	0.87598467	0.88709146	0.8606304	0.7903502	0.78819835	0.725533	0.89794207	0.5266477	0.80162674	0.8756304	0.8252242	0.9474469	0.60307956	0.88936967	0.9508725	0.762947	0.7146956	0.7836388	0.79990923	0.8419088	0.8502269	0.43064463	0.8205214	0.88014257	0.92532325	0.8911046	0.801127	0.78350973	0.90344834	0.85367215	0.6887044	0.8486916	0.9069022	0.65512186	0.86116856	0.909932	0.77751994	0.77147794	0.0	0.8833645	0.93431586	0.6634331	0.8718865	0.9130837	0.7671393	0.59078974	0.86204046	0.8424622	0.90338564	0.7975383	0.86412054	0.8353246	0.89232576	0.8545429	0.8604542	0.7975987	0.8985561	0.76423687	0.87373304	0.87519217	0.9020326	0.7850266	0.8398299	0.73515236	0.88524675	0.6989714	0.84010845	0.83455443	0.47729093	0.80524594	0.90553784	0.8484423	0.8498161	0.7354597	0.9160794	0.79379976	0.92233074	0.79470426	0.6105613	0.5417234	0.86213493	0.9269917	0.9337866	0.64263046	0.89162683	0.8861973	0.8485917	0.7940523	0.8755914	0.90078855	0.84341085	0.66233253	0.69157434	0.7445293	0.8824484	0.8469126	0.49462408	0.6085131	0.85482	0.86724657	0.9189982	0.6902441	0.92211086	0.7576926	0.7016474	0.8728861	0.8181817	0.89313823
om/comp	0.9422986	0.94977003	0.9900799	0.9294751	0.9441536	0.94358253	0.98110425	0.97422355	0.93989986	0.96427935	0.9456538	0.9299096	0.92238903	0.8084352	0.9986579	0.79314387	0.8654568	0.7814344	0.72950435	0.8696794	0.81712776	0.77940327	0.8945742	0.8052809	0.84088445	0.7185711	0.719951	0.9875012	0.9260868	0.719383	0.71857774	0.74337804	0.7284851	0.8799441	0.5046659	0.85325825	0.6261816	0.9136913	0.53870475	0.8804694	0.55890095	0.80671227	0.7059735	0.91503924	0.7340543	0.6567245	0.7861473	0.77252233	0.74107474	0.921353	0.5969764	0.7207328	0.7996056	0.8231678	0.8056412	0.7362828	0.6292112	0.73102295	0.90763736	0.8329575	0.82982534	0.76380944	0.70186234	0.9102097	0.79493415	0.86426127	0.73650736	0.9380849	0.88789374	0.75921416	0.73844934	0.7829905	0.7988317	0.9117635	0.88299394	0.8276294	0.7744631	0.5551263	0.947012	0.9019824	0.9077103	0.8253588	0.77525735	0.5371741	0.84621763	0.8545877	0.8165841	0.89014363	0.8161294	0.68103886	0.8244021	0.96634245	0.9029801	0.715205	0.81192774	0.8845464	0.9003443	0.8490815	0.73701227	0.6921499	0.7616436	0.8508719	0.6882138	0.77354264	0.5665022	0.8833645	0.0	0.7717118	0.86140263	0.79527056	0.69440377	0.5136249	0.63338614	0.56314373	0.66671956	0.8108798	0.845156	0.68991953	0.9323909	0.6785368	0.80929655	0.6771556	0.82088065	0.8909035	0.80954015	0.7495954	0.8302256	0.7046807	0.767077	0.86677253	0.69167763	0.84657323	0.6251632	0.6094974	0.76717186	0.8965882	0.84714276	0.84559757	0.8876407	0.8058379	0.6696385	0.6561756	0.85941344	0.88580066	0.7531465	0.89145017	0.8737495	0.71232545	0.51223576	0.9521197	0.6443949	0.85765576	0.7798568	0.6894164	0.75890213	0.748293	0.686656	0.67149687	0.57287246	0.6075392	0.8025377	0.68614554	0.6459168	0.68118715	0.5704912	0.73119044	0.8184998	0.77437973	0.84853333	0.80087566	0.77635545	0.7163671	0.7925498	0.44390666	0.8477887
onafhankelijkheid/noun	0.97660804	0.9810772	0.9979702	0.94596183	0.682575	0.95631725	0.9966054	0.9986011	0.9628676	0.94140005	0.9193056	0.9270228	0.97632813	0.63387287	0.9993954	0.95659125	0.9648465	0.980326	0.91435534	0.98245686	0.41196924	0.8829153	0.9539181	0.6756815	0.9528174	0.6184433	0.8432557	0.9949267	0.9550652	0.8915763	0.65767086	0.88392794	0.9093376	0.9254965	0.91439384	0.62680006	0.9500793	0.9520252	0.725636	0.9727845	0.859353	0.8976538	0.89324933	0.97861075	0.9264125	0.6766552	0.9079338	0.9081889	0.91470426	0.9811553	0.8693358	0.8100177	0.9639972	0.9284712	0.85887164	0.8861789	0.8481829	0.774652	0.6706964	0.5154015	0.76347625	0.91077733	0.48232204	0.88519007	0.80766666	0.9463326	0.9105966	0.9714296	0.96068794	0.9642355	0.82399386	0.9017225	0.871912	0.8228761	0.9520869	0.85755575	0.8932401	0.8913721	0.9764707	0.9076671	0.91753554	0.6469655	0.961775	0.8508228	0.93954384	0.74657524	0.843831	0.7606495	0.95601773	0.8271567	0.8727781	0.9344355	0.862059	0.82729465	0.96403027	0.7625773	0.9188445	0.94290024	0.93772316	0.906837	0.94602203	0.97805595	0.9459368	0.9602695	0.9504983	0.93431586	0.7717118	0.0	0.8782682	0.8688698	0.91216505	0.6589035	0.8783902	0.83342296	0.55110216	0.927781	0.8859148	0.7406833	0.9522773	0.82228994	0.8656562	0.8917826	0.7071923	0.89433396	0.63182175	0.8733871	0.84526026	0.8282279	0.8421279	0.92057216	0.89908475	0.76726544	0.9192663	0.9647484	0.941429	0.95805347	0.9296945	0.91493845	0.95780075	0.92753	0.8537644	0.8978429	0.9025736	0.78294283	0.5806073	0.90405416	0.9277309	0.8681726	0.845314	0.9907333	0.7397637	0.95196664	0.91182077	0.82874966	0.9334036	0.8258264	0.6902547	0.9394251	0.8607561	0.9396728	0.70148206	0.9109112	0.89855546	0.9020482	0.9096409	0.811578	0.9086941	0.8935848	0.8368546	0.91098285	0.9182706	0.854648	0.98058593	0.8586925	0.60579336
ondanks/prep	0.7359824	0.94224775	0.8652199	0.9827332	0.93887854	0.7710264	0.79520196	0.7444255	0.78240955	0.9442191	0.93378496	0.84569144	0.7885105	0.9281547	0.822419	0.8227669	0.8208823	0.73450613	0.84316415	0.8331423	0.8982294	0.7432753	0.7549445	0.83375525	0.6590475	0.81824625	0.868316	0.99469006	0.7011156	0.9065086	0.6786692	0.8756416	0.878632	0.90842366	0.80275625	0.9161854	0.7378698	0.5232352	0.64111555	0.72107875	0.58951354	0.6363263	0.91462886	0.78502995	0.91135126	0.7210115	0.64738095	0.85698426	0.902449	0.6336962	0.80917716	0.71927136	0.7881799	0.63542163	0.9851318	0.9171744	0.85425305	0.78652775	0.8246643	0.8422916	0.9277256	0.69776624	0.9034746	0.6921987	0.8311223	0.75520194	0.6986783	0.69563454	0.91769254	0.8545867	0.8206296	0.9067942	0.84888434	0.92224044	0.7201226	0.7612747	0.92988336	0.6014429	0.9030504	0.7358598	0.57457286	0.95060724	0.92380357	0.7871913	0.860164	0.9032871	0.7893789	0.9130808	0.57767236	0.89958316	0.7103574	0.68396926	0.63781345	0.83425134	0.6815158	0.9217925	0.59442353	0.7167126	0.67564154	0.81287706	0.73740023	0.8784634	0.9661452	0.8547251	0.7943832	0.6634331	0.86140263	0.8782682	0.0	0.73038125	0.80484074	0.8344963	0.6371479	0.897816	0.88394797	0.8128942	0.89559096	0.8808993	0.8608434	0.67283976	0.9242611	0.96831733	0.9373484	0.86537766	0.68827987	0.6366714	0.88982904	0.8607638	0.71818733	0.90576667	0.8404665	0.8449336	0.7033882	0.8884587	0.9215182	0.6802539	0.7538065	0.8743431	0.7723783	0.6098901	0.7483555	0.8717494	0.8194558	0.83467007	0.7195412	0.8845334	0.7239483	0.8993351	0.8956879	0.98007977	0.61328894	0.8567979	0.94171214	0.7531555	0.8957728	0.92883676	0.77765584	0.6961248	0.5359509	0.7031826	0.7878937	0.9421407	0.8204359	0.66317976	0.72510153	0.8990722	0.9157866	0.8428308	0.73244077	0.96683896	0.9727388	0.8632893	0.7666676	0.7405323	0.71413445
onmiddellijk/adj	0.85198486	0.91101044	0.97032636	0.92122674	0.93709683	0.85473084	0.815138	0.94296795	0.7277597	0.9215868	0.934427	0.8857182	0.77780104	0.8179919	0.9304676	0.9152726	0.92897207	0.84381014	0.81104946	0.912384	0.8441485	0.7948375	0.9001487	0.7756517	0.5360279	0.7107513	0.79954565	0.9750925	0.9102178	0.7113124	0.82523304	0.6854321	0.7063663	0.78394413	0.82720715	0.8917478	0.86717606	0.60398734	0.77597773	0.74594283	0.66410923	0.89093065	0.58312774	0.9356152	0.6887679	0.6941466	0.7038621	0.8553903	0.750897	0.8349104	0.60284925	0.6150599	0.9090452	0.550406	0.7511636	0.7114246	0.7898	0.64001435	0.8275249	0.7944535	0.86979103	0.8570329	0.7929875	0.7989783	0.6788912	0.6010462	0.7178322	0.9094099	0.93682826	0.6488192	0.7859754	0.6536597	0.58088446	0.85380864	0.80397534	0.7499216	0.82916176	0.7207305	0.9226829	0.902057	0.7235509	0.917949	0.6233861	0.8144937	0.8153505	0.74622655	0.58627963	0.9448578	0.76274955	0.6628866	0.3497433	0.7980141	0.60538065	0.6919316	0.67744976	0.84468293	0.74113274	0.64674854	0.5853502	0.7914159	0.60045004	0.8695322	0.7923332	0.69968474	0.7038458	0.8718865	0.79527056	0.8688698	0.73038125	0.0	0.6412072	0.6523248	0.5846726	0.7292379	0.76317656	0.8197505	0.65843403	0.60582256	0.7162442	0.79481435	0.7043947	0.8938157	0.8621331	0.8286033	0.82377493	0.5640041	0.8423954	0.8604546	0.7215371	0.8077522	0.8149055	0.74367905	0.5397719	0.7825365	0.8401488	0.8881357	0.7291094	0.6825733	0.88396496	0.6273283	0.5560322	0.6366081	0.73279953	0.8650092	0.78318095	0.89487994	0.85439146	0.63134205	0.80880773	0.94331807	0.7601935	0.62870276	0.8283834	0.6997855	0.79344225	0.85275143	0.67447126	0.7081535	0.6956334	0.7572027	0.78777325	0.8837933	0.6931356	0.8415959	0.6948247	0.76522255	0.73037934	0.71292114	0.88140774	0.82280356	0.6052594	0.5832242	0.7065848	0.6524612	0.79084444
ons/pron	0.821866	0.96537554	0.9787685	0.9501276	0.9322909	0.92120266	0.9488841	0.87757045	0.85796034	0.9527589	0.96386635	0.88794154	0.8537808	0.939306	0.9679378	0.94238687	0.9045547	0.6116724	0.5644016	0.9804549	0.9376856	0.8262162	0.9109232	0.87165016	0.71149457	0.88483316	0.93440396	0.9672807	0.9402563	0.65028286	0.78415656	0.64432883	0.7491621	0.952911	0.5905716	0.89828146	0.7443322	0.79136	0.69716287	0.8540461	0.5419819	0.8781989	0.6689526	0.96884954	0.90508145	0.87365144	0.8550044	0.82801086	0.7030679	0.93653476	0.7064151	0.7530082	0.89864856	0.62898386	0.91570073	0.8652032	0.8979671	0.8262731	0.90177876	0.87081754	0.92915833	0.8358807	0.8876317	0.95072526	0.86882275	0.9378122	0.598812	0.9064238	0.8651801	0.56984353	0.900895	0.790967	0.7253866	0.87239057	0.8331866	0.9072858	0.95559406	0.68087566	0.95941347	0.8405694	0.7678938	0.70953715	0.8622155	0.8893288	0.7911787	0.954305	0.9049544	0.9317632	0.89492035	0.5576545	0.63617027	0.88942677	0.83023745	0.7758494	0.7490273	0.93953896	0.85111415	0.8541882	0.6213608	0.781024	0.7528484	0.7573071	0.44419366	0.57361704	0.6468575	0.9130837	0.69440377	0.91216505	0.80484074	0.6412072	0.0	0.55534756	0.6551348	0.7397344	0.801793	0.85754293	0.79590607	0.7964818	0.8493571	0.57371	0.9780363	0.8389511	0.9293144	0.89972603	0.90176785	0.6679677	0.83986276	0.88788766	0.8557855	0.9692715	0.6757701	0.82993746	0.74200106	0.8365493	0.8332335	0.91874987	0.72169346	0.506475	0.47746015	0.714484	0.8835013	0.6962905	0.913901	0.9185834	0.9561121	0.9735687	0.96876997	0.80496377	0.82020634	0.90680385	0.6214215	0.8365609	0.8914201	0.62566525	0.7798455	0.89804333	0.8040139	0.77257246	0.7453112	0.82112813	0.6258803	0.83342445	0.3651365	0.857888	0.63860905	0.827394	0.890235	0.36130017	0.91425204	0.91014904	0.59762293	0.6207571	0.91997445	0.5240332	0.85199094
opdat/comp	0.9248482	0.95241	0.95872295	0.9374472	0.9657708	0.91930985	0.93260527	0.97581136	0.96357214	0.9571553	0.88823396	0.9346508	0.9240609	0.73973703	0.99243367	0.9169521	0.8780682	0.6845584	0.5593306	0.87076133	0.7170748	0.72904414	0.8801106	0.711432	0.8007802	0.692586	0.90184695	0.9532504	0.87207365	0.6575405	0.65596306	0.65669316	0.613713	0.8691004	0.664629	0.72718716	0.78471494	0.88369775	0.5558838	0.85891765	0.5872959	0.7493346	0.68773854	0.87394595	0.78867257	0.69530034	0.71919215	0.7430992	0.6193501	0.86230826	0.72858274	0.6165814	0.84304833	0.78022325	0.6721071	0.7143425	0.7815177	0.71130633	0.6785697	0.63809335	0.8757557	0.7777783	0.6394808	0.8526353	0.75821936	0.8204224	0.73628885	0.87051225	0.88363236	0.7081089	0.74691474	0.6918632	0.76747257	0.86956245	0.8063415	0.7669983	0.8326	0.7021651	0.9568459	0.77607197	0.90406823	0.7082156	0.67346704	0.74108505	0.82249177	0.8516488	0.74411905	0.8239393	0.8047136	0.5184385	0.75897884	0.9197433	0.7928369	0.6846113	0.760158	0.7137329	0.8324806	0.7090475	0.7120614	0.79046786	0.77175534	0.84863544	0.5658109	0.7287847	0.67027265	0.7671393	0.5136249	0.6589035	0.8344963	0.6523248	0.55534756	0.0	0.6993567	0.67719734	0.6081853	0.7575716	0.8071813	0.7208115	0.7335321	0.7629304	0.8257612	0.6858263	0.76415485	0.64277637	0.7819538	0.73258245	0.696993	0.7526207	0.7386191	0.8426839	0.6270944	0.89828235	0.6818588	0.8101552	0.7863083	0.80067766	0.676772	0.7506651	0.8767823	0.7729957	0.70034087	0.6567979	0.6740538	0.7540456	0.6623604	0.8787924	0.86544687	0.65480936	0.70358324	0.93173754	0.6049404	0.75834167	0.7923059	0.69990003	0.82340425	0.83565617	0.69335973	0.7448145	0.58535707	0.65302956	0.63310623	0.7969364	0.67414826	0.70780665	0.6407242	0.6975279	0.81194466	0.67270017	0.812758	0.8332809	0.6710967	0.5949183	0.79896677	0.4125905	0.597797
opnieuw/adv	0.7190946	0.83995163	0.8649396	0.85911375	0.8138324	0.82432675	0.86384	0.77978444	0.7534947	0.8580662	0.8043258	0.7427014	0.69219124	0.8217203	0.8570493	0.5572691	0.6511997	0.5818672	0.8264159	0.6240102	0.85234207	0.5765029	0.6504354	0.66184175	0.54788053	0.78219545	0.73282653	0.9364011	0.7044318	0.76795745	0.6716193	0.65701914	0.72076136	0.8533534	0.71910065	0.9085121	0.68075275	0.64114904	0.7445525	0.67957425	0.5261045	0.658337	0.58040303	0.6323529	0.7915418	0.6501676	0.48999804	0.70803976	0.6648522	0.5431245	0.6255677	0.5582199	0.58661085	0.69783795	0.8466015	0.8034712	0.76029724	0.5455052	0.8723242	0.84928346	0.88357246	0.6102776	0.8147228	0.6212392	0.81042886	0.74011815	0.58527356	0.8221158	0.7916492	0.71881413	0.73701715	0.7612024	0.5920971	0.8621922	0.71580946	0.6449255	0.8165374	0.668447	0.9142923	0.7269716	0.6062422	0.8933815	0.63111794	0.7754743	0.7157109	0.7242506	0.69606626	0.8905468	0.49464756	0.68500984	0.4995168	0.7062337	0.6227567	0.7803164	0.6454784	0.9191217	0.6308551	0.51392	0.6004449	0.70531553	0.55022234	0.78623086	0.7767341	0.539796	0.6847173	0.59078974	0.63338614	0.8783902	0.6371479	0.5846726	0.6551348	0.6993567	0.0	0.72220993	0.8194861	0.62558013	0.45189118	0.82939243	0.81513274	0.48863566	0.7405107	0.78130597	0.8713124	0.89607626	0.87534297	0.5046111	0.84280777	0.8344755	0.78399706	0.75371933	0.72846115	0.8612677	0.5989157	0.6308786	0.7594274	0.6259152	0.69854605	0.6381005	0.67607844	0.5654466	0.673658	0.6620834	0.74050677	0.86197996	0.7679857	0.75440675	0.65669036	0.6893624	0.7142944	0.8207465	0.62117255	0.76491505	0.8000605	0.66692173	0.7935987	0.85727453	0.6439357	0.559559	0.643419	0.54739845	0.63186383	0.8779789	0.56551874	0.61932987	0.2899453	0.6979674	0.73963755	0.6526867	0.8556466	0.8498018	0.6654401	0.61126083	0.723565	0.600454	0.83654904
orde/noun	0.89207244	0.951086	0.9844655	0.9532076	0.9715553	0.9406433	0.9371779	0.9457078	0.94912565	0.9604892	0.93112534	0.8895124	0.9215703	0.65065193	0.97519356	0.89579463	0.87810963	0.82759994	0.7620537	0.90655077	0.8101848	0.67873716	0.94633013	0.80591947	0.62209576	0.7099563	0.9003586	0.9609508	0.8706223	0.8181459	0.7343861	0.651723	0.6626648	0.9478002	0.752045	0.71041477	0.8755498	0.8135558	0.65863335	0.72821033	0.5508974	0.7596419	0.81177044	0.90182465	0.867676	0.670676	0.7248079	0.7692443	0.6198224	0.910458	0.75273365	0.56662786	0.87108797	0.79899377	0.80687076	0.81839854	0.67696774	0.72640556	0.81600255	0.68470013	0.89043444	0.7588675	0.59169906	0.8984647	0.83907455	0.8774827	0.804141	0.9010885	0.916896	0.71123326	0.78977764	0.78671277	0.7509907	0.83346117	0.8666539	0.8760962	0.86493504	0.8867129	0.9886054	0.87597513	0.8289277	0.9263373	0.88242805	0.73160255	0.7806243	0.67647976	0.7089726	0.8208199	0.89221025	0.70399773	0.75353205	0.90104645	0.78525174	0.804119	0.95513576	0.88059795	0.6802885	0.7556096	0.6891818	0.7471118	0.8355683	0.8041407	0.6747289	0.634995	0.7316499	0.86204046	0.56314373	0.83342296	0.897816	0.7292379	0.7397344	0.67719734	0.72220993	0.0	0.68269813	0.7926888	0.7519908	0.819636	0.9228157	0.7176733	0.6625788	0.7477881	0.57605416	0.9072902	0.73460627	0.61529446	0.5871544	0.86277413	0.81278545	0.8916676	0.69918334	0.80080146	0.79587257	0.7477795	0.82203054	0.90716624	0.84423673	0.8148685	0.91761184	0.6715177	0.7807754	0.772542	0.88968325	0.71351683	0.747326	0.87165546	0.8741224	0.7254479	0.5128088	0.92897624	0.6774193	0.7608157	0.87350875	0.6573508	0.7253782	0.77622724	0.772442	0.76302546	0.7015543	0.7773237	0.80109584	0.8267468	0.65584147	0.82586586	0.64943945	0.7923695	0.91330063	0.7729296	0.86011577	0.8943445	0.73452765	0.6502311	0.89107126	0.62652695	0.7842386
overheid/noun	0.94570696	0.923679	0.99698466	0.8889008	0.98655105	0.9180217	0.99450177	0.9955426	0.92845273	0.9900529	0.90285206	0.9540481	0.9699789	0.573278	0.9831698	0.8595216	0.8066602	0.9417605	0.8481356	0.906408	0.64731777	0.86400867	0.9432998	0.5565425	0.883275	0.5936792	0.859569	0.96534944	0.8481805	0.77246994	0.6122781	0.8981109	0.9297723	0.9349149	0.80825967	0.6150167	0.86095256	0.9550586	0.6479742	0.9394571	0.72075105	0.66077983	0.9169959	0.86614937	0.87259054	0.6542437	0.79951155	0.9298291	0.8872841	0.9021252	0.729848	0.8157102	0.7918833	0.90916276	0.7934736	0.8331863	0.6895277	0.7181698	0.6513432	0.52161574	0.6463405	0.850976	0.44111425	0.94824994	0.8889669	0.94464844	0.7391579	0.97712314	0.9490759	0.89078295	0.7270454	0.67323834	0.77834535	0.83964753	0.8620229	0.77935576	0.8648808	0.8538164	0.95501304	0.801423	0.9308268	0.7920308	0.8954055	0.7390319	0.9554368	0.7619799	0.7717597	0.76605123	0.9100448	0.66380847	0.87051314	0.9776871	0.924479	0.7105231	0.82271326	0.70483327	0.986356	0.9218231	0.90774775	0.81006885	0.7848213	0.91694456	0.83737874	0.88686895	0.8341369	0.8424622	0.66671956	0.55110216	0.88394797	0.76317656	0.801793	0.6081853	0.8194861	0.68269813	0.0	0.92792773	0.9189378	0.68617785	0.8181791	0.8468001	0.8351438	0.83978283	0.6120543	0.79927623	0.66732824	0.87888265	0.5735609	0.6362892	0.7772738	0.8374862	0.86293995	0.88929045	0.80369765	0.87119323	0.7170658	0.83806235	0.8736183	0.9228564	0.92198306	0.9170814	0.7133215	0.7536647	0.8848684	0.7910113	0.6247612	0.8909106	0.90746105	0.7634188	0.7115474	0.9470884	0.57275605	0.89797246	0.8811695	0.6603043	0.7279364	0.8072815	0.7301273	0.84165686	0.77530193	0.8840354	0.7752066	0.8718411	0.7784608	0.8518956	0.82886004	0.84315807	0.90850735	0.7110385	0.8397265	0.8956307	0.7817354	0.7669631	0.94507086	0.83678067	0.6892277
paars_wit/adj	0.7757101	0.79093146	0.7255173	0.97192615	0.8871761	0.79604816	0.7535	0.8195988	0.754058	0.9057745	0.71084213	0.7343773	0.6726169	0.91523796	0.8586918	0.95392966	0.9120891	0.6161315	0.8357492	0.7343812	0.8328807	0.5503006	0.9430396	0.8070955	0.72807884	0.8610096	0.91474605	0.9828363	0.95914346	0.8914302	0.86859435	0.7277735	0.69473064	0.96286523	0.8206715	0.9451694	0.9271137	0.7305075	0.8332932	0.72048223	0.7350729	0.7970387	0.87191147	0.91712356	0.9185881	0.87485456	0.62620485	0.58623165	0.8610217	0.78732985	0.90932596	0.59715873	0.9158852	0.66796327	0.886758	0.87995476	0.9427986	0.86204123	0.9664333	0.8075563	0.93964213	0.80256826	0.89000416	0.90616214	0.7220769	0.87069434	0.6614053	0.7262229	0.93191326	0.8691814	0.88401437	0.8725835	0.83378416	0.9097707	0.89175975	0.7031707	0.8985458	0.77746123	0.9753714	0.91398466	0.6461176	0.9280171	0.8117632	0.83044714	0.78427064	0.8740102	0.72852695	0.9081029	0.80942345	0.8579501	0.78696483	0.71339107	0.58176625	0.9254272	0.82360685	0.96064657	0.6567681	0.68331945	0.6734191	0.8737375	0.80037636	0.8631814	0.8365593	0.66692233	0.81159943	0.90338564	0.8108798	0.927781	0.8128942	0.8197505	0.85754293	0.7575716	0.62558013	0.7926888	0.92792773	0.0	0.79531187	0.88963866	0.9331994	0.60618424	0.7905539	0.8771146	0.94072187	0.86645615	0.81929564	0.5687123	0.84064925	0.9331172	0.8481069	0.95006335	0.83058274	0.88337135	0.87115586	0.77977484	0.83452356	0.83051556	0.89210796	0.78943014	0.8480217	0.6723493	0.8797586	0.6844709	0.79947895	0.84300846	0.82274866	0.94394654	0.94288856	0.9379009	0.8830571	0.92277765	0.7892031	0.8302932	0.8400291	0.9093803	0.94281465	0.92582774	0.8032811	0.72815096	0.79738176	0.910005	0.8319479	0.8971211	0.82987136	0.8816526	0.73578066	0.81669796	0.90706867	0.8720335	0.84395784	0.91585374	0.8811714	0.7637576	0.80294526	0.7911847	0.8179849
pas/adv	0.85930204	0.8722239	0.93083155	0.7684033	0.84090626	0.9270262	0.9266412	0.88936824	0.8900303	0.9266422	0.897287	0.8115174	0.8251903	0.943253	0.91727227	0.84829044	0.81916004	0.70860624	0.849993	0.80123675	0.9117063	0.7557838	0.64292496	0.8709538	0.64042854	0.8799561	0.8402084	0.9532178	0.8967756	0.83090585	0.9209029	0.70033216	0.73175865	0.9116881	0.7594499	0.9545082	0.67083687	0.69062686	0.84462214	0.8368826	0.7313279	0.916673	0.45703602	0.79704386	0.8951983	0.7913256	0.726766	0.7346984	0.7304393	0.88057816	0.731172	0.63259286	0.8683723	0.8095452	0.83694404	0.9352387	0.8905293	0.6444466	0.9777131	0.93970203	0.927922	0.8290272	0.9293244	0.8442185	0.796594	0.73685485	0.8458118	0.8642005	0.88052976	0.7290913	0.8805537	0.8408278	0.46007162	0.9645086	0.79983836	0.84728354	0.89696664	0.86721295	0.92281866	0.94646645	0.7954735	0.9735065	0.770537	0.92193854	0.6486005	0.78648293	0.8434215	0.94738346	0.75802493	0.7008288	0.5494455	0.81274045	0.7351289	0.9013551	0.8747194	0.92929405	0.69085395	0.6663718	0.7250824	0.8863885	0.72628814	0.6893654	0.7906692	0.54038286	0.77578557	0.7975383	0.845156	0.8859148	0.89559096	0.65843403	0.79590607	0.8071813	0.45189118	0.7519908	0.9189378	0.79531187	0.0	0.9049162	0.80691504	0.7806313	0.78414893	0.8097992	0.92611706	0.9275662	0.9557134	0.61066985	0.92641157	0.94003457	0.87998015	0.86185724	0.8594631	0.82555866	0.7233526	0.81298125	0.870063	0.8323164	0.87168694	0.6723391	0.85608447	0.5738317	0.7953681	0.75479174	0.83506674	0.91750526	0.9392892	0.77248776	0.81885964	0.70848346	0.90187055	0.9045534	0.87514853	0.82094485	0.92674965	0.81741226	0.8849683	0.9385094	0.7813833	0.76570857	0.8208381	0.64836097	0.7295065	0.9535669	0.65027916	0.8977682	0.5075475	0.832839	0.8486008	0.81038475	0.86851203	0.88651717	0.58318615	0.70193326	0.7398918	0.7011026	0.916599
