	36-jarige/adj	Amerikaans/adj	Amsterdams/adj	Champions/noun	aan/adj	aandeel_beurs/noun	afgelopen/adj	alles/noun	allicht/adv	autonomie/noun	balans/noun	ben/verb	beurs_fonds/noun	bevolking_groep/noun	bezoeker/noun	bilateraal/adj	blessure/noun	blijk/verb	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	contract_uur/noun	dak/noun	democratie/noun	dien/verb	doelman/noun	echter/adv	economie/noun	eer/noun	effect_beurs/noun	electrisch/adj	enigszins/adv	enkel_blessure/noun	ere/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fiets/noun	fonds/noun	fout_DIM/noun	gebied/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	geschonden/adj	gezag/noun	gezondheid_probleem/noun	gisteren/adv	gisterenavond/adv	glorie/noun	goed/adj	golfer/noun	griep/noun	griep_aanval/noun	hart_operatie/noun	helemaal/adv	help/verb	help_mee/verb	herneem/verb	iets/adv	ingreep/noun	installatie/noun	intussen/adv	kan/verb	kerk_toren/noun	kiezer/noun	kliniek/noun	knie_operatie/noun	koers_val/noun	kom_terug/verb	kosten/noun	kraan/noun	krachtig/adj	kwetsuur/noun	laat/adj	laat/verb	land/noun	leiding/noun	letsel/noun	lever/noun	lever_in/verb	licht/adj	lies_blessure/noun	lijk/verb	maand/noun	markt/noun	mede/adv	meer/adv	meteen/adv	middag/noun	middenvelder/noun	misstap/noun	moet/verb	mogelijk/adj	momenteel/adj	muur/noun	naai/verb	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nodig/adj	nog/adv	norm/noun	normaal/adj	olie_prijs/noun	onafhankelijkheid/noun	onbemand/adj	onderhoud/verb	onmiddellijk/adj	oorspronkelijk/adj	op_doffer/noun	opening_fase/noun	operatie/noun	opereer/verb	opnieuw/adv	orde/noun	oud/adj	paars_wit/adj	pas/adv	pas_aan/verb	patiënt/noun	patiënte/noun	ploeg/noun	politiek/noun	populatie/noun	probeer/verb	redelijk/adj	reliëf/noun	reputatie/noun	rij_richting/noun	rust/noun	samenleving/noun	sars/noun	schade/noun	schouder_blessure/noun	situatie/noun	slecht/adj	sluit_post/noun	snel/adj	spectaculair/adj	spel_maker/noun	staat/noun	stijl/noun	strand/verb	systeem/noun	termijn/noun	terug/adv	thuis/adv	thuisploeg/noun	tijd/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	trauma/noun	val_partij/noun	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veerkrachtig/adj	veiligheid/noun	verbeter/verb	verbetering/noun	vergeef/verb	vertrouwen/noun	vervolgens/adv	voet_blessure/noun	voldoende/adj	voldoende/adv	volk/noun	volledig/adj	voorlopig/adj	vrijwel/adv	waarschijnlijk/adj	wat/adv	water_kanon/noun	water_kwaliteit/noun	weeg/verb	weer/adv	wegdek/noun	wereld_gemeenschap/noun	wil/verb	winstwaarschuwing/noun	wonderbaarlijk/adj	woning/noun	word/verb	zal/verb	ziekenhuis/noun	ziekte/noun	zodanig/adj	zuiverheid/noun
volledig/adj	0.9251582	0.85792696	0.809377	0.7510409	0.9183688	0.8468604	0.87861323	0.87856895	0.751778	0.5848118	0.8253474	0.84593374	0.88375694	0.66720337	0.796455	0.8632487	0.84477663	0.7951851	0.82854027	0.94265825	0.94039214	0.81937385	0.8386637	0.63744795	0.76535255	0.63266206	0.77326787	0.73300564	0.87598145	0.95082283	0.9171921	0.6521148	0.713925	0.8384812	0.8693419	0.75057924	0.70516956	0.6270633	0.67958283	0.77031237	0.9082823	0.8585689	0.59973735	0.5934255	0.64598	0.70186126	0.83361053	0.7535761	0.5914379	0.7609198	0.8519618	0.71309376	0.7940138	0.93340886	0.6629872	0.85868907	0.7846584	0.93600094	0.8751529	0.9039844	0.8454708	0.6290318	0.780996	0.80675757	0.78207695	0.90690625	0.66036344	0.6675863	0.6556662	0.68507934	0.79072416	0.8443339	0.8357601	0.89484	0.9239537	0.73609036	0.6193923	0.6292819	0.8098365	0.8300241	0.9415301	0.79768246	0.6913992	0.7092297	0.7644504	0.73464465	0.7671249	0.74629235	0.85006356	0.7540499	0.8798738	0.8274765	0.8282754	0.81852424	0.7412373	0.88964486	0.75341225	0.8903589	0.60906076	0.65929294	0.63549435	0.6950146	0.9313891	0.7734386	0.8043273	0.779012	0.8387759	0.5588374	0.86205745	0.8117779	0.7535784	0.9089501	0.63069385	0.7538104	0.7000787	0.7352669	0.69578	0.85217166	0.8881314	0.70374435	0.6062533	0.6660779	0.81207407	0.66690874	0.8647584	0.7491325	0.61364347	0.668389	0.8047504	0.75803256	0.82610655	0.7664239	0.7184416	0.6863041	0.76943696	0.88571846	0.6953275	0.8000613	0.8280617	0.8895222	0.52957326	0.87078375	0.8310026	0.74151814	0.9537391	0.68924177	0.7789064	0.83743614	0.61176276	0.7872468	0.8537782	0.6642356	0.7432773	0.66083753	0.8020686	0.8597089	0.83175105	0.5875339	0.6122519	0.6713176	0.7803726	0.8332141	0.73598945	0.85583735	0.89399487	0.67144257	0.8854382	0.7415239	0.65581197	0.7384181	0.9284417	0.857856	0.7297537	0.7791363	0.61705995	0.7455653	0.8299109	0.0	0.67704916	0.822142	0.7152705	0.8205225	0.83566505	0.91895163	0.81304103	0.75626945	0.74005616	0.9074742	0.72287977	0.9090619	0.7935754	0.5746803	0.5779854	0.6520549	0.7521472	0.7947718	0.5788553	0.7853402
voorlopig/adj	0.92083687	0.7503859	0.87758684	0.6602662	0.89944756	0.88217616	0.8373397	0.7426157	0.78098744	0.9220663	0.7042082	0.7158352	0.82792413	0.8511888	0.84667915	0.88451266	0.84581035	0.55518746	0.8224143	0.96907085	0.78899294	0.9725019	0.8877353	0.88707256	0.8804557	0.7775352	0.8601239	0.5840492	0.7166109	0.96930313	0.83636034	0.8067939	0.63297266	0.7208121	0.8743413	0.77308	0.7510629	0.75032216	0.66887295	0.89150894	0.8964705	0.84744155	0.8240109	0.8481873	0.7318196	0.8666885	0.88596773	0.8911855	0.8525049	0.71524006	0.850859	0.717983	0.843051	0.78858936	0.67671925	0.8881853	0.7462272	0.83966744	0.7241118	0.8580812	0.8551325	0.6054908	0.8269288	0.8428427	0.8407285	0.81188166	0.7455709	0.79043084	0.6454706	0.8236369	0.91115546	0.8659079	0.84518147	0.8379773	0.8537645	0.76485467	0.6674279	0.7090194	0.76871336	0.8387429	0.8713993	0.79461455	0.87098795	0.8753125	0.8666857	0.91675854	0.89088404	0.7278703	0.78585905	0.7235086	0.78112245	0.8103837	0.71666783	0.8242371	0.6711812	0.8280202	0.82973844	0.8429152	0.7422167	0.7237074	0.706133	0.9325074	0.93729734	0.7767445	0.66896415	0.8226303	0.7139043	0.76070017	0.8085884	0.90518385	0.78376293	0.8282677	0.9113925	0.741524	0.87842727	0.78081846	0.8431417	0.8534936	0.8260002	0.71871054	0.84699774	0.60488737	0.7896805	0.83880997	0.63406837	0.67616504	0.8225223	0.78214973	0.8420019	0.6662641	0.89012635	0.89651054	0.7646302	0.61552733	0.9159685	0.91213554	0.84847677	0.6968914	0.8780388	0.7857146	0.84153724	0.7919239	0.87364876	0.78673303	0.8925328	0.71250886	0.7660686	0.89153576	0.85430574	0.89928776	0.86074877	0.8396239	0.69811845	0.8076006	0.88691247	0.7583355	0.6591442	0.61746186	0.71328664	0.80395424	0.7874413	0.9568502	0.85310245	0.76812416	0.7823167	0.76751286	0.91562045	0.71256864	0.74374926	0.7773161	0.92811096	0.84007746	0.8590241	0.8456401	0.7471626	0.83088124	0.91458154	0.67704916	0.0	0.8259543	0.56440204	0.7483922	0.63596314	0.83427125	0.60183936	0.64869297	0.7791534	0.85527545	0.91443485	0.8336355	0.71555954	0.8583453	0.7767881	0.74607855	0.82073516	0.8022938	0.76785284	0.82156366
vrijwel/adv	0.91904444	0.6567873	0.6822289	0.9391684	0.8743532	0.80141324	0.7592995	0.8683054	0.93470913	0.738624	0.7421863	0.74102974	0.8175453	0.6874115	0.84960186	0.7731223	0.85876215	0.7024401	0.8531524	0.87177026	0.69277847	0.83329904	0.8761687	0.8512233	0.8430176	0.7084961	0.9802162	0.68102133	0.6842679	0.9770023	0.78138006	0.89869845	0.7768599	0.91198504	0.93221146	0.8387574	0.6663971	0.8891736	0.7380723	0.9478257	0.76074445	0.8727777	0.67880344	0.8619835	0.69153965	0.7723393	0.90029037	0.9222428	0.9062224	0.8187458	0.7748449	0.84760267	0.92991465	0.7149401	0.9258901	0.9610247	0.82410794	0.94679016	0.9253903	0.81981695	0.860161	0.8854863	0.8604922	0.8307358	0.8179066	0.78287464	0.835219	0.81674314	0.6340072	0.8007133	0.9309171	0.8578836	0.9391252	0.8665707	0.79291177	0.8788748	0.8387354	0.7955856	0.77565205	0.83207345	0.8556234	0.79642415	0.7868074	0.89807004	0.89505893	0.80447793	0.6315358	0.8216417	0.8942473	0.7681488	0.70975894	0.7201395	0.8134776	0.9024025	0.88888305	0.8578801	0.955977	0.8633308	0.7284076	0.75395656	0.8150654	0.87345254	0.92598563	0.7165632	0.7381489	0.90190023	0.8117203	0.81034344	0.89522856	0.9307077	0.72380334	0.7185503	0.7276715	0.9052815	0.86679834	0.8991392	0.70739007	0.874844	0.81503505	0.8605828	0.70218635	0.7119521	0.88635784	0.85975367	0.84747756	0.8213251	0.77605015	0.8497655	0.938258	0.8373006	0.8889019	0.5893834	0.7881943	0.7084863	0.8523128	0.9038465	0.8731185	0.8246947	0.78193307	0.8680139	0.8450097	0.91032225	0.83389306	0.7629351	0.8393779	0.7626587	0.8225421	0.9162964	0.8318733	0.87700367	0.947815	0.7449336	0.8237836	0.7652309	0.8946476	0.7596364	0.80845785	0.83045536	0.7508369	0.8168138	0.894169	0.909962	0.91120565	0.7029932	0.6759132	0.68466115	0.84089863	0.85541594	0.6930419	0.7306938	0.76209974	0.7243787	0.8109696	0.91341126	0.78138524	0.9336154	0.8676357	0.822142	0.8259543	0.0	0.8402274	0.853577	0.9570395	0.8989822	0.7749907	0.6509818	0.7978118	0.7425132	0.8598404	0.7255607	0.85131675	0.79011834	0.6902033	0.74852806	0.8607054	0.8609685	0.6838573	0.8777486
waarschijnlijk/adj	0.9200227	0.8948217	0.92424	0.92528	0.75419533	0.81797856	0.79509354	0.8018671	0.4829657	0.9037154	0.8880376	0.81781757	0.7673592	0.9313425	0.8964921	0.91185004	0.6870307	0.6327067	0.67069316	0.90612054	0.8006406	0.96275085	0.8745255	0.8571	0.8850991	0.7668414	0.85779846	0.6112484	0.69438475	0.912039	0.8015398	0.88247883	0.7616596	0.6682297	0.9507235	0.5754012	0.7820725	0.5745127	0.8040091	0.8505865	0.7754912	0.9157591	0.69064546	0.83968985	0.80100656	0.79830694	0.8532165	0.74829227	0.8809202	0.83244365	0.91958964	0.8050501	0.6127156	0.7321752	0.7437451	0.92073655	0.89543694	0.87190104	0.59841865	0.85799193	0.69493294	0.7893989	0.7124984	0.8361347	0.6847688	0.70784426	0.6183615	0.80319804	0.6846176	0.6572875	0.96171117	0.81746185	0.74846387	0.77287316	0.71758264	0.6755175	0.6558677	0.7815936	0.7010829	0.674333	0.74950266	0.78450346	0.80006933	0.74148333	0.6842015	0.6694623	0.8092661	0.6345125	0.6803217	0.76147974	0.760903	0.6723149	0.6349468	0.7780131	0.78510875	0.6405351	0.82040274	0.9132333	0.6857182	0.59762156	0.7779663	0.84843504	0.9253833	0.83482563	0.69818294	0.7878698	0.73710763	0.6802463	0.779131	0.86814034	0.65938413	0.6752087	0.8820585	0.84285796	0.8985239	0.74326086	0.8037699	0.8290989	0.9384827	0.62435937	0.7152691	0.66183317	0.916482	0.8705418	0.90488636	0.55767286	0.8007932	0.5696334	0.661574	0.9098021	0.8167155	0.7897489	0.84909904	0.6790495	0.84052926	0.86162627	0.8386418	0.84987557	0.8716387	0.6239443	0.74915564	0.7319214	0.8376863	0.883176	0.9333075	0.7449612	0.78241813	0.84886867	0.88819295	0.87292147	0.9263612	0.74732065	0.6685958	0.79810786	0.8594904	0.834738	0.70793676	0.6667475	0.6997627	0.7845212	0.82339096	0.71492976	0.701294	0.63615966	0.7835996	0.61389565	0.8835351	0.8741783	0.7732649	0.7843804	0.83629835	0.83680767	0.749268	0.6827663	0.6611649	0.74959123	0.92399955	0.7152705	0.56440204	0.8402274	0.0	0.5951444	0.8977764	0.94381845	0.6676997	0.6845914	0.78865933	0.9375319	0.8784261	0.7981509	0.7516277	0.84569085	0.6257822	0.60905284	0.5983033	0.5841347	0.7971229	0.89946055
wat/adv	0.9627609	0.8933823	0.9423389	0.73137105	0.60683954	0.7928762	0.86512554	0.68830407	0.79623353	0.88796294	0.71792173	0.69779205	0.84747255	0.85764927	0.76220644	0.87964356	0.7987316	0.8590167	0.82832146	0.9299307	0.72304094	0.9230185	0.76739717	0.95104426	0.76811194	0.6979053	0.8321425	0.6961597	0.700245	0.7639267	0.7265125	0.9135189	0.49940735	0.7563592	0.88908917	0.66067255	0.8153807	0.8038699	0.6419668	0.78902555	0.7806559	0.8551644	0.812615	0.79599285	0.80902076	0.46185422	0.77791643	0.72076416	0.8182919	0.7556819	0.85788596	0.8126345	0.8394434	0.8693384	0.84232867	0.8585073	0.76897806	0.83655417	0.86025816	0.8018415	0.8171977	0.6879145	0.77276295	0.7440902	0.7569661	0.29177272	0.7520544	0.7872979	0.61068475	0.6950599	0.9106766	0.7584834	0.9063274	0.8891813	0.7685444	0.7246847	0.76102495	0.85057557	0.6447009	0.815146	0.7832205	0.7707815	0.8170236	0.87270504	0.87993747	0.88955766	0.8905493	0.60795975	0.7313571	0.7760743	0.7715725	0.73138785	0.7723118	0.8096268	0.8161841	0.60754585	0.9205113	0.8702045	0.68250465	0.7055968	0.71711814	0.80459106	0.79955804	0.7040352	0.6598077	0.76548815	0.80032444	0.72576076	0.6148491	0.7143763	0.75827134	0.7041588	0.88579035	0.9203797	0.8807119	0.76648355	0.7105996	0.71673864	0.8448634	0.8061531	0.8846618	0.60349596	0.73090214	0.8907279	0.79511535	0.596697	0.76504904	0.8740747	0.8995825	0.7430661	0.7761356	0.78219056	0.67536354	0.7042927	0.73690355	0.739171	0.774257	0.7800654	0.78733134	0.93211204	0.78516644	0.8172461	0.72140926	0.8825685	0.87143844	0.7429105	0.76029015	0.75761044	0.8988357	0.60189974	0.8836694	0.6544442	0.7592042	0.7450707	0.8019536	0.6603359	0.6049269	0.7776898	0.8300173	0.8271134	0.7009018	0.7753764	0.8444159	0.6067957	0.7807763	0.6817472	0.80451035	0.7906992	0.7063829	0.71821773	0.8495303	0.6936401	0.6298125	0.82559544	0.6794531	0.8270098	0.85173625	0.8205225	0.7483922	0.853577	0.5951444	0.0	0.9226877	0.85819817	0.6975671	0.50672406	0.7870636	0.8638979	0.7998512	0.8556993	0.7183838	0.8499048	0.6391745	0.65802824	0.8856184	0.94587123	0.7193432	0.7963594
water_kanon/noun	0.9803198	0.8480236	0.9154219	1.0	0.83906436	0.92889035	0.97850806	0.8270782	0.9698636	0.9828149	0.9107504	0.8512927	0.93402314	0.9415464	0.9791416	0.93040854	0.91416097	0.8858644	0.8852847	0.99804604	0.98071724	0.9452579	0.9283954	0.72372234	0.9827918	0.87103593	0.97199357	0.8888205	0.98120344	0.99148	0.940013	0.63503927	0.9286604	0.88904405	0.9572546	0.797874	0.87627816	0.85956347	0.88267004	0.88943857	0.94954836	0.8975725	0.98550177	0.7910379	0.8347716	0.9701139	0.9993385	0.96037644	0.88338697	0.8202232	0.9309334	0.8093942	0.8868191	0.9028074	0.7791413	0.99874854	0.9618513	0.89065444	0.946309	0.8755887	0.9443115	0.7076802	0.8594853	0.95318335	0.95508987	0.94512993	0.8877358	0.6524275	0.87912303	0.9078723	0.84511423	0.94890785	0.8679823	0.9866442	0.9594077	0.98540366	0.8228667	0.44270468	0.84779316	0.9250115	0.96902853	0.81294984	0.9707177	0.78687966	0.91847056	0.9614796	0.9652989	0.8950205	0.892649	0.94665486	0.985039	0.97041565	0.8958526	0.9274704	0.8306431	0.8185712	0.9947108	0.7878351	0.85411847	0.8145348	0.79282105	0.699993	0.93136495	0.9916128	0.9177878	0.9596148	0.8137738	0.86172163	0.86268437	0.98111707	0.9321195	0.9376565	0.9608523	0.55372334	0.945156	0.7948893	0.98678064	0.9016687	0.9696045	0.77860755	0.9651073	0.8088376	0.89152867	0.96151114	0.87662756	0.9155	0.9066392	0.9572363	0.9950661	0.91562766	0.9937617	0.93570346	0.92237616	0.9274008	0.9626052	1.0	0.9687445	0.799358	0.98843175	0.9553727	0.76804006	0.91345525	0.96329916	0.9997351	0.93354243	0.9178402	0.9058453	0.9376084	0.9496751	0.9215603	0.8858938	0.9253555	0.8618512	0.9714944	0.94730127	0.8466243	0.87896633	0.74342537	0.8310995	0.9706582	0.99767184	0.98105466	0.9543613	0.929809	0.86823165	0.87259483	0.9331138	0.8307398	0.9256124	0.9427074	0.9702354	0.9278253	0.6833271	0.9346115	0.9194058	0.9207127	0.9873085	0.83566505	0.63596314	0.9570395	0.8977764	0.9226877	0.0	0.9127626	0.76939833	0.8497877	0.7576137	0.8818626	0.9520594	0.99338067	0.99725693	0.8013585	0.89475226	0.82400155	0.94960093	0.9850922	0.85715353	0.9847556
water_kwaliteit/noun	0.95195204	0.97511	0.98198485	0.9920595	0.9520542	0.78142846	0.8150284	0.8853446	0.9294997	0.9151907	0.69664514	0.552125	0.78589153	0.7467409	0.9215195	0.7117353	0.8669153	0.78411865	0.9732119	0.7702255	0.60994595	0.8783936	0.9020037	0.9228025	0.74726117	0.7271172	0.935925	0.7081033	0.64851636	0.98061913	0.8803198	0.79969865	0.84988934	0.85934496	0.93384767	0.86325	0.80310535	0.9255533	0.79443574	0.9231431	0.8431122	0.8538815	0.7909067	0.8673124	0.90813375	0.71723086	0.9713435	0.91601443	0.8957076	0.97759634	0.8515076	0.8528169	0.92831576	0.9633501	0.8882092	0.9599462	0.8537424	0.89724576	0.9313607	0.8628151	0.949021	0.8519558	0.82214797	0.64253664	0.97916067	0.72466475	0.6858617	0.79679394	0.82752514	0.77313894	0.93186074	0.89933586	0.857658	0.9351976	0.89713633	0.98763454	0.79513943	0.8706691	0.79101723	0.8891418	0.9456137	0.9423781	0.9051514	0.93788075	0.8861397	0.8124876	0.9846248	0.75825083	0.8421255	0.7619716	0.9646326	0.79042786	0.825298	0.87279314	0.89446825	0.9436474	0.9905216	0.9355078	0.79594654	0.829754	0.8667786	0.9721115	0.9877094	0.7525897	0.65414435	0.9472989	0.6844857	0.83145326	0.689539	0.80841815	0.84130543	0.8652878	0.9310904	0.86615884	0.75248694	0.8831509	0.9364934	0.9027622	0.7915673	0.88020796	0.902162	0.9728608	0.8078617	0.95236343	0.8321164	0.9607451	0.6581807	0.79354763	0.96419865	0.87504387	0.9482088	0.6584842	0.9095404	0.8008795	0.8545954	0.73047304	0.9885396	0.8620011	0.734973	0.9575644	0.83192503	0.8835921	0.3204391	0.86072266	0.7946402	0.8022728	0.5941309	0.9392351	0.7781796	0.9019555	0.9934856	0.6057725	0.60694504	0.9265626	0.98395854	0.90124744	0.73584706	0.8067305	0.84527713	0.53036773	0.9180502	0.9530807	0.89515394	0.8891532	0.87894124	0.9263182	0.83717906	0.44028062	0.69335103	0.695473	0.97706175	0.87333435	0.96832234	0.903278	0.84115213	0.86596894	0.8892184	0.91895163	0.83427125	0.8989822	0.94381845	0.85819817	0.9127626	0.0	0.84607816	0.951079	0.7048818	0.95367885	0.87401307	0.94394714	0.8242167	0.82231784	0.8240927	0.78626925	0.9398401	0.98728555	0.7425091	0.92269754
weeg/verb	0.9473783	0.6110015	0.70749474	0.861357	0.7951577	0.7017095	0.7127198	0.88569427	0.8307762	0.911967	0.7420009	0.7786821	0.78156626	0.92062926	0.9258766	0.9508992	0.70828027	0.61316836	0.87404287	0.916176	0.4953686	0.9293165	0.6046256	0.7817599	0.8787423	0.8968538	0.92018896	0.8006598	0.5855669	0.9371449	0.64477384	0.7202703	0.80573916	0.6922387	0.93960464	0.8863081	0.6142992	0.8828777	0.72370636	0.7645988	0.6658234	0.89083517	0.8914817	0.8309705	0.82459307	0.85837543	0.78525454	0.86508137	0.8977664	0.75093555	0.7652929	0.8963052	0.91646814	0.6138994	0.812115	0.94822013	0.84209794	0.9801538	0.645748	0.7431506	0.82996964	0.867807	0.7986903	0.768071	0.7465149	0.62535655	0.8437738	0.80834424	0.7715075	0.89175427	0.8747336	0.90619785	0.9096455	0.87673116	0.6917612	0.8178936	0.7086935	0.7537423	0.7375063	0.7292118	0.90591115	0.82978237	0.81873447	0.8927785	0.7049703	0.755149	0.78941035	0.55015475	0.67832685	0.73938346	0.68206996	0.65720654	0.6491841	0.87637067	0.9145957	0.74881077	0.91303015	0.94573677	0.84538406	0.8494598	0.7884428	0.8514172	0.95342505	0.85499465	0.7409692	0.90308356	0.85514206	0.8790747	0.8572583	0.86521894	0.7733234	0.3729372	0.89969975	0.7923139	0.85134405	0.89168215	0.89067626	0.9349466	0.9759468	0.865992	0.8589304	0.6310274	0.8993079	0.84382284	0.8434702	0.87400335	0.90412617	0.8177142	0.8574313	0.8860711	0.77546734	0.91215605	0.9418063	0.73500526	0.8706981	0.9136386	0.927998	0.88681525	0.83425146	0.7724575	0.6930607	0.75870395	0.9350033	0.70405364	0.88883626	0.8485448	0.85587764	0.77597797	0.87498367	0.85823196	0.9434884	0.9078702	0.78612715	0.8763279	0.88147205	0.8639287	0.7990993	0.75563586	0.79556346	0.7913582	0.87720567	0.8950521	0.8568197	0.6688236	0.53900266	0.8010053	0.71544886	0.85399014	0.6810226	0.6349844	0.9791002	0.7570455	0.8240335	0.767285	0.75075805	0.8491269	0.89091676	0.81304103	0.60183936	0.7749907	0.6676997	0.6975671	0.76939833	0.84607816	0.0	0.70806885	0.8530512	0.9168811	0.9272837	0.6126547	0.7948537	0.8965973	0.82975954	0.7702056	0.817045	0.77021754	0.7062422	0.7319422
weer/adv	0.9293441	0.7772163	0.7395845	0.7688928	0.68735075	0.7394407	0.69068885	0.60736686	0.7093214	0.82569695	0.70258456	0.68992674	0.81590426	0.7995781	0.6696645	0.90899557	0.77387655	0.7508499	0.88277334	0.9020912	0.64035165	0.92114604	0.8699737	0.93223727	0.7702428	0.62425554	0.8292152	0.6260329	0.6547214	0.6380651	0.66971016	0.8927635	0.44259763	0.80635285	0.60594237	0.67597485	0.71842617	0.88494843	0.68390095	0.80705905	0.64043534	0.8150158	0.8179383	0.8028598	0.7333238	0.5889861	0.7799852	0.78163	0.94297	0.56757855	0.8023186	0.7318331	0.81841123	0.67635787	0.758469	0.6176884	0.7100403	0.90705496	0.82490885	0.80934244	0.8608595	0.6545445	0.7374963	0.7920396	0.60015315	0.59028256	0.8284671	0.9458077	0.70711565	0.7055364	0.947261	0.79239047	0.90255916	0.742088	0.74054897	0.5235108	0.82201654	0.812391	0.80127203	0.7720195	0.6160745	0.70563483	0.7960272	0.8916021	0.94001204	0.86716676	0.7457229	0.7008492	0.8309486	0.6326592	0.65508634	0.67498434	0.740173	0.6175556	0.69025636	0.66798383	0.7772904	0.7777989	0.51509684	0.6861452	0.6712961	0.9146923	0.78902006	0.65947413	0.6890166	0.6689336	0.7392919	0.7008868	0.6502467	0.79115313	0.701036	0.6446917	0.9009024	0.94828504	0.9003592	0.70508313	0.69955593	0.6846187	0.8800772	0.76602113	0.7892474	0.30855066	0.704317	0.57974064	0.71940374	0.5088502	0.83065414	0.7970652	0.8159583	0.6792084	0.8284058	0.7016846	0.60539937	0.6151935	0.90509266	0.7130387	0.80961335	0.66008246	0.78544307	0.82919335	0.8121277	0.8100524	0.8613419	0.83696365	0.85791093	0.6180875	0.7512454	0.7968229	0.8643459	0.8381691	0.9021412	0.81016654	0.7313905	0.410694	0.72754157	0.5981407	0.6129778	0.7415608	0.74408925	0.7959714	0.6206238	0.782881	0.8019466	0.49810755	0.6534141	0.566411	0.6957046	0.75801706	0.7550643	0.80461746	0.8068656	0.6096235	0.6534316	0.86995983	0.7191664	0.7729821	0.8670143	0.75626945	0.64869297	0.6509818	0.6845914	0.50672406	0.8497877	0.951079	0.70806885	0.0	0.8691699	0.8147966	0.74849725	0.72633356	0.7577847	0.9395712	0.6319382	0.6293048	0.83616865	0.7883028	0.71000963	0.84476227
wegdek/noun	0.9528012	0.82959896	0.98039573	0.9209156	0.8907122	0.83908355	0.9188851	0.93898433	0.8959755	0.8795652	0.8414185	0.7417232	0.8424881	0.8551782	0.9838531	0.6137794	0.81363726	0.8649488	0.80661	0.96989495	0.8366446	0.83503914	0.9246167	0.75532985	0.81157327	0.7028195	0.9361415	0.80837053	0.7216487	0.9893264	0.9234253	0.76853466	0.8036816	0.79123545	0.9254687	0.71443653	0.66835284	0.6395671	0.8586296	0.69227743	0.85393894	0.91901326	0.77405345	0.6288893	0.92342603	0.8174584	0.95939547	0.86843324	0.787166	0.9048814	0.9340106	0.9047601	0.9057245	0.90872574	0.7600741	0.9348543	0.8294121	0.8732781	0.9307728	0.77514344	0.84032506	0.7925831	0.9085806	0.89762557	0.88811237	0.7518006	0.65499985	0.64121675	0.77190715	0.75764596	0.9241404	0.8778091	0.8243952	0.7700136	0.9179145	0.9440411	0.6896064	0.6384699	0.80624133	0.7981031	0.92330277	0.86882484	0.9077479	0.8400133	0.7763871	0.7994945	0.95604944	0.70883524	0.88716036	0.88363487	0.9599209	0.8170098	0.656254	0.8778335	0.82006884	0.7939925	0.9706865	0.95868313	0.7734444	0.73024404	0.8078163	0.7443398	0.8162846	0.77892524	0.7533216	0.93262166	0.7998342	0.7088841	0.79555166	0.88055015	0.8390552	0.9069991	0.8530596	0.70037705	0.70481884	0.76851636	0.6700958	0.91689956	0.8512049	0.84051204	0.83269763	0.84429455	0.9475854	0.89838016	0.9195911	0.9077382	0.77516514	0.8111712	0.95220035	0.86095273	0.9477786	0.84886813	0.8573635	0.8333131	0.63223946	0.7860142	0.52196366	0.93677384	0.78602517	0.98394936	0.7082968	0.772656	0.60220563	0.566874	0.87894875	0.8087177	0.6516924	0.93858975	0.5737577	0.85024226	0.91745245	0.72193503	0.71946293	0.8574568	0.9620571	0.93558294	0.7766204	0.7458837	0.78709614	0.59368443	0.902304	0.9487787	0.68192554	0.8812822	0.87981296	0.87485373	0.95150346	0.7539064	0.789026	0.7797091	0.97625595	0.94512707	0.75151634	0.8626127	0.8426739	0.91586363	0.88292164	0.74005616	0.7791534	0.7978118	0.78865933	0.7870636	0.7576137	0.7048818	0.8530512	0.8691699	0.0	0.84825927	0.86976296	0.90540445	0.83093166	0.6308174	0.6544932	0.7087519	0.8444932	0.88884187	0.68163764	0.90159243
