	Habibie/name	aanbesteding/noun	aanbieding/noun	abonnement/noun	accoord/noun	adres/noun	advies/noun	algemeen/adj	alibi/noun	alleen/adj	alternatief/noun	altijd/adv	arbeid_vergunning/noun	argument/noun	arrangement/noun	bekentenis/noun	besluit/noun	betaal_middel/noun	biljet/noun	bod/noun	bon/noun	boord_document/noun	bouw_aanvraag/noun	conventie/noun	dagvaarding/noun	die/det	diploma/noun	dit/det	document/noun	doelpunt/noun	door/adj	eind_uitslag/noun	en/vg	enkel/adj	enquête/noun	euro/noun	excuus/noun	exploitatie_vergunning/noun	frank/noun	gemeente/noun	gewoon/adj	gezien/adj	goal/noun	goedkeuring/noun	handtekening/noun	huur_contract/noun	huwelijk/noun	identiteitsbewijs/noun	jaar/noun	juridisch/adj	kaart/noun	kandidatuur/noun	lang/adj	licentie/noun	lid_kaart/noun	niet/adv	nog/adv	offerte/noun	onbeperkt/adj	onverminderd/adj	overeenkomst/noun	papier/noun	paspoort/noun	patent/noun	poging/noun	principe/noun	rechtbank/noun	rede/noun	reden/noun	referendum/noun	regel/noun	reis_pas/noun	reservatie/noun	rijbewijs/noun	slechts/adv	status/noun	stem/noun	stem_biljet/noun	strip_kaart/noun	tarief/noun	ten/adv	ticket/noun	toelating/noun	toestemming/noun	treffer/noun	trein_kaart_DIM/noun	typering/noun	uitkomst/noun	uitslag/noun	universeel/adj	verblijf_status/noun	verblijfsvergunning/noun	vergunning/noun	verklaring/noun	vervoer_bewijs/noun	verzekering/noun	verzoek/noun	visum/noun	vonnis/noun	voorwaarde/noun	wagen/noun	wereldwijd/adj	werk_vergunning/noun	wet/noun	wijze/noun	wil_beschikking/noun	ze/pron
alternatief/noun	0.9864993	0.9308376	0.9255106	0.96992576	0.909383	0.9596559	0.93694735	0.90526867	0.97340375	0.9325459	0.0	0.908455	0.9652818	0.9029677	0.96141344	0.95362264	0.9053327	0.97692776	0.99360144	0.93634576	0.93478054	0.9876795	0.9878385	0.9652626	0.9745652	0.94536555	0.9749186	0.9468298	0.9592483	0.9078769	0.90988433	0.9829936	0.85628766	0.95098937	0.9094334	0.9423788	0.9394267	0.9959706	0.9528652	0.9232478	0.9251446	0.9376373	0.93758744	0.94766444	0.9276811	0.9807962	0.94257724	0.9849681	0.93565977	0.93877566	0.92494893	0.9283168	0.9235805	0.9397124	0.9862106	0.9002479	0.93067205	0.987784	0.99442345	0.9529029	0.91573006	0.91273105	0.9572862	0.9811314	0.88221675	0.92952627	0.94176364	0.9266253	0.8459656	0.96914715	0.95202124	0.9871535	1.0	0.95739764	0.92342764	0.93437564	0.9288331	0.9777876	0.99601465	0.9553076	0.90559894	0.9674731	0.94813734	0.9198137	0.93363696	0.9779671	0.9805103	0.95002395	0.95886546	0.9642295	1.0	0.989848	0.9209584	0.8999954	0.99392223	0.96372855	0.9274003	0.97390956	0.9663002	0.94543624	0.92145425	0.9156074	0.99452925	0.9407536	0.9235109	1.0	0.98915106
altijd/adv	1.0	0.99049175	0.9482548	0.9786959	0.9255626	0.9626766	0.9489111	0.9120836	0.99609905	0.81625926	0.908455	0.0	0.9860181	0.90470463	0.9834398	0.96885264	0.94410384	0.9859313	0.9801627	0.96389145	0.93777806	1.0	0.9797864	0.98295873	0.99463904	0.86487865	0.97973436	0.928131	0.9642023	0.9602306	0.947763	0.9946357	0.8485662	0.93084323	0.96018904	0.9614059	0.9523388	0.984779	0.9600345	0.932825	0.80716383	0.8885367	0.9610121	0.9609831	0.94458956	0.9949915	0.9175177	0.9741598	0.93747234	0.9385367	0.9490378	0.9806678	0.9391677	0.9739717	0.9914856	0.8425594	0.84377706	0.9999898	0.96297675	0.982762	0.94108415	0.90652794	0.9477016	0.9743879	0.9332308	0.93469983	0.9372011	0.9551385	0.88286865	0.9701273	0.93194926	0.9892186	0.99081784	0.9646006	0.9075479	0.9248192	0.9276703	0.9952775	1.0	0.97113913	0.9077344	0.97620165	0.9485999	0.9513917	0.9574398	0.9897638	0.99562776	0.9665186	0.9467325	0.9825958	1.0	0.9984549	0.9568465	0.9168971	0.9913434	0.97366405	0.9234508	0.98597735	0.9716091	0.923601	0.95283127	0.948369	0.99943095	0.92722225	0.88359976	1.0	0.8697157
arbeid_vergunning/noun	0.9831085	0.9739058	0.97688615	0.975994	0.97022945	0.99735945	0.99716514	0.9713605	0.9479315	0.9864637	0.9652818	0.9860181	0.0	0.98271865	0.99960095	0.9705616	0.96446866	0.97802955	0.9791371	0.99144167	0.98518056	1.0	0.9731407	0.9938284	0.9787934	0.9858845	0.9854826	0.94525945	0.9907856	0.97614914	0.9996348	0.9958712	0.9697457	0.9909883	0.98236203	0.98877066	0.979757	0.9738347	0.98221225	0.9677444	0.9827909	0.9793552	0.9640031	0.94625616	0.9865701	0.96943045	0.9809872	0.9924564	0.97235054	0.985503	0.9789547	0.9656714	1.0	0.9559244	0.9989389	0.99610084	0.9571832	0.9927295	0.98328495	0.97409123	0.97129744	0.9761453	0.96207726	0.9711795	0.9958601	0.9981294	0.9656774	0.9780015	0.97401375	0.9675405	0.9649716	0.9871359	0.9905513	0.9535327	0.9766732	0.99405026	0.9702751	0.92771035	0.99257725	0.99287313	0.99105746	0.9680959	0.9937161	0.9708906	0.97114825	0.99059576	0.9991755	1.0	0.97702813	0.99860173	1.0	0.9763329	0.9695477	0.9919125	0.98286444	0.98250276	0.98693824	0.9321088	0.99062145	0.9852322	0.94967204	0.9811586	0.9296735	0.9468157	0.9908048	1.0	1.0
argument/noun	0.97520405	0.97132295	0.9718479	0.97956336	0.89436007	0.949112	0.84456503	0.87049204	0.9924532	0.9386926	0.9029677	0.90470463	0.98271865	0.0	0.9922237	0.9402149	0.82718474	1.0	0.980724	0.9317461	0.9693269	1.0	0.9941447	0.98287314	0.96445686	0.9692461	0.9756752	0.94204146	0.94624364	0.97475874	0.97705793	0.99866194	0.88045883	0.93469983	0.93398666	0.97915065	0.93647397	0.95160675	0.98166984	0.9354411	0.9308541	0.9545799	0.979728	0.88364184	0.9562807	0.9798778	0.93933225	0.99683005	0.9786181	0.8824063	0.96780777	0.9332875	0.96692926	0.95770246	0.96938044	0.9650819	0.9698763	0.9309646	0.9918409	0.9859966	0.9274279	0.931736	0.9732253	0.97918814	0.8971731	0.94594175	0.9401427	0.8976584	0.8740326	0.89665985	0.8718546	0.9904551	1.0	0.9536675	0.95114744	0.9351574	0.93579566	0.9963167	0.9983991	0.9609312	0.9298589	0.9883857	0.9551036	0.9078248	0.97478694	1.0	0.97897094	0.9187892	0.9365423	0.98468125	0.9921727	0.99146163	0.90450925	0.83397377	0.9926424	0.93630177	0.82978874	0.9913252	0.935421	0.8830706	0.9814237	0.9515264	0.9899976	0.89799446	0.9332589	1.0	0.977601
arrangement/noun	0.97294533	0.9684707	0.92445135	0.92893815	0.9670385	0.91939104	0.9832384	0.95526797	0.9544142	0.98707503	0.96141344	0.9834398	0.99960095	0.9922237	0.0	0.95031226	0.97749656	0.9421306	0.9458193	0.9490813	0.9286165	0.9991714	0.9634301	0.95114315	0.95541584	0.9838816	0.97666204	0.9727052	0.9574273	0.96520996	0.9728791	0.9944868	0.88845706	0.9833208	0.9395094	0.8571562	0.970794	0.99263245	0.8444898	0.9442908	0.9812888	0.96894807	0.9656338	0.97209877	0.92237294	0.9759734	0.9523063	0.991545	0.89538366	0.9912793	0.9225229	0.96958476	0.9145866	0.97543645	0.9702087	0.9989244	0.9804908	0.95272577	0.96322894	0.9715592	0.96263796	0.9716164	0.9655281	0.9600644	0.9714363	0.9842479	0.9746753	0.9885333	0.99334484	0.9386178	0.98183894	0.9736585	0.9113512	0.9527529	0.87924546	0.9612628	0.89309216	0.95886075	0.98009986	0.9802594	0.92908955	0.9069945	0.9586025	0.9584359	0.98317856	0.9860409	0.98116755	0.9786782	0.9284433	0.97220427	0.9797211	0.9699455	0.94092846	0.958827	0.9974105	0.95796436	0.97068053	0.98657435	0.9570497	0.96988773	0.9279823	0.90990067	0.9755789	0.9769187	0.96130514	0.99970555	0.9735093
bekentenis/noun	0.94280285	0.9866143	0.9677676	0.98757416	0.9503808	0.94368905	0.9698179	0.9426168	0.9112885	0.9547683	0.95362264	0.96885264	0.9705616	0.9402149	0.95031226	0.0	0.96426135	0.98620975	0.94635755	0.95900214	0.9883372	0.995188	0.95875126	0.96404105	0.9416517	0.9956765	0.9516544	0.98908323	0.9194328	0.96488184	0.96774715	1.0	0.88329154	0.961725	0.9703726	0.9715556	0.9494225	0.9958031	0.9717399	0.9533156	0.97478724	0.9464356	0.9654105	0.9720336	0.95848703	0.9858399	0.9249062	0.99050945	0.97507054	0.9375103	0.9575157	0.9665907	0.984973	0.9414932	0.99781907	0.9853656	0.98379004	0.98776656	0.960465	0.9779552	0.9541514	0.9454797	0.8906069	0.94225067	0.9365917	0.9471265	0.8653351	0.95728475	0.9528427	0.9660751	0.97626567	0.9998465	0.98963314	0.9041809	0.9633964	0.90915525	0.96115565	0.9814509	0.96184796	0.98887223	0.94629264	0.97119296	0.9739209	0.9563448	0.9712506	0.9963715	0.9744904	0.9782561	0.962186	0.9994618	0.9601598	0.97296274	0.97789705	0.886603	0.98170525	0.96647847	0.9388208	0.9567899	0.90598106	0.9800796	0.90873325	0.9607634	0.9931329	0.958876	0.9410988	0.9691696	0.9948533
besluit/noun	0.9571467	0.94786173	0.9179823	0.9706419	0.84160626	0.91823596	0.828963	0.8873528	0.9746209	0.9251715	0.9053327	0.94410384	0.96446866	0.82718474	0.97749656	0.96426135	0.0	0.9775122	0.9587569	0.9284911	0.9335508	1.0	0.96895987	0.93544453	0.9545354	0.9516601	0.9398383	0.89663893	0.90290076	0.93829066	0.95999414	0.9916273	0.8616958	0.9479471	0.92380387	0.9237697	0.8939857	0.93301225	0.93038875	0.9059964	0.9456223	0.9153634	0.94274336	0.8412093	0.9007721	0.9729603	0.9076091	0.9897897	0.90447426	0.87788785	0.90210617	0.85035497	0.9251954	0.94281864	0.9932936	0.94308263	0.9135476	0.95779043	0.95406103	0.93889695	0.8649367	0.9023983	0.95314604	0.9238789	0.85826325	0.92118245	0.87635386	0.8971758	0.845727	0.8418703	0.9028052	0.99669653	0.97376114	0.9480663	0.8948109	0.9067969	0.90174454	0.97183824	0.98234975	0.9149307	0.88826954	0.9390722	0.89941514	0.81545985	0.9515302	0.9941243	0.9713872	0.91085786	0.9517709	0.98773813	0.9575231	0.9617173	0.8661357	0.80466914	0.97424597	0.87082434	0.81679374	0.9325867	0.87949204	0.8563968	0.93028814	0.9069619	0.9822046	0.8846173	0.9085139	0.9898534	0.9547577
betaal_middel/noun	0.9854098	0.93359596	0.9574073	0.9815764	0.939466	0.99018705	0.9958422	0.9708934	0.99583316	0.99676496	0.97692776	0.9859313	0.97802955	1.0	0.9421306	0.98620975	0.9775122	0.0	0.91525507	0.9863242	0.97965205	1.0	0.9405501	0.95954335	0.9802755	0.9853561	0.96605915	0.9843777	0.949947	0.954271	0.98784125	0.977975	0.9342369	0.99760413	0.9533544	0.9597747	0.994933	0.9131683	0.971411	0.97749406	0.99919826	0.9351361	0.9711692	0.98358494	0.97483224	0.8379824	0.95936763	0.9280343	0.9381618	0.9914513	0.9773263	0.952172	0.9857395	0.97374904	0.957125	1.0	0.9558855	0.98195237	0.958515	0.9929531	0.94362813	0.9717827	0.9278903	0.95551366	0.9859059	0.971867	0.9776018	0.985818	0.99921525	0.9574789	0.97920746	0.9527177	0.95417404	0.9625522	0.96511644	0.9331087	0.9681022	0.97961414	0.8640747	0.9578629	0.9745766	0.9739284	0.9596793	0.9672955	0.97642976	0.9360753	0.9628364	0.99037045	0.9590313	0.9899799	0.9846165	0.9754222	0.9651581	0.9885474	0.9381962	0.98356706	0.9656658	0.97699684	0.954033	0.99017704	0.97624904	0.9575818	0.9291941	0.93728226	0.9929701	1.0	0.9823692
biljet/noun	0.9920757	0.94091517	0.9280293	0.8304389	0.95835006	0.9247482	0.9698777	0.9560718	0.9953661	0.98049283	0.99360144	0.9801627	0.9791371	0.980724	0.9458193	0.94635755	0.9587569	0.91525507	0.0	0.8694729	0.8757379	0.91075	0.9400133	0.973903	0.9691899	0.9886646	0.9476584	0.87003267	0.9295023	0.9416324	0.98143053	0.95228857	0.9321297	0.98265004	0.8615456	0.73181987	0.98581624	0.95007175	0.715675	0.8728281	0.9553945	0.9663364	0.95529747	0.9674829	0.8132424	0.9521694	0.9458879	0.9264031	0.7316053	0.97371	0.8595347	0.9569526	0.8931511	0.9380838	0.8729782	0.9812391	0.88933635	0.9616231	0.9140416	0.97038895	0.9527076	0.92954963	0.91119874	0.9437739	0.9672773	0.98472464	0.96766454	0.97538793	0.986135	0.9634097	0.9847762	0.8968971	0.9036653	0.9257976	0.76281834	0.98746336	0.8479353	0.84418535	0.9334015	0.8556827	0.8388548	0.7814706	0.9211348	0.96625394	0.98372453	0.93150467	0.9854675	0.96799445	0.950561	0.99262595	0.9415616	0.9275007	0.9276672	0.9856065	0.93108654	0.9054321	0.9534732	0.9059361	0.9623987	0.9814193	0.86027443	0.78683877	0.9137207	0.9497565	0.99296856	0.99005014	0.9893312
bod/noun	0.9787844	0.92362475	0.9082854	0.85517836	0.8301458	0.9283217	0.9224868	0.8790539	0.9949136	0.96002084	0.93634576	0.96389145	0.99144167	0.9317461	0.9490813	0.95900214	0.9284911	0.9863242	0.8694729	0.0	0.89130765	0.98929214	0.95495576	0.96912026	0.93393916	0.9688749	0.95918524	0.77137	0.89812034	0.9173755	0.9613362	0.9781558	0.84783554	0.9469821	0.8620115	0.579111	0.962675	0.98818856	0.62842524	0.8633745	0.90085936	0.9272124	0.9076483	0.89821786	0.8649643	0.96917236	0.9534174	0.9711673	0.6789203	0.8891564	0.85235834	0.9652691	0.83905876	0.8755136	0.9742366	0.9780503	0.8664528	0.84074855	0.9345503	0.9791001	0.8427764	0.9089109	0.9640673	0.9466054	0.88479036	0.94816625	0.9435232	0.89997643	0.90353644	0.96527785	0.94385445	0.9754411	0.93706495	0.9420436	0.6716275	0.93933195	0.76919293	0.9044933	0.9348168	0.79026926	0.80714893	0.8212414	0.9418458	0.9022954	0.94053555	0.95720905	0.9793035	0.8926954	0.8804049	0.9797392	0.9883892	0.9739986	0.87773436	0.91078	0.98086953	0.8343406	0.93223995	0.9599136	0.9368716	0.8337408	0.86696154	0.71735156	0.9787095	0.9688511	0.929273	0.99139476	0.9908221
bon/noun	0.9797091	0.95301443	0.9437601	0.9050047	0.9487463	0.90670455	0.967609	0.9381103	0.9942728	0.96775043	0.93478054	0.93777806	0.98518056	0.9693269	0.9286165	0.9883372	0.9335508	0.97965205	0.8757379	0.89130765	0.0	0.9859629	0.9666736	0.9353476	0.978583	0.96210825	0.93711084	0.928084	0.95356536	0.90910584	0.97714317	0.9731263	0.9411219	0.9605336	0.8675296	0.7857796	0.96909904	0.96662307	0.77095526	0.8867007	0.9400719	0.96630245	0.9391393	0.9546426	0.83881295	0.9696923	0.953881	0.9910073	0.81766045	0.93511873	0.85738	0.9768914	0.899254	0.9477566	0.96411973	0.95242774	0.9111233	0.9773077	0.91813356	0.9415278	0.94395876	0.9142842	0.9351372	0.9633482	0.96561265	0.9655324	0.96185863	0.97657937	0.9648173	0.95156735	0.96523744	0.9659692	0.9307996	0.8995905	0.80909723	0.9659385	0.8723161	0.8894118	0.90684676	0.909606	0.8855674	0.8560094	0.984516	0.94341105	0.9548737	0.9736845	0.95584756	0.95079195	0.9175034	0.99355924	0.97332776	0.9651708	0.92047226	0.96773607	0.9849778	0.945872	0.97369117	0.96106094	0.9487964	0.9845872	0.857363	0.8285326	0.9752221	0.9578979	0.9796351	0.9787869	0.9669348
boord_document/noun	0.99393517	0.9940449	0.97350717	0.98816115	0.994224	0.94550157	0.9913788	0.9672589	0.9823102	1.0	0.9876795	1.0	1.0	1.0	0.9991714	0.995188	1.0	1.0	0.91075	0.98929214	0.9859629	0.0	0.99315375	1.0	0.99630183	0.9988553	0.99906904	0.98480916	0.92230624	0.97273004	0.9912437	1.0	0.9701371	0.99821883	0.9786465	0.96146053	0.999507	0.98369646	0.94541657	0.93656313	1.0	0.99476385	0.99546933	1.0	0.97382724	0.99078166	0.9854062	1.0	0.9720155	1.0	0.9752804	0.9984261	0.9868136	0.97195077	0.9863426	1.0	0.9942491	0.99371254	0.9881785	0.9842699	0.99119246	0.99477756	0.98334694	0.9961402	0.9867082	0.97081614	0.9615847	0.9873289	0.98315877	0.9976215	1.0	0.9829277	0.98107016	0.92479116	0.96771604	0.9920769	0.9763065	0.97782564	0.9683876	0.98934174	0.95028996	0.9557039	0.9732728	0.9883553	0.9897329	1.0	0.99403334	1.0	0.9890426	0.9889427	1.0	0.9939818	0.9834387	0.99808145	0.98130816	0.9679765	0.99600244	1.0	0.99195856	0.9943828	0.86199355	0.9680964	0.9918068	1.0	0.9754424	0.98336124	1.0
bouw_aanvraag/noun	0.9835939	0.93542534	0.95419866	0.8824918	0.94184273	0.9425991	0.9459863	0.9543429	0.9775354	0.9963172	0.9878385	0.9797864	0.9731407	0.9941447	0.9634301	0.95875126	0.96895987	0.9405501	0.9400133	0.95495576	0.9666736	0.99315375	0.0	0.969778	0.9450246	0.9986942	0.9824295	0.983184	0.9618803	0.9563595	0.98340607	0.9740851	0.92571056	0.98452836	0.9182259	0.92559713	0.96534145	0.9615547	0.9256446	0.94896096	0.9791466	0.98515886	0.9758356	0.984991	0.9455754	0.93330586	0.9430252	0.96615064	0.9311488	0.95750546	0.9481425	0.95922923	0.9577591	0.9615058	0.9852777	0.9985066	0.95573163	0.9842885	0.93551826	0.9828377	0.9119443	0.9696744	0.9697456	0.97698987	0.9640339	0.9738733	0.9424029	0.97107995	0.98617953	0.9527379	0.9583692	0.9884385	0.9564934	0.96218085	0.9260953	0.9901576	0.9450477	0.9774651	0.95107317	0.929682	0.9300076	0.93572444	0.9289637	0.9705757	0.9816364	0.98595524	0.98152304	0.991287	0.9748608	0.9880858	0.99775505	0.98092264	0.9344542	0.97920614	0.97351164	0.95442104	0.98863465	0.96691984	0.95315725	0.9623064	0.9456548	0.93118477	0.95892817	0.97441226	0.9799996	0.9807383	1.0
conventie/noun	0.9946291	0.96803147	0.97421575	0.9677229	0.9290777	0.95167935	0.9710015	0.96145475	0.95700634	0.98062235	0.9652626	0.98295873	0.9938284	0.98287314	0.95114315	0.96404105	0.93544453	0.95954335	0.973903	0.96912026	0.9353476	1.0	0.969778	0.0	0.9588525	0.9858577	0.9559014	0.98114824	0.9132682	0.9711836	0.97806126	0.977185	0.9276203	0.9658768	0.9070545	0.93185425	0.9542652	0.97522527	0.93216157	0.96695596	0.9640718	0.95877814	0.9567582	0.9487875	0.9502552	0.99423355	0.9046398	0.98196536	0.9208603	0.9546045	0.9515204	0.92384833	0.96852016	0.9620928	0.9797301	0.9988653	0.98530084	0.97163624	0.98375034	0.9306862	0.9579025	0.9771571	0.96731204	0.92902374	0.94711584	0.9504023	0.9502494	0.9157874	0.9589331	0.89839315	0.9448023	0.98719627	0.98324597	0.9579973	0.9308904	0.9545881	0.91234213	0.946931	0.975436	0.95365053	0.92009276	0.968973	0.96324277	0.9312429	0.97124445	0.98411894	0.96286035	0.9925738	0.9239037	0.96177596	0.9968418	0.9623686	0.9377967	0.9293288	0.98282975	0.970775	0.9501629	0.94745433	0.94145775	0.98011416	0.9559611	0.9064755	0.982492	0.8956255	0.9708732	0.9865196	0.98743385
dagvaarding/noun	0.97558	0.96375716	0.9636049	0.9542036	0.94755787	0.94574106	0.98446023	0.94964397	0.93756187	0.9757353	0.9745652	0.99463904	0.9787934	0.96445686	0.95541584	0.9416517	0.9545354	0.9802755	0.9691899	0.93393916	0.978583	0.99630183	0.9450246	0.9588525	0.0	0.9837484	0.97028047	0.9639743	0.93495965	0.9393019	0.98644215	0.98624843	0.9413238	0.9804553	0.9408909	0.9384277	0.9649454	0.9898231	0.93689114	0.9789122	0.97670084	0.9782549	0.96222985	0.9445325	0.94995123	0.9842351	0.9826578	0.9593602	0.92925036	0.9395343	0.94552433	0.9208456	0.97080016	0.95281935	0.9701553	0.99413836	0.98604333	0.9459011	0.9888204	0.911602	0.9651628	0.98966855	0.9684769	0.9799476	0.96436507	0.966497	0.93897057	0.98962116	0.9923461	0.9506002	0.98480964	0.989136	0.9679381	0.93166566	0.94609624	0.98561835	0.94445235	0.9810818	0.9385673	0.9681357	0.95023304	0.9502717	0.9498281	0.9571071	0.9826658	0.98940045	0.9808556	0.98199075	0.9668928	0.9756525	0.965118	0.97924924	0.93913424	0.9616062	0.9923219	0.9647556	0.95323116	0.9766515	0.8976697	0.9526381	0.9604741	0.94776136	0.98040456	0.9732694	0.9976355	0.99700725	0.9950089
die/det	0.9930462	0.9677033	0.95916474	0.9708667	0.93046784	0.9822072	0.8922309	0.93727124	0.9946897	0.90387076	0.94536555	0.86487865	0.9858845	0.9692461	0.9838816	0.9956765	0.9516601	0.9853561	0.9886646	0.9688749	0.96210825	0.9988553	0.9986942	0.9858577	0.9837484	0.0	0.98266745	0.9248893	0.9581385	0.97738314	0.99045587	0.999556	0.8710895	0.91750014	0.96491575	0.9624171	0.9638213	0.9608904	0.95771205	0.9403281	0.8831737	0.93044466	0.95792925	0.9525064	0.967121	0.981373	0.9481104	0.9819137	0.9451597	0.94600356	0.9577065	0.94875056	0.92739916	0.9833018	0.9927058	0.8595066	0.8923702	0.9887327	0.9622756	0.985051	0.9336126	0.9234855	0.9597023	0.9842555	0.9259229	0.8899739	0.976984	0.95423335	0.90882385	0.9602532	0.9299613	0.99844927	0.99732983	0.9889403	0.93466663	0.9523157	0.93416405	0.9966984	1.0	0.96917874	0.93628925	0.97075355	0.93731534	0.94873416	0.9610929	0.980747	0.9901728	0.999673	0.97180194	0.98234904	1.0	0.9514266	0.9004508	0.94835293	1.0	0.98912644	0.92781514	0.96463704	0.97218543	0.9238238	0.96071887	0.95991766	0.9564274	0.91082895	0.9187797	1.0	0.8983468
diploma/noun	0.9918387	0.9473776	0.96341693	0.9480301	0.94536245	0.942785	0.96214426	0.9047746	0.9894401	0.9530956	0.9749186	0.97973436	0.9854826	0.9756752	0.97666204	0.9516544	0.9398383	0.96605915	0.9476584	0.95918524	0.93711084	0.99906904	0.9824295	0.9559014	0.97028047	0.98266745	0.0	0.9525899	0.9147634	0.93010837	0.96709085	0.9705433	0.8726349	0.9416683	0.919465	0.9304788	0.97417825	0.99409455	0.9213205	0.9183144	0.95968574	0.9515321	0.94733125	0.9394479	0.9320178	0.9550213	0.9220465	0.97990173	0.9032499	0.95845985	0.9212095	0.9665972	0.942859	0.9102204	0.981221	0.99694127	0.9648806	0.9960148	0.9726206	0.95632577	0.94269055	0.9403304	0.9028669	0.96555823	0.94650763	0.9517529	0.93844616	0.95231175	0.9560618	0.93111706	0.97524834	0.9878778	0.97366667	0.90354866	0.9216929	0.9360379	0.9167997	0.93761706	0.9277257	0.9692842	0.9341098	0.9352494	0.92809767	0.93043774	0.95039344	0.9929258	0.9609758	0.99450076	0.9447519	0.98749316	0.9966347	0.9711646	0.95825124	0.95779085	0.9759085	0.96417594	0.9536601	0.9537144	0.95747316	0.9707866	0.91900873	0.9233625	0.9665762	0.9403	0.95611316	0.9527378	0.97357625
dit/det	0.98273504	0.93564343	0.8997666	0.86008817	0.8974873	0.9321824	0.8792415	0.8873225	0.9975887	0.9293822	0.9468298	0.928131	0.94525945	0.94204146	0.9727052	0.98908323	0.89663893	0.9843777	0.87003267	0.77137	0.928084	0.98480916	0.983184	0.98114824	0.9639743	0.9248893	0.9525899	0.0	0.9228889	0.9135007	0.9514332	0.98859894	0.90938044	0.94632983	0.87078744	0.59888583	0.9336499	0.99646664	0.61403334	0.75467855	0.8816747	0.9093118	0.9114137	0.94613814	0.8055894	0.9686392	0.90933514	0.9727562	0.5213613	0.92479396	0.831687	0.9526486	0.8315567	0.94086695	0.9744913	0.90562034	0.7428946	0.96083695	0.97037464	0.9763282	0.9040221	0.8618902	0.95858	0.9262696	0.9193322	0.92037714	0.9353529	0.91182756	0.88228595	0.95193595	0.8733121	0.9713735	0.9829008	0.9571039	0.587113	0.93697894	0.75750333	0.9117263	0.9804813	0.8066416	0.7717421	0.81846404	0.9249636	0.9149609	0.9012852	0.9304254	0.99401754	0.91683364	0.85957384	0.96638304	0.9790601	0.95800596	0.88860744	0.89984435	0.95320475	0.9087497	0.91203177	0.9532552	0.9704043	0.90880775	0.81328857	0.7038733	0.94040513	0.9257501	0.8923938	0.9926426	0.91868985
document/noun	0.97052556	0.9548521	0.9397466	0.8857448	0.8999331	0.90886396	0.92438537	0.88892466	0.9789111	0.936731	0.9592483	0.9642023	0.9907856	0.94624364	0.9574273	0.9194328	0.90290076	0.949947	0.9295023	0.89812034	0.95356536	0.92230624	0.9618803	0.9132682	0.93495965	0.9581385	0.9147634	0.9228889	0.0	0.94355506	0.96335775	0.9763448	0.8747835	0.92354333	0.88146716	0.8579283	0.9246461	0.99264866	0.8412717	0.9103009	0.9365967	0.9150355	0.95245427	0.9112265	0.8581928	0.98402363	0.90199375	0.98181677	0.8496617	0.92384094	0.89383656	0.9088253	0.9237198	0.939959	0.964272	0.9692413	0.9483931	0.95424455	0.97371984	0.94080925	0.9156204	0.8990262	0.9156949	0.9298035	0.9027945	0.932076	0.9133262	0.9227369	0.9181236	0.9508079	0.9198585	0.9944594	0.96723175	0.9140812	0.85228205	0.932202	0.8672285	0.92791486	0.98646706	0.9594412	0.87392384	0.86858493	0.9002791	0.83105785	0.958469	0.98753077	0.9550092	0.9359884	0.94060844	0.98198926	0.94824386	0.9438408	0.90743214	0.86079055	0.98759407	0.9415152	0.8863211	0.8997836	0.93304414	0.9426722	0.8883257	0.8197926	0.94177693	0.8979009	0.90607256	0.96430004	0.9736299
doelpunt/noun	0.9749516	0.969346	0.8744341	0.92314625	0.90845466	0.91216433	0.9613951	0.89194065	0.97225624	0.93448734	0.9078769	0.9602306	0.97614914	0.97475874	0.96520996	0.96488184	0.93829066	0.954271	0.9416324	0.9173755	0.90910584	0.97273004	0.9563595	0.9711836	0.9393019	0.97738314	0.93010837	0.9135007	0.94355506	0.0	0.95047003	0.81149954	0.7876971	0.9168883	0.90157914	0.8587975	0.9168238	0.9835415	0.8569345	0.8828747	0.9427303	0.9049858	0.41477185	0.96821404	0.90545535	0.94351435	0.9359665	0.9845926	0.8158975	0.9607691	0.5789597	0.9340392	0.9064013	0.938247	0.97607267	0.9475426	0.863953	0.9659889	0.96259797	0.9574249	0.89105594	0.92141306	0.9484272	0.95955384	0.774201	0.90720147	0.9294504	0.9673468	0.92393214	0.959404	0.96167094	0.95000654	0.9086066	0.9007375	0.7922454	0.9166856	0.82223254	0.94328403	0.9653253	0.94468796	0.8748505	0.87210584	0.95557076	0.94938445	0.41339952	0.9529325	0.970271	0.9495488	0.7257868	0.97394747	0.9600365	0.96202064	0.9594408	0.94563556	0.9648478	0.96678805	0.96471393	0.96564645	0.89571077	0.94862664	0.90702	0.9144154	0.94783103	0.96488214	0.8814837	0.9846671	0.9941838
