	's/adv	Amsterdammer/noun	Chris/name	Lance/name	Lelièvre/name	Ronaldo/name	Schneider/name	Verhaegen/name	al/adv	alleen/adv	als/comp	amper/adv	andapos;s/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beton/noun	bijna/adv	binnen/adv	blijkbaar/adj	bloem/noun	bovendien/adv	concurrentie/noun	daar/adv	daarom/pp	dag/noun	dan/adv	dat/det	door/prep	eenmaal/noun	eerst/adv	eind/adv	er/adv	ertegen/pp	even/adj	evengoed/adv	evenwel/adv	geur/noun	gewoon/adj	gips/noun	golfplaat/noun	haar/pron	hem/pron	hen/pron	hier/adv	hij/pron	hitte/noun	huid/noun	ik/pron	intussen/adv	kaas/noun	karakter/noun	kind/noun	leven/noun	lucht/noun	maar/adv	makkelijk/adj	me/pron	meestal/adv	men/pron	mentaal/adj	mij/pron	nauwelijks/adv	net/adv	niet/adv	nog/adv	om/comp	ondanks/prep	overigens/adv	pijn/noun	plots/adj	provincie_raad_lid/noun	pupil/noun	simpelweg/adv	sinds/comp	snel/adj	soms/adv	speler/noun	spier_pijn/noun	stank/noun	student/noun	tegen/prep	tegenslag/noun	thuis/adv	tijdens/prep	toch/adv	toen/comp	tot/adv	twijfel/noun	uzelf/pron	vaak/adj	verdriet/noun	verhouding/noun	verschrikkelijk/adj	volgens/prep	voor/comp	wanneer/comp	wat/pron	we/pron	week/noun	weekend/noun	weer/adv	wel/adv	wereld_DIM/noun	werk/noun	wieler_sport/noun	ze/pron	zeeman/noun	zich/pron	ziel/noun	zo/adv	zodat/comp	zodra/comp	zolang/comp	zonder/prep
tijdens/prep	0.783369	0.8799357	0.8803167	0.87981045	0.9290991	0.9046984	0.93183255	0.9087659	0.8559172	0.8720598	0.8560866	0.8525771	0.8230643	0.8950462	0.8590356	0.9051979	0.85645497	0.9466177	0.84201986	0.8828558	0.89390284	0.8923205	0.8737446	0.92693275	0.8649317	0.86595106	0.6411606	0.8754577	0.93922263	0.75806755	0.85336363	0.8071298	0.77520794	0.83829564	0.9459564	0.8430586	0.90404993	0.8713009	0.929556	0.85329914	0.95442057	0.9646055	0.8430909	0.8518283	0.816939	0.879473	0.80025756	0.87670124	0.9244392	0.9008059	0.8212285	0.94543546	0.8789822	0.8734035	0.8639027	0.8834892	0.9161259	0.8824371	0.9142341	0.80746686	0.8774987	0.8924262	0.9186867	0.8755478	0.814497	0.9502474	0.89677775	0.85315585	0.79409844	0.8271578	0.8831598	0.8185173	0.9533804	0.8957337	0.9190525	0.8099256	0.8630752	0.8421469	0.87315714	0.9430853	0.94560087	0.85857457	0.8235262	0.89551795	0.8253293	0.0	0.9151068	0.7199482	0.8516887	0.8979418	0.9432666	0.8233023	0.907551	0.88512915	0.8324093	0.8703306	0.8150071	0.7877611	0.9497739	0.90925705	0.6594522	0.64822626	0.8539492	0.9261802	0.91456854	0.91322684	0.90872264	0.8273517	0.91352457	0.8962076	0.90780807	0.91021764	0.85338235	0.8432789	0.8485757	0.8555712
toch/adv	0.84976757	0.8193088	0.8602486	0.8594276	0.91572016	0.8454052	0.9091275	0.9090418	0.72222435	0.7434197	0.5885662	0.7658534	0.8468861	0.72293586	0.77075297	0.59440196	0.68505424	0.91781247	0.79718614	0.84486043	0.6562125	0.91066664	0.67840636	0.8315606	0.7420436	0.6465522	0.87005854	0.5422865	0.5813257	0.8524786	0.7986673	0.7946154	0.88549924	0.71832085	0.91393125	0.6338184	0.8291502	0.6662359	0.8655927	0.69083035	0.9300337	0.96623	0.7531791	0.7314967	0.7644603	0.7013794	0.70386904	0.8656814	0.8798362	0.55140245	0.75232977	0.8996389	0.77935576	0.8545908	0.7863051	0.8728778	0.57630026	0.75764513	0.6633806	0.7297931	0.6743581	0.7830355	0.63860774	0.72422916	0.79403424	0.6085407	0.6384869	0.6874014	0.67226017	0.7044983	0.7805698	0.7403554	0.9594148	0.8896036	0.8211036	0.84864473	0.75338376	0.6366396	0.7852143	0.91653377	0.90992194	0.86038435	0.8905101	0.8306583	0.8347799	0.9151068	0.0	0.78150606	0.8043385	0.823882	0.86015296	0.7167523	0.7941681	0.84592104	0.7878693	0.90877247	0.75637	0.6991223	0.7047448	0.5762937	0.86693287	0.83404136	0.6830257	0.4394908	0.82526	0.88033664	0.8678216	0.6516346	0.93032825	0.84749997	0.8103789	0.6001626	0.7672684	0.7645823	0.7493456	0.78490657
toen/comp	0.72156996	0.8412249	0.8387703	0.868898	0.8896768	0.840516	0.8745458	0.86191225	0.7476206	0.8251555	0.61345935	0.77511096	0.76049674	0.85346174	0.7985375	0.8006482	0.8171817	0.8708724	0.79258657	0.7394744	0.8075349	0.8649241	0.85397804	0.8973033	0.7412478	0.8346214	0.76148593	0.67716414	0.8713286	0.6813582	0.6944859	0.7015354	0.78168607	0.7913074	0.9034552	0.64941275	0.8704328	0.7730181	0.8951384	0.8272445	0.9333971	0.90736026	0.70057535	0.68330204	0.7072127	0.792478	0.585117	0.8181863	0.86582464	0.71531	0.70345455	0.946778	0.9146328	0.8192768	0.8574656	0.81829834	0.8146258	0.858469	0.76938665	0.7960931	0.82633615	0.8728561	0.7934298	0.83953464	0.6984025	0.8515227	0.7990948	0.8272222	0.7920807	0.8354649	0.794865	0.57952285	0.95710295	0.8792238	0.8395066	0.6728389	0.71898526	0.78309286	0.81064504	0.93111634	0.88909745	0.82036674	0.81886005	0.83872706	0.7512413	0.7199482	0.78150606	0.0	0.8150295	0.8857568	0.91136646	0.7969788	0.8447661	0.8790046	0.77892137	0.8435423	0.6257962	0.59283376	0.8853636	0.8125477	0.75692797	0.79521203	0.71550435	0.8493918	0.8965789	0.92428595	0.906368	0.61763436	0.86095726	0.8166937	0.84261894	0.84003645	0.76432306	0.6597562	0.8419012	0.8174664
tot/adv	0.8865949	0.8553759	0.87313277	0.89182204	0.93107045	0.88521355	0.91154426	0.93527436	0.82507366	0.80454975	0.8051439	0.822784	0.90650785	0.870018	0.8274657	0.86993194	0.81339306	0.9049784	0.83446276	0.89004606	0.81580245	0.90363693	0.74923706	0.83130705	0.83761466	0.7687516	0.87092674	0.83534867	0.8303964	0.7150872	0.804316	0.8371726	0.8486433	0.8500848	0.9208191	0.86568093	0.85993105	0.73412037	0.88951147	0.86292493	0.93593353	0.9631253	0.8664015	0.85900235	0.83701396	0.87126064	0.82478064	0.8871108	0.86773604	0.9099412	0.7498411	0.91590726	0.8454424	0.896709	0.8547797	0.89075536	0.8466366	0.8555523	0.89814055	0.7848538	0.8134283	0.86986876	0.8885938	0.7878982	0.8457541	0.8189145	0.8292891	0.8095792	0.75456786	0.74583685	0.86962396	0.81984764	0.9391811	0.90466946	0.84966844	0.7769564	0.8510221	0.8224226	0.8791543	0.9393194	0.90858656	0.84060967	0.80111176	0.8210011	0.8761514	0.8516887	0.8043385	0.8150295	0.0	0.8576603	0.92577064	0.7680832	0.9025291	0.82883894	0.8407028	0.74830043	0.8262687	0.78839886	0.88063073	0.86432916	0.82840043	0.8762326	0.8470373	0.85595596	0.8852668	0.8884702	0.87484765	0.836638	0.8981565	0.82149684	0.87309694	0.80915743	0.7889414	0.79854274	0.7640836	0.82108
twijfel/noun	0.9442109	0.8839096	0.8782339	0.92415667	0.9279895	0.916776	0.9344813	0.94530576	0.8935768	0.8007406	0.8256019	0.88108927	0.952729	0.8662353	0.7180189	0.84520096	0.8411657	0.92487407	0.8827148	0.9260545	0.8002175	0.92431104	0.78254807	0.85129756	0.89517957	0.81020135	0.93847746	0.8415667	0.84346974	0.8184525	0.87886286	0.86400485	0.90773815	0.8543539	0.9412178	0.86535156	0.8759121	0.78959405	0.8981341	0.8834865	0.95984906	0.97871673	0.8667198	0.839548	0.84936315	0.88757527	0.85607123	0.91279507	0.92374474	0.8883432	0.839935	0.9432174	0.7997818	0.8980167	0.84933245	0.9070993	0.8432794	0.87507874	0.87733066	0.8226297	0.8128865	0.8497112	0.8456131	0.83280057	0.88770264	0.8549709	0.8645917	0.8195999	0.76638806	0.78788984	0.8328391	0.8281709	0.9805994	0.9145861	0.8809183	0.8514472	0.85334605	0.78565603	0.8850736	0.9457522	0.94023705	0.89499444	0.86367565	0.8557455	0.9091129	0.8979418	0.823882	0.8857568	0.8576603	0.0	0.89541364	0.791322	0.7999973	0.8398937	0.881246	0.82265395	0.8743739	0.78601503	0.8616515	0.9081152	0.902543	0.9309936	0.8748324	0.81883645	0.9137368	0.8717915	0.90771496	0.8819083	0.93358684	0.87986135	0.8511516	0.8612466	0.86683655	0.8387844	0.8130441	0.81745964
uzelf/pron	0.9408285	0.9026327	0.9641605	0.9264582	0.9302569	0.8923673	0.89570177	0.926092	0.9439863	0.8577719	0.8261287	0.91203964	0.94403607	0.8841986	0.89547086	0.8803591	0.9069656	0.93562293	0.92053205	0.9324729	0.8732393	0.9161617	0.877405	0.93709046	0.91163003	0.827036	0.9193014	0.8555755	0.8482894	0.8946351	0.9157713	0.8856143	0.94619346	0.9136942	0.909531	0.87814844	0.8881455	0.8937335	0.9052961	0.8940456	0.9377381	0.95541453	0.81721306	0.811845	0.79982936	0.90296835	0.81683695	0.9393309	0.90871865	0.79848844	0.9192206	0.9385295	0.8889287	0.8702744	0.8381882	0.92848176	0.86060596	0.89311457	0.7917853	0.8642551	0.8404118	0.8953601	0.7715721	0.8752458	0.91830087	0.81639344	0.90308666	0.82279277	0.91024756	0.8923305	0.8912956	0.906092	0.96171796	0.88976717	0.883767	0.9414579	0.91154444	0.86405605	0.88846713	0.9449115	0.9170561	0.9170637	0.941372	0.9021018	0.89075357	0.9432666	0.86015296	0.91136646	0.92577064	0.89541364	0.0	0.8614461	0.8656088	0.8986914	0.9062147	0.92846954	0.88316774	0.85199404	0.8470943	0.8376715	0.9250422	0.93125725	0.89605814	0.8584093	0.9006212	0.8972188	0.9023839	0.79322773	0.9188439	0.8490554	0.87808996	0.86587906	0.8741822	0.88245714	0.8617693	0.8800063
vaak/adj	0.7810022	0.79065794	0.8452989	0.8899209	0.91993695	0.8692894	0.89223945	0.9281518	0.8039795	0.677032	0.64574206	0.7993833	0.8230749	0.76156163	0.6728487	0.6554873	0.6599752	0.87140274	0.7331301	0.8208452	0.69024473	0.8426465	0.6478278	0.8381111	0.7810643	0.7002202	0.8256068	0.71366584	0.726738	0.6884786	0.78019464	0.7668563	0.8892515	0.78520536	0.8944781	0.7123333	0.7612237	0.74793506	0.81884146	0.71527433	0.9171164	0.9272595	0.72421026	0.7702523	0.7336918	0.7146015	0.6960932	0.8210678	0.7902437	0.72181094	0.782635	0.88090897	0.670243	0.69944406	0.75658983	0.83380675	0.68810844	0.7106308	0.78458977	0.48035842	0.6761831	0.7803801	0.7499306	0.70735884	0.76605856	0.7650912	0.84647334	0.74583757	0.6955678	0.6959487	0.7398325	0.7116456	0.9560869	0.8781472	0.77745414	0.8143918	0.7723423	0.39761573	0.81256706	0.84603745	0.87246037	0.7578822	0.8040805	0.8241035	0.74802905	0.8233023	0.7167523	0.7969788	0.7680832	0.791322	0.8614461	0.0	0.75072724	0.7814437	0.69776416	0.819291	0.76107585	0.6139033	0.7818374	0.798251	0.8893206	0.85639966	0.7935189	0.7116648	0.81209284	0.7744341	0.87374383	0.65516305	0.8572786	0.7709722	0.7778826	0.6293771	0.71959877	0.74313617	0.76006037	0.7121527
verdriet/noun	0.8761461	0.8666586	0.888958	0.9142142	0.9467302	0.87450725	0.89404595	0.9396063	0.8828344	0.79578125	0.8102767	0.897467	0.8860232	0.8848872	0.63086987	0.76759666	0.8367496	0.8733068	0.85753083	0.86499256	0.8144145	0.85691655	0.8684819	0.89981663	0.85859174	0.8518089	0.88535684	0.8264217	0.83723795	0.79088277	0.8544751	0.8846786	0.93372166	0.89035773	0.9247663	0.8033608	0.85467815	0.8459476	0.8149355	0.8612162	0.93689114	0.93765795	0.7794521	0.8048609	0.8031976	0.8410227	0.80538154	0.85472345	0.8522834	0.8079547	0.84311193	0.8957134	0.818804	0.80552006	0.76533926	0.8691666	0.8186418	0.8708447	0.80062366	0.80302054	0.82797474	0.8384085	0.7852988	0.8281978	0.8827508	0.87418336	0.88632894	0.85723203	0.80170846	0.8510056	0.66860664	0.7935238	0.96936554	0.89080495	0.86587095	0.88786614	0.8847777	0.69621825	0.8922751	0.9290777	0.8628722	0.89635813	0.8840586	0.82570934	0.8558917	0.907551	0.7941681	0.8447661	0.9025291	0.7999973	0.8656088	0.75072724	0.0	0.85061157	0.77013904	0.91589195	0.854475	0.77184546	0.8441203	0.8867617	0.9250474	0.91051304	0.83629596	0.8617476	0.88190037	0.91924644	0.8957026	0.7739726	0.85978085	0.8671424	0.7597998	0.7986387	0.86239874	0.83893263	0.8622352	0.8578107
verhouding/noun	0.9060812	0.87909806	0.89818597	0.93503416	0.9665299	0.9103296	0.90894794	0.9381093	0.87420493	0.80172956	0.84437275	0.85842407	0.9247605	0.8576548	0.7940479	0.8497235	0.7865586	0.9060201	0.82229245	0.90489465	0.8140253	0.8966052	0.75527644	0.8420609	0.8892022	0.79390043	0.9271741	0.88550556	0.8378122	0.77730584	0.84810084	0.8558177	0.89825684	0.87264264	0.92381835	0.8700837	0.85974914	0.7950039	0.87553585	0.88134265	0.9529888	0.971008	0.86587596	0.8705868	0.8479494	0.8650535	0.8687371	0.9064049	0.85982376	0.92617375	0.8312974	0.91805315	0.74112564	0.8519663	0.7856318	0.87755334	0.87677884	0.84602416	0.90713876	0.78537107	0.8133395	0.8399737	0.88617265	0.7993606	0.8566555	0.8699349	0.89911926	0.8437903	0.7792701	0.77504253	0.87719584	0.8628228	0.93799174	0.9246363	0.85970205	0.8088147	0.85512835	0.77831906	0.900327	0.9655493	0.9404247	0.86055046	0.864415	0.8497587	0.8971933	0.88512915	0.84592104	0.8790046	0.82883894	0.8398937	0.8986914	0.7814437	0.85061157	0.0	0.8709296	0.8222043	0.85830975	0.78219813	0.8279687	0.89571047	0.9230256	0.9334211	0.8820234	0.8711091	0.8779912	0.8722501	0.9013837	0.87107277	0.91382027	0.8606088	0.8239867	0.80558807	0.80565417	0.82772624	0.77691483	0.8223086
verschrikkelijk/adj	0.83618104	0.862194	0.8831706	0.8725933	0.9339504	0.89126754	0.9375683	0.9103995	0.87386984	0.78092194	0.7341012	0.84323466	0.8704878	0.8358342	0.7432492	0.73307157	0.73165286	0.89375794	0.82878226	0.8622118	0.805756	0.88612664	0.8196119	0.8774717	0.8148242	0.8111337	0.8405812	0.7788329	0.81030124	0.76383275	0.84520435	0.84561497	0.91880035	0.84614104	0.917763	0.77127653	0.8214303	0.8415168	0.83012176	0.8124527	0.91202676	0.94365025	0.7773991	0.804175	0.8031366	0.80421907	0.73398817	0.8550405	0.8355744	0.70099485	0.83131284	0.9271469	0.8289887	0.8329296	0.7840779	0.8537215	0.7881768	0.86917645	0.77310085	0.7876926	0.7947933	0.8175257	0.7654108	0.84366655	0.8083775	0.86911976	0.8761899	0.8471551	0.7741829	0.85410476	0.74481314	0.74920774	0.97133064	0.9090997	0.8712172	0.82746935	0.856846	0.6591139	0.8506537	0.8765578	0.8534713	0.88779867	0.82257366	0.85048103	0.8260372	0.8324093	0.7878693	0.77892137	0.8407028	0.881246	0.9062147	0.69776416	0.77013904	0.8709296	0.0	0.8896618	0.8417041	0.7651649	0.8236707	0.83059126	0.88629186	0.8768726	0.8309985	0.82117534	0.8783718	0.93451524	0.88501203	0.7216201	0.8783062	0.83937025	0.81843805	0.71659964	0.8523214	0.82725203	0.8164313	0.836692
volgens/prep	0.9277164	0.90064967	0.8650888	0.94287133	0.8738048	0.941031	0.89456296	0.94928837	0.8853405	0.8295431	0.827863	0.9086596	0.92721766	0.8806946	0.81091565	0.9315683	0.86707926	0.93431014	0.8900737	0.9277174	0.8395935	0.9461665	0.70916384	0.84535766	0.8829489	0.7305012	0.9112612	0.87791115	0.8063072	0.7039707	0.88094485	0.8335303	0.82196933	0.84173435	0.8894102	0.9435345	0.8805134	0.7646075	0.92010343	0.8813177	0.97237045	0.96708393	0.89484584	0.8586545	0.79440385	0.88576746	0.8846528	0.907633	0.943425	0.9706914	0.75203216	0.9413341	0.8776487	0.8930447	0.91918266	0.9073334	0.9061222	0.8671116	0.95431167	0.8175799	0.83898616	0.9198586	0.91706884	0.83349115	0.9024358	0.83815813	0.9005533	0.8127856	0.8010299	0.71655864	0.92610276	0.8818735	0.9421865	0.94274217	0.84889275	0.74698794	0.8748423	0.88408905	0.90816104	0.9791542	0.92175364	0.83008486	0.74888784	0.8946244	0.9151571	0.8703306	0.90877247	0.8435423	0.74830043	0.82265395	0.92846954	0.819291	0.91589195	0.8222043	0.8896618	0.0	0.84628254	0.8091925	0.88184357	0.92005605	0.85720026	0.9147998	0.92347187	0.88502663	0.90122664	0.8934135	0.9117033	0.8919852	0.86528015	0.84069747	0.9086994	0.8840548	0.8069713	0.8073424	0.7429656	0.8277513
voor/comp	0.72302353	0.8570055	0.85298	0.8857453	0.9065812	0.9088021	0.90171754	0.9164399	0.73295355	0.77095693	0.63084316	0.764258	0.78460336	0.8167949	0.8205865	0.7949121	0.80175614	0.8601649	0.7813576	0.7499025	0.7554896	0.8117034	0.7592243	0.886567	0.7351774	0.76107824	0.7792474	0.6227742	0.8174731	0.78266424	0.67388964	0.6318822	0.7664056	0.7632092	0.9241872	0.676305	0.8418678	0.7803731	0.8723641	0.7452582	0.89499825	0.9091943	0.7608255	0.77779895	0.75877434	0.7925355	0.6860002	0.8369324	0.8324489	0.7474055	0.68757355	0.8599822	0.8550656	0.8417729	0.84905	0.8060155	0.73704636	0.7446372	0.81868213	0.7216167	0.7207105	0.8617368	0.8219043	0.7626898	0.77116776	0.7758804	0.7387402	0.697225	0.8302438	0.793325	0.8246671	0.7013055	0.9388394	0.8984475	0.83651686	0.789901	0.6734588	0.7744074	0.8540036	0.9155953	0.8742933	0.8329354	0.8556384	0.85992956	0.7577742	0.8150071	0.75637	0.6257962	0.8262687	0.8743739	0.88316774	0.76107585	0.854475	0.85830975	0.8417041	0.84628254	0.0	0.6107149	0.8379346	0.77128124	0.7802961	0.82896817	0.71467805	0.7647848	0.8891425	0.8783697	0.89773107	0.62210697	0.8932069	0.8302135	0.81106293	0.8147738	0.6601572	0.6050089	0.75330734	0.7292179
wanneer/comp	0.7205781	0.8269596	0.83711123	0.8577484	0.9089311	0.85886866	0.8894225	0.90196157	0.8079098	0.66951585	0.42772526	0.7427485	0.76412064	0.7469363	0.692135	0.68886805	0.71724546	0.8479901	0.7535788	0.7643521	0.6962011	0.8027507	0.65485466	0.82600904	0.7257861	0.6772638	0.76721716	0.5620979	0.7250665	0.6953778	0.68687165	0.69633716	0.79473364	0.74662447	0.88958097	0.62262464	0.81692666	0.7177515	0.78716815	0.6984488	0.9137788	0.93442374	0.6641076	0.6953783	0.7164856	0.71275437	0.6436052	0.7939912	0.7676806	0.6960777	0.7037126	0.8665349	0.77307177	0.75557077	0.77952826	0.74181974	0.69043285	0.72092396	0.7324433	0.6264339	0.6532507	0.8315315	0.71650875	0.7057284	0.7194795	0.71286035	0.7760447	0.6829488	0.7417561	0.6767427	0.73782533	0.62005603	0.95041555	0.85396945	0.7680645	0.7634506	0.6929313	0.59682846	0.8199794	0.90266347	0.8367602	0.8115603	0.82410854	0.838574	0.7443888	0.7877611	0.6991223	0.59283376	0.78839886	0.78601503	0.85199404	0.6139033	0.77184546	0.78219813	0.7651649	0.8091925	0.6107149	0.0	0.7600542	0.7690458	0.81991476	0.81074584	0.66831684	0.7030616	0.86062884	0.85583013	0.87227815	0.58350545	0.8843004	0.77853614	0.7736498	0.7070911	0.60385895	0.5646899	0.6895229	0.65422225
wat/pron	0.9071997	0.8803925	0.9176334	0.90667593	0.9272855	0.92723185	0.9220379	0.9401099	0.8523904	0.7880504	0.74185103	0.87395304	0.92916995	0.8051716	0.81741214	0.77829903	0.8521967	0.9481871	0.9000289	0.9165396	0.7686049	0.9110592	0.8011281	0.87042975	0.83872294	0.76597065	0.9301818	0.7288197	0.55076694	0.8769704	0.87730014	0.8292403	0.94422495	0.7959788	0.9110352	0.8405453	0.85361993	0.8169708	0.88261336	0.82530373	0.95679134	0.96975857	0.7345809	0.72021985	0.7252022	0.8025614	0.7530437	0.9189605	0.9157309	0.64471704	0.8457571	0.9207678	0.8250904	0.8586583	0.8110653	0.92444986	0.7161893	0.8515644	0.6910671	0.80088645	0.691237	0.9028243	0.6070408	0.78248113	0.8748904	0.7017182	0.7808267	0.79909134	0.89136595	0.7780103	0.8557185	0.86270976	0.9549025	0.9128517	0.84651	0.8898361	0.8950375	0.7700107	0.88647246	0.9507587	0.8970837	0.8872202	0.94556963	0.9228411	0.8960942	0.9497739	0.7047448	0.8853636	0.88063073	0.8616515	0.8470943	0.7818374	0.8441203	0.8279687	0.8236707	0.88184357	0.8379346	0.7600542	0.0	0.7100601	0.9457637	0.9390784	0.88492286	0.68556553	0.8784608	0.8792416	0.88288873	0.68836075	0.94771963	0.87199074	0.82638675	0.722147	0.85576713	0.8576452	0.80489045	0.87006867
we/pron	0.7942688	0.8293101	0.9183427	0.87328213	0.9269129	0.88987875	0.89425516	0.8831831	0.76487565	0.80149204	0.63174963	0.8060488	0.8092898	0.75492823	0.88108313	0.7536373	0.7959183	0.9247976	0.86497337	0.8624792	0.74582577	0.90185195	0.74346614	0.8428957	0.7415552	0.6526724	0.8363539	0.5358746	0.7058345	0.9106904	0.8113448	0.7162725	0.86463284	0.7530987	0.91455525	0.70369756	0.8664055	0.7882266	0.91473186	0.69035184	0.9461608	0.9687736	0.8014953	0.79914653	0.7826807	0.7360685	0.7102916	0.9102713	0.92452216	0.4845174	0.7595561	0.90627	0.88589513	0.8442142	0.85043824	0.91990036	0.6370561	0.75719404	0.7253617	0.8087457	0.5918611	0.82782245	0.73813844	0.7652591	0.8662534	0.6736801	0.6670591	0.65882754	0.83950174	0.8196572	0.8625326	0.81390077	0.95152	0.9073166	0.8284872	0.90440756	0.76987076	0.7872905	0.7552337	0.9194992	0.913232	0.8840511	0.89693046	0.8368262	0.7750947	0.90925705	0.5762937	0.8125477	0.86432916	0.9081152	0.8376715	0.798251	0.8867617	0.89571047	0.83059126	0.92005605	0.77128124	0.7690458	0.7100601	0.0	0.841347	0.8356776	0.7097146	0.60961324	0.8788768	0.8846098	0.89291996	0.5451077	0.9392424	0.8529899	0.9076438	0.7342416	0.7459605	0.7953838	0.7831476	0.8578682
week/noun	0.8293317	0.8953933	0.88250214	0.90913445	0.93241656	0.88126504	0.90840054	0.90562	0.6979081	0.910992	0.84278715	0.824565	0.8678489	0.89891434	0.8979478	0.9219553	0.8928431	0.94011766	0.8241227	0.9029247	0.888307	0.93707156	0.8781611	0.926636	0.8696752	0.8462098	0.49243093	0.8212725	0.91274774	0.82701135	0.8420367	0.7960502	0.6830859	0.83472884	0.962762	0.8366545	0.92758626	0.8291251	0.9500351	0.8728534	0.8936404	0.9696924	0.907067	0.8739534	0.8867619	0.8829495	0.7918041	0.8854981	0.9540043	0.87066233	0.7255132	0.96025836	0.9368625	0.8991638	0.87712884	0.93602175	0.87912804	0.908481	0.9074767	0.87017	0.90203446	0.89166236	0.9152263	0.868544	0.8368911	0.9112538	0.7288201	0.8538037	0.7849618	0.84363186	0.8731802	0.82394767	0.96181	0.9251634	0.91463524	0.7787742	0.84289515	0.90432537	0.855391	0.93529516	0.9490363	0.909434	0.8631367	0.8742042	0.8381798	0.6594522	0.86693287	0.75692797	0.82840043	0.902543	0.9250422	0.8893206	0.9250474	0.9230256	0.88629186	0.85720026	0.7802961	0.81991476	0.9457637	0.841347	0.0	0.62656057	0.7697968	0.8958308	0.9120965	0.89594805	0.9207462	0.84720343	0.9374495	0.90092856	0.94014645	0.8907081	0.84572995	0.7956452	0.83339846	0.8693828
weekend/noun	0.70456153	0.84431696	0.869923	0.8874929	0.94961137	0.90688145	0.9223405	0.9039751	0.802927	0.86500204	0.8597834	0.8384133	0.7190796	0.9042696	0.89785105	0.8744158	0.85287714	0.91014373	0.8646728	0.8070096	0.8508516	0.8418194	0.8554783	0.8964188	0.80799764	0.85659516	0.601807	0.80957353	0.9173794	0.8450527	0.84000194	0.8283855	0.7773918	0.7946557	0.9609412	0.8168386	0.903778	0.81094444	0.9010892	0.8498741	0.93155384	0.94067425	0.8784505	0.89818054	0.8883245	0.78209454	0.8360347	0.8477564	0.9218986	0.87386644	0.77562237	0.91615117	0.8842799	0.8791944	0.85115165	0.8317107	0.88342035	0.8718084	0.8984276	0.82011616	0.85899246	0.910732	0.9093975	0.8811743	0.81810284	0.9162488	0.8369049	0.8545083	0.8257263	0.82761043	0.9209047	0.80414176	0.9588123	0.9153836	0.9214831	0.8492528	0.8648083	0.8512902	0.86799407	0.94485664	0.9190455	0.85323244	0.88930243	0.89436245	0.8186408	0.64822626	0.83404136	0.79521203	0.8762326	0.9309936	0.93125725	0.85639966	0.91051304	0.9334211	0.8768726	0.9147998	0.82896817	0.81074584	0.9390784	0.8356776	0.62656057	0.0	0.7632673	0.886476	0.89674604	0.89789075	0.9146121	0.8330807	0.92489517	0.8973588	0.9084229	0.8815945	0.81837606	0.8430627	0.89218014	0.8894118
weer/adv	0.7393944	0.8427104	0.9005171	0.8759445	0.93599445	0.83012235	0.91666895	0.9398156	0.7853035	0.80560374	0.6625624	0.7789828	0.7613696	0.8140028	0.813746	0.72577226	0.78017056	0.8572397	0.8037367	0.77125436	0.77997893	0.84657687	0.8133809	0.8419775	0.7509719	0.7790493	0.7790524	0.6073997	0.8423446	0.8189188	0.73457557	0.7660826	0.83847165	0.78986394	0.93050075	0.6224054	0.8625244	0.81257	0.82481635	0.7586586	0.90845823	0.92413384	0.78548455	0.7908857	0.8270565	0.75044	0.72500265	0.8499547	0.83592594	0.7295264	0.70946515	0.89500904	0.87214243	0.8684034	0.80779964	0.7764057	0.7368176	0.78260195	0.7895065	0.78956664	0.7922983	0.8241923	0.8123396	0.78901136	0.7821783	0.82139087	0.7369768	0.7344719	0.79314053	0.8493479	0.7970545	0.631778	0.9613463	0.86140454	0.8460667	0.7843175	0.6935869	0.7428788	0.8165673	0.9176518	0.9031784	0.87456197	0.9039177	0.84362423	0.8114816	0.8539492	0.6830257	0.71550435	0.8470373	0.8748324	0.89605814	0.7935189	0.83629596	0.8820234	0.8309985	0.92347187	0.71467805	0.66831684	0.88492286	0.7097146	0.7697968	0.7632673	0.0	0.78925	0.8829161	0.8930103	0.8879447	0.6764437	0.9021313	0.8610207	0.8350297	0.7765355	0.70426214	0.68567187	0.78229165	0.80726457
