	's/adv	Amsterdammer/noun	Chris/name	Lance/name	Lelièvre/name	Ronaldo/name	Schneider/name	Verhaegen/name	al/adv	alleen/adv	als/comp	amper/adv	andapos;s/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beton/noun	bijna/adv	binnen/adv	blijkbaar/adj	bloem/noun	bovendien/adv	concurrentie/noun	daar/adv	daarom/pp	dag/noun	dan/adv	dat/det	door/prep	eenmaal/noun	eerst/adv	eind/adv	er/adv	ertegen/pp	even/adj	evengoed/adv	evenwel/adv	geur/noun	gewoon/adj	gips/noun	golfplaat/noun	haar/pron	hem/pron	hen/pron	hier/adv	hij/pron	hitte/noun	huid/noun	ik/pron	intussen/adv	kaas/noun	karakter/noun	kind/noun	leven/noun	lucht/noun	maar/adv	makkelijk/adj	me/pron	meestal/adv	men/pron	mentaal/adj	mij/pron	nauwelijks/adv	net/adv	niet/adv	nog/adv	om/comp	ondanks/prep	overigens/adv	pijn/noun	plots/adj	provincie_raad_lid/noun	pupil/noun	simpelweg/adv	sinds/comp	snel/adj	soms/adv	speler/noun	spier_pijn/noun	stank/noun	student/noun	tegen/prep	tegenslag/noun	thuis/adv	tijdens/prep	toch/adv	toen/comp	tot/adv	twijfel/noun	uzelf/pron	vaak/adj	verdriet/noun	verhouding/noun	verschrikkelijk/adj	volgens/prep	voor/comp	wanneer/comp	wat/pron	we/pron	week/noun	weekend/noun	weer/adv	wel/adv	wereld_DIM/noun	werk/noun	wieler_sport/noun	ze/pron	zeeman/noun	zich/pron	ziel/noun	zo/adv	zodat/comp	zodra/comp	zolang/comp	zonder/prep
evenwel/adv	0.8592652	0.83680606	0.86575663	0.84999734	0.9177092	0.8440723	0.90889925	0.8855544	0.7915262	0.7600065	0.7531288	0.77563125	0.8841322	0.83742326	0.77710533	0.78501457	0.76020515	0.88275087	0.81716365	0.85069555	0.7155708	0.9027218	0.6640891	0.80342937	0.8285042	0.67472565	0.84999573	0.7332212	0.696406	0.7445546	0.80664617	0.77613646	0.8217358	0.74259543	0.90035033	0.76374066	0.84982955	0.0	0.86515236	0.84477484	0.92523444	0.95984393	0.8279448	0.8033821	0.7971438	0.8205236	0.78905386	0.844383	0.8794066	0.84290296	0.7287842	0.93040776	0.76280415	0.91394496	0.85400105	0.84276664	0.7696363	0.7902966	0.83466506	0.7348025	0.73696154	0.8315756	0.8079781	0.7477907	0.8360219	0.7136774	0.7558332	0.74097234	0.66422963	0.64725053	0.83949864	0.7685752	0.94146013	0.890249	0.8295661	0.7922635	0.7378763	0.74052525	0.81253225	0.92551845	0.89418787	0.8562419	0.7938388	0.8077874	0.8760457	0.8713009	0.6662359	0.7730181	0.73412037	0.78959405	0.8937335	0.74793506	0.8459476	0.7950039	0.8415168	0.7646075	0.7803731	0.7177515	0.8169708	0.7882266	0.8291251	0.81094444	0.81257	0.70898074	0.8773555	0.8606534	0.8957797	0.8073253	0.9052823	0.8218505	0.8369366	0.762582	0.72271293	0.76473373	0.71538913	0.75520897
geur/noun	0.78643626	0.8791944	0.9351404	0.92600965	0.95786035	0.92381614	0.9328649	0.9510954	0.9242569	0.79399395	0.8583219	0.8793763	0.8248346	0.9038825	0.81299925	0.7943579	0.83300215	0.8272055	0.8426558	0.7643902	0.85132855	0.66290283	0.82146114	0.90549076	0.8447721	0.87103486	0.8756484	0.87010854	0.8869899	0.79905427	0.82987165	0.8531257	0.9238145	0.866231	0.9166376	0.80422133	0.8687776	0.86515236	0.0	0.8022759	0.8999518	0.90860415	0.8275165	0.8807705	0.8792743	0.7971833	0.89407074	0.7636749	0.71871746	0.8823571	0.8736874	0.64844215	0.7901257	0.8912386	0.82390416	0.68485403	0.86025184	0.8346767	0.87171274	0.7495971	0.8160381	0.895835	0.87201804	0.8489926	0.8483833	0.90246457	0.89640564	0.8683613	0.84533525	0.85881877	0.82487965	0.8007666	0.94622463	0.91039664	0.84784794	0.8827127	0.87266034	0.7500432	0.9172172	0.90143454	0.68081844	0.89778954	0.9184847	0.9220274	0.84960055	0.929556	0.8655927	0.8951384	0.88951147	0.8981341	0.9052961	0.81884146	0.8149355	0.87553585	0.83012176	0.92010343	0.8723641	0.78716815	0.88261336	0.91473186	0.9500351	0.9010892	0.82481635	0.88462555	0.8949763	0.8953	0.9158487	0.81993276	0.88025194	0.90723777	0.7939493	0.8129978	0.76611173	0.80146617	0.8391249	0.8211492
gewoon/adj	0.7004216	0.8378418	0.89846635	0.88827115	0.93297905	0.88924795	0.9272567	0.9169304	0.8594863	0.6971993	0.6176897	0.8044383	0.7515425	0.74409187	0.83706474	0.6865734	0.7730101	0.86615145	0.8102855	0.7655377	0.7645291	0.81745636	0.7354473	0.87079895	0.7286632	0.74832547	0.79894054	0.6137762	0.7588364	0.8267268	0.7847208	0.7222971	0.8496721	0.8080268	0.9034399	0.699913	0.81733024	0.84477484	0.8022759	0.0	0.9038818	0.94430155	0.786715	0.80938596	0.79757035	0.6789309	0.7523667	0.8747438	0.84534913	0.65066844	0.7828977	0.78734785	0.87731934	0.77733	0.8348627	0.8236573	0.6279923	0.71824145	0.7932902	0.67977715	0.7526426	0.8680284	0.7899105	0.7935221	0.7578298	0.754514	0.81104356	0.7449216	0.8283392	0.8013967	0.84202117	0.7669938	0.9657077	0.9197812	0.7458654	0.84669864	0.7977346	0.7227721	0.85893226	0.9210906	0.87656313	0.8175461	0.88888097	0.89471805	0.6560218	0.85329914	0.69083035	0.8272445	0.86292493	0.8834865	0.8940456	0.71527433	0.8612162	0.88134265	0.8124527	0.8813177	0.7452582	0.6984488	0.82530373	0.69035184	0.8728534	0.8498741	0.7586586	0.71445084	0.8708453	0.88833606	0.9182365	0.62283105	0.91206646	0.8758791	0.8658508	0.7561039	0.6957693	0.75532246	0.7671455	0.7706178
gips/noun	0.9268378	0.92274344	0.9357331	0.95131314	0.96946	0.886248	0.95099604	0.92548805	0.9491697	0.912827	0.9252086	0.89156395	0.91248757	0.9568468	0.9503062	0.91194034	0.9109583	0.7258653	0.9060682	0.86287856	0.95143425	0.8432703	0.92339396	0.9622706	0.9091709	0.93403935	0.94541425	0.91348827	0.92396444	0.888004	0.8788263	0.8945561	0.9403411	0.94193405	0.9488123	0.9206261	0.91640747	0.92523444	0.8999518	0.9038818	0.0	0.8733679	0.88438255	0.9042098	0.9224099	0.9053757	0.8817245	0.9220338	0.81729954	0.9313444	0.92033464	0.8696263	0.93818396	0.9250021	0.95348144	0.872515	0.9118366	0.9182001	0.9261885	0.8740212	0.929533	0.9343405	0.93146586	0.92762756	0.9164984	0.92765373	0.9236275	0.9296602	0.9390209	0.95333046	0.8572487	0.9118348	0.9724781	0.9338217	0.9111389	0.9443375	0.92281526	0.8889922	0.9499338	0.8951547	0.92255116	0.93010104	0.9548864	0.9158579	0.91832095	0.95442057	0.9300337	0.9333971	0.93593353	0.95984906	0.9377381	0.9171164	0.93689114	0.9529888	0.91202676	0.97237045	0.89499825	0.9137788	0.95679134	0.9461608	0.8936404	0.93155384	0.90845823	0.9534016	0.9551941	0.8886325	0.9522722	0.8891798	0.9256099	0.9584262	0.9053687	0.9265377	0.8503075	0.9006598	0.9345758	0.91970533
golfplaat/noun	0.8792315	0.9583317	0.9786165	0.9794137	0.9679493	0.95271516	0.9598149	0.9675637	0.9562292	0.92296576	0.9565003	0.9348727	0.9105864	0.98227626	0.9547044	0.92350924	0.94223505	0.6965532	0.9330258	0.81980985	0.94350994	0.89778244	0.9362262	0.9665297	0.87981445	0.9543767	0.9518374	0.9576511	0.97436035	0.87226385	0.91875106	0.9074909	0.95930266	0.92632216	0.92996925	0.9511917	0.924426	0.95984393	0.90860415	0.94430155	0.8733679	0.0	0.9219593	0.9642778	0.9571222	0.89237213	0.9573091	0.82885367	0.8604364	0.9719105	0.93507326	0.9232404	0.95043975	0.9540955	0.95605147	0.85640943	0.9603147	0.93539244	0.97033083	0.89771277	0.9353726	0.97098124	0.96043944	0.92895174	0.9235407	0.9670388	0.94301355	0.94007504	0.94236577	0.96177524	0.9513484	0.90160453	0.9583307	0.94236207	0.93467426	0.94846433	0.95106304	0.9071852	0.9503459	0.9560874	0.87202704	0.97064984	0.9358449	0.9557773	0.9346847	0.9646055	0.96623	0.90736026	0.9631253	0.97871673	0.95541453	0.9272595	0.93765795	0.971008	0.94365025	0.96708393	0.9091943	0.93442374	0.96975857	0.9687736	0.9696924	0.94067425	0.92413384	0.9790604	0.9507552	0.93778753	0.9631828	0.9111218	0.93066216	0.9513706	0.9391807	0.9495406	0.850706	0.9051406	0.94221103	0.9073003
haar/pron	0.7645823	0.83162344	0.83056194	0.8385174	0.8923166	0.8447335	0.8887028	0.9046478	0.8511822	0.77540517	0.69046885	0.82141256	0.8004717	0.8226712	0.75840616	0.727628	0.8210315	0.86308247	0.8225248	0.77333915	0.7568877	0.7564827	0.80352676	0.88173443	0.76908386	0.7561662	0.8371736	0.7246481	0.790357	0.6646941	0.78392845	0.74242544	0.91049755	0.87849885	0.8942387	0.70065	0.83730537	0.8279448	0.8275165	0.786715	0.88438255	0.9219593	0.0	0.28496993	0.4202457	0.782091	0.5453319	0.8764704	0.75283986	0.64741874	0.7922596	0.9033322	0.8479887	0.6774014	0.77655834	0.81258833	0.76098716	0.81516397	0.50432706	0.7282139	0.7632915	0.8540201	0.48838973	0.81761694	0.78749835	0.7773521	0.872628	0.74768007	0.83582145	0.7856113	0.74653745	0.7248094	0.93264514	0.80352116	0.8429992	0.81926644	0.8522321	0.68340766	0.8142489	0.91481006	0.8602621	0.7995949	0.89395976	0.87153727	0.7452227	0.8430909	0.7531791	0.70057535	0.8664015	0.8667198	0.81721306	0.72421026	0.7794521	0.86587596	0.7773991	0.89484584	0.7608255	0.6641076	0.7345809	0.8014953	0.907067	0.8784505	0.78548455	0.78636503	0.885993	0.88877314	0.8688681	0.4536764	0.83732545	0.8046725	0.7548846	0.72228503	0.78551906	0.75909626	0.8235586	0.8016498
hem/pron	0.82869065	0.82355785	0.83645916	0.8183667	0.85642356	0.8317738	0.88706714	0.88085747	0.83478975	0.80228245	0.7013498	0.8362453	0.8523017	0.8371127	0.77044046	0.76903254	0.8320546	0.9091309	0.8422748	0.83807623	0.7374566	0.8373785	0.79316854	0.8605387	0.8086839	0.7215042	0.8551941	0.7203603	0.7682052	0.6771336	0.7980192	0.7638643	0.8955049	0.8745451	0.9019261	0.71791196	0.85729074	0.8033821	0.8807705	0.80938596	0.9042098	0.9642778	0.28496993	0.0	0.332348	0.8242017	0.47234505	0.89654666	0.85060513	0.6473707	0.778291	0.9238484	0.8704189	0.7659414	0.8157633	0.8565122	0.77136356	0.81427526	0.4459526	0.7867278	0.7473764	0.8625633	0.41703916	0.8174688	0.82180995	0.7417177	0.8532805	0.70926315	0.8299504	0.7708663	0.777532	0.75066376	0.92449594	0.80791306	0.8470303	0.7870679	0.84435284	0.7336041	0.7837311	0.92444813	0.87856734	0.8443179	0.85629374	0.8663465	0.79248095	0.8518283	0.7314967	0.68330204	0.85900235	0.839548	0.811845	0.7702523	0.8048609	0.8705868	0.804175	0.8586545	0.77779895	0.6953783	0.72021985	0.79914653	0.8739534	0.89818054	0.7908857	0.7706144	0.8869293	0.87516403	0.8455745	0.5206283	0.8739812	0.78880835	0.7867005	0.7398605	0.80736893	0.7568849	0.8114299	0.8157369
hen/pron	0.8304602	0.8215734	0.8631277	0.8548577	0.8418782	0.8792261	0.8911802	0.9083067	0.84452516	0.7633402	0.7134999	0.82157093	0.8464073	0.838761	0.746083	0.7997667	0.8222401	0.91361696	0.84126	0.842329	0.73739946	0.8556293	0.73153996	0.8406738	0.7749966	0.6898737	0.82845974	0.7526979	0.76804966	0.66038764	0.80753005	0.7542472	0.8789776	0.8453398	0.8897579	0.7887025	0.83171177	0.7971438	0.8792743	0.79757035	0.9224099	0.9571222	0.4202457	0.332348	0.0	0.7815674	0.6160226	0.88676757	0.86671317	0.7380282	0.7650753	0.92515373	0.87092304	0.6878326	0.813276	0.86507595	0.79091793	0.80108917	0.5718298	0.75279933	0.74064624	0.8270337	0.5452169	0.7622491	0.8422626	0.7409973	0.844556	0.673646	0.82716274	0.769495	0.800791	0.771969	0.9061639	0.8234242	0.8347497	0.8128963	0.85040605	0.7490697	0.79742944	0.92224634	0.8690777	0.7613967	0.8194157	0.86569273	0.79842925	0.816939	0.7644603	0.7072127	0.83701396	0.84936315	0.79982936	0.7336918	0.8031976	0.8479494	0.8031366	0.79440385	0.75877434	0.7164856	0.7252022	0.7826807	0.8867619	0.8883245	0.8270565	0.7787043	0.88279986	0.8847326	0.8652911	0.5245544	0.8696744	0.7557937	0.80594957	0.77595514	0.76473457	0.753119	0.77058053	0.77150464
hier/adv	0.6796447	0.8242911	0.8973254	0.91116035	0.9182021	0.91070414	0.89984757	0.9216087	0.79637414	0.7334385	0.693434	0.79963726	0.7489326	0.75534177	0.8000652	0.7287327	0.79111564	0.82980144	0.8251135	0.7578738	0.77221	0.7699155	0.7570936	0.8785573	0.4802429	0.7711793	0.79098004	0.70311743	0.78104246	0.8167538	0.78269273	0.77237135	0.86860156	0.65161717	0.9121693	0.74002534	0.82399803	0.8205236	0.7971833	0.6789309	0.9053757	0.89237213	0.782091	0.8242017	0.7815674	0.0	0.7612042	0.84140486	0.8521953	0.7077942	0.7882716	0.83642757	0.83883494	0.7861133	0.79296994	0.80704904	0.70634425	0.8070257	0.79750454	0.6984613	0.7246667	0.90310097	0.7634164	0.79117835	0.75217927	0.798908	0.80607045	0.78936505	0.8195257	0.80332565	0.8578407	0.76208687	0.9691787	0.92266196	0.82138866	0.83905315	0.84656197	0.69215417	0.875901	0.9485544	0.8565596	0.8159798	0.9027024	0.9132901	0.70971507	0.879473	0.7013794	0.792478	0.87126064	0.88757527	0.90296835	0.7146015	0.8410227	0.8650535	0.80421907	0.88576746	0.7925355	0.71275437	0.8025614	0.7360685	0.8829495	0.78209454	0.75044	0.73930454	0.8060229	0.87122655	0.88715875	0.64753824	0.8872722	0.85211134	0.7927278	0.735072	0.76806056	0.77603793	0.78534985	0.7996407
hij/pron	0.78816366	0.7828458	0.76972324	0.78017604	0.84465563	0.7951937	0.8493009	0.83816123	0.77031815	0.7754432	0.60014594	0.766959	0.8206163	0.7824259	0.79378164	0.70697355	0.7973746	0.9243778	0.7771657	0.8185925	0.7334157	0.84322006	0.75830704	0.87887084	0.7201024	0.69909	0.7915234	0.64574444	0.7923621	0.73771465	0.7360787	0.69857013	0.84517705	0.8556458	0.8857713	0.6026251	0.82626456	0.78905386	0.89407074	0.7523667	0.8817245	0.9573091	0.5453319	0.47234505	0.6160226	0.7612042	0.0	0.872333	0.84765595	0.42126942	0.7126968	0.93376845	0.84573364	0.7518393	0.783903	0.86622864	0.6890613	0.78358763	0.597386	0.7400862	0.67329824	0.80711305	0.6232424	0.7709441	0.74235785	0.7145144	0.7655704	0.7308979	0.7953169	0.75864875	0.7485932	0.6889217	0.91447294	0.8064806	0.8138865	0.7433413	0.7852421	0.66965497	0.7078052	0.9072688	0.9045773	0.784474	0.8587774	0.8456855	0.7249419	0.80025756	0.70386904	0.585117	0.82478064	0.85607123	0.81683695	0.6960932	0.80538154	0.8687371	0.73398817	0.8846528	0.6860002	0.6436052	0.7530437	0.7102916	0.7918041	0.8360347	0.72500265	0.70641994	0.8573419	0.8450921	0.8294342	0.3501256	0.86266375	0.7133212	0.76841784	0.683974	0.79785824	0.7293222	0.79141265	0.79092467
hitte/noun	0.77693486	0.9148971	0.9304477	0.89919174	0.94082177	0.91525763	0.92791474	0.9216266	0.8722903	0.8571782	0.8324442	0.8459607	0.8197253	0.91607106	0.8215457	0.8748818	0.8520961	0.78608036	0.85106313	0.7965684	0.8312272	0.8413308	0.810614	0.8640585	0.8263427	0.8910903	0.8179086	0.85822153	0.89087605	0.76878667	0.8330557	0.8744335	0.91020066	0.8383684	0.9155922	0.82109547	0.8719522	0.844383	0.7636749	0.8747438	0.9220338	0.82885367	0.8764704	0.89654666	0.88676757	0.84140486	0.872333	0.0	0.78462195	0.8738349	0.8332015	0.895703	0.8986719	0.90665185	0.87638736	0.74944335	0.888026	0.85694104	0.8787373	0.8106995	0.8807173	0.8818364	0.8857188	0.8324076	0.8631547	0.8783845	0.8929468	0.8726167	0.8071095	0.86001635	0.78674185	0.79086643	0.96544033	0.90685046	0.88718426	0.87614256	0.82961273	0.78370667	0.9058502	0.81471163	0.7440996	0.93546534	0.8682634	0.8261198	0.85085714	0.87670124	0.8656814	0.8181863	0.8871108	0.91279507	0.9393309	0.8210678	0.85472345	0.9064049	0.8550405	0.907633	0.8369324	0.7939912	0.9189605	0.9102713	0.8854981	0.8477564	0.8499547	0.90425205	0.8804933	0.92579633	0.9314231	0.8110782	0.891922	0.90802586	0.86853194	0.8649464	0.7740036	0.83025074	0.861259	0.8535857
huid/noun	0.83189195	0.89961964	0.89145935	0.9238373	0.95178217	0.8999698	0.9481441	0.9370122	0.91807514	0.8086326	0.8364446	0.8521481	0.8629919	0.8983274	0.8346655	0.810425	0.8300957	0.76356816	0.837106	0.7820767	0.8597989	0.75489587	0.8217957	0.92321306	0.8486458	0.88013786	0.89542836	0.8541756	0.9230444	0.7608367	0.8288321	0.8206352	0.9399041	0.90585816	0.9006291	0.8232925	0.85859025	0.8794066	0.71871746	0.84534913	0.81729954	0.8604364	0.75283986	0.85060513	0.86671317	0.8521953	0.84765595	0.78462195	0.0	0.8991028	0.85205466	0.7932378	0.84223557	0.8418322	0.8641153	0.7072043	0.8535649	0.8250855	0.8914223	0.7392837	0.8710083	0.897804	0.9065153	0.8564909	0.8399972	0.92297965	0.8939378	0.86642766	0.8477348	0.87468773	0.71402067	0.79466945	0.9628136	0.8916802	0.87480426	0.8782435	0.844065	0.7460289	0.90868556	0.8339653	0.8315245	0.9231022	0.8726242	0.910739	0.87940454	0.9244392	0.8798362	0.86582464	0.86773604	0.92374474	0.90871865	0.7902437	0.8522834	0.85982376	0.8355744	0.943425	0.8324489	0.7676806	0.9157309	0.92452216	0.9540043	0.9218986	0.83592594	0.908	0.91679066	0.919787	0.90710515	0.7774862	0.8757223	0.855597	0.78807104	0.8051896	0.6988512	0.80372363	0.87540513	0.815319
ik/pron	0.7662338	0.83727425	0.8756362	0.82199997	0.8907641	0.84123075	0.9031233	0.8982767	0.7836714	0.76142216	0.5367398	0.8073514	0.8043202	0.7208766	0.816967	0.633185	0.79362535	0.9455115	0.8475485	0.85313314	0.71141815	0.8782113	0.8070158	0.888964	0.7276931	0.67427087	0.81684625	0.5176937	0.6818451	0.8820704	0.8001703	0.7531127	0.91186225	0.8237887	0.9171537	0.62073755	0.8578559	0.84290296	0.8823571	0.65066844	0.9313444	0.9719105	0.64741874	0.6473707	0.7380282	0.7077942	0.42126942	0.8738349	0.8991028	0.0	0.8167088	0.9177965	0.8961307	0.75329965	0.81129557	0.91531426	0.5826174	0.80621374	0.46637648	0.7890967	0.6285618	0.8216657	0.51027894	0.796492	0.8016401	0.63608474	0.6903432	0.74386966	0.8734048	0.82575047	0.74541456	0.77936023	0.957504	0.85300964	0.8310811	0.8473824	0.81184345	0.6746357	0.7522999	0.8454291	0.8893986	0.836547	0.9437468	0.86608875	0.7293097	0.9008059	0.55140245	0.71531	0.9099412	0.8883432	0.79848844	0.72181094	0.8079547	0.92617375	0.70099485	0.9706914	0.7474055	0.6960777	0.64471704	0.4845174	0.87066233	0.87386644	0.7295264	0.54143494	0.8444242	0.87796175	0.8589403	0.41048956	0.88958144	0.8038854	0.82607186	0.6649984	0.85624075	0.7943563	0.81992924	0.8548357
intussen/adv	0.7903431	0.84867483	0.8334741	0.8645215	0.90765107	0.8498486	0.8796863	0.89832366	0.6592786	0.78608197	0.7346328	0.7790729	0.83741796	0.81750095	0.8089527	0.7557385	0.74514985	0.8707765	0.77148724	0.7982276	0.7259769	0.8275255	0.7124078	0.8075112	0.75829744	0.7225288	0.7876514	0.73504347	0.8214825	0.7185909	0.73126006	0.7052192	0.7355137	0.76748556	0.912226	0.74407494	0.8556817	0.7287842	0.8736874	0.7828977	0.92033464	0.93507326	0.7922596	0.778291	0.7650753	0.7882716	0.7126968	0.8332015	0.85205466	0.8167088	0.0	0.8886982	0.8356985	0.8331969	0.83904904	0.8252845	0.77572626	0.7913344	0.85179424	0.76714957	0.7463573	0.84342515	0.8502587	0.77973473	0.78049284	0.8271178	0.71413815	0.7378185	0.735072	0.73468894	0.850162	0.71661747	0.9332131	0.9010071	0.8496704	0.710427	0.6885253	0.78445655	0.8001748	0.96394247	0.9175186	0.8000205	0.8259707	0.83392555	0.7998611	0.8212285	0.75232977	0.70345455	0.7498411	0.839935	0.9192206	0.782635	0.84311193	0.8312974	0.83131284	0.75203216	0.68757355	0.7037126	0.8457571	0.7595561	0.7255132	0.77562237	0.70946515	0.79499847	0.847407	0.83593965	0.87520945	0.68983066	0.90108776	0.79745555	0.8455748	0.7783994	0.69150186	0.6869931	0.72798085	0.7961478
kaas/noun	0.82782	0.91191167	0.93188167	0.92217207	0.96781605	0.93512976	0.937452	0.9680402	0.93054944	0.8455623	0.89695954	0.8834518	0.8399057	0.93187404	0.9322276	0.82811874	0.8643192	0.84675217	0.8872375	0.77694917	0.89527625	0.65014887	0.85929716	0.91045666	0.88917226	0.8946396	0.89898634	0.8545931	0.9233153	0.87100303	0.87227786	0.8405585	0.94548965	0.9081951	0.9592557	0.85380477	0.8749293	0.93040776	0.64844215	0.78734785	0.8696263	0.9232404	0.9033322	0.9238484	0.92515373	0.83642757	0.93376845	0.895703	0.7932378	0.9177965	0.8886982	0.0	0.8835071	0.92362356	0.9248699	0.8014141	0.855179	0.8564556	0.94168293	0.78565514	0.83977103	0.9491065	0.9373743	0.8883737	0.87766904	0.9213763	0.91106856	0.8903665	0.9099708	0.88005173	0.9337932	0.8869017	0.96542084	0.94291985	0.859198	0.92166895	0.89041257	0.8657061	0.93723524	0.969445	0.89185756	0.9057201	0.9548189	0.9389502	0.85191584	0.94543546	0.8996389	0.946778	0.91590726	0.9432174	0.9385295	0.88090897	0.8957134	0.91805315	0.9271469	0.9413341	0.8599822	0.8665349	0.9207678	0.90627	0.96025836	0.91615117	0.89500904	0.9012998	0.9367619	0.9238998	0.9159355	0.8420638	0.9146232	0.94524586	0.9023529	0.8784844	0.80347836	0.8736238	0.9034684	0.86090857
karakter/noun	0.90714824	0.8521738	0.8675146	0.91365325	0.9527475	0.9024365	0.91978616	0.92328125	0.91095674	0.7545203	0.86962736	0.8818917	0.9073775	0.8570241	0.7810473	0.7057078	0.68719196	0.860281	0.7565466	0.88176733	0.7821774	0.8463402	0.72084486	0.8593558	0.88732904	0.7699464	0.9130344	0.8774224	0.78987265	0.79364634	0.86634934	0.874591	0.91825557	0.8796454	0.9206559	0.80534494	0.83862054	0.76280415	0.7901257	0.87731934	0.93818396	0.95043975	0.8479887	0.8704189	0.87092304	0.83883494	0.84573364	0.8986719	0.84223557	0.8961307	0.8356985	0.8835071	0.0	0.8789447	0.7481787	0.8559723	0.8042413	0.83345103	0.8838155	0.7131939	0.7961197	0.83832383	0.85230154	0.8029325	0.8291706	0.8508401	0.8816873	0.8378377	0.71938586	0.7615759	0.8597959	0.83898616	0.9464588	0.89911336	0.8497144	0.85287344	0.85954696	0.58303285	0.87326866	0.9411751	0.92676646	0.82992005	0.86301476	0.87222695	0.908161	0.8789822	0.77935576	0.9146328	0.8454424	0.7997818	0.8889287	0.670243	0.818804	0.74112564	0.8289887	0.8776487	0.8550656	0.77307177	0.8250904	0.88589513	0.9368625	0.8842799	0.87214243	0.82433605	0.82411766	0.76404965	0.8612609	0.85563326	0.8859674	0.8684372	0.7407996	0.6743051	0.80283403	0.83734334	0.7871378	0.8083116
kind/noun	0.81467986	0.8112516	0.9079976	0.9290468	0.9388876	0.89039046	0.93696076	0.935259	0.871738	0.8088791	0.777288	0.8482268	0.83189696	0.872984	0.80398834	0.82158107	0.85221666	0.9428413	0.85654604	0.87567997	0.8245831	0.8523693	0.8166851	0.921474	0.8215269	0.8081062	0.8533927	0.82013345	0.8911319	0.80287015	0.8447058	0.84922874	0.9271192	0.8891598	0.9022422	0.8499955	0.84885645	0.91394496	0.8912386	0.77733	0.9250021	0.9540955	0.6774014	0.7659414	0.6878326	0.7861133	0.7518393	0.90665185	0.8418322	0.75329965	0.8331969	0.92362356	0.8789447	0.0	0.7978509	0.8888566	0.8286535	0.8417353	0.809734	0.756122	0.8215969	0.8063199	0.8237948	0.85926384	0.8150084	0.8448148	0.91381866	0.82218874	0.8803199	0.872347	0.7891717	0.83820796	0.9629695	0.8702468	0.8722368	0.8688909	0.8954298	0.7680172	0.86699176	0.90791976	0.92611754	0.73202467	0.8937326	0.9169409	0.7098777	0.8734035	0.8545908	0.8192768	0.896709	0.8980167	0.8702744	0.69944406	0.80552006	0.8519663	0.8329296	0.8930447	0.8417729	0.75557077	0.8586583	0.8442142	0.8991638	0.8791944	0.8684034	0.87227815	0.90198994	0.91868424	0.93279135	0.5975954	0.86290216	0.86052394	0.8421826	0.8430769	0.81844765	0.83802235	0.8395302	0.84759533
leven/noun	0.87618387	0.86316776	0.8713876	0.89228123	0.941718	0.88413435	0.9056978	0.9396442	0.8708377	0.8278897	0.81580156	0.86428255	0.8662175	0.853866	0.75827324	0.77407265	0.82596815	0.9010067	0.8076992	0.87950623	0.81063026	0.8545388	0.8235049	0.90009844	0.8535277	0.8041721	0.805508	0.859327	0.8159414	0.781762	0.83607906	0.8647965	0.9046131	0.8858197	0.9340136	0.8122063	0.8455082	0.85400105	0.82390416	0.8348627	0.95348144	0.95605147	0.77655834	0.8157633	0.813276	0.79296994	0.783903	0.87638736	0.8641153	0.81129557	0.83904904	0.9248699	0.7481787	0.7978509	0.0	0.8614582	0.8222257	0.85448384	0.8138462	0.7826346	0.8304005	0.8239185	0.7816843	0.82902133	0.8104859	0.86436766	0.87492317	0.8319379	0.80967456	0.8431073	0.8039454	0.81255686	0.9503227	0.8999595	0.8768807	0.82070136	0.8847615	0.7091099	0.9030766	0.96174777	0.8798413	0.8574309	0.9072483	0.84147096	0.8395938	0.8639027	0.7863051	0.8574656	0.8547797	0.84933245	0.8381882	0.75658983	0.76533926	0.7856318	0.7840779	0.91918266	0.84905	0.77952826	0.8110653	0.85043824	0.87712884	0.85115165	0.80779964	0.85534894	0.81585175	0.812622	0.8452484	0.76600814	0.88613725	0.8389735	0.7338135	0.7476774	0.8417914	0.81289345	0.81980467	0.8364015
lucht/noun	0.74361825	0.91937846	0.91562736	0.9004937	0.9632808	0.93330276	0.9294401	0.9555909	0.9056262	0.830565	0.8392856	0.832603	0.8346107	0.88935906	0.833854	0.7965412	0.8170372	0.77474356	0.8109721	0.6893662	0.8497016	0.7209482	0.8271076	0.89876735	0.7898755	0.883591	0.80597	0.8198807	0.92308044	0.7058399	0.7948997	0.7813824	0.90823454	0.8091757	0.9410959	0.767273	0.87985194	0.84276664	0.68485403	0.8236573	0.872515	0.85640943	0.81258833	0.8565122	0.86507595	0.80704904	0.86622864	0.74944335	0.7072043	0.91531426	0.8252845	0.8014141	0.8559723	0.8888566	0.8614582	0.0	0.8465439	0.8035345	0.88523793	0.7356725	0.8467945	0.909944	0.882462	0.83501947	0.80185544	0.92420745	0.90763336	0.850888	0.82199347	0.8719504	0.8356767	0.7342052	0.96632034	0.9158782	0.88015455	0.8794258	0.82155013	0.748775	0.9111579	0.9178715	0.7784233	0.9066509	0.8937095	0.9206295	0.86033046	0.8834892	0.8728778	0.81829834	0.89075536	0.9070993	0.92848176	0.83380675	0.8691666	0.87755334	0.8537215	0.9073334	0.8060155	0.74181974	0.92444986	0.91990036	0.93602175	0.8317107	0.7764057	0.9095249	0.906446	0.92131346	0.9377193	0.7995234	0.89395595	0.882095	0.80338264	0.84008396	0.7063683	0.77506757	0.8552399	0.8153231
