	tegenslag/noun	men/pron	verhouding/noun	zich/pron	speler/noun	spier_pijn/noun	soms/adv	wieler_sport/noun	behoorlijk/adj	provincie_raad_lid/noun	door/prep	golfplaat/noun	gewoon/adj	angst/noun	overigens/adv	Chris/name	Verhaegen/name	pijn/noun	zo/adv	dag/noun	ertegen/pp	nauwelijks/adv	Schneider/name	hitte/noun	hier/adv	zodat/comp	ik/pron	lucht/noun	twijfel/noun	snel/adj	stank/noun	daarom/pp	alleen/adv	blijkbaar/adj	als/comp	bovendien/adv	zonder/prep	Ronaldo/name	student/noun	verdriet/noun	wereld_DIM/noun	mentaal/adj	tijdens/prep	maar/adv	simpelweg/adv	's/adv	thuis/adv	eerst/adv	er/adv	wanneer/comp	weekend/noun	binnen/adv	zodra/comp	om/comp	andapos;s/adv	huid/noun	niet/adv	dan/adv	eenmaal/noun	tot/adv	evenwel/adv	voor/comp	nog/adv	werk/noun	Lelièvre/name	meestal/adv	me/pron	ze/pron	daar/adv	geur/noun	mij/pron	uzelf/pron	sinds/comp	even/adj	plots/adj	verschrikkelijk/adj	volgens/prep	toen/comp	kaas/noun	beetje/noun	tegen/prep	evengoed/adv	ondanks/prep	makkelijk/adj	bijna/adv	wel/adv	vaak/adj	zeeman/noun	haar/pron	karakter/noun	toch/adv	gips/noun	pupil/noun	net/adv	wat/pron	weer/adv	intussen/adv	anders/adj	Lance/name	Amsterdammer/noun	amper/adv	dat/det	kind/noun	we/pron	leven/noun	al/adv	bloem/noun	hem/pron	ziel/noun	week/noun	beton/noun	hen/pron	hij/pron	concurrentie/noun	eind/adv	zolang/comp
blijkbaar/adj	0.7790607	0.60806096	0.84813964	0.7811408	0.7886054	0.8424177	0.6323944	0.7861294	0.6794427	0.9093306	0.82724744	0.9150107	0.6871676	0.76471907	0.6861316	0.94391036	0.88820636	0.75456285	0.71199477	0.91345096	0.820402	0.6715282	0.90191686	0.82010764	0.69330657	0.7227764	0.59834325	0.8773176	0.79827255	0.76089007	0.8072921	0.65798223	0.7240191	0.0	0.6315775	0.6184971	0.7869217	0.87405056	0.86478245	0.7907988	0.74552184	0.73318195	0.9286017	0.7032608	0.67927074	0.90058094	0.819473	0.80944616	0.7192129	0.67627287	0.8651466	0.8494235	0.7532252	0.66840893	0.8689693	0.860735	0.53480387	0.6432009	0.78784156	0.8003306	0.60909677	0.7870321	0.6802237	0.8355284	0.87765455	0.69671935	0.6445396	0.6580471	0.7498667	0.82042843	0.59462935	0.7549044	0.8729455	0.712464	0.6868289	0.7228162	0.8290666	0.8271746	0.89130616	0.6679533	0.88893366	0.74381447	0.8077231	0.73943025	0.87471956	0.5723723	0.67425287	0.8888753	0.72382367	0.8477925	0.53051084	0.88800025	0.85450923	0.81355816	0.67494035	0.76853985	0.73648685	0.7470257	0.86639047	0.8274014	0.81850046	0.6114013	0.8383285	0.63529426	0.82729954	0.77924514	0.88722074	0.6823309	0.82330906	0.92466354	0.8612634	0.68875504	0.741856	0.8178835	0.9182587	0.7095951
als/comp	0.7917029	0.6497517	0.8472591	0.80225474	0.8279264	0.82287437	0.5439307	0.80022544	0.7218366	0.9241347	0.8413992	0.9092344	0.5398905	0.76588976	0.73868597	0.96611726	0.9084183	0.71291053	0.61995053	0.8197795	0.7816571	0.74511564	0.8833084	0.79787385	0.5741841	0.6498159	0.4738471	0.8472895	0.86337256	0.7294805	0.7702858	0.6394053	0.67194885	0.6315775	0.0	0.68806636	0.75326586	0.8376709	0.8815691	0.7816983	0.75714374	0.8190869	0.8935113	0.6012552	0.6802927	0.73221123	0.70206594	0.6980598	0.6664226	0.27752936	0.877274	0.7858244	0.4850797	0.65256596	0.7600798	0.82066095	0.52896476	0.35226166	0.6458772	0.79600966	0.7378943	0.59147316	0.6912065	0.85894614	0.8699639	0.616164	0.5857976	0.5085058	0.6256459	0.81179917	0.5739479	0.7183672	0.8009999	0.62010837	0.64101374	0.61590105	0.8584	0.6318964	0.85928667	0.60081065	0.85174775	0.721449	0.823092	0.7154894	0.84009403	0.53627706	0.61894166	0.8472786	0.6738037	0.8849467	0.47332138	0.8876485	0.8409001	0.7525815	0.5820888	0.61127394	0.769102	0.6432475	0.85068893	0.81230795	0.85408854	0.567119	0.7724845	0.55723464	0.79605395	0.79062676	0.8765145	0.66784084	0.81871015	0.85089636	0.8777552	0.7167431	0.62698174	0.84876746	0.894602	0.53395605
bovendien/adv	0.7162187	0.6624967	0.6894897	0.7556832	0.73152244	0.8168248	0.64794195	0.766983	0.6068772	0.89921963	0.7148116	0.8750513	0.74723715	0.7655489	0.5397266	0.95300716	0.8933048	0.8066393	0.6499093	0.871854	0.81801754	0.6308621	0.8548757	0.7572528	0.73487365	0.51707387	0.7639016	0.8337337	0.7952454	0.6786017	0.76605004	0.5268842	0.6742499	0.6184971	0.68806636	0.0	0.7290374	0.8363905	0.76232123	0.8371248	0.7536474	0.7054782	0.89349085	0.7794769	0.6132292	0.90695953	0.84623706	0.76447654	0.6969683	0.65985876	0.87326497	0.87435186	0.6775144	0.57510626	0.8776823	0.80200255	0.6577866	0.73995006	0.79964757	0.7061401	0.54799604	0.82219636	0.7053833	0.7637275	0.87223613	0.6385791	0.7510964	0.67367744	0.77684045	0.7856486	0.7394881	0.7750069	0.82091117	0.79675156	0.7938296	0.7915144	0.72729564	0.8954062	0.84108555	0.76975036	0.8627372	0.73345256	0.6867559	0.6848259	0.8351308	0.67087126	0.606211	0.8348647	0.7720504	0.69867396	0.6543125	0.87012523	0.8124263	0.87330294	0.7652323	0.79169387	0.68416876	0.7960481	0.87354624	0.78887784	0.8196827	0.6175566	0.8054276	0.6671976	0.8188441	0.7637757	0.86273766	0.73669374	0.877041	0.87397265	0.77876127	0.67503875	0.730162	0.6412772	0.88839805	0.6140417
zonder/prep	0.8251298	0.8303567	0.8179749	0.8773512	0.82365364	0.87334573	0.75229055	0.83384645	0.7879419	0.93207186	0.78971434	0.874407	0.7515532	0.7684314	0.804915	0.93394065	0.8928123	0.8068442	0.8771177	0.85661894	0.83977044	0.7453103	0.9037119	0.809623	0.81944555	0.6831213	0.8356669	0.8594684	0.82434577	0.7918426	0.8281014	0.8195284	0.69487417	0.7869217	0.75326586	0.7290374	0.0	0.8285795	0.8653761	0.82300806	0.84338903	0.8073763	0.86715555	0.8579427	0.7615049	0.8672418	0.7977278	0.7946994	0.76169467	0.7165749	0.8574153	0.8038357	0.68438834	0.71601766	0.8552572	0.8508499	0.8280525	0.82609683	0.8012911	0.81676996	0.7298392	0.75665677	0.8230564	0.85822	0.8993209	0.73365283	0.8782023	0.79078364	0.81622887	0.82881933	0.86162186	0.83050317	0.8525133	0.855595	0.782784	0.83613026	0.8843784	0.83653927	0.87017864	0.80981135	0.8065072	0.7781987	0.69747996	0.77703094	0.89728236	0.8175961	0.74719	0.85489875	0.8481798	0.8413617	0.808618	0.85366976	0.8609735	0.8656654	0.8860594	0.8336362	0.8165524	0.8622234	0.8832734	0.850993	0.86388594	0.8435657	0.8315284	0.82190293	0.83288896	0.8763703	0.85792685	0.8544292	0.8452451	0.88221467	0.84424937	0.81582594	0.81250596	0.8799533	0.89778465	0.67024785
Ronaldo/name	0.82093775	0.88801306	0.91351646	0.87193936	0.62160325	0.8620691	0.8560752	0.8329261	0.82827616	0.90299726	0.81443685	0.9362004	0.86250377	0.88487864	0.84400684	0.8191261	0.78920686	0.8586335	0.883995	0.8711275	0.8844998	0.8520641	0.770781	0.8480869	0.8811212	0.82432127	0.8260654	0.90507996	0.87623936	0.8366735	0.907217	0.8700073	0.8502523	0.87405056	0.8376709	0.8363905	0.8285795	0.0	0.9136637	0.8732117	0.87484056	0.8226099	0.7987305	0.88988316	0.84326375	0.90203536	0.81719637	0.8262395	0.88860977	0.8174858	0.82187486	0.8399898	0.83454204	0.87071455	0.88521117	0.8923607	0.86394405	0.8319203	0.8171275	0.8047474	0.796789	0.84595644	0.81794226	0.89099973	0.89190507	0.85600615	0.85755837	0.8108166	0.8593783	0.9199541	0.8638301	0.859473	0.7908875	0.8217319	0.79675686	0.87558436	0.92244303	0.7419094	0.9248171	0.87057865	0.73799914	0.84101766	0.8030415	0.86806875	0.85906285	0.89228594	0.85250324	0.8647541	0.84051096	0.89499176	0.8332349	0.8488683	0.79050946	0.7896815	0.8965284	0.7924777	0.8310522	0.90329427	0.76890206	0.74572015	0.7977196	0.88885415	0.89177173	0.8263873	0.89824647	0.8404192	0.8822329	0.81117547	0.8787904	0.80455077	0.9016544	0.87014395	0.7330836	0.8892201	0.86698353	0.8737414
student/noun	0.8996788	0.81834304	0.8512893	0.8505037	0.79492515	0.9221652	0.85839975	0.8593215	0.858783	0.88247436	0.7838211	0.91782826	0.85270846	0.8893631	0.8585747	0.9178154	0.90182954	0.9171127	0.8824298	0.8098427	0.8437142	0.8295147	0.8889851	0.8800496	0.8352778	0.811984	0.8624563	0.9374197	0.9223376	0.88680714	0.8811446	0.80186045	0.8434749	0.86478245	0.8815691	0.76232123	0.8653761	0.9136637	0.0	0.9015382	0.84646255	0.8560666	0.8483895	0.8829331	0.83999383	0.86936754	0.8339553	0.8319622	0.809255	0.84506714	0.85323286	0.9091545	0.87051314	0.78218853	0.8666185	0.92211133	0.88783395	0.8994522	0.871857	0.8420694	0.8896139	0.8695868	0.8745457	0.8183044	0.905676	0.7799595	0.8788565	0.7649561	0.8291909	0.8945575	0.87864965	0.8662402	0.8531885	0.91032046	0.89155483	0.9117053	0.86617374	0.8701465	0.8950388	0.91833216	0.9002723	0.81688964	0.8755194	0.86496925	0.7808854	0.90103817	0.7580719	0.77303314	0.8459233	0.84814185	0.8965607	0.89647555	0.80726755	0.919209	0.9057848	0.9030142	0.8100246	0.9257098	0.9133503	0.7136517	0.8049676	0.9009279	0.6377177	0.8446555	0.8733375	0.82729095	0.8828258	0.8478261	0.858618	0.87095344	0.8859394	0.73715603	0.8206582	0.848559	0.8859173	0.8697951
verdriet/noun	0.71218157	0.8280518	0.8653311	0.843313	0.9001373	0.8461714	0.6492171	0.82074076	0.8310472	0.952967	0.7943455	0.9038087	0.82022697	0.4911409	0.8587564	0.9381344	0.91950834	0.51145303	0.79854673	0.9001074	0.8554425	0.8270043	0.863685	0.77441335	0.7990376	0.8367641	0.74345195	0.88912284	0.733487	0.88694	0.7697249	0.8517959	0.7933102	0.7907988	0.7816983	0.8371248	0.82300806	0.8732117	0.9015382	0.0	0.8228154	0.8091626	0.9182997	0.8368912	0.81014776	0.91489863	0.83531004	0.88786334	0.8240252	0.7296189	0.9395329	0.89061505	0.8279328	0.837517	0.91802156	0.7855077	0.82384604	0.81697035	0.85719025	0.89070344	0.8641211	0.85976195	0.84844047	0.8604131	0.90768754	0.78197277	0.7715734	0.7086341	0.8326631	0.80433124	0.7485246	0.78621686	0.8691346	0.8034342	0.7620966	0.6732458	0.92641056	0.8154017	0.8989275	0.75118923	0.9139988	0.80019766	0.82211006	0.85364234	0.86745584	0.8511578	0.7280135	0.78538567	0.7137538	0.8212026	0.7973317	0.91376734	0.8440574	0.87196845	0.8246164	0.8453782	0.85278445	0.8563035	0.89144963	0.84619814	0.90307504	0.7985632	0.73121375	0.81222355	0.6933394	0.88552076	0.83093655	0.77730423	0.68254864	0.93320864	0.8642567	0.77771616	0.7599531	0.86956435	0.95550627	0.82925165
wereld_DIM/noun	0.83109665	0.7682247	0.82359093	0.81138134	0.8422671	0.8822008	0.7157197	0.73386925	0.816274	0.93178535	0.8321204	0.9152673	0.7688813	0.7993647	0.7723968	0.9250021	0.90716565	0.83467907	0.7298097	0.8944307	0.86707497	0.786075	0.8837879	0.8538435	0.69186306	0.810935	0.7088158	0.8831904	0.85891986	0.8405409	0.84317636	0.80055845	0.7918257	0.74552184	0.75714374	0.7536474	0.84338903	0.87484056	0.84646255	0.8228154	0.0	0.8518456	0.897483	0.80192316	0.8063946	0.88471603	0.8511337	0.8436457	0.80046535	0.7760627	0.88642645	0.8577022	0.79018897	0.802238	0.88002455	0.85664487	0.7472004	0.77681494	0.7874414	0.8345649	0.8214941	0.82932156	0.81110847	0.8272118	0.8710791	0.7620522	0.76417124	0.70051336	0.7269324	0.82721823	0.75147116	0.8148637	0.8275048	0.7846601	0.77484995	0.7913104	0.87959474	0.8346828	0.88747454	0.7436923	0.91211104	0.762004	0.85167307	0.8066225	0.9003794	0.73218817	0.7445458	0.8164748	0.7840993	0.76194656	0.7057998	0.8877683	0.84035206	0.8621944	0.8005439	0.7931657	0.7774321	0.8108229	0.88312966	0.83340573	0.8909919	0.7576653	0.8395253	0.7555477	0.7416967	0.82410246	0.8690502	0.7906343	0.8253867	0.91866213	0.87397575	0.8010642	0.74245685	0.8411348	0.9247668	0.7964492
mentaal/adj	0.6609241	0.8596017	0.8316484	0.84769875	0.7449062	0.81725717	0.768147	0.8158401	0.69110894	0.95745873	0.8187114	0.94057304	0.83883953	0.81015897	0.85649574	0.9419255	0.90404826	0.75530547	0.8579769	0.91232204	0.89177823	0.79519606	0.9107636	0.7917751	0.85467464	0.7735493	0.80462146	0.9028998	0.832444	0.818334	0.8856078	0.8325181	0.8081134	0.73318195	0.8190869	0.7054782	0.8073763	0.8226099	0.8560666	0.8091626	0.8518456	0.0	0.8781857	0.867646	0.7835294	0.93135744	0.82997465	0.87107575	0.848075	0.80735767	0.88063526	0.91665345	0.8235241	0.7720433	0.91332555	0.8553287	0.8031501	0.8434654	0.84270304	0.86439717	0.77970845	0.8505986	0.79474074	0.8507935	0.9092279	0.7910075	0.81116897	0.8197078	0.86259043	0.8734176	0.83229756	0.81423306	0.8817562	0.8651417	0.8244195	0.8032167	0.93395483	0.88402754	0.9279168	0.8414225	0.83652955	0.829285	0.7358917	0.80687445	0.8949514	0.8155154	0.76931465	0.898942	0.8684051	0.7679296	0.7597969	0.8895373	0.7759578	0.8683375	0.89520836	0.81274396	0.81087685	0.89486843	0.8419702	0.8557685	0.85618687	0.7822968	0.76887023	0.7606547	0.82661754	0.8558023	0.93236893	0.8682642	0.8839117	0.8727168	0.8930953	0.8238748	0.83069825	0.79544854	0.95080924	0.8188935
tijdens/prep	0.86623394	0.9326552	0.9216902	0.90423775	0.8723156	0.8965706	0.8743154	0.88789594	0.8866655	0.92250544	0.7656847	0.9463778	0.9069027	0.90796757	0.8890129	0.94788784	0.89706844	0.9184116	0.92719144	0.73008466	0.8933008	0.87590015	0.8691072	0.83372253	0.88202685	0.8703208	0.9004768	0.92633283	0.9280527	0.8943788	0.8979245	0.91279423	0.9193412	0.9286017	0.8935113	0.89349085	0.86715555	0.7987305	0.8483895	0.9182997	0.897483	0.8781857	0.0	0.95552576	0.89214563	0.84188896	0.85175383	0.8480558	0.8580418	0.8174112	0.7063296	0.88889384	0.84433657	0.8973971	0.8203987	0.9384491	0.9507422	0.9215813	0.86251473	0.834268	0.85789406	0.83044887	0.8895029	0.8991193	0.88565993	0.8501505	0.9377346	0.8566206	0.8473798	0.9367412	0.94068855	0.8967775	0.74647737	0.90436757	0.84000206	0.8397651	0.8953607	0.70881	0.95508343	0.94200325	0.7925633	0.8632167	0.84633076	0.927063	0.89019895	0.95353746	0.85013485	0.8417889	0.87380123	0.8972053	0.93695384	0.8971961	0.8260577	0.8623838	0.9414309	0.86368686	0.8534832	0.95299196	0.83384097	0.8356451	0.86952245	0.9451123	0.8813181	0.8885632	0.90393627	0.8370209	0.9267091	0.8757882	0.9272711	0.66465986	0.9311526	0.86367023	0.8018771	0.9297601	0.7879369	0.87301564
maar/adv	0.8462103	0.66117954	0.8847564	0.8678093	0.83006823	0.8713393	0.6223484	0.8394554	0.7829714	0.95257187	0.9262055	0.9130946	0.5757822	0.82480097	0.75512785	0.9786728	0.9257842	0.7770101	0.6695298	0.8213237	0.82381356	0.7551068	0.9096884	0.87987155	0.6498015	0.77553093	0.538648	0.8787142	0.82847774	0.79829943	0.8451655	0.727408	0.6087314	0.7032608	0.6012552	0.7794769	0.8579427	0.88988316	0.8829331	0.8368912	0.80192316	0.867646	0.95552576	0.0	0.7431872	0.8366873	0.75461984	0.72053385	0.6779902	0.715627	0.9167776	0.8260344	0.7921912	0.76150036	0.8612568	0.86541796	0.61443615	0.53015935	0.7837924	0.79903173	0.76005304	0.7537439	0.58046776	0.883261	0.896736	0.66311103	0.66966736	0.60592985	0.7054918	0.8685967	0.6334734	0.7664661	0.89582103	0.6338053	0.81869686	0.7423342	0.9380725	0.8489907	0.8384758	0.63789314	0.931537	0.7757991	0.853695	0.7458442	0.7919029	0.571007	0.71061146	0.8785472	0.75107294	0.8725287	0.52288914	0.8716481	0.8633279	0.8220894	0.63417	0.7100046	0.80330586	0.7137881	0.8940851	0.8222034	0.72738177	0.60640657	0.82900655	0.5852641	0.8239291	0.76825947	0.8860663	0.7492306	0.8460255	0.87462026	0.8682566	0.7817267	0.70485336	0.867209	0.9447779	0.75032336
simpelweg/adv	0.8120828	0.704427	0.77282846	0.8046375	0.8082316	0.8774976	0.7196584	0.8062738	0.76339084	0.92928624	0.7736962	0.8908329	0.6122662	0.7911148	0.728594	0.94489324	0.9014994	0.8307588	0.75356585	0.88931817	0.7942894	0.6971459	0.8676088	0.83123446	0.76893055	0.6511028	0.7549051	0.84663534	0.8334466	0.74873215	0.81574017	0.6844804	0.6705433	0.67927074	0.6802927	0.6132292	0.7615049	0.84326375	0.83999383	0.81014776	0.8063946	0.7835294	0.89214563	0.7431872	0.0	0.88125134	0.83143866	0.7493947	0.7495066	0.67673683	0.915833	0.85064864	0.6813611	0.62871206	0.8712826	0.8392194	0.68005955	0.7287352	0.78571135	0.7681068	0.694948	0.7749628	0.79102284	0.80988836	0.8859825	0.6700217	0.7824098	0.6641096	0.7767846	0.82774425	0.7614684	0.76651764	0.82554966	0.7776716	0.78815436	0.7861102	0.79981494	0.8481435	0.83489585	0.7891426	0.85222626	0.69606584	0.8090478	0.71597916	0.8504418	0.7493862	0.6638782	0.8505101	0.7517287	0.8075259	0.7441897	0.8687085	0.8274798	0.8174343	0.75808346	0.8057134	0.7900429	0.8132989	0.8719946	0.811896	0.83891106	0.68549955	0.8382298	0.72636175	0.8175497	0.8325412	0.85634345	0.72114563	0.8506553	0.9020755	0.8092839	0.7076845	0.7251934	0.77759373	0.9032529	0.65406084
's/adv	0.9500672	0.86869806	0.9582332	0.92347056	0.9175141	0.86161506	0.7714029	0.92641443	0.87675256	0.9573494	0.8784713	0.8859212	0.74215037	0.9174763	0.94193673	0.9757144	0.93493605	0.8941495	0.8991745	0.66219485	0.90059686	0.88657016	0.9362747	0.78971225	0.70062584	0.7684026	0.76365876	0.81392795	0.96097434	0.87588716	0.8202483	0.9132092	0.82683814	0.90058094	0.73221123	0.90695953	0.8672418	0.90203536	0.86936754	0.91489863	0.88471603	0.93135744	0.84188896	0.8366873	0.88125134	0.0	0.618228	0.8060738	0.7994038	0.668509	0.75235116	0.6874892	0.74943006	0.8593306	0.18020332	0.88071084	0.8975029	0.7542163	0.78108853	0.9302484	0.9132705	0.7292659	0.8475128	0.9144943	0.8699444	0.6983752	0.8659818	0.72762346	0.6991428	0.83299476	0.8787841	0.9030384	0.8823173	0.75789523	0.7418392	0.8692869	0.970322	0.71426	0.8614044	0.8740915	0.9178634	0.860016	0.9438035	0.8871407	0.8695054	0.8941095	0.79535496	0.846792	0.8258637	0.9492258	0.8722179	0.89534223	0.86523277	0.87850547	0.92722684	0.7165873	0.85865617	0.9135469	0.91042835	0.8802006	0.82313955	0.9386586	0.7511795	0.7880154	0.9186606	0.82813853	0.83463866	0.8671303	0.91718113	0.8418119	0.8665255	0.86547536	0.8181302	0.94693094	0.91044736	0.8993447
thuis/adv	0.8549987	0.8124796	0.93423223	0.87854147	0.77635807	0.8669568	0.78090966	0.9039758	0.8269247	0.9305545	0.8920563	0.8936697	0.6662261	0.88631123	0.898186	0.9131762	0.8785626	0.83476293	0.82334673	0.7841258	0.8686416	0.8724016	0.89311594	0.8382944	0.64267474	0.7538897	0.6765265	0.894184	0.9399901	0.8549018	0.84449494	0.859844	0.80140233	0.819473	0.70206594	0.84623706	0.7977278	0.81719637	0.8339553	0.83531004	0.8511337	0.82997465	0.85175383	0.75461984	0.83143866	0.618228	0.0	0.7496247	0.80528224	0.7015426	0.677093	0.7156358	0.80202377	0.83141667	0.63277894	0.8770244	0.8290986	0.70651007	0.7574323	0.9010795	0.8539989	0.75990474	0.76319623	0.88143075	0.89647424	0.7149286	0.7820879	0.6259661	0.67957306	0.85079277	0.7845552	0.8319145	0.8477241	0.7304195	0.77443373	0.8147596	0.9531149	0.7476847	0.854453	0.79094267	0.6866283	0.7718511	0.8865137	0.7732417	0.8734268	0.8066358	0.7514726	0.8566368	0.73205173	0.91973174	0.755544	0.86115587	0.83636767	0.7931569	0.8392431	0.7357669	0.81090164	0.8228824	0.8897246	0.77554	0.80508316	0.8407109	0.6682354	0.65679014	0.85029644	0.82196397	0.8338717	0.7794041	0.8813404	0.7927898	0.88848865	0.78650284	0.7324837	0.9133301	0.89638704	0.86219966
eerst/adv	0.85680896	0.6686566	0.88369715	0.81234133	0.8543465	0.88096875	0.76250553	0.8528261	0.7993593	0.9146203	0.8050068	0.8783566	0.7151919	0.8941304	0.8118737	0.94936955	0.8639607	0.87726414	0.80902827	0.8007774	0.8096412	0.7996516	0.87213105	0.84477067	0.7439118	0.66416943	0.687352	0.8050231	0.8836559	0.7251167	0.8329445	0.685067	0.79800993	0.80944616	0.6980598	0.76447654	0.7946994	0.8262395	0.8319622	0.88786334	0.8436457	0.87107575	0.8480558	0.72053385	0.7493947	0.8060738	0.7496247	0.0	0.7371812	0.6809529	0.8237999	0.71403	0.66828275	0.6504889	0.8053874	0.83365834	0.7809539	0.65360856	0.7104122	0.8318979	0.7036147	0.5879872	0.6626221	0.84555435	0.8796249	0.73239386	0.7783073	0.5837774	0.7077019	0.8591772	0.78920996	0.75971687	0.8739781	0.59909093	0.76029265	0.8458454	0.8639754	0.7538781	0.85362655	0.7852932	0.85149944	0.80311817	0.88214695	0.7584339	0.9070503	0.72036433	0.77501225	0.8851793	0.73946804	0.9060499	0.7418449	0.83949566	0.8500846	0.7964253	0.7432641	0.7141347	0.67369044	0.8144884	0.88081676	0.84931856	0.84357715	0.81181943	0.85361934	0.5824436	0.8670038	0.7804535	0.8566113	0.7345643	0.87805945	0.75773674	0.8047416	0.7494956	0.64934343	0.893055	0.8224602	0.7435328
er/adv	0.80412877	0.6539986	0.86499226	0.8730852	0.8079761	0.8421874	0.70687795	0.8271454	0.7703458	0.9242844	0.8625206	0.86996555	0.7519225	0.80071145	0.7344364	0.9818418	0.9198806	0.7895063	0.7753531	0.7576314	0.82509637	0.7183355	0.91151696	0.795683	0.55399007	0.6709756	0.70123726	0.799403	0.79366875	0.76752836	0.7638115	0.77945703	0.7369214	0.7192129	0.6664226	0.6969683	0.76169467	0.88860977	0.809255	0.8240252	0.80046535	0.848075	0.8580418	0.6779902	0.7495066	0.7994038	0.80528224	0.7371812	0.0	0.6563196	0.829009	0.7939318	0.69580054	0.7262429	0.78574765	0.8845737	0.7183167	0.6249002	0.7915561	0.7869258	0.6665081	0.73849344	0.5596999	0.844723	0.86241776	0.6973063	0.7949498	0.67891544	0.50928295	0.836148	0.75965345	0.80209976	0.8619166	0.7427236	0.69239306	0.7636304	0.8755203	0.786294	0.8616591	0.7734939	0.9150426	0.80669594	0.78524244	0.7939038	0.7755849	0.6547668	0.72179866	0.8506692	0.8296833	0.8447062	0.6527957	0.8720337	0.8644763	0.8212619	0.719982	0.7151971	0.74990535	0.7617854	0.90513253	0.82594043	0.78201735	0.71357703	0.81290656	0.6179993	0.85828644	0.6834123	0.85676515	0.8212443	0.8697253	0.82144976	0.82081085	0.783386	0.75744534	0.8083156	0.86353296	0.7019086
wanneer/comp	0.7949244	0.6551218	0.78376687	0.778579	0.838705	0.80544424	0.54147696	0.7947327	0.72712743	0.9150999	0.7402369	0.8776667	0.66554165	0.7130235	0.7546754	0.9496341	0.8827318	0.7108949	0.6939776	0.77206874	0.79134214	0.6912564	0.8487919	0.7181388	0.6510644	0.54392684	0.61861324	0.7802829	0.8420367	0.6804257	0.72060764	0.6853711	0.71427214	0.67627287	0.27752936	0.65985876	0.7165749	0.8174858	0.84506714	0.7296189	0.7760627	0.80735767	0.8174112	0.715627	0.67673683	0.668509	0.7015426	0.6809529	0.6563196	0.0	0.8168849	0.76654243	0.38696027	0.6518241	0.68117833	0.75372005	0.6419044	0.5012242	0.60625386	0.7987084	0.7055403	0.5335908	0.7150376	0.8292542	0.81762075	0.57311314	0.6877961	0.5378996	0.6480546	0.74710745	0.6801784	0.72825813	0.7462579	0.6266733	0.55518794	0.6703113	0.8619265	0.52813005	0.8482648	0.68148357	0.84206057	0.6985676	0.82185274	0.7397317	0.83671016	0.68669355	0.5619132	0.78327847	0.6358732	0.8457824	0.63638705	0.84376925	0.8001682	0.7557312	0.6487105	0.60455555	0.7226392	0.7335428	0.83214015	0.811262	0.8315642	0.68793726	0.7289227	0.6507575	0.7720728	0.7834789	0.8213097	0.6709582	0.79252845	0.80583435	0.8215819	0.69083863	0.6222749	0.8230908	0.8010274	0.6155513
weekend/noun	0.8524977	0.87600803	0.9622859	0.9133215	0.7912868	0.8943476	0.88114643	0.8638098	0.84113383	0.8589639	0.87390465	0.9145187	0.8774232	0.9505172	0.892393	0.8620672	0.8340769	0.9395777	0.90938336	0.6143794	0.9413219	0.90472996	0.9032251	0.81848884	0.82373774	0.81240004	0.8801061	0.8599546	0.93005997	0.87227297	0.8870407	0.88821507	0.89772004	0.8651466	0.877274	0.87326497	0.8574153	0.82187486	0.85323286	0.9395329	0.88642645	0.88063526	0.7063296	0.9167776	0.915833	0.75235116	0.677093	0.8237999	0.829009	0.8168849	0.0	0.79099977	0.838764	0.87819993	0.6680167	0.923804	0.91300255	0.84875596	0.82697314	0.881268	0.7906052	0.82263225	0.8308555	0.8857553	0.88216805	0.8123901	0.93122756	0.844282	0.7833215	0.9124157	0.9217851	0.91175014	0.83270824	0.8604085	0.80667126	0.88896346	0.9457163	0.7978433	0.9284541	0.9122354	0.7134653	0.8358788	0.86006	0.8610734	0.88045335	0.9198567	0.8834692	0.8641262	0.9114529	0.9080379	0.85879	0.84565896	0.82817215	0.8606626	0.95227766	0.78503096	0.7604189	0.9233142	0.85087174	0.8587118	0.7816718	0.93574643	0.8778512	0.7938132	0.8647644	0.8037868	0.8892778	0.91286707	0.9262379	0.5854807	0.89793307	0.88569915	0.8410508	0.9264801	0.6899245	0.9154454
