	tegenslag/noun	men/pron	verhouding/noun	zich/pron	speler/noun	spier_pijn/noun	soms/adv	wieler_sport/noun	behoorlijk/adj	provincie_raad_lid/noun	door/prep	golfplaat/noun	gewoon/adj	angst/noun	overigens/adv	Chris/name	Verhaegen/name	pijn/noun	zo/adv	dag/noun	ertegen/pp	nauwelijks/adv	Schneider/name	hitte/noun	hier/adv	zodat/comp	ik/pron	lucht/noun	twijfel/noun	snel/adj	stank/noun	daarom/pp	alleen/adv	blijkbaar/adj	als/comp	bovendien/adv	zonder/prep	Ronaldo/name	student/noun	verdriet/noun	wereld_DIM/noun	mentaal/adj	tijdens/prep	maar/adv	simpelweg/adv	's/adv	thuis/adv	eerst/adv	er/adv	wanneer/comp	weekend/noun	binnen/adv	zodra/comp	om/comp	andapos;s/adv	huid/noun	niet/adv	dan/adv	eenmaal/noun	tot/adv	evenwel/adv	voor/comp	nog/adv	werk/noun	Lelièvre/name	meestal/adv	me/pron	ze/pron	daar/adv	geur/noun	mij/pron	uzelf/pron	sinds/comp	even/adj	plots/adj	verschrikkelijk/adj	volgens/prep	toen/comp	kaas/noun	beetje/noun	tegen/prep	evengoed/adv	ondanks/prep	makkelijk/adj	bijna/adv	wel/adv	vaak/adj	zeeman/noun	haar/pron	karakter/noun	toch/adv	gips/noun	pupil/noun	net/adv	wat/pron	weer/adv	intussen/adv	anders/adj	Lance/name	Amsterdammer/noun	amper/adv	dat/det	kind/noun	we/pron	leven/noun	al/adv	bloem/noun	hem/pron	ziel/noun	week/noun	beton/noun	hen/pron	hij/pron	concurrentie/noun	eind/adv	zolang/comp
geur/noun	0.88195044	0.8181412	0.8611668	0.8759387	0.90048957	0.85828567	0.69607866	0.8575149	0.83746004	0.9624381	0.80292255	0.83669806	0.80071	0.7809776	0.8624024	0.9797114	0.9368703	0.8132905	0.78203523	0.8665927	0.89259523	0.8313388	0.9365725	0.6783067	0.7747265	0.72058946	0.8403067	0.6427897	0.9041206	0.8685494	0.5346707	0.8689306	0.7967839	0.82042843	0.81179917	0.7856486	0.82881933	0.9199541	0.8945575	0.80433124	0.82721823	0.8734176	0.9367412	0.8685967	0.82774425	0.83299476	0.85079277	0.8591772	0.836148	0.74710745	0.9124157	0.7684399	0.75901437	0.8403231	0.8404031	0.6546681	0.8742536	0.84842354	0.8021966	0.90573484	0.87023866	0.8584699	0.8696128	0.88478637	0.9174418	0.72794056	0.83461493	0.7612241	0.80615276	0.0	0.8400469	0.85011125	0.9229979	0.80058414	0.78576225	0.80653316	0.94373274	0.8749825	0.6030026	0.7623057	0.9529929	0.798253	0.8711996	0.8173348	0.92170477	0.86712	0.79088634	0.83014834	0.8007355	0.7369491	0.83448577	0.8212819	0.8786615	0.90797013	0.85238403	0.8091788	0.8785874	0.9061241	0.9292203	0.8768718	0.91566324	0.84398866	0.8637053	0.8723143	0.8106547	0.9232738	0.58806574	0.83712476	0.77843285	0.955506	0.72285616	0.84953034	0.8503076	0.89493704	0.9546161	0.8619487
mij/pron	0.81751657	0.63230014	0.8934467	0.64212966	0.83304965	0.8393303	0.61170304	0.80398476	0.78685	0.9310576	0.8737698	0.92178106	0.63892496	0.79032296	0.70266604	0.9510888	0.90000784	0.722662	0.66228247	0.9017581	0.81759393	0.7350626	0.8816215	0.87404466	0.6117228	0.82737935	0.40355694	0.91707194	0.8585458	0.83231336	0.81722414	0.6681309	0.7515646	0.59462935	0.5739479	0.7394881	0.86162186	0.8638301	0.87864965	0.7485246	0.75147116	0.83229756	0.94068855	0.6334734	0.7614684	0.8787841	0.7845552	0.78920996	0.75965345	0.6801784	0.9217851	0.8715434	0.80434304	0.74823236	0.87983954	0.88416964	0.52450013	0.54406536	0.8103135	0.8499286	0.7732615	0.81748056	0.7267804	0.84429884	0.86033726	0.7510127	0.16012663	0.5442066	0.7030468	0.8400469	0.0	0.66371715	0.90078264	0.7135818	0.73701155	0.67416525	0.92204833	0.81209713	0.91581863	0.65083194	0.9272075	0.75692856	0.9101263	0.74785125	0.8833965	0.5743643	0.7050034	0.8662651	0.42261845	0.8631048	0.52563703	0.9177011	0.83489186	0.80006826	0.52213717	0.7699385	0.84721875	0.69744146	0.8454087	0.80333984	0.87389827	0.5233031	0.79873747	0.6158339	0.7702856	0.8283888	0.8819734	0.38371325	0.8166015	0.923696	0.89486504	0.50087935	0.6149002	0.8853607	0.94674766	0.7482436
uzelf/pron	0.8121473	0.7108259	0.8445969	0.7673259	0.84505284	0.87154186	0.72849476	0.7934032	0.8142904	0.91797274	0.8401428	0.9102988	0.74885833	0.8054429	0.8088246	0.94349194	0.90458083	0.81393564	0.76224405	0.894347	0.8279773	0.7771295	0.87823	0.86084914	0.7868744	0.7780973	0.6687392	0.91306937	0.8498757	0.84561884	0.8433246	0.75587666	0.79294235	0.7549044	0.7183672	0.7750069	0.83050317	0.859473	0.8662402	0.78621686	0.8148637	0.81423306	0.8967775	0.7664661	0.76651764	0.9030384	0.8319145	0.75971687	0.80209976	0.72825813	0.91175014	0.8662305	0.80111295	0.73533344	0.8910773	0.8305926	0.7346584	0.72242165	0.8473198	0.8655761	0.7876766	0.8041264	0.79841846	0.85573524	0.8748273	0.78686273	0.6852786	0.6490071	0.7980348	0.85011125	0.66371715	0.0	0.8794353	0.74199754	0.8243586	0.8037295	0.899491	0.8552096	0.869797	0.7536247	0.9038597	0.78518695	0.88394636	0.79984856	0.9064871	0.74167514	0.76333594	0.86654353	0.6960224	0.8315358	0.7352875	0.8804298	0.82536155	0.84759367	0.7535006	0.8125483	0.83274704	0.8245046	0.883247	0.8363765	0.8880453	0.7595547	0.802541	0.70786667	0.779428	0.8752767	0.89904445	0.6902598	0.8180552	0.9003369	0.8835723	0.6958081	0.7004132	0.8517736	0.93073136	0.8060343
sinds/comp	0.8263386	0.8976657	0.8052106	0.8645878	0.84106946	0.9162495	0.88848436	0.8114147	0.8556834	0.81939256	0.71382487	0.91731125	0.88384557	0.8246584	0.82663417	0.853057	0.8603181	0.88617796	0.8937184	0.79496765	0.84118587	0.8404731	0.7772241	0.85764205	0.84829444	0.8505194	0.8632142	0.92016023	0.86640346	0.8382705	0.86086535	0.8496147	0.8534077	0.8729455	0.8009999	0.82091117	0.8525133	0.7908875	0.8531885	0.8691346	0.8275048	0.8817562	0.74647737	0.89582103	0.82554966	0.8823173	0.8477241	0.8739781	0.8619166	0.7462579	0.83270824	0.923857	0.7061145	0.8570808	0.8751579	0.9120968	0.88894725	0.883332	0.79048496	0.7821818	0.84295535	0.743747	0.8485615	0.9097441	0.84678626	0.87512684	0.9062705	0.8349583	0.81531626	0.9229979	0.90078264	0.8794353	0.0	0.88884753	0.7803221	0.8349265	0.7247639	0.51069283	0.94596034	0.90617156	0.751578	0.8118953	0.8207491	0.8995331	0.8232936	0.9209175	0.8554425	0.80178463	0.8431021	0.8841512	0.89137983	0.88873816	0.81467676	0.8077282	0.9114316	0.82180053	0.68989575	0.9207223	0.82604	0.8076988	0.83152485	0.91252285	0.8480239	0.8789254	0.8556381	0.6966249	0.92626375	0.8388411	0.87906545	0.71908724	0.8929064	0.8559793	0.736608	0.8456321	0.65048397	0.7228012
even/adj	0.822896	0.69722235	0.9065833	0.8247682	0.8575758	0.8644627	0.596563	0.84239495	0.70688665	0.95754206	0.8861373	0.8700008	0.63754165	0.8241282	0.82592434	0.94519114	0.87251	0.75949866	0.63112605	0.76726186	0.84511435	0.7747929	0.87531644	0.78688633	0.6629821	0.6881257	0.5814157	0.7964625	0.8757565	0.71828735	0.79831934	0.7584368	0.79731786	0.712464	0.62010837	0.79675156	0.855595	0.8217319	0.91032046	0.8034342	0.7846601	0.8651417	0.90436757	0.6338053	0.7776716	0.75789523	0.7304195	0.59909093	0.7427236	0.6266733	0.8604085	0.69292784	0.6967321	0.7369081	0.7726486	0.8131758	0.691573	0.542644	0.67372113	0.8770226	0.73894143	0.6671046	0.629423	0.8645531	0.8884205	0.7037884	0.68570447	0.5511743	0.6649187	0.80058414	0.7135818	0.74199754	0.88884753	0.0	0.5866546	0.7382151	0.95490634	0.69133663	0.8561667	0.5627787	0.8962465	0.7921418	0.86671215	0.74691665	0.8501358	0.64511156	0.7328471	0.873916	0.71903574	0.8826314	0.574368	0.8354202	0.84396183	0.7307254	0.75457174	0.5675993	0.7456185	0.75319546	0.85161394	0.8363124	0.8127118	0.76476073	0.85388374	0.6005527	0.81192213	0.8037504	0.83448684	0.72094405	0.844345	0.82322973	0.8576362	0.7897494	0.6416028	0.85799646	0.9172448	0.79589313
plots/adj	0.79450023	0.78388053	0.88697046	0.81384736	0.8468185	0.83567536	0.6286123	0.8136351	0.7287243	0.9097781	0.7410948	0.8182881	0.7305749	0.76220965	0.8694942	0.9177302	0.8391812	0.7392899	0.7694514	0.80801654	0.83452517	0.7541276	0.86611116	0.6870931	0.70178545	0.68249977	0.6978574	0.7126841	0.8693295	0.65285057	0.7419877	0.83569413	0.8309666	0.6868289	0.64101374	0.7938296	0.782784	0.79675686	0.89155483	0.7620966	0.77484995	0.8244195	0.84000206	0.81869686	0.78815436	0.7418392	0.77443373	0.76029265	0.69239306	0.55518794	0.80667126	0.67433125	0.56959045	0.8005693	0.7227979	0.8086758	0.77774525	0.6190753	0.6605097	0.85773355	0.733219	0.6899752	0.7751653	0.8990843	0.857519	0.71984446	0.7251353	0.63542455	0.65755767	0.78576225	0.73701155	0.8243586	0.7803221	0.5866546	0.0	0.70911014	0.92588025	0.53336895	0.89092636	0.70863676	0.8270688	0.7816051	0.7872642	0.77401406	0.8241004	0.7753277	0.7100904	0.813175	0.703111	0.8903033	0.6884644	0.8505974	0.82908815	0.741155	0.81680775	0.59055185	0.7231517	0.79913795	0.83114463	0.8454701	0.7790319	0.81319106	0.8284208	0.7246596	0.8203983	0.8113651	0.8133011	0.7304261	0.8148818	0.83430254	0.7654444	0.7730925	0.6754595	0.83898044	0.8528945	0.8232938
verschrikkelijk/adj	0.75322104	0.7839327	0.88008523	0.8332778	0.87116015	0.81450176	0.5390058	0.82443684	0.65321326	0.96065754	0.81121254	0.91102076	0.67942834	0.68052375	0.84308475	0.95343566	0.9248097	0.6601387	0.6617139	0.8308972	0.8380146	0.8183973	0.89630795	0.7554005	0.6892373	0.84456635	0.5998608	0.8510688	0.85791373	0.8352089	0.7625243	0.81363136	0.7559389	0.7228162	0.61590105	0.7915144	0.83613026	0.87558436	0.9117053	0.6732458	0.7913104	0.8032167	0.8397651	0.7423342	0.7861102	0.8692869	0.8147596	0.8458454	0.7636304	0.6703113	0.88896346	0.8449973	0.7825417	0.83085775	0.8802756	0.8372709	0.75246423	0.6858363	0.81394315	0.8745066	0.82955545	0.8072841	0.80603623	0.89817107	0.8748956	0.7058693	0.6792353	0.64135206	0.72578186	0.80653316	0.67416525	0.8037295	0.8349265	0.7382151	0.70911014	0.0	0.9066809	0.7612124	0.9060255	0.60481405	0.86719453	0.7583834	0.7880044	0.7948188	0.8809964	0.6803029	0.6384196	0.8123203	0.7423152	0.8439491	0.64721096	0.8922568	0.8534181	0.800179	0.7144816	0.7838537	0.8351736	0.7357657	0.8750726	0.8436109	0.89594966	0.7126154	0.80301523	0.7290556	0.7251767	0.8417258	0.8909552	0.77226466	0.8061995	0.8961644	0.86646104	0.7936536	0.7059069	0.8831109	0.95860595	0.78011054
volgens/prep	0.8839052	0.88399893	0.8307064	0.84164745	0.92208076	0.92808217	0.9127809	0.8711438	0.89937115	0.835264	0.69732976	0.9496262	0.9176124	0.87821543	0.65979934	0.7760068	0.81991297	0.9330509	0.91047543	0.94599366	0.817198	0.8772513	0.7806927	0.9077207	0.92699176	0.87274677	0.95662427	0.95811343	0.8328054	0.9037706	0.88163763	0.74758387	0.86481017	0.8290666	0.8584	0.72729564	0.8843784	0.92244303	0.86617374	0.92641056	0.87959474	0.93395483	0.8953607	0.9380725	0.79981494	0.970322	0.9531149	0.8639754	0.8755203	0.8619265	0.9457163	0.96874905	0.83284324	0.8387208	0.9590218	0.94242024	0.8616486	0.91796863	0.9206744	0.7614454	0.7041424	0.9000448	0.9095876	0.90321183	0.84616613	0.876062	0.950661	0.9113355	0.91401994	0.94373274	0.92204833	0.899491	0.7247639	0.95490634	0.92588025	0.9066809	0.0	0.86492336	0.9453193	0.9504917	0.844371	0.8358308	0.87341416	0.9198813	0.9267159	0.9019158	0.8508109	0.8576391	0.9019971	0.89500314	0.91300106	0.9332038	0.86232746	0.92384577	0.88709784	0.95042723	0.74321187	0.91923344	0.93455607	0.8493349	0.9489957	0.8165591	0.93837285	0.9333857	0.93910146	0.90751135	0.9618862	0.8510724	0.93724376	0.8506445	0.9340337	0.8420909	0.8967553	0.8505471	0.8693349	0.73088384
toen/comp	0.8081779	0.86084986	0.9071226	0.8513145	0.8344312	0.875082	0.77147436	0.8541009	0.83686405	0.8608569	0.7205993	0.8660089	0.8253215	0.82568526	0.88058466	0.8909206	0.82371527	0.82104856	0.8564168	0.74733436	0.84410846	0.82620555	0.80753326	0.781656	0.7857894	0.785283	0.7258989	0.84412044	0.8923563	0.7398319	0.80315775	0.87580734	0.88801426	0.8271746	0.6318964	0.8954062	0.83653927	0.7419094	0.8701465	0.8154017	0.8346828	0.88402754	0.70881	0.8489907	0.8481435	0.71426	0.7476847	0.7538781	0.786294	0.52813005	0.7978433	0.72271705	0.608096	0.85045815	0.70228076	0.89196205	0.84863627	0.71747816	0.65386915	0.82752055	0.7859236	0.58524156	0.7916794	0.9150994	0.79998964	0.8091638	0.79155034	0.6592628	0.7158439	0.8749825	0.81209713	0.8552096	0.51069283	0.69133663	0.53336895	0.7612124	0.86492336	0.0	0.9475033	0.8147358	0.810355	0.8293886	0.8765665	0.85524493	0.79827094	0.86053157	0.7926922	0.7606614	0.6910549	0.95834094	0.79469	0.8643928	0.81693923	0.7083784	0.8606038	0.69669574	0.74371135	0.88944876	0.8136075	0.759313	0.75661916	0.8878263	0.76736516	0.7753712	0.86541706	0.6819811	0.89972705	0.70996785	0.8878415	0.7270004	0.8571197	0.75928694	0.5891666	0.90992796	0.693942	0.8521836
kaas/noun	0.9114173	0.84743917	0.91342854	0.9199338	0.91558754	0.91230065	0.8245755	0.8713119	0.8660394	0.9505031	0.88636863	0.84896237	0.7674205	0.92739046	0.89082426	0.9670195	0.9517745	0.9078597	0.85060394	0.8643754	0.9037429	0.88560915	0.9298416	0.846605	0.80848336	0.78860116	0.88227075	0.76072335	0.94406956	0.9090668	0.7890003	0.90724534	0.8387993	0.89130616	0.85928667	0.84108555	0.87017864	0.9248171	0.8950388	0.8989275	0.88747454	0.9279168	0.95508343	0.8384758	0.83489585	0.8614044	0.854453	0.85362655	0.8616591	0.8482648	0.9284541	0.8173242	0.8427739	0.85318196	0.87390345	0.7073471	0.9139914	0.86011696	0.86583304	0.9160642	0.9131049	0.8692618	0.8796145	0.8887373	0.938051	0.7595764	0.90642023	0.81309545	0.8528814	0.6030026	0.91581863	0.869797	0.94596034	0.8561667	0.89092636	0.9060255	0.9453193	0.9475033	0.0	0.8169809	0.9617697	0.8331704	0.9262756	0.87020475	0.8655548	0.89558685	0.86489046	0.8465085	0.8953142	0.86148906	0.8781084	0.83690655	0.91435844	0.9024992	0.9067168	0.8730119	0.8928255	0.94064975	0.9251664	0.91111434	0.8615647	0.8952936	0.8908332	0.86841136	0.91291606	0.92450845	0.5359762	0.9075811	0.8592086	0.9644405	0.73167074	0.9213293	0.91006196	0.90590376	0.9622014	0.8895733
beetje/noun	0.8122772	0.72159684	0.88683	0.8567263	0.8631671	0.8405416	0.48680836	0.8159861	0.60603344	0.96456885	0.884305	0.87397766	0.61303675	0.7487689	0.8232725	0.9690577	0.92397135	0.73886335	0.62804925	0.88258034	0.8495039	0.79116833	0.9082794	0.806924	0.6603912	0.767259	0.53616005	0.8306827	0.8754458	0.80603266	0.80997354	0.76881397	0.7158211	0.6679533	0.60081065	0.76975036	0.80981135	0.87057865	0.91833216	0.75118923	0.7436923	0.8414225	0.94200325	0.63789314	0.7891426	0.8740915	0.79094267	0.7852932	0.7734939	0.68148357	0.9122354	0.81470656	0.7908301	0.78610706	0.88115335	0.7926142	0.68083113	0.58255655	0.7852324	0.89222354	0.8177228	0.8094567	0.73766744	0.892593	0.9096122	0.6959102	0.63696194	0.6027086	0.7263391	0.7623057	0.65083194	0.7536247	0.90617156	0.5627787	0.70863676	0.60481405	0.9504917	0.8147358	0.8169809	0.0	0.9228139	0.7643296	0.83587426	0.78305817	0.87764525	0.57109386	0.6866149	0.8553689	0.7404493	0.8273663	0.51821136	0.8561945	0.85324377	0.8213144	0.7166722	0.6891645	0.81701124	0.72268534	0.88768744	0.84235406	0.8927969	0.65373445	0.8324857	0.65480685	0.785334	0.8578128	0.8302206	0.76145446	0.7763877	0.92957157	0.832859	0.81608063	0.712006	0.8590706	0.9714194	0.78800344
tegen/prep	0.8398919	0.9090724	0.8768776	0.84732836	0.73356867	0.9152829	0.88087285	0.90253216	0.869048	0.89870083	0.7710448	0.9235716	0.90538365	0.8187612	0.8601091	0.8829342	0.85309803	0.8994706	0.9244834	0.9173093	0.6904508	0.8824215	0.87322265	0.8623608	0.9311656	0.8230382	0.92008036	0.9221425	0.8969724	0.88042265	0.89838976	0.86369157	0.86060065	0.88893366	0.85174775	0.8627372	0.8065072	0.73799914	0.9002723	0.9139988	0.91211104	0.83652955	0.7925633	0.931537	0.85222626	0.9178634	0.6866283	0.85149944	0.9150426	0.84206057	0.7134653	0.8658539	0.8179814	0.81967795	0.90429276	0.9188188	0.9281827	0.90572584	0.8538553	0.7806259	0.768915	0.87360215	0.88425803	0.9301167	0.8900066	0.88555026	0.9228298	0.88852054	0.8903726	0.9529929	0.9272075	0.9038597	0.751578	0.8962465	0.8270688	0.86719453	0.844371	0.810355	0.9617697	0.9228139	0.0	0.82660484	0.71180415	0.87413883	0.9313456	0.9431174	0.8713027	0.8905876	0.8986397	0.893559	0.89421475	0.8832423	0.8238305	0.86571103	0.9634972	0.8771108	0.8238517	0.94522154	0.8644593	0.7821543	0.85576344	0.9468585	0.9243853	0.8546411	0.93398297	0.86797833	0.9310876	0.8737461	0.9063526	0.7896606	0.9020716	0.87686086	0.85628307	0.8715218	0.84212244	0.73849195
evengoed/adv	0.8280504	0.744678	0.7916579	0.81641966	0.8530365	0.88023806	0.67573345	0.81592643	0.7529956	0.9108095	0.7665516	0.8849574	0.68987584	0.76966715	0.76436555	0.90033567	0.8695444	0.838224	0.76692796	0.85348284	0.8129696	0.7587073	0.8322284	0.79684955	0.72060275	0.767643	0.7611696	0.8497529	0.8545559	0.8454751	0.826002	0.772541	0.69460666	0.74381447	0.721449	0.73345256	0.7781987	0.84101766	0.81688964	0.80019766	0.762004	0.829285	0.8632167	0.7757991	0.69606584	0.860016	0.7718511	0.80311817	0.80669594	0.6985676	0.8358788	0.83182544	0.7451118	0.78773063	0.8560471	0.81081426	0.7639123	0.7529185	0.76479435	0.8275479	0.75657815	0.79634124	0.81643665	0.83777213	0.88496315	0.64666235	0.79294306	0.73413455	0.7527176	0.798253	0.75692856	0.78518695	0.8118953	0.7921418	0.7816051	0.7583834	0.8358308	0.8293886	0.8331704	0.7643296	0.82660484	0.0	0.80905646	0.75118685	0.84729195	0.7584974	0.68350744	0.8153529	0.78591454	0.7757633	0.7234763	0.8778929	0.8446914	0.77806586	0.7778169	0.810442	0.76852226	0.80058265	0.8615073	0.80446035	0.8353543	0.734258	0.80095273	0.77424556	0.7782796	0.8523763	0.8090426	0.797087	0.7718908	0.88739747	0.8088587	0.792848	0.75951314	0.85505307	0.8868777	0.74816537
ondanks/prep	0.69862926	0.88251925	0.7695955	0.8790993	0.8016453	0.8455236	0.7278335	0.81675303	0.67800933	0.9381117	0.69352806	0.9200516	0.8865738	0.74949646	0.71140736	0.95335066	0.8955661	0.8154722	0.8181871	0.870427	0.8551866	0.80278397	0.8819509	0.79295456	0.8899661	0.77055615	0.8899561	0.87403506	0.79070365	0.7733126	0.84496695	0.8227236	0.79157984	0.8077231	0.823092	0.6867559	0.69747996	0.8030415	0.8755194	0.82211006	0.85167307	0.7358917	0.84633076	0.853695	0.8090478	0.9438035	0.8865137	0.88214695	0.78524244	0.82185274	0.86006	0.8958461	0.806069	0.7825357	0.9384783	0.88771415	0.87625957	0.870005	0.8879859	0.7317736	0.6407414	0.9102637	0.84663284	0.8712194	0.9072018	0.785324	0.8984889	0.8988989	0.8998603	0.8711996	0.9101263	0.88394636	0.8207491	0.86671215	0.7872642	0.7880044	0.87341416	0.8765665	0.9262756	0.83587426	0.71180415	0.80905646	0.0	0.8712901	0.86560345	0.84295726	0.78746283	0.8769158	0.9142953	0.7845186	0.7313143	0.9258109	0.8435288	0.91169214	0.925863	0.84890854	0.77903163	0.92187464	0.8857707	0.8238316	0.8723668	0.827133	0.9020282	0.83095515	0.86249167	0.83137023	0.9097109	0.9005219	0.9116466	0.855452	0.8902465	0.90547144	0.861354	0.7801652	0.92236024	0.72483355
makkelijk/adj	0.82273895	0.71651804	0.88599867	0.8079325	0.8505506	0.8800361	0.71129966	0.8687326	0.7582187	0.95442605	0.8418213	0.8962906	0.6561875	0.8438755	0.8070784	0.9622822	0.8940777	0.813854	0.7373018	0.89188445	0.86202043	0.70938313	0.90894663	0.8209644	0.7540193	0.6539805	0.711426	0.8410101	0.88651127	0.60024965	0.83902454	0.76037925	0.7511892	0.73943025	0.7154894	0.6848259	0.77703094	0.86806875	0.86496925	0.85364234	0.8066225	0.80687445	0.927063	0.7458442	0.71597916	0.8871407	0.7732417	0.7584339	0.7939038	0.7397317	0.8610734	0.8126115	0.7371267	0.72331595	0.87334055	0.83435726	0.66260815	0.7031977	0.7649066	0.83694094	0.7722405	0.779472	0.7811374	0.86736226	0.91036236	0.6993545	0.7437376	0.6821687	0.77775323	0.8173348	0.74785125	0.79984856	0.8995331	0.74691665	0.77401406	0.7948188	0.9198813	0.85524493	0.87020475	0.78305817	0.87413883	0.75118685	0.8712901	0.0	0.8706509	0.72515076	0.66606414	0.8861172	0.7908075	0.85603243	0.675455	0.8766494	0.85727763	0.80400556	0.7988126	0.78083134	0.82972527	0.7415102	0.89670783	0.83574224	0.8076966	0.7141527	0.84411275	0.66118455	0.8794675	0.8429731	0.8828836	0.78009045	0.8844119	0.9226177	0.83096856	0.7722187	0.7733919	0.8371615	0.92615575	0.8010728
bijna/adv	0.87955266	0.8895151	0.8811577	0.9176751	0.8709515	0.9254869	0.80759406	0.8946992	0.8235369	0.9246745	0.88597196	0.8712375	0.86341506	0.8826957	0.85560113	0.94177496	0.9164608	0.878519	0.8579726	0.6613141	0.90918446	0.8031297	0.87509114	0.85102344	0.8250352	0.80630285	0.8656701	0.8874801	0.9350951	0.8328497	0.8970794	0.9001328	0.8799345	0.87471956	0.84009403	0.8351308	0.89728236	0.85906285	0.7808854	0.86745584	0.9003794	0.8949514	0.89019895	0.7919029	0.8504418	0.8695054	0.8734268	0.9070503	0.7755849	0.83671016	0.88045335	0.8661033	0.82472163	0.89623606	0.89358556	0.8819984	0.8637445	0.81749576	0.8346675	0.83921695	0.8555381	0.81068647	0.78122497	0.8954345	0.9175082	0.8291668	0.89233154	0.84054613	0.85843843	0.92170477	0.8833965	0.9064871	0.8232936	0.8501358	0.8241004	0.8809964	0.9267159	0.79827094	0.8655548	0.87764525	0.9313456	0.84729195	0.86560345	0.8706509	0.0	0.8877259	0.83500135	0.8432541	0.8830308	0.90994155	0.84443927	0.87603104	0.87164617	0.84276533	0.88120914	0.8088203	0.8162912	0.8852117	0.89033264	0.78786445	0.45972258	0.84878314	0.7899846	0.83592033	0.8783177	0.7131718	0.85591316	0.88980234	0.8504034	0.80761725	0.84461236	0.86906344	0.8560952	0.89272213	0.8273014	0.8708765
wel/adv	0.82717884	0.5853207	0.8851134	0.830918	0.8354583	0.84935653	0.5589519	0.81998754	0.69497037	0.9494332	0.9316771	0.9295542	0.60544163	0.84454477	0.64761615	0.97484815	0.91541517	0.7661706	0.6231289	0.9025055	0.829849	0.6995307	0.89738595	0.88681525	0.6261928	0.7830225	0.46522492	0.9159591	0.84010154	0.7883979	0.8664087	0.66052747	0.68372667	0.5723723	0.53627706	0.67087126	0.8175961	0.89228594	0.90103817	0.8511578	0.73218817	0.8155154	0.95353746	0.571007	0.7493862	0.8941095	0.8066358	0.72036433	0.6547668	0.68669355	0.9198567	0.8727249	0.7717535	0.7133673	0.8988841	0.89086944	0.47890973	0.51017857	0.8055888	0.85067534	0.7029418	0.77285975	0.58598477	0.86731386	0.8735118	0.68965137	0.5864867	0.5712275	0.7078299	0.86712	0.5743643	0.74167514	0.9209175	0.64511156	0.7753277	0.6803029	0.9019158	0.86053157	0.89558685	0.57109386	0.9431174	0.7584974	0.84295726	0.72515076	0.8877259	0.0	0.6922651	0.89334154	0.73342633	0.8376398	0.35992974	0.93054056	0.87243724	0.82609904	0.58375394	0.6904428	0.79498464	0.66769016	0.8911424	0.8412704	0.8553328	0.50398725	0.85988456	0.5343456	0.84376407	0.72855955	0.92704713	0.704528	0.8911684	0.91540045	0.9101944	0.7648149	0.6602588	0.8719964	0.9487933	0.72526413
vaak/adj	0.78579146	0.66435564	0.7584574	0.7747215	0.8257974	0.79472905	0.33802265	0.83152884	0.6829758	0.938579	0.75349545	0.88627064	0.64943194	0.7043451	0.6820756	0.95514107	0.9297775	0.71698564	0.6749159	0.83306336	0.8117597	0.6426585	0.87241834	0.7696991	0.65081584	0.71476436	0.67288524	0.8577724	0.837723	0.72133493	0.77097845	0.7184514	0.6548064	0.67425287	0.61894166	0.606211	0.74719	0.85250324	0.7580719	0.7280135	0.7445458	0.76931465	0.85013485	0.71061146	0.6638782	0.79535496	0.7514726	0.77501225	0.72179866	0.5619132	0.8834692	0.8425742	0.7041364	0.7220329	0.8037197	0.7962337	0.71255046	0.68200123	0.76972044	0.7767143	0.7336459	0.79235184	0.75416213	0.8019079	0.8719537	0.3814934	0.7328565	0.6104148	0.7096838	0.79088634	0.7050034	0.76333594	0.8554425	0.7328471	0.7100904	0.6384196	0.8508109	0.7926922	0.86489046	0.6866149	0.8713027	0.68350744	0.78746283	0.66606414	0.83500135	0.6922651	0.0	0.76819706	0.6997793	0.7515367	0.68387324	0.8793504	0.8061867	0.7838887	0.7274803	0.7750881	0.8168375	0.75804865	0.8841163	0.77568406	0.8532854	0.68170387	0.6865462	0.7217213	0.78041744	0.7826154	0.8641501	0.7266243	0.8220513	0.88191605	0.8398576	0.7174186	0.68580806	0.7863074	0.95429826	0.76217234
