	2001/noun	Hilversums/adj	Koreaan/noun	afloop/noun	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beslotenheid/noun	betref/verb	bezoeker/noun	bijna/adv	blijk/verb	blijkbaar/adj	bloem/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	dag/noun	daglicht/noun	dan/adv	discipline/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenlijk/adj	er/adv	even/adj	evengoed/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	geheel/noun	geur/noun	gevormd/adj	gewoon/adj	gips/noun	golfplaat/noun	haast/adv	heb/verb	helemaal/adv	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	intussen/adv	jarenlang/adj	jeugd/noun	kaas/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	laag/adj	langer/adv	leeftijd/noun	leven/noun	list/noun	louter/adj	lucht/noun	luid/verb	maand/noun	maar/adv	makkelijk/adj	meer/adv	meestal/adv	mentaal/adj	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	omtrek/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	schaar/verb	selecteer/verb	simpelweg/adv	sla/verb	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soms/adv	speler/noun	spier_pijn/noun	sprong/noun	stank/noun	stel_uit/verb	sterk/verb	stilte/noun	stress/noun	strijd/noun	student/noun	systeem/noun	teen/noun	thuis/adv	toch/adv	toerist/noun	train/verb	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	vooral/adv	vooruitzicht/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	water/noun	waterput/noun	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijs_uit/verb	zaak/noun	zeeman/noun	zeer/adv	zeg/verb	ziel/noun	zo/adv	zwem/verb
meestal/adv	0.87676233	0.8434391	0.67784905	0.6874104	0.601055	0.5964233	0.7369524	0.78330314	0.73872	0.57333446	0.54392886	0.7474564	0.59911317	0.84208477	0.711335	0.80101013	0.6905388	0.69358474	0.5771564	0.7748021	0.70945597	0.84390885	0.89279467	0.7129489	0.6603776	0.7118048	0.77978766	0.6761544	0.76137376	0.6709808	0.84632665	0.6629443	0.6425372	0.74569106	0.75741136	0.6296289	0.74310863	0.69431823	0.67539585	0.57643485	0.61556494	0.7649442	0.59932506	0.61764544	0.582965	0.76308405	0.7025579	0.7059373	0.7957963	0.7534746	0.58181417	0.85936904	0.92582595	0.6641525	0.7432162	0.71829104	0.5136748	0.8176056	0.84679496	0.8866663	0.8916856	0.76604235	0.7330549	0.79182655	0.8211161	0.7935833	0.642941	0.64982444	0.751342	0.9007791	0.608932	0.681212	0.74748003	0.69459033	0.68739057	0.8031535	0.7192687	0.7832832	0.9034996	0.9094778	0.6934177	0.6244594	0.8547529	0.0	0.7112892	0.63770795	0.88502747	0.70311964	0.66111743	0.7363533	0.8639666	0.7201891	0.75961244	0.75098443	0.7361179	0.8113626	0.878437	0.83229697	0.8436147	0.7560486	0.67994165	0.81479985	0.7131119	0.72347486	0.9107347	0.88958555	0.7755455	0.9056977	0.724278	0.8663958	0.94082373	0.77769303	0.75773525	0.80709636	0.8487783	0.7856875	0.69009495	0.7354082	0.8341788	0.46585768	0.8625729	0.7154519	0.808357	0.7706636	0.84859043	0.8446562	0.787069	0.76967466	0.94988453	0.7207923	0.80180275	0.7897822	0.6327319	0.69970036	0.67946124	0.6511696	0.42943943	0.8014996	0.8044543	0.65916646	0.81626064	0.7783147	0.7728052	0.7456986	0.6958475	0.8299718	0.8049257	0.6929705	0.791481	0.78966546	0.56757694	0.78506374	0.82290924	0.6350163	0.86037123	0.70244837	0.8881047	0.8575477	0.8506111	0.6297274	0.63841724	0.63258016	0.68479884	0.81002665	0.65719694	0.69335806	0.79831815	0.82752836	0.86142683	0.68739206	0.75354624	0.5746012	0.83803785	0.77766603	0.7268059	0.687553
mentaal/adj	0.97295195	0.8794322	0.6863686	0.6676341	0.78150326	0.70322096	0.8119197	0.83785236	0.6855313	0.7675829	0.56066215	0.7841908	0.6008915	0.9582705	0.75149107	0.9327822	0.74986327	0.6913298	0.6160211	0.9235691	0.9155067	0.9352484	0.60090125	0.6854023	0.8442607	0.7801267	0.9601525	0.7916076	0.49903005	0.7747493	0.890033	0.87136513	0.8433953	0.6433396	0.9265887	0.7698168	0.7830516	0.8738036	0.83550715	0.81867456	0.6716213	0.7933532	0.73230165	0.8642702	0.7434428	0.57377964	0.9489782	0.7744132	0.945858	0.8349358	0.8850773	0.92096335	0.9613376	0.66371024	0.6806351	0.77609384	0.81189895	0.7508996	0.7675233	0.6715036	0.80074716	0.7634622	0.8046137	0.78625447	0.63064086	0.86153644	0.78473145	0.541571	0.81664336	0.7152512	0.71067107	0.8525021	0.79352206	0.50981975	0.7593579	0.93911207	0.7981931	0.88015974	0.9436428	0.8328742	0.7799623	0.8217547	0.86986935	0.7112892	0.0	0.6798936	0.7769264	0.72789216	0.73845446	0.73481435	0.4775008	0.80525565	0.79049206	0.8333498	0.7760675	0.90902454	0.9299141	0.6879239	0.7913753	0.798558	0.84626836	0.9210862	0.715219	0.6809137	0.97504526	0.64231575	0.7996973	0.96324486	0.8260768	0.9251284	0.83616143	0.60847056	0.82191706	0.8159559	0.76057667	0.50854117	0.9127572	0.80238414	0.76799047	0.62896883	0.5341252	0.815008	0.60426414	0.87119263	0.8864793	0.7906426	0.82006925	0.61186826	0.567683	0.8347294	0.8278403	0.8620342	0.7960574	0.7270106	0.8774474	0.6009573	0.6362165	0.89820874	0.878392	0.6739818	0.78055394	0.87668145	0.8503832	0.93089426	0.71650374	0.88019437	0.8922238	0.79590076	0.9361841	0.6347492	0.5622943	0.790955	0.7660541	0.73453736	0.93873644	0.89178205	0.9262852	0.9611283	0.7906801	0.76071155	0.7994369	0.78623533	0.695994	0.94403243	0.6764593	0.61507595	0.9340081	0.62408054	0.8519447	0.88573146	0.9571766	0.6183263	0.8912398	0.7390584	0.8372743	0.8117181
minder/adj	0.7602353	0.89028114	0.8620635	0.8488283	0.77420855	0.7238817	0.71472394	0.7684902	0.68105936	0.643026	0.6053419	0.83267313	0.6991897	0.91950715	0.8358022	0.67365336	0.7810764	0.7468729	0.5942433	0.88924384	0.7305145	0.7137146	0.8619556	0.7639858	0.7405753	0.69892216	0.88953274	0.72291064	0.753412	0.68649566	0.8844541	0.77793163	0.7165284	0.79380876	0.85514414	0.78740346	0.8143598	0.84783584	0.6360755	0.74020827	0.8069835	0.8832252	0.5993129	0.7218749	0.6420411	0.7789381	0.86184275	0.8286968	0.8801449	0.82894075	0.69835854	0.88709974	0.74000144	0.7673731	0.76811075	0.81984556	0.6663575	0.63049763	0.8289585	0.82316804	0.8137467	0.9012722	0.74929196	0.7801372	0.7924213	0.8981386	0.6764984	0.8045689	0.8368864	0.8632449	0.73612374	0.63338757	0.70911765	0.83696544	0.75147796	0.9091513	0.8071054	0.7332574	0.87553215	0.843672	0.7727425	0.6364459	0.7988675	0.63770795	0.6798936	0.0	0.8200479	0.6549847	0.7355688	0.73104584	0.89953905	0.6410639	0.87102664	0.8138876	0.7695026	0.8348429	0.9708486	0.849178	0.8705849	0.8338619	0.87854856	0.6335778	0.7257279	0.7907176	0.93908936	0.88887036	0.7610712	0.9413522	0.8816332	0.79658484	0.9527797	0.84252125	0.81949973	0.8317431	0.8556058	0.61716986	0.8585899	0.6693984	0.691849	0.63426375	0.8155812	0.7579483	0.84509194	0.6676831	0.868779	0.87478507	0.86533266	0.4607085	0.76588273	0.685856	0.76211464	0.80745244	0.69896114	0.7136992	0.6489753	0.63043606	0.5428262	0.7483187	0.78171366	0.72950864	0.8993407	0.55535126	0.8152667	0.64391136	0.70211047	0.8303048	0.9408422	0.83015597	0.8697772	0.7169641	0.5281788	0.63777876	0.8070023	0.74992377	0.7419045	0.7652197	0.87333536	0.8960311	0.81129277	0.73500264	0.5240632	0.74910057	0.6995203	0.82894677	0.5674685	0.5682516	0.82637936	0.8708546	0.853442	0.8831356	0.76776344	0.6966125	0.93217313	0.88875395	0.7440208	0.7544962
minstens/adv	0.8098036	0.97104234	0.9308283	0.8100509	0.90147144	0.8777188	0.60305226	0.7966714	0.92243725	0.8791227	0.8118937	0.7525442	0.7864663	0.96299344	0.8972795	0.82532626	0.5629653	0.68502176	0.84980214	0.9015508	0.7644398	0.93930787	0.89080083	0.92932373	0.77035296	0.6033093	0.87170833	0.6865233	0.8825214	0.7711437	0.9018059	0.7175428	0.7044191	0.85071546	0.92252517	0.70971334	0.569402	0.8745872	0.7896626	0.7259307	0.90537703	0.9022322	0.92112136	0.7705052	0.82490695	0.7504091	0.72429204	0.8712732	0.9223008	0.7893451	0.8078494	0.4667874	0.8950527	0.80377185	0.7617493	0.88997626	0.75881183	0.91318905	0.73219395	0.7733853	0.63142365	0.92414224	0.792878	0.7663486	0.8549111	0.7455578	0.7061336	0.8242055	0.87825704	0.79012513	0.8466502	0.88945687	0.85264856	0.8758545	0.8377574	0.9812018	0.84055126	0.8324767	0.8308381	0.48264307	0.6854523	0.705847	0.92949224	0.88502747	0.7769264	0.8200479	0.0	0.83232486	0.68002844	0.82190883	0.8878644	0.7912764	0.75248015	0.9110369	0.5778189	0.9433592	0.98226386	0.92135346	0.5241449	0.8965732	0.94026935	0.9391867	0.9090921	0.86426044	0.9710658	0.9167922	0.85856473	0.9986617	0.75229	0.9642363	0.6305432	0.8483131	0.90532625	0.89213693	0.81843996	0.76139057	0.8735726	0.7008602	0.7769229	0.82843286	0.85032535	0.9227927	0.8633379	0.9162947	0.52854633	0.8304608	0.7527588	0.8485594	0.8060533	0.8750512	0.88973564	0.7641366	0.6118696	0.803177	0.8836172	0.64608353	0.76429605	0.86589146	0.8271778	0.8589351	0.94245815	0.9204378	0.9551775	0.82867	0.811624	0.91434884	0.9089943	0.92547363	0.90338683	0.7306324	0.8184516	0.8425269	0.8305638	0.76368785	0.96496	0.81234896	0.96311396	0.7080441	0.49787313	0.648561	0.79660237	0.8099838	0.6696272	0.8827684	0.82641363	0.9337097	0.8881531	0.93959755	0.72904384	0.8448876	0.9042301	0.88991255	0.9741477	0.85615087	0.8698914	0.84000915
moeilijk/adj	0.95958304	0.9040937	0.8339627	0.775257	0.7569746	0.8245659	0.85399663	0.59410644	0.787524	0.7073621	0.56253767	0.62562585	0.5386405	0.80506635	0.6922292	0.8878038	0.829648	0.7302202	0.6358224	0.97226137	0.8916643	0.94950527	0.8118347	0.8536112	0.64026505	0.82238895	0.8858054	0.7151247	0.72210336	0.79198104	0.9592126	0.924447	0.81721866	0.824028	0.7162421	0.88706183	0.8754163	0.7081043	0.66791296	0.7715529	0.77818143	0.76713526	0.7298847	0.8902826	0.8108463	0.7644228	0.7988665	0.8475709	0.8865095	0.8371308	0.7111392	0.91332364	0.94352484	0.6965885	0.6888091	0.69692683	0.59694314	0.8317431	0.9096329	0.7739335	0.8989496	0.8551806	0.8579876	0.82175297	0.70863163	0.9495486	0.65122926	0.746853	0.8014925	0.86625874	0.73749983	0.64098907	0.82290107	0.7106309	0.76908165	0.9623727	0.734822	0.82097054	0.68864685	0.90907145	0.78422713	0.45792806	0.7048456	0.70311964	0.72789216	0.6549847	0.83232486	0.0	0.73658967	0.63714755	0.7971225	0.6892923	0.7609712	0.6558255	0.75274384	0.8976489	0.78164726	0.7953924	0.89378333	0.8924166	0.6467805	0.85420394	0.71280855	0.7345795	0.9307484	0.8570948	0.80527425	0.92882484	0.82543933	0.8548291	0.95855325	0.87289935	0.7523017	0.8847738	0.91442806	0.6069076	0.77053165	0.69363415	0.7556358	0.52752805	0.7299814	0.7121031	0.7405367	0.8297888	0.82955897	0.741158	0.824452	0.6445321	0.8973845	0.8220043	0.744728	0.88616014	0.7222543	0.51774424	0.87500113	0.65952027	0.6047782	0.73362035	0.6969195	0.85540086	0.84147775	0.9160904	0.7617537	0.7881336	0.70225704	0.9221313	0.9126524	0.60588074	0.90614235	0.6995714	0.66115236	0.7284274	0.8580298	0.7510384	0.9424776	0.9059766	0.932879	0.9091461	0.88044053	0.786203	0.7124257	0.5625198	0.7297056	0.85073	0.7687763	0.6634152	0.77575386	0.7762308	0.8860802	0.8656625	0.74440646	0.5679538	0.8124504	0.9432046	0.6607908	0.8463658
moet/verb	0.86700606	0.91216785	0.90388334	0.8556575	0.7846075	0.71201336	0.8106642	0.66917586	0.87785167	0.6226274	0.70827377	0.86718655	0.6299813	0.87463486	0.78117174	0.7563945	0.8879746	0.7906736	0.68346393	0.8905716	0.7689872	0.86088985	0.8321003	0.8843925	0.67954457	0.7012814	0.90857553	0.5271355	0.7816601	0.6904326	0.86695707	0.58988047	0.73954463	0.81678903	0.77963805	0.68725204	0.51501733	0.75307405	0.5502516	0.41085768	0.73404014	0.678111	0.88584864	0.7738384	0.7024598	0.7170038	0.68819785	0.864461	0.9276509	0.861629	0.61093354	0.73238707	0.92853975	0.7527374	0.70283586	0.7011478	0.63567793	0.88024145	0.83945775	0.8722078	0.6687138	0.71577466	0.5423124	0.8343515	0.796742	0.77003455	0.5765327	0.7809111	0.8180612	0.814331	0.8207736	0.89074767	0.7969975	0.8999168	0.76005673	0.9027459	0.7905121	0.8645545	0.827782	0.70219207	0.5814829	0.7654253	0.81398183	0.66111743	0.73845446	0.7355688	0.68002844	0.73658967	0.0	0.76965135	0.79201114	0.68949866	0.7952312	0.7345097	0.57253706	0.9550115	0.8878999	0.86886466	0.6877202	0.811123	0.8092371	0.8293299	0.76444674	0.79103434	0.95660216	0.9079455	0.77330166	0.8561851	0.61516833	0.90033084	0.86106545	0.7804411	0.74659663	0.8664156	0.7441871	0.8028774	0.8400538	0.65201694	0.8163953	0.7373431	0.74119234	0.83744866	0.8212467	0.8251513	0.6342106	0.8790569	0.77645546	0.7794486	0.8135619	0.7651783	0.7086673	0.71862817	0.6659897	0.5551704	0.87252194	0.6343901	0.7054091	0.82596576	0.74172556	0.84903514	0.85493493	0.7623653	0.77744967	0.8847057	0.8267486	0.9358798	0.92306995	0.75213426	0.845043	0.66206825	0.70378804	0.80494446	0.8695526	0.71734214	0.8675337	0.78943235	0.8531103	0.6971574	0.7009815	0.6180191	0.71417385	0.5608757	0.64025474	0.7742633	0.7312889	0.8223249	0.7856251	0.81126726	0.8153901	0.7556869	0.8888283	0.84325385	0.8528396	0.8685572	0.64339066	0.7328374
monotoon/adj	0.90017897	0.799439	0.6961417	0.81501853	0.811275	0.7906733	0.8331983	0.75452816	0.65894735	0.6434599	0.6418312	0.7720209	0.6786815	0.761849	0.80980164	0.84062403	0.8245605	0.86511105	0.8072446	0.84908754	0.8703188	0.90779763	0.8690777	0.7440505	0.779437	0.6710075	0.9279133	0.7718665	0.65310156	0.7050314	0.9164214	0.8758614	0.8078685	0.7023628	0.81670666	0.8721059	0.8778875	0.808282	0.7893857	0.74896896	0.7309198	0.84951484	0.73808026	0.8128998	0.73599267	0.80113125	0.8234776	0.7096268	0.83254755	0.806914	0.64792156	0.9127367	0.9680008	0.63267	0.7542299	0.8077819	0.6998452	0.7340965	0.8350394	0.82526416	0.88536596	0.885237	0.81108844	0.8310018	0.79000187	0.8639316	0.63536686	0.6655438	0.725572	0.9109231	0.6602503	0.7487385	0.90598124	0.7522873	0.773177	0.88593847	0.75239265	0.8850554	0.9392689	0.830903	0.72476304	0.8129716	0.7792977	0.7363533	0.73481435	0.73104584	0.82190883	0.63714755	0.76965135	0.0	0.68121564	0.80485004	0.8241889	0.8388101	0.8184062	0.856307	0.87263465	0.8313743	0.9401374	0.7828188	0.79982114	0.8374791	0.5237911	0.753724	0.967502	0.84369767	0.69882584	0.903459	0.79607093	0.8639731	0.9244064	0.8252564	0.8326796	0.8394697	0.8613584	0.48537856	0.7850907	0.78441536	0.75916266	0.526639	0.7847147	0.6600776	0.77836865	0.75603926	0.8949816	0.6121961	0.70404077	0.6449234	0.75806105	0.8984508	0.81819165	0.8266946	0.7349835	0.6053358	0.85034496	0.7905491	0.7207988	0.83229846	0.76058006	0.68453467	0.8429611	0.8796223	0.8703977	0.8025087	0.8307232	0.9257417	0.9268443	0.79347855	0.91150033	0.8595558	0.71396863	0.75045073	0.7686187	0.5870701	0.8798636	0.883575	0.9233675	0.7832309	0.7916573	0.7148757	0.72284675	0.65874827	0.83708715	0.83871233	0.7344222	0.6970544	0.86758167	0.7760731	0.9827927	0.9175059	0.78965974	0.6555743	0.8457123	0.79384655	0.7686037	0.80786586
moreel/adj	0.98010653	0.7763717	0.84434956	0.8374382	0.71347046	0.7617875	0.951552	0.89611214	0.7552457	0.9000559	0.79656816	0.8494512	0.7139076	0.8627062	0.72052217	0.93275946	0.94905895	0.90588355	0.79371756	0.9597909	0.9813008	0.92416424	0.7354267	0.8090775	0.91186315	0.83379626	0.9402609	0.89510584	0.6107156	0.84928787	0.974171	0.95336324	0.9188049	0.7237579	0.91623735	0.9201329	0.9554476	0.8597109	0.8468107	0.8790359	0.65589666	0.8269275	0.8645801	0.97768956	0.89122254	0.7973256	0.88375384	0.8412839	0.9394643	0.8406006	0.9084588	0.8885331	0.9707893	0.74189925	0.7512794	0.87246966	0.8466157	0.8308651	0.9313687	0.7644081	0.910789	0.915745	0.9452726	0.842093	0.8181155	0.96422154	0.8617397	0.5968983	0.7876203	0.8625009	0.82679707	0.8981832	0.762706	0.7707168	0.74188197	0.9444863	0.5887449	0.9568806	0.9501022	0.8516725	0.8139559	0.93485075	0.85677665	0.8639666	0.4775008	0.89953905	0.8878644	0.7971225	0.79201114	0.68121564	0.0	0.9146805	0.87677187	0.8291789	0.8944413	0.9387733	0.87188816	0.732483	0.8550827	0.9066404	0.8005234	0.9100618	0.70278215	0.6579226	0.9608305	0.737687	0.7765323	0.89491576	0.85167277	0.9693943	0.91797364	0.70514876	0.81450725	0.8816774	0.89013535	0.59601724	0.88200897	0.9391601	0.5501354	0.7727734	0.7278862	0.853116	0.78630865	0.908445	0.88019174	0.58073294	0.8579838	0.7334686	0.5515219	0.8805068	0.75999826	0.9316122	0.90870196	0.8196713	0.9369597	0.7775898	0.82586324	0.92983973	0.8105482	0.72881114	0.80791926	0.8852789	0.89295304	0.8636873	0.8101975	0.9407477	0.9301629	0.8018484	0.9522526	0.78823876	0.64210665	0.8101759	0.85242313	0.87364197	0.93333596	0.9618271	0.89449733	0.90543365	0.84191024	0.9135325	0.87870026	0.86265427	0.84870493	0.9642368	0.76089394	0.75245786	0.89426863	0.58903116	0.9701009	0.7310572	0.91057813	0.787598	0.9397628	0.80377936	0.86748886	0.918761
nauwelijks/adv	0.8692341	0.9238443	0.8411232	0.7566582	0.73802245	0.61750156	0.43824834	0.8149352	0.7783064	0.6827315	0.5497837	0.74913555	0.73351175	0.9592881	0.763817	0.80435467	0.67808366	0.83017004	0.7144037	0.8487036	0.8222734	0.7404244	0.81917	0.83311677	0.6588881	0.6710384	0.777937	0.703506	0.861117	0.84919894	0.823377	0.84537655	0.7495562	0.7555614	0.6960375	0.70148146	0.7152009	0.7131679	0.5719714	0.8029919	0.7871481	0.8892546	0.8252534	0.81203157	0.77404547	0.7773894	0.90882444	0.8114934	0.8867482	0.9214354	0.7192168	0.8312243	0.9039775	0.6850702	0.69550836	0.66299355	0.69367003	0.79097086	0.88711107	0.9688649	0.83852684	0.8057153	0.749192	0.54725957	0.7766896	0.87298554	0.6958827	0.7910874	0.84861267	0.8501908	0.7784795	0.81049657	0.8039896	0.89240354	0.78577065	0.89042175	0.82416034	0.82304144	0.93715096	0.82750475	0.7191229	0.79688966	0.7783463	0.7201891	0.80525565	0.6410639	0.7912764	0.6892923	0.68949866	0.80485004	0.9146805	0.0	0.71174586	0.70250857	0.71073616	0.9303702	0.904143	0.92342	0.90681744	0.88025016	0.72471094	0.80034244	0.7732898	0.8430594	0.9783109	0.8334651	0.70555127	0.94240135	0.84918773	0.8428964	0.85965973	0.87191975	0.70073056	0.8018652	0.85847086	0.7624419	0.8510107	0.7435453	0.8830216	0.694256	0.8137459	0.75797683	0.8714862	0.82477254	0.8954312	0.92408824	0.7542335	0.7288482	0.80828625	0.81529176	0.75936913	0.85453546	0.7929053	0.759573	0.7887125	0.6361467	0.6597089	0.79331946	0.76887697	0.812482	0.83812153	0.7872188	0.7371357	0.8129626	0.5516075	0.8904009	0.9282792	0.82004917	0.8792248	0.7185068	0.6871528	0.7875532	0.78729856	0.797765	0.8192775	0.8049988	0.7822103	0.8156677	0.75902146	0.7460704	0.79207826	0.64239657	0.63899285	0.9068452	0.7971748	0.6485538	0.72741866	0.8180605	0.7829689	0.86506593	0.739026	0.8037975	0.85591626	0.8896696	0.7814126	0.801259
net/adv	0.90577334	0.9058844	0.8812896	0.9289148	0.83025765	0.6977703	0.77877325	0.818589	0.8699753	0.73940396	0.69546986	0.83125645	0.63484776	0.92378557	0.89108115	0.85393023	0.75844085	0.5662397	0.72529656	0.8386396	0.83784187	0.82542294	0.8644645	0.8991155	0.73278093	0.759366	0.82150775	0.7481767	0.82901484	0.8316296	0.94666207	0.7633655	0.828092	0.74864376	0.8109976	0.72408175	0.7650863	0.6459441	0.77232075	0.7424253	0.78606945	0.98152477	0.84969413	0.77801806	0.7620244	0.7466532	0.73367083	0.8237136	0.8187256	0.86390454	0.72937787	0.76437503	0.84136605	0.7791034	0.8457221	0.6145946	0.73786604	0.7410193	0.7608591	0.95325214	0.7772206	0.7846917	0.832181	0.81085503	0.94254637	0.8805773	0.7753549	0.76905775	0.9203186	0.8210682	0.823618	0.8437503	0.8351518	0.846504	0.8663576	0.9850363	0.8155477	0.768769	0.681563	0.848802	0.7629208	0.6938377	0.8549672	0.75961244	0.79049206	0.87102664	0.75248015	0.7609712	0.7952312	0.8241889	0.87677187	0.71174586	0.0	0.7327237	0.7223736	0.8456117	0.86805916	0.83617663	0.9079063	0.806471	0.87827647	0.9492257	0.8391446	0.9292691	0.96571994	0.89795715	0.7380036	0.89797187	0.86144006	0.87274706	0.89489216	0.89477855	0.8064463	0.74843925	0.8561933	0.8519435	0.668751	0.6449965	0.9991969	0.7369164	0.83859867	0.9087673	0.9145369	0.9136279	0.89830875	0.94155014	0.8635626	0.88506204	0.841145	0.90177685	0.86115116	0.66303384	0.81606805	0.6914861	0.80486226	0.7232864	0.6335107	0.833557	0.86545694	0.9103626	0.89078516	0.93946904	0.80453074	0.8840077	0.770795	0.81993794	0.860139	0.68034065	0.7715784	0.7754358	0.90007275	0.8862715	0.8407059	0.72397995	0.8863635	0.63902855	0.8287283	0.6780946	0.78728926	0.6910434	0.7813862	0.70579624	0.66709614	0.9245606	0.7916528	0.84113497	0.86658293	0.8479981	0.6914619	0.8337145	0.88051665	0.7968404	0.8706226	0.84341383	0.7678956	0.6790588
niet/adv	0.96553427	0.93310785	0.8409583	0.9271108	0.53059363	0.72445387	0.8291636	0.45481092	0.85235196	0.78376603	0.8017384	0.8268397	0.454287	0.84528834	0.6267904	0.88819575	0.8310889	0.7081573	0.62810683	0.9552454	0.79893607	0.93807137	0.8605102	0.8445577	0.6723402	0.89213264	0.83268714	0.62653	0.87021303	0.71928585	0.9243219	0.88222444	0.82184124	0.71347404	0.5375011	0.83600307	0.87325937	0.6046461	0.61527634	0.7511133	0.8136228	0.867564	0.9267789	0.8588713	0.7490591	0.71152425	0.6594886	0.92459947	0.8955889	0.89509374	0.6973252	0.9225148	0.95592856	0.7693339	0.80317324	0.58199435	0.62086177	0.8876548	0.9213367	0.9593743	0.88151026	0.9011292	0.8078369	0.9555096	0.9061712	0.9446047	0.34529227	0.8016681	0.82756495	0.8246082	0.8656318	0.9232496	0.7198688	0.9142859	0.7422875	0.9425074	0.6874675	0.8242486	0.84579	0.9594819	0.6358556	0.6725193	0.38052082	0.75098443	0.8333498	0.8138876	0.9110369	0.6558255	0.7345097	0.8388101	0.8291789	0.70250857	0.7327237	0.0	0.70418394	0.9597609	0.94041276	0.85442066	0.87521684	0.87707376	0.6449597	0.8901729	0.89122987	0.8133205	0.9570028	0.9079305	0.7466785	0.8936305	0.87330747	0.90831745	0.96684605	0.81322366	0.7856083	0.93759334	0.94198215	0.86750287	0.8679528	0.78122103	0.9410352	0.72626734	0.7212088	0.870865	0.9232355	0.8548516	0.82074535	0.88761276	0.879476	0.83394325	0.94307715	0.76708454	0.7375556	0.9173215	0.7529958	0.464903	0.85115147	0.71623456	0.7842322	0.7694333	0.70597386	0.9360793	0.8935218	0.7343933	0.89412165	0.7134994	0.84636396	0.91009665	0.923587	0.66189843	0.9225472	0.6375879	0.90716076	0.86660093	0.8975923	0.7807685	0.84821343	0.8957346	0.8842582	0.8972229	0.9042729	0.70935583	0.8295142	0.6236739	0.6939436	0.88656867	0.82004964	0.8191279	0.7366698	0.7884462	0.86883605	0.81508785	0.87821233	0.8594925	0.8401232	0.9855741	0.5958654	0.8159521
nog/adv	0.87267405	0.8949003	0.8320241	0.73765755	0.62879205	0.55974257	0.60439414	0.54943204	0.9035048	0.65111834	0.76261	0.7625923	0.5837494	0.87657034	0.8432052	0.72767305	0.7524966	0.6071176	0.72263634	0.88621336	0.803351	0.93657947	0.83004856	0.80728006	0.65814316	0.6378374	0.745072	0.41307282	0.85971427	0.7448047	0.93774855	0.71826744	0.6917155	0.7037675	0.79731	0.6236403	0.5835402	0.54629326	0.45653564	0.6204121	0.80750585	0.92725044	0.9042256	0.8075098	0.75366616	0.65482724	0.71244884	0.8665661	0.9019602	0.92170864	0.6652536	0.7189904	0.7890216	0.78741163	0.7345023	0.70007735	0.62188864	0.8715454	0.87339276	0.9411479	0.67569447	0.8496475	0.6956214	0.9013242	0.79400766	0.78464675	0.6055862	0.8726087	0.90591156	0.76769805	0.8498576	0.92974013	0.79823387	0.8580725	0.8868235	0.95118105	0.8929179	0.88301075	0.91915643	0.67685413	0.42429566	0.7169113	0.68824816	0.7361179	0.7760675	0.7695026	0.5778189	0.75274384	0.57253706	0.8184062	0.8944413	0.71073616	0.7223736	0.70418394	0.0	0.97746474	0.8046144	0.8448739	0.7966827	0.85279477	0.69799626	0.90876853	0.81963784	0.8999871	0.9410526	0.9109864	0.6962092	0.95697874	0.7682985	0.9385578	0.65832835	0.8372932	0.76987517	0.92114574	0.8668357	0.7644197	0.9016949	0.7408655	0.96455693	0.7474669	0.7105558	0.7513926	0.76852334	0.8642723	0.68963975	0.8378902	0.7251078	0.82177407	0.83670527	0.91556156	0.90429294	0.76204693	0.6703895	0.5135139	0.8631322	0.6021763	0.764936	0.7118125	0.7027678	0.8002436	0.93458176	0.8969745	0.8762424	0.8957739	0.8297769	0.97382885	0.8788062	0.68656754	0.9257751	0.58443964	0.8579565	0.81460047	0.95230097	0.70902884	0.80760676	0.8118225	0.7875818	0.74108195	0.6785352	0.57850504	0.79661727	0.5431022	0.6703862	0.8662298	0.80384123	0.8051734	0.8140436	0.8884368	0.79606986	0.8793291	0.82154936	0.84001803	0.8323168	0.8222261	0.6839218	0.7577722
