	2001/noun	Hilversums/adj	Koreaan/noun	afloop/noun	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beslotenheid/noun	betref/verb	bezoeker/noun	bijna/adv	blijk/verb	blijkbaar/adj	bloem/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	dag/noun	daglicht/noun	dan/adv	discipline/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenlijk/adj	er/adv	even/adj	evengoed/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	geheel/noun	geur/noun	gevormd/adj	gewoon/adj	gips/noun	golfplaat/noun	haast/adv	heb/verb	helemaal/adv	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	intussen/adv	jarenlang/adj	jeugd/noun	kaas/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	laag/adj	langer/adv	leeftijd/noun	leven/noun	list/noun	louter/adj	lucht/noun	luid/verb	maand/noun	maar/adv	makkelijk/adj	meer/adv	meestal/adv	mentaal/adj	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	omtrek/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	schaar/verb	selecteer/verb	simpelweg/adv	sla/verb	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soms/adv	speler/noun	spier_pijn/noun	sprong/noun	stank/noun	stel_uit/verb	sterk/verb	stilte/noun	stress/noun	strijd/noun	student/noun	systeem/noun	teen/noun	thuis/adv	toch/adv	toerist/noun	train/verb	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	vooral/adv	vooruitzicht/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	water/noun	waterput/noun	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijs_uit/verb	zaak/noun	zeeman/noun	zeer/adv	zeg/verb	ziel/noun	zo/adv	zwem/verb
omtrek/noun	0.96576387	0.887232	0.906759	0.9472116	0.89630014	0.9275027	0.8713795	0.89476204	0.9169638	0.8993826	0.8418861	0.92900115	0.88873875	0.9645879	0.82599515	0.86866134	0.82090473	0.9138988	0.8331026	0.65830827	0.87896997	0.85271883	0.9531984	0.9169784	0.82928175	0.9233745	0.7888632	0.9336691	0.82983756	0.84264797	0.7868398	0.6976161	0.82218266	0.82683605	0.9675088	0.7074785	0.8533614	0.964083	0.9196879	0.92955756	0.9533713	0.9063288	0.77638876	0.8994545	0.80811965	0.94480443	0.97803384	0.8561596	0.63676053	0.5829751	0.8996584	0.98947716	0.7660934	0.7645712	0.87618595	0.86361325	0.9346152	0.7784892	0.60594904	0.8770836	0.9745012	0.7889998	0.85858333	0.8044437	0.84130716	0.84211963	0.92438805	0.80104786	0.90479064	0.9706655	0.90021443	0.8265866	0.97196376	0.9187548	0.92896056	0.8335991	0.694391	0.7061217	0.9389523	0.9829108	0.9589668	0.74096847	0.9587061	0.8113626	0.90902454	0.8348429	0.9433592	0.8976489	0.9550115	0.856307	0.9387733	0.9303702	0.8456117	0.9597609	0.97746474	0.0	0.9906967	0.96664876	0.9600462	0.6056273	0.9199368	0.9275485	0.91571516	0.9484329	0.99494225	0.89096504	0.95633703	0.8649504	0.906572	0.7508374	0.9584533	0.9345815	0.92744666	0.90853876	0.68596303	0.906222	0.8661975	0.7811341	0.824662	0.8824396	0.91964716	0.98855007	0.86243147	0.81585085	0.9056308	0.8238579	0.9361874	0.9520354	0.9544373	0.9128786	0.9382833	0.7577625	0.93498784	0.9588884	0.88753825	0.943894	0.9081815	0.93031836	0.7565892	0.9462896	0.6677133	0.9372738	0.91958284	0.82441396	0.94368523	0.7824554	0.9976701	0.9744685	0.8043458	0.874122	0.8240597	0.93180084	0.746151	0.8322703	0.9360352	0.616899	0.961588	0.75113654	0.9540134	0.9357542	0.8285719	0.95218194	0.9067316	0.9065172	0.96647274	0.97820824	0.97555757	0.9525928	0.97415185	0.9362269	0.832971	0.76266026	0.9940004	0.72637296	0.8940734	0.91559464
oorlog_ervaring/noun	0.987056	0.66902685	0.9192915	0.84751254	0.8914821	0.901662	0.98629373	0.9251714	0.92584234	0.96968466	0.92279005	0.84436464	0.7135452	0.98303103	0.9243637	0.8821258	0.9850962	0.7846272	0.9386879	0.9836794	0.9301679	0.96298534	0.977646	0.8164201	0.87077683	0.9414931	0.91459125	0.8948308	0.89404917	0.9354732	0.9840781	0.92257583	0.90977544	0.96582186	0.9789056	0.9716231	0.94183373	0.79702735	0.80053544	0.93131065	0.9044311	0.9677502	0.9490533	0.9599605	0.8598938	0.9840276	0.9419249	0.8262323	0.88816595	0.88949317	0.8658716	0.9479275	0.9581528	0.9724142	0.648676	0.93568957	0.80552155	0.930611	0.93691015	0.7683664	0.8718643	0.9392502	0.96971124	0.9069381	0.85363305	0.97630924	0.8771718	0.9361663	0.9310154	0.929952	0.8463696	0.9058775	0.96499515	0.8605789	0.895143	0.98998666	0.955247	0.97144127	0.9847718	0.93574107	0.90828216	0.9331122	0.8817183	0.878437	0.9299141	0.9708486	0.98226386	0.78164726	0.8878999	0.87263465	0.87188816	0.904143	0.86805916	0.94041276	0.8046144	0.9906967	0.0	0.97413313	0.97336316	0.93706006	0.8349899	0.8516911	0.76714563	0.921763	0.9329509	0.9958438	0.9057975	0.85194457	0.9085327	0.94037277	0.970016	0.9827996	0.9091305	0.92724186	0.88395095	0.917163	0.89648545	0.9294872	0.96199995	0.7728957	0.953711	0.64635134	0.95876545	0.8319838	0.9576445	0.95373654	0.88281757	0.8811976	0.813073	0.9450355	0.9047159	0.9641701	0.86236465	0.87652636	0.9307088	0.81659544	0.77080387	0.88745177	0.8157964	0.9072763	0.86098665	0.9416291	0.7915454	0.9906473	0.8325226	0.9643754	0.99378556	0.6320946	0.98059607	0.9403961	0.89337295	0.9320257	0.9255909	0.95026356	0.9466977	0.9701651	0.93573606	0.95648336	0.96883917	0.975784	0.87484574	0.85497016	0.97183245	0.9996759	0.92612183	0.8352927	0.94332075	0.9614267	0.864415	0.9336752	0.88650244	0.89763916	0.8606696	0.944764	0.80686045	0.88281065
opdracht/noun	0.91615725	0.9148236	0.89814126	0.78100616	0.793948	0.83980626	0.91180956	0.717396	0.90172243	0.92282224	0.8204055	0.83241636	0.71052665	0.9796878	0.86258936	0.8882371	0.94408154	0.85501575	0.77082264	0.9435408	0.9294988	0.9391969	0.78590804	0.7352443	0.8822889	0.83733475	0.9567383	0.73589694	0.7036258	0.92582005	0.93509424	0.957644	0.9520667	0.77178854	0.8640892	0.9165074	0.90378577	0.90358764	0.83527267	0.758428	0.788792	0.6691539	0.89520025	0.87567663	0.9444064	0.87864554	0.9058814	0.89683276	0.9520712	0.8576189	0.9225875	0.9162645	0.94818074	0.7438209	0.8399589	0.94856703	0.8771599	0.8869862	0.88785577	0.9749728	0.9036547	0.893412	0.8439146	0.93092453	0.85753596	0.9510465	0.7499567	0.72813237	0.8455838	0.8770042	0.90512526	0.92134	0.84725857	0.86288357	0.8698043	0.887585	0.8268039	0.9395087	0.8043722	0.8815256	0.8144268	0.7737603	0.8649564	0.83229697	0.6879239	0.849178	0.92135346	0.7953924	0.86886466	0.8313743	0.732483	0.92342	0.83617663	0.85442066	0.8448739	0.96664876	0.97413313	0.0	0.78393346	0.90266275	0.8434036	0.97658986	0.91798043	0.78231573	0.9496969	0.8576148	0.8787237	0.93606573	0.96041	0.95146644	0.876795	0.6822727	0.81948256	0.9282992	0.90536237	0.78129244	0.94508666	0.9021117	0.8940755	0.7152579	0.80004925	0.96920985	0.86346155	0.89205295	0.92282915	0.88835466	0.8098669	0.8646975	0.8071662	0.8251846	0.81544524	0.97347313	0.84132797	0.8413875	0.89986134	0.86261815	0.78882056	0.81707406	0.93991566	0.8442872	0.85902923	0.96737826	0.9541954	0.86436176	0.88521296	0.8956465	0.9440007	0.7256495	0.94905317	0.90651864	0.87268573	0.7896975	0.93330866	0.85564363	0.8729575	0.96729827	0.8924103	0.92506313	0.8739122	0.9199611	0.86468434	0.8451302	0.79227567	0.7740321	0.720041	0.74897915	0.9236004	0.8185059	0.85669875	0.7969462	0.8656677	0.7866486	0.83139014	0.8532283	0.63681424	0.9654927
operatie/noun	0.79949075	0.9536937	0.89418226	0.8751085	0.7871524	0.8534062	0.7553204	0.88766104	0.88867617	0.9033564	0.7992237	0.86770445	0.7934839	0.8216502	0.80987346	0.85061944	0.68932986	0.7942804	0.87738514	0.95745337	0.89033794	0.92297226	0.8714973	0.9289198	0.9103414	0.6642165	0.9405596	0.80504906	0.88330567	0.89264	0.93601716	0.8578127	0.90049624	0.90835226	0.9402788	0.8682078	0.84133625	0.94364166	0.88189816	0.6981314	0.86656463	0.7999121	0.895953	0.93576837	0.9028504	0.7378148	0.77755976	0.9298635	0.9683416	0.85022455	0.8554151	0.54301393	0.9872431	0.80300516	0.7684705	0.87224877	0.91225344	0.93801785	0.77412856	0.68494415	0.59289604	0.8028585	0.6893665	0.7850394	0.8740008	0.9589186	0.87123793	0.8335958	0.8690798	0.7604617	0.8710506	0.9363921	0.71449506	0.9156606	0.86884755	0.85314083	0.7474412	0.9597373	0.9083505	0.4673133	0.8596401	0.87786794	0.91888905	0.8436147	0.7913753	0.8705849	0.5241449	0.89378333	0.6877202	0.9401374	0.8550827	0.90681744	0.9079063	0.87521684	0.7966827	0.9600462	0.97336316	0.78393346	0.0	0.90200675	0.7909026	0.94119143	0.8366735	0.86019933	0.98833835	0.9560425	0.9313617	0.86158586	0.884845	0.9745039	0.87297285	0.8623518	0.87914443	0.9481554	0.89481735	0.89841986	0.9185486	0.90249574	0.82682174	0.7888403	0.8424325	0.8634341	0.93521523	0.941976	0.58045304	0.95222795	0.8912864	0.8498745	0.794381	0.90453774	0.8878807	0.80389696	0.92309374	0.82406396	0.9087905	0.75960934	0.79113513	0.9321472	0.8918147	0.7987857	0.9367277	0.940444	0.90225506	0.9726386	0.8015468	0.9523649	0.7485969	0.9395541	0.97405475	0.76856816	0.81349087	0.84934807	0.86990714	0.86301374	0.98246217	0.94174486	0.8927299	0.78730154	0.48449773	0.69785434	0.8261988	0.8648691	0.5417591	0.8291074	0.8056407	0.88898355	0.93302387	0.87559646	0.70626	0.66728425	0.96648586	0.81652474	0.9280428	0.8641495	0.830419	0.9085598
oppervlak/noun	0.85605985	0.9226543	0.9360822	0.94526553	0.8265551	0.77845216	0.8263241	0.8813357	0.8168559	0.79956084	0.8707459	0.95399565	0.8339942	0.9686409	0.8240778	0.89212376	0.814388	0.8038742	0.80820554	0.4853136	0.7485038	0.9216813	0.97115403	0.8086735	0.8337398	0.8636337	0.84478	0.9043922	0.8298041	0.74995303	0.5394276	0.5613214	0.8209529	0.837799	0.88565266	0.63799644	0.83708334	0.89899635	0.8458713	0.8335146	0.91318613	0.91787076	0.6954475	0.8465925	0.85384667	0.8922217	0.9740882	0.71144676	0.657364	0.67808783	0.93038297	0.8365131	0.6354611	0.67901826	0.9235957	0.8507305	0.7820884	0.6195016	0.5003041	0.8921183	0.9532087	0.68305254	0.86869574	0.79292023	0.8571196	0.80532664	0.82638305	0.68698215	0.8322089	0.88196677	0.9321642	0.74737525	0.85862553	0.90681154	0.92109823	0.8529097	0.77829754	0.6244577	0.91374505	0.9438937	0.9194536	0.80517983	0.8790121	0.7560486	0.798558	0.8338619	0.8965732	0.8924166	0.811123	0.7828188	0.9066404	0.88025016	0.806471	0.87707376	0.85279477	0.6056273	0.93706006	0.90266275	0.90200675	0.0	0.82258457	0.8555136	0.8138974	0.8787755	0.98696136	0.9387618	0.7870148	0.79881513	0.88570094	0.6323827	0.71702206	0.91983634	0.9484762	0.87936676	0.7580616	0.8527205	0.79377353	0.7728948	0.90192586	0.79514545	0.93936867	0.8369124	0.84701836	0.7525985	0.86927	0.9347195	0.81386775	0.8385283	0.88766474	0.96090317	0.8064195	0.6656822	0.89488745	0.89328367	0.79997885	0.8717388	0.77612066	0.71510166	0.82213736	0.92901695	0.61040294	0.92814946	0.88489217	0.91210246	0.91062605	0.67392457	0.866007	0.92700195	0.80355394	0.8885159	0.89462656	0.8778511	0.78938574	0.8022092	0.6749814	0.534026	0.81956416	0.64190197	0.9283941	0.8412531	0.752115	0.88504374	0.8316643	0.92123705	0.9321046	0.93289834	0.93620217	0.8737229	0.9340219	0.8582592	0.88495606	0.79903126	0.9686873	0.656278	0.8149797	0.87580746
overigens/adv	0.8813426	0.8750076	0.8460159	0.8546061	0.6145922	0.8191947	0.9214996	0.69300306	0.86734366	0.8429468	0.76897275	0.8255274	0.5771265	0.8764496	0.61032695	0.94050515	0.8326848	0.7547783	0.6830877	0.9406662	0.8975183	0.9644991	0.9720854	0.76044613	0.7689744	0.9146282	0.86134094	0.7160448	0.849619	0.7155895	0.9766052	0.94248116	0.84923863	0.81506497	0.76460063	0.8879792	0.840534	0.5432424	0.62364113	0.79347694	0.8559349	0.7851285	0.7957007	0.9404542	0.87461734	0.7860867	0.8051625	0.85137296	0.935415	0.8328088	0.8723177	0.9281615	0.9511261	0.861447	0.7229122	0.7615543	0.6453233	0.951274	0.9315307	0.8997707	0.90572214	0.7018719	0.7032742	0.76922554	0.9178397	0.9108539	0.6567323	0.7459472	0.8502021	0.938419	0.79692537	0.775393	0.67512226	0.78789794	0.84164953	0.9531647	0.74325466	0.83429885	0.98780525	0.90545666	0.6716813	0.7973365	0.67867446	0.67994165	0.84626836	0.87854856	0.94026935	0.6467805	0.8092371	0.79982114	0.8005234	0.72471094	0.87827647	0.6449597	0.69799626	0.9199368	0.8349899	0.8434036	0.7909026	0.82258457	0.0	0.87423253	0.8657384	0.71920156	0.8941051	0.9460126	0.8160066	0.8812597	0.88134766	0.93978477	0.9648798	0.8507917	0.8585806	0.9419299	0.9482008	0.8858832	0.8782468	0.7909785	0.85581017	0.6877661	0.8654196	0.7860694	0.9005655	0.9076094	0.94080406	0.89005697	0.88493943	0.8817621	0.9601313	0.8263597	0.77906257	0.9108733	0.7885028	0.5929768	0.8922023	0.8513481	0.6997158	0.7997512	0.68922925	0.900364	0.8328838	0.8545357	0.6676364	0.8797842	0.8374603	0.944179	0.9186927	0.74797136	0.8950649	0.70624536	0.844761	0.85401225	0.8524097	0.8735339	0.96835124	0.90803975	0.8120591	0.8620535	0.8987763	0.84885603	0.8591887	0.7651202	0.8506973	0.9918315	0.8136024	0.78730524	0.8118089	0.78883374	0.94340134	0.757438	0.907482	0.62993884	0.85515726	0.95519567	0.6669875	0.91187394
overlast/noun	0.96670836	0.84672254	0.9510412	0.9472227	0.87042403	0.81589514	0.87753695	0.89121443	0.822449	0.9025702	0.7676693	0.8559246	0.80083406	0.92024815	0.85708356	0.7664788	0.91836524	0.8281143	0.81345147	0.9117166	0.7669666	0.36596	0.9674663	0.827536	0.8113754	0.93716186	0.95021397	0.93099946	0.90196294	0.7574356	0.8259473	0.8954679	0.79232806	0.8638863	0.7870939	0.92463577	0.84942174	0.9255345	0.70355654	0.9561238	0.8282688	0.76767445	0.7025635	0.8363042	0.8245787	0.9479578	0.92272377	0.9496547	0.6969075	0.9068087	0.86845785	0.94678795	0.8113376	0.896015	0.8372531	0.9603072	0.65614885	0.6251199	0.9251842	0.9198865	0.88676524	0.89021325	0.80613595	0.82327807	0.76775646	0.89816535	0.8714658	0.84813917	0.6690173	0.9402968	0.8213191	0.77298963	0.8051226	0.9416561	0.9303088	0.9670229	0.9446407	0.72722334	0.83370256	0.9550129	0.8623816	0.88781065	0.8711716	0.81479985	0.9210862	0.6335778	0.9391867	0.85420394	0.8293299	0.8374791	0.9100618	0.80034244	0.9492257	0.8901729	0.90876853	0.9275485	0.8516911	0.97658986	0.94119143	0.8555136	0.87423253	0.0	0.8574543	0.93100274	0.96363586	0.95751494	0.7805282	0.794651	0.9125935	0.67302656	0.9447608	0.93443954	0.8589203	0.84480405	0.93245506	0.9026496	0.63621414	0.827545	0.7414104	0.7063925	0.92904973	0.7869072	0.8594298	0.48519754	0.95114005	0.8869633	0.88687265	0.6928717	0.7299157	0.7739193	0.8523357	0.86717665	0.94715625	0.87741566	0.64618015	0.86870986	0.7573373	0.90808904	0.8641439	0.85946304	0.88731503	0.45111442	0.81485474	0.8256295	0.7605599	0.67837113	0.89301986	0.87351424	0.9382851	0.91097254	0.66121817	0.9532689	0.8854424	0.91522807	0.60392284	0.7688104	0.8456421	0.93515587	0.96192646	0.9284086	0.6416834	0.89848346	0.8716141	0.85832345	0.81415075	0.8804549	0.87872446	0.9239421	0.7963506	0.91194946	0.81619745	0.8696359	0.97821015	0.9073734	0.88525295	0.88005286
pijn/noun	0.9626426	0.82364315	0.71742004	0.6458665	0.74835503	0.77626634	0.7772314	0.81572115	0.29172176	0.48377728	0.5877117	0.74500275	0.7344886	0.71247065	0.8899441	0.8861303	0.84652114	0.8162159	0.74064726	0.8489592	0.8764171	0.95490205	0.87749624	0.8200287	0.8077739	0.7072302	0.72659874	0.7918905	0.79091084	0.82601583	0.86904955	0.86235744	0.8034055	0.6902191	0.8631845	0.90214086	0.8645825	0.7946511	0.7894002	0.8092455	0.7242156	0.9136564	0.5863076	0.8784836	0.72359014	0.82363206	0.886765	0.8882595	0.8608063	0.8904125	0.7274926	0.8444769	0.9544146	0.66256976	0.6193305	0.8023045	0.7767577	0.7018137	0.73825645	0.7645976	0.8444882	0.9021996	0.8853833	0.7818815	0.8524491	0.929326	0.7512176	0.8076789	0.85307735	0.929927	0.664805	0.8191528	0.8816626	0.85337853	0.7245654	0.77441	0.77928007	0.908337	0.94838274	0.876115	0.81015724	0.846079	0.8105405	0.7131119	0.715219	0.7257279	0.9090921	0.71280855	0.76444674	0.5237911	0.70278215	0.7732898	0.8391446	0.89122987	0.81963784	0.91571516	0.76714563	0.91798043	0.8366735	0.8138974	0.8657384	0.8574543	0.0	0.8451127	0.9748595	0.88695467	0.7180451	0.9104864	0.838972	0.8824395	0.96131706	0.907873	0.86742043	0.80037445	0.8316659	0.6040728	0.8062416	0.8296381	0.88095856	0.44248015	0.8471865	0.4937094	0.83222914	0.79435724	0.8742987	0.6985843	0.6689018	0.41736418	0.8608328	0.8985607	0.92893857	0.58938026	0.82967997	0.66998994	0.90570325	0.6640397	0.64505786	0.8941427	0.8525444	0.42789876	0.92476034	0.88008994	0.8243556	0.94924974	0.5496723	0.8979894	0.8483351	0.7565035	0.90773445	0.88263965	0.7011229	0.8690692	0.9244782	0.79648775	0.84423417	0.8622104	0.9550213	0.76319385	0.83438814	0.77795243	0.7764123	0.6537758	0.70200634	0.8441006	0.777962	0.7459406	0.86447656	0.8924901	0.8883382	0.96302754	0.8122165	0.83654773	0.846383	0.6644436	0.8254082	0.81292146
professioneel/adj	0.9789608	0.8916935	0.8232842	0.82136714	0.5969957	0.8094108	0.8372011	0.8501482	0.848385	0.85149395	0.7674351	0.74969465	0.65715945	0.9041661	0.5733583	0.94099885	0.89735824	0.80277	0.73975796	0.8918429	0.87745684	0.92706376	0.78656644	0.88744247	0.82994616	0.8423206	0.7649639	0.8613713	0.4109707	0.7842866	0.94510585	0.84676063	0.8422403	0.85569763	0.86002356	0.9166557	0.8181935	0.7955991	0.85776216	0.9045322	0.85228413	0.689024	0.83145344	0.7289218	0.67737406	0.80356514	0.8883615	0.70140386	0.9450102	0.7170937	0.7553047	0.824876	0.98870295	0.7806045	0.78382874	0.88174665	0.76865005	0.897278	0.85846543	0.9002086	0.9091349	0.8164103	0.8524934	0.8566415	0.7349709	0.89510316	0.79439545	0.58386064	0.75090396	0.77823323	0.8354202	0.81924015	0.7074609	0.6963657	0.75387037	0.9350223	0.47787595	0.85179394	0.9445176	0.9537767	0.8501889	0.8445822	0.8388344	0.72347486	0.6809137	0.7907176	0.86426044	0.7345795	0.79103434	0.753724	0.6579226	0.8430594	0.9292691	0.8133205	0.8999871	0.9484329	0.921763	0.78231573	0.86019933	0.8787755	0.71920156	0.93100274	0.8451127	0.0	0.9853071	0.6877308	0.93449354	0.89176804	0.8145121	0.9554673	0.94867426	0.57801163	0.79341435	0.95990056	0.88259363	0.6557099	0.8583219	0.7917046	0.6311531	0.7521118	0.6954789	0.91214025	0.91021585	0.9096909	0.8875119	0.65499264	0.9140143	0.78737277	0.8531926	0.72421074	0.798001	0.9006672	0.8392089	0.86348486	0.8734466	0.6792584	0.6890713	0.9584122	0.6834152	0.8712009	0.80251634	0.82250404	0.8864395	0.8661173	0.8751161	0.91799754	0.9005924	0.86450505	0.8236948	0.76982284	0.68276376	0.81811035	0.7940687	0.857437	0.9725832	0.888643	0.8781231	0.84779364	0.88122404	0.8421811	0.8330797	0.82947737	0.87266785	0.8692156	0.6483718	0.7035998	0.85680723	0.4236176	0.8405341	0.76466066	0.8059172	0.6790003	0.92150587	0.8603691	0.89695877	0.78754544
provincie_raad_lid/noun	0.55286574	0.97461355	0.9891589	0.94827735	0.95773983	0.97169983	0.9786055	0.9463353	0.9857612	0.97090214	0.8246246	0.9648996	0.88338137	0.9720205	0.9634802	0.98386055	0.93467087	0.903008	0.9408622	0.99886805	0.9879627	0.99667937	0.9697184	0.89399153	0.96401757	0.92444676	0.99301785	0.9448722	0.98161423	0.9056057	0.9816928	0.97133934	0.9384551	0.94444627	0.97776437	0.93242764	0.8966839	0.9461755	0.94310606	0.9682594	0.94924927	0.9685435	0.9808295	0.98372775	0.9799054	0.9646888	0.920951	0.9536545	0.9909455	0.98346215	0.9331274	0.9519518	0.9842081	0.98331267	0.88775957	0.9563345	0.9600907	0.984617	0.99640334	0.9830047	0.97859323	0.93932784	0.7740773	0.9419854	0.9923981	0.9899837	0.9522593	0.99599177	0.98127574	0.97823167	0.9255051	0.922624	0.9709381	0.973247	0.97686315	0.9871304	0.9866985	0.9970173	0.9842552	0.95147794	0.96358985	0.9408254	0.9704083	0.9107347	0.97504526	0.93908936	0.9710658	0.9307484	0.95660216	0.967502	0.9608305	0.9783109	0.96571994	0.9570028	0.9410526	0.99494225	0.9329509	0.9496969	0.98833835	0.98696136	0.8941051	0.96363586	0.9748595	0.9853071	0.0	0.9785938	0.97168094	0.9714221	0.941288	0.97251654	0.9558555	0.99262285	0.9637816	0.9285812	0.95953107	0.9492962	0.94848186	0.977959	0.9507136	0.9524875	0.98303545	0.95803595	0.95697045	0.9717467	0.9430146	0.88360435	0.98627186	0.96225995	0.8514479	0.9753952	0.8513923	0.96908087	0.7360451	0.9341066	0.99830395	0.9324425	0.90440905	0.9830012	0.9138435	0.983216	0.9852137	0.9949096	0.7477186	0.9600811	0.94665205	0.9843903	0.9728966	0.81921554	0.9979218	0.9328666	0.9386862	0.6007192	0.9773691	0.9121211	0.94919044	0.9897497	0.970286	0.9491312	0.96326584	0.94274294	0.90341294	0.88828063	0.93174297	0.8956452	0.92178607	0.9097237	0.9868986	0.9869362	0.9215177	0.9558809	0.957006	0.9106525	0.67728484	0.9924888	0.97451496	0.98468286
pupil/noun	0.8579589	0.66661656	0.80778	0.7439091	0.8799332	0.89024645	0.8063109	0.90122175	0.91328955	0.9027309	0.74367225	0.8248515	0.84505236	0.9690389	0.86509013	0.9553574	0.8167475	0.89234334	0.87671506	0.9467497	0.86880344	0.9179816	0.43025827	0.9199012	0.9061329	0.8712946	0.90651244	0.91682976	0.4966942	0.83786666	0.8694165	0.95019877	0.88006717	0.9557488	0.93247235	0.8724822	0.93451697	0.91175604	0.8845784	0.9352486	0.9505522	0.90209764	0.90561455	0.8328279	0.7824432	0.752068	0.92878896	0.8244072	0.9624316	0.84281987	0.89823467	0.8937948	0.98354334	0.8238262	0.8127478	0.8543363	0.9064458	0.9178098	0.9113533	0.914277	0.8850162	0.8074093	0.8666514	0.8195894	0.78602874	0.961652	0.8804671	0.76772285	0.93070877	0.8260313	0.8949155	0.94023	0.898442	0.8091936	0.94761205	0.9039522	0.8230831	0.9129099	0.88147503	0.93455505	0.94314957	0.92739445	0.9152689	0.88958555	0.64231575	0.88887036	0.9167922	0.8570948	0.9079455	0.84369767	0.737687	0.8334651	0.89795715	0.9079305	0.9109864	0.89096504	0.9958438	0.8576148	0.9560425	0.9387618	0.9460126	0.95751494	0.88695467	0.6877308	0.9785938	0.0	0.88653153	0.89412034	0.85292083	0.9593061	0.8811651	0.73696786	0.7427363	0.8720815	0.8982213	0.75362915	0.9551472	0.92064154	0.8771082	0.8557067	0.5768163	0.8719645	0.6244686	0.9704547	0.9485056	0.68425095	0.9240801	0.9182152	0.9504808	0.8165611	0.87459385	0.8940213	0.9125744	0.9033019	0.96866524	0.6106677	0.87951756	0.95845556	0.77361774	0.97314113	0.8560983	0.98036385	0.9353614	0.9857117	0.83693147	0.9799957	0.95801824	0.93180704	0.90491873	0.8496019	0.7768545	0.9231936	0.9091344	0.8111538	0.98862547	0.9105737	0.937944	0.89797217	0.83667296	0.8045482	0.9121767	0.90785784	0.88896394	0.84409153	0.9654399	0.8457513	0.9812382	0.65538347	0.9245313	0.9210252	0.92191607	0.86972773	0.74788034	0.9531687	0.93823844	0.7483834
rest/verb	0.8370446	0.91590947	0.86330545	0.84351313	0.8473915	0.65049267	0.7313107	0.8326589	0.77228534	0.7798619	0.80086315	0.742009	0.67523575	0.8011375	0.89420396	0.85355836	0.8456142	0.7574322	0.69618046	0.72471756	0.673398	0.70661074	0.8811763	0.76858974	0.7067764	0.78109753	0.9042016	0.7609354	0.8411852	0.77116483	0.8971635	0.88795257	0.7866941	0.74176705	0.727106	0.7226614	0.71821225	0.6780399	0.60516965	0.78201175	0.6879976	0.87511855	0.8643718	0.90196306	0.82804763	0.8106954	0.82935923	0.83389527	0.81794655	0.9150198	0.85088307	0.9293459	0.5378239	0.690932	0.7966647	0.75552315	0.72809184	0.51976967	0.9215537	0.93627954	0.88339615	0.9425005	0.8658607	0.8904989	0.9565302	0.89205146	0.7060033	0.89809275	0.8599569	0.9422576	0.83573633	0.9784281	0.7322788	0.80982566	0.84477407	0.9714416	0.7577123	0.72395813	0.70628643	0.80355436	0.5806428	0.8910517	0.7992433	0.7755455	0.7996973	0.7610712	0.85856473	0.80527425	0.77330166	0.69882584	0.7765323	0.70555127	0.7380036	0.7466785	0.6962092	0.95633703	0.9057975	0.8787237	0.9313617	0.7870148	0.8160066	0.7805282	0.7180451	0.93449354	0.97168094	0.88653153	0.0	0.91126823	0.7986896	0.82629883	0.89778346	0.84208643	0.77713394	0.63677096	0.89099175	0.67952	0.83085775	0.917406	0.9129008	0.7255573	0.7942148	0.8417768	0.8571004	0.6838816	0.88745946	0.7874802	0.720593	0.72143734	0.7426816	0.8843147	0.89191794	0.946392	0.75182426	0.70049655	0.6707338	0.76411194	0.77157253	0.6911353	0.7973326	0.6488442	0.9212601	0.8597636	0.76191264	0.9497057	0.7955054	0.8524558	0.92693377	0.77042603	0.87600744	0.819221	0.82009983	0.9014418	0.87966686	0.8777364	0.61545837	0.6515241	0.6930612	0.8482305	0.82086504	0.7983365	0.77696514	0.7161834	0.6309438	0.8851634	0.8308743	0.7652121	0.8951046	0.87253535	0.7685967	0.90995556	0.74477655	0.9141053	0.7907245	0.8404368	0.8981425	0.79907376
