	1ste/num	2de/num	3de/num	Aalsterse/adj	Australisch/adj	Engelstalig/adj	Euro2000/name	Istanboel/name	Nederlandstalig/adj	PROV/name	Romein/noun	aantal/noun	accent/noun	advertentie/noun	affiche/noun	alle/det	ander/adj	auto_wrak/noun	begin/verb	ben_uit/verb	beperkt/adj	bijtend/adj	blijf_achter/verb	buis/noun	centraal/adj	combineer/verb	de/det	dergelijk/adj	detective/noun	die/det	die/pron	discriminatie/noun	door/prep	drama/noun	drijf/verb	een/det	eentje/pron	eenzaam/adj	en/vg	enig/det	ere_plaats/noun	ernst/noun	fel/adj	flankeer/verb	flyers/noun	gebruik/verb	geest/noun	gehard/adj	gekleurd/adj	geluid_effect/noun	geplaatst/adj	geweigerd/adj	goedmoedig/adj	groot_macht/noun	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	helder/adj	honderden/noun	hoon/noun	hoor/verb	humor/noun	in/prep	industrieel/adj	ingebouwd/adj	ingehouden/adj	introduceer/verb	ironie/noun	jazz/noun	kaars/noun	kijk_terug/verb	kinderachtig/adj	kom_over/verb	laat_los/verb	lawaaierig/adj	letter_DIM/noun	licht/adj	licht/noun	licht/prefix	lijk/verb	loop/verb	loper/noun	maak/verb	macho/noun	met/prep	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	niet_commercieel/adj	nostalgie/noun	omgeving/noun	ondanks/prep	onder/prep	onderwerp/noun	ontlok/verb	oog/noun	op/prep	plaats/noun	plafond/noun	politicus/noun	pose/noun	precies/adv	priem/verb	productie_huis/noun	prognose/noun	publiek/adj	radio/noun	ragfijn/adj	reeks/noun	richt/verb	rood/adj	samenleving/noun	schemer_door/verb	schrijven/noun	sla_gade/verb	slechts/adv	sta/verb	stem/noun	storend/adj	studio/noun	surrealistisch/adj	symboliek/noun	tafel/noun	tafereel/noun	terloops/adj	tv/noun	van/prep	varieer/verb	verander/verb	verblind/adj	verdwijn/verb	verholen/adj	verwondering/noun	vleugel/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	voor/prep	vooroordeel/noun	voorwerp/noun	vrolijk/adj	waarmee/pp	waarschuw/verb	waarvoor/pp	wapen/noun	wat/det	weiger/verb	welk/det	wereld_pers/noun	wereld_top/noun	word/verb	zelf/adv	zend_uit/verb	zie/verb	zijn/det	zulk/det	zweem/noun	één/pron
fel/adj	0.9498681	0.9496654	0.94775915	0.87694335	0.8250866	0.9240234	0.9116934	0.9337476	0.8990102	0.9953775	0.89551055	0.8734679	0.82002085	0.8684574	0.84931034	0.8429101	0.84947723	0.9266579	0.8169085	0.8484708	0.83451414	0.8641299	0.85125667	0.87067914	0.86632234	0.84224063	0.7134086	0.81392443	0.9165069	0.797582	0.7520125	0.85296196	0.65738976	0.8144345	0.780705	0.71720284	0.896221	0.84131575	0.6888063	0.8124072	0.92346996	0.86524147	0.0	0.9146143	0.95048374	0.8631071	0.8302948	0.9232961	0.786065	0.9375337	0.8708745	0.96646684	0.9227502	0.8592063	0.9116549	0.8886956	0.7950394	0.86653596	0.8776293	0.7637061	0.7867744	0.90497196	0.85044694	0.84672207	0.7943301	0.8685347	0.89406186	0.871595	0.84707797	0.8521916	0.88022214	0.8731353	0.89940304	0.9145433	0.8200151	0.8344275	0.92011184	0.9089721	0.731609	0.754705	0.91768605	0.77838945	0.8551109	0.88343054	0.8695308	0.90879136	0.7415098	0.8417056	0.81471163	0.8984205	0.9009224	0.96376926	0.87349564	0.7990928	0.73368573	0.7825105	0.8123786	0.8572182	0.7410736	0.8173231	0.90793645	0.81142414	0.7281076	0.85205543	0.81156576	0.92926127	0.95020884	0.90786546	0.7683884	0.8665787	0.8810913	0.8277056	0.8174683	0.73209256	0.7927275	0.87513834	0.8953801	0.8984727	0.8620058	0.86494994	0.80017555	0.87410784	0.8648741	0.8747768	0.8756221	0.8439902	0.80020195	0.89772713	0.8505878	0.7776511	0.85374373	0.8650444	0.85544634	0.8335266	0.8947294	0.90334773	0.80704635	0.84904134	0.81335545	0.79375327	0.7565037	0.8538117	0.84360605	0.82553977	0.7665656	0.7804593	0.77530223	0.83170295	0.83547103	0.83296704	0.81752264	0.87387455	0.9373472	0.92310065	0.8228878	0.8793821	0.8673282	0.7766968	0.749241	0.78236336	0.8991747	0.79070866
flankeer/verb	0.971575	0.9665878	0.9703511	0.931019	0.91823995	0.93886405	0.93647695	0.95108086	0.94448054	1.0	0.88081455	0.94631755	0.8853089	0.9458839	0.89387894	0.91302997	0.92599803	0.9526522	0.9597485	0.95350003	0.96021855	0.90307486	0.9480528	0.9238782	0.90093964	0.91315234	0.8753648	0.9448581	0.9287777	0.92669004	0.865754	0.9776863	0.8954346	0.91162306	0.9147613	0.8474879	0.9388372	0.8933305	0.83239335	0.95112246	0.96282953	0.95298314	0.9146143	0.0	0.971219	0.9154409	0.9152545	0.9385264	0.8503424	0.95860577	0.9103773	0.94727427	0.9273058	0.9618382	0.9139817	0.90306205	0.87441885	0.92138046	0.92561513	0.88870597	0.88784665	0.96194017	0.9101584	0.91396534	0.9134733	0.9178667	0.93528193	0.9462029	0.90510064	0.9479845	0.93167067	0.8948662	0.9473645	0.96349967	0.93326664	0.93938494	0.9123304	0.95998293	0.9078862	0.92452115	0.9225464	0.9211094	0.93180305	0.92792857	0.95003843	0.90860915	0.8620486	0.9623469	0.9590938	0.94845736	0.92749065	0.9588431	0.9312896	0.90200454	0.9517739	0.93510294	0.9380803	0.9313938	0.89408946	0.938094	0.95823216	0.8889718	0.9212869	0.8820842	0.94504064	0.95323384	0.9685029	0.95934683	0.95676893	0.957951	0.9419962	0.9304646	0.95230544	0.87393785	0.95115215	0.96079624	0.944	0.9278965	0.9456612	0.90179795	0.9027853	0.9570059	0.8967987	0.8644765	0.9019699	0.86747134	0.87697804	0.9327421	0.9323242	0.8856926	0.9253326	0.9442426	0.95469695	0.9227643	0.95833856	0.93526626	0.8781955	0.9347652	0.90252924	0.9032752	0.836141	0.9338227	0.94096893	0.882494	0.88634646	0.8866408	0.94925237	0.9205784	0.935105	0.9364087	0.9410679	0.937473	0.97305506	0.97857696	0.95184064	0.93864053	0.9520565	0.91477525	0.8766539	0.93263626	0.952409	0.8793016
flyers/noun	0.97342557	0.98406386	0.9925177	0.94213253	0.965885	0.91138	0.9370544	0.9614608	0.8954058	0.98674434	0.9644814	0.93573165	0.91878927	0.8023629	0.6675943	0.8923016	0.92930204	0.9025928	0.9355136	0.9417601	0.9623365	0.9481641	0.94420224	0.9493413	0.95423293	0.9493092	0.9169996	0.914212	0.9649853	0.9080296	0.8895149	0.95776165	0.9376344	0.9749593	0.95881414	0.9035919	0.94311595	0.96351457	0.8788577	0.9476058	0.96882784	0.97022355	0.95048374	0.971219	0.0	0.9207891	0.97544616	0.9696649	0.8869209	0.9069061	0.9399149	0.93631476	0.982225	0.97375154	0.92118466	0.95522374	0.9151169	0.8881108	0.94907016	0.9333516	0.87337947	0.97343177	0.9587057	0.95252067	0.931129	0.94905406	0.94058746	0.9436137	0.9496024	0.97222674	0.9424461	0.8905504	0.9625079	0.90986204	0.9583652	0.9589349	0.94105107	0.8281729	0.9627471	0.96332693	0.9558875	0.9711185	0.95629305	0.8981483	0.88813436	0.9309788	0.86900556	0.94548583	0.9709039	0.9639146	0.9499768	0.89612526	0.9527501	0.9355272	0.95228726	0.95036906	0.9559324	0.98230237	0.964147	0.8817815	0.9543621	0.9406666	0.93595135	0.94866824	0.9642127	0.97226375	0.95401174	0.95919806	0.96200603	0.9174166	0.9484558	0.92798316	0.95427096	0.90268123	0.9686341	0.9686929	0.9498945	0.92449665	0.95290506	0.8914301	0.95517683	0.93124557	0.9339033	0.9495406	0.9510438	0.91196156	0.9422044	0.92818	0.9126841	0.9372658	0.94931847	0.9634393	0.9624521	0.9512895	0.9650382	0.9684087	0.96598655	0.9587392	0.9476757	0.92031574	0.8672978	0.93052953	0.9621432	0.91175437	0.9059105	0.8864392	0.92912817	0.91563267	0.92222315	0.91750705	0.9418772	0.92092556	0.9298783	0.9571795	0.9089268	0.9309779	0.95140845	0.92075616	0.9473955	0.929216	0.9732549	0.9519625
gebruik/verb	0.9557015	0.9624075	0.9707667	0.9050163	0.8651047	0.90392894	0.9383414	0.9467203	0.8962292	0.9998525	0.8986142	0.81020665	0.84755236	0.8364122	0.85668206	0.72148544	0.6958231	0.88242185	0.880127	0.8665296	0.75803125	0.8764025	0.84541416	0.7742725	0.7872715	0.73643684	0.7548771	0.71482146	0.9312172	0.77264297	0.65600556	0.8700758	0.786502	0.9004046	0.8075759	0.67909956	0.8906393	0.8888401	0.58054453	0.80584025	0.9685465	0.89701724	0.8631071	0.9154409	0.9207891	0.0	0.8732443	0.91883385	0.78380084	0.9195033	0.85837525	0.9301681	0.9539334	0.9288449	0.9214953	0.89523983	0.7643181	0.806405	0.9089357	0.82286525	0.72068083	0.9730831	0.8717618	0.861298	0.8366737	0.7387568	0.7464751	0.9236143	0.7450284	0.8911214	0.8898223	0.8434814	0.934576	0.9128919	0.892202	0.79934037	0.9165767	0.89826703	0.7910687	0.811216	0.9358362	0.84094334	0.8748738	0.92429763	0.7501481	0.93339	0.6437974	0.91679025	0.8749692	0.93731856	0.8943084	0.90374315	0.91690576	0.8240717	0.8333809	0.78623676	0.832158	0.8978019	0.8738842	0.8390881	0.92010814	0.8234436	0.8680187	0.9297961	0.79536426	0.9436242	0.9304091	0.9187219	0.84853715	0.79394215	0.90889204	0.8449319	0.80777717	0.78915715	0.86184186	0.92332464	0.8898185	0.9302069	0.78060865	0.8433616	0.8977802	0.8988275	0.8990818	0.8917786	0.8815382	0.8099501	0.90596247	0.9070661	0.80873966	0.7022433	0.7840875	0.8026783	0.9249375	0.7541561	0.96469444	0.941914	0.86884177	0.6817417	0.8119961	0.8085625	0.6589166	0.6996455	0.87812716	0.7776743	0.8515894	0.56354505	0.81807	0.7079244	0.7005298	0.77808523	0.7975379	0.7001996	0.9464441	0.9361649	0.7565086	0.8417895	0.83146846	0.85500544	0.84197	0.7471858	0.938069	0.81529176
geest/noun	0.9664482	0.96491086	0.9781325	0.91342115	0.8812956	0.91140044	0.9338842	0.9329564	0.8772191	1.0	0.8293482	0.90880424	0.83297795	0.91882044	0.89400816	0.81420445	0.8338486	0.9475336	0.8877694	0.8541758	0.8859645	0.87362313	0.8735822	0.90072346	0.8363622	0.78680646	0.8248661	0.803995	0.8695823	0.7448174	0.6792402	0.8651996	0.7515408	0.7881557	0.7729119	0.75473994	0.87105274	0.7938101	0.6578026	0.80475163	0.9573196	0.8284648	0.8302948	0.9152545	0.97544616	0.8732443	0.0	0.95372194	0.8729233	0.9077101	0.9164631	0.9667362	0.9053788	0.9163981	0.9069787	0.93368185	0.86595786	0.88738436	0.89877796	0.75166214	0.82338417	0.91947234	0.8460374	0.7247705	0.8514868	0.8754938	0.9126695	0.8583699	0.85392606	0.7895812	0.7997196	0.8804131	0.8908487	0.87225884	0.81465554	0.7918163	0.903306	0.93472403	0.81818223	0.7852335	0.9263242	0.7566198	0.91761917	0.9231878	0.86902565	0.91200733	0.8172834	0.934788	0.8232635	0.87695855	0.9366308	0.93781805	0.83987683	0.7713831	0.8140905	0.8721104	0.79683506	0.89425755	0.76522624	0.9063895	0.9246359	0.8778525	0.7728123	0.87358654	0.8262079	0.93929845	0.92426723	0.9352583	0.8099953	0.8935525	0.91015404	0.856116	0.841346	0.85047066	0.73476166	0.9156727	0.82828325	0.88606817	0.8774106	0.8993276	0.78282386	0.8890062	0.8785596	0.80901355	0.80313814	0.8851689	0.7895159	0.85527563	0.86318076	0.7942643	0.8639222	0.8259735	0.8484486	0.85753036	0.94018066	0.8346498	0.85582465	0.87762225	0.82122064	0.84083265	0.72010267	0.89311075	0.78218126	0.81179595	0.79159117	0.7632102	0.8702256	0.83272475	0.87776476	0.83282506	0.8915378	0.82029116	0.9470587	0.9193377	0.8309549	0.8347225	0.88638234	0.8373245	0.74119514	0.7281939	0.8859054	0.81314075
gehard/adj	0.9603062	0.93600357	0.96594673	0.95679295	0.92621195	0.93834734	0.94602436	0.9506476	0.96427995	0.9624622	0.94542813	0.9220765	0.93001974	0.9614483	0.96305597	0.931096	0.92329645	0.95812017	0.95144945	0.93309176	0.9635546	0.953875	0.9518166	0.9251611	0.94825864	0.93472195	0.9127824	0.92435014	0.93482774	0.8995999	0.8267461	0.93763995	0.8892104	0.9261442	0.9058642	0.8869171	0.9401731	0.8925573	0.8759463	0.9484476	0.96435195	0.93568754	0.9232961	0.9385264	0.9696649	0.91883385	0.95372194	0.0	0.9233469	0.9390603	0.93195266	0.95366526	0.9463564	0.94466287	0.9641078	0.9120151	0.93226904	0.9185306	0.9106324	0.93654674	0.87202454	0.93285465	0.9573436	0.90755343	0.9318489	0.942689	0.91419	0.9543362	0.94142026	0.9336817	0.9448525	0.9523034	0.91563654	0.9633909	0.9280209	0.95133054	0.9501786	0.9712816	0.91808474	0.9260874	0.9789064	0.9374406	0.95920813	0.9394823	0.95454395	0.9152547	0.9034364	0.92053676	0.9374084	0.9291009	0.91359544	0.96103376	0.9248721	0.9505699	0.9393693	0.8862719	0.928412	0.92972636	0.9173373	0.95604837	0.9553687	0.9345215	0.91645443	0.93695617	0.94940096	0.9623431	0.96426415	0.9534595	0.9568904	0.9724115	0.95896274	0.9564736	0.92962384	0.9333031	0.9175801	0.95963365	0.94914556	0.90968215	0.9225797	0.9384502	0.95684856	0.94916874	0.9646101	0.9277175	0.93282914	0.93041015	0.9165263	0.94008	0.94483453	0.9249841	0.940183	0.9409932	0.9549515	0.95110494	0.9535939	0.94483393	0.94098604	0.934146	0.92202085	0.8882364	0.8711223	0.9401613	0.9373172	0.94800174	0.9171834	0.9209708	0.9060565	0.9552863	0.92601925	0.92673767	0.9410055	0.927894	0.9565225	0.95514464	0.9473341	0.9452407	0.9661187	0.95297897	0.9182021	0.8966039	0.9549576	0.93583167
gekleurd/adj	0.95800555	0.9266303	0.9378015	0.9044361	0.87894356	0.8786754	0.92488295	0.9482049	0.87800634	0.97967625	0.8801649	0.91288275	0.7613589	0.8424604	0.78270537	0.84919006	0.866024	0.8896544	0.9078166	0.88705	0.85957015	0.8635092	0.8773553	0.7592509	0.88238424	0.79224735	0.8410382	0.8547544	0.91456926	0.80797315	0.7676942	0.8741005	0.80457866	0.8508493	0.80777824	0.6908188	0.85670114	0.8242534	0.6351443	0.8903028	0.9202204	0.9209516	0.786065	0.8503424	0.8869209	0.78380084	0.8729233	0.9233469	0.0	0.917926	0.823508	0.9688653	0.92752445	0.94250643	0.87537664	0.7945352	0.6747304	0.76239175	0.8252926	0.7063213	0.78707117	0.931288	0.8876909	0.86118287	0.80118525	0.82061446	0.8320279	0.86637694	0.8495934	0.8745302	0.8569962	0.7778516	0.9230523	0.9224302	0.86789674	0.8414916	0.8934628	0.8795944	0.74699163	0.72675973	0.87829304	0.8344539	0.86017406	0.8599719	0.8269133	0.8763586	0.69024837	0.9374989	0.89555925	0.9081919	0.8989628	0.93576086	0.8849546	0.8367734	0.87763286	0.83880544	0.88771355	0.90965044	0.7640406	0.85996634	0.91326785	0.6918608	0.9001275	0.828318	0.85474795	0.85242665	0.946664	0.93977463	0.89910835	0.88806635	0.8203703	0.8611791	0.87790966	0.575582	0.8764431	0.90563524	0.8873018	0.8928784	0.8327007	0.82844734	0.8442464	0.8822867	0.86627823	0.8310932	0.84402263	0.7602178	0.8035483	0.8741133	0.85291207	0.83588564	0.8255646	0.8527371	0.86261237	0.7955564	0.95049876	0.905245	0.83084106	0.8038615	0.8763179	0.7831248	0.6398168	0.8993646	0.8591952	0.74201703	0.71389306	0.7785634	0.9185332	0.8545014	0.89408433	0.8012097	0.90976816	0.8534366	0.9314776	0.9127571	0.85959256	0.89134514	0.9067226	0.78218275	0.8405293	0.79702073	0.8582727	0.8408004
geluid_effect/noun	0.97812015	0.99751157	0.9861507	0.9371984	0.967476	0.9180467	0.9756348	0.9707673	0.91224205	1.0	0.94799614	0.9597371	0.893961	0.9515431	0.8876032	0.9496216	0.934975	0.98143363	0.9530102	0.9574257	0.94894326	0.9429693	0.9692488	0.96406054	0.9547611	0.8774231	0.9553391	0.912689	0.91696954	0.92083186	0.8984065	0.96501833	0.91493833	0.8920219	0.926418	0.8943027	0.9478003	0.9432552	0.866901	0.96626943	0.98129636	0.95476717	0.9375337	0.95860577	0.9069061	0.9195033	0.9077101	0.9390603	0.917926	0.0	0.9353993	0.9413582	0.9690473	0.95086443	0.97534204	0.93002415	0.941702	0.94118524	0.96168315	0.8756192	0.96665907	0.99183786	0.87251055	0.8840374	0.9493706	0.9253302	0.93650293	0.8763055	0.9048357	0.9244737	0.8290626	0.9517462	0.94006133	0.9548965	0.93064106	0.9347493	0.9325442	0.9355108	0.9616573	0.8923254	0.89786917	0.91976476	0.96629536	0.9593028	0.9021494	0.9475662	0.889091	0.9668615	0.9438075	0.9695858	0.9636	0.94149727	0.9241147	0.9138067	0.9356819	0.96777356	0.9339157	0.94311017	0.94882	0.9495017	0.981272	0.9392469	0.9692141	0.893611	0.9328022	0.96416265	0.9581857	0.9719734	0.97207	0.93668175	0.908453	0.9042861	0.97804666	0.9618275	0.9417428	0.94380546	0.9420999	0.92371815	0.9444761	0.9608501	0.870697	0.8861756	0.91280997	0.8661684	0.90807277	0.955753	0.86233014	0.9115248	0.91934687	0.9351409	0.9043408	0.95457655	0.9563397	0.9702332	0.9810182	0.9236474	0.91547126	0.91194534	0.9155436	0.95457464	0.8577184	0.9515562	0.9218038	0.889928	0.8942579	0.8911458	0.97892696	0.91985345	0.94798166	0.918018	0.9722041	0.9247458	0.96967083	0.9476807	0.93424976	0.9435462	0.9226179	0.9067178	0.94618016	0.8922658	0.9505272	0.95672333
geplaatst/adj	0.8935104	0.906548	0.88983154	0.9353519	0.88171774	0.93518806	0.91006863	0.9255327	0.9413552	0.98767155	0.92509747	0.87919587	0.85151774	0.9023608	0.88247484	0.8728596	0.8942737	0.90987754	0.92779773	0.91729313	0.91611546	0.93806124	0.89587003	0.7976422	0.86111236	0.8573329	0.78599954	0.8688196	0.93393767	0.86572754	0.80165	0.9458801	0.82482374	0.9132197	0.87338376	0.77165866	0.8857788	0.89758915	0.79103076	0.91519	0.91977155	0.92678255	0.8708745	0.9103773	0.9399149	0.85837525	0.9164631	0.93195266	0.823508	0.9353993	0.0	0.9329521	0.94926953	0.9230174	0.9595572	0.85769993	0.7745247	0.82334757	0.91480386	0.87061626	0.84170246	0.937659	0.9357126	0.91132236	0.8372787	0.8913896	0.83176076	0.91887724	0.8892302	0.92335504	0.93188787	0.91361	0.9472312	0.9394807	0.9056877	0.8965644	0.9402559	0.91959536	0.87703	0.87790906	0.95484465	0.8721608	0.8694825	0.91610736	0.88627833	0.9117663	0.8084549	0.95289963	0.9301125	0.94192296	0.8869535	0.9755991	0.9312248	0.8977319	0.9177368	0.84137577	0.9118315	0.929321	0.8792596	0.8539208	0.8617128	0.81511927	0.9081125	0.93514323	0.8673217	0.92438406	0.9516791	0.95082664	0.9225973	0.88571763	0.8982203	0.8845051	0.91802645	0.8189644	0.9094388	0.93283445	0.89865303	0.9162498	0.8817993	0.75220466	0.923466	0.9260434	0.89920294	0.90940523	0.9212325	0.8615577	0.89981556	0.92519486	0.88081884	0.85501516	0.8905771	0.91094995	0.9487577	0.84269	0.9700334	0.93714565	0.86097574	0.91511005	0.90089154	0.86039805	0.81652427	0.8876849	0.9069372	0.84852654	0.87100387	0.8155949	0.86873037	0.8522905	0.88540286	0.9038419	0.8933614	0.88478005	0.96099085	0.94865716	0.8555265	0.92006373	0.9107422	0.8612011	0.86950886	0.87536806	0.965506	0.8693227
geweigerd/adj	0.98920333	0.9920247	0.9889168	0.9214861	0.94731456	0.94888896	0.92279583	0.9725109	0.92407703	0.9883696	0.9700643	0.8644333	0.96011555	0.9362798	0.9537232	0.87566733	0.91334283	0.9538959	0.9589382	0.94993436	0.93899804	0.94002545	0.94729596	0.95511544	0.94742423	0.9557282	0.90772784	0.9105738	0.9624674	0.90401804	0.9055481	0.89668566	0.92476237	0.96772367	0.9553807	0.88864547	0.95422435	0.94640285	0.91072273	0.9310613	0.96687967	0.9566707	0.96646684	0.94727427	0.93631476	0.9301681	0.9667362	0.95366526	0.9688653	0.9413582	0.9329521	0.0	0.97044134	0.9668628	0.9634955	0.96364754	0.956378	0.94090414	0.96147513	0.9608673	0.909795	0.9388403	0.9441625	0.966893	0.90937555	0.9526779	0.9711702	0.94817865	0.9345168	0.94214964	0.96678716	0.9524355	0.95946085	0.9575075	0.9627186	0.9623025	0.9419868	0.93113697	0.94882256	0.9608135	0.9741609	0.95715714	0.94315267	0.95562714	0.9587232	0.96598095	0.93162125	0.9413424	0.92974335	0.93344176	0.95252806	0.969343	0.94829094	0.9529585	0.9568734	0.9414329	0.9475173	0.92731345	0.9474034	0.94066936	0.97240424	0.9644518	0.9272128	0.96399915	0.9538779	0.9440574	0.94829434	0.9319829	0.93628484	0.95209396	0.95977664	0.94212615	0.9447871	0.95895916	0.9488574	0.9342903	0.9269465	0.9492224	0.93634313	0.9587402	0.97236544	0.9435043	0.94267213	0.96207786	0.9532682	0.9392208	0.9653867	0.9434239	0.9591546	0.9042716	0.94034487	0.96872777	0.978941	0.9485461	0.9029332	0.9129886	0.95927006	0.96002996	0.9554319	0.9610973	0.9276153	0.88589597	0.94888777	0.95077914	0.96462286	0.92317414	0.9498251	0.9151604	0.94465685	0.9363146	0.8025765	0.9221545	0.9360475	0.95243293	0.90196455	0.938533	0.9512611	0.96715295	0.92348087	0.93313843	0.96091014	0.9500566
goedmoedig/adj	0.98700076	0.9853616	0.9978448	0.9386264	0.941197	0.92864484	0.9777189	0.97170424	0.94501936	0.9994094	0.93466073	0.96463114	0.90148854	0.94021285	0.945023	0.9487413	0.93700904	0.9680079	0.9543777	0.9312141	0.97681236	0.8869333	0.962376	0.95052963	0.9469708	0.93054736	0.9170566	0.9233536	0.8953827	0.89437276	0.85522616	0.9436425	0.9188825	0.9195767	0.9239052	0.877953	0.94770426	0.905596	0.87628216	0.9421248	0.9709761	0.90830255	0.9227502	0.9273058	0.982225	0.9539334	0.9053788	0.9463564	0.92752445	0.9690473	0.94926953	0.97044134	0.0	0.94132096	0.928263	0.9224203	0.9308826	0.9103733	0.9457015	0.89135903	0.9230168	0.9746262	0.95127887	0.85180783	0.95537925	0.9748598	0.9545783	0.8866457	0.9455632	0.89846593	0.93977904	0.9260622	0.92213416	0.937414	0.89035	0.902189	0.93638074	0.9609664	0.93053675	0.9325602	0.9766104	0.9177569	0.94173104	0.9473103	0.9382575	0.9141227	0.9086701	0.92524016	0.89134914	0.9075992	0.96460354	0.9408384	0.9311773	0.9371038	0.9410622	0.923682	0.94465244	0.91587925	0.9151646	0.94183624	0.9798943	0.9325743	0.91463095	0.8950266	0.95302224	0.9286924	0.9545395	0.97017163	0.9480461	0.95366275	0.9586468	0.9555356	0.9457587	0.90527374	0.93486816	0.96121275	0.95097375	0.9459825	0.9543353	0.94803345	0.92250144	0.93600166	0.96527743	0.8953197	0.9075295	0.94316274	0.9095435	0.9012864	0.93320054	0.9204605	0.9528968	0.92167366	0.9441238	0.9385764	0.9511924	0.8749995	0.9552876	0.9310053	0.9004893	0.94971794	0.872704	0.9450494	0.921998	0.9386559	0.8510918	0.9140436	0.9299255	0.9522369	0.95715576	0.94202965	0.9549026	0.9408683	0.9776097	0.978332	0.9475825	0.9355892	0.9481414	0.9230904	0.8755232	0.8996085	0.94358337	0.92086095
groot_macht/noun	0.9603626	0.93775654	0.93001866	0.9253394	0.9058609	0.91716695	0.8752866	0.9178749	0.9186873	0.966015	0.8874989	0.93730813	0.863011	0.9383524	0.95899063	0.8877919	0.86125094	0.9564488	0.92791003	0.91434675	0.91008633	0.93049335	0.8858462	0.9492716	0.8971741	0.9348638	0.8048158	0.8885526	0.91673756	0.88532645	0.85808563	0.92612493	0.8565568	0.90525234	0.8902225	0.883176	0.94704455	0.9279751	0.87434036	0.91696244	0.9134572	0.90576637	0.8592063	0.9618382	0.97375154	0.9288449	0.9163981	0.94466287	0.94250643	0.95086443	0.9230174	0.9668628	0.94132096	0.0	0.9666633	0.9534988	0.94756556	0.9449026	0.9248047	0.92652524	0.911869	0.93896514	0.970993	0.90757674	0.87001944	0.8749542	0.9354085	0.92806363	0.9159597	0.9204412	0.91270983	0.9555717	0.93842304	0.953076	0.921165	0.9241316	0.9455684	0.9735894	0.92939204	0.944657	0.9786839	0.8810053	0.9528104	0.9255417	0.95597273	0.8744303	0.9011353	0.93750834	0.9076088	0.91597617	0.95206803	0.9363652	0.9168287	0.9094688	0.8726629	0.91386914	0.9270033	0.9604336	0.9515431	0.8985059	0.91193074	0.95550376	0.85123724	0.9392143	0.92028195	0.94150054	0.92591166	0.9225594	0.87915975	0.9103236	0.93556154	0.9253545	0.8988667	0.93957937	0.8757086	0.901023	0.93749535	0.93650997	0.92923707	0.96227443	0.94119257	0.9271068	0.93047124	0.9285019	0.91959476	0.9531454	0.91861695	0.929909	0.9064841	0.86040854	0.94112396	0.9515033	0.94775575	0.9338118	0.92118365	0.9528066	0.9191117	0.9312711	0.9028125	0.93714494	0.93328094	0.91808915	0.903667	0.93238056	0.9311741	0.8679266	0.8901378	0.9092073	0.8643133	0.9252697	0.91691816	0.9026309	0.9466458	0.85975796	0.90267897	0.92757994	0.9250115	0.95610845	0.8773752	0.89080435	0.94841254	0.9070574
halfnaakt/adj	0.9954103	0.987462	0.99096334	0.9464566	0.9303055	0.9649466	0.953928	0.9582013	0.95400697	0.99307746	0.90674853	0.95134604	0.91753167	0.9338149	0.8690227	0.9432489	0.9225511	0.9354773	0.95999503	0.927466	0.95720065	0.9399178	0.9507273	0.906781	0.9231508	0.92377806	0.9136789	0.96418446	0.9176136	0.92567575	0.8612393	0.98722947	0.8996162	0.9265044	0.92537755	0.86776173	0.9065407	0.89950526	0.85136855	0.9717952	0.98054695	0.94658214	0.9116549	0.9139817	0.92118466	0.9214953	0.9069787	0.9641078	0.87537664	0.97534204	0.9595572	0.9634955	0.928263	0.9666633	0.0	0.90044063	0.8353065	0.8776204	0.9334189	0.9066797	0.86943305	0.9856522	0.9311474	0.93162596	0.9237302	0.96980536	0.95470566	0.947384	0.9327658	0.95184004	0.9338887	0.8936242	0.9603976	0.9278491	0.8991721	0.90233445	0.9392665	0.9380454	0.9066281	0.9054745	0.9407207	0.933595	0.8889433	0.90600866	0.92978346	0.911131	0.85265446	0.9551234	0.9558641	0.96293604	0.92594576	0.9642694	0.94919693	0.93748605	0.9599127	0.90242565	0.9508544	0.9058636	0.84830904	0.9201416	0.97373056	0.87641543	0.9484712	0.8655046	0.95277315	0.8990023	0.9456794	0.983692	0.9523065	0.94692975	0.9115518	0.9475704	0.96953803	0.86104417	0.9623983	0.9706801	0.98097193	0.91174126	0.95341855	0.8741683	0.9122302	0.9506116	0.9220658	0.9170619	0.9184408	0.91188955	0.8379256	0.93619996	0.8891001	0.92794967	0.95781004	0.9446527	0.94482076	0.9274683	0.9753657	0.9507934	0.90325207	0.9601678	0.88660276	0.936944	0.8363294	0.9587608	0.93640864	0.9010474	0.8304794	0.9190249	0.958351	0.92935085	0.9321891	0.9373971	0.93462175	0.9360259	0.9119152	0.96637696	0.9117039	0.9203575	0.9674863	0.8377425	0.8790592	0.9135841	0.9682447	0.89467543
