	aardappel/noun	afgezant/noun	aureool/noun	bed/noun	belofte/noun	bijstand/noun	blauw/noun	boodschap/noun	compliment/noun	dauw/noun	ding/noun	drank/noun	dressing/noun	droefheid/noun	ervaring/noun	euforie/noun	gave/noun	geluid/noun	geluk/noun	gerecht/noun	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	glimlach/noun	haast/adv	harmonie/noun	haven/noun	heerlijkheid/noun	helderheid/noun	herrie/noun	het/det	hulp/noun	iets/adv	iets/noun	ijl/adj	interventie/noun	klank/noun	kleur/noun	klink/adj	komedie/noun	koning/noun	koor/noun	koor_DIM/noun	kroon/noun	kunst/noun	landschap/noun	lichaam/noun	licht/noun	lof_trompet/noun	maal/noun	maar/adv	mandaat/noun	meest/adj	melodie/noun	menu/noun	minstens/adv	missie/noun	modder/noun	moment/noun	monument/noun	muziek/noun	naam/noun	naar/adj	nul/noun	of/vg	optreden/noun	orgasme/noun	pad/noun	paradijs/noun	paradijselijk/adj	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plek/noun	plezier/noun	refrein/noun	republiek/noun	rijk/noun	ruimte/noun	rust/noun	sauna/noun	schoonheid/noun	sereniteit/noun	sfeer/noun	sopraan/noun	staat/noun	stad/noun	status/noun	stem/noun	stil/adj	symbool/noun	tafereel/noun	tegelijk/adj	tip/noun	tribunaal/noun	tuin/noun	tweeling/noun	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	veeleer/adv	visioen/noun	voetbal_tempel/noun	vorst/noun	vrede/noun	vrijheid/noun	vuur/noun	werkster/noun	zaak/noun	zaligheid/noun	zangeres/noun	zij/pron	zo/adv
ding/noun	0.9726306	0.9785917	1.0	0.96482426	0.9634723	0.9833608	0.96391076	0.9349097	0.95329785	0.9525143	0.0	0.9447475	1.0	1.0	0.9044856	0.97264796	0.9737936	0.937332	0.92079103	0.9533863	0.96580845	1.0	0.95401967	0.9120305	0.9953149	0.9799712	0.9943391	0.96823	0.93110484	0.9707034	0.97630805	1.0	0.9781433	0.9548115	0.9539439	0.93796957	0.9195135	0.8774107	0.97481275	0.9734729	0.97032005	0.93168426	0.97214603	0.9363841	0.91141325	0.9515188	1.0	0.9727597	0.9181189	0.95552814	0.9121145	0.95830816	1.0	0.9254558	0.93804914	0.97368944	0.89907056	0.9406379	0.9719753	0.9538987	0.97370994	0.9827198	0.8860661	0.9673787	0.87638944	0.8471135	0.96321017	0.9685972	0.8872015	0.91689694	1.0	0.9395926	0.9487914	0.9982664	0.97804844	0.9595465	0.9799747	1.0	0.9203594	0.9675453	0.99787086	0.9570452	0.98572785	0.9159091	0.95201707	0.9785968	0.9260138	1.0	0.8832242	0.9529317	0.9365133	0.95856965	0.9551144	0.9237151	0.9375507	0.958389	0.9285032	0.91873103	0.9428617	0.99921626	0.9564648	0.9685355	0.9639167	0.8968606	0.87847316	0.9610701	0.919341	0.96273303	1.0	0.97076213	0.9275692	0.9657411	0.9089746	0.97891045	0.9328962	1.0	0.8935059	0.9128648	0.9583884
drank/noun	0.96156466	0.97211534	0.9761687	0.87516654	0.9564828	0.96959805	0.97497237	0.9625663	0.9434404	0.9718466	0.9447475	0.0	0.9980927	1.0	0.94721884	0.96922374	0.97692263	0.9737625	0.9315393	0.96164715	0.944129	0.99767804	0.9113276	0.9613771	0.96694106	0.96960413	0.98819214	0.9850243	0.96600276	0.97509366	0.95100975	0.9715099	0.9837784	0.98097247	0.98710084	0.9349482	0.94023365	0.97704333	0.98406494	0.96026	0.96337104	0.9476441	0.9786736	0.9520772	0.93569183	0.9172413	0.9947449	0.8901844	0.8995161	0.9426787	0.8951701	0.9535097	1.0	0.8746708	0.91573733	0.9354624	0.92976755	0.9844714	0.94373757	0.88290846	0.95628476	0.9708237	0.94925296	0.9458079	0.9261353	0.9199915	0.9411857	0.9155919	0.88166213	0.91270727	0.9751733	0.94291973	0.98003715	0.9947247	0.97391015	0.94938993	0.9582599	1.0	0.9256754	0.97145694	0.99492943	0.92868924	0.9528711	0.93415374	0.96518344	0.955999	0.94748276	0.9961845	0.9197102	0.9636918	0.92977834	0.94479716	0.9824857	0.915204	0.93925804	0.9408266	0.95549023	0.9389599	0.9069069	0.9971522	0.9203484	0.92616206	0.98132676	0.9447116	0.9070144	0.9352493	0.98661584	0.98277265	0.99947923	0.9613818	0.950839	0.97655493	0.9365505	0.98438114	0.9148879	0.91790766	0.92487055	0.95639914	0.97801185
dressing/noun	0.8195805	0.99004483	1.0	0.9854877	0.9973002	0.9902189	0.9765916	0.99524194	0.99840254	1.0	1.0	0.9980927	0.0	1.0	0.97443587	1.0	1.0	0.9853298	0.9765665	0.99334097	1.0	0.9861368	0.95977557	0.97944874	1.0	1.0	0.9868713	0.9838732	1.0	0.9787273	0.98050386	0.9966599	0.9469907	0.9934754	0.9725371	0.9982693	0.9850731	0.9520488	0.998718	0.99826294	0.9855445	0.97991425	0.9996402	0.9825732	0.98421365	0.9998669	0.9877053	0.97463447	0.9756221	1.0	1.0	0.9990886	1.0	0.97345144	0.99172914	0.9779505	0.9866894	1.0	0.980486	0.9313971	0.9955698	0.9950981	1.0	0.996974	1.0	0.9971028	0.99022985	0.98948103	0.9608594	0.9754014	0.9891302	0.9968732	0.9992891	0.9971015	1.0	0.98861206	0.9962464	1.0	0.9991883	1.0	0.9934256	0.9912659	0.9969516	0.99040014	0.99098647	0.9893362	0.9936768	1.0	0.9775076	1.0	0.98499995	0.99255216	0.9825711	0.98935264	0.9828427	1.0	0.9655407	0.9866098	0.95759887	0.9979804	0.99845564	0.9846036	0.9876412	0.96050406	1.0	0.99779886	0.9996028	1.0	1.0	0.9375039	1.0	0.9993979	0.972697	0.9655568	1.0	0.9942586	0.9885823	0.9970016	0.96643865
droefheid/noun	0.998549	0.9943981	0.98327947	0.99924695	0.9853322	0.99972254	0.99935424	0.9998936	1.0	0.9881166	1.0	1.0	1.0	0.0	1.0	0.99401724	0.973827	1.0	0.9985206	0.9934606	0.99941444	1.0	0.94069684	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98305625	0.9958996	1.0	0.9997452	0.9992632	0.9797598	0.976894	1.0	1.0	0.9999347	0.9958123	1.0	0.9908988	0.9938186	0.99802846	0.99994856	0.97986513	0.9577935	0.9999815	1.0	0.9939648	1.0	0.99275225	0.97293866	0.9999324	0.9991188	0.9932222	1.0	0.99201006	0.98348284	0.99866694	1.0	0.99971914	0.9944249	1.0	1.0	0.99499285	0.99824524	0.99581736	0.99769676	1.0	1.0	0.99050534	0.9999703	1.0	0.9938612	0.9906956	1.0	0.99956983	1.0	0.9990822	0.932918	0.9451087	1.0	0.99436426	1.0	1.0	0.95669246	1.0	0.99872094	0.9870162	0.9830243	0.98657584	0.95552427	0.9998291	0.9927525	0.99527717	1.0	0.95699996	0.98820287	1.0	0.9886879	0.99643207	1.0	0.9952714	0.9939195	1.0	0.99029446	0.9898604	0.99536455	1.0	0.99227697	1.0	0.9631805	0.97900504	1.0	0.9585873	1.0	1.0
ervaring/noun	0.97712374	0.98276436	0.97181195	0.9460381	0.91941327	0.980989	0.9672694	0.9203441	0.9701844	1.0	0.9044856	0.94721884	0.97443587	1.0	0.0	0.980841	0.9769829	0.92214113	0.9070673	0.93586016	0.94811994	1.0	0.9824014	0.92575	0.96058077	0.9923403	0.972366	0.9703681	0.9181631	0.9377218	0.9668718	0.99963987	0.95663726	0.95489025	0.91559064	0.91474307	0.91438615	0.9170896	0.9830909	0.9493967	0.9564262	0.9364398	0.95106703	0.9498848	0.91829747	0.93057656	0.9865885	0.958306	0.91665417	0.93152577	0.8903593	0.93157923	0.99105984	0.9169989	0.93324536	0.9154955	0.90798926	0.92752606	0.9664949	0.94876665	0.89362663	0.93806297	0.9064699	0.9526309	0.8883028	0.85296506	0.96261007	0.9364909	0.92051035	0.8915755	1.0	0.93984413	0.97176874	0.97975624	0.95954776	0.97096586	0.9711759	1.0	0.884636	0.9213477	0.97816485	0.9624669	0.9479829	0.9158967	0.89345986	0.974595	0.930541	0.99961334	0.90923756	0.9347955	0.934182	0.95309675	0.93904185	0.9245332	0.9278702	0.9603114	0.9766326	0.94478816	0.919586	0.96501887	0.9414677	0.9124743	0.89070785	0.8938461	0.84439325	0.9618799	0.97225237	0.9839197	0.9758586	0.94872373	0.9254049	0.9484153	0.91829026	0.9626704	0.91962296	0.9937595	0.9048013	0.90922934	0.9724426
euforie/noun	0.98280853	0.963896	0.9507067	0.9884407	0.93736184	0.9709181	0.9799303	0.9494365	0.9558881	0.9950557	0.97264796	0.96922374	1.0	0.99401724	0.980841	0.0	0.94685346	0.97279865	0.9648521	0.97950673	0.948447	1.0	0.9892447	0.9550908	0.9979335	1.0	0.9770155	0.9578915	0.97067654	0.9842472	0.95918196	0.9950127	0.98442435	0.975066	0.9459313	0.974007	0.92016155	0.9607556	0.9908329	0.96890193	0.9949437	0.9597764	0.9294419	0.95501935	0.94865173	0.9486797	1.0	0.9495942	0.9558971	0.96235955	0.9727736	0.96712184	0.99158114	0.935781	0.9715747	0.9708599	0.92769176	0.9849883	0.9647141	0.95450586	0.95806897	0.99288565	0.94684255	0.93988717	0.96860254	0.92451584	0.9684618	0.9346312	0.95959806	0.96962297	0.97168547	0.9640114	0.97441983	0.99701244	0.9721141	0.9130818	0.9712258	0.97682893	0.96714294	0.97550404	0.99780315	0.8982321	0.96399236	0.9481773	0.89728075	0.98599243	0.96478224	0.9553511	0.95303905	0.9514789	0.93208766	0.95063436	0.9711047	0.9775704	0.9612248	0.9643218	0.97149	0.9614037	0.96797484	0.987618	0.97701603	0.965974	0.9548835	0.9931575	0.9457862	0.9654757	0.9771894	0.9511148	0.9203452	0.95743066	0.9751223	0.9911521	0.93482304	0.98743796	0.97877944	1.0	0.96202433	0.97623634	0.9921278
gave/noun	0.96829796	0.97125983	1.0	0.9725522	0.98514634	0.9965053	0.97836024	0.95756334	0.9151901	0.9976454	0.9737936	0.97692263	1.0	0.973827	0.9769829	0.94685346	0.0	0.99507403	0.9762043	0.97627735	0.95754725	1.0	0.9947822	0.97463584	0.99937576	1.0	0.9895825	0.9507065	0.9757442	0.98413944	0.9994562	1.0	0.9866813	0.9926539	0.99028146	0.9724008	0.98468494	0.96249926	1.0	0.9673355	0.9975373	0.98339975	0.98761576	0.9605906	0.9545673	0.96577907	1.0	0.97448486	0.9785247	0.97750366	0.95427644	0.985127	0.974071	0.95230776	0.98941255	0.9686789	0.97113717	0.9078457	0.96777105	0.97985476	0.95554936	0.9960709	0.96277034	0.9857188	0.93786395	0.8939916	0.98351204	0.97910297	0.9547563	0.95136845	1.0	0.95908606	0.960695	0.9806746	0.97700983	0.9914017	0.9639938	0.9799735	0.9671028	0.94465536	0.8823548	0.97982556	0.9862243	0.9656361	0.9686399	0.9843361	0.9681434	1.0	0.9809722	0.9743938	0.9727597	0.9922624	0.9767519	0.9786358	0.9781547	0.96781313	0.94398206	0.9881873	0.9881771	0.9836748	0.96898407	0.97349256	0.98870915	0.949981	0.9435605	0.9643655	0.9689999	0.9653839	1.0	0.93608123	0.96385026	0.98959786	0.96814346	0.98537785	0.99905777	0.97381085	0.95780116	0.98865646	0.9954204
geluid/noun	0.9835042	0.98709744	0.9806135	0.94545835	0.9329315	0.9584674	0.96646553	0.92393893	0.97769564	0.9955996	0.937332	0.9737625	0.9853298	1.0	0.92214113	0.97279865	0.99507403	0.0	0.9441661	0.97179115	0.9822932	0.9924867	0.9727277	0.9472481	0.98251706	0.98529655	0.98430824	0.9544129	0.96134645	0.9678338	0.95399344	0.997459	0.98893523	0.9606634	0.94617105	0.9224486	0.94330734	0.96702564	0.97735053	0.98153234	0.93768084	0.9304342	0.9552614	0.93930256	0.93126875	0.9637022	0.9870526	0.960409	0.9428328	0.96149755	0.96252203	0.95545787	0.9399144	0.9414792	0.9469798	0.9700732	0.95330507	0.9464311	0.97714174	0.9527708	0.9593401	0.9889921	0.9329412	0.9135721	0.8340501	0.86105704	0.9632638	0.98484284	0.93194634	0.82863724	0.9881631	0.95049906	0.9475389	0.97973925	0.96940285	0.96017164	0.98102283	0.99983937	0.92126477	0.91581845	0.9523693	0.9719024	0.94548535	0.9377214	0.9776664	0.96097744	0.94664025	1.0	0.9162446	0.95915014	0.9433611	0.9592927	0.9476369	0.917959	0.9315129	0.9630539	0.9362467	0.9287151	0.92457557	0.9808884	0.9447091	0.9361801	0.9237012	0.9364532	0.9073007	0.98405546	0.93845654	0.9608527	0.97470117	0.9525014	0.9758394	0.929051	0.9214927	0.94748944	0.9291771	0.9744814	0.8487742	0.95346785	0.96164334
geluk/noun	0.9652208	0.97644365	0.9820318	0.9395238	0.9073901	0.9766855	0.9762491	0.9436775	0.93456316	1.0	0.92079103	0.9315393	0.9765665	0.9985206	0.9070673	0.9648521	0.9762043	0.9441661	0.0	0.96133846	0.96038705	0.9911134	0.9789767	0.90793085	0.9807621	0.9971674	0.98492575	0.9497761	0.94357556	0.9355017	0.93443114	0.95538294	0.97769916	0.97167665	0.97066826	0.9076978	0.9411926	0.92570806	0.98711455	0.97723204	0.94536453	0.91212183	0.97109693	0.8895442	0.8788966	0.9443349	0.99273854	0.96222144	0.92429453	0.97382814	0.9202477	0.9652462	0.98465323	0.9163524	0.938353	0.9695086	0.9212413	0.9500964	0.96415865	0.9213947	0.94163364	0.94220495	0.85722154	0.9536637	0.90062076	0.8859997	0.9067725	0.9375563	0.93208355	0.9194932	1.0	0.936208	0.9413831	0.98143685	0.9600415	0.9479981	0.95727265	1.0	0.9243162	0.91221964	0.9663361	0.9722603	0.9318094	0.9151076	0.843964	0.9865009	0.91045696	0.9877846	0.91791457	0.9358483	0.92827284	0.93295676	0.9185415	0.9368967	0.92384684	0.9450287	0.95140564	0.9355109	0.93773454	0.9714538	0.94612634	0.8935529	0.93951607	0.942797	0.86729455	0.9514069	0.960564	0.96435213	0.97208595	0.9755422	0.93748844	0.94191825	0.9326147	0.94135326	0.9398222	0.98692995	0.8887837	0.9356911	0.97458214
gerecht/noun	0.9561339	0.9841606	0.9915467	0.9399155	0.9105888	0.9780157	0.9802622	0.9573427	0.9438321	0.9963235	0.9533863	0.96164715	0.99334097	0.9934606	0.93586016	0.97950673	0.97627735	0.97179115	0.96133846	0.0	0.9590391	0.9999413	0.9205573	0.9671188	0.9585522	0.95348823	0.93860066	0.95658225	0.9458144	0.97575706	0.9057074	0.9427059	0.995532	0.96735096	0.9078805	0.9209713	0.95915735	0.96963316	0.99688053	0.92476994	0.95316964	0.925858	0.97457504	0.96534646	0.9035697	0.9727598	0.9888181	0.9367065	0.91000384	0.9123089	0.87925774	0.93947434	0.9885125	0.93033695	0.9571086	0.92379445	0.9356116	0.9616219	0.92943966	0.92547953	0.9537858	0.9628255	0.94934845	0.9174461	0.9335797	0.9059041	0.94460326	0.9713949	0.9145376	0.9525345	0.99374926	0.9218962	0.9780012	0.9859206	0.9554117	0.9747221	0.9961268	1.0	0.9469226	0.97021836	0.9855831	0.97554946	0.9541186	0.9487657	0.9693532	0.9840439	0.9631633	0.9499483	0.8934131	0.94674903	0.91081023	0.91644466	0.9360884	0.9232446	0.931129	0.91369605	0.9299066	0.9315438	0.90674734	0.95601386	0.8989153	0.9658301	0.94877976	0.9433191	0.886446	0.9466647	0.9755209	0.98025125	0.96120787	0.9243478	0.95415807	0.93573046	0.9356997	0.9738075	0.8709621	1.0	0.9191506	0.9424234	0.9886981
geschenk/noun	0.9634359	0.9566396	0.9683313	0.9368293	0.9004327	0.9467453	0.96919113	0.93415236	0.9300755	0.99503756	0.96580845	0.944129	1.0	0.99941444	0.94811994	0.948447	0.95754725	0.9822932	0.96038705	0.9590391	0.0	0.9976494	0.93569076	0.9326343	0.9390512	1.0	0.9791136	0.93949205	0.9707534	0.96529514	0.9682445	0.99227846	0.99205714	0.9608025	0.9752851	0.9335356	0.9732099	0.9485309	0.9894237	0.9548332	0.9612784	0.90890664	0.9749188	0.9544127	0.9269998	0.9472272	0.9922133	0.9568293	0.96623945	0.968723	0.95794225	0.9744647	0.9795065	0.9421828	0.952199	0.97368705	0.9157463	0.9817197	0.95925486	0.9396926	0.9294732	0.9685716	0.964296	0.92208004	0.9655854	0.90467656	0.9547358	0.93927175	0.9618723	0.92264694	0.9854199	0.9682382	0.93338114	0.9963009	0.9564655	0.930399	0.9805278	0.98927015	0.9262771	0.9149293	0.97819406	0.9451329	0.9691269	0.97265714	0.91040206	0.9925616	0.95005316	0.9862759	0.96019864	0.9852873	0.9698747	0.94328666	0.9270394	0.9499593	0.93026066	0.90714693	0.9651781	0.9779588	0.9784922	0.9871787	0.9430903	0.958693	0.9531142	0.96241724	0.92331123	0.95320415	0.9623941	0.98591965	0.97194123	0.9341544	0.9552709	0.96359473	0.94193983	0.97131366	0.95193714	0.94464415	0.9382656	0.9469214	0.98286176
gestreken/adj	0.9958267	0.99912137	0.99987936	0.9896333	0.9940581	0.9999036	1.0	0.99998146	0.9954998	1.0	1.0	0.99767804	0.9861368	1.0	1.0	1.0	1.0	0.9924867	0.9911134	0.9999413	0.9976494	0.0	0.9880953	1.0	1.0	0.99992776	1.0	0.99821454	1.0	0.98582214	0.9822685	1.0	1.0	1.0	0.99985486	0.9871994	0.9962762	1.0	0.96449536	0.9994292	0.99708	0.98114693	0.99961793	0.96985316	0.97311825	1.0	0.99149	0.9947591	0.973549	0.98057646	1.0	0.97855943	0.9301611	0.98742616	0.9962616	1.0	1.0	1.0	0.99266624	0.9821674	0.98020077	1.0	1.0	0.9820556	0.9999786	0.9825806	1.0	0.97757053	0.99322504	0.998358	1.0	0.98834836	0.9910273	0.9880313	1.0	0.9513616	1.0	1.0	1.0	0.9904668	1.0	0.9936586	0.94898313	1.0	0.997228	0.9957933	1.0	1.0	1.0	0.99960464	0.9843325	0.98236537	0.9934769	0.99194056	1.0	0.956837	1.0	0.993368	0.97776127	0.9971386	1.0	0.9762719	1.0	1.0	0.9657573	0.915694	1.0	0.99998903	0.97241104	0.93094504	0.9364847	1.0	0.9819709	0.99891794	1.0	1.0	0.9858094	0.99203944	1.0
getal/noun	0.8907586	0.9760635	0.99464256	0.8548913	0.96366066	0.9226591	0.9762314	0.9535991	0.9971298	0.96788627	0.95401967	0.9113276	0.95977557	0.94069684	0.9824014	0.9892447	0.9947822	0.9727277	0.9789767	0.9205573	0.93569076	0.9880953	0.0	0.9841499	0.9817134	0.945384	0.9831254	0.96290994	0.96454793	0.96787333	0.94075286	0.9889496	0.9565854	0.96210176	0.9752581	0.9286164	0.87890047	0.98385143	0.97577685	0.93473893	0.9783536	0.9350375	0.9885737	0.95137435	0.94998014	0.94123673	0.9712464	0.76183265	0.94592226	0.96771085	0.9279204	0.97582847	0.99500006	0.83787984	0.8529232	0.9471651	0.93620986	0.98743534	0.90855294	0.71746445	0.94165117	0.9723545	0.95065165	0.93633854	0.9636798	0.94790435	0.94916046	0.88641936	0.9048313	0.9703443	0.92471254	0.9530576	0.98009646	0.9876028	0.9626977	0.95804244	0.98789006	0.98401904	0.96498656	0.9481062	0.9543153	0.9617555	0.9008772	0.9248551	0.9892743	0.9631615	0.98801434	0.9992391	0.9729002	0.9820903	0.91955215	0.90616345	0.96899605	0.7721696	0.94410056	0.9385895	0.9681033	0.95294356	0.9212974	0.9722518	0.9281468	0.9361803	0.9595799	0.9856444	0.9690342	0.98769104	0.98129845	0.95110106	0.95175886	0.9703572	0.9471256	0.971035	0.96545637	0.96227264	0.9607939	0.9950162	0.949334	0.9571177	0.9867177
gevoel/noun	0.9657877	0.9896639	1.0	0.9544151	0.93440795	0.9604308	0.96618795	0.9068741	0.95770425	1.0	0.9120305	0.9613771	0.97944874	1.0	0.92575	0.9550908	0.97463584	0.9472481	0.90793085	0.9671188	0.9326343	1.0	0.9841499	0.0	0.9748095	1.0	0.9405109	0.9260426	0.9319817	0.9553645	0.9592288	0.9612751	0.99595547	0.99199796	0.9464586	0.89722973	0.8953566	0.90022326	0.98716635	0.970425	0.9558043	0.9023798	0.95767933	0.9510822	0.89786404	0.97913265	1.0	0.9665614	0.9212845	0.94726646	0.9481845	0.9591757	0.95453244	0.9409158	0.9158631	0.98131883	0.8652693	0.9617616	0.9539985	0.9440057	0.97664845	0.9694734	0.8954593	0.956529	0.88987404	0.90220463	0.9630331	0.9683452	0.89556885	0.88092643	1.0	0.94808096	0.97990596	0.97534883	0.95604783	0.9838725	0.9830591	0.9620724	0.9121689	0.9137539	0.9626001	0.98053026	0.9555515	0.9382821	0.905047	1.0	0.9557335	0.9764404	0.8648591	0.9491609	0.9544058	0.91719747	0.9306775	0.9284717	0.8845287	0.8945365	0.92541784	0.94376826	0.96198213	0.98720217	0.9540887	0.953345	0.9572503	0.8516067	0.8855906	0.95070046	0.96852505	0.9599824	0.99507946	0.94268453	0.92339635	0.9140808	0.9278741	0.97016263	0.91956717	0.98164725	0.9020431	0.936418	0.9443496
gewaad/noun	0.9453841	0.90717256	0.97415924	0.9756814	0.9760017	0.96360326	0.99103695	0.9672682	0.9810032	0.9926335	0.9953149	0.96694106	1.0	1.0	0.96058077	0.9979335	0.99937576	0.98251706	0.9807621	0.9585522	0.9390512	1.0	0.9817134	0.9748095	0.0	1.0	0.89782554	0.9712931	0.9873277	0.99253964	0.98736864	0.973029	0.9741307	0.9662753	0.993725	0.9543314	0.99039435	1.0	0.994125	0.9478834	0.8977459	0.98637176	0.9701896	0.97802395	0.93501693	0.9608075	0.9505554	0.98178184	0.905267	0.9550323	0.98645496	1.0	0.9870055	0.97616017	0.971644	0.9954996	0.9250431	0.9544827	0.9771103	0.9544612	0.9544641	0.98310935	0.9887173	0.97645843	0.9434879	0.9655447	0.9867823	0.97552884	0.94285935	0.9786073	0.9827866	0.97083217	0.9646518	1.0	0.98670715	0.98393035	0.9881736	1.0	0.96437836	0.9939125	0.9941086	0.96132624	0.9498791	0.9645918	0.9824424	0.9868319	0.9528777	1.0	0.93971556	0.949568	0.94768316	0.94852906	0.96668243	0.9763522	0.97697634	0.9550513	0.98136	0.9795061	0.9984823	0.98814535	0.9613065	0.9885337	0.97359115	0.97759265	0.9657445	0.9563581	0.98213917	0.98105377	0.9869797	0.9447356	0.93082505	0.9690419	0.995885	0.9629264	0.99609995	0.9192668	0.9716102	0.9710777	0.99344045
gewelf/noun	0.99534434	0.9689231	0.9998345	0.99955434	0.97608644	0.9998678	1.0	0.99997455	1.0	0.99028474	0.9799712	0.96960413	1.0	1.0	0.9923403	1.0	1.0	0.98529655	0.9971674	0.95348823	1.0	0.99992776	0.945384	1.0	1.0	0.0	0.99953985	0.98276335	0.9940481	1.0	0.9673281	0.99505705	1.0	1.0	0.990764	0.98757327	0.97176045	0.9950783	0.9963572	0.9992169	0.9885611	1.0	0.9527819	0.99019235	0.9559138	0.94850886	0.989596	0.9739122	0.9325247	0.8821119	0.9833418	0.98147875	1.0	0.9645578	0.9974775	0.9974103	0.9945948	1.0	0.9991485	0.97289574	0.99886465	1.0	1.0	0.941439	0.96958613	0.9818381	0.99733436	0.978134	0.9674171	0.9679652	0.9880743	0.9740058	0.9548743	1.0	0.9717586	0.99148554	0.9829035	1.0	0.9782466	0.9997921	0.99913716	0.95554405	0.9744242	0.9778005	0.99325985	1.0	1.0	1.0	0.93671596	0.98364365	0.9592195	0.9788427	0.96260756	0.9763773	0.99567956	0.969819	0.9572177	1.0	0.9993954	0.99957204	0.9694131	0.9532903	0.9951553	1.0	0.9980879	0.9918692	0.9981541	0.91608256	1.0	0.9074794	0.9997696	0.9764081	0.9809566	0.99373657	0.9939177	0.9982457	0.982565	0.9913186	1.0
gezang/noun	0.99204755	0.9794821	0.9962304	0.96001554	0.9604133	0.9840748	0.99400187	0.9785947	0.98173684	0.9831916	0.9943391	0.98819214	0.9868713	1.0	0.972366	0.9770155	0.9895825	0.98430824	0.98492575	0.93860066	0.9791136	1.0	0.9831254	0.9405109	0.89782554	0.99953985	0.0	0.9986286	0.96928114	0.9343442	0.9762008	0.92720807	1.0	0.9866269	0.95979726	0.9635246	0.9870816	0.9887214	0.99244297	0.96467733	0.91212755	0.97908235	0.94833773	0.96562105	0.9460838	0.9390392	0.96953005	0.95667285	0.931335	0.9403647	0.9568595	0.9928862	1.0	0.9381004	0.9812805	0.990036	0.9740292	0.936108	0.93322814	0.97606987	0.97450036	0.9742109	0.9992859	0.9382756	0.9258825	0.9355262	0.9815145	0.96774215	0.95840603	0.960304	0.9791709	0.97705966	0.95569557	0.98266387	0.9921201	0.97100055	0.97423345	0.98961014	0.9346893	0.9979195	0.9908385	0.9492229	0.96925735	0.9837977	0.95695394	1.0	0.9722099	0.979225	0.95145094	0.94354165	0.9581309	0.94078135	0.9629939	0.9436598	0.9798619	0.96579564	0.8971538	0.95604646	0.96544707	0.94515955	0.95916057	0.98267895	0.9540112	0.97450083	0.9706511	0.9886898	0.9591295	0.94310975	0.9410266	0.9449894	0.9481079	0.9843139	0.9184849	0.9613045	0.9966318	0.9940189	0.9320693	0.9832397	0.9977868
glimlach/noun	0.9817488	0.942915	0.9970011	0.9596228	0.93890494	0.9678989	0.96002936	0.9312242	0.95230776	1.0	0.96823	0.9850243	0.9838732	1.0	0.9703681	0.9578915	0.9507065	0.9544129	0.9497761	0.95658225	0.93949205	0.99821454	0.96290994	0.9260426	0.9712931	0.98276335	0.9986286	0.0	0.9500481	0.9753751	0.9571441	1.0	0.9871749	0.98471993	0.96679974	0.94583386	0.96774065	0.9956308	0.97643256	0.96612936	0.96071845	0.9499075	0.98639077	0.94809955	0.9351704	0.94806635	1.0	0.9721852	0.95499754	0.9751534	0.93875474	0.9725878	0.9744816	0.94612247	0.9703119	0.96826965	0.9067854	0.9791546	0.990225	0.9779799	0.9554898	0.9849276	0.94523174	0.95599574	0.9433193	0.9095228	0.9703743	0.96786815	0.9582324	0.91125804	0.98669326	0.912788	0.9687449	0.99165493	0.9231799	0.96909064	0.96185154	0.97757596	0.94730717	0.9558946	0.9529883	0.97407514	0.98363227	0.94824475	0.94221306	0.953877	0.9367025	0.9987291	0.9305643	0.9249288	0.9815365	0.9731367	0.94777364	0.9495399	0.9412185	0.8856487	0.9161862	0.9655564	0.95472914	0.9924677	0.95779276	0.9594388	0.96555144	0.9799589	0.91099817	0.96066236	0.96993643	0.9751321	0.99325264	0.9519382	0.9709539	0.9670019	0.9439245	0.9637469	0.9036804	0.99738467	0.9044738	0.9652671	0.9848606
haast/adv	0.97935325	0.95479554	0.9739202	0.9762506	0.9047515	0.972162	0.980167	0.96113646	0.9630364	0.99933964	0.93110484	0.96600276	1.0	1.0	0.9181631	0.97067654	0.9757442	0.96134645	0.94357556	0.9458144	0.9707534	1.0	0.96454793	0.9319817	0.9873277	0.9940481	0.96928114	0.9500481	0.0	0.9642803	0.93479615	0.98774546	0.9774707	0.9682095	0.9484798	0.9448567	0.9312217	0.9297466	0.9797626	0.97259504	0.97077125	0.94146276	0.964742	0.9719978	0.9154888	0.94149405	0.98593694	0.9627665	0.94996166	0.959256	0.92972064	0.92761433	0.96570504	0.91941893	0.936874	0.97040725	0.94583386	0.95438474	0.95838964	0.91607755	0.94430363	0.9667547	0.9085505	0.9422221	0.94703436	0.88706946	0.93916714	0.95544094	0.92250454	0.9208674	0.9995992	0.96551377	0.94089353	0.9994268	0.9624245	0.95300895	0.960778	0.961789	0.9098877	0.94303244	0.96023655	0.95499885	0.9103124	0.9524171	0.90920293	0.9998128	0.953618	0.98546845	0.91113937	0.9571741	0.94758856	0.950635	0.93869656	0.9165024	0.9469851	0.96997744	0.934015	0.91350216	0.95845324	0.9811445	0.9337745	0.94284797	0.9265471	0.9402367	0.9058665	0.92689544	0.9497507	0.9943451	0.9731594	0.94144595	0.896142	0.9546877	0.94602114	0.9889568	0.95397115	0.9736766	0.92672324	0.94184387	0.9828861
