	5-1/num	Blok/name	Bram/name	Charlotte/name	Clinton/name	Croes/name	Eddy/name	Frank/name	Gerard/name	Grosjean/name	Hewitt/name	Ids/name	Lamine/name	Lily/name	Madonna/name	Marja/name	Michiels/name	Mike/name	Nationaal/name	Ria/name	Rijkaard/name	Robert/name	Rosenmöller/name	SP/name	Ten/adv	The/name	Tomislav/name	VVD'er/noun	Von/name	aan/prep	acht_baan/noun	achteraf/pp	alleen/adj	alleen/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	atlete/noun	begin_periode/noun	bewindsman/noun	bitter/adj	blijf/adj	café_bezoeker/noun	concert/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/det	detail/noun	die/det	discussie/noun	documentaire/noun	dokter/noun	duur_voort/adj	eens/adv	eraan/pp	feit/noun	foto/noun	geleden/adj	gelukkig/adj	gesprek/noun	geweeklaag/noun	goed/adj	graag/adv	haar/pron	hem/pron	het/adj	hij/pron	iedereen/pron	iets/noun	ik/pron	inwoner/noun	je/pron	kast/noun	kerst_avond/noun	klassieker/noun	laat/adj	lang/adj	leraar/noun	les/noun	levendig/adj	lezer/noun	lief/adj	maar/adv	magie/noun	man/noun	me/pron	meer/adj	meisje/noun	men/pron	mens/noun	mentor/noun	mij/pron	minister-president/noun	misschien/adv	muziek/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	ons/noun	ons/pron	ook/adv	opeens/adv	partij_genoot/noun	passage/noun	periode/noun	plaat/noun	plek/noun	politicus/noun	producer/noun	publiek/noun	satire/noun	song/noun	tekst/noun	toen/adv	toen/comp	tv_kijker/noun	u/pron	uit/prep	vaak/adj	veel/adj	veld_slag/noun	versregel/noun	vooral/adv	voorman/noun	voornaam/noun	voorts/adv	voorzitter/noun	we/pron	weer/adv	weinig/adj	werk_dag/noun	wie/pron	wij/pron	woord/noun	ze/pron	zelfs/adv	zich/pron	zij/pron	zo/adv
alleen/adj	0.9749467	0.83837616	0.8964325	0.90511966	0.85081273	0.93168396	0.8770276	0.86530256	0.8921253	0.93861645	0.89406776	0.9358433	0.9260757	0.92436624	0.8648252	0.9071337	0.9139911	0.90307766	0.9086341	0.9035951	0.8720078	0.8709129	0.8640417	0.88108987	0.82393	0.90411705	0.9637693	0.87434185	0.8715193	0.80426717	0.923516	0.8163538	0.0	0.4478039	0.77459145	0.726414	0.7500231	0.7229388	0.7888783	0.9144562	0.94116694	0.8230253	0.85363	0.80536354	0.91175574	0.87945074	0.77274656	0.81265485	0.88328207	0.7767097	0.72056514	0.79947215	0.7040887	0.8156122	0.85929924	0.8336952	0.7538993	0.83497065	0.8476795	0.79161	0.86743385	0.91504246	0.7837207	0.8593437	0.93630886	0.79818994	0.8471736	0.7845024	0.8019094	0.82573414	0.75445676	0.7244495	0.7984749	0.77204096	0.8332562	0.7014482	0.8643847	0.91678214	0.86981666	0.90434474	0.8454365	0.8214427	0.84523875	0.87083244	0.7635927	0.72922385	0.6698077	0.85793066	0.79841363	0.8110766	0.72656155	0.82037693	0.6841861	0.73854387	0.89688194	0.7811041	0.89058226	0.7452829	0.8319202	0.7486076	0.67942536	0.8017323	0.7932278	0.8122028	0.80851924	0.8633118	0.77051306	0.78187114	0.619831	0.7864851	0.884245	0.8555107	0.85355574	0.8343942	0.79210645	0.781055	0.8729553	0.8175222	0.8846721	0.8478396	0.79426706	0.826575	0.8694282	0.8891232	0.74761266	0.8087481	0.6774924	0.73329854	0.90463674	0.9510054	0.63111806	0.9043685	0.87536615	0.77266407	0.9264602	0.78923184	0.8318327	0.747351	0.8906247	0.6821487	0.7097709	0.80413365	0.7157768	0.7033459	0.800223	0.6655775	0.761958
alleen/adv	0.9771712	0.81694275	0.88977087	0.89777356	0.82643366	0.9293084	0.847309	0.84547275	0.87978035	0.9358258	0.8968078	0.9479477	0.94024384	0.94117093	0.86025226	0.9111352	0.9220239	0.89796525	0.9173205	0.89328456	0.86874276	0.85161245	0.88063234	0.8698755	0.8453275	0.9037405	0.95277953	0.89874107	0.89293605	0.8079888	0.9141484	0.80522466	0.4478039	0.0	0.7766369	0.73761487	0.71715593	0.714054	0.75914085	0.9194426	0.93900096	0.8386973	0.7869984	0.8152579	0.9380386	0.8772715	0.7885103	0.8265806	0.86050963	0.7620591	0.75810367	0.80716026	0.69834423	0.8312513	0.8683984	0.8452258	0.7269312	0.7986536	0.8295169	0.8370942	0.84608454	0.9174836	0.7657777	0.874445	0.9328169	0.8079162	0.8524301	0.77540517	0.80228245	0.84904355	0.7754432	0.7301198	0.79034734	0.76142216	0.82802075	0.6904572	0.83178467	0.92931885	0.871096	0.88278615	0.82121515	0.8264575	0.83516216	0.85353893	0.7544578	0.71802163	0.57986426	0.84263915	0.804413	0.80617785	0.7107794	0.7907809	0.6990143	0.74931824	0.91934025	0.77905726	0.872974	0.72121024	0.8030167	0.7313761	0.7420181	0.78819907	0.8002966	0.7798922	0.78622985	0.8851894	0.75707525	0.78944457	0.6537918	0.76073337	0.8993968	0.85683405	0.85582215	0.8186802	0.7829475	0.786702	0.9039153	0.78316957	0.88226444	0.83422804	0.81108457	0.81049085	0.8251555	0.89149165	0.7646283	0.79723597	0.677032	0.69940007	0.906706	0.95882535	0.6189723	0.89416593	0.88854474	0.7964755	0.9321918	0.80149204	0.80560374	0.7324464	0.88326365	0.6934117	0.7388215	0.79421765	0.71733373	0.6466554	0.82074314	0.70941514	0.7565945
alles/noun	0.9641404	0.89441735	0.92911744	0.9227792	0.867833	0.9518331	0.9039726	0.9130691	0.89207256	0.9445915	0.9272414	0.95766664	0.9432309	0.957843	0.8939026	0.9447699	0.945689	0.9061083	0.9416854	0.9287145	0.90435714	0.8913197	0.8860585	0.9017955	0.8880589	0.9267599	0.9476899	0.9262826	0.9075656	0.88824785	0.9164744	0.8115065	0.77459145	0.7766369	0.0	0.8724028	0.7181308	0.72380424	0.831768	0.9373043	0.93357766	0.8979922	0.8887954	0.90300375	0.94849193	0.8715935	0.84610426	0.88367474	0.8684987	0.8418094	0.709133	0.7700716	0.71824276	0.8726256	0.8891382	0.8841923	0.7630987	0.80165106	0.86581206	0.85423356	0.87397707	0.8993938	0.7723491	0.87874395	0.9569682	0.80875134	0.88207525	0.7722417	0.78250164	0.87991583	0.7512957	0.7304664	0.6963006	0.728349	0.89839375	0.6651834	0.80629724	0.9256817	0.8830512	0.90313876	0.8653515	0.8907957	0.88035804	0.87941945	0.807228	0.7584354	0.7288932	0.86135525	0.86968935	0.779665	0.82589126	0.87296784	0.7389369	0.81656957	0.9395671	0.74511075	0.8855326	0.7579413	0.8137662	0.7879183	0.74674106	0.8319039	0.738358	0.75569636	0.8166069	0.89975786	0.7837027	0.7948616	0.7950258	0.7761177	0.9424982	0.8676673	0.8856382	0.8049882	0.827242	0.83606935	0.9119137	0.84451073	0.90970373	0.8047446	0.8042941	0.8012674	0.84216857	0.92077357	0.7763537	0.9079031	0.8078275	0.7900294	0.91629434	0.954918	0.82616174	0.93436277	0.9207935	0.86742604	0.9497219	0.7310314	0.7587862	0.82255393	0.8748001	0.7958814	0.7494202	0.80182934	0.65076935	0.7822957	0.8731081	0.77564436	0.70123535
als/prep	0.9609713	0.8239728	0.80205894	0.82556576	0.7645254	0.86091846	0.757385	0.7177224	0.7593598	0.89340657	0.8580015	0.90262306	0.8858992	0.87112147	0.78296304	0.9186758	0.84905	0.7828315	0.85519886	0.8604186	0.8275158	0.6938863	0.8933817	0.86956966	0.84503627	0.77787584	0.9346238	0.8834566	0.8168882	0.84598327	0.93378156	0.8125187	0.726414	0.73761487	0.8724028	0.0	0.6812977	0.7226855	0.83116907	0.87719804	0.8997856	0.83765024	0.8256319	0.8296237	0.9444446	0.8425932	0.7995507	0.8186055	0.9001683	0.79102147	0.8421966	0.81865346	0.76525223	0.83070743	0.7672261	0.8107022	0.7760519	0.8701773	0.85102046	0.8350628	0.8369927	0.8330146	0.8246181	0.81986153	0.9576879	0.83246803	0.85179573	0.7770889	0.78111804	0.8736186	0.71433336	0.8295689	0.85065997	0.8497772	0.8508313	0.8175254	0.85881793	0.91094613	0.80565333	0.8478415	0.8555923	0.74906665	0.8050982	0.8258436	0.7601137	0.73253036	0.7975518	0.8491957	0.7954062	0.8731835	0.8134271	0.7919673	0.80250025	0.8053154	0.8199575	0.8140922	0.8277688	0.7634194	0.76141995	0.8804065	0.86700034	0.8072987	0.8734875	0.8518648	0.88944167	0.894839	0.7801781	0.8542329	0.7362975	0.77001566	0.83861524	0.8171103	0.85000503	0.7906748	0.8230158	0.6857023	0.77118206	0.7982881	0.8055799	0.7980356	0.78736705	0.78049874	0.8225498	0.8945069	0.83807313	0.7506213	0.6827224	0.82090193	0.8579923	0.94879633	0.7010359	0.80810505	0.8376314	0.77572346	0.8251005	0.89781827	0.8694565	0.8157792	0.9023219	0.7229443	0.78726035	0.7662734	0.79344666	0.66627306	0.7773252	0.71068394	0.77462566
alsof/comp	0.9442187	0.8593552	0.8692195	0.8690413	0.83123314	0.9453581	0.8213762	0.8275439	0.8326385	0.9384383	0.87071157	0.9456305	0.9345479	0.9112051	0.80748296	0.91060966	0.9046575	0.8549158	0.90606046	0.8847192	0.8430402	0.81776583	0.88071865	0.90475637	0.8600607	0.8547479	0.94982463	0.88909847	0.86940706	0.8422786	0.8975699	0.76189435	0.7500231	0.71715593	0.7181308	0.6812977	0.0	0.70492244	0.808245	0.9396775	0.9299911	0.87991154	0.79722357	0.87310624	0.9027245	0.8223447	0.83439445	0.84238684	0.80911005	0.7851969	0.78716534	0.7706437	0.72484493	0.8425716	0.8303542	0.7888669	0.6707318	0.7318745	0.7968661	0.8365507	0.78946745	0.86464393	0.72422975	0.85643274	0.9160613	0.88058126	0.84293306	0.6467029	0.7055365	0.87524694	0.63488495	0.6856073	0.73287886	0.7153504	0.87889284	0.60798025	0.79597807	0.92402315	0.85628617	0.8365944	0.79274416	0.8191832	0.8306527	0.8256818	0.7383381	0.6735454	0.70360756	0.822376	0.71082234	0.7346182	0.8582455	0.6959275	0.71429896	0.74777734	0.91693467	0.6990223	0.86431277	0.6897311	0.7430714	0.78912586	0.80712175	0.7799729	0.8066912	0.7674562	0.8566538	0.9146249	0.72590166	0.75776476	0.8083368	0.6277599	0.8704128	0.788103	0.8708331	0.73162854	0.7395817	0.7998467	0.8708228	0.7264062	0.87443084	0.7514678	0.72310543	0.73756105	0.6972213	0.8707423	0.75193554	0.7799409	0.66953385	0.8088552	0.8861314	0.9324497	0.7844253	0.8879736	0.8760031	0.82450104	0.9361557	0.8119761	0.7155697	0.8270685	0.91892207	0.7526964	0.7872131	0.7123614	0.58922404	0.65285456	0.7882719	0.7170994	0.67432386
altijd/adv	0.93213326	0.8519	0.8821665	0.8937579	0.83596385	0.92170686	0.85133004	0.8455094	0.8503498	0.91402125	0.8746413	0.9241232	0.9236648	0.92381454	0.8255046	0.9086377	0.9214847	0.8818917	0.92411125	0.87796634	0.8222409	0.8633448	0.86080486	0.848877	0.8854064	0.89490217	0.9483771	0.8521617	0.87623644	0.8613194	0.9234925	0.74804854	0.7229388	0.714054	0.72380424	0.7226855	0.70492244	0.0	0.8143364	0.90334445	0.8751166	0.8463496	0.8339493	0.82129204	0.912905	0.8311829	0.7594321	0.8330082	0.830525	0.80532277	0.69873977	0.79951775	0.6847055	0.80103815	0.83456147	0.82777905	0.691735	0.74495953	0.8303426	0.8306972	0.875449	0.9422522	0.72676796	0.83743745	0.94574434	0.78172755	0.8412685	0.70039576	0.7073961	0.8053968	0.6639502	0.5852116	0.714288	0.58580583	0.8713308	0.59590125	0.87395895	0.9155384	0.832761	0.8952464	0.75119126	0.80771065	0.81936413	0.7830609	0.67870164	0.6557416	0.6340411	0.8072971	0.7565773	0.677702	0.7558867	0.7856921	0.68069553	0.68955946	0.8700346	0.6434792	0.8485122	0.6182339	0.7567744	0.73172444	0.67228764	0.8048935	0.7955755	0.77547514	0.7028965	0.86816424	0.7199043	0.7216543	0.6757867	0.7315415	0.8627689	0.7935283	0.85507953	0.79205656	0.7860456	0.7296001	0.87859195	0.7085542	0.82372713	0.7670851	0.7782627	0.76816285	0.835263	0.86893576	0.6880157	0.8756054	0.6085379	0.6582599	0.9145534	0.9362986	0.68545294	0.90821	0.8734366	0.834072	0.9240716	0.6960391	0.74515975	0.6905097	0.903078	0.70621604	0.64563525	0.76323205	0.6351488	0.68677694	0.7965183	0.6901779	0.5747448
amper/adv	0.92978746	0.89414304	0.87486297	0.891167	0.89669675	0.9240068	0.8469413	0.86415344	0.8984573	0.9231491	0.9046268	0.929917	0.9433599	0.9470077	0.890269	0.94897115	0.892621	0.88663155	0.9163636	0.9015755	0.8472242	0.8630911	0.9237693	0.91982937	0.8975131	0.919232	0.9487741	0.8990301	0.92324334	0.8541276	0.9131938	0.82757497	0.7888783	0.75914085	0.831768	0.83116907	0.808245	0.8143364	0.0	0.887655	0.9406209	0.9105125	0.8605844	0.8681356	0.9453564	0.8839257	0.87653357	0.8861313	0.8106773	0.8054288	0.8548678	0.8702618	0.7888922	0.88448167	0.90915596	0.84144676	0.7930128	0.80645037	0.8817393	0.9008075	0.89290285	0.8383769	0.7665014	0.89601874	0.966364	0.83753103	0.90203077	0.82141256	0.8362453	0.8669354	0.766959	0.7993197	0.82934684	0.8073514	0.81937337	0.78902507	0.8690269	0.9362635	0.8966248	0.82544893	0.78266776	0.8736665	0.8740847	0.91275126	0.84790266	0.81717485	0.7096001	0.91544914	0.8307028	0.85408115	0.7185921	0.82344145	0.8247351	0.8222231	0.94022834	0.8544172	0.9055814	0.8106506	0.8899956	0.7659819	0.7611836	0.8577326	0.85319924	0.8280715	0.70790505	0.9265865	0.8066458	0.8403808	0.8252244	0.8205589	0.911582	0.8846124	0.8386651	0.86257297	0.82832104	0.8572313	0.9399967	0.83167255	0.9236903	0.86131585	0.88755	0.76695174	0.77511096	0.9218372	0.84722686	0.84107786	0.7993833	0.76974934	0.93067193	0.96689516	0.8194152	0.9416909	0.93650174	0.8547462	0.9268258	0.8060488	0.7789828	0.7514202	0.8629267	0.7946721	0.8106537	0.8791242	0.7449718	0.75923836	0.86812675	0.79682463	0.83215654
atlete/noun	0.9226568	0.94362366	0.8912279	0.9033514	0.900965	0.89429706	0.8843721	0.90241563	0.91774523	0.8779798	0.88679004	0.9037983	0.90962315	0.93294144	0.92603326	0.95970625	0.91647255	0.8858606	0.9376032	0.9018522	0.8962602	0.8927183	0.9426633	0.95976055	0.95170844	0.9395767	0.9353018	0.9288105	0.91113067	0.930403	0.96535325	0.9196266	0.9144562	0.9194426	0.9373043	0.87719804	0.9396775	0.90334445	0.887655	0.0	0.96762776	0.9392114	0.93774563	0.9127017	0.97318524	0.92007524	0.9473576	0.9289558	0.94265014	0.93138385	0.9389252	0.95908433	0.8993987	0.9458938	0.8861512	0.87915975	0.9008016	0.9400506	0.93935657	0.9379447	0.9718899	0.8815012	0.9264666	0.9414533	0.9658515	0.904438	0.9302938	0.8860101	0.894129	0.9275959	0.844088	0.92113566	0.95380235	0.8979959	0.9117717	0.9264329	0.95704406	0.9410515	0.8973409	0.9148093	0.90958005	0.89732677	0.9421135	0.9311557	0.93401307	0.9195823	0.920115	0.91498446	0.85960674	0.9191507	0.9024111	0.82943165	0.9258937	0.92288864	0.9128148	0.9272288	0.9207873	0.92787427	0.9054384	0.9105773	0.90118647	0.928169	0.9484787	0.9286164	0.90069634	0.958937	0.91072905	0.9276321	0.9129536	0.9185498	0.93927854	0.9346928	0.9323553	0.9291018	0.928584	0.8834159	0.8787053	0.91728675	0.9435974	0.9319901	0.95132107	0.88385904	0.9056653	0.9185968	0.9494963	0.915784	0.90937036	0.91426146	0.9268538	0.9593504	0.9114631	0.92462724	0.9396876	0.9195613	0.9259185	0.9250823	0.9147634	0.9193829	0.9303578	0.90432	0.913435	0.93909556	0.8761606	0.8753936	0.9242887	0.85934913	0.9265986
begin_periode/noun	0.953786	0.93259794	0.9322981	0.9565401	0.9398788	0.92474985	0.95434177	0.941568	0.93285656	0.96397626	0.9252689	0.94309324	0.9708346	0.9308696	0.9055054	0.92266685	0.9390899	0.9094317	0.9518479	0.9476718	0.93587494	0.94127756	0.93023074	0.9066249	0.93593025	0.916798	0.9519269	0.95314884	0.948083	0.9301238	0.95256364	0.9336942	0.94116694	0.93900096	0.93357766	0.8997856	0.9299911	0.8751166	0.9406209	0.96762776	0.0	0.94054997	0.90272856	0.9057278	0.96089625	0.90429044	0.92556524	0.92690814	0.9396111	0.92863953	0.93346494	0.91935444	0.87352645	0.92410123	0.8991965	0.9546016	0.91113305	0.9289434	0.9398124	0.93968374	0.9056721	0.9509644	0.9329893	0.9289176	0.9433244	0.92998534	0.943131	0.9422489	0.9469118	0.9508539	0.90910333	0.93323326	0.9341657	0.91312885	0.95038575	0.92808795	0.9255835	0.9584535	0.92445755	0.90867585	0.9319496	0.94164324	0.95147496	0.88165325	0.9246699	0.9115913	0.9435773	0.9452332	0.9611927	0.91541344	0.915128	0.9577246	0.91520154	0.9578185	0.95343554	0.91491896	0.96434206	0.9243571	0.8606267	0.9583825	0.94627124	0.9529929	0.9498796	0.9584338	0.9081677	0.9425086	0.9309123	0.92038876	0.8958962	0.90480435	0.9508646	0.8967508	0.8627559	0.8857754	0.940197	0.94944847	0.9281896	0.91230184	0.94137025	0.8904708	0.8848892	0.9195402	0.8948972	0.94094044	0.9231179	0.88465726	0.8677039	0.9097863	0.95179576	0.9559174	0.8881439	0.9352903	0.9311407	0.91824263	0.9710005	0.9065534	0.89642256	0.93426806	0.94190514	0.94688594	0.9291349	0.934062	0.9214089	0.9113749	0.89999074	0.9205743	0.9124399
bewindsman/noun	0.9695536	0.857255	0.90034276	0.94249034	0.74247175	0.8788674	0.8988733	0.87541324	0.88463306	0.926105	0.9033524	0.939725	0.8517629	0.94497603	0.9127314	0.91258925	0.9189427	0.8991579	0.92659086	0.90436673	0.83019614	0.86798906	0.80470103	0.7986881	0.8689622	0.93230224	0.9413991	0.75844836	0.86893725	0.8733704	0.96502066	0.816046	0.8230253	0.8386973	0.8979922	0.83765024	0.87991154	0.8463496	0.9105125	0.9392114	0.94054997	0.0	0.8787055	0.87617975	0.9587091	0.92173874	0.8275443	0.8551642	0.90662277	0.87621194	0.825895	0.8684009	0.7958443	0.81864667	0.91990757	0.85336316	0.8024761	0.8575475	0.9025363	0.80620396	0.9393879	0.90722716	0.91107476	0.81104	0.96027404	0.89341915	0.9032023	0.84632903	0.8160008	0.9233391	0.7567637	0.84110594	0.9118895	0.86981547	0.8822331	0.8945088	0.9305154	0.94511825	0.91744334	0.9097702	0.91723275	0.80902404	0.9050535	0.9068003	0.83301044	0.8712871	0.8879025	0.9170396	0.86565036	0.88329506	0.8616085	0.9007015	0.78679883	0.8609854	0.88463116	0.8675642	0.70736945	0.8738338	0.92670566	0.84643	0.8346739	0.8767538	0.9101011	0.9149895	0.8791231	0.78488237	0.8700386	0.84075695	0.8146009	0.8854537	0.76685035	0.8719154	0.9153832	0.92450583	0.9218896	0.65206736	0.9036312	0.8819928	0.91391283	0.9147325	0.8763266	0.8583361	0.8822216	0.9298669	0.8681427	0.89958423	0.8144249	0.874483	0.9209067	0.9548997	0.8293557	0.83237326	0.8988983	0.8152027	0.7772359	0.8813347	0.89096355	0.84744275	0.9274543	0.8510481	0.8152869	0.84963757	0.81907743	0.82097495	0.8479352	0.7291489	0.8360252
bitter/adj	0.9457218	0.8638637	0.89962375	0.86734015	0.83715993	0.93170357	0.89301777	0.89199024	0.878792	0.94802564	0.9053601	0.96050525	0.9286208	0.90774214	0.8861294	0.9158602	0.9273488	0.90144175	0.9253479	0.9210018	0.8642186	0.8628906	0.8778018	0.87956643	0.90683025	0.9021016	0.9535916	0.91247785	0.8988759	0.87887704	0.9484475	0.82901794	0.85363	0.7869984	0.8887954	0.8256319	0.79722357	0.8339493	0.8605844	0.93774563	0.90272856	0.8787055	0.0	0.8758088	0.9439647	0.9027741	0.8580817	0.86000603	0.86622727	0.8354341	0.88454354	0.8589334	0.80616575	0.85843104	0.8538561	0.91536003	0.80622315	0.8851692	0.8781401	0.86434966	0.8960941	0.9034801	0.831839	0.86994386	0.8978716	0.9052944	0.88108104	0.85493946	0.8654363	0.928123	0.8288411	0.85737115	0.83705086	0.8519184	0.90214074	0.825781	0.90113825	0.9076303	0.87024796	0.90630555	0.86962795	0.8853862	0.8652084	0.8302034	0.82344675	0.8435773	0.84494466	0.9095737	0.88379997	0.8798778	0.87837625	0.8652637	0.81398726	0.8922411	0.9291166	0.86123073	0.87880945	0.81921035	0.8570768	0.89158785	0.91354185	0.8613509	0.85506487	0.85372293	0.8608289	0.90876013	0.8435229	0.8907015	0.866938	0.8343036	0.8606511	0.8137937	0.8470298	0.8863935	0.8766504	0.8340992	0.92410016	0.8714843	0.84515405	0.8454833	0.8436906	0.8503758	0.8407788	0.9149691	0.87298363	0.8366636	0.7995709	0.81511277	0.8678556	0.9376496	0.81384087	0.8412685	0.9145459	0.87503636	0.92267704	0.87524724	0.849295	0.8024668	0.9022237	0.8691892	0.8660806	0.82987255	0.8325591	0.7957549	0.86378396	0.8319762	0.81248796
blijf/adj	0.96252954	0.86455137	0.9163289	0.92077243	0.84409475	0.9241032	0.9233119	0.92184246	0.9048352	0.95374393	0.9096826	0.9274253	0.9287634	0.9390511	0.9053535	0.9418348	0.9258381	0.915056	0.91745484	0.90795755	0.8868972	0.90417796	0.8680658	0.8574131	0.8589699	0.9564985	0.95914024	0.90126425	0.906702	0.76948434	0.9405252	0.85520905	0.80536354	0.8152579	0.90300375	0.8296237	0.87310624	0.82129204	0.8681356	0.9127017	0.9057278	0.87617975	0.8758088	0.0	0.9406056	0.9124352	0.84827447	0.8161895	0.90485376	0.8528247	0.8201455	0.8762084	0.7617097	0.8392565	0.8889351	0.83144796	0.76635456	0.9143243	0.8587506	0.84638786	0.9190954	0.92515385	0.8548498	0.89822835	0.9385213	0.86558425	0.8947569	0.85412264	0.8498864	0.9140898	0.8418822	0.8756024	0.86553884	0.8794085	0.8594373	0.86370754	0.92677027	0.9414679	0.9247071	0.91439337	0.87995934	0.8685882	0.90772486	0.8681344	0.8478259	0.8728789	0.8683538	0.89906657	0.87072104	0.88778794	0.7962327	0.85949373	0.83212566	0.7792703	0.9196831	0.86029756	0.88750285	0.8420506	0.8798338	0.8772978	0.8589275	0.88241565	0.8928493	0.8936432	0.8739844	0.8921236	0.8599159	0.86730784	0.81360126	0.8594848	0.90196437	0.87306315	0.84990185	0.91397196	0.85694754	0.8381359	0.93101233	0.8711688	0.90267384	0.90311253	0.88828355	0.8963393	0.8848789	0.92055565	0.86935234	0.8769631	0.76722896	0.7979596	0.90067565	0.959341	0.74430704	0.8862389	0.9286671	0.82276976	0.94105095	0.87492394	0.8587861	0.80828744	0.9153394	0.863286	0.8593798	0.88907224	0.8424276	0.7996886	0.894904	0.7899546	0.8631731
café_bezoeker/noun	0.97423875	0.9651134	0.96328765	0.9604839	0.9614672	0.96263796	0.9730179	0.9804853	0.94999254	0.96836823	0.95165163	0.9667128	0.9602549	0.92410785	0.96281564	0.9327178	0.96411985	0.96618223	0.98887503	0.9509613	0.95898396	0.97767824	0.97300094	0.98443705	0.95240074	0.958206	0.95368075	0.94099504	0.97661424	0.9290067	0.9636097	0.94401634	0.91175574	0.9380386	0.94849193	0.9444446	0.9027245	0.912905	0.9453564	0.97318524	0.96089625	0.9587091	0.9439647	0.9406056	0.0	0.9674886	0.94816196	0.9523092	0.9340426	0.9113592	0.9492371	0.94987917	0.9101828	0.9767951	0.9608859	0.94232464	0.89965034	0.9165812	0.962423	0.9645291	0.92705417	0.97684723	0.94420123	0.9629247	0.9480832	0.9544617	0.94208616	0.8910773	0.8886521	0.9829103	0.8866642	0.89100164	0.9219183	0.8975768	0.94392985	0.89614266	0.9436152	0.9079711	0.9641497	0.95954865	0.93609625	0.94418013	0.9733071	0.9397306	0.9088065	0.93122643	0.9472397	0.95989543	0.8502331	0.8918186	0.94494355	0.880537	0.92682934	0.8615618	0.94507617	0.9058074	0.98537785	0.946029	0.94773304	0.8856329	0.91576123	0.9588699	0.9437598	0.9475006	0.9520072	0.965901	0.9352748	0.9252763	0.93183887	0.92961633	0.9569075	0.9662396	0.9814266	0.9663974	0.9309256	0.95271456	0.96673644	0.9215032	0.9617394	0.96660244	0.95846134	0.9261538	0.8696887	0.88205093	0.92727065	0.90636414	0.9047491	0.93566406	0.93986803	0.968301	0.93654424	0.9752026	0.9506818	0.9486354	0.98872197	0.9105045	0.94540113	0.95961374	0.944517	0.9240583	0.91895646	0.95799345	0.86279285	0.92270947	0.93382	0.9006634	0.9190639
concert/noun	0.9720662	0.929874	0.88949394	0.89395845	0.892373	0.95037216	0.8895998	0.8406925	0.85701674	0.9601659	0.90381634	0.9497624	0.9415337	0.9437604	0.8115216	0.9486465	0.9124621	0.8632804	0.8524703	0.93053645	0.90012825	0.8701259	0.94423205	0.9427758	0.8984905	0.74961364	0.9722571	0.9397333	0.8971369	0.88666487	0.95588446	0.8652355	0.87945074	0.8772715	0.8715935	0.8425932	0.8223447	0.8311829	0.8839257	0.92007524	0.90429044	0.92173874	0.9027741	0.9124352	0.9674886	0.0	0.91406137	0.9019617	0.83669895	0.8501517	0.91028696	0.8477895	0.8589924	0.9035957	0.7345106	0.90030193	0.8645991	0.88955283	0.8904371	0.93224585	0.86660755	0.8959379	0.873699	0.83003557	0.9278553	0.8998747	0.93668705	0.88069963	0.87497675	0.89525145	0.8525631	0.87578917	0.891635	0.8807003	0.90496004	0.8570585	0.8993444	0.8884539	0.7837284	0.873395	0.8778465	0.8795658	0.8425972	0.8067842	0.8621043	0.8581762	0.8731201	0.87718374	0.9070187	0.8801416	0.8740442	0.8568911	0.900173	0.8974616	0.8999871	0.8865811	0.92210567	0.873256	0.5806778	0.9208826	0.92818236	0.90885764	0.93588394	0.91250044	0.9180851	0.9021079	0.877092	0.8909357	0.8449007	0.83585393	0.93517417	0.8116358	0.8771386	0.70553523	0.85466075	0.89031655	0.7918219	0.71657217	0.87043947	0.67728	0.78283393	0.8673763	0.88694	0.90762836	0.8692187	0.850731	0.819096	0.8798434	0.8762562	0.93710685	0.8256881	0.89472055	0.9450373	0.85974866	0.92626476	0.90147406	0.868865	0.85673046	0.8795117	0.85366917	0.8982314	0.8725618	0.8711057	0.82729053	0.91783154	0.9024019	0.84968394
