	5-1/num	Blok/name	Bram/name	Charlotte/name	Clinton/name	Croes/name	Eddy/name	Frank/name	Gerard/name	Grosjean/name	Hewitt/name	Ids/name	Lamine/name	Lily/name	Madonna/name	Marja/name	Michiels/name	Mike/name	Nationaal/name	Ria/name	Rijkaard/name	Robert/name	Rosenmöller/name	SP/name	Ten/adv	The/name	Tomislav/name	VVD'er/noun	Von/name	aan/prep	acht_baan/noun	achteraf/pp	alleen/adj	alleen/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	atlete/noun	begin_periode/noun	bewindsman/noun	bitter/adj	blijf/adj	café_bezoeker/noun	concert/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/det	detail/noun	die/det	discussie/noun	documentaire/noun	dokter/noun	duur_voort/adj	eens/adv	eraan/pp	feit/noun	foto/noun	geleden/adj	gelukkig/adj	gesprek/noun	geweeklaag/noun	goed/adj	graag/adv	haar/pron	hem/pron	het/adj	hij/pron	iedereen/pron	iets/noun	ik/pron	inwoner/noun	je/pron	kast/noun	kerst_avond/noun	klassieker/noun	laat/adj	lang/adj	leraar/noun	les/noun	levendig/adj	lezer/noun	lief/adj	maar/adv	magie/noun	man/noun	me/pron	meer/adj	meisje/noun	men/pron	mens/noun	mentor/noun	mij/pron	minister-president/noun	misschien/adv	muziek/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	ons/noun	ons/pron	ook/adv	opeens/adv	partij_genoot/noun	passage/noun	periode/noun	plaat/noun	plek/noun	politicus/noun	producer/noun	publiek/noun	satire/noun	song/noun	tekst/noun	toen/adv	toen/comp	tv_kijker/noun	u/pron	uit/prep	vaak/adj	veel/adj	veld_slag/noun	versregel/noun	vooral/adv	voorman/noun	voornaam/noun	voorts/adv	voorzitter/noun	we/pron	weer/adv	weinig/adj	werk_dag/noun	wie/pron	wij/pron	woord/noun	ze/pron	zelfs/adv	zich/pron	zij/pron	zo/adv
lezer/noun	0.9665235	0.85152847	0.8759519	0.8714782	0.8196641	0.9171628	0.8637483	0.82691026	0.8151539	0.92337835	0.88055795	0.9577589	0.9226443	0.92417985	0.84838355	0.9239515	0.93181825	0.88839644	0.91282743	0.88670164	0.84020245	0.8297614	0.8513747	0.8774874	0.8853706	0.8294911	0.95856047	0.870541	0.8667189	0.83884376	0.91066295	0.78658605	0.7635927	0.7544578	0.807228	0.7601137	0.7383381	0.67870164	0.84790266	0.93401307	0.9246699	0.83301044	0.82344675	0.8478259	0.9088065	0.8621043	0.799109	0.8409921	0.8934473	0.77599794	0.7869959	0.74190474	0.7330063	0.846687	0.81055236	0.83337677	0.7352116	0.7980198	0.86023563	0.7921659	0.8211329	0.9344888	0.7875883	0.8077563	0.92586327	0.8353771	0.8910109	0.70928216	0.69979113	0.8811117	0.71500957	0.69689643	0.7727325	0.727177	0.8265225	0.65961444	0.8838901	0.9025882	0.8255948	0.8839789	0.8576497	0.7841819	0.8095817	0.82034695	0.0	0.76728153	0.7446248	0.82907766	0.813256	0.71908367	0.7754736	0.80269665	0.7020302	0.70808685	0.8877189	0.68443096	0.83403486	0.706277	0.7987696	0.7896091	0.7933106	0.8212981	0.85399973	0.83874416	0.8631603	0.8446858	0.7297524	0.71055025	0.72625184	0.79954267	0.8480681	0.74141407	0.8994435	0.835801	0.848383	0.7068784	0.885934	0.6303425	0.8375459	0.78374803	0.7040698	0.8246126	0.8427566	0.774195	0.6682091	0.849007	0.7157223	0.7707169	0.9056522	0.8906953	0.7389344	0.92113256	0.8956106	0.83699334	0.9137361	0.80186594	0.84498924	0.7603894	0.9138365	0.72340345	0.7392168	0.7358966	0.69977313	0.7150717	0.7860713	0.72297066	0.70180607
lief/adj	0.947531	0.8738511	0.8928365	0.8465973	0.8332701	0.92354834	0.8468908	0.832754	0.84475034	0.9235358	0.9009322	0.9313259	0.94164884	0.8837889	0.8279145	0.9348438	0.92203885	0.87702227	0.910172	0.8865899	0.85118806	0.85412323	0.87590307	0.86352235	0.88189995	0.8929795	0.9757978	0.87745243	0.88062894	0.83412915	0.9321265	0.81186223	0.72922385	0.71802163	0.7584354	0.73253036	0.6735454	0.6557416	0.81717485	0.9195823	0.9115913	0.8712871	0.8435773	0.8728789	0.93122643	0.8581762	0.8175174	0.8096525	0.817342	0.793876	0.81510025	0.82545316	0.75495815	0.8454843	0.8737936	0.82816565	0.76042086	0.7234707	0.79652196	0.88220435	0.8355245	0.8886937	0.749555	0.840026	0.9384882	0.8164792	0.76822484	0.6816842	0.74540603	0.8489686	0.7005305	0.71181434	0.76302123	0.69476664	0.864347	0.6272584	0.8230339	0.8828727	0.86439574	0.87113327	0.7749785	0.8042884	0.8444046	0.8319659	0.76728153	0.0	0.6577791	0.85738194	0.7534667	0.7358472	0.7841618	0.71755195	0.7193054	0.7584808	0.91568446	0.74419636	0.8897888	0.72224844	0.80151975	0.7958039	0.8012456	0.8167038	0.8282084	0.7899301	0.83444303	0.9081043	0.7264519	0.76807636	0.75455236	0.7341087	0.88855124	0.8432577	0.8832362	0.81943256	0.78486556	0.7747605	0.88415647	0.77308065	0.88418233	0.83116597	0.79386437	0.7878	0.8233237	0.9022685	0.7233288	0.8405454	0.6770098	0.7398689	0.9119828	0.9546675	0.749907	0.9154218	0.87740636	0.82053053	0.92114425	0.75625336	0.77495575	0.7838472	0.9016124	0.7172216	0.7414487	0.77586615	0.6162516	0.6836976	0.76932997	0.73015696	0.7175505
maar/adv	0.9656897	0.8694986	0.9010587	0.9103142	0.86242944	0.92667806	0.8835372	0.8696916	0.8973865	0.928885	0.8933272	0.94752586	0.92427903	0.94794995	0.8601366	0.9038383	0.93939334	0.9074814	0.9409375	0.9106858	0.86975485	0.87147415	0.87908715	0.89707965	0.8750531	0.91943955	0.9377328	0.85986346	0.910113	0.88297087	0.9181352	0.74375147	0.6698077	0.57986426	0.7288932	0.7975518	0.70360756	0.6340411	0.7096001	0.920115	0.9435773	0.8879025	0.84494466	0.8683538	0.9472397	0.8731201	0.8329643	0.8530029	0.82883227	0.8282744	0.69089365	0.82617843	0.72107303	0.86700374	0.8726877	0.85964835	0.75085425	0.6266408	0.8450815	0.8525051	0.89316857	0.90723556	0.7196443	0.8739668	0.9352761	0.7966761	0.84827733	0.76098716	0.77136356	0.8543182	0.6890613	0.67849004	0.7180712	0.5826174	0.8851227	0.5601612	0.844501	0.9083663	0.87349284	0.83587724	0.7806077	0.8504863	0.8539381	0.86601794	0.7446248	0.6577791	0.0	0.8603249	0.82452595	0.7306932	0.72860414	0.81580865	0.67126703	0.74429333	0.934355	0.70583534	0.8953243	0.6222454	0.819834	0.70140696	0.65002036	0.81045234	0.76058716	0.7449441	0.6713439	0.9237583	0.76406664	0.74985904	0.7143153	0.7565621	0.9059686	0.86930716	0.8632716	0.8224157	0.8547126	0.8022561	0.9102221	0.78134745	0.87409604	0.8079036	0.80916333	0.74150467	0.8146258	0.90431863	0.6904086	0.8656807	0.68810844	0.7077037	0.9393469	0.92420757	0.77405894	0.93701285	0.9158885	0.86617595	0.94269204	0.6370561	0.7368176	0.7370295	0.9014312	0.6983795	0.67663586	0.78091806	0.59539187	0.68470013	0.8570552	0.753545	0.6747
magie/noun	0.97839653	0.9251402	0.9358784	0.93901646	0.9052452	0.95302385	0.9403801	0.92984426	0.9386932	0.9317417	0.8956561	0.94987726	0.94573754	0.92298627	0.85619116	0.9415503	0.9492907	0.9007075	0.92661387	0.9329904	0.90747947	0.9183783	0.91580266	0.93628687	0.9042527	0.89731395	0.9574105	0.9316816	0.9046647	0.8722092	0.9326432	0.913138	0.85793066	0.84263915	0.86135525	0.8491957	0.822376	0.8072971	0.91544914	0.91498446	0.9452332	0.9170396	0.9095737	0.89906657	0.95989543	0.87718374	0.901359	0.89739174	0.90217364	0.88934946	0.86946255	0.8703228	0.7934886	0.9099255	0.8709539	0.8843986	0.8290582	0.9177445	0.8941085	0.9062103	0.91381264	0.9715185	0.88250035	0.93020207	0.969785	0.92731136	0.91032237	0.84785116	0.855635	0.91245985	0.85120803	0.8695419	0.8265426	0.8738838	0.93363506	0.81478286	0.90439194	0.9384056	0.87883806	0.93296915	0.87893116	0.92360926	0.87687665	0.8727361	0.82907766	0.85738194	0.8603249	0.0	0.9003485	0.8596159	0.8763709	0.8585669	0.8562908	0.8808363	0.93729883	0.8410357	0.93172175	0.850544	0.76018846	0.89694774	0.9046347	0.899984	0.8949743	0.88038564	0.8764061	0.94296515	0.8508537	0.87671715	0.855769	0.8628602	0.9354772	0.84871453	0.92634904	0.87745214	0.87189704	0.9082889	0.91852045	0.84551585	0.85415745	0.83380437	0.8397069	0.89434457	0.9108017	0.9119258	0.8746391	0.87315285	0.84346974	0.86221606	0.8969114	0.95053446	0.82746714	0.9360101	0.9053969	0.9054349	0.9705864	0.91876316	0.8660527	0.8725721	0.9370076	0.87660635	0.90549207	0.84045076	0.8336717	0.83039653	0.8868753	0.83369297	0.8407308
man/noun	0.9620161	0.9066482	0.8684954	0.87363553	0.83061326	0.9493652	0.8584165	0.8458911	0.83074206	0.9456671	0.88074493	0.9408747	0.9003491	0.87109876	0.81116956	0.9289046	0.9113146	0.85947937	0.9180764	0.9025787	0.88974684	0.83005834	0.8952621	0.9194634	0.88178766	0.913953	0.9564427	0.88918805	0.86678284	0.84454805	0.9417306	0.843738	0.79841363	0.804413	0.86968935	0.7954062	0.71082234	0.7565773	0.8307028	0.85960674	0.9611927	0.86565036	0.88379997	0.87072104	0.8502331	0.9070187	0.8799358	0.8769164	0.8446648	0.84506834	0.915466	0.8815379	0.83815217	0.9074515	0.8623216	0.7290597	0.7826963	0.8314158	0.884765	0.8395419	0.86249304	0.8574045	0.7807841	0.89750063	0.9607398	0.931127	0.8546715	0.5581983	0.6428254	0.9161175	0.54990596	0.7723693	0.87638485	0.7856691	0.82011473	0.7815194	0.8447003	0.87563455	0.898599	0.8542443	0.80273694	0.7625949	0.87470186	0.9016449	0.813256	0.7534667	0.82452595	0.9003485	0.0	0.78256655	0.8833536	0.50258696	0.82579386	0.63871896	0.8746327	0.81588584	0.875237	0.8063348	0.87471104	0.7797136	0.859651	0.8643952	0.89202404	0.8589333	0.9135043	0.9529481	0.76380426	0.8310005	0.8540186	0.74783134	0.87253153	0.8721481	0.9185523	0.8817901	0.8350117	0.752135	0.87999266	0.79571575	0.8831219	0.88019955	0.87552744	0.72191817	0.65443367	0.8960577	0.8361179	0.82507145	0.7248629	0.8747663	0.90707594	0.9481263	0.8265247	0.8395915	0.905739	0.85978377	0.9254703	0.8938409	0.8562675	0.8665396	0.92267925	0.7405342	0.8652184	0.8542192	0.57186747	0.7282634	0.8048922	0.6513001	0.781512
me/pron	0.94299304	0.8710113	0.8918194	0.9275234	0.86891186	0.9228138	0.88822615	0.87680984	0.8743273	0.9139963	0.8607443	0.9292377	0.91906434	0.9333222	0.8570375	0.9223018	0.925334	0.88439256	0.960845	0.88788056	0.8249196	0.9084125	0.8548351	0.8992451	0.9073316	0.9384746	0.92339975	0.86988986	0.90128666	0.8790784	0.92020196	0.7564542	0.8110766	0.80617785	0.779665	0.8731835	0.7346182	0.677702	0.85408115	0.9191507	0.91541344	0.88329506	0.8798778	0.88778794	0.8918186	0.8801416	0.88031256	0.8674315	0.86471593	0.8452811	0.71367514	0.85138774	0.7286385	0.90788454	0.92020285	0.8380759	0.749104	0.6951003	0.82704544	0.86802113	0.9219228	0.9295043	0.7679021	0.89075387	0.9051715	0.86510164	0.85114276	0.50432706	0.4459526	0.8071525	0.597386	0.63855386	0.747409	0.46637648	0.9227196	0.51088536	0.9069487	0.90424895	0.9100204	0.8744918	0.85256743	0.85533625	0.86215216	0.8888909	0.71908367	0.7358472	0.7306932	0.8596159	0.78256655	0.0	0.85013986	0.80979055	0.7311518	0.71027315	0.9135167	0.26118886	0.8916927	0.6929711	0.8737352	0.69809043	0.7008897	0.83638024	0.83858037	0.79014987	0.8037325	0.92556804	0.63517725	0.3748902	0.8052274	0.7920581	0.83387136	0.86376584	0.920113	0.873318	0.86315995	0.82743454	0.92064744	0.76892555	0.92358625	0.84224194	0.87346417	0.743866	0.76938665	0.86873883	0.5767035	0.9307053	0.78458977	0.8190033	0.93794197	0.9471348	0.81560516	0.9382006	0.9227171	0.89280176	0.92229915	0.7253617	0.7895065	0.84717274	0.9371576	0.7763612	0.7216236	0.79973304	0.5761424	0.7748974	0.5785419	0.711714	0.7154633
meer/adj	0.96434724	0.8715795	0.9208505	0.9335586	0.8972023	0.95306754	0.9226795	0.9203182	0.92795116	0.9434441	0.9298258	0.9444987	0.9152719	0.9493705	0.92316335	0.92872554	0.9347266	0.9362358	0.93119586	0.9338588	0.8847667	0.9212344	0.9216748	0.88772535	0.84624135	0.9490665	0.9532837	0.9177638	0.92924243	0.77569026	0.92969567	0.85022634	0.72656155	0.7107794	0.82589126	0.8134271	0.8582455	0.7558867	0.7185921	0.9024111	0.915128	0.8616085	0.87837625	0.7962327	0.94494355	0.8740442	0.82335705	0.82650745	0.8579909	0.7785049	0.80391943	0.81446576	0.761559	0.8463904	0.8860787	0.87667257	0.7716092	0.86113566	0.8499159	0.88564086	0.9079705	0.93045104	0.8416727	0.87136555	0.9375485	0.78687185	0.88126534	0.8872349	0.8850227	0.83443624	0.84205514	0.8018824	0.74362135	0.8186956	0.8009087	0.7574134	0.8992416	0.93638253	0.8982702	0.9094274	0.8513303	0.8301112	0.83011556	0.8441508	0.7754736	0.7841618	0.72860414	0.8763709	0.8833536	0.85013986	0.0	0.8961794	0.724244	0.7669084	0.91358423	0.8287828	0.9032451	0.7678947	0.8104054	0.84022236	0.79409945	0.8456309	0.839241	0.8304993	0.79779696	0.8866989	0.8392992	0.80364454	0.65229833	0.85144174	0.8883808	0.85031027	0.8111725	0.86565673	0.8479642	0.8081102	0.90454507	0.8168756	0.90259457	0.8482674	0.8577754	0.8890188	0.92675626	0.89600575	0.82446307	0.8805302	0.7294842	0.4737308	0.9157206	0.9684876	0.59895754	0.9261681	0.9245639	0.79307973	0.9408623	0.7610092	0.8465477	0.50449866	0.85139775	0.81421244	0.70462465	0.88073117	0.80915767	0.7577696	0.8543453	0.77869284	0.77877873
meisje/noun	0.96262246	0.9129837	0.8596244	0.8103946	0.85992295	0.95754886	0.89017797	0.84871024	0.85595703	0.9199997	0.889332	0.9507933	0.92228705	0.8692868	0.7671936	0.93127584	0.9270639	0.8484794	0.91493636	0.89725935	0.9117193	0.8319559	0.9053986	0.92285156	0.8884636	0.87750334	0.9605823	0.9180116	0.8880977	0.87168574	0.90825695	0.84445757	0.82037693	0.7907809	0.87296784	0.7919673	0.6959275	0.7856921	0.82344145	0.82943165	0.9577246	0.9007015	0.8652637	0.85949373	0.880537	0.8568911	0.886915	0.88258857	0.8640559	0.8354791	0.91610384	0.85785896	0.8235715	0.9151217	0.81979114	0.7214684	0.7831936	0.8261291	0.86756736	0.88570833	0.7934703	0.86567116	0.7954176	0.87491435	0.9513016	0.9269688	0.8907114	0.5564053	0.7350374	0.89416933	0.6797314	0.77920943	0.8525988	0.77778673	0.8064437	0.75231415	0.8507689	0.9036809	0.8945307	0.8732655	0.81609994	0.798527	0.8335432	0.8573714	0.80269665	0.71755195	0.81580865	0.8585669	0.50258696	0.80979055	0.8961794	0.0	0.8321065	0.70697415	0.916271	0.82492244	0.8865155	0.81789637	0.797695	0.8260517	0.8913126	0.8979604	0.90179694	0.86376536	0.9047299	0.95555794	0.7991403	0.8570683	0.8524689	0.75202584	0.90982914	0.8798304	0.8995649	0.8711466	0.8161093	0.7971064	0.87705255	0.7632841	0.91352856	0.8560721	0.85237217	0.75174975	0.73375964	0.89882255	0.8274484	0.7957954	0.7289642	0.86620367	0.9116338	0.9545339	0.8155924	0.8754076	0.87921226	0.86218846	0.91856426	0.8836408	0.83345	0.8855161	0.9329349	0.7551253	0.87530434	0.8510288	0.5630102	0.731736	0.8327975	0.6874083	0.8049164
men/pron	0.94752324	0.8101337	0.91090524	0.91015565	0.81986177	0.91960025	0.8718469	0.84653413	0.87810814	0.93087554	0.90367126	0.9349505	0.9109281	0.92844933	0.882328	0.9188089	0.9162776	0.9037528	0.9158099	0.89479804	0.833671	0.8870768	0.8510214	0.8207696	0.84649193	0.9351491	0.9619503	0.84470296	0.89935255	0.81394935	0.91958106	0.7241577	0.6841861	0.6990143	0.7389369	0.80250025	0.71429896	0.68069553	0.8247351	0.9258937	0.91520154	0.78679883	0.81398726	0.83212566	0.92682934	0.900173	0.7501954	0.77598464	0.8627114	0.7990595	0.69331026	0.79793763	0.6816075	0.777455	0.8797585	0.8222871	0.72966737	0.7188137	0.8048506	0.7625873	0.8819237	0.90192366	0.77560496	0.85911995	0.9277836	0.80427337	0.8397633	0.7632915	0.7473764	0.82390255	0.67329824	0.60309255	0.73029137	0.6285618	0.822206	0.5487511	0.87206566	0.9132168	0.8771748	0.88248533	0.8185893	0.80822647	0.8270953	0.86177176	0.7020302	0.7193054	0.67126703	0.8562908	0.82579386	0.7311518	0.724244	0.8321065	0.0	0.66896427	0.91611284	0.71719486	0.83395314	0.6839585	0.8445101	0.66928744	0.65114737	0.83335483	0.77058315	0.76884854	0.7830425	0.86702234	0.7586933	0.68690014	0.69520104	0.79706246	0.84387934	0.83571017	0.84465927	0.8500764	0.79862785	0.7271891	0.9088622	0.7777352	0.8874378	0.8598838	0.7859639	0.79186314	0.82633615	0.8875481	0.6365027	0.85655415	0.6761831	0.710001	0.92122936	0.9311616	0.7500473	0.9013418	0.8922456	0.79201865	0.9032132	0.5918611	0.7922983	0.72630227	0.8918506	0.66365075	0.563954	0.74020886	0.568244	0.70905125	0.7184547	0.5898254	0.6857289
mens/noun	0.97854996	0.8884565	0.9096707	0.91090035	0.88068795	0.95405245	0.9100162	0.9181531	0.8930384	0.9510289	0.9153193	0.9337971	0.9405708	0.911544	0.882646	0.9267269	0.9301668	0.91898835	0.9185629	0.90248376	0.87587404	0.90307647	0.8903271	0.89495635	0.8628712	0.958861	0.9565301	0.9028365	0.9009654	0.8061089	0.9075637	0.84133565	0.73854387	0.74931824	0.81656957	0.8053154	0.74777734	0.68955946	0.8222231	0.92288864	0.9578185	0.8609854	0.8922411	0.7792703	0.8615618	0.8974616	0.84091485	0.8328641	0.829187	0.74823487	0.8048677	0.8626251	0.7297319	0.8831248	0.87830895	0.7332227	0.7608635	0.8166639	0.8579345	0.8615378	0.8993783	0.8722408	0.763189	0.89671254	0.92948306	0.85263705	0.8323836	0.69133675	0.70216286	0.84199256	0.68057406	0.6182567	0.78155303	0.6520866	0.70700765	0.62725294	0.91380084	0.8878768	0.92695653	0.90280426	0.8565006	0.7562412	0.8542267	0.8747066	0.70808685	0.7584808	0.74429333	0.8808363	0.63871896	0.71027315	0.7669084	0.70697415	0.66896427	0.0	0.89281034	0.69640195	0.90884364	0.6967031	0.86046857	0.6655158	0.7535858	0.8719268	0.8528462	0.833645	0.8660696	0.93012965	0.73315334	0.7154943	0.74918205	0.8007132	0.8838398	0.8896989	0.89140654	0.9022563	0.80597717	0.7522765	0.905797	0.7311146	0.8885604	0.8859909	0.87966037	0.81069076	0.7927722	0.84018946	0.7005315	0.86049455	0.6176402	0.7315078	0.9281126	0.9432542	0.75493604	0.9026842	0.91622186	0.8660537	0.95651925	0.7685767	0.8512305	0.78809965	0.9114293	0.63572204	0.6951195	0.80891216	0.5661545	0.72887343	0.7712477	0.5949777	0.7196766
mentor/noun	0.97633773	0.92405933	0.90819496	0.9211352	0.89315134	0.935532	0.91098475	0.89803916	0.8768503	0.944355	0.9299055	0.9151673	0.9166595	0.9220503	0.9013003	0.9580899	0.9213794	0.892859	0.9555772	0.9324135	0.9118675	0.87673223	0.93555814	0.93240607	0.9279031	0.93147576	0.95296717	0.9292756	0.89630926	0.91482437	0.95696545	0.92728096	0.89688194	0.91934025	0.9395671	0.8199575	0.91693467	0.8700346	0.94022834	0.9128148	0.95343554	0.88463116	0.9291166	0.9196831	0.94507617	0.8999871	0.8990301	0.94428736	0.9462242	0.90431476	0.9235077	0.9239963	0.8958691	0.9380618	0.9188516	0.8801575	0.90191215	0.93120575	0.951654	0.9402391	0.9358781	0.93042004	0.928719	0.90627635	0.96419126	0.90863967	0.92285085	0.8795154	0.8445396	0.9454298	0.85177004	0.90917116	0.93648964	0.9071042	0.94263256	0.8952365	0.9585443	0.9470725	0.8898107	0.9552006	0.9454725	0.80666393	0.8757685	0.923697	0.8877189	0.91568446	0.934355	0.93729883	0.8746327	0.9135167	0.91358423	0.916271	0.91611284	0.89281034	0.0	0.8730145	0.89910376	0.8972387	0.89303744	0.9295683	0.9264479	0.9275469	0.9570662	0.951071	0.9317277	0.9231843	0.8939294	0.9237795	0.87778115	0.90659606	0.8908337	0.9144193	0.95883536	0.90364224	0.92471653	0.8180455	0.84181243	0.906803	0.91114134	0.90987086	0.88691294	0.90668654	0.9220788	0.9358929	0.90380037	0.9253559	0.8757837	0.91531104	0.9255643	0.951125	0.8786642	0.87484896	0.9537482	0.90540624	0.8982517	0.9066012	0.93509686	0.87654966	0.9652068	0.8582198	0.90086967	0.9029534	0.8840624	0.8993177	0.9170204	0.85411316	0.902393
mij/pron	0.95131385	0.84382963	0.8686484	0.9217942	0.83093137	0.9203455	0.8645332	0.84918976	0.8536169	0.90864563	0.8736273	0.91986793	0.9086911	0.9352594	0.84933233	0.9203786	0.9002806	0.88897043	0.9468496	0.8755801	0.817691	0.88328195	0.8575883	0.9012874	0.9128384	0.94084847	0.9240113	0.8363949	0.8817673	0.85580224	0.940395	0.7425678	0.7811041	0.77905726	0.74511075	0.8140922	0.6990223	0.6434792	0.8544172	0.9272288	0.91491896	0.8675642	0.86123073	0.86029756	0.9058074	0.8865811	0.85546255	0.8543444	0.87208277	0.8417859	0.63563776	0.8253083	0.69699913	0.87393147	0.88515884	0.82083714	0.76544625	0.70262957	0.8125791	0.84394825	0.92017114	0.9146149	0.7809098	0.86053526	0.90470946	0.8636689	0.84594154	0.48838973	0.41703916	0.79088265	0.6232424	0.64650446	0.7319279	0.51027894	0.9080376	0.5516933	0.9104024	0.90558	0.8960931	0.8701817	0.86541045	0.8340074	0.84846216	0.8865971	0.68443096	0.74419636	0.70583534	0.8410357	0.81588584	0.26118886	0.8287828	0.82492244	0.71719486	0.69640195	0.8730145	0.0	0.8716996	0.6505047	0.84429765	0.6930241	0.6779379	0.81586933	0.78686315	0.75856423	0.8162576	0.91105556	0.6135241	0.38962662	0.7588266	0.7833767	0.82297945	0.8472322	0.9045135	0.87116355	0.85269696	0.79248583	0.90255016	0.75857604	0.89737743	0.83791894	0.8370199	0.7512057	0.7934298	0.88249975	0.5656625	0.90591985	0.7499306	0.7850492	0.9357944	0.9402325	0.78846335	0.9332561	0.8920781	0.88826007	0.9098642	0.73813844	0.8123396	0.8096118	0.9138421	0.74056476	0.7012392	0.7487648	0.63340104	0.7540631	0.687467	0.6988236	0.7079655
minister-president/noun	0.9805297	0.823409	0.88786924	0.92717534	0.75850254	0.8775176	0.89166796	0.8795022	0.85057485	0.9491481	0.91851705	0.95331717	0.86666995	0.94053376	0.91930705	0.957749	0.9237217	0.89730257	0.91415364	0.9080517	0.886356	0.8516798	0.82295775	0.7892622	0.89301795	0.9400432	0.98153615	0.81334805	0.88792676	0.8995725	0.97691655	0.82082254	0.89058226	0.872974	0.8855326	0.8277688	0.86431277	0.8485122	0.9055814	0.9207873	0.96434206	0.70736945	0.87880945	0.88750285	0.98537785	0.92210567	0.85699457	0.89479965	0.9072133	0.905197	0.8766703	0.91627216	0.8381356	0.8306909	0.9206613	0.88022786	0.83234775	0.86080545	0.87769186	0.90041614	0.93260264	0.9005904	0.90127236	0.8362269	0.95957935	0.9233731	0.9337137	0.86513215	0.82182944	0.9221392	0.7732691	0.8548376	0.908492	0.8893708	0.8631633	0.90184236	0.9300341	0.93605167	0.9162193	0.90674824	0.88784814	0.8594983	0.89322025	0.9143314	0.83403486	0.8897888	0.8953243	0.93172175	0.875237	0.8916927	0.9032451	0.8865155	0.83395314	0.90884364	0.89910376	0.8716996	0.0	0.8871527	0.9271305	0.8594383	0.8762866	0.88988286	0.9304099	0.9228722	0.89255726	0.8712876	0.86494935	0.871704	0.87688744	0.86007273	0.74008197	0.86923224	0.9237331	0.9292201	0.9069024	0.70911443	0.9131963	0.85419893	0.9271829	0.90391994	0.86549926	0.8466139	0.8673278	0.9270292	0.86202013	0.90355945	0.8613697	0.9064317	0.92749625	0.94817483	0.86535287	0.8284478	0.94678116	0.84434146	0.71534234	0.89365673	0.8902274	0.87961763	0.9484342	0.8767113	0.8652659	0.83740264	0.84845144	0.8373146	0.85809225	0.80497986	0.86932087
misschien/adv	0.9427427	0.8656726	0.8673874	0.8980745	0.85207945	0.923359	0.8713891	0.8757397	0.8690317	0.8967312	0.8931697	0.9394653	0.9362765	0.92046106	0.8566761	0.9133546	0.93556964	0.89051026	0.94632804	0.91361856	0.84075165	0.8693538	0.86979175	0.87116677	0.87523055	0.9183875	0.9516677	0.8815333	0.9010923	0.86062706	0.92783463	0.7265991	0.7452829	0.72121024	0.7579413	0.7634194	0.6897311	0.6182339	0.8106506	0.92787427	0.9243571	0.8738338	0.81921035	0.8420506	0.946029	0.873256	0.8255268	0.8392618	0.87044954	0.8488216	0.6235399	0.80130213	0.6463845	0.81905305	0.8409595	0.82558596	0.76712406	0.71847045	0.830711	0.82213295	0.8870064	0.91069615	0.7008465	0.87367964	0.9303758	0.82072544	0.85835415	0.74512756	0.7429571	0.758264	0.70334405	0.711197	0.65025246	0.6133499	0.88830817	0.61942494	0.889578	0.9194442	0.8517423	0.8683255	0.849617	0.8332511	0.82788867	0.8560446	0.706277	0.72224844	0.6222454	0.850544	0.8063348	0.6929711	0.7678947	0.81789637	0.6839585	0.6967031	0.8972387	0.6505047	0.8871527	0.0	0.8093575	0.75283027	0.6999059	0.8124887	0.75692815	0.7829679	0.7318743	0.9202595	0.7457043	0.7364495	0.6989229	0.7702917	0.8877598	0.808936	0.83398616	0.831505	0.8015702	0.7496984	0.88879555	0.7876236	0.84201163	0.8340235	0.7792454	0.76147896	0.83604974	0.8860952	0.72769827	0.86455476	0.62305164	0.6723051	0.92637265	0.9464028	0.7338176	0.907229	0.916727	0.8685909	0.9346443	0.7220569	0.77774537	0.70962703	0.922985	0.7300584	0.7120251	0.7212639	0.69300723	0.645854	0.84226555	0.74745655	0.618026
