	16/noun	2003/noun	7/noun	9/noun	Belgisch/adj	Brugse/adj	Frans/adj	Genkse/adj	Ier/noun	Ninoofse/adj	Oudenaardse/adj	Sint-Niklase/adj	Spanjaard/noun	Thais/adj	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	afgelopen/adj	al/adv	ander/adj	be/noun	beeldhouwer/noun	begrip/noun	behaal/verb	bekom/verb	bewogen/adj	blijkbaar/adj	bovendien/adv	briljant/adj	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	credo/noun	daar/adv	daarentegen/adv	dank/verb	dans/noun	decennium/noun	decor/noun	dienst/noun	diner/noun	donderdag/noun	drager/noun	drie/noun	duidelijkheid/noun	eerder/noun	eerst/adj	eigenaardig/adj	eind/adv	eind_winnaar/noun	elektricien/noun	ere_burger/noun	ere_podium/noun	ere_titel/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	genodigd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	groente/noun	helder/adj	ideaal/noun	idioot/adj	immers/adv	in/adj	indrukwekkend/adj	ingebruikname/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	midden_stip/noun	minister/noun	minstens/adv	misvatting/noun	morgenavond/adv	muze/noun	muzikaal/adj	namelijk/adv	nationaal/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	officieel/adj	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plein/noun	ploeg/noun	ploeg_makker/noun	premier/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	seizoen/noun	simplistisch/adj	sociaal-democraat/noun	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	tegelijk/adj	tienjarige/adj	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	u/noun	uur/noun	vader/noun	vasten/noun	verdienstelijk/adj	verdrijving/noun	verkoudheid/noun	vier/verb	visie/noun	volg/adj	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	wereldbeker/noun	wetenschapper/noun	winnaar/noun	winnares/noun	word/verb	yoga/noun
filosoof/noun	0.90781415	0.96331024	0.90052205	0.92087835	0.9282143	0.95955604	0.820031	0.98287064	0.942154	0.9626641	0.9611569	0.980375	0.9269405	0.9718803	0.96251655	0.9594478	0.9569137	0.91851795	0.9295548	0.8823817	0.90585685	0.9821924	0.84746397	0.8891611	0.93664116	0.95502007	0.9638493	0.98331916	0.9712855	0.89005786	0.91911006	0.937448	0.95708513	0.9129621	0.96775395	0.9446062	0.9309496	0.8792273	0.94276875	0.90797925	0.90800375	0.9631397	0.9600234	0.9376201	0.9481545	0.9370953	0.98600453	0.9603156	0.85974115	0.94990015	0.9264301	0.97606623	0.9354235	0.9678768	0.97173655	0.97132677	0.9905879	0.77080125	0.0	0.94086796	0.9546378	0.9788239	0.9833242	0.9478779	0.93667936	0.9589918	0.88411856	0.8948286	0.9870179	0.9860006	0.9426115	0.9177046	0.9676418	0.9322518	0.92315745	0.9163023	0.98140657	0.93588626	0.96689683	0.8937372	0.9708052	0.95929825	0.902683	0.9647558	0.94227755	0.906379	0.9682249	0.925689	0.9724597	0.9260864	0.9208226	0.95365083	0.9183351	0.98571694	0.92940694	0.96306944	0.89432335	0.98003286	0.9604135	0.96151036	0.8918041	0.966899	0.9468161	0.9444944	0.88708484	0.9481591	0.97188246	0.92485034	0.9712424	0.9367714	0.9610766	0.9411029	0.9198122	0.9132563	0.9556876	0.9570087	0.93083096	0.9979053	0.94715923	0.996575	0.9266554	0.9672995	0.9088941	0.93051374	0.97423506	0.9743221	0.8868678	0.96701765	0.9782662	0.9450693	0.969866	0.9441759	0.9298071	0.9532758	0.9559174	0.91369903	0.96877766	0.9830371	0.90801066	0.9910564	0.9311345	0.9597209	0.91920185	0.9550471	0.9879842	0.9521496	0.9636123	0.90736663	0.9968364	0.9893333	0.9841498	0.96859974	0.9786771	0.9368157	0.9867594	0.94963986	0.9576093	0.96403563	0.96434915	0.97762513	0.9520309	0.94103533	0.9471472	0.98061436	0.9894175	0.9070127	0.95143205	0.9456398	0.9526994	0.8992548	0.94130754	0.9672235	0.8733904	0.97612077	0.97429585	0.8272985	0.99257517	0.95237726	0.9636284	0.9766287	0.9082684	0.8901773	0.9794138	0.9554763	0.8727199	0.95264536	0.9417936	0.9519337	0.9778299	0.8881503	0.9747899	0.9804956	0.9432018	0.96139234	0.929441	0.87007344	0.9102176	0.96544933	0.87286824	0.9978625
ga_op/verb	0.8955371	0.8836441	0.9057429	0.9032698	0.85376805	0.9542503	0.8728875	0.9553989	0.95900345	0.970723	0.9553668	0.981185	0.92415005	0.96428484	0.9104067	0.88732505	0.95849216	0.8939434	0.8119293	0.8534519	0.9299072	0.9652014	0.93558455	0.9215498	0.8562683	0.94135654	0.9703614	0.91778064	0.8794204	0.9481088	0.92644805	0.90516996	0.94659895	0.88453716	0.9351831	0.862718	0.87847847	0.8926766	0.9151248	0.90570337	0.92035246	0.86495876	0.9453225	0.89430594	0.9713143	0.93499017	0.9259978	0.91875196	0.8511148	0.929407	0.83698577	0.9691945	0.97941095	0.98147327	0.98628896	0.9741156	0.9487049	0.9334638	0.94086796	0.0	0.9622915	0.88947445	0.90520793	0.9441617	0.92955387	0.94791526	0.85058653	0.7999848	0.95350325	0.9449756	0.9232865	0.90631163	0.97318345	0.834494	0.9206644	0.9259532	0.98127395	0.8325445	0.9549917	0.96649814	0.8594904	0.8392147	0.9175102	0.93669033	0.9541455	0.90030265	0.931681	0.8997004	0.96823287	0.8902557	0.90716726	0.9355823	0.9451073	0.9576252	0.8464354	0.9041629	0.9120614	0.951524	0.9652285	0.96844363	0.8714899	0.8993914	0.9081638	0.92144823	0.8744513	0.9277953	0.99789804	0.91260636	0.8772346	0.9797606	0.95556545	0.97519654	0.9428475	0.91020566	0.89251685	0.9373085	0.9333533	0.9957	0.8889178	0.98943037	0.859442	0.94542694	0.87117434	0.94000965	0.91636485	0.97568625	0.92440635	0.93772364	0.9890805	0.9738199	0.8837853	0.9392291	0.94713575	0.9021377	0.98035455	0.87256306	0.9351747	0.8850998	0.98468757	0.988074	0.89669186	0.923366	0.9309482	0.94855756	0.9401927	0.9166644	0.9547702	0.95352656	0.9914574	0.9824499	0.98108447	0.9387501	0.93394226	0.86291265	0.9194258	0.92840403	0.8956504	0.9196857	0.92499185	0.958917	0.9076686	0.937672	0.9734252	0.86814284	0.94906896	0.8875086	0.93131876	0.9503363	0.9656937	0.8902999	0.96409214	0.91769814	0.8955271	0.9663162	0.9477497	0.899502	0.9933693	0.93314403	0.95356524	0.97981566	0.90634006	0.9030089	0.87229735	0.8738394	0.8876879	0.818686	0.90303445	0.905921	0.96171886	0.8263795	0.879689	0.8950065	0.86605465	0.8876941	0.9442271	0.946657	0.8733902	0.9570122	0.88259774	0.9981044
gelovig/adj	0.9641391	0.91898495	0.9497601	0.96412253	0.9527426	0.94049203	0.9393334	0.97461855	0.9541593	0.995782	0.98282325	0.98453426	0.95873326	0.96289605	0.9598898	0.8965027	0.97347164	0.92532325	0.91715246	0.8806789	0.940215	0.97984946	0.98449796	0.9596977	0.9227989	0.9644816	0.97231674	0.96782815	0.9202415	0.97524774	0.94524455	0.9426563	0.94080794	0.9642697	0.9560588	0.9511104	0.94226813	0.9622527	0.96467537	0.94191605	0.93696254	0.93789935	0.98046577	0.95559263	0.962312	0.96704745	0.98251003	0.972877	0.95201474	0.98226297	0.939143	0.9753528	0.9765004	0.94624054	0.9690722	0.9611156	0.9701019	0.9844391	0.9546378	0.9622915	0.0	0.918598	0.931306	0.8831494	0.9275354	0.92215663	0.94503534	0.94015497	0.9932835	0.9465118	0.9484201	0.95277846	0.97675574	0.94794136	0.961145	0.94678056	0.9850155	0.83925396	0.95496213	0.95927167	0.8708029	0.8493212	0.94701296	0.97870314	0.965191	0.9517415	0.93315053	0.98801553	0.99496824	0.9249691	0.9611143	0.9491768	0.9477609	0.95815754	0.86097753	0.90237474	0.9524187	0.9664465	0.9647261	0.9453219	0.9489974	0.956396	0.94420403	0.9234892	0.94306004	0.968429	0.979812	0.9631553	0.85303414	0.93323165	0.9708687	0.994559	0.9617442	0.96652985	0.967223	0.969721	0.9635076	0.9884738	0.9693363	0.96460986	0.93951845	0.94570065	0.8859664	0.9507989	0.94525653	0.97596586	0.9413686	0.91423947	0.9730706	0.961125	0.8606277	0.96843153	0.9381723	0.95964986	0.99642473	0.9503109	0.9848667	0.9232322	0.9800859	0.98504496	0.9429723	0.98489726	0.94467366	0.9559035	0.9607728	0.9729647	0.9839944	0.9833195	0.9884355	0.90808916	0.9596453	0.9059778	0.9526815	0.92974323	0.9306427	0.9668551	0.921968	0.98647314	0.9394744	0.9551177	0.9573396	0.97191215	0.97935283	0.98357624	0.9832986	0.9689263	0.875226	0.95106655	0.9869064	0.94200474	0.9829692	0.9608134	0.9081291	0.9666321	0.9740576	0.9565037	0.9972306	0.9573783	0.9402858	0.9810486	0.952957	0.9395233	0.9786651	0.95810926	0.95473903	0.91007036	0.96235925	0.8954611	0.9622094	0.9038225	0.8805435	0.9762933	0.96318674	0.9481174	0.95676166	0.91847837	0.92940587	0.96987355	0.9383046	0.9972135
gemeente/noun	0.89192146	0.7199641	0.86786896	0.86528045	0.81302965	0.91509044	0.8966498	0.94312423	0.952537	0.96912783	0.94561857	0.95618945	0.93846196	0.96239805	0.91655254	0.6725466	0.93223286	0.8313397	0.76098645	0.82618916	0.9197205	0.96464145	0.93461514	0.93928444	0.80098075	0.9021243	0.9788646	0.9155657	0.82824814	0.9606067	0.698285	0.8431439	0.9124538	0.9434713	0.97452646	0.79299647	0.8745169	0.91357416	0.9373048	0.93098456	0.94949603	0.73176336	0.9369378	0.8906914	0.95101035	0.9371178	0.9058342	0.91321295	0.9377771	0.94783	0.80666935	0.9526712	0.97141343	0.94160646	0.98845804	0.96509594	0.89361095	0.98392004	0.9788239	0.88947445	0.918598	0.0	0.5711678	0.902586	0.90610486	0.9439635	0.8518363	0.84891784	0.9466026	0.91550595	0.9645304	0.988505	0.9894725	0.8380698	0.883803	0.90297455	0.9597969	0.5161116	0.8836926	0.95134485	0.6867506	0.6216197	0.89040476	0.9627813	0.92759675	0.90920794	0.89243066	0.9351347	0.97622937	0.9095701	0.9220652	0.876329	0.912421	0.8839669	0.69704413	0.82324386	0.9582361	0.9589818	0.95530164	0.9542088	0.8441425	0.8786845	0.9231755	0.89400345	0.8669135	0.8561835	0.9806869	0.9464471	0.7072692	0.9775211	0.9282583	0.9902561	0.9555826	0.8946067	0.8924725	0.96243733	0.9844082	0.9860119	0.83416927	0.95836425	0.83204955	0.8685033	0.8275831	0.9277724	0.95706445	0.9495841	0.96522725	0.9657907	0.9908856	0.9203205	0.6973902	0.9846906	0.9262232	0.8948063	0.98894334	0.9637437	0.9422915	0.6524205	0.9446555	0.9880046	0.8576181	0.9271206	0.915446	0.8400546	0.7667365	0.91372085	0.97298896	0.9666908	0.9252781	0.9738665	0.86897874	0.8813711	0.8556563	0.73364294	0.81021184	0.87354517	0.8355945	0.92106295	0.90638566	0.94336075	0.9163249	0.9605027	0.97422004	0.98310894	0.9761031	0.9192816	0.8179552	0.9008509	0.95233864	0.88764715	0.94966954	0.8951502	0.9422462	0.9500753	0.94092244	0.9450612	0.99400795	0.9114185	0.97510064	0.98852473	0.8748773	0.9601205	0.80282813	0.83559895	0.8967507	0.6800068	0.88857454	0.77352905	0.93930644	0.79161215	0.7550479	0.8703144	0.8547777	0.83034956	0.94831717	0.9275566	0.88033956	0.94608176	0.8976796	0.96331567
gemeente_bestuur/noun	0.89172995	0.8511381	0.9051354	0.8748529	0.85436535	0.9219941	0.94688356	0.95780116	0.97003543	0.958407	0.94715476	0.9099541	0.9836268	0.9620701	0.9308363	0.8394501	0.94080406	0.89584464	0.8782502	0.87549764	0.9504899	0.9722841	0.91780967	0.9363489	0.8801987	0.8855437	0.9706581	0.89866096	0.85877746	0.9884842	0.6463667	0.8724457	0.9345201	0.96775293	0.98484576	0.8938773	0.937979	0.9012376	0.9440438	0.95001704	0.9328476	0.79957676	0.96875423	0.8939754	0.95941734	0.943716	0.93054295	0.95989627	0.91961193	0.95034224	0.8308196	0.9723025	0.985209	0.9457061	0.98638487	0.947331	0.86979854	0.97514945	0.9833242	0.90520793	0.931306	0.5711678	0.0	0.95295537	0.95192224	0.9552833	0.9057713	0.8922128	0.9807311	0.91031605	0.9561295	0.9868631	0.9934437	0.8610548	0.9138846	0.9333261	0.93957436	0.7217029	0.8959506	0.9504355	0.8439343	0.7921589	0.91639084	0.9834945	0.91396636	0.90675545	0.9444558	0.9807716	0.96948016	0.8680657	0.944791	0.93695086	0.9045004	0.8573214	0.81513953	0.88790095	0.9558963	0.9599054	0.96181387	0.9748799	0.8781248	0.90517044	0.9422298	0.9478815	0.863577	0.9141371	0.98179907	0.9571834	0.8590043	0.99278104	0.91989094	0.97068053	0.94456565	0.92756695	0.8867807	0.95932746	0.9586954	0.9864557	0.8437688	0.9284872	0.87978417	0.9380855	0.89962894	0.92267656	0.94433737	0.9403192	0.9691709	0.9690395	0.9844681	0.94383454	0.8621045	0.96856207	0.9108568	0.900912	0.9834362	0.9803547	0.93767625	0.79784197	0.97591126	0.9668634	0.89267087	0.93903995	0.94644815	0.71110064	0.57638204	0.8870527	0.98471045	0.9779157	0.8377602	1.0	0.77465713	0.9249618	0.7773651	0.8391588	0.8026172	0.90201277	0.87250155	0.863062	0.93514067	0.9788346	0.92212605	0.94591844	0.982361	0.9551746	0.9640897	0.92001474	0.88310105	0.9481386	0.9511329	0.8878628	0.9176545	0.92429876	0.9319997	0.9717109	0.9383742	0.9315708	0.99765587	0.8944758	0.98153967	0.9733414	0.820594	0.9500469	0.81425023	0.8310341	0.8355005	0.82971215	0.8968727	0.8489523	0.8949949	0.8936768	0.88719404	0.90490395	0.90339667	0.81166226	0.9745863	0.96081454	0.90600383	0.9580358	0.9028814	0.9359199
genodigd/adj	0.92300206	0.8628919	0.9209963	0.9275646	0.9158779	0.93988335	0.9541303	0.8899987	0.97423685	0.9670586	0.9621449	0.9572147	0.9601042	0.93762195	0.9573901	0.8830033	0.9061051	0.9354454	0.87834907	0.8721651	0.9735448	0.9824304	0.9668199	0.951542	0.9273125	0.93325114	0.9470894	0.9830836	0.9494628	0.964618	0.96245086	0.90299726	0.8867033	0.9693237	0.9622697	0.9420395	0.9440177	0.96454996	0.93082863	0.9679024	0.9469092	0.8885645	0.9144282	0.9158326	0.95089054	0.9230232	0.97143316	0.93252563	0.96232206	0.9776193	0.9064239	0.9662895	0.9668121	0.955753	0.9423101	0.98394436	0.9245264	0.9572909	0.9478779	0.9441617	0.8831494	0.902586	0.95295537	0.0	0.979042	0.901242	0.9033803	0.93677247	0.99090976	0.953867	0.97610337	0.9813104	0.98483557	0.95718837	0.9562324	0.96096766	0.953389	0.7785992	0.91842306	0.99066806	0.7966622	0.73527884	0.9656984	0.9466903	0.9571894	0.9348351	0.9397497	0.9740559	0.96374696	0.9596145	0.95905286	0.88200575	0.93623275	0.9313552	0.78156674	0.9048457	0.97508925	0.97540504	0.97227144	0.94631094	0.9048187	0.9700929	0.9266442	0.95296985	0.92909396	0.97178483	0.98095983	0.9748076	0.79152614	0.9675965	0.91584945	0.9861663	0.9515649	0.94378084	0.97352487	0.9352669	0.9529099	0.9807015	0.9327637	0.9191564	0.9289554	0.9420972	0.8857344	0.9282794	0.96509933	0.9686167	0.9673187	0.98017955	0.98388016	0.9785439	0.76008195	0.945388	0.94189334	0.976201	0.9804563	0.9747001	0.9936992	0.9305084	0.9825322	0.97164804	0.9268204	0.9701943	0.96293515	0.9585641	0.960456	0.9752473	0.9873966	0.98254853	0.9552276	0.93220365	0.9577055	0.8489551	0.908238	0.93572974	0.9371366	0.9104868	0.89777076	0.9856512	0.98333704	0.95483595	0.9821522	0.9661934	0.95130485	0.97889096	0.9912483	0.9426568	0.8205296	0.95748705	0.98955226	0.94077647	0.98860323	0.8634346	0.94748193	0.95082533	0.914194	0.96271855	0.9902658	0.9366268	0.9653852	0.9710343	0.919816	0.9776276	0.94537914	0.9206328	0.9519019	0.89065343	0.9177184	0.7562295	0.92217505	0.8949742	0.90059555	0.96295094	0.9668454	0.9154045	0.9320324	0.9325981	0.9128693	0.9362498	0.95835	0.98283786
gereformeerd/adj	0.9130211	0.9586707	0.91869897	0.9014952	0.96491116	0.9582728	0.9497309	0.9881063	0.96552575	0.96205103	0.96427155	0.9705241	0.94940627	0.98790985	0.9833558	0.9661174	0.9629464	0.9458633	0.95122117	0.8616142	0.9816295	0.9690838	0.9263088	0.9606293	0.9507463	0.9820439	0.94746655	0.9856741	0.96719575	0.93884397	0.93271184	0.95357513	0.97429615	0.9381369	0.96508265	0.9630954	0.94290507	0.9497339	0.9651073	0.9255676	0.96973723	0.9594462	0.9730509	0.95850456	0.97320867	0.9705071	0.9840568	0.91412795	0.86838645	0.98259133	0.9167959	0.9595878	0.96372235	0.9732981	0.98310506	0.99597734	0.9475115	0.9855238	0.93667936	0.92955387	0.9275354	0.90610486	0.95192224	0.979042	0.0	0.94863206	0.9308844	0.92859674	0.9849747	0.98781544	0.94369334	0.9426967	0.9774271	0.9528519	0.94812214	0.9464397	0.9864887	0.91168237	0.97534674	0.9572644	0.9392561	0.9388695	0.9534403	0.9427974	0.9623356	0.9484128	0.971395	0.9637282	0.9843448	0.9324618	0.97570527	0.96318626	0.9675507	0.99240017	0.9178633	0.95726794	0.9032639	0.96054316	0.99975795	0.97283065	0.8934234	0.9813152	0.9483181	0.96812296	0.87779176	0.95250374	0.97814196	0.9381592	0.95160073	0.9752833	0.9711599	0.96400696	0.97276556	0.93167114	0.96511227	0.9690909	0.9969395	0.99946874	0.9908662	0.9731645	0.94742745	0.9755605	0.9434207	0.9517935	0.9897649	0.9495702	0.93109137	0.9743794	0.98238826	0.95438963	0.9370984	0.95352095	0.955752	0.95892537	0.98343265	0.90796804	0.97228193	0.95163095	0.96286815	0.9944542	0.93541074	0.98054105	0.9648714	0.97238064	0.99646145	0.9810663	0.9676179	0.9373094	1.0	0.99549276	0.98336124	0.96280634	0.96044147	0.96126753	0.97995454	0.94397146	0.9663577	0.97910863	0.9898432	0.9532178	0.9813949	0.9863504	0.96457434	0.99705666	0.98477197	0.97281426	0.972918	0.967186	0.94982535	0.95121074	0.97389877	0.9703038	0.92485857	0.97133464	0.97124314	0.8966522	0.9893345	0.9763714	0.9667237	1.0	0.9550946	0.9591361	0.9902653	0.9806168	0.9469187	0.9561836	0.95369685	0.952274	0.9924728	0.87212163	0.9576921	0.9728166	0.96012497	0.97135985	0.95169014	0.956855	0.95529795	0.9775605	0.83872384	0.97918
gesneuveld/adj	0.91399944	0.9044815	0.92070264	0.90090823	0.94233036	0.9694842	0.9496526	0.9690958	0.9509923	0.9829712	0.955966	0.97197527	0.927642	0.9645712	0.9762121	0.91929805	0.96493244	0.9626571	0.9334757	0.88347524	0.9739983	0.97891045	0.93966675	0.98348093	0.9130602	0.96849793	0.93005663	0.9874161	0.9922807	0.9562821	0.96374387	0.9557354	0.96808076	0.964922	0.97834504	0.94729114	0.9650019	0.9873092	0.9775267	0.947346	0.94861495	0.93918437	0.97032046	0.94711715	0.9597526	0.9466174	0.9935039	0.9351855	0.94219905	0.97040695	0.91548187	0.97261727	0.96546835	0.9922716	0.9797174	0.9628691	0.9625001	0.96004987	0.9589918	0.94791526	0.92215663	0.9439635	0.9552833	0.901242	0.94863206	0.0	0.9551847	0.9374121	0.97632027	0.97164667	0.9826537	0.9727849	0.97101915	0.96888995	0.9535672	0.96611947	0.95237553	0.8674387	0.97666895	0.9529705	0.8810244	0.8801285	0.94928014	0.97906697	0.95384485	0.955215	0.9498826	0.9604299	0.9723618	0.96394247	0.9734606	0.93244797	0.96788245	0.9792734	0.87382513	0.90941745	0.9626054	0.98171496	0.981542	0.9264477	0.8989302	0.99168324	0.948028	0.9667308	0.8920189	0.9759942	1.0	0.98390985	0.88591886	0.9912184	0.9700401	0.9871338	0.96188885	0.9400385	0.97152734	0.9723415	0.9902452	0.9925245	0.97268397	0.98064125	0.90049493	0.95384306	0.9364265	0.95141804	0.99276024	0.9673343	0.96171933	0.9812723	0.9437573	0.9533393	0.8674509	0.94110715	0.98192793	0.9735423	0.9929745	0.94999754	0.9478732	0.92796946	0.94379944	0.97310865	0.93856096	0.98420024	0.968569	0.977827	0.97227746	0.9723945	0.9626306	0.94389004	0.97746545	0.94065624	0.97831756	0.93838793	0.9706036	0.91126406	0.9320761	0.94858724	0.9504026	0.9685904	0.9885142	0.97809607	0.97854686	0.9763125	0.954636	0.9640253	0.9701658	0.94484556	0.96204007	0.9642005	0.93728197	0.9703325	0.9481544	0.93060064	0.9589175	0.9529871	0.943652	0.91859555	0.9977422	0.97405493	0.8774818	0.9924515	0.95957863	0.98267263	0.94261104	0.9620539	0.9785578	0.90406275	0.96389395	0.890102	0.9862553	0.9063221	0.94760585	0.9616201	0.96127874	0.95232135	0.96926063	0.93643975	0.9470108	0.9474876	0.9140941	0.9878779
gisteravond/adv	0.8658275	0.8625539	0.86084914	0.8628583	0.8493027	0.87605274	0.84992045	0.878243	0.88236845	0.97770756	0.9432824	0.95079637	0.806007	0.921108	0.873189	0.9149778	0.8868547	0.81174594	0.714913	0.87476546	0.9175765	0.96477675	0.90714425	0.8679419	0.7908988	0.91997945	0.9143359	0.8966954	0.8558423	0.9076418	0.8395026	0.91110086	0.95266527	0.7987063	0.96006405	0.8296046	0.8216913	0.8452214	0.90417755	0.9137448	0.9006753	0.8540627	0.91016126	0.7428766	0.96737134	0.86647993	0.88534206	0.8663665	0.84805876	0.9439246	0.8712686	0.95520365	0.8898134	0.9270299	0.9399941	0.960856	0.9330235	0.940588	0.88411856	0.85058653	0.94503534	0.8518363	0.9057713	0.9033803	0.9308844	0.9551847	0.0	0.51472574	0.9299534	0.97230047	0.90162224	0.94162637	0.9590277	0.8679554	0.8663911	0.88141304	0.9852589	0.78750354	0.88608027	0.92373526	0.91283345	0.86689126	0.8377082	0.8795537	0.89899015	0.7811035	0.8226885	0.8495471	0.9413187	0.8790618	0.7780323	0.89056104	0.9049452	0.9551616	0.7985219	0.87873316	0.8127834	0.9065955	0.92803895	0.9460423	0.8165181	0.8319358	0.8731922	0.9091682	0.84694034	0.8526095	0.9010112	0.8155812	0.91557634	0.94950634	0.76743805	0.9551406	0.9005463	0.8444139	0.8118779	0.8443736	0.9013102	0.98395914	0.82961154	1.0	0.80416936	0.86934865	0.83353573	0.896646	0.8551077	0.8771125	0.8579081	0.88380194	0.9711315	0.900219	0.89926386	0.9017072	0.9014238	0.70817	0.9524973	0.7600571	0.9214647	0.90430623	0.95758903	0.9713032	0.8651686	0.86370754	0.8943054	0.9370365	0.9460538	0.75036734	0.97864306	0.8734035	0.9741024	0.9530418	0.97229296	0.90228885	0.8731475	0.8386861	0.93550354	0.8771161	0.75934756	0.85912013	0.9042001	0.95654005	0.8894961	0.89088124	0.9376642	0.9168092	0.9009735	0.8326874	0.81433487	0.9033779	0.9483441	0.83575046	0.8522301	0.909762	0.9122019	0.92991394	0.86976933	0.7871484	0.99377614	0.90152955	0.9514818	0.96785265	0.7773638	0.87915623	0.80554074	0.8971013	0.73944426	0.76087064	0.76228845	0.9143779	0.96114177	0.72716534	0.9094793	0.6871939	0.6799787	0.8136575	0.9043684	0.9140611	0.8000965	0.87474525	0.87325907	0.9798784
gisteren/adv	0.82132024	0.838178	0.8522515	0.82453614	0.7466308	0.87023133	0.77930063	0.91639847	0.8754169	0.9573302	0.92653716	0.9216515	0.78446805	0.9043791	0.82350206	0.88619524	0.9027265	0.7727478	0.6084534	0.84262955	0.8899514	0.96559995	0.90277046	0.8321566	0.7853556	0.90478677	0.9052154	0.8377434	0.7770284	0.90761113	0.80245805	0.89069	0.9466789	0.7672391	0.95589024	0.7952526	0.7620976	0.8164868	0.90925276	0.87367725	0.8939948	0.82395494	0.9384027	0.64235353	0.9776602	0.87294614	0.83872557	0.8197057	0.82926387	0.93387866	0.7854456	0.9347464	0.88146925	0.9266305	0.9416982	0.9527063	0.93564856	0.93289894	0.8948286	0.7999848	0.94015497	0.84891784	0.8922128	0.93677247	0.92859674	0.9374121	0.51472574	0.0	0.8941732	0.95393354	0.9086593	0.9313218	0.9555501	0.81425804	0.8376443	0.89868987	0.9873215	0.7773515	0.8806808	0.9302371	0.8882687	0.8499511	0.84219754	0.85221064	0.8813822	0.80133516	0.8052604	0.8236036	0.94006217	0.8524287	0.67341894	0.8975608	0.9120353	0.9332728	0.7714773	0.8212506	0.7965354	0.9091094	0.9165768	0.9431105	0.78207767	0.8173272	0.85687304	0.87454116	0.8168701	0.82911295	0.954715	0.7058686	0.8803059	0.94921654	0.87593657	0.9678887	0.9123795	0.84772563	0.79310054	0.86092424	0.8938467	0.9791919	0.8107215	0.9954711	0.7431805	0.8805836	0.81374824	0.88826567	0.7957267	0.88939595	0.87505364	0.8663548	0.96861315	0.9106581	0.9004538	0.8689289	0.901997	0.78659403	0.9587922	0.6795186	0.8725581	0.85370874	0.9507534	0.96208584	0.865566	0.8530259	0.9000023	0.89197516	0.91745055	0.7949389	0.9761681	0.84754336	0.97606957	0.97061306	0.9389947	0.91024446	0.8519909	0.8218643	0.8894037	0.8517452	0.83263624	0.77491045	0.8964794	0.94484806	0.8631103	0.83901	0.9316047	0.80545926	0.8822697	0.83356774	0.8499726	0.85606635	0.93336576	0.8543925	0.89605254	0.8565477	0.9013188	0.92641556	0.83792984	0.727466	0.99673516	0.9027619	0.92859924	0.97560036	0.7691677	0.860671	0.79899985	0.82418156	0.6554576	0.65200555	0.6795229	0.88393253	0.9339098	0.7488482	0.8476314	0.7896757	0.5665935	0.79493284	0.88469505	0.875514	0.77178454	0.8948615	0.8327052	0.94648725
