	16/noun	2003/noun	7/noun	9/noun	Belgisch/adj	Brugse/adj	Frans/adj	Genkse/adj	Ier/noun	Ninoofse/adj	Oudenaardse/adj	Sint-Niklase/adj	Spanjaard/noun	Thais/adj	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	afgelopen/adj	al/adv	ander/adj	be/noun	beeldhouwer/noun	begrip/noun	behaal/verb	bekom/verb	bewogen/adj	blijkbaar/adj	bovendien/adv	briljant/adj	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	credo/noun	daar/adv	daarentegen/adv	dank/verb	dans/noun	decennium/noun	decor/noun	dienst/noun	diner/noun	donderdag/noun	drager/noun	drie/noun	duidelijkheid/noun	eerder/noun	eerst/adj	eigenaardig/adj	eind/adv	eind_winnaar/noun	elektricien/noun	ere_burger/noun	ere_podium/noun	ere_titel/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	genodigd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	groente/noun	helder/adj	ideaal/noun	idioot/adj	immers/adv	in/adj	indrukwekkend/adj	ingebruikname/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	midden_stip/noun	minister/noun	minstens/adv	misvatting/noun	morgenavond/adv	muze/noun	muzikaal/adj	namelijk/adv	nationaal/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	officieel/adj	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plein/noun	ploeg/noun	ploeg_makker/noun	premier/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	seizoen/noun	simplistisch/adj	sociaal-democraat/noun	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	tegelijk/adj	tienjarige/adj	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	u/noun	uur/noun	vader/noun	vasten/noun	verdienstelijk/adj	verdrijving/noun	verkoudheid/noun	vier/verb	visie/noun	volg/adj	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	wereldbeker/noun	wetenschapper/noun	winnaar/noun	winnares/noun	word/verb	yoga/noun
lang/adj	0.9391161	0.77197343	0.93275476	0.93113613	0.8641541	0.9539916	0.85934126	0.9626007	0.9562271	0.9897095	0.9881142	0.97166306	0.93063796	0.95616645	0.93814313	0.789456	0.96944255	0.8701581	0.8102922	0.8694199	0.9560033	0.98767245	0.970006	0.94614124	0.78872824	0.9521073	0.97413695	0.94187325	0.87552714	0.9407623	0.92516774	0.9256208	0.9467557	0.9247668	0.9844766	0.87774426	0.8641698	0.94070446	0.96262693	0.93330514	0.93997544	0.8649401	0.9558044	0.9116612	0.961557	0.94300586	0.9599172	0.9403783	0.9079087	0.9906404	0.8576584	0.9898032	0.9886015	0.99533844	0.97254646	0.9972186	0.97431344	0.9498123	0.95365083	0.9355823	0.9491768	0.876329	0.93695086	0.88200575	0.96318626	0.93244797	0.89056104	0.8975608	0.91653574	0.9240212	0.95771664	0.9492639	0.9905895	0.8965467	0.9088791	0.88926595	0.97762734	0.7387451	0.9200042	0.9731529	0.7015805	0.73648334	0.8902283	0.96127695	0.9515975	0.9367721	0.8463086	0.93144643	0.9931744	0.97201174	0.9140214	0.0	0.96546525	0.9555246	0.78340346	0.84505606	0.9324784	0.96866465	0.9744879	0.9499101	0.88074833	0.9011911	0.9445602	0.86433625	0.90414196	0.9484503	1.0	0.97239506	0.7116033	0.99008006	0.96432954	0.95647115	0.94642746	0.8944409	0.9081975	0.93465513	0.9716433	0.9983529	0.88771605	0.9931506	0.83421814	0.9280515	0.9112686	0.95190585	0.91269636	0.97169346	0.9718711	0.96128327	0.9921311	0.95134866	0.70425653	0.9800898	0.94328564	0.93277884	0.988565	0.9566576	0.9136044	0.8804441	0.98109657	0.98588026	0.90305066	0.93323636	0.9479749	0.95313025	0.96679676	0.9157945	0.99894613	0.969263	0.98662233	0.96891093	0.97268486	0.88464355	0.93988836	0.8993551	0.9144773	0.943927	0.9418771	0.96755755	0.9839626	0.9701047	0.9172522	0.9597196	0.96861756	0.95747894	0.9849944	0.92207754	0.91064316	0.9120703	0.9523169	0.9041059	0.97376233	0.8958482	0.92933196	0.9406465	0.9072817	0.9295637	0.9575149	0.9513298	0.9719398	0.98901755	0.9321118	0.9546818	0.8919001	0.85873693	0.92819244	0.74011725	0.9271314	0.855959	0.94880664	0.8664149	0.76382387	0.8893887	0.8856744	0.913851	0.937192	0.9337665	0.88732797	0.97110814	0.92340714	0.99380517
laureaat/noun	0.8473395	0.8643196	0.8665778	0.864612	0.8701693	0.8640306	0.9286629	0.90388286	0.9314625	0.9127207	0.9059612	0.9392322	0.93596065	0.9516779	0.9502935	0.93552774	0.91345394	0.9388691	0.9343632	0.837456	0.9742484	0.979162	0.8976965	0.9584273	0.82257146	0.917761	0.9305394	0.92282957	0.95943946	0.9353961	0.9012155	0.9059107	0.92878586	0.8456613	0.95028615	0.961812	0.9289534	0.946297	0.9200607	0.9477752	0.91399735	0.89971846	0.94661486	0.9026348	0.94930696	0.8940437	0.9346981	0.9490937	0.88023806	0.91104555	0.84392804	0.84301996	0.9334506	0.921176	0.9523933	0.8619438	0.8975971	0.94118166	0.9183351	0.9451073	0.9477609	0.912421	0.9045004	0.93623275	0.9675507	0.96788245	0.9049452	0.9120353	0.92084247	0.9719106	0.9753915	0.9518664	0.952371	0.936552	0.9460447	0.9213217	0.90641147	0.8896769	0.95594734	0.9652081	0.8911177	0.85931635	0.9291377	0.90432215	0.86431265	0.78739023	0.8199839	0.95461625	0.9625343	0.9330101	0.9515239	0.96546525	0.0	0.9224852	0.8943553	0.8997969	0.8652898	0.9538249	0.9583699	0.91833836	0.83052903	0.9136207	0.846377	0.94570833	0.8293023	0.9664538	0.9937647	0.9481658	0.90723556	0.9804846	0.9279466	0.9824091	0.8667829	0.9390231	0.8615348	0.9143201	0.9663974	0.97977144	0.91935533	0.9410832	0.89686465	0.96357197	0.92795336	0.83808386	0.98244184	0.9550643	0.969217	0.9622219	0.9794743	0.94273114	0.92208874	0.93462217	0.9577018	0.9139018	0.9189891	0.9554619	0.96210206	0.9026904	0.9537137	0.9567415	0.93576556	0.8720653	0.9603371	0.8838088	0.8905175	0.8386547	0.98517317	0.94228756	0.8982411	0.9688569	0.88314426	0.9357008	0.9080171	0.9475031	0.8888553	0.90407586	0.93905497	0.9614338	0.9307505	0.9601641	0.9862274	0.9452164	0.8875667	0.96671605	0.94881845	0.8760967	0.911013	0.9356501	0.9385254	0.8102874	0.8963393	0.9325033	0.9398401	0.9134755	0.9253771	0.90614825	0.992571	0.8256803	0.9639013	0.98289025	0.79505646	0.9689977	0.92308617	0.8982304	0.89571077	0.9087705	0.8954977	0.9174273	0.9326291	0.9393346	0.9436263	0.89293605	0.91981024	0.83676165	0.87616324	0.93735254	0.7680735	0.81585574	0.86407304	0.95981264
legislatuur/noun	0.9522578	0.88535255	0.96262455	0.9354318	0.94863224	0.94802785	0.9570707	0.9603796	0.96045244	0.97606677	0.97354496	0.9608077	0.94489133	0.9816186	0.9492941	0.9267794	0.9763221	0.9601133	0.9421806	0.91509527	0.9924641	0.9884247	0.984007	0.9508708	0.9000006	0.9551727	0.97830546	0.9477825	0.9348926	0.9815047	0.87131995	0.95416176	0.9521569	0.95448256	0.94057727	0.9901562	0.946866	0.9882886	0.97623795	0.9796869	0.96748364	0.9285219	0.9472569	0.94980913	0.9724145	0.9534384	0.9570008	0.97688955	0.9681721	0.9772709	0.87558174	0.93395466	0.982862	0.9488514	0.99559176	0.95408714	0.97122455	0.9926972	0.98571694	0.9576252	0.95815754	0.8839669	0.8573214	0.9313552	0.99240017	0.9792734	0.9551616	0.9332728	0.9825523	0.95314366	0.99493945	0.9875864	0.9927497	0.9399425	0.96360415	0.94545424	0.94063	0.8642	0.93855304	0.9925722	0.8887342	0.8594034	0.9576574	0.9696297	0.95767707	0.9382666	0.941926	0.9663975	0.98624426	0.93314916	0.9805084	0.9555246	0.9224852	0.0	0.8939335	0.8915778	0.95180637	0.98409086	0.98220086	0.9759453	0.934207	0.9348825	0.9376447	0.9892779	0.9450309	0.9612159	0.99864143	0.91971785	0.84930027	0.99972683	0.9613131	0.98292625	0.973602	0.9646105	0.93972284	0.96299744	0.9704036	0.99592173	0.89051163	0.96924335	0.9427831	0.9637218	0.9452538	0.96681637	0.93842125	0.994034	0.9882356	0.97368926	0.98776877	0.96829283	0.9023933	0.97103107	0.9499327	0.9549777	0.9669895	0.97020864	0.9400356	0.908416	0.94322944	0.96983767	0.96077263	0.9627514	0.9942777	0.81901246	0.88308144	0.9355903	0.99434024	0.97345	0.9581036	1.0	0.95132893	0.9494027	0.9200922	0.927912	0.8957653	0.9609734	0.95355797	0.919556	0.9729837	0.9837704	0.98748285	0.939648	0.94851696	0.98613524	0.9467599	0.9656577	0.92664605	0.97465247	0.9675862	0.95213646	0.95632356	0.93265885	0.9790554	0.9876976	0.969611	0.9742574	0.99936575	0.95613134	0.93098104	0.98861873	0.91812485	0.97482413	0.9241934	0.9408667	0.9299757	0.89473546	0.9687775	0.8943539	0.94740313	0.97341365	0.90121764	0.96094435	0.96130276	0.93023	0.95289147	0.9532679	0.9472465	0.96311533	0.93421936	0.99695134
lid/noun	0.8624246	0.6977253	0.8820718	0.8610764	0.75585204	0.8725713	0.81736046	0.89662427	0.92629564	0.95321095	0.9434127	0.91630346	0.9075015	0.90003675	0.8959583	0.6771618	0.94578207	0.7985526	0.69255364	0.699769	0.87800366	0.9622177	0.922192	0.8714596	0.7549758	0.8857495	0.9564495	0.90610975	0.780641	0.9118066	0.8464052	0.8090517	0.8904622	0.86796176	0.92023987	0.8615277	0.8508632	0.8671229	0.91278225	0.885893	0.89894515	0.6981069	0.913156	0.8560378	0.9100303	0.9063085	0.89045733	0.870121	0.8229567	0.9650252	0.75245297	0.9521669	0.94054466	0.96380424	0.9603663	0.9667224	0.948525	0.93505985	0.92940694	0.8464354	0.86097753	0.69704413	0.81513953	0.78156674	0.9178633	0.87382513	0.7985219	0.7714773	0.94081926	0.91131365	0.8943369	0.9515471	0.97684413	0.8299371	0.83172935	0.855016	0.9386538	0.562415	0.87799263	0.92633426	0.6036817	0.5397611	0.8159671	0.94970083	0.91292304	0.855461	0.83850354	0.89967203	0.9938158	0.8893417	0.8671594	0.78340346	0.8943553	0.8939335	0.0	0.70523	0.8842404	0.95152277	0.91494405	0.883178	0.8093513	0.86862844	0.84846264	0.8554645	0.8126545	0.8754021	0.97534794	0.8590688	0.6221833	0.9554262	0.9463598	0.97027653	0.9134761	0.83792055	0.82539797	0.900899	0.9562703	0.9751695	0.7961389	0.97164035	0.7531677	0.8598361	0.79293174	0.8857291	0.89866465	0.9441167	0.869258	0.91102046	0.97694016	0.9335507	0.5370991	0.9213872	0.9086221	0.9124345	0.988531	0.833746	0.88503444	0.7711397	0.94810855	0.9595288	0.8465918	0.90195656	0.88791096	0.9091904	0.8875146	0.9056457	0.96414196	0.9104584	0.9498043	0.93588275	0.91844416	0.8109376	0.89376223	0.7950917	0.8184474	0.9013633	0.8309727	0.83708906	0.9357792	0.94699234	0.89409935	0.8757266	0.9674324	0.90514386	0.94701225	0.8546843	0.7707747	0.8362946	0.9642442	0.8289201	0.9583786	0.82413983	0.90039986	0.93388253	0.9002286	0.84657025	0.97497135	0.93737745	0.91548836	0.99117005	0.8564715	0.88759977	0.8356161	0.80679226	0.7063196	0.6504895	0.86824894	0.6888471	0.90899366	0.7960903	0.7367221	0.9025718	0.81781894	0.844821	0.9071519	0.84846723	0.7932959	0.91841114	0.8355174	0.97873986
lijst/noun	0.9044738	0.79450506	0.8868408	0.8968165	0.8385732	0.93109906	0.87739944	0.9348525	0.9510867	0.9593001	0.9745126	0.9503919	0.9164221	0.9219357	0.9010416	0.8086933	0.95713854	0.8595385	0.82344955	0.835353	0.9084787	0.9812842	0.92174417	0.9131063	0.79446906	0.95141554	0.9518672	0.91517335	0.8840842	0.94345635	0.8672757	0.90079194	0.9336736	0.87817705	0.9475699	0.897234	0.8666339	0.892875	0.9538622	0.92773825	0.91314244	0.79105717	0.93512315	0.88734317	0.96398187	0.9311402	0.8921544	0.93572	0.90221906	0.9583456	0.83220583	0.93443173	0.97039753	0.97837406	0.97780627	0.94854206	0.9490693	0.9538876	0.96306944	0.9041629	0.90237474	0.82324386	0.88790095	0.9048457	0.95726794	0.90941745	0.87873316	0.8212506	0.92287064	0.94015455	0.9533588	0.9563592	0.9792425	0.8713379	0.8729755	0.9034418	0.9720798	0.7505003	0.8968846	0.9377204	0.77751786	0.7761081	0.8689971	0.93464047	0.9156945	0.90333384	0.757602	0.9037728	0.9591029	0.91537637	0.8771193	0.84505606	0.8997969	0.8915778	0.70523	0.0	0.9026334	0.9545161	0.9479803	0.92699456	0.8543459	0.9086513	0.91999227	0.8519336	0.84673834	0.8809441	0.9880801	0.8796325	0.80921155	0.96428806	0.95615125	0.9727672	0.9133738	0.89611435	0.87486494	0.9588094	0.9452834	0.9838212	0.8634106	0.9945187	0.8194174	0.92750853	0.8521481	0.8764994	0.87653404	0.95640516	0.9431583	0.9274078	0.9818075	0.93627095	0.7415317	0.9484558	0.9474315	0.9088423	0.9791954	0.9254719	0.90561587	0.8754675	0.9609331	0.9664514	0.8959684	0.84685594	0.9403356	0.8766882	0.8913745	0.9109426	0.98500246	0.9435575	0.98868173	0.9756912	0.94375753	0.87903124	0.93042886	0.88283074	0.89882153	0.9063556	0.9211784	0.86136544	0.9528132	0.96314615	0.9306677	0.891162	0.9273697	0.91045076	0.98447883	0.88272876	0.87129605	0.88211125	0.9545961	0.8579108	0.9302553	0.87402946	0.9217801	0.9133955	0.941483	0.895885	0.9901153	0.9116999	0.98138034	0.98815525	0.82608944	0.91270566	0.8852646	0.8360848	0.83077866	0.7500968	0.9092031	0.8233828	0.94145155	0.89184743	0.8651531	0.8942367	0.8494837	0.858444	0.91330665	0.9206121	0.82166326	0.94176257	0.8842652	0.98959017
loopbaan/noun	0.8532939	0.90766954	0.86888593	0.8643241	0.91077375	0.919284	0.87786543	0.93214303	0.89212453	0.97016424	0.9419917	0.9449816	0.860072	0.9181546	0.9518055	0.96083087	0.96202916	0.9053509	0.8374778	0.7702737	0.97800577	0.97429764	0.9185904	0.9263882	0.7990799	0.95653456	0.90490997	0.94492185	0.9177257	0.9086962	0.92805135	0.88345665	0.96624	0.6238365	0.97749996	0.93552893	0.9117336	0.92137957	0.93747026	0.89524597	0.93574345	0.89883417	0.9734511	0.90584964	0.9110811	0.92438245	0.9603917	0.93934083	0.7356132	0.95437914	0.84355086	0.9330295	0.8509784	0.91656536	0.93082035	0.96405697	0.9704167	0.91149944	0.89432335	0.9120614	0.9524187	0.9582361	0.9558963	0.97508925	0.9032639	0.9626054	0.8127834	0.7965354	0.9130608	0.97442985	0.9519776	0.89660954	0.9813573	0.92926353	0.9079337	0.89070916	0.9482005	0.8782618	0.9393015	0.96584386	0.9200411	0.9194388	0.8705304	0.85118115	0.88351256	0.79439765	0.76940584	0.90599126	0.98548	0.9243228	0.9119826	0.9324784	0.8652898	0.95180637	0.8842404	0.9026334	0.0	0.9077038	0.9696798	0.91299576	0.82796687	0.9073605	0.85729295	0.93337107	0.805929	0.9397889	0.97382855	0.95749253	0.9331322	0.9585632	0.9328391	0.95626026	0.94403815	0.907452	0.88153577	0.9040603	0.96003324	0.98821324	0.9554358	0.9956504	0.84614646	0.92117673	0.8964898	0.8653122	0.9561158	0.9292974	0.9134579	0.9229544	0.96573657	0.92449576	0.95230395	0.91068524	0.9759222	0.9111044	0.9556663	0.90635717	0.95095235	0.95758146	0.9505312	0.9480381	0.95804864	0.86689484	0.9400826	0.945791	0.96815383	0.8297055	0.9672509	0.8726021	0.9633715	0.9786225	0.95034516	0.91881037	0.93905294	0.9634417	0.9493147	0.93762475	0.9112338	0.9764992	0.90379244	0.95830184	0.9453685	0.9282716	0.90036714	0.9396458	0.92735475	0.8258987	0.9028689	0.9605447	0.92781794	0.83476096	0.8982619	0.9320655	0.8956094	0.9549306	0.96578825	0.742862	0.98642486	0.9170096	0.9638691	0.95271236	0.77527624	0.9347161	0.9173522	0.93786776	0.86879015	0.860446	0.9179432	0.90887403	0.977074	0.8842985	0.95814985	0.86561304	0.8806579	0.87053394	0.8626707	0.90795	0.7956917	0.8553048	0.732996	0.96253556
loos/adj	0.94050765	0.9655073	0.96296036	0.9639165	0.9519915	0.9832197	0.95950365	0.9863606	0.938549	0.94940543	0.95103097	0.97165674	0.9463041	0.95318216	0.95972574	0.9628739	0.98025995	0.94694704	0.9288101	0.9571285	0.9593994	0.9795146	0.95729345	0.96629757	0.9432611	0.9699286	0.9724488	0.9482433	0.9762501	0.94538516	0.95187914	0.9574644	0.9793752	0.93363345	0.96922946	0.98368204	0.9313044	0.95446956	0.97470134	0.9532701	0.9771707	0.9528637	0.99120754	0.9497766	0.99890864	0.9643759	0.9636659	0.9676029	0.9545591	0.9721199	0.94463557	0.97396463	0.97329384	0.9738791	0.96208936	0.951246	0.9428717	0.99203324	0.98003286	0.951524	0.9664465	0.9589818	0.9599054	0.97540504	0.96054316	0.98171496	0.9065955	0.9091094	0.9892966	0.98408914	0.97921675	0.9552517	0.9346404	0.9550243	0.96787214	0.92814946	0.9416741	0.91110504	0.9554159	0.9625111	0.9587186	0.9414179	0.9177539	0.965115	0.9606812	0.9409328	0.97082704	0.95815635	0.99197483	0.9603825	0.94075364	0.96866465	0.9538249	0.98409086	0.95152277	0.9545161	0.9077038	0.0	0.9279752	0.97814363	0.9507163	0.97957444	0.96591103	0.9600251	0.9494814	0.9686365	1.0	0.9396639	0.9652953	0.9727941	0.96809316	0.98370415	0.9516696	0.9628719	0.94197917	0.9573997	0.98274666	0.9817658	0.9579594	0.9865455	0.9368741	0.9781304	0.9236792	0.9639939	0.9672079	0.9221973	0.9123806	0.94575894	0.99450296	0.97399133	0.9667319	0.941667	0.9322431	0.9391275	0.96926093	0.9168674	0.9601546	0.9441338	0.9852579	0.9836428	0.96983224	0.9780069	0.99083656	0.98163205	0.94555277	0.94121295	0.9403298	0.9360314	0.9869788	0.8953972	0.9859605	0.9604061	0.95258564	0.9463312	0.9427891	0.9704301	0.93717957	0.9700557	0.95120144	0.98171735	0.96513957	0.9647423	0.99758726	0.98037094	0.95782876	0.954723	0.9481334	0.9783951	0.943214	0.9578579	0.9767751	0.9617879	0.9439175	0.9645508	0.9681944	0.93651783	0.99396116	0.9739348	0.9799315	0.98471826	0.93706805	0.96222806	0.9604029	0.97292113	0.92419016	0.93622696	0.9472162	0.9578575	0.99525803	0.9299259	0.9822195	0.9404808	0.94677055	0.95451367	0.9501744	0.9651958	0.9352734	0.94728017	0.9525753	0.9374187
louter/adj	0.9635563	0.96807414	0.9550252	0.933075	0.92228603	0.94245553	0.9348036	0.98786986	0.9589004	0.988784	0.9893349	0.9988321	0.9335973	0.9508418	0.951404	0.9605032	0.9848702	0.92889124	0.9441146	0.9680117	0.89514774	0.9728133	0.9467868	0.9462628	0.94427335	0.9597454	0.98486006	0.9434608	0.93321204	0.91075927	0.93785787	0.9670951	0.979922	0.9637367	0.98584294	0.9271786	0.9230171	0.9438484	0.95056486	0.9658013	0.95602727	0.9540386	0.9860937	0.9659145	0.97821236	0.98804337	0.94714963	0.9633497	0.9581792	0.96132165	0.94723094	0.97469574	0.9783563	0.9843134	0.94501567	0.9477076	0.9779527	0.9065543	0.9604135	0.9652285	0.9647261	0.95530164	0.96181387	0.97227144	0.99975795	0.981542	0.92803895	0.9165768	0.94099325	0.97449815	0.98007524	0.93871176	0.9578961	0.9464268	0.93111765	0.92578363	0.984403	0.9510309	0.9469188	0.98331296	0.9432842	0.95423204	0.9125299	0.96054846	0.9583036	0.9395938	0.96653503	0.93720883	0.9768723	0.942788	0.9414796	0.9744879	0.9583699	0.98220086	0.91494405	0.9479803	0.9696798	0.9279752	0.0	0.98005974	0.95326334	0.93066967	0.95160264	0.94455636	0.9478362	0.9476544	0.99154276	0.94788843	0.9576241	0.99848735	0.94987243	0.9986812	0.96086013	0.9362347	0.9382518	0.96417767	0.98012495	0.9885756	0.9618018	1.0	0.9407893	0.9610306	0.9472505	0.9508667	0.9391976	0.9904782	0.919614	0.9596106	0.9808191	0.9468227	0.9637978	0.97975576	0.9622208	0.91536725	0.9683356	0.96443534	0.9446174	0.9317568	0.96829677	0.9405686	0.941411	0.9398067	0.93523425	0.97910106	0.98696464	0.9381694	0.98736554	0.9913095	0.9884495	0.94134325	0.99215955	0.9693462	0.9811055	0.9414245	0.97706467	0.97257864	0.9690544	0.9432808	0.9673004	0.98577076	0.9754141	0.9464121	0.99310696	0.93756956	0.9630722	0.9261141	0.970404	0.94905156	0.9792739	0.92046505	0.9809893	0.95159346	0.8873603	0.97586066	0.9706665	0.96327883	0.9999268	0.9849871	0.9743938	0.9577947	0.94519347	0.93974805	0.9490198	0.93786776	0.9228106	0.91930246	0.94653344	0.9568874	0.9703171	0.8854197	0.96852314	0.9513992	0.9355073	0.9382449	0.97716784	0.93511313	0.9375254	0.9473087	0.965308	0.96033216
maand_blad/noun	0.9157527	0.92299545	0.9313138	0.9079685	0.9546947	0.96049327	0.95685506	0.9835571	0.96400976	0.9683111	0.97644484	0.9787415	0.94691455	0.9565009	0.936651	0.93808824	0.9733311	0.93889403	0.93992746	0.87929666	0.9510671	0.9549753	0.9461417	0.9593719	0.92771804	0.9674961	0.9517224	0.97476715	0.9654865	0.93432885	0.9516506	0.9307015	0.94211197	0.9351967	0.95899373	0.97841734	0.9717601	0.9506253	0.95939887	0.9357513	0.9776759	0.9201534	0.9370641	0.96074	0.970732	0.96316534	0.97096604	0.9486655	0.90518934	0.9362235	0.9211715	0.95494986	0.9496011	0.9503716	0.96366936	0.93040556	0.96705586	0.9553834	0.96151036	0.96844363	0.9453219	0.9542088	0.9748799	0.94631094	0.97283065	0.9264477	0.9460423	0.9431105	0.9708434	0.9790883	0.9300525	0.9702298	0.9835014	0.96322614	0.95625293	0.9391579	0.9614644	0.9447166	0.9617468	0.9842097	0.91648364	0.9127754	0.9239726	0.9381082	0.94908106	0.9142015	0.95496947	0.9702711	0.9763495	0.9586119	0.95065665	0.9499101	0.91833836	0.9759453	0.883178	0.92699456	0.91299576	0.97814363	0.98005974	0.0	0.89965105	0.9868213	0.9408305	0.94411623	0.88597775	0.95245576	0.9679522	0.9661335	0.9318148	0.9874408	0.9680704	0.96278757	0.95308226	0.9605729	0.96174914	0.9607451	0.9682516	0.9831532	0.9802926	0.98952657	0.91984797	0.9323679	0.9471007	0.89934	0.9294522	0.94482815	0.9446062	0.9706082	0.96325773	0.9054357	0.93957806	0.9503562	0.9873604	0.9858218	0.99008554	0.9556397	0.9753869	0.94731325	0.92836815	0.98262894	0.95438373	0.9683839	0.93331736	0.9778419	0.9660134	0.9746888	0.9926863	0.93122417	0.96190256	0.99640065	0.95687103	0.96498156	0.96936595	0.95597947	0.97335577	0.95681643	0.944427	0.9459946	0.94435436	0.98408717	0.9503038	0.915473	0.9699579	0.969698	0.9677834	0.9249275	0.9776471	0.98864865	0.9634477	0.913527	0.97548497	0.9604005	0.94855934	0.96399987	0.97054505	0.9448207	0.9978362	0.9740558	0.9785211	0.974516	0.9263423	0.959273	0.9849317	0.94502324	0.9376888	0.94600284	0.9622777	0.93455744	0.9641282	0.9328122	0.9334592	0.9825577	0.9632144	0.96383464	0.94586843	0.9323441	0.9111266	0.9170694	0.89334106	0.98886037
maart/noun	0.4769237	0.64069986	0.5386499	0.53239465	0.7882448	0.8749057	0.8162199	0.9465588	0.9091433	0.90187895	0.9096201	0.89044863	0.91357493	0.948942	0.9280083	0.8259577	0.7213079	0.82474965	0.79080135	0.63650596	0.9473432	0.9478371	0.87252915	0.9195852	0.75244176	0.9147453	0.8845346	0.9220221	0.8714924	0.9168245	0.8778738	0.8682944	0.9133185	0.83277047	0.9673621	0.8562064	0.8682574	0.8996331	0.85439074	0.87469125	0.87283957	0.820533	0.89782804	0.58143264	0.94604963	0.90147066	0.9299594	0.90727425	0.64012396	0.95954615	0.658694	0.90312994	0.9166766	0.89010197	0.9641294	0.92926043	0.81131405	0.92618394	0.8918041	0.8714899	0.9489974	0.8441425	0.8781248	0.9048187	0.8934234	0.8989302	0.8165181	0.78207767	0.9436142	0.9426992	0.9335045	0.9353392	0.96959525	0.86549604	0.80433416	0.89184827	0.8970764	0.80018145	0.9216566	0.9366726	0.77201855	0.74572676	0.8541906	0.9193702	0.8453805	0.8290404	0.83142066	0.90739334	0.9691945	0.8725954	0.8966489	0.88074833	0.83052903	0.934207	0.8093513	0.8543459	0.82796687	0.9507163	0.95326334	0.89965105	0.0	0.8739733	0.86274195	0.90851986	0.31716597	0.9093574	0.9930178	0.9422271	0.8501912	0.9576419	0.8285907	0.9307969	0.8458508	0.8544539	0.8366587	0.9266293	0.944848	0.9811649	0.85565376	0.98175675	0.7076794	0.90660113	0.892404	0.8553823	0.9052084	0.9228562	0.94546545	0.92333347	0.857165	0.9462166	0.84517264	0.90030855	0.89122355	0.9148908	0.9738646	0.883202	0.9057217	0.85117555	0.93891317	0.89133805	0.8709545	0.88765323	0.9205292	0.9256705	0.90662724	0.8573439	0.9567601	0.89967275	0.8962839	0.98472923	0.8814922	0.92804563	0.77915585	0.85633534	0.88481116	0.7964714	0.8546669	0.93404585	0.93929714	0.9402185	0.9296584	0.9276007	0.80342895	0.9217733	0.9530142	0.84638804	0.9040919	0.90077895	0.8730457	0.8010348	0.9201551	0.9329735	0.85024494	0.81480414	0.6597626	0.79691947	0.96225244	0.92662543	0.931172	0.9738529	0.7534662	0.9346699	0.7900542	0.8588033	0.8633524	0.73789	0.56928176	0.8729485	0.9409572	0.7714405	0.83452106	0.83826864	0.83791643	0.7768006	0.8471632	0.91137064	0.76040924	0.86823046	0.5361643	0.88103604
