	aardappel/noun	abnormaal/adj	adem/noun	album/noun	as/noun	atmosfeer/noun	auto/noun	bad/noun	beetje/noun	behoorlijk/adj	bord/noun	boter/noun	brandend/adj	brij/noun	brok/noun	bron/noun	buis/noun	chocolademelk/noun	dag/noun	die/det	dossier/noun	drift/noun	drukkend/adj	erg/adj	fusie_ploeg/noun	gas/noun	genoeg/adv	gesteente/noun	glas/noun	gloeiend/adj	grill/noun	grond/noun	hang_ijzer/noun	hap/noun	herfst/noun	het/det	hoe/adj	kachel/noun	kastanje/noun	klimaat/noun	koekepan/noun	koffie/noun	kom/noun	kool/noun	kop/noun	kus/noun	kwestie/noun	latin/noun	lucht/noun	marathon/noun	matig/adj	melk/noun	mes/noun	middag/noun	middaguur/noun	min/adj	mineraalwater/noun	mix/noun	motor/noun	niet/adv	nieuw_feit/noun	nog/adv	olie/noun	olijfolie/noun	omstandigheid/noun	onderwerp/noun	ontzettend/adj	oven/noun	pan/noun	passage/noun	pasta/noun	patat/noun	peper/noun	plaat/noun	rem/noun	sector/noun	slotminuut/noun	smelt/adj	soep/noun	spotje/noun	stand_DIM/noun	stoom/adj	stoom/noun	strand/noun	strijkijzer/noun	te/adv	thee/noun	traan/noun	trend/noun	vakantie/noun	verlangen/noun	verschrikkelijk/adj	verslag/noun	vet/noun	vlam/adj	vlek/noun	voorwerp/noun	vuur/noun	warm/adj	wat/adv	water/noun	weer/noun	wind/noun	woensdag_middag/noun	ze/pron	zo/adj	zo/adv	zomer/noun	zomer_dag/noun	zomermaand/noun	zon/noun
kastanje/noun	0.46604323	0.85135597	0.96891207	0.91101295	0.7508465	0.88278925	0.8738909	0.7574268	0.7552098	0.88376975	0.60860205	0.54554856	0.74309856	0.43540347	0.7973254	0.9169217	0.90693784	0.6571692	0.799028	0.9237069	0.98236525	0.9196238	0.760021	0.85185605	0.9858382	0.7687318	0.7890046	0.9034799	0.67303073	0.7149798	0.6587503	0.69046277	0.8940704	0.73713815	0.6283121	0.76281166	0.9651804	0.6478592	0.0	0.84971637	0.55097693	0.658316	0.44653255	0.485031	0.6974527	0.93485636	0.9916482	0.9411954	0.6956402	0.9314034	0.6530883	0.52520794	0.7819723	0.8100134	0.74708116	0.8700051	0.915298	0.8611262	0.857589	0.92704296	0.99702704	0.9118079	0.5633032	0.5946269	0.8455561	0.98187387	0.93593127	0.54791355	0.47141176	0.9857174	0.5530505	0.61161	0.49282384	0.90728676	0.87725496	0.8840321	0.9966593	0.8099348	0.46778727	0.90728134	0.6644844	0.8903419	0.77936774	0.85961753	0.8521587	0.83456975	0.606668	0.96753913	0.9924678	0.9149964	0.9870624	0.92910963	0.99112236	0.64224356	0.7697424	0.8284945	0.94403255	0.48469388	0.5594939	0.780416	0.5545463	0.77786213	0.74437964	0.86094385	0.84923273	0.90915984	0.8792185	0.77483785	0.86770976	0.8388659	0.7915069
klimaat/noun	0.90164346	0.5770227	0.8643403	0.6920693	0.92735267	0.3418141	0.91910636	0.7849467	0.84186983	0.61497414	0.76650053	0.9162055	0.81241786	0.8776607	0.8730687	0.8954915	0.88077074	0.7571535	0.48866653	0.77174574	0.94933844	0.66486675	0.47638363	0.54790854	0.60304856	0.7826482	0.8252497	0.8968801	0.891602	0.8340775	0.93830276	0.9004669	0.97427887	0.7907393	0.56999195	0.66131264	0.8267756	0.81122726	0.84971637	0.0	0.91023636	0.89053756	0.8925039	0.82300025	0.9302248	0.75541353	0.82497185	0.87250185	0.49712306	0.8919284	0.7987881	0.88032365	0.9350921	0.4740225	0.3809436	0.70074224	0.9182283	0.94074935	0.8187655	0.8875166	0.9828768	0.91707635	0.7918856	0.8969612	0.5633989	0.91179717	0.8078245	0.8485433	0.8763029	0.89187765	0.8473711	0.85371745	0.9258237	0.8400233	0.87246096	0.7266581	0.9855544	0.7890628	0.88025385	0.9148363	0.76011956	0.92407316	0.8395323	0.5006721	0.89339024	0.63837993	0.87927675	0.9839714	0.8469901	0.7356007	0.5575113	0.71868587	0.9131991	0.9112029	0.80162835	0.8147678	0.89800996	0.85641783	0.5537077	0.6066886	0.7062266	0.32124186	0.4978621	0.73413646	0.9321498	0.71961415	0.8578038	0.42676413	0.6039444	0.55374056	0.5250199
koekepan/noun	0.34984428	0.96059734	0.9398505	0.96027166	0.6677606	0.86331826	0.8752763	0.72189295	0.5496038	0.86453426	0.6293626	0.31041938	0.61934793	0.5839925	0.6211161	0.7545556	0.8898717	0.81089056	0.84355307	0.97797006	0.9878819	0.9822194	0.79673827	0.8465756	0.9809769	0.6024835	0.9183345	0.7174441	0.64694816	0.6284714	0.38939923	0.693588	0.7710386	0.7050498	0.87422395	0.8079844	0.9662632	0.59178704	0.55097693	0.91023636	0.0	0.68866676	0.445962	0.43285924	0.7631089	0.9672498	0.9856376	0.9670348	0.7872795	0.99024576	0.50043166	0.43454093	0.5175482	0.7969519	0.8273417	0.8396133	0.86721796	0.7291372	0.799446	0.9809318	0.8531333	0.94415724	0.3728456	0.35807192	0.93144304	0.99999833	0.9089862	0.41503215	0.28100383	0.975687	0.41358632	0.49354005	0.3223393	0.743364	0.8288091	0.79865557	1.0	0.6306664	0.48117608	0.8540584	0.7735186	0.87053376	0.659258	0.82224834	0.6139736	0.8347033	0.6438024	0.9896136	1.0	0.97046536	0.9876021	0.9587682	1.0	0.3179869	0.9307813	0.76087	0.82110184	0.39613515	0.6283008	0.8352208	0.47703505	0.8800123	0.6734834	0.9180772	0.70022327	0.9529833	0.97451395	0.88582724	0.9268966	0.8436219	0.84898394
koffie/noun	0.45245665	0.8982723	0.8807893	0.92667866	0.7815932	0.8399348	0.80631566	0.4327973	0.7001426	0.82896864	0.46243203	0.5385951	0.7912043	0.53231966	0.6729209	0.8051835	0.7703048	0.37413174	0.6299298	0.86532056	0.9767208	0.9807393	0.8669397	0.8624437	0.951911	0.8044088	0.8817037	0.77098346	0.24640954	0.6310456	0.76842237	0.69603837	0.8926296	0.49448657	0.9353193	0.8829913	0.92883974	0.6322274	0.658316	0.89053756	0.68866676	0.0	0.43288738	0.6463349	0.2368983	0.8875294	0.93339854	0.85764474	0.6490984	0.93512696	0.8646369	0.24733001	0.7018866	0.61425126	0.7978504	0.79462624	0.43765163	0.6953323	0.8390324	0.9735479	0.8601213	0.892535	0.61060834	0.54939616	0.96803975	0.95103574	0.818622	0.563009	0.46964723	0.9201356	0.31655496	0.4478194	0.5326208	0.788904	0.92361104	0.89599264	0.9939501	0.7800376	0.26359272	0.8308868	0.6365082	0.72926855	0.730687	0.809553	0.8359137	0.8006556	0.10078287	0.84235764	0.98441374	0.87130994	0.95672756	0.8950588	0.96003723	0.49191612	0.8788878	0.6167431	0.72443163	0.7115829	0.3840685	0.73971677	0.41554797	0.7714113	0.7889795	0.8076917	0.7351172	0.9791779	0.8434442	0.83795846	0.78673595	0.8592869	0.62920535
kom/noun	0.18403041	0.9398031	0.9528054	0.96013796	0.8504237	0.92538035	0.87734914	0.67881316	0.4118502	0.87244797	0.29891545	0.20256507	0.7299371	0.29668814	0.57588017	0.8257179	0.85793424	0.37777615	0.74881923	0.9237808	1.0	0.97045344	0.8074444	0.9310864	0.9608173	0.7599311	0.85783887	0.86248904	0.42224908	0.5607975	0.44514126	0.76961154	0.9962048	0.60031366	0.8307763	0.7986559	0.9694216	0.7039375	0.44653255	0.8925039	0.445962	0.43288738	0.0	0.39703584	0.47850168	0.9441354	0.9845912	0.93231034	0.7717031	0.92738414	0.5887252	0.2099325	0.61221063	0.7390605	0.753624	0.78985405	0.73050255	0.776211	0.9043292	0.9763037	0.9887923	0.9346377	0.3345195	0.18471348	0.91997194	0.9494619	0.883912	0.32094693	0.21318	0.9805321	0.24377841	0.36873287	0.17195398	0.88431585	0.9125767	0.9090962	1.0	0.79491585	0.22557646	0.84654486	0.6453768	0.7655628	0.5980798	0.822259	0.8479209	0.7821654	0.40497923	0.9537635	0.98994046	0.93962127	0.98883134	0.9503804	1.0	0.2939515	0.9118006	0.7535968	0.9496991	0.40014714	0.4110201	0.7453281	0.37975693	0.8226917	0.8268266	0.880027	0.60143447	0.95980793	0.8326531	0.92604595	0.8709666	0.8825734	0.7841422
kool/noun	0.2965058	0.9672778	0.9383165	0.89123774	0.45836467	0.63698626	0.7178834	0.65257657	0.59068644	0.7405687	0.42985803	0.3236497	0.4663341	0.4633659	0.54635656	0.8104704	0.7220502	0.70516264	0.76790506	0.86158276	0.979922	0.92671686	0.8122808	0.87521565	0.8515687	0.40039158	0.88027465	0.5566298	0.61079013	0.37067258	0.3634609	0.42709225	0.7525463	0.62855536	0.84753513	0.77132607	0.9399638	0.35475087	0.485031	0.82300025	0.43285924	0.6463349	0.39703584	0.0	0.76374906	0.933247	0.8126768	0.97922105	0.5924549	0.9928182	0.66224444	0.5033317	0.50442773	0.6805826	0.63634974	0.7839169	0.8871318	0.81646127	0.6622176	0.9817224	0.8306505	0.9376392	0.20318407	0.4206369	0.8736843	0.90422595	0.9078416	0.18939048	0.2731759	0.9763976	0.4716071	0.472322	0.37077188	0.6073325	0.7215581	0.82059705	0.9977575	0.68691105	0.39392108	0.9365944	0.7507986	0.8168771	0.40877712	0.7854379	0.5415561	0.7596514	0.60181457	0.9797979	0.9903153	0.9602291	0.8563849	0.90423787	0.942346	0.3585329	0.883904	0.81447756	0.67409956	0.25147593	0.5010333	0.7455385	0.38673782	0.7996437	0.705535	0.91328514	0.6314148	0.89992833	0.88577884	0.8755419	0.88400507	0.87999713	0.7057158
kop/noun	0.610131	0.9475499	0.8987656	0.935287	0.8093097	0.85588795	0.8656795	0.48644203	0.7398079	0.8527583	0.60531694	0.6489861	0.8128341	0.62896484	0.655909	0.7652329	0.8394419	0.4706704	0.68156445	0.89537215	0.9288682	0.96765906	0.87823004	0.8992628	0.96831477	0.7865579	0.85174525	0.8197949	0.40799278	0.658738	0.8206827	0.8251749	0.898204	0.63620883	0.8718966	0.87717485	0.90472096	0.68871176	0.6974527	0.9302248	0.7631089	0.2368983	0.47850168	0.76374906	0.0	0.9249675	0.9369446	0.82065624	0.710044	0.97962934	0.7825856	0.37968546	0.7796439	0.6411587	0.7955426	0.7496554	0.6295551	0.7641211	0.78660613	0.9782102	0.8070978	0.8947059	0.6778628	0.6753806	0.8828143	0.9318898	0.89387953	0.69781876	0.5690066	0.8480257	0.46790284	0.5834671	0.698979	0.78137046	0.9163943	0.9304467	0.9813649	0.7801992	0.37451488	0.84145725	0.6414307	0.75073564	0.80471385	0.8766368	0.8526437	0.7932926	0.2577746	0.8479767	0.9923849	0.86223686	0.98752004	0.90374887	0.9801391	0.60138905	0.883355	0.5902677	0.80588645	0.7689296	0.48654395	0.7686306	0.47732532	0.72354645	0.80339086	0.7672882	0.7634857	0.92318654	0.82707274	0.8676375	0.7817406	0.91601884	0.65162563
kus/noun	0.9587953	0.9131814	0.68117476	0.90846175	0.82594943	0.8242396	0.87462914	0.8747104	0.8900099	0.82583046	0.9196356	0.9426304	0.7760434	0.92174363	0.8278055	0.89248955	0.84422565	0.8521861	0.841211	0.82206506	0.995242	0.407184	0.85600644	0.91253346	0.95532614	0.87307626	0.89664066	0.8745644	0.76161253	0.8823776	0.94455194	0.895173	1.0	0.81097275	0.81179017	0.92938656	0.8025727	0.8268013	0.93485636	0.75541353	0.9672498	0.8875294	0.9441354	0.933247	0.9249675	0.0	0.81850237	0.94719994	0.7079015	0.9766514	0.9446867	0.8897865	0.9499266	0.8686161	0.8608537	0.96379393	0.8839795	0.9627006	0.80601096	0.9608548	0.9996303	0.967083	0.9509834	0.94220895	0.9216399	0.9432533	0.88948476	0.8878605	0.9289454	0.8563234	0.93232256	0.9260915	0.969235	0.9512991	0.95541555	0.9324486	0.8500006	0.84773934	0.9344533	0.86281884	0.87288237	0.97083473	0.89412755	0.8895663	0.9229814	0.867639	0.87040067	0.3561157	0.8549547	0.94996136	0.5223805	0.7911375	0.94326484	0.9490067	0.8316304	0.8099196	0.8335315	0.8984983	0.83933187	0.8506417	0.8241774	0.8623302	0.8371345	0.86966926	0.7660695	0.9628875	0.96771836	0.8851298	0.7957928	0.8824344	0.7715399
kwestie/noun	0.97011757	0.981407	0.66735953	0.9122834	0.8115662	0.7415345	0.65502644	0.9271216	0.8846608	0.89093935	0.9285352	0.9832659	0.75824475	0.9742527	0.7555881	0.923608	0.9195863	0.9919027	0.84875405	0.9194268	0.7366625	0.97509736	0.9636533	0.8863047	0.73486495	0.8101877	0.90999424	0.9588509	0.8931142	0.7534776	0.8682703	0.86654884	0.94354004	0.87970656	0.906072	0.84167504	0.8118123	0.7341931	0.9916482	0.82497185	0.9856376	0.93339854	0.9845912	0.8126768	0.9369446	0.81850237	0.0	0.99798	0.74358577	0.9847608	0.98915994	0.94233966	0.8696175	0.8148409	0.621574	0.933894	0.98319817	0.9566456	0.66571665	0.9557482	0.96769506	0.87705857	0.8030691	0.93916297	0.8813061	0.5284946	0.97730976	0.84645426	0.8793688	0.93396074	0.98152727	0.9637636	0.9839541	0.94225127	0.9292439	0.80888283	0.9370708	0.7376889	0.96786344	0.97457516	0.96732247	0.98441905	0.85575545	0.81617683	0.81054235	0.8919259	0.9915241	0.9401714	0.9805449	0.9539856	0.5955803	0.8015062	0.75602436	0.86954385	0.65092885	0.89792734	0.64646053	0.74551684	0.8572077	0.7744527	0.84318876	0.86893237	0.8491738	0.99219674	0.89182836	0.89177674	0.93954176	0.9060782	0.7835214	0.9517378	0.6858249
latin/noun	0.93367684	0.92466265	0.8619033	0.73197937	0.99404675	0.9234457	0.981638	0.63532424	0.9117301	0.9242039	0.9518501	0.897984	0.9851941	0.92562884	0.75218797	0.9804634	0.9367991	0.8940681	0.8795567	0.81708395	0.9960341	0.98743534	0.87130976	0.8459788	0.98366594	0.85336757	0.73778546	0.9735788	0.9592625	0.9248425	0.9547628	1.0	1.0	0.7133843	0.91957504	0.9742225	0.97729254	0.8457793	0.9411954	0.87250185	0.9670348	0.85764474	0.93231034	0.97922105	0.82065624	0.94719994	0.99798	0.0	0.9028187	0.9718062	0.9151621	0.9269156	1.0	0.9401804	0.94330984	0.9320001	0.79933435	0.5683055	0.75307894	0.9432915	0.9870557	0.908538	0.9375518	0.8769898	0.9538632	0.80047756	0.9113723	0.80360776	0.8512406	0.5964506	0.9476422	0.9592641	0.8967078	0.665713	0.9848482	0.9297198	0.99971676	0.8096362	0.8107229	0.9650707	0.88492626	0.49038327	0.9502999	0.94889647	0.9665011	0.8647419	0.92656124	0.98916113	0.9137215	0.7861204	0.94400924	0.88558406	0.9995415	0.936039	0.94258	0.9509149	1.0	0.98937786	0.93788815	0.891223	0.8308763	0.68382835	0.91418654	0.93686414	0.9242136	0.99403524	0.8939312	0.7829218	0.8394276	0.8759167	0.81860715
lucht/noun	0.6985378	0.7389587	0.6331403	0.82770216	0.48453802	0.38367826	0.76519734	0.56912935	0.66442466	0.5032146	0.67767966	0.67710626	0.49102426	0.73349965	0.6583253	0.7026155	0.54192024	0.76962245	0.57110214	0.69396996	0.9763681	0.79801726	0.5769864	0.6415044	0.7579016	0.44551873	0.77579474	0.6300751	0.5424445	0.45917237	0.7919921	0.5270672	0.8924451	0.5795437	0.7282512	0.66546106	0.70979226	0.55645955	0.6956402	0.49712306	0.7872795	0.6490984	0.7717031	0.5924549	0.710044	0.7079015	0.74358577	0.9028187	0.0	0.9360291	0.63135386	0.67177105	0.77941537	0.38822186	0.5634347	0.78700054	0.7355481	0.78263295	0.66319597	0.96590436	0.952272	0.84871817	0.5120256	0.77964294	0.7117662	0.9173434	0.8138505	0.64234567	0.6378697	0.87486655	0.6454518	0.67861587	0.78299063	0.7759813	0.7262776	0.7358729	0.99260896	0.6402122	0.6709173	0.7739065	0.7542678	0.78237766	0.5972902	0.5198121	0.7435709	0.57897437	0.6547186	0.802122	0.95211154	0.785704	0.7435765	0.8189947	0.85347927	0.7135357	0.56664616	0.62865245	0.74482423	0.6221713	0.36206663	0.55821407	0.34074843	0.37809038	0.34906793	0.7066353	0.8027288	0.7337905	0.87400687	0.559346	0.5599511	0.7079097	0.34988743
marathon/noun	0.91948766	0.8415024	0.9862522	0.9117837	0.9865789	0.95060766	0.99935496	0.94866276	0.951372	0.9774551	0.89988023	0.9533805	0.9481746	0.9802181	0.96526194	0.9910692	0.95023566	0.91343087	0.76725066	0.92262673	0.9150591	0.9355573	0.9148905	0.95036143	0.9916453	0.97217476	0.9555487	0.98942196	0.9511185	0.9641306	0.9912727	0.9985393	0.9521088	0.9335109	0.77474713	0.8893341	0.94153506	0.96122605	0.9314034	0.8919284	0.99024576	0.93512696	0.92738414	0.9928182	0.97962934	0.9766514	0.9847608	0.9718062	0.9360291	0.0	0.9522452	0.93935734	0.96986234	0.93345904	0.8777468	0.9475045	0.928415	0.98812383	0.9808881	0.9873046	0.9908036	0.90810376	0.9460864	0.91934633	0.93838245	0.9991386	0.9132424	0.9474434	0.9305951	0.90806574	0.8680329	0.92295915	0.9421252	0.9553604	0.997354	0.95498353	0.9939788	0.9824542	0.91666895	0.95910275	0.9559981	0.9989745	0.95405495	0.88138527	0.98725265	0.9551275	0.94955486	0.986191	0.9784972	0.84975904	1.0	0.8655756	0.61388326	0.96192014	0.9291955	0.9770696	0.999534	0.9684627	0.8786842	0.9268849	0.9378611	0.88595825	0.9505669	0.8385556	0.96909493	0.9495142	0.9354193	0.81363285	0.90462536	0.7822046	0.89980173
matig/adj	0.58855224	0.84809494	0.9224147	0.8500187	0.75085086	0.7685503	0.8843262	0.867326	0.6350173	0.72107404	0.8322549	0.49730676	0.7064907	0.80333894	0.88097596	0.8493211	0.9138384	0.8633198	0.81028235	0.8583698	0.9986202	0.90439594	0.60099924	0.7369275	0.9092886	0.71984375	0.87040997	0.8602452	0.83283985	0.6697222	0.62525266	0.90811276	0.9004335	0.8037348	0.7224267	0.7695692	0.95672476	0.7185919	0.6530883	0.7987881	0.50043166	0.8646369	0.5887252	0.66224444	0.7825856	0.9446867	0.98915994	0.9151621	0.63135386	0.9522452	0.0	0.6566372	0.71310973	0.6637107	0.8261305	0.8695613	0.9020023	0.8043078	0.78905624	0.9428701	0.9990407	0.84327465	0.47383976	0.4811238	0.80271846	0.9652995	0.9076085	0.55944157	0.5245126	0.92797804	0.7089876	0.7190754	0.6375195	0.8699874	0.76064634	0.6668898	0.967595	0.631497	0.7191552	0.9199984	0.7275609	0.83592755	0.7905058	0.668326	0.78275424	0.8101621	0.8240688	0.9807234	0.9209366	0.8701658	0.98439324	0.83270204	0.9769159	0.5797616	0.80864286	0.8438773	0.95423263	0.42203826	0.6056249	0.6752749	0.5739281	0.5272666	0.54471934	0.7527883	0.67542887	0.8901379	0.9249664	0.78475595	0.86154515	0.7250967	0.6793469
melk/noun	0.24123609	0.90957534	0.88947296	0.94787425	0.8004622	0.88390243	0.892817	0.5599625	0.41185594	0.7935198	0.41393983	0.23044074	0.7663893	0.3127035	0.5847733	0.7442685	0.7564983	0.40024203	0.66048336	0.86943364	0.99076414	0.9734523	0.84629786	0.89271426	0.9723829	0.7829492	0.8839337	0.833745	0.27258033	0.60921717	0.5878055	0.7182371	0.97580415	0.50185907	0.90612394	0.833547	0.9181117	0.67685187	0.52520794	0.88032365	0.43454093	0.24733001	0.2099325	0.5033317	0.37968546	0.8897865	0.94233966	0.9269156	0.67177105	0.93935734	0.6566372	0.0	0.58184767	0.7584561	0.7960679	0.76970667	0.5099643	0.71314394	0.88188314	0.98077685	0.98252904	0.87441885	0.35906005	0.23969209	0.9582175	0.91975754	0.821183	0.40413213	0.29349256	0.9723345	0.19178885	0.35814542	0.26025915	0.912729	0.91619444	0.9054718	1.0	0.7596221	0.21675038	0.685485	0.6246748	0.8206692	0.68655324	0.83324826	0.81937146	0.68968606	0.2330764	0.847886	0.9928393	0.9335781	0.9637046	0.95022225	0.94453067	0.30673856	0.8893675	0.60608476	0.84374285	0.56282216	0.40904176	0.71264565	0.29876179	0.81351125	0.8452935	0.8199484	0.6483244	0.9571059	0.91343117	0.8698446	0.7961564	0.8647635	0.7330513
mes/noun	0.47924334	0.9611056	0.9613233	0.9732665	0.66702664	0.8285594	0.7517204	0.7061322	0.74157166	0.7989965	0.6005253	0.53884244	0.59927577	0.71068716	0.66592604	0.86328024	0.8060863	0.87354696	0.93962383	0.9574774	0.95534027	0.96912354	0.9020326	0.9275779	0.9703517	0.6890136	0.94356656	0.7612016	0.5707537	0.4542843	0.5605526	0.65050447	0.8210472	0.70910597	0.9547234	0.7874881	0.9404795	0.65208304	0.7819723	0.9350921	0.5175482	0.7018866	0.61221063	0.50442773	0.7796439	0.9499266	0.8696175	1.0	0.77941537	0.96986234	0.71310973	0.58184767	0.0	0.8808166	0.9037133	0.9129896	0.7211206	0.7895925	0.8441333	0.98727936	0.84333014	0.9745537	0.48917133	0.56670976	0.8674658	0.8579829	0.9631864	0.45096165	0.4119588	0.9717835	0.5465156	0.6420262	0.64244735	0.7329047	0.9253861	0.9498099	1.0	0.6744752	0.6662327	0.8210505	0.84703684	0.8943742	0.50707597	0.87968326	0.5441484	0.88639116	0.71767294	0.9298827	1.0	0.96421444	0.85529304	0.98789513	0.9382037	0.5151793	0.8926319	0.86932606	0.5860528	0.53054476	0.6935973	0.90991914	0.5286107	0.9398538	0.91369694	0.9292216	0.6502173	0.93824583	0.97630805	0.91926306	0.92673904	0.91651374	0.8261715
middag/noun	0.75021863	0.7419798	0.72181356	0.7570245	0.7733831	0.44628948	0.77577865	0.7269075	0.79152215	0.55386543	0.61167556	0.69876087	0.6286007	0.82321966	0.7788514	0.9216253	0.8862272	0.645456	0.48105562	0.7812011	0.94952136	0.93908507	0.5942271	0.5957936	0.68824506	0.7803313	0.87015736	0.8138905	0.6904533	0.59353995	0.76782095	0.8443055	0.8323697	0.59561694	0.7684189	0.77300715	0.8767867	0.66465724	0.8100134	0.4740225	0.7969519	0.61425126	0.7390605	0.6805826	0.6411587	0.8686161	0.8148409	0.9401804	0.38822186	0.93345904	0.6637107	0.7584561	0.8808166	0.0	0.40977812	0.7414172	0.85292554	0.8328953	0.8097703	0.9391032	0.89647377	0.8575388	0.6790312	0.77192926	0.7200587	0.94321567	0.84932005	0.6716307	0.70281935	0.8631602	0.7099122	0.68779856	0.7476046	0.6808082	0.86271036	0.7149007	0.88353467	0.6624373	0.6959351	0.8657351	0.6639662	0.8092791	0.7109357	0.52942955	0.8185469	0.59906626	0.6713551	0.8970045	0.92026055	0.6900783	0.7839455	0.85778815	0.9016213	0.7717318	0.6106341	0.70550644	0.7503232	0.69978964	0.43184394	0.59619004	0.54129875	0.38654053	0.36266094	0.6382049	0.77579737	0.772287	0.8029952	0.56736743	0.6208372	0.6403105	0.37912732
middaguur/noun	0.8361478	0.85862833	0.88228226	0.70412266	0.86230814	0.45220757	0.77243364	0.7757601	0.8067159	0.73426425	0.65893984	0.8419132	0.72560525	0.75650704	0.81020695	0.8876611	0.8786321	0.69730663	0.46598452	0.8577795	0.90162647	0.93866813	0.75965536	0.66402227	0.5640877	0.8188248	0.89814055	0.8658536	0.8422702	0.77587306	0.83505154	0.8636645	0.9336622	0.8015144	0.84213465	0.72018814	0.8965163	0.649915	0.74708116	0.3809436	0.8273417	0.7978504	0.753624	0.63634974	0.7955426	0.8608537	0.621574	0.94330984	0.5634347	0.8777468	0.8261305	0.7960679	0.9037133	0.40977812	0.0	0.73003924	0.92701244	0.9097278	0.7061771	0.95380425	0.9840839	0.92830443	0.64772415	0.8075317	0.7866259	0.83902925	0.9409523	0.7732768	0.72986627	0.97014225	0.75519276	0.7547798	0.81825477	0.870524	0.8010086	0.86161494	0.98208165	0.71765774	0.7762983	0.94812626	0.6839244	0.8302024	0.80718845	0.47495723	0.84598935	0.6577288	0.77491844	0.9816686	0.97955334	0.76780057	0.63586664	0.89244443	0.79327446	0.736102	0.70616484	0.8430106	0.7412565	0.6947744	0.6010684	0.749081	0.6173961	0.5108726	0.5087449	0.7439996	0.9375848	0.8047859	0.82082903	0.57307124	0.61818933	0.71747667	0.5780152
min/adj	0.7907349	0.8336056	0.8166642	0.8843074	0.9304319	0.6717235	0.9393978	0.88968587	0.7926284	0.7333925	0.819264	0.8164834	0.8720494	0.8143909	0.8026489	0.7323432	0.95023227	0.79772884	0.6585766	0.77949506	0.87399215	0.8673444	0.7462101	0.6690107	0.8352486	0.81768847	0.8014111	0.90375507	0.8846899	0.7887287	0.9324758	0.8784301	0.8740875	0.83778286	0.90926087	0.80139464	0.885567	0.792452	0.8700051	0.70074224	0.8396133	0.79462624	0.78985405	0.7839169	0.7496554	0.96379393	0.933894	0.9320001	0.78700054	0.9475045	0.8695613	0.76970667	0.9129896	0.7414172	0.73003924	0.0	0.88010526	0.80856156	0.8401786	0.8591196	0.7354294	0.61814356	0.75855935	0.8212344	0.83171624	0.810669	0.8660457	0.8806161	0.79656625	0.76448095	0.7873816	0.6964835	0.76375395	0.86065465	0.8401967	0.8136509	0.9837422	0.9372927	0.7110966	0.9628651	0.80895066	0.79065377	0.8508219	0.82686996	0.9757103	0.5900413	0.80617136	0.9486174	0.94338864	0.86350924	0.9055361	0.86371106	0.9357493	0.6834991	0.9541242	0.83997864	0.97054404	0.82930446	0.65785444	0.51565665	0.80001837	0.69566447	0.7716111	0.90032774	0.8009825	0.82279974	0.7349241	0.86913955	0.895063	0.8018258	0.8136299
mineraalwater/noun	0.7052386	0.949489	0.9129844	0.8667693	0.9607917	0.91419286	0.8893154	0.59703004	0.8451475	0.9760953	0.7280957	0.70098615	0.8656023	0.8344865	0.84444845	0.6214282	0.7557768	0.52830684	0.72571325	0.9278111	0.9714693	0.97468245	0.88548076	0.80847967	0.98607415	0.84906685	0.942211	0.82172114	0.38106298	0.75921977	0.95714664	0.69821626	0.9985013	0.758656	0.9414224	0.8412796	0.9661106	0.730201	0.915298	0.9182283	0.86721796	0.43765163	0.73050255	0.8871318	0.6295551	0.8839795	0.98319817	0.79933435	0.7355481	0.928415	0.9020023	0.5099643	0.7211206	0.85292554	0.92701244	0.88010526	0.0	0.7102181	0.9081595	0.9653934	0.961529	0.9181429	0.7374877	0.70160043	0.98219955	0.9041065	0.8961074	0.8344434	0.76493216	0.9679274	0.5749942	0.74537003	0.7480468	0.90576947	0.96477765	0.93732274	0.9919392	0.82294905	0.7138903	0.7867911	0.8205589	0.7701938	0.7901558	0.82514673	0.9308626	0.83216107	0.43546647	0.88759285	0.9382654	0.95665914	0.9605832	0.89988685	0.9908098	0.7923085	0.90289515	0.7292455	0.8226651	0.8601639	0.6641582	0.9362488	0.49460232	0.8986016	0.8743988	0.8249179	0.8416231	0.9788636	0.9327615	0.8682499	0.8564067	0.9081798	0.8170384
