	aardappel/noun	abnormaal/adj	adem/noun	album/noun	as/noun	atmosfeer/noun	auto/noun	bad/noun	beetje/noun	behoorlijk/adj	bord/noun	boter/noun	brandend/adj	brij/noun	brok/noun	bron/noun	buis/noun	chocolademelk/noun	dag/noun	die/det	dossier/noun	drift/noun	drukkend/adj	erg/adj	fusie_ploeg/noun	gas/noun	genoeg/adv	gesteente/noun	glas/noun	gloeiend/adj	grill/noun	grond/noun	hang_ijzer/noun	hap/noun	herfst/noun	het/det	hoe/adj	kachel/noun	kastanje/noun	klimaat/noun	koekepan/noun	koffie/noun	kom/noun	kool/noun	kop/noun	kus/noun	kwestie/noun	latin/noun	lucht/noun	marathon/noun	matig/adj	melk/noun	mes/noun	middag/noun	middaguur/noun	min/adj	mineraalwater/noun	mix/noun	motor/noun	niet/adv	nieuw_feit/noun	nog/adv	olie/noun	olijfolie/noun	omstandigheid/noun	onderwerp/noun	ontzettend/adj	oven/noun	pan/noun	passage/noun	pasta/noun	patat/noun	peper/noun	plaat/noun	rem/noun	sector/noun	slotminuut/noun	smelt/adj	soep/noun	spotje/noun	stand_DIM/noun	stoom/adj	stoom/noun	strand/noun	strijkijzer/noun	te/adv	thee/noun	traan/noun	trend/noun	vakantie/noun	verlangen/noun	verschrikkelijk/adj	verslag/noun	vet/noun	vlam/adj	vlek/noun	voorwerp/noun	vuur/noun	warm/adj	wat/adv	water/noun	weer/noun	wind/noun	woensdag_middag/noun	ze/pron	zo/adj	zo/adv	zomer/noun	zomer_dag/noun	zomermaand/noun	zon/noun
warm/adj	0.4368704	0.675197	0.74475616	0.74829996	0.6892157	0.5216395	0.83355314	0.5223003	0.51388824	0.57170665	0.448725	0.48636192	0.52793705	0.5082898	0.6650572	0.7886298	0.6133215	0.4944169	0.53618455	0.6140504	0.96799153	0.8408845	0.596449	0.6702869	0.72534263	0.63131857	0.71972996	0.7777854	0.35459405	0.48825175	0.64060044	0.63858306	0.8759319	0.52654624	0.6189567	0.6147866	0.71495295	0.5664327	0.5594939	0.5537077	0.6283008	0.3840685	0.4110201	0.5010333	0.48654395	0.83933187	0.8572077	0.93788815	0.36206663	0.8786842	0.6056249	0.40904176	0.6935973	0.43184394	0.6010684	0.65785444	0.6641582	0.7074802	0.8028844	0.8455681	0.91113645	0.7780553	0.4723451	0.54296565	0.6619278	0.89767224	0.78161865	0.4781499	0.42150712	0.90310884	0.4101057	0.49231613	0.49502063	0.6858779	0.830838	0.7797051	0.95444614	0.65717816	0.35394	0.7490588	0.65245414	0.621988	0.56256694	0.4613135	0.75336957	0.61247325	0.34583408	0.8393838	0.9118663	0.67319924	0.83282363	0.7494119	0.7915509	0.53176904	0.7435491	0.66053903	0.7861448	0.50498766	0.0	0.5148672	0.32942563	0.39475602	0.49952078	0.7190386	0.6142658	0.6795969	0.7607599	0.57523847	0.6154691	0.6748783	0.33823812
wat/adv	0.74547285	0.81845284	0.75234497	0.88853484	0.7953044	0.58524084	0.90844154	0.7933774	0.5232245	0.53983545	0.7667166	0.76575506	0.6986012	0.7407434	0.8089011	0.8638741	0.8092836	0.7905321	0.6070142	0.7603792	0.8859126	0.8468484	0.5610793	0.6461173	0.78632677	0.7181649	0.7676187	0.9246599	0.7631831	0.71066713	0.80022806	0.8710392	0.94739825	0.6407	0.72591555	0.82493836	0.8296851	0.76519907	0.780416	0.6066886	0.8352208	0.73971677	0.7453281	0.7455385	0.7686306	0.8506417	0.7744527	0.891223	0.55821407	0.9268849	0.6752749	0.71264565	0.90991914	0.59619004	0.749081	0.51565665	0.9362488	0.7863602	0.7784629	0.81746745	0.9272759	0.75936127	0.70972115	0.74423456	0.76609874	0.8551754	0.82907337	0.71548307	0.71123135	0.727497	0.7114328	0.6992725	0.73343045	0.85125566	0.7554767	0.7685474	0.88832337	0.7088394	0.63857555	0.8989265	0.7374491	0.8633779	0.7556784	0.7075839	0.8740248	0.5476444	0.7281728	0.9288577	0.9458568	0.7895721	0.8443874	0.7114786	0.9238858	0.69889724	0.8088424	0.7760014	0.93395853	0.7321758	0.5148672	0.0	0.65525067	0.5037799	0.5816512	0.7433343	0.7995465	0.88121367	0.76710665	0.75953	0.80854744	0.75937843	0.60487646
water/noun	0.35767764	0.8685846	0.83145624	0.91298425	0.52669406	0.56885946	0.77352655	0.36196685	0.43217856	0.65654725	0.44817364	0.34795654	0.47351474	0.500191	0.4987967	0.6360436	0.55700386	0.43520725	0.59622765	0.8442818	0.9311806	0.9006534	0.6820277	0.79365623	0.9228583	0.40661848	0.7890979	0.589491	0.33737636	0.35517913	0.54127574	0.48331267	0.84394246	0.5107466	0.7995497	0.68126976	0.84402335	0.41292757	0.5545463	0.7062266	0.47703505	0.41554797	0.37975693	0.38673782	0.47732532	0.8241774	0.84318876	0.8308763	0.34074843	0.9378611	0.5739281	0.29876179	0.5286107	0.54129875	0.6173961	0.80001837	0.49460232	0.65405184	0.66648185	0.96223444	0.87470144	0.90711105	0.23197371	0.4029162	0.81284666	0.9208559	0.8319887	0.33955282	0.3149644	0.85764927	0.33453935	0.50277436	0.42411482	0.70286095	0.74914646	0.80218077	0.9999895	0.6305813	0.3583448	0.6639365	0.69938904	0.693986	0.4196446	0.6292238	0.6213019	0.62286043	0.38812536	0.8279727	0.99410045	0.82485527	0.88744366	0.85192806	0.9223998	0.4225858	0.6683684	0.5521672	0.7278944	0.42390692	0.32942563	0.65525067	0.0	0.5914774	0.5349338	0.77161497	0.6614786	0.8627777	0.87968457	0.7071601	0.63104784	0.73627996	0.4809581
weer/noun	0.85773385	0.6169442	0.7719434	0.70788574	0.8452281	0.42377567	0.894582	0.668055	0.72443163	0.50632167	0.7635887	0.80206823	0.7121674	0.82416373	0.87846404	0.8825256	0.8432539	0.7817607	0.40804237	0.72720486	0.95904404	0.810745	0.42022014	0.5318469	0.63382876	0.75746703	0.76084524	0.8628169	0.8312268	0.7638824	0.95044637	0.8504134	0.91509575	0.67866385	0.5719426	0.6668749	0.7896307	0.77552164	0.77786213	0.32124186	0.8800123	0.7714113	0.8226917	0.7996437	0.72354645	0.8623302	0.86893237	0.68382835	0.37809038	0.88595825	0.5272666	0.81351125	0.9398538	0.38654053	0.5108726	0.69566447	0.8986016	0.71946186	0.7541362	0.8818779	0.97923416	0.762382	0.73565686	0.8385602	0.528683	0.9105552	0.8014473	0.76785517	0.7984383	0.793088	0.81734455	0.799603	0.8952868	0.7815317	0.84563005	0.74103904	0.8886781	0.6392052	0.7412693	0.90621823	0.7217035	0.7743838	0.8701932	0.39151835	0.9317946	0.55291605	0.77287644	0.9642612	0.92292446	0.5496514	0.8163514	0.6519165	0.86282575	0.84955406	0.6204752	0.8076578	0.9028084	0.7559816	0.39475602	0.5037799	0.5914774	0.0	0.34176165	0.67972356	0.804263	0.6615062	0.7707089	0.35045677	0.58009124	0.48526812	0.32131553
wind/noun	0.8348232	0.7640302	0.7721018	0.77639645	0.65421426	0.3943445	0.8145276	0.76909053	0.7133132	0.5853511	0.80529356	0.74517894	0.6126816	0.8159965	0.80171335	0.7605022	0.78850687	0.7196324	0.57034695	0.75330806	0.96707	0.79912287	0.55000097	0.542522	0.716542	0.6383779	0.8609955	0.6185231	0.7658678	0.6453842	0.8371899	0.73170865	0.8202847	0.74797714	0.6288271	0.65398026	0.8472075	0.6725384	0.74437964	0.4978621	0.6734834	0.7889795	0.8268266	0.705535	0.80339086	0.8371345	0.8491738	0.91418654	0.34906793	0.9505669	0.54471934	0.8452935	0.91369694	0.36266094	0.5087449	0.7716111	0.8743988	0.7951447	0.69958717	0.93790126	0.8772515	0.8233677	0.64788103	0.8037543	0.6559553	0.951652	0.8885158	0.73812586	0.76482487	0.8778755	0.82632506	0.8379619	0.8508837	0.76126707	0.6833131	0.6971419	0.9569745	0.5055533	0.7866882	0.91294837	0.7573593	0.79433614	0.710276	0.49871236	0.8026197	0.65063596	0.7684282	0.9479784	0.96261346	0.7783961	0.83202136	0.74116135	0.94085383	0.7885317	0.54888165	0.69816643	0.83580476	0.6163388	0.49952078	0.5816512	0.5349338	0.34176165	0.0	0.6498976	0.8827897	0.77406955	0.88738304	0.52041197	0.6820549	0.61701185	0.37187046
woensdag_middag/noun	0.9003423	0.69254464	0.8993693	0.8818658	0.8254465	0.7606997	0.7897332	0.853582	0.8404096	0.8899591	0.8655046	0.8873587	0.6994753	0.8957284	0.92997897	0.9158711	0.87170464	0.7263413	0.5528723	0.8631017	0.95697826	0.95833427	0.7009429	0.9126302	0.8764273	0.8490057	0.9263003	0.8466029	0.8126041	0.76926506	0.86275494	0.96116495	0.92317915	0.7585422	0.750211	0.755222	0.94896775	0.8128466	0.86094385	0.73413646	0.9180772	0.8076917	0.880027	0.91328514	0.7672882	0.86966926	0.99219674	0.93686414	0.7066353	0.8385556	0.7527883	0.8199484	0.9292216	0.6382049	0.7439996	0.90032774	0.8249179	0.9479689	0.7309828	0.9899728	0.98398215	0.866697	0.8953209	0.91052073	0.9465911	0.99134207	0.9051713	0.8899927	0.87680167	0.9503193	0.83891636	0.8167206	0.9377122	0.9525087	0.831097	0.922145	1.0	0.7701951	0.8047769	0.9449736	0.6729311	0.83631235	0.8659074	0.55796206	0.9138076	0.85641026	0.7322705	0.9674255	0.98646796	0.41959637	0.9922691	0.8959822	0.9284585	0.93060505	0.77858573	0.79822224	0.8602567	0.85734534	0.7190386	0.7433343	0.77161497	0.67972356	0.6498976	0.0	0.87753975	0.9952867	0.9703525	0.5858108	0.69787216	0.589349	0.6248121
ze/pron	0.5987952	0.8151499	0.81201833	0.9179704	0.8514722	0.8744864	0.80288434	0.7721308	0.6812439	0.86763597	0.69312584	0.5275312	0.7211344	0.83052206	0.8337028	0.92699903	0.86726624	0.80600923	0.783089	0.6899525	0.9712116	0.8615587	0.89898115	0.6256119	0.9352172	0.8780089	0.7154887	0.86956507	0.68198466	0.6019545	0.63151205	0.8540516	0.8247818	0.72513634	0.91800356	0.8386134	0.6985755	0.7555696	0.84923273	0.9321498	0.70022327	0.7351172	0.60143447	0.6314148	0.7634857	0.7660695	0.89182836	0.9242136	0.8027288	0.96909493	0.67542887	0.6483244	0.6502173	0.77579737	0.9375848	0.8009825	0.8416231	0.8854362	0.8976246	0.59753597	0.88340825	0.6855803	0.60037774	0.5193876	0.7925759	0.85468817	0.58416355	0.51338595	0.54053533	0.846268	0.68898755	0.6971947	0.62754345	0.7475196	0.94791406	0.94594467	0.8671038	0.87199914	0.68291044	0.83759564	0.7648619	0.83141154	0.6548053	0.9024083	0.7642766	0.72689235	0.7232939	0.7281786	0.98923314	0.84373003	0.87842953	0.63463724	0.97161293	0.5906116	0.9122066	0.75388724	0.7993536	0.65040433	0.6142658	0.7995465	0.6614786	0.804263	0.8827897	0.87753975	0.0	0.58043015	0.61495584	0.8789471	0.8127784	0.82166207	0.8369817
zo/adj	0.947847	0.72700614	0.9591967	0.85008335	0.91540354	0.7198251	0.9731242	0.9082922	0.9218683	0.81349385	0.9225545	0.9348261	0.87656593	0.9740956	0.9074068	0.8916511	0.86788875	0.9704304	0.7629079	0.5705575	0.92943263	0.8372358	0.8337922	0.5436301	0.7616403	0.902766	0.60251725	0.9545285	0.93897265	0.8531133	0.9806764	0.9111766	0.8158725	0.9299634	0.8632092	0.7606163	0.38241124	0.93188167	0.90915984	0.71961415	0.9529833	0.9791779	0.95980793	0.89992833	0.92318654	0.9628875	0.89177674	0.99403524	0.7337905	0.9495142	0.8901379	0.9571059	0.93824583	0.772287	0.8047859	0.82279974	0.9788636	0.914203	0.97877806	0.6343327	0.87430525	0.80492705	0.8905537	0.9591835	0.4263258	0.8174784	0.51471657	0.93744177	0.95239973	0.8657686	0.95185477	0.9319679	0.96564496	0.88167554	0.98129314	0.88113594	0.9660614	0.9649392	0.9628041	0.8944356	0.9524716	0.9895267	0.94029033	0.78754795	0.9736997	0.8096931	0.9425717	0.9041498	0.9639589	0.93159175	0.76016635	0.5972026	0.81514895	0.9717501	0.93899804	0.81143755	0.95670974	0.8994242	0.6795969	0.88121367	0.8627777	0.6615062	0.77406955	0.9952867	0.58043015	0.0	0.29874498	0.80695724	0.8366143	0.888155	0.80636406
zo/adv	0.8929756	0.7219935	0.9715572	0.95627075	0.96073866	0.89521694	0.96100694	0.7917596	0.90106237	0.9295505	0.8148799	0.92934537	0.9522421	0.87319064	0.8532252	0.9457659	0.95741385	0.83776504	0.74763227	0.6770544	0.95005584	0.8866147	0.88607913	0.67593586	0.91574526	0.9333297	0.5950643	0.98515517	0.91029835	0.8761495	0.9440916	0.9600717	0.7983266	0.80298126	0.90589726	0.87891775	0.5522064	0.8259162	0.8792185	0.8578038	0.97451395	0.8434442	0.8326531	0.88577884	0.82707274	0.96771836	0.93954176	0.8939312	0.87400687	0.9354193	0.9249664	0.91343117	0.97630805	0.8029952	0.82082903	0.7349241	0.9327615	0.8679379	0.9125212	0.66676265	0.94705033	0.79016477	0.90249735	0.8823097	0.548175	0.8690431	0.56444293	0.88428026	0.85218877	0.8528179	0.85156935	0.7680079	0.8765267	0.8686885	0.9425092	0.8578346	0.93558615	0.9736847	0.85026735	0.96896213	0.7932341	0.87193316	0.9199792	0.9342097	0.98059815	0.85625136	0.8569686	0.9283237	0.97877645	0.90925634	0.8990107	0.6231131	0.94994366	0.83772796	0.9778275	0.8630229	0.9745336	0.90238047	0.7607599	0.76710665	0.87968457	0.7707089	0.88738304	0.9703525	0.61495584	0.29874498	0.0	0.8609603	0.9321231	0.8297037	0.9195955
zomer/noun	0.9076397	0.5836408	0.8921523	0.6217216	0.89843255	0.59690225	0.8974861	0.6554538	0.8136022	0.73809236	0.83804977	0.88243544	0.74282247	0.8983667	0.89483035	0.8665878	0.82246554	0.7823744	0.39503866	0.799475	0.9689757	0.81945014	0.65252995	0.6573486	0.77332234	0.89920247	0.7340513	0.9105921	0.83686525	0.85166013	0.92164457	0.90623933	0.91774875	0.7482027	0.45767593	0.708094	0.7828357	0.8039644	0.77483785	0.42676413	0.88582724	0.83795846	0.92604595	0.8755419	0.8676375	0.8851298	0.9060782	0.7829218	0.559346	0.81363285	0.78475595	0.8698446	0.91926306	0.56736743	0.57307124	0.86913955	0.8682499	0.7531264	0.81111276	0.9289668	0.9478688	0.8399538	0.8305171	0.90004516	0.75457007	0.95101666	0.86617935	0.82643294	0.87061894	0.90353656	0.8398146	0.85245216	0.9487133	0.7081598	0.9437662	0.77637196	0.97525567	0.72986436	0.8638042	0.84926784	0.76487076	0.8241414	0.9065838	0.42106748	0.87992126	0.7269623	0.81265944	0.9396046	0.80412054	0.40183067	0.89515793	0.8241553	0.82992274	0.9288364	0.5700296	0.85139716	0.8634105	0.89602005	0.57523847	0.75953	0.7071601	0.35045677	0.52041197	0.5858108	0.8789471	0.80695724	0.8609603	0.0	0.4530145	0.35427833	0.46669263
zomer_dag/noun	0.90485585	0.7628741	0.8250635	0.9247385	0.90233856	0.6903001	0.8488357	0.6625065	0.75165325	0.8515182	0.8819596	0.8955343	0.66116375	0.85916924	0.9090991	0.911538	0.6154447	0.6657597	0.54307663	0.8104123	0.94036335	0.9378955	0.65569675	0.70622754	0.95080835	0.84517074	0.6602327	0.88716376	0.7846173	0.8135977	0.8943126	0.7969779	0.99777657	0.77590036	0.7510936	0.7707838	0.5778607	0.63554764	0.86770976	0.6039444	0.9268966	0.78673595	0.8709666	0.88400507	0.7817406	0.7957928	0.7835214	0.8394276	0.5599511	0.90462536	0.86154515	0.7961564	0.92673904	0.6208372	0.61818933	0.895063	0.8564067	0.940541	0.7651194	0.87709975	0.99391556	0.8510008	0.84123236	0.89411926	0.88482815	0.87281084	0.80029833	0.8084773	0.8625142	0.90100634	0.81450266	0.81780094	0.9133652	0.8671764	0.9755479	0.86902136	0.9975858	0.6756977	0.8389422	0.732711	0.7364248	0.9250656	0.8148556	0.4133383	0.847763	0.74238133	0.71317846	0.88421065	0.9267135	0.61128104	0.8509948	0.7962109	0.6198051	0.9013274	0.70388794	0.7576422	0.7710392	0.8729311	0.6154691	0.80854744	0.63104784	0.58009124	0.6820549	0.69787216	0.8127784	0.8366143	0.9321231	0.4530145	0.0	0.5926331	0.4626364
zomermaand/noun	0.89333105	0.5162205	0.8759723	0.8110246	0.8815882	0.6473256	0.78358996	0.7763953	0.8014316	0.8332563	0.8183576	0.8690263	0.80840826	0.87201387	0.96325284	0.89813006	0.86401016	0.7498646	0.4734522	0.88915366	1.0	0.86017656	0.60448325	0.7673803	0.91720575	0.873307	0.83388746	0.8749628	0.8549572	0.8456466	0.8905805	0.9005581	0.97133476	0.7027627	0.5449413	0.7541403	0.9385425	0.7998736	0.8388659	0.55374056	0.8436219	0.8592869	0.8825734	0.87999713	0.91601884	0.8824344	0.9517378	0.8759167	0.7079097	0.7822046	0.7250967	0.8647635	0.91651374	0.6403105	0.71747667	0.8018258	0.9081798	0.9243406	0.834773	0.79973036	0.99023896	0.7857102	0.8473684	0.8710683	0.65134025	0.9166295	0.8689413	0.8348723	0.8726196	0.975694	0.83777165	0.83560264	0.90024334	0.84892297	0.8788458	0.707344	1.0	0.7693423	0.83509606	0.9127632	0.72475964	0.8526732	0.8571495	0.531438	0.866815	0.7728878	0.85503876	0.9665829	0.9235841	0.47285742	0.99052215	0.8592923	0.7884	0.8894785	0.7845983	0.85907733	0.9264671	0.8358903	0.6748783	0.75937843	0.73627996	0.48526812	0.61701185	0.589349	0.82166207	0.888155	0.8297037	0.35427833	0.5926331	0.0	0.54720914
zon/noun	0.7565883	0.70201564	0.6829581	0.8390825	0.67659867	0.40996408	0.73446685	0.5976712	0.7079859	0.6282417	0.69429886	0.76662016	0.50867784	0.7758236	0.67854667	0.82622516	0.74142236	0.7229293	0.57008934	0.68202317	0.9464025	0.8402332	0.5233618	0.7568388	0.8349044	0.62534666	0.77621794	0.64122766	0.59467626	0.62761885	0.7653778	0.72306395	0.81237155	0.60908115	0.5530964	0.6558272	0.7178126	0.5919527	0.7915069	0.5250199	0.84898394	0.62920535	0.7841422	0.7057158	0.65162563	0.7715399	0.6858249	0.81860715	0.34988743	0.89980173	0.6793469	0.7330513	0.8261715	0.37912732	0.5780152	0.8136299	0.8170384	0.80148494	0.6366615	0.92251194	0.83882445	0.76398766	0.6777708	0.84884053	0.7270024	0.8115314	0.84320104	0.6671983	0.72380495	0.8108283	0.7252216	0.79112726	0.8471329	0.6588459	0.91579753	0.8130732	0.9846856	0.4037379	0.6526875	0.90707517	0.8030452	0.7950814	0.69682443	0.32172865	0.69462407	0.7005605	0.62378806	0.8656995	0.91975486	0.543661	0.7276932	0.8032248	0.7059145	0.77319324	0.5120621	0.68808305	0.5688287	0.65798926	0.33823812	0.60487646	0.4809581	0.32131553	0.37187046	0.6248121	0.8369817	0.80636406	0.9195955	0.46669263	0.4626364	0.54720914	0.0
