	Adriaens/name	Armstrong/name	Bangoura/noun	Baouf/name	Bouma/name	Claeys/name	Cliteur/name	Crasson/noun	De/name	Dirk/name	Gino/name	Hugo/name	Kanu/name	Koller/name	Kristof/name	Ma/name	Marion/name	Mestdagh/name	Mike/name	Mpenza/name	Mutavdzic/name	Pasanen/name	Penders/name	Rossi/name	Ruth/name	Stijn/name	Thomas/name	Van/name	Vereecke/name	Vermant/name	White/name	aan/prep	achter/adv	achter/prep	af/adv	al/comp	alles/noun	alsof/comp	alweer/adv	arm/adj	arm/noun	auto/noun	beeld/noun	beetje/noun	beide/pron	beneden/adv	beugel/noun	bijvoorbeeld/adv	blik/noun	brom_fietser/noun	component/noun	daardoor/pp	daarin/pp	daarop/pp	dan/adv	demonstratief/adj	design/noun	deur/noun	die/det	dief/noun	dimensie/noun	donderdag_morgen/noun	door/comp	door/prep	duim/noun	echter/adv	eindeloos/adj	en/vg	energiek/adj	er/adv	ergens/adv	fiets/noun	fietser/noun	foutief/adj	gaandeweg/adv	gedachte/noun	gek/noun	geluid/noun	gemeente_personeel/noun	getrokken/adj	gewoon/adj	graag/adj	h/noun	halfweg/prep	hand/noun	harnas/noun	hij/pron	ideaal/adj	iedereen/pron	iemand/noun	ik/pron	immers/adv	in/prep	ineen/pp	je/pron	kar/noun	ketting/noun	klassieker/noun	kwartier/noun	laat/adj	langzaam/adj	leverancier/noun	licht/adj	lijf_DIM/noun	me/pron	men/pron	met/prep	meteen/adv	mij/pron	minuut/noun	naam/noun	naar/adj	naar/prep	nadrukkelijk/adj	nog/adv	of/comp	of/vg	om/prep	oma/noun	onderaan/adv	onhandig/adj	oog/noun	opnieuw/adv	outfit/noun	poot_DIM/noun	punt/noun	pyjama/noun	rechter_been/noun	regisseur/noun	renner/noun	rugzak/noun	schrijver/noun	sjaal_DIM/noun	sluimer/adj	snel/adj	soms/adv	song/noun	stuk/adv	stuur/noun	systeem/noun	tas/noun	tegenstander/noun	telkens/adv	ter/prep	terwijl/comp	tijd/noun	toen/adv	toen/comp	touw_DIM/noun	traditioneel/adj	trein/noun	trein_DIM/noun	twee/num	uitblinker/noun	vervolgens/adv	vinger/noun	voertuig/noun	voet/noun	volk/noun	wagen/noun	wagen_DIM/noun	wagon_DIM/noun	wetswijziging/noun	wielertoeristen/noun	wolk/noun	zak_DIM/noun	zakdoek/noun	ze/pron	zich/pron	zo/adv	zodat/comp	zodra/comp	zondag_avond/noun	zuiver/adj	zweet/adj
dief/noun	0.9599605	0.9079956	0.97133744	0.97251683	0.9533784	0.9265016	0.9638107	0.9686264	0.9566615	0.9309619	0.92659366	0.92849207	0.9528585	0.9081685	0.922489	0.9508178	0.94525474	0.95480597	0.9054612	0.93286735	0.9726299	0.95968884	0.9520227	0.9011921	0.9503853	0.94760215	0.9384561	0.9605315	0.9467395	0.96847034	0.92548406	0.88010114	0.843186	0.8359937	0.87382305	0.90926355	0.8742677	0.8371638	0.859132	0.8871079	0.83412373	0.5972876	0.9030561	0.9087227	0.8551193	0.8192475	0.9072856	0.84352565	0.855983	0.80572987	0.93491966	0.85176814	0.8526547	0.76839006	0.8777267	0.91450834	0.9256457	0.65254337	0.88717645	0.0	0.958234	0.7304365	0.8214909	0.8120955	0.90264374	0.88131636	0.9058925	0.7360181	0.9367939	0.87171936	0.83794254	0.7461705	0.8196722	0.9045576	0.917107	0.92587113	0.8526868	0.8821365	0.9440545	0.8609772	0.8259258	0.9309513	0.90962404	0.9107502	0.8020939	0.9096844	0.8207771	0.8946779	0.8892342	0.8042376	0.9112707	0.8899653	0.84999716	0.8904312	0.8637324	0.8840969	0.7863238	0.94148993	0.8754688	0.893582	0.8836738	0.82480824	0.8740318	0.9762813	0.9025211	0.89244735	0.8155919	0.7861184	0.9228567	0.9009884	0.9319751	0.90214497	0.87287164	0.92809296	0.92290217	0.906286	0.7755985	0.9092313	0.89636546	0.90726393	0.8667688	0.8999785	0.84319407	0.9256987	0.8567981	0.9653303	0.8977786	0.9132027	0.9320648	0.8837587	0.7705915	0.9350352	0.9516486	0.9474899	0.8620863	0.869052	0.9446453	0.8848726	0.81016964	0.8873118	0.7452618	0.8901423	0.7508546	0.78644943	0.8117433	0.93583477	0.8206483	0.7358024	0.906279	0.89865017	0.8439132	0.91646296	0.71500045	0.92854947	0.7182064	0.85999715	0.63258	0.84560025	0.90802854	0.5760828	0.9101595	0.960007	0.9592883	0.93158966	0.91747844	0.85987616	0.9113571	0.72934645	0.92253995	0.91049623	0.78106666	0.81829107	0.7826483	0.9355385	0.9380151
dimensie/noun	0.9524823	0.9239441	0.9689684	0.96452516	0.94749516	0.94309574	0.91167134	0.9562063	0.96700615	0.94569093	0.94163555	0.9025003	0.95457524	0.9356294	0.95899564	0.91460514	0.93123883	0.9492472	0.89993095	0.94024575	0.982576	0.95418125	0.96107197	0.9515679	0.95235395	0.9330389	0.9137498	0.96730673	0.94791436	0.93000615	0.93218195	0.88850504	0.91141456	0.9215031	0.8783306	0.8739064	0.9007572	0.8295725	0.89314926	0.89754254	0.9161014	0.94002366	0.7585257	0.8664259	0.86416966	0.9214437	0.93568134	0.8338421	0.8743656	0.9691337	0.77122885	0.8397778	0.8354722	0.9023355	0.9223235	0.94659305	0.8406826	0.9569521	0.7990326	0.958234	0.0	0.9575854	0.83991706	0.872463	0.94668996	0.8638923	0.8408413	0.7808138	0.882005	0.89662516	0.9010067	0.9460201	0.9330741	0.9312042	0.8416927	0.8267829	0.9223614	0.81100106	0.9415164	0.90143174	0.9169075	0.88804454	0.93900406	0.94683874	0.9340558	0.93036795	0.8962442	0.8814356	0.91255826	0.9083824	0.9297658	0.8562733	0.8888142	0.9039604	0.8896008	0.94391066	0.93160766	0.86890745	0.9324162	0.93833494	0.85993093	0.9251245	0.88780385	0.9459327	0.9297109	0.8519581	0.8551096	0.9131728	0.8997304	0.9330627	0.89123476	0.8524263	0.9360488	0.8080194	0.9212515	0.9063638	0.8382098	0.8674285	0.89961374	0.9361405	0.8980596	0.88724154	0.9184667	0.9049681	0.9205816	0.91301644	0.9292346	0.956928	0.8704142	0.9068427	0.9579372	0.85038877	0.9567963	0.8628557	0.9070217	0.7834731	0.84118223	0.84737706	0.94284993	0.8509335	0.9329633	0.8949013	0.86150277	0.93532383	0.8674151	0.89742893	0.9242189	0.92712235	0.9208894	0.8046243	0.93526924	0.9287411	0.92775446	0.9432311	0.9068402	0.9312638	0.9420806	0.93675345	0.8690146	0.95048356	0.92921746	0.9509156	0.93818974	0.9443461	0.8805383	0.9415285	0.932851	0.8990792	0.9369412	0.85040647	0.8682401	0.8718163	0.9436656	0.80835575	0.9375767
donderdag_morgen/noun	0.95837224	0.949243	0.9162098	0.9582544	0.9508373	0.9393474	0.9594947	0.9377133	0.96163595	0.9358188	0.9489616	0.96658903	0.9336138	0.93114424	0.95987236	0.95870584	0.94561154	0.9268368	0.94852483	0.93840075	0.944537	0.9577808	0.9553827	0.90792954	0.93284404	0.969213	0.97130287	0.9598831	0.937997	0.9477745	0.95624435	0.9192425	0.92071676	0.9106352	0.9132622	0.9468159	0.920161	0.91839796	0.9042689	0.9371922	0.91753966	0.7600528	0.9506032	0.93800485	0.8816627	0.893602	0.9464768	0.9322436	0.92232424	0.7914896	0.95392376	0.91194695	0.9293794	0.85852677	0.89957416	0.89276075	0.9531128	0.82352626	0.9269854	0.7304365	0.9575854	0.0	0.90163565	0.85105133	0.95079416	0.92161655	0.94311434	0.8794698	0.94431174	0.8488643	0.8987554	0.8501149	0.82885283	0.9037182	0.9383065	0.9554259	0.91327524	0.92130494	0.9389752	0.90621334	0.9159781	0.963212	0.9310287	0.9107081	0.94752616	0.93814015	0.89924973	0.95200276	0.93058634	0.88668245	0.9298497	0.93596774	0.8537302	0.94037265	0.924627	0.9034426	0.90973294	0.95497537	0.90056026	0.8968008	0.9308057	0.93149096	0.8990912	0.9727443	0.93953854	0.9354447	0.8947834	0.89091253	0.9466157	0.93640935	0.9759053	0.95158935	0.9179952	0.9625253	0.9182084	0.91773534	0.89187896	0.8968794	0.92992824	0.94590306	0.92789596	0.9304813	0.8609698	0.9544811	0.934819	0.96409327	0.8958031	0.93357384	0.9703712	0.91512454	0.8783994	0.9643453	0.96248055	0.929484	0.92292637	0.90785086	0.96666527	0.94739157	0.8280814	0.9363469	0.8905166	0.94366974	0.8707897	0.8335359	0.897082	0.9368647	0.87107325	0.77793694	0.90400314	0.9333545	0.80654734	0.9336402	0.7824518	0.95987064	0.86016977	0.9522965	0.7646714	0.905989	0.9125803	0.7373048	0.89596814	0.89751375	0.9444749	0.89250416	0.9029245	0.9125489	0.93650883	0.86241525	0.91942644	0.93958604	0.87566316	0.8646987	0.7171875	0.9549486	0.9396384
door/comp	0.9163542	0.8270162	0.9148626	0.9459639	0.8858286	0.9010632	0.8834495	0.9571845	0.94182223	0.8578396	0.8922162	0.8415954	0.8972333	0.8720196	0.86289334	0.9175212	0.8863163	0.92111653	0.88127625	0.8727374	0.95496607	0.904866	0.90805954	0.91374004	0.9164927	0.87853336	0.8809376	0.9169783	0.9163666	0.9013726	0.88017756	0.7612478	0.8292208	0.8391954	0.7430841	0.7394666	0.7601	0.72567177	0.7731689	0.7971195	0.8053107	0.8103951	0.7810253	0.72093445	0.7648549	0.7851414	0.88214207	0.6414543	0.7918907	0.90986013	0.8122366	0.58077395	0.7123871	0.7253245	0.69641006	0.8833853	0.85543764	0.8330065	0.63788974	0.8214909	0.83991706	0.90163565	0.0	0.6727779	0.84649026	0.7017157	0.7746263	0.6190448	0.87063766	0.80456996	0.799478	0.8087749	0.8481652	0.82120645	0.7993944	0.78085434	0.8520499	0.7751764	0.88002896	0.87388515	0.73031276	0.70985246	0.8704717	0.85805976	0.7867256	0.8887052	0.6785408	0.8030193	0.7283247	0.6987326	0.81890196	0.6383932	0.7976368	0.8761652	0.67141134	0.86417735	0.81953806	0.8847645	0.81021476	0.84530854	0.72102565	0.76645833	0.7907085	0.9322643	0.770468	0.644172	0.6917244	0.7229099	0.780429	0.8387212	0.82349545	0.77471423	0.8258581	0.75524485	0.8255391	0.7650675	0.64178145	0.807451	0.8516724	0.8415351	0.8138874	0.80779016	0.7160576	0.89120245	0.88751227	0.866304	0.9121688	0.89203936	0.8507267	0.8184459	0.87368315	0.8483819	0.89928997	0.86782527	0.7106546	0.69435495	0.830997	0.83598864	0.8519111	0.6847509	0.82739717	0.7360884	0.70939505	0.82981884	0.65428454	0.8235653	0.78066784	0.7695364	0.86501217	0.76057696	0.83330667	0.9011539	0.8219712	0.877308	0.5900235	0.7882587	0.8281114	0.82370055	0.7878329	0.8233295	0.8881476	0.954523	0.8444983	0.9386233	0.8268864	0.8264637	0.8907191	0.61587787	0.74553657	0.70262694	0.53379333	0.6722193	0.84345204	0.77360666	0.9126017
door/prep	0.9297748	0.7997961	0.94195837	0.94223845	0.8886232	0.8818442	0.9407509	0.95477635	0.8928252	0.819232	0.8748821	0.81968594	0.89563686	0.89738756	0.8681685	0.8917003	0.87591845	0.900127	0.82143694	0.87365496	0.94113547	0.93287176	0.9289733	0.8815576	0.89037967	0.82910806	0.81180865	0.88036335	0.90463233	0.9422316	0.8538674	0.80383927	0.8362785	0.7725997	0.752704	0.8149846	0.84664714	0.719038	0.77495927	0.75219935	0.74935025	0.74238884	0.7252209	0.8117514	0.75423145	0.7667681	0.9060496	0.7217287	0.7463082	0.87698185	0.8654391	0.6559955	0.75446737	0.7245544	0.8485936	0.88441813	0.8814079	0.80211675	0.72837186	0.8120955	0.872463	0.85105133	0.6727779	0.0	0.8596304	0.760791	0.7387967	0.56654227	0.8031173	0.8403195	0.79439306	0.7919255	0.7848898	0.83614635	0.808537	0.7614127	0.78502256	0.7387913	0.89390767	0.8382679	0.8267268	0.8500277	0.8651074	0.8731779	0.74609995	0.8896808	0.73771465	0.81794363	0.8316835	0.7608762	0.8820704	0.71146685	0.79275936	0.893622	0.8417517	0.8228713	0.83483016	0.8560099	0.80388784	0.85163367	0.72884864	0.8215996	0.7041004	0.92865646	0.8133701	0.8002302	0.70464265	0.79670244	0.81804717	0.8390314	0.85613704	0.78618336	0.81746846	0.7881351	0.90312946	0.82037246	0.6519916	0.8155539	0.85213065	0.8636033	0.8152719	0.7624019	0.7456962	0.8998324	0.89520156	0.9056059	0.8938041	0.89287883	0.7680818	0.7886331	0.87764263	0.76130784	0.91990566	0.86929715	0.77364075	0.6984508	0.81802213	0.79263306	0.8201331	0.76041746	0.85999894	0.7306371	0.73806167	0.784491	0.6458226	0.8517119	0.743404	0.6813582	0.8680861	0.7406187	0.7320267	0.8437642	0.70163864	0.8753787	0.63362455	0.7929594	0.72836363	0.789935	0.7152518	0.7425437	0.8817242	0.95147455	0.88208896	0.8968619	0.76436436	0.88523394	0.921127	0.74730885	0.7775258	0.767994	0.69939876	0.72473776	0.79299724	0.7964955	0.90590286
duim/noun	0.95544076	0.90203017	0.9267872	0.949297	0.91902524	0.9123837	0.9465697	0.9291278	0.9363238	0.92972976	0.9148786	0.8957176	0.92004627	0.9056092	0.8612937	0.9296696	0.9238959	0.91160095	0.86167157	0.9070965	0.8966632	0.916218	0.9263879	0.91042036	0.92460895	0.90083104	0.9008476	0.91830915	0.9456998	0.912962	0.91681916	0.88644576	0.8764802	0.8737016	0.85963637	0.92001575	0.92399657	0.8037956	0.8757007	0.83341306	0.67998254	0.9243318	0.87507147	0.87755793	0.8637461	0.8433748	0.9040148	0.89720815	0.8055241	0.94270754	0.9384783	0.8894054	0.885286	0.871224	0.889953	0.8979267	0.92113215	0.90707666	0.8833677	0.90264374	0.94668996	0.95079416	0.84649026	0.8596304	0.0	0.917579	0.88775337	0.79407334	0.9125856	0.9294033	0.8961451	0.90756524	0.9068426	0.93705195	0.9004407	0.9107494	0.90067434	0.8747089	0.9556337	0.8843721	0.87771446	0.876839	0.90851426	0.89933616	0.716141	0.9013177	0.8117106	0.8900677	0.8815692	0.86396664	0.9054589	0.89464366	0.88693446	0.9085399	0.86035866	0.9076883	0.86929053	0.9213176	0.89068395	0.8894365	0.86385846	0.9395004	0.8536853	0.9314427	0.8935535	0.88063586	0.8086699	0.87841994	0.90539116	0.8986215	0.9195745	0.8476045	0.90316343	0.91008484	0.92561835	0.9237901	0.8210305	0.9011506	0.86860484	0.8639679	0.8579334	0.8097248	0.8936598	0.89580476	0.8558395	0.9069748	0.9236853	0.8072167	0.89769703	0.88774866	0.88279194	0.90671974	0.9015442	0.9460841	0.89905703	0.86213875	0.92268544	0.8967195	0.82779276	0.925333	0.845514	0.87394375	0.86187977	0.9016674	0.8093082	0.93022335	0.89290994	0.86755925	0.8710277	0.8695022	0.9409247	0.94962925	0.8310102	0.89258707	0.8072422	0.6228586	0.9244303	0.74579936	0.8837625	0.92436486	0.90137786	0.9126339	0.9367525	0.9269776	0.88542646	0.8516023	0.8571201	0.8458142	0.88654906	0.8946076	0.82499695	0.87377185	0.9076737	0.91187817	0.89466757
echter/adv	0.8805763	0.8279033	0.9208592	0.9277692	0.87152255	0.85755116	0.88669676	0.94147116	0.93171555	0.8585308	0.88361853	0.8509904	0.87654096	0.85809934	0.86507905	0.9056091	0.8983336	0.890643	0.8966282	0.8292123	0.94215447	0.9118632	0.9010427	0.8776792	0.9157052	0.87990487	0.8879459	0.8689968	0.91223216	0.8938104	0.8856692	0.80616546	0.8606813	0.8704865	0.8242295	0.5976193	0.8051572	0.80665356	0.7000793	0.8532914	0.8792914	0.9087151	0.84012187	0.7828983	0.7453328	0.8670362	0.925634	0.82475734	0.840727	0.93757766	0.88914156	0.67216134	0.7691147	0.7738862	0.6905419	0.9092402	0.9138076	0.88669825	0.65575445	0.88131636	0.8638923	0.92161655	0.7017157	0.760791	0.917579	0.0	0.84384197	0.8005379	0.8947053	0.7193005	0.85283476	0.88986784	0.8824654	0.82618433	0.7916927	0.7987473	0.8920101	0.8422321	0.93483293	0.9180932	0.8522748	0.87022287	0.8969696	0.8199733	0.8867581	0.93252295	0.7482304	0.8743466	0.79817426	0.8055115	0.8218561	0.63214874	0.8713924	0.91114736	0.82570064	0.91047716	0.90598875	0.92031866	0.79555964	0.81284916	0.77402675	0.85411894	0.8231057	0.9516379	0.82174385	0.6999856	0.83393097	0.6839718	0.7707006	0.7986068	0.8827524	0.82551	0.8855838	0.79700273	0.7161735	0.75143456	0.8260371	0.84159756	0.9266943	0.9043466	0.86930627	0.8413138	0.7540581	0.9121505	0.9137955	0.8016584	0.9448877	0.9230988	0.86643904	0.8155397	0.9146628	0.86536264	0.9524741	0.8765404	0.71413946	0.7419697	0.87127936	0.85638726	0.9054172	0.7673453	0.91517055	0.76995164	0.73320353	0.88668346	0.75994194	0.8366524	0.74278784	0.7419795	0.9147978	0.82840645	0.89520836	0.93975425	0.868165	0.85143983	0.76192415	0.8727132	0.8883569	0.8706198	0.8583894	0.8908635	0.92937136	0.9495922	0.8413865	0.9305297	0.86489654	0.9339255	0.9431768	0.78788394	0.7998371	0.7341583	0.71785235	0.7456957	0.83044046	0.8404728	0.9437949
eindeloos/adj	0.95398617	0.8357277	0.95094657	0.971097	0.93461806	0.94253147	0.90252787	0.97834855	0.95587623	0.89527434	0.9350023	0.8796079	0.9570483	0.91841406	0.9245536	0.9060312	0.93439305	0.9553774	0.8886568	0.9224727	0.9734865	0.9591926	0.9696678	0.9132279	0.89229596	0.9188816	0.8993646	0.95420307	0.93792653	0.958211	0.88209313	0.83912295	0.83464825	0.80980635	0.765049	0.83432907	0.8412016	0.7294734	0.81869483	0.83115697	0.8328296	0.8778372	0.75200224	0.77311176	0.8181224	0.8140538	0.9145502	0.7867913	0.7606968	0.9615935	0.90332067	0.82904255	0.8105575	0.7994134	0.79527766	0.8943467	0.86363786	0.87491107	0.7480067	0.9058925	0.8408413	0.94311434	0.7746263	0.7387967	0.88775337	0.84384197	0.0	0.66307926	0.85559607	0.85163975	0.77162534	0.8632242	0.8800795	0.91144216	0.79508775	0.809553	0.82297164	0.7706499	0.9418091	0.85984844	0.7939135	0.8018643	0.9040427	0.88370806	0.86706346	0.93581796	0.79549366	0.7863353	0.8259923	0.8133136	0.8179109	0.8204359	0.82431865	0.879306	0.7450201	0.889949	0.88038224	0.84281015	0.8438884	0.86484355	0.73955023	0.88290364	0.82041085	0.9438806	0.8559504	0.80251443	0.7399241	0.8312013	0.8559217	0.8481333	0.8890697	0.79349816	0.82179767	0.8181868	0.84172165	0.86414886	0.7207707	0.85536253	0.8727625	0.880353	0.8354612	0.80256367	0.8226752	0.90582114	0.8812682	0.9385963	0.9074703	0.93307567	0.8397125	0.8714173	0.8818863	0.82190543	0.9307503	0.87959886	0.8389118	0.6847479	0.7964874	0.81832194	0.879776	0.85495377	0.84976935	0.86098886	0.74692154	0.8877948	0.709704	0.8158934	0.84073156	0.8317137	0.8947281	0.80033964	0.8646368	0.910205	0.8475206	0.9016891	0.74588525	0.84050536	0.8902831	0.82469743	0.82588863	0.88553464	0.9064466	0.9585443	0.92322177	0.93743396	0.7882618	0.87877697	0.9199321	0.75823426	0.8755684	0.7947692	0.7633409	0.8063596	0.8684964	0.8496547	0.9045422
en/vg	0.9065196	0.8126178	0.9226651	0.9429864	0.8931044	0.83456486	0.87815183	0.9453307	0.87379605	0.7608346	0.8433638	0.78614837	0.9061283	0.8833369	0.84484756	0.85143197	0.86445653	0.89919746	0.8004142	0.87547535	0.93884146	0.93811196	0.9119412	0.8734146	0.85906106	0.81388205	0.75110006	0.88383645	0.90110254	0.90849847	0.79527634	0.7081872	0.75847965	0.7064657	0.6166295	0.74404395	0.7326473	0.590836	0.74143904	0.692274	0.6627258	0.695626	0.614077	0.6234561	0.6792496	0.69545245	0.8536892	0.48110628	0.6140286	0.8714147	0.7654265	0.62657446	0.65027905	0.67079484	0.7751421	0.83572733	0.70317316	0.73480415	0.692927	0.7360181	0.7808138	0.8794698	0.6190448	0.56654227	0.79407334	0.8005379	0.66307926	0.0	0.7113067	0.764575	0.7216573	0.7201854	0.79065466	0.86831164	0.7183227	0.7166905	0.7760695	0.6230389	0.8760653	0.79909396	0.65150046	0.7069932	0.81836647	0.8516408	0.67177486	0.8376869	0.6997647	0.67176455	0.7317033	0.68124914	0.79807925	0.6709775	0.7444962	0.81276476	0.67779016	0.78831935	0.7469526	0.7683897	0.7950507	0.8603775	0.6295837	0.7216333	0.5662544	0.87349147	0.82654357	0.69621646	0.4495626	0.7922744	0.81855696	0.7976597	0.80946475	0.66372967	0.76267743	0.72654426	0.87311375	0.76974505	0.33109415	0.74846244	0.7664182	0.81792104	0.73317575	0.67256063	0.7566012	0.8102812	0.8030466	0.908371	0.83676577	0.875525	0.75495905	0.8008966	0.75754017	0.7250277	0.8336046	0.84669125	0.7309598	0.5250491	0.70632577	0.6931324	0.75534284	0.7025552	0.6894022	0.7639434	0.6794367	0.7270042	0.51203376	0.81761026	0.7584908	0.74672	0.8264419	0.5707178	0.7630727	0.8797525	0.6745895	0.86993504	0.5770817	0.708413	0.7492652	0.71251965	0.7053249	0.74702173	0.8559416	0.95372283	0.90344554	0.89654493	0.7302151	0.69119185	0.83875906	0.63421607	0.7993822	0.69427526	0.5567566	0.68271816	0.79514635	0.62802315	0.8389665
energiek/adj	0.9465222	0.8920537	0.95636755	0.94358474	0.92266494	0.9189243	0.9396524	0.9572728	0.9332549	0.8782468	0.880855	0.898111	0.9328857	0.91447634	0.91651404	0.86860985	0.90824723	0.9014422	0.84066904	0.90235627	0.96452284	0.9413741	0.92836434	0.8806112	0.9040813	0.871492	0.86629176	0.93285376	0.9299909	0.9195904	0.8154173	0.91809815	0.8998174	0.8709813	0.81240815	0.8689641	0.8939943	0.81323016	0.87148976	0.8718171	0.8667147	0.93067515	0.81250465	0.829075	0.8465713	0.89842075	0.9171377	0.88800323	0.798334	0.96251124	0.9178225	0.8691737	0.8728297	0.911732	0.91427356	0.90396607	0.84302104	0.947636	0.83135617	0.9367939	0.882005	0.94431174	0.87063766	0.8031173	0.9125856	0.8947053	0.85559607	0.7113067	0.0	0.9357164	0.9085096	0.9269305	0.9197811	0.9442685	0.8133228	0.87163466	0.84353954	0.77122676	0.94740206	0.90730876	0.9002327	0.8728391	0.90799844	0.90857774	0.89195114	0.9012247	0.8219209	0.85970986	0.845948	0.85929585	0.88116884	0.8846835	0.918484	0.88410634	0.8433058	0.9095228	0.9209185	0.8239971	0.9080085	0.9337435	0.83987164	0.9298599	0.8352431	0.92860377	0.8737332	0.9027929	0.8197091	0.90906703	0.88115585	0.90253973	0.9046745	0.84581554	0.9096206	0.8428885	0.9194119	0.93314457	0.8529845	0.905433	0.8838606	0.9282308	0.8431092	0.8333063	0.89304566	0.8280784	0.895175	0.9619771	0.90136176	0.9394496	0.796798	0.89876735	0.9034356	0.8531878	0.8989743	0.9147239	0.8463341	0.73368645	0.71916413	0.8077897	0.9156589	0.9061001	0.9164718	0.883329	0.8519657	0.95842427	0.815143	0.9200005	0.90076125	0.91118306	0.91375184	0.83130836	0.94485515	0.95286214	0.9160354	0.87123346	0.88412064	0.8854193	0.9401006	0.9002203	0.8520751	0.9496149	0.905385	0.9347489	0.93679345	0.9252794	0.86287874	0.92191696	0.9236897	0.83897036	0.8868504	0.74849176	0.8819995	0.8829299	0.89224094	0.8259025	0.91054904
er/adv	0.9475541	0.9079408	0.94845814	0.9627682	0.9558607	0.94595414	0.9627763	0.97774065	0.95081085	0.9199956	0.9244781	0.9340379	0.9610793	0.9255778	0.93486214	0.9358528	0.9484199	0.94092524	0.9534735	0.9217566	0.976895	0.9723145	0.9555502	0.9587715	0.9583322	0.920175	0.9334228	0.9664525	0.94435567	0.91599745	0.9424956	0.8457051	0.88224715	0.85882825	0.7824904	0.7502181	0.8188979	0.8057196	0.7966758	0.9000263	0.8884525	0.86362606	0.86375356	0.8442241	0.834266	0.8363798	0.9384088	0.808429	0.8846481	0.92076194	0.9188683	0.7867533	0.8201375	0.8092444	0.69914067	0.90152466	0.93757707	0.8316144	0.7610036	0.87171936	0.89662516	0.8488643	0.80456996	0.8403195	0.9294033	0.7193005	0.85163975	0.764575	0.9357164	0.0	0.73063743	0.88174367	0.8519435	0.91333973	0.8511144	0.8716732	0.89656216	0.8536069	0.90557075	0.94077957	0.8080268	0.85544497	0.9299543	0.8811867	0.90192163	0.93539643	0.8556458	0.84852386	0.79402137	0.80265576	0.8237887	0.75390387	0.8248534	0.93457085	0.7831094	0.8970857	0.91556776	0.9187283	0.8532848	0.83561003	0.8333274	0.88200307	0.84032595	0.96862847	0.89218616	0.7427126	0.8227591	0.78797925	0.85360736	0.89100146	0.90353864	0.849905	0.8752046	0.8737011	0.69713426	0.7868335	0.8019955	0.8443549	0.88944554	0.90293956	0.89950883	0.885628	0.7828489	0.9391022	0.91960895	0.90150636	0.89388514	0.959263	0.9169719	0.8649337	0.88051	0.931506	0.9434987	0.8828495	0.80598176	0.7664358	0.89088094	0.887509	0.91102666	0.8484139	0.8770344	0.8913797	0.80963576	0.85726106	0.76916015	0.80813676	0.77921695	0.7913074	0.9285071	0.8620373	0.8490787	0.90922314	0.84335804	0.9401836	0.80257106	0.894873	0.8492913	0.90789384	0.8886952	0.8541286	0.9008775	0.9314289	0.90676504	0.9091299	0.8459974	0.8871895	0.9318318	0.7879283	0.921484	0.8314925	0.7305304	0.74559534	0.8381895	0.8964021	0.9233908
ergens/adv	0.9351611	0.88514566	0.9390567	0.96751946	0.9596324	0.94546944	0.9503441	0.9634809	0.9528512	0.90336365	0.9158002	0.8810916	0.9594877	0.920135	0.93185645	0.92164755	0.9221013	0.9480586	0.90014654	0.92284465	0.97145987	0.969312	0.95907855	0.95456415	0.9398091	0.89919883	0.90418935	0.9604408	0.9619409	0.95936966	0.9084042	0.8415936	0.83404255	0.76937354	0.7492886	0.81183314	0.8235544	0.69548595	0.7948459	0.8172401	0.8191088	0.8273467	0.7970172	0.7991239	0.8297568	0.7620095	0.8978842	0.7868991	0.76899886	0.9351118	0.92227846	0.8210001	0.8010552	0.79184127	0.7380659	0.90140516	0.88456	0.7743477	0.77015126	0.83794254	0.9010067	0.8987554	0.799478	0.79439306	0.8961451	0.85283476	0.77162534	0.7216573	0.9085096	0.73063743	0.0	0.8183106	0.85878617	0.9273547	0.8719832	0.8001725	0.83135325	0.80483276	0.9262888	0.8789809	0.75613457	0.80600387	0.9103147	0.86458987	0.84013164	0.9304023	0.7638696	0.81425357	0.78207797	0.73959094	0.77736783	0.81066895	0.6638621	0.9139137	0.7118695	0.8593918	0.8736942	0.8986371	0.85089755	0.8301602	0.75558007	0.8927576	0.82744384	0.9464492	0.8498563	0.7680914	0.8105553	0.7876016	0.82310504	0.87577814	0.85546637	0.81127834	0.78485894	0.8465186	0.83921045	0.83687717	0.70212287	0.8497079	0.81178796	0.86018384	0.88841456	0.8093394	0.7953232	0.8947028	0.8807057	0.92231107	0.8805679	0.9431554	0.8722736	0.8613434	0.84240234	0.8512942	0.9197021	0.8846335	0.8322858	0.7501398	0.8564508	0.83959395	0.8802806	0.8837605	0.81491035	0.8926806	0.78524494	0.8281477	0.72542155	0.85843146	0.7792578	0.7693107	0.88676715	0.8289941	0.8370202	0.8891139	0.828375	0.92254853	0.68960106	0.8385884	0.8527994	0.78386784	0.8437266	0.835852	0.8891776	0.9399983	0.95192593	0.9383529	0.7950071	0.8491437	0.9016612	0.7094371	0.85142577	0.8410072	0.7458455	0.7236965	0.84332865	0.8789834	0.91065264
