	Adriaens/name	Armstrong/name	Bangoura/noun	Baouf/name	Bouma/name	Claeys/name	Cliteur/name	Crasson/noun	De/name	Dirk/name	Gino/name	Hugo/name	Kanu/name	Koller/name	Kristof/name	Ma/name	Marion/name	Mestdagh/name	Mike/name	Mpenza/name	Mutavdzic/name	Pasanen/name	Penders/name	Rossi/name	Ruth/name	Stijn/name	Thomas/name	Van/name	Vereecke/name	Vermant/name	White/name	aan/prep	achter/adv	achter/prep	af/adv	al/comp	alles/noun	alsof/comp	alweer/adv	arm/adj	arm/noun	auto/noun	beeld/noun	beetje/noun	beide/pron	beneden/adv	beugel/noun	bijvoorbeeld/adv	blik/noun	brom_fietser/noun	component/noun	daardoor/pp	daarin/pp	daarop/pp	dan/adv	demonstratief/adj	design/noun	deur/noun	die/det	dief/noun	dimensie/noun	donderdag_morgen/noun	door/comp	door/prep	duim/noun	echter/adv	eindeloos/adj	en/vg	energiek/adj	er/adv	ergens/adv	fiets/noun	fietser/noun	foutief/adj	gaandeweg/adv	gedachte/noun	gek/noun	geluid/noun	gemeente_personeel/noun	getrokken/adj	gewoon/adj	graag/adj	h/noun	halfweg/prep	hand/noun	harnas/noun	hij/pron	ideaal/adj	iedereen/pron	iemand/noun	ik/pron	immers/adv	in/prep	ineen/pp	je/pron	kar/noun	ketting/noun	klassieker/noun	kwartier/noun	laat/adj	langzaam/adj	leverancier/noun	licht/adj	lijf_DIM/noun	me/pron	men/pron	met/prep	meteen/adv	mij/pron	minuut/noun	naam/noun	naar/adj	naar/prep	nadrukkelijk/adj	nog/adv	of/comp	of/vg	om/prep	oma/noun	onderaan/adv	onhandig/adj	oog/noun	opnieuw/adv	outfit/noun	poot_DIM/noun	punt/noun	pyjama/noun	rechter_been/noun	regisseur/noun	renner/noun	rugzak/noun	schrijver/noun	sjaal_DIM/noun	sluimer/adj	snel/adj	soms/adv	song/noun	stuk/adv	stuur/noun	systeem/noun	tas/noun	tegenstander/noun	telkens/adv	ter/prep	terwijl/comp	tijd/noun	toen/adv	toen/comp	touw_DIM/noun	traditioneel/adj	trein/noun	trein_DIM/noun	twee/num	uitblinker/noun	vervolgens/adv	vinger/noun	voertuig/noun	voet/noun	volk/noun	wagen/noun	wagen_DIM/noun	wagon_DIM/noun	wetswijziging/noun	wielertoeristen/noun	wolk/noun	zak_DIM/noun	zakdoek/noun	ze/pron	zich/pron	zo/adv	zodat/comp	zodra/comp	zondag_avond/noun	zuiver/adj	zweet/adj
hand/noun	0.95921624	0.8806479	0.95296675	0.98695695	0.94191307	0.9203639	0.962614	0.9820766	0.944949	0.8871065	0.9512693	0.8777559	0.9454582	0.9273815	0.92107046	0.9412779	0.92672145	0.93344563	0.90507936	0.92810464	0.9457628	0.94673896	0.9175552	0.9128724	0.9354944	0.90027493	0.88956666	0.9310456	0.95113266	0.95508486	0.9241162	0.8439689	0.83218414	0.801538	0.7856335	0.8686608	0.88671744	0.6890351	0.8527336	0.768677	0.52296644	0.83916056	0.7916008	0.837294	0.8499799	0.77277553	0.8420811	0.8424598	0.72039735	0.9088971	0.94001424	0.8624046	0.8347473	0.7510106	0.8247955	0.8227976	0.9190665	0.8246615	0.85353607	0.8020939	0.9340558	0.94752616	0.7867256	0.74609995	0.716141	0.8867581	0.86706346	0.67177486	0.89195114	0.90192163	0.84013164	0.8255329	0.897549	0.9069746	0.8766901	0.8711712	0.88068086	0.8177897	0.9372236	0.85807115	0.8163676	0.8444181	0.9020508	0.8980912	0.0	0.8437521	0.7551383	0.88074446	0.83182466	0.79305446	0.8677337	0.85796756	0.8682925	0.88150704	0.7987225	0.8527858	0.7722386	0.9216622	0.8677012	0.8923639	0.77496904	0.90034676	0.80262166	0.85124063	0.8437255	0.8361576	0.6933598	0.82489896	0.8719624	0.8685467	0.87297225	0.8155624	0.8591218	0.86042684	0.92993104	0.8809687	0.7278061	0.86774427	0.8584281	0.85432535	0.7935005	0.7029048	0.87518084	0.89911443	0.7836747	0.9328026	0.876535	0.768843	0.8889572	0.894079	0.8048272	0.89484656	0.80003405	0.9521687	0.87365294	0.7869328	0.87921506	0.83185923	0.785304	0.90481734	0.72625595	0.84279466	0.80092734	0.82750016	0.6916392	0.9267475	0.836828	0.81178665	0.83239067	0.8152252	0.8793984	0.905298	0.8184754	0.9174038	0.6928226	0.54456323	0.87979406	0.61380446	0.8469192	0.84612	0.89231753	0.971343	0.95334804	0.9553347	0.872788	0.8019611	0.7903469	0.7214222	0.86230505	0.86649954	0.7644519	0.8177283	0.89499557	0.88420814	0.8573961
harnas/noun	0.95219123	0.9547441	0.93712056	0.96570003	0.9227485	0.9525298	0.92500466	0.95590603	0.97822326	0.9470525	0.95650357	0.94838226	0.96054375	0.94875735	0.9492445	0.93069816	0.9518652	0.96414477	0.93790174	0.9374214	0.952733	0.95836115	0.95626473	0.93939704	0.95929474	0.94766986	0.9171569	0.97759587	0.91903824	0.94678295	0.94799966	0.94376624	0.91488993	0.8879024	0.8951517	0.9111116	0.9338548	0.8757649	0.923028	0.9248996	0.8571114	0.89840496	0.87544537	0.89074343	0.88909775	0.8922396	0.84816206	0.9352136	0.8456105	0.9293555	0.927914	0.93298745	0.901886	0.91225404	0.9345751	0.9174223	0.9229797	0.90324855	0.88214207	0.9096844	0.93036795	0.93814015	0.8887052	0.8896808	0.9013177	0.93252295	0.93581796	0.8376869	0.9012247	0.93539643	0.9304023	0.87855345	0.90584195	0.94310135	0.9118558	0.9041156	0.90503365	0.89992875	0.9602176	0.9055542	0.9318615	0.92837846	0.93381673	0.9405885	0.8437521	0.0	0.8960227	0.9528963	0.9243944	0.9144893	0.93674034	0.93283725	0.91283447	0.9158428	0.9010554	0.9292324	0.84588534	0.9298081	0.9362385	0.9643612	0.89092976	0.9441219	0.8759439	0.9012411	0.9141341	0.9118706	0.864881	0.9366903	0.90150714	0.95356154	0.9464239	0.8891916	0.9473434	0.94016105	0.95982987	0.9261621	0.88145435	0.9334512	0.91532123	0.94815624	0.8922224	0.87567174	0.9355105	0.8751875	0.90173024	0.9669068	0.8594208	0.9300519	0.9226165	0.94197404	0.8683268	0.9416778	0.89536107	0.9273685	0.9435149	0.86189586	0.9059083	0.91181713	0.8919296	0.9450299	0.89686465	0.93289316	0.9098666	0.94464844	0.87936693	0.9348576	0.93157303	0.92673695	0.92235816	0.8843118	0.9315226	0.9703317	0.9089637	0.96440756	0.8927778	0.8850063	0.90637237	0.88450885	0.9253943	0.8906375	0.9111861	0.9444369	0.93204135	0.9408289	0.870812	0.9112232	0.91778624	0.876212	0.88672966	0.89541644	0.88747245	0.9050122	0.94833976	0.9160692	0.88675135
hij/pron	0.8918048	0.69933397	0.90630096	0.92501646	0.83648777	0.83081925	0.85200965	0.9641019	0.865783	0.7734759	0.824054	0.74227893	0.8351649	0.8433783	0.8234226	0.87345886	0.83496284	0.86100686	0.7853577	0.8024707	0.92186046	0.8979181	0.9079225	0.8639457	0.8376328	0.78448	0.7833587	0.7468941	0.8767251	0.86449033	0.8550488	0.80524	0.85230905	0.82490057	0.68723	0.67561066	0.7512957	0.63488495	0.75892025	0.8260375	0.73940754	0.86400044	0.8309715	0.70697355	0.6279423	0.8520939	0.9007149	0.83945274	0.74750435	0.88425666	0.9420325	0.8115668	0.7741817	0.7268242	0.64574444	0.8578761	0.9040785	0.86108536	0.7248554	0.8207771	0.8962442	0.89924973	0.6785408	0.73771465	0.8117106	0.7482304	0.79549366	0.6997647	0.8219209	0.8556458	0.7638696	0.82188106	0.83413863	0.88858813	0.79824793	0.7780816	0.78409326	0.83239996	0.93690586	0.8877636	0.7523667	0.68852615	0.8677571	0.8302547	0.7551383	0.8960227	0.0	0.862092	0.6284997	0.4930396	0.42126942	0.7722235	0.82664514	0.895747	0.5915654	0.8996197	0.8559338	0.85958415	0.7868403	0.74205863	0.8017765	0.90225446	0.798773	0.9458811	0.597386	0.67329824	0.7565979	0.66984713	0.6232424	0.80870736	0.8516081	0.7973412	0.81412256	0.77864456	0.7655704	0.75931716	0.73959327	0.8313977	0.76101494	0.9002565	0.8080344	0.76150644	0.741621	0.88617575	0.8723055	0.9023549	0.86751616	0.87210613	0.76577675	0.73485875	0.8672855	0.73272836	0.9079957	0.88800454	0.7852421	0.66965497	0.8212234	0.80932856	0.801649	0.8888549	0.83425874	0.7219136	0.7398614	0.87219054	0.646154	0.79497623	0.6058126	0.585117	0.889884	0.8599881	0.8690661	0.91355854	0.807848	0.83323014	0.6022285	0.79079366	0.88838077	0.7887391	0.76874423	0.86942726	0.9140852	0.95215917	0.9149972	0.89637643	0.8804276	0.88449734	0.8617035	0.3501256	0.7133212	0.683974	0.79785824	0.7293222	0.81112516	0.8459004	0.8641814
ideaal/adj	0.9422015	0.8518633	0.97133005	0.95401704	0.93940794	0.9090526	0.9562684	0.97380066	0.91437286	0.87944317	0.90381324	0.86875606	0.952083	0.92110825	0.9091375	0.9052326	0.92815524	0.9544867	0.8781297	0.92472386	0.9616291	0.96124905	0.9676511	0.95588744	0.9211212	0.88825196	0.86701226	0.92657113	0.9526541	0.9295265	0.8885682	0.8644097	0.8799171	0.8315438	0.81703496	0.84796077	0.8677069	0.8043678	0.8382968	0.86814773	0.8679367	0.8723158	0.81779027	0.8232904	0.815683	0.84711075	0.9375902	0.7585274	0.8298869	0.9407628	0.8976322	0.7943548	0.82573235	0.86395323	0.87651366	0.9390556	0.8405225	0.8821085	0.7772787	0.8946779	0.8814356	0.95200276	0.8030193	0.81794363	0.8900677	0.8743466	0.7863353	0.67176455	0.85970986	0.84852386	0.81425357	0.86143005	0.86034155	0.92946947	0.86234397	0.8248378	0.90337795	0.80782837	0.94587255	0.90624136	0.80446017	0.788415	0.9134871	0.88034755	0.88074446	0.9528963	0.862092	0.0	0.8592217	0.85755193	0.88382363	0.7666273	0.822132	0.8815994	0.81028175	0.9057161	0.8870828	0.8554998	0.9020648	0.88438946	0.807348	0.8665319	0.82629985	0.9591864	0.8995761	0.8397395	0.77134377	0.8490994	0.88432825	0.91110665	0.8861186	0.8102833	0.83339655	0.839378	0.8795911	0.8718593	0.70572853	0.9046733	0.8760826	0.9141206	0.8800118	0.8648226	0.8570109	0.8923629	0.90437615	0.93689173	0.93962693	0.92955744	0.85436845	0.840312	0.89060485	0.85063285	0.91440856	0.9309737	0.8342979	0.79783535	0.8170035	0.7913995	0.9053063	0.85732853	0.8740852	0.88686144	0.8043394	0.85729814	0.77920055	0.87215954	0.8750049	0.89486533	0.90721947	0.7563188	0.8930307	0.9211043	0.85077333	0.9213986	0.8011812	0.8793605	0.8836096	0.86861515	0.86666167	0.8844996	0.9163064	0.9805763	0.956136	0.9125004	0.8506524	0.886459	0.92134935	0.8380885	0.88298845	0.85042584	0.7411008	0.7934504	0.88543	0.8149973	0.9173687
iedereen/pron	0.948126	0.811426	0.92118615	0.9527737	0.91755635	0.91113526	0.91641635	0.956975	0.94266963	0.88861454	0.9021228	0.850546	0.9172595	0.8785974	0.8861764	0.9251254	0.89984214	0.9190496	0.90143013	0.8685893	0.94509166	0.9287966	0.93934876	0.9150374	0.912199	0.87259173	0.9013412	0.916891	0.8912343	0.91987216	0.91988593	0.8639562	0.87802017	0.85831696	0.72342783	0.6753104	0.7304664	0.6856073	0.79379666	0.8436962	0.83177495	0.89038694	0.8558606	0.7050212	0.7785341	0.85530037	0.9158032	0.81992924	0.800048	0.9331707	0.9349288	0.8034135	0.8400351	0.8351944	0.6444826	0.90844315	0.90000844	0.8531105	0.7505554	0.8892342	0.91255826	0.93058634	0.7283247	0.8316835	0.8815692	0.79817426	0.8259923	0.7317033	0.845948	0.79402137	0.78207797	0.84144974	0.86166716	0.9339176	0.83198285	0.80394185	0.82890695	0.82418793	0.91921365	0.9153644	0.70185906	0.69314647	0.9023683	0.8638379	0.83182466	0.9243944	0.6284997	0.8592217	0.0	0.5984197	0.54665065	0.7616477	0.877244	0.89994735	0.5585003	0.88527095	0.90437716	0.90837044	0.84031975	0.8784627	0.8415414	0.88496524	0.8778765	0.9457635	0.63855386	0.60309255	0.77666485	0.7207955	0.64650446	0.84631324	0.8724958	0.78948295	0.83540666	0.81876445	0.76849306	0.74630153	0.7708628	0.8353822	0.8122078	0.9090475	0.8643552	0.82347107	0.8048745	0.86686563	0.88960505	0.9034043	0.89381856	0.94252104	0.8736858	0.82637	0.8809837	0.854619	0.92915463	0.913612	0.80648834	0.7248217	0.86062026	0.8491843	0.8843167	0.8376244	0.83959043	0.8019498	0.79757595	0.8968329	0.70447195	0.83639616	0.7614397	0.7776927	0.9203935	0.8644007	0.8690609	0.92353237	0.9280496	0.8832593	0.7448262	0.84225124	0.9156937	0.8387627	0.7670982	0.895538	0.9117033	0.9510717	0.90528643	0.91522497	0.8981316	0.88677853	0.915195	0.52371556	0.78872204	0.6783289	0.74881136	0.7595335	0.8488195	0.8637712	0.89656997
iemand/noun	0.9314387	0.81571305	0.93471724	0.96991485	0.9032715	0.8928733	0.89079094	0.96342224	0.9457174	0.8591206	0.9161174	0.8401858	0.92443234	0.92005545	0.8948079	0.9032034	0.8938473	0.9357138	0.8547825	0.89375633	0.9458433	0.9254881	0.93262374	0.90901333	0.89569867	0.877802	0.8549038	0.91795033	0.91320574	0.92833036	0.89662534	0.7980677	0.840157	0.8152108	0.7173023	0.7255614	0.7588296	0.6574717	0.80705726	0.8070059	0.767316	0.84846133	0.83376884	0.72146	0.76659817	0.8318284	0.90054053	0.746478	0.77299356	0.90649724	0.93391544	0.7874542	0.80908036	0.76650816	0.63264066	0.873128	0.9092388	0.82102907	0.7124476	0.8042376	0.9083824	0.88668245	0.6987326	0.7608762	0.86396664	0.8055115	0.8133136	0.68124914	0.85929585	0.80265576	0.73959094	0.8121619	0.8456645	0.90414906	0.8107934	0.76368207	0.8078649	0.81662565	0.9466565	0.8965553	0.6933373	0.724628	0.89342403	0.8841591	0.79305446	0.9144893	0.4930396	0.85755193	0.5984197	0.0	0.55232304	0.76528394	0.8682349	0.89074755	0.5251869	0.8943976	0.85407645	0.8900994	0.8569884	0.8550493	0.81033736	0.8817857	0.79880995	0.93549204	0.62006694	0.6762244	0.7421912	0.7348149	0.6104244	0.86094594	0.8301072	0.8096292	0.8616213	0.8387095	0.83821315	0.6772419	0.61804867	0.834606	0.7857448	0.9087531	0.85150766	0.7773446	0.82464767	0.90076023	0.87328297	0.9367646	0.87847686	0.9172038	0.8370249	0.7834562	0.85786253	0.800271	0.9219469	0.89389807	0.8214501	0.6454037	0.84107	0.8320235	0.80757964	0.8681792	0.82033116	0.79111004	0.7632883	0.86051804	0.6765382	0.86289394	0.7042552	0.6852524	0.89253527	0.860067	0.86871886	0.92768747	0.85079974	0.9111732	0.66769445	0.8107366	0.8672822	0.82074094	0.75990313	0.85389	0.91414845	0.9365771	0.9224161	0.9295701	0.88367903	0.87481534	0.88487184	0.47296286	0.77824867	0.7093508	0.7562679	0.70356613	0.86013687	0.8458062	0.8997949
ik/pron	0.9085579	0.7999665	0.9151609	0.937051	0.9005704	0.8929531	0.90817016	0.97030526	0.95509654	0.87400484	0.9006523	0.850307	0.90874565	0.8817883	0.8982806	0.9161592	0.90253913	0.9246151	0.8832536	0.8580545	0.946029	0.9176953	0.93236667	0.8875118	0.9039041	0.85536206	0.8728015	0.8904078	0.8976619	0.89342725	0.93264145	0.8435184	0.8856342	0.9019438	0.7117938	0.6345006	0.728349	0.7153504	0.8167445	0.8802954	0.8640862	0.9276556	0.89176995	0.633185	0.80978876	0.89694583	0.9195193	0.8719101	0.8302305	0.9526161	0.9674208	0.858171	0.88060087	0.85577416	0.5176937	0.897048	0.9204391	0.89299786	0.69909924	0.9112707	0.9297658	0.9298497	0.81890196	0.8820704	0.9054589	0.8218561	0.8179109	0.79807925	0.88116884	0.8237887	0.77736783	0.86055046	0.8988811	0.9422516	0.8327237	0.79035586	0.84019643	0.8592966	0.9453448	0.94105303	0.65066844	0.6879679	0.9051914	0.882978	0.8677337	0.93674034	0.42126942	0.88382363	0.54665065	0.55232304	0.0	0.84645164	0.92322224	0.9156675	0.37608832	0.9278992	0.9117646	0.8901444	0.86011624	0.8446448	0.856542	0.9417294	0.87151486	0.93970793	0.46637648	0.6285618	0.8395648	0.7272034	0.51027894	0.8647146	0.9206896	0.804423	0.8647066	0.8825603	0.6903432	0.7231278	0.79902124	0.87194604	0.79275596	0.92149806	0.84493566	0.8173719	0.83890855	0.8989435	0.9041692	0.91471034	0.8981322	0.9359485	0.8792721	0.81056935	0.9011281	0.8476976	0.93256503	0.89443237	0.81184345	0.6746357	0.8701162	0.8832503	0.8826897	0.92686915	0.8792205	0.8400401	0.8035123	0.941643	0.7660662	0.7942008	0.67500436	0.71531	0.92698157	0.9132547	0.91602635	0.92003083	0.926107	0.8956743	0.79142547	0.8830237	0.95610356	0.8817539	0.81731874	0.9371831	0.9237219	0.9471018	0.95346946	0.891106	0.91310763	0.926901	0.9079057	0.41048956	0.8038854	0.6649984	0.85624075	0.7943563	0.8765196	0.879382	0.8965454
immers/adv	0.94820744	0.83799034	0.9390288	0.94629925	0.923368	0.8879332	0.91823393	0.95696634	0.93231195	0.847314	0.8903158	0.84795976	0.91558003	0.88836575	0.87419605	0.91801506	0.9122323	0.9276527	0.8876267	0.87620735	0.96479523	0.9585364	0.94528675	0.9159947	0.90431887	0.86279684	0.86487925	0.92898697	0.9325268	0.9247456	0.8814665	0.7823866	0.85690176	0.85298765	0.8232304	0.6917973	0.7691013	0.7658724	0.7647618	0.77783984	0.8492224	0.8284667	0.81104934	0.8004703	0.7204459	0.8400446	0.9380732	0.66905737	0.848517	0.9339708	0.8281818	0.5788273	0.73405445	0.7693671	0.7215303	0.92162573	0.8558753	0.84626776	0.6508391	0.8899653	0.8562733	0.93596774	0.6383932	0.71146685	0.89464366	0.63214874	0.8204359	0.6709775	0.8846835	0.75390387	0.81066895	0.8179563	0.8408358	0.86345136	0.8301314	0.76335967	0.8839617	0.8259955	0.89241016	0.9210244	0.7553767	0.82030517	0.8936428	0.8720356	0.85796756	0.93283725	0.7722235	0.7666273	0.7616477	0.76528394	0.84645164	0.0	0.79986554	0.901266	0.78375816	0.8716326	0.8970551	0.8520778	0.8665181	0.836131	0.7826365	0.7709058	0.8066478	0.94900274	0.8707518	0.67710936	0.7523859	0.7689773	0.8161434	0.8690515	0.7967095	0.7720145	0.81223047	0.80485857	0.7799481	0.76033634	0.7037543	0.81582534	0.88269186	0.87864316	0.8689189	0.83958477	0.7689532	0.90696704	0.91077185	0.8427501	0.93657637	0.9349217	0.8412781	0.8019473	0.9043502	0.82175606	0.93628633	0.8891163	0.75595653	0.7535806	0.8343638	0.7922585	0.9087062	0.69123065	0.8881995	0.7701293	0.7449542	0.8188765	0.6945621	0.8070088	0.7748822	0.8174144	0.90292275	0.71918905	0.83340687	0.9295985	0.81707835	0.8945233	0.7315594	0.8463641	0.83718336	0.84041107	0.78601176	0.8449836	0.90206206	0.9608217	0.84374	0.92071366	0.87147295	0.88477	0.9176879	0.7516059	0.80967915	0.736632	0.6359445	0.6970677	0.8607979	0.77309036	0.93738085
in/prep	0.94394326	0.87585115	0.95685655	0.94260263	0.9340969	0.91537184	0.9526794	0.9738885	0.8681694	0.897084	0.9033937	0.88446283	0.9334185	0.91002536	0.8857228	0.91491127	0.89740944	0.93795913	0.89546704	0.8983653	0.96809393	0.93999267	0.94958687	0.916641	0.9167054	0.9019364	0.8706464	0.9256108	0.91130006	0.9430726	0.88921106	0.8626121	0.8485781	0.7935678	0.8338016	0.8922746	0.8616971	0.80357605	0.80352736	0.80302364	0.8432588	0.8328895	0.8375665	0.8806168	0.796785	0.7901776	0.9323358	0.79541206	0.8491659	0.9391529	0.89476514	0.79917586	0.7223255	0.822765	0.89820457	0.88308215	0.8645351	0.786765	0.8320509	0.84999716	0.8888142	0.8537302	0.7976368	0.79275936	0.88693446	0.8713924	0.82431865	0.7444962	0.918484	0.8248534	0.6638621	0.8614733	0.89287513	0.9137366	0.8649714	0.8629037	0.914814	0.8479903	0.91616255	0.88244796	0.86283004	0.8552554	0.90205956	0.8513719	0.8682925	0.91283447	0.82664514	0.822132	0.877244	0.8682349	0.92322224	0.79986554	0.0	0.89826477	0.87135494	0.8846103	0.89167863	0.845877	0.85984975	0.82597893	0.7777918	0.88492346	0.82669353	0.9493631	0.92378366	0.8420733	0.82578397	0.8251072	0.9158956	0.86041737	0.8539947	0.8500471	0.7628528	0.8444934	0.8675293	0.9143809	0.7637838	0.8637607	0.866234	0.8699649	0.87461823	0.8656906	0.73920536	0.9185106	0.85683846	0.9024793	0.885066	0.94617176	0.84761614	0.8430444	0.88607776	0.8305043	0.9457184	0.87329185	0.84946465	0.8510267	0.8790503	0.8545951	0.88752365	0.8776339	0.87274724	0.868387	0.7726218	0.7968023	0.75516	0.8535967	0.7991705	0.77083147	0.911862	0.7559509	0.83850235	0.8848436	0.7618814	0.90846497	0.74765104	0.87268	0.8546544	0.8246748	0.8280951	0.83425194	0.9191933	0.9442337	0.9317434	0.92816746	0.83511376	0.86898935	0.91717297	0.8176197	0.83902174	0.9141071	0.7583412	0.78569037	0.79622483	0.85449994	0.9162985
ineen/pp	0.9446397	0.9395681	0.93064296	0.95412326	0.94309604	0.9507343	0.9236054	0.9414046	0.9652635	0.91789466	0.9381878	0.926358	0.91766775	0.9520737	0.95506114	0.89968204	0.93633324	0.9555267	0.898253	0.9279707	0.9494637	0.94834447	0.9075022	0.8944482	0.9279368	0.9236002	0.9024722	0.9651943	0.9445045	0.9258795	0.90704674	0.9070864	0.8854973	0.89103013	0.8906607	0.9105599	0.91172314	0.86528105	0.90023506	0.8955295	0.85844594	0.91577035	0.87059474	0.906784	0.9107391	0.886004	0.9218959	0.8915552	0.8664244	0.93682694	0.9043127	0.8822265	0.89646834	0.87678206	0.9094746	0.9219261	0.8793886	0.923487	0.8776288	0.8904312	0.9039604	0.94037265	0.8761652	0.893622	0.9085399	0.91114736	0.879306	0.81276476	0.88410634	0.93457085	0.9139137	0.8991108	0.9389032	0.9150002	0.8934302	0.8882619	0.906911	0.8762466	0.9374929	0.9037364	0.91512406	0.9131413	0.9345499	0.9356227	0.88150704	0.9158428	0.895747	0.8815994	0.89994735	0.89074755	0.9156675	0.901266	0.89826477	0.0	0.88981307	0.90948486	0.9087921	0.90423125	0.9158404	0.92545855	0.9080369	0.90886515	0.90397775	0.91831505	0.9362836	0.8974064	0.8657701	0.9075127	0.93803334	0.9209332	0.92773587	0.87045044	0.906193	0.89807343	0.9391722	0.93540794	0.8447716	0.93448156	0.8895171	0.9345102	0.86366725	0.89161927	0.9147547	0.8889495	0.8897649	0.9448463	0.8934513	0.92644185	0.9025061	0.9465083	0.8895707	0.8969326	0.9006223	0.9327797	0.91322404	0.840996	0.87959903	0.88775355	0.89514804	0.9145328	0.85881156	0.9189116	0.8863914	0.91263056	0.87210023	0.9124247	0.8912343	0.8979275	0.9230709	0.8846421	0.9439554	0.9289674	0.8909247	0.94136363	0.8719357	0.8962741	0.934766	0.902621	0.9086783	0.9277551	0.8882587	0.92913955	0.9489805	0.92182153	0.90756345	0.9094423	0.8952857	0.8671856	0.93631846	0.893556	0.85458964	0.8962529	0.92709017	0.89154243	0.91960853
je/pron	0.9371426	0.8500201	0.9409813	0.9699353	0.9325663	0.92834026	0.925388	0.96997565	0.96732366	0.8823169	0.9272249	0.8751119	0.93239844	0.9112173	0.9225112	0.90395623	0.90945023	0.929751	0.88370913	0.9066353	0.9544971	0.94317055	0.9470544	0.9293561	0.928371	0.9110977	0.88811797	0.9605158	0.92464846	0.9008769	0.91457283	0.85554767	0.8483335	0.83220744	0.64979035	0.66085684	0.6651834	0.60798025	0.8118345	0.83580005	0.80995035	0.85151196	0.7912399	0.6120839	0.835262	0.78726274	0.8618463	0.75238216	0.75882024	0.930579	0.9086331	0.7728511	0.81387866	0.8151071	0.46643615	0.87603647	0.8485244	0.82778096	0.6400945	0.8637324	0.8896008	0.924627	0.67141134	0.8417517	0.86035866	0.82570064	0.7450201	0.67779016	0.8433058	0.7831094	0.7118695	0.803306	0.86317515	0.9163182	0.7891365	0.7323928	0.7889449	0.750111	0.93394244	0.88590884	0.57467335	0.6624612	0.89801776	0.8916798	0.7987225	0.9010554	0.5915654	0.81028175	0.5585003	0.5251869	0.37608832	0.78375816	0.87135494	0.88981307	0.0	0.88416094	0.8598707	0.8662093	0.80455655	0.8704051	0.7383431	0.89685297	0.81828356	0.9152672	0.51088536	0.5487511	0.75731754	0.6959162	0.5516933	0.81971514	0.88916236	0.73905337	0.8344823	0.8431296	0.7557872	0.72272635	0.6575192	0.851605	0.81108403	0.86752087	0.81306076	0.756333	0.82410645	0.87176096	0.81496483	0.9113147	0.86563194	0.9163158	0.8659793	0.8373064	0.8217834	0.8358561	0.89735025	0.88702744	0.74541724	0.5908984	0.79161596	0.8465256	0.81391025	0.84037834	0.7928782	0.83660257	0.7392826	0.8749246	0.6770754	0.8127651	0.74245596	0.77564037	0.8794689	0.85247326	0.86181915	0.8806205	0.89767265	0.91869724	0.6855011	0.79698884	0.90047413	0.8172797	0.8210577	0.87512547	0.85398626	0.9384455	0.93313706	0.9109826	0.84309554	0.8397174	0.8733501	0.4038365	0.7393026	0.6401994	0.6830211	0.69843173	0.88197464	0.8244908	0.8671873
kar/noun	0.9581817	0.913755	0.94734085	0.97685575	0.9532263	0.95865405	0.95306456	0.9669997	0.9433655	0.93346256	0.9512008	0.9344129	0.9519311	0.9193562	0.93908864	0.9517517	0.9558657	0.964969	0.947205	0.9365062	0.9646432	0.97562295	0.9328501	0.94910645	0.9369164	0.9407589	0.9487193	0.98116994	0.97055143	0.9483035	0.95506084	0.895592	0.91543937	0.8630495	0.894277	0.9186853	0.8863646	0.8738086	0.90776163	0.8910626	0.87059546	0.81023365	0.8713673	0.90727407	0.8914749	0.84411585	0.9558743	0.892135	0.840276	0.8951497	0.92415035	0.8962164	0.8844079	0.87667865	0.91281414	0.8933563	0.91524625	0.88576466	0.87980264	0.8840969	0.94391066	0.9034426	0.86417735	0.8228713	0.9076883	0.91047716	0.889949	0.78831935	0.9095228	0.8970857	0.8593918	0.80926055	0.88995385	0.94833034	0.92844534	0.9114257	0.93001676	0.88642895	0.9088567	0.87954265	0.84912586	0.91538614	0.93372715	0.917646	0.8527858	0.9292324	0.8996197	0.9057161	0.88527095	0.8943976	0.9278992	0.8716326	0.8846103	0.90948486	0.88416094	0.0	0.83209884	0.931891	0.91246057	0.94325244	0.8731345	0.87992716	0.88124603	0.90030545	0.9339007	0.88076115	0.82864934	0.8958114	0.9377514	0.9296962	0.94118136	0.89001703	0.89654404	0.9324285	0.9355924	0.9392635	0.82654095	0.9246137	0.91929585	0.9103449	0.8807371	0.9004122	0.9044859	0.9386376	0.90952724	0.96016496	0.90038323	0.9391129	0.91487056	0.9238874	0.83220184	0.9103922	0.9125527	0.92650163	0.9069716	0.87178206	0.90075517	0.8799003	0.8827101	0.896021	0.80371463	0.90711486	0.8814444	0.90296906	0.85305715	0.9242086	0.9024354	0.8928844	0.85805583	0.84838355	0.8554131	0.859713	0.8781874	0.946425	0.8361033	0.8870307	0.8417208	0.84403014	0.89974236	0.82909834	0.85450965	0.9144403	0.9519113	0.92096955	0.8816748	0.8465488	0.9144429	0.84740794	0.90336275	0.86880845	0.8458282	0.87519336	0.89852524	0.8888551	0.8950621
