	ABVV/name	Bodson/name	Buurmeijer/name	Christian/name	Cédric/name	De/name	Declercq/name	Dekker/name	Demol/name	Europees/adj	Faber/name	Freddy/name	Gerets/name	Hezbollah/name	Koffrie/name	Magda/name	Midden-Oosten/name	Polen/name	Priscilla/name	Rob/name	Standaard/name	Swatch/name	Van/name	Wall/name	Wijk/name	Winter/name	Wotte/name	aanblik/noun	aangeschaft/adj	aanpak/noun	aanvang/noun	afkomst/noun	afloop/noun	analist/noun	auteur/noun	begin/noun	bevolking/noun	bewoording/noun	bijzonder/adj	blik/noun	boek/noun	boodschap/noun	brief/noun	buis/noun	buitengewoon/adj	buurtbewoner/noun	coach/noun	commentaar/noun	constatering/noun	dag/noun	dansbare/adj	dat/comp	dat/det	debuut/noun	dichter/noun	discussie/noun	dit/det	doorbraak/noun	dorp_DIM/noun	droef/adj	echt/adj	einde/noun	erg/adj	even/adj	feestganger/noun	film/noun	gegeven/noun	gelijkspel/noun	geluid/noun	gericht/adj	geschiedenis/noun	gesprek/noun	gestemd/adj	geval/noun	glorieus/adj	hacker/noun	herdershond/noun	herstel/noun	het/noun	hij/pron	iedereen/pron	iets/adv	ik/pron	indicator/noun	integratie/noun	kansloos/adj	kant/noun	kwartaal/noun	liberalisering/noun	luchtig/adj	markt/noun	me/pron	men/pron	mevrouw/noun	mij/pron	minder/adj	moment/noun	mond/noun	nog/adv	ondertitel/noun	ontwikkeling/noun	ontzettend/adj	opgewekt/adj	oplossing/noun	opnieuw/adv	oppositie/noun	optimistisch/adj	ouder/noun	perspectief/noun	positief/adj	reactie/noun	realiteit/noun	rest/noun	resultaat/noun	rots/noun	sarcastisch/adj	seizoen/noun	signaal/noun	steeds/adv	strohalm/noun	student/noun	team/noun	tegelijk/adj	teken/noun	tendens/noun	teneur/noun	terugkeer/noun	titelstrijd/noun	toekomst/noun	tolk/noun	trip/noun	u/pron	uitlating/noun	uitslag/noun	veel/noun	verandering/noun	verklaring/noun	vermager/verb	vertrouwen/noun	vertwijfeld/adj	verwachting/noun	vlak/noun	voorbeeld/noun	vrolijk/adj	wanhoop/noun	wat/pron	we/pron	wedloop/noun	week/noun	weekeinde/noun	weinig/adj	wel/adv	wending/noun	wij/pron	woordvoerder/noun	ze/pron	zeer/adv	zege/noun	zo/adv	zomermaand/noun
dichter/noun	0.7428522	0.95121485	0.98165303	0.5406697	0.8005928	0.77018076	0.5464724	0.9463746	0.96778095	0.9333589	0.7644086	0.8131351	0.7542017	0.9733251	0.94483864	0.78070813	0.93228793	0.8342919	0.86607176	0.61255866	0.822368	0.95908344	0.794402	0.96304905	0.77112037	0.64018226	0.81296694	0.87890184	0.9712996	0.9194592	0.93647826	0.77436906	0.83827233	0.9774654	0.46444172	0.9578989	0.93380797	0.7694009	0.81696236	0.7678003	0.7324389	0.8204081	0.77852815	0.96855116	0.8781193	0.8423503	0.77610826	0.88547224	0.8058118	0.91475976	0.8187103	0.9049009	0.92494255	0.7326381	0.0	0.90317994	0.9262376	0.9046274	0.9062079	0.86174697	0.86627316	0.9667116	0.89887154	0.8982139	0.8025523	0.8121801	0.8501651	0.9549625	0.92692316	0.87550116	0.87726367	0.733075	0.90155506	0.9436608	0.88369334	0.8339964	0.9932561	0.99636286	0.94772583	0.7658745	0.94527805	0.8692014	0.9384967	0.98119146	0.9524347	0.939221	0.92112756	0.9711986	0.99485606	0.74529797	0.9955229	0.88712215	0.89310664	0.736215	0.9280015	0.9390071	0.87663496	0.876299	0.9527911	0.7521242	0.9721259	0.9096164	0.80884385	0.9064023	0.96548754	0.9859831	0.8852075	0.7378589	0.955531	0.90919936	0.8975026	0.8313555	0.9648409	0.97175664	0.95837367	0.79306704	0.9575596	0.94010967	0.9264991	0.99707305	0.92998403	0.8927736	0.7924127	0.94672334	0.93468755	0.81376266	0.91296095	0.8193052	0.9241575	0.79464114	0.87745386	0.96518373	0.91399735	0.98366666	0.8011414	0.98312086	0.83435154	0.99097973	0.97872746	0.77078474	0.9504593	0.9059587	0.91587734	0.803802	0.6853957	0.8485442	0.9481948	0.9682678	0.8408967	0.8771629	0.91408044	0.9521952	0.856451	0.94812256	0.75957805	0.8328983	0.90321195	0.9748999	0.86456096	0.860358
discussie/noun	0.8809561	0.720067	0.7708305	0.8545809	0.9865086	0.98522985	0.9854079	0.8797929	0.9028507	0.6828401	0.77369285	0.9817481	0.7542896	0.9660667	0.9037087	0.9774269	0.76079786	0.7304314	0.9259655	0.8837591	0.91236264	0.9913559	0.95301646	0.82722783	0.9327618	0.9337699	0.8409742	0.9366764	0.9895775	0.83409107	0.8864682	0.9174067	0.80296636	0.8775521	0.8537866	0.7032569	0.8947274	0.8413871	0.7867658	0.805179	0.8123576	0.7967819	0.6430702	0.9814704	0.6764262	0.8316021	0.8527274	0.6561518	0.92135906	0.897667	0.9607991	0.7596816	0.81889206	0.9405769	0.90317994	0.0	0.8305953	0.82781124	0.9994892	0.8952601	0.8470921	0.8765909	0.88471127	0.8643696	0.9447827	0.7603783	0.92653203	0.90835637	0.97041184	0.6770533	0.7657032	0.5786121	0.95180273	0.9703979	0.81309366	0.9876317	1.0	0.9600837	0.85418814	0.82270485	0.9067696	0.9316207	0.9226543	0.8603264	0.6714697	0.9140737	0.9065138	0.91703755	0.7463273	0.87263846	0.81327045	0.91042054	0.7933676	0.83797026	0.9243084	0.93337196	0.8662733	0.80265284	0.82167935	0.910463	0.7792337	0.951654	0.88920325	0.8125175	0.8664574	0.6965066	0.70324445	0.8963017	0.63127136	0.72483	0.588979	0.9021144	0.95980406	0.95355546	0.98699886	0.8607696	0.82772464	0.94406	0.8202354	0.9059856	0.9395739	0.8526633	0.8400475	0.7805308	0.8038137	0.7238767	0.7783727	0.755325	0.7700243	0.7781966	0.8738698	0.96838325	0.5848774	0.9374189	0.90097857	0.7419543	0.6056098	0.9298921	0.7164102	0.9022545	0.88902074	0.67374766	0.74817985	0.8968501	0.95408547	0.8755243	0.84593225	0.7749485	0.7731828	0.85932016	0.8283926	0.8780096	0.8743645	0.91191995	0.8254179	0.86574966	0.83574086	0.9238409	0.8178076	0.93124837
dit/det	0.963371	0.8842922	0.863793	0.9712804	0.9798775	0.9898581	0.9885256	0.85817057	0.89956075	0.81978625	0.9387012	0.95345926	0.78504896	0.9502352	0.7497963	0.987348	0.8890389	0.83175796	0.9597115	0.96502686	0.9194318	0.8811697	0.9978824	0.8200673	0.9275598	0.93522286	0.7229587	0.8662509	0.9040922	0.88197136	0.72456884	0.99264944	0.88066554	0.754584	0.80831593	0.6527709	0.89400506	0.8729104	0.71774614	0.93563104	0.84643203	0.8847246	0.90871733	0.9851211	0.7177459	0.95531285	0.8212262	0.87190795	0.82433397	0.8605367	0.8610311	0.7060835	0.5201663	0.7768145	0.9262376	0.8305953	0.0	0.6578529	0.96969444	0.77781564	0.7957038	0.57382846	0.80004185	0.8894623	0.7841255	0.72942615	0.88867813	0.78640187	0.85576797	0.9271216	0.76072013	0.81102294	0.9127604	0.8174652	0.684947	0.84059757	0.98498094	0.7379254	0.7279813	0.7774215	0.8867492	0.81013054	0.7747594	0.84227455	0.89072126	0.7900444	0.91135246	0.7047782	0.89304	0.8927801	0.888617	0.83698654	0.7750915	0.9671176	0.8054421	0.81677157	0.8717906	0.95083725	0.7798774	0.82205284	0.8288485	0.87422085	0.8488759	0.8641847	0.68037665	0.9251479	0.7692832	0.9350352	0.84444886	0.75594294	0.87115985	0.87644935	0.69706106	0.6324131	0.9471952	0.78831095	0.72695196	0.8328035	0.8591595	0.8042026	0.99449795	0.74777603	0.8353	0.8655172	0.91408694	0.8628592	0.8798952	0.6779287	0.8267835	0.9597649	0.8650938	0.8579722	0.8015305	0.7905433	0.7731912	0.8483993	0.90078	0.83276594	0.86818653	0.90410775	0.6680199	0.84397584	0.8995655	0.8533439	0.9294114	0.8424428	0.6411443	0.87527543	0.71953773	0.8619388	0.7590624	0.78437895	0.80890095	0.6580487	0.97931415	0.9017487	0.78474844	0.6964807	0.81841	0.92697036
doorbraak/noun	0.85012007	0.8703093	0.8955256	0.96620893	0.97479385	0.9607565	0.8905752	0.9005311	0.8629682	0.55924356	0.92945415	0.9044774	0.89601547	0.8594836	0.8186135	0.98648316	0.7383381	0.7233093	0.97780955	0.9465471	0.9145478	0.90373814	0.9859037	0.852424	0.9159194	0.9535174	0.80931556	0.96264505	0.9285975	0.8857926	0.7629676	0.9909135	0.8902465	0.79585814	0.9723662	0.69770324	0.871611	0.9224619	0.7664552	0.9751437	0.9231182	0.8894675	1.0	0.9822972	0.8550683	0.9533162	0.8966685	0.9446844	0.93233377	0.95835316	0.9631367	0.8475565	0.73284626	0.7806984	0.9046274	0.82781124	0.6578529	0.0	0.92314756	0.9469657	0.67523015	0.7450148	0.8587874	0.9610653	0.9747624	0.79270744	0.9401403	0.7974801	0.85171837	0.8944441	0.81667876	0.9078666	0.81581944	0.89047915	0.85725665	0.8994036	0.9968312	0.75056905	0.9080236	0.8928679	0.94553274	0.8292975	0.8398671	0.74994314	0.6495681	0.8841625	0.90481365	0.8110567	0.6228943	0.93126214	0.69123346	0.89617056	0.8414489	0.9551253	0.9081241	0.86164993	0.86842823	0.99877447	0.84948623	0.89109796	0.6041212	0.84792584	0.86510205	0.7511232	0.8013718	0.930444	0.8081027	0.97378874	0.71704316	0.79070973	0.92074	0.8007364	0.6769779	0.809497	0.8409702	0.87560666	0.790101	0.81635743	0.9083535	0.94003236	0.9995707	0.88032943	0.9266291	0.8430288	0.8506138	0.82872504	0.83570004	0.7042449	0.73778284	0.93208563	0.7486441	0.94953454	0.8748641	0.8494227	0.82837105	0.64403534	0.86347866	0.87693626	0.90467656	0.9148534	0.7025578	0.61623627	0.82104135	0.87334055	0.89605284	0.9066011	0.73565483	0.75285876	0.8539916	0.75705767	0.79271984	0.85582936	0.7342287	0.79655576	0.9877193	0.93535846	0.833375	0.82324994	0.92082983	0.9533416
dorp_DIM/noun	0.9988945	0.99633616	0.99319214	1.0	1.0	0.9982441	0.9950328	0.99391526	1.0	0.96966845	0.99809986	0.9074264	0.990264	0.9778914	0.99645627	1.0	0.97736233	0.970994	0.98819876	0.9947154	0.9313353	0.9713726	1.0	0.9358996	0.9950629	0.9928558	0.98514754	0.8028765	1.0	0.9949133	0.8897701	0.90000075	0.959473	1.0	0.98531735	0.9828367	0.8752003	0.9894384	0.9513034	0.96642715	0.96919376	0.8867344	1.0	0.8336478	0.98113024	0.97957635	0.98856056	0.9908111	0.9970322	0.9854843	0.917476	0.94658977	0.98884755	0.95067465	0.9062079	0.9994892	0.96969444	0.92314756	0.0	0.8014177	0.8172621	0.98667437	0.8823604	0.8810586	0.95523274	0.9341836	0.78169507	0.9881897	0.9129796	0.9949463	0.97688997	0.9958322	0.94877577	0.9305723	0.7403049	0.5551442	1.0	0.998271	0.9543001	0.9852758	0.8711404	0.9273077	0.99038243	0.9665311	0.9787269	0.9957194	0.9554251	0.98473257	1.0	0.8128105	1.0	0.9773232	0.9815179	0.98617893	0.946172	0.86627024	0.9536707	0.84042937	0.9947905	0.9725239	0.9741886	0.83886194	0.85950094	0.9634443	0.886535	0.9547956	0.9775427	0.97675586	0.9026655	0.9842074	0.9813914	0.91714275	0.89220625	0.98980945	0.39485514	0.9907303	0.9737816	0.86905825	0.9132492	0.93987507	0.90080005	0.93307626	0.8148522	0.9863172	0.98750174	0.9857524	0.9332734	0.9847427	0.99830294	0.99765044	0.8235519	0.9911695	0.9960311	0.97948396	0.9695405	0.9565145	1.0	1.0	0.92557454	1.0	0.96286523	0.95130306	0.9860779	0.7341547	0.8318409	0.98186696	0.97919357	0.9961595	0.9063487	0.9178908	0.87843454	0.97287387	0.9798279	0.98754555	0.98525894	0.98647547	0.9011328	0.999866	0.957423	0.8319542
droef/adj	0.90835506	0.87254745	0.788818	0.9804897	0.9823081	0.9474581	0.95377254	0.7681947	0.927586	0.9134079	0.9775624	0.78186095	0.8360399	0.9669955	0.8664963	0.9798134	0.87202626	0.924983	0.98192745	0.91713655	0.89484006	0.8827384	0.9225295	0.702923	0.92766625	0.90043306	0.91400874	0.4223371	0.8810597	0.9444621	0.8701702	0.96878177	0.76893747	0.8570694	0.7484193	0.85036504	0.93863785	0.840837	0.70575	0.6017771	0.78163576	0.82159626	0.9441445	0.8419476	0.6198422	0.95951813	0.8876872	0.7860477	0.6749176	0.5953942	0.7458694	0.690995	0.75972617	0.80941087	0.86174697	0.8952601	0.77781564	0.9469657	0.8014177	0.0	0.770064	0.73631144	0.6844469	0.6081866	0.68828976	0.6533793	0.82216686	0.827006	0.66462284	0.76708585	0.5780328	0.88222957	0.7135839	0.85380673	0.67333347	0.9299407	0.91534805	0.8623229	0.7152808	0.7087765	0.75291985	0.75615335	0.7501689	0.9215525	0.89239895	0.89357567	0.7299372	0.87834543	0.9670386	0.49822396	0.96129274	0.71208286	0.7104092	0.7920198	0.64580816	0.76383656	0.651203	0.58105576	0.8694936	0.8563067	0.842725	0.7146795	0.49045527	0.9648897	0.8802112	0.9218853	0.71774507	0.89941645	0.7349423	0.7774337	0.85608315	0.48239172	0.8555268	0.7706761	0.8565189	0.628865	0.8576573	0.8566748	0.8193244	0.95826256	0.950891	0.87605387	0.4580564	0.91979545	0.92974746	0.8215316	0.78752553	0.9062304	0.8020503	0.78097224	0.8170749	0.7878376	0.7795565	0.88734835	0.77207655	0.9384476	0.84823275	0.9113187	0.882103	0.74374264	0.83884794	0.88995826	0.8164419	0.5436002	0.7349346	0.7932075	0.8631106	0.76325524	0.88350374	0.7950704	0.62427926	0.8078993	0.72291774	0.8364933	0.92036545	0.7148242	0.71891433	0.8591177	0.6659222	0.9268603
echt/adj	0.9292532	0.93645567	0.9175104	0.9894721	1.0	0.9936937	0.96358764	0.9487399	0.9802294	0.8642988	0.9764515	0.97429633	0.9423823	0.99188447	0.8475691	0.9975342	0.79174125	0.8674991	0.96313244	0.9804247	0.9204162	0.89760214	0.9979142	0.91105044	0.969559	0.9731087	0.9308281	0.8205153	0.9639045	0.9408547	0.88873667	0.98608786	0.88374037	0.89357114	0.9584501	0.80546266	0.94812393	0.89855516	0.76109123	0.9141948	0.8342533	0.7736046	0.95221055	0.83697826	0.8737179	0.9586955	0.9378908	0.92932117	0.8835465	0.8731301	0.7987328	0.58040035	0.6340861	0.87989604	0.86627316	0.8470921	0.7957038	0.67523015	0.8172621	0.770064	0.0	0.92385316	0.5409777	0.6265324	0.8568581	0.75609565	0.71699893	0.9008417	0.8568364	0.8850552	0.9475182	0.93019116	0.8262156	0.70163894	0.8465696	0.7126727	0.9613968	0.9321333	0.6236331	0.69295824	0.66238815	0.7735383	0.4693874	0.91219306	0.93200153	0.89514744	0.8735983	0.8875254	0.8798727	0.8230524	0.87460035	0.5057442	0.63742673	0.8424945	0.5946504	0.8026655	0.6975732	0.9202732	0.6975189	0.90380925	0.86399156	0.4440853	0.8203633	0.7125076	0.88090557	0.93225926	0.79149157	0.8789687	0.66348934	0.8416846	0.9156301	0.7913678	0.94011074	0.90689474	0.90144795	0.9182123	0.815927	0.7608805	0.80181193	0.8306112	0.89061034	0.8950443	0.75196147	0.76482695	0.8919593	0.8807161	0.9200363	0.8966289	0.86389905	0.9393202	0.94431436	0.6430682	0.94933885	0.97642463	0.79457474	0.80096805	0.928193	0.650578	0.72634864	0.8436996	0.7966386	0.69744426	0.9181293	0.8144324	0.86190486	0.5623469	0.67263067	0.99072844	0.8150819	0.85320336	0.697297	0.5406326	0.90400374	0.70136327	0.96865606	0.5717945	0.80012083	0.94838405	0.5496377	0.9334485
einde/noun	0.9147788	0.92348903	0.8210691	0.9793055	0.97640836	0.9862137	0.9857322	0.84169436	0.9120887	0.8286275	0.9133769	0.9240372	0.87615156	0.99613553	0.8217287	0.9718415	0.93748647	0.9663496	0.98687476	0.8776336	0.9051647	0.9667498	0.98923105	0.8852702	0.9308462	0.9682938	0.71304864	0.73992836	0.9692461	0.9364865	0.5713546	0.9839463	0.79646826	0.8922507	0.85030323	0.42234802	0.9876753	0.9230528	0.86215246	0.77962536	0.80714786	0.90576875	0.9402476	0.9942494	0.7875053	0.9580188	0.80748105	0.8178956	0.7623637	0.5572765	0.9978866	0.9386599	0.9743781	0.61196697	0.9667116	0.8765909	0.57382846	0.7450148	0.98667437	0.73631144	0.92385316	0.0	0.8515948	0.92275333	0.8999544	0.7270715	0.95745367	0.76011527	0.8266178	0.9483737	0.56679046	0.7436708	0.98393214	0.8738597	0.75437623	0.9790439	0.97736174	0.7888323	0.9289386	0.7762744	0.98894686	0.8815174	0.8575957	0.9926385	0.9411253	0.7889026	0.7584913	0.82730013	0.8280896	0.92049235	0.9957787	0.90758085	0.93677604	0.9676144	0.88767505	0.767724	0.59271634	0.84349275	0.8095283	0.8370268	0.7933112	0.9521778	0.8910416	0.88788676	0.70776796	0.96711487	0.9073204	0.9272039	0.8160702	0.904257	0.94601107	0.8299233	0.6320291	0.7192089	0.8634076	0.940229	0.59590495	0.9801743	0.84728724	0.9923816	0.93473494	0.7105998	0.74524665	0.9176874	0.9997528	0.87940645	0.7005085	0.7979071	0.7443398	0.94356114	0.8855516	0.8867662	0.91071343	0.97303545	0.84046936	0.9457217	0.9186063	0.8414105	0.95850134	0.9737141	0.75277144	0.9546758	0.81620735	0.8915293	1.0	0.9428532	0.84529567	0.87061614	0.64995563	0.7673938	0.7839248	0.96021223	0.809982	0.901771	0.99771786	0.94298625	0.9025068	0.6184605	0.86837226	0.9956539
erg/adj	0.84643114	0.84931636	0.9046925	0.99601233	0.99849606	0.993917	0.95674676	0.9234044	0.9607248	0.93072	0.9807562	0.8929905	0.92057425	0.96589756	0.7864685	0.9966139	0.90881485	0.97609824	0.9932301	0.9279609	0.9327334	0.6679784	0.968507	0.77345765	0.8270174	0.955913	0.8595791	0.72103494	0.89786434	0.5608107	0.7297609	0.9831456	0.7368744	0.7464869	0.93349695	0.89132774	0.93560356	0.7468078	0.37287146	0.69463074	0.82175165	0.4274482	0.8226492	0.9311807	0.64500797	0.89245397	0.9252456	0.70353425	0.6275649	0.83958256	0.8176226	0.59091204	0.55948675	0.7820531	0.89887154	0.88471127	0.80004185	0.8587874	0.8823604	0.6844469	0.5409777	0.8515948	0.0	0.50316656	0.8768648	0.7673577	0.7659004	0.7943279	0.6082596	0.8736975	0.85448706	0.8096963	0.65546477	0.558264	0.8013492	0.86547625	0.9716138	0.82927704	0.58261824	0.5664222	0.61065567	0.5614487	0.4479909	0.8645117	0.84959775	0.9166751	0.62350565	0.8004762	0.9503247	0.68217134	0.8358621	0.5264952	0.48505527	0.82738745	0.6133454	0.42395896	0.6531737	0.79462224	0.63768125	0.9040311	0.7314164	0.39710313	0.57584727	0.7114365	0.8790905	0.9053529	0.70606893	0.8615041	0.6840999	0.7434646	0.800087	0.7183186	0.8461795	0.6283287	0.96266544	0.846976	0.93821365	0.69423395	0.6406448	0.87749714	0.8232228	0.940315	0.65746355	0.82156515	0.7938797	0.74775136	0.80817497	0.8952751	0.6909509	0.91737753	0.91935426	0.57276875	0.77963316	0.8958816	0.65780133	0.79206365	0.8104022	0.6676888	0.7748402	0.85101175	0.745347	0.7973561	0.8218572	0.46381176	0.8307826	0.6321472	0.59207916	0.95145506	0.8558033	0.8298954	0.5888139	0.5276107	0.8243768	0.59643644	0.8791834	0.5259106	0.35094762	0.97992843	0.50944567	0.85129136
even/adj	0.8757142	0.94309276	0.9454845	0.97462994	0.94146085	0.96790946	0.95460135	0.7653315	0.8694496	0.97903734	0.9587476	0.91045415	0.86437523	0.99327576	0.91152585	0.96363	0.9533361	0.9491426	0.93299806	0.86765367	0.9513621	0.8679181	0.9346935	0.8117348	0.85593325	0.9481161	0.87001544	0.7112576	0.9196399	0.86629146	0.8635704	0.9844827	0.6681522	0.83089924	0.91008544	0.9373206	0.9607533	0.79504186	0.76600266	0.64496416	0.8536595	0.60246825	0.82708186	0.9059267	0.71496916	0.90762645	0.88153183	0.70134205	0.787315	0.83041835	0.7649191	0.6100687	0.7244455	0.88615775	0.8982139	0.8643696	0.8894623	0.9610653	0.8810586	0.6081866	0.6265324	0.92275333	0.50316656	0.0	0.7070486	0.83273834	0.9544227	0.81518304	0.70895326	0.8547731	0.93760264	0.87241054	0.6696204	0.86828125	0.897385	0.9310295	0.89314914	0.9075042	0.71194005	0.54469866	0.4683767	0.5564623	0.5827009	0.9697595	0.9437318	0.8810099	0.78151715	0.9459377	0.98628753	0.63358176	0.92873627	0.5175234	0.77441144	0.6729399	0.6051427	0.78856856	0.72445405	0.53043723	0.732139	0.9304794	0.9573912	0.6228683	0.5116484	0.8692842	0.9144877	0.9424688	0.65884006	0.9243437	0.83203745	0.7772794	0.8637046	0.8314022	0.9589534	0.93299645	0.95989776	0.79107934	0.9108292	0.88597184	0.645578	0.87974876	0.96671265	0.9660032	0.63938653	0.95275885	0.94554114	0.8331901	0.95965916	0.90693945	0.79383713	0.8381834	0.92571265	0.687986	0.85456854	0.96177495	0.75248975	0.96089965	0.8487661	0.81491965	0.77430594	0.683844	0.8597635	0.8914279	0.9498711	0.5633008	0.7647205	0.5364792	0.7267852	0.9008609	0.8608765	0.899522	0.7357259	0.53542185	0.8677162	0.80241656	0.97341794	0.56625116	0.7421257	0.93211776	0.60963404	0.91204655
feestganger/noun	0.87301	0.98263294	0.98722976	0.9564249	0.9826149	0.94620943	0.9728719	0.8758701	0.95836306	0.9395897	0.9134887	0.9925453	0.92184293	0.95403737	0.95368737	0.9498947	0.92738694	0.9558873	0.9896826	0.8286839	0.9197553	0.8206376	0.9488726	0.9516092	0.8221767	0.9164385	0.87683314	0.7131423	0.99851775	0.90830237	0.97009057	1.0	0.88984174	0.9913211	0.9426749	0.98638755	0.9005989	0.88514096	0.9266486	0.8129583	0.94462657	0.891151	0.9798602	0.930662	0.92047024	0.9483302	0.92361253	0.90521276	0.95361924	0.7984376	0.57602257	0.9225512	0.91677135	0.95517707	0.8025523	0.9447827	0.7841255	0.9747624	0.95523274	0.68828976	0.8568581	0.8999544	0.8768648	0.7070486	0.0	0.86374843	0.9879139	0.9484254	0.90569365	0.6791532	0.8904687	0.8395646	0.77155507	0.9599216	0.942135	0.8677163	0.9324864	0.997956	0.93659705	0.8600843	0.84737897	0.90939295	0.92349815	0.97976714	0.9488077	0.9360672	0.8525527	0.99854535	0.98515356	0.6944431	0.96846944	0.8663799	0.9581993	0.90552205	0.9185236	0.8883937	0.9521143	0.88276476	0.860122	0.8753187	0.98431563	0.9074753	0.7056143	0.9528074	0.85993373	0.92312264	0.8375223	0.9251054	0.860899	0.9027683	0.98361534	0.92476255	0.9852735	0.95838606	0.9326827	0.68628806	0.7696313	0.9401943	0.9602518	0.92236793	0.9559552	0.9200289	0.8579311	0.9826844	0.9553926	0.83135796	0.98029065	0.90174896	0.86832654	0.89318913	0.7792768	0.9440996	0.91957384	0.93661606	0.87280685	0.9746655	0.98681915	0.8188774	0.9580509	0.6799363	0.9079086	0.9427665	0.89772886	0.81054586	0.74162805	0.9615885	0.9402497	0.8410912	0.8892056	0.9479821	0.86151105	0.93341184	0.84093076	0.92764	0.87555	0.8476324	0.96157956	0.97200817	0.8538287	0.92750907
film/noun	0.9408772	0.9522114	0.94306386	0.9445396	0.9983059	0.9800105	0.9853319	0.9627746	0.9975923	0.90721107	0.9645516	0.9099032	0.95491844	0.98993605	0.87960166	0.9945918	0.83410364	0.8844516	0.8465383	0.8939018	0.95287263	0.9204447	0.95006025	0.8341688	0.93470037	0.9566688	0.9104568	0.6524159	0.85271037	0.84460914	0.9206454	0.9816678	0.8120595	0.8792966	0.58708996	0.8407233	0.93831825	0.837641	0.702075	0.81338567	0.36430156	0.67076457	0.8487943	0.9757785	0.68982387	0.8184889	0.9554616	0.72436273	0.70097184	0.8230245	0.76801395	0.8861476	0.8377924	0.7828486	0.8121801	0.7603783	0.72942615	0.79270744	0.9341836	0.6533793	0.75609565	0.7270715	0.7673577	0.83273834	0.86374843	0.0	0.9267742	0.9105329	0.6753173	0.9249517	0.47078812	0.6654463	0.83895373	0.9407884	0.74546707	0.8467398	0.862731	0.9393196	0.84977967	0.8748986	0.8282187	0.80889845	0.8844118	0.9460612	0.91070694	0.9997297	0.7719704	0.9580067	0.93972826	0.6149747	0.94200516	0.8720597	0.87161666	0.94531846	0.8541882	0.9029352	0.8129251	0.8570682	0.95319015	0.30868322	0.8560218	0.8539153	0.601017	0.9165864	0.97326875	0.944698	0.77503246	0.9301835	0.7630187	0.7975685	0.8547445	0.65250653	0.8906455	0.8984233	0.95852786	0.8400471	0.8198408	0.7809579	0.86903024	0.9945369	0.9635686	0.94015634	0.6119743	0.93835986	0.8871632	0.72377384	0.9171219	0.79301125	0.9587871	0.9329772	0.88581467	0.8625669	0.83197904	0.9674056	0.8910019	0.96492755	0.8013932	0.917999	0.97389984	0.8474135	0.8639723	0.89128757	0.8510327	0.5921352	0.92768097	0.8860721	0.9149989	0.84090316	0.8597354	0.89355546	0.85711896	0.9083778	0.61136055	0.92389977	0.9575093	0.8757923	0.7868251	0.99972755	0.6630054	0.84717155
gegeven/noun	0.9553486	0.9399991	0.94310796	0.98172635	0.9993162	0.99643105	0.9949127	0.9947358	0.9989017	0.9305716	0.9462756	0.98599404	0.90563965	0.9768352	0.9365461	1.0	0.89436245	0.9979393	0.99257517	0.9907768	0.8743939	0.97673535	1.0	0.8488124	0.9942423	0.90291375	0.95113814	0.9524243	0.98705685	0.9160347	0.9760231	0.91701037	0.87502205	0.8264742	0.83981836	0.9197244	0.81521493	0.8461516	0.7967477	0.9830642	0.8564912	0.72235346	0.9484422	0.9938618	0.8924396	0.9373071	0.94424343	0.8616383	0.82816	0.99286896	0.9469489	0.6277572	0.8105256	0.94976103	0.8501651	0.92653203	0.88867813	0.9401403	0.78169507	0.82216686	0.71699893	0.95745367	0.7659004	0.9544227	0.9879139	0.9267742	0.0	0.93300784	0.8389896	0.94315386	0.96099764	0.8930932	0.8245719	0.5709119	0.9373671	0.4634825	1.0	0.86133945	0.76339245	0.91791147	0.8640177	0.9411189	0.86491996	0.6417705	0.8522079	0.9818383	0.7328753	0.8646988	0.9627661	0.8664349	0.8957725	0.8738608	0.7244216	0.93051016	0.8226279	0.82521075	0.78246844	0.9921158	0.8767483	0.96488726	0.62868226	0.8394057	0.9393896	0.9078762	0.9217812	0.9063462	0.8693295	0.9428926	0.7934408	0.80639035	0.78346455	0.7728958	0.9114644	0.7316426	0.99959046	0.8386224	0.91261315	0.53177595	0.8863702	0.97883165	0.9149242	0.85528773	0.8476555	0.8030755	0.6663872	0.8546952	0.939422	0.9855414	0.88174117	0.96309173	0.8918285	0.8877574	0.91511315	0.7540859	0.75418574	0.71350765	0.8176029	0.92029965	0.8244123	0.97938144	0.81295	0.6863048	0.8910059	0.9283	0.9954695	0.88552356	0.78893363	0.9631773	0.8403922	0.7707461	0.765582	0.78039443	0.8402015	0.69765615	0.93947893	0.90685	0.72892606	0.9945794	0.81671023	0.9842318
