	ABVV/name	Bodson/name	Buurmeijer/name	Christian/name	Cédric/name	De/name	Declercq/name	Dekker/name	Demol/name	Europees/adj	Faber/name	Freddy/name	Gerets/name	Hezbollah/name	Koffrie/name	Magda/name	Midden-Oosten/name	Polen/name	Priscilla/name	Rob/name	Standaard/name	Swatch/name	Van/name	Wall/name	Wijk/name	Winter/name	Wotte/name	aanblik/noun	aangeschaft/adj	aanpak/noun	aanvang/noun	afkomst/noun	afloop/noun	analist/noun	auteur/noun	begin/noun	bevolking/noun	bewoording/noun	bijzonder/adj	blik/noun	boek/noun	boodschap/noun	brief/noun	buis/noun	buitengewoon/adj	buurtbewoner/noun	coach/noun	commentaar/noun	constatering/noun	dag/noun	dansbare/adj	dat/comp	dat/det	debuut/noun	dichter/noun	discussie/noun	dit/det	doorbraak/noun	dorp_DIM/noun	droef/adj	echt/adj	einde/noun	erg/adj	even/adj	feestganger/noun	film/noun	gegeven/noun	gelijkspel/noun	geluid/noun	gericht/adj	geschiedenis/noun	gesprek/noun	gestemd/adj	geval/noun	glorieus/adj	hacker/noun	herdershond/noun	herstel/noun	het/noun	hij/pron	iedereen/pron	iets/adv	ik/pron	indicator/noun	integratie/noun	kansloos/adj	kant/noun	kwartaal/noun	liberalisering/noun	luchtig/adj	markt/noun	me/pron	men/pron	mevrouw/noun	mij/pron	minder/adj	moment/noun	mond/noun	nog/adv	ondertitel/noun	ontwikkeling/noun	ontzettend/adj	opgewekt/adj	oplossing/noun	opnieuw/adv	oppositie/noun	optimistisch/adj	ouder/noun	perspectief/noun	positief/adj	reactie/noun	realiteit/noun	rest/noun	resultaat/noun	rots/noun	sarcastisch/adj	seizoen/noun	signaal/noun	steeds/adv	strohalm/noun	student/noun	team/noun	tegelijk/adj	teken/noun	tendens/noun	teneur/noun	terugkeer/noun	titelstrijd/noun	toekomst/noun	tolk/noun	trip/noun	u/pron	uitlating/noun	uitslag/noun	veel/noun	verandering/noun	verklaring/noun	vermager/verb	vertrouwen/noun	vertwijfeld/adj	verwachting/noun	vlak/noun	voorbeeld/noun	vrolijk/adj	wanhoop/noun	wat/pron	we/pron	wedloop/noun	week/noun	weekeinde/noun	weinig/adj	wel/adv	wending/noun	wij/pron	woordvoerder/noun	ze/pron	zeer/adv	zege/noun	zo/adv	zomermaand/noun
boodschap/noun	0.87150335	0.9216616	0.95052236	0.8845036	1.0	0.9885393	0.9620967	0.92832637	0.99718237	0.93398005	0.9690286	0.91052264	0.9642299	0.9629882	0.86068016	0.99669653	0.93409395	0.82831216	0.83653563	0.79856586	0.905042	0.86975557	0.9760833	0.66611373	0.8280973	0.9601543	0.8758234	0.768129	0.92751	0.55250704	0.76784	0.93627346	0.60571337	0.6735496	0.75278676	0.91199374	0.8618048	0.72663176	0.5701723	0.6165966	0.7317301	0.0	0.6567325	0.97518545	0.6170963	0.7106788	0.91459584	0.49932945	0.7351718	0.8675779	0.84120786	0.7389147	0.7812481	0.76560664	0.8204081	0.7967819	0.8847246	0.8894675	0.8867344	0.82159626	0.7736046	0.90576875	0.4274482	0.60246825	0.891151	0.67076457	0.72235346	0.87106407	0.5583564	0.82320976	0.9168602	0.6779634	0.58816886	0.8228254	0.9277122	0.7501846	0.8860831	0.78630304	0.79642206	0.5535538	0.69725955	0.6021929	0.72352004	0.8347306	0.83128935	0.9710427	0.5480399	0.8872716	0.9492406	0.6336082	0.8222643	0.7856395	0.72600716	0.75475407	0.80987334	0.57890636	0.73390263	0.7181761	0.82672703	0.90134394	0.74890673	0.71998847	0.5493281	0.7276957	0.9270299	0.82016546	0.6278336	0.8160602	0.78795344	0.6951864	0.61228323	0.8832404	0.8231863	0.6729637	0.9801712	0.9128767	0.9908024	0.636197	0.7503432	0.9332908	0.85757214	0.9613682	0.60351235	0.85717756	0.74997556	0.6242844	0.8228096	0.97637093	0.76045924	0.89441454	0.9664899	0.6933651	0.73619473	0.85723805	0.7394769	0.7741482	0.6953136	0.741603	0.8440025	0.8884044	0.74563694	0.8148371	0.8860214	0.426194	0.8853089	0.79519486	0.77430737	0.9743382	0.8564483	0.82085544	0.725338	0.74274194	0.73813397	0.7557316	0.94198453	0.6082125	0.41648716	0.9945674	0.60452783	0.8490854
brief/noun	0.8798473	0.8830466	0.76622516	0.73504794	0.9898945	0.9325012	0.9553341	0.8723063	0.9970001	0.9726445	0.6199013	0.9388224	0.84033585	0.9078565	0.93404394	0.9804214	0.8764411	0.8538724	0.83833426	0.8070417	0.84520876	0.99361885	0.89803636	0.8593219	0.81794524	0.809933	0.93179286	0.99429196	0.88616407	0.75783944	0.87105036	0.8552351	0.7381301	0.8090381	0.69408226	0.80490017	0.939844	0.80148363	0.8785813	0.69356364	0.6628741	0.6567325	0.0	0.94868064	0.7247344	0.6040653	0.9661804	0.5714158	0.8335508	0.8933467	0.97376394	0.77607214	0.8580944	0.8790407	0.77852815	0.6430702	0.90871733	1.0	1.0	0.9441445	0.95221055	0.9402476	0.8226492	0.82708186	0.9798602	0.8487943	0.9484422	0.93330586	0.99209046	0.8025989	0.948895	0.70430887	0.96042544	0.9767582	0.92372394	0.956934	0.77407634	0.9297258	0.87888896	0.74039567	0.96968234	0.8911432	0.8886715	0.9936702	0.85027707	0.9739391	0.96908486	1.0	0.9830411	0.8663297	0.89617777	0.8936085	0.8931478	0.57644033	0.8741746	0.89508724	0.8691548	0.8534452	0.9399501	0.881829	0.8982186	0.86820143	0.90796375	0.8052373	0.8954891	0.78338414	0.83015525	0.6912895	0.98852485	0.79052603	0.45863867	0.9841789	0.982279	0.93279505	0.99840546	0.83958	0.986909	0.92625934	0.8455107	0.93494546	0.83404636	0.99259907	0.87563485	0.9860347	0.9647865	0.56572866	0.8422313	0.97443914	0.8727559	0.851038	0.9729506	0.81460303	0.5469539	0.93739784	0.88554734	0.9341425	0.6598878	0.9288864	0.95966744	0.73224735	0.9486057	0.96295726	0.9365188	0.90010554	0.86375093	0.81740975	0.9501092	0.9843774	0.7958536	0.8711864	0.8388349	0.89410645	0.93943375	0.9119043	0.7521377	0.8708395	0.75213814	0.9827352	0.8248946	0.9383758
buis/noun	0.983001	0.96233106	0.92722744	0.9895067	1.0	0.9392653	0.9923302	0.95359546	1.0	0.99810094	0.9897775	0.9492346	0.9843488	0.9937964	1.0	0.99594724	0.9845058	0.9906997	0.9596069	0.8946102	0.99737734	0.9559124	0.90202594	0.92879045	0.82823783	0.9919717	0.9952616	0.8090035	0.5559811	0.98052686	0.9231458	1.0	0.94992054	0.92241734	0.99089384	0.9704851	0.98536557	0.928462	0.97212666	0.96090823	0.8151201	0.97518545	0.94868064	0.0	0.9546002	0.8874486	0.9941123	0.9491972	0.99429256	0.9203337	0.9111013	0.9406072	0.98409003	0.97340477	0.96855116	0.9814704	0.9851211	0.9822972	0.8336478	0.8419476	0.83697826	0.9942494	0.9311807	0.9059267	0.930662	0.9757785	0.9938618	0.9781258	0.9366265	0.98305863	0.9978687	0.96543604	0.93915653	0.9597484	0.9120835	0.9820899	0.92092746	0.9840518	0.9750346	0.9651823	0.8757248	0.9336595	0.97895235	0.9805449	0.9905835	0.9972992	0.947188	0.9649017	0.989537	0.8809036	0.9279573	0.96718776	0.9351074	0.7766911	0.9075883	0.89200187	0.98334825	0.898635	0.9509781	0.9766814	0.99473125	0.86995167	0.88391614	0.94379056	0.9311598	0.96482486	0.8912197	0.96564937	0.9432776	0.96098477	0.9396133	0.9297578	0.9826191	0.9610549	0.9802235	0.94913346	0.98553914	0.981124	0.9399516	0.99815077	0.9674015	0.99835646	0.6564895	0.99774754	0.98127556	0.9515035	0.9868833	0.9905897	0.985186	0.97612804	0.97054404	0.9538494	0.89207447	0.9975798	0.9753728	0.99293315	0.9862478	0.9650059	0.8953504	0.97808695	0.94737893	0.9863442	0.961913	0.82971996	0.86599076	0.9800919	0.9821375	0.9937815	0.9711625	0.9678912	0.9207324	0.97642267	0.97499496	0.9810124	0.960954	0.96231467	0.93343645	0.9857737	0.87243235	0.9355484
buitengewoon/adj	0.8441757	0.83286214	0.5973854	0.9599154	0.99550825	0.9731337	0.9556619	0.8331872	0.99776936	0.8794525	0.91843915	0.8779459	0.90507644	0.9673747	0.7839675	0.9980228	0.8561536	0.9208669	0.87615275	0.86615235	0.95423144	0.8570112	0.94661295	0.733577	0.7767444	0.9508543	0.9108116	0.7007655	0.9452032	0.7599021	0.8578985	0.9919199	0.68505883	0.6950555	0.8488521	0.81296843	0.85942906	0.73300195	0.60109735	0.6730895	0.7556241	0.6170963	0.7247344	0.9546002	0.0	0.8477482	0.92884	0.63314444	0.6665213	0.8599095	0.82779706	0.7604642	0.7804769	0.8858526	0.8781193	0.6764262	0.7177459	0.8550683	0.98113024	0.6198422	0.8737179	0.7875053	0.64500797	0.71496916	0.92047024	0.68982387	0.8924396	0.74237055	0.65517604	0.852654	0.702208	0.739798	0.6849779	0.7730451	0.84659696	0.9316268	0.94706506	0.80599445	0.66388977	0.68255854	0.8350463	0.6490158	0.8000757	0.816872	0.8650522	0.9575091	0.6431132	0.7195451	0.8800671	0.6607693	0.843758	0.7959688	0.76718855	0.7708105	0.7330597	0.76657546	0.6398235	0.7344309	0.93201715	0.8047711	0.7465695	0.8251098	0.5772608	0.9014705	0.9037596	0.8739032	0.6909852	0.8646543	0.7263602	0.6103276	0.628206	0.82138556	0.9017611	0.61067295	0.98014843	0.87349546	0.9555314	0.7053118	0.7683058	0.98614246	0.9769585	0.97480243	0.5657964	0.8109509	0.8117597	0.7596678	0.85278696	0.8344281	0.7758123	0.8642491	0.871977	0.84140253	0.4634474	0.8732811	0.74743676	0.83876455	0.75411654	0.918729	0.893317	0.89633745	0.7121521	0.79090595	0.8709273	0.65936214	0.92392164	0.85332537	0.82958245	0.9192849	0.8548415	0.7934821	0.75521046	0.80099636	0.6530503	0.8556155	0.899156	0.82490623	0.51087403	0.9683869	0.7811624	0.8938506
buurtbewoner/noun	0.9010972	0.9094524	0.8701416	0.89685374	0.98645097	0.92249507	0.88296443	0.9827328	0.96540993	0.9857094	0.90807104	0.8152241	0.9263344	0.9411749	0.8624595	0.92805964	0.9140447	0.89829695	0.39090413	0.8953156	0.8900677	0.9455867	0.7922876	0.87109697	0.9367837	0.9708984	0.93911254	0.9154813	0.9397367	0.95936775	0.9420887	0.930393	0.7977944	0.8420632	0.8745473	0.95716673	0.93131095	0.8794202	0.8914893	0.8434245	0.91200024	0.7106788	0.6040653	0.8874486	0.8477482	0.0	0.90332425	0.78174603	0.96985847	0.83609587	0.9977144	0.88738555	0.92564356	0.9928943	0.8423503	0.8316021	0.95531285	0.9533162	0.97957635	0.95951813	0.9586955	0.9580188	0.89245397	0.90762645	0.9483302	0.8184889	0.9373071	0.97375077	0.8086715	0.83936447	0.921927	0.7690891	0.8722068	0.94377476	0.9883271	0.9886673	0.6983653	0.95170516	0.9452308	0.81620675	0.79729676	0.91968614	0.9086822	0.94198537	0.9602343	0.986971	0.9011241	0.9542139	0.98167485	0.9077732	0.9432166	0.91383624	0.8805865	0.8734046	0.9504532	0.88582754	0.8865074	0.93230224	0.9574957	0.93746775	0.89556026	0.89575446	0.912545	0.6557066	0.92168266	0.8882999	0.8692527	0.49552572	0.9055561	0.7903902	0.65452486	0.97187734	0.9711314	0.9067459	1.0	0.9165939	0.99345577	0.7700113	0.8592963	0.91247845	0.79277223	0.98708975	0.8804333	0.8873184	0.88232404	0.6234439	0.9377003	0.9312897	0.8961828	0.8659289	0.94398665	0.9305501	0.78641176	0.92133975	0.9580889	0.91724646	0.6127876	0.95061225	0.96906364	0.5988462	0.909359	0.9183848	0.8534515	0.8846464	0.7251099	0.9190629	0.8826913	0.977986	0.87844753	0.9546635	0.9136783	0.9250278	0.8705558	0.8763159	0.89529103	0.86465037	0.85051966	0.9873609	0.8884184	0.82867277
coach/noun	0.8242856	0.8616072	0.99998397	0.786104	0.7918481	0.7652758	0.6906655	0.82918334	0.4302035	0.84801555	0.8415371	0.6464234	0.33759528	0.99633044	0.93816435	0.70278513	0.88309014	0.8725324	0.8933476	0.68954	0.86098146	0.95984846	0.6921373	0.92655647	0.71682835	0.71698475	0.3857239	0.9635958	0.9366232	0.8186239	0.8520708	0.99958324	0.4010285	0.913647	0.86823344	0.8038959	0.8769562	0.7053318	0.89685833	0.8837459	0.9781108	0.91459584	0.9661804	0.9941123	0.92884	0.90332425	0.0	0.78881437	0.8620088	0.96776986	0.9053906	0.85846174	0.93004006	0.5695104	0.77610826	0.8527274	0.8212262	0.8966685	0.98856056	0.8876872	0.9378908	0.80748105	0.9252456	0.88153183	0.92361253	0.9554616	0.94424343	0.66444933	0.9231914	0.9319485	0.98612535	0.68496406	0.92446524	0.95976937	0.8469559	0.96125615	1.0	0.8969585	0.96066844	0.7209389	0.8227293	0.8748809	0.843032	0.9338408	0.9757182	0.54113674	0.8980358	0.97457886	0.99842566	0.8983654	0.95321107	0.79002523	0.8598485	0.849265	0.86232215	0.9268275	0.9242989	0.7951062	0.8605494	0.9514169	0.9371716	0.9215455	0.8699261	0.91682357	0.6842872	0.92921025	0.8067541	0.8781748	0.9119782	0.89078695	0.9148307	0.96910137	0.7913606	0.9238149	0.9836821	0.7939707	0.587708	0.9379643	0.9306302	0.934919	0.95786005	0.39326262	0.9116066	0.874084	0.988928	0.87220794	0.81057984	0.7256334	0.7674053	0.9306722	0.81951964	0.9656272	0.8798352	0.9164711	0.76679873	0.9461777	0.7459136	0.9964537	0.59421986	0.86901885	0.8733275	0.888449	0.8631292	0.9382304	0.86077577	0.9299396	0.78854966	0.9373786	0.84588814	0.67547435	0.8704084	0.9374863	0.9259765	0.8186304	0.8267621	0.87328076	0.88637495	0.52410156	0.964037	0.95977014
commentaar/noun	0.6669159	0.711614	0.829857	0.7668137	0.9730696	0.8228612	0.96242815	0.80490685	0.9057754	0.944629	0.87956786	0.8944134	0.8143676	0.8452951	0.84292316	0.98230064	0.88729924	0.8415252	0.95175564	0.616254	0.7997062	0.9031443	0.8287586	0.55356205	0.61480886	0.8666593	0.707425	0.7964255	0.9895075	0.73787576	0.8008893	0.95896554	0.47410464	0.54466665	0.6928141	0.85424495	0.91529316	0.5985545	0.6467372	0.7414044	0.68104494	0.49932945	0.5714158	0.9491972	0.63314444	0.78174603	0.78881437	0.0	0.5552279	0.85779494	0.93434966	0.74353397	0.81175005	0.72031605	0.88547224	0.6561518	0.87190795	0.9446844	0.9908111	0.7860477	0.92932117	0.8178956	0.70353425	0.70134205	0.90521276	0.72436273	0.8616383	0.6774116	0.74160063	0.8827226	0.8433994	0.49476594	0.7017734	0.876632	0.91647756	0.9380222	0.999314	0.8389238	0.856421	0.6097386	0.82710683	0.6008265	0.85575885	0.8616406	0.90364337	0.87180495	0.6532671	0.86490214	0.9729996	0.7546642	0.84236354	0.8666077	0.80186886	0.73297524	0.8346835	0.7441954	0.7733444	0.6633624	0.92999774	0.9297107	0.8095377	0.853364	0.6405494	0.9360155	0.90011287	0.68175936	0.5177642	0.9118285	0.85965145	0.5728868	0.30480963	0.9026442	0.9306246	0.7747563	0.96929485	0.75212514	0.90758216	0.8166549	0.83527696	0.9187941	0.94825745	0.8513269	0.69633114	0.8832219	0.79503506	0.46637696	0.79816514	0.8874808	0.8025997	0.92571735	0.92352927	0.87473977	0.52730453	0.7720183	0.60677445	0.85662156	0.51529026	0.95886415	0.78195477	0.8646945	0.7496708	0.87340784	0.8398373	0.6796093	0.93556803	0.8667551	0.88887477	0.97964674	0.87558234	0.70546603	0.6877353	0.8494183	0.7771892	0.90179574	0.77800894	0.8557006	0.57509714	0.885949	0.6145599	0.9022061
constatering/noun	0.8132834	0.8993918	0.956179	0.90997607	0.9940987	0.8795472	0.91799533	0.94102263	0.8204684	0.93165874	0.8466649	0.8292678	0.7869417	0.9681365	0.8660729	0.9994837	0.86934245	0.89594585	0.9842129	0.82537425	0.93281347	0.9869739	0.87443036	0.83856016	0.8378016	0.7686318	0.8281747	0.6115958	0.8895344	0.7079402	0.781804	0.92280686	0.6709293	0.8149658	0.81095004	0.96344984	0.93714863	0.78150266	0.6736201	0.63662136	0.69415957	0.7351718	0.8335508	0.99429256	0.6665213	0.96985847	0.8620088	0.5552279	0.0	0.7791745	0.9881901	0.8407423	0.83963984	0.69868755	0.8058118	0.92135906	0.82433397	0.93233377	0.9970322	0.6749176	0.8835465	0.7623637	0.6275649	0.787315	0.95361924	0.70097184	0.82816	0.6426159	0.85730386	0.90819085	0.70396894	0.7999327	0.9224869	0.8266651	0.77893174	0.9124849	1.0	0.91788554	0.72841674	0.70146585	0.84226847	0.74507666	0.81068313	0.92222494	0.8991667	0.8283272	0.66573215	0.93982464	0.93996525	0.8482509	0.95755744	0.7715087	0.727625	0.77836597	0.7039667	0.86329234	0.67484045	0.6730155	0.90869766	0.9364644	0.8567134	0.80926144	0.60361564	0.953914	0.8712626	0.9199682	0.8651651	0.8981594	0.8883097	0.826243	0.8108932	0.5975964	0.84867334	0.84117436	0.95472777	0.8398335	0.8995954	0.8589132	0.86963636	0.9143116	0.94934696	0.81804127	0.58332497	0.89889693	0.8258272	0.8546838	0.8949299	0.857648	0.8948921	0.94661856	0.8462213	0.80146587	0.7544092	0.9474464	0.6732844	0.9055178	0.84229136	0.97324175	0.7691764	0.84530216	0.8725803	0.89884883	0.83317924	0.64527404	0.87813133	0.893771	0.8644035	0.89912134	0.9156943	0.7538822	0.82234275	0.8816817	0.82917714	0.8769506	0.95371675	0.821548	0.6944317	0.91313004	0.67971617	0.75733745
dag/noun	0.9579183	0.89948165	0.9407989	0.9810213	0.9975279	0.90413946	0.97143584	0.769506	0.9903045	0.8822136	0.918342	0.8783269	0.92945325	0.9357139	0.8447016	0.9661658	0.8708159	0.9109358	0.94269013	0.8992304	0.8085357	0.9688255	0.96551275	0.83515835	0.9802968	0.974012	0.9174085	0.5711945	0.9400966	0.9937871	0.80017895	0.97745305	0.86961794	0.93592894	0.8119458	0.65500236	0.8892629	0.93548447	0.8624469	0.8297362	0.93341184	0.8675779	0.8933467	0.9203337	0.8599095	0.83609587	0.96776986	0.85779494	0.7791745	0.0	0.9294073	0.8903062	0.9345627	0.7043133	0.91475976	0.897667	0.8605367	0.95835316	0.9854843	0.5953942	0.8731301	0.5572765	0.83958256	0.83041835	0.7984376	0.8230245	0.99286896	0.82068384	0.7586959	0.8872113	0.554156	0.77778184	0.8529041	0.9609213	0.80743015	0.92117286	0.9590216	0.80134374	0.89274096	0.7753279	0.9402916	0.91032225	0.8201596	0.97158414	0.9916531	0.7721863	0.7864226	0.9477039	0.9960361	0.90899456	0.9688133	0.7934359	0.9099609	0.9303585	0.82429403	0.7637369	0.5859672	0.8710159	0.8316144	0.9604169	0.92510664	0.8832768	0.8151999	0.9134466	0.75049037	0.9456408	0.91154295	0.89077926	0.82246035	0.9169965	0.9225093	0.8478919	0.88553435	0.81857073	0.7388182	0.9200798	0.61290115	0.9211587	0.8278437	0.9562557	0.9587615	0.8112172	0.79219306	0.9749563	0.9702629	0.8939089	0.5820722	0.8507439	0.7401906	0.9116351	0.7677493	0.8118851	0.87259305	0.965932	0.900958	0.94965386	0.9614319	0.7844141	0.8966195	0.91660005	0.8388828	0.97020316	0.8120235	0.82008183	0.9626439	0.85427505	0.87061065	0.91907364	0.5084244	0.81746787	0.694422	0.88530904	0.7815213	0.9712487	0.98196334	0.848627	0.92004347	0.75545454	0.73214304	0.8522632
dansbare/adj	0.99339753	0.92629033	0.98948985	1.0	0.9995129	0.9893304	0.9687082	0.95595205	0.9485998	0.8941146	0.9870414	0.98291045	0.90858406	0.99626786	0.96893126	1.0	0.9933098	0.9995351	0.99438053	0.96753	0.9745982	0.74986947	1.0	0.9350593	0.9543404	0.95658904	0.9309869	0.6865041	0.9935217	0.82828045	0.9981789	1.0	0.9021515	0.95357436	0.93250924	0.995205	0.92205197	0.74734104	0.76875734	0.8893962	0.86657536	0.84120786	0.97376394	0.9111013	0.82779706	0.9977144	0.9053906	0.93434966	0.9881901	0.9294073	0.0	0.88110006	0.82869095	0.88857716	0.8187103	0.9607991	0.8610311	0.9631367	0.917476	0.7458694	0.7987328	0.9978866	0.8176226	0.7649191	0.57602257	0.76801395	0.9469489	0.9653797	0.8289378	0.7054014	0.949487	0.9591078	0.7012252	0.7442281	0.8434455	0.8454832	0.8580479	0.9762229	0.7428584	0.86503744	0.8025673	0.9174507	0.859239	0.93622816	0.9672171	0.9848855	0.8195682	0.9322314	0.9907643	0.5517789	0.9545072	0.8308793	0.89747435	0.88213193	0.83343714	0.82338256	0.87185943	0.9963365	0.91987836	0.862056	0.9593297	0.9008472	0.7044041	0.9636375	0.99884135	0.9990062	0.7164704	0.95314115	0.8647602	0.77866554	0.92744285	0.95026743	1.0	0.85576034	0.92317283	0.7741134	0.92850906	0.9128279	0.8746904	1.0	0.9453942	0.9200792	0.7610723	0.98861724	0.9416027	0.8605701	1.0	0.89424574	0.9780933	0.98075384	0.84344983	0.8974663	0.9300908	0.9766809	0.78577834	0.9654144	0.9723006	0.81061006	0.95527786	0.9250941	0.9245722	0.8246607	0.8997786	0.81826645	0.83272666	0.89674366	0.8782748	1.0	0.9429279	0.94937146	0.66955304	0.7598231	0.85212576	0.8395213	1.0	0.8299018	0.83170384	0.9936526	0.7461926	0.8580261
dat/comp	0.9111607	0.83611596	0.85962474	0.92704666	0.99447757	0.97371155	0.9689805	0.9097465	0.94227207	0.8963728	0.88287807	0.96170706	0.78992325	0.8809819	0.77271014	0.9959274	0.8304126	0.928055	0.88137805	0.9474701	0.90023625	0.93806416	0.9484052	0.6584334	0.8887317	0.889258	0.9052147	0.8979572	0.88730484	0.9110369	0.900738	0.88021046	0.7258013	0.63439846	0.83664364	0.819041	0.7184503	0.8047484	0.7285402	0.9209211	0.8459786	0.7389147	0.77607214	0.9406072	0.7604642	0.88738555	0.85846174	0.74353397	0.8407423	0.8903062	0.88110006	0.0	0.45392764	0.9323314	0.9049009	0.7596816	0.7060835	0.8475565	0.94658977	0.690995	0.58040035	0.9386599	0.59091204	0.6100687	0.9225512	0.8861476	0.6277572	0.8712834	0.7946479	0.8387234	0.9265629	0.8168788	0.85262907	0.6792733	0.87796	0.8036022	0.9070885	0.6184369	0.5413207	0.73197335	0.6615518	0.75468713	0.6044351	0.68497074	0.8298439	0.88424885	0.810307	0.7090043	0.84630644	0.75894815	0.7643961	0.5200356	0.55745524	0.83154994	0.4786361	0.7469103	0.7787273	0.85371894	0.66964716	0.9353548	0.7883823	0.56442463	0.81436527	0.73809135	0.7705834	0.8114492	0.5990182	0.81829834	0.843778	0.6158006	0.6590712	0.7202952	0.8915673	0.7440363	0.9848688	0.703869	0.88036174	0.6164205	0.60075706	0.68028367	0.8811653	0.8630618	0.6756437	0.6098412	0.7578244	0.7646271	0.8624294	0.91643023	0.7720133	0.8913936	0.8492267	0.7230302	0.7651243	0.8773224	0.77990574	0.7032491	0.61766136	0.6894605	0.5972625	0.77820873	0.76573527	0.8092466	0.82404673	0.8523818	0.80255085	0.4806618	0.6533943	0.93510884	0.7898135	0.8238566	0.61571395	0.4355423	0.84841454	0.5459018	0.8895629	0.7092012	0.6487167	0.9198544	0.55608875	0.88546115
dat/det	0.9718472	0.9336759	0.9187802	0.9289684	1.0	0.99555105	0.9954929	0.913804	0.9329106	0.8326068	0.9832775	0.97807145	0.9211172	0.9697788	0.8633325	0.985334	0.9218077	0.92556584	0.96386385	0.9597279	0.94885755	0.9095395	0.99579567	0.8788761	0.98189044	0.9335991	0.899235	0.8307063	0.8987792	0.861488	0.97037196	0.9909588	0.80431104	0.8198428	0.8951301	0.94707465	0.8498827	0.8681566	0.5351181	0.90257925	0.8405816	0.7812481	0.8580944	0.98409003	0.7804769	0.92564356	0.93004006	0.81175005	0.83963984	0.9345627	0.82869095	0.45392764	0.0	0.98103803	0.92494255	0.81889206	0.5201663	0.73284626	0.98884755	0.75972617	0.6340861	0.9743781	0.55948675	0.7244455	0.91677135	0.8377924	0.8105256	0.8635483	0.84932345	0.9098235	0.8494192	0.87738574	0.8912735	0.6610657	0.7907532	0.8708125	0.919334	0.7831124	0.42943877	0.7618048	0.6936729	0.75516176	0.47506487	0.79254365	0.81286556	0.86673814	0.8913739	0.87714136	0.8543509	0.8267491	0.9182559	0.5462554	0.55222094	0.88507193	0.574639	0.7823726	0.8442961	0.91452676	0.7108342	0.9113993	0.77925444	0.56548387	0.81421083	0.7990826	0.892536	0.8852157	0.7374424	0.89384997	0.81023264	0.6489839	0.7429762	0.78082705	0.92618483	0.8150466	0.9664671	0.7710611	0.9702387	0.7773644	0.7411107	0.816841	0.9623625	0.9487247	0.77525485	0.8369058	0.8915168	0.8350442	0.8286381	0.8825855	0.75385046	0.9392771	0.8569496	0.7055397	0.8462726	0.8846504	0.6892494	0.7162398	0.84711987	0.6816265	0.7294494	0.81988096	0.9154358	0.75054437	0.88009787	0.784947	0.8837965	0.55874395	0.5436677	0.9996649	0.9407774	0.92740834	0.567193	0.48992306	0.79359645	0.5268183	0.9878747	0.6576792	0.72116536	0.9319301	0.54179835	0.94273347
debuut/noun	0.8789151	0.9217751	0.9772879	0.86996603	0.9846986	0.8337406	0.803699	0.7938385	0.76640475	0.7648221	0.86155534	0.8767361	0.70268965	0.9955901	0.9291265	0.98040164	0.9507635	0.84203273	0.99063295	0.6145616	0.9282482	0.98928684	0.8003052	0.90384203	0.80018497	0.7995413	0.62409294	0.7984002	0.97908163	0.70125115	0.7900358	0.8847603	0.62648207	0.8603898	0.65482825	0.64309096	0.946791	0.7620224	0.71899664	0.9128802	0.717352	0.76560664	0.8790407	0.97340477	0.8858526	0.9928943	0.5695104	0.72031605	0.69868755	0.7043133	0.88857716	0.9323314	0.98103803	0.0	0.7326381	0.9405769	0.7768145	0.7806984	0.95067465	0.80941087	0.87989604	0.61196697	0.7820531	0.88615775	0.95517707	0.7828486	0.94976103	0.7274331	0.8062246	0.92403156	0.68434495	0.7370322	0.9018061	0.91297305	0.8490728	0.9156275	0.957302	0.82848895	0.9641634	0.7892598	0.96610415	0.87472934	0.95052016	0.9585471	0.8925201	0.557912	0.8212312	0.9326264	0.9010298	0.882166	0.90576303	0.9325967	0.9845749	0.8774377	0.9323767	0.720568	0.58631873	0.8601144	0.8880933	0.77057636	0.92958105	0.95623326	0.87276554	0.96643203	0.7132536	0.99474865	0.81710064	0.99505377	0.8038413	0.90629375	0.9197845	0.92540926	0.84912604	0.83669114	0.8035761	0.9036178	0.57546175	0.92859626	0.98051876	0.92253095	0.97466046	0.5036887	0.87910306	0.96454483	0.9260362	0.93302166	0.5947205	0.6649692	0.74349797	0.9449768	0.8803466	0.9415592	0.8974962	0.9519186	0.69928235	0.9472176	0.94152546	0.97542065	0.78927904	0.8961093	0.8527166	0.8526041	0.79239285	0.7678876	0.9141079	0.93395406	0.92395467	0.90830624	0.839666	0.6082955	0.7531053	0.9633106	0.8148569	0.9406619	0.94712585	0.9598626	0.7171427	0.5963978	0.843192	0.9208987
