	Merksemse/adj	Ten/adv	aangrijpend/adj	acht_baan/noun	alleen/adj	alleen/adv	alles/noun	altijd/adv	amper/adv	atlete/noun	atmosfeer/noun	bar/noun	bepaald/adj	bitter/adj	blijf/adj	bloed_heet/adj	carrière/noun	commotie/noun	concert/noun	context/noun	correct/adj	dag/noun	dagelijks/adj	detail/noun	duur_voort/adj	echt/adv	eens/adv	eiland/noun	er/noun	feit/noun	gebeur/verb	gebeuren/noun	gelukkig/adj	gespannen/adj	gesprek/noun	geweeklaag/noun	gisteren/adv	goed/adj	gozer/noun	graag/adv	gras/noun	herkomst/noun	heroïsch/adj	het/adj	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	iemand/noun	iets/noun	ingeslagen/adj	inwoner/noun	jeugd/noun	jongeman/noun	kan/verb	kast/noun	kerst_avond/noun	kiezer/noun	kunstenares/noun	kwaad/noun	lang/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maar/adv	man/noun	meen/verb	meer/adj	meer/adv	meisje/noun	meneer/noun	mens/noun	midden/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	onraad/noun	ons/noun	ooit/adv	ook/adv	oud/adj	partij_genoot/noun	periode/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	producer/noun	protestants/adj	riek/verb	sarcastisch/adj	schilderij/noun	schoonheid/noun	staal_industrie/noun	tekst/noun	tijd/noun	tv_kijker/noun	vaak/adj	veel/adj	veld_slag/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voor_woord/noun	vooral/adv	voorts/adv	voorzitter/noun	vorig/adj	vroeg/adj	vroeger/adv	wanneer/adv	weer/adv	weinig/adj	word/verb	zal/verb	zelfs/adv	zo/adv	zomer/noun
niks/noun	0.96402216	0.934925	0.92434597	0.9603667	0.8122028	0.7798922	0.75569636	0.77547514	0.8280715	0.9286164	0.94036627	0.8793868	0.86109716	0.85372293	0.8936432	0.9620769	0.90697324	0.91090435	0.91250044	0.9052793	0.8924032	0.88070107	0.85888976	0.86460114	0.82868695	0.79335815	0.7948622	0.9211019	0.85804397	0.86892205	0.8654506	0.9066421	0.79025555	0.9268652	0.87981	0.95158327	0.9195099	0.87340665	0.89361167	0.87303084	0.8830096	0.9442272	0.9227375	0.8930392	0.839433	0.9536697	0.95680034	0.77793497	0.6020328	0.9399846	0.9094249	0.8553072	0.86635965	0.81017596	0.8782852	0.9486342	0.90217626	0.9485967	0.8610007	0.8861049	0.83874416	0.7899301	0.8529529	0.8741997	0.7449441	0.8589333	0.8529067	0.8304993	0.82234174	0.86376536	0.86362606	0.833645	0.9114055	0.7829679	0.85631436	0.8547181	0.89703965	0.77216804	0.69363	0.43583667	0.0	0.82298124	0.9180841	0.92444116	0.81077516	0.85672855	0.7985511	0.8928232	0.92844594	0.9034684	0.8662449	0.8776501	0.9373725	0.95509046	0.8850967	0.8596941	0.9381473	0.93894196	0.88039625	0.9383189	0.9135569	0.8527975	0.9788656	0.8473705	0.8687255	0.9214972	0.78498936	0.7611546	0.93822825	0.8538966	0.95019656	0.9675353	0.93290365	0.9540236	0.9454286	0.8482135	0.88262266	0.944059	0.9328728	0.84262514	0.93534124	0.8218178	0.8629866	0.725658	0.8722701	0.8452387	0.7669934	0.8209127	0.8638856
nog/adv	0.93618876	0.893268	0.94746685	0.93024987	0.80851924	0.78622985	0.8166069	0.7028965	0.70790505	0.90069634	0.92413497	0.9191768	0.87816477	0.8608289	0.8739844	0.946793	0.8744302	0.9022436	0.9180851	0.9020555	0.87840545	0.799357	0.87063813	0.85455203	0.85326433	0.84726954	0.7000364	0.9140184	0.7779581	0.8700153	0.87960243	0.9099266	0.77952445	0.91648126	0.88386977	0.9531342	0.8421835	0.8253547	0.9224113	0.892018	0.87418056	0.9028909	0.9078301	0.82025343	0.78494	0.93502045	0.9298941	0.83821315	0.76749074	0.9168573	0.9054382	0.8826515	0.90621346	0.7309437	0.90106785	0.9335868	0.8781418	0.9463419	0.91796136	0.7614702	0.8631603	0.83444303	0.8803798	0.92475194	0.6713439	0.9135043	0.88977695	0.79779696	0.72881	0.9047299	0.90068376	0.8660696	0.9035111	0.7318743	0.8112334	0.8823893	0.90361595	0.7175026	0.8425635	0.7865851	0.82298124	0.0	0.9079855	0.9464103	0.85159194	0.8316245	0.78053176	0.89528483	0.91855866	0.8422542	0.8513042	0.9088658	0.90652746	0.94994134	0.87452227	0.9008211	0.94385934	0.9222319	0.92861396	0.92849874	0.91296375	0.9021742	0.9243589	0.9052893	0.75209427	0.91896677	0.84647334	0.7617575	0.9031884	0.86454356	0.9379989	0.94397956	0.91528493	0.9498324	0.93308216	0.8534164	0.8575618	0.9190793	0.87164754	0.8400843	0.88065	0.8033577	0.7369768	0.79535955	0.8339578	0.72344065	0.7963015	0.8062879	0.83728987
nota/noun	0.97890383	0.890684	0.90222013	0.97152674	0.8633118	0.8851894	0.89975786	0.86816424	0.9265865	0.958937	0.92865586	0.9198117	0.84482884	0.90876013	0.8921236	0.971799	0.92210007	0.88537866	0.9021079	0.82690436	0.80438006	0.9373854	0.88194406	0.83108115	0.8628652	0.94886345	0.9016144	0.93422526	0.9446666	0.8395597	0.91513777	0.89257014	0.92012054	0.91577625	0.82213616	0.9586797	0.851406	0.8949739	0.95304614	0.95431185	0.946116	0.8990138	0.9207325	0.9470559	0.86525345	0.94464463	0.89264095	0.8999158	0.9227947	0.94921356	0.91374046	0.9143782	0.9205901	0.8770999	0.90935063	0.9588513	0.8841545	0.94659334	0.9020268	0.9162145	0.8446858	0.9081043	0.9208843	0.92267597	0.9237583	0.9529481	0.8835475	0.8866989	0.9165894	0.95555794	0.89311755	0.93012965	0.9129703	0.9202595	0.92236084	0.8881589	0.91986537	0.9171748	0.89536464	0.9302758	0.9180841	0.9079855	0.0	0.9632221	0.9119684	0.91690385	0.85239595	0.9097939	0.8850168	0.91645694	0.8915762	0.8876814	0.94626737	0.96621644	0.89912575	0.88624513	0.93583983	0.91170436	0.94459456	0.9415444	0.901007	0.92383265	0.95348275	0.7416411	0.9323554	0.9487914	0.85782903	0.9052517	0.92606205	0.8623356	0.9585941	0.922343	0.94898075	0.9729921	0.81765294	0.8486139	0.82299083	0.9002194	0.88290983	0.9074588	0.9432473	0.8897543	0.91877043	0.87704307	0.8499091	0.8600876	0.87435126	0.8816636	0.93581235
onraad/noun	0.9150396	0.92486584	0.9644749	0.9760438	0.9248445	0.95881337	0.9267869	0.92606235	0.92209226	0.96584713	0.95469594	0.9434537	0.94294304	0.961817	0.9591238	0.97102094	0.95940185	0.9587888	0.96476066	0.970328	0.9321556	0.9369671	0.9521521	0.93291104	0.9087478	0.9319638	0.9006346	0.9707276	0.9422101	0.9454504	0.9456247	0.9655842	0.8998805	0.9513741	0.927946	0.96473897	0.90846056	0.95533884	0.9597707	0.923939	0.9222781	0.9468723	0.96196747	0.95430386	0.93809175	0.9496952	0.94877976	0.8865517	0.9494841	0.90552837	0.9405735	0.9620962	0.9004203	0.9025798	0.9250559	0.9198437	0.94347477	0.93362534	0.9749273	0.9621202	0.93779796	0.93489194	0.9459802	0.9423056	0.93608034	0.8928674	0.9060745	0.95461005	0.92252874	0.93328977	0.9097712	0.9371844	0.95997	0.9526617	0.9353223	0.97225535	0.9372014	0.9231334	0.9396409	0.92839116	0.92444116	0.9464103	0.9632221	0.0	0.9320989	0.94554853	0.9350722	0.9428848	0.94818485	0.986649	0.9469928	0.95085585	0.9528506	0.9666021	0.9611098	0.95215493	0.9328234	0.9456681	0.89658475	0.9680582	0.958895	0.9699126	0.97464865	0.9660579	0.958318	0.9395413	0.91266054	0.9459904	0.9524025	0.94455737	0.9502404	0.9729282	0.940237	0.96973974	0.96503097	0.9487218	0.9492108	0.96976054	0.93898684	0.9382732	0.9612703	0.90790296	0.90227175	0.94980145	0.90857893	0.9337368	0.9318979	0.9447474	0.95725054
ons/noun	0.9662618	0.87130857	0.89860094	0.93614995	0.77051306	0.75707525	0.7837027	0.7199043	0.8066458	0.91072905	0.8867228	0.8462315	0.8048622	0.8435229	0.8599159	0.9445223	0.87664545	0.91293705	0.877092	0.86278313	0.8375592	0.8483225	0.78537655	0.8081645	0.73750144	0.83328843	0.7969013	0.83217686	0.86592674	0.8448884	0.9125437	0.8486457	0.7514968	0.89622015	0.86431277	0.941533	0.90097195	0.84793276	0.9255923	0.8501253	0.8437382	0.91143525	0.8973054	0.83512044	0.7759049	0.9492857	0.89309245	0.70199835	0.7987262	0.9333937	0.85856134	0.79083604	0.79726994	0.7902837	0.8679508	0.92311746	0.8226755	0.9011025	0.8213739	0.83680004	0.7297524	0.7264519	0.7978036	0.8635317	0.76406664	0.76380426	0.7869616	0.8392992	0.8344271	0.7991403	0.79991335	0.73315334	0.8265869	0.7457043	0.7900426	0.81307375	0.8227401	0.7859647	0.8068235	0.8451648	0.81077516	0.85159194	0.9119684	0.9320989	0.0	0.78450525	0.8070884	0.8354683	0.8714532	0.8825727	0.8223244	0.8411901	0.93202114	0.9603597	0.77696186	0.7928347	0.90950966	0.893757	0.8880744	0.9379025	0.8539994	0.8092297	0.94799495	0.82523847	0.8590589	0.8877546	0.7561675	0.81419253	0.90135145	0.81005955	0.9264982	0.9664052	0.91449696	0.9478441	0.9118442	0.7659925	0.8320975	0.9063939	0.89097893	0.81805426	0.91285837	0.79659647	0.8083149	0.80893826	0.7492138	0.7820267	0.72118115	0.73408055	0.84156036
ooit/adv	0.95528567	0.89849734	0.86293256	0.91098315	0.7874378	0.78686917	0.8052008	0.7441834	0.8328471	0.8732783	0.8899922	0.83622366	0.83466023	0.8522901	0.8686193	0.94093525	0.7533938	0.9077259	0.80957913	0.8618493	0.846586	0.87079686	0.8416545	0.82164246	0.815952	0.85209525	0.7840792	0.7613721	0.89637387	0.86699665	0.9112908	0.8912473	0.8150424	0.89939797	0.86467326	0.92892945	0.8706141	0.8569045	0.92247385	0.8573746	0.8445867	0.8639334	0.86081135	0.8202518	0.7652682	0.9537694	0.9214195	0.76247966	0.80846995	0.94677454	0.8534098	0.7639723	0.8138224	0.84390545	0.8676504	0.92186177	0.85639167	0.84559834	0.8310352	0.8130443	0.7876153	0.768711	0.80607545	0.8556487	0.789991	0.7841556	0.81090254	0.86546266	0.8265162	0.79241616	0.82619256	0.8153182	0.83036983	0.74021995	0.80153906	0.7543993	0.82294655	0.85872537	0.82260424	0.85441273	0.85672855	0.8316245	0.91690385	0.94554853	0.78450525	0.0	0.7875466	0.71115845	0.88128597	0.8190396	0.8375764	0.77690756	0.9083111	0.94073915	0.74228	0.7599564	0.77280456	0.8476319	0.8798862	0.9007302	0.8053266	0.7669722	0.9284463	0.8041679	0.807448	0.9258527	0.75057936	0.8212771	0.8684411	0.7270986	0.9296595	0.91558295	0.8582324	0.91779345	0.85035753	0.7955207	0.8277229	0.8887006	0.8460055	0.6934557	0.92313105	0.8026231	0.816677	0.8279093	0.79999334	0.8306972	0.68035436	0.68902755	0.7923601
ook/adv	0.94202065	0.81730896	0.85717	0.9311684	0.619831	0.6537918	0.7950258	0.6757867	0.8252244	0.9129536	0.89179075	0.8763042	0.70579326	0.866938	0.81360126	0.9490666	0.8724624	0.8696321	0.8449007	0.7959283	0.80510134	0.8823428	0.7845761	0.7824938	0.78019094	0.7963797	0.7887725	0.8885636	0.8334332	0.8112423	0.8485036	0.82892114	0.76906985	0.87939835	0.8504434	0.9368939	0.884942	0.7747865	0.9012532	0.8700615	0.9016576	0.8573394	0.91900635	0.83582306	0.728847	0.8804699	0.89433545	0.7352035	0.73028004	0.9175238	0.83376515	0.7907026	0.8695406	0.6896755	0.87167275	0.9108214	0.83109814	0.90477365	0.8447952	0.8554294	0.72625184	0.75455236	0.81622297	0.85996497	0.7143153	0.8540186	0.81143516	0.65229833	0.73087054	0.8524689	0.83487725	0.74918205	0.87954026	0.6989229	0.83820206	0.7935567	0.891287	0.7051681	0.82362145	0.774117	0.7985511	0.78053176	0.85239595	0.9350722	0.8070884	0.7875466	0.0	0.8489345	0.8792161	0.8587635	0.8409654	0.8280725	0.9150684	0.9730041	0.81638205	0.7594877	0.8592654	0.9061913	0.8872497	0.8892777	0.84922945	0.81844604	0.92716575	0.78331584	0.8463943	0.8754701	0.6868858	0.6578715	0.91499084	0.8341189	0.94895947	0.93214566	0.9227602	0.94684553	0.886522	0.55538344	0.71578085	0.9038418	0.9065649	0.8133379	0.9152877	0.7895119	0.8479883	0.65995455	0.7864318	0.730182	0.6701112	0.7242569	0.8594593
oud/adj	0.93555534	0.88214576	0.8904898	0.90539265	0.83008504	0.79691005	0.8619366	0.8074975	0.85882896	0.930936	0.8902445	0.81020075	0.83172786	0.88056886	0.8641042	0.9268237	0.88123006	0.92842877	0.8824947	0.8692382	0.87968695	0.91180307	0.8325623	0.8344705	0.8175978	0.8908964	0.8660081	0.793985	0.93274015	0.90169877	0.9384223	0.9087566	0.8231994	0.90527296	0.8884774	0.96547985	0.93357754	0.9053438	0.93928164	0.868564	0.82827234	0.8311265	0.8651632	0.9001154	0.8579042	0.96844405	0.9398665	0.8206776	0.887982	0.9267169	0.8448218	0.782156	0.8361392	0.88215584	0.7589342	0.9240465	0.8947127	0.8537314	0.87579215	0.8215958	0.85922855	0.7745752	0.8045628	0.87059116	0.8635316	0.79753995	0.88168454	0.8682051	0.8627051	0.7930788	0.8419676	0.8361919	0.7617979	0.8439844	0.8948958	0.73834413	0.70613754	0.92922163	0.87664676	0.906308	0.8928232	0.89528483	0.9097939	0.9428848	0.8354683	0.71115845	0.8489345	0.0	0.9298173	0.8343215	0.88144493	0.8037753	0.92727274	0.9061409	0.7706038	0.844568	0.91035897	0.8464463	0.8767692	0.9339497	0.7220244	0.80058944	0.9478439	0.7732674	0.80458355	0.93421364	0.75755155	0.8594663	0.8661955	0.73318	0.8660242	0.9428848	0.66564375	0.9368265	0.8926919	0.80229294	0.81702685	0.94583833	0.91729635	0.59782755	0.891654	0.86241	0.81004226	0.89958507	0.80322933	0.89504695	0.7568475	0.8484143	0.8594984
partij_genoot/noun	0.97591996	0.91700757	0.9410852	0.9725546	0.884245	0.8993968	0.9424982	0.8627689	0.911582	0.93927854	0.92770016	0.92898077	0.8888518	0.8606511	0.90196437	0.97739726	0.9010663	0.8720944	0.93517417	0.912703	0.87054086	0.93837345	0.92041093	0.9352686	0.8578614	0.9182482	0.852268	0.9152044	0.8918779	0.8725561	0.9353776	0.915545	0.9152688	0.9108089	0.86704624	0.9676157	0.80802166	0.9529742	0.9587687	0.9012557	0.9330143	0.9442004	0.9162424	0.92593896	0.89946795	0.9567764	0.8791477	0.8352175	0.9286962	0.9389651	0.90208787	0.8946985	0.8689699	0.8947375	0.9308676	0.9530133	0.74261963	0.93757105	0.9168641	0.91448635	0.8480681	0.88855124	0.9092026	0.92230105	0.9059686	0.87253153	0.8520278	0.8883808	0.9014559	0.90982914	0.8611734	0.8838398	0.90080327	0.8877598	0.9153961	0.9407958	0.93013597	0.8845861	0.8775189	0.93612117	0.92844594	0.91855866	0.8850168	0.94818485	0.8714532	0.88128597	0.8792161	0.9298173	0.0	0.94273907	0.88319933	0.9411068	0.9752977	0.9541182	0.93942714	0.7025568	0.9094072	0.8832011	0.9163109	0.89780986	0.93590987	0.924941	0.951678	0.8976307	0.94336855	0.91628826	0.86502075	0.8876561	0.90977806	0.87413144	0.9601004	0.9800479	0.9355772	0.95122665	0.92396367	0.87918353	0.8633238	0.71699965	0.8971737	0.89205366	0.94079053	0.90635574	0.8975464	0.86965907	0.8443881	0.8247924	0.8199377	0.87532926	0.9399754
periode/noun	0.978523	0.9046786	0.8832591	0.9465128	0.85355574	0.85582215	0.8856382	0.85507953	0.8386651	0.9323553	0.85264695	0.9336056	0.8453744	0.8470298	0.84990185	0.92697203	0.7664093	0.9024182	0.8771386	0.8585022	0.87741864	0.6982119	0.87006414	0.8647396	0.8217587	0.9278102	0.90057313	0.8507476	0.9362952	0.8361428	0.86891454	0.8886996	0.8542781	0.9033005	0.8813103	0.91550714	0.8972459	0.89461046	0.9779097	0.9385629	0.90605086	0.89846945	0.904231	0.8808224	0.8430904	0.9581498	0.9660389	0.9035488	0.8741854	0.96414894	0.88743544	0.83823174	0.91235864	0.8739393	0.91827613	0.90059894	0.9042	0.92941624	0.89696795	0.804352	0.8994435	0.8832362	0.9009501	0.9354659	0.8632716	0.9185523	0.8876446	0.8111725	0.89893454	0.8995649	0.90236974	0.89140654	0.8612466	0.83398616	0.7244918	0.83715516	0.8869696	0.91128254	0.89234215	0.9142151	0.9034684	0.8422542	0.91645694	0.986649	0.8825727	0.8190396	0.8587635	0.8343215	0.94273907	0.0	0.83801043	0.8645679	0.967582	0.96643615	0.84359974	0.902652	0.9431401	0.9112943	0.9386972	0.92994064	0.8523607	0.8747956	0.91725755	0.86815166	0.6286549	0.9471823	0.8126355	0.81164706	0.89207125	0.7540116	0.950439	0.9614329	0.91638094	0.95148355	0.9429863	0.7738682	0.83738995	0.93100214	0.7884282	0.79150176	0.9307071	0.85433763	0.8388133	0.84383935	0.84248924	0.82644606	0.79486525	0.8464878	0.72258145
pijnlijk/adj	0.95004475	0.88953847	0.79429924	0.9234508	0.8267976	0.8270418	0.87366265	0.7885951	0.8389008	0.91850054	0.8854177	0.9176702	0.80829	0.7568743	0.75621325	0.95099545	0.8256179	0.8696635	0.87867486	0.8457998	0.8358172	0.87314844	0.82425344	0.788296	0.7329054	0.9059529	0.84097356	0.89224285	0.9052336	0.82614386	0.8657721	0.85905224	0.76016563	0.82253456	0.8511441	0.90308285	0.85588384	0.8954824	0.94526225	0.8881513	0.9054439	0.91729736	0.8619276	0.9030854	0.75069284	0.9337341	0.9278582	0.79326373	0.8396983	0.94612086	0.9079444	0.82504135	0.85166323	0.8461108	0.9043492	0.90080327	0.83259195	0.923684	0.8179605	0.8614873	0.7967816	0.82354385	0.87082994	0.8914585	0.8346483	0.8290603	0.83123094	0.8754083	0.8815154	0.81041664	0.8690705	0.82671106	0.8890353	0.7606287	0.7674455	0.8369436	0.89188087	0.8662315	0.8446679	0.87522686	0.8662449	0.8513042	0.8915762	0.9469928	0.8223244	0.8375764	0.8409654	0.88144493	0.88319933	0.83801043	0.0	0.8684107	0.9647431	0.9339502	0.8266446	0.80078775	0.9285184	0.89454496	0.91347635	0.8406389	0.8782704	0.81352615	0.9289623	0.8235746	0.83679307	0.92193353	0.6796204	0.8094336	0.88353497	0.76649487	0.9412972	0.9568593	0.9259442	0.9458191	0.9108111	0.7734861	0.8697274	0.9200004	0.86601317	0.843298	0.90669113	0.8083925	0.8291122	0.81780505	0.82533044	0.8280756	0.7364339	0.7746208	0.8798643
plaat/noun	0.98460776	0.8971687	0.79147923	0.89295846	0.8343942	0.8186802	0.8049882	0.79205656	0.86257297	0.9291018	0.82037264	0.8156472	0.8703404	0.8863935	0.91397196	0.9306412	0.8334468	0.9325171	0.70553523	0.8408809	0.87329334	0.8941356	0.86483544	0.7932732	0.81940705	0.9003066	0.87920386	0.8729739	0.89709437	0.91883755	0.9186264	0.8756801	0.8537658	0.88116574	0.88689363	0.94549143	0.9405759	0.8861849	0.9270506	0.9145692	0.81534773	0.9093465	0.90530294	0.9001906	0.8508727	0.9625788	0.9514866	0.86181366	0.84337825	0.92324543	0.9211082	0.86331326	0.8748286	0.8719124	0.7555816	0.9408625	0.9087151	0.8608133	0.9084507	0.8482506	0.835801	0.81943256	0.83427066	0.85771716	0.8224157	0.8817901	0.9268317	0.86565673	0.8692456	0.8711466	0.8716038	0.9022563	0.7716925	0.831505	0.83084506	0.67224133	0.6854054	0.905815	0.8902472	0.9162962	0.8776501	0.9088658	0.8876814	0.95085585	0.8411901	0.77690756	0.8280725	0.8037753	0.9411068	0.8645679	0.8684107	0.0	0.84153944	0.85628974	0.7963594	0.8898628	0.75764656	0.9321289	0.90444696	0.89862	0.69226784	0.8074631	0.953003	0.6584263	0.8893278	0.9223946	0.7637572	0.8491775	0.91293776	0.85520864	0.8892237	0.9015813	0.89324045	0.92742604	0.90630674	0.7933512	0.8360168	0.95848143	0.9205563	0.8396862	0.926077	0.88875616	0.8350651	0.84258974	0.848462	0.9158711	0.7884384	0.7644671	0.8480282
plaat_zaak/noun	0.9396067	0.93933785	0.965643	0.94139874	0.93109393	0.91634357	0.929862	0.9199543	0.95114887	0.94785064	0.95800006	0.83973396	0.9430857	0.9501307	0.9738878	0.9601808	0.95798755	0.96787834	0.8941382	0.9585173	0.9642716	0.9204592	0.91508675	0.94334096	0.93108785	0.95075065	0.9281556	0.93109906	0.9426704	0.96381223	0.9563076	0.94266915	0.9391672	0.9624436	0.94782996	0.9470678	0.9477496	0.9301028	0.9774705	0.9532214	0.9562507	0.960895	0.961533	0.9536927	0.9449039	0.96066207	0.9625752	0.93848807	0.9280728	0.9586301	0.9260545	0.9132121	0.93435776	0.90750647	0.9317061	0.9412909	0.9364355	0.92897236	0.9759567	0.9192101	0.92376727	0.91455626	0.9084181	0.9549256	0.9169686	0.9425783	0.9638855	0.9328113	0.9288042	0.93624085	0.92648244	0.93984	0.94318616	0.93447363	0.95529705	0.90493095	0.9483693	0.94635	0.9465015	0.9202854	0.9373725	0.90652746	0.94626737	0.9528506	0.93202114	0.9083111	0.9150684	0.92727274	0.9752977	0.967582	0.9647431	0.84153944	0.0	0.9502898	0.8955573	0.9563589	0.8833087	0.9348721	0.9376637	0.95860195	0.9240089	0.9575747	0.9338698	0.94139814	0.905767	0.94158596	0.919397	0.9233623	0.94386506	0.96764547	0.9315748	0.9645377	0.9017002	0.9640377	0.9493348	0.9254861	0.92198557	0.9785946	0.9379827	0.917042	0.9707583	0.9575218	0.9228717	0.93773365	0.9179384	0.91993576	0.92742574	0.9339175	0.9323299
plaquette/noun	0.95130247	0.94561327	0.9302893	0.9580492	0.9389644	0.94323945	0.97597927	0.95456207	0.95487565	0.9285927	0.9557109	0.9241684	0.96048975	0.9384189	0.89788854	0.9641535	0.95657134	0.9804735	0.9532377	0.955989	0.955818	0.9651282	0.9763987	0.94029516	0.9732321	0.9695842	0.971576	0.9580186	0.9669952	0.9640844	0.97212476	0.93845713	0.97316754	0.9406537	0.95623183	0.96793413	0.9468735	0.95514977	0.970225	0.94915265	0.9466886	0.97156775	0.92374414	0.9865441	0.93743235	0.9838772	0.9609273	0.9581931	0.97159827	0.93547446	0.94019663	0.9602326	0.93592536	0.9638729	0.91609585	0.9641941	0.9799758	0.8982001	0.96050406	0.95362306	0.96555525	0.9509176	0.92416966	0.9781983	0.9665904	0.9605162	0.96994907	0.9821795	0.963591	0.9339035	0.9311516	0.97573125	0.8734177	0.9609458	0.9642553	0.88299996	0.8484941	0.97339404	0.95656794	0.9686712	0.95509046	0.94994134	0.96621644	0.9666021	0.9603597	0.94073915	0.9730041	0.9061409	0.9541182	0.96643615	0.9339502	0.85628974	0.9502898	0.0	0.8754688	0.96548826	0.9698925	0.9686054	0.9481534	0.97856057	0.88723254	0.9366893	0.9632182	0.88737214	0.9676297	0.9713979	0.9590197	0.9620351	0.9254567	0.95072913	0.9442951	0.8560355	0.8848446	0.9239765	0.9445529	0.96300745	0.93827766	0.9550729	0.9750145	0.91687024	0.9403034	0.94115067	0.9525972	0.9718446	0.920015	0.9558921	0.95172083	0.9631806	0.9751572
plek/noun	0.949386	0.8679842	0.8915233	0.904371	0.79210645	0.7829475	0.827242	0.7860456	0.82832104	0.928584	0.8229146	0.7835318	0.81013	0.8766504	0.85694754	0.91062886	0.8925475	0.927649	0.85466075	0.85779613	0.8773551	0.8382132	0.8339864	0.8307396	0.8044685	0.9100946	0.8773031	0.69896257	0.90973204	0.8939859	0.8801149	0.8606655	0.82608455	0.90229654	0.9084402	0.9474472	0.9048647	0.8816506	0.9384931	0.91894865	0.76547253	0.8894583	0.910428	0.8422395	0.8151778	0.96900064	0.95625544	0.81936705	0.8391095	0.90130043	0.83898735	0.82718986	0.85675794	0.84263116	0.8186404	0.9175433	0.8937577	0.9043612	0.8639126	0.8389183	0.848383	0.78486556	0.8209977	0.88895625	0.8547126	0.8350117	0.8732051	0.8479642	0.8736355	0.8161093	0.8730071	0.80597717	0.7411734	0.8015702	0.7663656	0.77240473	0.71368575	0.8766972	0.86822736	0.88934994	0.8850967	0.87452227	0.89912575	0.9611098	0.77696186	0.74228	0.81638205	0.7706038	0.93942714	0.84359974	0.8266446	0.7963594	0.8955573	0.8754688	0.0	0.87909275	0.90923107	0.89173585	0.8795526	0.9282017	0.8020197	0.79626375	0.95508206	0.83499455	0.8401749	0.92606914	0.7946497	0.8526399	0.90489155	0.8111383	0.91889185	0.9453776	0.76935804	0.90452915	0.947296	0.81876713	0.83449686	0.9547011	0.92077994	0.7854649	0.9177574	0.8246726	0.8209758	0.848543	0.7942184	0.86754495	0.7838824	0.77479064	0.7983723
politicus/noun	0.9517762	0.880603	0.8966622	0.94280833	0.781055	0.786702	0.83606935	0.7296001	0.8572313	0.8834159	0.9249165	0.8984606	0.79090893	0.8340992	0.8381359	0.95724505	0.817786	0.84239084	0.89031655	0.8311507	0.7773611	0.90519536	0.84707224	0.84552616	0.7379128	0.8593669	0.8295716	0.8649824	0.8524538	0.83287704	0.9153404	0.88039744	0.8548668	0.8483207	0.7975317	0.94281614	0.753567	0.8657232	0.9555681	0.86250156	0.92389	0.867941	0.8656994	0.8833626	0.7468779	0.9482422	0.8629165	0.7344464	0.8528106	0.9086304	0.7992257	0.776576	0.7992518	0.8516309	0.9096268	0.9242444	0.58858126	0.8467447	0.84056574	0.87572753	0.7068784	0.7747605	0.8568196	0.8290083	0.8022561	0.752135	0.7047176	0.8081102	0.8671556	0.7971064	0.8379054	0.7522765	0.8627124	0.7496984	0.864255	0.904284	0.8885547	0.79313564	0.83715475	0.8640463	0.8596941	0.9008211	0.88624513	0.95215493	0.7928347	0.7599564	0.7594877	0.844568	0.7025568	0.902652	0.80078775	0.8898628	0.9563589	0.96548826	0.87909275	0.0	0.8200037	0.8053624	0.8654825	0.87442756	0.8876318	0.8439617	0.90249056	0.8330691	0.8855349	0.8887944	0.7325058	0.8061046	0.8698801	0.7697933	0.91862	0.9486749	0.9383323	0.9301023	0.87807494	0.72827065	0.81294066	0.7573291	0.89846283	0.8282971	0.9486849	0.82746476	0.8738646	0.7587063	0.829251	0.78378385	0.70813483	0.7278974	0.89585304
