	Jong/name	Zwitser/noun	aanvankelijk/adj	achterkant/noun	arrangement/noun	bak/noun	beeld_merk/noun	begeleiding/noun	benadering/noun	beweging/noun	bijzonder/adj	blik/noun	bocht/noun	body/noun	breakdance/noun	carrosserie/noun	choreografie/noun	compositie/noun	constructie/noun	dan_pas_DIM/noun	dance/noun	decolleté/noun	des/adv	die/det	eenzijdig/adj	eerder/adj	elleboog/noun	en/vg	even/adj	even/adv	figuur/noun	film/noun	fysiek/noun	gebaar/noun	gebouw/noun	gelaat/noun	gelaat_trek/noun	geluid/noun	generaal/noun	gezicht/noun	gitaar/noun	glas/noun	grafiek/noun	grooves/noun	handschrift/noun	hartstochtelijk/adj	heftigheid/noun	heup/noun	hoofd/noun	iets/noun	ietwat/adv	interview/noun	jongen/noun	kaak/noun	kant_DIM/noun	kap_DIM/noun	karakter/noun	kassei/noun	kast_DIM/noun	klank/noun	koets_werk/noun	kop/noun	korrel/noun	la/noun	landschap/noun	lekker/adj	letter/noun	lichaam/noun	lichaam_taal/noun	lied/noun	lied_DIM/noun	lijn/noun	look/noun	manier/noun	mengsel/noun	minder/adj	model/noun	mooi/adj	motoriek/noun	muziek/noun	nogal/adv	one-liners/noun	opgebouwd/adj	opgetrokken/adj	patroon/noun	persoonlijkheid/noun	pixels/noun	raam/noun	ritme/noun	ritmiek/noun	rock/noun	ronding/noun	schouder/noun	slurf/noun	snavel/noun	snuit/noun	speelstijl/noun	steeds/adv	steen/noun	stekel/noun	stijl/noun	symbool/noun	taal/noun	tafel/noun	tamelijk/adj	te/adv	thema/noun	tred/noun	trek/noun	trouwring/noun	uitgestoken/adj	uitspanning/noun	uitwerking/noun	vaas/noun	veel/adj	veelal/adv	verfilming/noun	verzorger/noun	vijver/noun	viool/noun	volume/noun	vorm/noun	wat/adv	weg_net/noun	wolkenkrabber/noun	woonkamer/noun	ze/pron	zeer/adv	zo/adj	zo/adv
ritmiek/noun	0.9535759	0.95474774	0.9036525	0.9389257	0.75554365	0.94482386	0.9377876	0.83120286	0.86339545	0.78773224	0.8229028	0.897611	0.9178437	0.86474925	0.846624	0.91130674	0.7496592	0.7434957	0.8692153	0.8369839	0.8000525	0.90228087	0.8673959	0.8801962	0.92843455	0.9622922	0.93295586	0.79270774	0.89717305	0.819987	0.8514435	0.8711716	0.87347496	0.86668617	0.9063268	0.9032904	0.89385843	0.775904	0.95994484	0.9035661	0.7876256	0.9018003	0.8816287	0.73210204	0.89697474	0.894349	0.8666077	0.90883404	0.95230806	0.90220535	0.8652938	0.947217	0.9122384	0.93321466	0.8972518	0.9473728	0.7917832	0.934095	0.9204797	0.66947865	0.89139104	0.93788713	0.9391562	0.88360846	0.8408524	0.9061259	0.87491363	0.878976	0.880198	0.8056885	0.78042334	0.88315284	0.88952434	0.8357969	0.859203	0.90087014	0.8838896	0.84360886	0.78790766	0.6676922	0.866423	0.9032772	0.85498905	0.9252465	0.8265919	0.8192407	0.9514516	0.92031354	0.6132567	0.0	0.7604492	0.91736966	0.94880027	0.9573929	0.90734977	0.93247867	0.8338622	0.89819705	0.9370453	0.916304	0.7305322	0.9092404	0.8363627	0.93361956	0.86379457	0.90249866	0.8339984	0.89239746	0.88674796	0.9598921	0.94728696	0.96045643	0.8631275	0.9193033	0.89508647	0.8706224	0.8598509	0.9491152	0.9138277	0.8108691	0.88045126	0.86744815	0.86776334	0.923679	0.93587554	0.90970236	0.9418742	0.8376349	0.8791179	0.8413383
rock/noun	0.9190431	0.9349699	0.85945904	0.8931474	0.73179936	0.8917172	0.949903	0.83254766	0.8107403	0.8095837	0.82168096	0.8457381	0.8868787	0.83193266	0.7583188	0.9297573	0.73237336	0.7065003	0.8528595	0.81703174	0.54858613	0.88743395	0.8607363	0.84636736	0.9236002	0.91102743	0.9240521	0.72035056	0.8514279	0.75161034	0.7609417	0.74368614	0.93241173	0.8459813	0.89739716	0.87546647	0.91933084	0.696436	0.91052467	0.8585024	0.6454577	0.8851073	0.9149964	0.68237126	0.91170603	0.851081	0.940199	0.90833133	0.91156244	0.8497649	0.76751596	0.8705834	0.8531044	0.9252802	0.872494	0.96732527	0.7614753	0.9167744	0.91274375	0.63317114	0.91199225	0.87992424	0.9204889	0.776459	0.827282	0.81135833	0.86819017	0.85373026	0.88333094	0.71487224	0.6125083	0.892308	0.8164943	0.81517565	0.7937973	0.86172956	0.81303716	0.7857538	0.88302743	0.49396378	0.7793497	0.9025232	0.8460461	0.8960122	0.86374587	0.7887773	0.9464036	0.91068906	0.65067726	0.7604492	0.0	0.92717445	0.89356446	0.9594918	0.92787135	0.93476593	0.8418972	0.8491681	0.90812516	0.92153645	0.6266588	0.8405626	0.7939502	0.9012048	0.79084766	0.8519148	0.79576975	0.86231387	0.8186293	0.9673132	0.95557255	0.94898516	0.8825402	0.90850705	0.86452925	0.81246114	0.84195906	0.9464504	0.9038155	0.7628279	0.859884	0.81617135	0.80434406	0.9504633	0.8620203	0.9010497	0.8837197	0.8358697	0.8298209	0.8177322
ronding/noun	0.9780098	0.9600066	0.9525812	0.8722223	0.91043556	0.9004422	0.92849076	0.9418794	0.9205027	0.89393365	0.91385835	0.85809827	0.8970596	0.91137826	0.93842137	0.8809303	0.9136615	0.9071447	0.8763323	0.90370136	0.92670393	0.875528	0.9158521	0.8972099	0.95119035	0.9646795	0.86496836	0.8609032	0.91273874	0.8969093	0.89573246	0.9336773	0.95503104	0.90590334	0.9216217	0.88643885	0.923708	0.88063043	0.96685565	0.84134555	0.8972482	0.86226434	0.9307549	0.924025	0.91660154	0.9486561	0.9682049	0.85110086	0.8614854	0.9381396	0.87768435	0.97568566	0.9262659	0.86280006	0.93005747	0.8913605	0.9292231	0.9087881	0.8945471	0.8829671	0.8599438	0.9014263	0.91452533	0.93344486	0.8837661	0.91329813	0.89757246	0.85295004	0.8910992	0.93726945	0.9230125	0.8686952	0.89096457	0.90119755	0.92262936	0.94080865	0.8876486	0.8429439	0.88977796	0.9274193	0.91297805	0.95835304	0.92344916	0.8692403	0.88112247	0.9421535	0.91853786	0.90282744	0.8877325	0.91736966	0.92717445	0.0	0.82561386	0.9255677	0.89214265	0.89862055	0.92268574	0.93776184	0.8529111	0.8890782	0.87843174	0.9268528	0.93382466	0.9134106	0.9093798	0.92244536	0.928181	0.8806304	0.9237214	0.9204443	0.92572516	0.94006854	0.9550938	0.90453434	0.94324344	0.93334424	0.94424486	0.93656915	0.9192068	0.93564874	0.8903328	0.88510436	0.8919382	0.94315404	0.8995167	0.92380536	0.9070932	0.90619785	0.91246206	0.9192069
schouder/noun	0.8759401	0.9265773	0.8498279	0.8067557	0.9284928	0.87203753	0.9526313	0.9147824	0.9137017	0.8121778	0.8777221	0.6919813	0.8371867	0.88390183	0.92251337	0.84090567	0.89404833	0.8716854	0.8744745	0.8682778	0.93458915	0.8170595	0.8828335	0.8499538	0.9251994	0.9076316	0.6717547	0.7152022	0.7606688	0.8216291	0.82222587	0.91792744	0.91867363	0.79325265	0.90213037	0.7654569	0.8995795	0.82294905	0.90343815	0.65199006	0.82231027	0.77279955	0.9505946	0.9187288	0.93304724	0.89216256	0.9661876	0.6447617	0.6469374	0.8889675	0.79218173	0.8992175	0.7622903	0.735239	0.9273231	0.8290265	0.89232445	0.86517596	0.8951774	0.86917275	0.87300897	0.7394924	0.8857522	0.8856573	0.8627591	0.8295759	0.84154105	0.7151033	0.89840597	0.8890844	0.86056435	0.79191893	0.9132055	0.9115832	0.92468655	0.8687467	0.856563	0.8211278	0.89487946	0.89502305	0.81810015	0.94139326	0.919052	0.841202	0.846918	0.910552	0.96003175	0.7708128	0.8414707	0.94880027	0.89356446	0.82561386	0.0	0.88269573	0.864259	0.88447535	0.9402501	0.8634033	0.8066759	0.8879857	0.86251146	0.8365749	0.900825	0.81183463	0.8619329	0.84767616	0.91007435	0.85179996	0.8660381	0.9278986	0.822353	0.94311494	0.9362105	0.8569414	0.8752161	0.8385237	0.9215778	0.8755729	0.8894814	0.8899527	0.8925118	0.85456955	0.79733485	0.9527034	0.91635734	0.8871505	0.75693023	0.87428	0.8714311	0.86759484
slurf/noun	0.97349375	0.9664247	0.9464555	0.90470266	0.937489	0.8986157	0.9027695	0.9718079	0.9469435	0.93039316	0.94067574	0.9004309	0.90034765	0.91237867	0.943765	0.94773763	0.9190944	0.9160336	0.90309024	0.92289287	0.94583416	0.8943096	0.9412322	0.9164947	0.97003555	0.9735389	0.8855526	0.8830016	0.89037514	0.9122347	0.9302268	0.959303	0.90866166	0.92167926	0.9173969	0.89743274	0.935651	0.9090064	0.9627498	0.8744564	0.92056286	0.8713684	0.96266776	0.93845636	0.95378137	0.9454878	0.9534025	0.89248663	0.8932436	0.94156295	0.90898335	0.9733939	0.91474116	0.89372057	0.932691	0.8757138	0.9399182	0.8974371	0.89971495	0.92522526	0.9446619	0.88943064	0.9208704	0.9584304	0.92253375	0.90272665	0.89147073	0.88072455	0.9164878	0.9690492	0.9409709	0.92755294	0.93425006	0.9552352	0.9486426	0.94331384	0.94007564	0.9226532	0.91002005	0.9487065	0.9204252	0.95592636	0.9250467	0.90955484	0.92961246	0.9399245	0.91171217	0.8622496	0.9189138	0.9573929	0.9594918	0.9255677	0.88269573	0.0	0.8896131	0.8533024	0.9455076	0.93768775	0.8946144	0.88362014	0.949274	0.92478275	0.9603137	0.9188337	0.93471193	0.9099097	0.9520246	0.9350294	0.9224511	0.91745317	0.90793574	0.9180918	0.9507871	0.8830513	0.9254337	0.9328506	0.9516216	0.9528605	0.89554656	0.94274056	0.9370844	0.9234549	0.8968928	0.9616396	0.9225182	0.9021228	0.88478	0.9554553	0.9114612	0.9174905
snavel/noun	0.96178544	0.9431572	0.9487267	0.89818746	0.9629856	0.8575662	0.9440737	0.96835625	0.948914	0.9219398	0.9327844	0.88984334	0.9041023	0.9530082	0.9537842	0.90222347	0.9294372	0.9232903	0.9235208	0.937334	0.9620978	0.8875616	0.91504735	0.9012732	0.9541548	0.95392406	0.8415318	0.8505422	0.8732103	0.89843637	0.88876826	0.95380825	0.931091	0.9086022	0.9218832	0.8813526	0.9130734	0.89605325	0.96543247	0.85070467	0.90287143	0.8439771	0.9463623	0.9337479	0.9236789	0.9573952	0.94573456	0.8528314	0.8281132	0.91563845	0.89023197	0.96511614	0.8915168	0.8114569	0.915909	0.8697945	0.9203405	0.88902456	0.91833407	0.8714931	0.9082539	0.81358576	0.91102725	0.9585389	0.8946559	0.87506986	0.8712998	0.8740288	0.901914	0.9489066	0.9078363	0.9276424	0.93745637	0.9344096	0.9102834	0.9300165	0.91791606	0.9038291	0.9224501	0.9419876	0.90205747	0.9716442	0.9391523	0.9092606	0.9015696	0.9048057	0.9487246	0.8467256	0.9290968	0.90734977	0.92787135	0.89214265	0.864259	0.8896131	0.0	0.88873106	0.93951523	0.9414113	0.8625396	0.8969462	0.9251418	0.8824215	0.94731003	0.9076343	0.9053175	0.89878625	0.9497419	0.9112952	0.89145863	0.9362646	0.93764234	0.9399243	0.9525237	0.8936789	0.94321865	0.92774886	0.93881583	0.9273108	0.86509526	0.9073998	0.928914	0.9089056	0.8951239	0.9495941	0.89984155	0.9014214	0.86238533	0.91718507	0.9020436	0.88036394
snuit/noun	0.9722624	0.94897735	0.93698096	0.88873607	0.9446194	0.9183421	0.92798865	0.9424441	0.9120308	0.9100034	0.9257159	0.89052594	0.9038277	0.93185973	0.9445113	0.8943006	0.92533267	0.9024498	0.9130315	0.92862386	0.9345648	0.873121	0.91069984	0.90845865	0.9640655	0.96769315	0.8527775	0.86453116	0.89075047	0.9180975	0.91984504	0.9608911	0.9207984	0.89508647	0.92831814	0.90297025	0.8737747	0.88928574	0.97061694	0.83790976	0.90630054	0.8834966	0.9533224	0.9312506	0.9361869	0.9471247	0.9342858	0.8745537	0.90158707	0.937755	0.87211454	0.9709997	0.8863214	0.8688253	0.90837324	0.942408	0.9229988	0.9241926	0.9031486	0.8941522	0.8768784	0.859256	0.9136448	0.9676794	0.9005037	0.9232997	0.89345443	0.8771146	0.9027102	0.937866	0.92484534	0.9146358	0.92976016	0.93853116	0.92602956	0.9053076	0.897788	0.8911979	0.9318349	0.9548451	0.88048524	0.9385041	0.94390625	0.8885787	0.91665447	0.9148236	0.929486	0.90930706	0.92688084	0.93247867	0.93476593	0.89862055	0.88447535	0.8533024	0.88873106	0.0	0.92514956	0.915251	0.9017395	0.88478625	0.91307795	0.92903477	0.9195846	0.9331162	0.9137486	0.89477485	0.9575293	0.92229146	0.9288482	0.9077207	0.9245728	0.94778585	0.9431506	0.9015105	0.857094	0.9281726	0.9546714	0.8856667	0.92011505	0.93410146	0.9063134	0.92876166	0.88034105	0.942844	0.94297844	0.9444657	0.901795	0.912095	0.9242725	0.9147047
speelstijl/noun	0.94230497	0.9123762	0.87112427	0.9370259	0.8139116	0.9539244	0.94708645	0.9035932	0.77514404	0.831008	0.8058739	0.84628224	0.9202538	0.89078635	0.9330716	0.93362916	0.7903189	0.81151766	0.87227976	0.8425483	0.85316366	0.91335714	0.84490436	0.8469406	0.90819967	0.90526515	0.9440471	0.81972325	0.8818892	0.81239784	0.8137891	0.8363068	0.86453915	0.85937595	0.9456992	0.8857334	0.8915127	0.8538877	0.9410535	0.86366296	0.8831171	0.9291044	0.9196385	0.875482	0.8843218	0.88629425	0.9117316	0.92192066	0.93706286	0.8441844	0.84057677	0.9133265	0.88905764	0.94314927	0.880602	0.96805817	0.7564701	0.9394178	0.92322135	0.8260713	0.92234	0.9012763	0.9509102	0.9160688	0.85527086	0.906214	0.91390795	0.88855344	0.7687532	0.88478094	0.83958304	0.8515152	0.855359	0.78159845	0.9138293	0.847859	0.84995973	0.8553581	0.8191997	0.8119615	0.8145232	0.9135709	0.8818324	0.92895424	0.8541206	0.78643197	0.9536779	0.96102786	0.8113418	0.8338622	0.8418972	0.92268574	0.9402501	0.9455076	0.93951523	0.92514956	0.0	0.84346664	0.9426613	0.9532192	0.7129487	0.8863137	0.832721	0.95753074	0.80210805	0.8401671	0.84397733	0.8776784	0.8753871	0.9622993	0.9641569	0.95592326	0.88713515	0.9228701	0.8354637	0.88161886	0.85186696	0.93737	0.9385536	0.87836355	0.929412	0.82357603	0.80901897	0.93355167	0.9061268	0.9397602	0.8606701	0.79263026	0.85028434	0.8017251
steeds/adv	0.8657196	0.86023575	0.68756324	0.8772001	0.8733175	0.8697723	0.94612265	0.8226773	0.7904315	0.75487363	0.7100246	0.7681645	0.850031	0.8890166	0.93729985	0.9283605	0.8638804	0.8235462	0.82220143	0.93569756	0.88539135	0.90767646	0.74359965	0.6850357	0.7944168	0.8209118	0.8787251	0.64745003	0.7196995	0.71114004	0.75284874	0.8412093	0.876331	0.8107865	0.8345557	0.8578776	0.9155887	0.7788164	0.84272105	0.78354293	0.842693	0.8512187	0.86460435	0.9026015	0.9041489	0.8330062	0.9016175	0.8849556	0.84514534	0.77978146	0.79558533	0.87663424	0.7812668	0.8790693	0.8703797	0.9385843	0.7414726	0.9100088	0.90501785	0.80722743	0.9033308	0.8338757	0.9142258	0.889622	0.78835547	0.80790466	0.86834735	0.7748612	0.8454559	0.84916246	0.86088634	0.7888247	0.90431076	0.73980886	0.8806063	0.66785175	0.7657939	0.8530829	0.88461185	0.78975844	0.6730573	0.93331593	0.85661453	0.9165221	0.79406613	0.7770393	0.9251576	0.8680161	0.8302717	0.89819705	0.8491681	0.93776184	0.8634033	0.93768775	0.9414113	0.915251	0.84346664	0.0	0.8479911	0.931808	0.77868414	0.8000656	0.78567684	0.84820235	0.7354498	0.6986916	0.77006716	0.88644385	0.79180306	0.9322004	0.9313578	0.9284076	0.83709526	0.9021102	0.6520127	0.6853325	0.9016141	0.8972455	0.8736172	0.8727428	0.8398658	0.7231128	0.7028034	0.8979	0.87595826	0.8759041	0.7076807	0.65164804	0.6741339	0.6439549
steen/noun	0.90585095	0.8951413	0.84578586	0.772911	0.89685625	0.7069286	0.9390275	0.9088593	0.9071892	0.83254296	0.8579954	0.73835075	0.821956	0.9126761	0.9714767	0.834782	0.89569515	0.84342617	0.72706187	0.96574885	0.94324154	0.88772506	0.8817438	0.82807636	0.92502165	0.90818405	0.8561619	0.6516732	0.8508126	0.8158294	0.7914516	0.9169052	0.936826	0.85051656	0.6799153	0.8050199	0.91401577	0.79314464	0.8984034	0.74469244	0.8577844	0.5979042	0.9024034	0.95533	0.84258324	0.90205115	0.9703883	0.84148914	0.7491852	0.89757574	0.8479642	0.9108206	0.83182544	0.8395258	0.9090679	0.8713468	0.8558601	0.7052671	0.8446238	0.83442247	0.8537105	0.7701348	0.81194055	0.88367945	0.7455727	0.83974624	0.7423142	0.69962186	0.94229543	0.8506814	0.8818363	0.8174024	0.8805827	0.8825337	0.78579026	0.88577837	0.79055107	0.76212066	0.93377966	0.8817092	0.8293959	0.9534802	0.8227061	0.7343881	0.7897407	0.8869194	0.9403289	0.65243626	0.86267954	0.9370453	0.90812516	0.8529111	0.8066759	0.8946144	0.8625396	0.9017395	0.9426613	0.8479911	0.0	0.90105283	0.81352353	0.7673663	0.8699192	0.76235247	0.867291	0.8736734	0.88225144	0.87535614	0.85518956	0.9223157	0.9010061	0.92111784	0.92847097	0.74368775	0.8941574	0.80968547	0.9404208	0.89262354	0.7748302	0.89585954	0.8313979	0.80507636	0.84570104	0.9308449	0.8341214	0.80949825	0.7868657	0.87507606	0.8410806	0.8715661
stekel/noun	0.968732	0.97449553	0.9633483	0.9140535	0.96704495	0.9051285	0.9143132	0.971401	0.9622702	0.9332348	0.93279374	0.8715964	0.95032465	0.89696753	0.95996857	0.91866535	0.953312	0.94194853	0.9323558	0.94290316	0.9689861	0.8586968	0.95191896	0.9103453	0.9552505	0.97625935	0.8718363	0.881888	0.91975385	0.9118277	0.9104326	0.9640425	0.9270085	0.9387325	0.91946405	0.8676282	0.93411016	0.91083944	0.9618003	0.8378116	0.91477853	0.8659494	0.942633	0.9388049	0.9567738	0.9361079	0.94714844	0.88822764	0.86747944	0.9572085	0.8991162	0.9748278	0.8897894	0.83596784	0.9404821	0.85810363	0.92421156	0.88615185	0.9333377	0.9133847	0.8976569	0.86921394	0.84815377	0.94973916	0.93032	0.8988558	0.9292036	0.8637917	0.9306355	0.9616214	0.9529281	0.9396449	0.8564763	0.9485265	0.89932406	0.9509655	0.9055302	0.88943064	0.88580394	0.94850135	0.91572464	0.9367236	0.9440816	0.8817303	0.92976993	0.91977453	0.9515709	0.9185102	0.91273236	0.916304	0.92153645	0.8890782	0.8879857	0.88362014	0.8969462	0.88478625	0.9532192	0.931808	0.90105283	0.0	0.93318564	0.9546322	0.95084226	0.9205666	0.9450119	0.9247933	0.9588905	0.9245548	0.92981595	0.94393957	0.9390477	0.9504681	0.94974047	0.90252984	0.9400155	0.936816	0.96917975	0.96948254	0.9388399	0.9338167	0.93324023	0.9223169	0.89456654	0.95555794	0.9330095	0.9516679	0.90662265	0.94540554	0.93523407	0.9256353
stijl/noun	0.87399125	0.88453996	0.7967667	0.84943473	0.68530333	0.8664851	0.90623856	0.8258331	0.6703552	0.69510657	0.66360384	0.7338723	0.859085	0.81169945	0.86047125	0.87980795	0.6433362	0.57792616	0.7472362	0.8275249	0.74785733	0.8668582	0.78978074	0.76036537	0.86259615	0.8538183	0.9137106	0.5870077	0.78224236	0.6178365	0.6030448	0.63174355	0.906486	0.7217195	0.76920176	0.81948024	0.854899	0.68083405	0.8591998	0.7280791	0.7293885	0.7973803	0.83632743	0.7706197	0.76244193	0.818791	0.90872055	0.88566256	0.8390247	0.765349	0.64928794	0.7950316	0.83505785	0.91605866	0.83216	0.9430077	0.5409453	0.90374374	0.89372104	0.6072409	0.8568206	0.8330525	0.9047259	0.73870736	0.68195724	0.7973728	0.77132887	0.78797686	0.8020601	0.6963506	0.64314234	0.7372806	0.7587007	0.6222913	0.7988422	0.7807777	0.65051866	0.6231673	0.79767287	0.5245322	0.62884283	0.85641265	0.7667946	0.8063289	0.73989224	0.62587905	0.9214146	0.83676493	0.58294064	0.7305322	0.6266588	0.87843174	0.86251146	0.949274	0.9251418	0.91307795	0.7129487	0.77868414	0.81352353	0.93318564	0.0	0.72242737	0.60170823	0.8306765	0.6481774	0.7657742	0.66473365	0.8439115	0.74654067	0.9502162	0.93983775	0.91559094	0.8161842	0.8011904	0.7734519	0.7153218	0.7560396	0.92427486	0.8768377	0.78618175	0.80897975	0.6504741	0.6719527	0.9337143	0.85908496	0.83004665	0.81768876	0.659603	0.7485962	0.68559843
symbool/noun	0.9010368	0.9064468	0.8455074	0.8613794	0.88579404	0.87939113	0.9193003	0.89189196	0.8214469	0.7186984	0.8002178	0.792892	0.8960483	0.89837617	0.95746213	0.92162216	0.8450943	0.8060806	0.8103971	0.9202234	0.8955014	0.91521955	0.80987537	0.7432946	0.86036396	0.8753385	0.91318744	0.628297	0.86222374	0.7544729	0.6624325	0.8191687	0.9117089	0.77378976	0.8046162	0.8151905	0.9007492	0.79073733	0.8300848	0.77844197	0.85299003	0.828683	0.9049523	0.93018866	0.8679794	0.8509405	0.9428109	0.8996493	0.8219205	0.8298017	0.7969041	0.875771	0.8481546	0.9242355	0.8800545	0.9298503	0.7246884	0.9076162	0.9057365	0.77019066	0.91445005	0.7882116	0.89815795	0.8588062	0.7421229	0.8605185	0.75376546	0.7857905	0.8664435	0.759745	0.82397324	0.84158665	0.8707123	0.8098178	0.8372579	0.85995	0.7653216	0.79821587	0.8949756	0.79239017	0.7794019	0.9466721	0.842466	0.8577278	0.8023588	0.79096353	0.92774236	0.83966047	0.83308446	0.9092404	0.8405626	0.9268528	0.8365749	0.92478275	0.8824215	0.92903477	0.8863137	0.8000656	0.7673663	0.9546322	0.72242737	0.0	0.7254042	0.85455006	0.8051251	0.860047	0.70430315	0.88786745	0.7857381	0.9391883	0.93164325	0.95064557	0.8663971	0.8239114	0.83317256	0.7775401	0.8982874	0.90890384	0.8884541	0.87703425	0.89280987	0.6826421	0.83846235	0.9366986	0.86777043	0.8788114	0.85164285	0.82223976	0.8381611	0.81703806
taal/noun	0.89655435	0.91111165	0.81699014	0.91248333	0.82290584	0.90517396	0.9198	0.8579865	0.7400727	0.73991835	0.75757736	0.80103934	0.91453964	0.9022912	0.9333315	0.93948376	0.8135457	0.7505333	0.81849146	0.9237879	0.8912055	0.9325814	0.82017744	0.7547635	0.8124482	0.87443864	0.93241334	0.65921533	0.84075934	0.739046	0.725491	0.7889414	0.9068436	0.7483555	0.88949734	0.8698311	0.832176	0.75250447	0.87240565	0.8138858	0.837106	0.8854874	0.8601308	0.8986369	0.7977864	0.8451128	0.92185104	0.9161083	0.8529322	0.7991904	0.7757234	0.8350844	0.82516813	0.93220043	0.8661406	0.9505415	0.68278134	0.9447917	0.9273915	0.6922884	0.92497617	0.8695257	0.9078772	0.85669446	0.7768945	0.8782537	0.7497266	0.8102164	0.8083215	0.6942638	0.713953	0.8329356	0.8907497	0.7139898	0.86109275	0.8200747	0.76277333	0.79460126	0.828665	0.6591146	0.69541156	0.89228594	0.86541206	0.9177118	0.805878	0.78201485	0.9407763	0.8983733	0.754318	0.8363627	0.7939502	0.93382466	0.900825	0.9603137	0.94731003	0.9195846	0.832721	0.78567684	0.8699192	0.95084226	0.60170823	0.7254042	0.0	0.8747899	0.76926184	0.812552	0.7136753	0.9054739	0.8297028	0.96679443	0.9597437	0.9652963	0.8398967	0.90129584	0.8149808	0.7524607	0.87987787	0.9015816	0.9352447	0.86067843	0.8757449	0.7173113	0.76977426	0.9276066	0.9226724	0.9209964	0.7942284	0.7480399	0.77846134	0.742208
tafel/noun	0.8969911	0.89779776	0.84126806	0.82941115	0.8970126	0.69445086	0.9490819	0.90420055	0.9136877	0.8803389	0.84303164	0.72722584	0.87967646	0.8914354	0.9704935	0.87528545	0.90480953	0.8747724	0.8189312	0.90194064	0.9291998	0.8823736	0.8829716	0.8507627	0.91409	0.89127684	0.8872023	0.658758	0.76515824	0.82624996	0.8377944	0.927289	0.95362824	0.84213364	0.82548076	0.8790361	0.93034124	0.8363617	0.9155023	0.77464014	0.8545221	0.60083276	0.926592	0.9452497	0.89712083	0.9206963	0.9663478	0.8782455	0.7470959	0.87359846	0.8487241	0.8976659	0.8313713	0.91028535	0.90445226	0.8704471	0.87713766	0.87043333	0.82296014	0.87743	0.8801105	0.76250523	0.86890537	0.8603847	0.8527086	0.6733246	0.82445586	0.82050455	0.9195007	0.8957434	0.8572575	0.8389711	0.8604234	0.8834219	0.84801173	0.86294734	0.8142438	0.74254775	0.9492389	0.8447598	0.82739276	0.95434326	0.8771752	0.8174001	0.859868	0.9227116	0.9548485	0.71468544	0.8747421	0.93361956	0.9012048	0.9134106	0.81183463	0.9188337	0.9076343	0.9331162	0.95753074	0.84820235	0.76235247	0.9205666	0.8306765	0.85455006	0.8747899	0.0	0.8451461	0.86671376	0.86355114	0.8689307	0.87084615	0.93791133	0.8871427	0.8989302	0.9043053	0.71773344	0.87745446	0.8104222	0.95882726	0.9116921	0.8673852	0.9131894	0.8619852	0.822994	0.81660986	0.9406441	0.905432	0.7560584	0.7755423	0.8560761	0.8668571	0.868764
tamelijk/adj	0.86614084	0.8859697	0.7531655	0.85678744	0.80361474	0.86073124	0.96320665	0.8479477	0.7059348	0.7620643	0.6358559	0.7313535	0.8488851	0.90075797	0.91269076	0.88944477	0.7690912	0.7282914	0.78705704	0.87425274	0.85008335	0.8762195	0.7623948	0.76779425	0.81591356	0.80392045	0.9019552	0.6619898	0.73690486	0.576993	0.6980293	0.71208394	0.9040847	0.7372967	0.85760707	0.82694507	0.8795729	0.74770415	0.86904025	0.73902726	0.79846334	0.8223948	0.8658885	0.88342994	0.8508963	0.8392112	0.9155148	0.8954811	0.86315066	0.744162	0.5887283	0.8251619	0.77533364	0.87968075	0.80014575	0.927257	0.61964667	0.9028386	0.8901689	0.7348912	0.8815112	0.8239485	0.8781233	0.84318376	0.7637764	0.8212783	0.8411179	0.8135908	0.8512559	0.8007255	0.74507576	0.8065822	0.86074984	0.6812476	0.8495197	0.692917	0.7644019	0.7592007	0.8448568	0.74465024	0.49831033	0.89717895	0.79138434	0.87214947	0.80612206	0.7336166	0.93754685	0.85744077	0.7591501	0.86379457	0.79084766	0.9093798	0.8619329	0.93471193	0.9053175	0.9137486	0.80210805	0.7354498	0.867291	0.9450119	0.6481774	0.8051251	0.76926184	0.8451461	0.0	0.6363467	0.7762689	0.8565725	0.77845913	0.94740325	0.93284327	0.9216262	0.8095536	0.86779654	0.76629496	0.67116517	0.76088846	0.8932154	0.8849206	0.82581395	0.8282778	0.7406728	0.56798667	0.91604835	0.8957057	0.8755487	0.79088575	0.5458014	0.6492007	0.58042467
