	Jong/name	Zwitser/noun	aanvankelijk/adj	achterkant/noun	arrangement/noun	bak/noun	beeld_merk/noun	begeleiding/noun	benadering/noun	beweging/noun	bijzonder/adj	blik/noun	bocht/noun	body/noun	breakdance/noun	carrosserie/noun	choreografie/noun	compositie/noun	constructie/noun	dan_pas_DIM/noun	dance/noun	decolleté/noun	des/adv	die/det	eenzijdig/adj	eerder/adj	elleboog/noun	en/vg	even/adj	even/adv	figuur/noun	film/noun	fysiek/noun	gebaar/noun	gebouw/noun	gelaat/noun	gelaat_trek/noun	geluid/noun	generaal/noun	gezicht/noun	gitaar/noun	glas/noun	grafiek/noun	grooves/noun	handschrift/noun	hartstochtelijk/adj	heftigheid/noun	heup/noun	hoofd/noun	iets/noun	ietwat/adv	interview/noun	jongen/noun	kaak/noun	kant_DIM/noun	kap_DIM/noun	karakter/noun	kassei/noun	kast_DIM/noun	klank/noun	koets_werk/noun	kop/noun	korrel/noun	la/noun	landschap/noun	lekker/adj	letter/noun	lichaam/noun	lichaam_taal/noun	lied/noun	lied_DIM/noun	lijn/noun	look/noun	manier/noun	mengsel/noun	minder/adj	model/noun	mooi/adj	motoriek/noun	muziek/noun	nogal/adv	one-liners/noun	opgebouwd/adj	opgetrokken/adj	patroon/noun	persoonlijkheid/noun	pixels/noun	raam/noun	ritme/noun	ritmiek/noun	rock/noun	ronding/noun	schouder/noun	slurf/noun	snavel/noun	snuit/noun	speelstijl/noun	steeds/adv	steen/noun	stekel/noun	stijl/noun	symbool/noun	taal/noun	tafel/noun	tamelijk/adj	te/adv	thema/noun	tred/noun	trek/noun	trouwring/noun	uitgestoken/adj	uitspanning/noun	uitwerking/noun	vaas/noun	veel/adj	veelal/adv	verfilming/noun	verzorger/noun	vijver/noun	viool/noun	volume/noun	vorm/noun	wat/adv	weg_net/noun	wolkenkrabber/noun	woonkamer/noun	ze/pron	zeer/adv	zo/adj	zo/adv
glas/noun	0.9209705	0.9233196	0.8613579	0.7370928	0.8589975	0.61769533	0.94067	0.89240795	0.9099185	0.8479007	0.80470073	0.6678531	0.8478039	0.8618534	0.9526327	0.7714022	0.8591197	0.8126176	0.72819597	0.9084245	0.8998419	0.8619727	0.8484574	0.836758	0.9267604	0.9074941	0.833411	0.57625556	0.7824945	0.80714905	0.8137994	0.90155804	0.9275836	0.83645165	0.7318422	0.8254467	0.9119439	0.75827324	0.92070913	0.7244873	0.8089019	0.0	0.87564325	0.9342249	0.8789518	0.8995117	0.9689829	0.8413748	0.7276705	0.8654916	0.78902346	0.92433	0.83249503	0.8368957	0.88996947	0.80321425	0.8489419	0.807131	0.80398905	0.8117852	0.79347	0.72678137	0.7752374	0.8571812	0.79837596	0.68269706	0.76483107	0.73816043	0.9210187	0.8618419	0.8364504	0.7957783	0.8165045	0.88431627	0.72535855	0.8208635	0.7687174	0.70563245	0.9060324	0.81333447	0.8069513	0.96848583	0.82569844	0.76127553	0.801924	0.8820921	0.93541944	0.589361	0.8291494	0.9018003	0.8851073	0.86226434	0.77279955	0.8713684	0.8439771	0.8834966	0.9291044	0.8512187	0.5979042	0.8659494	0.7973803	0.828683	0.8854874	0.60083276	0.8223948	0.81931543	0.8781387	0.8400676	0.83052254	0.9266802	0.9096562	0.9171288	0.91640174	0.6827818	0.8475727	0.79840237	0.9228763	0.89342815	0.8024287	0.869264	0.77699983	0.7655555	0.76276964	0.9501728	0.84440047	0.7795151	0.77352715	0.8213627	0.8366667	0.8316418
grafiek/noun	0.94912696	0.9338867	0.9008519	0.8971841	0.8985164	0.920225	0.96091795	0.9293494	0.8635557	0.85788614	0.83197564	0.9048196	0.92972785	0.91316223	0.90592104	0.91510564	0.8434696	0.8144014	0.8434716	0.91396856	0.884822	0.9365646	0.89160013	0.8483232	0.90546983	0.87959063	0.9523765	0.8011722	0.9254616	0.8903503	0.8310548	0.82887834	0.9468523	0.9017472	0.894186	0.8924753	0.9221833	0.8274896	0.95559335	0.9104384	0.90921366	0.87564325	0.0	0.9177616	0.7775165	0.9451993	0.9375856	0.9373231	0.9241165	0.93116826	0.8725828	0.8371333	0.94422615	0.9263323	0.9165689	0.91748697	0.84999716	0.9453532	0.89270437	0.8534924	0.91807866	0.9293852	0.9109929	0.9311106	0.8303026	0.9390832	0.8373178	0.9073601	0.91449136	0.87322515	0.8948331	0.8428174	0.91286165	0.8703535	0.90392834	0.8763379	0.83344805	0.8109834	0.9242094	0.8145025	0.8902732	0.9287161	0.8541646	0.9104078	0.83222365	0.89687544	0.86839414	0.9103431	0.8686554	0.8816287	0.9149964	0.9307549	0.9505946	0.96266776	0.9463623	0.9533224	0.9196385	0.86460435	0.9024034	0.942633	0.83632743	0.9049523	0.8601308	0.926592	0.8658885	0.9285108	0.82792926	0.8874515	0.91839045	0.95554113	0.9322619	0.9485173	0.88372886	0.83179075	0.8974816	0.85138553	0.92155486	0.94112134	0.93188184	0.9045002	0.8226479	0.84536964	0.9114401	0.93030447	0.91793877	0.9224966	0.919845	0.8573662	0.9134351	0.8831994
grooves/noun	0.976313	0.9620268	0.92849565	0.9490584	0.7787218	0.93796897	0.96038485	0.89852136	0.88805884	0.8866917	0.87281257	0.88553464	0.92230225	0.873317	0.80893946	0.9405928	0.79254204	0.7860095	0.91857517	0.8448951	0.6393534	0.8879015	0.8892153	0.9301268	0.95843506	0.97073996	0.93733287	0.83149076	0.85304195	0.8219269	0.87643003	0.8728693	0.91197276	0.9208849	0.9564444	0.92900014	0.9120319	0.7982494	0.9674487	0.9065978	0.7665372	0.9342249	0.9177616	0.0	0.91216624	0.90110654	0.9513131	0.9155256	0.9310002	0.8989604	0.8674034	0.9408881	0.908363	0.9486215	0.882358	0.93803436	0.84434175	0.94268006	0.92055553	0.727599	0.9262864	0.93977946	0.9584433	0.87524974	0.89657205	0.8702824	0.91862094	0.9289455	0.8908401	0.87201345	0.7979185	0.92808366	0.886539	0.8546636	0.8713097	0.9213274	0.8805356	0.8751795	0.834798	0.6936809	0.90589136	0.88078904	0.8939681	0.94158286	0.87724817	0.8693371	0.92112	0.94559157	0.63858926	0.73210204	0.68237126	0.924025	0.9187288	0.93845636	0.9337479	0.9312506	0.875482	0.9026015	0.95533	0.9388049	0.7706197	0.93018866	0.8986369	0.9452497	0.88342994	0.91252524	0.8974714	0.92703575	0.9039534	0.96303535	0.95411015	0.940251	0.8803281	0.9225547	0.9141611	0.89291143	0.8980436	0.9436314	0.9623318	0.8375253	0.9169219	0.90990627	0.8769605	0.95103353	0.9412997	0.94425327	0.9324261	0.89596236	0.89838046	0.86092013
handschrift/noun	0.9250698	0.94054484	0.91067773	0.87605315	0.8879838	0.90125954	0.88675296	0.9129911	0.87252665	0.8694105	0.8415234	0.86564165	0.9229446	0.9378285	0.9559059	0.90886205	0.86916935	0.79077816	0.8542713	0.92521244	0.91847134	0.9314414	0.8828114	0.8339077	0.9115417	0.87873644	0.9282529	0.8111372	0.9043285	0.8700359	0.8039838	0.83236694	0.9054079	0.8695148	0.83867437	0.8966461	0.8593239	0.85348725	0.9425709	0.8788309	0.91175044	0.8789518	0.7775165	0.91216624	0.0	0.9123037	0.91625226	0.9203373	0.92075086	0.90063936	0.85854983	0.8453678	0.92978096	0.92316693	0.890287	0.9469953	0.8160958	0.9095433	0.90717685	0.83192027	0.9206406	0.92404777	0.9042205	0.915005	0.8399362	0.9258213	0.7528959	0.8788549	0.8582779	0.81986946	0.8370998	0.8887861	0.87386537	0.867114	0.89272755	0.9168283	0.81762445	0.8096923	0.87792325	0.83033085	0.8574238	0.9421551	0.8606112	0.86686957	0.83153796	0.85781956	0.91649234	0.88252324	0.84925306	0.89697474	0.91170603	0.91660154	0.93304724	0.95378137	0.9236789	0.9361869	0.8843218	0.9041489	0.84258324	0.9567738	0.76244193	0.8679794	0.7977864	0.89712083	0.8508963	0.9186501	0.8335742	0.9257435	0.891675	0.91165745	0.935755	0.9405515	0.89720863	0.78719187	0.91181815	0.84333867	0.882558	0.9222039	0.93553495	0.9073334	0.9102458	0.8594272	0.90888697	0.9500795	0.9314012	0.9022945	0.87789595	0.84351003	0.8932202	0.8600017
hartstochtelijk/adj	0.9002226	0.8968982	0.83011985	0.9215923	0.87542504	0.93089956	0.9312892	0.91048574	0.8700013	0.8384582	0.85618746	0.84561074	0.90956825	0.88862747	0.9312231	0.9544035	0.8796342	0.8640419	0.90903306	0.8987875	0.8851684	0.91112745	0.8494513	0.8465924	0.89728576	0.90519357	0.93244255	0.7842362	0.83386767	0.80002993	0.809568	0.856516	0.8945066	0.8492248	0.9391439	0.8848736	0.93753314	0.8604906	0.886708	0.8740726	0.8684379	0.8995117	0.9451993	0.90110654	0.9123037	0.0	0.9076597	0.92371184	0.8927833	0.8886479	0.84198856	0.87089366	0.8524254	0.90389913	0.88230455	0.95268553	0.8667183	0.93746316	0.9210811	0.82742196	0.95237416	0.91815054	0.9324442	0.87987036	0.88285494	0.86858547	0.9112659	0.88611156	0.8989793	0.81600386	0.8236791	0.9080032	0.9279111	0.84447783	0.90356374	0.8776944	0.87122667	0.8444885	0.89902747	0.81451666	0.8319262	0.9166072	0.87538266	0.926298	0.88697535	0.81873894	0.981031	0.93193805	0.84264386	0.894349	0.851081	0.9486561	0.89216256	0.9454878	0.9573952	0.9471247	0.88629425	0.8330062	0.90205115	0.9361079	0.818791	0.8509405	0.8451128	0.9206963	0.8392112	0.8910096	0.84498	0.92062575	0.86675745	0.9616606	0.93758607	0.9648305	0.88666207	0.93215126	0.85278857	0.8364799	0.8701323	0.90594655	0.94500697	0.88096577	0.9255488	0.8750221	0.86325747	0.94185835	0.9199465	0.91877806	0.83084327	0.8167662	0.8639902	0.7961043
heftigheid/noun	0.9576744	0.96914846	0.9338947	0.97395873	0.96051896	0.9739273	0.9026498	0.9426226	0.92017585	0.9045455	0.9156323	0.95484436	0.9495916	0.9308575	0.9054905	0.9434701	0.89047456	0.91235936	0.9481576	0.9353036	0.9355475	0.9264539	0.85907555	0.8702971	0.9188894	0.9146389	0.9291865	0.9094151	0.93223137	0.931749	0.9302524	0.9266077	0.91222465	0.9169154	0.96571845	0.9488291	0.94095314	0.90575624	0.9505389	0.9428171	0.9358998	0.9689829	0.9375856	0.9513131	0.91625226	0.9076597	0.0	0.95412165	0.9663495	0.9318987	0.932674	0.95954335	0.94876534	0.9443738	0.9101054	0.95118046	0.91668385	0.95096886	0.9505361	0.89631945	0.9546521	0.9751151	0.94017655	0.9430528	0.9500657	0.9536705	0.95126325	0.94325966	0.906659	0.95572436	0.9393805	0.9561461	0.9497811	0.9024516	0.9437661	0.92294353	0.94519717	0.9588594	0.8878128	0.9074485	0.90207064	0.9170602	0.9291571	0.96442306	0.92299116	0.90656877	0.94660056	0.9882048	0.8765526	0.8666077	0.940199	0.9682049	0.9661876	0.9534025	0.94573456	0.9342858	0.9117316	0.9016175	0.9703883	0.94714844	0.90872055	0.9428109	0.92185104	0.9663478	0.9155148	0.93316525	0.9109806	0.9484065	0.94490665	0.958995	0.91734207	0.95596534	0.92846894	0.96058095	0.88551897	0.9226606	0.9049304	0.95546263	0.96198875	0.9121236	0.92587173	0.91533077	0.9180957	0.9499329	0.95544845	0.96656895	0.9193957	0.90961075	0.923985	0.90877986
heup/noun	0.8931747	0.9123479	0.8688233	0.83519024	0.9315032	0.89578277	0.9483936	0.9316195	0.9198557	0.81816995	0.9077941	0.8219739	0.86917853	0.89827156	0.8890152	0.88313663	0.8895428	0.89546996	0.897446	0.8719505	0.908809	0.8263334	0.89955884	0.8793301	0.9343649	0.92416084	0.6520417	0.7645539	0.839998	0.88287944	0.8632417	0.9032762	0.91698307	0.8539132	0.9271318	0.8190218	0.8807272	0.8528231	0.92513114	0.7788271	0.85561395	0.8413748	0.9373231	0.9155256	0.9203373	0.92371184	0.95412165	0.0	0.74978244	0.92714304	0.8794901	0.9453714	0.84309	0.760423	0.9394712	0.86519694	0.9149611	0.8909031	0.90316594	0.8712434	0.8748965	0.81075054	0.89569175	0.9091657	0.8912127	0.83377683	0.8786247	0.74886286	0.9097863	0.89855796	0.88217604	0.8585441	0.9034718	0.9324473	0.91456985	0.8847385	0.8671237	0.850072	0.8742299	0.8830723	0.87688375	0.9523507	0.9124148	0.87809944	0.8620829	0.920333	0.9378545	0.8366467	0.8294211	0.90883404	0.90833133	0.85110086	0.6447617	0.89248663	0.8528314	0.8745537	0.92192066	0.8849556	0.84148914	0.88822764	0.88566256	0.8996493	0.9161083	0.8782455	0.8954811	0.8882238	0.92199117	0.89006144	0.9143334	0.8962697	0.8482109	0.9588375	0.9424052	0.8630978	0.8953916	0.8911616	0.9268205	0.90767056	0.8893302	0.9052262	0.90563864	0.8774415	0.8597429	0.93981457	0.9121179	0.8898126	0.83046985	0.9034332	0.9033775	0.90018994
hoofd/noun	0.87143576	0.9137682	0.8472072	0.82186973	0.9333175	0.8021836	0.95694804	0.88491315	0.91145414	0.8239661	0.8616214	0.6998968	0.8499037	0.9072341	0.96054506	0.86412096	0.9059946	0.87662935	0.8397348	0.92147255	0.93239737	0.8572266	0.87168	0.8361019	0.9231261	0.90047914	0.7163311	0.6787963	0.7512295	0.80277544	0.7614076	0.8868582	0.9469914	0.795439	0.8439543	0.72293687	0.8984961	0.801323	0.86686516	0.56785226	0.8139111	0.7276705	0.9241165	0.9310002	0.92075086	0.8927833	0.9663495	0.74978244	0.0	0.894238	0.83353305	0.8949705	0.74817115	0.76442814	0.93719167	0.81259173	0.88206	0.861642	0.8791031	0.85616046	0.86355466	0.6462804	0.90370905	0.8801812	0.8466921	0.82167435	0.81176305	0.6786754	0.87972426	0.866084	0.86090815	0.82622856	0.8873979	0.90871924	0.89100623	0.89325583	0.8095392	0.80541027	0.9225412	0.87245095	0.8239191	0.9533351	0.9110175	0.8501487	0.8260975	0.89996326	0.9535059	0.70709455	0.83680505	0.95230806	0.91156244	0.8614854	0.6469374	0.8932436	0.8281132	0.90158707	0.93706286	0.84514534	0.7491852	0.86747944	0.8390247	0.8219205	0.8529322	0.7470959	0.86315066	0.89598274	0.89722705	0.8613925	0.86502194	0.9510237	0.86133134	0.95334774	0.93552536	0.83454585	0.90672755	0.84469616	0.9512898	0.8989315	0.8815086	0.8980422	0.89178	0.80053705	0.82483965	0.9639512	0.86408937	0.84437895	0.7430352	0.8877518	0.8426631	0.85237384
iets/noun	0.93102497	0.91031635	0.8274442	0.9032732	0.8559025	0.90479267	0.9610474	0.89993364	0.7937006	0.8175844	0.7672572	0.79421014	0.9082352	0.90847546	0.9246288	0.92702115	0.8393005	0.81730783	0.85522443	0.9035157	0.92456657	0.91568696	0.7776883	0.7494192	0.89506745	0.8589895	0.92067534	0.7607278	0.76049876	0.7238371	0.78406584	0.83044666	0.8792498	0.78925824	0.89704365	0.8586867	0.902633	0.8063966	0.93545145	0.7824923	0.8802837	0.8654916	0.93116826	0.8989604	0.90063936	0.8886479	0.9318987	0.92714304	0.894238	0.0	0.74013674	0.8873276	0.83651143	0.90288293	0.8378344	0.9263029	0.7065811	0.93094975	0.92506546	0.772063	0.9061779	0.8690393	0.9044502	0.9025429	0.83307683	0.7872402	0.8863485	0.8330109	0.89149415	0.8648209	0.80284625	0.8793725	0.872535	0.7138475	0.87163883	0.7644735	0.8305126	0.78684783	0.895607	0.7916758	0.702854	0.9415848	0.92278534	0.9336881	0.86857307	0.78276634	0.9432711	0.8894107	0.8162834	0.90220535	0.8497649	0.9381396	0.8889675	0.94156295	0.91563845	0.937755	0.8441844	0.77978146	0.89757574	0.9572085	0.765349	0.8298017	0.7991904	0.87359846	0.744162	0.7007638	0.80757004	0.8914297	0.83608276	0.918717	0.9425384	0.949291	0.87406003	0.8979192	0.6728973	0.8378632	0.90016544	0.9345827	0.9275338	0.90451336	0.8837285	0.78433686	0.58193725	0.9397075	0.9157097	0.9135669	0.70103645	0.7574445	0.7548906	0.6671411
ietwat/adv	0.85521305	0.88435245	0.7688712	0.83454126	0.8336668	0.85664237	0.93605006	0.84612453	0.77781546	0.777478	0.6972959	0.6863502	0.8637238	0.8848119	0.93563384	0.89223456	0.81966865	0.7468019	0.79032516	0.84258604	0.85450935	0.8759652	0.7952728	0.77845204	0.8445636	0.84002525	0.8680533	0.69069207	0.73426163	0.6275549	0.70353115	0.7915553	0.90529644	0.75142837	0.83079016	0.7869334	0.8630719	0.74101365	0.8650505	0.6758908	0.76237935	0.78902346	0.8725828	0.8674034	0.85854983	0.84198856	0.932674	0.8794901	0.83353305	0.74013674	0.0	0.8519492	0.7855328	0.8624951	0.8180246	0.88916564	0.66234064	0.8523451	0.8861544	0.7174531	0.86202705	0.7882014	0.8805511	0.83466744	0.7628729	0.8052574	0.8367249	0.8200197	0.8416195	0.8075431	0.75406903	0.8102981	0.8032638	0.74406993	0.85511595	0.78078955	0.7743812	0.7148101	0.8552279	0.7646698	0.5362757	0.91056573	0.84389323	0.82718676	0.8230865	0.7567593	0.9262755	0.8244387	0.770941	0.8652938	0.76751596	0.87768435	0.79218173	0.90898335	0.89023197	0.87211454	0.84057677	0.79558533	0.8479642	0.8991162	0.64928794	0.7969041	0.7757234	0.8487241	0.5887283	0.691599	0.80864817	0.83709526	0.76256	0.95300853	0.9272391	0.9344691	0.8342426	0.8373441	0.794435	0.718759	0.8144213	0.8769494	0.8786496	0.8169631	0.86692137	0.7903292	0.49640566	0.92662966	0.88618255	0.84248084	0.8092663	0.6503553	0.7045292	0.675265
interview/noun	0.85388964	0.908654	0.83642334	0.91204	0.8937988	0.9322345	0.96550155	0.9016925	0.8536133	0.8317474	0.8222522	0.86524796	0.9262849	0.93825275	0.9364936	0.97090954	0.86952996	0.8198112	0.8840785	0.94034034	0.9130404	0.95230335	0.87454396	0.8304392	0.8650576	0.7498814	0.9412321	0.7788857	0.84256184	0.82164156	0.8050945	0.706115	0.9563093	0.87332547	0.93777657	0.8845444	0.92754513	0.83219004	0.81578654	0.86493456	0.8849515	0.92433	0.8371333	0.9408881	0.8453678	0.87089366	0.95954335	0.9453714	0.8949705	0.8873276	0.8519492	0.0	0.8895538	0.9396945	0.8930169	0.9759069	0.8268974	0.9485413	0.93545085	0.8475444	0.9460878	0.88187647	0.95195377	0.8652472	0.8804684	0.9067468	0.88445497	0.8917886	0.91008437	0.7748483	0.75351834	0.9139002	0.92512226	0.8551848	0.9275677	0.8980396	0.8278041	0.82035714	0.95024514	0.7587178	0.78998446	0.9152921	0.8717402	0.9335691	0.8974448	0.85377824	0.95955455	0.9309216	0.8781593	0.947217	0.8705834	0.97568566	0.8992175	0.9733939	0.96511614	0.9709997	0.9133265	0.87663424	0.9108206	0.9748278	0.7950316	0.875771	0.8350844	0.8976659	0.8251619	0.8936154	0.80186176	0.9355425	0.8845098	0.9467925	0.9236242	0.9680911	0.902328	0.9228836	0.86424494	0.80447394	0.8464199	0.91754586	0.9358388	0.91135645	0.93405247	0.8839576	0.8720682	0.96984994	0.9285413	0.94043976	0.8279758	0.81937504	0.88632524	0.82673293
jongen/noun	0.8822012	0.8521299	0.7961163	0.8894381	0.90651643	0.8712392	0.9474595	0.8449073	0.89751065	0.83623546	0.7989131	0.75409657	0.8859719	0.8863287	0.9200269	0.9346942	0.8790348	0.8873985	0.91196203	0.8889841	0.90110064	0.8851933	0.8440811	0.8065114	0.9064942	0.8791321	0.8839114	0.6811721	0.7179431	0.7314945	0.77783203	0.8579789	0.8721149	0.84110487	0.9029521	0.8042401	0.8562367	0.8391206	0.82818055	0.71407807	0.813341	0.83249503	0.94422615	0.908363	0.92978096	0.8524254	0.94876534	0.84309	0.74817115	0.83651143	0.7855328	0.8895538	0.0	0.84044915	0.8938852	0.9045758	0.829379	0.89198494	0.9254111	0.8407861	0.9199484	0.79509646	0.91326576	0.87099564	0.8671561	0.7717938	0.8680257	0.7640823	0.9083423	0.8540807	0.8112317	0.8764324	0.8899372	0.8247099	0.8954796	0.82823634	0.8262346	0.813055	0.9047023	0.8046192	0.76837134	0.9386752	0.925273	0.8946595	0.87516534	0.82495236	0.9672395	0.8321936	0.8411032	0.9122384	0.8531044	0.9262659	0.7622903	0.91474116	0.8915168	0.8863214	0.88905764	0.7812668	0.83182544	0.8897894	0.83505785	0.8481546	0.82516813	0.8313713	0.77533364	0.7991548	0.8769375	0.8875036	0.8329517	0.92225826	0.9113643	0.9203551	0.92908806	0.89282113	0.837608	0.77750397	0.9057282	0.8380686	0.8823367	0.85371584	0.9134882	0.8413489	0.7428372	0.93922263	0.9042987	0.8620662	0.561952	0.79956543	0.7713164	0.7348244
kaak/noun	0.91909355	0.94192815	0.9042436	0.85997957	0.947172	0.9002599	0.95991325	0.93762493	0.9265674	0.8880851	0.90295404	0.8045033	0.9072009	0.90555686	0.94253266	0.8822418	0.926915	0.90084493	0.8996158	0.9222868	0.9372915	0.854664	0.8948622	0.8786856	0.93952703	0.92563796	0.7178904	0.81597376	0.8579445	0.8682022	0.87884736	0.9453737	0.9208616	0.8814386	0.91675925	0.7393533	0.91345173	0.8686844	0.91706324	0.7089076	0.8704376	0.8368957	0.9263323	0.9486215	0.92316693	0.90389913	0.9443738	0.760423	0.76442814	0.90288293	0.8624951	0.9396945	0.84044915	0.0	0.8878357	0.8823763	0.9124478	0.8881794	0.8811216	0.8876766	0.8807543	0.8033439	0.87725765	0.92503697	0.90997756	0.8810822	0.8793793	0.7836367	0.90907735	0.9191265	0.9011068	0.9103298	0.9184502	0.93424475	0.9100568	0.9200656	0.8833529	0.8791431	0.91264933	0.9226319	0.86172616	0.94948614	0.92856944	0.87655663	0.8834158	0.9098046	0.9206311	0.85355043	0.8853743	0.93321466	0.9252802	0.86280006	0.735239	0.89372057	0.8114569	0.8688253	0.94314927	0.8790693	0.8395258	0.83596784	0.91605866	0.9242355	0.93220043	0.91028535	0.87968075	0.8890744	0.9355593	0.89858204	0.87699556	0.9205108	0.89167446	0.94362843	0.94478923	0.90337205	0.9255353	0.8903114	0.9488627	0.9133731	0.91547674	0.88468075	0.92399466	0.90061086	0.8445321	0.9407557	0.92165124	0.89398515	0.83716667	0.90840024	0.8753046	0.8882798
kant_DIM/noun	0.94067115	0.94488174	0.914215	0.89225495	0.8823129	0.9323083	0.9474447	0.9462865	0.8573742	0.8603046	0.84749573	0.85342765	0.90402216	0.89369196	0.95123196	0.9306284	0.8912022	0.87250125	0.8957415	0.9331636	0.922797	0.88816804	0.857271	0.85953057	0.9024016	0.9280853	0.9409609	0.8339224	0.8537973	0.80083126	0.80502856	0.8634161	0.9134214	0.8585953	0.9263458	0.9148602	0.9099311	0.88201356	0.9174526	0.8805139	0.9156548	0.88996947	0.9165689	0.882358	0.890287	0.88230455	0.9101054	0.9394712	0.93719167	0.8378344	0.8180246	0.8930169	0.8938852	0.8878357	0.0	0.93159544	0.7844579	0.8968032	0.91988736	0.8612077	0.9508724	0.8900223	0.89845204	0.9063776	0.8706102	0.87504864	0.88308865	0.89262515	0.86855555	0.8868229	0.85789573	0.9107101	0.8764029	0.8335	0.8792688	0.86671907	0.8942216	0.8534403	0.8882761	0.86545444	0.7968117	0.91113645	0.91063374	0.9163881	0.8776964	0.83021456	0.9415629	0.9111487	0.8957522	0.8972518	0.872494	0.93005747	0.9273231	0.932691	0.915909	0.90837324	0.880602	0.8703797	0.9090679	0.9404821	0.83216	0.8800545	0.8661406	0.90445226	0.80014575	0.8565736	0.8764548	0.93164015	0.8292353	0.9265924	0.96311575	0.951884	0.8983554	0.89921445	0.8811911	0.8849603	0.8875787	0.932016	0.910966	0.92233056	0.92512774	0.8457768	0.7878724	0.9505901	0.92056227	0.9172703	0.87838143	0.84575087	0.86959153	0.8330945
kap_DIM/noun	0.9735835	0.96228945	0.96731234	0.845417	0.95010895	0.8469999	0.9108603	0.95095223	0.9534733	0.9239065	0.94350326	0.86870563	0.93278944	0.8828685	0.96514827	0.83509284	0.90155584	0.9501103	0.8709818	0.92001295	0.96464926	0.8473981	0.94475305	0.9183996	0.94958174	0.95728177	0.8170546	0.8590368	0.93131715	0.9285923	0.92229867	0.9625281	0.9407622	0.9266038	0.9158019	0.8798928	0.9150155	0.9255095	0.9704081	0.838728	0.92281526	0.80321425	0.91748697	0.93803436	0.9469953	0.95268553	0.95118046	0.86519694	0.81259173	0.9263029	0.88916564	0.9759069	0.9045758	0.8823763	0.93159544	0.0	0.9438927	0.8938098	0.88541925	0.9268017	0.8571046	0.8743754	0.8968503	0.9621133	0.904876	0.87219393	0.83502996	0.8626286	0.9305391	0.95989805	0.93745446	0.9206568	0.87031215	0.96048373	0.8783593	0.95896816	0.8710693	0.8951199	0.9510935	0.95080554	0.93919414	0.93718666	0.917536	0.8641293	0.8932289	0.94503665	0.9359324	0.84541106	0.93243253	0.9473728	0.96732527	0.8913605	0.8290265	0.8757138	0.8697945	0.942408	0.96805817	0.9385843	0.8713468	0.85810363	0.9430077	0.9298503	0.9505415	0.8704471	0.927257	0.92886174	0.9578211	0.92378056	0.93587524	0.89672303	0.8866756	0.9574976	0.9614189	0.8419122	0.9563566	0.93180007	0.97312564	0.9410119	0.93085444	0.9394988	0.91452426	0.8858984	0.9036431	0.9741627	0.9175455	0.93120724	0.8919196	0.9556927	0.93607855	0.9245755
karakter/noun	0.8740449	0.91212183	0.7949916	0.88204795	0.7971043	0.88395935	0.92808855	0.83534276	0.6354991	0.676425	0.63347256	0.73111606	0.85990787	0.8637423	0.913985	0.919064	0.73754287	0.7013055	0.75019765	0.9025716	0.84492135	0.9015948	0.76646733	0.7328041	0.79996717	0.8336454	0.9312898	0.62263536	0.80534494	0.63777494	0.6350474	0.68072426	0.8564693	0.72515976	0.8131111	0.844362	0.8729516	0.7251924	0.8692909	0.7526137	0.8211038	0.8489419	0.84999716	0.84434175	0.8160958	0.8667183	0.91668385	0.9149611	0.88206	0.7065811	0.66234064	0.8268974	0.829379	0.9124478	0.7844579	0.9438927	0.0	0.90114474	0.92983747	0.6809041	0.8864703	0.82514155	0.9006204	0.81982726	0.6785168	0.836409	0.80795854	0.79426485	0.80499315	0.7599001	0.7526119	0.7748277	0.84299314	0.6304494	0.8184726	0.7248393	0.7279997	0.7242708	0.81783706	0.67062485	0.6002132	0.92474806	0.799135	0.87041473	0.74194324	0.6072089	0.9259592	0.8781221	0.69718635	0.7917832	0.7614753	0.9292231	0.89232445	0.9399182	0.9203405	0.9229988	0.7564701	0.7414726	0.8558601	0.92421156	0.5409453	0.7246884	0.68278134	0.87713766	0.61964667	0.71889067	0.68746233	0.88475007	0.7093539	0.9615503	0.9455249	0.9548201	0.78149945	0.8534484	0.7456106	0.7233473	0.7992231	0.91662776	0.8839027	0.85257566	0.83411336	0.65700805	0.663232	0.94863486	0.8842337	0.901277	0.85563326	0.59819937	0.71584535	0.6743051
