	lid_kaart/noun	altijd/adv	verblijf_status/noun	ten/adv	frank/noun	gezien/adj	bekentenis/noun	voorwaarde/noun	vonnis/noun	bouw_aanvraag/noun	gewoon/adj	besluit/noun	patent/noun	tarief/noun	kaart/noun	toelating/noun	onbeperkt/adj	door/adj	arrangement/noun	goal/noun	paspoort/noun	alternatief/noun	enquête/noun	regel/noun	advies/noun	boord_document/noun	gemeente/noun	treffer/noun	conventie/noun	rijbewijs/noun	bon/noun	stem_biljet/noun	slechts/adv	excuus/noun	juridisch/adj	status/noun	en/vg	referendum/noun	huur_contract/noun	onverminderd/adj	strip_kaart/noun	wagen/noun	euro/noun	Habibie/name	die/det	bod/noun	uitslag/noun	offerte/noun	dagvaarding/noun	licentie/noun	reis_pas/noun	adres/noun	niet/adv	wijze/noun	reden/noun	visum/noun	lang/adj	vervoer_bewijs/noun	huwelijk/noun	handtekening/noun	wereldwijd/adj	nog/adv	algemeen/adj	alibi/noun	ze/pron	biljet/noun	eind_uitslag/noun	document/noun	stem/noun	aanbieding/noun	universeel/adj	goedkeuring/noun	verklaring/noun	arbeid_vergunning/noun	papier/noun	reservatie/noun	diploma/noun	wil_beschikking/noun	vergunning/noun	wet/noun	typering/noun	enkel/adj	accoord/noun	rechtbank/noun	aanbesteding/noun	overeenkomst/noun	identiteitsbewijs/noun	ticket/noun	betaal_middel/noun	poging/noun	werk_vergunning/noun	alleen/adj	trein_kaart_DIM/noun	verblijfsvergunning/noun	verzekering/noun	dit/det	toestemming/noun	jaar/noun	uitkomst/noun	doelpunt/noun	kandidatuur/noun	abonnement/noun	principe/noun	rede/noun	verzoek/noun	exploitatie_vergunning/noun	argument/noun
strip_kaart/noun	0.7908654	0.9240649	0.9177875	0.9292959	0.8393297	0.93829113	0.929505	0.9106021	0.92885053	0.91795015	0.82993066	0.93432087	0.911465	0.80735624	0.7770782	0.9212533	0.836721	0.92243695	0.87761724	0.96068436	0.78395385	0.8726233	0.92889667	0.9027201	0.90609485	0.8753069	0.86563426	0.96692276	0.9207014	0.8447518	0.8120533	0.8085332	0.885723	0.91338646	0.9120515	0.9252007	0.874593	0.8896699	0.8768619	0.91735923	0.0	0.86831856	0.823257	0.89781344	0.8539957	0.9425566	0.95973146	0.87993526	0.8937434	0.851503	0.8166276	0.8635794	0.9044658	0.920649	0.9354609	0.835442	0.93894994	0.6773685	0.9375913	0.84066063	0.89852273	0.9079766	0.9232478	0.9134381	0.85507923	0.71206754	0.9356075	0.8370891	0.9301619	0.86029977	0.9115081	0.93372613	0.9197704	0.91002667	0.8124802	0.8862479	0.8937162	0.9223883	0.8699636	0.88947415	0.9398463	0.84870315	0.93102574	0.9466381	0.8758384	0.9252748	0.8241318	0.71720326	0.8129927	0.94727147	0.8948044	0.8613099	0.7036614	0.8806702	0.85090107	0.8918879	0.91784686	0.91368026	0.9383202	0.9598437	0.9402231	0.67680955	0.888388	0.922816	0.92732286	0.9020714	0.9100767
wagen/noun	0.92695254	0.90689796	0.950061	0.9069278	0.8989074	0.94044083	0.90208834	0.9453979	0.95924157	0.9290585	0.83893406	0.95893615	0.92649096	0.90870357	0.8884635	0.8816867	0.8650786	0.87941897	0.91039145	0.9450159	0.8072415	0.8886787	0.9460154	0.9442817	0.9479665	0.640885	0.86970663	0.93584573	0.9455945	0.6672299	0.79164445	0.8771915	0.89012975	0.94643027	0.94509417	0.95147264	0.75821376	0.96337515	0.92142886	0.922511	0.86831856	0.0	0.9175187	0.94723684	0.8788353	0.9606753	0.95959294	0.903405	0.91705614	0.9010474	0.8852446	0.8613574	0.9111245	0.9089575	0.9484945	0.8966806	0.89113224	0.843227	0.96078193	0.90730286	0.92653966	0.9067828	0.9729279	0.92144513	0.75162953	0.80046624	0.95532286	0.8462484	0.9423001	0.920513	0.9487063	0.9594805	0.9405993	0.94074464	0.8149099	0.9365591	0.9320428	0.9331491	0.86880946	0.94744855	0.94176626	0.8096231	0.95159525	0.9403644	0.9153788	0.94251615	0.8557929	0.88089734	0.9250211	0.873402	0.92280746	0.89450943	0.87963367	0.931193	0.8280521	0.96108836	0.92180866	0.95351636	0.95882	0.9522141	0.9654279	0.8779473	0.9205649	0.8757256	0.94833356	0.93935484	0.95281243
euro/noun	0.82198477	0.9679017	0.9357347	0.81968045	0.15513462	0.93080896	0.95533305	0.8203184	0.9354033	0.91903454	0.900741	0.9308873	0.92915154	0.71591485	0.79229766	0.913431	0.8150565	0.93267596	0.87607276	0.9383894	0.8797391	0.92033434	0.93723595	0.93635005	0.9114572	0.94009584	0.7375447	0.93165815	0.9575254	0.8738045	0.7991771	0.8877259	0.75544965	0.9301702	0.93064666	0.92196894	0.88442403	0.91604686	0.8861482	0.915226	0.823257	0.9175187	0.0	0.94121355	0.8814817	0.8001058	0.9455338	0.83893275	0.91190237	0.78688604	0.8838179	0.8746767	0.94700366	0.9454906	0.954309	0.88068146	0.9549594	0.86088145	0.9559085	0.8650754	0.78125954	0.9110392	0.9036398	0.92898655	0.91592276	0.72768223	0.92591494	0.89386714	0.932776	0.8677813	0.9497051	0.88457423	0.9372603	0.9260662	0.8826015	0.82435125	0.8978956	0.96044123	0.8635187	0.9327776	0.9670899	0.8356313	0.9033546	0.9048206	0.84541327	0.91027343	0.8866626	0.6881039	0.8153844	0.9656381	0.91198087	0.89314455	0.77049893	0.8927192	0.7260915	0.85232437	0.91799283	0.7421323	0.94799715	0.94129604	0.9391174	0.67756456	0.89516157	0.9300732	0.90650713	0.935549	0.9327833
Habibie/name	0.9174417	0.87145555	0.927726	0.8453294	0.9605223	0.89298517	0.85111296	0.84919226	0.81897974	0.9002134	0.93229014	0.7725926	0.89583206	0.9200202	0.9471184	0.878265	0.867121	0.924967	0.92947966	0.9287868	0.9042219	0.89030915	0.8782687	0.8748547	0.8738039	0.95224935	0.8429189	0.9211351	0.8085659	0.91379315	0.8928082	0.8530183	0.8702046	0.83110285	0.8041408	0.8746387	0.87606364	0.71933645	0.8951933	0.8445618	0.89781344	0.94723684	0.94121355	0.0	0.8133443	0.8651234	0.8557499	0.8762648	0.8619057	0.8835949	0.9411262	0.9313889	0.85754395	0.8662146	0.87628794	0.85972655	0.90275043	0.92840034	0.8590029	0.86748576	0.87832725	0.88669354	0.85199183	0.8790253	0.8201282	0.90682644	0.8745684	0.86422324	0.84159476	0.92280716	0.8882281	0.84170073	0.82641566	0.9416311	0.897289	0.9451214	0.9197251	0.887316	0.9023415	0.8349809	0.90892863	0.84614855	0.81395674	0.83825004	0.87800586	0.8623347	0.923897	0.92268586	0.911152	0.8115776	0.91341513	0.85955215	0.91613644	0.8915295	0.91288555	0.8637792	0.87084925	0.88428646	0.8340253	0.9343375	0.73719203	0.9226915	0.8443316	0.8152339	0.82318074	0.9254575	0.83720374
die/det	0.89287394	0.6805488	0.8825542	0.7113699	0.8879528	0.7655989	0.81356984	0.7671138	0.7833053	0.83819306	0.69293857	0.78159165	0.7662966	0.7712854	0.8542954	0.7969383	0.7625459	0.80073524	0.78332573	0.8307982	0.8259098	0.83859205	0.8301391	0.7341691	0.8180548	0.894511	0.7757429	0.83915573	0.7352201	0.86113125	0.8136092	0.7996713	0.73982126	0.79841155	0.6879169	0.77229476	0.7086248	0.7965976	0.8273603	0.7796507	0.8539957	0.8788353	0.8814817	0.8133443	0.0	0.8501121	0.810169	0.7957174	0.80475783	0.8088266	0.8988233	0.8054997	0.6641546	0.7428966	0.84986836	0.8402206	0.79023457	0.87401164	0.81894976	0.82881093	0.76646805	0.77415335	0.7022322	0.7886704	0.6427799	0.77715963	0.8402969	0.7669298	0.8265648	0.82091445	0.6605837	0.81981504	0.79642254	0.88752306	0.76514846	0.9132451	0.82776374	0.8628924	0.78768677	0.7345524	0.7842426	0.67989093	0.8082625	0.85581386	0.7894248	0.7883478	0.86466306	0.8654788	0.8594305	0.8368783	0.8574505	0.6547468	0.86780804	0.8201442	0.8070808	0.7458544	0.8686291	0.87264013	0.74751747	0.85703266	0.81379414	0.8207706	0.69974136	0.74897426	0.8193299	0.86710405	0.7404704
bod/noun	0.9111989	0.9008798	0.9191653	0.8255964	0.84563744	0.90549964	0.8395698	0.7830988	0.7877751	0.7674705	0.9217361	0.7415881	0.8343892	0.77360857	0.92753416	0.83326656	0.8771877	0.9219496	0.90508205	0.9155042	0.86564386	0.80777544	0.87248814	0.86897564	0.7477359	0.9426257	0.83846635	0.89415145	0.8779291	0.8973516	0.9010043	0.8819394	0.8554524	0.8580943	0.82485616	0.8553871	0.90742975	0.78129625	0.8375483	0.87653154	0.9425566	0.9606753	0.8001058	0.8651234	0.8501121	0.0	0.84287435	0.74722385	0.82321644	0.7473463	0.92522067	0.90093625	0.87043375	0.865494	0.8947698	0.8568623	0.9286788	0.9067142	0.84126115	0.87453234	0.85317045	0.86252093	0.8567122	0.9075426	0.8856673	0.8681521	0.8805102	0.8658652	0.8900205	0.7455312	0.9133991	0.7835268	0.8203868	0.8960664	0.9168043	0.9159773	0.8932468	0.89746433	0.8110981	0.8478165	0.9222334	0.84197795	0.7046993	0.8415919	0.79552174	0.6906388	0.91222376	0.8939172	0.86996496	0.8410201	0.8775455	0.8612751	0.9056137	0.8535462	0.8354313	0.83793294	0.84873617	0.86380625	0.82290244	0.92138654	0.68641114	0.846794	0.861446	0.84773105	0.7220249	0.85187364	0.8418126
uitslag/noun	0.9515366	0.86834544	0.89449465	0.85473186	0.958746	0.8790446	0.8520198	0.89752185	0.72325623	0.85681146	0.92005336	0.7151151	0.8853862	0.8804571	0.89359176	0.87570465	0.9221422	0.90044916	0.89865977	0.844424	0.9101195	0.92799246	0.8139903	0.88677126	0.84076226	0.95964307	0.92432356	0.82934403	0.87833273	0.91035295	0.8974048	0.80134475	0.8342743	0.8685961	0.8641286	0.84398615	0.9150704	0.7819905	0.91311574	0.9093555	0.95973146	0.95959294	0.9455338	0.8557499	0.810169	0.84287435	0.0	0.87920046	0.8511664	0.8744944	0.9401118	0.87877285	0.82134724	0.8359125	0.87703043	0.9059971	0.887665	0.9245671	0.9119173	0.8916075	0.90866965	0.8446965	0.8491826	0.890329	0.87454563	0.88613373	0.5954546	0.8536484	0.8087321	0.895025	0.90456235	0.841607	0.8213608	0.9235033	0.907124	0.9261471	0.89605916	0.89121306	0.8822775	0.87169075	0.8935845	0.8474134	0.8407572	0.884711	0.8829319	0.8443013	0.9295264	0.86261714	0.92671406	0.91448	0.90867007	0.8629806	0.9470301	0.8872381	0.93060446	0.8147105	0.9152457	0.90483123	0.53643024	0.83633107	0.784837	0.91507983	0.8785995	0.84105945	0.85678434	0.9313582	0.8448729
offerte/noun	0.8614039	0.87826693	0.884564	0.87016684	0.8333038	0.8857222	0.88271713	0.76445067	0.87383854	0.71605897	0.8897306	0.8341372	0.8381018	0.7030615	0.8529326	0.7865589	0.8394496	0.9092949	0.83668303	0.90787536	0.82133317	0.8320809	0.82189244	0.8097908	0.71256363	0.8968016	0.73817754	0.9232443	0.89067936	0.8656523	0.7842172	0.80040026	0.8376756	0.8722503	0.8307395	0.88324404	0.8406352	0.8473237	0.8219688	0.8958924	0.87993526	0.903405	0.83893275	0.8762648	0.7957174	0.74722385	0.87920046	0.0	0.79359436	0.7813122	0.8502337	0.7617766	0.863944	0.8540473	0.8983528	0.81223243	0.93223715	0.84138376	0.8972738	0.813537	0.87101114	0.8706085	0.85800016	0.8742149	0.84051967	0.8163341	0.9001092	0.7349788	0.8985536	0.7250813	0.89757895	0.80119175	0.8148322	0.869718	0.7972137	0.902522	0.8521758	0.8748883	0.76849115	0.83859485	0.90264696	0.7897316	0.82418823	0.884717	0.6530619	0.77650744	0.87093735	0.8194512	0.8660733	0.9337016	0.841012	0.81858087	0.87094855	0.81860036	0.7595757	0.86849856	0.8331369	0.905152	0.8170744	0.92142725	0.8084346	0.75790197	0.8254553	0.8692721	0.75630957	0.82210374	0.86244357
dagvaarding/noun	0.88369966	0.91172254	0.90078646	0.82147264	0.90521103	0.9065308	0.7367033	0.821914	0.66224945	0.798247	0.87362874	0.7597824	0.8719873	0.8656352	0.8407545	0.84366524	0.87791556	0.9231344	0.899961	0.9177207	0.7876055	0.9118565	0.8490239	0.8505765	0.7742008	0.86967313	0.7983715	0.91905016	0.84883106	0.8356974	0.8085208	0.7584068	0.88744587	0.8322022	0.7326002	0.9100865	0.88397455	0.8426155	0.83792865	0.8843854	0.8937434	0.91705614	0.91190237	0.8619057	0.80475783	0.82321644	0.8511664	0.79359436	0.0	0.81778824	0.8728727	0.78198266	0.8398764	0.86963403	0.87413424	0.79447013	0.9051032	0.8619994	0.8879084	0.80923015	0.9016807	0.88212276	0.8821517	0.84275556	0.79366034	0.82623464	0.89519316	0.6974021	0.9183247	0.85682875	0.8861527	0.7954273	0.7740621	0.8531097	0.8242205	0.93889046	0.8389375	0.88789487	0.78330815	0.8097237	0.8991447	0.79159117	0.78903854	0.62605566	0.8211671	0.8121723	0.83474255	0.8793909	0.9343505	0.84578	0.8522216	0.8546988	0.9020637	0.81101567	0.85577095	0.8328702	0.8319011	0.9037679	0.82891905	0.9227441	0.8249072	0.88686156	0.85551834	0.826	0.67765635	0.84342927	0.817189
licentie/noun	0.82579225	0.9023894	0.77963847	0.86511517	0.8063002	0.8833945	0.8731031	0.7184329	0.8489533	0.79442734	0.8977838	0.81479573	0.68881214	0.7992206	0.7906148	0.72250134	0.7883369	0.89051425	0.8935928	0.895735	0.69035137	0.854043	0.8980876	0.83481777	0.79294634	0.8805523	0.75066817	0.8995448	0.87018484	0.705517	0.83079773	0.8421925	0.8208405	0.8889855	0.78510094	0.7779669	0.84437937	0.8383913	0.8005059	0.8903601	0.851503	0.9010474	0.78688604	0.8835949	0.8088266	0.7473463	0.8744944	0.7813122	0.81778824	0.0	0.7822883	0.84518784	0.86892676	0.8723748	0.8941667	0.6497378	0.9249045	0.81771106	0.8934675	0.78833026	0.7758949	0.8696009	0.8543224	0.8699647	0.85606635	0.7876537	0.90853846	0.76520693	0.8780991	0.77939594	0.8720542	0.7453527	0.8705358	0.67510223	0.8103762	0.8923019	0.68962467	0.9117858	0.5011677	0.82201624	0.9289491	0.7794738	0.76743555	0.8469957	0.75360185	0.76384985	0.7914194	0.6854434	0.84605896	0.9338724	0.6701459	0.82276833	0.79835117	0.63955075	0.7394917	0.867646	0.76000583	0.8552097	0.8830531	0.89939713	0.74951196	0.6985836	0.81372356	0.8481382	0.78868383	0.7090652	0.8694201
reis_pas/noun	0.8176367	0.9299012	0.8335928	0.8969942	0.87423986	0.92574024	0.9268459	0.8679146	0.9337984	0.8185946	0.91561484	0.9119371	0.89014894	0.8678004	0.8275944	0.83442295	0.84628046	0.9451876	0.9195971	0.9572914	0.5909814	0.91476053	0.91726065	0.8770552	0.847005	0.8125027	0.8450326	0.9687974	0.91342074	0.7022075	0.86589473	0.84373486	0.8978974	0.92746097	0.8631496	0.89140946	0.90325356	0.88116556	0.84491503	0.9283717	0.8166276	0.8852446	0.8838179	0.9411262	0.8988233	0.92522067	0.9401118	0.8502337	0.8728727	0.7822883	0.0	0.81607795	0.8937256	0.9394676	0.89402145	0.6122416	0.92332494	0.7813153	0.9176113	0.8012947	0.91943336	0.9025062	0.9319971	0.87424684	0.8894113	0.8007384	0.9390252	0.72832716	0.94190794	0.8929699	0.9273939	0.86692286	0.9105501	0.73130476	0.7900438	0.84319925	0.8231467	0.90363795	0.698074	0.88603455	0.95766103	0.8315612	0.8864586	0.91457886	0.8362571	0.8873152	0.70094085	0.7904016	0.8834522	0.94126153	0.6931419	0.87490803	0.814594	0.6869967	0.78541535	0.91218305	0.88013947	0.895991	0.9288265	0.9616244	0.93889815	0.77512175	0.8773652	0.9109642	0.8631017	0.7946613	0.9166124
adres/noun	0.8591131	0.85695577	0.87863445	0.88099635	0.8584334	0.8960326	0.83421826	0.8633194	0.8994641	0.87077796	0.8384571	0.9087855	0.87167585	0.8213767	0.7423916	0.8762412	0.82311314	0.9008115	0.81395197	0.9503806	0.71942705	0.8582555	0.83469176	0.8933707	0.8090467	0.8471051	0.8138435	0.9485616	0.9060679	0.8550141	0.74030876	0.7913051	0.8721541	0.8499028	0.86541075	0.8707589	0.81031877	0.9073462	0.8246676	0.91631174	0.8635794	0.8613574	0.8746767	0.9313889	0.8054997	0.90093625	0.87877285	0.7617766	0.78198266	0.84518784	0.81607795	0.0	0.8677024	0.860888	0.8849422	0.7826757	0.92870337	0.85047495	0.9132629	0.7680492	0.85538536	0.88402355	0.90350044	0.85766995	0.7885377	0.74908173	0.918923	0.62264955	0.9012424	0.7710005	0.8935437	0.8934724	0.81183213	0.8744582	0.74726963	0.8031066	0.85548156	0.9056437	0.831251	0.9019598	0.8871996	0.7760681	0.9088281	0.9152538	0.8591839	0.85494125	0.76384294	0.7610639	0.8678572	0.9180593	0.8546675	0.8099621	0.8397519	0.81919956	0.8256785	0.9119645	0.8336407	0.92613876	0.8832618	0.9612736	0.8601612	0.7594955	0.87129384	0.85771245	0.7933651	0.88986856	0.860296
niet/adv	0.9221474	0.6330106	0.88838637	0.7660447	0.9555782	0.7809828	0.8521577	0.8077069	0.82021856	0.8974175	0.68453395	0.8168975	0.871554	0.8648759	0.88869137	0.86671525	0.84620595	0.86595905	0.88854873	0.88937676	0.8819494	0.8297306	0.88931036	0.7849409	0.87611777	0.9202586	0.88363725	0.9085953	0.8401062	0.8982049	0.8761892	0.8705944	0.8089869	0.8266275	0.82220966	0.8646809	0.8721253	0.87377083	0.8850007	0.8783076	0.9044658	0.9111245	0.94700366	0.85754395	0.6641546	0.87043375	0.82134724	0.863944	0.8398764	0.86892676	0.8937256	0.8677024	0.0	0.7926123	0.80310994	0.8642751	0.84792423	0.8907379	0.89086425	0.9001955	0.91686726	0.68497896	0.8786782	0.8358399	0.55699575	0.857203	0.8419101	0.8622744	0.8888442	0.8600766	0.8322897	0.89411175	0.8392446	0.9014	0.8413936	0.9139485	0.8712162	0.8951322	0.8619053	0.8105393	0.8408737	0.699949	0.8706254	0.87928385	0.86719376	0.845266	0.87977827	0.91330767	0.8933345	0.87052894	0.8823835	0.61545116	0.90861046	0.8446056	0.85521555	0.7701963	0.9010112	0.9370488	0.7796287	0.9065864	0.8571277	0.8918345	0.727952	0.8100306	0.8585115	0.8949279	0.78557265
wijze/noun	0.948725	0.7603774	0.89938277	0.7777953	0.94789594	0.73034483	0.7664382	0.77695775	0.7966287	0.8839367	0.85379153	0.78645384	0.81251603	0.83490247	0.88760656	0.8338791	0.83056986	0.7921455	0.7204871	0.8809337	0.87419474	0.7283535	0.81924844	0.735965	0.833255	0.9504507	0.8434396	0.8465962	0.7730199	0.91305953	0.8775127	0.8394927	0.85627216	0.8098556	0.78495526	0.76457983	0.6579646	0.8661732	0.88420284	0.81648713	0.920649	0.9089575	0.9454906	0.8662146	0.7428966	0.865494	0.8359125	0.8540473	0.86963403	0.8723748	0.9394676	0.860888	0.7926123	0.0	0.8268774	0.8701253	0.91184473	0.9301777	0.82843417	0.8916722	0.8239763	0.8937646	0.8352623	0.81311333	0.7386389	0.8559031	0.903229	0.7782044	0.80474734	0.82828903	0.7058328	0.8772353	0.77682877	0.93975735	0.83912665	0.9638458	0.8675894	0.8941761	0.86104053	0.78718936	0.7711045	0.73887277	0.86108756	0.87394786	0.8330725	0.8384014	0.8869846	0.931948	0.8672085	0.76778835	0.9015037	0.7349599	0.9352969	0.8680473	0.86507386	0.7818128	0.87918496	0.9119674	0.74440527	0.8837684	0.833179	0.89477265	0.7281203	0.7370167	0.8333219	0.935657	0.7323312
reden/noun	0.9390086	0.84906214	0.89144415	0.88923764	0.9633347	0.6947076	0.86969525	0.7818503	0.84502757	0.89786005	0.89890254	0.768579	0.90670687	0.887563	0.9215849	0.8404834	0.87315565	0.91254467	0.9175803	0.9092998	0.8994247	0.8178897	0.9019911	0.8458238	0.80830336	0.9388755	0.89270556	0.91861534	0.8783633	0.9168081	0.91066885	0.8917695	0.9026236	0.79935384	0.7467109	0.8624195	0.8617629	0.84433335	0.8960142	0.86451596	0.9354609	0.9484945	0.954309	0.87628794	0.84986836	0.8947698	0.87703043	0.8983528	0.87413424	0.8941667	0.89402145	0.8849422	0.80310994	0.8268774	0.0	0.86381054	0.9128351	0.9161658	0.83950174	0.9142177	0.88029283	0.87377733	0.82471764	0.8353632	0.83037424	0.88683355	0.91609573	0.8619424	0.8812182	0.85561395	0.8594256	0.85721195	0.7116191	0.9165359	0.9247124	0.9429369	0.92002606	0.9321372	0.8648852	0.83686835	0.8979343	0.8144478	0.8251873	0.87826234	0.8841851	0.83129174	0.8876752	0.94658166	0.9008699	0.8700719	0.8830651	0.8263649	0.93979436	0.86557394	0.8635494	0.87151915	0.8465574	0.91182685	0.80182856	0.91528875	0.8542307	0.91473734	0.8183565	0.4929635	0.80041635	0.91438764	0.6465215
visum/noun	0.82895225	0.88239354	0.7213946	0.8544327	0.8900611	0.9013309	0.86385787	0.7931566	0.8651396	0.80756414	0.88657767	0.8334805	0.78771585	0.86723036	0.8000407	0.68700206	0.7822209	0.8867868	0.876052	0.92041177	0.44302785	0.89311236	0.9062087	0.8397392	0.8162602	0.83319616	0.8045499	0.93134195	0.8573666	0.6553139	0.8113219	0.7875074	0.8536841	0.83196396	0.80555534	0.7907318	0.843222	0.8210039	0.806713	0.8690226	0.835442	0.8966806	0.88068146	0.85972655	0.8402206	0.8568623	0.9059971	0.81223243	0.79447013	0.6497378	0.6122416	0.7826757	0.8642751	0.8701253	0.86381054	0.0	0.8887489	0.79274225	0.8264291	0.7479596	0.8811082	0.88885856	0.8955258	0.79991543	0.8124292	0.75747174	0.9329854	0.6807425	0.9136749	0.8398192	0.8846489	0.7794605	0.81485486	0.63476574	0.74183095	0.8670723	0.7626442	0.89391947	0.5740029	0.8147936	0.91668445	0.8034489	0.8218318	0.8434416	0.81420684	0.8471358	0.6704105	0.73692894	0.85083073	0.8660283	0.49719793	0.82779706	0.8037755	0.46732146	0.79428464	0.8914719	0.71636707	0.89643806	0.8995343	0.9274895	0.84141743	0.76662153	0.84471434	0.84707195	0.73855996	0.7178747	0.8613731
lang/adj	0.9720684	0.7737422	0.91561794	0.871187	0.95342374	0.900094	0.91431	0.91902465	0.9284897	0.9134493	0.79063296	0.9232688	0.9162167	0.90899944	0.9249413	0.88810337	0.8436283	0.8225025	0.89283633	0.90286213	0.9154131	0.8720839	0.9449304	0.91306466	0.947461	0.9484527	0.9281538	0.9038383	0.90661263	0.92589545	0.90095645	0.9171894	0.8058896	0.9097086	0.8825033	0.9089426	0.80776054	0.9153436	0.9270898	0.8609794	0.93894994	0.89113224	0.9549594	0.90275043	0.79023457	0.9286788	0.887665	0.93223715	0.9051032	0.9249045	0.92332494	0.92870337	0.84792423	0.91184473	0.9128351	0.8887489	0.0	0.9266282	0.8683391	0.9125708	0.90392953	0.7271633	0.9269386	0.89467096	0.75158376	0.91426855	0.9115863	0.91485405	0.92290175	0.9002572	0.91814756	0.9135034	0.923191	0.9441261	0.8864259	0.9391271	0.93119204	0.92770815	0.90586245	0.9276078	0.9126415	0.8581737	0.9126138	0.9486697	0.89970547	0.918553	0.9513324	0.9111657	0.94564116	0.91756386	0.90789056	0.8613061	0.90993637	0.88332397	0.91099447	0.89519536	0.91421145	0.7707413	0.8737712	0.9210463	0.9174003	0.91351753	0.8880315	0.8715395	0.92449224	0.9501922	0.9083361
vervoer_bewijs/noun	0.78219193	0.8926328	0.88775456	0.89298385	0.87140375	0.94677377	0.93571544	0.8839818	0.9159172	0.8903049	0.87287545	0.91998297	0.9019394	0.7954115	0.8032218	0.8831547	0.8348135	0.92841464	0.8719709	0.96976244	0.7483075	0.86061716	0.9009254	0.8796965	0.9000177	0.7856551	0.86598337	0.9741415	0.93574566	0.74917114	0.7904499	0.8576397	0.8749076	0.87723637	0.89334506	0.9268795	0.8965009	0.8820205	0.8560822	0.9061993	0.6773685	0.843227	0.86088145	0.92840034	0.87401164	0.9067142	0.9245671	0.84138376	0.8619994	0.81771106	0.7813153	0.85047495	0.8907379	0.9301777	0.9161658	0.79274225	0.9266282	0.0	0.95536906	0.85186565	0.90492654	0.9034991	0.9087016	0.8699965	0.8541307	0.7514781	0.9109517	0.81687146	0.93739253	0.86256313	0.9215428	0.8982911	0.90740055	0.82955605	0.80338883	0.85948014	0.86833805	0.9019298	0.8073542	0.8902875	0.93156606	0.8398576	0.9171009	0.92422175	0.84299964	0.9029349	0.7792372	0.69865274	0.85464734	0.96144223	0.8193845	0.85725623	0.6993494	0.82560384	0.81121266	0.9200991	0.92052406	0.9302257	0.9208587	0.9591665	0.9148212	0.70068145	0.8867117	0.9010329	0.90300137	0.87252676	0.9138699
huwelijk/noun	0.93532056	0.8689304	0.9065055	0.8690496	0.9568247	0.86669874	0.84473085	0.85010666	0.81865054	0.8896744	0.89785206	0.81570935	0.8923016	0.9174062	0.9544448	0.8348437	0.8703246	0.8807469	0.8981718	0.9079932	0.858695	0.8929461	0.8963062	0.86513495	0.895141	0.9520074	0.8802124	0.90567666	0.8339685	0.9181919	0.92274183	0.8976692	0.88582957	0.85256255	0.81066674	0.83227235	0.797733	0.7860296	0.8514247	0.86091506	0.9375913	0.96078193	0.9559085	0.8590029	0.81894976	0.84126115	0.9119173	0.8972738	0.8879084	0.8934675	0.9176113	0.9132629	0.89086425	0.82843417	0.83950174	0.8264291	0.8683391	0.95536906	0.0	0.87543917	0.88438743	0.8989172	0.8732147	0.8745722	0.8316567	0.90279454	0.9382763	0.8832127	0.91739637	0.89945126	0.8394499	0.8222942	0.8734078	0.92339313	0.9205011	0.92423666	0.87473226	0.8966827	0.87942576	0.78955245	0.9160419	0.84007025	0.8174894	0.86455554	0.8567954	0.7971373	0.8952486	0.9351624	0.89723766	0.820114	0.85724956	0.8355438	0.9377883	0.8267962	0.8531629	0.85637957	0.7979945	0.83263457	0.88988113	0.9134323	0.8384507	0.89447343	0.8222102	0.7971854	0.8433339	0.92832756	0.8822603
handtekening/noun	0.8205377	0.87390155	0.88053215	0.8852952	0.8561749	0.9069811	0.86304575	0.8368353	0.8739418	0.8243201	0.88655466	0.8360322	0.85247046	0.8876373	0.78034204	0.7817658	0.8518498	0.89759266	0.880818	0.9117323	0.693427	0.88701516	0.8687928	0.87282646	0.82331425	0.85761964	0.80382055	0.9148414	0.853938	0.78618366	0.74822795	0.73839533	0.8620532	0.8456156	0.8426668	0.8530897	0.8359794	0.762542	0.8198968	0.9030396	0.84066063	0.90730286	0.8650754	0.86748576	0.82881093	0.87453234	0.8916075	0.813537	0.80923015	0.78833026	0.8012947	0.7680492	0.9001955	0.8916722	0.9142177	0.7479596	0.9125708	0.85186565	0.87543917	0.0	0.86217624	0.8817873	0.9086707	0.86916894	0.7951791	0.71594125	0.9126792	0.65213203	0.82499224	0.8412086	0.8843446	0.72590923	0.8104951	0.8564542	0.698899	0.9007027	0.80758154	0.8215196	0.76079327	0.8363856	0.8991144	0.81627107	0.8048874	0.8934352	0.85664284	0.82169044	0.75173527	0.80918473	0.8699854	0.91192925	0.8094144	0.8629478	0.81681514	0.78393996	0.8479247	0.8907361	0.7858939	0.920328	0.8967228	0.9130876	0.7934691	0.8317339	0.86242163	0.8628938	0.76197064	0.8503356	0.84660715
