	BMW/name	Brussel/name	Gill/name	Kinepolis/name	Konmar/name	Unilever/name	aandeel/noun	aanzienlijk/adj	abonnement/noun	alles/noun	alternatief/noun	amusement/noun	antibioticum/noun	appartement/noun	arbeid/noun	arbeid_kracht/noun	artikel/noun	bedrijf/noun	bedrijf_investering/noun	bel/verb	bewering/noun	bier/noun	boek/verb	bus/noun	charme/noun	coke/noun	consument/noun	dat/det	devaluatie/noun	die/det	diesel/noun	ding/noun	dollar/noun	echt/adj	effectbejag/noun	elektriciteit/noun	en/vg	erg/adj	eten/noun	euro/noun	extreem/adj	fabrikant/noun	factuur/noun	flink/adj	formule/noun	genees_middel/noun	gerecht/noun	goud/noun	grafiek/noun	grond/noun	grondstof/noun	ham/noun	heel/adv	heruitgave/noun	het/noun	hoe/adj	hoofdzakelijk/adj	hotel/noun	hout_soort/noun	huisvuil_zak/noun	huur_woning/noun	iets/noun	inkoop/noun	inseminatie/noun	internet/noun	juist/adv	kamer/noun	kantoor_ruimte/noun	kleding/noun	kool/noun	kop_DIM/noun	krediet/noun	kwaliteit/noun	lekker/adj	lening/noun	leven_middel/noun	lijn_dienst/noun	luchtvaart_maatschappij/noun	maaltijd/noun	maatschappij/noun	makelaar/noun	medicijn/noun	meestal/adv	merk/noun	merkelijk/adj	mest/noun	middel/noun	mode/noun	model/noun	niet/adv	nog/adv	om/comp	onderwijs/noun	oog/adj	opvang/noun	overigens/adv	pak_DIM/noun	paraplu/noun	pc/noun	permanent/adj	pin/verb	populist/noun	prijs/noun	product/noun	productie/noun	programma/noun	reis/noun	relatief/adj	rij_DIM_huis/noun	rij_auto/verb	rommel/noun	rook/verb	sperma/noun	spul/noun	spul_DIM/noun	ster_restaurant/noun	strafschop/noun	strafschop_doelpunt/noun	stroom/noun	stuk/noun	tarief/noun	te/comp	techniek/noun	technologie/noun	telecom_aandeel/noun	ticket/noun	trip/noun	truc/noun	tweewieler/noun	type/noun	uiteindelijk/adj	uitgave/noun	vaak/adj	veel/adj	versie/noun	vervanging/noun	vervoer/noun	vlag/noun	vlees/noun	vlucht/noun	vooral/adv	vrij/adj	wao/noun	was_poeder/noun	wij/pron	winkel/noun	woning/noun	ze/pron	zo/adj	zo/adv
elektriciteit/noun	0.8617766	0.90939116	0.99287665	0.9177781	0.965555	0.90741557	0.84356594	0.93935305	0.85880107	0.961932	0.9708717	0.9909071	0.9582572	0.8755026	0.96541154	0.85280466	0.92467886	0.8350382	0.9635448	0.9336652	0.98146826	0.9172345	0.8723029	0.8952809	0.9953037	0.916043	0.9083607	0.9204872	0.943131	0.9899552	0.86518675	0.982904	0.7513058	0.98188764	1.0	0.0	0.9209027	0.9673742	0.92569417	0.75235164	0.9622856	0.9291945	0.83123994	0.93204325	0.9491401	0.94922465	0.96337545	0.93113285	0.9636848	0.8648184	0.88279456	0.9320988	0.9848627	0.98594165	0.9728218	0.9850841	0.9401273	0.9107691	0.9976415	0.90112716	0.86531353	0.98477507	0.937399	0.9687275	0.95628446	0.97214466	0.89158577	0.80018336	0.9263431	0.94762015	0.9420172	0.855386	0.98448116	0.981169	0.811322	0.9514174	0.96172965	0.9090644	0.894467	0.92105335	0.94133496	0.9408745	0.9511314	0.90744627	0.97596943	0.9057736	0.93442374	0.96210265	0.924242	0.99324083	0.90279794	0.9342768	0.92164063	0.96525294	0.8948336	0.9351529	0.90163195	0.9825356	0.90620506	0.9301382	0.9695657	0.9968758	0.84110403	0.9005577	0.8473802	0.9581899	0.9069335	0.91731125	0.96716845	0.9852432	0.9790305	0.9654675	0.9711514	0.9254721	0.94169116	0.96770626	0.97750443	0.99707115	0.852945	0.7996202	0.9003719	0.97468877	0.95259446	0.94562155	0.985116	0.82427704	0.9319991	0.9675798	0.97922975	0.94675803	0.92154515	0.8737222	0.98874825	0.98525876	0.9582194	0.9544357	0.94099545	0.95960766	0.95542336	0.87956196	0.94983107	0.95061177	0.914019	0.9742583	0.967135	0.85036355	0.80654275	0.9904696	0.9774352	0.9825171
en/vg	0.8854301	0.83254284	0.93868196	0.9544533	0.9399221	0.8967015	0.84763277	0.8419848	0.92183864	0.8328704	0.85628766	0.93964577	0.96590894	0.8745837	0.900192	0.93393177	0.84354144	0.7976322	0.9802707	0.80544645	0.90466523	0.88389724	0.82186615	0.849013	0.86546326	0.93002236	0.90834796	0.95687467	0.93924487	0.8710895	0.91960925	0.8274708	0.88816184	0.8480065	0.9788058	0.9209027	0.0	0.7964932	0.88242424	0.878285	0.89441764	0.8558711	0.932322	0.78715587	0.8870188	0.9297016	0.8817739	0.80020887	0.8966816	0.8401564	0.92724246	0.9347974	0.81694376	0.94261533	0.90680134	0.8718188	0.854888	0.82768935	0.9862246	0.96313864	0.9316777	0.8546654	0.95201635	0.9443651	0.89401704	0.8290246	0.8789472	0.9477621	0.8487634	0.9483638	0.9017712	0.9055602	0.8564526	0.8285673	0.9127958	0.9410846	0.93344635	0.8967389	0.90869	0.8320424	0.86904657	0.9098642	0.8394029	0.8113745	0.9646592	0.95125794	0.89230335	0.87152284	0.81303203	0.93733895	0.89745843	0.9218895	0.86644274	0.8800087	0.8741756	0.7256526	0.9119372	0.9511293	0.92527384	0.86891735	0.97509295	0.9784057	0.8202272	0.85108244	0.77703655	0.7878928	0.81571555	0.84250546	0.95803434	0.9580068	0.9524346	0.8717778	0.9565169	0.8681052	0.953106	0.9829461	0.85281277	0.92306846	0.8914056	0.7889024	0.90739274	0.9568591	0.86322296	0.9038193	0.93348193	0.8601978	0.87372714	0.9244298	0.9778552	0.8277228	0.78282297	0.8686324	0.7963973	0.8519751	0.76804614	0.90910363	0.88715625	0.8510809	0.9229079	0.8315725	0.68951905	0.7765328	0.94247085	0.97988975	0.88071084	0.8266374	0.8494818	0.90332043	0.8752717	0.93026185
erg/adj	0.94953746	0.8987936	0.98804367	0.96029985	0.95275176	0.96469826	0.9257171	0.9345935	0.9702999	0.8756407	0.901156	0.9531573	0.9835082	0.9498191	0.9490279	0.99858326	0.91481066	0.91296554	0.99989384	0.92831445	0.96884984	0.93328065	0.9215734	0.9270046	0.90967643	1.0	0.91924405	0.9062153	0.9976151	0.90577996	0.9726153	0.8503006	0.93653524	0.7749188	0.951737	0.9673742	0.7964932	0.0	0.92428577	0.93900084	0.9296646	0.9358799	0.9917635	0.87997615	0.9253565	0.9432687	0.9416528	0.9472732	0.97194535	0.9339656	0.9800586	0.98700154	0.8453414	0.99222773	0.86938953	0.8556787	0.9601338	0.9047597	1.0	0.998692	0.9884416	0.8958869	0.9955846	0.994483	0.8964273	0.89903593	0.9277405	0.9940447	0.9464489	0.9861505	0.9807742	0.994352	0.8808359	0.8826543	0.977104	0.9868686	1.0	0.9724413	0.933422	0.93324584	0.9740855	0.9348636	0.8897364	0.9111814	0.9825337	0.9997299	0.8712697	0.948564	0.911379	0.8945401	0.9118412	0.95343316	0.9156861	0.94913733	0.95447177	0.81635773	0.97959805	0.98096335	0.9605408	0.93518966	0.9951726	0.99699104	0.88894296	0.91736937	0.8793556	0.86643386	0.93212867	0.9414743	0.99145204	0.99361265	0.9854886	0.945753	0.9788876	0.9689426	1.0	1.0	0.93065995	0.98368335	0.94464314	0.8830593	0.95410675	0.9542007	0.930121	0.9181365	1.0	0.9463698	0.96848273	0.97862226	1.0	0.8601459	0.86131203	0.9522643	0.8545591	0.84291816	0.86426234	0.9423529	0.9424672	0.9354008	0.9465438	0.9311103	0.83342	0.86987054	0.98393834	0.99061924	0.9035989	0.9201327	0.94344217	0.90364784	0.93148386	0.9516119
eten/noun	0.95258456	0.93190575	0.98035693	0.98017746	0.9645066	0.9494876	0.94608325	0.91293806	0.9702978	0.9467084	0.96787775	0.9520777	0.96092266	0.91823643	0.9790419	0.96714133	0.95401925	0.9331026	0.9941708	0.94464	0.9848345	0.9466519	0.935177	0.92226344	0.9389745	0.9845418	0.8998021	0.9926574	0.989564	0.95890486	0.97428435	0.9785899	0.9411727	0.9376457	0.9556638	0.92569417	0.88242424	0.92428577	0.0	0.92816585	0.92032623	0.9577533	0.96675944	0.9421455	0.9381145	0.97428817	0.93655264	0.9370006	0.9880556	0.95874256	0.93808633	0.9714901	0.94160116	0.9993215	0.9516262	0.9316271	0.95194256	0.88533777	0.9909868	0.9855598	0.9616449	0.9587527	0.97860104	0.99777734	0.9438507	0.9473895	0.92651784	0.9533771	0.9358119	0.9695774	0.9759534	0.94864947	0.9447535	0.8982864	0.96549064	0.9713184	0.99173474	0.9145449	0.89887017	0.9234593	0.9664852	0.95427865	0.9389111	0.9162204	0.9994576	0.9779087	0.9597295	0.94126725	0.9365734	0.9768678	0.93435127	0.96516854	0.9125908	0.93322855	0.95632577	0.9302339	0.93713564	0.97165036	0.97356826	0.89962673	0.99371254	0.98451823	0.92434907	0.92684156	0.9492759	0.93071336	0.9130467	0.94656926	0.9968562	0.95818627	0.9974522	0.928818	0.99302346	0.9408431	0.9849172	0.9983304	0.9769767	0.9998843	0.94748926	0.92409235	0.9760963	0.9721339	0.9537152	0.96916366	0.9988687	0.9422601	0.94026357	0.9697854	0.9924965	0.9164519	0.95311123	0.95194584	0.94294655	0.9341436	0.94293636	0.9823961	0.92214924	0.940041	0.9012458	0.9262331	0.9054522	0.9249395	0.99785966	0.989262	0.9489163	0.9121225	0.90630853	0.9344892	0.9338031	0.9672047
euro/noun	0.7277834	0.83753633	0.976713	0.84410244	0.8757413	0.6548599	0.285753	0.80298793	0.6675765	0.95458865	0.9423788	0.9853396	0.8953849	0.7049024	0.9165056	0.8126858	0.6694076	0.5816767	0.87999606	0.8582209	0.9850822	0.76585144	0.41201985	0.7633694	0.9727375	0.8524254	0.74557567	0.7792437	0.9458747	0.9624171	0.61732376	0.9529619	0.0788399	0.9806854	0.9942243	0.75235164	0.878285	0.93900084	0.92816585	0.0	0.9234919	0.8221115	0.7060518	0.7954192	0.9078323	0.8349031	0.9114132	0.8506683	0.89244616	0.76265866	0.9041275	0.88033915	0.93653023	0.951961	0.9662273	0.98064125	0.8467695	0.79662555	0.9677863	0.8251408	0.6812681	0.92528313	0.86619467	0.9515365	0.8364128	0.91478455	0.6396545	0.70188344	0.87030065	0.88063806	0.8803977	0.659783	0.958005	0.94667935	0.49606866	0.8918578	0.95851594	0.769796	0.77230084	0.8555162	0.8900415	0.8535229	0.93432605	0.8581002	0.92991245	0.844603	0.86368275	0.96846133	0.8471086	0.97637546	0.7315731	0.9699655	0.8078315	0.9785999	0.81711733	0.84700745	0.750152	0.9517562	0.7705176	0.85155547	0.9171452	0.9825505	0.42371172	0.7578951	0.7250131	0.92465806	0.8511135	0.80623496	0.9568145	0.9695922	0.98004985	0.8776996	0.9540772	0.90959007	0.95331603	0.9652075	0.9366302	0.98973095	0.77056986	0.43803048	0.610234	0.97228557	0.94995576	0.9442976	0.9015615	0.5599919	0.90804684	0.9684975	0.9223243	0.8373587	0.7086488	0.6661881	0.9696187	0.97052234	0.85921043	0.9129299	0.8223638	0.9364857	0.8417979	0.7184111	0.9163412	0.9107143	0.84849304	0.9402379	0.9521967	0.61894935	0.5701783	0.99521637	0.98341525	0.99049425
extreem/adj	0.9536536	0.91041255	0.99797404	0.94587725	0.987128	0.9736586	0.93191683	0.960984	0.9419104	0.968029	0.94823974	0.95258915	0.9407387	0.94367605	0.98214316	0.91641605	0.9296895	0.92703545	0.9905085	0.94936043	0.93802863	0.9498739	0.92887473	0.9539667	0.96999145	0.9773579	0.95802474	0.91836035	0.9654037	0.96160555	0.97058564	0.96344733	0.91675496	0.951438	0.9129168	0.9622856	0.89441764	0.9296646	0.92032623	0.9234919	0.0	0.90778685	0.9472669	0.9311413	0.92986256	0.9639198	0.93840176	0.9431792	0.98447293	0.9244994	0.9607371	0.986418	0.9664229	0.98450184	0.9583803	0.9693839	0.95555687	0.94347996	0.997407	0.96713424	0.9652727	0.93559825	0.98052645	0.9959227	0.97081614	0.9141389	0.9530493	0.9789131	0.9797652	0.9692115	0.95908993	0.9314473	0.9602186	0.968534	0.9655436	0.9805375	0.9825446	0.95561796	0.965451	0.9117506	0.95151985	0.9350121	0.93899536	0.9186231	1.0	0.95534766	0.94936615	0.9493766	0.94889146	0.9811307	0.92282796	0.95598865	0.9416592	0.9571993	0.97878724	0.9313375	0.9792086	0.94180727	0.9212949	0.9646363	0.9850165	0.9707531	0.9104059	0.9512906	0.9070519	0.91495943	0.90583026	0.9395204	0.99004054	0.96930254	0.9444913	0.95154417	0.9852319	0.9286536	0.97985506	0.9995475	0.974136	0.9891155	0.9515067	0.91361475	0.972143	0.951232	0.924616	0.9613641	0.98555386	0.94715846	0.9357179	0.97601163	0.9894347	0.9441164	0.9145502	0.9313729	0.9022814	0.96275747	0.92027557	0.96420485	0.94990367	0.92198515	0.94627553	0.9278241	0.91693395	0.9365643	0.9662226	0.9926179	0.9614083	0.9093875	0.9277677	0.9620718	0.9468367	0.9721797
fabrikant/noun	0.85009295	0.9222121	0.9762307	0.9354986	0.9647888	0.82439005	0.7520448	0.89405185	0.9345663	0.93437	0.9461099	0.9659586	0.93457043	0.9365192	0.9458699	0.954941	0.90669703	0.64919853	0.94301605	0.9662063	0.9625696	0.90928197	0.7666307	0.95262176	0.9776909	0.9616325	0.903883	0.91911733	0.97226703	0.95934075	0.87934387	0.95720863	0.8085301	0.9394055	0.9990401	0.9291945	0.8558711	0.9358799	0.9577533	0.8221115	0.90778685	0.0	0.95183426	0.8155957	0.9428035	0.93282014	0.9309419	0.932879	0.96586686	0.8868411	0.93407923	0.9597517	0.9624401	0.9511529	0.9670825	0.9632869	0.9222986	0.92493373	0.999859	0.9649902	0.93175733	0.9612897	0.94981575	0.99770576	0.91917646	0.8936232	0.92658895	0.9492341	0.90140885	0.9445628	0.9538552	0.9043331	0.95278084	0.94202137	0.87030137	0.9519321	0.96578455	0.88765925	0.9351551	0.8744478	0.92306376	0.87826514	0.9648296	0.74995357	0.9946447	0.96508765	0.8360902	0.91992927	0.8614821	0.9757836	0.9156704	0.9706672	0.93374217	0.95302546	0.9699602	0.88223124	0.9026584	0.9442221	0.84412473	0.95793015	0.9952532	0.9647951	0.86719847	0.7386362	0.80739146	0.94862646	0.9423604	0.8980278	0.95092803	0.98759615	0.99919194	0.92502123	0.95891935	0.9147557	0.9819217	0.9778576	0.98549604	0.9960252	0.93259275	0.87891316	0.9221165	0.9774158	0.84617937	0.8071825	0.91833615	0.92774844	0.9554224	0.92586493	0.98866004	0.86681074	0.8911181	0.8937736	0.93887293	0.97323626	0.90642565	0.9656536	0.9497407	0.9183071	0.9380875	0.9027734	0.8782263	0.949359	0.9791493	0.9735722	0.954724	0.8925232	0.9155663	0.9777534	0.9751979	0.98394614
factuur/noun	0.8697454	0.93138903	0.9779364	0.9355843	0.9654306	0.9014343	0.8029235	0.90847766	0.83861434	0.9846052	0.9875871	0.9889672	0.9726226	0.872848	0.9630133	0.8801416	0.93940187	0.8136379	0.9475339	0.94087327	0.9722403	0.92046607	0.8453015	0.9396789	0.96768904	0.9133972	0.889115	0.94667864	0.92621654	0.9931567	0.8775912	0.99484634	0.7291743	0.99482197	0.99452364	0.83123994	0.932322	0.9917635	0.96675944	0.7060518	0.9472669	0.95183426	0.0	0.9521572	0.9676055	0.95649433	0.9338812	0.9096029	0.9466671	0.88866276	0.9450887	0.95701265	0.9724903	0.9808348	0.98126596	0.99021906	0.9046408	0.92106396	0.976162	0.9288698	0.84455526	0.96694815	0.9234898	0.9621584	0.9082591	0.9781965	0.8802575	0.75360096	0.92536616	0.93013686	0.9476942	0.8327337	0.9880033	0.9837263	0.7828359	0.92645866	0.9552852	0.853152	0.8721975	0.91899896	0.9264525	0.9425941	0.97806907	0.9499202	0.91359615	0.86750466	0.9617882	0.9698976	0.9620413	0.994995	0.8797438	0.96094716	0.9154699	0.9771766	0.90175736	0.9444091	0.8989961	0.98468524	0.8924757	0.91742194	0.9615992	0.99724466	0.7973019	0.92802715	0.87034845	0.96275026	0.91784847	0.89358497	0.9826511	0.93780285	0.97159004	0.92082304	0.93591	0.92427814	0.96881723	0.96470773	0.9729063	0.98696995	0.87784255	0.781126	0.86197	0.9977907	0.9714039	0.97438467	0.9627935	0.8140801	0.95541906	0.96668005	0.9423527	0.94116557	0.905353	0.8301764	0.98856384	0.9909932	0.9692231	0.9551403	0.9123174	0.9632848	0.9006015	0.86983407	0.96800804	0.97230613	0.9184238	0.97687715	0.9811079	0.8730732	0.81352603	1.0	0.99381655	0.9992368
flink/adj	0.9041827	0.9010142	0.9864817	0.94405735	0.9387511	0.8352883	0.71188253	0.86714923	0.9334051	0.9161359	0.9295168	0.98024523	0.98595625	0.9335516	0.95611465	0.95791036	0.92711467	0.744558	0.9709524	0.9107677	0.9571815	0.9193975	0.74904007	0.9030727	0.9727151	0.97037596	0.9055676	0.9132013	0.964072	0.9488531	0.88248116	0.8906886	0.79027236	0.8933459	0.9809886	0.93204325	0.78715587	0.87997615	0.9421455	0.7954192	0.9311413	0.8155957	0.9521572	0.0	0.93912566	0.94868445	0.9428767	0.92866635	0.9594765	0.89556116	0.95536375	0.9879731	0.89950603	0.9759314	0.9237467	0.9526434	0.9314664	0.90787446	1.0	0.9648001	0.9582749	0.913026	0.9505814	0.9760588	0.8982988	0.87874943	0.9229505	0.9529117	0.93667805	0.9428182	0.9436275	0.89797616	0.94053876	0.91851974	0.85456884	0.92712235	0.97672564	0.89919907	0.91577077	0.9001793	0.949322	0.92327696	0.9060404	0.8340546	0.9982034	0.9734174	0.8562705	0.9755149	0.90476215	0.9528805	0.85741377	0.9104567	0.91874254	0.9633432	0.9522317	0.8126685	0.9286178	0.932108	0.93123025	0.9043105	0.9656734	0.99198633	0.8344541	0.8397193	0.83464587	0.9055276	0.9207123	0.8482128	0.94538844	0.9784508	0.9891887	0.943059	0.9725174	0.9181182	0.9556296	0.9965432	0.936662	0.96135473	0.9134309	0.81325936	0.87918705	0.9352585	0.93564916	0.9157275	0.9182338	0.9245008	0.9322186	0.9596674	0.99394417	0.8996421	0.82907754	0.86716497	0.8876784	0.8755548	0.8819289	0.98096657	0.9422172	0.902247	0.8927865	0.89758366	0.81750363	0.90408176	0.9648458	0.980543	0.93180734	0.88668525	0.88989323	0.97282547	0.9653814	0.9787852
formule/noun	0.9396643	0.8986907	0.99285764	0.9555717	0.93226415	0.93411183	0.89113307	0.9258429	0.9233289	0.9800576	0.93050975	0.95408237	0.98469746	0.95299584	0.98394626	0.97718865	0.9183523	0.9191805	0.97934175	0.91495323	0.9781468	0.9586092	0.8997846	0.9324323	0.9178265	0.9752089	0.9325904	0.979849	0.9945179	0.9677431	0.9643722	0.9558499	0.91714853	0.92664224	0.91696626	0.9491401	0.8870188	0.9253565	0.9381145	0.9078323	0.92986256	0.9428035	0.9676055	0.93912566	0.0	0.968477	0.9589477	0.94491625	0.9632808	0.94532084	0.95114386	0.9290352	0.9339113	0.9439858	0.9606863	0.9886879	0.9665722	0.9330385	1.0	0.9751703	0.9688478	0.9341835	0.93343616	0.990032	0.9424049	0.9230015	0.92812496	0.9786278	0.8932897	0.9722586	0.94079125	0.94579095	0.9404744	0.92292225	0.9339001	0.9785808	0.9651099	0.93465686	0.9551795	0.9005752	0.94722074	0.9448434	0.9609451	0.91649354	0.99240464	0.97113776	0.9334362	0.93936783	0.94594175	0.970593	0.9424267	0.95665085	0.94886863	0.9648759	0.9759945	0.90662664	0.9414199	0.97087306	0.9626513	0.93399316	0.96589357	0.99461573	0.8833537	0.9041684	0.9013315	0.87419176	0.917012	0.9311587	0.9889833	0.94402045	0.9518207	0.9356666	0.98186	0.96680033	0.9676336	0.98846054	0.96289057	0.975619	0.9499784	0.90819836	0.8865105	0.98454726	0.965432	0.9558964	0.9831511	0.9027431	0.9578843	0.9592676	0.94840133	0.919065	0.9093287	0.91553897	0.97916996	0.92468053	0.89233243	0.96926516	0.95776397	0.9267782	0.9514863	0.9222153	0.9371606	0.9366193	0.94433063	0.9746973	0.948178	0.87830734	0.9298126	0.99622655	0.9437263	0.9803922
genees_middel/noun	0.92540085	0.94157374	0.98667186	0.94959974	0.9863459	0.94768894	0.8534728	0.9463504	0.95558584	0.9722378	0.9772917	0.9851389	0.96169543	0.95780194	0.97790337	0.9623336	0.9322526	0.85781664	0.9689499	0.9316924	0.97885144	0.9424363	0.8630563	0.9418967	0.9973167	0.9551528	0.91379756	0.9388085	0.97809505	0.9706132	0.9346	0.9586791	0.8302032	0.96428466	0.9959879	0.94922465	0.9297016	0.9432687	0.97428817	0.8349031	0.9639198	0.93282014	0.95649433	0.94868445	0.968477	0.0	0.9420009	0.95433295	0.96756065	0.95366174	0.945848	0.9853941	0.951227	0.9790272	0.9637486	0.9782227	0.96281093	0.95272493	0.9891731	0.96115756	0.929494	0.9681542	0.9464184	0.989014	0.9424526	0.96266687	0.90542316	0.9527305	0.97105944	0.96424216	0.993841	0.9376221	0.9903632	0.9695115	0.89653146	0.96060205	0.9755455	0.9362818	0.95738417	0.96777964	0.95860386	0.7263981	0.97380203	0.96867865	0.9682112	0.9691569	0.8643209	0.9527812	0.9572731	0.9822209	0.9364343	0.97667265	0.9496317	0.990643	0.94116	0.9487609	0.967215	0.966549	0.9511016	0.9572057	0.9856268	0.9992255	0.87852925	0.9204342	0.9249837	0.96556306	0.95691806	0.955255	0.97806835	0.9824361	0.99620456	0.97060364	0.9611806	0.964831	0.9950956	0.9787817	0.97025174	1.0	0.96018976	0.9206226	0.9170066	0.96891457	0.9572689	0.96130866	0.94727516	0.9157058	0.9723221	0.9762217	0.9839245	0.9547445	0.9395101	0.9369413	0.9400047	0.97221243	0.9331451	0.9557559	0.92670476	0.9613369	0.9636389	0.9418442	0.9563732	0.96056384	0.9777093	0.9792272	0.985459	0.9264153	0.8909158	0.98069394	0.9853873	0.9833939
gerecht/noun	0.927792	0.8528637	0.98382187	0.9737507	0.98205096	0.9771903	0.9335674	0.9231495	0.9575183	0.9247766	0.93600416	0.96945775	0.964759	0.91204506	0.9654303	0.95549536	0.91377854	0.8797435	0.98870105	0.9493503	0.9345993	0.93855155	0.9380317	0.94906354	0.9562115	0.9656649	0.9635044	0.98531854	0.96541214	0.9807935	0.95068014	0.9533863	0.92371225	0.9628434	0.9978995	0.96337545	0.8817739	0.9416528	0.93655264	0.9114132	0.93840176	0.9309419	0.9338812	0.9428767	0.9589477	0.9420009	0.0	0.943511	0.9599696	0.9212531	0.945832	0.95119417	0.96059746	0.9697796	0.93408966	0.9495833	0.9039415	0.9096872	0.98920447	0.9521562	0.97836083	0.96963316	0.98197925	0.984737	0.9386859	0.97524726	0.9066902	0.9612522	0.9195426	0.9490869	0.9714492	0.9415283	0.960393	0.9396893	0.9362492	0.99814326	0.9387889	0.9228053	0.91467446	0.9200559	0.94812655	0.9598648	0.94051087	0.9319899	0.99658185	0.9740456	0.9459633	0.9238765	0.9324297	0.9719247	0.9291026	0.9763779	0.9369551	0.93944	0.96429557	0.9435713	0.97889745	0.9768512	0.9650192	0.9125673	0.97306556	0.9627429	0.9255508	0.8899386	0.93248475	0.94151175	0.9360405	0.9481744	0.97207606	0.9989654	0.98826426	0.9487771	0.95181984	0.90209925	0.9722793	0.97719514	0.9743881	0.98795575	0.96416104	0.9056574	0.9598103	0.9974117	0.9373233	0.96938884	0.99060196	0.9204883	0.9588139	0.9753861	0.987567	0.9410892	0.92502344	0.9571712	0.9433191	0.97513556	0.9408745	0.98374337	0.89442325	0.9309814	0.9462496	0.90802926	0.9254402	0.9260429	0.9804092	0.9666786	0.94975114	0.9225974	0.87976944	0.9735908	0.98104125	0.9886981
goud/noun	0.92597616	0.9029474	0.96863645	0.96653014	0.9630378	0.9442355	0.8987361	0.9269545	0.91200817	0.93675995	0.9602501	0.96317416	0.938531	0.92017233	0.95700306	0.9288401	0.86988395	0.8926001	0.9571634	0.9249748	0.9727947	0.93477184	0.8646289	0.9311893	0.954962	0.9375126	0.93341416	0.95805323	0.9474919	0.96261424	0.9408713	0.9627703	0.8355065	0.95650977	0.99892735	0.93113285	0.80020887	0.9472732	0.9370006	0.8506683	0.9431792	0.932879	0.9096029	0.92866635	0.94491625	0.95433295	0.943511	0.0	0.93603796	0.9317653	0.94277716	0.936218	0.9556779	0.91422105	0.95930445	0.9612	0.91601855	0.88633955	0.9939625	0.93630755	0.929344	0.9442833	0.95979416	0.9828691	0.9356493	0.92036086	0.90093887	0.91036344	0.92818135	0.9448735	0.9533241	0.89287645	0.9597996	0.95344377	0.8857287	0.9534228	0.96726245	0.9247434	0.9344181	0.9268861	0.9382552	0.9498052	0.9253674	0.9353483	0.9636134	0.93056446	0.9634904	0.92920107	0.89155966	0.9708922	0.9049851	0.9761473	0.954166	0.92014116	0.96249413	0.8926981	0.93271995	0.96046335	0.93049294	0.94714373	0.97807777	0.9842456	0.8704719	0.92664593	0.90563494	0.9190323	0.8957198	0.9443253	0.98212093	0.98573554	0.9830532	0.93942356	0.96798456	0.9459124	0.9624679	0.98646486	0.9319812	0.9750283	0.9339875	0.85409534	0.9401561	0.9871532	0.9187364	0.9445659	0.96412724	0.8600284	0.898354	0.9596233	0.9690952	0.923833	0.8894153	0.8557829	0.96665627	0.94882715	0.9057167	0.9519558	0.9513809	0.9096685	0.9397428	0.88402355	0.916085	0.8982166	0.95938635	0.97498953	0.9501229	0.8968123	0.8648659	0.93366504	0.9762958	0.98561245
grafiek/noun	0.93198526	0.8991259	0.9681657	0.9542977	0.9639724	0.9255744	0.8991052	0.96052	0.9407752	0.9914723	0.9952973	0.9586998	0.9738535	0.94737065	0.9514192	0.968809	0.9139246	0.9427797	0.95898575	0.9440249	0.9833712	0.95931685	0.9045984	0.9423523	0.98269385	0.9432514	0.953802	0.9624816	0.97096676	0.99625164	0.92476606	0.9645654	0.893204	0.9896181	0.99592227	0.9636848	0.8966816	0.97194535	0.9880556	0.89244616	0.98447293	0.96586686	0.9466671	0.9594765	0.9632808	0.96756065	0.9599696	0.93603796	0.0	0.95276594	0.97955424	0.94110423	0.9736671	0.9461417	0.97423947	0.9926978	0.9632456	0.96816003	0.9932936	0.9638703	0.9580547	0.9789428	0.9496638	0.930315	0.95266354	0.97622776	0.94084877	0.96109354	0.9522848	0.9715866	0.94186777	0.92461723	0.9589983	0.9730949	0.9418089	0.98819965	0.9642974	0.9363496	0.9604926	0.9734471	0.9791159	0.96496713	0.9844313	0.9753569	0.96022934	0.950908	0.96144724	0.8966129	0.9502952	0.99935305	0.9628126	0.9966659	0.96265745	0.9836165	0.9692639	0.97473216	0.9542689	0.9742388	0.96679264	0.979013	0.98719525	0.9952984	0.9292067	0.9781515	0.94447106	0.95333886	0.94914776	0.9519223	0.94149345	0.9877618	0.99136436	0.9755815	0.983397	0.9824458	0.92516494	0.9806168	0.9658383	0.98723197	0.9535202	0.9266724	0.9433654	0.99493515	0.98190266	0.9557961	0.93276066	0.9089542	0.9621991	0.9719689	0.9873543	0.9541651	0.9280072	0.8871534	0.997924	0.9848301	0.9647063	0.9542955	0.9816103	0.9886767	0.9601314	0.948144	0.96209127	0.9672795	0.98041594	0.98378867	0.99069184	0.93590915	0.951541	0.9846629	0.99535483	0.9973222
