	BMW/name	Brussel/name	Gill/name	Kinepolis/name	Konmar/name	Unilever/name	aandeel/noun	aanzienlijk/adj	abonnement/noun	alles/noun	alternatief/noun	amusement/noun	antibioticum/noun	appartement/noun	arbeid/noun	arbeid_kracht/noun	artikel/noun	bedrijf/noun	bedrijf_investering/noun	bel/verb	bewering/noun	bier/noun	boek/verb	bus/noun	charme/noun	coke/noun	consument/noun	dat/det	devaluatie/noun	die/det	diesel/noun	ding/noun	dollar/noun	echt/adj	effectbejag/noun	elektriciteit/noun	en/vg	erg/adj	eten/noun	euro/noun	extreem/adj	fabrikant/noun	factuur/noun	flink/adj	formule/noun	genees_middel/noun	gerecht/noun	goud/noun	grafiek/noun	grond/noun	grondstof/noun	ham/noun	heel/adv	heruitgave/noun	het/noun	hoe/adj	hoofdzakelijk/adj	hotel/noun	hout_soort/noun	huisvuil_zak/noun	huur_woning/noun	iets/noun	inkoop/noun	inseminatie/noun	internet/noun	juist/adv	kamer/noun	kantoor_ruimte/noun	kleding/noun	kool/noun	kop_DIM/noun	krediet/noun	kwaliteit/noun	lekker/adj	lening/noun	leven_middel/noun	lijn_dienst/noun	luchtvaart_maatschappij/noun	maaltijd/noun	maatschappij/noun	makelaar/noun	medicijn/noun	meestal/adv	merk/noun	merkelijk/adj	mest/noun	middel/noun	mode/noun	model/noun	niet/adv	nog/adv	om/comp	onderwijs/noun	oog/adj	opvang/noun	overigens/adv	pak_DIM/noun	paraplu/noun	pc/noun	permanent/adj	pin/verb	populist/noun	prijs/noun	product/noun	productie/noun	programma/noun	reis/noun	relatief/adj	rij_DIM_huis/noun	rij_auto/verb	rommel/noun	rook/verb	sperma/noun	spul/noun	spul_DIM/noun	ster_restaurant/noun	strafschop/noun	strafschop_doelpunt/noun	stroom/noun	stuk/noun	tarief/noun	te/comp	techniek/noun	technologie/noun	telecom_aandeel/noun	ticket/noun	trip/noun	truc/noun	tweewieler/noun	type/noun	uiteindelijk/adj	uitgave/noun	vaak/adj	veel/adj	versie/noun	vervanging/noun	vervoer/noun	vlag/noun	vlees/noun	vlucht/noun	vooral/adv	vrij/adj	wao/noun	was_poeder/noun	wij/pron	winkel/noun	woning/noun	ze/pron	zo/adj	zo/adv
lening/noun	0.8719584	0.88222665	0.9828372	0.8631357	0.9054352	0.69518566	0.47925782	0.6543474	0.71765447	0.928823	0.8611632	0.93947035	0.9485511	0.8944677	0.9020725	0.88984644	0.9747115	0.51184165	0.6042837	0.7549542	0.9478795	0.9473723	0.67011833	0.8645659	0.9408164	0.9662599	0.66937995	0.91573274	0.7722955	0.8726837	0.77317965	0.8602175	0.32770103	0.93849236	0.9220326	0.8469722	0.87992984	0.9081948	0.9842076	0.45766908	0.8881154	0.8152368	0.755409	0.69699985	0.8190553	0.8602778	0.980852	0.9326494	0.85776323	0.90326554	0.8763174	0.9827112	0.8987382	0.84631145	0.83115757	0.94007456	0.7112626	0.89753705	0.93020993	0.777862	0.83954674	0.9410554	0.75787485	0.95837265	0.8429041	0.9007173	0.96696895	0.71658313	0.92464036	0.97692466	0.98988694	0.28306377	0.912707	0.9239967	0.0	0.8967289	0.82171094	0.6888239	0.8929662	0.77368164	0.63154817	0.84789884	0.8954128	0.89049405	0.7478279	0.94175225	0.82974136	0.9841759	0.9285874	0.9654946	0.8561586	0.778398	0.8565365	0.9576417	0.7629588	0.7085085	0.94872695	0.9733022	0.9305095	0.9386436	0.7547161	0.9866595	0.7476172	0.7892426	0.9232721	0.8704659	0.9601223	0.61852896	0.9447073	0.91316056	0.9607306	0.9757336	0.9867404	0.8838865	0.91701925	0.9988933	0.99514824	1.0	0.82599676	0.8565037	0.5677006	0.79832166	0.91596216	0.77556646	0.69788116	0.8273472	0.91487306	0.9250711	0.92681915	0.90760034	0.8793572	0.72727334	0.8702331	0.81218886	0.9738053	0.9134922	0.8550565	0.9699583	0.9209335	0.862418	0.7288798	0.8082026	0.90979683	0.93722785	0.91768897	0.86140645	0.7780047	0.9735984	0.97523785	0.96454304
leven_middel/noun	0.8739237	0.85128534	0.8780494	0.89151525	0.5525877	0.5084103	0.8460164	0.68335485	0.75252104	0.9027183	0.61575437	0.55978477	0.48783392	0.8942341	0.7400167	0.6638701	0.53912425	0.55782753	0.92852676	0.86916244	0.8695685	0.54257673	0.7919827	0.90143996	0.8995945	0.8856316	0.43678087	0.9179894	0.8898525	0.80357295	0.7457515	0.953503	0.8513123	0.88427675	0.9354901	0.5441191	0.43423098	0.9420928	0.5913821	0.875252	0.8158761	0.34156817	0.74860716	0.7562608	0.6624141	0.39912277	0.7005745	0.801902	0.73126626	0.93186283	0.3865732	0.7542962	0.9352881	0.8327222	0.86606216	0.89186984	0.5985568	0.7988623	0.7600553	0.78572947	0.8847547	0.95388806	0.36295354	0.94790244	0.64110804	0.78713864	0.82945275	0.84427094	0.3978346	0.5053375	0.92389417	0.8415288	0.536191	0.7560238	0.8967289	0.0	0.95296675	0.93013215	0.5792249	0.915378	0.9198119	0.39999193	0.69475234	0.43419152	0.7886306	0.61459756	0.5093766	0.7184085	0.71700406	0.94291145	0.9227663	0.72864735	0.7846988	0.94149	0.8519657	0.8719434	0.6636129	0.8422868	0.6640128	0.8270359	0.85629654	0.9887936	0.47758436	0.24765724	0.34694266	0.77545774	0.8189617	0.5710659	0.91089076	0.78776586	0.8152932	0.8002552	0.81616634	0.5041627	0.81878674	0.90050197	0.95149577	0.96553797	0.5842079	0.81302	0.8051899	0.78520286	0.6806388	0.55833256	0.86929536	0.87043285	0.9370029	0.86852413	0.9003995	0.6927822	0.82311916	0.56552553	0.6679894	0.733119	0.6507642	0.6919295	0.6396589	0.8590162	0.51165104	0.87740713	0.5767491	0.7976037	0.90485597	0.42214322	0.8750102	0.5069401	0.83930355	0.814361	0.9151939	0.9267016
lijn_dienst/noun	0.97000086	0.71878076	0.97906953	0.8231275	0.9894141	0.908693	0.8306467	0.7805668	0.71403646	0.97394925	0.9253452	0.8910702	0.987465	0.993643	0.93278295	0.918893	1.0	0.8835749	0.7789003	0.80020374	0.9970713	0.9906267	0.5634684	0.7261429	0.9897184	0.95712847	0.90831023	0.9906371	0.9641282	0.9006152	0.9512816	0.9942135	0.8373279	0.9978682	0.9912385	0.8932413	0.9395733	0.99274635	0.9822097	0.76156795	0.88154703	0.9490618	0.78243434	0.8109578	0.9394001	0.9539053	0.9525007	0.9935944	0.8860355	0.9900561	0.97243965	0.99240416	0.9905437	0.94993204	0.9895395	0.93185544	0.894292	0.6420356	0.9844888	0.8969732	0.8741676	0.960557	0.9090684	0.99945056	0.7845101	0.9441549	0.9131253	0.9165362	0.954907	0.9648309	0.94340324	0.8196956	0.9640474	0.99034494	0.82171094	0.95296675	0.0	0.41627854	0.80275977	0.45694047	0.83233714	0.9852583	0.9743531	0.96889335	0.89322	0.9680248	0.99289423	0.9596997	0.9967445	0.9961022	0.9256955	0.92550987	0.9520923	0.9877998	0.95956606	0.942251	0.91359323	0.920341	0.96271247	0.9363934	0.8595837	0.9936459	0.86878777	0.9553262	0.9838744	0.99644494	0.5736238	0.83406144	0.9862781	0.9500867	0.9921219	0.96319133	0.988384	0.99098384	0.9664211	0.98808086	0.99675333	0.97923154	0.9257966	1.0	0.6164757	0.92739916	0.95938706	0.88864565	0.86583257	0.44565523	0.5704887	0.98539984	0.9044779	0.89855087	0.9378912	0.9241862	0.95620143	0.94529366	1.0	0.9945607	0.6652628	0.99149734	0.9916666	0.26872188	0.9413717	0.924134	0.9675332	0.9860308	0.935936	0.98585904	0.98761445	0.9720695	0.9707589	0.9794998
luchtvaart_maatschappij/noun	0.89691406	0.7161281	0.957378	0.7694577	0.9439293	0.83126676	0.70612454	0.7194461	0.7106561	0.9818469	0.88721913	0.850796	0.96819365	0.9030221	0.9152666	0.9524663	0.98829865	0.6798345	0.7499232	0.7714522	0.9826475	0.92084765	0.4857455	0.61205447	0.9302862	0.93522906	0.7824743	0.97514397	0.9215864	0.8616812	0.9246541	0.998631	0.69569147	0.9588402	0.9462997	0.85535526	0.81597185	0.98862785	0.88946617	0.61244917	0.8687446	0.9167808	0.8647302	0.67960256	0.883468	0.9233624	0.8867395	0.95909864	0.86371875	0.98455805	0.9359412	0.92071015	0.97189033	0.92061913	0.9505683	0.9603584	0.78807986	0.6378211	0.96768916	0.8117883	0.8506837	0.98569405	0.86918044	0.99575615	0.8267424	0.80543315	0.7798733	0.8576014	0.91442704	0.92258257	0.8653948	0.61505985	0.90493923	0.94482577	0.6888239	0.93013215	0.41627854	0.0	0.70963025	0.22260708	0.7744397	0.92429966	0.90958196	0.9156724	0.9083118	0.96513706	0.94350094	0.9777092	0.95924324	0.9726248	0.84610635	0.88086534	0.8403572	0.9791223	0.8935589	0.9073314	0.8314949	0.97732663	0.9545777	0.91118115	0.82915163	0.9770332	0.7871133	0.9105036	0.9665704	0.9657044	0.48883075	0.80139464	0.95328915	0.8776591	0.9782584	0.90312856	0.9761804	0.93359023	0.9830084	0.8135328	1.0	1.0	0.90200883	0.88631004	0.53777695	0.8540665	0.9621267	0.9343123	0.7823265	0.40436697	0.70725733	0.9538189	0.93250805	0.9003823	0.9029803	0.88911307	0.9229337	0.87544537	0.9964936	0.91520333	0.71317506	0.9805228	0.92453337	0.22439879	0.79397285	0.87445164	0.9763012	0.96201795	0.9192839	0.9278763	0.94044894	0.9590617	0.9839246	0.98954153
maaltijd/noun	0.9422639	0.675133	0.9398265	0.91472477	0.8989113	0.82653993	0.8817809	0.8416422	0.78323174	0.8720506	0.7447095	0.74690866	0.75707394	0.8428035	0.7040942	0.77836823	0.78461355	0.8465172	0.9045365	0.90734273	0.94865483	0.49771082	0.7080722	0.83534396	0.85796654	0.80376095	0.76028347	0.9270919	0.93793225	0.84189117	0.8130461	0.90396494	0.8994893	0.81752336	0.95251614	0.7400234	0.5467653	0.8898271	0.26908797	0.8577699	0.8782088	0.81594646	0.78013575	0.8172742	0.9010174	0.8083466	0.33942658	0.84097767	0.8608805	0.9115041	0.6559082	0.52552485	0.89842826	0.8520244	0.9247789	0.9126661	0.7107976	0.47095954	0.81231445	0.85171455	0.8339113	0.91226447	0.66628194	0.93952924	0.9025029	0.84599787	0.66522205	0.8064085	0.67108	0.5802914	0.6324327	0.88177854	0.5846219	0.5328845	0.8929662	0.5792249	0.80275977	0.70963025	0.0	0.76150364	0.90849227	0.73517823	0.7129941	0.7452648	0.8511075	0.7539272	0.81446326	0.84546405	0.85817593	0.9040741	0.9262758	0.8500093	0.75972444	0.94987106	0.7086259	0.92897385	0.6325222	0.80483836	0.8922636	0.8939275	0.89448786	0.981654	0.67379534	0.66879296	0.7540931	0.9115283	0.7470087	0.74786305	0.88783777	0.7438231	0.8462925	0.58931136	0.81565756	0.7116286	0.8362623	0.56129944	0.9703974	0.987199	0.82825565	0.7015964	0.7919304	0.8553983	0.8734574	0.86808276	0.9595655	0.7523698	0.8316618	0.91918766	0.885524	0.8174484	0.94117296	0.8051988	0.765273	0.82543135	0.8890762	0.814599	0.64208853	0.9046648	0.49670303	0.63655597	0.76199853	0.84537494	0.91988826	0.71724117	0.9001307	0.770178	0.88311166	0.7679581	0.92378736	0.8935485
maatschappij/noun	0.9208204	0.73441195	0.9239976	0.87796503	0.9639866	0.89255023	0.8130739	0.733485	0.72927827	0.88761556	0.8130915	0.8270889	0.9521066	0.87805957	0.8127414	0.8395833	0.9627503	0.69577134	0.7765317	0.78806233	0.9587454	0.96318203	0.5419775	0.58917856	0.9440905	0.9787403	0.8568157	0.89477247	0.9347465	0.83115834	0.93881583	0.90742695	0.86126596	0.95348203	0.9745719	0.8078613	0.7807423	0.9390727	0.94667715	0.8010559	0.8177874	0.929482	0.85733175	0.85230577	0.900214	0.92078245	0.91361606	0.99378234	0.8470117	0.94008845	0.8977175	0.972235	0.92208886	0.88932306	0.9161431	0.8618088	0.7868024	0.721948	0.94720435	0.85363233	0.70876193	0.9460245	0.938872	0.95418626	0.80571204	0.8458675	0.9015105	0.87248516	0.9225054	0.93716985	0.9434293	0.76852965	0.80317026	0.955997	0.77368164	0.915378	0.45694047	0.22260708	0.76150364	0.0	0.72358644	0.92927134	0.88135624	0.92582595	0.9574483	0.9195949	0.85352635	0.92075294	0.9269751	0.9403884	0.8744731	0.8609663	0.80405515	0.9686226	0.8440441	0.8304985	0.9167464	0.9907324	0.92232907	0.8699963	0.8482634	0.9453772	0.81075275	0.85870224	0.9311192	0.9383927	0.52575815	0.7098286	0.8743664	0.8695471	0.97691846	0.9626011	0.9429915	0.96025074	0.95332325	0.9403194	0.97998667	0.9722785	0.8718724	0.9808745	0.46549088	0.8497162	0.83983976	0.8333935	0.81758827	0.49572772	0.7557804	0.9365261	0.9910125	0.84501755	0.889923	0.85230565	0.8273759	0.8624325	0.97379744	0.88575774	0.74624205	0.97427076	0.9514318	0.27733195	0.77219385	0.7341089	0.92364734	0.99109304	0.83000207	0.96528554	0.8468354	0.9432531	0.92449135	0.92973864
makelaar/noun	0.845322	0.88829887	0.9679363	0.95216787	0.8937888	0.8604387	0.8603204	0.6226653	0.5762261	0.98364365	0.925163	0.96941334	0.944753	0.512431	0.8653523	0.9720938	0.96510935	0.6812246	0.81867915	0.46881866	0.8755896	0.9172547	0.9211809	0.7986908	0.95362806	0.96366155	0.66447735	0.9195854	0.93872553	0.76693094	0.88158876	0.94487745	0.8287614	0.95457876	0.8561427	0.7232349	0.83065647	0.93093014	0.97145194	0.7172398	0.8149522	0.87514335	0.63151705	0.78508604	0.8651348	0.87064195	0.9204256	0.95689875	0.9370752	0.7611891	0.8752603	0.9856082	0.93200636	0.9676922	0.9271866	0.8975484	0.6901356	0.7341659	0.9440749	0.7750467	0.6022003	0.9272349	0.7917155	0.9262048	0.8547843	0.90588105	0.7774359	0.5749563	0.903773	0.9733065	0.9597476	0.6217885	0.84842336	0.9766103	0.63154817	0.9198119	0.83233714	0.7744397	0.90849227	0.72358644	0.0	0.9345809	0.7534069	0.85841405	0.80548453	0.9602174	0.94051373	0.96164566	0.8941916	0.9205246	0.81059	0.7858263	0.9518894	0.8293884	0.81163484	0.75943124	0.85555536	0.9432627	0.8077003	0.8986865	0.8020687	0.99193966	0.77902067	0.8084208	0.95108056	0.9702131	0.92180526	0.67782354	0.75950754	0.82754064	0.874288	0.9510299	0.9853466	0.7851361	0.91389215	0.98912317	0.99274224	0.9770808	0.802088	0.9342794	0.5198426	0.79364276	0.9093122	0.91361916	0.92802525	0.7711639	0.9180685	0.7933048	0.8397963	0.8019389	0.7953079	0.86012053	0.78002614	0.874766	0.9508338	0.92368156	0.8134013	0.99186957	0.9282285	0.84560424	0.9052104	0.7583819	0.9291478	0.8912461	0.89141744	0.7225616	0.5193901	0.792647	0.92199105	0.9314966
medicijn/noun	0.8097805	0.93770295	0.887569	0.99186236	0.79226613	0.68882525	0.7173841	0.7098148	0.86096776	0.8900277	0.7143383	0.66538686	0.37369156	0.9180129	0.7894861	0.7826764	0.65018797	0.646243	0.973305	0.86982363	0.94502383	0.5905116	0.80899775	0.8510406	0.9415364	0.8508922	0.5732278	0.88275915	0.89662397	0.7650064	0.70567465	0.8358885	0.8256468	0.88189834	0.91005105	0.5308747	0.5767344	0.8953295	0.62106967	0.9247787	0.70860255	0.39965993	0.6822199	0.8643198	0.84952444	0.155595	0.8425745	0.70865095	0.8334141	0.94359344	0.42570704	0.767681	0.88452536	0.8969028	0.8886845	0.8136877	0.63834894	0.8866419	0.70943785	0.80379355	0.9093734	0.85983866	0.5624766	0.82586277	0.60494566	0.76017815	0.8514315	0.92735976	0.47216702	0.60350406	0.79382646	0.8534062	0.60920906	0.812115	0.84789884	0.39999193	0.9852583	0.92429966	0.73517823	0.92927134	0.9345809	0.0	0.5857841	0.63952184	0.81320226	0.6597629	0.48038942	0.81817275	0.7156081	0.88683736	0.920064	0.59374565	0.78347474	0.92289966	0.8383045	0.7806242	0.76051354	0.86396897	0.757534	0.8228946	0.96513116	0.92802745	0.52917117	0.43871695	0.37591827	0.8587785	0.7965073	0.6306699	0.928926	0.732033	0.7935557	0.7122077	0.8314475	0.6071346	0.8466961	0.86180013	0.9955545	0.9903836	0.60478365	0.9025941	0.87766343	0.65496457	0.61221623	0.5913985	0.92179227	0.9325383	0.9573026	0.74705374	0.8977639	0.7454074	0.8483315	0.50451434	0.5433172	0.7155976	0.70936763	0.63893974	0.6049715	0.93490684	0.5470989	0.94843954	0.59179676	0.83478373	0.855561	0.5228816	0.8639045	0.67144525	0.8794835	0.7362253	0.84153616	0.86827374
meestal/adv	0.71563804	0.9218294	0.91301185	0.95536864	0.8472042	0.8198935	0.79850364	0.70004004	0.8082428	0.7850665	0.7250846	0.844929	0.67443615	0.7774513	0.8397988	0.871484	0.8014021	0.767017	0.895333	0.7576597	0.84598225	0.6890466	0.8364871	0.8014911	0.8440029	0.8756906	0.66330075	0.65530294	0.9382542	0.6347408	0.8590528	0.660995	0.88771284	0.600182	0.8921405	0.7830419	0.56991136	0.6772244	0.6249069	0.8668921	0.7101527	0.7209947	0.64935374	0.80256975	0.7531431	0.66717565	0.76458573	0.866687	0.8231036	0.8064702	0.6127838	0.75325584	0.56583536	0.8987211	0.76521313	0.5860418	0.6709366	0.789926	0.89732593	0.83359927	0.8411455	0.79654276	0.7636983	0.88597405	0.680223	0.6684927	0.7164649	0.8593337	0.6190939	0.7876305	0.796077	0.80318147	0.6643324	0.62242305	0.8954128	0.69475234	0.9743531	0.90958196	0.7129941	0.88135624	0.7534069	0.5857841	0.0	0.67073774	0.7768398	0.78473026	0.68547285	0.66062385	0.74007094	0.65887475	0.6307051	0.64601445	0.8469079	0.82197714	0.864101	0.6888362	0.7358891	0.8446573	0.83669907	0.9108134	0.89758337	0.87712765	0.66030693	0.5966424	0.6358595	0.89996207	0.7602679	0.663458	0.82576674	0.6716133	0.68456614	0.7405358	0.69584906	0.64815366	0.70428324	0.7686701	0.95465773	0.9985101	0.7941475	0.7689469	0.75659555	0.6888756	0.59856766	0.87345064	0.8620622	0.8759534	0.8562072	0.7620019	0.89157516	0.672107	0.82661366	0.70794547	0.3424247	0.4776768	0.6876803	0.7713396	0.75883067	0.91070247	0.61297756	0.9135428	0.6746289	0.7795327	0.95325583	0.79588383	0.68203855	0.7024379	0.8145283	0.5637883	0.66771007	0.7158576
merk/noun	0.42472452	0.8641087	0.8781237	0.94876164	0.5750156	0.41203874	0.76001644	0.8487549	0.8612027	0.91527224	0.75163174	0.6911097	0.8185565	0.8856177	0.8499692	0.83332306	0.5925549	0.646659	0.9080616	0.8254792	0.90713257	0.59991455	0.8267829	0.91807026	0.8756334	0.8249371	0.506251	0.87024164	0.941462	0.8501603	0.68255496	0.92142314	0.871836	0.8560441	0.92007786	0.78154767	0.56896234	0.90863186	0.72177625	0.8211892	0.8046559	0.32307196	0.84216124	0.78909016	0.67615974	0.7190822	0.81310296	0.92753	0.7238897	0.9618855	0.5993662	0.8351402	0.889993	0.8497839	0.88940704	0.91083443	0.6657959	0.89184123	0.9050059	0.8580941	0.9021618	0.8994328	0.67630637	0.9118107	0.73712546	0.7592798	0.8782264	0.8728421	0.42073005	0.8354852	0.882092	0.79633105	0.67492974	0.81756604	0.89049405	0.43419152	0.96889335	0.9156724	0.7452648	0.92582595	0.85841405	0.63952184	0.67073774	0.0	0.83059824	0.9090383	0.7640764	0.6585376	0.42364532	0.88055116	0.92522174	0.81784356	0.86236864	0.7863478	0.93445194	0.8005239	0.5392404	0.8171741	0.74576473	0.928824	0.84610283	0.9418881	0.5852973	0.37082744	0.55669296	0.9126328	0.83397883	0.66171384	0.88111585	0.8250915	0.8637374	0.68113506	0.8749608	0.48833054	0.8182113	0.95993704	0.9932272	0.9954876	0.80958974	0.8816536	0.89116246	0.85361767	0.7575498	0.68721664	0.91243434	0.9412031	0.9580344	0.85888815	0.7320644	0.47816575	0.8539931	0.7887159	0.73634624	0.81309825	0.7462172	0.84032357	0.81966764	0.8926427	0.6761571	0.91740656	0.64596176	0.9029132	0.96332884	0.43122244	0.91320205	0.49405688	0.8387998	0.7926203	0.9079774	0.9190022
merkelijk/adj	0.7029016	0.87474597	0.96860087	0.93387115	0.91625327	0.82134795	0.7804751	0.7295513	0.8479534	0.9255338	0.7046474	0.8889282	0.8824621	0.8791613	0.88633096	0.86865485	0.89666337	0.7736969	0.8944475	0.91292644	0.94001377	0.91701865	0.9052456	0.7947587	0.9413098	0.92381173	0.74665284	0.88164324	0.8657523	0.7833076	0.63633835	0.86659384	0.6874565	0.81241095	0.98551226	0.76315856	0.799252	0.78145707	0.85059965	0.7074337	0.82344174	0.7977674	0.86055756	0.8087087	0.9447658	0.7682602	0.9024094	0.9311396	0.90868586	0.93685603	0.7346089	0.95125806	0.8263297	0.9330256	0.88979983	0.8455466	0.7413018	0.90018535	0.95819557	0.9142387	0.85337394	0.9392668	0.7653484	0.954117	0.91655344	0.85074276	0.9253749	0.81279385	0.8435346	0.9635838	0.9551849	0.7760064	0.78695977	0.8771143	0.7478279	0.7886306	0.89322	0.9083118	0.8511075	0.9574483	0.80548453	0.81320226	0.7768398	0.83059824	0.0	0.9683606	0.7107705	0.9461161	0.8511833	0.8111293	0.8146659	0.78948885	0.8828484	0.9788762	0.7909375	0.85678464	0.8979012	0.94188154	0.82279676	0.82452184	0.94174	0.9893071	0.695022	0.80076534	0.838147	0.9768831	0.9158569	0.75789714	0.91496265	0.8291868	0.9172208	0.8770528	0.9539974	0.83978033	0.9570283	0.9711594	0.9992465	0.9875729	0.90166837	0.93245894	0.7969101	0.8392256	0.8245106	0.85592604	0.77420133	0.8571397	0.8885957	0.8854777	0.943788	0.77571094	0.9241401	0.79007137	0.8169944	0.87846375	0.8462168	0.98504823	0.7945025	0.99814147	0.91334873	0.9620004	0.8741085	0.8898658	0.9128326	0.81508756	0.8778277	0.89106506	0.8724605	0.8230632	0.82957363	0.8202369
mest/noun	0.96011454	0.91450405	0.93874025	0.92305547	0.9611884	0.9009676	0.9507188	0.7798423	0.88172364	0.92586285	0.7328805	0.90488976	0.50411797	0.96039486	0.63484323	0.67703545	0.9500224	0.6861366	0.9410828	0.9783772	0.8859966	0.73530143	0.9226649	0.8722763	0.94871813	0.95648813	0.79780793	0.94348556	0.94881386	0.82847005	0.80184364	0.9296778	0.9596153	0.91018283	0.9516753	0.53580445	0.6227826	0.9539672	0.80466616	0.9932249	0.8343357	0.8529493	0.77885133	0.8316639	0.9715808	0.6582873	0.845942	0.7486417	0.9369041	0.6007228	0.5777694	0.78066707	0.92580086	0.9557738	0.93678266	0.85705453	0.8168336	0.95310056	0.80314904	0.95912844	0.9198579	0.9371997	0.64199805	0.6529409	0.8296906	0.8431419	0.9387536	0.9099307	0.85459846	0.46333188	0.93721086	0.9188703	0.5914809	0.861946	0.94175225	0.61459756	0.9680248	0.96513706	0.7539272	0.9195949	0.9602174	0.6597629	0.78473026	0.9090383	0.9683606	0.0	0.71036756	0.9404473	0.8800218	0.92883694	0.9168598	0.72047305	0.83475876	0.97026765	0.9237527	0.9373969	0.95785105	0.9434519	0.9438655	0.8792289	0.93740696	0.9761577	0.742231	0.64780515	0.48069024	0.9642679	0.93055725	0.7943665	0.9300531	0.7145083	0.8501993	0.89668715	0.570984	0.8896091	0.9521903	0.998529	0.99397653	0.974868	0.62973607	0.6716037	0.81611913	0.7464204	0.6223297	0.76704717	0.9336719	0.97204995	0.98231757	0.92932034	0.91058975	0.8899437	0.9525843	0.87535435	0.8042073	0.72234887	0.8748653	0.7814245	0.5417077	0.97199017	0.54272634	0.98454064	0.7678557	0.7992448	0.95288515	0.7927854	0.7872202	0.8871959	0.87778634	0.9368711	0.9623502	0.9131047
middel/noun	0.89367425	0.8278533	0.9307192	0.98092616	0.939209	0.74919826	0.871846	0.71377206	0.87512964	0.7174603	0.593355	0.8228563	0.5112755	0.95625937	0.73684514	0.69400537	0.8449791	0.72420454	0.891932	0.8238131	0.91722715	0.85345566	0.8807918	0.8875563	0.92111367	0.77699375	0.7317497	0.8503456	0.8839572	0.75908303	0.8692407	0.80808425	0.90710497	0.8551879	0.8697235	0.80593187	0.6433903	0.874223	0.80550593	0.9592474	0.726901	0.5734861	0.8605795	0.8957124	0.9329561	0.43017435	0.8568953	0.8820665	0.88208055	0.9533018	0.5448141	0.807266	0.81966907	0.92888826	0.7593963	0.75275475	0.7959585	0.94980717	0.7574296	0.8681355	0.8538898	0.82580215	0.6611604	0.89039874	0.79657924	0.74162924	0.9159814	0.8794822	0.724336	0.8735025	0.97738254	0.8263495	0.6142516	0.8542659	0.82974136	0.5093766	0.99289423	0.94350094	0.81446326	0.85352635	0.94051373	0.48038942	0.68547285	0.7640764	0.7107705	0.71036756	0.0	0.8873769	0.8100311	0.87687993	0.82073355	0.60115325	0.7481849	0.97002476	0.80386883	0.79729635	0.7228613	0.9441389	0.7921618	0.81938887	0.9330067	0.769535	0.70667905	0.5292515	0.5233379	0.8768132	0.87261295	0.6439073	0.95037854	0.8211094	0.81169516	0.7656617	0.8425886	0.6713582	0.84593594	0.9605217	0.99234164	0.97853225	0.8517147	0.91481215	0.7983695	0.59961104	0.5604679	0.63064265	0.809481	0.9601566	0.9288434	0.65183806	0.895094	0.71793413	0.80466074	0.59229666	0.56857145	0.6163653	0.48079318	0.789437	0.7861954	0.9631718	0.73492146	0.9547959	0.7123193	0.71485484	0.7187424	0.7619376	0.84123427	0.8627475	0.9303807	0.8366042	0.87830234	0.79551095
mode/noun	0.8529776	0.88118625	0.93663454	0.95591885	0.8836769	0.78214157	0.9100144	0.9406516	0.9336468	0.65040624	0.9406724	0.48008996	0.94303256	0.91092074	0.9397592	0.9324907	0.61146766	0.88170266	0.9680979	0.9778191	0.85968035	0.8577745	0.8361438	0.95287204	0.89031684	0.9453126	0.7891607	0.79563385	0.949913	0.77237135	0.92011523	0.74898875	0.9752446	0.724988	0.75324416	0.8942144	0.57392496	0.77002776	0.6626348	0.9842496	0.7962685	0.692989	0.9580706	0.8361688	0.6877805	0.8942229	0.94795334	0.9162623	0.5066166	0.96623516	0.91161066	0.9578111	0.6970757	0.85914487	0.8715555	0.7335866	0.69881105	0.8694034	0.96930367	0.9883923	0.97239876	0.8133553	0.8101525	0.93148464	0.6731167	0.75954163	0.8758093	0.93264055	0.43822366	0.9332566	0.9667487	0.96686125	0.8121877	0.7805323	0.9841759	0.7184085	0.9596997	0.9777092	0.84546405	0.92075294	0.96164566	0.81817275	0.66062385	0.6585376	0.9461161	0.9404473	0.8873769	0.0	0.529292	0.85869586	0.8429462	0.81400514	0.92626524	0.8940671	0.9225386	0.8779516	0.7925478	0.79899865	0.79592544	0.81710905	0.95006573	0.9492461	0.862852	0.7542018	0.8441692	0.80874765	0.7803901	0.7276604	0.9622131	0.8907949	0.81287724	0.8996197	0.92949367	0.6853528	0.5780765	0.8594245	0.99632126	0.98495245	0.91361105	0.87620765	0.95965254	0.8724586	0.63670206	0.6937109	0.83005756	0.8912072	0.9259614	0.7681339	0.89484066	0.77552086	0.9569733	0.8066571	0.70689964	0.7423923	0.90229625	0.9282299	0.86310726	0.782919	0.91758233	0.9171535	0.6634381	0.7734672	0.9774861	0.756961	0.78485984	0.69078696	0.9476516	0.764948	0.87923265	0.8660046
