	1999/noun	AG/name	Bax/name	Belgische/name	Chrysler/name	Europa/name	Fabricom/name	Franse/name	Hof/name	Italiaan/noun	Nissan/name	Philips/name	Top/name	Unilever/name	activiteit/noun	administratie/noun	afdeling/noun	al/adv	bank/noun	bank_sector/noun	bedrijf/noun	bedrijf_terrein/noun	bestuurder/noun	binnen/prep	bovendien/adv	brandweer/noun	choreografie/noun	club/noun	concern/noun	container_park/noun	daarom/pp	dagenlang/adj	die/det	dienst/noun	diep/noun	directie/noun	dochter/noun	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	economie/noun	eerder/noun	eerst/adv	en/vg	er/adv	fabriek/noun	familie_bedrijf/noun	filiaal/noun	flink/adj	fors/adj	gebied/noun	gewoon/adj	groep/noun	grondig/adj	grotendeels/adv	het/det	huishouding/noun	ingekort/adj	intussen/adv	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	keer/adv	landbouw_sector/noun	leger/noun	lening/noun	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	maar/adv	management/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	merk/noun	moet/verb	namelijk/adv	netwerk/noun	nu/adv	om/comp	onderneming/noun	opleiding/noun	opnieuw/adv	organisatie/noun	overheid_schuld/noun	productie/noun	regio/noun	schooljaar/noun	schuld/noun	secretariaat/noun	sector/noun	slechts/adv	snel/adj	spoor_weg/noun	staal_industrie/noun	staat_bedrijf/noun	tak/noun	ten/adv	terwijl/comp	tijd/noun	top/noun	topman/noun	tot/prep	totaal/noun	traject/noun	uiteindelijk/adj	ver/adj	vermoedelijk/adj	vermogen/noun	vervolgens/adv	voetbal/noun	voetbal_bond/noun	volgens/prep	volledig/adj	volop/adv	voor/comp	waardoor/pp	we/pron	weer/adv	wij/pron	ze/pron	zich/pron	zichzelf/pron	zodat/comp	zonder/comp	zonder/prep	zwaar/adj
schooljaar/noun	0.88060814	0.9323514	0.95980287	0.94151664	0.91676635	0.92070544	0.93896425	0.9121573	0.9230878	0.9226834	0.93771976	0.9123006	0.90310097	0.92735934	0.84923273	0.8784857	0.866094	0.8694582	0.9210016	0.9148327	0.9007464	0.9269222	0.9398956	0.89556354	0.87609005	0.94310504	0.91740906	0.8887683	0.9171016	0.88030994	0.8649615	0.9195344	0.8686981	0.87200403	0.9090538	0.86532897	0.9163817	0.8957911	0.8912471	0.8711003	0.95380485	0.8681433	0.9171389	0.91243404	0.8710594	0.8534435	0.8954625	0.8995747	0.91792035	0.88342005	0.9101976	0.9280172	0.9154417	0.8876299	0.9133976	0.8584239	0.89500916	0.85563964	0.9309993	0.95671916	0.8548616	0.7814006	0.916862	0.93968123	0.9359303	0.94934857	0.9403393	0.90990025	0.9743839	0.9181133	0.90978885	0.8924849	0.8800849	0.97555953	0.9290619	0.92552066	0.950988	0.9212744	0.85569346	0.893242	0.9070438	0.8550507	0.8625635	0.9106922	0.7938566	0.8341508	0.8910286	0.9481073	0.8876427	0.88985896	0.0	0.94832313	0.88040984	0.8994244	0.90421283	0.8890543	0.9129048	0.9363759	0.91900355	0.9190917	0.90682197	0.8945589	0.90202314	0.90976536	0.9409699	0.90443844	0.8694564	0.8700396	0.8895181	0.90252554	0.92925704	0.9298939	0.87661356	0.902279	0.92356765	0.9317157	0.86070395	0.8716179	0.8665221	0.88743144	0.8520187	0.8488784	0.88602304	0.8640844	0.94372374	0.9250433	0.8237397	0.88178027	0.8945705	0.9459161
schuld/noun	0.80877215	0.9307596	0.95072967	0.94191116	0.8977849	0.8365581	0.9259796	0.92007583	0.8976088	0.8867584	0.9015049	0.8702065	0.94203836	0.87116027	0.83498013	0.86838156	0.9135801	0.8908695	0.75074255	0.8581677	0.76936865	0.9385429	0.87654877	0.8769988	0.76061106	0.93280804	0.96453565	0.8564564	0.7696273	0.952501	0.8345622	0.93698585	0.8138452	0.8509559	0.9472048	0.8637222	0.8411925	0.82672465	0.8588966	0.88874745	0.82964927	0.8253826	0.8068397	0.84555686	0.8659822	0.81587315	0.89890593	0.8971166	0.9258338	0.87564856	0.8294548	0.77859104	0.8701918	0.8859456	0.84888566	0.9205971	0.82279575	0.85889626	0.88777953	0.96493274	0.840008	0.85228676	0.93543214	0.95677984	0.8988747	0.8713858	0.8502916	0.5998203	0.8854533	0.81041723	0.87197477	0.84646535	0.92097944	0.9403616	0.860317	0.79710937	0.8615007	0.90224314	0.8060447	0.8310772	0.84465796	0.85858566	0.82752466	0.77297974	0.9158334	0.8943911	0.84670633	0.73673904	0.8847773	0.8712845	0.94832313	0.0	0.9389804	0.8174523	0.8407624	0.88209474	0.8797293	0.8954842	0.8704898	0.8938268	0.7879469	0.8219275	0.90954596	0.87663543	0.8443567	0.82273316	0.8379929	0.9306794	0.8200668	0.87867546	0.8342184	0.76875806	0.84346336	0.90744966	0.8561206	0.7861473	0.8342607	0.92388535	0.86855835	0.7819887	0.91284335	0.90540564	0.86238384	0.86832947	0.8979841	0.8671212	0.8302791	0.8346168	0.854408	0.8283584
secretariaat/noun	0.91591704	0.92823935	0.9417417	0.93128455	0.95109	0.92679113	0.9440212	0.92846	0.9146463	0.9625393	0.9377167	0.9021668	0.93081105	0.91728944	0.8439607	0.7104539	0.7777734	0.91824055	0.8731426	0.93809	0.8202629	0.92102504	0.9250152	0.87947303	0.8854494	0.9045725	0.9382454	0.8969774	0.901866	0.8207667	0.90494376	0.9232272	0.8838646	0.718245	0.95497406	0.8446877	0.9486099	0.88790524	0.9253464	0.876934	0.9423535	0.9170656	0.93976605	0.9331652	0.8905452	0.8525265	0.8968981	0.88307834	0.9185534	0.8072349	0.9315809	0.9365421	0.91713405	0.91303194	0.9114704	0.892659	0.8957434	0.898942	0.89616895	0.96245486	0.8728545	0.9429714	0.8876312	0.91908944	0.9484086	0.9429753	0.93036336	0.9195697	0.9533754	0.90263486	0.93110746	0.83589256	0.85421276	0.9238611	0.92266965	0.936472	0.9201668	0.9338637	0.8812992	0.89685124	0.835696	0.8815784	0.90429926	0.8537444	0.8449569	0.9173309	0.82255864	0.97359735	0.9227493	0.90358377	0.88040984	0.9389804	0.0	0.8951123	0.87808	0.9185325	0.91404134	0.9665264	0.9169505	0.93431115	0.9342819	0.92491865	0.9423206	0.9403198	0.9371988	0.9294459	0.87546086	0.92510617	0.9134911	0.94456637	0.94051886	0.9115707	0.86794186	0.94779474	0.89320415	0.8800188	0.86420786	0.9242551	0.90523595	0.91208076	0.9096608	0.94686776	0.91873425	0.89704317	0.95498145	0.93379766	0.8535801	0.90798146	0.9243442	0.96384746
sector/noun	0.83493733	0.88656044	0.96591175	0.9080637	0.89540744	0.6370034	0.94323635	0.910442	0.921758	0.9178407	0.8852243	0.7336664	0.930575	0.7446899	0.6010714	0.77079463	0.67344046	0.89277697	0.7153832	0.70971733	0.5122929	0.89642394	0.8841499	0.7636966	0.6804534	0.9243006	0.92097414	0.82850754	0.65432775	0.893342	0.7527968	0.94198614	0.8219553	0.7245577	0.92481583	0.77306026	0.8959141	0.7862817	0.7608872	0.8104095	0.7776872	0.75679004	0.61540127	0.8535938	0.87939733	0.7324843	0.844476	0.7654977	0.83171535	0.82067466	0.7672987	0.6875673	0.7589821	0.8860723	0.7847154	0.84951186	0.78999305	0.83657944	0.8655107	0.9749094	0.8319534	0.84571487	0.8801306	0.9229485	0.90929276	0.7862658	0.88587606	0.77855796	0.8729391	0.77314866	0.900827	0.7660463	0.7526999	0.9381276	0.5717851	0.7551499	0.8650152	0.78775156	0.7894493	0.7785609	0.7625393	0.8092823	0.7819549	0.59153014	0.73952603	0.8486285	0.72097266	0.87859344	0.6578423	0.70380294	0.8994244	0.8174523	0.8951123	0.0	0.8564162	0.82120645	0.83493155	0.78807473	0.8184199	0.7854494	0.8286972	0.7880784	0.856588	0.84867555	0.78401953	0.844646	0.8674637	0.883421	0.871694	0.78888935	0.8932497	0.7869269	0.87619185	0.83566284	0.91580755	0.7907821	0.8014476	0.80140847	0.88911545	0.724527	0.8719238	0.86340415	0.8149236	0.9034387	0.90758467	0.8804366	0.783275	0.82101196	0.8478534	0.83041
slechts/adv	0.82455325	0.93679214	0.9558311	0.9125266	0.9088772	0.8296392	0.946287	0.8989321	0.88885057	0.84020174	0.9206547	0.8801005	0.89529806	0.8735285	0.8442042	0.8663592	0.89342415	0.83046776	0.8650848	0.9239843	0.8559672	0.89919114	0.88335025	0.8241037	0.71409535	0.9057644	0.89578587	0.87787855	0.85616565	0.91601944	0.7897512	0.89712703	0.7302558	0.86125374	0.90285605	0.8766803	0.91101825	0.73136437	0.8604408	0.88324606	0.8722825	0.7295711	0.87356246	0.8859895	0.8265308	0.763038	0.79608774	0.8735726	0.9227838	0.8971178	0.7921161	0.7965843	0.8407539	0.8283781	0.8338674	0.9019016	0.7934141	0.82955635	0.91405547	0.9119353	0.79837877	0.82717705	0.94480485	0.9447432	0.86541826	0.9279998	0.8906602	0.86396205	0.93533254	0.89709336	0.57711625	0.87965745	0.8973486	0.9590254	0.834268	0.802199	0.942137	0.84524256	0.81278646	0.7629383	0.84596217	0.80259216	0.7928025	0.8448719	0.860477	0.835456	0.86712015	0.91160357	0.81529576	0.8571843	0.90421283	0.8407624	0.87808	0.8564162	0.0	0.8371936	0.91132045	0.94503266	0.8945189	0.89361614	0.7377454	0.73473525	0.8700949	0.85937905	0.91911876	0.74955773	0.71406436	0.8581283	0.73644984	0.8463065	0.82557493	0.8161094	0.79038256	0.8614321	0.90295374	0.83935916	0.7970158	0.85236627	0.8116922	0.70467687	0.84892946	0.8592617	0.81944966	0.82972646	0.87076414	0.84424776	0.7232036	0.7906076	0.78252804	0.8718469
snel/adj	0.86305374	0.943992	0.9544873	0.91744876	0.87768465	0.79653037	0.93995625	0.9114583	0.9233662	0.82709414	0.88695073	0.83909917	0.91965365	0.87354386	0.87832135	0.85602546	0.8961538	0.77175957	0.8678423	0.88579124	0.84584343	0.9177108	0.8191646	0.7971781	0.7279444	0.79303765	0.8897872	0.9046437	0.84653825	0.89564925	0.7660157	0.8948838	0.7470112	0.88851213	0.9061103	0.8386108	0.91274494	0.8003082	0.78367734	0.77279776	0.82789636	0.7565477	0.79827183	0.8725927	0.7440891	0.7309598	0.80598176	0.85953987	0.8856145	0.9287126	0.7635687	0.77294654	0.8746615	0.7977346	0.8680512	0.831232	0.7878679	0.8261808	0.93063724	0.9549868	0.6885253	0.8781322	0.9388146	0.96371365	0.83955693	0.9068556	0.8914768	0.9003349	0.9486874	0.88656926	0.7860919	0.8616574	0.88516825	0.9394877	0.7840963	0.7955247	0.9205313	0.85041636	0.7207751	0.80258304	0.81609714	0.75330544	0.71353304	0.842031	0.89092356	0.7517074	0.88247323	0.9160013	0.85813487	0.85910416	0.8890543	0.88209474	0.9185325	0.82120645	0.8371936	0.0	0.8624524	0.9153884	0.90145266	0.88356215	0.8369623	0.7238133	0.8242266	0.84934074	0.8748958	0.8097712	0.860096	0.8489109	0.6800972	0.70803845	0.8212997	0.8492026	0.7159896	0.8842075	0.9170972	0.8748423	0.73076296	0.83000004	0.6734588	0.62738353	0.76987076	0.6935869	0.8015907	0.7633491	0.8444804	0.8435836	0.6249989	0.73573244	0.7872481	0.8384174
spoor_weg/noun	0.9168931	0.89367145	0.9696856	0.91971	0.9212794	0.8654479	0.9060558	0.8768388	0.91856503	0.9160623	0.9040284	0.88991463	0.9389995	0.9050075	0.8662379	0.82850504	0.8445661	0.9191697	0.82432854	0.8670313	0.7614742	0.803929	0.87055945	0.88226056	0.80191606	0.8658452	0.9550098	0.8854234	0.8382137	0.8108705	0.84145415	0.90695304	0.8663787	0.84272563	0.9159642	0.83952713	0.89287084	0.88593125	0.86900294	0.8778494	0.9078022	0.8636117	0.8562504	0.8929881	0.8681082	0.8139204	0.86677307	0.74802095	0.8860101	0.8334554	0.8924906	0.865028	0.7981061	0.87085885	0.8928077	0.8843017	0.8360891	0.83780634	0.92728436	0.9570751	0.84282595	0.93092597	0.9470322	0.9433971	0.9221841	0.88097286	0.8319152	0.88250977	0.90450037	0.7779659	0.9181349	0.86064774	0.9077695	0.9289863	0.83809257	0.8738684	0.8631482	0.8906818	0.83158445	0.8665833	0.7846561	0.86144435	0.8312696	0.8109386	0.8883802	0.86380124	0.8538826	0.943665	0.878474	0.81605947	0.9129048	0.8797293	0.91404134	0.83493155	0.91132045	0.8624524	0.0	0.876933	0.78956395	0.8665725	0.8815136	0.8784423	0.91912496	0.90607154	0.8820405	0.8912139	0.86891973	0.78229713	0.8919296	0.8827128	0.8741682	0.87872696	0.86184037	0.9202761	0.82056546	0.8300638	0.83089286	0.88508385	0.88315886	0.792867	0.8935572	0.888176	0.8991218	0.8987953	0.9268235	0.91928077	0.7847934	0.8651563	0.8784778	0.89524305
staal_industrie/noun	0.92196363	0.92609423	0.9568634	0.9350729	0.90206194	0.84867734	0.9574443	0.91397387	0.9350009	0.9608865	0.94348836	0.9199107	0.9580605	0.89899683	0.86300856	0.9306731	0.90803635	0.9377131	0.836075	0.7883305	0.7904128	0.9198429	0.9584394	0.91054904	0.88514715	0.9489692	0.97009677	0.8813846	0.81257343	0.93914306	0.9083147	0.96067125	0.9134406	0.92613745	0.9787444	0.91863036	0.9294241	0.9408603	0.90279824	0.9236695	0.89321136	0.90376425	0.75872344	0.9215808	0.9417202	0.9206114	0.9351814	0.84123147	0.90354866	0.87520814	0.93499815	0.8867551	0.9250468	0.9516918	0.8996788	0.942757	0.902917	0.903654	0.9230456	0.95994544	0.90661657	0.91109455	0.9316546	0.9247198	0.9596955	0.8300751	0.8921827	0.8758045	0.8184895	0.81856227	0.967125	0.9215728	0.94577	0.95700973	0.7922127	0.8751114	0.8289205	0.883785	0.9167347	0.91318846	0.8693515	0.9149591	0.8859065	0.8111231	0.9373476	0.9375451	0.91319996	0.9147178	0.8838114	0.8793218	0.9363759	0.8954842	0.9665264	0.78807473	0.94503266	0.9153884	0.876933	0.0	0.8793441	0.8978695	0.94999945	0.9059156	0.90708095	0.941201	0.92229635	0.91765964	0.9569535	0.93848705	0.9176002	0.9046816	0.9369521	0.90064937	0.943175	0.9075765	0.91527545	0.90088445	0.9167352	0.8913659	0.9488569	0.8867965	0.92331135	0.9395756	0.92788297	0.9589121	0.91801876	0.94321835	0.91422737	0.93097365	0.91227114	0.92972654
staat_bedrijf/noun	0.85883135	0.8401812	0.9541723	0.8843396	0.87018424	0.8556897	0.8758332	0.84674436	0.90832806	0.9147403	0.8933627	0.83061385	0.91779816	0.8265872	0.8384023	0.83720064	0.8743578	0.91876566	0.7593547	0.83456606	0.6984239	0.91806936	0.9025903	0.8608381	0.8471516	0.95453936	0.9386372	0.8492819	0.72738767	0.9172945	0.88366115	0.9286263	0.86113834	0.8130665	0.94845194	0.8458403	0.8573936	0.89162487	0.84373045	0.90221477	0.8668139	0.8973097	0.76322687	0.8744271	0.916134	0.8733044	0.9397107	0.7758158	0.81457555	0.78262454	0.89322096	0.84552467	0.8792651	0.92498046	0.82211137	0.8943924	0.8530548	0.868964	0.9027273	0.9493445	0.8617379	0.90635496	0.9498242	0.95788914	0.8941547	0.8339354	0.79507804	0.84864646	0.854162	0.72714126	0.94724774	0.8399572	0.87004817	0.9122221	0.8072686	0.88327837	0.79357874	0.84931713	0.87763774	0.8966916	0.80537856	0.9009352	0.8757729	0.73116845	0.9195922	0.90292627	0.8189182	0.8645276	0.86738425	0.8544327	0.91900355	0.8704898	0.9169505	0.8184199	0.8945189	0.90145266	0.78956395	0.8793441	0.0	0.85943496	0.8914078	0.8991703	0.9119306	0.89917403	0.84720284	0.89724827	0.8868293	0.9420042	0.9118505	0.8968833	0.89188814	0.8755066	0.8933484	0.8796849	0.7588758	0.8131744	0.85787547	0.91767377	0.93392915	0.8609734	0.9240949	0.9257149	0.9076203	0.9200434	0.9072918	0.90135854	0.8783051	0.87879837	0.90264124	0.91814864
tak/noun	0.88396335	0.88131773	0.98251987	0.8996779	0.9076286	0.8338816	0.9422807	0.8656662	0.90721023	0.9064672	0.88260436	0.86058575	0.931847	0.88063896	0.7908402	0.9072209	0.7742467	0.90804774	0.8366598	0.907326	0.79830194	0.9419492	0.89340216	0.8479599	0.853779	0.85408986	0.9025055	0.8716522	0.81673944	0.9294766	0.8879209	0.88256145	0.86555135	0.8345045	0.9084258	0.9005749	0.8616347	0.8402387	0.88013977	0.90248674	0.85946405	0.89301455	0.79928565	0.88462406	0.8531884	0.7092217	0.89893013	0.82265013	0.85995597	0.82665616	0.80745995	0.853819	0.8192464	0.87924856	0.8065618	0.8790157	0.8492725	0.8416985	0.92964625	0.95769703	0.8326	0.92155826	0.9444405	0.9440432	0.9188847	0.92537004	0.8283562	0.8993321	0.92848	0.8442452	0.90327996	0.87153405	0.8614423	0.93531525	0.8042333	0.8833242	0.881435	0.8470737	0.9044745	0.8355502	0.8304098	0.91244006	0.877719	0.8167888	0.86716	0.861687	0.828364	0.94455767	0.83544326	0.8086616	0.9190917	0.8938268	0.93431115	0.7854494	0.89361614	0.88356215	0.8665725	0.8978695	0.85943496	0.0	0.8545223	0.7947714	0.87805533	0.8405912	0.82008374	0.8925847	0.9209554	0.89094	0.89144874	0.8891445	0.8301578	0.89538205	0.80310994	0.86213344	0.864054	0.8376053	0.8631337	0.86826533	0.8645509	0.77530724	0.94119495	0.85827446	0.9265588	0.8514123	0.8883704	0.87911975	0.7748485	0.8343962	0.88418406	0.8593955
ten/adv	0.81987834	0.9456767	0.9790513	0.9249109	0.9343935	0.8064287	0.9491494	0.87609524	0.86639404	0.8444328	0.93738866	0.87437755	0.911123	0.88767254	0.8314547	0.8632035	0.8597003	0.8761792	0.8448435	0.89425427	0.81529474	0.92974406	0.8655522	0.80699646	0.7146101	0.88386947	0.9168772	0.88366735	0.8450771	0.9395657	0.73058295	0.8654355	0.74874365	0.8439631	0.91189986	0.8327484	0.8563264	0.76095456	0.8350204	0.84447396	0.8554081	0.7544247	0.8270645	0.86449885	0.77888477	0.708207	0.81251097	0.8545232	0.9083621	0.89944726	0.8199178	0.8042133	0.7971907	0.8278681	0.83224726	0.8194258	0.77237123	0.8036252	0.9321074	0.9392613	0.78122795	0.8330203	0.9211545	0.96794486	0.8460439	0.9269998	0.81362736	0.83554596	0.941238	0.8750059	0.7999314	0.8620925	0.9028988	0.9636995	0.82678795	0.7979852	0.9432822	0.86503744	0.7810264	0.73756826	0.8302503	0.8112819	0.7669003	0.8147141	0.8452336	0.8202819	0.82257026	0.9108391	0.8212463	0.8325088	0.90682197	0.7879469	0.9342819	0.8286972	0.7377454	0.8369623	0.8815136	0.94999945	0.8914078	0.8545223	0.0	0.741245	0.8658558	0.85854816	0.85697603	0.80266666	0.7759874	0.8711475	0.73404145	0.8238716	0.78126264	0.79404986	0.74822587	0.88716763	0.8814594	0.77898264	0.73323166	0.8309819	0.7779456	0.73446697	0.85948384	0.8552503	0.7903993	0.79442656	0.85011995	0.8004635	0.7549424	0.7696548	0.7859186	0.836391
terwijl/comp	0.8095683	0.9305705	0.96242154	0.9083891	0.8794226	0.75655675	0.9540766	0.881956	0.8729875	0.76250786	0.88024825	0.8569831	0.90491635	0.8426025	0.8243191	0.865923	0.84405386	0.7952204	0.7933954	0.9054897	0.81935495	0.88653994	0.79337096	0.83360595	0.67478275	0.81399316	0.8634314	0.8756434	0.8245746	0.9259866	0.73925924	0.7777715	0.7510444	0.8424896	0.84184784	0.8584143	0.7616101	0.688766	0.80859065	0.8262192	0.7769434	0.7132809	0.79813075	0.85402596	0.69998896	0.51203376	0.76916015	0.8129165	0.9062438	0.8817778	0.69548774	0.7259933	0.7862747	0.66609955	0.7613585	0.8259592	0.7600015	0.7799107	0.9298953	0.948884	0.66961026	0.84635705	0.94395673	0.9455864	0.81804925	0.9070006	0.80101365	0.8618127	0.9481021	0.8548752	0.7053024	0.845091	0.88619465	0.9343414	0.7729423	0.78456795	0.92922944	0.80010045	0.7656555	0.7122094	0.84053814	0.7790451	0.74442244	0.8201275	0.8474401	0.7452946	0.8502603	0.92304873	0.7934344	0.7824787	0.8945589	0.8219275	0.92491865	0.7880784	0.73473525	0.7238133	0.8784423	0.9059156	0.8991703	0.7947714	0.741245	0.0	0.81042767	0.8223877	0.8636399	0.8226778	0.7860354	0.8658398	0.7386503	0.76025456	0.74400306	0.81695414	0.5818889	0.8386117	0.9061419	0.82127804	0.75807106	0.75002486	0.6811857	0.62305796	0.79763436	0.69701624	0.7741524	0.5691611	0.75698924	0.7122586	0.6262342	0.63815844	0.7087503	0.7663348
tijd/noun	0.8917924	0.9644033	0.9704635	0.94076765	0.9326635	0.8531544	0.9811144	0.88798124	0.94047904	0.8890135	0.9395906	0.9207955	0.93519557	0.8991814	0.89669955	0.91311926	0.8975448	0.7159919	0.9186288	0.90717417	0.91031766	0.9397514	0.9341466	0.86533624	0.8289344	0.9098798	0.93893296	0.8907297	0.8917027	0.9434011	0.7982434	0.8569039	0.802387	0.92853415	0.9038352	0.9069942	0.8909149	0.8532479	0.89080226	0.8766326	0.87387633	0.7820238	0.85925174	0.89561	0.84452856	0.81761026	0.80813676	0.92465603	0.9327223	0.93867075	0.85194814	0.88496876	0.88690656	0.84086466	0.8957268	0.8667165	0.84210384	0.8587525	0.93126225	0.95551974	0.7867154	0.74054277	0.94748646	0.93071073	0.90740496	0.9458338	0.90546024	0.9214042	0.9531624	0.91774017	0.8222212	0.90387964	0.92727524	0.9559815	0.87829685	0.85930985	0.9521581	0.89493454	0.8332975	0.8339314	0.92215925	0.75530684	0.83219904	0.89338005	0.9118799	0.8003309	0.92794335	0.9408234	0.9026496	0.8953792	0.90202314	0.90954596	0.9423206	0.856588	0.8700949	0.8242266	0.91912496	0.90708095	0.9119306	0.87805533	0.8658558	0.81042767	0.0	0.88485026	0.91339546	0.8438491	0.912093	0.89461946	0.8120469	0.8656455	0.8841034	0.8975605	0.84435755	0.857589	0.9460625	0.9053126	0.86504173	0.8008107	0.7900211	0.82336336	0.80887103	0.76976776	0.8428276	0.8080772	0.8771399	0.8503814	0.82370836	0.83987415	0.87192434	0.89183503
top/noun	0.853886	0.9373496	0.95671326	0.89982057	0.9167118	0.78554547	0.93919796	0.87528324	0.9069926	0.8565332	0.93837255	0.86365855	0.8191744	0.8910035	0.8790134	0.91731983	0.8834777	0.8729234	0.86311877	0.90558255	0.8667262	0.96050674	0.8778349	0.8274256	0.85553765	0.9307913	0.93059945	0.84612095	0.83075154	0.95299363	0.83904165	0.9019426	0.837836	0.8969814	0.91023135	0.86773694	0.88290155	0.8135572	0.88401115	0.90913755	0.8440341	0.8556643	0.83399844	0.9003359	0.86206174	0.81152004	0.91327393	0.8897623	0.9069816	0.8933165	0.8415997	0.8501174	0.83401144	0.8873583	0.79841435	0.90252244	0.8529089	0.81750464	0.94444054	0.96260434	0.8077847	0.8857933	0.9638434	0.9442589	0.8870035	0.94702214	0.8216964	0.90710807	0.92314494	0.87414175	0.8871198	0.86411345	0.9156148	0.9373265	0.84447277	0.8357249	0.92257935	0.8656572	0.86662614	0.8557614	0.85460275	0.8594322	0.83786625	0.8334696	0.90574753	0.8068182	0.83989024	0.9524212	0.89210904	0.8266466	0.90976536	0.87663543	0.9403198	0.84867555	0.85937905	0.84934074	0.90607154	0.941201	0.89917403	0.8405912	0.85854816	0.8223877	0.88485026	0.0	0.8404964	0.83667403	0.8792947	0.881162	0.8344277	0.8457669	0.87752867	0.8979737	0.8343848	0.81709766	0.8466399	0.8659765	0.8529659	0.8712391	0.8693535	0.8328932	0.8545909	0.8376754	0.86157036	0.8750874	0.8761363	0.85795355	0.83820784	0.850372	0.86521256	0.8996864
topman/noun	0.8162818	0.8577038	0.927285	0.8814869	0.8102059	0.8192723	0.92288077	0.87269205	0.8901932	0.8475921	0.8235625	0.73170567	0.92627764	0.7364733	0.81032187	0.88301784	0.8455629	0.87108725	0.70634466	0.8551684	0.6718256	0.9436585	0.7612443	0.8375316	0.82214224	0.9422932	0.954069	0.82491344	0.6074231	0.951392	0.83613974	0.9129439	0.8772576	0.8603586	0.96095663	0.69532764	0.82366645	0.8484323	0.8790724	0.890679	0.85251135	0.8662794	0.8135128	0.85578436	0.906946	0.85540056	0.9279469	0.8483224	0.83842707	0.8080177	0.8484879	0.809296	0.90280944	0.9196736	0.82885885	0.8955561	0.87832683	0.87332046	0.9497983	0.9814737	0.81513435	0.87730616	0.9355938	0.9637661	0.89281255	0.9431797	0.8741467	0.8296725	0.861141	0.74145615	0.9204098	0.7183187	0.8517963	0.89599013	0.8011385	0.8345664	0.79097843	0.8237072	0.8632111	0.8843109	0.8665423	0.8618194	0.85636204	0.6755368	0.8992647	0.87204915	0.8512668	0.91370994	0.8637175	0.8928994	0.9409699	0.8443567	0.9371988	0.78401953	0.91911876	0.8748958	0.8820405	0.92229635	0.84720284	0.82008374	0.85697603	0.8636399	0.91339546	0.8404964	0.0	0.88789755	0.8950153	0.94123733	0.859049	0.9103729	0.8832777	0.85576236	0.8677647	0.9075037	0.8460023	0.83480746	0.88232183	0.90052533	0.8779331	0.8599971	0.93662745	0.8953331	0.9072471	0.8911202	0.90550673	0.87144315	0.89088404	0.8844462	0.8969142	0.91126424
tot/prep	0.7966399	0.92616326	0.9628703	0.90618	0.92547345	0.79726446	0.9329253	0.89474666	0.884713	0.876143	0.91020566	0.8754474	0.8967005	0.88119614	0.8402399	0.90105444	0.88241434	0.8841494	0.8787721	0.88295585	0.862489	0.9307751	0.8809706	0.76060724	0.8140646	0.93145925	0.9066242	0.87873435	0.84855276	0.9146911	0.8048996	0.8966384	0.8061199	0.91073453	0.8870139	0.85739845	0.9007197	0.80642664	0.75897974	0.881706	0.87810767	0.8106989	0.84589493	0.8608016	0.84537065	0.75713724	0.8438485	0.8732736	0.8797009	0.89033335	0.80020595	0.7647564	0.8447236	0.88092965	0.8513617	0.8551554	0.8400969	0.80734766	0.938359	0.94198465	0.78790337	0.7482462	0.907047	0.933705	0.87220293	0.90119046	0.85437006	0.8804709	0.93787307	0.87453043	0.83392864	0.8832843	0.90231	0.96541595	0.87152094	0.8065866	0.92280936	0.9020756	0.8568667	0.82277006	0.8707418	0.86045504	0.78267497	0.8373429	0.89712715	0.83224326	0.8732643	0.9155383	0.8382253	0.83897036	0.90443844	0.82273316	0.9294459	0.844646	0.74955773	0.8097712	0.8912139	0.91765964	0.89724827	0.8925847	0.80266666	0.8226778	0.8438491	0.83667403	0.88789755	0.0	0.8523246	0.90729886	0.7302048	0.7872527	0.8392139	0.862663	0.80606925	0.9103619	0.9182496	0.8655466	0.82986045	0.86045384	0.8145193	0.75781524	0.9016921	0.8614974	0.87732667	0.8918524	0.87107605	0.8574057	0.7757902	0.8311387	0.80489075	0.8728495
