	1999/noun	AG/name	Bax/name	Belgische/name	Chrysler/name	Europa/name	Fabricom/name	Franse/name	Hof/name	Italiaan/noun	Nissan/name	Philips/name	Top/name	Unilever/name	activiteit/noun	administratie/noun	afdeling/noun	al/adv	bank/noun	bank_sector/noun	bedrijf/noun	bedrijf_terrein/noun	bestuurder/noun	binnen/prep	bovendien/adv	brandweer/noun	choreografie/noun	club/noun	concern/noun	container_park/noun	daarom/pp	dagenlang/adj	die/det	dienst/noun	diep/noun	directie/noun	dochter/noun	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	economie/noun	eerder/noun	eerst/adv	en/vg	er/adv	fabriek/noun	familie_bedrijf/noun	filiaal/noun	flink/adj	fors/adj	gebied/noun	gewoon/adj	groep/noun	grondig/adj	grotendeels/adv	het/det	huishouding/noun	ingekort/adj	intussen/adv	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	keer/adv	landbouw_sector/noun	leger/noun	lening/noun	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	maar/adv	management/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	merk/noun	moet/verb	namelijk/adv	netwerk/noun	nu/adv	om/comp	onderneming/noun	opleiding/noun	opnieuw/adv	organisatie/noun	overheid_schuld/noun	productie/noun	regio/noun	schooljaar/noun	schuld/noun	secretariaat/noun	sector/noun	slechts/adv	snel/adj	spoor_weg/noun	staal_industrie/noun	staat_bedrijf/noun	tak/noun	ten/adv	terwijl/comp	tijd/noun	top/noun	topman/noun	tot/prep	totaal/noun	traject/noun	uiteindelijk/adj	ver/adj	vermoedelijk/adj	vermogen/noun	vervolgens/adv	voetbal/noun	voetbal_bond/noun	volgens/prep	volledig/adj	volop/adv	voor/comp	waardoor/pp	we/pron	weer/adv	wij/pron	ze/pron	zich/pron	zichzelf/pron	zodat/comp	zonder/comp	zonder/prep	zwaar/adj
choreografie/noun	0.9566849	0.950189	0.97626126	0.9642004	0.9367842	0.9397516	0.9919113	0.9185399	0.93265617	0.91580665	0.93378544	0.94514936	0.9223767	0.9640609	0.89199823	0.93059754	0.9177755	0.9260113	0.95649695	0.97175133	0.94400114	0.9478787	0.9418887	0.9212959	0.8627357	0.9553715	0.0	0.94001037	0.95028746	0.96748406	0.8840711	0.9464303	0.85152555	0.9557979	0.920696	0.94908506	0.9348419	0.8187902	0.9379056	0.9335244	0.95790666	0.90762866	0.9285872	0.9156768	0.92848575	0.7447145	0.9296726	0.93281484	0.91993123	0.9441394	0.92333317	0.95518863	0.9427382	0.92068267	0.86822313	0.9301585	0.872343	0.89920837	0.96368676	0.9365949	0.9270146	0.96542966	0.92141235	0.9569628	0.9037404	0.9605349	0.95818216	0.965753	0.96613866	0.96056247	0.8830335	0.90863824	0.88746923	0.9820663	0.92978746	0.8828103	0.9366275	0.8811861	0.9209974	0.890937	0.91659915	0.9399824	0.9024819	0.92443645	0.8967154	0.9016383	0.908977	0.93255854	0.82194775	0.9371828	0.91740906	0.96453565	0.9382454	0.92097414	0.89578587	0.8897872	0.9550098	0.97009677	0.9386372	0.9025055	0.9168772	0.8634314	0.93893296	0.93059945	0.954069	0.9066242	0.94803137	0.92011744	0.9190733	0.9280908	0.94465685	0.8925116	0.8807734	0.88080937	0.9547118	0.9672915	0.9007602	0.9050181	0.9161415	0.84881186	0.9121253	0.88940096	0.9164329	0.8800488	0.9276135	0.8577907	0.8601495	0.84117246	0.87203276	0.9405758
club/noun	0.863166	0.9102209	0.96214706	0.8926057	0.8884738	0.8293107	0.93724173	0.85160273	0.8985914	0.8449463	0.9038367	0.8514538	0.8752538	0.8724943	0.8363751	0.91080207	0.82611156	0.8564127	0.7378914	0.8988019	0.7140012	0.9378097	0.89192617	0.8447582	0.78906256	0.94881356	0.94001037	0.0	0.7465698	0.9374425	0.8080764	0.94013005	0.8535204	0.82137966	0.9245082	0.84013784	0.8360979	0.8675834	0.9090744	0.9085869	0.89654654	0.8490172	0.82539934	0.890959	0.8818343	0.8646838	0.90012395	0.8548979	0.8045697	0.80882347	0.8707317	0.863074	0.91196966	0.8830992	0.73668766	0.9178561	0.8781322	0.82468307	0.91659176	0.9681947	0.7937346	0.85003686	0.886101	0.83895123	0.9169272	0.90482384	0.86809963	0.8699229	0.8745469	0.73436224	0.8927761	0.848961	0.8891825	0.9283394	0.85444355	0.8560247	0.82327676	0.7719284	0.83321816	0.8258677	0.83128905	0.82107824	0.8044811	0.73767734	0.85529757	0.81940204	0.7668944	0.907803	0.8969247	0.81491226	0.8887683	0.8564564	0.8969774	0.82850754	0.87787855	0.9046437	0.8854234	0.8813846	0.8492819	0.8716522	0.88366735	0.8756434	0.8907297	0.84612095	0.82491344	0.87873435	0.91134304	0.9144932	0.85474426	0.887631	0.9019047	0.8988706	0.87921584	0.6377684	0.68401444	0.87191474	0.88084775	0.851236	0.8977368	0.8542732	0.81752884	0.8578069	0.779683	0.8668791	0.8899138	0.85963565	0.86569667	0.868804	0.8737786	0.9160537
concern/noun	0.7746	0.7755663	0.94026035	0.8477229	0.7608905	0.7043022	0.863096	0.8390984	0.90742844	0.9101116	0.781099	0.60625744	0.88940185	0.5882509	0.73843193	0.8525543	0.7755302	0.8507602	0.58006805	0.75211257	0.4140514	0.914635	0.84634197	0.82598656	0.7449446	0.9475489	0.95028746	0.7465698	0.0	0.9033629	0.81070447	0.927591	0.8508263	0.8327957	0.9410586	0.7442521	0.79438007	0.84292644	0.82268196	0.88030314	0.8080515	0.83660734	0.72424626	0.813299	0.9021902	0.8477603	0.90824515	0.7380247	0.7573492	0.7343429	0.8049111	0.7007146	0.8848169	0.9071445	0.7518509	0.8973035	0.8022953	0.83533275	0.9079467	0.9602139	0.8257421	0.82317394	0.92006385	0.93448883	0.9031821	0.8615386	0.875136	0.7319732	0.77817756	0.61685395	0.9151393	0.75850815	0.7906811	0.86526597	0.6339443	0.80396205	0.6630948	0.7038187	0.82179147	0.8315133	0.7854296	0.8279072	0.8151113	0.48934793	0.88489085	0.84537673	0.787627	0.8612998	0.7571316	0.8363374	0.9171016	0.7696273	0.901866	0.65432775	0.85616565	0.84653825	0.8382137	0.81257343	0.72738767	0.81673944	0.8450771	0.8245746	0.8917027	0.83075154	0.6074231	0.84855276	0.8337715	0.9067985	0.85758704	0.82431227	0.8867139	0.78495646	0.85552573	0.8756203	0.82784355	0.796134	0.80632377	0.84154207	0.88029236	0.7622339	0.88304156	0.88908815	0.86193824	0.8968185	0.89766514	0.89513755	0.8292794	0.85028005	0.8754447	0.8959907
container_park/noun	0.92872185	0.9170473	0.96599424	0.9509869	0.9396377	0.93138933	0.93277144	0.954564	0.9431603	0.9721237	0.89941406	0.9164375	0.94576126	0.92513347	0.8557631	0.8074539	0.86165565	0.9237389	0.9007932	0.92734766	0.8135874	0.7702093	0.9264641	0.91183484	0.8445228	0.84603274	0.96748406	0.9374425	0.9033629	0.0	0.89496076	0.93622386	0.9027662	0.8184107	0.94561034	0.89812195	0.9580008	0.9196804	0.88515925	0.8898369	0.9600064	0.89791125	0.94834036	0.9445971	0.89538157	0.8569005	0.8723096	0.7702067	0.8985952	0.81636506	0.904575	0.89643306	0.8567394	0.90186846	0.9300542	0.8869061	0.85347337	0.8820439	0.8972581	0.9699799	0.8839041	0.9452603	0.93057704	0.94043857	0.9463814	0.9448709	0.9499847	0.9012398	0.9601692	0.9220158	0.9559578	0.919979	0.9276291	0.96939296	0.88762844	0.921216	0.93506986	0.9050621	0.87430406	0.88871133	0.83089507	0.8875979	0.86008465	0.8871948	0.90946335	0.9021051	0.9118891	0.9649723	0.86289126	0.88736707	0.88030994	0.952501	0.8207667	0.893342	0.91601944	0.89564925	0.8108705	0.93914306	0.9172945	0.9294766	0.9395657	0.9259866	0.9434011	0.95299363	0.951392	0.9146911	0.8812551	0.8600744	0.9102581	0.89859563	0.8779996	0.92525625	0.86492896	0.9656979	0.96193826	0.9080227	0.8523777	0.9049396	0.88474876	0.8449513	0.9166937	0.91287565	0.9176755	0.9129783	0.9450225	0.9688295	0.7852024	0.89958835	0.9103911	0.926007
daarom/pp	0.8574474	0.9108692	0.94890803	0.89911157	0.90509	0.7826069	0.8966893	0.8908368	0.8201039	0.8388305	0.91237587	0.84147143	0.9228084	0.8567388	0.77412516	0.7953028	0.84468293	0.80529034	0.81175095	0.86787844	0.75722027	0.89657617	0.8353381	0.7934866	0.57843065	0.8731837	0.8840711	0.8080764	0.81070447	0.89496076	0.0	0.8902584	0.6583448	0.8119348	0.89669967	0.7295027	0.86006075	0.7093564	0.7655667	0.72021866	0.810048	0.54845464	0.81154627	0.84686005	0.73377585	0.7238822	0.77968323	0.85065997	0.892692	0.8809932	0.7986691	0.8021233	0.805148	0.74832547	0.82717574	0.7606075	0.77227056	0.7909057	0.9007262	0.9469776	0.7225288	0.8742292	0.84826523	0.9307451	0.83315843	0.89036113	0.8441241	0.83181536	0.91836333	0.8265443	0.7120478	0.7950387	0.8577295	0.947039	0.8175039	0.7605393	0.8931546	0.819616	0.6169021	0.6635121	0.8223953	0.68279135	0.5892887	0.7501566	0.80521095	0.7685099	0.7526292	0.89600027	0.8102896	0.82161146	0.8649615	0.8345622	0.90494376	0.7527968	0.7897512	0.7660157	0.84145415	0.9083147	0.88366115	0.8879209	0.73058295	0.73925924	0.7982434	0.83904165	0.83613974	0.8048996	0.8535803	0.85136133	0.7158921	0.7822459	0.84029305	0.8210118	0.7352905	0.8383798	0.83211863	0.7305012	0.74110043	0.79027015	0.76107824	0.68991613	0.6526724	0.7790493	0.5791483	0.65660393	0.79230237	0.73139054	0.6621464	0.6928565	0.7664632	0.84606415
dagenlang/adj	0.90504915	0.9479309	0.9812892	0.9229655	0.9253654	0.8944049	0.92511195	0.9023932	0.93756396	0.86888194	0.9275704	0.93538773	0.94244987	0.9329827	0.93273664	0.925538	0.9321542	0.8244356	0.9126491	0.92552507	0.9368142	0.9354701	0.92254126	0.9093182	0.8921014	0.8461694	0.9464303	0.94013005	0.927591	0.93622386	0.8902584	0.0	0.85970914	0.9213384	0.8499497	0.89186513	0.88175774	0.82999575	0.9097382	0.89660925	0.90026057	0.88767815	0.91669565	0.8369593	0.8561016	0.77473867	0.8503958	0.88649946	0.93715435	0.9219386	0.86757493	0.91628414	0.8376377	0.8508313	0.86572564	0.9071014	0.85375786	0.8346584	0.95007527	0.9516017	0.7955039	0.91509855	0.9757218	0.96054345	0.89248943	0.93328786	0.7907611	0.95134693	0.95108837	0.9083271	0.87499017	0.9175788	0.9414256	0.95176685	0.91696846	0.8919955	0.9498318	0.9363332	0.8787709	0.8792576	0.91282624	0.87652236	0.8547059	0.9355298	0.94877744	0.8231076	0.9137494	0.95618474	0.92996526	0.86410767	0.9195344	0.93698585	0.9232272	0.94198614	0.89712703	0.8948838	0.90695304	0.96067125	0.9286263	0.88256145	0.8654355	0.7777715	0.8569039	0.9019426	0.9129439	0.8966384	0.9043084	0.9318371	0.82661396	0.8998212	0.80944717	0.9222468	0.7935703	0.8950182	0.8833983	0.85555416	0.8956347	0.8704572	0.83568376	0.8347659	0.8908593	0.8582113	0.8999206	0.78590035	0.8771597	0.8856537	0.8291629	0.84137154	0.8648095	0.8307861
die/det	0.8692728	0.8997241	0.92101514	0.90293646	0.8859823	0.8156279	0.9138089	0.86005116	0.85161555	0.8241128	0.88581914	0.8479896	0.8858306	0.8537406	0.83131784	0.8156801	0.8978738	0.8098747	0.86436236	0.8789752	0.83481693	0.91121733	0.8429692	0.75356513	0.6320748	0.9001379	0.85152555	0.8535204	0.8508263	0.9027662	0.6583448	0.85970914	0.0	0.8756825	0.8788642	0.8239939	0.87484443	0.71111274	0.8252723	0.81490475	0.8400675	0.66563547	0.83635736	0.85676277	0.75021315	0.692927	0.7610036	0.86526656	0.86374396	0.8968977	0.7821735	0.8017139	0.83311594	0.7356237	0.8253395	0.8072041	0.7403946	0.8797456	0.8880558	0.91244906	0.7594129	0.89742017	0.89074326	0.9022114	0.79536855	0.88175565	0.87953514	0.8410422	0.92165154	0.8675455	0.72107303	0.82924	0.8485196	0.9314664	0.8310902	0.74317515	0.91981304	0.7899902	0.6926526	0.6740855	0.8030666	0.73010945	0.6444032	0.8107009	0.862874	0.8026965	0.815966	0.8943704	0.83713055	0.8528503	0.8686981	0.8138452	0.8838646	0.8219553	0.7302558	0.7470112	0.8663787	0.9134406	0.86113834	0.86555135	0.74874365	0.7510444	0.802387	0.837836	0.8772576	0.8061199	0.8538796	0.8523496	0.72250605	0.80274534	0.82295096	0.77056974	0.7180854	0.81779677	0.8790677	0.806902	0.7363657	0.82684714	0.7585906	0.6642389	0.7224709	0.76009065	0.68597656	0.66861284	0.804495	0.72307205	0.66308326	0.6825309	0.702908	0.8424546
dienst/noun	0.85715395	0.89580804	0.92543596	0.9073809	0.9446204	0.8456726	0.93739516	0.9118088	0.90419614	0.9204375	0.9141557	0.84750825	0.93321395	0.90137494	0.6735967	0.6347949	0.6346541	0.9097916	0.7788206	0.8910479	0.66857994	0.9109805	0.8639014	0.80473673	0.7782075	0.863216	0.9557979	0.82137966	0.8327957	0.8184107	0.8119348	0.9213384	0.8756825	0.0	0.9637308	0.7803761	0.8552625	0.82913893	0.8345192	0.80771804	0.8601682	0.85393524	0.81534374	0.8953266	0.8644191	0.7563624	0.9013974	0.79829514	0.87556046	0.77980065	0.90918744	0.8586341	0.82151544	0.88309085	0.8317462	0.84837687	0.84303993	0.8389996	0.871889	0.9781134	0.81790483	0.91965085	0.83430177	0.950944	0.93111134	0.9155917	0.7647654	0.8403519	0.93175745	0.7951727	0.9260804	0.7819675	0.7780719	0.94776326	0.8173785	0.86366653	0.8969378	0.863597	0.81794184	0.8224689	0.6678417	0.848104	0.8061085	0.72842264	0.7214352	0.8959148	0.68559134	0.93804675	0.80126715	0.80336154	0.87200403	0.8509559	0.718245	0.7245577	0.86125374	0.88851213	0.84272563	0.92613745	0.8130665	0.8345045	0.8439631	0.8424896	0.92853415	0.8969814	0.8603586	0.91073453	0.85044914	0.8574272	0.904552	0.91059124	0.8627913	0.8707938	0.8349733	0.89330053	0.80756056	0.7583262	0.8205062	0.86688876	0.8911119	0.8227743	0.91958785	0.9328878	0.86295205	0.90814906	0.8876259	0.88627553	0.79445803	0.87835264	0.85990334	0.9082078
diep/noun	0.933431	0.9459906	0.9705618	0.95567894	0.9459988	0.9234063	0.9634723	0.91907173	0.9667479	0.9236546	0.9616021	0.9605961	0.9508331	0.9672492	0.9337699	0.95764774	0.93796	0.89103705	0.9492664	0.9482552	0.9650822	0.9303699	0.93482643	0.94424415	0.9193974	0.9191597	0.920696	0.9245082	0.9410586	0.94561034	0.89669967	0.8499497	0.8788642	0.9637308	0.0	0.9371384	0.94775796	0.9018612	0.94424134	0.9298255	0.915768	0.86866486	0.9241226	0.925677	0.886963	0.8232194	0.86981773	0.93527144	0.92753935	0.9491666	0.8806474	0.9280854	0.87974346	0.8625161	0.92677987	0.9159304	0.8930801	0.85383534	0.94663775	0.93384993	0.873418	0.9125113	0.971598	0.95574254	0.92908883	0.9591732	0.93344665	0.96783954	0.97596097	0.95986027	0.84949	0.93772626	0.9474739	0.97796506	0.9186139	0.9267357	0.97252774	0.944887	0.8955158	0.8822388	0.93465227	0.88898903	0.8811371	0.9458887	0.93084687	0.8640174	0.95511806	0.9782386	0.9439073	0.913547	0.9090538	0.9472048	0.95497406	0.92481583	0.90285605	0.9061103	0.9159642	0.9787444	0.94845194	0.9084258	0.91189986	0.84184784	0.9038352	0.91023135	0.96095663	0.8870139	0.9402691	0.89269745	0.89375824	0.87869185	0.91525805	0.93395144	0.85611045	0.909128	0.94229215	0.9467693	0.9282229	0.85909575	0.85359854	0.85268503	0.873382	0.86466396	0.897014	0.8352648	0.89017767	0.9276636	0.8558693	0.8379817	0.91035193	0.9199487
directie/noun	0.8619009	0.878315	0.9353172	0.8657514	0.8697336	0.86944926	0.8785509	0.9209936	0.84362996	0.90216434	0.88483584	0.76485103	0.9268144	0.8137934	0.8157181	0.7582426	0.8118981	0.8604145	0.743699	0.80517703	0.69853127	0.91567147	0.7855151	0.79449135	0.7753343	0.88359183	0.94908506	0.84013784	0.7442521	0.89812195	0.7295027	0.89186513	0.8239939	0.7803761	0.9371384	0.0	0.88073534	0.8428803	0.79405487	0.77090126	0.85416013	0.84237015	0.8863882	0.84020954	0.80588377	0.8275331	0.8331605	0.81848276	0.87371236	0.8373066	0.85806626	0.8102478	0.89960265	0.88130337	0.8717172	0.81324106	0.8455515	0.81527454	0.89678586	0.9734385	0.7562766	0.8925029	0.8640417	0.93432796	0.88121367	0.90211904	0.87002593	0.8602992	0.8680595	0.7543971	0.8922379	0.7012844	0.86911553	0.93021977	0.8897682	0.8295911	0.84210396	0.9027443	0.7594191	0.83380127	0.8643869	0.7961475	0.73320556	0.7192166	0.8471761	0.8233363	0.7757114	0.93687093	0.8463613	0.8768966	0.86532897	0.8637222	0.8446877	0.77306026	0.8766803	0.8386108	0.83952713	0.91863036	0.8458403	0.9005749	0.8327484	0.8584143	0.9069942	0.86773694	0.69532764	0.85739845	0.8807568	0.9008317	0.81271696	0.8270382	0.88003397	0.8750128	0.81708235	0.9130418	0.7734435	0.78622085	0.79811114	0.8622046	0.83958185	0.80263746	0.82196206	0.8892629	0.7684002	0.82602406	0.86674803	0.8607366	0.8017558	0.8110771	0.8594078	0.9089311
dochter/noun	0.85006654	0.89258605	0.95118374	0.9255507	0.91049	0.8631419	0.9612227	0.8460528	0.9007609	0.8422353	0.91379416	0.873265	0.9449513	0.9069157	0.8597497	0.9147939	0.8803313	0.8775071	0.7932896	0.9027746	0.8057796	0.9624502	0.87402165	0.9062909	0.85076195	0.92997694	0.9348419	0.8360979	0.79438007	0.9580008	0.86006075	0.88175774	0.87484443	0.8552625	0.94775796	0.88073534	0.0	0.82840264	0.90709084	0.89307564	0.89647555	0.87399864	0.8548456	0.854419	0.84556675	0.7493863	0.92742366	0.844864	0.87107676	0.802716	0.8912242	0.88051945	0.90166616	0.84512824	0.8046427	0.91036254	0.8529754	0.86823744	0.91828525	0.97665316	0.792635	0.876878	0.9851868	0.9714793	0.9241384	0.9502085	0.8460544	0.87029994	0.8924244	0.8059545	0.871384	0.88166034	0.92456156	0.94945204	0.87400967	0.8942203	0.842748	0.8666713	0.8688284	0.82460016	0.8832748	0.8858241	0.8635773	0.82029724	0.8756055	0.88286245	0.8620838	0.94371843	0.9014842	0.8981973	0.9163817	0.8411925	0.9486099	0.8959141	0.91101825	0.91274494	0.89287084	0.9294241	0.8573936	0.8616347	0.8563264	0.7616101	0.8909149	0.88290155	0.82366645	0.9007197	0.89267063	0.9576574	0.8411191	0.9197705	0.8191346	0.8741791	0.78488153	0.89254117	0.8552134	0.84648085	0.8879917	0.8974839	0.83685124	0.85574573	0.90591514	0.8785728	0.87282187	0.67003846	0.8787678	0.8135882	0.8640947	0.85075504	0.8669305	0.8559797
doorgaans/adv	0.8431033	0.9155256	0.95002574	0.91727287	0.9190949	0.7987022	0.95152456	0.8613312	0.8711283	0.7989978	0.889668	0.8705037	0.88620245	0.8721685	0.79847336	0.8301809	0.84285545	0.8580375	0.8134371	0.90260965	0.81391615	0.90760046	0.8245087	0.79429036	0.64034176	0.9006742	0.8187902	0.8675834	0.84292644	0.9196804	0.7093564	0.82999575	0.71111274	0.82913893	0.9018612	0.8428803	0.82840264	0.0	0.8562098	0.85007	0.82194316	0.71490693	0.8236922	0.8236972	0.80608433	0.6232321	0.8151916	0.8500874	0.88329405	0.8860541	0.8030507	0.8209295	0.80073774	0.7707952	0.74059474	0.83946466	0.74374545	0.8033721	0.8895997	0.9394175	0.78359145	0.8962344	0.91086453	0.9417059	0.82441914	0.9017145	0.83807105	0.846087	0.95594835	0.86532575	0.74921596	0.7947634	0.8467467	0.94404966	0.8025877	0.7597778	0.9299525	0.81545156	0.8008106	0.69582856	0.77043337	0.8057294	0.7685541	0.782449	0.8051131	0.8153712	0.7844319	0.9160651	0.80970603	0.80501455	0.8957911	0.82672465	0.88790524	0.7862817	0.73136437	0.8003082	0.88593125	0.9408603	0.89162487	0.8402387	0.76095456	0.688766	0.8532479	0.8135572	0.8484323	0.80642664	0.84585	0.87337005	0.78635144	0.8425993	0.7866975	0.7845489	0.7565604	0.8363216	0.885967	0.7812721	0.7722767	0.8111061	0.7896508	0.71013635	0.82770646	0.82408315	0.7575891	0.7418767	0.75925726	0.74978566	0.7157383	0.71620905	0.7409198	0.8250347
drastisch/adj	0.82071525	0.929679	0.98489356	0.9165423	0.9115995	0.753513	0.9519728	0.91900474	0.8680585	0.9139117	0.9047146	0.85350466	0.93546057	0.86544037	0.8121227	0.78250897	0.8535766	0.88479775	0.86559504	0.83955866	0.81859124	0.9134989	0.88372916	0.76655483	0.73494315	0.9203416	0.9379056	0.9090744	0.82268196	0.88515925	0.7655667	0.9097382	0.8252723	0.8345192	0.94424134	0.79405487	0.90709084	0.8562098	0.0	0.76362544	0.7911335	0.7988131	0.7735928	0.86000365	0.8661666	0.7790117	0.8681151	0.83645844	0.91877186	0.8913071	0.72452945	0.640998	0.82980275	0.88914317	0.89503783	0.7013473	0.7610049	0.8103369	0.9148879	0.94376785	0.8206495	0.8445292	0.9210339	0.9747301	0.91393685	0.87661266	0.8555752	0.8583685	0.9302162	0.8418504	0.90744334	0.8507324	0.8922622	0.9814194	0.84137857	0.78850955	0.9138972	0.8898904	0.7517882	0.8195308	0.8681532	0.8525056	0.7557141	0.80480313	0.9002604	0.8280666	0.8418077	0.8727326	0.80658746	0.81691253	0.8912471	0.8588966	0.9253464	0.7608872	0.8604408	0.78367734	0.86900294	0.90279824	0.84373045	0.88013977	0.8350204	0.80859065	0.89080226	0.88401115	0.8790724	0.75897974	0.8438028	0.8944013	0.83555734	0.7379073	0.8765696	0.86916655	0.8471719	0.91814387	0.9002617	0.8140515	0.76959985	0.862519	0.862781	0.7012124	0.8939302	0.8653469	0.87688154	0.90861446	0.9155968	0.886141	0.74141884	0.7907677	0.8080994	0.851103
dringend/adj	0.88826346	0.94271183	0.9526927	0.9194637	0.9222788	0.8403958	0.9481707	0.91542405	0.8702079	0.91639996	0.91446793	0.8858212	0.9437443	0.9080452	0.8576616	0.76971	0.8551222	0.8844259	0.87056655	0.87699896	0.83940136	0.9167627	0.89948046	0.8210041	0.7604977	0.84670067	0.9335244	0.9085869	0.88030314	0.8898369	0.72021866	0.89660925	0.81490475	0.80771804	0.9298255	0.77090126	0.89307564	0.85007	0.76362544	0.0	0.8520489	0.8072429	0.8451156	0.8967399	0.79999596	0.7851724	0.8398991	0.8858738	0.91948897	0.89222467	0.86496866	0.8451993	0.8620748	0.84736884	0.8921516	0.7204212	0.844762	0.8234041	0.9173324	0.96058095	0.7983573	0.9081112	0.86453867	0.9477837	0.8733743	0.8936295	0.8543508	0.87751305	0.94189894	0.8815018	0.876473	0.81324387	0.8590924	0.97413856	0.8619871	0.8354628	0.93311524	0.89884657	0.69368124	0.8301008	0.85264	0.8042502	0.7238983	0.8383456	0.84116447	0.81034243	0.8132831	0.91598994	0.89585185	0.8500186	0.8711003	0.88874745	0.876934	0.8104095	0.88324606	0.77279776	0.8778494	0.9236695	0.90221477	0.90248674	0.84447396	0.8262192	0.8766326	0.90913755	0.890679	0.881706	0.88412213	0.8885504	0.8367584	0.8417361	0.8867382	0.9007113	0.80880326	0.90696865	0.85958046	0.8131532	0.7692443	0.8546313	0.8141926	0.78357345	0.8033283	0.8528725	0.77492523	0.8404953	0.8843	0.87264335	0.7314936	0.82164335	0.8187806	0.8722402
druk/noun	0.8297859	0.93338287	0.9745252	0.92024153	0.8913195	0.7388587	0.9429204	0.9180891	0.9017096	0.88381004	0.901525	0.88310534	0.94205403	0.873363	0.8377182	0.87530786	0.8699644	0.8771643	0.82090837	0.8481692	0.80605304	0.9327426	0.8820076	0.7855829	0.74894077	0.9283395	0.95790666	0.89654654	0.8080515	0.9600064	0.810048	0.90026057	0.8400675	0.8601682	0.915768	0.85416013	0.89647555	0.82194316	0.7911335	0.8520489	0.0	0.83162236	0.74980086	0.8923407	0.86914676	0.78337026	0.9051515	0.8759394	0.93702674	0.9077085	0.83807856	0.78325874	0.8405428	0.9024093	0.8325734	0.8573696	0.8176456	0.83735013	0.952002	0.9572919	0.81019056	0.8984233	0.96909356	0.9674304	0.8703119	0.90629375	0.80304015	0.8565526	0.9074894	0.8455342	0.89033186	0.88569367	0.9061722	0.94567186	0.7829825	0.7660926	0.8990181	0.8831197	0.83847725	0.82573164	0.860026	0.87533474	0.82676166	0.8248278	0.9181324	0.82202697	0.82665	0.8871091	0.8501947	0.82708406	0.95380485	0.82964927	0.9423535	0.7776872	0.8722825	0.82789636	0.9078022	0.89321136	0.8668139	0.85946405	0.8554081	0.7769434	0.87387633	0.8440341	0.85251135	0.87810767	0.8900429	0.9203274	0.838807	0.82222986	0.8573695	0.85545284	0.8395641	0.8885654	0.88107705	0.7597286	0.8221891	0.8813039	0.87099457	0.7118812	0.87723863	0.8742914	0.8675281	0.89634496	0.85197854	0.87702173	0.7886171	0.82586163	0.8453245	0.85484135
dus/adv	0.84390604	0.91049993	0.96597165	0.92300797	0.9073269	0.7937146	0.9513782	0.9180312	0.8848206	0.8560403	0.8981717	0.8504863	0.9054243	0.8509884	0.80896926	0.8163962	0.8784165	0.8157147	0.843975	0.9135645	0.7919241	0.895517	0.8497906	0.8059138	0.5620209	0.9075332	0.90762866	0.8490172	0.83660734	0.89791125	0.54845464	0.88767815	0.66563547	0.85393524	0.86866486	0.84237015	0.87399864	0.71490693	0.7988131	0.8072429	0.83162236	0.0	0.8062122	0.88990957	0.7656143	0.7228632	0.7191294	0.8619212	0.8871293	0.90172905	0.7551584	0.77064914	0.8429816	0.6732371	0.84938854	0.844921	0.75987023	0.8124677	0.88725764	0.9424188	0.761583	0.869609	0.9212519	0.93232256	0.8545165	0.90634465	0.9019444	0.82601345	0.9392242	0.8642896	0.60751164	0.8210015	0.85010207	0.92931175	0.8025667	0.77505517	0.9388942	0.81836766	0.62705654	0.6332177	0.8362698	0.6737747	0.6408107	0.75718886	0.818307	0.7955855	0.8390043	0.9053884	0.79222745	0.8534061	0.8681433	0.8253826	0.9170656	0.75679004	0.7295711	0.7565477	0.8636117	0.90376425	0.8973097	0.89301455	0.7544247	0.7132809	0.7820238	0.8556643	0.8662794	0.8106989	0.84589845	0.85116845	0.71943927	0.79964924	0.84099466	0.76221293	0.7623813	0.8227103	0.90004724	0.7955979	0.72181326	0.80441546	0.7385113	0.64763486	0.63658726	0.7504246	0.61747074	0.67952275	0.82591593	0.7682793	0.62103766	0.6690173	0.7086949	0.84898275
