	1-1_gelijkspel/noun	Ambiorix/name	Amerika/name	Amerikaan/noun	C2/name	Europa/name	IBA/name	Kosovo/name	Rineke/name	Sparta/name	aan/prep	aanschaf/noun	af/adv	al/comp	alleen/adj	allochtoon/noun	als/comp	amateur_club/noun	beetje/noun	bij/prep	boer/noun	bouw/noun	bovendien/adv	bovenop/prep	broer/noun	buitenlander/noun	buur/noun	carrière/noun	chauffeur/noun	computer/noun	creativiteit/noun	cursist/noun	daaraan/pp	daarbij/pp	daarmee/pp	dame/noun	dan/adv	dat/det	democratie/noun	dokter/noun	door/comp	door/prep	drugsverslaafd/adj	dus/adv	echt/adj	elkaar/pron	en/comp	ervaring/noun	even/adj	familie/noun	familie_lid/noun	fiets/noun	gehandicapt/adj	gelukkig/adj	gemeente/noun	gemeente_bestuur/noun	ginds/adj	god/noun	graag/adj	haar/pron	handjevol/noun	hem/pron	hen/pron	het/det	het/noun	hij/pron	honderdduizenden/noun	huis_bezitter/noun	hulp/noun	iemand/noun	ik/pron	imago/noun	index/noun	je/pron	jongen/noun	juist/adj	klant/noun	kopman/noun	lezer/noun	maar/adv	maatregel/noun	markt_economie/noun	me/pron	mede/adv	mee/adv	mens/noun	met/prep	mezelf/pron	mij/pron	misschien/adv	natuurlijk/adj	niemand/pron	niet/adv	niets/noun	niks/noun	of/comp	of/vg	om/comp	ons/noun	ons/pron	oog_arts/noun	ook/adv	op/adj	opticien/noun	ouder/noun	overeind/adv	partner/noun	persoon/noun	president/noun	probleem/noun	regeringstroepen/noun	snel/adj	soms/adv	stage/noun	systeem/noun	te/comp	tegen/prep	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	trouwens/adv	tussenstap/noun	u/pron	uit/prep	uitstekend/adj	vader/noun	vakantieganger/noun	valk/noun	veel/adj	ver/adj	vooruit/adv	vriend/noun	vrouw/noun	we/pron	weduwe/noun	weer/adv	weg/noun	weinig/det	wel/adv	wereld/noun	werkloos/adj	wijze/noun	ze/pron	zeker/adj	zelfs/adv	zichzelf/pron	zij/pron	zo/adv	zogezegd/adj	zoon/noun
computer/noun	0.98042154	0.9579462	0.88143015	0.88009095	0.9413879	0.8822407	0.9129515	0.9248412	0.95469904	0.94296485	0.874699	0.7552672	0.86404264	0.8786327	0.78955823	0.9151495	0.8695912	0.9586791	0.89302874	0.8740591	0.8873768	0.87110835	0.7435201	0.8618194	0.9010396	0.90017474	0.88168293	0.9314409	0.8566784	0.0	0.8837537	0.89192224	0.8755281	0.8096632	0.8412971	0.8573209	0.8736514	0.8960175	0.9034519	0.8856306	0.7550082	0.7816009	0.9289079	0.8254633	0.8706055	0.85057247	0.8431494	0.86699677	0.8449247	0.9057221	0.877007	0.74590373	0.8931457	0.8718099	0.8513844	0.8788258	0.9263455	0.8911708	0.8783401	0.8657263	0.91022474	0.8915486	0.86885226	0.8406481	0.93671954	0.8673544	0.8741143	0.93364286	0.88620836	0.83870333	0.9111532	0.88971347	0.88888425	0.7788818	0.877091	0.80510503	0.7471787	0.94283944	0.82802355	0.86120087	0.90256166	0.92391354	0.92771375	0.85393983	0.8187007	0.86193264	0.75507027	0.9111363	0.9105623	0.87382394	0.86417663	0.8930184	0.8804159	0.9143504	0.89413416	0.83073914	0.70615494	0.8033254	0.8632026	0.90925896	0.9148481	0.7651397	0.8630298	0.91395175	0.8893985	0.93027836	0.88468033	0.82293487	0.9583677	0.89232993	0.9640258	0.7975997	0.84173226	0.92951083	0.6627002	0.7881102	0.93083376	0.8900305	0.88746333	0.8499895	0.9099617	0.8507389	0.94291735	0.8305578	0.81506413	0.8435172	0.8993615	0.89344025	0.94545937	0.8717003	0.88870484	0.9130071	0.89463586	0.9025636	0.8774052	0.9351126	0.8922693	0.8915625	0.87713045	0.9098235	0.80211645	0.875479	0.8268494	0.7972491	0.92515707	0.8106488	0.85956204	0.8322831	0.8502065	0.8732729	0.91607857
creativiteit/noun	0.97953737	0.94253695	0.8508159	0.8884398	0.9616041	0.8770142	0.95358247	0.91069686	0.96691555	0.9149572	0.8281431	0.9180407	0.87758416	0.8216629	0.85849905	0.8656699	0.85227966	0.95438665	0.81508386	0.8971926	0.9030815	0.91031516	0.7646961	0.90355766	0.9062594	0.89732146	0.9340613	0.86751837	0.93298864	0.8837537	0.0	0.8815247	0.84524727	0.8118368	0.8283402	0.8857959	0.87608105	0.8194759	0.7954739	0.903123	0.78759444	0.81341475	0.9225957	0.83151776	0.8392882	0.87692773	0.8049885	0.7594013	0.8845018	0.9307337	0.9216889	0.91861933	0.8916147	0.8635257	0.88546634	0.9037799	0.92549753	0.87612265	0.86978626	0.8852034	0.92071164	0.862454	0.8608109	0.8657446	0.9244954	0.85520244	0.90199125	0.95077825	0.90858305	0.8625882	0.8812239	0.84665215	0.9361769	0.83672047	0.8970207	0.7729181	0.90285546	0.91752744	0.8434486	0.8528592	0.8824208	0.8818645	0.8746397	0.7873826	0.8937752	0.86132085	0.8650676	0.8520293	0.857861	0.82230294	0.7886691	0.88922364	0.8751722	0.88236165	0.8656248	0.9183584	0.845569	0.78638524	0.87006533	0.8640695	0.95008	0.80598754	0.90552336	0.950247	0.89772725	0.87440634	0.88944614	0.9016852	0.9407903	0.88112754	0.9700915	0.8614823	0.80842644	0.92895925	0.8489986	0.802219	0.91654515	0.8677182	0.8798765	0.8887585	0.8302134	0.8474144	0.9690858	0.89616114	0.88944954	0.84419745	0.9032889	0.9283849	0.9629447	0.7525567	0.88955593	0.8843658	0.92671585	0.911735	0.8637357	0.93773955	0.838403	0.92403316	0.7863438	0.8469844	0.83382	0.9097508	0.8027279	0.8478853	0.79215586	0.84422535	0.83227366	0.84584576	0.85793626	0.89681023	0.9402949
cursist/noun	0.9691591	0.9633585	0.91181433	0.91488355	0.9743149	0.9333478	0.93865216	0.9379612	0.9784247	0.91121656	0.86547107	0.9210069	0.87976086	0.88146067	0.8555629	0.8382375	0.8718277	0.90689397	0.88797486	0.9082139	0.91045034	0.93096745	0.8498888	0.93707705	0.88540757	0.8733899	0.9029179	0.87700385	0.8902233	0.89192224	0.8815247	0.0	0.8998901	0.89153004	0.92363334	0.86533064	0.8511	0.912365	0.9176782	0.9115678	0.85256386	0.88684666	0.8913971	0.8578604	0.8973475	0.88125515	0.8941395	0.8474718	0.8543244	0.9093763	0.8823479	0.8950877	0.8567548	0.9088633	0.9013159	0.8983269	0.90674984	0.92525005	0.8703374	0.89063275	0.87751657	0.89441526	0.8332852	0.9101509	0.9179241	0.83101994	0.91102546	0.91476655	0.8875716	0.85500604	0.84760815	0.9356896	0.94260526	0.8254609	0.8593788	0.87109613	0.85028094	0.92759097	0.81394994	0.88093406	0.9242257	0.916992	0.88707733	0.9081577	0.85890496	0.82940197	0.87497807	0.9098523	0.89286447	0.8899111	0.90316904	0.9064048	0.8934144	0.93806964	0.92664343	0.88994247	0.8518282	0.8314326	0.88085985	0.87110835	0.9155211	0.8321288	0.89998347	0.8833768	0.8003775	0.9370204	0.8945234	0.87124795	0.9656208	0.9435709	0.9533066	0.9102713	0.8621224	0.8152736	0.9176419	0.83307904	0.94708127	0.91606	0.86014974	0.9271908	0.87488335	0.8841275	0.9512605	0.8683514	0.8986895	0.869543	0.8899735	0.8733524	0.96449596	0.85701984	0.9062171	0.8999825	0.89228505	0.8868901	0.852021	0.8983272	0.90293795	0.9258129	0.8872186	0.8612151	0.9029866	0.8367164	0.8829691	0.7918627	0.92404616	0.8544681	0.9057306	0.7910395	0.8740358	0.8960639	0.898557
daaraan/pp	0.9823759	0.95556426	0.8514741	0.83807355	0.9755672	0.8341573	0.9248241	0.864789	0.9479475	0.9128226	0.5737312	0.90587234	0.8646202	0.81409645	0.81265485	0.8594433	0.82329273	0.9573258	0.8515005	0.8788827	0.84821	0.87344086	0.7642084	0.8617829	0.89697176	0.87186074	0.88639474	0.8685119	0.89234257	0.8755281	0.84524727	0.8998901	0.0	0.7811853	0.7734912	0.87857544	0.84153605	0.8233601	0.8223195	0.86188155	0.7679621	0.8156476	0.9349512	0.78930706	0.87117046	0.8521661	0.8310267	0.85334176	0.84685713	0.8774293	0.86191195	0.8770748	0.88987464	0.8621675	0.8516429	0.86340284	0.94144243	0.8563564	0.85966635	0.8478066	0.91673386	0.83819985	0.82940274	0.83099985	0.9245594	0.81956625	0.8806398	0.92241955	0.8553411	0.83592343	0.8460488	0.84292483	0.8738351	0.8279237	0.88960797	0.80988306	0.8510035	0.90951145	0.8409921	0.8530029	0.82161444	0.9167649	0.8674315	0.8006294	0.8629008	0.8328641	0.81675744	0.8763762	0.8543444	0.8392618	0.818829	0.8578745	0.8480956	0.85856545	0.8782734	0.8423853	0.79332995	0.79922223	0.8334528	0.87775964	0.9425189	0.80218697	0.90437627	0.954087	0.85506755	0.8862304	0.85778236	0.85353506	0.88597053	0.8894186	0.9649273	0.86196256	0.7950107	0.9179436	0.84928554	0.7846345	0.8546318	0.85703343	0.89637446	0.88270456	0.8512429	0.8169081	0.93741465	0.83970034	0.8726618	0.855521	0.8615541	0.910105	0.9582066	0.84089005	0.87068385	0.88512796	0.89556557	0.8702983	0.86012363	0.88997644	0.88666725	0.8837237	0.8040783	0.8404604	0.8624289	0.8947525	0.802995	0.8112971	0.85243005	0.80502987	0.84445435	0.7744916	0.8430269	0.8994551	0.902388
daarbij/pp	0.9723969	0.96450293	0.812278	0.7454259	0.9550855	0.7930508	0.92653555	0.7956993	0.97865075	0.8848639	0.7631105	0.84792596	0.7803264	0.77420765	0.72594815	0.8229814	0.7721121	0.9396215	0.82419074	0.73560536	0.8103308	0.85145926	0.6602688	0.82707214	0.8205	0.81785905	0.8159593	0.8582189	0.74009943	0.8096632	0.8118368	0.89153004	0.7811853	0.0	0.71693486	0.8277279	0.79221785	0.7953434	0.7929541	0.78903985	0.63203657	0.6758381	0.8801983	0.74180627	0.8539109	0.79280126	0.77462655	0.78840077	0.81059116	0.8314916	0.8026191	0.82431424	0.83728135	0.7754398	0.8171946	0.8210403	0.90383226	0.8444185	0.8081776	0.781734	0.8778117	0.77529746	0.6978552	0.7820064	0.87608933	0.7513531	0.8291079	0.9150442	0.7771487	0.7594554	0.88200635	0.82100284	0.86301136	0.80465996	0.80452263	0.7255494	0.792934	0.895686	0.8147174	0.8274339	0.7951149	0.89307004	0.8378834	0.76499397	0.81205857	0.7773907	0.71372175	0.8438316	0.8159896	0.7747426	0.75990486	0.7749281	0.83318037	0.85722876	0.83519363	0.793257	0.7040914	0.69924474	0.7749834	0.80541176	0.92418796	0.7052355	0.82908666	0.94208163	0.82239926	0.85650885	0.79894805	0.7459692	0.8604351	0.80413026	0.88558674	0.80282444	0.71306646	0.9327138	0.74398005	0.71040154	0.813452	0.8120048	0.8600122	0.79199886	0.8141738	0.7749339	0.9242001	0.83632976	0.8111612	0.8183643	0.8360821	0.8887651	0.93181795	0.7696166	0.83035564	0.87900126	0.8547836	0.8029911	0.8398722	0.87072486	0.8552396	0.8209895	0.7804114	0.8047154	0.8422736	0.83852977	0.7380494	0.7544422	0.7915334	0.7434223	0.7615646	0.6599382	0.7899121	0.8452128	0.8465039
daarmee/pp	0.9279084	0.95644766	0.74993956	0.7877685	0.94458985	0.6924963	0.85561633	0.8272363	0.9570536	0.845483	0.7952068	0.8662393	0.8755676	0.74524677	0.7557008	0.81163734	0.7592982	0.9272599	0.8323554	0.84428877	0.8177208	0.8492657	0.6472036	0.82900184	0.8746394	0.8348775	0.86550707	0.8182392	0.87957275	0.8412971	0.8283402	0.92363334	0.7734912	0.71693486	0.0	0.8930192	0.77717113	0.74851733	0.7460996	0.8849585	0.57278544	0.75237954	0.8922658	0.7000361	0.85746187	0.8453449	0.76511097	0.85069555	0.8567626	0.8703588	0.87555027	0.88245517	0.87270916	0.8281325	0.8128522	0.82590985	0.9091228	0.848577	0.8445746	0.8294023	0.90349483	0.7903466	0.7668207	0.7248018	0.88888353	0.78894144	0.8369601	0.88268036	0.8501213	0.8230381	0.88551867	0.79088914	0.8063228	0.8347624	0.90002614	0.75987643	0.78926796	0.8878361	0.82908463	0.80133474	0.7620534	0.86523694	0.87129945	0.75479794	0.811535	0.842705	0.73750544	0.82723516	0.84237194	0.8264576	0.80571556	0.82837814	0.79310113	0.8531562	0.8706104	0.81581086	0.7925725	0.6806176	0.7887117	0.810731	0.93741155	0.7865646	0.86563164	0.92312545	0.8699745	0.86778617	0.78184783	0.84738505	0.8305533	0.81204784	0.93017256	0.7476604	0.8335737	0.9204755	0.7492124	0.6193248	0.79887855	0.8096283	0.9126854	0.7938611	0.7842975	0.78068185	0.9205203	0.8389128	0.84780073	0.8390478	0.88997644	0.88946676	0.95803744	0.8153142	0.7620502	0.8686454	0.8950817	0.8706213	0.7952083	0.9120608	0.7994354	0.84065014	0.797975	0.8435549	0.79930216	0.86388505	0.75200236	0.7852024	0.7915086	0.76748216	0.7556801	0.7079326	0.79393095	0.8721258	0.87974477
dame/noun	0.9802967	0.96898854	0.8337081	0.81090206	0.9628384	0.90310186	0.95633996	0.93180305	0.8857574	0.902457	0.88330626	0.9288548	0.68667114	0.8037437	0.80584466	0.86875546	0.7834402	0.93444085	0.7229464	0.87112993	0.76825786	0.92416406	0.8387684	0.83625096	0.76634043	0.83847314	0.77162826	0.8732544	0.82014304	0.8573209	0.8857959	0.86533064	0.87857544	0.8277279	0.8930192	0.0	0.79080737	0.9007391	0.87462157	0.7887734	0.80224204	0.7517899	0.93354255	0.8671109	0.784405	0.79772305	0.6842982	0.87426645	0.67697656	0.7632391	0.80164754	0.8233915	0.82684475	0.78959644	0.91505724	0.87598	0.91469836	0.7889304	0.7367549	0.6201362	0.84520626	0.74724156	0.7883278	0.8424728	0.9138521	0.7008655	0.8889671	0.95014936	0.8688538	0.7081211	0.80386764	0.78053045	0.9126118	0.7456068	0.63735867	0.8257102	0.7938807	0.86886275	0.77464366	0.79462886	0.94290966	0.9375331	0.7962801	0.88528496	0.7611808	0.78296334	0.69089735	0.84225065	0.81139946	0.7907342	0.79316896	0.8199711	0.87717235	0.8943816	0.8351331	0.8525506	0.6715939	0.8382751	0.74878764	0.8138351	0.92109674	0.8294251	0.8194358	0.9118175	0.81045	0.85159206	0.81659055	0.76662487	0.88466364	0.94166476	0.97282743	0.86525846	0.68108356	0.9042799	0.9086125	0.8316661	0.9042266	0.93445545	0.90522325	0.90051144	0.81689274	0.7802662	0.9758579	0.78364855	0.79589593	0.80117136	0.7312753	0.8659572	0.92249745	0.83954936	0.8981263	0.8633262	0.74104685	0.54336166	0.86261725	0.7334457	0.7972561	0.8497358	0.8765649	0.8418329	0.82194006	0.86016554	0.77127504	0.6420251	0.8951366	0.70407134	0.7738005	0.75298274	0.75420505	0.87069094	0.7580629
dan/adv	0.9394258	0.9473122	0.86125416	0.84583354	0.9609695	0.8876727	0.9367211	0.9041905	0.9706182	0.8475513	0.87891614	0.8929624	0.6745517	0.6392569	0.7133956	0.8907689	0.3731894	0.9198333	0.6790972	0.84916276	0.81685334	0.9152545	0.73317915	0.8425129	0.87095726	0.8718437	0.8023032	0.89152384	0.8177365	0.8736514	0.87608105	0.8511	0.84153605	0.79221785	0.77717113	0.79080737	0.0	0.6452835	0.8901411	0.83053607	0.69641006	0.8485936	0.9266852	0.5495684	0.7039319	0.83121043	0.49661714	0.8653183	0.5621685	0.8852458	0.86427045	0.8411593	0.9011685	0.695384	0.844575	0.83747756	0.8463522	0.8292217	0.73921525	0.7246481	0.9036014	0.7203603	0.7526979	0.81819427	0.7817053	0.64574444	0.89270604	0.8888052	0.8723767	0.63264066	0.5176937	0.8819586	0.90216887	0.46643615	0.80070394	0.78244174	0.7854319	0.88113785	0.8033923	0.5439255	0.8387285	0.9327545	0.6739394	0.84899896	0.75693864	0.7657527	0.8282804	0.71981084	0.6631861	0.6580479	0.6942437	0.68688405	0.61425984	0.77246153	0.7445874	0.65601885	0.72928476	0.6888522	0.7530886	0.70308423	0.9254579	0.74044746	0.8559335	0.92571497	0.8012008	0.88496786	0.86897814	0.8396479	0.9326648	0.86891973	0.9716556	0.70122933	0.6867706	0.91260946	0.84644824	0.62085295	0.9041511	0.88943356	0.8910624	0.85652596	0.5422865	0.76999116	0.9218	0.6101309	0.8910363	0.8877632	0.8440853	0.8771883	0.9532425	0.7619815	0.7899461	0.8543905	0.8403222	0.84471124	0.5358746	0.9130768	0.6073997	0.8643181	0.8372898	0.59005255	0.88850117	0.90594447	0.8311986	0.5065234	0.7953954	0.72192746	0.7906556	0.69096875	0.6984797	0.86099887	0.86360294
dat/det	0.95083445	0.97205824	0.8653993	0.863263	0.9636836	0.86345786	0.9144839	0.9035969	0.97163904	0.89831394	0.8658158	0.90365607	0.82692236	0.61915237	0.72056514	0.8441781	0.63014084	0.9336958	0.7030363	0.9221157	0.8553419	0.91825587	0.67774636	0.8946512	0.92875373	0.88783103	0.8960494	0.86443084	0.8984384	0.8960175	0.8194759	0.912365	0.8233601	0.7953434	0.74851733	0.9007391	0.6452835	0.0	0.7924724	0.8745226	0.7033827	0.8626025	0.9399016	0.64988637	0.7161473	0.87676626	0.62874955	0.7653895	0.80323505	0.92920125	0.9219787	0.9177291	0.89647794	0.7640188	0.8725177	0.8606607	0.8929198	0.8576024	0.83993673	0.790357	0.92456603	0.7682052	0.76804966	0.7197262	0.5901948	0.7923621	0.9215997	0.8841632	0.90549403	0.75393796	0.6818451	0.8280411	0.90972537	0.6425986	0.87924546	0.74574184	0.87087	0.9245601	0.7869959	0.69089365	0.7889591	0.8870583	0.71367514	0.8199669	0.88778895	0.8048677	0.8718836	0.75237155	0.63563776	0.6235399	0.6430012	0.7516871	0.5937928	0.7145078	0.74929607	0.76900256	0.8416793	0.7380414	0.7847512	0.7191938	0.91449213	0.6899459	0.8967907	0.9274444	0.88092494	0.89800817	0.8855084	0.8826423	0.93154496	0.87325525	0.96998006	0.82045126	0.70696425	0.9303947	0.8094834	0.69952166	0.8974014	0.85356814	0.9183746	0.88967884	0.5813257	0.7190261	0.91004944	0.75452983	0.92384344	0.8885317	0.9134706	0.91709024	0.9476644	0.7469514	0.85948783	0.88948596	0.928659	0.90828973	0.7058345	0.92091656	0.8423446	0.90927935	0.79739916	0.58224726	0.8677294	0.9076948	0.76856023	0.74403	0.76642495	0.7524315	0.79661703	0.7590881	0.67137456	0.8811803	0.9291884
democratie/noun	0.9598244	0.98205096	0.7166568	0.7894432	0.9694143	0.7022065	0.95620656	0.7830736	0.98180544	0.90810984	0.83679575	0.92283475	0.8977549	0.80913687	0.8043587	0.83126336	0.8322126	0.94630945	0.84879744	0.90774596	0.8357687	0.9280027	0.78278273	0.9130575	0.8927509	0.83030087	0.8954858	0.8634982	0.9157677	0.9034519	0.7954739	0.9176782	0.8223195	0.7929541	0.7460996	0.87462157	0.8901411	0.7924724	0.0	0.89360875	0.77781713	0.7948462	0.935271	0.8114555	0.8164341	0.88574237	0.8223826	0.85828936	0.8961544	0.8383507	0.8851595	0.93052197	0.8875512	0.87913465	0.8921803	0.88874006	0.8995731	0.8028027	0.88307226	0.8715989	0.8956685	0.8554348	0.81823313	0.7804601	0.8888592	0.8650953	0.86623144	0.9541173	0.86083925	0.8622923	0.9185178	0.7788455	0.90186965	0.88360393	0.88848436	0.7985434	0.9098996	0.9318158	0.8455534	0.87134326	0.8169832	0.7043095	0.9069585	0.7810819	0.87509704	0.85194963	0.8856785	0.8855308	0.86953014	0.83568525	0.8407661	0.8544041	0.8381152	0.8777382	0.8945589	0.8633464	0.8355571	0.8027552	0.82216895	0.8508867	0.9534189	0.84777975	0.9052716	0.9482844	0.8780038	0.8714411	0.81902206	0.8770871	0.7451731	0.86694455	0.8800966	0.8698634	0.83880347	0.938351	0.709254	0.7942918	0.7994787	0.8933431	0.9197776	0.85423106	0.8484857	0.822956	0.9408838	0.905097	0.88558584	0.87451506	0.87166876	0.92140627	0.9613486	0.8586045	0.81847733	0.9138636	0.87751853	0.872051	0.8893397	0.90613186	0.8491608	0.8611409	0.84592086	0.86385405	0.763837	0.91568184	0.7534985	0.86796266	0.8289604	0.81233543	0.8065906	0.7659297	0.82774013	0.87670964	0.88961256
dokter/noun	0.9790646	0.9856339	0.86183906	0.82919276	0.9829147	0.9291547	0.9488442	0.9168109	0.9531618	0.9216928	0.8053169	0.92219526	0.8283298	0.83104014	0.8336952	0.8996917	0.7827117	0.9523975	0.8478761	0.777807	0.82252175	0.9267699	0.8162721	0.89428234	0.7900151	0.8937019	0.83430547	0.8609817	0.8211576	0.8856306	0.903123	0.9115678	0.86188155	0.78903985	0.8849585	0.7887734	0.83053607	0.8745226	0.89360875	0.0	0.8213607	0.754635	0.90190876	0.8393297	0.8757714	0.87867653	0.83029944	0.84256124	0.8258298	0.78155273	0.7611438	0.8878768	0.7956433	0.78276944	0.9187867	0.90174794	0.9310633	0.8552952	0.8681377	0.72534597	0.90849286	0.76313376	0.779222	0.8717474	0.92667735	0.71976334	0.90212333	0.9641583	0.77187634	0.7238128	0.82151586	0.8693405	0.9435696	0.81619966	0.7633895	0.82133436	0.85990006	0.9051038	0.83337677	0.85964835	0.8964851	0.94372547	0.8380759	0.85507554	0.8712685	0.7332227	0.79197216	0.8807525	0.82083714	0.82558596	0.83902717	0.82363427	0.8581146	0.874184	0.87294483	0.78298855	0.69128215	0.83228767	0.8351737	0.87507343	0.8514951	0.8572757	0.87047195	0.87661487	0.7320244	0.9390618	0.8591962	0.77085584	0.85090154	0.85380805	0.9582662	0.82787174	0.7776764	0.8645955	0.89936393	0.8304009	0.8535823	0.843736	0.77585447	0.86583376	0.8669089	0.8472304	0.95481545	0.80259484	0.8471174	0.8912525	0.7449342	0.88894063	0.9805089	0.85661423	0.90101254	0.89280367	0.7954123	0.68948454	0.88244545	0.8211881	0.86682963	0.90161574	0.88083315	0.8771782	0.87580407	0.8660973	0.84581155	0.7392272	0.89352095	0.7443261	0.81523883	0.7383877	0.86677575	0.8641999	0.7571745
door/comp	0.9549493	0.9599003	0.75351006	0.7714039	0.9349369	0.75337267	0.8876433	0.8180146	0.9485127	0.83777195	0.7612478	0.83353186	0.7430841	0.7394666	0.67712724	0.79480004	0.6372047	0.9124517	0.72093445	0.8089961	0.7562113	0.8275579	0.5826992	0.77649504	0.8334239	0.8192123	0.79503524	0.8469472	0.7905575	0.7550082	0.78759444	0.85256386	0.7679621	0.63203657	0.57278544	0.80224204	0.69641006	0.7033827	0.77781713	0.8213607	0.0	0.6727779	0.88074183	0.64572823	0.80368686	0.76598483	0.6881184	0.8095579	0.73752606	0.82837	0.8191468	0.8087749	0.838428	0.7854637	0.75128484	0.7772304	0.87224257	0.79845536	0.70985246	0.70680296	0.8655836	0.69694674	0.6476338	0.74551576	0.8785802	0.6785408	0.8224007	0.8781749	0.8143331	0.6987326	0.81890196	0.75410604	0.84683603	0.67141134	0.81326884	0.65572333	0.70224535	0.87051666	0.7567315	0.74039966	0.73207545	0.8565615	0.770468	0.73254263	0.73827344	0.74951714	0.6917244	0.76467234	0.780429	0.7491949	0.73106754	0.75546205	0.7542074	0.83631873	0.8133986	0.7650675	0.64178145	0.5074097	0.70756775	0.70985246	0.93453515	0.71270156	0.822572	0.9230032	0.7972366	0.85556513	0.7673017	0.75996596	0.84042346	0.8116233	0.91976476	0.7106546	0.69435495	0.9095171	0.6847509	0.40882385	0.7744894	0.7743945	0.86778057	0.773399	0.74735945	0.76888406	0.927763	0.735892	0.8006583	0.8049159	0.82711625	0.86010194	0.9552748	0.7225616	0.7516164	0.8147221	0.8439128	0.8051368	0.72849727	0.8787887	0.7501258	0.7992934	0.7478725	0.7738702	0.79779685	0.8428118	0.63185346	0.61587787	0.7965468	0.6912836	0.6730511	0.6114853	0.70262694	0.81674373	0.83596337
door/prep	0.97077733	0.9568803	0.70510787	0.66664404	0.9513843	0.7709893	0.9026848	0.7378387	0.9261732	0.8700821	0.80383927	0.88645834	0.752704	0.8149846	0.77191424	0.80795825	0.81057775	0.9401484	0.8117514	0.77641875	0.7253426	0.8405036	0.6973283	0.80086976	0.7445725	0.7552903	0.76425886	0.8438518	0.7252581	0.7816009	0.81341475	0.88684666	0.8156476	0.6758381	0.75237954	0.7517899	0.8485936	0.8626025	0.7948462	0.754635	0.6727779	0.0	0.87472963	0.80777246	0.83645546	0.77285063	0.8136281	0.8133434	0.7943115	0.7685306	0.72614515	0.7919255	0.8169392	0.79023165	0.7966652	0.8217416	0.8948313	0.80094206	0.8500277	0.6646941	0.7944103	0.6771336	0.66038764	0.7698445	0.92964894	0.73771465	0.74629045	0.90564984	0.7160094	0.7608762	0.8820704	0.7827029	0.8636219	0.8417517	0.74835503	0.77639586	0.79506445	0.86115134	0.7847768	0.8446611	0.77294993	0.862668	0.8133701	0.6390271	0.77254206	0.7415258	0.70464265	0.8639831	0.81804717	0.8162017	0.8025924	0.8021133	0.86799115	0.88315916	0.8656907	0.82037246	0.6519916	0.7683555	0.70595706	0.8107142	0.9063169	0.8220953	0.80472744	0.91750944	0.7961734	0.83840954	0.79121387	0.72189367	0.74623656	0.81368995	0.81650186	0.77364075	0.6984508	0.8879277	0.76041746	0.7599648	0.71531796	0.79354846	0.8570686	0.74681413	0.8524786	0.7885042	0.936985	0.8536999	0.74577653	0.77925575	0.7582462	0.8402532	0.9180522	0.81152713	0.79332614	0.84357595	0.7766148	0.7344675	0.9106904	0.8074778	0.8189188	0.7266904	0.8123498	0.8995491	0.7485751	0.7939024	0.7118741	0.74730885	0.8431178	0.6967764	0.7564464	0.68093884	0.767994	0.8196242	0.7602153
drugsverslaafd/adj	0.96506405	0.9641543	0.928971	0.9178712	0.9658791	0.9302573	0.9552698	0.9091512	0.98718345	0.9526871	0.9090804	0.9357241	0.9405798	0.9515404	0.8870053	0.784821	0.92236096	0.9316931	0.9294915	0.90027374	0.87614805	0.9469829	0.8936398	0.929839	0.9155938	0.8300166	0.89624065	0.9332883	0.8886149	0.9289079	0.9225957	0.8913971	0.9349512	0.8801983	0.8922658	0.93354255	0.9266852	0.9399016	0.935271	0.90190876	0.88074183	0.87472963	0.0	0.9078151	0.9174202	0.93766975	0.9302987	0.9031927	0.9340854	0.8928005	0.8346547	0.9410923	0.76778847	0.94640017	0.8837923	0.92107445	0.9209243	0.93631357	0.9158369	0.900724	0.8810305	0.9011241	0.8383104	0.9194632	0.94920224	0.8984442	0.88948894	0.9241785	0.8339723	0.88437897	0.93030864	0.9057444	0.9655277	0.92053705	0.8745516	0.9137134	0.89658606	0.9389221	0.92188716	0.9238426	0.884419	0.9418037	0.93458945	0.91720974	0.9341589	0.83643615	0.894145	0.9381539	0.92251825	0.9420738	0.93807137	0.9298825	0.9036335	0.9476157	0.9528093	0.91868633	0.8656986	0.85902816	0.9059584	0.9119731	0.947115	0.8953278	0.9300172	0.96215266	0.8360002	0.9440702	0.9165516	0.85149944	0.9409346	0.8336072	0.9236079	0.92921984	0.88615096	0.9354033	0.920041	0.8692023	0.9068645	0.8994733	0.8654461	0.8589965	0.93617576	0.9351637	0.9251134	0.9387917	0.9098028	0.948085	0.9138521	0.9069189	0.96819663	0.90221447	0.92548776	0.9437838	0.8725058	0.867104	0.9209977	0.8827171	0.93407834	0.9415325	0.9215075	0.9458892	0.92049694	0.7659604	0.90967906	0.8830328	0.9302524	0.92136854	0.92294437	0.8629067	0.92319226	0.8961117	0.90808403
