	1-1_gelijkspel/noun	Ambiorix/name	Amerika/name	Amerikaan/noun	C2/name	Europa/name	IBA/name	Kosovo/name	Rineke/name	Sparta/name	aan/prep	aanschaf/noun	af/adv	al/comp	alleen/adj	allochtoon/noun	als/comp	amateur_club/noun	beetje/noun	bij/prep	boer/noun	bouw/noun	bovendien/adv	bovenop/prep	broer/noun	buitenlander/noun	buur/noun	carrière/noun	chauffeur/noun	computer/noun	creativiteit/noun	cursist/noun	daaraan/pp	daarbij/pp	daarmee/pp	dame/noun	dan/adv	dat/det	democratie/noun	dokter/noun	door/comp	door/prep	drugsverslaafd/adj	dus/adv	echt/adj	elkaar/pron	en/comp	ervaring/noun	even/adj	familie/noun	familie_lid/noun	fiets/noun	gehandicapt/adj	gelukkig/adj	gemeente/noun	gemeente_bestuur/noun	ginds/adj	god/noun	graag/adj	haar/pron	handjevol/noun	hem/pron	hen/pron	het/det	het/noun	hij/pron	honderdduizenden/noun	huis_bezitter/noun	hulp/noun	iemand/noun	ik/pron	imago/noun	index/noun	je/pron	jongen/noun	juist/adj	klant/noun	kopman/noun	lezer/noun	maar/adv	maatregel/noun	markt_economie/noun	me/pron	mede/adv	mee/adv	mens/noun	met/prep	mezelf/pron	mij/pron	misschien/adv	natuurlijk/adj	niemand/pron	niet/adv	niets/noun	niks/noun	of/comp	of/vg	om/comp	ons/noun	ons/pron	oog_arts/noun	ook/adv	op/adj	opticien/noun	ouder/noun	overeind/adv	partner/noun	persoon/noun	president/noun	probleem/noun	regeringstroepen/noun	snel/adj	soms/adv	stage/noun	systeem/noun	te/comp	tegen/prep	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	trouwens/adv	tussenstap/noun	u/pron	uit/prep	uitstekend/adj	vader/noun	vakantieganger/noun	valk/noun	veel/adj	ver/adj	vooruit/adv	vriend/noun	vrouw/noun	we/pron	weduwe/noun	weer/adv	weg/noun	weinig/det	wel/adv	wereld/noun	werkloos/adj	wijze/noun	ze/pron	zeker/adj	zelfs/adv	zichzelf/pron	zij/pron	zo/adv	zogezegd/adj	zoon/noun
met/prep	0.95348465	0.9496081	0.8200191	0.8270327	0.8986188	0.8431637	0.914692	0.8724665	0.9321863	0.8743915	0.8042645	0.82090306	0.70817465	0.8233199	0.765304	0.8510198	0.8244303	0.9203553	0.7522652	0.8119314	0.7907399	0.86159986	0.7369516	0.7285045	0.8165673	0.8538805	0.776387	0.83944297	0.8107689	0.75507027	0.8650676	0.87497807	0.81675744	0.71372175	0.73750544	0.69089735	0.8282804	0.8718836	0.8856785	0.79197216	0.6917244	0.70464265	0.894145	0.81422436	0.8166664	0.6764249	0.7503595	0.82291543	0.76940036	0.81461006	0.8072654	0.7752846	0.83741105	0.78481126	0.8699528	0.85606873	0.88803315	0.83268064	0.7371972	0.71963054	0.84959555	0.79743934	0.7838269	0.80619746	0.9295274	0.7565979	0.8531804	0.9469352	0.86026895	0.7421912	0.8395648	0.82898057	0.91122335	0.75731754	0.74087715	0.7746372	0.79802376	0.90625155	0.80906016	0.80963147	0.8847767	0.91554356	0.8601871	0.8051515	0.73259926	0.7884605	0.0	0.87055206	0.86749095	0.840296	0.7542318	0.86542374	0.8940884	0.914647	0.852924	0.8166868	0.5146367	0.78329027	0.76734984	0.855338	0.9284396	0.76594806	0.8271909	0.9274409	0.81593597	0.83803415	0.7845143	0.7582644	0.89695543	0.865819	0.9354347	0.82110584	0.65669465	0.9118279	0.8258585	0.82429075	0.83352125	0.8473096	0.8767751	0.82988924	0.8405663	0.76352495	0.94532704	0.7919135	0.7418895	0.72959656	0.78955984	0.8638565	0.9397655	0.7559032	0.8618941	0.8435544	0.7834672	0.75372976	0.8304619	0.86428833	0.81843424	0.8205273	0.79379356	0.8688818	0.8193496	0.88814414	0.75615466	0.7163482	0.8444742	0.6697727	0.82016	0.77102315	0.84287345	0.8473773	0.8114525
mezelf/pron	0.96137863	0.97859913	0.8522752	0.846968	0.964746	0.9210483	0.96734077	0.9203836	0.94581306	0.90434545	0.8839924	0.9492821	0.7846651	0.72551024	0.81409544	0.88894033	0.7218207	0.9579663	0.7371063	0.8987583	0.8950565	0.9486583	0.8370911	0.92523247	0.8550352	0.8903327	0.85087657	0.8563806	0.8911406	0.9111363	0.8520293	0.9098523	0.8763762	0.8438316	0.82723516	0.84225065	0.71981084	0.75237155	0.8855308	0.8807525	0.76467234	0.8639831	0.9381539	0.8028049	0.7570504	0.8265562	0.6753198	0.8340213	0.761217	0.8786394	0.880571	0.9034277	0.89571524	0.7812765	0.9276396	0.9134386	0.86952424	0.7670409	0.7811053	0.6830878	0.9259429	0.6728435	0.71420527	0.90788406	0.84956056	0.6649778	0.9112835	0.95043343	0.9225877	0.6958002	0.56361914	0.8569197	0.9423139	0.60663956	0.7982184	0.8324187	0.8768325	0.8706753	0.77810717	0.7066877	0.9252664	0.92199254	0.61361086	0.8878293	0.8332506	0.75891864	0.87055206	0.0	0.6261057	0.72694254	0.771737	0.7684637	0.75520027	0.82465637	0.80113965	0.8431805	0.8284409	0.76264685	0.7564966	0.66484475	0.9313837	0.81781274	0.8862387	0.9484118	0.83107483	0.8696753	0.8838486	0.8601949	0.93550247	0.9223196	0.9542572	0.8618901	0.7292657	0.92890847	0.8920537	0.70201206	0.91535485	0.927549	0.87311745	0.9263038	0.6931751	0.82448477	0.9480114	0.7307857	0.8979995	0.8687136	0.8271768	0.92062217	0.96256906	0.8090683	0.8923204	0.8800498	0.8499371	0.8188234	0.7059821	0.9182352	0.8119085	0.8989616	0.8538376	0.7417007	0.8346589	0.93523437	0.8295094	0.62904626	0.8279191	0.78260326	0.499206	0.7386532	0.74612576	0.8861288	0.8474047
mij/pron	0.95928526	0.97513896	0.8428266	0.8145506	0.98154676	0.920287	0.94971704	0.931139	0.9509137	0.8863537	0.85580224	0.9183052	0.76672816	0.65900445	0.7811041	0.8831851	0.65279996	0.94370234	0.7160661	0.8890444	0.8731071	0.9509505	0.8048161	0.9210405	0.8328306	0.85986984	0.81880337	0.8590623	0.87734216	0.9105623	0.857861	0.89286447	0.8543444	0.8159896	0.84237194	0.81139946	0.6631861	0.63563776	0.86953014	0.82083714	0.780429	0.81804717	0.92251825	0.7554203	0.703611	0.8208242	0.60875094	0.80859625	0.7165667	0.84352833	0.84214944	0.8933962	0.8911037	0.7809098	0.92714643	0.878841	0.8891398	0.74056447	0.7508161	0.48838973	0.9139274	0.41703916	0.5452169	0.86532056	0.7618758	0.6232424	0.92347246	0.93798435	0.89191926	0.6104244	0.51027894	0.8624613	0.94337046	0.5516933	0.7855354	0.82556546	0.8276648	0.8686036	0.68443096	0.70583534	0.9273029	0.92711556	0.26118886	0.8858306	0.84639966	0.69640195	0.86749095	0.6261057	0.0	0.6505047	0.73215526	0.6930241	0.6779379	0.78686315	0.75856423	0.7864876	0.82216716	0.75842595	0.6135241	0.38962662	0.8983815	0.7588266	0.8853773	0.9366909	0.7841307	0.870731	0.87400126	0.8499191	0.903066	0.89018744	0.97340846	0.87099826	0.7124249	0.9229685	0.91150427	0.723019	0.92550504	0.9225411	0.87247866	0.92546	0.63860774	0.7473223	0.9609483	0.5656625	0.90591985	0.8844278	0.78198713	0.9098538	0.9453845	0.7850492	0.89929485	0.8851516	0.77789617	0.81246495	0.73813844	0.88791627	0.8123396	0.9157399	0.85537994	0.66809404	0.849972	0.93152994	0.82995784	0.63340104	0.8028484	0.7540631	0.71077704	0.6988236	0.7079655	0.88596666	0.83598506
misschien/adv	0.9446707	0.96585065	0.79009277	0.80628073	0.96225154	0.86556125	0.9618591	0.9168961	0.9629939	0.8604309	0.86062706	0.92220175	0.70619583	0.6424265	0.7452829	0.8565163	0.64583236	0.92639536	0.57431877	0.86252916	0.8557811	0.92380196	0.72127783	0.89358467	0.83391166	0.8761878	0.8596964	0.8310628	0.87598616	0.87382394	0.82230294	0.8899111	0.8392618	0.7747426	0.8264576	0.7907342	0.6580479	0.6235399	0.83568525	0.82558596	0.7491949	0.8162017	0.9420738	0.6690415	0.6793245	0.8479851	0.61453384	0.75824004	0.6939627	0.8674395	0.8505	0.8736392	0.8829173	0.7008465	0.9217391	0.8937808	0.89862627	0.7927088	0.78604066	0.74512756	0.8930419	0.7429571	0.7750417	0.8329683	0.71332645	0.70334405	0.8981471	0.92810076	0.8850071	0.67966974	0.6133499	0.7784406	0.91647977	0.61942494	0.77616465	0.7273226	0.86091983	0.90381455	0.706277	0.6222454	0.85370386	0.94253457	0.6929711	0.80414915	0.82866275	0.6967031	0.840296	0.72694254	0.6505047	0.0	0.6286472	0.75283027	0.6999059	0.75692815	0.7829679	0.7335601	0.729326	0.7209333	0.7457043	0.7364495	0.92609715	0.6989229	0.80258536	0.9596079	0.8175678	0.84852475	0.88000935	0.8242919	0.9314035	0.8646211	0.9847756	0.79043454	0.5651423	0.93080324	0.83396983	0.76298285	0.8978105	0.8944782	0.89432937	0.8740579	0.5507719	0.7464721	0.9251803	0.72769827	0.86455476	0.8291189	0.80343026	0.8765735	0.95879036	0.6723051	0.84355485	0.832217	0.84964603	0.82206917	0.7220569	0.8639632	0.77774537	0.87756795	0.7851331	0.54127645	0.8051098	0.9011806	0.73760945	0.69300723	0.67151105	0.645854	0.7296308	0.74745655	0.618026	0.8633413	0.83743894
natuurlijk/adj	0.9746418	0.9646447	0.8031085	0.82528955	0.9654919	0.84259367	0.9285412	0.9082023	0.9511856	0.8861071	0.85210115	0.9055259	0.748733	0.637063	0.71559954	0.8580131	0.671522	0.91765267	0.6691719	0.8490267	0.8210416	0.898485	0.6776159	0.85639226	0.86610854	0.86957014	0.8546238	0.84030056	0.891278	0.86417663	0.7886691	0.90316904	0.818829	0.75990486	0.80571556	0.79316896	0.6942437	0.6430012	0.8407661	0.83902717	0.73106754	0.8025924	0.93807137	0.638347	0.6526105	0.83085436	0.6020963	0.7719382	0.76914924	0.86797893	0.89499676	0.8788316	0.8702245	0.73862016	0.8988611	0.8817772	0.8969054	0.8090107	0.7487757	0.79705113	0.8908606	0.8115962	0.8082162	0.80097663	0.72767365	0.765095	0.90471405	0.93867606	0.8859483	0.73239684	0.6559293	0.77831554	0.9131577	0.6317245	0.806515	0.69799495	0.8461473	0.8977595	0.75745815	0.691105	0.8592024	0.91862094	0.77450025	0.78492445	0.81255764	0.7554973	0.7542318	0.771737	0.73215526	0.6286472	0.0	0.7901864	0.75895596	0.79195714	0.7817876	0.7487054	0.70069337	0.7369083	0.7713736	0.78123593	0.9602772	0.6429487	0.8435017	0.95202655	0.8342998	0.8789215	0.854734	0.8420402	0.9384581	0.83363336	0.9838403	0.813545	0.65015143	0.94228184	0.8287201	0.79120755	0.878579	0.8527618	0.8916393	0.86702496	0.6068067	0.70186454	0.93904	0.75479305	0.83777225	0.7826064	0.83576	0.89904535	0.9535782	0.6945774	0.8396943	0.8832609	0.84844005	0.8385365	0.73239315	0.9060904	0.7929913	0.86334074	0.7325841	0.6352061	0.7919011	0.9036014	0.752553	0.71788704	0.72731113	0.7030885	0.7690381	0.7823611	0.6952672	0.8870377	0.8592665
niemand/pron	0.94266975	0.9588716	0.8512379	0.76537764	0.9572483	0.89732987	0.9574869	0.86933035	0.969547	0.9011233	0.868079	0.9459486	0.824463	0.6941488	0.7486076	0.88037723	0.6525414	0.9392919	0.7681998	0.84542227	0.83262277	0.9442245	0.7515117	0.9037904	0.81659305	0.8407413	0.7576313	0.89350325	0.78388715	0.8930184	0.88922364	0.9064048	0.8578745	0.7749281	0.82837814	0.8199711	0.68688405	0.7516871	0.8544041	0.82363427	0.75546205	0.8021133	0.9298825	0.7430834	0.73928857	0.8319993	0.68450963	0.88853806	0.76057893	0.8327524	0.80244154	0.8759884	0.8861719	0.77298415	0.8733897	0.85670924	0.8850114	0.81415296	0.81134224	0.7131413	0.90224236	0.6768658	0.66314244	0.86088395	0.8478676	0.6434016	0.8618713	0.93411916	0.87126744	0.58740485	0.62599754	0.8776726	0.953919	0.6627221	0.8018645	0.8336462	0.7813673	0.8736393	0.7896091	0.70140696	0.87814736	0.919502	0.69809043	0.8608848	0.8311534	0.6655158	0.86542374	0.7684637	0.6930241	0.75283027	0.7901864	0.0	0.5779804	0.74224174	0.7472495	0.7591342	0.8004166	0.7445884	0.75523305	0.71612895	0.95290446	0.7644824	0.861584	0.94652593	0.7797544	0.9121625	0.87494344	0.797303	0.8872188	0.89411557	0.94065356	0.8131877	0.7720679	0.9448347	0.87569624	0.6648464	0.88067526	0.9039364	0.90472883	0.8903138	0.6922647	0.7850169	0.9742791	0.71222734	0.8834129	0.89826447	0.8173124	0.8996833	0.9643427	0.78379095	0.8637182	0.9040116	0.8230246	0.8124845	0.71893275	0.88358796	0.83303905	0.8767878	0.78764683	0.68641305	0.8666431	0.90773314	0.8495026	0.5990969	0.8288518	0.7221352	0.7628083	0.62495726	0.76901704	0.8774018	0.8449333
niet/adv	0.95362455	0.97373694	0.8722414	0.84308946	0.95442075	0.8990714	0.9279036	0.91413105	0.97508615	0.9039692	0.8842069	0.90334356	0.86476415	0.6455484	0.67942536	0.8326307	0.585177	0.927439	0.78459245	0.91075224	0.8615529	0.93200916	0.68952286	0.9275855	0.8953502	0.8683636	0.8884455	0.8961514	0.8615987	0.8804159	0.8751722	0.8934144	0.8480956	0.83318037	0.79310113	0.87717235	0.61425984	0.5937928	0.8381152	0.8581146	0.7542074	0.86799115	0.9036335	0.5925535	0.6841745	0.87059116	0.6805917	0.8693538	0.7519761	0.9116328	0.903384	0.8799431	0.8808243	0.7610379	0.86803925	0.8524177	0.869989	0.84591115	0.8324797	0.7773521	0.9077574	0.7417177	0.7409973	0.85941684	0.7297168	0.7145144	0.91056865	0.882366	0.8582304	0.69573873	0.63608474	0.8667624	0.9233872	0.63832617	0.8469025	0.78907543	0.81546915	0.86786985	0.7933106	0.65002036	0.82186204	0.878098	0.7008897	0.8563636	0.8682635	0.7535858	0.8940884	0.75520027	0.6779379	0.6999059	0.75895596	0.5779804	0.0	0.71817076	0.77216804	0.6613313	0.82706314	0.7069917	0.7859647	0.72120476	0.93464506	0.7051681	0.8771685	0.93340427	0.82003814	0.9190097	0.8497765	0.8312578	0.92801994	0.85573745	0.9614456	0.78086984	0.7769909	0.9297074	0.8210262	0.6326457	0.89560175	0.88746995	0.89877427	0.91265076	0.6085407	0.7625701	0.9299783	0.7125133	0.9365079	0.8599677	0.88589984	0.9190379	0.96838564	0.7682283	0.8747272	0.9121338	0.90529615	0.8643564	0.6736801	0.9307439	0.82139087	0.9191617	0.8298105	0.56836534	0.89658254	0.917689	0.7892729	0.6483663	0.8207719	0.7656887	0.78577137	0.6783204	0.6651114	0.8681694	0.9071578
niets/noun	0.92163885	0.9525608	0.8805427	0.87561816	0.9698587	0.9289321	0.96826655	0.92030615	0.97096705	0.922375	0.86558914	0.9548012	0.85810804	0.74409163	0.7932278	0.920461	0.7929334	0.9678701	0.81914073	0.9020982	0.89730924	0.9492588	0.8157818	0.9036117	0.9108578	0.9125534	0.88410735	0.931519	0.9291176	0.9143504	0.88236165	0.93806964	0.85856545	0.85722876	0.8531562	0.8943816	0.77246153	0.7145078	0.8777382	0.874184	0.83631873	0.88315916	0.9476157	0.78404194	0.8170945	0.92184144	0.7417182	0.8570872	0.86121345	0.92236495	0.92015517	0.9340371	0.9303031	0.79753697	0.9375943	0.9284329	0.923593	0.86933756	0.8341453	0.84018904	0.94020236	0.83794403	0.8491264	0.8777798	0.8436332	0.8195206	0.92028624	0.9481266	0.9238199	0.8264568	0.76579654	0.88498974	0.9542818	0.76588935	0.9004429	0.8464648	0.90201133	0.92555624	0.85399973	0.76058716	0.8894019	0.9576586	0.83858037	0.87663937	0.9014648	0.8528462	0.914647	0.82465637	0.78686315	0.75692815	0.79195714	0.74224174	0.71817076	0.0	0.43583667	0.82805395	0.83413255	0.8637857	0.8451648	0.83261585	0.9609435	0.774117	0.92041034	0.94667554	0.8839927	0.94508046	0.92390007	0.8809535	0.94371045	0.88188434	0.98154336	0.8980991	0.81160164	0.96642286	0.90373945	0.787176	0.88808495	0.9328771	0.930737	0.920591	0.74440813	0.8118177	0.9680305	0.80304927	0.91658676	0.90909934	0.9041648	0.9414618	0.97656083	0.7583012	0.9017018	0.9288815	0.91863054	0.8940498	0.79143983	0.93938017	0.8807294	0.9269779	0.6902739	0.74933785	0.88808984	0.9388882	0.8578998	0.77628577	0.8553963	0.8218895	0.85124195	0.81113225	0.8137294	0.9218324	0.90624183
niks/noun	0.9361936	0.9530151	0.8538867	0.86130553	0.9758418	0.9151678	0.9563785	0.92043966	0.9682174	0.91930383	0.865639	0.941038	0.79433036	0.7444272	0.8122028	0.8922671	0.77821255	0.9567332	0.7646184	0.8780275	0.8657403	0.9379738	0.8039285	0.891598	0.8848329	0.9073506	0.84835106	0.90697324	0.8985365	0.89413416	0.8656248	0.92664343	0.8782734	0.83519363	0.8706104	0.8351331	0.7445874	0.74929607	0.8945589	0.87294483	0.8133986	0.8656907	0.9528093	0.77814317	0.7785241	0.87609357	0.70845497	0.85494524	0.79410106	0.8911738	0.9078573	0.88894665	0.91041416	0.79025555	0.93212795	0.90197283	0.90306664	0.84593976	0.77384794	0.8021214	0.9305673	0.8064482	0.82149017	0.87649435	0.85443187	0.7858983	0.89676625	0.9500962	0.89555734	0.77793497	0.7236836	0.86535954	0.9607241	0.7138583	0.8341494	0.8461479	0.87514526	0.88425136	0.83874416	0.7449441	0.91577744	0.9503719	0.79014987	0.9041692	0.83416194	0.833645	0.852924	0.80113965	0.75856423	0.7829679	0.7817876	0.7472495	0.77216804	0.43583667	0.0	0.84194875	0.7695757	0.84525156	0.81077516	0.8003291	0.9640901	0.7985511	0.88001454	0.94347084	0.87271744	0.9255259	0.9093523	0.89430386	0.94420046	0.9029282	0.97453064	0.8767922	0.7645165	0.9634353	0.9086924	0.7911406	0.89216655	0.9279123	0.9267704	0.9043282	0.7490104	0.78777254	0.95525885	0.7781778	0.8966888	0.8897096	0.8823597	0.9268022	0.9680759	0.7611546	0.8975885	0.8914176	0.8752284	0.85590196	0.7521484	0.94196415	0.8629866	0.8898808	0.7594689	0.7405423	0.88364255	0.91896534	0.85030437	0.7245033	0.8405692	0.7669934	0.8303035	0.8133993	0.8209127	0.9125514	0.8784569
of/comp	0.9674747	0.98293823	0.8678388	0.8516228	0.979381	0.89308226	0.94344276	0.9135745	0.97270304	0.9277356	0.8686737	0.886346	0.83789694	0.7677764	0.72282076	0.86159027	0.5901713	0.93395704	0.7948259	0.8044846	0.8579011	0.9114103	0.7331868	0.88899446	0.8627029	0.88383293	0.8631307	0.92257214	0.8513986	0.83073914	0.9183584	0.88994247	0.8423853	0.793257	0.81581086	0.8525506	0.65601885	0.76900256	0.8633464	0.78298855	0.7650675	0.82037246	0.91868633	0.67551553	0.7835894	0.8840395	0.688075	0.8677811	0.77744895	0.8674899	0.8253881	0.8980945	0.8450699	0.8126563	0.8452796	0.838985	0.9201816	0.8538437	0.8351933	0.79906714	0.89970255	0.80982816	0.78154576	0.8425368	0.81863654	0.75931716	0.88381696	0.92525613	0.8319506	0.6772419	0.7231278	0.87131536	0.9344218	0.72272635	0.83464926	0.76529586	0.81473744	0.932733	0.8255035	0.7376477	0.78945094	0.9280568	0.8156867	0.8472354	0.8355508	0.75163937	0.8166868	0.8431805	0.7864876	0.7335601	0.7487054	0.7591342	0.6613313	0.82805395	0.84194875	0.0	0.64373267	0.6854503	0.7951771	0.8164898	0.89432794	0.7302331	0.8424358	0.9212873	0.8086016	0.9117826	0.848925	0.75548136	0.9166978	0.8523037	0.9614141	0.8302163	0.774593	0.9229219	0.81248343	0.7302358	0.8470516	0.86284405	0.8674396	0.84021497	0.7550208	0.7960025	0.9377833	0.7348589	0.88278013	0.8706489	0.8454657	0.913385	0.97230476	0.84431446	0.8743576	0.9088768	0.85895145	0.8145226	0.7557967	0.90697014	0.8651949	0.9255714	0.8293102	0.6252356	0.89384156	0.8965982	0.815839	0.6983608	0.8061388	0.7525047	0.82741475	0.7006762	0.8038214	0.83517814	0.86719346
of/vg	0.985553	0.96144265	0.77415514	0.79793453	0.9441132	0.8431083	0.942912	0.882042	0.94802946	0.9248526	0.75797796	0.8037027	0.6734173	0.78221154	0.66062087	0.7817715	0.6925254	0.95360374	0.68682635	0.74702406	0.7423836	0.8243469	0.67978096	0.72416455	0.76246357	0.79186076	0.76583797	0.85950524	0.75545496	0.70615494	0.845569	0.8518282	0.79332995	0.7040914	0.7925725	0.6715939	0.72928476	0.8416793	0.8355571	0.69128215	0.64178145	0.6519916	0.8656986	0.7011068	0.7534723	0.7740514	0.6428231	0.8053581	0.7537074	0.7526932	0.75212204	0.7401742	0.73494726	0.75465655	0.8213289	0.84357536	0.88915354	0.74160993	0.72474694	0.694325	0.82817847	0.7794789	0.7419938	0.79013056	0.90945053	0.73959327	0.7737	0.9269678	0.76939523	0.61804867	0.79902124	0.7835537	0.90556645	0.6575192	0.720736	0.7358535	0.7281457	0.92367965	0.7753547	0.70689154	0.8336277	0.919419	0.8307349	0.7928473	0.7316522	0.657001	0.5146367	0.8284409	0.82216716	0.729326	0.70069337	0.8004166	0.82706314	0.83413255	0.7695757	0.64373267	0.0	0.75643754	0.71539176	0.84869313	0.8992921	0.66901803	0.7714669	0.921311	0.7072733	0.846873	0.7738887	0.6341968	0.9008627	0.80267566	0.9553083	0.7959049	0.6047317	0.87768894	0.77329016	0.77051306	0.7932873	0.7879644	0.8560967	0.72468805	0.83436453	0.7331543	0.9243229	0.69900024	0.68275	0.7557661	0.7150481	0.8325911	0.91867095	0.7431681	0.8438215	0.83746266	0.74503875	0.6598537	0.86198074	0.8156401	0.82244146	0.7891366	0.7597327	0.8276472	0.76991516	0.7965269	0.7313254	0.63554966	0.8436776	0.55450016	0.736989	0.69291973	0.7960443	0.7868989	0.7408459
om/comp	0.970415	0.96216816	0.8016951	0.7702279	0.9546026	0.7842637	0.8862264	0.7895688	0.9622079	0.8738886	0.78927165	0.79685605	0.788933	0.7718097	0.70530427	0.79016733	0.64720535	0.8890979	0.774629	0.81062794	0.78440446	0.825764	0.6345973	0.83995605	0.86220664	0.81458205	0.78751945	0.8628177	0.7900645	0.8033254	0.78638524	0.8314326	0.79922223	0.69924474	0.6806176	0.8382751	0.6888522	0.7380414	0.8027552	0.83228767	0.5074097	0.7683555	0.85902816	0.6408107	0.77036786	0.8068196	0.7179661	0.7961253	0.73817056	0.839479	0.8095356	0.84045434	0.82503897	0.81463766	0.71273094	0.70016485	0.8636726	0.81813407	0.7428925	0.74768007	0.8528456	0.70926315	0.673646	0.7803985	0.7947239	0.7308979	0.84341645	0.8406514	0.7582245	0.7093158	0.74386966	0.84248984	0.904051	0.67825997	0.82521653	0.69590014	0.73513705	0.8885204	0.7659732	0.74066323	0.6631464	0.84473795	0.76061845	0.7727826	0.719234	0.7072508	0.78329027	0.76264685	0.75842595	0.7209333	0.7369083	0.7445884	0.7069917	0.8637857	0.84525156	0.6854503	0.75643754	0.0	0.7510924	0.72336996	0.8897118	0.7158896	0.7989734	0.9080555	0.78099364	0.85625696	0.78313804	0.7891579	0.8457239	0.817535	0.9092952	0.71353304	0.7703546	0.89622164	0.73052824	0.3143137	0.81122494	0.7910031	0.8478854	0.7508004	0.6874014	0.77611315	0.89312595	0.74448824	0.8513083	0.82052046	0.8477528	0.839359	0.9459323	0.74313676	0.76676416	0.83508545	0.8303223	0.8422101	0.65882754	0.89128107	0.7344719	0.8001455	0.7342236	0.6905738	0.8319156	0.8291296	0.72949135	0.6423496	0.7943063	0.7597697	0.7416333	0.60691434	0.7359451	0.8104147	0.85339695
ons/noun	0.95553404	0.95974123	0.7726019	0.7673044	0.96913385	0.8494166	0.9498983	0.8390355	0.96031356	0.84686583	0.8526314	0.9200895	0.77129143	0.73413694	0.77051306	0.8574045	0.7289049	0.9389778	0.7387558	0.8600412	0.78729904	0.90673554	0.7651094	0.8441973	0.8226321	0.8321693	0.7708124	0.87664545	0.81699777	0.8632026	0.87006533	0.88085985	0.8334528	0.7749834	0.7887117	0.74878764	0.7530886	0.7847512	0.82216895	0.8351737	0.70756775	0.70595706	0.9059584	0.7478838	0.7682459	0.76140547	0.68435246	0.8341923	0.7463805	0.7991009	0.80650294	0.8616761	0.8554814	0.7514968	0.87460005	0.8573216	0.88141084	0.72921574	0.783242	0.6182802	0.8599754	0.60212207	0.5852214	0.82088065	0.845502	0.73321795	0.8523464	0.93760705	0.83025813	0.70199835	0.7682191	0.8092564	0.9202072	0.69628257	0.76613235	0.7921289	0.79086596	0.9097669	0.7297524	0.76406664	0.88638073	0.9058491	0.63517725	0.821383	0.7956869	0.73315334	0.76734984	0.7564966	0.6135241	0.7457043	0.7713736	0.75523305	0.7859647	0.8451648	0.81077516	0.7951771	0.71539176	0.7510924	0.0	0.530465	0.92195505	0.8070884	0.8538687	0.94253427	0.8040799	0.8607676	0.84683406	0.80163157	0.8931241	0.85982054	0.9111908	0.83787507	0.7219934	0.92286235	0.8711259	0.7182372	0.85287833	0.8800814	0.8770257	0.87573445	0.75888455	0.78535897	0.941352	0.71364427	0.83595884	0.81042695	0.80065644	0.879881	0.94580597	0.81419253	0.8323623	0.84994584	0.7974024	0.79413927	0.7706348	0.8871739	0.8083149	0.8446828	0.8096413	0.795307	0.79910165	0.886468	0.7775546	0.6735667	0.83442265	0.72118115	0.7192244	0.71141326	0.73408055	0.86949265	0.81935775
ons/pron	0.9470569	0.970294	0.8200391	0.7945883	0.96926093	0.8755774	0.9424331	0.88522243	0.9642008	0.8327844	0.85597444	0.9293585	0.78284526	0.7033707	0.78187114	0.87646693	0.70848936	0.9422843	0.7438218	0.8949453	0.8321024	0.92670166	0.76929206	0.9197503	0.8678989	0.8183596	0.78319174	0.8899915	0.85331345	0.90925896	0.8640695	0.87110835	0.87775964	0.80541176	0.810731	0.8138351	0.70308423	0.7191938	0.8508867	0.87507343	0.70985246	0.8107142	0.9119731	0.7355335	0.75520146	0.80775166	0.6836146	0.824108	0.74930584	0.8436934	0.8478349	0.8971278	0.88190866	0.76386976	0.87217075	0.8074637	0.8605575	0.76666814	0.77804565	0.5704361	0.8922213	0.504357	0.49221653	0.8860518	0.8147419	0.7105504	0.89656496	0.92140967	0.8789734	0.69705343	0.6608999	0.85972524	0.9287266	0.6187536	0.81407154	0.81324184	0.7912979	0.8840986	0.71055025	0.74985904	0.89307654	0.9116577	0.3748902	0.8615618	0.8304126	0.7154943	0.855338	0.66484475	0.38962662	0.7364495	0.78123593	0.71612895	0.72120476	0.83261585	0.8003291	0.8164898	0.84869313	0.72336996	0.530465	0.0	0.90789527	0.7743015	0.8806598	0.949091	0.79491615	0.8907081	0.86211586	0.8449686	0.9006376	0.8700541	0.93745834	0.8596593	0.76190513	0.9317486	0.8843685	0.67678034	0.883835	0.89054155	0.8860887	0.91162217	0.6707158	0.7742364	0.95424366	0.61374617	0.909045	0.8675901	0.8444681	0.8756583	0.9579836	0.7832006	0.8465267	0.8689348	0.8251024	0.85433865	0.637905	0.90793324	0.8238404	0.8961212	0.85586095	0.7135259	0.83983433	0.9265311	0.8203347	0.6352968	0.8033708	0.77508634	0.7008883	0.6784773	0.73242307	0.88740504	0.8678276
