	Flandria/noun	achtergrond/noun	alles/noun	aluminium/noun	ambtenaar/noun	baard/noun	baard_DIM/noun	bak/noun	bastion/noun	bestaan/noun	beton/noun	blad/noun	blok/noun	brij/noun	brommer/noun	brood/noun	dag/noun	deur/noun	doek/noun	doos/noun	druk/noun	dun/adj	erg/adj	even/adv	figuur/noun	gans/noun	garnaal/noun	gebied/noun	gevel/noun	gewaad/noun	glans/adj	golf/noun	graniet/noun	haar/noun	haar/pron	haar_kleur/noun	handel/noun	heer/noun	hemel/noun	hersencellen/noun	hoed/noun	hoofd/noun	hout/noun	imago/noun	inmiddels/adv	jas/noun	kapsel/noun	kimono/noun	klei/noun	klinker/noun	kort/adj	kous/noun	krijt_streep/noun	krul/noun	kubus/noun	kuif/noun	licht/noun	lok/noun	lucht/noun	lul/noun	man/noun	marmer/noun	massa/noun	midden/noun	middenmoot/noun	mist/noun	monster/noun	morgen/adv	muis/noun	muis_DIM/noun	natuur_steen/noun	nauwelijks/adv	nevel/noun	omlijsting/noun	outfit/noun	overweeg/adj	pak/noun	pantalon/noun	panter/noun	plastic/noun	poeder/noun	poes_DIM/noun	pruik/noun	raam/noun	regenjas/noun	robot/noun	rok_DIM/noun	rook_gordijn/noun	rookwolk/noun	rot/noun	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	seizoen/noun	sok/noun	stad/noun	start/noun	steen/noun	straat/noun	tand/noun	tapijt/noun	te/adv	tint/noun	tovenaar/noun	uiterst/adj	vaak/adj	veelal/adv	verleden/noun	vest/noun	vilt/noun	vloer/noun	vlucht_wagen/noun	voorstad/noun	vooruitblik/noun	vuilniszak/noun	waas/noun	wat/adv	water/noun	werkelijkheid/noun	wolf/noun	wolk/noun	wolkendek/noun	zak/noun	zeehond/noun	zo/adv	zone/noun	zoveelste/num
nevel/noun	0.9980419	0.9717002	0.9869751	0.9795096	0.97412527	0.9999426	1.0	0.99448335	0.99902195	0.9897762	0.9998309	0.99480945	0.9806479	0.99941474	0.9857011	0.98336405	0.9695374	0.98819846	0.97949374	0.9682392	0.9965541	0.9707728	0.9620182	0.9827761	0.97242874	0.9986221	0.99447477	0.98388505	0.972938	0.9763311	0.95519304	0.9911606	0.97896755	0.9641104	0.96593726	1.0	0.97966754	0.99109995	0.98848534	0.9980393	0.99277943	0.9530773	0.99861664	0.97129714	0.95559466	0.99037015	0.9665488	0.99302596	0.89856243	0.9862419	0.9763471	0.99761647	0.9746927	0.9974558	0.99052674	0.958801	0.95887715	1.0	0.9701096	0.99978685	0.94588107	1.0	0.99602115	0.97216123	0.9904162	0.8712131	0.9887371	0.9679377	0.9995516	0.98809844	0.89976525	0.9719424	0.0	0.9927876	0.95037866	0.96442306	0.9788805	0.99953973	0.99934	1.0	0.9911137	0.98631734	0.9993611	0.9823495	0.99876064	0.98319376	0.99995327	1.0	0.99870646	0.99991435	0.9848276	0.9694223	0.95703906	0.9999603	0.9774818	0.9870753	0.9813487	0.97491336	0.9652558	0.9903448	0.9574652	0.9953844	0.9965387	0.9403845	0.988155	0.95012754	0.9860065	0.9716272	0.9672916	0.99976814	0.9796668	0.9742019	0.95951486	0.9888527	0.9721925	0.9915001	1.0	0.9816568	0.96782696	0.94363415	0.974786	0.97169685	0.9917038	0.9582433	0.9924577	0.9907111	0.97721267	0.98897845
omlijsting/noun	0.96738315	0.9787616	0.97413075	0.98803824	0.99847305	0.99889696	1.0	0.9974309	0.9842732	0.9784241	0.9969877	0.9798865	0.96838087	0.9983255	0.9961103	0.9951022	0.9521292	0.9311059	0.9667089	0.9890991	0.99443704	0.97350776	0.98414946	0.9363524	0.98668414	0.985147	0.9370352	0.98327076	0.9951302	0.96974707	0.9801379	0.9953273	1.0	0.97881573	0.97162473	1.0	0.9819349	0.96401495	0.97006005	0.9862219	0.9905223	0.9847697	0.97908026	0.9864737	0.98364383	0.9884804	0.96370304	0.9861346	0.99785143	0.9992602	0.9828894	0.998027	1.0	0.96274567	0.9987251	0.9756897	0.9957481	0.99146944	0.9859602	0.95699084	0.97951275	0.9918126	0.99354494	0.95450395	0.9976909	0.99859077	0.9618086	0.9361431	0.97786695	0.9993968	0.9967376	0.9853657	0.9927876	0.0	0.99263024	0.9956377	0.9692926	1.0	0.9904405	0.990599	0.9854002	0.99529165	0.9904662	0.99554443	0.99913716	0.97957724	0.99172723	0.9981491	0.9801794	0.944043	0.9828514	0.9763455	0.9922351	1.0	0.9768145	0.97852015	0.9936853	0.9207264	0.99745834	0.9928725	1.0	0.9658942	1.0	0.97389406	0.9847324	0.97880644	0.9798576	0.99744415	0.9844183	0.99627554	0.96385723	0.9649354	0.9848536	0.9800583	0.9834583	0.98794675	1.0	0.94874245	0.99734515	1.0	0.94929343	0.9864567	0.9965874	0.96916413	0.98003334	0.9866473	0.98018515	0.9660221
outfit/noun	0.98879045	0.95011336	0.9861132	0.98596334	0.9915307	0.9392088	1.0	0.9562153	0.9952431	0.9675852	0.9795797	0.9861888	0.98101383	1.0	0.9946918	0.9771437	0.98068476	0.98791265	0.954368	0.9614259	0.97848415	0.9964372	0.9795929	0.95293516	0.95492506	0.964714	0.9705265	0.9944704	0.99003136	0.92921996	0.95704865	0.987869	0.98510736	0.9391363	0.9584948	0.93163687	0.9736506	0.9501679	0.9782305	1.0	0.984812	0.9825651	0.9765489	0.9770325	0.9614414	0.96533394	0.90325767	0.99456525	0.9802496	1.0	0.9819061	0.9784213	0.91661704	0.9735496	0.97722393	0.93471736	0.9879406	0.98958546	0.96628064	0.97443813	0.97997963	0.99458456	0.96983325	0.9563809	0.9962813	0.9892111	0.97325236	0.97259915	0.9810204	0.9584787	0.98692834	0.9838023	0.95037866	0.99263024	0.0	0.9723858	0.989147	0.93965364	0.9826421	0.98775214	0.9962934	0.98344505	0.9565358	0.982444	0.9987608	0.97913164	0.97611445	0.97467065	0.9874938	0.97170484	0.9991225	0.98970383	0.9035053	0.9999701	0.95124376	0.9361317	0.9912155	0.97660893	0.98248804	0.9849131	0.9797974	0.98839515	0.99716246	0.9462022	0.9892447	0.93315	0.9971254	0.9681722	0.97143877	0.9462426	0.96912485	0.9740904	0.9991329	0.99397373	0.960479	0.9912832	1.0	0.99585986	0.99437886	0.93700916	0.9952789	0.96162397	0.99758095	0.99099994	0.9885437	0.9956373	0.97916996	0.9559204
overweeg/adj	0.9949506	0.919701	0.9719771	0.95655954	0.91295624	0.9686819	0.9815956	0.9815815	0.9245799	0.9452598	0.9586368	0.9434577	0.9511529	0.9866665	0.9506996	0.9591953	0.8958975	0.9566835	0.9421479	0.93859816	0.93484247	0.8926234	0.9497731	0.9439774	0.9678002	0.967139	0.9633382	0.79090405	0.9607575	0.9261661	0.98717195	0.9199166	0.989948	0.9540959	0.9624045	1.0	0.89582896	0.9396997	0.9743323	0.9770677	0.9534401	0.9608944	0.9747076	0.9545645	0.87799704	0.9590274	0.9869046	0.9787573	0.97455865	0.9670506	0.95496887	0.9911243	0.9865294	0.9590772	0.96670294	0.9544325	0.94168264	0.984989	0.9137058	0.9929427	0.91883266	0.9781673	0.93343306	0.90890676	0.971616	0.9543332	0.94428086	0.8915367	0.96933913	0.98716015	0.972036	0.90932816	0.96442306	0.9956377	0.9723858	0.0	0.9466403	0.98310786	0.9674005	0.96933407	0.940317	0.9818872	0.95909566	0.9592306	0.9864324	0.9709397	0.97939956	0.999858	0.96598864	0.9710199	0.9582583	0.9342528	0.9782257	0.9844669	0.9788952	0.9770304	0.8441155	0.9462119	0.9416997	0.8821399	0.96208733	0.89767194	0.9767126	0.9803137	0.97858775	0.9322095	0.8653352	0.8653583	0.9736326	0.96042746	0.9776063	0.88464534	0.99550086	0.89832634	0.98221725	0.92691356	0.9256082	0.9576809	0.9386033	0.9320828	0.9213139	0.90662575	0.98807245	0.9106831	0.9278792	0.98398924	0.93015456	0.914789
pak/noun	0.99491817	0.9320512	0.942632	0.9849144	0.9205668	0.9736724	0.9401314	0.9694272	0.9708897	0.94532275	0.97467077	0.9204101	0.9340856	0.9907339	0.96015316	0.9544137	0.9051615	0.9063235	0.9456275	0.9360392	0.9333782	0.9242529	0.93067473	0.90998036	0.9340771	0.96994305	0.9405263	0.90934604	0.95014167	0.96863383	0.94408214	0.9507512	0.9834822	0.93677455	0.9382669	0.9914722	0.95889705	0.92824626	0.98059744	0.95989585	0.9581859	0.9018345	0.94455034	0.9160025	0.8750565	0.9298337	0.9791938	0.9925923	0.9682148	0.9848286	0.8980135	0.9848987	0.9909675	0.9792275	0.99822503	1.0	0.9487238	0.9897723	0.89856577	0.998615	0.89524674	0.99544847	0.965985	0.95672363	0.96531564	0.95574623	0.9438727	0.9171769	0.97889066	0.99910134	0.98246473	0.91031706	0.9788805	0.9692926	0.989147	0.9466403	0.0	0.95385057	0.99871105	0.96923107	0.99712056	0.9848687	0.93945265	0.9670631	0.9509244	0.9928217	0.94272494	0.9914639	0.9878726	0.98347455	0.9809601	0.9851923	0.971076	0.99638206	0.87733006	0.9753927	0.9290291	0.89969385	0.9571126	0.91552836	0.94841367	0.9699839	0.9511515	0.9761446	0.9582179	0.93683094	0.9413092	0.954785	0.941694	0.94909525	0.98455375	0.9106073	0.982638	0.9635852	0.9919644	0.9509843	0.9943352	0.9204106	0.89887273	0.9400293	0.9559832	0.990566	0.9956414	0.87518585	0.9593281	0.98313516	0.9588346	0.9371042
pantalon/noun	0.9808995	0.9847588	0.99020284	0.9882265	0.97610873	0.9811436	0.99824536	0.9723993	0.9859295	0.9921494	0.94598687	0.9972475	0.9753346	0.9983974	0.9937871	0.97542423	0.9425136	0.98521984	0.9653093	0.94259113	0.97963184	0.99411064	0.99833477	0.96859473	0.9950543	0.9433922	0.97955775	0.98221034	0.98102325	0.9903931	1.0	0.95994437	0.9649476	0.9883143	1.0	1.0	0.9900591	0.9955043	0.99367607	0.99996275	1.0	0.9970847	0.97602487	0.9760068	0.9636486	0.9001297	0.9845709	0.99571043	0.95211786	0.95915097	0.97604984	0.9986347	0.9669744	0.99923104	0.98091596	1.0	0.9999928	0.9835003	0.99747944	1.0	0.98240757	0.98913145	0.97463435	0.96601963	0.99037117	0.99564487	0.96191955	0.9945152	0.9921417	0.9936782	0.9643967	0.9993166	0.99953973	1.0	0.93965364	0.98310786	0.95385057	0.0	1.0	0.98630464	0.995473	0.999641	0.97791725	0.972135	0.96759415	0.98768526	0.9443608	0.99909496	0.99951667	0.9977881	0.99750507	1.0	0.9589418	0.99860704	1.0	0.95456415	0.98229134	0.96599495	0.98069584	0.98523873	0.99136335	0.98918986	1.0	0.98837286	0.94302005	0.97833085	0.986832	0.98461664	0.98765904	0.8613329	0.99763584	0.98676527	0.9933835	0.9572428	0.99743074	0.9753244	1.0	0.96926165	0.9879847	0.99057996	0.9863539	1.0	0.9924409	0.9680188	0.9733028	1.0	0.9569282	0.9926422
panter/noun	0.9804908	0.97537076	1.0	1.0	1.0	0.9871117	1.0	1.0	0.9811412	0.98161453	1.0	0.99033517	0.9508521	0.9971411	1.0	0.98519784	0.98105675	0.99911684	0.96759534	0.992473	0.9921034	1.0	1.0	0.9769798	0.98755246	1.0	0.96875966	0.9910209	0.99119115	0.94252694	0.9962464	0.9784648	0.9825168	0.98513556	0.9529228	1.0	0.9893959	0.9869484	0.9957934	1.0	0.9850238	0.9749664	0.9823246	0.9873789	0.980355	0.99442786	0.98214245	1.0	0.98518497	1.0	0.97541803	1.0	0.947551	0.979438	0.9876226	1.0	1.0	0.9838493	0.9927383	0.990104	0.96870536	1.0	0.98868084	0.9782249	0.97164303	0.99685264	0.96156573	0.96067387	0.93263996	1.0	1.0	0.99019146	0.99934	0.9904405	0.9826421	0.9674005	0.99871105	1.0	0.0	1.0	0.99621356	0.99672747	1.0	0.9816959	1.0	0.972998	0.9892121	0.9832789	0.9460985	0.9945104	1.0	1.0	0.9918846	0.97921157	0.97094876	0.97834146	0.9686046	0.9624389	0.97961724	0.98930776	0.99081415	0.9857992	0.99927616	0.97148067	0.9504031	0.9985278	0.95907813	0.96925056	0.9889434	1.0	0.9710035	0.9696082	0.9895064	0.9796475	0.9452019	0.9985092	1.0	0.99449813	1.0	0.9704133	0.9600936	0.99933815	1.0	1.0	0.9731617	0.9737743	0.98837936	0.97845125
plastic/noun	0.9941628	0.9733693	0.92036015	0.9921042	0.97416174	0.9856635	0.98842645	0.9972995	0.9797086	0.9400712	0.9679699	0.98105353	0.9758336	0.97889435	0.99208915	0.952708	0.9724673	0.97847855	0.96816367	0.9840045	0.98515964	0.9874092	0.97971994	0.96354556	0.9722236	0.9609556	0.9757222	0.9570575	0.95339435	0.9735406	0.97809166	0.94614625	0.9979015	0.9620936	0.9987974	1.0	0.9545312	0.97570586	0.92226887	0.9976481	0.97504497	0.95335954	0.9537015	0.9492311	0.9479519	0.96876776	0.98890036	0.9876017	0.976457	0.9877893	0.98152107	0.9968881	1.0	0.9918187	0.99975723	1.0	0.96837443	1.0	0.97227556	0.99937946	0.9778456	0.99101835	0.95696855	0.97666705	0.9977779	0.99747163	0.9898255	0.95617294	0.9919808	1.0	0.92037463	0.95247686	1.0	0.990599	0.98775214	0.96933407	0.96923107	0.98630464	1.0	0.0	0.98693705	0.98859704	0.99328876	0.9490315	0.99981457	0.9565456	0.9519164	1.0	0.9735437	0.9970219	0.9576067	0.9997883	0.98967206	0.99978316	0.9671339	0.96154386	0.9566482	0.9850087	0.97507054	0.96040493	0.990418	0.9634782	0.999935	0.9804345	0.95068705	0.9862224	0.9867278	0.96491176	0.9940704	0.99317276	1.0	0.9290012	0.988677	0.9925644	0.9856533	0.959085	1.0	0.9762411	0.9784112	0.94770277	0.9747314	0.96602166	1.0	0.9534088	0.9827958	0.98894244	0.97800934	0.97524095
poeder/noun	0.99471074	0.97087646	0.9996091	0.9615482	0.93345237	0.9972326	0.9948496	0.9715824	0.9468841	0.9749516	0.98216844	0.97806257	0.9951453	0.99819946	0.99226904	0.988153	0.9600131	0.9667641	0.96447825	0.9913838	0.9684446	0.9788603	0.9459345	0.96456766	0.99017066	0.97927195	0.97471654	0.9582748	0.9809388	0.9919931	0.9965097	0.98533505	0.9978741	0.96473527	0.9872098	1.0	0.93895715	0.9787248	0.9903512	0.99995816	0.9995395	0.9438926	0.9943787	0.9892562	0.93488026	0.933319	0.9976636	0.9920438	1.0	0.92506754	0.97368085	0.9443349	0.98938346	0.99081343	0.98138505	0.9881966	0.9470959	0.9945569	1.0	1.0	0.9560687	0.99001276	0.9861104	0.9833445	0.97976494	0.9969299	0.98008436	0.97312576	0.9924997	0.98721766	0.99617815	0.96983767	0.9911137	0.9854002	0.9962934	0.940317	0.99712056	0.995473	0.99621356	0.98693705	0.0	0.9980547	0.97954136	0.9857657	0.9965384	0.9538831	0.99620306	0.99898314	0.9921153	0.99778205	0.9829234	0.99385333	0.9834662	0.9929197	0.96398664	0.9976827	0.94698805	0.9684202	0.97096175	0.9650031	0.9993313	0.99433315	1.0	0.9447037	0.968217	0.9856949	0.9665576	0.9737109	0.9890783	0.9807379	0.9931568	0.9710237	0.99620605	0.98951125	0.99185205	0.98976976	0.9933031	1.0	0.97712064	0.99211764	0.9796171	0.9576385	0.9967196	0.95429605	0.98933136	0.99346036	0.9438436	0.9824775
poes_DIM/noun	0.97516954	0.9726169	0.98627555	1.0	0.94852155	1.0	0.95517176	0.99790156	0.9690764	0.9815181	0.99983627	0.94213575	0.9732967	1.0	0.9889152	0.99379563	0.9848949	0.95723355	0.9688511	0.9748606	0.9859185	0.99821365	1.0	0.9861536	0.9912661	0.97211343	0.9847604	0.9947692	0.9970117	0.9909077	0.9942398	0.9863978	1.0	0.98374206	0.963495	1.0	0.97714674	0.9910052	0.9431729	0.997752	0.9274457	0.9999275	0.99068844	0.9956455	0.99650425	0.9991883	0.96624875	0.92616874	1.0	0.99829775	0.9813744	0.99119985	1.0	0.99950004	0.9682045	1.0	0.9928437	0.991701	0.992545	0.9995293	0.9923824	1.0	0.9959065	0.9994823	0.9959397	0.99631995	0.99706227	0.9767832	1.0	0.983689	0.99908954	0.97466516	0.98631734	0.99529165	0.98344505	0.9818872	0.9848687	0.999641	0.99672747	0.98859704	0.9980547	0.0	0.99960065	0.997531	0.9977998	0.95485365	0.9975702	0.9987578	0.9976419	0.9960687	0.99951327	1.0	0.9683993	0.9981631	0.9945213	0.9974445	0.97779536	0.97350705	0.9992347	0.98620814	0.94038516	0.9883681	1.0	1.0	0.9999478	0.9889144	0.98290426	0.9845649	1.0	0.99562764	0.9665849	0.970986	0.9987785	0.98158336	0.98671335	0.98445046	1.0	0.99957615	0.98648405	0.99995106	0.95101666	0.9262585	0.9566226	0.99896115	0.9884464	0.9994888	0.95473576	0.9778901
pruik/noun	1.0	0.9853283	0.9990226	0.9855701	0.9580174	0.9761174	1.0	0.9520874	0.9970521	0.9848797	0.9923566	0.9402245	0.96524745	1.0	0.9810482	0.97205305	0.9265236	0.9759899	0.9697817	0.97702736	0.98504835	0.9591115	0.9590401	0.97280127	0.9527433	0.9441278	0.96556914	0.9731612	0.9560299	0.9254693	0.96313	0.9917939	0.97858083	0.95013475	0.9578622	0.9530585	0.99685025	0.95600754	0.9844162	0.9437136	0.9691934	0.996534	0.9900315	0.9816854	0.9452097	0.95387435	0.9799146	0.9299559	0.99132365	0.9997135	0.9888323	0.9949692	0.9042469	0.9976043	0.96173877	0.9971855	0.9697878	0.95604223	0.9976764	0.93563145	0.97612286	0.9173769	0.96848094	0.9645172	0.9955387	0.9927939	0.96073025	0.9793221	0.9951388	0.95122963	0.99296457	0.9682286	0.9993611	0.9904662	0.9565358	0.95909566	0.93945265	0.97791725	1.0	0.99328876	0.97954136	0.99960065	0.0	0.9973419	0.9937871	0.9739439	0.9916062	1.0	1.0	0.9804161	0.98383623	0.9996937	0.93308866	1.0	0.99245423	0.9951025	0.9628257	0.94900066	0.96724766	0.97441214	0.98886126	0.9382022	1.0	0.9813534	0.98883384	0.9785623	0.9961758	0.98770297	0.9984709	0.9562093	1.0	0.9550771	0.9594411	0.95604354	1.0	0.9763015	1.0	0.99267787	0.9950209	0.932305	0.9749541	0.9653145	1.0	0.97959375	0.9824048	0.9960269	0.9849632	0.9799708
raam/noun	0.9982625	0.95984584	0.94107246	0.9923035	0.9555519	0.9597815	0.98402345	0.9748977	0.9866732	0.9175147	0.9725241	0.9411166	0.9518006	0.991896	0.9704194	0.97276264	0.92940545	0.9050015	0.9369306	0.97463584	0.90055645	0.9713543	0.9395076	0.8517409	0.9391401	0.9762518	0.97441053	0.9160272	0.9141122	0.98850197	0.9886932	0.94368345	0.9924349	0.9600877	0.94135815	0.9982826	0.9533482	0.93595475	0.9619072	0.98666024	0.9819994	0.9308959	0.9473429	0.960893	0.9042126	0.9466321	0.9714529	0.9991814	0.9803786	0.9882098	0.9292217	0.99081534	0.97940063	0.9987973	1.0	0.995483	0.950828	1.0	0.910488	0.99862003	0.88374627	0.99479365	0.9377674	0.9116807	0.97705704	0.963999	0.95671314	0.9126085	0.96484363	0.9970933	0.97241855	0.9431412	0.9823495	0.99554443	0.982444	0.9592306	0.9670631	0.972135	0.9816959	0.9490315	0.9857657	0.997531	0.9973419	0.0	0.99918103	0.9511714	0.99093	0.9998021	0.9791922	0.9837926	0.9786243	0.98350906	0.976798	0.99586904	0.9367235	0.97972447	0.9220367	0.898538	0.9111758	0.87089634	0.97073203	0.9740854	0.9814011	0.9944797	0.9771854	0.95117253	0.9613663	0.9632573	0.95311326	0.97888815	0.9994831	0.9701799	0.9784576	0.9583007	0.9848167	0.9842136	0.9656252	0.95900047	0.92038983	0.93844336	0.9768765	0.97655845	0.99136466	0.9531169	0.9672544	0.96945983	0.93268293	0.92733014
regenjas/noun	0.9988196	0.9834668	1.0	0.99986523	0.9807606	0.9954574	0.99938476	0.9988887	0.9994924	0.97245836	0.9985485	0.9965426	0.9911628	0.9989057	0.96743274	0.99938625	0.9880143	0.98775643	0.97941744	0.910354	0.97503847	0.9997201	0.98695356	0.9844118	0.94348913	0.99263877	0.99595267	0.99418294	0.9817744	0.9926563	0.99948007	0.9838157	0.9772299	0.98298717	0.96710706	1.0	0.97437334	0.9860536	0.99852574	0.97916496	0.9989705	0.9239573	0.97993195	0.96518534	0.96560377	0.99666667	0.99932617	0.9631632	0.99701655	0.99649376	0.9997235	0.98190314	1.0	0.9957528	0.99897087	0.997141	0.9979192	0.9958856	0.99083406	0.96740764	0.9774648	0.9573482	0.98368174	0.957018	0.98385423	0.99605453	0.9783082	0.97558326	0.96579456	0.99515474	0.9995329	0.96833074	0.99876064	0.99913716	0.9987608	0.9864324	0.9509244	0.96759415	1.0	0.99981457	0.9965384	0.9977998	0.9937871	0.99918103	0.0	1.0	0.99998736	0.99968266	0.9996495	0.97912437	0.99481285	1.0	0.99586874	0.797617	0.9862764	0.9518777	0.9910863	0.98399514	0.9868683	0.9971537	0.9892678	0.99003136	1.0	0.9990847	0.99957025	0.99838614	0.9857851	0.97901034	0.97264224	0.95297194	0.9371749	0.9815434	1.0	0.99613494	0.99948895	0.99467856	0.9935821	0.999937	0.99861723	0.96004426	0.9828466	0.9869604	0.99775213	0.97370666	0.9669031	0.9993039	0.9835506	0.9839209
robot/noun	0.9980036	0.98173857	1.0	0.97954065	0.97484004	0.9831342	1.0	0.9949825	0.98860556	0.9783425	0.95976627	0.9640744	0.9748114	0.9997281	0.97271115	0.9585322	0.9650668	0.97243345	0.93941426	0.96616423	0.9615728	0.98523027	0.99843234	0.9541691	0.9710558	0.96989167	0.9800171	0.93418413	0.9862062	0.98358893	0.9818293	0.9690166	0.99150854	0.98869	0.97032905	0.9453251	0.9238022	0.97833705	0.9916624	0.9987116	0.9939468	0.9688359	0.9778828	0.99375826	0.9573039	0.9729265	0.98032916	0.98526347	0.9387204	0.9581766	0.9739317	0.9699674	0.99989444	0.9660137	0.9753228	0.9745258	0.9686419	0.98631066	0.9678317	0.98689467	0.9824506	0.9777037	0.95476085	0.98417526	0.98256904	0.9925522	0.8834359	0.95934856	0.9618603	0.98872834	0.9841503	0.9758595	0.98319376	0.97957724	0.97913164	0.9709397	0.9928217	0.98768526	0.972998	0.9565456	0.9538831	0.95485365	0.9739439	0.9511714	1.0	0.0	0.9929643	0.9866332	0.99370444	0.98405224	0.9876451	0.97826374	0.9898893	0.9993736	0.98244494	0.9882726	0.97685415	0.9796613	0.9557464	0.97641706	0.9761797	0.9898393	0.99949324	0.95976776	0.9601947	0.95872116	0.98108304	0.9783034	0.9938087	0.9877678	0.99808604	0.9788258	0.9895215	0.9474659	0.963536	0.9891535	1.0	0.9896781	0.95485264	0.96858835	0.9594569	0.9891578	1.0	0.9641481	0.9406032	0.9866219	0.9728779	0.9613371
rok_DIM/noun	0.9958487	0.9823823	0.9945237	0.97143096	0.97887915	0.9935814	0.9877911	0.98827773	0.97963065	0.9706192	0.98056656	0.9762483	0.9771612	0.99861497	0.9723132	0.9683674	0.9584535	0.9716644	0.949098	0.9640292	0.99810153	0.99246377	0.9722818	0.99485344	0.9955234	0.9779315	0.99285114	0.9873302	0.9847402	0.9785378	0.9979075	0.9977125	0.98375446	0.9992305	0.96581703	0.96648437	0.96789664	0.9885056	0.9290242	0.9892593	0.9989646	0.97343415	0.97819144	0.9472115	0.97731227	0.9619118	0.99385065	0.9949227	0.99323684	0.9999488	0.95613325	0.9164636	0.9590567	0.9970432	0.9756161	1.0	0.95241356	0.9911919	0.99771583	0.9999812	0.97271407	0.99227566	0.9883331	0.9954934	0.9994621	0.98939764	0.98765934	0.97323287	0.93922645	0.98399585	0.99891484	0.99160105	0.99995327	0.99172723	0.97611445	0.97939956	0.94272494	0.9443608	0.9892121	0.9519164	0.99620306	0.9975702	0.9916062	0.99093	0.99998736	0.9929643	0.0	1.0	0.9774183	0.9961132	0.99338794	0.9979674	0.9937582	1.0	0.97903806	0.9949676	0.9729575	0.9741713	0.964297	0.98719203	0.9945231	0.9968184	0.98188466	0.9816592	0.97037596	0.9932519	0.9897835	0.98780257	0.96835315	0.95078766	0.9875672	0.94114184	1.0	0.9994942	0.99808794	0.984906	1.0	0.9681775	0.9812891	0.9525198	0.98318905	0.9956461	0.99970204	0.94334406	0.97954196	0.98929965	0.990366	0.97126293
rook_gordijn/noun	0.971055	0.99661094	1.0	1.0	0.99816	0.9776945	0.9991614	0.99500865	0.9845183	1.0	0.97986263	0.9527579	0.9863946	0.9992341	0.9986138	1.0	0.98464864	0.9850437	0.99102867	0.9998254	0.9595473	0.9675423	0.99363464	0.97203183	0.97298414	0.9839261	0.9984222	0.9827022	0.99907964	1.0	0.9936008	0.98671454	0.99992114	0.98891264	0.95830137	1.0	0.9911777	0.9506313	0.9576473	0.9999822	0.97294474	0.97631025	1.0	0.96321774	0.98616534	0.9918099	0.9531602	0.9982107	0.9751421	0.99868613	0.9996232	0.9261393	1.0	0.98196375	1.0	0.94090295	0.9950333	1.0	0.99040145	1.0	0.9965561	0.9579938	0.99476016	0.9951334	0.99630475	0.996496	0.9545683	0.9543631	0.99911886	0.9698822	0.9988634	0.99579793	1.0	0.9981491	0.97467065	0.999858	0.9914639	0.99909496	0.9832789	1.0	0.99898314	0.9987578	1.0	0.9998021	0.99968266	0.9866332	1.0	0.0	0.9473114	1.0	1.0	0.9416356	1.0	0.97024953	0.99884504	0.9886711	0.9899837	0.9967565	0.9882123	0.9750201	0.9738742	0.9952333	0.9994844	0.99997205	0.99941427	0.9908342	0.9997568	1.0	0.9794092	0.98335415	0.99887013	0.9999364	0.9988311	0.93542385	0.999852	0.99814165	1.0	0.9938929	0.9993938	0.98756415	0.9945056	0.9999649	0.9999618	0.9998731	0.9951976	0.99949723	0.9887287	0.97913814
rookwolk/noun	0.99819314	0.9971272	1.0	1.0	0.9501091	0.91609895	1.0	0.9510837	0.991249	0.9878803	0.97284186	0.97225684	0.98701817	1.0	0.96446043	0.99806654	0.96887857	0.98028344	0.98000556	0.972726	0.9881234	0.98671645	1.0	0.9698914	0.9858759	0.8913863	0.9883742	0.95097774	0.9401766	0.9577977	0.9828017	0.9523097	0.941962	0.97983116	0.9707303	1.0	0.9759028	0.9923269	0.9907423	1.0	0.99999726	0.99303657	1.0	0.99985	0.95481277	0.97491705	0.9470645	0.99933934	1.0	0.9170978	0.99474806	0.93531567	1.0	1.0	0.96116006	0.9740263	0.989415	1.0	0.9817399	0.966802	0.9306172	0.9997161	0.98592603	0.96570224	0.9988629	0.98689395	0.98413986	0.97296715	0.9995008	0.9985422	1.0	0.9868678	0.99870646	0.9801794	0.9874938	0.96598864	0.9878726	0.99951667	0.9460985	0.9735437	0.9921153	0.9976419	1.0	0.9791922	0.9996495	0.99370444	0.9774183	0.9473114	0.0	0.997641	0.9309891	1.0	0.982765	0.99908704	0.99110556	0.99874693	0.97057265	0.9762613	0.9937115	0.9753723	0.9832744	1.0	0.97317016	1.0	0.9840732	0.9976065	0.964698	0.96367526	0.9908348	0.9670376	0.99905664	0.9436383	1.0	0.9581352	0.9990746	0.93463624	1.0	0.99976885	0.9867611	0.9971884	0.9814787	0.9568613	0.99175256	0.9855168	0.91745776	0.99848723	0.98724824	0.9827498
