	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
zoveelste/num	0.9199149	0.8321441	0.9906931	0.82227606	0.992487	0.7553967	0.9014434	0.9102645	0.9249133	0.7242946	0.9342528	0.97599393	0.700347	0.84782636	0.88963956	0.8449156	0.8603064	0.822785	0.89056253	0.8491978	0.9303649	0.99254024	0.97693294	0.88158435	0.84417284	0.8722888	0.83966875	0.87209094	0.78986925	0.8468697	0.86374134	0.97037196	0.8035069	0.84964156	0.93516976	0.7972335	0.86548126	0.9767643	0.7223122	0.88985735	0.74688435	0.853252	0.77043194	0.9548518	0.8925427	0.7193538	0.7943501	0.92295766	0.8428905	0.91784036	0.88730687	0.88568914	0.82692146	0.85779387	0.9706647	0.74172354	0.9270493	0.0	0.8096225	0.882385	0.7099816	0.8139428	0.98562676	0.77689564	0.83495176	0.89910173	0.78335357	0.94231284	0.7767343	0.76102024	0.8613068	0.92441696	0.8371773	0.7146528	0.7888507	0.990961	0.79033625	0.5572753	0.86488974	0.7531248	0.80667245	0.85888875	1.0	0.7562938	0.867903	0.84526	0.87027586	0.80301476	0.77496207	0.66581583	0.8921269	0.68579507	0.76425004	0.9036163	0.9812396	0.8521669	0.882506	0.9125498	0.8147782	0.8359343	0.8939241	0.7654696	0.94839	0.8148437	0.8191924	0.93123114	0.7793328	0.99281275	0.86955714	0.9003948	0.9083407	1.0	0.815995	0.8362068	0.7369046	0.8232029	0.795682	0.74059033	0.7116139	0.7794638	0.7780402	0.87561	0.9647791	0.9853431	0.8088022	0.7582214	0.70967567	0.8575795
uiterst/adj	0.99720365	0.89305186	0.78716564	0.93450016	0.8581558	0.8568993	0.7866674	0.7951918	0.79662466	0.7996581	0.9794417	0.9863067	0.84502757	0.7889116	0.94486266	0.6510283	0.84648937	0.7852291	0.8037166	0.9703234	0.9753956	0.8792892	0.94589734	0.99385315	0.76820385	0.81486773	0.7885115	0.96914506	0.75654644	0.8142586	0.87227345	0.8154713	0.73542523	0.93587077	0.9786014	0.8621055	0.70324457	0.8938744	0.82561535	0.631894	0.9305949	0.7887237	0.78720176	0.89159465	0.81044763	0.85798866	0.8735981	0.875921	0.8844404	0.9709566	0.90958434	0.91468424	0.9556193	0.8448503	0.71132433	0.82152635	0.64754045	0.8096225	0.0	0.76759976	0.9203758	0.8288257	0.7317389	0.82538116	0.66762996	0.8165119	0.8161168	0.9726247	0.78981996	0.61587536	0.86434263	0.9007982	0.5415069	0.86270565	0.8720466	0.86622214	0.77477264	0.86417824	0.7882505	0.5993809	0.7302268	0.9409677	0.9311544	0.9261755	0.84977734	0.610778	0.6489059	0.9342568	0.5155271	0.53394055	0.92455316	0.9677218	0.64496845	0.94593936	0.98386556	0.8965068	0.75335974	0.7344468	0.92018485	0.86464864	0.89879507	0.9984757	0.72608745	0.9045348	0.90075314	0.67926514	0.932795	0.82391834	0.82295066	0.8274879	0.76489097	0.84611994	0.95246494	0.6897217	0.74484825	0.7472124	0.72436696	0.85509175	0.66659474	0.81877476	0.82423884	0.9268323	0.92085177	0.5218808	0.7754045	0.79694605	0.8843031	0.95154256
vest/noun	0.8947755	0.8947804	0.98859346	0.8862802	0.90878063	0.560846	0.53484535	0.97132015	0.30708104	0.7720549	0.9634618	0.9954014	0.85008067	0.83540165	0.95639455	0.4981482	0.98017824	0.97703147	0.92405117	0.82000434	0.9696661	0.820944	0.97740656	0.9594532	0.5336815	0.32982975	0.8103069	0.9628304	0.7079019	0.87123674	0.9186636	0.9774577	0.8505606	0.47063023	0.94368297	0.86589986	0.32841212	0.94593513	0.80277777	0.86857814	0.9810635	0.6998857	0.2453655	0.830337	0.9712324	0.5053501	0.92389303	0.99184334	0.97581357	0.87494063	0.82070327	0.6683049	0.88031787	0.8794229	0.8771916	0.69713676	0.9542106	0.882385	0.76759976	0.0	0.9473072	0.8692755	0.9721987	0.26809138	0.83978546	0.46728295	0.87949973	0.8125647	0.41512024	0.9267616	0.8460785	0.57706976	0.57176673	0.8763674	0.86057705	0.9875867	0.7191491	0.9152285	0.9604091	0.5821038	0.66028446	0.98224443	0.9615568	0.9480742	0.99231964	0.7125099	0.7865208	0.84111214	0.7616857	0.870765	0.7562065	0.76317364	0.89823675	0.7437843	0.9170536	0.9326782	0.97705567	0.96242565	0.74611145	0.997828	0.98570764	0.75640374	0.88722205	0.8508691	0.91557044	0.85055447	0.96141875	0.99047893	0.4421174	0.9044329	0.9235291	0.94204164	0.99010575	0.7884028	0.9828794	0.9493641	0.9368073	0.999319	0.38617247	0.5514525	0.9680653	0.8839662	0.87042236	0.95222116	0.6302377	0.77168465	0.99048394	0.9959929
schelp/noun	0.9389011	0.82469606	0.92271036	0.9141913	0.90843844	0.6675899	0.76044536	0.8857621	0.9545183	0.8776318	0.7426882	0.9967911	0.59772056	0.49207586	0.8606465	0.87433255	0.68990237	0.6247714	0.6392562	0.62341434	0.9484146	0.96805155	0.7244048	0.9680394	0.80817056	0.79673815	0.6887989	0.8964644	0.7274826	0.6814103	0.57326955	0.8727891	0.53839684	0.7320475	0.9134962	0.64431345	0.86750615	0.7763604	0.5854034	0.9590374	0.7705268	0.60359955	0.7444399	0.8601406	0.5612734	0.74145114	0.8399652	0.9277906	0.69554543	0.74566257	0.9408535	0.81248045	0.7200719	0.44593382	0.98490036	0.80161345	0.7624968	0.7099816	0.9203758	0.9473072	0.0	0.5522202	0.84223783	0.7813094	0.74268615	0.7829176	0.49509197	0.90331805	0.7869418	0.79857296	0.67245674	0.84684384	0.61809146	0.56412315	0.8358586	0.91941655	0.8584368	0.6889379	0.85600775	0.71685827	0.7991735	0.9500615	0.96642464	0.5448763	0.64855623	0.7654066	0.9556053	0.82435846	0.8712069	0.5827063	0.8521687	0.6480999	0.7874212	0.83178604	0.92819566	0.6830674	0.7148294	0.89947444	0.8924231	0.9870931	0.63679063	0.8643459	0.72224647	0.782509	0.67276484	0.88859224	0.9629191	0.89748645	0.93886274	0.9225438	0.6737579	0.9878686	0.78712976	0.85280806	0.6039083	0.7084048	0.89160097	0.90661347	0.78327984	0.62844723	0.6256398	0.5434046	0.8896772	0.8710572	0.89365435	0.5619846	0.84023434	0.8419213
plastic/noun	0.9656909	0.5695702	0.9470471	0.8269844	0.6747644	0.6809796	0.62848353	0.7772533	0.8629714	0.82559454	0.5814289	0.97645617	0.8181906	0.44259083	0.5950814	0.91240567	0.56896234	0.80837977	0.61539763	0.53163755	0.92461205	0.8866488	0.69851696	0.95828426	0.67075026	0.7806672	0.5857878	0.8523192	0.74474466	0.57337964	0.5813243	0.9297527	0.6300968	0.55792737	0.89313424	0.45143628	0.83227736	0.7690482	0.7348736	0.8637402	0.8774344	0.66220176	0.72355115	0.7714258	0.3426695	0.8038279	0.8810065	0.984299	0.5031438	0.8025399	0.8302479	0.78373325	0.8632192	0.38911498	0.85097426	0.73043996	0.72209096	0.8139428	0.8288257	0.8692755	0.5522202	0.0	0.8177846	0.6935891	0.7020091	0.87216765	0.31217355	0.8407072	0.66379106	0.79058367	0.674	0.8565398	0.548314	0.5913004	0.8415389	0.9730815	0.7902614	0.8970709	0.89296764	0.7536564	0.8159998	0.9960525	0.9507167	0.7964629	0.43945867	0.59610224	0.8405018	0.73353404	0.74492013	0.5845843	0.845545	0.4531561	0.6797425	0.77378356	0.93059754	0.4589119	0.53700376	0.9080951	0.88704	0.9989443	0.46379608	0.545444	0.77372867	0.70742476	0.41231692	0.9421792	0.9922686	0.9370881	0.83301353	0.8677053	0.7705181	0.9768263	0.65535533	0.7597208	0.6682714	0.74535275	0.8463805	0.92459023	0.7497916	0.81754273	0.40103847	0.39419794	0.8516284	0.8565537	0.86911345	0.44918048	0.9636136	0.97900045
schakering/noun	0.91386396	0.97943604	1.0	0.9522408	0.8475211	0.81478626	0.77969515	0.76177007	1.0	0.8704672	0.9493264	0.9950794	0.8969102	0.792993	0.922232	0.89705306	0.79536104	0.84109926	0.9552636	0.8451127	1.0	0.95409566	0.7703259	0.96633685	0.7763869	0.9275037	0.7261648	0.97944796	0.7803798	0.7697327	0.86222076	0.9594381	0.8027584	0.96044034	0.9892206	0.8140491	0.74876505	0.9514658	0.81335646	0.9358099	0.978489	0.90379417	0.9590589	0.99864614	0.95346135	0.92509884	1.0	0.8886082	0.85421854	0.9136002	0.6515368	0.9482426	0.90731204	0.80028164	0.9532188	0.7750044	0.61926985	0.98562676	0.7317389	0.9721987	0.84223783	0.8177846	0.0	0.857245	0.8181777	0.9655547	0.7882443	1.0	0.90770745	0.74858046	0.9516459	0.9629062	0.77064896	0.8549772	0.94141656	0.9151144	0.9171235	0.91533077	0.84743273	0.8481505	0.8843194	0.8926711	0.9801545	1.0	0.7529327	0.66669357	0.9880872	0.9602426	0.8396622	0.6965722	0.8854882	0.9864776	0.99482495	0.9353535	0.8797003	0.9386091	0.6937021	0.95264906	0.96407074	0.97479254	0.9379603	0.9541352	0.7357391	0.9395489	0.8635603	1.0	0.99941814	0.86566466	0.9670034	0.8162833	0.7422899	0.9067915	0.9650069	0.7790149	0.85867673	0.772068	0.84867465	0.9888876	0.769629	0.90087086	0.81193084	0.88946825	0.9525505	0.8723505	0.8712171	0.77468884	0.88222504	1.0
jas/noun	0.94644165	0.8491156	0.9680515	0.76554304	0.8781187	0.41572088	0.5237912	0.8776365	0.40886003	0.57801354	0.94462824	0.9936021	0.52542377	0.72592896	0.88860464	0.42575186	0.88316596	0.9333892	0.8416494	0.8403498	0.931772	0.7917794	0.92598915	0.94809544	0.36373806	0.37342197	0.6948621	0.9345833	0.5336384	0.7338513	0.8660813	0.9572771	0.7881081	0.3983156	0.94987965	0.76571244	0.36327857	0.928096	0.7305783	0.8738506	0.9574207	0.6058308	0.21883148	0.61755204	0.88538617	0.2804321	0.91660964	0.9822683	0.8448321	0.69057465	0.70401627	0.61753124	0.8621868	0.78185946	0.8555865	0.35699826	0.8582581	0.77689564	0.82538116	0.26809138	0.7813094	0.6935891	0.857245	0.0	0.7756418	0.45364726	0.7423279	0.8038753	0.29979295	0.91125154	0.79716045	0.5110619	0.45902276	0.7047459	0.8907703	0.96309704	0.5634695	0.8139086	0.94545287	0.39962453	0.45554549	0.9791226	0.95127136	0.92842853	0.8303725	0.5918051	0.76847047	0.70340335	0.7664736	0.64656353	0.84430397	0.64065456	0.8736936	0.6467692	0.97933525	0.8488328	0.8826687	0.95069814	0.78378165	0.99473494	0.8953265	0.66437864	0.88098925	0.74076784	0.8069468	0.94322306	0.9595297	0.9616258	0.35747272	0.8293646	0.8459172	0.9515981	0.9203085	0.6683941	0.8606717	0.7491249	0.8868011	0.95328647	0.31778467	0.3315463	0.7676352	0.81945395	0.8997078	0.9071044	0.4651317	0.61555606	0.9737083	0.9855452
veelal/adv	0.9437195	0.84182274	0.74981916	0.872427	0.89462453	0.8090604	0.83018756	0.8723742	0.88873696	0.90693724	0.7450362	0.95630777	0.8049753	0.58845615	0.9526696	0.85107327	0.6798068	0.8090559	0.83239377	0.768126	0.89322793	0.9589703	0.70823526	0.95829827	0.7370256	0.8171689	0.71808386	0.8884522	0.79886365	0.6775818	0.701249	0.73014957	0.78197396	0.8091739	0.9191551	0.67611104	0.8085048	0.6902007	0.82564056	0.86058164	0.7519572	0.5334748	0.7289323	0.9636204	0.73593223	0.81222284	0.91265655	0.70027906	0.62393665	0.8388821	0.91411984	0.83607835	0.8876722	0.6775181	0.8271233	0.7238625	0.5653907	0.83495176	0.66762996	0.83978546	0.74268615	0.7020091	0.8181777	0.7756418	0.0	0.8080659	0.62634146	0.8362414	0.7561614	0.67911947	0.8213403	0.8398459	0.57639503	0.52879405	0.9822829	0.74814105	0.91737217	0.8053704	0.6837937	0.78847605	0.829164	0.9265788	0.91423225	0.8893305	0.6829914	0.61535215	0.8540626	0.8702172	0.60928565	0.6104504	0.8938176	0.7729023	0.73635995	0.7628318	0.9297294	0.6618196	0.61039203	0.8548436	0.90980315	0.9229518	0.666895	0.8817722	0.69642353	0.87195206	0.75063944	0.7186359	0.8962726	0.8313731	0.7711061	0.7175031	0.64804584	0.55330265	0.85406893	0.7185718	0.79755807	0.66681564	0.8088242	0.89043564	0.73756397	0.77565026	0.7348942	0.67987263	0.8417258	0.6908842	0.8756626	0.6974113	0.8910997	0.90273637
man/noun	0.9069228	0.9199411	0.9156337	0.9478569	0.89579076	0.5014589	0.76884735	0.8993842	0.6031126	0.7758805	0.93492466	0.99584335	0.6221248	0.84504056	0.90600544	0.50294745	0.94395155	0.9497822	0.8954463	0.9285736	0.9328805	0.7403602	0.9508704	0.914886	0.55173224	0.40130645	0.78741163	0.9458078	0.46882278	0.83813035	0.9086069	0.938629	0.86801636	0.6297083	0.9288818	0.8216024	0.390355	0.91408914	0.6640947	0.83161604	0.9783819	0.64708364	0.37034482	0.58257616	0.8567483	0.47132486	0.92831427	0.96390295	0.9189361	0.69755757	0.74470854	0.8266617	0.94484055	0.8902785	0.8744677	0.54005116	0.9034351	0.89910173	0.8165119	0.46728295	0.7829176	0.87216765	0.9655547	0.45364726	0.8080659	0.0	0.9371823	0.8416182	0.32897538	0.92639756	0.9216143	0.3446946	0.54562336	0.8133505	0.9461572	0.9013156	0.51685774	0.82441103	0.99054736	0.33206922	0.34393388	0.98368424	0.9381408	0.9925222	0.9484182	0.7467441	0.83755136	0.74828446	0.71906376	0.8325252	0.9484394	0.7912224	0.7828916	0.66101	0.9693529	0.93110645	0.9116957	0.9296569	0.84698284	0.934697	0.9436745	0.73269445	0.8472555	0.8103132	0.87509036	0.69107056	0.99076355	0.85561097	0.56491673	0.80069095	0.8529598	0.94633776	0.96921545	0.70442677	0.9548453	0.852557	0.8463683	0.9950504	0.602945	0.39508224	0.85652226	0.94813526	0.72262734	0.92193097	0.7347644	0.6108192	0.97559816	0.9946195
hout/noun	0.971132	0.57040703	0.9373855	0.7730889	0.8543318	0.7224071	0.6157053	0.74926853	0.93532467	0.8161969	0.32027882	0.95986676	0.7666491	0.18993062	0.7029378	0.88987994	0.30008644	0.7307499	0.6214197	0.59639424	0.9636971	0.95388603	0.54612136	0.9653492	0.8607936	0.8917981	0.62231135	0.8905235	0.72021234	0.5705698	0.5296798	0.9119019	0.51674473	0.7310442	0.8109537	0.20915556	0.883841	0.54330564	0.6580528	0.8706026	0.87393975	0.5378075	0.71380216	0.933405	0.29188353	0.7709451	0.86535084	0.9780326	0.30323052	0.91111755	0.90373755	0.8015128	0.8319855	0.24245971	0.8756592	0.70998734	0.68154955	0.78335357	0.8161168	0.87949973	0.49509197	0.31217355	0.7882443	0.7423279	0.62634146	0.9371823	0.0	0.9118192	0.8040679	0.7754172	0.6361495	0.935489	0.4928314	0.3984174	0.7295166	0.93890256	0.79161644	0.81843394	0.8942321	0.7869869	0.83608425	0.9630115	0.92861044	0.80473274	0.20803332	0.45267677	0.88852453	0.82744884	0.78286487	0.5783813	0.8692722	0.5587708	0.6486287	0.7577908	0.9441486	0.49962336	0.5580254	0.8754397	0.9152527	0.99696505	0.2832433	0.7436467	0.7834039	0.791693	0.34367245	0.9733817	0.99139106	0.91394204	0.90993214	0.8489667	0.772796	0.8954004	0.59746444	0.756201	0.48990917	0.7219161	0.8615314	0.912004	0.7821889	0.82786393	0.36070454	0.17253059	0.8512996	0.8835932	0.88996106	0.3295585	0.94022906	0.9187617
vlucht_wagen/noun	1.0	0.96315664	0.91387695	0.9983949	0.9164327	0.7849097	0.85019726	0.9531362	0.8109753	0.9284809	0.9974761	0.9784606	0.80869126	0.9032185	0.99771744	0.92894036	0.9640014	1.0	0.94264954	0.8456614	0.9298771	0.9570469	0.8296028	0.97748667	0.79051554	0.82733417	0.90927243	0.9904118	0.8621313	0.85673624	0.83682954	0.9399601	0.9076561	0.8339569	0.95195585	0.99316126	0.85310125	0.9052817	0.97002196	0.95811313	0.9987812	0.87319946	0.81330794	0.83132243	0.9615745	0.8578961	0.92627716	1.0	0.90443915	0.79763854	1.0	0.9795477	1.0	0.8506562	0.8749082	0.8637841	0.9258815	0.94231284	0.9726247	0.8125647	0.90331805	0.8407072	1.0	0.8038753	0.8362414	0.8416182	0.9118192	0.0	0.8871538	0.9520466	0.95311886	0.9820292	0.8274052	0.9080488	0.9520027	0.8923943	0.86535096	0.84492505	0.9338159	0.85710883	0.91030896	0.9168349	1.0	0.9837195	0.9941129	0.8187174	0.8741699	0.85822326	0.85501343	0.7765228	0.9243927	0.866904	0.9758783	0.8775542	0.8450217	0.9127902	0.78171474	0.9727973	0.9773154	1.0	0.9681849	0.88154763	0.91524947	0.9569363	0.8664835	0.98449963	1.0	1.0	0.80592453	0.92791176	0.83537304	0.96172243	0.9636249	0.91218895	0.93187165	0.771068	0.98426676	0.977003	0.7430428	0.8685522	0.8644071	0.98678607	0.9652023	0.7591647	0.9268006	0.85747623	0.7215245	0.99069625
pak/noun	0.89602405	0.8851952	0.90863526	0.8168994	0.77797055	0.41971093	0.65145564	0.81415075	0.34792	0.61655337	0.935547	1.0	0.60932064	0.7371514	0.8569193	0.47197104	0.8454478	0.9606517	0.73495924	0.770562	0.9279324	0.7667235	0.9625958	0.96627694	0.40536547	0.40289116	0.62875205	0.9333337	0.520934	0.7046546	0.778398	0.93920594	0.7025658	0.40328687	0.91680896	0.7168703	0.4212783	0.90005	0.6941794	0.8886107	0.9004944	0.74510527	0.36197555	0.5017096	0.7477873	0.41482496	0.9176986	0.9726289	0.8725213	0.80180347	0.7360125	0.5978545	0.85142577	0.7615949	0.83504725	0.4599265	0.7882196	0.7767343	0.78981996	0.41512024	0.7869418	0.66379106	0.90770745	0.29979295	0.7561614	0.32897538	0.8040679	0.8871538	0.0	0.90506375	0.749746	0.2856552	0.4360494	0.71898484	0.94111884	0.98795956	0.50638974	0.8070134	0.92669153	0.34050858	0.39057666	1.0	0.9181808	0.8973349	0.82666427	0.6765864	0.8212842	0.7151561	0.76175094	0.7801753	0.8296979	0.6130122	0.7387651	0.5874326	0.9631669	0.8422197	0.79112506	0.9505699	0.7425982	0.92881566	0.8354423	0.674308	0.84402543	0.80615175	0.801934	0.79954624	0.94789606	0.83620155	0.5070691	0.7467705	0.7902558	0.94716084	0.843463	0.6291319	0.8177508	0.79130596	0.8350441	0.9040473	0.4671132	0.44833738	0.80417794	0.8517283	0.6707464	0.92531717	0.5902896	0.54136515	0.97705865	0.9778935
werkelijkheid/noun	0.99930847	0.8545873	0.9304985	0.8981162	0.8022653	0.89840204	0.80604404	0.8514711	0.95634586	0.9176659	0.8257736	0.99219406	0.85394496	0.7675185	0.78846353	0.9324093	0.8198501	0.75232345	0.8907238	0.8948184	0.9811278	0.9591243	0.9038387	0.98180884	0.8930863	0.9374794	0.8325775	0.9588507	0.8935445	0.85037845	0.8175649	0.81104165	0.7998785	0.9428581	0.90104395	0.8064996	0.9078007	0.90626603	0.81361634	0.5325661	0.6107253	0.66935277	0.93246275	0.9180855	0.8354821	0.9074744	0.93433046	0.4098177	0.863179	0.898221	0.9001684	0.98070997	0.78872335	0.7352098	0.7708976	0.9050209	0.8184871	0.76102024	0.61587536	0.9267616	0.79857296	0.79058367	0.74858046	0.91125154	0.67911947	0.92639756	0.7754172	0.9520466	0.90506375	0.0	0.92129666	0.9300779	0.7865852	0.82040673	0.7878433	0.9319708	0.9302628	0.87387824	0.5879837	0.7987002	0.8934244	0.9671395	0.9693066	0.89981675	0.8418954	0.7338232	0.80136955	0.951914	0.73690724	0.68129784	0.78578293	0.8970283	0.8225643	0.9505787	0.93676794	0.96980804	0.6693603	0.8385359	0.9690678	0.9257252	0.88111424	0.95470285	0.7302377	0.7620926	0.78801334	0.9939404	0.9797303	0.7160945	0.9363133	0.60917413	0.8584476	0.8040831	0.8969133	0.78204316	0.77871877	0.8290305	0.7403115	0.9488862	0.83914155	0.856785	0.82220376	0.8450194	0.8350178	0.8974164	0.917706	0.77531755	0.83870137	0.91703415
brood/noun	0.9100101	0.8844467	0.9587724	0.8424398	0.8053453	0.77739316	0.9371059	0.8126506	0.85744286	0.8026124	0.8525658	1.0	0.8416443	0.6033106	0.8690647	0.8993415	0.74197376	0.77836543	0.5950631	0.46369523	0.6957791	0.83648366	0.8169654	0.7617481	0.79770136	0.7225345	0.68358445	0.7664354	0.75872993	0.584579	0.43016672	0.9517945	0.58814704	0.5607909	0.8123407	0.7258673	0.95522815	0.77529097	0.7774879	0.9237083	0.94007707	0.82629037	0.8096155	0.868653	0.7912823	0.86739385	0.796269	0.9685704	0.7958649	0.8461447	0.98792684	0.9287894	0.91145426	0.5961389	0.78936726	0.851017	0.88490367	0.8613068	0.86434263	0.8460785	0.67245674	0.674	0.9516459	0.79716045	0.8213403	0.9216143	0.6361495	0.95311886	0.749746	0.92129666	0.0	0.8766742	0.711116	0.7317661	0.9826845	0.9572101	0.87690413	0.8075119	0.86146903	0.82784086	0.8780324	0.96218944	0.8571049	0.6136629	0.80214036	0.80199987	0.8063593	0.89878285	0.8404704	0.8430017	0.9117433	0.5692101	0.74600154	0.7526369	0.9964466	0.84392035	0.8503083	0.82018083	0.6733442	0.9823294	0.82368535	0.65387094	0.7710858	0.79000294	0.77674407	0.76109445	0.9615289	0.9304482	0.865243	0.9439251	0.78837204	0.9330666	0.8640703	0.84435403	0.8048965	0.86591256	0.91851884	0.9813773	0.8857951	0.78477854	0.7969043	0.67060703	0.6988431	0.8028655	0.76441354	0.7213705	0.9887312	0.93177706
heer/noun	0.9425842	0.9422704	0.89222723	0.8421196	0.8295093	0.629037	0.8024226	0.87390053	0.48150367	0.67783	0.92792785	0.99478716	0.7902505	0.8590283	0.8875978	0.67236835	0.95459324	0.9306016	0.88350636	0.93947977	0.94089323	0.92633295	0.9718947	0.99705917	0.62158906	0.61099553	0.86092997	0.9853696	0.5765268	0.80337477	0.8744388	0.9640553	0.93707895	0.6729535	0.9166927	0.79290044	0.5756139	0.9611133	0.86651206	0.9592317	0.97573763	0.73024106	0.48570526	0.6525191	0.8528089	0.5664309	0.97056854	0.98157525	0.9518359	0.7439232	0.8028839	0.6550383	0.95247424	0.939997	0.8825258	0.6018348	0.84934807	0.92441696	0.9007982	0.57706976	0.84684384	0.8565398	0.9629062	0.5110619	0.8398459	0.3446946	0.935489	0.9820292	0.2856552	0.9300779	0.8766742	0.0	0.6394118	0.8266228	0.99082553	0.91036063	0.6115612	0.85795736	0.9800061	0.4856823	0.5686164	0.9677725	0.9425509	0.9932406	0.9413793	0.80614376	0.93696195	0.9866991	0.92079103	0.8986654	0.9592583	0.8703611	0.7499239	0.75816035	0.99288917	0.9092211	0.8558497	0.8894057	0.9149117	0.9707752	0.9716552	0.8061671	0.8979819	0.8638314	0.9004061	0.87426317	0.99397975	0.8234289	0.7237067	0.7966672	0.8751654	0.97930706	0.9250415	0.7216813	0.96985024	0.83874035	0.8835853	0.9855341	0.66821724	0.53151834	0.9337631	0.9790886	0.7071619	0.92876863	0.6878212	0.6326958	0.98167825	0.9962597
dun/adj	0.9433298	0.8382915	0.7275001	0.76299876	0.6287124	0.4358173	0.64733624	0.615054	0.7315594	0.62588716	0.7663825	0.97042364	0.5769347	0.49754357	0.7536684	0.4480266	0.6585666	0.84793967	0.6477191	0.7741963	0.90888643	0.7973422	0.7937448	0.9336772	0.67550725	0.5285452	0.58295137	0.8715345	0.44498718	0.52888834	0.5423826	0.8298968	0.5691812	0.57279027	0.7911745	0.5816305	0.5154867	0.75819147	0.5825629	0.7315814	0.8634706	0.57406974	0.49896175	0.74250734	0.60375357	0.46695584	0.7438318	0.9484659	0.70130634	0.76355183	0.79871964	0.65335035	0.770713	0.5941489	0.6878201	0.49977744	0.54973054	0.8371773	0.5415069	0.57176673	0.61809146	0.548314	0.77064896	0.45902276	0.57639503	0.54562336	0.4928314	0.8274052	0.4360494	0.7865852	0.711116	0.6394118	0.0	0.60620224	0.8301956	0.9424845	0.4798954	0.7159387	0.8417702	0.39816236	0.45383757	0.91812444	0.94438237	0.7974361	0.6054417	0.48108715	0.712258	0.78309995	0.5231753	0.5613309	0.889778	0.67922604	0.63991135	0.725608	0.88443244	0.7655834	0.5700698	0.8138811	0.87355185	0.93206555	0.61301786	0.8221774	0.70623094	0.7053681	0.6590855	0.6231082	0.9427251	0.7863295	0.65206766	0.6700263	0.55906403	0.83750015	0.87123567	0.54854906	0.64654464	0.6590022	0.6441301	0.825717	0.5528614	0.52152	0.6025048	0.605641	0.7887255	0.6375638	0.6475965	0.4487511	0.79578197	0.9279871
midden/noun	0.81469727	0.7218354	0.97060794	0.6893247	0.91001	0.6770297	0.7843066	0.76403457	0.906201	0.67695624	0.48537457	0.9464393	0.6668491	0.51132816	0.8533037	0.76031196	0.48851264	0.74617946	0.8060892	0.6907315	0.9488641	0.950186	0.6807803	0.9011274	0.7512145	0.84814966	0.7154616	0.8587667	0.58627486	0.61124146	0.59864146	0.8210275	0.62207675	0.84185314	0.9352565	0.51476604	0.83334655	0.5009953	0.62400067	0.8787966	0.9356783	0.6127417	0.67954016	0.89788777	0.527188	0.69301	0.7997102	0.9650625	0.3812902	0.82258546	0.83102185	0.8567549	0.8124612	0.5032089	0.79846203	0.5825517	0.7895282	0.7146528	0.86270565	0.8763674	0.56412315	0.5913004	0.8549772	0.7047459	0.52879405	0.8133505	0.3984174	0.9080488	0.71898484	0.82040673	0.7317661	0.8266228	0.60620224	0.0	0.7903635	0.8295935	0.6892442	0.7735163	0.90910876	0.65246034	0.7190857	0.97395986	0.98095167	0.6897323	0.48498368	0.681479	0.8968375	0.8434251	0.7731017	0.6797092	0.88244754	0.602331	0.69910914	0.6612047	0.9402056	0.52753335	0.6591798	0.83878005	0.8093056	0.9986338	0.4661309	0.8433786	0.779358	0.74821985	0.5294448	0.9178676	0.96714556	0.9557643	0.8227515	0.8844438	0.78506154	0.7595845	0.72216976	0.75452673	0.5725773	0.70032144	0.80776125	0.9279362	0.6992967	0.64044225	0.66335154	0.48942947	0.8538558	0.88895535	0.71587825	0.45430744	0.94987226	0.84362984
