	46/num	Japan/det	Waals/adj	aangekocht/adj	acht/num	afdeling/noun	alle/det	allerlei/det	als/prep	ambachtelijk/adj	analyseer/verb	bedek/verb	ben/verb	berg/noun	blijk/verb	boven/prep	boven_haal/verb	buitenlands/adj	chirurgisch/adj	dat/pron	deel_uit/verb	die/det	die/pron	dik/adj	door/prep	doorboor/verb	een/det	eis/verb	elk/det	enkel/det	gebruikelijk/adj	gelakt/adj	gemanipuleerd/adj	genomen/adj	gepantserd/adj	geïmporteerd/adj	goedkoop/adj	hard/adj	het/det	hoeveelheid/noun	hoogwaardig/adj	hoop/noun	importeer/verb	in/prep	kilo/noun	klein/adj	krijg_binnen/verb	lading/noun	licht/adj	lichtgewicht/adj	maak/verb	magnetisch/adj	meer/det	met/adv	met/prep	minder/adj	minder/det	naar/prep	neem/verb	nieuw/adj	onderzoek/verb	op/prep	pak/noun	per/prep	plat/adj	positief/adj	produceer/verb	puur/adj	representatief/adj	roest_vrij/adj	rond/adj	ruw/adj	slinger_rond/adj	stel_vrij/verb	stuk/noun	ton/noun	uit/prep	val_samen/verb	van/prep	verbrand/adj	verdacht/adj	verroest/adj	verschil/adj	verwrongen/adj	vier/num	vloeibaar/adj	voor/prep	waar/adv	waardoor/pp	waarin/pp	waarvan/pp	word/verb	zacht/adj	zoals/comp	zoals/prep	zuiver/adj
verschil/adj	0.939619	0.96209663	0.91364235	0.9650598	0.84596443	0.8702854	0.836603	0.87240386	0.8804953	0.9703378	0.94826275	0.9558975	0.9433603	0.9215026	0.85170835	0.8044419	0.96010655	0.85735863	0.98260915	0.84605765	0.8654057	0.9399989	0.8521079	0.8422846	0.86487734	0.9999275	0.883705	0.8580142	0.83751416	0.83373594	0.9263486	0.99860734	0.99040943	0.9171432	0.91634655	0.9615891	0.84720075	0.8867732	0.8688483	0.900954	0.9640787	0.8963526	0.9355839	0.87089336	0.7745968	0.86923736	0.8575862	0.9308472	0.9021442	0.97968954	0.856937	0.99627817	0.84326714	0.91263086	0.8813006	0.7804347	0.8413222	0.85823476	0.8389097	0.84684265	0.8399461	0.918064	0.90460116	0.76205933	0.9364999	0.87858015	0.8480962	0.89952755	0.91236067	0.9985847	0.8912959	0.93956506	1.0	0.9399125	0.8044821	0.7864436	0.885572	0.9673606	0.7724251	0.96707594	0.90535986	0.97981024	0.0	1.0	0.85419023	0.948491	0.80495465	0.8396769	0.8743372	0.8498976	0.7516021	0.89715207	0.9221788	0.84165454	0.8973246	0.9339333
verwrongen/adj	0.962928	1.0	0.99098915	0.9919901	0.98541886	0.9831628	0.99115235	1.0	0.9631283	0.9990379	0.999104	0.99898463	0.9968309	0.99408567	0.996449	0.9743533	0.99763095	0.9745	1.0	0.9823744	0.9981032	0.96731776	0.98412716	0.97333866	0.968804	0.97169524	1.0	0.99878573	0.99356335	1.0	0.99805105	0.99021375	0.9903803	1.0	0.9973692	0.98420495	0.96047837	1.0	1.0	0.99578243	1.0	0.9722725	0.99094766	0.9889918	0.9925753	1.0	0.9959736	0.96896803	0.99909073	1.0	0.977686	0.9914331	0.99380255	0.9365722	0.9943521	0.9775732	0.99072844	0.9928905	0.9787759	0.96225756	0.9850059	0.9937905	0.9239352	0.9909715	1.0	0.987635	0.9961201	1.0	0.9998418	0.984383	0.9875486	0.9939829	1.0	0.9947863	0.9981742	0.98248696	0.9923596	0.9993893	0.9677119	0.9949933	0.9952807	0.99551153	1.0	0.0	0.99707913	0.9970419	0.99257106	0.981989	0.98797184	0.9563143	0.99316585	0.9930516	0.9981458	0.96895397	0.9926536	1.0
vier/num	0.91647756	0.99604964	0.9038931	0.95474625	0.7398954	0.89864755	0.78891736	0.92321825	0.8470942	0.9752364	0.9321625	0.9489544	0.88732785	0.89075917	0.81938136	0.832982	0.97090137	0.8752796	0.9695488	0.79644895	0.8555978	0.8970463	0.78111005	0.8763825	0.8461246	0.9719658	0.8767631	0.84569186	0.8471773	0.7796396	0.94477975	0.964791	0.97983664	0.9178962	0.9643954	0.9909828	0.8677571	0.8466836	0.8918445	0.93215644	0.965643	0.8893006	0.9327757	0.8028009	0.86374927	0.86546946	0.9187943	0.9296559	0.8726444	0.95475924	0.8807484	0.9888153	0.81961036	0.87540996	0.80529475	0.8348885	0.8744064	0.7550187	0.83807945	0.8578087	0.86573005	0.8491529	0.8749275	0.83455396	0.9437519	0.8628116	0.86732	0.8941045	0.93545884	0.9733552	0.8964263	0.92655987	0.98849595	0.9734934	0.8254809	0.85435104	0.8296674	0.96767426	0.7582828	0.9631188	0.8592943	0.99797046	0.85419023	0.99707913	0.0	0.9755443	0.7769239	0.77243274	0.8549017	0.83732045	0.82347214	0.8689368	0.9060649	0.8473198	0.8666941	0.89867526
vloeibaar/adj	0.9504929	0.96975213	0.97250444	0.95385295	0.93775797	0.9545	0.94749093	0.9519031	0.9509631	0.96233654	0.9291657	0.9294178	0.9800064	0.9421965	0.9809333	0.8644026	0.9666505	0.94015545	0.9730343	0.97285694	0.9155378	0.9918973	0.9473472	0.9240964	0.9723748	0.96670246	0.9410174	0.8989761	0.93288505	0.978146	0.97826755	0.99305147	0.98720986	0.9540568	0.95896906	0.9618802	0.90830714	0.96969575	0.9874211	0.97142166	0.99569005	0.97502154	0.91090333	0.959151	0.8159619	0.95285887	0.91506934	0.8717137	0.93259007	0.9762783	0.9918368	0.9998543	0.8389628	0.9453765	0.9201033	0.85666573	0.8701567	0.9230641	0.9880646	0.96673155	0.9700576	0.965234	0.93598515	0.8157171	0.99268544	0.97784734	0.89205873	0.9554213	0.9427546	0.97125417	0.94831055	0.93347114	0.98819745	0.95568687	0.88555706	0.8082572	0.92619234	0.9847002	0.90112764	0.91923475	0.9389756	0.98808646	0.948491	0.9970419	0.9755443	0.0	0.89703	0.94613415	0.936234	0.98248494	0.83150065	0.9701247	0.9236678	0.9694816	0.9624915	0.94181705
voor/prep	0.917394	0.97973776	0.8934052	0.8903697	0.79464316	0.84612894	0.7157544	0.9100026	0.8795918	0.9564011	0.92563426	0.94293946	0.93491673	0.924339	0.79193634	0.70023453	0.92339295	0.82485765	0.9820312	0.7913099	0.8179632	0.9109241	0.8393163	0.7965466	0.8971555	0.99393225	0.88599426	0.73352313	0.73074865	0.8818099	0.91304165	0.996318	0.9679487	0.90309304	0.92963934	0.9480795	0.7534419	0.92065287	0.78888047	0.9063184	0.94886017	0.88913995	0.8807039	0.86348265	0.6695757	0.8438653	0.8350234	0.8782241	0.84760493	0.9688053	0.84601474	0.9683612	0.6188471	0.85345006	0.78179675	0.63598907	0.716321	0.71131253	0.8403018	0.7754429	0.8601322	0.79093856	0.84113044	0.5134603	0.93947685	0.8564861	0.7202965	0.8988626	0.90460825	0.97065663	0.8094987	0.8338202	0.9977687	0.86780703	0.61641985	0.5848162	0.92643017	0.9010636	0.62390137	0.9527781	0.90610856	0.9732232	0.80495465	0.99257106	0.7769239	0.89703	0.0	0.8745035	0.7621552	0.87665355	0.618706	0.8659509	0.90147054	0.8746188	0.90939647	0.91250026
waar/adv	0.9392073	0.9755575	0.91009986	0.94647753	0.7613591	0.8514469	0.85413444	0.89826345	0.76945734	0.9256759	0.923662	0.91295487	0.8544466	0.80691093	0.8165508	0.7798696	0.9638769	0.8731972	0.972632	0.69895566	0.8587783	0.9087994	0.77699924	0.8855236	0.7415397	0.97966135	0.90696687	0.81776583	0.8664521	0.8468377	0.9054164	0.97056735	0.9731294	0.8897479	0.9202156	0.90603244	0.8967392	0.860323	0.7638298	0.8896383	0.9453388	0.8897717	0.8666503	0.40924394	0.90731436	0.8145063	0.9126988	0.897525	0.92130363	0.97069085	0.84298474	0.9538555	0.84566426	0.83863324	0.90478945	0.8842778	0.89076895	0.5502436	0.85060036	0.82686883	0.8253318	0.801601	0.8921075	0.89734745	0.89435416	0.8881866	0.8197423	0.89775836	0.9165474	0.99015325	0.88484335	0.89635897	0.99015594	0.95952773	0.83346003	0.86780334	0.60439336	0.9224057	0.6754388	0.95427287	0.8826814	0.9492667	0.8396769	0.981989	0.77243274	0.94613415	0.8745035	0.0	0.8667798	0.8005432	0.8260843	0.73587453	0.92210853	0.7602488	0.7635823	0.91443837
waardoor/pp	0.8930424	0.98079264	0.90476334	0.93747646	0.8216779	0.86111486	0.85529983	0.90611255	0.8746946	0.97681344	0.942447	0.9585291	0.9310676	0.9266856	0.84115994	0.7812729	0.9577866	0.84594715	0.9841409	0.8185768	0.88824457	0.9151482	0.88047945	0.8579257	0.8563862	0.99774957	0.8875735	0.84075403	0.86733365	0.89043987	0.92308944	0.9833938	0.9635224	0.9326663	0.9705345	0.98334074	0.84250027	0.87643945	0.89450276	0.8826697	0.9724785	0.8969161	0.93751264	0.88711303	0.81447333	0.86284995	0.92610085	0.95091134	0.82832384	0.9880966	0.8769145	0.98988706	0.7971251	0.8789511	0.709976	0.7567407	0.8049572	0.782958	0.8431884	0.8347403	0.8973337	0.85839176	0.9265081	0.74803877	0.9685715	0.8595744	0.8394942	0.9116557	0.9596592	0.9974045	0.8671279	0.9288738	1.0	0.9632026	0.80708337	0.78006965	0.90171665	0.94327223	0.72913474	0.97066736	0.90092266	0.9921023	0.8743372	0.98797184	0.8549017	0.936234	0.7621552	0.8667798	0.0	0.849725	0.761389	0.9033125	0.91193724	0.87615156	0.89534676	0.9178649
waarin/pp	0.9212711	0.988346	0.9366941	0.94383174	0.79527473	0.8746948	0.88381445	0.89104843	0.6003977	0.96740866	0.89241827	0.9519703	0.9180467	0.8871764	0.82468116	0.8916796	0.97926813	0.87782097	0.9822864	0.678607	0.8988575	0.88517857	0.70492977	0.87538505	0.6811061	0.99310493	0.8957177	0.8669701	0.86402416	0.86705786	0.8882535	0.9895345	0.945925	0.90515125	0.9719597	0.95680624	0.8961183	0.8492483	0.8295747	0.90578127	0.96328586	0.8773902	0.94131875	0.76009876	0.92692876	0.8691305	0.9578786	0.94346386	0.9091606	0.9750918	0.74688256	0.9728846	0.89791447	0.8495109	0.80471444	0.8980192	0.89469504	0.89007825	0.8337346	0.79738194	0.7932287	0.8926346	0.910489	0.9234881	0.92622685	0.8818895	0.8223008	0.8687408	0.9460357	0.9745375	0.858369	0.9470256	0.99965507	0.9911374	0.8242574	0.91027266	0.74737996	0.92383	0.70578885	0.95616114	0.9013876	0.9914864	0.8498976	0.9563143	0.83732045	0.98248494	0.87665355	0.8005432	0.849725	0.0	0.8101081	0.7884029	0.8972783	0.6836627	0.7694012	0.9284943
waarvan/pp	0.8288039	0.96012896	0.87420607	0.85700375	0.74471414	0.84545094	0.78536475	0.8966285	0.8639456	0.9453743	0.8939228	0.9066731	0.9397173	0.8574607	0.80232346	0.561114	0.91510594	0.79584956	0.95447075	0.81896704	0.7567446	0.9479236	0.8316509	0.673623	0.87794006	0.9804469	0.8366386	0.6398392	0.73474395	0.9219893	0.88611037	0.97055036	0.96207345	0.8447721	0.8828611	0.91257566	0.72294676	0.9168905	0.92893875	0.8174868	0.93669105	0.91590345	0.82899237	0.8770494	0.37041163	0.8143004	0.7142633	0.816682	0.78671885	0.9501321	0.9047295	0.9617885	0.4714064	0.8811134	0.6845059	0.48637092	0.5799302	0.6643337	0.85453224	0.801826	0.80538857	0.84778005	0.8617563	0.27781916	0.9272448	0.8249655	0.59342694	0.8832392	0.86085165	0.9563655	0.8259392	0.7728797	0.9907891	0.85937995	0.5201447	0.33448792	0.84112954	0.9785345	0.59579647	0.92509425	0.8493652	0.96511465	0.7516021	0.99316585	0.82347214	0.83150065	0.618706	0.8260843	0.761389	0.8101081	0.0	0.8747045	0.89741445	0.8634105	0.8760158	0.91290855
word/verb	0.9689267	0.93642914	0.90333873	0.9175053	0.8468936	0.9106282	0.9050447	0.922636	0.7217847	0.9153694	0.9225053	0.9408031	0.8617995	0.9250394	0.884896	0.90767825	0.9248299	0.942774	0.963685	0.6270044	0.9244717	0.93390673	0.5252496	0.9281212	0.6927859	0.95820254	0.82169926	0.85245883	0.8907446	0.88860804	0.92984957	0.97686905	0.9466739	0.8152534	0.9737673	0.9558772	0.94989693	0.9513856	0.8843154	0.93285877	0.97713983	0.9127912	0.89870554	0.39284247	0.94066614	0.9095323	0.920264	0.9118123	0.9122902	0.9662942	0.8327966	0.9658807	0.9198211	0.9413475	0.9426869	0.91603047	0.91719973	0.85307837	0.8577955	0.8792226	0.8791771	0.65716964	0.9408324	0.9266809	0.9425752	0.935176	0.806031	0.93501395	0.9383182	0.9863901	0.8648234	0.91233927	0.978468	0.9322553	0.87122494	0.9004395	0.4674505	0.85488737	0.8250057	0.93611556	0.8589039	0.96514714	0.89715207	0.9930516	0.8689368	0.9701247	0.8659509	0.73587453	0.9033125	0.7884029	0.8747045	0.0	0.9022351	0.89769375	0.9013245	0.94006467
zacht/adj	0.89793146	0.9547517	0.97200996	0.9975294	0.8961522	0.941624	0.91753066	0.92915225	0.8700512	0.9778482	0.941166	0.9457849	0.96955335	0.94745415	0.91389585	0.8670169	0.9659299	0.94598615	0.9837459	0.9151481	0.933347	0.98661464	0.910542	0.894128	0.899214	0.95184284	0.9409368	0.93138874	0.9473554	0.93797624	0.938676	0.9906766	0.95815796	0.96992666	0.9698931	0.9711105	0.88572806	0.9233427	0.9605151	0.96438235	0.9990277	0.9466182	0.97504234	0.90062743	0.9054352	0.9186868	0.96745753	0.9515709	0.89979315	0.98705554	0.9334578	0.9931848	0.93532264	0.9196917	0.9103945	0.9280634	0.9055498	0.89343774	0.9256345	0.92824584	0.940986	0.92969126	0.9258642	0.89242196	0.9414451	0.931695	0.8995318	0.92179793	0.98415333	0.99719274	0.91237277	0.95143175	0.9966814	0.97740066	0.88461596	0.915158	0.9121536	0.9448877	0.8731079	0.9726971	0.94163126	0.9994276	0.9221788	0.9981458	0.9060649	0.9236678	0.90147054	0.92210853	0.91193724	0.8972783	0.89741445	0.9022351	0.0	0.9094597	0.9178338	0.93125796
zoals/comp	0.9180923	0.9815811	0.90623975	0.9380969	0.8345357	0.853644	0.86952484	0.85679615	0.49999475	0.957198	0.88090396	0.9500387	0.8751197	0.896522	0.8261925	0.84482765	0.96383125	0.82302886	0.98757064	0.74923384	0.86362535	0.84344727	0.76914746	0.8905128	0.69585663	0.95208454	0.93028396	0.854868	0.89014107	0.8132501	0.88802975	0.9796187	0.9650105	0.9043015	0.947633	0.95034254	0.8582472	0.8201729	0.8776653	0.9212524	0.9395552	0.83282626	0.9276469	0.82360506	0.96511734	0.83021283	0.94496596	0.937137	0.88851964	0.9732488	0.7286118	0.97722876	0.89491665	0.80354077	0.8214	0.88720757	0.90700436	0.84103596	0.80992883	0.7426523	0.8304689	0.90171295	0.8741831	0.9608848	0.9163939	0.84116656	0.84029007	0.8023964	0.9530998	0.9661196	0.8769683	0.9169912	0.98427725	0.9752235	0.8311784	0.9576561	0.82326704	0.93169737	0.66064274	0.9767228	0.9247631	0.99293715	0.84165454	0.96895397	0.8473198	0.9694816	0.8746188	0.7602488	0.87615156	0.6836627	0.8634105	0.89769375	0.9094597	0.0	0.6153897	0.8913562
zoals/prep	0.9321858	0.98046315	0.9683382	0.9567831	0.87026453	0.8594605	0.8891421	0.9054558	0.632881	0.9619447	0.9117549	0.9536204	0.88524157	0.8838586	0.82469636	0.8795387	0.9812832	0.84017897	0.97738	0.7477615	0.9057362	0.90257126	0.78760785	0.89093214	0.74738705	0.95043254	0.9268427	0.82946783	0.9401283	0.8920761	0.91748846	0.98452836	0.94810885	0.8846088	0.94060326	0.9438903	0.8739946	0.8578434	0.8817277	0.93661684	0.9635385	0.87942153	0.92179805	0.8347883	0.94937074	0.8603359	0.9443577	0.9463174	0.9065807	0.9701623	0.83276534	0.999147	0.8698547	0.80117255	0.8498352	0.93168676	0.8713613	0.85796267	0.8762013	0.8296726	0.81151676	0.9064991	0.9509798	0.94883263	0.94686973	0.8606398	0.8554691	0.85484004	0.9416016	0.9717827	0.8983052	0.939693	0.9911607	0.9475436	0.8919386	0.94603443	0.8283022	0.9387943	0.72268504	0.95935464	0.8992448	0.9971498	0.8973246	0.9926536	0.8666941	0.9624915	0.90939647	0.7635823	0.89534676	0.7694012	0.8760158	0.9013245	0.9178338	0.6153897	0.0	0.9192545
zuiver/adj	0.92697054	0.9864045	0.9255388	0.98893464	0.93402696	0.9350922	0.9295758	0.9474116	0.8984003	0.9935197	0.9486611	0.9756862	0.93418324	0.92891884	0.94768643	0.89830613	0.9630382	0.9074467	0.9840005	0.90934783	0.9414838	0.9839175	0.9233332	0.9355573	0.92116565	0.99833554	0.9396095	0.884098	0.9539848	0.9443946	0.91900223	0.99908787	0.9886022	0.94545084	0.98514825	0.9750419	0.9384952	0.90429366	0.9311598	0.93447816	0.98453975	0.94982666	0.9494674	0.9297245	0.9233194	0.95792043	0.9522582	0.96298385	0.93302846	0.97184676	0.9532078	1.0	0.91046387	0.9321574	0.8917797	0.8970556	0.93333143	0.8710407	0.91230977	0.94666296	0.9262805	0.9421249	0.94803846	0.9097779	0.97017074	0.9423238	0.9216901	0.9021628	0.9643269	0.99345785	0.93500227	0.9553968	1.0	0.9506222	0.9206463	0.9165738	0.9352608	0.96625847	0.8726893	0.9848309	0.9144005	0.9882112	0.9339333	1.0	0.89867526	0.94181705	0.91250026	0.91443837	0.9178649	0.9284943	0.91290855	0.94006467	0.93125796	0.8913562	0.9192545	0.0
