	Haring/name	advies/noun	alternatief/noun	ander/adj	bad/noun	begrotingstekort/noun	behandeling/noun	bestanddeel/noun	bezinning/noun	bijzonder/adj	boodschap/noun	buitengewoon/adj	christendom/noun	cluster/noun	commissie/noun	compensatie/noun	concurrentie/noun	cyclus/noun	dat/comp	dat/det	demonstratie/noun	die/det	dynamiek/noun	effect/noun	eigenschap/noun	erg/adj	evolutie/noun	functie/noun	gesprek/noun	gevolg/noun	heel/adj	het/det	het/noun	hoe/adj	interesse/noun	invloed/noun	klimaat/noun	kracht/noun	kritiek/noun	les/noun	medisch/adj	min/adj	muziek/noun	nederlaag/noun	of/vg	omgeving/noun	onderhandeling/noun	ontnuchtering/noun	oppositie/noun	pedagoog/noun	periode/noun	reflecteer/verb	rust/noun	rust_periode/noun	samenstelling/noun	samenwerking/noun	sanering/noun	schok/noun	suggestie/noun	thee/noun	tik/noun	toepassing/noun	uitwerking/noun	verkiezingsnederlaag/noun	verlaging/noun	verplichting/noun	verschuiving/noun	voorteken/noun	vuur/noun	water/noun	weg/noun	wending/noun	werk/noun	werkelijkheid/noun	werking/noun	zeer/adv	zo/adv	zogezegd/adj
oppositie/noun	0.9630847	0.8813391	0.83066875	0.8936559	0.9379574	0.8772539	0.9041459	0.9400089	0.9010822	0.8592572	0.8627007	0.8360154	0.87179005	0.9459177	0.7807772	0.88744897	0.8225168	0.90920305	0.8187909	0.8526979	0.7713325	0.8261016	0.89731485	0.88948107	0.89500386	0.8541137	0.88947994	0.88407874	0.82795346	0.86101913	0.8796656	0.81316495	0.91544443	0.85105675	0.88328564	0.84057176	0.82006896	0.82399565	0.6760925	0.9231577	0.90158767	0.84476125	0.92530423	0.84545684	0.8822729	0.89467114	0.7723949	0.9507177	0.0	0.9265609	0.8948111	0.9438936	0.88609415	0.96023905	0.8804358	0.7980021	0.88896614	0.92506087	0.81562877	0.9317161	0.91827583	0.899213	0.8793085	0.8214631	0.8880277	0.8746426	0.8946515	0.92219853	0.858145	0.93355596	0.9075322	0.90466654	0.9172936	0.85828835	0.89356786	0.8259822	0.82236004	0.8800628
pedagoog/noun	0.9037642	0.9047518	0.93298197	0.8977026	0.93816036	0.9341563	0.9249625	0.94195664	0.9254491	0.88997895	0.9202483	0.8720076	0.8644418	0.9410983	0.8795221	0.9281851	0.9409879	0.941655	0.877906	0.921568	0.93110186	0.90923166	0.9365432	0.9468479	0.9215129	0.8966155	0.9050133	0.92873913	0.9185865	0.9507705	0.9416488	0.9280696	0.9268687	0.87644696	0.9151891	0.9086262	0.93889165	0.92457634	0.8970811	0.8975411	0.88881546	0.88292396	0.9080517	0.9475053	0.9293897	0.9535907	0.95387304	0.9555203	0.9265609	0.0	0.9570511	0.9227923	0.9582104	0.9699238	0.92758375	0.91749936	0.9483649	0.94847137	0.8730166	0.94828624	0.9516747	0.94435275	0.8999374	0.94192964	0.9558843	0.94401485	0.94051206	0.9295497	0.9585007	0.96321845	0.9757541	0.9245972	0.8744706	0.9223997	0.9255333	0.8396805	0.8775986	0.9425013
periode/noun	0.94742244	0.90324336	0.8920829	0.918668	0.92393863	0.878524	0.87253106	0.93920577	0.8746404	0.8095299	0.9127464	0.83217186	0.8852458	0.8890148	0.9068733	0.9102227	0.89175767	0.78756684	0.9138074	0.88451713	0.9007811	0.8255756	0.8832057	0.803967	0.9013494	0.825609	0.8102945	0.9038899	0.8813103	0.7725357	0.79976714	0.82638186	0.9061836	0.8430904	0.88427186	0.7967923	0.8027134	0.8712006	0.9082968	0.8988193	0.9108535	0.81161946	0.88247573	0.8465359	0.8383607	0.8372196	0.8783203	0.9333365	0.8948111	0.9570511	0.0	0.93090326	0.8372557	0.8731581	0.90572697	0.88795775	0.87962943	0.89788556	0.923835	0.9525577	0.919539	0.9147513	0.9056504	0.92640793	0.8848182	0.90171945	0.87706923	0.90370226	0.9296073	0.9089016	0.8966149	0.8944459	0.8506422	0.8519728	0.9100337	0.8134145	0.8464878	0.9001351
reflecteer/verb	0.91382635	0.9146923	0.91379404	0.8871331	0.9174343	0.951616	0.9421023	0.90259814	0.88532734	0.85514355	0.89983535	0.88520014	0.891872	0.91562426	0.9366633	0.9327417	0.92230046	0.9006495	0.9138736	0.90194565	0.9409	0.8188773	0.85210246	0.87117803	0.88131434	0.89406204	0.8828751	0.9414725	0.9343604	0.8926092	0.88959783	0.90062034	0.9309573	0.84830874	0.91044974	0.85623974	0.89090645	0.90463614	0.8922401	0.93355566	0.9347039	0.86626214	0.8807697	0.94789076	0.8592882	0.8942074	0.96341413	0.9150771	0.9438936	0.9227923	0.93090326	0.0	0.95130974	0.954041	0.89414144	0.94868124	0.9455242	0.9189822	0.9197086	0.93553096	0.9372864	0.8823445	0.88775176	0.9247719	0.9460902	0.9472154	0.8974823	0.9189009	0.92014474	0.89477116	0.95180607	0.9140392	0.9100258	0.8514031	0.9158959	0.854634	0.878844	0.90917563
rust/noun	0.96620214	0.92335933	0.92414	0.94130635	0.8776969	0.9176063	0.88963246	0.9556805	0.8650935	0.8826935	0.89966637	0.88681906	0.9279618	0.957545	0.9309111	0.8923188	0.8709285	0.9191193	0.9362471	0.8639296	0.9209095	0.8014919	0.86473286	0.88690513	0.8702279	0.8507737	0.92213184	0.9138745	0.91343486	0.90333325	0.87917745	0.8635412	0.92926985	0.8979326	0.93496996	0.9245788	0.86743855	0.828608	0.90966976	0.9265779	0.9110172	0.87266266	0.89873016	0.8176048	0.90274733	0.854362	0.8999224	0.9096102	0.88609415	0.9582104	0.8372557	0.95130974	0.0	0.8218045	0.9195291	0.8877271	0.9284455	0.88516647	0.8859063	0.90136504	0.90994656	0.9343494	0.9050207	0.9460852	0.9309775	0.9311663	0.92184144	0.92355084	0.8924666	0.8930884	0.87773025	0.91567814	0.9172778	0.9025864	0.9156099	0.87169087	0.8461729	0.91232395
rust_periode/noun	0.9511997	0.9523545	0.9526139	0.9433954	0.9230346	0.9450224	0.8887532	0.9548163	0.88164467	0.9400758	0.9571135	0.9597383	0.97339404	0.95169806	0.9616345	0.912405	0.95445806	0.9125169	0.91335	0.9094331	0.9586337	0.9057163	0.9507771	0.94051164	0.95742416	0.925047	0.9635891	0.9438551	0.9530027	0.9347727	0.93446976	0.9515053	0.9425616	0.9324893	0.96694463	0.9459175	0.94787496	0.94581425	0.9531896	0.9402128	0.9251088	0.92648613	0.96735156	0.92353034	0.94073445	0.9555642	0.9198022	0.927206	0.96023905	0.9699238	0.8731581	0.954041	0.8218045	0.0	0.9531172	0.9552118	0.9168189	0.9195598	0.9600878	0.96484447	0.9062791	0.9430926	0.9201631	0.92386097	0.92119014	0.9468758	0.9614898	0.9182056	0.96784985	0.9364209	0.9563314	0.9242215	0.91907835	0.9686383	0.93144643	0.92823774	0.92784625	0.94368196
samenstelling/noun	0.94690764	0.850367	0.8513484	0.8413079	0.913537	0.9139719	0.85826397	0.8166653	0.9316308	0.80920154	0.8861521	0.8208254	0.88937694	0.88743424	0.823475	0.908647	0.89083874	0.89597774	0.89078236	0.8904234	0.9044721	0.8172584	0.8624519	0.82086945	0.7600602	0.8668742	0.80333304	0.84679204	0.89880794	0.86188364	0.8286098	0.8215544	0.9299296	0.8205544	0.8779988	0.80516684	0.84152615	0.8473087	0.8768146	0.8842128	0.8437637	0.83458525	0.858991	0.9513098	0.8255758	0.87220937	0.8726429	0.96015096	0.8804358	0.92758375	0.90572697	0.89414144	0.9195291	0.9531172	0.0	0.86490566	0.87567824	0.91984063	0.87800276	0.881232	0.944107	0.8245627	0.8191708	0.9398746	0.87765723	0.89890677	0.8402451	0.9436169	0.9112534	0.85774136	0.92400694	0.8847039	0.8688772	0.8638295	0.7949803	0.785887	0.85850966	0.90024334
samenwerking/noun	0.95105237	0.8084633	0.7979034	0.8368086	0.9474168	0.8792534	0.8353846	0.92418236	0.8686666	0.8284584	0.87052935	0.84343463	0.8815216	0.8872247	0.76383585	0.87045425	0.7795838	0.8732829	0.8417306	0.8467647	0.84379905	0.82173765	0.8104529	0.8592563	0.86670464	0.840355	0.8331688	0.81824875	0.724694	0.84335953	0.86727285	0.8148852	0.9058352	0.8682165	0.77071327	0.8053026	0.8135251	0.81215525	0.81583416	0.8662019	0.8381192	0.8180683	0.87988853	0.8870346	0.87157506	0.8754421	0.6607785	0.9505012	0.7980021	0.91749936	0.88795775	0.94868124	0.8877271	0.9552118	0.86490566	0.0	0.8130154	0.8956504	0.8240905	0.95108354	0.9423043	0.8075645	0.8101871	0.8874059	0.8413503	0.8238259	0.84582615	0.9223652	0.9151629	0.92169416	0.88255143	0.89290917	0.8419182	0.8844358	0.7695466	0.8095178	0.8459772	0.9034771
sanering/noun	0.9596751	0.86040044	0.874331	0.9207231	0.9236854	0.8020869	0.8318227	0.9074872	0.8807298	0.91306776	0.9430648	0.88893753	0.93707716	0.9312787	0.85158837	0.8001833	0.8500566	0.89280903	0.883682	0.8881417	0.8977059	0.87970036	0.8966904	0.8321391	0.9366851	0.89573383	0.8534624	0.89794016	0.89023256	0.8006897	0.88721514	0.84493923	0.95293415	0.9094098	0.91514575	0.90685725	0.8806325	0.9312264	0.90444046	0.93431556	0.88367146	0.8503662	0.9549473	0.9164065	0.89890206	0.89505833	0.78781086	0.9545527	0.88896614	0.9483649	0.87962943	0.9455242	0.9284455	0.9168189	0.87567824	0.8130154	0.0	0.88553333	0.9067992	0.9673163	0.921048	0.88477725	0.8547706	0.87591684	0.74297535	0.8585483	0.79274344	0.9245573	0.931508	0.8948716	0.9121146	0.9241307	0.8162805	0.92672664	0.871374	0.8694324	0.90363413	0.8821401
schok/noun	0.94342935	0.9187399	0.92903733	0.897354	0.888664	0.8903041	0.8904415	0.92047715	0.86659765	0.8885499	0.90050375	0.88195395	0.9079244	0.9210682	0.93989813	0.8906115	0.8753731	0.8794608	0.89017713	0.85769033	0.89483005	0.8343321	0.8346665	0.7837813	0.90594935	0.8709284	0.8469392	0.9319478	0.9091785	0.78233606	0.87271297	0.85084224	0.9399316	0.8704766	0.9039405	0.83087707	0.820142	0.8124734	0.8776114	0.9186236	0.8834968	0.8599091	0.88360274	0.8709276	0.8618646	0.86468506	0.9150693	0.89043623	0.92506087	0.94847137	0.89788556	0.9189822	0.88516647	0.9195598	0.91984063	0.8956504	0.88553333	0.0	0.9073035	0.93124956	0.8438053	0.9067747	0.88406825	0.89343095	0.9066415	0.9010573	0.8237035	0.8942539	0.8689957	0.8721145	0.9086968	0.88645524	0.9350157	0.8610275	0.87508595	0.8655145	0.8804296	0.9233514
suggestie/noun	0.9359918	0.77318037	0.8103175	0.8627944	0.91352546	0.9196232	0.8647333	0.92283726	0.8826837	0.82001215	0.76353836	0.79897594	0.89874387	0.9254559	0.8269431	0.8980691	0.89173985	0.8835478	0.8140613	0.8174223	0.8676698	0.7688941	0.8445561	0.8293094	0.8278327	0.83216065	0.85241127	0.8844749	0.81187546	0.8589208	0.8519376	0.8620171	0.8808734	0.7886972	0.8633102	0.85284626	0.84384	0.8222697	0.7660748	0.8504188	0.8518219	0.8142618	0.8587003	0.8919939	0.80860513	0.87421906	0.8555895	0.955394	0.81562877	0.8730166	0.923835	0.9197086	0.8859063	0.9600878	0.87800276	0.8240905	0.9067992	0.9073035	0.0	0.89868593	0.9249477	0.84471107	0.8467747	0.8947474	0.9048426	0.84884936	0.8596645	0.9126957	0.91091436	0.9004631	0.92069906	0.85935724	0.87027085	0.8141678	0.8506438	0.7900731	0.81538814	0.8940927
thee/noun	0.9404845	0.9374605	0.8679078	0.8861213	0.77718204	0.9660029	0.9096886	0.8217279	0.93480647	0.8801124	0.9023678	0.9006115	0.9283012	0.9488796	0.9613937	0.92545295	0.9240435	0.93679184	0.9507107	0.9366397	0.91981655	0.8715871	0.93504107	0.86718833	0.8482846	0.9093368	0.934756	0.9244882	0.90193105	0.93291354	0.89840174	0.8955684	0.94345164	0.90909946	0.9057355	0.87734944	0.902426	0.92512065	0.9483955	0.87490803	0.914388	0.87153053	0.868204	0.9379956	0.68353283	0.8815499	0.92402375	0.9370887	0.9317161	0.94828624	0.9525577	0.93553096	0.90136504	0.96484447	0.881232	0.95108354	0.9673163	0.93124956	0.89868593	0.0	0.9343597	0.9065875	0.9187174	0.9558884	0.94886607	0.94069177	0.9431107	0.9483264	0.83771783	0.6660756	0.92574227	0.9426323	0.93972975	0.92504644	0.8593707	0.89084136	0.9026575	0.93178636
tik/noun	0.9484544	0.9245996	0.938597	0.9251507	0.8956995	0.9280573	0.9215367	0.95048404	0.928742	0.91026515	0.91835576	0.8896204	0.92061305	0.9635271	0.9588239	0.9113169	0.8810903	0.9246587	0.91346055	0.87689584	0.9347831	0.85545915	0.89896506	0.8733273	0.92338413	0.8916189	0.9292654	0.9567127	0.94188005	0.8994044	0.8921543	0.90871835	0.91722095	0.89509475	0.92649287	0.89881366	0.9190669	0.9065085	0.86136615	0.92075723	0.9275146	0.88990223	0.93166924	0.83325416	0.879717	0.9197528	0.9439549	0.9554205	0.91827583	0.9516747	0.919539	0.9372864	0.90994656	0.9062791	0.944107	0.9423043	0.921048	0.8438053	0.9249477	0.9343597	0.0	0.9178912	0.90531015	0.88061875	0.92831266	0.9331806	0.91672075	0.92478275	0.9117742	0.8944289	0.9402704	0.9079848	0.94255155	0.9210761	0.93565047	0.89050794	0.8767034	0.9113885
toepassing/noun	0.9481711	0.83409446	0.75288033	0.81112546	0.892662	0.88761866	0.7737575	0.80520487	0.89716	0.820288	0.8463619	0.82468873	0.87538165	0.87391967	0.83747953	0.8556674	0.8469081	0.88168615	0.8344535	0.8587084	0.8650141	0.796741	0.8607478	0.7630921	0.76882666	0.8517628	0.7895574	0.8100871	0.9053647	0.82362425	0.8670442	0.83655834	0.89276326	0.83623815	0.81943375	0.81321037	0.84929323	0.83651364	0.8649787	0.88352305	0.72724557	0.8016488	0.8366765	0.9579764	0.7441881	0.8661599	0.85904187	0.9618504	0.899213	0.94435275	0.9147513	0.8823445	0.9343494	0.9430926	0.8245627	0.8075645	0.88477725	0.9067747	0.84471107	0.9065875	0.9178912	0.0	0.7980608	0.94053966	0.83542293	0.8166834	0.8279841	0.9390437	0.91294307	0.8698469	0.9026367	0.89006966	0.8527858	0.8634237	0.72078633	0.76978266	0.8541378	0.88216656
uitwerking/noun	0.9335927	0.85352135	0.85233986	0.867147	0.9160323	0.88379097	0.8395705	0.8929297	0.86522853	0.8072077	0.86026263	0.786361	0.89829487	0.92292833	0.81758946	0.858913	0.88476145	0.88351834	0.87003654	0.82927203	0.88385487	0.79911715	0.81649435	0.71099854	0.8148985	0.8130373	0.81052876	0.8724365	0.8560202	0.7792119	0.85591483	0.8519936	0.89978266	0.7917936	0.85530615	0.79290915	0.8497374	0.82779616	0.8444252	0.9107001	0.8434784	0.7868631	0.8377148	0.91917944	0.86326516	0.8710271	0.81584424	0.93126273	0.8793085	0.8999374	0.9056504	0.88775176	0.9050207	0.9201631	0.8191708	0.8101871	0.8547706	0.88406825	0.8467747	0.9187174	0.90531015	0.7980608	0.0	0.9007907	0.8497503	0.85084724	0.8410012	0.91098213	0.94389343	0.93547	0.93193704	0.8337204	0.8234968	0.8324883	0.7524525	0.74744177	0.8035463	0.903748
verkiezingsnederlaag/noun	0.9518008	0.9455088	0.9186555	0.95375437	0.96693456	0.91441756	0.946534	0.94023013	0.92534685	0.92255884	0.94123864	0.9156226	0.94417506	0.942482	0.91380167	0.91363776	0.9331563	0.92694074	0.87059253	0.8998843	0.89831454	0.8820684	0.9256895	0.9004332	0.9587236	0.91509986	0.9238327	0.9471158	0.9274349	0.90615994	0.9288236	0.93936473	0.93293816	0.9228598	0.94107145	0.9227648	0.8821517	0.9289122	0.86140907	0.9382568	0.9495654	0.9117058	0.95985234	0.72739387	0.9563496	0.9456863	0.9103266	0.9349543	0.8214631	0.94192964	0.92640793	0.9247719	0.9460852	0.92386097	0.9398746	0.8874059	0.87591684	0.89343095	0.8947474	0.9558884	0.88061875	0.94053966	0.9007907	0.0	0.88893557	0.96882665	0.8743966	0.9009997	0.94968593	0.96733177	0.97837955	0.9086952	0.9400926	0.9379194	0.93484414	0.92127883	0.931198	0.91554195
verlaging/noun	0.9804559	0.9000073	0.8649888	0.9147424	0.94699943	0.73672384	0.8367573	0.91871786	0.9339331	0.8912419	0.9261205	0.8542759	0.94694775	0.924899	0.86181426	0.7093619	0.8442788	0.90106297	0.8466692	0.85002583	0.93722767	0.85021186	0.8796457	0.7887559	0.9317166	0.9277969	0.8549548	0.89257765	0.92419773	0.8045013	0.94540155	0.8859836	0.9240313	0.93681127	0.9141959	0.85339224	0.89306563	0.9294477	0.9045483	0.95289844	0.88543904	0.84584993	0.9647271	0.9306538	0.8979381	0.9401071	0.8442617	0.94652575	0.8880277	0.9558843	0.8848182	0.9460902	0.9309775	0.92119014	0.87765723	0.8413503	0.74297535	0.9066415	0.9048426	0.94886607	0.92831266	0.83542293	0.8497503	0.88893557	0.0	0.83629435	0.79979646	0.94352037	0.96578604	0.94398975	0.94084287	0.9522872	0.89401853	0.93072325	0.87972236	0.87383854	0.911645	0.9214124
verplichting/noun	0.9705759	0.78642684	0.8506359	0.8380257	0.91843927	0.87272763	0.8313643	0.92683905	0.90585184	0.8938723	0.8643717	0.8914934	0.9233711	0.9265892	0.8029952	0.8209656	0.8595168	0.9297481	0.8341752	0.8536933	0.90687966	0.81461	0.9094368	0.85064626	0.91266394	0.92143005	0.8947427	0.81101257	0.8632173	0.82452667	0.90832764	0.8288708	0.9272474	0.8916169	0.8835042	0.85948443	0.89458185	0.8754198	0.85280114	0.89655095	0.7959964	0.87416244	0.9289994	0.94123113	0.82764155	0.9189886	0.7874827	0.97048384	0.8746426	0.94401485	0.90171945	0.9472154	0.9311663	0.9468758	0.89890677	0.8238259	0.8585483	0.9010573	0.84884936	0.94069177	0.9331806	0.8166834	0.85084724	0.96882665	0.83629435	0.0	0.8771502	0.9475564	0.9319636	0.9390556	0.9021081	0.9249804	0.87054557	0.88729	0.8384266	0.8796404	0.9088258	0.8748953
verschuiving/noun	0.96373004	0.9027065	0.854851	0.86047626	0.9506587	0.84972143	0.8820592	0.90912926	0.8786655	0.829991	0.89900655	0.8432712	0.88302124	0.887016	0.89273834	0.87132716	0.84319556	0.8750825	0.8927966	0.87374836	0.9042026	0.83726084	0.8091407	0.7705146	0.8867296	0.8695561	0.7330674	0.9029932	0.89747804	0.76083684	0.8612263	0.86401165	0.932755	0.8798384	0.8564813	0.78339386	0.7783972	0.87029463	0.88596463	0.943297	0.8727511	0.82690233	0.8958615	0.8960547	0.86896497	0.87224656	0.8726647	0.9358896	0.8946515	0.94051206	0.87706923	0.8974823	0.92184144	0.9614898	0.8402451	0.84582615	0.79274344	0.8237035	0.8596645	0.9431107	0.91672075	0.8279841	0.8410012	0.8743966	0.79979646	0.8771502	0.0	0.9049474	0.9489822	0.9120664	0.93020016	0.8793841	0.886615	0.8638342	0.8482426	0.7996541	0.8818038	0.88714534
voorteken/noun	0.9459991	0.9293133	0.9540024	0.93667346	0.955963	0.9309251	0.934788	0.9353409	0.9068835	0.88154703	0.895291	0.895329	0.9506608	0.94168043	0.9299522	0.9442504	0.93571985	0.91917515	0.8641422	0.87958455	0.9113331	0.88170975	0.9149762	0.8991694	0.9293848	0.8935931	0.8670795	0.9600617	0.92650205	0.876902	0.9340416	0.92096955	0.90685695	0.91218483	0.93277705	0.8840072	0.8884384	0.88852215	0.931629	0.9504097	0.9346135	0.88736594	0.94049287	0.9069648	0.9188585	0.9454705	0.9117067	0.9318906	0.92219853	0.9295497	0.90370226	0.9189009	0.92355084	0.9182056	0.9436169	0.9223652	0.9245573	0.8942539	0.9126957	0.9483264	0.92478275	0.9390437	0.91098213	0.9009997	0.94352037	0.9475564	0.9049474	0.0	0.96362317	0.9489628	0.95337915	0.8797177	0.9375263	0.90784913	0.9301555	0.8809548	0.8811187	0.9140197
vuur/noun	0.9444423	0.94435626	0.9022641	0.89950776	0.84500134	0.9388497	0.92199445	0.9303434	0.9572772	0.8934112	0.88713664	0.9154216	0.923898	0.94870687	0.9429051	0.9349966	0.89259183	0.9476818	0.9358292	0.93941784	0.82423025	0.86450756	0.9324797	0.9053572	0.9116806	0.89210874	0.92469335	0.9311388	0.9160269	0.9001542	0.866877	0.845929	0.95103765	0.879517	0.9160415	0.89488244	0.88763446	0.8566818	0.86117584	0.92546153	0.9161996	0.91043043	0.8837977	0.913727	0.76466185	0.8257468	0.9089175	0.9423821	0.858145	0.9585007	0.9296073	0.92014474	0.8924666	0.96784985	0.9112534	0.9151629	0.931508	0.8689957	0.91091436	0.83771783	0.9117742	0.91294307	0.94389343	0.94968593	0.96578604	0.9319636	0.9489822	0.96362317	0.0	0.6824217	0.8438831	0.944351	0.9402305	0.8829036	0.8890321	0.8868388	0.8824741	0.91924804
water/noun	0.9422504	0.9315303	0.8154767	0.8440745	0.63082886	0.94353133	0.90857303	0.8068673	0.95545036	0.87032837	0.89042926	0.90550536	0.9371466	0.91989577	0.9618629	0.89873904	0.8900602	0.9053681	0.9619338	0.9298503	0.90831566	0.82954836	0.90117806	0.81207675	0.8251264	0.88743836	0.8986289	0.9165221	0.93163115	0.8683454	0.8413845	0.7920491	0.9550183	0.8740323	0.9153615	0.8776664	0.830261	0.84364927	0.9124015	0.9213485	0.89651906	0.8404921	0.86495984	0.94199336	0.63542604	0.766956	0.94907725	0.93957114	0.93355596	0.96321845	0.9089016	0.89477116	0.8930884	0.9364209	0.85774136	0.92169416	0.8948716	0.8721145	0.9004631	0.6660756	0.8944289	0.8698469	0.93547	0.96733177	0.94398975	0.9390556	0.9120664	0.9489628	0.6824217	0.0	0.756925	0.93381006	0.930982	0.8806335	0.8119922	0.8619093	0.85951906	0.91026986
weg/noun	0.95064765	0.9303717	0.79764515	0.86865056	0.8714195	0.9470333	0.9126617	0.9279211	0.9517357	0.8872344	0.90659416	0.90089965	0.93898314	0.90204287	0.9306245	0.8945746	0.8849686	0.9270127	0.9434991	0.90927935	0.8838472	0.84810114	0.90885186	0.88356626	0.89808464	0.8727703	0.88897973	0.90022546	0.90837365	0.8866284	0.8261125	0.7955402	0.9361034	0.8885086	0.91420114	0.89622253	0.90365	0.87136877	0.93176174	0.9277411	0.9130427	0.86246854	0.9168135	0.9327719	0.7891366	0.72911227	0.8711259	0.957037	0.9075322	0.9757541	0.8966149	0.95180607	0.87773025	0.9563314	0.92400694	0.88255143	0.9121146	0.9086968	0.92069906	0.92574227	0.9402704	0.9026367	0.93193704	0.97837955	0.94084287	0.9021081	0.93020016	0.95337915	0.8438831	0.756925	0.0	0.92248964	0.8833707	0.8650315	0.895554	0.8737997	0.8621216	0.92397845
wending/noun	0.9492487	0.8938497	0.89652896	0.9092126	0.9315882	0.9343608	0.909995	0.9187963	0.88493526	0.79926276	0.8608013	0.7963749	0.87478054	0.9393199	0.9215005	0.91328543	0.9547922	0.8485869	0.8864754	0.8679491	0.89876556	0.83429354	0.8269447	0.8322247	0.8740251	0.81065154	0.8369069	0.9439747	0.8445583	0.8673936	0.8587327	0.8856719	0.8804057	0.8324802	0.89062977	0.86766577	0.85701513	0.8463698	0.87610435	0.8770025	0.89576703	0.82508403	0.7973124	0.86008024	0.86986077	0.8985106	0.91523916	0.9205196	0.90466654	0.9245972	0.8944459	0.9140392	0.91567814	0.9242215	0.8847039	0.89290917	0.9241307	0.88645524	0.85935724	0.9426323	0.9079848	0.89006966	0.8337204	0.9086952	0.9522872	0.9249804	0.8793841	0.8797177	0.944351	0.93381006	0.92248964	0.0	0.88631624	0.8028829	0.89031464	0.7959834	0.7995662	0.9132599
werk/noun	0.8857752	0.8554013	0.8695447	0.8493273	0.92882144	0.934548	0.87680095	0.93604684	0.90363216	0.7689131	0.8614577	0.79387385	0.9171807	0.9008464	0.87357366	0.91839767	0.8875414	0.8020615	0.9435319	0.86962533	0.8745765	0.82122797	0.8697786	0.8673253	0.8754949	0.8372495	0.8259798	0.78809863	0.7946264	0.9231195	0.8311285	0.8770854	0.9296187	0.8614943	0.8575434	0.8751022	0.907651	0.81157625	0.8950805	0.8499323	0.8559257	0.81034046	0.7362573	0.94175977	0.8151884	0.8505056	0.8528959	0.9421388	0.9172936	0.8744706	0.8506422	0.9100258	0.9172778	0.91907835	0.8688772	0.8419182	0.8162805	0.9350157	0.87027085	0.93972975	0.94255155	0.8527858	0.8234968	0.9400926	0.89401853	0.87054557	0.886615	0.9375263	0.9402305	0.930982	0.8833707	0.88631624	0.0	0.81613964	0.8276912	0.76863617	0.8314253	0.8971371
werkelijkheid/noun	0.9343492	0.8848544	0.8646228	0.84032404	0.8833677	0.91045666	0.8830373	0.89741933	0.88712645	0.7605246	0.7840588	0.75046563	0.8500819	0.92418766	0.9106529	0.9069689	0.88044107	0.8707744	0.8477274	0.7797126	0.88031125	0.7012824	0.819009	0.79749095	0.8048575	0.7730191	0.7738533	0.8753687	0.85617507	0.84860814	0.80349207	0.81635493	0.85660475	0.70112485	0.8608636	0.8167721	0.79141617	0.80327153	0.85497963	0.8633998	0.8653747	0.7524042	0.76847804	0.8839023	0.7822948	0.7532704	0.9093276	0.9059151	0.85828835	0.9223997	0.8519728	0.8514031	0.9025864	0.9686383	0.8638295	0.8844358	0.92672664	0.8610275	0.8141678	0.92504644	0.9210761	0.8634237	0.8324883	0.9379194	0.93072325	0.88729	0.8638342	0.90784913	0.8829036	0.8806335	0.8650315	0.8028829	0.81613964	0.0	0.839859	0.7526133	0.69280696	0.8849981
werking/noun	0.93779904	0.8153596	0.80581623	0.8245182	0.85885215	0.9050361	0.73735917	0.7873403	0.88865364	0.80250794	0.8340689	0.8145331	0.9043794	0.8624909	0.84844863	0.8851213	0.8495776	0.8783808	0.8487726	0.83150154	0.87070936	0.7844421	0.82527673	0.619923	0.75658226	0.84220296	0.76163816	0.75616646	0.88967377	0.80314696	0.8521987	0.81304896	0.93245274	0.784533	0.84823096	0.7467269	0.81469345	0.7787843	0.86208916	0.8843528	0.78060496	0.7895215	0.8603978	0.932462	0.75269353	0.82866716	0.8835639	0.9409343	0.89356786	0.9255333	0.9100337	0.9158959	0.9156099	0.93144643	0.7949803	0.7695466	0.871374	0.87508595	0.8506438	0.8593707	0.93565047	0.72078633	0.7524525	0.93484414	0.87972236	0.8384266	0.8482426	0.9301555	0.8890321	0.8119922	0.895554	0.89031464	0.8276912	0.839859	0.0	0.7821171	0.837441	0.8679699
zeer/adv	0.9233624	0.8123012	0.7628907	0.8309846	0.86537087	0.90189546	0.78415275	0.87265944	0.86543685	0.39818984	0.7661767	0.49234176	0.86629504	0.8903069	0.84426713	0.88704044	0.83115166	0.8608285	0.8173364	0.78976196	0.8346039	0.7819196	0.80490476	0.73892605	0.7555798	0.31062454	0.7358782	0.8145406	0.8140278	0.79517967	0.64147997	0.8535386	0.7836274	0.6064787	0.8394699	0.7755763	0.74046147	0.76262105	0.76222026	0.84401137	0.80383164	0.4573471	0.76542675	0.87454605	0.76319087	0.7203442	0.87224513	0.93480027	0.8259822	0.8396805	0.8134145	0.854634	0.87169087	0.92823774	0.785887	0.8095178	0.8694324	0.8655145	0.7900731	0.89084136	0.89050794	0.76978266	0.74744177	0.92127883	0.87383854	0.8796404	0.7996541	0.8809548	0.8868388	0.8619093	0.8737997	0.7959834	0.76863617	0.7526133	0.7821171	0.0	0.4846229	0.84632534
