	altijd/adv	belofte/noun	braaf/adj	nieuws/noun	bekentenis/noun	duur_voort/adj	vonnis/noun	zaterdag/noun	nu/adv	dinsdag/noun	kamer/noun	uitdrukkelijk/adj	door/prep	standpunt/noun	probatie_uitstel/noun	maatregel/noun	besluit/noun	getuigenis/noun	patent/noun	overigens/adv	afschaffing/noun	vandaag/adv	invoering/noun	na/prep	Hof/name	schorsing/noun	dag/noun	wetswijziging/noun	Volkscongres/name	publiekelijk/adj	federatie/noun	oordeel/noun	overtuiging/noun	Fortuyn/name	Groen/name	dus/adv	passage/noun	bezwaar/noun	doodvonnis/noun	EADS/name	woordvoerder/noun	regel/noun	toekenning/noun	amnestie_wet/noun	deels/adv	omdat/comp	definitief/adj	snel/adj	onmiddellijk/adj	beschuldiging/noun	bond/noun	vervolgens/adv	schielijk/adj	decreet/noun	benoeming/noun	aankoop/noun	bevel/noun	daarmee/pp	zij/pron	haastig/adj	uitspraak/noun	beslissing/noun	daarna/pp	alles/noun	bestuur_accoord/noun	die/det	minister/noun	verdachte/noun	afgelopen/adj	mogelijk/adj	boycot/noun	hoewel/comp	uitslag/noun	overname/noun	om/comp	al/comp	niet/adv	dan/adv	stellingname/noun	eventueel/adj	afspraak/noun	desnoods/adv	richtlijn/noun	aantijging/noun	verbod/noun	echter/adv	hof/noun	Bill/name	om/prep	ze/pron	Arafat/name	Europees/name	verhaal/noun	stem/noun	plots/adj	mening/noun	waarschuwing/noun	Bush/name	verklaring/noun	A./name	Ray/name	inderdaad/adv	woord/noun	ijlings/adv	mededeling/noun	Hooggerechtshof/name	stelling/noun	toen/comp	half/adj	eerste/num	schoon_vader/noun	inmiddels/adv	Dierckxsens/name	maandag/noun	jaar_cijfer/noun	Leterme/name	wet/noun	brief/noun	arrest/noun	veroordeling/noun	NIOD/name	daarna/adv	bron/noun	noch/vg	weekeinde/noun	Lodewijk/name	fatwa/noun	min/adv	rechtbank/noun	regeling/noun	wegens/prep	refs/noun	het/det	plan/noun	Lagos/name	Europese/name	maar/vg	steeds/adv	uitgeweken/adj	weer/adv	maal/noun	zondag_avond/noun	Blatter/name	intussen/adv	laat/adj	of/vg	vergissing/noun	woensdag/noun	Roe/name	dit/det	staking/noun	Wahid/name	stap/adv	scheidsrechter/noun	dat/det	regering/noun	geleden/adj	al/adv	formeel/adj	week/noun	onder/adv	gisteren/adv	hij/pron	bewering/noun	nooit/adv	nadat/comp	ontslag/noun	in_vrijheid_stelling/noun	ook/adv	veiligheidsmaatregel/noun	getuige/noun	zolang/comp	capitulatie/noun
waarschuwing/noun	0.87205184	0.8299767	0.8576246	0.77165455	0.7749425	0.7875054	0.76413965	0.93915737	0.87670743	0.8665209	0.9136047	0.74110633	0.74731475	0.7402721	0.90869075	0.6521892	0.7269728	0.7608124	0.8387006	0.73253155	0.807909	0.81668776	0.8231458	0.84928405	0.8705069	0.8270297	0.8562636	0.78440493	0.8319201	0.7129215	0.8254014	0.7253945	0.81689095	0.82128817	0.9063947	0.81694996	0.7632329	0.72544533	0.78100383	0.88656884	0.8272198	0.7489921	0.82852125	0.8564607	0.838968	0.75302064	0.8706043	0.8727571	0.7376829	0.6485717	0.79250616	0.7855179	0.8914858	0.80391526	0.76091826	0.8444482	0.7081144	0.7743633	0.7748637	0.76908195	0.7097359	0.778377	0.8268789	0.8856622	0.904055	0.80872566	0.8523376	0.81329685	0.827658	0.8087088	0.7303345	0.73046255	0.8592906	0.8302609	0.8064948	0.8344819	0.8279381	0.8344366	0.73967844	0.75936174	0.74985135	0.7835016	0.6807188	0.67618847	0.6842381	0.7205056	0.823315	0.8723049	0.89986736	0.812259	0.7462604	0.86251986	0.84367967	0.8509362	0.83466816	0.784443	0.0	0.7483064	0.6683346	0.94268596	0.9149343	0.8325173	0.787751	0.8522724	0.6103847	0.79453534	0.7386009	0.8260132	0.9343723	0.89781547	0.8811199	0.8307903	0.90174586	0.85459846	0.83090186	0.84170085	0.7833178	0.70686054	0.78424954	0.6820755	0.8482275	0.8419938	0.7925456	0.79306805	0.80735946	0.89067435	0.8272994	0.82514876	0.85052764	0.7814802	0.7527035	0.8690156	0.84625125	0.79697573	0.83940005	0.8067765	0.80344695	0.80453336	0.8856351	0.871151	0.8215201	0.8550528	0.801611	0.819471	0.88906837	0.81710243	0.75068027	0.8722254	0.96249014	0.8226276	0.7829239	0.7700784	0.8979129	0.85762405	0.8300183	0.77226675	0.91565526	0.8574705	0.7454391	0.81505007	0.8287167	0.7165028	0.80546266	0.6610915	0.85951424	0.7408229	0.76962376	0.85335934	0.7995113	0.6759444	0.796503	0.7860031	0.81444544
Bush/name	0.8673485	0.84384984	0.8787408	0.85025626	0.8271358	0.81983393	0.7927681	0.9022846	0.8916195	0.8290674	0.96007496	0.69876945	0.7783226	0.7259339	0.9581231	0.81107557	0.7029555	0.8153634	0.8649002	0.7776426	0.811058	0.76021665	0.8643374	0.8488911	0.8314434	0.9029803	0.92382926	0.7904422	0.72431767	0.6113493	0.81014305	0.8230619	0.7996217	0.7091725	0.8346913	0.8951475	0.85522515	0.7796447	0.7485329	0.885623	0.764921	0.89845884	0.8677138	0.8500793	0.8761742	0.82928514	0.8303899	0.9075148	0.8123314	0.73985	0.745	0.8405645	0.8905962	0.8064659	0.68120205	0.8946669	0.746554	0.77237093	0.69515145	0.82793725	0.76381755	0.8027062	0.8830694	0.9148341	0.8629414	0.82496524	0.7223525	0.854066	0.82745355	0.8534622	0.71870506	0.7422344	0.8386265	0.8629125	0.7992665	0.8524233	0.8723208	0.9083866	0.7619197	0.8153033	0.8818873	0.7773068	0.85388803	0.72389305	0.78686535	0.7650744	0.7804178	0.5239018	0.89909506	0.80882543	0.44338822	0.79134244	0.9259705	0.7864637	0.9080606	0.82857263	0.7483064	0.0	0.7345847	0.89736927	0.84912336	0.87500244	0.82883245	0.84869784	0.7810762	0.6275854	0.790278	0.82444793	0.9410071	0.8975622	0.8347695	0.8449426	0.8945104	0.8205502	0.87320256	0.7629408	0.80738986	0.7609441	0.8252752	0.80528	0.8061947	0.90125495	0.798133	0.71939373	0.7455524	0.82445896	0.77780133	0.8692131	0.8391813	0.87411827	0.85278666	0.9002494	0.868582	0.78825146	0.7290838	0.7387681	0.86469615	0.8304722	0.8661026	0.91979074	0.88363856	0.87304634	0.66808414	0.80797416	0.90447533	0.89319533	0.81414115	0.82966113	0.9510882	0.8627441	0.83274823	0.5443543	0.8970289	0.89408594	0.87296665	0.56574035	0.900909	0.8677051	0.6766082	0.81500053	0.8539342	0.6335716	0.68344885	0.7059703	0.8640074	0.7368906	0.78030956	0.88607883	0.8723769	0.78552824	0.85283536	0.7569709	0.7845885
verklaring/noun	0.87881815	0.80885506	0.88703537	0.8205794	0.54277563	0.8138896	0.6886983	0.963538	0.89684033	0.87907743	0.9211763	0.7293988	0.7622136	0.6897503	0.90756977	0.7591121	0.6881207	0.5391314	0.81981087	0.69764304	0.85239303	0.8155272	0.87263507	0.87032056	0.86207557	0.9013915	0.9220755	0.76729023	0.8066111	0.696013	0.8438484	0.69685215	0.783593	0.8253158	0.8889017	0.8578598	0.74044466	0.7541114	0.77935475	0.8961502	0.7500891	0.778185	0.8222381	0.8356854	0.7912313	0.7718959	0.8734818	0.88205427	0.8179758	0.59384537	0.76505804	0.81714666	0.8881701	0.7883066	0.7468006	0.8626696	0.74610263	0.82149917	0.7217041	0.8281119	0.6605462	0.74581707	0.8974171	0.91466063	0.82904565	0.81822336	0.8219799	0.6763309	0.86934465	0.8397778	0.8284625	0.71589255	0.8258614	0.87082684	0.8444284	0.82190907	0.8424485	0.88306797	0.7344187	0.8075795	0.7556156	0.82935715	0.71146005	0.63624763	0.81184274	0.69449306	0.7290383	0.8223653	0.9149535	0.8320954	0.74268866	0.8379309	0.7382485	0.8770168	0.87165403	0.76389974	0.6683346	0.7345847	0.0	0.8568184	0.90290666	0.8171212	0.76452327	0.8667009	0.5871196	0.7788172	0.68981117	0.8825482	0.9496853	0.9303106	0.85701025	0.8182609	0.9295637	0.8649948	0.82036036	0.81157887	0.77437294	0.664723	0.732973	0.70854205	0.80298936	0.8957843	0.68939507	0.7488806	0.8604239	0.86894065	0.8356542	0.84200495	0.7749084	0.7559889	0.7839297	0.86372733	0.84902966	0.7701726	0.8433045	0.8310925	0.81655264	0.8371252	0.9102673	0.91315514	0.88770914	0.8971751	0.798504	0.814786	0.9170947	0.8692352	0.78957015	0.89242923	0.94737107	0.8308048	0.86008894	0.71463615	0.8858938	0.90645385	0.819365	0.75026214	0.93351555	0.8861942	0.7118988	0.8560959	0.8331152	0.6932518	0.77283126	0.5774995	0.8697171	0.79577804	0.801555	0.7780968	0.8393477	0.77237236	0.6602189	0.8108144	0.8275095
A./name	0.9855051	0.89317805	0.944435	0.9467955	0.81495196	0.9796783	0.83887506	0.81160444	0.97995174	0.8199757	0.95423126	0.91237026	0.89880216	0.94670945	0.8471495	0.9533362	0.91787434	0.8794678	0.9270574	0.9185019	0.9458405	0.8831692	0.9570322	0.9117525	0.85619503	0.86536825	0.9477763	0.908817	0.93296397	0.8683301	0.9091568	0.91327244	0.96195716	0.8674513	0.763933	0.98887855	0.9498841	0.9106798	0.90863985	0.9261134	0.67800975	0.970115	0.9369821	0.95991504	0.9583976	0.9376064	0.9585655	0.97741467	0.9173676	0.8354808	0.90808547	0.9265057	0.9391812	0.9408769	0.792531	0.95126355	0.896852	0.9480046	0.92264503	0.91474795	0.8715577	0.9541584	0.94112563	0.9918649	0.9524534	0.97418976	0.8355021	0.74981177	0.91975886	0.9736931	0.9543499	0.93918097	0.83441883	0.9384426	0.9858921	0.9839875	0.98220026	0.98814553	0.9186819	0.95249987	0.9367434	0.94531673	0.93531066	0.84251785	0.94459426	0.94433165	0.8220631	0.8152493	0.9546001	0.9648727	0.9236367	0.9002318	0.9667254	0.8742897	0.96042705	0.95041513	0.94268596	0.89736927	0.8568184	0.0	0.81513816	0.9714333	0.96313435	0.9381355	0.8990969	0.8907352	0.9242096	0.9262694	0.81770706	0.9336041	0.8041035	0.83428574	0.7210005	0.8392875	0.90085787	0.89552224	0.9599119	0.85730094	0.9032066	0.8424982	0.8929469	0.9602156	0.93828243	0.8967632	0.875248	0.73170584	0.9551089	0.9755701	0.7509699	0.95436597	0.88987887	0.9312215	0.95486474	0.9349588	0.88906425	0.92736244	0.98600477	0.9796693	0.8719661	0.9836373	0.911148	0.8440354	0.8793576	0.9104443	0.9675444	0.95502454	0.9349178	0.8175475	0.5912458	0.9738403	0.94276035	0.8990332	0.9610656	0.80589366	0.9773222	0.9488805	0.92554986	0.96620905	0.8870149	0.93129355	0.8963163	0.749099	0.9162489	0.86677426	0.98085207	0.8648975	0.8456206	0.8935937	0.9724304	0.9354828	0.8476631	0.97488344	0.9263315
Ray/name	0.9072058	0.8809642	0.78605986	0.9009894	0.84765255	0.90366447	0.90580493	0.84521085	0.9319717	0.8583194	0.9081184	0.88798165	0.79598856	0.92943966	0.9660205	0.9508265	0.9334091	0.78790367	0.86906785	0.89001495	0.94233155	0.88137853	0.95304686	0.89829445	0.9054246	0.8954849	0.9162668	0.93184817	0.931947	0.8588304	0.9241893	0.9122306	0.9062389	0.8721617	0.86764014	0.9192243	0.84359443	0.9401618	0.86971	0.9044828	0.8360283	0.94624364	0.8929016	0.9489711	0.87172914	0.89443475	0.91580486	0.9391671	0.9107225	0.8913279	0.9261129	0.872479	0.8891638	0.9200266	0.85881865	0.93055654	0.89226747	0.93996793	0.8539431	0.8730059	0.89736086	0.9464458	0.86641455	0.94028264	0.9363294	0.88675493	0.87343174	0.88652	0.9275255	0.9420651	0.8887314	0.8565618	0.9155279	0.91342765	0.91835165	0.8991739	0.92777455	0.92100906	0.898744	0.92336875	0.9397566	0.88521683	0.93251044	0.84347296	0.93321437	0.9125777	0.8951652	0.5697698	0.911685	0.86044633	0.8646829	0.93255055	0.80096495	0.8382307	0.872627	0.93554026	0.9149343	0.84912336	0.90290666	0.81513816	0.0	0.89613044	0.89649034	0.8998088	0.9108969	0.8527073	0.90098304	0.8295123	0.9332048	0.9012756	0.74273574	0.80708265	0.8619063	0.86663616	0.9057846	0.8901855	0.93777007	0.9008486	0.9127081	0.9118303	0.90675163	0.8798522	0.9089963	0.8720202	0.8891639	0.7718121	0.93165946	0.8885535	0.9189074	0.94640124	0.9093065	0.89894587	0.8982147	0.93591845	0.86561596	0.9489397	0.8808965	0.9276432	0.8213289	0.9273592	0.92251503	0.83696544	0.86696583	0.8439371	0.8950139	0.82082653	0.8902138	0.84288025	0.87021655	0.9188378	0.9213821	0.89825034	0.89770925	0.88033485	0.91540116	0.91446227	0.8961739	0.91108644	0.8992665	0.91304755	0.75621164	0.8363805	0.8130319	0.86014915	0.9123189	0.83145	0.8841674	0.9085442	0.89672256	0.9113531	0.8534254	0.91752106	0.9141594
inderdaad/adv	0.59614015	0.89398265	0.7300536	0.8290194	0.8410484	0.7722573	0.85909414	0.9601465	0.67414075	0.95771164	0.90327793	0.8323157	0.8757596	0.8300462	0.9674828	0.8190964	0.8773794	0.801508	0.8486457	0.5547575	0.9023738	0.90124625	0.9043494	0.8854401	0.9352599	0.9390762	0.90976834	0.8571788	0.91478	0.821031	0.91174066	0.8309622	0.80155355	0.8359122	0.927059	0.51221347	0.7399279	0.8711124	0.8743154	0.9117901	0.9443566	0.8332889	0.8779852	0.9229249	0.8349448	0.6584823	0.87576187	0.77675116	0.8455489	0.8192246	0.88135684	0.8367668	0.917552	0.8884993	0.8943729	0.89303833	0.90712655	0.816697	0.75311035	0.8155823	0.8209958	0.8384305	0.87702024	0.73468626	0.9036106	0.63197356	0.94786537	0.86226904	0.8865627	0.7826898	0.8914769	0.59123105	0.8349374	0.90560615	0.7314451	0.495328	0.6413618	0.59541416	0.7865926	0.83711445	0.8882367	0.8535774	0.87744313	0.78806514	0.89150804	0.5489787	0.8860615	0.9215711	0.91307783	0.6885452	0.86699426	0.9422001	0.7474301	0.8519437	0.727349	0.81368506	0.8325173	0.87500244	0.8171212	0.9714333	0.89613044	0.0	0.77089953	0.91952395	0.84594715	0.8970784	0.78346765	0.854951	0.93419015	0.8964615	0.8822787	0.8190061	0.9040397	0.9515194	0.88370043	0.83058965	0.86800236	0.8981669	0.860731	0.8611724	0.84221625	0.8153736	0.8474644	0.8171469	0.8992605	0.8997706	0.89305586	0.8135664	0.9257844	0.86689556	0.8798047	0.8252728	0.82583016	0.87473	0.91782266	0.9336535	0.53047204	0.7003295	0.92682105	0.7809792	0.9071385	0.89810574	0.8546674	0.761944	0.8621007	0.81355286	0.713793	0.9580866	0.98025084	0.7152002	0.91263497	0.8744511	0.83924556	0.8983469	0.51337403	0.90180576	0.92578924	0.76221156	0.82290995	0.90858316	0.8968118	0.9065247	0.73909056	0.70906043	0.6985384	0.90359896	0.93057454	0.90702546	0.5804288	0.8324283	0.8634689	0.723488	0.8936334
woord/noun	0.7744269	0.871587	0.82224274	0.85314465	0.8345795	0.7878415	0.8474581	0.9789237	0.86126053	0.9569285	0.90677	0.7994195	0.86111104	0.7711731	0.96394366	0.87667173	0.8439103	0.7724825	0.8770252	0.75348353	0.92177576	0.9116402	0.95153785	0.930523	0.95067716	0.94276804	0.90870416	0.87938005	0.89197385	0.7362134	0.9047828	0.75615025	0.7853614	0.81179386	0.9298806	0.7901385	0.66083497	0.8550051	0.8367421	0.93588597	0.9220597	0.79175764	0.9222563	0.9053011	0.8677101	0.80045176	0.9196513	0.906683	0.88195664	0.8283615	0.8990811	0.80934495	0.8950244	0.8859284	0.8739205	0.9315783	0.8782828	0.8849531	0.7821603	0.8061825	0.7369852	0.8349819	0.8880134	0.8051503	0.9030073	0.753268	0.91339093	0.9172387	0.9279131	0.87321085	0.88547015	0.7854437	0.90661424	0.9530364	0.8293516	0.7652489	0.7707672	0.7883004	0.7849097	0.90490687	0.8730873	0.8516139	0.8621167	0.8192071	0.9053302	0.8096912	0.90594167	0.87867236	0.9116133	0.7233213	0.8675071	0.9231934	0.66752446	0.76825523	0.8552778	0.7385525	0.787751	0.82883245	0.76452327	0.96313435	0.89649034	0.77089953	0.0	0.89812565	0.78152937	0.914263	0.77883184	0.88238746	0.9370208	0.93714154	0.8625829	0.89488345	0.9420199	0.95100737	0.9302194	0.84400594	0.84758234	0.78642666	0.8633628	0.8808407	0.8530915	0.8726628	0.85855997	0.8000147	0.9152712	0.8840375	0.850225	0.8484945	0.9562012	0.8931665	0.9341478	0.898138	0.8916232	0.89613914	0.9050957	0.94258547	0.7354872	0.82270247	0.91358536	0.8732136	0.8851521	0.92564887	0.8572869	0.89394855	0.8946131	0.8117478	0.82896566	0.9613524	0.97859776	0.87734526	0.9323932	0.8242439	0.88784707	0.91395324	0.77404314	0.8766396	0.9307722	0.8819369	0.83144414	0.9134136	0.889395	0.87599283	0.7191632	0.74923986	0.7633376	0.9103932	0.9005074	0.9204552	0.8056795	0.8750135	0.8703797	0.8506288	0.88546515
ijlings/adv	0.9230021	0.9191918	0.91634077	0.89689296	0.8799695	0.8352625	0.9061655	0.92432773	0.9188424	0.8760328	0.88155246	0.83349055	0.81265277	0.88303494	0.95768136	0.88342196	0.8319555	0.8806731	0.90306497	0.8757373	0.9079313	0.8343857	0.92973477	0.8390294	0.90547156	0.897326	0.889923	0.8579037	0.86142856	0.81901765	0.8688603	0.91764265	0.92571586	0.87671286	0.89711475	0.8999494	0.9018401	0.8619082	0.8880514	0.911459	0.8610171	0.9101692	0.9195089	0.89011383	0.86193514	0.8330569	0.8276148	0.80110323	0.72019154	0.8655528	0.8418188	0.70482033	0.77334654	0.8780517	0.85230947	0.8912905	0.8255751	0.8502905	0.820498	0.7408724	0.8954092	0.89046776	0.774181	0.9069561	0.91165733	0.851305	0.85030293	0.86546206	0.87214935	0.8573271	0.8554772	0.868914	0.93163025	0.89644915	0.8160053	0.919369	0.92636776	0.8788941	0.8899478	0.83951074	0.90461755	0.7844788	0.8838276	0.85049534	0.87018	0.8591314	0.87612605	0.8759129	0.90625507	0.8061781	0.8445148	0.89393955	0.92060506	0.9126847	0.80983603	0.93084246	0.8522724	0.84869784	0.8667009	0.9381355	0.8998088	0.91952395	0.89812565	0.0	0.83855015	0.833211	0.882429	0.7778262	0.9363154	0.90747803	0.8869102	0.8049909	0.90657306	0.85051024	0.91323113	0.9027065	0.8740046	0.8506367	0.91112924	0.9095909	0.8686795	0.7841965	0.90297216	0.8742994	0.823856	0.8715072	0.9235759	0.9088498	0.8865568	0.8837745	0.8719347	0.88134015	0.8445088	0.8723157	0.853594	0.87950736	0.8936621	0.87638205	0.86396116	0.81633735	0.9102189	0.83036083	0.8488626	0.8187411	0.8587756	0.85800266	0.8907389	0.8760866	0.9688617	0.9091863	0.8715851	0.8147605	0.86317575	0.9085979	0.91416425	0.80397964	0.88806593	0.9203855	0.8197161	0.86818355	0.8850947	0.7885928	0.79969984	0.8608825	0.8971827	0.7279121	0.8486284	0.9147253	0.9035438	0.84994674	0.84258115	0.86281216	0.8645819
mededeling/noun	0.8724299	0.85584015	0.87671363	0.6138654	0.7281903	0.83679307	0.73917955	0.90950274	0.88309956	0.7999251	0.91069543	0.738399	0.7891782	0.6879562	0.94881666	0.739488	0.6261749	0.7532001	0.85933673	0.7076206	0.84486514	0.7209443	0.85262144	0.8334291	0.8818758	0.87611777	0.8668486	0.7824819	0.8322128	0.7187466	0.82131755	0.7218541	0.8462348	0.824425	0.83782554	0.8417438	0.754797	0.76411617	0.8341162	0.8458574	0.66707766	0.81761825	0.79630816	0.89760774	0.83585715	0.7737803	0.8181139	0.8956736	0.7934806	0.7013005	0.70230454	0.78100073	0.8670265	0.8205209	0.6903201	0.8104942	0.7820754	0.7778968	0.7714269	0.7951595	0.6205248	0.6964023	0.83988255	0.9118365	0.81562066	0.82978725	0.77059215	0.81798494	0.81096375	0.84558904	0.8059412	0.73726606	0.80741954	0.74389374	0.8426612	0.82815045	0.8317468	0.85326785	0.7607433	0.7999613	0.70317423	0.83775115	0.73943156	0.67375517	0.8030471	0.7045951	0.8076017	0.8526707	0.8863601	0.81327176	0.7807183	0.8511795	0.7993429	0.8915551	0.84010303	0.8019241	0.6103847	0.7810762	0.5871196	0.8990969	0.9108969	0.84594715	0.78152937	0.83855015	0.0	0.8126677	0.7680568	0.81218237	0.9403087	0.90803754	0.8690713	0.7991769	0.9107501	0.7845353	0.65948486	0.773357	0.8442015	0.57998604	0.77011156	0.8021559	0.80926734	0.85133684	0.7644496	0.7032091	0.81289124	0.8633432	0.8781154	0.860097	0.84969777	0.7883484	0.8562509	0.8797176	0.8291491	0.76728076	0.83764374	0.8108062	0.80551845	0.8478294	0.9137661	0.8670652	0.8927873	0.83748543	0.759539	0.80707824	0.8744248	0.85801184	0.80968064	0.81735057	0.9657737	0.83169246	0.7767357	0.72774434	0.8904873	0.8855129	0.8368758	0.79309523	0.8950607	0.87861663	0.6722399	0.77084756	0.8342313	0.6105602	0.76546717	0.674175	0.8786256	0.72105795	0.7099018	0.8450372	0.8231824	0.7682638	0.8124739	0.8202805	0.842554
Hooggerechtshof/name	0.92501765	0.90071034	0.9243175	0.8621843	0.7647969	0.8774346	0.55689013	0.88187873	0.88236654	0.76299256	0.87177444	0.7007122	0.7574813	0.7731184	0.89652663	0.78226763	0.6380544	0.7872656	0.7891147	0.79729617	0.8005661	0.7468621	0.82439494	0.82773876	0.55723035	0.83264995	0.8746898	0.7137803	0.6795292	0.71049654	0.7287204	0.7604255	0.85724306	0.85028124	0.8681601	0.8871783	0.87496877	0.7268023	0.70083326	0.86042637	0.8110428	0.8293862	0.7901509	0.7121923	0.8373939	0.75150096	0.70380557	0.90911186	0.7476651	0.6950493	0.690478	0.79520535	0.89876604	0.7085109	0.6857718	0.863437	0.72945476	0.7818419	0.70922685	0.84325916	0.64552355	0.71094704	0.8496127	0.91295606	0.8675628	0.83861965	0.76152474	0.7006206	0.8307326	0.83625513	0.72551966	0.7938558	0.78893536	0.8316709	0.80563116	0.887849	0.8895949	0.9062694	0.8121367	0.7510389	0.87659264	0.7741648	0.7557831	0.71843207	0.69120055	0.7454143	0.47162902	0.7398101	0.8754618	0.82946	0.6661457	0.66027796	0.921914	0.8334847	0.9059032	0.8765652	0.79453534	0.6275854	0.7788172	0.8907352	0.8527073	0.8970784	0.914263	0.833211	0.8126677	0.0	0.8103031	0.8149116	0.9384196	0.9029299	0.86471045	0.78376776	0.904188	0.75615084	0.8248751	0.83349913	0.66590405	0.8287473	0.6362258	0.644869	0.81087863	0.8566164	0.79916054	0.80373293	0.78097534	0.8828043	0.81525123	0.86590356	0.54612565	0.7934709	0.70877045	0.89603585	0.8357469	0.8090042	0.79126185	0.69182265	0.8741753	0.8742173	0.8612059	0.90094197	0.87840694	0.85397124	0.7217977	0.786788	0.89659655	0.88637793	0.8283512	0.7753396	0.9439779	0.8476678	0.76600933	0.669219	0.9038869	0.8567709	0.86801785	0.5672704	0.8665235	0.84791994	0.6069392	0.78542805	0.8493832	0.6302972	0.7645355	0.77518994	0.90242803	0.6446316	0.7538689	0.70612717	0.90280056	0.7814256	0.79756	0.75398546	0.8044873
stelling/noun	0.8124238	0.8516761	0.84995747	0.85757303	0.773301	0.79753804	0.7480813	0.93512964	0.8644069	0.9012921	0.8721098	0.7489451	0.78502774	0.52554595	0.9450484	0.7842796	0.7361896	0.7121703	0.84020674	0.71510375	0.8160369	0.84131396	0.86829835	0.89341354	0.8679867	0.88421893	0.91411495	0.78152776	0.85138905	0.7275461	0.83735347	0.6828786	0.6695087	0.7850161	0.86437696	0.82192695	0.7622352	0.76200676	0.7993209	0.9156089	0.84003055	0.78552824	0.8486563	0.8743045	0.80541515	0.7842783	0.8515822	0.8724855	0.83760786	0.6742294	0.81686765	0.7837606	0.89778775	0.80662715	0.7746282	0.8880017	0.802923	0.7353332	0.7454075	0.8104091	0.6575731	0.7301173	0.8518796	0.8784644	0.82921124	0.7994747	0.82863104	0.825375	0.8867689	0.8508961	0.8195859	0.7301996	0.8293576	0.9110829	0.8026995	0.80838567	0.8102161	0.8580897	0.6457341	0.8477164	0.82917464	0.7950856	0.77717996	0.65940344	0.7963412	0.7077352	0.791434	0.8986953	0.93214595	0.8119392	0.80759	0.84382826	0.75873506	0.8266345	0.86619365	0.6788768	0.7386009	0.790278	0.68981117	0.9242096	0.90098304	0.78346765	0.77883184	0.882429	0.7680568	0.8103031	0.0	0.8694436	0.93843246	0.9209728	0.8646903	0.8333103	0.8753185	0.8908958	0.90724254	0.7784766	0.80746233	0.8164372	0.76066005	0.77186733	0.8274934	0.8478708	0.7851055	0.7648798	0.85697556	0.8658978	0.85982805	0.81248134	0.852521	0.80537367	0.86307824	0.857406	0.8276584	0.766297	0.868703	0.87611854	0.784377	0.7986331	0.8797173	0.8523769	0.85242707	0.89566463	0.8152623	0.8069663	0.9075813	0.84321344	0.77429104	0.90776217	0.95313674	0.81813735	0.88144374	0.7960308	0.8217784	0.9001813	0.7984438	0.7539476	0.9351044	0.88875145	0.7628273	0.8823562	0.8619125	0.7550988	0.78674054	0.51948017	0.8549683	0.8277045	0.8529661	0.85984194	0.8228462	0.8211265	0.8252206	0.770871	0.81506705
toen/comp	0.84254706	0.8951334	0.8340513	0.8156651	0.7942407	0.79251015	0.85353595	0.82282156	0.7948415	0.7706785	0.81165767	0.87513417	0.7205993	0.91200435	0.9160112	0.9410465	0.84423757	0.83598155	0.8895292	0.88058466	0.92334366	0.8252188	0.93428624	0.62383485	0.922435	0.87354994	0.74733436	0.8481583	0.8752132	0.76770747	0.91178566	0.92981505	0.89847356	0.82874435	0.89988375	0.86052537	0.89096653	0.92934155	0.8313507	0.9013147	0.90394586	0.96140486	0.8978896	0.8793462	0.9030129	0.7537867	0.8102945	0.7398319	0.7039629	0.8413212	0.9009412	0.63851035	0.7958822	0.8802434	0.8112508	0.92570055	0.7681445	0.8620398	0.75355434	0.7643033	0.84319234	0.875563	0.578325	0.85548884	0.9166888	0.84034777	0.90444684	0.77804166	0.753622	0.9202687	0.8593675	0.8390953	0.8955215	0.91907877	0.85045815	0.84916174	0.84863627	0.71747816	0.8778112	0.8989886	0.9221758	0.8147149	0.91930413	0.8401485	0.8944075	0.78566015	0.9034653	0.80675745	0.79585075	0.6592628	0.81237656	0.91207474	0.88278717	0.8776504	0.53336895	0.916368	0.8260132	0.82444793	0.8825482	0.9262694	0.8295123	0.854951	0.88238746	0.7778262	0.81218237	0.8149116	0.8694436	0.0	0.86102855	0.78495705	0.7637762	0.76852465	0.844313	0.76463807	0.86028194	0.8659339	0.9062408	0.81639063	0.8728174	0.81107974	0.9005346	0.62764144	0.89400786	0.8552511	0.7139621	0.83532023	0.89486253	0.8807711	0.8980575	0.93654644	0.8053628	0.873225	0.85895085	0.91549945	0.788633	0.9305112	0.78059304	0.85430074	0.8372244	0.69669574	0.77420986	0.6265127	0.8429487	0.74371135	0.6428662	0.8117436	0.8133255	0.77499115	0.9366403	0.87808657	0.8110378	0.8098139	0.88866174	0.8302789	0.8878263	0.87451875	0.6808495	0.6819811	0.8639008	0.7270004	0.9273081	0.73768044	0.5891666	0.83770716	0.76857215	0.3427049	0.8144169	0.9101447	0.8771331	0.8667155	0.71282995	0.8521836	0.7951957
