	A./name	Arafat/name	Bill/name	Blatter/name	Bush/name	Dierckxsens/name	EADS/name	Europees/name	Europese/name	Fortuyn/name	Groen/name	Hof/name	Hooggerechtshof/name	Lagos/name	Leterme/name	Lodewijk/name	NIOD/name	Ray/name	Roe/name	Volkscongres/name	Wahid/name	aankoop/noun	aantijging/noun	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	alles/noun	altijd/adv	amnestie_wet/noun	arrest/noun	bekentenis/noun	belofte/noun	benoeming/noun	beschuldiging/noun	beslissing/noun	besluit/noun	bestuur_accoord/noun	bevel/noun	bewering/noun	bezwaar/noun	bond/noun	boycot/noun	braaf/adj	brief/noun	bron/noun	capitulatie/noun	daarmee/pp	daarna/adv	daarna/pp	dag/noun	dan/adv	dat/det	decreet/noun	deels/adv	definitief/adj	desnoods/adv	die/det	dinsdag/noun	dit/det	doodvonnis/noun	door/prep	dus/adv	duur_voort/adj	echter/adv	eerste/num	eventueel/adj	fatwa/noun	federatie/noun	formeel/adj	geleden/adj	getuige/noun	getuigenis/noun	gisteren/adv	haastig/adj	half/adj	het/det	hij/pron	hoewel/comp	hof/noun	ijlings/adv	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	intussen/adv	invoering/noun	jaar_cijfer/noun	kamer/noun	laat/adj	maal/noun	maandag/noun	maar/vg	maatregel/noun	mededeling/noun	mening/noun	min/adv	minister/noun	mogelijk/adj	na/prep	nadat/comp	niet/adv	nieuws/noun	noch/vg	nooit/adv	nu/adv	of/vg	om/comp	om/prep	omdat/comp	onder/adv	onmiddellijk/adj	ontslag/noun	ook/adv	oordeel/noun	overigens/adv	overname/noun	overtuiging/noun	passage/noun	patent/noun	plan/noun	plots/adj	probatie_uitstel/noun	publiekelijk/adj	rechtbank/noun	refs/noun	regel/noun	regeling/noun	regering/noun	richtlijn/noun	scheidsrechter/noun	schielijk/adj	schoon_vader/noun	schorsing/noun	snel/adj	staking/noun	standpunt/noun	stap/adv	steeds/adv	stelling/noun	stellingname/noun	stem/noun	toekenning/noun	toen/comp	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	vandaag/adv	veiligheidsmaatregel/noun	verbod/noun	verdachte/noun	vergissing/noun	verhaal/noun	verklaring/noun	veroordeling/noun	vervolgens/adv	vonnis/noun	waarschuwing/noun	week/noun	weekeinde/noun	weer/adv	wegens/prep	wet/noun	wetswijziging/noun	woensdag/noun	woord/noun	woordvoerder/noun	zaterdag/noun	ze/pron	zij/pron	zolang/comp	zondag_avond/noun
inderdaad/adv	0.8965167	0.7645894	0.8866502	0.86045974	0.8476201	0.9670548	0.8412178	0.8614121	0.87515867	0.8280749	0.8732879	0.86935127	0.7914723	0.76426846	0.93790424	0.8959245	0.8974877	0.9517505	0.9692133	0.8543929	0.90756327	0.82539034	0.86133575	0.9423555	0.7651592	0.8145771	0.8548608	0.70696735	0.78038293	0.6198467	0.95497483	0.8716372	0.89471483	0.77806544	0.77286375	0.82314634	0.72893596	0.7045985	0.7947185	0.82458043	0.8462419	0.8168206	0.8704356	0.89904344	0.7257953	0.852361	0.82492775	0.9475466	0.7498051	0.8370672	0.91886055	0.9327792	0.8320085	0.63412136	0.8362861	0.7941482	0.8298216	0.8808937	0.68635184	0.8755963	0.8264321	0.9132076	0.62266195	0.6439108	0.8451814	0.630233	0.8942021	0.8203999	0.9766239	0.82339805	0.81534106	0.9286273	0.9110195	0.8533426	0.77020323	0.81365824	0.90494055	0.85977346	0.7365904	0.64425325	0.8680847	0.9048144	0.894966	0.0	0.7840558	0.6839112	0.7863096	0.97929555	0.8288879	0.8361802	0.8960847	0.876782	0.6696733	0.725801	0.83878773	0.56168306	0.74601996	0.8174318	0.6984826	0.89383996	0.7777263	0.64359295	0.8628379	0.7264168	0.6518066	0.7249533	0.8216605	0.77585304	0.80454457	0.59125537	0.8041781	0.76369363	0.84667945	0.6378733	0.7703172	0.62620455	0.83303607	0.7539973	0.81993234	0.9427754	0.81071657	0.83521163	0.95338297	0.79182273	0.9054469	0.7132554	0.72107166	0.84375125	0.77716345	0.8211	0.8109449	0.93210834	0.9144784	0.9505464	0.7632674	0.89765763	0.8130577	0.96963197	0.7159529	0.7830098	0.8477686	0.83299285	0.8976696	0.7942809	0.7523026	0.96948254	0.8455941	0.8090872	0.8234686	0.8907345	0.85150665	0.9064195	0.50286925	0.7662151	0.6812761	0.8678715	0.80485106	0.88592225	0.7720726	0.8762866	0.8345498	0.8159724	0.87647635	0.7032392	0.75212026	0.93660414	0.7205413	0.804572	0.98145926	0.7611204	0.7018889	0.65548897	0.9199245
inmiddels/adv	0.77288526	0.8174084	0.8488978	0.7506679	0.7597946	0.8316636	0.9257062	0.789309	0.85818183	0.7971841	0.78182197	0.92219865	0.8960946	0.92186916	0.8537607	0.9479471	0.76749796	0.901848	0.94859564	0.8778777	0.83780193	0.90623343	0.54708683	0.85722935	0.8236664	0.8608229	0.7938243	0.79958624	0.92890316	0.73802125	0.9211767	0.8891157	0.63642573	0.76294535	0.7772974	0.5996868	0.8459	0.74514365	0.9014977	0.80856085	0.73121524	0.70577395	0.7531519	0.8307006	0.9121115	0.6982528	0.7207342	0.8878387	0.7163218	0.70054066	0.6134746	0.8837236	0.75670975	0.84427917	0.7912054	0.7950515	0.8454862	0.7536246	0.7074586	0.86405814	0.84312487	0.77239305	0.6906471	0.73711586	0.76731706	0.5970069	0.89357036	0.72674876	0.96064866	0.84912634	0.65244764	0.7678431	0.66559017	0.6328561	0.669691	0.7722261	0.86226285	0.820903	0.6162009	0.67482764	0.77019286	0.85851794	0.77915287	0.7840558	0.0	0.3706509	0.75855577	0.96774244	0.91697603	0.75928086	0.77425	0.8145095	0.83449036	0.7896038	0.6126193	0.74152625	0.78895926	0.65818155	0.65347505	0.7477975	0.57622075	0.83220613	0.81873906	0.79074967	0.68670666	0.66682315	0.925485	0.6804272	0.86792314	0.55581576	0.73159194	0.64924616	0.7598847	0.788689	0.7299772	0.5343193	0.86510336	0.8114979	0.78667855	0.8001811	0.73178804	0.7643265	0.9315798	0.6686424	0.771758	0.87501067	0.8594393	0.83594424	0.67488074	0.6665815	0.8895437	0.84766966	0.8702112	0.8348864	0.6829711	0.8689799	0.80737084	0.94194955	0.71012676	0.6268964	0.86366665	0.8685316	0.75625044	0.7000135	0.74509156	0.96316886	0.8334592	0.7111242	0.8041805	0.9042529	0.7756438	0.6891047	0.8792034	0.8525467	0.65502214	0.74968517	0.53133965	0.8685192	0.7317922	0.7796278	0.75332505	0.8376747	0.7046683	0.7909214	0.7378326	0.8394486	0.72219324	0.7019999	0.9663158	0.78043556	0.57742083	0.7106861	0.7626655
intussen/adv	0.85478246	0.7692265	0.8806492	0.7572386	0.71678054	0.87423384	0.7753035	0.7725109	0.8182733	0.84899664	0.7398629	0.85182106	0.8464321	0.79700214	0.73219997	0.9816681	0.93191415	0.9195572	0.8988295	0.88375646	0.86107904	0.8148694	0.72180897	0.87097144	0.83851117	0.90282625	0.87545276	0.793553	0.8661548	0.7234181	0.795014	0.8453788	0.70784616	0.69019544	0.72529507	0.6987277	0.68465483	0.7357888	0.91876686	0.77455145	0.7381636	0.74751467	0.6895059	0.86406475	0.9173848	0.7095653	0.78297865	0.94375575	0.6376262	0.69239795	0.72184587	0.8886302	0.78119266	0.8159463	0.7949126	0.8481598	0.8410242	0.82816166	0.72743857	0.8609543	0.84073305	0.8361311	0.6666032	0.7087434	0.81937146	0.6125189	0.85043734	0.7681269	0.9065312	0.7896665	0.69339293	0.77907616	0.8056574	0.7556584	0.57230973	0.8476521	0.89038724	0.8442235	0.7397287	0.645211	0.76828724	0.89665467	0.83733135	0.6839112	0.3706509	0.0	0.835829	0.9432975	0.82537574	0.82643044	0.7980493	0.78211015	0.78324133	0.7735356	0.73972464	0.634666	0.814007	0.6664025	0.77457607	0.77167034	0.6181241	0.8330136	0.8416678	0.8560746	0.77031535	0.68221503	0.9465665	0.7275112	0.84817237	0.659945	0.74973243	0.645977	0.76273036	0.8048988	0.73578966	0.6554897	0.8666232	0.750675	0.8852348	0.886297	0.71605456	0.7837963	0.99235284	0.7371917	0.79559344	0.72650266	0.890741	0.8395271	0.5950874	0.83886075	0.79668957	0.88679284	0.9167512	0.8999123	0.710459	0.7894536	0.7701709	0.94602287	0.76813495	0.7635339	0.7538784	0.7475139	0.8175792	0.69915456	0.8091892	0.9539203	0.7962569	0.725384	0.68991613	0.89149076	0.8107665	0.75194085	0.7812594	0.85976183	0.58924186	0.7845098	0.7447243	0.8587841	0.72739434	0.8098905	0.68556833	0.8174653	0.7453532	0.8514792	0.78586465	0.8438271	0.8077724	0.76851857	0.9087944	0.82805336	0.7469863	0.7263422	0.6587609
invoering/noun	0.904901	0.82686603	0.9242406	0.9051185	0.7789562	0.96730894	0.9336487	0.69901633	0.64196944	0.89323103	0.87840027	0.7388811	0.71456736	0.9844858	0.90209466	0.94951874	0.9218006	0.96814835	0.9438943	0.6458402	0.7050388	0.6959398	0.8854809	0.9594606	0.27797645	0.60780126	0.8420934	0.94074	0.8722013	0.93750846	0.87716216	0.7816112	0.8457014	0.8761529	0.61609125	0.8720997	0.70018315	0.48845792	0.82861423	0.8429018	0.88931847	0.5486912	0.6314422	0.7144748	0.8188341	0.90219176	0.90324503	0.7328009	0.77715445	0.79958385	0.8205317	0.9106447	0.88917446	0.81651306	0.545746	0.869677	0.6235821	0.64695	0.6857984	0.88696605	0.7548325	0.8336849	0.6851078	0.82655203	0.82984227	0.5381392	0.9188441	0.5560165	0.71692693	0.6863907	0.6008947	0.9852403	0.82992446	0.8251949	0.7473892	0.7120329	0.8564043	0.74673986	0.9376811	0.70273685	0.73699796	0.7994925	0.48919868	0.7863096	0.75855577	0.835829	0.0	0.92619973	0.8396835	0.9464834	0.979596	0.869389	0.89542294	0.52118254	0.8061895	0.89555323	0.86725825	0.6152884	0.49227476	0.8044616	0.7691901	0.8842949	0.930549	0.8184558	0.9529443	0.82518494	0.88887936	0.44897294	0.78621036	0.6021703	0.64603055	0.70154005	0.66535044	0.8847089	0.8024874	0.64035153	0.5920333	0.9636193	0.8618821	0.7944937	0.71004367	0.9379684	0.8775382	0.85105175	0.8271713	0.89745414	0.41623157	0.3956207	0.5157938	0.46254015	0.87195134	0.9560959	0.8825475	0.7752905	0.7608187	0.749908	0.7813597	0.9087299	0.8713164	0.8749275	0.8810526	0.917335	0.65804553	0.946052	0.6077108	0.91084254	0.8640029	0.80922043	0.7592207	0.65937024	0.40369827	0.82280815	0.85325503	0.9790697	0.8355601	0.7603315	0.8546985	0.824069	0.65835	0.8831508	0.8742099	0.89290416	0.76944226	0.31843406	0.44413078	0.8844596	0.9729895	0.8871168	0.9683144	0.94587594	0.72928953	0.44571	0.8882927
jaar_cijfer/noun	0.8913434	0.81867015	0.88885474	0.8425511	0.79053015	0.8572374	0.8436884	0.8288048	0.7942276	0.86126673	0.89014286	0.86324143	0.77174187	0.8939946	0.8164265	0.9486478	0.76878476	0.9687658	0.982357	0.79836947	0.74229145	0.7955229	0.8828007	0.6260402	0.8971532	0.8608844	0.8174507	0.99712133	0.94103336	0.9426991	0.84575474	0.8413809	0.90519536	0.91693693	0.8323457	0.9122126	0.7534608	0.71484625	0.87275076	0.9343909	0.91056085	0.90216047	0.72695535	0.86809456	0.99655586	0.73142815	0.8863649	0.75272036	0.80627424	0.86764383	0.8656559	0.67534494	0.9331793	0.94728124	0.8742208	0.9118545	0.7456076	0.895971	0.9326411	0.47930276	0.9257736	0.8294928	0.8675964	0.90192443	0.95255595	0.8667747	0.81741595	0.86716	0.9478393	0.7776989	0.7941478	0.8590983	0.84922117	0.9427017	0.7654495	0.81554174	0.8690468	0.94806165	0.87319696	0.8968122	0.82013464	0.88867867	0.8644841	0.97929555	0.96774244	0.9432975	0.92619973	0.0	0.98027295	0.80758274	0.8546917	0.4970593	0.98282593	0.88049436	0.6170316	0.9742466	0.7748063	0.8395202	0.9157881	0.76997113	0.7092092	0.94469464	0.62969077	0.8025286	0.93275964	0.83053744	0.88559264	0.9287014	0.70716166	0.9720031	0.93846875	0.9308388	0.73159325	0.96669376	0.8119173	0.8674423	0.6270641	0.984999	0.93657595	0.96108204	0.7896583	0.9467718	0.987964	0.8458626	0.71716964	0.9681949	0.9607362	0.80230975	0.8233651	0.8955554	0.8972645	0.83737576	0.9278468	0.81521547	0.96959704	0.6277871	0.7470857	0.9868167	0.9378009	0.9318656	0.9218292	0.98408353	0.81240106	0.8607235	0.86925673	0.94008124	0.5021497	0.7975194	0.6274623	0.8138716	0.87525	0.831986	0.8905777	0.9086349	0.85240936	0.84675556	0.9875891	0.75550807	0.87497383	0.6188821	0.8917242	0.83956075	0.92721206	0.9460111	0.8476571	0.5046815	0.95026577	0.81329894	0.52975947	0.9170449	0.897866	0.8485206	0.8218821
kamer/noun	0.76911587	0.96433854	0.9142637	0.9631776	0.8737123	0.9940715	0.97409225	0.79436743	0.8659233	0.930532	0.8900664	0.6684917	0.7413703	0.89738643	0.84123373	0.8717631	0.9771673	0.77583265	0.616025	0.98531115	0.9716991	0.9151192	0.8836179	0.9764122	0.72516906	0.9060963	0.975675	0.9352116	0.9549079	0.9571779	0.7830439	0.5695951	0.75131226	0.89930373	0.8648054	0.7935855	0.63502824	0.8063153	0.7968941	0.79005027	0.9242572	0.87534577	0.9413099	0.97487867	0.919507	0.9071681	0.92744315	0.9777641	0.8345912	0.67529166	0.91792876	0.96435666	0.95633197	0.90382504	0.8541844	0.87619215	0.77558935	0.8563431	0.9451981	0.82719874	0.82855725	0.8646201	0.70975995	0.84333587	0.96470475	0.7934395	0.90428346	0.80583614	0.98098415	0.9130471	0.9095551	0.9188079	0.7954124	0.7609367	0.63818014	0.90176433	0.86741126	0.6894078	0.90951353	0.8712196	0.4938007	0.84323406	0.62562776	0.8288879	0.91697603	0.82537574	0.8396835	0.98027295	0.0	0.9558584	0.97276574	0.85380805	0.95012677	0.88240135	0.841547	0.82093906	0.94644475	0.8727003	0.9132511	0.7941917	0.7773814	0.9721272	0.9282502	0.93824464	0.96600515	0.93313956	0.8029	0.9181693	0.87524563	0.80054545	0.81684005	0.6603352	0.9549954	0.9831702	0.71502846	0.922957	0.9497239	0.97724444	0.78093827	0.9805698	0.9254117	0.92308974	0.88253343	0.9835489	0.7032958	0.9753741	0.82350147	0.8636844	0.9192868	0.9525974	0.9637885	0.9704781	0.9816968	0.8757889	0.933589	0.96642554	0.8780193	0.9872083	0.9779906	0.75535387	0.89224875	0.8567363	0.9804292	0.82504	0.801046	0.96736133	0.9564118	0.59577596	0.78383994	0.77245766	0.8138143	0.75535095	0.9503079	0.9349401	0.86342007	0.6113757	0.78122264	0.5910511	0.9644872	0.9251898	0.9010856	0.8538827	0.7958406	0.72949016	0.8097042	0.8021438	0.9450491	0.94210035	0.9593693	0.8543445	0.8916086	0.7725387	0.8290188
laat/adj	0.83742297	0.8675879	0.92555314	0.91294795	0.8105603	0.82719886	0.94578755	0.92976856	0.9292953	0.8581553	0.95908797	0.90849	0.8490514	0.8298112	0.78773564	0.9436001	0.81269395	0.9074621	0.9168252	0.89745176	0.8295188	0.88071215	0.9218566	0.5757054	0.92880404	0.91332835	0.60020673	0.845411	0.906867	0.83868337	0.89571	0.8871715	0.7964206	0.91301167	0.8808086	0.8316153	0.8567861	0.83785105	0.91425496	0.8966747	0.8250049	0.86584055	0.90884006	0.92348135	0.90715855	0.7779824	0.85453737	0.829184	0.87226164	0.7598637	0.61032593	0.6576421	0.7922357	0.845117	0.9508516	0.91819	0.8588115	0.8263365	0.72305334	0.82643133	0.82475686	0.7659408	0.90559906	0.851837	0.79927325	0.77450657	0.49990398	0.88719195	0.9561158	0.90782034	0.8026372	0.43766618	0.75804037	0.80836856	0.78688306	0.7951534	0.66054606	0.8505764	0.6677722	0.8004206	0.84034395	0.80726254	0.84188974	0.8361802	0.75928086	0.82643044	0.9464834	0.80758274	0.9558584	0.0	0.6518754	0.76910466	0.82970357	0.85271144	0.85437655	0.8757886	0.8727978	0.91226435	0.9070624	0.60345125	0.5476495	0.813253	0.62000155	0.89607763	0.755247	0.8223598	0.87111056	0.8874989	0.860793	0.8159442	0.9352278	0.8162277	0.81632954	0.8516115	0.8200897	0.808257	0.87985414	0.9092467	0.8627251	0.9179375	0.9021859	0.6961712	0.90408796	0.6884328	0.83614767	0.901182	0.9369314	0.9059954	0.88879395	0.91410744	0.83855164	0.7433044	0.88897383	0.79101187	0.82426465	0.7617866	0.88267934	0.97792965	0.8173596	0.86324066	0.9046735	0.9256406	0.85515416	0.7328439	0.8398435	0.9633582	0.7561313	0.8205192	0.7748866	0.83607846	0.8878137	0.77664065	0.8745196	0.8488534	0.7929079	0.8470544	0.7338526	0.82162017	0.83711576	0.75244385	0.8356124	0.7221106	0.88171226	0.92854536	0.87794447	0.8322702	0.70833504	0.93943965	0.92498624	0.79453623	0.774604	0.88689053	0.8204818
maal/noun	0.9483346	0.72970706	0.9061865	0.75979465	0.79799825	0.97606987	0.9572355	0.95343536	0.96034175	0.8875334	0.888465	0.9255741	0.8385441	0.73836994	0.92829794	0.9722366	0.90326685	0.9771318	1.0	0.849786	0.7996253	0.9723481	0.77705497	0.634622	0.99869984	0.93881404	0.5740917	0.90679103	0.93277156	0.9131966	0.86658394	0.95514786	0.74632084	0.8754778	0.83526385	0.7221748	0.913236	0.8626245	0.9246597	0.786121	0.7998332	0.9038891	0.9116069	0.90584826	0.9771219	0.81751484	0.9487739	0.9351803	0.7549275	0.88114804	0.81440425	0.5504662	0.9378826	0.9164558	0.88197064	0.9595996	0.8699936	0.9254025	0.89301604	0.78741693	0.71973586	0.7628374	0.9267425	0.9718813	0.84487915	0.7853278	0.49525028	0.8793179	0.80528885	0.86157227	0.845726	0.6143106	0.86612594	0.94578034	0.78993505	0.8986646	0.7453527	0.8695835	0.6794493	0.74921227	0.89582735	0.9183515	0.95900416	0.8960847	0.77425	0.7980493	0.979596	0.8546917	0.97276574	0.6518754	0.0	0.80456686	0.92453575	0.9110838	0.8094462	0.8178537	0.7856238	0.79666686	0.9199723	0.7903727	0.5830393	0.8646409	0.8077909	0.9507298	0.78008294	0.85057724	0.96987957	0.8882892	0.950376	0.8153187	0.9571888	0.87888527	0.78458846	0.90969217	0.8376217	0.7170768	0.89434856	0.91668737	0.8330289	0.92405146	0.9163272	0.93387675	0.95156	0.74838775	0.8433012	0.91460246	0.95162684	0.9621792	0.79779696	0.9103562	0.77274173	0.8594988	0.9511719	0.82390547	0.8444762	0.7794659	0.8263241	0.9801125	0.8497851	0.8671171	0.9722015	0.92684126	0.94917864	0.6842904	0.8054961	0.9220487	0.8436086	0.79423505	0.84473026	0.86572045	0.82315356	0.7912973	0.8173248	0.92247856	0.81731117	0.7953756	0.846461	0.8114229	0.620829	0.5594321	0.60923386	0.82236475	0.7867372	0.9576004	0.82255805	0.8069356	0.7230322	0.93009293	0.80050623	0.835184	0.7842355	0.9313849	0.72380453
maandag/noun	0.8686251	0.840035	0.86499727	0.7713314	0.7172862	0.88862276	0.812884	0.7736082	0.7773033	0.83903825	0.9123597	0.74052763	0.6481471	0.7782421	0.78943264	0.8911656	0.8273615	0.94442946	0.81337464	0.614514	0.56620395	0.8583112	0.7997818	0.4700361	0.89440453	0.79928315	0.8630132	0.95500624	0.9728576	0.949129	0.7477268	0.7129617	0.854935	0.715845	0.67046875	0.73770356	0.654343	0.60370576	0.94007313	0.65374434	0.84386355	0.73154867	0.6507044	0.8296525	0.9205042	0.69460696	0.88159585	0.86095124	0.7498998	0.92537004	0.8170256	0.6011006	0.9110462	0.92218536	0.75023365	0.9485052	0.6888896	0.7118482	0.90279233	0.20235896	0.8922744	0.7370082	0.67826605	0.9573137	0.85603523	0.7241219	0.76940155	0.8528298	0.93811095	0.76990056	0.68494344	0.7425951	0.800369	0.8426229	0.4658926	0.88382185	0.7886566	0.71027744	0.8022684	0.7829901	0.7226237	0.8088536	0.8611514	0.876782	0.8145095	0.78211015	0.869389	0.4970593	0.85380805	0.76910466	0.80456686	0.0	0.9265114	0.86600393	0.6794455	0.82011837	0.79943633	0.7213385	0.8926111	0.71213955	0.38714033	0.95786464	0.6277572	0.8140411	0.95650077	0.86726534	0.9344218	0.87597233	0.4874512	0.7897587	0.8859712	0.7591825	0.5543852	0.9727428	0.7132002	0.77870935	0.79814863	0.9413709	0.92607445	0.9555064	0.79738027	0.81152076	0.8953281	0.7858713	0.62805635	0.8106393	0.9198693	0.87811834	0.69857144	0.8016717	0.7348068	0.7733196	0.9410584	0.78033894	0.946525	0.5321039	0.7962699	0.976697	0.88348466	0.8228798	0.789065	0.74677396	0.90311337	0.6700386	0.7737359	0.8869551	0.47992533	0.5493673	0.25771022	0.7241206	0.7308905	0.75072545	0.89600766	0.9298051	0.73028004	0.7412255	0.817685	0.6473533	0.7514652	0.34065288	0.57688963	0.82275873	0.6858171	0.88198537	0.8928473	0.14861363	0.8573434	0.6536584	0.34587264	0.89345956	0.8452607	0.8034242	0.67857087
maar/vg	0.97083044	0.8478626	0.93942624	0.8477932	0.85627663	0.9126178	0.9434678	0.92956305	0.9156007	0.78219205	0.8814014	0.9484127	0.906084	0.9292706	0.9056098	0.9654571	0.906367	0.9425886	0.9920065	0.89116555	0.9060784	0.9466293	0.8624929	0.9786312	0.9136171	0.86602145	0.70421994	0.35986233	0.60885406	0.5518	0.89002347	0.92875683	0.80888253	0.73804885	0.88884294	0.83571726	0.77316606	0.86269313	0.88872576	0.74351025	0.8451776	0.86981237	0.78967834	0.89135927	0.6642513	0.8636599	0.8981824	0.9438759	0.88323885	0.7644091	0.6927198	0.91378915	0.4916358	0.5511451	0.9057016	0.8594775	0.874456	0.93331665	0.669186	0.96996146	0.85066175	0.9236696	0.8161796	0.40360427	0.8053397	0.57606304	0.950631	0.8603036	0.92300564	0.87538385	0.8390739	0.9313576	0.8860222	0.8934407	0.92127043	0.8027549	0.88206667	0.9334445	0.6361383	0.5524425	0.90303767	0.82276607	0.8677459	0.6696733	0.83449036	0.78324133	0.89542294	0.98282593	0.95012677	0.82970357	0.92453575	0.9265114	0.0	0.84775513	0.8467933	0.68160915	0.85214585	0.90337557	0.7992641	0.87159324	0.7920836	0.66243684	0.79289526	0.8673515	0.61522985	0.7004842	0.78604954	0.77492064	0.81715083	0.5938253	0.9047161	0.83230066	0.78371185	0.7075994	0.8413783	0.56288844	0.92898047	0.718329	0.9134722	0.9064477	0.831652	0.7245519	0.9445665	0.78064764	0.9385967	0.68191195	0.81449	0.8612477	0.85509074	0.86372864	0.7839972	0.89503765	0.9086176	0.90999615	0.7229027	0.8537402	0.7735406	0.89838463	0.7172323	0.74182343	0.7661438	0.8908279	0.89196444	0.74298453	0.88929623	0.7591942	0.93123597	0.874555	0.9394241	0.92060626	0.88692796	0.8744946	0.6349106	0.77746683	0.803208	0.91598946	0.74196744	0.9292524	0.8013002	0.9195871	0.95875096	0.4458779	0.86400497	0.888858	0.8481132	0.9369388	0.69236326	0.8460563	0.9506906	0.5210432	0.7310289	0.74517167	0.91608846
maatregel/noun	0.9161128	0.6221251	0.8644882	0.8848507	0.712863	0.95127547	0.8806306	0.75618744	0.72115076	0.8610249	0.8151471	0.75765383	0.7255439	0.8978381	0.7617468	0.92760116	0.8646989	0.9773221	0.9517333	0.78676605	0.71555436	0.6824851	0.79685235	0.91620034	0.5033121	0.5228541	0.78274673	0.84327984	0.74449563	0.905869	0.81527966	0.7414026	0.8163913	0.67244613	0.56842184	0.790314	0.53323495	0.39548182	0.74585927	0.73638237	0.7386911	0.50149965	0.7029406	0.5712236	0.89995563	0.7478294	0.7911949	0.80553454	0.7785411	0.68813634	0.75749874	0.8772363	0.8260051	0.78327453	0.57844794	0.7751633	0.68885696	0.5857558	0.7974939	0.87805057	0.8132905	0.75667644	0.63938034	0.8252616	0.8179837	0.63582146	0.8961496	0.600527	0.773704	0.6121646	0.6105438	0.8617357	0.8316446	0.8465397	0.6883962	0.6801292	0.87782604	0.78437954	0.7947417	0.7486032	0.831319	0.7731862	0.61465335	0.725801	0.7896038	0.7735356	0.52118254	0.88049436	0.88240135	0.85271144	0.9110838	0.86600393	0.84775513	0.0	0.6893451	0.79141605	0.85082966	0.63954747	0.552301	0.73451704	0.735515	0.7778213	0.86344165	0.7285991	0.891484	0.8276987	0.7021878	0.5879907	0.85846996	0.70295954	0.69337904	0.71514016	0.5586066	0.82149714	0.7748143	0.7726999	0.5966256	0.8383665	0.88968754	0.6909845	0.38249075	0.85675484	0.81081206	0.71967494	0.85501224	0.8715831	0.5819306	0.39820606	0.49434364	0.5668851	0.84798735	0.88647604	0.8418694	0.72428614	0.6331854	0.6580999	0.64747787	0.87650687	0.847091	0.7750498	0.769501	0.83677006	0.7571694	0.8972604	0.52592164	0.8415243	0.8768507	0.75338167	0.7795639	0.525614	0.37987798	0.8287345	0.6888789	0.93869853	0.7502963	0.72767437	0.7877056	0.80621433	0.56728196	0.86024904	0.85159904	0.825444	0.83497727	0.45370382	0.38743836	0.8692373	0.8914583	0.7374501	0.94295126	0.7689917	0.67247903	0.6424322	0.8652035
mededeling/noun	0.8129015	0.61941075	0.70787746	0.68685305	0.5184977	0.91169935	0.87431574	0.81368065	0.7382761	0.74871373	0.481089	0.8345868	0.75384206	0.894282	0.6036389	0.91300166	0.63146186	0.93351185	0.93301404	0.73049104	0.63555324	0.8224608	0.3514852	0.78914094	0.82253647	0.7669057	0.88725394	0.79957896	0.9207808	0.8723067	0.86272275	0.83698833	0.7869489	0.687587	0.6417971	0.60613275	0.6722944	0.6469647	0.84024715	0.6926295	0.5648062	0.66869426	0.5439763	0.757014	0.9424118	0.38429117	0.68092525	0.820191	0.70955944	0.621504	0.80711865	0.7635586	0.9035971	0.81299686	0.6334393	0.86935765	0.743646	0.775512	0.785227	0.6735273	0.8401073	0.83834934	0.7191806	0.7635645	0.7590223	0.5986341	0.8553035	0.74805146	0.9285408	0.62774646	0.62031233	0.89599776	0.7679257	0.76280177	0.50480765	0.80590504	0.92892116	0.83584166	0.68768835	0.61619556	0.6907864	0.68673086	0.8279004	0.83878773	0.6126193	0.73972464	0.8061895	0.6170316	0.841547	0.85437655	0.8094462	0.6794455	0.8467933	0.6893451	0.0	0.79743135	0.7703823	0.44354272	0.8086448	0.73288596	0.5508669	0.79848623	0.63265264	0.58624935	0.7785075	0.86273694	0.83301866	0.7255852	0.75355375	0.66931534	0.9117154	0.7555138	0.5918922	0.8761263	0.7777099	0.5125495	0.6930131	0.81964374	0.67553115	0.87103033	0.69000435	0.8476771	0.8962739	0.67086977	0.7695065	0.8767993	0.83356	0.7909987	0.5386169	0.76378644	0.78837204	0.83569133	0.89913815	0.758578	0.89775246	0.6650593	0.612188	0.8752793	0.77699995	0.6332674	0.8188159	0.78633475	0.6914631	0.65839344	0.64353245	0.9214385	0.8046727	0.65345204	0.61294883	0.75001115	0.6843675	0.78786427	0.7323258	0.9021377	0.6477432	0.80464244	0.6555767	0.77997184	0.492373	0.68133366	0.76869524	0.7995696	0.77106804	0.7825574	0.7172971	0.66366434	0.77140874	0.5277104	0.83520365	0.8292901	0.6448937	0.77611154	0.64587295
