	A./name	Arafat/name	Bill/name	Blatter/name	Bush/name	Dierckxsens/name	EADS/name	Europees/name	Europese/name	Fortuyn/name	Groen/name	Hof/name	Hooggerechtshof/name	Lagos/name	Leterme/name	Lodewijk/name	NIOD/name	Ray/name	Roe/name	Volkscongres/name	Wahid/name	aankoop/noun	aantijging/noun	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	alles/noun	altijd/adv	amnestie_wet/noun	arrest/noun	bekentenis/noun	belofte/noun	benoeming/noun	beschuldiging/noun	beslissing/noun	besluit/noun	bestuur_accoord/noun	bevel/noun	bewering/noun	bezwaar/noun	bond/noun	boycot/noun	braaf/adj	brief/noun	bron/noun	capitulatie/noun	daarmee/pp	daarna/adv	daarna/pp	dag/noun	dan/adv	dat/det	decreet/noun	deels/adv	definitief/adj	desnoods/adv	die/det	dinsdag/noun	dit/det	doodvonnis/noun	door/prep	dus/adv	duur_voort/adj	echter/adv	eerste/num	eventueel/adj	fatwa/noun	federatie/noun	formeel/adj	geleden/adj	getuige/noun	getuigenis/noun	gisteren/adv	haastig/adj	half/adj	het/det	hij/pron	hoewel/comp	hof/noun	ijlings/adv	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	intussen/adv	invoering/noun	jaar_cijfer/noun	kamer/noun	laat/adj	maal/noun	maandag/noun	maar/vg	maatregel/noun	mededeling/noun	mening/noun	min/adv	minister/noun	mogelijk/adj	na/prep	nadat/comp	niet/adv	nieuws/noun	noch/vg	nooit/adv	nu/adv	of/vg	om/comp	om/prep	omdat/comp	onder/adv	onmiddellijk/adj	ontslag/noun	ook/adv	oordeel/noun	overigens/adv	overname/noun	overtuiging/noun	passage/noun	patent/noun	plan/noun	plots/adj	probatie_uitstel/noun	publiekelijk/adj	rechtbank/noun	refs/noun	regel/noun	regeling/noun	regering/noun	richtlijn/noun	scheidsrechter/noun	schielijk/adj	schoon_vader/noun	schorsing/noun	snel/adj	staking/noun	standpunt/noun	stap/adv	steeds/adv	stelling/noun	stellingname/noun	stem/noun	toekenning/noun	toen/comp	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	vandaag/adv	veiligheidsmaatregel/noun	verbod/noun	verdachte/noun	vergissing/noun	verhaal/noun	verklaring/noun	veroordeling/noun	vervolgens/adv	vonnis/noun	waarschuwing/noun	week/noun	weekeinde/noun	weer/adv	wegens/prep	wet/noun	wetswijziging/noun	woensdag/noun	woord/noun	woordvoerder/noun	zaterdag/noun	ze/pron	zij/pron	zolang/comp	zondag_avond/noun
mening/noun	0.8566194	0.79742205	0.85237926	0.6444895	0.77210265	0.94135433	0.9876988	0.89146477	0.92289376	0.5921421	0.8432696	0.7661639	0.71407115	0.8159865	0.8747215	0.8907794	0.8954676	0.88425547	0.8805737	0.7783615	0.7512687	0.9318195	0.7015929	0.90962255	0.85514224	0.7973608	0.87067115	0.6345154	0.7619921	0.6036377	0.7968495	0.8647386	0.77897084	0.7203604	0.7520565	0.6800039	0.6444143	0.7719533	0.7022698	0.7113604	0.7093961	0.75212944	0.7618249	0.8714022	0.8325079	0.84779626	0.8826822	0.95070994	0.6676507	0.8311901	0.8911701	0.92447513	0.82581234	0.68894696	0.8316048	0.82554275	0.7772048	0.8335823	0.635185	0.8878104	0.82718146	0.8840929	0.6715896	0.8173654	0.77308226	0.6392157	0.9420399	0.82927316	0.95000494	0.80204594	0.7256552	0.816751	0.8459555	0.8484747	0.73947144	0.8902314	0.93123424	0.7621465	0.671353	0.5964445	0.7895717	0.9168816	0.83685493	0.56168306	0.74152625	0.634666	0.89555323	0.9742466	0.82093906	0.8757886	0.8178537	0.82011837	0.68160915	0.79141605	0.79743135	0.0	0.7792564	0.78804576	0.85736	0.9157653	0.6718766	0.5727965	0.9208417	0.78957164	0.59946895	0.7857132	0.76371527	0.77286017	0.7966129	0.61696506	0.8880008	0.76056653	0.8175918	0.7404052	0.5928956	0.5731456	0.9223265	0.4740913	0.8881418	0.90562975	0.8328396	0.8569566	0.9795046	0.6669713	0.83041877	0.6817677	0.7581079	0.8034751	0.6995652	0.8091917	0.7384641	0.8762596	0.7453622	0.9488499	0.9078243	0.80203086	0.5265589	0.9566066	0.7141179	0.62928116	0.5660626	0.7085582	0.8737404	0.74568653	0.66446763	0.8835231	0.78722656	0.6184168	0.8106972	0.7240975	0.7406243	0.7986629	0.64401555	0.8936053	0.6537781	0.80730367	0.7578442	0.79944503	0.7889517	0.8574684	0.8436506	0.87209374	0.81529576	0.7302724	0.7495016	0.8792203	0.670429	0.8189796	0.9364529	0.76924515	0.5685857	0.65451396	0.90354705
min/adv	0.87056136	0.6953609	0.89437544	0.80073905	0.80798817	0.9463002	0.93825555	0.95684123	0.92978597	0.73746896	0.8886763	0.93720573	0.90417415	0.954614	0.9035057	0.8165859	0.7766032	0.96980774	1.0	0.9408965	0.9645759	0.9015283	0.8023485	0.91799486	0.84293544	0.8012131	0.89459956	0.8646431	0.7789222	0.88589007	0.9782626	0.8667809	0.87096965	0.84637475	0.85317385	0.76746	0.83444166	0.80714077	0.81065655	0.8911479	0.68979	0.7973285	0.8089992	0.74934006	0.8684287	0.78066397	0.7901631	0.89588594	0.77788216	0.88024133	0.91521966	0.9189272	0.8933481	0.81567013	0.9005686	0.88141066	0.7021375	0.84716934	0.7348585	0.7897246	0.8288478	0.8022059	0.8355553	0.91563326	0.78821963	0.6602217	0.9011253	0.8284669	0.9952935	0.71318775	0.7540406	0.9104034	0.7886349	0.80490184	0.75761473	0.8991165	0.93288594	0.9214355	0.72013474	0.72613966	0.84227633	0.8933811	0.9246634	0.74601996	0.78895926	0.814007	0.86725825	0.7748063	0.94644475	0.8727978	0.7856238	0.79943633	0.85214585	0.85082966	0.7703823	0.7792564	0.0	0.8389133	0.8306812	0.86643773	0.7478217	0.75029767	0.89565814	0.7796027	0.78951925	0.739785	0.8929335	0.79578376	0.93533105	0.8086027	0.90662444	0.9155639	0.83465827	0.8579801	0.79343843	0.65261936	0.7383543	0.8551876	0.73229384	0.9376282	0.8180148	0.8116338	0.99842674	0.8278147	0.9467827	0.914166	0.883802	0.8012204	0.7806528	0.8690641	0.92071235	0.90167093	0.8020569	0.9072098	0.81794244	0.8391248	0.6826344	0.9418238	0.87432295	0.7420511	0.84274924	0.8679323	0.9233865	0.81989145	0.75362796	0.8739922	0.8276871	0.80933404	0.73672223	0.9019157	0.8477541	0.88069665	0.82864606	0.76238275	0.64334744	0.85111153	0.77551514	0.8362152	0.7943959	0.79685026	0.86089337	0.862352	0.93237996	0.8799062	0.74565005	0.82163835	0.7339411	0.8616694	0.98246795	0.752433	0.6707219	0.7770404	0.8051327
minister/noun	0.752128	0.4799291	0.73855925	0.68066347	0.36325932	0.9514969	0.7290153	0.6719134	0.58694255	0.7256385	0.51604986	0.696499	0.59474206	0.8655707	0.5417602	0.8935647	0.70797634	0.9298278	0.9442093	0.5431998	0.4681248	0.8940005	0.5092658	0.84868646	0.66185915	0.8001277	0.85313606	0.8720441	0.9601106	0.8967649	0.8740697	0.77576363	0.7900785	0.7015152	0.48879713	0.6871415	0.71530086	0.5598792	0.8474659	0.7410475	0.6435709	0.5628711	0.50680786	0.7785464	0.9339419	0.5770049	0.72276974	0.8348088	0.74131894	0.7951353	0.9146495	0.85863364	0.98200613	0.8043071	0.6363064	0.8397723	0.5454936	0.71119535	0.6292203	0.74936926	0.73632634	0.79610777	0.7174463	0.8307433	0.88019633	0.5360348	0.91324776	0.60890144	0.746501	0.6513242	0.409397	0.86158276	0.8150036	0.76443875	0.45023215	0.66821235	0.9121459	0.75666857	0.727757	0.71410716	0.629434	0.6515466	0.83098125	0.8174318	0.65818155	0.6664025	0.6152884	0.8395202	0.8727003	0.91226435	0.79666686	0.7213385	0.90337557	0.63954747	0.44354272	0.78804576	0.8389133	0.0	0.672731	0.6935502	0.5652812	0.8858255	0.78314304	0.6597261	0.8245603	0.894684	0.9463192	0.504063	0.7482589	0.6820074	0.79780763	0.63852084	0.5320344	0.9152489	0.80474186	0.52967083	0.82357347	0.7874754	0.75296926	0.8863429	0.7367487	0.77696484	0.9992281	0.60068774	0.7273216	0.8626291	0.7602987	0.6909635	0.2367034	0.70849794	0.81582224	0.73654175	0.9260355	0.76760405	0.80869156	0.75741404	0.62328124	0.93451726	0.836689	0.7490672	0.71062267	0.88184285	0.75548697	0.8027129	0.53116846	0.883224	0.8707283	0.70901597	0.57497585	0.77559173	0.6773012	0.82039773	0.75753057	0.9828569	0.71423256	0.809286	0.7435702	0.8165759	0.51717365	0.72268224	0.78509057	0.9142589	0.7622549	0.6584672	0.6146174	0.7351226	0.8530115	0.5985638	0.890565	0.9000155	0.6408949	0.59633064	0.7444562
mogelijk/adj	0.8008677	0.7582651	0.86885226	0.86563915	0.8235106	0.9491612	0.7980576	0.74204314	0.73071253	0.9009505	0.8687229	0.8130168	0.7686917	0.97482157	0.9115458	0.8718536	0.91644883	0.9871811	0.94680446	0.7695236	0.78969157	0.7701608	0.82729644	0.9358863	0.60047996	0.7819023	0.698099	0.921113	0.7480539	0.9022223	0.9526827	0.8001548	0.7591469	0.9009646	0.6894181	0.76507276	0.7496828	0.6016953	0.91448176	0.8864195	0.86586577	0.59137154	0.74390197	0.70437175	0.91172594	0.9095443	0.81839734	0.91808736	0.81620044	0.7311697	0.7434068	0.9379006	0.8232311	0.774591	0.7346808	0.781494	0.6189605	0.6708406	0.7045225	0.8997945	0.7958339	0.84804726	0.58606744	0.67983764	0.7597654	0.50619626	0.9239175	0.38915557	0.865862	0.8290026	0.5469637	0.9385019	0.6557247	0.6781898	0.7191267	0.56035894	0.939481	0.8685159	0.8539829	0.76571214	0.7055552	0.9072299	0.6614193	0.6984826	0.65347505	0.77457607	0.49227476	0.9157881	0.9132511	0.9070624	0.9199723	0.8926111	0.7992641	0.552301	0.8086448	0.85736	0.8306812	0.672731	0.0	0.6201199	0.74069047	0.8207024	0.8159367	0.8344599	0.9029161	0.8137141	0.7935104	0.5511907	0.804816	0.60223734	0.5973649	0.66574436	0.7245071	0.88583636	0.82339674	0.66961133	0.77909464	0.79331124	0.8502945	0.7513457	0.6973452	0.6907804	0.9059039	0.7095257	0.7506721	0.8404812	0.6988684	0.6026684	0.5944571	0.64685977	0.85540664	0.93348694	0.7179718	0.8086076	0.6533805	0.82560205	0.8852047	0.92847335	0.83398616	0.8510277	0.9044308	0.90677226	0.7763923	0.9104675	0.6522479	0.9782582	0.96585494	0.8588782	0.8165066	0.74360454	0.6016893	0.7374989	0.7624854	0.85390985	0.73780835	0.75951445	0.813428	0.8703916	0.7047543	0.8930788	0.87327605	0.8172985	0.6841899	0.5968441	0.5291387	0.9198806	0.9334924	0.86012256	0.98763543	0.8730011	0.71349776	0.5062674	0.89392155
na/prep	0.78026366	0.765213	0.8709686	0.83019096	0.70592785	0.7210487	0.83878404	0.76793396	0.77551144	0.7255842	0.80540806	0.73664045	0.69473684	0.8638195	0.7492999	0.9109765	0.8834117	0.9226742	0.86488885	0.8149142	0.7664794	0.85264015	0.857885	0.7132907	0.71858615	0.83591646	0.7527281	0.97543925	0.97146344	0.9268988	0.9097392	0.7108381	0.72755945	0.86232525	0.7251786	0.7822289	0.7364086	0.7212937	0.919926	0.82948375	0.8613268	0.67469215	0.6983594	0.7991335	0.9852928	0.7419257	0.864044	0.8360152	0.8038409	0.7384611	0.6387569	0.64087665	0.88649297	0.91890436	0.6951524	0.83989716	0.48591727	0.7231412	0.7403096	0.7500441	0.76964146	0.7376884	0.5297587	0.8148393	0.89799434	0.7282632	0.7183831	0.4339261	0.68877804	0.82857054	0.61757934	0.6402296	0.83002186	0.7633024	0.63781744	0.7103402	0.6923993	0.8273059	0.721037	0.79645634	0.6107217	0.81827736	0.6305723	0.89383996	0.7477975	0.77167034	0.8044616	0.76997113	0.7941917	0.60345125	0.7903727	0.71213955	0.87159324	0.73451704	0.73288596	0.9157653	0.86643773	0.6935502	0.6201199	0.0	0.4780454	0.96474206	0.6058606	0.7905514	0.8987269	0.8551552	0.76644605	0.84000504	0.76346934	0.7142676	0.6356672	0.45384324	0.62075436	0.9593956	0.8694773	0.74279076	0.8255781	0.8841706	0.7846071	0.85586506	0.80002385	0.64186	0.7961982	0.68983626	0.6306608	0.9085349	0.8054295	0.72029823	0.6973772	0.8133522	0.8259454	0.7908348	0.93818885	0.6759399	0.80330557	0.71355414	0.90139425	0.97509515	0.93047404	0.8342323	0.91875744	0.8707276	0.817407	0.7457838	0.757124	0.9414321	0.8314239	0.7190517	0.6748966	0.691108	0.7671276	0.6514901	0.8742212	0.89602894	0.7824895	0.6866462	0.78075266	0.74543643	0.69165826	0.6763713	0.8410439	0.7482119	0.5027284	0.7528582	0.78344715	0.73057616	0.88664734	0.81536984	0.8897604	0.8865081	0.83511096	0.71938646	0.80181485
nadat/comp	0.74461305	0.57913125	0.737443	0.664895	0.53199244	0.8141948	0.82131284	0.7526594	0.7189586	0.72367144	0.80577743	0.6742241	0.58933765	0.6911268	0.72163284	0.8884084	0.8063024	0.87643844	0.7753509	0.608984	0.5403924	0.8330077	0.6568556	0.50006723	0.73225987	0.8244533	0.7157656	0.7884983	0.9511182	0.8790207	0.6378119	0.69545734	0.648948	0.6305944	0.5222819	0.5439431	0.51980925	0.5072923	0.82617897	0.50766027	0.6629658	0.6339167	0.6151911	0.7211194	0.85579956	0.6196835	0.81399024	0.8331767	0.6052444	0.71405077	0.5958289	0.6365943	0.83666587	0.8470662	0.6644478	0.8682907	0.6169583	0.57921267	0.78832245	0.4794554	0.7365694	0.6156229	0.5235344	0.8794657	0.75635093	0.5107533	0.662377	0.6088002	0.81689024	0.6829184	0.52484673	0.5994073	0.677672	0.7528299	0.3866045	0.75564444	0.66764796	0.58967257	0.6513168	0.54132986	0.62521577	0.7773866	0.7189492	0.7777263	0.57622075	0.6181241	0.7691901	0.7092092	0.7773814	0.5476495	0.5830393	0.38714033	0.7920836	0.735515	0.5508669	0.6718766	0.7478217	0.5652812	0.74069047	0.4780454	0.0	0.85452616	0.5804931	0.72670066	0.7733518	0.78032017	0.84968406	0.6863576	0.6235635	0.4895299	0.7982	0.51679003	0.44626135	0.8903276	0.559878	0.58446205	0.79476726	0.85736114	0.792817	0.8846036	0.74106145	0.6805708	0.82565546	0.6295085	0.5710956	0.7299601	0.83991957	0.8050137	0.5181861	0.7016753	0.66441286	0.7536039	0.86863047	0.67280555	0.8162068	0.52184856	0.7055617	0.96469325	0.84173185	0.7243413	0.75420094	0.66909015	0.8206047	0.38528806	0.61786306	0.8522884	0.6037028	0.4696921	0.3903957	0.66719663	0.6008988	0.6086651	0.7150088	0.84747094	0.53660035	0.59013975	0.52102816	0.61971235	0.5527115	0.41798723	0.58988667	0.6865287	0.5194893	0.76187086	0.7459198	0.43659782	0.70397484	0.5704041	0.659443	0.82972455	0.70459443	0.59927887	0.63393724
niet/adv	0.97313666	0.74148583	0.94024813	0.7977287	0.8365164	0.9818387	0.97001266	0.9461272	0.94359994	0.82769656	0.90498304	0.9184103	0.8330412	0.91589177	0.85600585	0.9773315	0.83183384	0.96089894	0.9954455	0.9387758	0.89071274	0.9362881	0.7733166	0.97143805	0.9199538	0.7390087	0.7335474	0.560043	0.5879301	0.43743587	0.8481792	0.88476247	0.84497404	0.80651844	0.8543496	0.78122294	0.80051863	0.823459	0.76038873	0.7976365	0.7568285	0.7057233	0.7895043	0.73863614	0.8446895	0.8857147	0.81673175	0.9263517	0.77478087	0.8217853	0.8825653	0.9652193	0.7341113	0.47481102	0.8629999	0.8096776	0.87533695	0.87171346	0.55231225	0.95754987	0.83317226	0.8685764	0.8972594	0.7286065	0.6966437	0.70306396	0.92763424	0.9209976	0.9252708	0.8647591	0.6979438	0.9614438	0.85249114	0.9046751	0.8854291	0.86522	0.9871333	0.91782427	0.64752144	0.68308914	0.8824774	0.87358785	0.83506954	0.64359295	0.83220613	0.8330136	0.8842949	0.94469464	0.9721272	0.813253	0.8646409	0.95786464	0.66243684	0.7778213	0.79848623	0.5727965	0.75029767	0.8858255	0.8207024	0.96474206	0.85452616	0.0	0.8496118	0.826824	0.3164432	0.6736704	0.90895754	0.8514262	0.8724845	0.63968945	0.9138644	0.8508638	0.82460785	0.44199902	0.84260046	0.74748695	0.91121894	0.6747296	0.8736708	0.8434044	0.83176243	0.80898	0.92096996	0.773801	0.9125763	0.75672597	0.66172844	0.73175764	0.762074	0.79101217	0.8315697	0.84696364	0.8223976	0.8804537	0.7815082	0.81078005	0.64594716	0.967196	0.50959456	0.75561225	0.8255292	0.91066873	0.88196176	0.8616408	0.69166106	0.9214957	0.8904108	0.8264878	0.9407613	0.81310374	0.73963445	0.88048816	0.6837713	0.8680056	0.7974136	0.87652755	0.87646616	0.8647623	0.8302449	0.9622817	0.9276031	0.7872751	0.9361489	0.752758	0.7178879	0.96728003	0.72208893	0.90839356	0.9630777	0.55473316	0.53443617	0.776147	0.9243653
nieuws/noun	0.92739576	0.7843275	0.84668994	0.8825424	0.7405046	0.91687024	0.8262176	0.84462917	0.8556435	0.8112541	0.7773959	0.9163254	0.818139	0.8380157	0.76483095	0.96415436	0.82887137	0.96318066	1.0	0.7271745	0.7210707	0.9229936	0.80255675	0.65040076	0.9229843	0.94159174	0.7659573	0.8692788	0.85609275	0.87705755	0.897327	0.878682	0.87546116	0.82674474	0.75618815	0.864504	0.78893983	0.73216605	0.928612	0.803386	0.8600498	0.7993845	0.8266447	0.8921354	0.8970455	0.7775717	0.6686758	0.82614875	0.9282615	0.82072914	0.69390905	0.5890324	0.78895193	0.779342	0.81664604	0.87389576	0.77285445	0.9190166	0.86803937	0.721632	0.8136383	0.90524167	0.7762418	0.71388894	0.7052279	0.8139926	0.75064933	0.82371926	0.93153095	0.940874	0.7825121	0.6846825	0.88152987	0.8857119	0.71748805	0.8522294	0.7597962	0.7922505	0.6245762	0.80413526	0.8356523	0.7520103	0.925028	0.8628379	0.81873906	0.8416678	0.930549	0.62969077	0.9282502	0.62000155	0.8077909	0.6277572	0.79289526	0.86344165	0.63265264	0.9208417	0.89565814	0.78314304	0.8159367	0.6058606	0.5804931	0.8496118	0.0	0.8732989	0.89149845	0.82923234	0.9294835	0.91463554	0.756439	0.82812107	0.8563308	0.82843566	0.54815173	0.8262325	0.88456947	0.71828496	0.7521343	0.87936467	0.95207006	0.7215858	0.81028736	0.6859388	0.9704027	0.81835455	0.85357	0.9396054	0.9418732	0.93665785	0.78555703	0.89050734	0.8962241	0.70633554	0.9426642	0.85369325	0.8880401	0.71413445	0.85917544	0.96789426	0.8221163	0.7716363	0.95976746	0.85234034	0.76791906	0.58210564	0.87216413	0.90479416	0.76976824	0.7975297	0.7129141	0.7955148	0.8891061	0.8891391	0.86715555	0.69079375	0.8641996	0.9224699	0.676321	0.8499061	0.8453822	0.6172508	0.6548562	0.5761999	0.8256975	0.9517541	0.866374	0.6940476	0.7359523	0.7457751	0.7881565	0.6909406	0.79415005	0.9155111	0.68290645
noch/vg	0.85236305	0.55744857	0.6976574	0.7267345	0.54855835	0.96021014	0.9426152	0.83762836	0.7571709	0.70223135	0.72748625	0.78866076	0.7451338	0.82048917	0.82108927	0.93924767	0.5932685	0.925964	0.98819846	0.79246354	0.7283604	0.9238768	0.5175681	0.91693145	0.82124114	0.8411691	0.9277681	0.8661342	0.9672915	0.850387	0.76427734	0.8409156	0.8677442	0.76582944	0.74034846	0.61458313	0.694891	0.65190715	0.94375485	0.8104381	0.5131445	0.62325585	0.7619706	0.75501835	0.9006089	0.65622437	0.61094254	0.73210245	0.6997851	0.9362263	0.9144062	0.89585316	0.9782314	0.8705438	0.71829283	0.8333947	0.76494324	0.76562	0.755509	0.82172936	0.8793335	0.79556745	0.66818345	0.89834064	0.8429938	0.58971417	0.94470847	0.7947622	0.8381125	0.6222888	0.5769056	0.9535797	0.70395815	0.7362429	0.6121722	0.71744883	0.9865727	0.8028241	0.77423185	0.592476	0.7937635	0.7566894	0.8956596	0.7264168	0.79074967	0.8560746	0.8184558	0.8025286	0.93824464	0.89607763	0.9507298	0.8140411	0.8673515	0.7285991	0.58624935	0.78957164	0.7796027	0.6597261	0.8344599	0.7905514	0.72670066	0.826824	0.8732989	0.0	0.7628833	0.891278	0.8324441	0.83116364	0.93197787	0.7195021	0.89031535	0.77050155	0.75755966	0.9296826	0.71011233	0.6018883	0.8416686	0.79852533	0.8081631	0.87727666	0.7692908	0.8572526	0.9264673	0.6509509	0.820862	0.86809605	0.8175849	0.8052576	0.5277386	0.7951597	0.82133573	0.92923194	0.8830761	0.8947519	0.9268535	0.92392343	0.6478286	0.96996564	0.7751137	0.82382095	0.8130999	0.80546284	0.74615985	0.85941595	0.7076535	0.9422088	0.8218894	0.74377453	0.71659464	0.82112396	0.78448445	0.74909484	0.7134051	0.8613211	0.64919055	0.76604015	0.8479378	0.85215545	0.73734784	0.858507	0.8351159	0.9704106	0.7863904	0.7265901	0.78969043	0.7940033	0.71064067	0.5784357	0.9581618	0.92017794	0.6716173	0.77036333	0.9103228
nooit/adv	0.8932017	0.7201381	0.8995077	0.7621687	0.75770956	0.9391111	0.98227686	0.9302425	0.9289706	0.76511794	0.8508887	0.9182409	0.86238587	0.91278636	0.85163784	0.92845726	0.8132543	0.9096373	1.0	0.910997	0.8641669	0.94786847	0.69115394	0.9486637	0.9528324	0.8860907	0.7735112	0.5855096	0.7884331	0.4254405	0.8670303	0.90631706	0.713099	0.71224606	0.82819206	0.65350574	0.8472197	0.8423118	0.8523973	0.8126584	0.70187664	0.79883856	0.85488933	0.80436873	0.7956559	0.8259887	0.7982233	0.83449954	0.7741083	0.8000511	0.8582729	0.94220334	0.826157	0.6177381	0.8604748	0.8304994	0.8921237	0.83681214	0.5986978	0.96214944	0.8671113	0.7509335	0.84213585	0.74218774	0.6829903	0.68824434	0.9320002	0.8309025	0.9033534	0.9068642	0.6874727	0.9104723	0.7536775	0.80453366	0.83907676	0.8270585	0.9600905	0.920684	0.52576125	0.6849315	0.85488665	0.86213577	0.89143836	0.6518066	0.68670666	0.77031535	0.9529443	0.93275964	0.96600515	0.755247	0.78008294	0.95650077	0.61522985	0.891484	0.7785075	0.59946895	0.78951925	0.8245603	0.9029161	0.8987269	0.7733518	0.3164432	0.89149845	0.7628833	0.0	0.7494055	0.8206854	0.8438228	0.88294107	0.61216056	0.91584134	0.7501482	0.8253655	0.5469913	0.8009149	0.6864925	0.9267267	0.72357035	0.84457165	0.9132514	0.8698575	0.7836735	0.89428824	0.7044039	0.8798881	0.7981953	0.7990861	0.85713124	0.7693018	0.8040487	0.8451261	0.7907753	0.8445027	0.9483461	0.7644706	0.91461855	0.67009676	0.9537763	0.509296	0.6954249	0.8246583	0.92634314	0.9193765	0.7894906	0.7212144	0.8954373	0.8482442	0.78285277	0.9227158	0.87521255	0.84711605	0.8013617	0.6347435	0.8520395	0.7228601	0.79455936	0.7910867	0.841004	0.7698966	0.9322425	0.9196928	0.8217429	0.83405393	0.89282334	0.8005345	0.9460099	0.5354136	0.9093045	0.9808648	0.5725594	0.5961802	0.7929493	0.88767993
nu/adv	0.9828513	0.9214972	0.97759247	0.90931463	0.90154934	0.9157342	0.9921264	0.93817204	0.95455503	0.93820703	0.9336011	0.9127855	0.8767768	0.89344543	0.9109289	0.9875695	0.8950415	0.99313486	0.92865425	0.9599966	0.9244776	0.84509856	0.88521814	0.94057685	0.85777336	0.8081113	0.8731177	0.6702707	0.5901989	0.6129013	0.90752184	0.86957586	0.86361676	0.85854334	0.822742	0.88951296	0.7029606	0.7391468	0.8734249	0.8720107	0.8610819	0.8549249	0.85894316	0.9226496	0.7916597	0.90078986	0.9300342	0.8054832	0.7349331	0.5831362	0.6745828	0.8712425	0.2734052	0.7347494	0.88095355	0.9162248	0.90491974	0.88613105	0.7968846	0.91728985	0.8288326	0.8749635	0.8277347	0.6878321	0.82829815	0.7043632	0.939497	0.8978226	0.9643246	0.84999126	0.8960717	0.7772625	0.8924649	0.9614154	0.83491325	0.8302536	0.9078118	0.89716566	0.78062797	0.71122336	0.9251162	0.8767094	0.90971977	0.7249533	0.66682315	0.68221503	0.82518494	0.83053744	0.93313956	0.8223598	0.85057724	0.86726534	0.7004842	0.8276987	0.86273694	0.7857132	0.739785	0.894684	0.8137141	0.8551552	0.78032017	0.6736704	0.82923234	0.891278	0.7494055	0.0	0.9427928	0.7656652	0.93164486	0.667817	0.93850976	0.8417601	0.78091407	0.6471632	0.7664175	0.76113725	0.89214694	0.88909054	0.90241617	0.9722685	0.71152645	0.7152362	0.9717636	0.9199562	0.9390957	0.8990806	0.86908203	0.7330733	0.83954215	0.8491467	0.9242799	0.86378765	0.9005939	0.8496235	0.6000289	0.90441334	0.7654961	0.86807764	0.7047013	0.8315224	0.8468015	0.8921317	0.84441274	0.6501555	0.8729696	0.98985153	0.7850518	0.78651804	0.82278913	0.97562885	0.8202009	0.9535361	0.8814005	0.88025016	0.86731935	0.8466858	0.75894314	0.8729513	0.8624656	0.7577214	0.8868455	0.7272287	0.9120877	0.83307797	0.7999556	0.9251783	0.87490594	0.9115194	0.9890284	0.706244	0.81136256	0.7127711	0.8287559
of/vg	0.9037305	0.8033741	0.8203393	0.95395225	0.92081356	0.9289197	0.93399006	0.8739319	0.86669403	0.91242087	0.91191465	0.84353065	0.8685304	0.98034763	0.96313435	0.93907833	0.9313998	0.67485845	1.0	0.94958246	0.9333848	0.6999792	0.9018597	0.9716778	0.73615146	0.8299619	0.94534904	0.8686693	0.8476132	0.8810709	0.94172525	0.8924316	0.8637322	0.8486072	0.88507795	0.9131074	0.8386637	0.8008065	0.9168355	0.9057515	0.8886422	0.817812	0.87209046	0.7540985	0.8892544	0.89673555	0.9707366	0.8040703	0.9280267	0.8307401	0.87794596	0.8814413	0.85198414	0.83395123	0.7400144	0.81670463	0.8608135	0.588494	0.81761926	0.9489301	0.9544192	0.78646916	0.69584394	0.8679442	0.88282377	0.83429927	0.9129795	0.7133339	0.8169055	0.7927401	0.8588897	0.93533915	0.8201611	0.8792199	0.9412892	0.8736017	0.85422766	0.96512926	0.8317088	0.82325786	0.8893028	0.96117824	0.8050636	0.8216605	0.925485	0.9465665	0.88887936	0.88559264	0.8029	0.87111056	0.96987957	0.9344218	0.78604954	0.7021878	0.83301866	0.76371527	0.8929335	0.9463192	0.7935104	0.76644605	0.84968406	0.90895754	0.9294835	0.8324441	0.8206854	0.9427928	0.0	0.80465686	0.8475995	0.7680812	0.72769153	0.79949236	0.7774803	0.8971036	0.8729706	0.8627441	0.7033651	0.7410747	0.9004589	0.8721309	0.8756395	0.9105858	0.8826381	0.8482932	0.88321686	0.92672616	0.84016794	0.82624173	0.8497702	0.87381816	0.91567326	0.9555231	0.89077353	0.84725875	0.9365946	0.8267973	0.85076666	0.9905121	0.9248276	0.88448584	0.8965843	0.84121376	0.8129332	0.8846173	0.8645285	0.95885164	0.90521514	0.8789009	0.95779735	0.78570575	0.82518727	0.8344795	0.7767434	0.84944296	0.8810167	0.7410488	0.9147288	0.83468854	0.7716006	0.93525416	0.94481844	0.94099283	0.8243294	0.8217944	0.8238723	0.9484201	0.8426007	0.9529928	0.9343515	0.76598763	0.75470376	0.82446414	0.8431297
