	Chantal/name	Esther/name	Kim/name	Madonna/name	Waal/noun	aanmerkelijk/adj	bas_lijn/noun	bedrieger/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	campagne/noun	charmant/adj	chef/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	drempel/noun	echt/adj	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fout/noun	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	grimas/noun	grond/noun	haai/noun	heel/adj	heel/adv	helling/noun	hij/pron	hoe/adj	iets/adv	ik/pron	in_borst/noun	inslag/noun	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	lek/noun	lief/noun	loer/noun	machine/noun	man/noun	manier/noun	mens/noun	met/prep	min/adj	naar/adj	nicht_DIM/noun	nogal/adv	ondertoon/noun	ontzettend/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	paal_DIM/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	reactie/noun	recht/noun	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	sheriff/noun	soort/noun	spel/noun	spel_DIM/noun	sprookje/noun	spul/noun	stem/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wat/adv	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zo/adv
veelvoud/noun	0.977118	0.96930826	0.98745626	0.9791539	0.9859922	0.9071079	1.0	0.999132	0.9933374	0.98532087	0.96948844	0.99738526	0.9733837	0.9949163	0.9854168	0.9759177	0.9964674	0.987848	0.9886224	0.9864234	0.99743813	0.9887614	0.99189615	0.99087286	0.9300461	1.0	0.9655132	0.9692614	0.9299159	0.982584	0.9692643	0.9836075	0.99521077	0.993593	0.9937171	0.9948618	0.9976288	0.9801498	0.99943197	0.94789976	0.9610589	0.9923309	0.98951364	0.9438125	0.9617532	0.99675363	0.9297861	0.9945561	0.9966334	0.97659516	0.8855872	0.941258	0.99826336	0.9882605	0.97885203	0.9596281	0.9785176	0.97255206	0.99277884	0.9920256	0.9600703	0.9100281	0.98235524	0.78172576	0.9486241	0.9477298	0.9717541	0.99486154	0.96160483	0.9967457	0.98785836	0.9898862	0.9645541	0.97855216	0.91512764	0.9636261	0.93727696	0.99366784	0.97859037	0.9819709	0.9775058	0.9484668	0.9770424	0.9730508	0.9806889	0.9755398	0.9953335	0.92154765	0.9677472	0.98943305	0.9938398	0.9925737	0.9695466	0.9859258	0.9696078	0.9943267	0.9602509	0.92527884	0.9750406	0.87923	0.9852697	0.98438853	0.99803036	0.9964802	0.9971425	0.975636	0.9846772	0.96712476	0.98988897	0.9667587	0.9622227	0.9988793	0.0	0.99215233	0.97507143	0.9773989	0.9635718	0.9056599	0.98820496	0.97050506	0.9896297	0.9478917	0.9871582	0.93170637	0.9222271	0.98292446	0.9773331	0.98435104	0.99872535
vernedering/noun	0.98226076	0.9327869	0.9331326	0.989925	0.9739398	0.9897173	0.99533486	0.99184966	0.982594	0.9308303	0.9543704	0.92703104	0.9718235	1.0	0.97657555	0.9511605	0.96843815	0.9502836	0.8875396	0.9630349	0.94580334	0.93611926	0.9944686	0.98320884	0.9530642	0.99006426	0.99415714	0.94041044	0.97331166	0.92613983	0.9243144	0.96503633	0.9881136	0.9581309	0.9823371	0.95234376	0.9468144	0.9434109	0.9670679	0.9628094	0.9909849	0.9863363	0.9719709	0.9867676	0.9451873	0.9701343	0.9774063	0.97743565	0.9761912	0.9377121	0.89562756	0.98912144	0.945776	0.96934915	0.94624513	0.9408901	0.99266416	0.9799299	0.9487762	0.9675689	0.9938256	0.962907	0.98080087	0.9866293	0.90270877	0.9652378	0.9483499	0.97210824	0.96139973	0.99255013	0.9777997	0.98131263	0.97838175	0.94714886	0.9734845	0.9681553	0.98865783	0.9891572	0.939288	0.96829796	0.9430325	0.98303354	0.93692195	0.96443135	0.91834295	0.96333164	0.9517943	0.96580845	0.9431028	0.917744	0.970911	0.9625035	0.99276364	0.9359289	0.9710124	0.975699	0.99680775	0.97632486	0.9639038	0.9978095	1.0	0.96104276	0.9637975	0.9693544	0.9066691	0.9912647	0.96236	0.9432984	0.98052585	0.958254	0.96414167	0.9489047	0.99215233	0.0	0.97473794	0.9228156	0.9080446	0.9868826	0.98978233	0.9535169	0.975551	0.9868912	0.9790107	0.97780573	0.9240018	0.9774362	0.9899784	0.9584029	0.99542165
virus/noun	0.9830448	0.9737585	0.94742954	0.95620453	0.9349931	0.9400182	0.9928758	0.9682069	0.9326595	0.9725398	0.94844735	0.98684984	0.9674779	0.9965405	0.9692813	0.94695103	0.9372839	0.95742375	0.9536483	0.93992215	0.97022796	0.95106107	0.94321	0.99015284	0.98372066	0.98414856	0.9995801	0.9558484	0.96742654	0.9833869	0.9962504	0.9482725	0.9469222	0.972276	0.9530035	0.98173463	0.9739356	0.960827	0.9872908	0.9406502	0.9800595	0.97880405	0.97076744	0.98999906	0.91746604	0.9816577	0.9427531	0.9936669	0.9854448	0.9776336	0.91077363	0.92376333	0.99630153	0.98977	0.97858673	0.9965307	0.97436166	0.97617126	0.99558985	0.99626607	0.95573455	0.93910587	0.98153114	0.8800901	0.9563855	0.9486052	0.96095896	0.9771671	0.96990293	0.97401744	0.9741453	0.9770099	0.96206445	0.96913624	0.9321275	0.97291136	0.97989	0.9897607	0.94686824	0.9538405	0.97920144	0.966814	0.94725126	0.9661386	0.97480845	0.9743571	0.9842258	0.94202864	0.9532638	0.9800855	0.98795027	0.97830117	0.9630871	0.96271026	0.9900983	0.9440679	0.9622445	0.91732967	0.9745137	0.97995865	0.963144	0.9935917	0.98839176	0.95536834	0.97895837	0.9892451	0.9034374	0.9600442	0.9536295	0.9653254	0.9611144	0.9823808	0.97507143	0.97473794	0.0	0.95999545	0.9623624	0.93377066	0.96698755	0.93993217	0.97084105	0.9748592	0.9910964	0.95753366	0.940512	0.9751091	0.9789734	0.96734405	0.8648911
voetballer/noun	0.91454375	0.89514095	0.90463483	0.9268417	0.94252485	0.9546636	0.98174566	0.97654575	0.91896546	0.9498555	0.9198294	0.7570729	0.9673201	0.9935339	0.96094304	0.91123396	0.9306151	0.9101346	0.9217651	0.92870694	0.9289324	0.9708302	0.9565654	0.9296221	0.96726996	0.95363176	0.9684406	0.92914104	0.95790035	0.93899363	0.8802667	0.88145953	0.9520852	0.88689286	0.8818239	0.91631037	0.93785137	0.94607574	0.9606029	0.93583965	0.9779089	0.9224786	0.8881717	0.93910265	0.87537336	0.9408044	0.914577	0.9338127	0.9804864	0.916696	0.9342804	0.9381949	0.9642365	0.9300925	0.8918242	0.928667	0.9589178	0.95512754	0.9515507	0.95302814	0.96566594	0.84615767	0.9395547	0.9589113	0.8762062	0.9135523	0.91242725	0.94097227	0.92529607	0.94808066	0.9341617	0.91364205	0.91059136	0.89374626	0.87842625	0.91001314	0.94767934	0.99319214	0.89608544	0.93764544	0.9331851	0.92522746	0.915587	0.9379803	0.8671193	0.91845226	0.98765415	0.93879604	0.92583376	0.9607755	0.95858276	0.9620636	0.93686175	0.83120334	0.95260507	0.93944156	0.9458065	0.89462173	0.9570046	0.95852244	0.97375894	0.8413981	0.9503115	0.9377381	0.79281974	0.9385504	0.8165039	0.9136822	0.94517493	0.94148576	0.9319885	0.9430439	0.9773989	0.9228156	0.95999545	0.0	0.90240043	0.97824395	0.9478159	0.89765793	0.9179898	0.9367864	0.9174337	0.96575195	0.94736224	0.93987787	0.97802997	0.99295163	0.9799897
volk/noun	0.9632143	0.9836751	0.9366197	0.9511255	0.9638108	0.96119225	0.989093	0.97152543	0.8887206	0.90262717	0.9179418	0.9409253	0.94321626	0.99241626	0.99402	0.8676715	0.9596142	0.9348563	0.88443553	0.9201971	0.92019665	0.88808465	0.9560481	0.9754734	0.94238985	0.93154436	0.9973045	0.9578102	0.95644957	0.92908865	0.94741344	0.9010446	0.93422663	0.93463033	0.9180545	0.89151424	0.95972574	0.90828496	0.98541117	0.9056032	0.98810405	0.9232267	0.86653316	0.961376	0.87725216	0.9208837	0.960002	0.95523113	0.96073717	0.89379334	0.8646227	0.97078574	0.99138445	0.89798063	0.928502	0.98008347	0.9595574	0.9702174	0.9750887	0.98149884	0.960255	0.9363167	0.9076973	0.955644	0.9471732	0.93140775	0.9514894	0.98063916	0.893376	0.98966885	0.9386914	0.961157	0.8953512	0.95213205	0.9791835	0.9559674	0.9853482	0.9891607	0.9023809	0.93728006	0.95817214	0.95111454	0.90048754	0.8860396	0.91415954	0.9546564	0.97367084	0.8970251	0.93660414	0.9798079	0.98485	0.97495	0.9002695	0.921104	0.97327393	0.9344192	0.97073096	0.9189387	0.91332006	0.99016184	0.98369664	0.97125703	0.98298895	0.945935	0.84097457	0.98514134	0.95552456	0.8822307	0.9050605	0.90310067	0.9672022	0.8832918	0.9635718	0.9080446	0.9623624	0.90240043	0.0	0.9622083	0.94107175	0.8869509	0.905061	0.9594055	0.9321314	0.97706574	0.86056024	0.9334167	0.95165247	0.9746897	0.9806653
volwassene/noun	0.9480959	0.9407821	0.94225633	0.96269417	0.942398	0.9186304	0.9765203	0.97216505	0.9535779	0.98368776	0.9341393	0.98198754	0.9273819	0.9882796	0.85166156	0.9497776	0.9752584	0.9574495	0.97646725	0.9766376	0.96006876	0.9710925	0.9238579	0.99948275	0.95074165	0.9537217	0.94360393	0.97288686	0.9115936	0.94996667	0.973498	0.9176762	0.9769175	0.9750295	0.94129056	0.9743146	0.9873531	0.9781663	0.9968976	0.8590543	0.9461574	0.9563427	0.9318109	0.91601795	0.9873799	0.97392994	0.8781225	0.966516	0.9930886	0.962481	0.9103894	0.94074637	0.9731142	0.97768015	0.90722835	0.9718605	0.9733248	0.9549176	0.9563047	0.99905705	0.8912195	0.91353273	0.90573764	0.70495117	0.86161786	0.83227015	0.9175434	0.9807021	0.9643479	0.9964575	0.9754893	0.9879902	0.96516246	0.96836793	0.8547006	0.91598153	0.96864814	0.98323506	0.94667447	0.93285483	0.9800629	0.9424923	0.947943	0.93494594	0.9801135	0.9648132	0.9820415	0.90775245	0.96190804	0.9886911	0.98873216	0.9943735	0.9099502	0.95230633	0.94387555	0.9497218	0.93002677	0.78629434	0.96083146	0.9498735	0.94732887	0.9885779	0.99184155	0.9617376	0.97132313	0.9728218	0.9443882	0.95687234	0.9320303	0.9274901	0.94921196	0.9811929	0.9056599	0.9868826	0.93377066	0.97824395	0.9622083	0.0	0.93768054	0.94397634	0.95963055	0.9434378	0.9729806	0.8437866	0.94772995	0.95974684	0.9845421	0.9791419	0.9342854
vraag/noun	0.963615	0.96202743	0.947444	0.98381394	0.94804263	0.9923032	0.99668986	0.99676126	0.8818379	0.9385681	0.85534704	0.9427779	0.9391979	0.9955859	0.9766219	0.8981588	0.95869905	0.95712864	0.9821433	0.9358429	0.919005	0.74934185	0.9006181	0.9941326	0.9882062	0.8596467	0.99755234	0.93037736	0.96943927	0.90770334	0.9962839	0.8875825	0.9717071	0.90642416	0.897216	0.9295197	0.9574647	0.94314116	0.9971177	0.9166257	0.9983119	0.9164649	0.87546027	0.9732007	0.9417673	0.83770746	0.8888101	0.9106998	0.9969046	0.95253885	0.9361647	0.95161146	0.9869673	0.97501045	0.8964723	0.9953747	0.9812082	0.9832421	0.994835	0.9831896	0.9392333	0.9551991	0.87421244	0.93198055	0.9350492	0.8940795	0.92551	0.9844733	0.91261196	0.9843517	0.95929265	0.96672815	0.79388297	0.8709581	0.93246824	0.95959574	0.99593717	0.98669845	0.9202091	0.92815775	0.9562174	0.9780013	0.83374035	0.860208	0.91968054	0.9190946	0.96475327	0.93603295	0.98103845	0.97302693	0.97816795	0.97117954	0.8873265	0.9039678	0.9414145	0.94438666	0.93708664	0.88410014	0.9484454	0.99425817	1.0	0.9701264	0.9644077	0.98298085	0.9101085	0.98330224	0.9490612	0.91408825	0.8743432	0.9254184	0.98770833	0.9063263	0.98820496	0.98978233	0.96698755	0.9478159	0.94107175	0.93768054	0.0	0.8789143	0.8734466	0.99148494	0.8661978	0.9941531	0.9648749	0.88771886	0.9433217	1.0	0.9628806
waarin/pp	0.9323624	0.9331542	0.8971792	0.83973885	0.9567087	0.9607236	0.9814684	0.962455	0.8279064	0.88985443	0.8287138	0.951012	0.9352305	0.9789639	0.94722104	0.82373613	0.8543112	0.8656758	0.9132252	0.8236947	0.9142189	0.8455241	0.9338316	0.98701155	0.9118568	0.8521031	0.97200274	0.87760955	0.9449712	0.83276886	0.98891836	0.888656	0.86155367	0.8979485	0.8485449	0.86952066	0.9361629	0.8522458	0.9602289	0.88673186	0.9599757	0.8408973	0.8729267	0.9472956	0.75407165	0.84204483	0.86702335	0.96356136	0.95074815	0.9472488	0.8658496	0.9195918	0.98100775	0.87629384	0.879584	0.9881964	0.965626	0.9668195	0.9378142	0.975066	0.9204529	0.9098019	0.8344166	0.93637335	0.80471444	0.8441719	0.9177277	0.9182972	0.8303313	0.94925153	0.9364312	0.95652854	0.84610754	0.9152934	0.93240994	0.9528611	0.9758827	0.98699844	0.7392344	0.8366655	0.95210665	0.90749127	0.8679355	0.8287421	0.89793956	0.9366048	0.96865046	0.8031442	0.9326769	0.9855582	0.87382674	0.9576246	0.7757021	0.84182954	0.8955685	0.88515884	0.9099936	0.8599476	0.9249023	0.96439457	0.9986959	0.9737751	0.9853841	0.91138554	0.88640726	0.97122	0.9443826	0.87051344	0.8259785	0.8949074	0.9683228	0.8815684	0.97050506	0.9535169	0.93993217	0.89765793	0.8869509	0.94397634	0.8789143	0.0	0.8500103	0.9446598	0.8776106	0.9932406	0.9265546	0.88654935	0.913898	0.9582687	0.95162135
wat/adv	0.97229964	0.9786304	0.9574274	0.9480197	0.9499657	0.9620348	1.0	0.9870824	0.83075964	0.95073235	0.86242515	0.90616	0.94585085	1.0	0.9662753	0.9258836	0.9693799	0.949309	0.9677473	0.9471239	0.98142725	0.93262506	0.8087948	1.0	0.9659884	0.865268	0.9574786	0.93895787	0.9424476	0.80673736	0.9901418	0.8691144	0.9282718	0.9047753	0.86563504	0.8775415	0.9540034	0.9288204	0.9982488	0.9255225	0.97078645	0.86813325	0.8286308	0.9692332	0.9482924	0.814594	0.9036632	0.8276309	0.9525425	0.96855617	0.96873724	0.97249204	0.9958596	0.95915294	0.89889264	0.9711131	0.9487181	0.98704576	0.9533383	0.95551574	0.9563767	0.93676627	0.9071128	0.9709104	0.8709197	0.8871619	0.952556	0.96199334	0.8611742	0.99289465	0.8954636	0.958086	0.8046403	0.8933301	0.98549616	0.9517761	0.9892208	0.990429	0.9330262	0.9257391	0.9441024	0.93896544	0.90998864	0.90455663	0.9380024	0.95189536	0.9855662	0.9473862	0.9653213	1.0	0.98433906	0.9778714	0.85359085	0.8836599	0.93849355	0.9779483	0.9226357	0.9088212	0.92412627	0.9843479	1.0	0.96609306	0.9962668	0.97420037	0.90305805	0.9791821	0.9027624	0.9060971	0.894303	0.97287685	0.97524816	0.85872525	0.9896297	0.975551	0.97084105	0.9179898	0.905061	0.95963055	0.8734466	0.8500103	0.0	0.93585104	0.7882838	0.9943742	0.96475506	0.905133	0.89392024	0.9815438	0.944551
weide/noun	0.9490342	0.9424089	0.9453513	0.9830651	0.9574279	0.974149	0.99109846	0.94835526	0.9317124	0.9687234	0.9556127	0.9377887	0.95437086	1.0	0.9791854	0.96941257	0.9479468	0.96629816	0.985117	0.97521615	0.95443046	0.9910742	0.96218044	0.99885136	0.93216455	0.9695346	0.9915486	0.9884099	0.9738669	0.9538804	0.95635426	0.9777682	0.9471	0.96770245	0.9912169	0.9348546	0.9742632	0.9510048	0.9983574	0.8985453	0.9869413	0.9668736	0.94712365	0.96810967	0.9868927	0.9522214	0.97159857	0.9647945	1.0	0.9806912	0.9612824	0.9633974	0.9731619	0.9859813	0.9502576	0.9787365	0.9816276	0.9438363	0.93504536	0.97516227	0.963957	0.9019512	0.9842709	0.93055564	0.9467462	0.9565146	0.9520788	0.98466223	0.92910653	0.98323244	0.98046744	0.9838511	0.9824582	0.9813278	0.96537805	0.92097723	0.93040055	0.98246676	0.9648481	0.98319733	0.98556584	0.9527047	0.9426909	0.97325337	0.97275656	0.9814146	0.9805405	0.9709833	0.982696	0.95852375	0.9996326	0.98531985	0.9525146	0.9340098	0.9694215	0.9546682	0.9679267	0.92533034	0.94782585	0.9927811	0.98657674	0.97182673	0.9640783	0.964576	0.93201065	0.96615094	0.9612745	0.9745945	0.9727806	0.94986945	0.9631348	0.97716874	0.9478917	0.9868912	0.9748592	0.9367864	0.9594055	0.9434378	0.99148494	0.9446598	0.93585104	0.0	0.9949669	0.9715873	0.9866736	0.98707646	0.9717792	0.9964083	0.959499
wel/adv	0.9714	0.9861883	0.96200013	0.9699394	0.9410237	0.98945296	0.9891551	1.0	0.8927995	0.9672107	0.91858506	0.9371592	0.9435521	1.0	0.99453765	0.94264376	0.9874298	0.96087444	0.9596369	0.9448669	0.97891146	0.78171515	0.8157962	1.0	0.9746438	0.87083316	1.0	0.9233309	0.9820682	0.8298551	0.9820872	0.9371861	0.88873065	0.9208895	0.88871396	0.8768618	0.9758451	0.90502876	0.99992436	0.9406162	0.9455814	0.8648606	0.86928785	0.9865189	0.94033104	0.8532828	0.91041595	0.84184027	1.0	0.94798386	0.9840164	0.9869134	0.99291724	0.98167914	0.93447083	0.98619324	0.96447283	0.9706248	0.98740447	0.9941968	0.9680686	0.95613694	0.9151621	0.97959673	0.9096461	0.8873252	0.9505915	0.98671436	0.8643969	0.96755654	0.92572093	0.98008996	0.7802686	0.8442495	0.9566424	0.9750487	0.99033093	0.9841155	0.9215937	0.9572264	0.9165803	0.9822237	0.88474053	0.9010258	0.9446718	0.9738128	0.97042817	0.97630155	0.94363356	0.96836793	0.9828155	0.98638374	0.8696821	0.87225395	0.94647884	0.9736192	0.9323702	0.9247916	0.96029305	0.9822055	1.0	0.9715339	0.9700408	0.9739575	0.9158731	0.97936714	0.95110965	0.90881467	0.8565451	0.97948545	0.9787046	0.7790445	0.9871582	0.9790107	0.9910964	0.9174337	0.9321314	0.9729806	0.8661978	0.8776106	0.7882838	0.9949669	0.0	0.99074805	0.97925687	0.89858466	0.87432396	1.0	0.9399897
windstoot/noun	0.9578645	0.97580236	0.9511585	0.9843619	0.9835334	0.9907399	0.9907315	0.996116	0.98974675	0.9925413	0.9929987	0.9965193	0.94317937	0.98872745	0.9691716	0.9783507	0.9659359	0.98959833	0.9734386	0.9878633	0.9784615	0.991166	0.99660534	0.99878865	0.97063965	0.9961764	0.9820519	0.9745229	0.95756364	0.98665917	0.96502256	0.9718551	0.9940256	0.9958743	0.9903067	0.9910859	0.9912191	0.9920747	0.9976925	0.959442	0.95427275	0.9729429	0.9960976	0.9469462	0.9947565	0.99850124	0.9653783	0.99877745	1.0	0.973644	0.9842388	0.9571347	0.99578017	0.9951547	0.9537687	0.99024844	0.9723961	0.9779608	0.9966257	0.9794681	0.9361691	0.9442154	0.9901096	0.87180394	0.9818723	0.9688001	0.96969986	0.981345	0.9889199	1.0	0.98369944	0.98185444	0.99750805	0.9976483	0.8874479	0.9541555	0.92037934	0.9821633	0.97239876	0.98665017	0.97612005	0.984261	0.99241906	0.9724265	0.98375916	0.9929617	0.98904324	0.93055034	0.97013104	0.9725281	1.0	0.9984763	0.97803617	0.98038805	0.97391415	0.97922385	0.97439355	0.869833	0.94927293	0.9973687	0.9289936	0.9691604	0.9986173	0.9802299	0.9940407	0.96711147	0.9849378	0.984839	0.9829899	0.99145913	0.96639186	0.9983638	0.93170637	0.97780573	0.95753366	0.96575195	0.97706574	0.8437866	0.9941531	0.9932406	0.9943742	0.9715873	0.99074805	0.0	0.9576101	0.9924227	0.99434173	0.99935937	0.9987382
woestijn/noun	0.9771678	0.96361476	0.9687255	0.96904695	0.9585301	0.97430056	0.9359048	0.983827	0.9543045	0.92868435	0.95508057	0.9681999	0.94382846	0.9654187	0.9611116	0.8972608	0.9806214	0.9455547	0.8941138	0.9597998	0.96294063	0.95799273	0.9478767	0.98524094	0.98158485	0.9697023	0.99676925	0.9415869	0.96913564	0.96361077	0.9849033	0.9735362	0.93808204	0.9888232	0.9902182	0.9063127	0.96976006	0.91402537	0.9657168	0.96545446	0.937045	0.95285785	0.9551121	0.9421646	0.9199365	0.9593331	0.9630346	0.94235635	0.965465	0.9032604	0.83520085	0.94254965	0.96793586	0.9409385	0.96713066	0.9604923	0.9855405	0.99531484	0.9529736	1.0	0.9335743	0.9195118	0.9572292	0.87689936	0.96264756	0.9681697	0.94668794	0.97974825	0.98188543	0.9890834	0.9765171	0.96214944	0.96648467	0.94370216	0.9447491	0.9522136	0.9853791	0.9569164	0.92168903	0.954159	0.96897304	0.9133496	0.93488103	0.93353444	0.9452412	0.94519866	0.9325707	0.91846275	0.96156234	0.99374574	0.9118956	0.86323094	0.8994544	0.9860587	0.9685435	0.9255588	0.972742	0.9390832	0.9125931	0.9408257	0.99516153	0.9811788	0.9765009	0.97048473	0.9673563	0.95640504	0.9815327	0.92933154	0.9237242	0.93358576	0.95770276	0.9685355	0.9222271	0.9240018	0.940512	0.94736224	0.86056024	0.94772995	0.9648749	0.9265546	0.96475506	0.9866736	0.97925687	0.9576101	0.0	0.98725635	0.95749676	0.95824975	0.9973945
zaak/noun	0.9514454	0.9724389	0.94663966	0.9618082	0.97820586	0.9799887	0.9971047	0.9925895	0.9168891	0.928281	0.86884344	0.9502622	0.9701228	0.99845344	0.98729646	0.9480191	0.9764906	0.92358965	0.93136287	0.9322341	0.9419227	0.7561534	0.9649704	0.9900687	0.95069414	0.9328962	1.0	0.9527553	0.9675322	0.9239545	0.99642444	0.90141815	0.91820735	0.90189147	0.88595617	0.91956717	0.9036804	0.9393241	0.9780107	0.886623	0.98976696	0.8858828	0.9298736	0.95296496	0.9254988	0.91599244	0.9290102	0.9586474	0.9781046	0.97866195	0.94353354	0.92922896	0.99115324	0.9850021	0.911636	0.98135656	0.963568	0.94506335	0.99140656	0.986288	0.95020837	0.91098017	0.89781785	0.92836803	0.9277378	0.9364195	0.9405018	0.9784304	0.9178429	0.9947676	0.94577837	0.9532533	0.89752257	0.8949065	0.92112106	0.90601224	0.9885275	0.97012466	0.9110592	0.91605616	0.9647421	0.97596055	0.86116916	0.90407443	0.9550087	0.9394459	0.9890387	0.9259937	0.9736863	0.9851409	0.9674555	0.97769296	0.9153444	0.92395973	0.96529835	0.9726032	0.932306	0.91638243	0.9635937	0.99842036	1.0	0.9605832	0.95445746	0.94890076	0.9101232	0.9783808	0.95336777	0.9044433	0.93053496	0.93981165	0.9779773	0.93854886	0.98292446	0.9774362	0.9751091	0.93987787	0.9334167	0.95974684	0.88771886	0.88654935	0.905133	0.98707646	0.89858466	0.9924227	0.98725635	0.0	0.96263623	1.0	0.9647896
ze/pron	0.9686379	0.99941254	0.9591382	0.94676024	0.97066355	0.97892773	1.0	0.9948938	0.8998278	0.97914225	0.9289983	0.98409903	0.9770191	0.99235356	0.9856267	0.9793912	0.98295736	0.9496067	0.99023503	0.99026346	0.9490844	0.929675	0.8330824	1.0	0.96581316	0.9388548	0.950572	0.95220757	0.998568	0.924943	0.9994291	0.94602007	0.9740281	0.9645741	0.9277339	0.9481512	0.9936719	0.93287015	1.0	0.96509594	0.9626648	0.9516682	0.9239485	0.99922013	0.8481745	0.86432517	0.92066056	0.67999506	0.9989747	0.9995899	0.94792104	0.979841	1.0	0.98301166	0.97839445	1.0	0.9987518	1.0	0.9950192	1.0	0.98639506	0.95716375	0.95709556	0.9822013	0.9614637	0.9714188	0.98375225	0.95800614	0.9534557	1.0	0.95585436	0.976408	0.91050005	0.9287676	0.98690057	0.9845565	1.0	1.0	0.9502316	0.98811716	0.9839466	0.93250227	0.96711475	0.9335502	0.95081115	0.9552962	0.99802715	0.95485556	0.9419096	1.0	0.99729246	0.9948769	0.9112726	0.9610911	0.9707737	0.96884537	0.919008	0.95400906	0.9728115	0.98625267	1.0	1.0	1.0	0.8985002	0.9658874	1.0	0.9712902	0.9615379	0.8734694	0.9570897	0.98627543	0.9710321	0.9773331	0.9899784	0.9789734	0.97802997	0.95165247	0.9845421	0.9433217	0.913898	0.89392024	0.9717792	0.87432396	0.99434173	0.95749676	0.96263623	0.0	0.9851146	0.9798032
ziektekiem/noun	0.9601078	0.97788334	0.9848278	0.9950005	0.96702313	0.9777032	1.0	0.97677577	0.96895456	0.9724957	0.98977715	0.9733784	0.9911105	1.0	0.99176645	0.99274844	0.97991556	0.9762561	0.98419565	1.0	0.9794289	0.9894385	1.0	1.0	0.99262655	1.0	1.0	0.9793052	0.9902131	1.0	0.96447825	1.0	1.0	0.984737	1.0	1.0	0.9989631	1.0	0.93501276	0.9949195	0.9784366	0.9704282	1.0	0.95474946	0.97751075	1.0	0.9967329	0.9875584	0.9999307	0.9747445	0.9864838	0.98617744	0.9993717	0.9282816	0.99312675	0.99212235	0.9993456	0.9767194	0.9905727	1.0	0.994833	0.9816327	1.0	0.9814094	0.99807733	0.99867225	0.9936846	0.99056435	0.99863523	1.0	0.98461765	0.9792148	0.9990359	0.9939405	0.9834102	0.9918987	1.0	1.0	0.99003536	0.99721754	0.95327866	0.99635506	0.9967217	0.9646331	0.9788084	0.9881498	1.0	0.9763273	0.9914864	1.0	1.0	0.99914306	0.96533215	0.9905882	0.9938533	1.0	0.9995768	0.9881894	0.96636254	0.9945107	1.0	1.0	1.0	0.99387085	0.9942783	1.0	0.9873821	0.99465454	0.979668	0.9891733	0.9996121	0.9900605	0.98435104	0.9584029	0.96734405	0.99295163	0.9746897	0.9791419	1.0	0.9582687	0.9815438	0.9964083	1.0	0.99935937	0.95824975	1.0	0.9851146	0.0	1.0
zo/adv	0.9908106	0.97710025	0.96342015	0.9816176	0.98536736	0.9963671	0.99768317	0.96935195	0.95475465	0.9782514	0.9588637	0.98725504	0.9863973	1.0	0.97166735	0.9671143	0.9914362	0.98209095	0.9917737	0.97454715	0.97154474	0.94447297	0.95250016	1.0	0.9940977	0.9583884	0.99968296	0.9738298	0.99546206	0.9400237	0.99573594	0.9631921	0.9554867	0.9705491	0.96445215	0.9443496	0.9848606	0.97183615	0.9984953	0.9730893	0.9777107	0.96449137	0.96414256	0.99441	0.9859435	0.9476994	0.9662972	0.9599391	0.9949325	0.99515116	0.982656	0.99496466	0.98516285	0.9852054	0.96783316	0.9989786	0.9931098	0.9738725	0.9909128	0.9934253	0.9639009	0.95574766	0.9633564	0.9929744	0.9769705	0.96499425	0.9715729	0.9912999	0.94461876	0.98631	0.9704127	0.9922701	0.9288873	0.9738202	0.9901692	0.9625103	0.99900585	0.99745953	0.9171421	0.9676253	0.9828559	0.9967645	0.96548325	0.9802534	0.9852558	0.99002314	0.9964786	0.93138427	0.98418826	0.9881695	0.9887328	0.9993568	0.9696044	0.9655898	0.98143667	0.9732728	0.984336	0.98068666	0.98880213	1.0	1.0	0.9951499	0.9980848	0.9859032	0.96725	0.98236185	0.8291193	0.9728617	0.9597519	0.98682374	0.999154	0.96909523	0.99872535	0.99542165	0.8648911	0.9799897	0.9806653	0.9342854	0.9628806	0.95162135	0.944551	0.959499	0.9399897	0.9987382	0.9973945	0.9647896	0.9798032	1.0	0.0
