	Chantal/name	Esther/name	Kim/name	Madonna/name	Waal/noun	aanmerkelijk/adj	bas_lijn/noun	bedrieger/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	campagne/noun	charmant/adj	chef/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	drempel/noun	echt/adj	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fout/noun	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	grimas/noun	grond/noun	haai/noun	heel/adj	heel/adv	helling/noun	hij/pron	hoe/adj	iets/adv	ik/pron	in_borst/noun	inslag/noun	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	lek/noun	lief/noun	loer/noun	machine/noun	man/noun	manier/noun	mens/noun	met/prep	min/adj	naar/adj	nicht_DIM/noun	nogal/adv	ondertoon/noun	ontzettend/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	paal_DIM/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	reactie/noun	recht/noun	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	sheriff/noun	soort/noun	spel/noun	spel_DIM/noun	sprookje/noun	spul/noun	stem/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wat/adv	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zo/adv
door/adv	0.9429941	0.9670376	0.9571424	0.95275223	0.9767006	0.9552188	0.9892611	0.98697746	0.9535149	0.9507594	0.9334569	0.9709516	0.95708084	0.99267185	0.9811624	0.95222485	0.9547576	0.962319	0.97185004	0.9518817	0.96287084	0.9264053	0.94922125	0.998058	0.94342786	0.9395878	0.99952656	0.0	0.9680165	0.950235	0.9760871	0.91147107	0.9678575	0.9307102	0.95165557	0.9373874	0.9676094	0.9314852	0.98432124	0.9700674	0.9558548	0.9575565	0.9434014	0.9721182	0.9160344	0.9239206	0.93115354	0.96122885	0.9271665	0.9630121	0.9204035	0.9292767	0.9543687	0.95183194	0.9498788	0.9852809	0.979472	0.9651718	0.98712444	0.9900822	0.97825277	0.96627975	0.9376244	0.95990056	0.92377424	0.92836314	0.91683376	0.9597335	0.9361618	0.90261877	0.9373291	0.9765373	0.946173	0.9320575	0.95136654	0.97472364	0.9927177	0.99166054	0.91001725	0.9283515	0.93392205	0.9877707	0.9431497	0.96156085	0.940017	0.9240437	0.9613482	0.9115112	0.95051426	0.9695501	0.9763344	0.970071	0.94157076	0.92085874	0.9809952	0.9297111	0.9406992	0.93868625	0.9593828	0.98971677	0.98383075	0.9883192	0.98287547	0.96794623	0.9255607	0.9796327	0.96321326	0.92184997	0.93379503	0.95154995	0.9730068	0.9630917	0.9692614	0.94041044	0.9558484	0.92914104	0.9578102	0.97288686	0.93037736	0.87760955	0.93895787	0.9884099	0.9233309	0.9745229	0.9415869	0.9527553	0.95220757	0.9793052	0.9738298
drempel/noun	0.9702164	0.95616657	0.95998436	0.9640232	0.9757566	0.94412583	1.0	0.96841323	0.97785294	0.97600716	0.95621014	0.9764848	0.95602274	0.9952208	0.95114183	0.9461051	0.98482114	0.96901	0.98627985	0.9788505	0.98887473	0.96642244	0.9397334	0.9971678	0.9731496	0.96855515	0.9821666	0.9680165	0.0	0.98304397	0.96743745	0.94874305	0.9741838	0.9553323	0.98077035	0.98714983	0.9879876	0.9954828	1.0	0.91171104	0.9588798	0.9291816	0.95658624	0.9430806	0.96699864	0.9807338	0.9103253	0.98495674	0.99046177	0.95643616	0.91131306	0.9761356	0.98537683	0.9666813	0.9424643	0.99694616	0.9606096	0.9757338	0.9835223	0.9877775	0.9594584	0.922482	0.9861241	0.8249651	0.86548144	0.864885	0.9332311	0.98647696	0.97397065	0.991773	0.94003165	0.9878877	0.94521457	0.96749735	0.87740326	0.9348921	0.9681453	0.9688526	0.9824395	0.954763	0.9609775	0.964173	0.94964486	0.94952524	0.9703396	0.9610303	0.9862193	0.95477647	0.96414185	0.98406786	0.99132496	0.97589636	0.9590592	0.96414995	0.968206	0.9843457	0.9357791	0.87684876	0.9618549	0.9717668	0.99420553	0.9649115	0.986657	0.97698134	0.97873986	0.9927671	0.9799568	0.9775034	0.9723019	0.9717152	0.9859022	0.9429805	0.9299159	0.97331166	0.96742654	0.95790035	0.95644957	0.9115936	0.96943927	0.9449712	0.9424476	0.9738669	0.9820682	0.95756364	0.96913564	0.9675322	0.998568	0.9902131	0.99546206
echt/adj	0.98454076	0.94796526	0.9347087	0.90963763	0.9563363	0.963165	1.0	0.98931396	0.82909447	0.9419843	0.8858405	0.9525499	0.96279746	0.99926156	0.9806908	0.93134797	0.91629905	0.9741011	0.97831404	0.9589208	0.9471136	0.9086217	0.90382046	0.9929716	0.97021085	0.83653826	1.0	0.950235	0.98304397	0.0	0.95863724	0.9271279	0.94286436	0.952301	0.8825757	0.84374	0.98197955	0.92979634	0.9955057	0.9061029	0.95288074	0.8508623	0.80476606	0.9793234	0.9299748	0.8140099	0.91317564	0.84439045	0.9559289	0.95449317	0.95488816	0.97623175	0.99715376	0.9677857	0.9314454	0.9823646	0.96759593	0.9986207	0.93218756	0.99697673	0.96095794	0.95682913	0.8671215	0.9660554	0.88514644	0.9063682	0.9492752	0.9676204	0.84813136	0.9991412	0.9254127	0.9823545	0.8423095	0.94085014	0.97202826	0.98207724	0.99542487	0.9998806	0.93400425	0.96442723	0.96494627	0.96066463	0.9150822	0.9183714	0.9620264	0.92775816	0.9874205	0.9421532	0.98606163	0.98687726	0.95068103	0.9804106	0.8620109	0.8525948	0.9541851	0.9292639	0.9275085	0.9308333	0.91877234	0.9669526	1.0	0.994744	0.97500503	0.9737188	0.8858613	0.96440846	0.9293227	0.943012	0.89258975	0.95824146	0.99499184	0.8191495	0.982584	0.92613983	0.9833869	0.93899363	0.92908865	0.94996667	0.90770334	0.83276886	0.80673736	0.9538804	0.8298551	0.98665917	0.96361077	0.9239545	0.924943	1.0	0.9400237
elleboog_stoot/noun	0.9590242	0.9712465	0.97530746	0.9778886	0.9778645	0.9970668	1.0	0.99798924	0.9897198	0.9721294	0.983949	0.8891561	0.980915	1.0	0.97621745	0.9841061	0.9784839	0.96913385	0.9661217	0.9695882	0.9885626	0.9842748	0.9996164	0.9554466	0.9810725	0.9774284	0.9849979	0.9760871	0.96743745	0.95863724	0.0	0.9888211	0.98696214	0.9259605	0.9815332	0.97960526	0.94786596	0.9860427	1.0	0.97338355	0.98409766	0.9938085	0.98790044	0.99441034	0.9767247	0.9883501	0.98032343	0.9992029	1.0	0.99323845	0.9932971	0.9800348	0.9865651	0.99011594	0.9673151	0.97958565	0.9727321	0.96653646	0.986783	0.92885333	0.98063236	0.99124104	0.9854542	0.9891647	0.9752299	0.9844395	0.9831979	0.97443	0.98660934	1.0	0.98960245	0.9357371	0.98735243	0.9434308	0.92190784	0.9653002	0.99888676	1.0	0.9685656	0.98405606	0.94594026	0.9672128	0.9739898	0.9995603	0.9572086	0.9520489	0.99650496	0.9832527	0.9646431	0.9307634	1.0	0.9335021	0.9964395	0.938153	0.98160505	0.9794601	0.9929261	0.971943	0.9935942	0.9990564	0.9989447	0.8800119	0.97038805	0.97258615	0.91667217	0.9864413	0.9234631	0.96514904	0.99724406	0.98621666	0.9076668	0.9553278	0.9692643	0.9243144	0.9962504	0.8802667	0.94741344	0.973498	0.9962839	0.98891836	0.9901418	0.95635426	0.9820872	0.96502256	0.9849033	0.99642444	0.9994291	0.96447825	0.99573594
ernstig/adj	0.9394519	0.93497956	0.8941014	0.94520193	0.9507954	0.97781503	0.9991298	0.9822514	0.9157155	0.9369708	0.9106367	0.9359983	0.93681645	0.98261124	0.9771334	0.91982406	0.9457585	0.90752083	0.93758065	0.8796635	0.91333	0.82009876	0.94794047	0.9826942	0.9612922	0.9174032	0.9898271	0.91147107	0.94874305	0.9271279	0.9888211	0.0	0.966059	0.9178887	0.91542524	0.90254164	0.941713	0.93322426	0.969751	0.8914496	0.9875556	0.9117242	0.9084025	0.9710466	0.90812194	0.87054145	0.9098612	0.9637823	0.9693701	0.9453729	0.9272165	0.8177662	0.9828628	0.97263616	0.86127675	0.96606225	0.97754663	0.95746005	0.96835184	0.9916171	0.94394225	0.74895906	0.9068406	0.9098334	0.90125656	0.90888363	0.91083884	0.88992614	0.8766537	0.9752025	0.965498	0.9567126	0.89672136	0.92396253	0.9191449	0.8368598	0.9403977	0.98462236	0.8426041	0.9300223	0.9466662	0.9569552	0.86769634	0.90929234	0.89525604	0.9239001	0.96734905	0.89978546	0.91736025	0.9935389	0.9803485	0.981209	0.8706299	0.9140538	0.95549834	0.9580834	0.9421074	0.88585967	0.9466381	0.98976916	1.0	0.97185993	0.9507528	0.8866564	0.8898932	0.94908565	0.93548423	0.92382276	0.9148854	0.8920841	0.9232103	0.9198538	0.9836075	0.96503633	0.9482725	0.88145953	0.9010446	0.9176762	0.8875825	0.888656	0.8691144	0.9777682	0.9371861	0.9718551	0.9735362	0.90141815	0.94602007	1.0	0.9631921
fantasie/noun	0.9497234	0.9442487	0.9727784	0.95831215	0.9932277	0.98293567	0.9875728	0.90160143	0.9281513	0.97908086	0.9387604	0.9762446	0.95342124	0.9910662	0.9684955	0.9382344	0.95788085	0.94713414	0.951272	0.92273825	0.94705254	0.93446374	0.9793789	0.98848504	0.96378696	0.93639064	1.0	0.9678575	0.9741838	0.94286436	0.98696214	0.966059	0.0	0.9529485	0.9336667	0.9126978	0.9202429	0.92660487	1.0	0.9522131	0.9818052	0.9439956	0.9330933	0.98214674	0.90196085	0.9361364	0.9424428	0.9931666	0.9422498	0.9435434	0.9607473	0.9750015	0.9672024	0.90393656	0.9514592	0.9850681	0.9871591	0.96883017	0.93114614	0.96394455	0.96181625	0.96488327	0.9368634	0.97595465	0.95840645	0.94910485	0.9784773	0.95910424	0.945136	0.9641652	0.95450675	0.97175145	0.97356176	0.959063	0.96180314	0.9613738	0.96790034	0.9875734	0.88891786	0.950055	0.96095014	0.9819842	0.94477856	0.93549144	0.96249104	0.9547529	0.979557	0.9031943	0.95343375	0.9999227	0.9546204	0.98370504	0.88614845	0.93467724	0.94776726	0.9300186	0.96222156	0.9503406	0.96687615	0.93505776	1.0	0.98886573	0.93999255	0.9537615	0.9508162	0.9644601	0.96164507	0.8916199	0.9063499	0.9720747	0.9585694	0.96464413	0.99521077	0.9881136	0.9469222	0.9520852	0.93422663	0.9769175	0.9717071	0.86155367	0.9282718	0.9471	0.88873065	0.9940256	0.93808204	0.91820735	0.9740281	1.0	0.9554867
fout/noun	0.94471425	0.9556458	0.9123144	0.9814345	0.95355856	0.9659157	1.0	0.98573977	0.90710604	0.9557357	0.8859738	0.8369276	0.9501603	1.0	0.98191154	0.91040236	0.97370154	0.9325678	0.96615773	0.96666294	0.9520988	0.9146663	0.9575353	0.9954167	0.961526	0.96187043	0.99908704	0.9307102	0.9553323	0.952301	0.9259605	0.9178887	0.9529485	0.0	0.89225245	0.9368889	0.943583	0.9532552	0.9951878	0.91046673	0.9670454	0.93515015	0.93174124	0.9719776	0.93479586	0.9205703	0.9224521	0.9457555	0.9998858	0.9683142	0.96021044	0.9533347	0.999277	0.955184	0.91803926	0.9471971	0.98003644	0.9510901	0.9906516	0.96257687	0.96741295	0.9463579	0.9381465	0.96860003	0.89152956	0.9240093	0.947588	0.9822045	0.9205936	0.9868432	0.9439246	0.9723228	0.9364663	0.8925515	0.9131079	0.95801145	0.9840896	0.99061286	0.92822397	0.94624436	0.9539213	0.9841988	0.90410006	0.94404715	0.9187735	0.93344337	0.9609151	0.9609037	0.96702135	0.94050574	0.9892646	0.95356566	0.94914657	0.879443	0.96025735	0.96545136	0.96265954	0.9138747	0.9566723	0.9955022	0.986956	0.91537166	0.96393096	0.96575415	0.85801786	0.9802462	0.8846346	0.9095094	0.93104786	0.93169045	0.9690252	0.94107133	0.993593	0.9581309	0.972276	0.88689286	0.93463033	0.9750295	0.90642416	0.8979485	0.9047753	0.96770245	0.9208895	0.9958743	0.9888232	0.90189147	0.9645741	0.984737	0.9705491
genoeg/adv	0.9530162	0.9699134	0.91655815	0.93598825	0.97135866	0.963006	1.0	0.99459386	0.8661842	0.9439148	0.8746511	0.9105257	0.94589293	0.9980152	0.97046965	0.92262053	0.9498404	0.93886423	0.9829144	0.9456033	0.9460462	0.8822198	0.9519867	0.9843056	0.97308326	0.8535353	0.9999076	0.95165557	0.98077035	0.8825757	0.9815332	0.91542524	0.9336667	0.89225245	0.0	0.87018085	0.92806995	0.94097495	0.99693817	0.9341654	0.9963386	0.90688723	0.8763772	0.9675162	0.9211558	0.91225445	0.9099487	0.9309782	0.9936535	0.9874177	0.95458645	0.9705914	1.0	0.9732101	0.9087041	0.97079384	0.9769398	0.9658023	0.9809091	0.9912375	0.9626363	0.9161237	0.8309227	0.9650662	0.88172376	0.8668742	0.9352788	0.9675404	0.93216205	0.9829336	0.9425789	0.9889744	0.8751551	0.88047284	0.9516477	0.94243133	0.9901529	0.9766907	0.92733216	0.92789626	0.983716	0.94148463	0.86372566	0.895892	0.9406419	0.9439409	0.9993388	0.9204503	0.9872832	0.9483747	0.95682627	0.9788546	0.90048784	0.8787792	0.966475	0.97858024	0.9312165	0.89699227	0.9431555	1.0	0.9883413	0.99454224	0.97222906	0.9655445	0.8692316	0.9690177	0.9344281	0.894595	0.8986669	0.908083	0.96676	0.8966234	0.9937171	0.9823371	0.9530035	0.8818239	0.9180545	0.94129056	0.897216	0.8485449	0.86563504	0.9912169	0.88871396	0.9903067	0.9902182	0.88595617	0.9277339	1.0	0.96445215
gevoel/noun	0.9529609	0.9734361	0.94558525	0.9374575	0.9666581	0.97894216	0.99393624	1.0	0.8589923	0.94805413	0.8613326	0.91153705	0.93888	0.9942145	0.9810452	0.9361222	0.9719883	0.9544325	0.9351741	0.90363574	0.9515258	0.87762094	0.9555741	1.0	0.9726932	0.9120305	0.9957671	0.9373874	0.98714983	0.84374	0.97960526	0.90254164	0.9126978	0.9368889	0.87018085	0.0	0.9260426	0.9335667	0.999391	0.9347699	0.9967811	0.89078563	0.8794304	0.99090105	0.95907515	0.8627261	0.8953566	0.9424236	0.95992553	0.9508454	0.93478686	0.9676672	1.0	0.9558043	0.9316376	0.98463786	0.9775287	0.9732149	0.9751182	0.9899475	0.97626776	0.9387558	0.89902484	0.9733655	0.8967166	0.90969133	0.9630331	0.9812274	0.8587165	0.9388583	0.95169824	0.9976198	0.9004569	0.9189529	0.9403184	0.9733699	0.97894746	0.9937257	0.866719	0.9592571	0.94350094	0.9715304	0.8569148	0.91918	0.9553105	0.9551263	0.9848419	0.94538605	0.96330863	0.99167085	0.9713127	0.9650409	0.8928642	0.8891501	0.94083285	0.94686955	0.9656179	0.9284717	0.92522615	0.98676634	1.0	0.9828279	0.99948406	0.95128435	0.8904067	0.9755978	0.9360476	0.87487537	0.8516067	0.9506799	0.9730423	0.8896309	0.9948618	0.95234376	0.98173463	0.91631037	0.89151424	0.9743146	0.9295197	0.86952066	0.8775415	0.9348546	0.8768618	0.9910859	0.9063127	0.91956717	0.9481512	1.0	0.9443496
glimlach/noun	0.95791584	0.94230866	0.9235562	0.9670626	0.9593208	0.95732695	0.9931628	0.99831307	0.913905	0.972313	0.95376474	0.9355608	0.97700286	0.96766484	0.977922	0.95676863	0.9677834	0.937728	0.93745446	0.8819728	0.94224185	0.9114571	0.9964276	0.979579	0.9778354	0.96823	0.98783517	0.9676094	0.9879876	0.98197955	0.94786596	0.941713	0.9202429	0.943583	0.92806995	0.9260426	0.0	0.9445101	0.9631418	0.9648285	0.985164	0.98691523	0.9438542	0.9834232	0.94379216	0.9606981	0.96774065	0.9859089	0.9892941	0.99570924	0.96831614	0.9536046	0.9645548	0.96071845	0.9653014	0.9705945	0.97856003	0.96068186	0.91628855	0.9882083	0.98413736	0.9507139	0.96875155	0.98594457	0.9581982	0.96957326	0.9703743	0.9603073	0.9642652	0.9712607	0.9559753	0.9200576	0.9282106	0.91645926	0.9470929	0.9627296	0.9709995	0.9869326	0.91750973	0.9436747	0.97012794	0.97688884	0.9204498	0.9809165	0.9222267	0.9611761	0.9757235	0.9407722	0.94645166	0.9792615	0.9524934	0.9457542	0.93844175	0.93366736	0.9438425	0.9464049	0.98083377	0.9495399	0.9630281	0.9987085	0.999096	0.98495275	0.98637325	0.93984693	0.89617586	0.9891265	0.96581054	0.9464302	0.9799589	0.95948577	0.9713329	0.9371102	0.9976288	0.9468144	0.9739356	0.93785137	0.95972574	0.9873531	0.9574647	0.9361629	0.9540034	0.9742632	0.9758451	0.9912191	0.96976006	0.9036804	0.9936719	0.9989631	0.9848606
god/noun	0.96981364	0.9628978	0.9492377	0.9402469	0.978239	0.9887654	0.99890643	0.96146977	0.9128726	0.9345576	0.93871063	0.94037026	0.98880464	0.97358197	0.983253	0.92270917	0.9618946	0.9345054	0.96649384	0.931183	0.9126285	0.9212714	0.9497116	0.98653257	0.9720963	0.9557742	0.9993522	0.9314852	0.9954828	0.92979634	0.9860427	0.93322426	0.92660487	0.9532552	0.94097495	0.9335667	0.9445101	0.0	0.985341	0.9380031	0.9396319	0.9161218	0.9409647	0.9877037	0.92097265	0.8773173	0.944516	0.9364289	0.9923832	0.9689242	0.90553606	0.96545804	0.95899516	0.94291717	0.9271705	0.9872639	0.9861006	0.9881819	0.95907295	0.984513	0.973337	0.9501756	0.9228383	0.96914434	0.93792284	0.93877995	0.9545821	0.94664	0.9331682	0.9765627	0.9411158	0.9634156	0.9363237	0.9516759	0.97860634	0.976721	0.9945468	0.9881366	0.8514516	0.96038556	0.9701508	0.96408534	0.92561114	0.9464855	0.9426553	0.9426941	0.9959738	0.8954707	0.93460464	0.9821961	0.95149726	0.9711447	0.8727261	0.91071135	0.96051335	0.92365295	0.9593244	0.9470119	0.9577017	0.963697	0.9808022	0.986923	0.9959002	0.94828665	0.9287561	0.9519713	0.9423072	0.9661352	0.9352721	0.9403346	0.97964096	0.97771263	0.9801498	0.9434109	0.960827	0.94607574	0.90828496	0.9781663	0.94314116	0.8522458	0.9288204	0.9510048	0.90502876	0.9920747	0.91402537	0.9393241	0.93287015	1.0	0.97183615
grimas/noun	0.9576654	0.9612048	0.98211473	0.9898401	0.94407994	0.9714504	1.0	1.0	0.99214256	0.9888012	0.99646556	0.9629122	0.98784375	0.96796256	0.9928171	0.9892472	0.946971	0.95104754	0.98938274	0.9734257	0.9803695	0.97148204	1.0	1.0	0.9818955	0.98143625	0.9094498	0.98432124	1.0	0.9955057	1.0	0.969751	1.0	0.9951878	0.99693817	0.999391	0.9631418	0.985341	0.0	0.988021	0.972758	0.9992837	0.9999613	0.9946931	0.9569944	0.9940426	0.99634314	1.0	1.0	0.96302253	0.9986965	0.92035353	1.0	0.9724715	0.97890896	1.0	0.9930999	0.99081564	0.9718379	0.9798692	0.97447443	0.9363927	1.0	0.99856603	0.9777189	0.9979437	0.9978451	0.9875954	0.9987076	1.0	0.9911938	0.96830076	0.99452126	0.99056286	0.9875395	0.9645944	0.96118134	1.0	0.9498394	0.9773795	0.97044814	0.99491435	0.977916	1.0	0.96984357	0.9801232	1.0	0.93467	0.9969644	0.93886316	0.9981129	0.98331535	1.0	0.9891306	1.0	0.9470187	0.97066116	0.99609846	0.99783057	1.0	1.0	0.98545325	0.9908736	0.99444324	0.9812876	0.9959957	0.99643856	0.9955497	0.97638804	0.96410155	0.97182673	1.0	0.99943197	0.9670679	0.9872908	0.9606029	0.98541117	0.9968976	0.9971177	0.9602289	0.9982488	0.9983574	0.99992436	0.9976925	0.9657168	0.9780107	1.0	0.93501276	0.9984953
grond/noun	0.95362395	0.97867084	0.9469897	0.95612067	0.95602727	0.93213665	0.99842495	0.9947446	0.91443145	0.9510893	0.87742335	0.94159067	0.9558163	0.99766606	0.9568578	0.94093007	0.976378	0.9552316	0.94456345	0.93892455	0.9667676	0.92079395	0.90075487	0.9971965	0.94711614	0.9213722	0.99440867	0.9700674	0.91171104	0.9061029	0.97338355	0.8914496	0.9522131	0.91046673	0.9341654	0.9347699	0.9648285	0.9380031	0.988021	0.0	0.9677873	0.8496486	0.9173742	0.9337635	0.94422996	0.9259809	0.8710506	0.97001004	0.9640272	0.95425856	0.8445911	0.9521918	0.99756396	0.96546656	0.91787773	0.97503734	0.9893134	0.95238423	0.9695526	1.0	0.9143046	0.8801204	0.9274499	0.7343015	0.8586497	0.850566	0.9197442	0.99532884	0.9260591	0.9974414	0.9729184	0.985298	0.9036787	0.93136764	0.9022612	0.93138754	0.9852543	0.96074253	0.91841877	0.90846586	0.97108686	0.93224394	0.8880844	0.89551157	0.9427177	0.97268313	0.9580498	0.8995726	0.9592897	0.96628743	0.96576	0.9946026	0.8715273	0.89956856	0.9762913	0.96916455	0.9388123	0.8255433	0.89752585	0.9806045	0.9894	0.9638219	0.9790201	0.9452818	0.93977964	0.99438494	0.92458105	0.9318974	0.93522686	0.9316041	0.9797015	0.9443198	0.94789976	0.9628094	0.9406502	0.93583965	0.9056032	0.8590543	0.9166257	0.88673186	0.9255225	0.8985453	0.9406162	0.959442	0.96545446	0.886623	0.96509594	0.9949195	0.9730893
haai/noun	0.972097	0.96743846	0.95431805	0.94338787	0.9754918	0.9478334	1.0	1.0	0.99921876	0.98678744	0.9773271	0.99718785	0.9667935	0.9394374	0.9613883	0.9717043	0.97150046	0.9621047	0.9766371	0.9840456	0.9957203	0.9853945	0.95568544	0.9896713	0.9491071	0.976645	0.9930646	0.9558548	0.9588798	0.95288074	0.98409766	0.9875556	0.9818052	0.9670454	0.9963386	0.9967811	0.985164	0.9396319	0.972758	0.9677873	0.0	0.94348216	0.98956054	0.9796013	0.9701259	0.9581939	0.9615692	0.9609886	0.9905522	0.9767779	0.96632034	0.952874	0.99236876	0.9654837	0.9906335	0.9885526	0.9763221	0.9769419	0.9670582	0.9538681	0.98507994	0.9578614	0.98386955	0.9536121	0.96383035	0.95604223	0.9511046	0.9400214	0.9903832	0.9704982	0.97907734	0.9853268	0.98048615	0.9890081	0.96625984	0.9813807	0.989842	0.982633	0.9650492	0.9622219	0.96891636	0.9430168	0.98658144	0.99882674	0.9598694	0.9790463	0.9916318	0.9787094	0.9787658	0.98977125	0.9857123	0.9646664	0.9353214	0.9574678	0.99103636	0.96986747	0.994897	0.9441997	0.971718	0.9978992	0.98923254	0.9834538	0.9791323	0.9438835	0.9755221	0.9870879	0.9954927	0.9954982	0.9941434	0.9669678	0.98967165	0.9952869	0.9610589	0.9909849	0.9800595	0.9779089	0.98810405	0.9461574	0.9983119	0.9599757	0.97078645	0.9869413	0.9455814	0.95427275	0.937045	0.98976696	0.9626648	0.9784366	0.9777107
heel/adj	0.97088754	0.97279847	0.96417886	0.9502588	0.9663432	0.9892829	1.0	0.97407955	0.87373984	0.96253705	0.8985297	0.97841024	0.9899032	1.0	0.9755286	0.9288908	0.9741292	0.93827796	0.9687286	0.9524802	0.9527391	0.94781125	0.9202763	0.99482274	0.97637945	0.9155371	0.97361636	0.9575565	0.9291816	0.8508623	0.9938085	0.9117242	0.9439956	0.93515015	0.90688723	0.89078563	0.98691523	0.9161218	0.9992837	0.8496486	0.94348216	0.0	0.8608107	0.96799475	0.9492318	0.87351406	0.9044467	0.92978954	0.96973723	0.95472026	0.943139	0.9536427	1.0	0.9623597	0.92483747	1.0	0.9597587	0.9843012	0.9758749	1.0	0.93004924	0.9374695	0.8720507	0.8976827	0.88296616	0.89920473	0.93209255	0.9775204	0.88890594	0.9911623	0.9517123	0.9897665	0.8756663	0.9395564	0.9639988	0.9621736	0.9990201	0.97976065	0.92861706	0.9322835	0.98868215	0.95909876	0.9107754	0.92306554	0.97711766	0.95445025	0.94685626	0.9495051	0.9717386	0.9981274	0.98633105	0.98518	0.87108636	0.9264228	0.96306974	0.95052534	0.9446962	0.89684045	0.8800875	0.997102	0.9958709	0.9998126	0.98758835	0.94201785	0.9231742	0.973335	0.95886415	0.9394696	0.8774733	0.96563286	0.99206716	0.87438464	0.9923309	0.9863363	0.97880405	0.9224786	0.9232267	0.9563427	0.9164649	0.8408973	0.86813325	0.9668736	0.8648606	0.9729429	0.95285785	0.8858828	0.9516682	0.9704282	0.96449137
heel/adv	0.9578242	0.97213095	0.9526217	0.9664361	0.9673839	0.96876454	1.0	0.97297424	0.86644626	0.9505831	0.8618523	0.93223417	0.9826387	1.0	0.9877174	0.93013793	0.9454224	0.948595	0.96293044	0.9426066	0.9792141	0.9284363	0.93132603	0.97911936	0.9603915	0.91391104	0.9878881	0.9434014	0.95658624	0.80476606	0.98790044	0.9084025	0.9330933	0.93174124	0.8763772	0.8794304	0.9438542	0.9409647	0.9999613	0.9173742	0.98956054	0.8608107	0.0	0.9918343	0.96368706	0.89829	0.90162385	0.94027454	0.97817975	0.9490156	0.93465453	0.9599358	0.9955002	0.94549704	0.92912525	0.9984942	0.9689739	0.9652247	0.9793765	0.9841509	0.9600299	0.94776684	0.8537649	0.94727373	0.8692448	0.8716948	0.96087235	0.9638727	0.8783249	1.0	0.9334966	0.971457	0.7971303	0.9429576	0.97943854	0.96979487	0.96954334	0.98890483	0.94312274	0.9480609	0.9649041	0.9442108	0.92593867	0.92166334	0.962395	0.97155726	0.98283285	0.9399767	0.97182167	0.9620682	0.9532308	0.99428403	0.894088	0.89899606	0.9258647	0.96814954	0.9391699	0.9091552	0.92256737	0.95221126	0.98378015	0.9948323	0.9778566	0.9420372	0.90180147	0.99348885	0.9621504	0.93570787	0.831834	0.9463066	0.9946659	0.7543404	0.98951364	0.9719709	0.97076744	0.8881717	0.86653316	0.9318109	0.87546027	0.8729267	0.8286308	0.94712365	0.86928785	0.9960976	0.9551121	0.9298736	0.9239485	1.0	0.96414256
helling/noun	0.95921475	0.9710367	0.9306736	0.98135436	0.9646873	0.96538705	0.99660164	0.985077	0.96897566	0.93682563	0.9494495	0.9863005	0.9387149	1.0	0.97562283	0.94732976	0.957339	0.98724765	0.9650942	0.9803915	0.9873692	0.9561553	0.97840464	0.96171933	0.95861506	0.9857611	0.99204344	0.9721182	0.9430806	0.9793234	0.99441034	0.9710466	0.98214674	0.9719776	0.9675162	0.99090105	0.9834232	0.9877037	0.9946931	0.9337635	0.9796013	0.96799475	0.9918343	0.0	0.9673539	0.997961	0.91899455	0.97101015	0.9961119	0.95653814	0.9465349	0.96052045	0.99554336	0.9596289	0.9390484	0.97354877	0.9653669	0.9650745	0.9914627	0.9053654	0.95753914	0.9265511	0.95744985	0.85374373	0.955143	0.96216685	0.9309539	0.9809034	0.95012176	0.99187946	0.9628513	0.96863693	0.96019983	0.963613	0.9005749	0.9512295	0.94362396	0.981641	0.9597514	0.95466137	0.9692744	0.95259017	0.94049007	0.95482516	0.9661434	0.9771874	0.9923708	0.9514054	0.97955614	0.9912805	0.9976034	0.9771394	0.94206566	0.9559421	0.978037	0.9527212	0.9841319	0.9139763	0.8955591	0.9800214	0.98639464	0.9544457	0.9753182	0.9554463	0.9543513	0.9846312	0.9789627	0.9446712	0.9912746	0.93323463	0.8724744	0.9852813	0.9438125	0.9867676	0.98999906	0.93910265	0.961376	0.91601795	0.9732007	0.9472956	0.9692332	0.96810967	0.9865189	0.9469462	0.9421646	0.95296496	0.99922013	0.95474946	0.99441
