	Chantal/name	Esther/name	Hitler/name	Jim/name	Kim/name	Madonna/name	Mulisch/name	Nottingham/name	Unilever/name	Victor/name	Waal/noun	Wauters/name	aanmerkelijk/adj	agressief/adj	ambtenaar/noun	bas_lijn/noun	bedrieger/noun	been/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	brutaal/adj	buitenlander/noun	campagne/noun	cd-rom/noun	chagrijnig/adj	charmant/adj	chef/noun	collega/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	doortrapt/adj	drempel/noun	duel/noun	echt/adj	egoïstisch/adj	elleboog/noun	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fel/adj	fout/noun	gedurfd/adj	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	goedkoop/adj	grimas/noun	grond/noun	groot/adj	gruwelijk/adj	guitig/adj	haai/noun	hard/adj	heel/adj	heel/adv	helling/noun	hem/pron	hij/pron	hoe/adj	hoofdpersoon/noun	humor/noun	iets/adv	ik/pron	in_borst/noun	inslag/noun	inzicht/noun	jaloers/adj	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	laag/adj	lek/noun	lief/noun	loer/noun	lot/noun	machine/noun	man/noun	manier/noun	me/pron	mens/noun	met/prep	min/adj	monarchie/noun	naar/adj	nicht_DIM/noun	nogal/adv	of/vg	on_gefundeerd/adj	onbetrouwbaar/adj	ondertoon/noun	ondoorzichtig/adj	onjuist/adj	ontzettend/adj	onwaar/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	overvloed/noun	paal_DIM/noun	partner/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	rauw/adj	reactie/noun	recht/noun	reis_bureau/noun	respect_loos/adj	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	senior/noun	sheriff/noun	slecht/adj	slinks/adj	sluw/adj	smaak/noun	smerig/adj	soort/noun	spectaculair/adj	spel/noun	spel_DIM/noun	sport_wagen/noun	sprookje/noun	spul/noun	stad_genoot/noun	stekelig/adj	stem/noun	stier/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tand_arts/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	vijandig/adj	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wantrouwend/adj	wat/adv	wat/pron	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zielig/adj	zo/adv
oog_DIM/noun	0.8840138	0.8877915	0.7393158	0.96518105	0.7693727	0.8523441	0.93403774	0.9990211	0.8893951	0.8564043	0.73027664	0.9872278	0.9600244	0.6787864	0.86452717	0.95094395	0.82945967	0.872682	0.8258031	0.9690222	0.8537305	0.9750447	0.9359039	0.95938426	0.87779087	0.6983355	0.86769605	0.7486737	0.9229646	0.74814224	0.63507235	0.91697747	0.8588674	0.84486413	0.76000273	0.8142217	0.85537183	0.9219636	0.9989852	0.99692076	0.8504443	0.9780952	0.8606803	0.71837056	0.97493047	0.87477314	0.8736545	0.7886628	0.90023524	0.9233465	0.9663826	0.9113813	0.94885886	0.95594203	0.93178976	0.842298	0.94102657	0.4690475	0.86012757	0.8855895	0.91381955	0.94549984	0.90442204	0.8171046	0.64336586	0.9492951	0.8568355	0.8191344	0.92822695	0.910135	0.7570933	0.6036258	0.83114845	0.8616711	0.8698753	0.9374522	0.81287676	0.9442529	0.8138616	0.88817126	0.7726422	0.86005354	0.9764067	0.8681571	0.9503348	0.62751365	0.9371453	0.69273317	0.9268956	0.9238716	0.76767075	0.71929854	0.8913873	0.7867615	0.73119676	0.8289175	0.84460473	0.90004545	0.6966684	0.8870603	0.9467092	0.94000405	0.88834643	0.90002835	0.70896167	0.97302043	0.8493971	0.93928754	0.960482	0.90500236	0.8532645	0.903865	0.0	0.91731143	0.7572843	0.9681394	0.8775781	0.918303	0.9810337	0.7808567	0.95658636	0.72989684	0.9337405	0.85743135	0.9233782	0.94491863	0.8590705	0.9763326	0.96629035	0.78860253	0.8597662	0.7947835	0.9905587	0.80101407	0.9051779	0.8073934	0.87864405	0.9473146	0.9430461	0.8910131	0.75507915	0.883932	0.93783146	0.8974137	0.9309303	0.9161364	0.8624904	0.7449891	0.9840117	0.95397294	0.92171955	0.77590835	0.852808	0.8352094	0.95739263	0.77948284	0.98037255	0.98753244	0.9227448	0.7070653	0.87266815	0.81221664	0.7281997	0.94461364	0.92474174	0.75205356	0.8773817	0.94762886	0.98254704	0.91581	0.7732623	0.89200974	0.8557992	0.9341458	0.7941335	0.953705	0.9192135	0.9432257	0.8643919	0.981882	0.87777585	0.9313473	0.9383937	0.8251221	0.86776346	0.9741269	0.9823208	0.6696073	0.9819743	0.8372553	0.88958836
ook/adv	0.9340096	0.9171682	0.834131	0.92189175	0.93268245	0.88507104	0.9033188	0.96726644	0.87819517	0.9640883	0.84539884	0.97935355	0.8156786	0.7110616	0.88570374	0.8980204	0.84449375	0.90159476	0.63648045	0.8820976	0.66520905	0.9201688	0.93370175	0.822676	0.88770247	0.7108181	0.747529	0.84684527	0.73319364	0.70354366	0.79293334	0.95174336	0.8425953	0.91506004	0.7461879	0.85982305	0.59757185	0.5715269	0.79287714	0.93288386	0.6043426	0.68949693	0.7943288	0.84091294	0.90127397	0.9391542	0.68769157	0.7240851	0.9461545	0.9633915	0.73029405	0.6666623	0.8675716	0.852191	0.7786307	0.67086565	0.5791798	0.90316296	0.75388217	0.67247343	0.8767576	0.88290066	0.86193585	0.8360895	0.8563702	0.922548	0.6545574	0.74102175	0.5533508	0.9155677	0.6967546	0.6793189	0.57929313	0.83023995	0.6636129	0.7096038	0.58927417	0.86926484	0.7767211	0.6210786	0.7234155	0.882776	0.7106916	0.847698	0.8286822	0.91934395	0.92933166	0.90228057	0.83790493	0.9404395	0.79272693	0.8902812	0.86056995	0.853496	0.7598157	0.7806758	0.5088012	0.60989326	0.70873445	0.68539834	0.904541	0.6283653	0.8569436	0.6937869	0.58201206	0.7766431	0.7903419	0.82206357	0.78430724	0.8216975	0.6508516	0.7565944	0.91731143	0.0	0.7292962	0.9278967	0.92162454	0.7870157	0.98485214	0.8294456	0.7021739	0.809227	0.83829874	0.76347107	0.7926128	0.7596018	0.7896589	0.6597817	0.8046701	0.7949298	0.9118118	0.7579474	0.8480264	0.8640041	0.7125279	0.95125514	0.86223006	0.7744367	0.94654804	0.7081878	0.83523095	0.8326361	0.69557655	0.8329252	0.6499273	0.865098	0.6682476	0.67844224	0.89937663	0.7334893	0.71472156	0.9236526	0.8122972	0.8338598	0.94152206	0.87377465	0.7792895	0.8892547	0.9292693	0.82356226	0.7979529	0.8685307	0.87087435	0.8859298	0.93055415	0.76247865	0.499242	0.97111034	0.91281337	0.55790657	0.8708553	0.89928603	0.77829486	0.74345684	0.8554408	0.7396019	0.6031067	0.6301306	0.78680515	0.7170416	0.5962974	0.6284309	0.9869617	0.4645505	0.95201296	0.96654034	0.86656266	0.50584567	0.80112445	0.6472882	0.6030315
opmerking/noun	0.8579421	0.91320646	0.79516405	0.9519798	0.9159396	0.8096583	0.8049382	0.9399719	0.9290502	0.87199664	0.8665223	0.9592267	0.8990925	0.63591206	0.8760543	0.84339875	0.8497909	0.9456366	0.67151487	0.81752783	0.6561705	0.9465299	0.8310499	0.80852723	0.85111785	0.6019094	0.79287004	0.74758965	0.9172605	0.62853944	0.6646062	0.88226604	0.4913888	0.8257947	0.6998861	0.73775953	0.70201564	0.61125904	0.91369116	0.9612939	0.6175959	0.6580764	0.7571642	0.9147159	0.91988266	0.9132891	0.80310476	0.6473663	0.8831779	0.907866	0.83032554	0.6972807	0.8424253	0.8032324	0.7576006	0.81661284	0.75209767	0.7513083	0.7642423	0.8834894	0.56241673	0.8703581	0.9478519	0.78114444	0.74312925	0.905782	0.79577106	0.82987607	0.71484506	0.6693743	0.8057327	0.67600065	0.71403146	0.7103998	0.53356755	0.71939945	0.73532885	0.9266791	0.84098285	0.8164846	0.72317827	0.78639984	0.81548387	0.7794832	0.8050893	0.62900245	0.89727277	0.88255465	0.9638187	0.92049193	0.85537595	0.95312536	0.8303057	0.8388434	0.76150846	0.63008606	0.7914994	0.7774991	0.7394786	0.6904298	0.87828994	0.70943177	0.902235	0.5763215	0.5875304	0.6892921	0.69502383	0.80798507	0.8503456	0.5732236	0.6897093	0.7779024	0.7572843	0.7292962	0.0	0.8025057	0.84013677	0.89219326	0.9475433	0.91481	0.8691752	0.5733725	0.97449255	0.8815074	0.9250172	0.76309896	0.40507805	0.8635973	0.8523881	0.8240495	0.870649	0.5525109	0.82046187	0.770777	0.76056135	0.9435612	0.8697039	0.9123828	0.980101	0.77587426	0.90012705	0.95276093	0.7665268	0.8265485	0.599331	0.8454291	0.82548183	0.68470335	0.8158743	0.76439214	0.78829885	0.91874754	0.73711383	0.8056953	0.9603444	0.8093641	0.9452332	0.9527539	0.8751307	0.9434674	0.9440668	0.8709802	0.7560859	0.85345376	0.9088296	0.77213216	0.48001647	0.94349635	0.91711116	0.8703438	0.8975844	0.8254595	0.7531628	0.8001882	0.7242428	0.8061868	0.8893011	0.45935184	0.68137544	0.8250785	0.6125535	0.73111606	0.94345367	0.7619318	0.92343366	0.9302311	0.68157804	0.70860314	0.96679175	0.60573876	0.6754714
overtreding/noun	0.9875832	0.99855745	0.9417742	1.0	0.9605518	0.92983955	0.98833233	0.96794295	0.9565368	0.92864865	0.8998597	0.82662684	0.88241494	0.80499834	0.9323628	0.70938516	0.95439214	0.71577764	0.8883296	0.92883533	0.76370263	0.671052	0.8979582	0.9032251	0.8062588	0.80516255	0.690997	0.68865335	0.90456367	0.92699224	0.91499686	0.9978974	0.9646586	0.8362524	0.903306	0.85939175	0.8951938	0.8209106	0.9013917	0.9578283	0.78832865	0.91547245	0.870054	0.9710894	0.95022506	0.5635953	0.9017502	0.8976568	0.5490308	0.30401093	0.71597254	0.8677429	0.71912926	0.55651796	0.92282	0.7690052	0.9728273	0.94966865	0.9313042	0.8868149	0.8726214	0.7777599	0.9646704	0.7805693	0.9225068	0.9302107	0.6844324	0.91362333	0.8162068	0.82980555	0.8197658	0.75738573	0.8195088	0.93640673	0.85479164	0.8593802	0.93417484	0.9791	0.7851516	0.84064364	0.9713225	0.7825377	0.8163195	0.75257003	0.8851562	0.8999513	0.41091585	0.98340523	0.95270526	0.89352024	0.97231525	0.95453763	0.9202791	0.8942315	0.885672	0.8940493	0.9050857	0.924598	0.77314436	0.8024051	0.923968	0.85380995	0.9856262	0.78936136	0.78270984	0.8454554	0.7701369	0.87235206	0.96601063	0.90492475	0.80866677	0.9212477	0.9681394	0.9278967	0.8025057	0.0	0.8426468	0.90071857	0.9891504	0.9816503	0.94583505	0.9375168	0.9814364	0.91112787	0.95918936	0.7613668	0.9044857	0.9661207	0.9494969	0.9204533	0.7752398	0.7768897	0.89729416	0.86624193	0.9166086	0.94165105	0.916705	0.9806716	0.9609832	0.89358324	0.93201977	0.9449305	0.84787416	0.5005106	0.8458783	0.81129843	0.7383747	0.7887975	0.94347906	0.9144594	0.7445228	0.9201522	0.90342885	0.9622768	0.9122832	0.7596454	0.91020197	0.98740745	0.28858876	0.9258826	0.9453907	0.92772126	0.5609318	0.9737282	0.6633853	0.9045062	0.74832296	0.8055594	0.6448374	0.86219865	0.7470678	0.9395235	0.8867818	0.8692657	0.6083878	0.92001486	0.9143307	0.89297426	0.9122353	0.90273863	0.87878275	0.85674024	0.9730755	0.9563137	0.8532661	0.968934	0.6760019	0.8890139	0.96463144	0.89207464	0.7974342
overval/noun	0.76509875	0.90111285	0.94523704	0.9768999	0.96833396	0.77541935	0.9745829	0.9950749	0.89701164	0.953802	0.74296445	0.96470535	0.8298216	0.66468406	0.97796243	0.97514987	0.98840463	0.8483511	0.8652063	0.9180454	0.63008475	0.97579545	0.8538539	0.79621893	0.9051377	0.56128436	0.7285762	0.82379764	0.9294634	0.86017084	0.825848	0.96508867	0.9208084	0.9584978	0.89556	0.5709639	0.9624437	0.9931656	0.99975157	0.9442574	0.8238625	0.8156259	0.89931315	0.9678902	0.98375094	0.8415391	0.93993926	0.820097	0.9000108	0.9964666	0.939276	0.88999355	0.8682304	0.86100674	0.5147164	0.77778697	0.9317356	0.78804827	0.96919143	0.9153681	0.7260897	0.93572104	0.9816754	0.8362051	0.7674846	0.82603747	0.887999	0.9234179	0.8389478	0.90263385	0.9440354	0.8807338	0.8829056	0.9308062	0.783551	0.8206779	0.9935103	0.8888438	0.7294017	0.8477735	0.892828	0.82642794	0.81299365	0.9445906	0.861587	0.79672295	0.9713457	0.9711246	0.9774122	0.94273543	0.93918157	0.99198204	0.9026581	0.91279685	0.71908426	0.6883061	0.9867826	0.95955324	0.84027666	0.8358877	0.97013175	0.9003835	0.98052835	0.73474663	0.81441355	0.9767547	0.8313013	0.82526875	0.8899857	0.9218566	0.90291685	0.9637548	0.8775781	0.92162454	0.84013677	0.8426468	0.0	0.9206336	0.98981607	0.95302594	0.99411285	0.78117776	0.9828473	0.85887223	0.9199762	0.76220393	0.7761584	0.9520113	0.65447664	0.7081251	0.9083155	0.67310697	0.8616616	0.7438974	0.94988966	0.9073651	0.7850862	0.8994595	0.96574354	0.9482222	0.8069228	0.91852826	0.9306027	0.8846912	0.9233365	0.72361493	0.7704693	0.946615	0.6968756	0.80404943	0.87018335	0.9370624	0.77179635	0.97432536	0.9467725	0.82428294	0.95651555	0.93407154	0.8455914	0.9655777	0.9398724	0.9243667	0.86790943	0.99053824	0.93968844	0.70083845	0.79062724	0.7854892	0.8524458	0.854498	0.95018446	0.88579214	0.6272582	0.9074615	0.8852573	0.88386685	0.8585106	0.85007226	0.7975336	0.7812226	0.7922918	0.9829783	0.9296161	0.95098424	0.7323109	0.9422026	0.90101326	0.84048575	0.98731863	0.9396929	0.802348
overvloed/noun	0.92687994	0.8493053	0.92318046	0.88888204	0.92374724	0.8775524	0.8700054	0.99686205	0.88061106	0.93878657	0.9332462	0.91761947	0.8156121	0.8043076	0.98183143	0.9690128	0.92937446	0.9253808	0.76402485	0.9461875	0.8152323	0.9852483	0.8876161	0.83233964	0.76617414	0.7296584	0.7852532	0.9622139	0.5826601	0.9640856	0.84596467	0.9261999	0.9573253	0.9568284	0.83829856	0.9139964	0.8991527	0.9110513	0.76262796	0.8661087	0.9299551	0.8774385	0.89954156	0.8932804	0.62130755	0.9268333	0.6960327	0.86339116	0.8784446	0.9442207	0.8586862	0.6900165	0.9196889	0.935079	0.69546705	0.82827634	0.7707422	0.87645817	0.9375468	0.6822865	0.9674089	0.8193944	0.62230384	0.72349834	0.85343105	0.8018557	0.8127651	0.8303518	0.8197672	0.8991683	0.92686254	0.90476	0.81102484	0.77653337	0.63037163	0.79335713	0.9263095	0.89704096	0.7399184	0.73198426	0.9026535	0.8985571	0.8706503	0.9345971	0.78007823	0.8789179	0.96518385	0.8914562	0.74277323	0.85419375	0.91584826	0.99618256	0.9032308	0.8958596	0.87957233	0.79243886	0.9677853	0.83585596	0.75575024	0.7915976	0.86757314	0.8315343	0.9367824	0.7652584	0.67261344	0.9784281	0.9174929	0.79033923	0.8387587	0.9297648	0.7474168	0.764596	0.918303	0.7870157	0.89219326	0.90071857	0.9206336	0.0	0.87860376	0.98287845	0.9392049	0.77202994	0.8741641	0.95476705	0.85367537	0.76041806	0.8992343	0.9243405	0.89300245	0.8391006	0.95044214	0.7390509	0.68020546	0.73648214	0.73810565	0.92554116	0.896296	0.8761309	0.95940435	0.8055197	0.9429021	0.9092665	0.5543281	0.75403875	0.5423699	0.836796	0.7966424	0.8018083	0.8658658	0.68817747	0.7100675	0.93572676	0.8481214	0.8546699	0.9401618	0.8872309	0.95688707	0.81612176	0.92192996	0.93527275	0.9301932	0.94399446	0.9413314	0.87516725	0.8782122	0.82867235	0.7222854	0.95183307	0.8590244	0.6869823	0.783055	0.8679873	0.8438614	0.95041275	0.95638686	0.8966145	0.78847754	0.9912851	0.71996677	0.9174745	0.79585	0.8922327	0.8746277	0.8558204	0.9752437	0.8533316	0.9334119	0.7800812	0.89410675	0.85156125	0.83000994
paal_DIM/noun	0.99176323	0.96372014	0.94024086	0.9723736	0.9767012	0.97813165	0.9440814	0.9991187	0.98944896	0.94099903	0.8946051	0.98359394	0.9959308	0.9298752	0.9823378	0.8684885	0.99243724	0.6521996	0.9532876	0.9565462	0.99405086	0.9485259	0.58420813	0.98035085	0.89877737	0.9180674	0.96322525	0.97006845	0.9461202	0.87798744	0.9058835	0.9837867	0.9801455	0.9411667	0.9671654	0.9236572	0.95523226	0.95551914	0.87946934	0.5744653	0.9733542	0.98990554	0.92308295	0.9985209	0.5769649	0.98729074	0.94592994	0.96410686	0.88445115	0.9585983	0.9440131	0.9228792	0.96269053	0.96722704	0.9214774	0.90050554	0.9523986	0.9552036	0.9618562	0.9360685	0.9608272	0.5132371	0.93419737	0.96033657	0.9467375	0.9671194	0.9601049	0.8721887	0.9656919	0.64941597	0.977777	0.9564906	0.9363625	0.8739418	0.9565838	0.9165448	0.9334756	0.9066496	0.944372	0.98820955	0.9702813	0.9633856	0.9665956	0.94288987	0.93884975	0.95098096	0.9935805	0.9534272	0.7720697	0.856689	0.9294406	0.9935285	0.95969	0.9109454	0.9200644	0.9632017	0.95159316	0.91756535	0.9081515	0.9752374	0.91754186	0.933844	0.9880956	0.9203298	0.8553962	0.96879184	0.9566676	0.9205449	0.94671655	0.8780588	0.9208272	0.93531966	0.9810337	0.98485214	0.9475433	0.9891504	0.98981607	0.87860376	0.0	0.97829616	0.9682841	0.9748106	1.0	0.9658185	0.7397641	0.9600296	0.9385717	0.981905	0.93144643	0.9777584	0.9809972	0.8742923	0.8339373	0.9896299	0.84491295	0.90774095	0.9319051	0.8927291	0.99475586	0.88089955	0.9465811	0.98003143	0.9785475	0.8718809	0.9583531	0.8866879	0.967669	0.96037656	0.9517635	0.9650637	0.9284263	0.9785964	0.9416366	0.9642789	0.86368614	0.96891165	0.92783356	0.98259103	0.9613935	0.9316099	0.9506477	0.9659236	0.9686148	0.9487587	0.7641131	0.9890345	0.9242788	0.8975793	0.8858182	0.8912935	0.99329764	0.98118734	0.90435404	0.98968863	0.9863166	0.9672513	0.9767462	0.98559237	0.9090797	0.98594916	0.94037294	0.97276396	0.52240455	0.9839083	0.9774733	0.91263646	0.84526914	0.91307896	0.8961695	0.9289963	0.893338
partner/noun	0.8064063	0.8967789	0.8228341	0.9730304	0.897381	0.82635945	0.92370063	0.9978928	0.94319695	0.724416	0.9179995	0.9326296	0.9294456	0.7832083	0.66661155	0.97828305	0.737635	0.89669806	0.79919255	0.82398283	0.9383165	0.97246706	0.9585236	0.9680431	0.9153787	0.8779826	0.801392	0.8697014	0.9396434	0.8878959	0.8805213	0.9680087	0.67342126	0.8092768	0.6662774	0.8050558	0.8036619	0.9270516	0.99801004	0.9913459	0.95425814	0.90687704	0.7769171	0.7088378	0.9822739	0.95444876	0.9194966	0.7137444	0.94144875	0.98811406	0.9008955	0.898159	0.9547035	0.9041499	0.92399853	0.852781	0.9067918	0.93800884	0.8052188	0.918522	0.9648822	0.94610095	0.9758	0.9347942	0.965275	0.95101297	0.9147119	0.8804375	0.8931122	0.9915735	0.72154176	0.81468964	0.73385155	0.878817	0.9402422	0.8865363	0.8550003	0.9650884	0.9168631	0.84970903	0.7807137	0.81913865	0.889341	0.99215317	0.9632812	0.9679385	0.9867893	0.92818516	0.98327875	0.82705575	0.72681713	0.9902329	0.9798905	0.9760902	0.80438906	0.7718176	0.88460386	0.7841995	0.871562	0.8919856	0.9728586	0.79287684	0.8839465	0.77140594	0.74665284	0.9604667	0.8018686	0.9497984	0.8712665	0.7799403	0.88217705	0.93491316	0.7808567	0.8294456	0.91481	0.9816503	0.95302594	0.98287845	0.97829616	0.0	0.6602365	0.80528295	0.88665617	0.9726881	0.92320764	0.94265246	0.8680609	0.73713946	0.9217508	0.78292054	0.8532407	0.8171321	0.96711826	0.9693383	0.97128856	0.9750263	0.7947568	0.9656832	0.73465884	0.8845253	0.9472274	0.6700556	0.90950996	0.87174594	0.8482398	0.93901294	0.8152055	0.79601514	0.9690375	0.87289083	0.77704704	0.98462254	0.9630981	0.82957464	0.97167194	0.7902018	0.8325787	0.9120906	0.9805744	0.9773364	0.7478945	0.7660562	0.9018007	0.9552255	0.9401559	0.6275878	0.7063726	0.95261604	0.9882125	0.91817594	0.63435614	0.9236933	0.70664	0.9365014	0.93689156	0.85788625	0.74366444	0.95410347	0.91893464	0.90245897	0.8431083	0.8917342	0.99166596	0.886331	0.9607493	0.9691919	0.9771767	0.65593827	0.9583893	0.72235703	0.7368581
pleeg_ouder/noun	0.9340457	0.9792845	0.9464586	0.9911894	0.9990297	0.988392	0.97442406	0.9995099	0.98989207	0.9956428	0.9812692	0.98345095	0.9698463	0.8381359	0.9512737	0.9573976	0.8655383	0.8972833	0.82267636	0.9259229	0.9487122	0.9400101	0.9294072	0.92877036	0.89385575	0.91429	0.9060991	0.863902	0.9312637	0.863214	0.9376034	1.0	0.9680737	0.9259433	0.89271057	0.74065757	0.7571794	0.7863485	0.94806737	0.9438463	0.76760614	0.86050314	0.8542428	0.92432386	0.9391476	0.9945855	0.88964117	0.8336444	0.9487574	0.97571826	0.84691185	0.86813134	0.9607647	0.8388171	0.8912741	0.919534	0.8490789	0.9556497	0.65466213	0.8860402	0.9358921	0.9264436	0.9532899	0.84137756	0.97520787	0.9272238	0.9335168	0.8280647	0.79967725	0.99190885	0.75167865	0.85523367	0.68885326	0.9332313	0.926256	0.91366804	0.8014425	0.9230407	0.9029636	0.8228673	0.8283079	0.86613864	0.8905142	0.8965099	0.9321852	0.96825147	0.9437572	0.95939535	0.9745451	0.9705937	0.81806654	0.9352887	0.93691	0.9531451	0.84127	0.92379713	0.8842706	0.7165854	0.85216117	0.85955876	0.8925053	0.6292695	0.8915549	0.8316623	0.7820673	0.73888725	0.82387483	0.8902006	0.9211609	0.96127635	0.84130305	0.9255078	0.95658636	0.7021739	0.8691752	0.94583505	0.99411285	0.9392049	0.9682841	0.6602365	0.0	0.99128205	0.99466157	0.95833004	0.94998896	0.922168	0.92103565	0.5072919	0.8873847	0.75481915	0.9588181	0.8690324	0.8942796	0.9803859	0.86568046	0.980987	0.9289179	0.9094961	0.9553517	0.9078898	0.89739144	0.94351816	0.8664564	0.8556733	0.7964639	0.94288915	0.9701021	0.92524034	0.8960149	0.8621158	0.66473585	0.9824067	0.94305474	0.83734727	0.8790091	0.9583278	0.81246114	0.8924109	0.93270975	0.9951737	0.86802274	0.90696585	0.95769435	0.8852711	0.9059242	0.9212208	0.7901151	0.91970116	0.893122	0.87488616	0.92845255	0.86668485	0.91967285	0.9371102	0.9550685	0.78555286	0.70189846	0.7768361	0.88274246	0.8797633	0.8247309	0.81657183	0.98802686	0.8338481	0.9762261	0.9546912	0.90372187	0.6380739	0.8980762	0.62811863	0.7957245
portret/noun	0.7863549	0.5999612	0.5942162	0.78178096	0.71749544	0.54362506	0.67343557	0.9789555	0.9669273	0.5973036	0.93689144	0.9300079	0.8696891	0.6320653	0.86276746	0.9491425	0.89255965	0.9016132	0.8019766	0.89257973	0.66941905	0.95826924	0.9436877	0.76167846	0.9052291	0.5887611	0.8418202	0.93516123	0.9495217	0.8029405	0.6162647	0.9170709	0.7173531	0.73614043	0.74219143	0.6864927	0.84638095	0.8058037	0.94552004	0.97392946	0.81625193	0.8202541	0.89713454	0.6895571	0.9262616	0.94940585	0.8159137	0.75325584	0.9071326	0.9830492	0.9100479	0.7390893	0.89216536	0.9303043	0.769696	0.7216968	0.8372581	0.71552974	0.83712226	0.9494089	0.6870071	0.9531878	0.9488862	0.7595168	0.7079536	0.9018056	0.79772127	0.8776496	0.78374004	0.85903287	0.8221919	0.74459416	0.744072	0.56560534	0.5985197	0.7589406	0.8893153	0.82834435	0.7882291	0.8499516	0.7902251	0.766201	0.85783654	0.88079655	0.7524955	0.7797662	0.932315	0.8376231	0.97250944	0.95423776	0.7403556	0.9864993	0.67591524	0.9122005	0.71713674	0.58127844	0.87160933	0.8678328	0.7292065	0.8040685	0.9865654	0.869482	0.80014795	0.7308736	0.65982985	0.93136734	0.70153105	0.72544	0.88644636	0.84348583	0.8429077	0.88101095	0.72989684	0.809227	0.5733725	0.9375168	0.78117776	0.77202994	0.9748106	0.80528295	0.99128205	0.0	0.89360476	0.87899804	0.8424891	0.69754165	0.8070441	0.8549955	0.9804916	0.8051458	0.9528743	0.7337942	0.8521382	0.45446545	0.6324253	0.94159496	0.6477326	0.8656	0.83877796	0.9104096	0.9593712	0.77531075	0.8276192	0.85659724	0.7356057	0.915008	0.78213304	0.7767099	0.83726907	0.70054483	0.88453895	0.94113564	0.777232	0.70256376	0.87495935	0.8360365	0.9812672	0.6947382	0.9609742	0.98375636	0.95570934	0.67496264	0.7834845	0.79609835	0.93994373	0.59485006	0.68474144	0.93706304	0.9413825	0.88538766	0.85135716	0.7517245	0.8627538	0.89736533	0.7965416	0.7784929	0.8440184	0.7850145	0.47659212	0.88838583	0.7196301	0.78991073	0.91620255	0.90298134	0.9459042	0.84280354	0.8890412	0.73757684	0.9714084	0.78937614	0.68457454
producent/noun	0.983808	0.94482243	0.8743167	0.8202103	0.9481296	0.8144223	0.8938732	1.0	0.60790575	0.86178833	0.96994555	1.0	0.86049515	0.88961667	0.8495047	0.97936887	0.9137641	0.9373336	0.9638188	0.98936343	0.8444714	0.99985766	0.8539353	0.9999637	0.8900989	0.9143049	0.94015443	0.8226012	0.8813674	0.9887909	0.83753294	0.99059504	0.96516955	0.75548834	0.93958515	0.94539773	0.9060226	0.9611724	0.87212986	0.9694903	0.97998047	0.9653742	0.9749972	0.7696159	0.9910491	0.9519022	0.85747045	0.9548411	0.993123	0.9881322	0.9791252	0.8762722	0.94729346	0.92965645	0.8060874	0.760533	0.9914555	0.98235047	0.9480029	0.7243669	1.0	0.8616511	0.8381412	0.9415493	0.9090137	0.85993433	0.9414543	0.88585144	0.941878	0.9751973	0.92878675	0.87893856	0.8387488	0.9480183	0.94864625	0.8265487	0.9835692	0.9317688	0.91727424	0.90862226	0.9692895	0.9675977	0.78186816	0.9077281	0.9705774	0.9206144	0.93186104	0.9152653	0.89507526	0.9765285	0.9700467	0.9274059	0.93634987	0.63701975	0.85047996	0.8148232	0.98808944	0.8251554	0.8155441	0.87987864	0.99718684	0.97326565	0.9524261	0.918658	0.7841029	1.0	0.83352005	0.94521403	0.9531015	0.9846601	0.9337666	0.99986905	0.9337405	0.83829874	0.97449255	0.9814364	0.9828473	0.8741641	1.0	0.88665617	0.99466157	0.89360476	0.0	0.9894135	0.97449815	0.8862349	0.97421664	0.851736	0.9381223	0.9858041	0.8444277	0.9439395	0.9152756	0.9110691	0.9944724	0.86085844	0.7497494	0.9338987	0.7458432	0.93032634	0.88505614	0.8306837	0.93029004	0.9105424	0.8301675	0.940737	0.8121732	0.7084893	0.7798418	0.96599996	0.895026	0.99378294	0.96578145	0.9144217	0.83372295	0.8986367	0.98591375	0.9556282	0.98777086	0.7723352	0.9866534	0.85108966	0.8930078	0.97913486	0.94950956	0.79482055	0.8892621	1.0	0.98266435	0.87835896	0.9578616	0.94756407	0.8910045	0.9183568	0.9623259	0.9294343	0.88036644	0.95541424	0.8263143	0.97181225	0.9059938	0.98649055	0.8754125	0.9874771	0.87180746	0.8209765	0.97988003	0.91102535	0.8053976	0.88170373	0.8347567
