	Chantal/name	Esther/name	Hitler/name	Jim/name	Kim/name	Madonna/name	Mulisch/name	Nottingham/name	Unilever/name	Victor/name	Waal/noun	Wauters/name	aanmerkelijk/adj	agressief/adj	ambtenaar/noun	bas_lijn/noun	bedrieger/noun	been/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	brutaal/adj	buitenlander/noun	campagne/noun	cd-rom/noun	chagrijnig/adj	charmant/adj	chef/noun	collega/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	doortrapt/adj	drempel/noun	duel/noun	echt/adj	egoïstisch/adj	elleboog/noun	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fel/adj	fout/noun	gedurfd/adj	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	goedkoop/adj	grimas/noun	grond/noun	groot/adj	gruwelijk/adj	guitig/adj	haai/noun	hard/adj	heel/adj	heel/adv	helling/noun	hem/pron	hij/pron	hoe/adj	hoofdpersoon/noun	humor/noun	iets/adv	ik/pron	in_borst/noun	inslag/noun	inzicht/noun	jaloers/adj	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	laag/adj	lek/noun	lief/noun	loer/noun	lot/noun	machine/noun	man/noun	manier/noun	me/pron	mens/noun	met/prep	min/adj	monarchie/noun	naar/adj	nicht_DIM/noun	nogal/adv	of/vg	on_gefundeerd/adj	onbetrouwbaar/adj	ondertoon/noun	ondoorzichtig/adj	onjuist/adj	ontzettend/adj	onwaar/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	overvloed/noun	paal_DIM/noun	partner/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	rauw/adj	reactie/noun	recht/noun	reis_bureau/noun	respect_loos/adj	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	senior/noun	sheriff/noun	slecht/adj	slinks/adj	sluw/adj	smaak/noun	smerig/adj	soort/noun	spectaculair/adj	spel/noun	spel_DIM/noun	sport_wagen/noun	sprookje/noun	spul/noun	stad_genoot/noun	stekelig/adj	stem/noun	stier/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tand_arts/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	vijandig/adj	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wantrouwend/adj	wat/adv	wat/pron	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zielig/adj	zo/adv
gevoel/noun	0.9256355	0.8864069	0.90625215	0.91856885	0.9861832	0.9058103	0.7780909	0.99552286	0.9082352	0.9693746	0.87513	0.9083751	0.8774602	0.79194486	0.918481	0.91718566	0.8231785	0.878206	0.62273026	0.90349734	0.71281207	0.93217266	0.85097104	0.7533266	0.912819	0.77794635	0.8096151	0.9453424	0.96387327	0.7425586	0.7088864	0.8665921	0.83209443	0.8880092	0.75087094	0.8029005	0.64655566	0.68409467	0.78699934	0.9859064	0.58924615	0.72040635	0.7552299	0.9690146	0.8979861	0.9709513	0.6403475	0.70786476	0.8921515	0.965166	0.8521927	0.6004222	0.9138291	0.8469777	0.65403366	0.7949879	0.0	0.8900563	0.8134095	0.84526044	0.9258649	0.91763437	0.85255146	0.76391333	0.87703836	0.8696723	0.74035823	0.76713115	0.64800394	0.95587337	0.7415979	0.7508036	0.6486734	0.8485867	0.58511364	0.740047	0.59792393	0.846341	0.84991133	0.5593376	0.7111801	0.8608116	0.8474538	0.9049447	0.8322457	0.954258	0.92373925	0.9085022	0.8807074	0.94084024	0.7589654	0.90875316	0.8254994	0.94753444	0.8026267	0.8101023	0.57921386	0.69854754	0.7791896	0.7716609	0.8932469	0.71068704	0.89474404	0.71878135	0.8124335	0.8994691	0.85983586	0.6888577	0.8378619	0.8625587	0.62577677	0.841087	0.94102657	0.5791798	0.75209767	0.9728273	0.9317356	0.7707422	0.9523986	0.9067918	0.8490789	0.8372581	0.9914555	0.8049234	0.8578079	0.74601114	0.80662644	0.8741393	0.8869926	0.7588183	0.8275601	0.76954484	0.8726371	0.91953176	0.6013357	0.97642285	0.88251793	0.95282084	0.9878904	0.6679723	0.9513062	0.9152611	0.5377637	0.8365342	0.6664027	0.8954375	0.76409996	0.8033305	0.9128299	0.77217585	0.8484365	0.96654606	0.796231	0.8700593	0.9815672	0.8626594	0.88949555	0.88183194	0.9207677	0.9640043	0.92261994	0.9333485	0.8637672	0.8639301	0.9201961	0.8251326	0.63398576	0.89869195	0.8603287	0.5590521	0.9540996	0.65783376	0.80005705	0.8927771	0.8048051	0.69335246	0.8458104	0.8277193	0.750608	0.75861347	0.6739664	0.61945564	0.9562084	0.512913	0.9814644	0.9292293	0.8325905	0.6923609	0.8942045	0.6742393	0.7114259
glimlach/noun	0.88073623	0.92342395	0.77663225	0.89111185	0.83885413	0.8838951	0.88614064	0.9966099	0.931806	0.93473434	0.8627456	0.9271223	0.95045376	0.7476555	0.96561295	0.9374018	0.875537	0.7878556	0.7878664	0.8887743	0.7551168	0.8481004	0.85145974	0.9264652	0.8820358	0.66774607	0.9682419	0.93860555	0.9574166	0.7641928	0.62250054	0.94159955	0.807407	0.9307362	0.8884326	0.8507531	0.9068086	0.95250577	0.96635157	0.886735	0.8867992	0.92294097	0.7968104	0.87925065	0.98203504	0.88206255	0.7906085	0.798439	0.8508363	0.96802133	0.94493616	0.8348684	0.89840984	0.9335935	0.9025756	0.89514273	0.8900563	0.0	0.80823994	0.9297741	0.72733366	0.9188863	0.78894454	0.943952	0.3559693	0.89568627	0.91083854	0.78687096	0.7834443	0.8793421	0.7927312	0.5448555	0.87643164	0.802717	0.7409955	0.85609365	0.86043835	0.90905035	0.7401365	0.9315102	0.81826204	0.9428284	0.9328697	0.819199	0.8924041	0.60708547	0.8975727	0.67929566	0.94813454	0.92700005	0.78650427	0.9259122	0.9501154	0.7714772	0.5805219	0.8023967	0.84945714	0.92018676	0.63951325	0.8224281	0.91663337	0.8566144	0.9428068	0.81483316	0.8207464	0.97144336	0.9257274	0.91879684	0.91412795	0.97918606	0.821364	0.8902859	0.4690475	0.90316296	0.7513083	0.94966865	0.78804827	0.87645817	0.9552036	0.93800884	0.9556497	0.71552974	0.98235047	0.9213897	0.81337106	0.9198114	0.90634084	0.9824214	0.98522663	0.8090366	0.8724801	0.6517401	0.9674517	0.8290531	0.94921124	0.9685261	0.7903097	0.92112386	0.97019255	0.8949857	0.9318712	0.8332572	0.9291229	0.8566306	0.8537707	0.96560824	0.8787007	0.9110814	0.9298671	0.76128125	0.90023494	0.8456789	0.633175	0.6959045	0.9777605	0.72680426	0.9745063	0.9722595	0.9109118	0.80184126	0.9192851	0.8147067	0.8370913	0.7246938	0.9091094	0.767143	0.84932363	0.8190993	0.9084554	0.89884007	0.99624896	0.88350374	0.9439882	0.9616421	0.8086035	0.8911343	0.8004927	0.8691653	0.73064756	0.97573686	0.79977196	0.9137052	0.96418154	0.76590097	0.9164042	0.8794307	0.99791473	0.6739116	0.95476246	0.9431618	0.8011318
god/noun	0.8955403	0.9418733	0.71162504	0.91003954	0.9328624	0.8287916	0.76378596	0.9831352	0.93163407	0.899951	0.9026849	0.94688106	0.8154677	0.7828656	0.93706524	0.96302134	0.78413725	0.9059814	0.6864408	0.9486931	0.8714663	0.93525195	0.9004692	0.8604161	0.9146175	0.8479669	0.851887	0.91115206	0.95346326	0.71331143	0.7800709	0.9794176	0.739573	0.82255244	0.7939846	0.7114682	0.6815054	0.7364236	0.9196017	0.95286435	0.7330585	0.9060925	0.7811838	0.89103264	0.9689197	0.9107038	0.72979724	0.7263665	0.92401	0.9836462	0.7864226	0.75533116	0.92235804	0.8898696	0.89098155	0.92431706	0.8134095	0.80823994	0.0	0.93658257	0.7991689	0.97330046	0.8924099	0.6540397	0.8742631	0.8859264	0.86784047	0.7852692	0.7898876	0.96860325	0.6702529	0.6723907	0.6830287	0.6637363	0.86288583	0.71412235	0.6380744	0.8370036	0.8775229	0.797408	0.60190547	0.58839726	0.86447436	0.8842875	0.8418536	0.8128991	0.9299113	0.84128785	0.9584454	0.9796815	0.7505574	0.8927323	0.6112659	0.8670368	0.8003845	0.9149722	0.6809124	0.6302771	0.817235	0.69133747	0.84615827	0.7301706	0.95471406	0.76080203	0.63509595	0.92255944	0.8933106	0.8511565	0.9507578	0.87575436	0.73013735	0.76851857	0.86012757	0.75388217	0.7642423	0.9313042	0.96919143	0.9375468	0.9618562	0.8052188	0.65466213	0.83712226	0.9480029	0.7932925	0.87289786	0.82337767	0.8235435	0.6960751	0.97396445	0.86961937	0.85716677	0.82950664	0.9352404	0.9176007	0.79653	0.96513	0.73931885	0.99232703	0.9320644	0.8042208	0.942345	0.86464566	0.88169545	0.88360786	0.7138125	0.79563046	0.90655875	0.87800515	0.9132878	0.8047528	0.83772415	0.88342667	0.82623243	0.7455152	0.87460935	0.84913445	0.8860909	0.89279646	0.97346014	0.87776995	0.92987823	0.8833988	0.9094452	0.6326713	0.90392333	0.8998115	0.68804574	0.78576994	0.9063283	0.7373535	0.9170333	0.7638772	0.8458121	0.93758315	0.8306326	0.63342994	0.8788344	0.82686365	0.7457044	0.8604031	0.7069528	0.63788223	0.91327536	0.7145751	0.91593164	0.76751125	0.91846424	0.64549553	0.8976135	0.75576067	0.75572205
goedkoop/adj	0.8892281	0.95530564	0.93130887	0.9128836	0.9758917	0.95963067	0.9089401	0.9342381	0.78506106	0.9767898	0.8928084	0.9983979	0.7949908	0.71209216	0.8610701	0.83930767	0.9429792	0.8816155	0.904297	0.7955906	0.8074919	0.9346458	0.8651942	0.9152878	0.77574384	0.64865226	0.7195762	0.9089974	0.7611531	0.88497436	0.8339493	0.99256235	0.8609309	0.9571076	0.7700731	0.9147313	0.8572552	0.69695544	0.7907071	0.8788406	0.7296306	0.7149824	0.8881775	0.8492974	0.7398941	0.9476493	0.73948115	0.89728826	0.9367867	0.9643854	0.9256591	0.80091137	0.8920263	0.825739	0.7241129	0.887306	0.84526044	0.9297741	0.93658257	0.0	0.97858167	0.71592104	0.7484227	0.88148385	0.84418297	0.8484142	0.75273436	0.7251898	0.7296936	0.91227674	0.8960652	0.8746771	0.8305252	0.91488075	0.8019895	0.7332647	0.7984908	0.919601	0.81553096	0.70333976	0.894925	0.8490276	0.8190175	0.9045932	0.84754384	0.8823073	0.9667412	0.8274976	0.6017008	0.9086641	0.9318042	0.9908784	0.96608907	0.6878536	0.93018097	0.8009583	0.81673884	0.71303046	0.803697	0.5840019	0.93937266	0.8075001	0.8807603	0.79219544	0.7070397	0.9152888	0.8808848	0.9114923	0.699234	0.90903574	0.73322046	0.9045449	0.8855895	0.67247343	0.8834894	0.8868149	0.9153681	0.6822865	0.9360685	0.918522	0.8860402	0.9494089	0.7243669	0.90789175	0.8841288	0.7723475	0.8850441	0.90643084	0.819115	0.82977414	0.85731876	0.816357	0.57069135	0.89098614	0.85182786	0.91065115	0.924065	0.8144068	0.92496943	0.74269557	0.853166	0.83629286	0.7432858	0.7991723	0.7487836	0.7793731	0.7666537	0.778164	0.7430122	0.9235198	0.5103874	0.90719515	0.827741	0.9137337	0.9648651	0.79775816	0.9229969	0.886658	0.96624744	0.8875173	0.7921633	0.95780903	0.89736396	0.9290586	0.8979734	0.8350045	0.6305578	0.99530464	0.9610601	0.6651065	0.86399275	0.96938944	0.8486947	0.9178228	0.94221556	0.87366396	0.84399235	0.9330074	0.9017332	0.83792543	0.7744448	0.83151245	0.95525616	0.72729564	0.9368098	0.8487945	0.82326555	0.7275965	0.79495645	0.78793484	0.7758624
grimas/noun	0.9267221	0.93520343	0.88955885	0.9763494	0.97125655	0.82872796	0.9625412	0.996632	0.9982871	0.95075256	0.8144087	0.985931	0.9124772	0.6511276	0.95003927	0.9777056	0.9746431	0.87073517	0.81581473	0.91936713	0.68601424	0.9125171	0.7187452	0.9097636	0.9019184	0.59854484	0.8862244	0.8831528	0.92122614	0.6922213	0.6951854	0.9941942	0.67262757	0.94832116	0.87941265	0.708429	0.93709874	0.8583645	0.970769	0.9830169	0.91512936	0.7379328	0.8343451	0.96056	0.9816053	0.8513836	0.9594272	0.5602889	0.8383984	0.9149433	0.939275	0.9173134	0.82583356	0.9093513	0.82371944	0.8265147	0.9258649	0.72733366	0.7991689	0.97858167	0.0	0.89436334	0.90729415	0.8770571	0.6663722	0.8606224	0.85488844	0.89568186	0.78157425	0.75542974	0.87531704	0.7007133	0.9142136	0.83883953	0.6976541	0.80251575	0.80049586	0.88268244	0.817918	0.93668664	0.82563263	0.93757486	0.8466677	0.8295188	0.92203987	0.6371923	0.92255855	0.92923135	0.97447634	0.99771935	0.8702328	0.9321316	0.9932897	0.93631876	0.7044765	0.67460096	0.8256547	0.8376006	0.71751285	0.82345223	0.9232033	0.7685338	0.97782177	0.6509558	0.7570337	0.9583194	0.7608579	0.8525247	0.9823131	0.96819544	0.84335726	0.95526713	0.91381955	0.8767576	0.56241673	0.8726214	0.7260897	0.9674089	0.9608272	0.9648822	0.9358921	0.6870071	1.0	0.86417836	0.90498656	0.83289844	0.6233686	0.8163962	0.93978196	0.79781723	0.89480746	0.80998623	0.729825	0.758724	0.9099938	0.97899884	0.89516383	0.951715	0.97216487	0.8257284	0.86824924	0.84872514	0.9620544	0.92177796	0.74622405	0.8946372	0.8766043	0.839318	0.8742248	0.91591513	0.8820931	0.9747312	0.7571754	0.86319214	0.9234503	0.842711	0.9117371	0.96087235	0.8416905	0.85076934	0.99339837	0.89280885	0.716298	0.91003305	0.94480246	0.8482576	0.67037165	0.94267994	0.8493001	0.9081961	0.9499592	0.93877125	0.82798105	0.81876385	0.68397903	0.79037416	0.8992346	0.7067511	0.7852727	0.8761449	0.72720337	0.9502426	0.97053206	0.84902275	0.85769546	0.9639265	0.96341074	0.7370056	0.9576374	0.81912184	0.76876616
grond/noun	0.9952029	0.9936832	0.9485207	0.9788768	0.99793077	0.94872314	0.96107924	0.9325958	0.94470793	0.8899779	0.9145774	0.89284444	0.8528615	0.9032523	0.8385754	0.88295645	0.9920421	0.66413593	0.89488006	0.9568082	0.8577268	0.8434058	0.5525204	0.9703937	0.8999917	0.8245528	0.8493672	0.88514996	0.9435121	0.9496202	0.9320351	0.9836149	0.96773607	0.9263537	0.88980496	0.88533765	0.89970183	0.8937603	0.9139649	0.6388774	0.91373724	0.91771996	0.92340285	0.9960371	0.6787605	0.8975059	0.8759621	0.9736924	0.745446	0.8106996	0.8453324	0.93171805	0.8984821	0.81109846	0.9401109	0.82704735	0.91763437	0.9188863	0.97330046	0.71592104	0.89436334	0.0	0.9078616	0.92381096	0.8837525	0.880884	0.80673724	0.73342186	0.8945782	0.698845	0.88306624	0.8359131	0.8926483	0.91126555	0.928733	0.8509465	0.9104303	0.98680735	0.9044761	0.9113487	0.99014294	0.8824436	0.88120025	0.8995953	0.94405764	0.81619084	0.7996994	0.8852994	0.7108317	0.78226435	0.96563786	0.99117386	0.9855459	0.70350826	0.90729976	0.8254654	0.90526813	0.87003446	0.6982486	0.93657255	0.95896536	0.9376236	0.89534515	0.8337662	0.7024002	0.868116	0.9006744	0.9779377	0.77298665	0.8550712	0.7989263	0.9171978	0.94549984	0.88290066	0.8703581	0.7777599	0.93572104	0.8193944	0.5132371	0.94610095	0.9264436	0.9531878	0.8616511	0.9786485	0.7900992	0.8819886	0.92410344	0.9743006	0.8785702	0.9039423	0.91243	0.82350373	0.72655964	0.9514669	0.93874204	0.86170375	0.96270716	0.95514596	0.98008525	0.79964817	0.9218376	0.8263226	0.9158057	0.8182453	0.85987824	0.81217057	0.857665	0.89298016	0.89774895	0.9749887	0.72255194	0.9954227	0.94009316	0.9350447	0.77834153	0.78939086	0.8136776	0.9891133	0.6948489	0.8833548	0.95000803	0.95038646	0.8353481	0.9812024	0.65461457	0.9108369	0.86342144	0.7816193	0.8448683	0.8049383	0.98619026	0.9967453	0.9544139	0.8118769	0.93255436	0.937346	0.887929	0.97967327	0.90936357	0.98040634	0.8657608	0.91132045	0.67225015	0.94226533	0.8968731	0.91586345	0.7696724	0.8265551	0.8709911	0.9352072	0.836502
groot/adj	0.97553337	0.96771103	0.762573	0.8928352	0.8988104	0.9522588	0.9057748	0.9968199	0.70154554	0.9391121	0.8764632	0.9463547	0.9223103	0.82579917	0.93848544	0.9449061	0.8087717	0.8289813	0.90649235	0.9381141	0.9306282	0.92880785	0.8666085	0.9836041	0.90965396	0.8349761	0.87318027	0.9123443	0.7573741	0.9111035	0.7812926	0.93934286	0.85707104	0.8663795	0.83416945	0.9276475	0.89704245	0.8790094	0.972825	0.9246571	0.9348995	0.9640657	0.9225941	0.81252074	0.7016628	0.8881913	0.64577496	0.90156263	0.9519378	0.9274989	0.8269129	0.9261367	0.9146544	0.8605961	0.90799046	0.93302643	0.85255146	0.78894454	0.8924099	0.7484227	0.90729415	0.9078616	0.0	0.7959428	0.9437141	0.83435225	0.8378433	0.82938814	0.9084418	0.91437995	0.81557316	0.7644416	0.826207	0.88709563	0.8499798	0.8848415	0.87095314	0.9726254	0.90500927	0.89154637	0.80106	0.8847939	0.8710661	0.94319105	0.9347723	0.9387181	0.9105229	0.9335994	0.6557417	0.91952384	0.9304247	0.81442106	0.9600189	0.77737266	0.85148185	0.9724431	0.8392988	0.846057	0.87735164	0.7243	0.8800243	0.87991893	0.99277204	0.757072	0.84914607	0.94012934	0.94996357	0.9517401	0.91937053	0.97988856	0.88148373	0.964938	0.90442204	0.86193585	0.9478519	0.9646704	0.9816754	0.62230384	0.93419737	0.9758	0.9532899	0.9488862	0.8381412	0.94314253	0.8234716	0.9090451	0.86285555	0.9603536	0.95080423	0.9180292	0.7986127	0.8738278	0.8785216	0.82357	0.84497714	0.9716559	0.8610343	0.9747339	0.8819222	0.83626515	0.8889617	0.8306174	0.6472531	0.80250806	0.643122	0.84122753	0.88684773	0.84827745	0.899327	0.9540676	0.89248466	0.74951786	0.94126856	0.8196517	0.8870154	0.7970256	0.9492904	0.8654796	0.912114	0.8642593	0.87035483	0.9884001	0.8431649	0.8361264	0.9727502	0.9048471	0.7933461	0.8510394	0.94799936	0.8541403	0.9590367	0.8120998	0.8326903	0.9137485	0.88255244	0.8295538	0.7931429	0.9062295	0.8016944	0.935878	0.9031162	0.88506603	0.9299281	0.8851483	0.96691144	0.9136576	0.95027053	0.8494723	0.9019029	0.91333324	0.91284573
gruwelijk/adj	0.74555314	0.8420694	0.6999339	0.9129644	0.82464826	0.8491705	0.8292612	0.9973728	0.9542358	0.8758788	0.8514375	0.8632224	0.8366567	0.6437794	0.84164214	0.79407763	0.7615682	0.90367115	0.7238595	0.9397723	0.68261635	0.9060787	0.9149996	0.7223392	0.8405055	0.63043165	0.74010783	0.7379554	0.91275454	0.8951837	0.6650282	0.83746696	0.8713224	0.6811762	0.7502118	0.5589969	0.8185544	0.7740167	0.94387794	0.98232037	0.66689134	0.8703479	0.8453751	0.72540224	0.90609217	0.9252184	0.67756915	0.7211855	0.8017802	0.89356816	0.72832084	0.57782733	0.88720405	0.76995224	0.65502656	0.7109784	0.76391333	0.943952	0.6540397	0.88148385	0.8770571	0.92381096	0.7959428	0.0	0.9099877	0.8100855	0.7665794	0.7799445	0.7415117	0.8942522	0.71427107	0.73021126	0.64099556	0.5314256	0.7017519	0.7931791	0.80857164	0.8291931	0.72740334	0.7105604	0.7631212	0.5750291	0.81082875	0.81999195	0.6690606	0.8642005	0.8700555	0.90289044	0.9530889	0.92179924	0.8419457	0.8383212	0.5759318	0.91202044	0.7623277	0.70056033	0.83340585	0.71635896	0.80727005	0.8138833	0.7241365	0.812144	0.93606603	0.65322465	0.71426284	0.8635899	0.74577415	0.7320078	0.8147238	0.875226	0.6958674	0.66961	0.8171046	0.8360895	0.78114444	0.7805693	0.8362051	0.72349834	0.96033657	0.9347942	0.84137756	0.7595168	0.9415493	0.8301393	0.8384975	0.55718386	0.8519784	0.9204529	0.92925787	0.80769163	0.88151145	0.6867062	0.9066397	0.77061814	0.47028518	0.85874784	0.757715	0.94916475	0.8758133	0.78188187	0.6835526	0.7751076	0.7181331	0.6655797	0.6210444	0.649332	0.61909556	0.63589835	0.89905703	0.61425847	0.8114209	0.93213874	0.8883913	0.7666552	0.87524384	0.71187925	0.92868924	0.83015007	0.8282249	0.9052577	0.90845865	0.9305931	0.7993376	0.77632684	0.8695435	0.64076936	0.62519336	0.8252257	0.7948119	0.77491474	0.90665704	0.65611696	0.7158257	0.8546356	0.82975644	0.66054	0.7583955	0.89507264	0.56945634	0.8368218	0.77557266	0.86158967	0.9406522	0.8309058	0.9540635	0.8567582	0.7656893	0.7259926	0.94364375	0.7107352	0.69588625
guitig/adj	0.9289338	0.93997854	0.7503967	0.90560824	0.88989735	0.83388376	0.8632699	0.99692607	0.9867594	0.9124334	0.8076465	0.94558513	0.9014762	0.74511236	0.9280485	0.9374821	0.9020772	0.94245905	0.87124276	0.9546404	0.692855	0.906409	0.8824949	0.831336	0.81710845	0.6103153	0.9353566	0.8825636	0.9249858	0.7659053	0.53428894	0.9420849	0.849349	0.9424841	0.93562967	0.8463477	0.8738351	0.9421469	0.95870537	0.9107252	0.85510904	0.8740764	0.88319623	0.8768557	0.93452144	0.90573657	0.93387836	0.7531781	0.8879127	0.9899753	0.95335305	0.8457826	0.87026143	0.9317934	0.7549027	0.8965813	0.87703836	0.3559693	0.8742631	0.84418297	0.6663722	0.8837525	0.9437141	0.9099877	0.0	0.8457531	0.9049985	0.85250837	0.79166126	0.9581482	0.86642194	0.73165804	0.8952178	0.87042564	0.685661	0.8612956	0.9375174	0.88551366	0.8665566	0.8771521	0.8671823	0.8361594	0.9002152	0.6974453	0.8302473	0.7293178	0.9793375	0.5612971	0.9569736	0.91354686	0.73314196	0.96097434	0.98148626	0.68672425	0.69766366	0.6998839	0.9164013	0.9070686	0.65534	0.91057354	0.90612316	0.88585395	0.9632479	0.85379916	0.8818827	0.90235424	0.80574656	0.7783949	0.8505437	0.89195794	0.8769296	0.84190494	0.64336586	0.8563702	0.74312925	0.9225068	0.7674846	0.85343105	0.9467375	0.965275	0.97520787	0.7079536	0.9090137	0.80333936	0.85566866	0.8087281	0.8446886	0.98955053	0.985598	0.7903582	0.86031044	0.69383556	0.9073653	0.8697902	0.82676315	0.97540104	0.80886364	0.8580952	0.98981553	0.88920826	0.882365	0.79733187	0.87522465	0.85036385	0.8291587	0.86345536	0.8130453	0.88363683	0.87059623	0.8448942	0.8480617	0.9712219	0.7106942	0.80253637	0.9448622	0.9409812	0.95027107	0.8887	0.9309496	0.80839074	0.9968268	0.8215089	0.9136216	0.84321135	0.96100235	0.69621277	0.8051259	0.9245796	0.9718673	0.8791571	0.97032493	0.9025836	0.845609	0.89786315	0.9481223	0.9003815	0.8762333	0.8812721	0.80574304	0.86596876	0.8474792	0.95120347	0.9484425	0.7669155	0.79889846	0.8399161	0.96501034	0.73243546	0.9061642	0.88391703	0.85790116
haai/noun	0.91318375	0.975214	0.9411752	0.7507235	0.9631232	0.92509025	0.9678761	0.7930908	0.94273126	0.96888345	0.9062935	0.9362575	0.86144865	0.72815514	0.9776328	0.96464014	0.5184153	0.76996243	0.9202649	0.9695019	0.8003343	0.9605924	0.8058176	0.8858306	0.502337	0.7460034	0.945926	0.88634986	0.9151308	0.8867022	0.71323484	0.9689894	0.8775168	0.9415631	0.9504304	0.83336896	0.87634766	0.8981538	0.86393625	0.9584024	0.8116464	0.89730006	0.84921956	0.84483033	0.9602264	0.84057885	0.83687323	0.7499797	0.8512512	0.95689267	0.858929	0.904557	0.92162865	0.7031964	0.871934	0.8463183	0.8696723	0.89568627	0.8859264	0.8484142	0.8606224	0.880884	0.83435225	0.8100855	0.8457531	0.0	0.8453041	0.9399909	0.8614768	0.9862776	0.81535804	0.78562313	0.7877458	0.8879795	0.8564469	0.8661251	0.9006224	0.8764752	0.858731	0.8952393	0.83034843	0.8909825	0.52840924	0.9159486	0.83479285	0.7646311	0.97479224	0.9547076	0.9756131	0.98868656	0.90926695	0.97790897	0.8234207	0.8920702	0.75334346	0.81458163	0.8790521	0.7172015	0.8395014	0.88574785	0.9795359	0.88044566	0.9603018	0.75819063	0.7097478	0.9275517	0.74975526	0.8408005	0.91290826	0.97782063	0.90694034	0.8739208	0.9492951	0.922548	0.905782	0.9302107	0.82603747	0.8018557	0.9671194	0.95101297	0.9272238	0.9018056	0.85993433	0.7526224	0.8426204	0.8263731	0.87572455	0.9791146	0.9587476	0.8512972	0.9307076	0.8491446	0.8329614	0.9429997	0.91920036	0.9911549	0.66311187	0.94440556	0.7136965	0.8658698	0.910325	0.8915415	0.79527897	0.8942553	0.6711797	0.88430125	0.8800462	0.9251174	0.8241645	0.8436501	0.8984393	0.9621559	0.8696562	0.92145264	0.92845017	0.9166112	0.88661635	0.8094311	0.87164366	0.99286383	0.9447874	0.95645773	0.8216656	0.9129677	0.8920571	0.816226	0.7586793	0.92496073	0.9291616	0.86253524	0.87377757	0.8732133	0.8900804	0.8366876	0.9488972	0.8308302	0.82542145	0.89894384	0.69866633	0.87556773	0.8694843	0.9006657	0.9265531	0.92734116	0.8626739	0.75142485	0.8666719	0.79531133	0.95881826	0.80606437	0.8603816
hard/adj	0.9289938	0.93314147	0.92162156	0.9241487	0.90178907	0.91246676	0.9340598	0.8858575	0.9001878	0.8514046	0.8150574	0.97925764	0.76141894	0.5202642	0.9211992	0.74738073	0.88435066	0.76039386	0.70891505	0.9252577	0.6524142	0.82167554	0.88574636	0.7112396	0.84740716	0.55527616	0.8361443	0.7550668	0.89977634	0.66412365	0.72018385	0.965948	0.8526392	0.866898	0.7395248	0.80795705	0.77016425	0.6909014	0.8971323	0.91296536	0.74204385	0.7995727	0.7180525	0.75832903	0.91825354	0.6933923	0.7816722	0.71055853	0.6041895	0.6523268	0.75288725	0.78613037	0.44940758	0.6062311	0.6678175	0.6352147	0.74035823	0.91083854	0.86784047	0.75273436	0.85488844	0.80673724	0.8378433	0.7665794	0.9049985	0.8453041	0.0	0.7552097	0.63541746	0.8175211	0.6811957	0.6179632	0.74170524	0.83660936	0.7129983	0.6579447	0.6486996	0.87011117	0.7612018	0.7243705	0.75058675	0.88831896	0.8589127	0.89789766	0.6926806	0.78203416	0.7102976	0.8959395	0.6423142	0.98165613	0.81205964	0.8980179	0.86942744	0.8479011	0.78787655	0.7016999	0.62433064	0.70165944	0.6012763	0.55102843	0.9354417	0.69045156	0.8703791	0.628363	0.71168333	0.874222	0.77322024	0.6719037	0.7945014	0.92181325	0.6814444	0.8716117	0.8568355	0.6545574	0.79577106	0.6844324	0.887999	0.8127651	0.9601049	0.9147119	0.9335168	0.79772127	0.9414543	0.8694633	0.76534927	0.6285603	0.72501206	0.95001054	0.94341403	0.79184043	0.77703905	0.7526566	0.8255273	0.9087219	0.7070304	0.89038986	0.82876366	0.95756423	0.86426705	0.68324006	0.8183218	0.63609743	0.7450665	0.55386597	0.77507555	0.6084862	0.585419	0.75075936	0.90482986	0.85837555	0.8039251	0.8222579	0.8037205	0.70155627	0.7650269	0.7956928	0.87512916	0.80855906	0.63077724	0.8327344	0.9070226	0.82556564	0.5832168	0.94022936	0.7631204	0.7097259	0.5165292	0.83237684	0.74293834	0.61466074	0.8651054	0.9079563	0.7934394	0.81880224	0.6062249	0.77507746	0.7734667	0.81172156	0.7540414	0.74466795	0.5687912	0.79701185	0.92965174	0.66936225	0.7875224	0.96771145	0.83224654	0.61936367	0.83920276	0.72004175	0.601983
