	Hot/name	Risseeuw/name	Rowan/name	Self/name	The/name	aankondiging/noun	actie_film/noun	af/adv	aflevering/noun	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	bedoeld/adj	beeld/noun	behoorlijk/adj	beschrijving/noun	bijdrage/noun	bijrol/noun	bijzonder/adj	bloes_DIM/noun	boek/noun	buitengewoon/adj	cast/noun	column/noun	combinatie/noun	commentaar/noun	contrasteer/adj	cynisme/noun	dandy/noun	dat/det	debuut/noun	detail/noun	dialoog/noun	draai/noun	duivel_DIM/noun	echt/adj	effect/noun	en/vg	erg/adj	even/adj	even/adv	film/noun	film_DIM/noun	gast/noun	gedicht/noun	genoeg/adv	gesprek/noun	gesprekspartner/noun	geweldig/adj	gewoon/adj	gezicht/noun	heel/adj	heel/adv	heerlijk/adj	hij/pron	hoe/adj	karikatuur/noun	kwartet/noun	lady/noun	lied/noun	man/noun	manier/noun	mengeling/noun	min/adj	mix/noun	moment/noun	musical/noun	nogal/adv	observatie/noun	obsessie/noun	of/vg	om_kade_ring/noun	onbedaarlijk/adj	onderdeel/noun	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	ook/adv	opmerking/noun	opvallend/adj	passage/noun	performance/noun	plaat/noun	portret/noun	presentator/noun	rap/noun	reactie/noun	rol/noun	roman/noun	satire/noun	script/noun	scène/noun	sketch/noun	soms/adv	speel_film_debuut/noun	stoutmoedig/adj	stuk/noun	toch/adv	toneelstuk/noun	trailer/noun	typering/noun	uitval/noun	vaak/adj	variant/noun	variatie/noun	veel/adj	verhaal/noun	vers/noun	verslag/noun	vervolg/noun	vondst/noun	vooral/adv	voordracht/noun	voorstelling/noun	vooruitzicht/noun	waanzinnig/adj	wat/pron	weerzinwekkend/adj	werk_DIM/noun	wijze/noun	wissel_af/adj	ze/pron	zeer/adv	zelden/adj	zelfs/adv	zo/adj	zo/adv
gast/noun	0.9111877	0.9439714	0.9590725	0.92973644	0.8634288	0.88183206	0.89611554	0.72669494	0.82253695	0.824705	0.8795786	0.8879766	0.9084469	0.84674865	0.84014446	0.800622	0.86628795	0.85219157	0.8850774	0.769268	0.91835713	0.87098104	0.823332	0.82866144	0.84936523	0.8181906	0.82228816	0.9502418	0.9154353	0.9014515	0.8787947	0.87254906	0.8454765	0.8711642	0.9028276	0.94324267	0.78486514	0.9050689	0.6826807	0.8143943	0.7143897	0.75797606	0.82889026	0.8336052	0.0	0.8344723	0.82248616	0.802447	0.8279277	0.7697072	0.78539836	0.81419957	0.76800454	0.7783883	0.6963358	0.76182044	0.8105668	0.8844787	0.8542913	0.8753952	0.827963	0.7704721	0.82881445	0.8339091	0.8235012	0.8211273	0.8577643	0.84104276	0.8087646	0.9039197	0.8947212	0.7399517	0.913634	0.9434832	0.8772803	0.8764468	0.869547	0.79789764	0.88197565	0.8466445	0.8637871	0.77713156	0.85149586	0.7932564	0.8684836	0.88740826	0.84687006	0.7946613	0.7376833	0.8734359	0.8607285	0.85262877	0.8697328	0.8948693	0.883206	0.79784477	0.84858656	0.7648167	0.94877106	0.921291	0.8354788	0.80235445	0.8535224	0.9371568	0.8940476	0.9178563	0.78571755	0.8293343	0.8855952	0.8168994	0.8355089	0.87468946	0.8360599	0.8433136	0.88619965	0.7869417	0.87640226	0.7749666	0.91521513	0.8524581	0.8597883	0.90438986	0.90098256	0.7940509	0.82158506	0.690465	0.7927805	0.7651626	0.73533034	0.8393891	0.79765177
gedicht/noun	0.8966996	0.9619654	0.9395669	0.9195678	0.78224677	0.85946494	0.86897373	0.7798387	0.7862052	0.6904645	0.8067481	0.7785299	0.9130003	0.8221861	0.6855099	0.8175092	0.71418166	0.81922686	0.8938011	0.7668419	0.94775563	0.5017395	0.8005388	0.8711736	0.6903142	0.8040263	0.74915314	0.8791147	0.8575608	0.91949016	0.8781955	0.76896346	0.74936324	0.71612	0.86310303	0.9459513	0.86446595	0.8527193	0.7133378	0.8063452	0.79367006	0.7430072	0.67548025	0.75213295	0.8344723	0.0	0.83916026	0.82413757	0.88345873	0.8614885	0.8569602	0.8076739	0.8153868	0.81765807	0.7722362	0.8080799	0.81090486	0.8410951	0.8332117	0.88262784	0.58259857	0.88199997	0.81322426	0.7735026	0.8240287	0.80646	0.8086992	0.7646575	0.74514824	0.7735411	0.834504	0.75959706	0.9482135	0.9467918	0.86146605	0.8443048	0.8614853	0.82704306	0.7954025	0.8662399	0.81771034	0.8207121	0.7933467	0.7935879	0.63570887	0.8302332	0.7008682	0.6587194	0.8438684	0.8297602	0.8523171	0.86157316	0.5215193	0.8083509	0.7843746	0.6813695	0.78942186	0.67102665	0.89058506	0.9395941	0.6941285	0.856346	0.6691109	0.9487814	0.8544809	0.947769	0.74401766	0.7868356	0.78056526	0.87967074	0.57451034	0.57908344	0.7146919	0.8223908	0.80212903	0.81628764	0.8050944	0.67550766	0.91608006	0.8572173	0.82966584	0.88491404	0.7549174	0.7486491	0.75560784	0.8187906	0.77104753	0.7580316	0.776086	0.8126177	0.7646003
genoeg/adv	0.9323848	0.92681634	0.9415737	0.95778894	0.892146	0.8922443	0.835328	0.77276754	0.8588324	0.8573679	0.77326536	0.9107425	0.8776618	0.81762475	0.769291	0.6948528	0.78714687	0.8617945	0.9095136	0.63153833	0.93202907	0.8404586	0.65930474	0.85777515	0.8865529	0.77314144	0.81611073	0.90540373	0.86104333	0.9291024	0.7698901	0.84936655	0.7972553	0.7988707	0.8696737	0.97424203	0.7152405	0.8147604	0.68304884	0.5954434	0.7006997	0.62152874	0.8055322	0.835742	0.82248616	0.83916026	0.0	0.8620986	0.8656926	0.79370797	0.7840335	0.8148227	0.7160257	0.57587874	0.814388	0.7767911	0.6459747	0.87971586	0.86794126	0.9177791	0.8664347	0.82266736	0.689585	0.83948255	0.6188537	0.80374587	0.81670684	0.8905147	0.6924254	0.8382477	0.8870784	0.7672303	0.8779541	0.9142957	0.8546189	0.86162966	0.8190009	0.72811186	0.8801669	0.7885424	0.8737551	0.72208095	0.8167491	0.76113063	0.829587	0.9061808	0.8108247	0.8140285	0.8660022	0.8720455	0.8016622	0.8461404	0.8202576	0.85230386	0.86077625	0.7963924	0.89577407	0.6738174	0.92816395	0.9308419	0.7472285	0.67895246	0.87712604	0.95685834	0.8735957	0.8761159	0.7186874	0.8163676	0.8508061	0.69348365	0.76233387	0.8931178	0.8393014	0.8330358	0.8449395	0.73329735	0.90718746	0.80611163	0.857165	0.806397	0.8181712	0.8984386	0.8762469	0.6703015	0.810196	0.75201327	0.5696331	0.72244483	0.7211845	0.65349364	0.57127225
gesprek/noun	0.92776793	0.9348197	0.9506789	0.9572022	0.89332056	0.82065225	0.92694306	0.836663	0.8280706	0.8082855	0.78883374	0.92765397	0.9067989	0.8755691	0.832429	0.87535214	0.8368378	0.8286492	0.9401232	0.8228652	0.97397286	0.8252597	0.8296888	0.9136833	0.8206041	0.877772	0.7609648	0.96139956	0.91130745	0.9441268	0.8943089	0.8980427	0.8127734	0.6846965	0.90687823	0.9616402	0.8806864	0.9059577	0.789605	0.853508	0.8308684	0.834468	0.84564334	0.8496673	0.802447	0.82413757	0.8620986	0.0	0.8148336	0.91109526	0.88750637	0.89767003	0.8446712	0.83717275	0.87854385	0.84641457	0.84618795	0.91876554	0.8928969	0.9139074	0.85076916	0.89750063	0.8439283	0.9173459	0.8684747	0.8806217	0.86377895	0.9141413	0.8361899	0.8588215	0.90883803	0.84734976	0.92933893	0.96678996	0.8897174	0.9094814	0.92296684	0.88486505	0.9037311	0.87064576	0.93821394	0.8504434	0.79404783	0.8715075	0.8263599	0.890442	0.88689363	0.7906914	0.8291417	0.9238545	0.7975497	0.8530029	0.8362508	0.9059349	0.8827256	0.8235527	0.89091307	0.7888893	0.97354424	0.9402829	0.85928655	0.8688063	0.8643996	0.9512934	0.91984344	0.9079577	0.80894333	0.87334144	0.91817915	0.8915242	0.76749426	0.8883671	0.784645	0.8624908	0.8859433	0.85592103	0.8392711	0.80574054	0.85842764	0.900031	0.88546574	0.93629485	0.9090976	0.8238005	0.8624504	0.8656457	0.8140278	0.82608163	0.822659	0.89258754	0.8394214
gesprekspartner/noun	0.95185167	0.92820555	0.9658203	0.96611136	0.95105857	0.89618015	0.9282916	0.8988583	0.9514972	0.8897627	0.8276322	0.9305482	0.8741284	0.87423855	0.8901285	0.8878957	0.8803816	0.8707043	0.93910766	0.8419154	0.97440326	0.89431524	0.838031	0.8950552	0.88767564	0.88994354	0.86504036	0.94288856	0.9085273	0.92630404	0.87316436	0.9254793	0.90106237	0.8226812	0.89344174	0.94921386	0.85412735	0.9116678	0.81534326	0.83184576	0.8408042	0.85558766	0.90567553	0.8897909	0.8279277	0.88345873	0.8656926	0.8148336	0.0	0.8981361	0.90727216	0.908104	0.8898903	0.8461627	0.89787006	0.8287742	0.834938	0.8783437	0.92110974	0.9127364	0.89097697	0.8718368	0.8348263	0.89736915	0.8324792	0.9085949	0.89923155	0.92070633	0.8583183	0.88729763	0.91419953	0.8684355	0.8996202	0.9594667	0.89206374	0.8993919	0.9253123	0.86546403	0.90783197	0.8953121	0.91349274	0.839044	0.83352053	0.87830675	0.895828	0.9212992	0.9225538	0.8908135	0.84584635	0.9258129	0.84453064	0.85438377	0.8847586	0.91705376	0.89194083	0.90408176	0.93075114	0.8530923	0.9378999	0.9481587	0.91442555	0.86004406	0.9152164	0.97716796	0.9010961	0.9223154	0.8202902	0.8854094	0.9181827	0.86427957	0.874617	0.91278756	0.8857495	0.9097488	0.9193529	0.8400474	0.90766215	0.89530593	0.91450655	0.9027202	0.8949497	0.9079525	0.9071203	0.82886153	0.90508205	0.83057106	0.7809961	0.8445533	0.8471441	0.88913184	0.83392054
geweldig/adj	0.91176194	0.961972	0.93455505	0.9617354	0.8193874	0.8959761	0.84593356	0.76040626	0.83684486	0.83790433	0.8820994	0.89187145	0.8654894	0.82458293	0.81652147	0.7194754	0.8579446	0.8716867	0.8671856	0.7332939	0.93451416	0.8497481	0.75917065	0.8330037	0.8731915	0.7640791	0.8473256	0.9307341	0.86631364	0.94135463	0.82217634	0.84980094	0.8472672	0.83021504	0.8970334	0.9423593	0.72457147	0.8218988	0.6830064	0.8054152	0.7750999	0.7676623	0.78015846	0.85111195	0.7697072	0.8614885	0.79370797	0.91109526	0.8981361	0.0	0.8133366	0.81378347	0.79223466	0.7700979	0.71005046	0.78314334	0.8060136	0.9045367	0.86214834	0.90008897	0.83152485	0.83623993	0.8410334	0.811779	0.7937566	0.79976153	0.83066195	0.8419612	0.77354085	0.8835035	0.861125	0.7813562	0.91443825	0.88599145	0.87630916	0.8542536	0.7371876	0.62125456	0.8016664	0.76152414	0.7999478	0.7826098	0.8549632	0.76220185	0.85302305	0.85517246	0.8214663	0.8376851	0.84760803	0.8541375	0.8721799	0.8620398	0.8555239	0.85164416	0.85722125	0.7760396	0.8635985	0.73592806	0.9269743	0.9374908	0.83109444	0.7687875	0.87216675	0.95163023	0.899354	0.9406651	0.8023392	0.8727019	0.8161702	0.78208184	0.80533135	0.88243526	0.8609029	0.82611203	0.861451	0.7247871	0.87271225	0.78494656	0.8555524	0.79004383	0.85466284	0.89904225	0.91523045	0.80939204	0.8361151	0.78092736	0.79764485	0.76925457	0.76986456	0.8024792	0.7909688
gewoon/adj	0.9425792	0.9524004	0.9505934	0.97271496	0.923894	0.9101406	0.927161	0.72900784	0.8780562	0.8781166	0.8919362	0.9388045	0.9004762	0.8060787	0.8525816	0.7730101	0.8827184	0.90441304	0.92978483	0.8243679	0.9181437	0.85656875	0.83866817	0.9124435	0.89593124	0.8007576	0.8883736	0.95990264	0.9004251	0.9399489	0.7588364	0.91695184	0.8580394	0.88967764	0.9084822	0.9452869	0.72021663	0.8629983	0.65150046	0.816163	0.699913	0.8229953	0.8867143	0.83548725	0.78539836	0.8569602	0.7840335	0.88750637	0.90727216	0.8133366	0.0	0.8352078	0.76859003	0.76841986	0.7399379	0.7523667	0.76891875	0.90762335	0.9309052	0.93431485	0.90515953	0.81564176	0.8165667	0.86741805	0.80071163	0.8490688	0.85357887	0.90443736	0.7862678	0.89972603	0.89212763	0.5942254	0.9483188	0.9519582	0.8597442	0.8921151	0.8913492	0.809187	0.900152	0.87832505	0.87135255	0.72521496	0.8631025	0.82788193	0.9008051	0.9006641	0.84303904	0.8840384	0.8591401	0.91034806	0.88397187	0.88960266	0.89064795	0.90343434	0.8981091	0.8441173	0.89367247	0.7227721	0.973199	0.9437841	0.80376285	0.69083035	0.90538967	0.91533375	0.9219553	0.9236289	0.71527433	0.8414968	0.858088	0.76124305	0.86001134	0.8979827	0.89540803	0.81702477	0.8726837	0.7686757	0.8943825	0.87500054	0.90064615	0.8523394	0.82530373	0.8954857	0.8808868	0.835513	0.88677025	0.62283105	0.8567429	0.7895974	0.7172592	0.800467	0.7561039
gezicht/noun	0.9533914	0.9853586	0.9707301	0.95757616	0.8944017	0.8938647	0.8630191	0.69738	0.8520665	0.82414365	0.85286975	0.88536036	0.8566939	0.8580199	0.6217926	0.7787068	0.81564724	0.90461	0.9059388	0.7827838	0.85183585	0.84312254	0.8142398	0.8980038	0.9138117	0.7954478	0.80501163	0.8794701	0.83869946	0.90225756	0.88301045	0.8816631	0.76094747	0.82189274	0.84821314	0.9479623	0.82318324	0.8286705	0.62659633	0.74146163	0.7120005	0.6815973	0.7951817	0.81208766	0.81419957	0.8076739	0.8148227	0.89767003	0.908104	0.81378347	0.8352078	0.0	0.78371954	0.7652221	0.7775157	0.7340586	0.7646925	0.84179264	0.8951487	0.895192	0.8183472	0.693439	0.80167544	0.8099684	0.7832947	0.8427979	0.80834806	0.88277894	0.7094164	0.8442569	0.8598141	0.7166594	0.95801544	0.88685155	0.8865048	0.8841946	0.8705411	0.8119248	0.84596926	0.84639204	0.8401158	0.8557296	0.8167042	0.7165178	0.7936165	0.87843424	0.75441325	0.6891625	0.8311894	0.8841672	0.8250398	0.8593385	0.8233166	0.8822834	0.87953943	0.7070408	0.9119042	0.60139096	0.9536771	0.9440038	0.7567465	0.79492384	0.89123374	0.93764323	0.88116294	0.9311603	0.73265266	0.8199083	0.83454156	0.8331663	0.77224374	0.8475181	0.85979193	0.86112094	0.8457861	0.8018799	0.88053584	0.76628315	0.8656905	0.85941863	0.86794114	0.8763273	0.88213956	0.7641897	0.7822354	0.7119221	0.7709767	0.7690127	0.7090138	0.7333756	0.74013233
heel/adj	0.9168203	0.9481913	0.9660322	0.9469557	0.886059	0.88309157	0.88267124	0.74071074	0.83356243	0.82917625	0.84387743	0.8912691	0.9090742	0.8231422	0.74763036	0.70885074	0.81924784	0.85225296	0.91694736	0.66917336	0.91950154	0.7953017	0.7531415	0.8741889	0.8967924	0.8210838	0.8380563	0.89697707	0.90049535	0.95151025	0.77853817	0.8788613	0.7998956	0.8058248	0.8767027	0.94108236	0.75404644	0.8384931	0.6878536	0.6444313	0.7114446	0.70882165	0.7923726	0.82934284	0.76800454	0.8153868	0.7160257	0.8446712	0.8898903	0.79223466	0.76859003	0.78371954	0.0	0.5700781	0.77323794	0.7812761	0.7212051	0.89266723	0.8858411	0.9423537	0.85761166	0.8344747	0.76983905	0.8642787	0.7528793	0.8314282	0.8039713	0.85972	0.69366	0.8557301	0.8800629	0.788161	0.9009547	0.9217272	0.8092251	0.8750548	0.8247925	0.76621664	0.8707285	0.8151735	0.87854725	0.77894354	0.85301656	0.786282	0.82127905	0.8548206	0.8062491	0.81229055	0.8481141	0.8844774	0.8567198	0.8603158	0.8106953	0.89224076	0.8581247	0.7525323	0.8775592	0.6885742	0.9729829	0.9317779	0.7412683	0.736637	0.8630146	0.9405714	0.88939035	0.92117625	0.7606186	0.85057306	0.84459275	0.7782856	0.7680095	0.8740214	0.83592594	0.83053017	0.84862345	0.74572116	0.8836435	0.73897284	0.88474447	0.8162545	0.8411331	0.9139167	0.8540944	0.7638736	0.79904735	0.7045598	0.64147997	0.7854821	0.7517381	0.71851647	0.665838
heel/adv	0.9402915	0.9059266	0.9509737	0.9510787	0.9274706	0.86582583	0.8581298	0.75976884	0.8709813	0.80499285	0.79857105	0.8895073	0.8650905	0.82448626	0.75596046	0.64147866	0.7969681	0.86361575	0.88421965	0.5263235	0.897281	0.823434	0.5747005	0.8531706	0.89617294	0.7394162	0.8141954	0.86662453	0.84555966	0.9051682	0.71212006	0.85395557	0.7700574	0.7821739	0.8437605	0.9442347	0.6995672	0.83481395	0.6780646	0.44202465	0.6727135	0.64139515	0.801445	0.80550766	0.7783883	0.81765807	0.57587874	0.83717275	0.8461627	0.7700979	0.76841986	0.7652221	0.5700781	0.0	0.7813696	0.784508	0.5892235	0.8712248	0.857562	0.91676223	0.8489819	0.8386631	0.6188091	0.81291807	0.5933291	0.77618206	0.78425545	0.8785387	0.5858375	0.82550514	0.8659766	0.8121675	0.8755124	0.91265935	0.853446	0.8501165	0.79972565	0.6385424	0.8471307	0.7785324	0.85045326	0.64433277	0.81416655	0.7434506	0.80067486	0.8667133	0.81167984	0.8191446	0.8266407	0.8575805	0.77737653	0.85302657	0.83939743	0.8655594	0.8550857	0.7699149	0.87283826	0.60202897	0.9227067	0.9190414	0.7486539	0.61581314	0.8856469	0.94521296	0.8309975	0.8833331	0.68489707	0.82268703	0.8190434	0.49171513	0.7621258	0.87600553	0.8270775	0.8387368	0.836065	0.6523026	0.87234694	0.76269567	0.8808786	0.78924394	0.76538086	0.90526414	0.8242265	0.67512673	0.7931342	0.7099455	0.44104648	0.7313322	0.7372186	0.63441014	0.49229246
heerlijk/adj	0.8949773	0.9598901	0.9506354	0.9323642	0.85357654	0.91427916	0.8725312	0.6906086	0.8635043	0.80815464	0.87681377	0.8664612	0.89905256	0.859817	0.7963766	0.7634432	0.8434601	0.91053605	0.8881801	0.7306349	0.89724195	0.8205824	0.80606943	0.8592725	0.8961571	0.7200546	0.84966654	0.89634794	0.86551887	0.9285653	0.8823427	0.85994196	0.81191105	0.8298879	0.8837447	0.9729968	0.76526934	0.857678	0.60254085	0.8007618	0.71085787	0.7266483	0.7870257	0.8277803	0.6963358	0.7722362	0.814388	0.87854385	0.89787006	0.71005046	0.7399379	0.7775157	0.77323794	0.7813696	0.0	0.8426383	0.81545794	0.8989591	0.8641914	0.890011	0.79453987	0.86030596	0.823771	0.7473432	0.8288093	0.7296061	0.8277072	0.8339672	0.77346414	0.8579858	0.89459866	0.64783037	0.9300485	0.9111928	0.9011508	0.86118805	0.81546843	0.7271941	0.80678374	0.8200685	0.7702441	0.8336121	0.8836571	0.77258635	0.8256972	0.8789973	0.7901321	0.79754275	0.8555584	0.820198	0.90005344	0.908604	0.8025129	0.8370451	0.86897886	0.7472534	0.8453172	0.6979314	0.93961596	0.94847	0.7453685	0.82018614	0.8817736	0.96261936	0.8897692	0.9314707	0.7678972	0.80226374	0.7934659	0.80686283	0.78311753	0.79339474	0.8708889	0.8428838	0.86519516	0.77093923	0.88805795	0.7615932	0.88821137	0.7993307	0.90138376	0.8737906	0.8855436	0.7741419	0.8016423	0.77460307	0.79632884	0.7699844	0.7629649	0.8193016	0.7905739
hij/pron	0.9202169	0.8955557	0.9259126	0.9489975	0.8888736	0.8574898	0.9016846	0.68723	0.8876182	0.82797945	0.80602777	0.9025163	0.8187801	0.8737385	0.8309715	0.7973746	0.8563139	0.89886665	0.8992594	0.8105934	0.92722344	0.82781684	0.79615474	0.8898632	0.8093311	0.85301715	0.80743146	0.9363946	0.84643805	0.8791975	0.7923621	0.84253746	0.81645316	0.8505001	0.8804475	0.9155269	0.7462692	0.89482623	0.6997647	0.7781464	0.6026251	0.7472491	0.87556446	0.88559616	0.76182044	0.8080799	0.7767911	0.84641457	0.8287742	0.78314334	0.7523667	0.7340586	0.7812761	0.784508	0.8426383	0.0	0.7108066	0.8755914	0.85425985	0.8946869	0.83687055	0.54990596	0.7671884	0.88173807	0.8055553	0.9061557	0.7635474	0.8715542	0.7498012	0.8388331	0.84832627	0.73959327	0.95384085	0.88759744	0.9217199	0.8510467	0.86348486	0.7853027	0.84028554	0.83610517	0.85120153	0.7466152	0.7584964	0.80793715	0.82247055	0.87431043	0.8336278	0.8283644	0.74381423	0.9033399	0.8217977	0.8420345	0.82830185	0.86749184	0.855849	0.81154865	0.90531445	0.66965497	0.9609864	0.92222804	0.85393524	0.70386904	0.8542822	0.94399667	0.89176345	0.8622701	0.6960932	0.8884258	0.90311563	0.8128886	0.8081001	0.85902566	0.8789529	0.8276782	0.8656838	0.811767	0.8654865	0.8368828	0.89814603	0.81852657	0.7530437	0.8815341	0.8940379	0.7442698	0.82762504	0.3501256	0.80231905	0.7210537	0.66863155	0.7649267	0.683974
hoe/adj	0.94311315	0.9181105	0.9564238	0.926912	0.92019856	0.8945703	0.8659979	0.76601624	0.8288056	0.7820713	0.7519001	0.9111201	0.8351348	0.8243727	0.69927156	0.7086843	0.75492656	0.85559064	0.90586925	0.66998917	0.93949205	0.7824791	0.66667897	0.89215213	0.8452827	0.8079841	0.8096881	0.9045896	0.8401629	0.8769741	0.6698476	0.8679792	0.6914135	0.7816323	0.8839496	0.9464065	0.69850814	0.774477	0.70190626	0.6057952	0.68923056	0.6331855	0.8021545	0.8237218	0.8105668	0.81090486	0.6459747	0.84618795	0.834938	0.8060136	0.76891875	0.7646925	0.7212051	0.5892235	0.81545794	0.7108066	0.0	0.86853856	0.8837909	0.8979789	0.8440571	0.7903112	0.5776459	0.8335076	0.67098975	0.852945	0.74049294	0.9025638	0.68926454	0.77793324	0.83045095	0.76162446	0.89934087	0.92843056	0.8631759	0.8459711	0.84995425	0.7193084	0.85397565	0.8151248	0.8637086	0.728847	0.7718699	0.80294085	0.7893492	0.89167285	0.8508727	0.784763	0.8476967	0.87113553	0.7601651	0.8094691	0.7962735	0.8575013	0.83058107	0.7337985	0.8890362	0.5950929	0.9381825	0.92251587	0.8000943	0.6865309	0.8708346	0.9307845	0.85324275	0.88994217	0.66026056	0.8282184	0.8477732	0.7341577	0.6878284	0.8508458	0.7987901	0.8468832	0.8099069	0.7578001	0.8672192	0.7899021	0.8665859	0.80785125	0.5831257	0.84886837	0.869068	0.6224976	0.82982713	0.64320296	0.6064787	0.7190733	0.7225739	0.6091784	0.49981612
karikatuur/noun	0.97380424	0.9817179	0.9438489	0.93463814	0.8632604	0.92743653	0.8417657	0.8784713	0.8950353	0.81287956	0.9196799	0.90689737	0.8577066	0.885926	0.8116342	0.86907	0.8268492	0.9028189	0.8803309	0.8740202	0.9460149	0.83222806	0.8509146	0.8657136	0.8428315	0.89739764	0.8791178	0.9207764	0.8728376	0.8673192	0.8888794	0.9072623	0.85738885	0.8004594	0.868865	0.9403478	0.86356014	0.92586076	0.8192882	0.87395483	0.88292426	0.8383643	0.8273289	0.86181796	0.8844787	0.8410951	0.87971586	0.91876554	0.8783437	0.9045367	0.90762335	0.84179264	0.89266723	0.8712248	0.8989591	0.8755914	0.86853856	0.0	0.8828885	0.90773004	0.8687391	0.9008003	0.86825013	0.86578226	0.8784277	0.8538093	0.92411876	0.84531295	0.8224239	0.8451777	0.8690283	0.8511251	0.9378675	0.9436964	0.9260198	0.8429234	0.9018671	0.8739803	0.860435	0.8869198	0.87669045	0.8833013	0.85045207	0.8643724	0.8506969	0.8821575	0.8830664	0.79073465	0.8934738	0.89219666	0.8984446	0.884411	0.8334663	0.7759953	0.87925845	0.8225516	0.85802376	0.8066361	0.9028344	0.9366708	0.86215895	0.8757704	0.8726789	0.93235785	0.86982614	0.91547287	0.8434054	0.8649278	0.8850958	0.8954316	0.8126637	0.8864912	0.9032927	0.8873566	0.89232314	0.84708834	0.90512353	0.82509756	0.94066125	0.85236335	0.898869	0.8869023	0.8706298	0.84331036	0.8725411	0.8841913	0.84677243	0.8593271	0.84526193	0.87056315	0.84385157
kwartet/noun	0.82971627	0.9743281	0.9126506	0.9522465	0.7892836	0.89998263	0.86644506	0.85219365	0.8689893	0.8891864	0.9321115	0.80262494	0.8964581	0.88553023	0.8586048	0.8544065	0.8750217	0.88504696	0.89634097	0.8073996	0.9510364	0.85717535	0.8230549	0.81018543	0.8959426	0.7762532	0.8957957	0.88000184	0.92169255	0.91166276	0.9227308	0.8009599	0.8844211	0.8297744	0.8952484	0.9436273	0.86886144	0.91709286	0.77950454	0.8647272	0.86577463	0.8023795	0.8225798	0.8787112	0.8542913	0.8332117	0.86794126	0.8928969	0.92110974	0.86214834	0.9309052	0.8951487	0.8858411	0.857562	0.8641914	0.85425985	0.8837909	0.8828885	0.0	0.91652393	0.7561544	0.8942736	0.8641327	0.8389423	0.8546691	0.80951875	0.90701693	0.8090273	0.83911496	0.9088959	0.90393	0.86527205	0.93132454	0.93979347	0.8694558	0.9168281	0.87425023	0.85180765	0.82589936	0.839936	0.84761137	0.8774457	0.90626985	0.7923002	0.82806057	0.8375229	0.757701	0.8284134	0.8665668	0.824186	0.9132227	0.88409054	0.8113412	0.88688666	0.86125195	0.81917894	0.8836115	0.8213928	0.90594316	0.92050487	0.8223127	0.8765373	0.83540905	0.9350037	0.8836837	0.91782147	0.8602766	0.8247192	0.8518212	0.8831492	0.84777915	0.84897095	0.8881327	0.8706779	0.8834249	0.8263824	0.8913089	0.79028374	0.9342472	0.886022	0.91163826	0.9416719	0.89117366	0.8378773	0.8082632	0.8885001	0.83145016	0.82548565	0.8236188	0.878172	0.86114764
lady/noun	0.89154583	0.96956533	0.90591127	0.94586205	0.79845023	0.94089377	0.87941736	0.936484	0.915838	0.9015616	0.9468176	0.9155195	0.9401705	0.90657073	0.88828	0.90766835	0.9259991	0.94923556	0.90382826	0.89836454	0.92306167	0.8887781	0.8918491	0.8662073	0.95016396	0.9034016	0.9288119	0.9266085	0.92637694	0.838146	0.9545418	0.8692525	0.9342716	0.8981012	0.92541224	0.94058096	0.86623716	0.9654098	0.8742858	0.90472305	0.92205375	0.87266266	0.8527458	0.9039319	0.8753952	0.88262784	0.9177791	0.9139074	0.9127364	0.90008897	0.93431485	0.895192	0.9423537	0.91676223	0.890011	0.8946869	0.8979789	0.90773004	0.91652393	0.0	0.8538103	0.8713233	0.9026954	0.89137536	0.9036613	0.86984456	0.91518855	0.85101676	0.90673107	0.92790616	0.9052377	0.89658445	0.9434365	0.9706294	0.9433932	0.9119194	0.9096244	0.8999535	0.90994483	0.9049533	0.8836551	0.9324026	0.9388214	0.90511245	0.9037044	0.9292356	0.8927248	0.8196099	0.8632252	0.88530564	0.9382661	0.89952743	0.8667768	0.87755376	0.9017207	0.8671025	0.88769317	0.8868475	0.95456535	0.925012	0.9333828	0.9294107	0.89322674	0.9664	0.92083704	0.9356453	0.91131645	0.88480777	0.9110466	0.93754745	0.8966203	0.9115525	0.93671256	0.93286747	0.93493456	0.9009249	0.9389177	0.8993024	0.9638392	0.90217215	0.9276888	0.9273344	0.9074777	0.88266426	0.8749101	0.89373016	0.8927639	0.89430237	0.8848266	0.9263761	0.88942206
