	1930/noun	Albanees/noun	Amerikaans/adj	Brits/adj	Europees/adj	LPF_minister/noun	Londens/adj	Vlaams/adj	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	alleenstaand/adj	arm/adj	arm/noun	beeld_DIM/noun	been/noun	behaal/verb	belasting/noun	bestuur_kamer/noun	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	borst/noun	bovendien/adv	box/noun	college_geld/noun	daarna/adv	dan/adv	dankbaar/adj	deelstaat/noun	dringend/adj	dwingend/adj	echter/adv	eerst/adj	en/noun	enkel/adv	entree/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebruik/noun	gehuld/adj	gemeente/noun	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	heer/noun	hemel/noun	her_stelling_werk/noun	het/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	huize/noun	hulpeloos/adj	immers/adv	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	invoer_recht/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	koers_winst/noun	kop_positie/noun	land/noun	landelijk/adj	langzaam/adj	lidstaat/noun	liter/noun	lokaal/adj	loon_belasting/noun	luistergeld/noun	maandag_avond/noun	mag/verb	meen/verb	meer/adj	meest/adj	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	nergens/adv	netjes/adj	nieuw/adj	nu/adv	ogenblik/noun	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ontbreek/adj	ook/adv	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pensioen_premie/noun	poot/noun	premie/noun	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rente/noun	roerend/adj	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	soort/noun	spaar_geld/noun	sport_wereld/noun	staal/noun	staat/noun	stad/noun	statie_geld/noun	steenkool/noun	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	taks/noun	taksen/noun	tarief/noun	te/adv	teatraal/adj	teelt/noun	tegelijk/adj	tel/noun	tentoonstelling/noun	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	triomfantelijk/adj	troon/noun	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verschil/adj	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voorheffing/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorm/noun	vriendschap/noun	vrijwel/adv	waarschuw/verb	weg/noun	wil/verb	word/verb	zal/verb	zelf/adv	zenuwachtig/adj	zondag_middag/noun	zwaar/adj
overgekomen/adj	0.98236084	0.91311884	0.9548194	0.95293736	0.9457698	0.9657132	0.9383564	0.9702544	0.9482705	0.9762598	0.9910255	0.89190674	0.8784211	0.9550414	0.953303	0.9715441	0.9516996	0.9638991	0.8925207	0.9739946	0.94598985	0.98343045	0.98032963	0.9591687	0.9787725	0.9899024	0.9830446	0.99495393	0.94096667	0.99572843	0.95593524	0.9707553	0.9626726	0.9826215	0.96435994	0.96126395	0.9648596	0.9261872	0.9505786	0.942336	0.98288417	0.9616573	0.96729875	0.97468	0.97759616	0.98001707	0.9460299	0.9366294	0.96292454	0.9763905	0.96131366	0.98274785	0.9652293	0.9786383	0.9716879	0.9268752	0.98239946	0.98434985	0.9953127	0.98928684	0.9385825	0.94696534	0.95570755	0.89812386	0.9779755	0.9793203	0.9662663	0.9752947	1.0	0.9699309	0.9348433	0.97411394	0.96512955	0.9494902	0.9506811	0.97619355	0.90671116	0.9251677	0.9423922	0.95279515	0.96501434	0.9899239	0.9109643	0.99128926	0.9947022	0.9467832	0.98393756	0.98931545	0.8925079	0.9640644	0.9762148	0.848191	0.9646249	0.96438044	0.9528651	0.98316944	0.97943985	0.9609274	0.95613265	0.97016764	0.8904926	0.9412154	0.9348178	0.9840712	0.9658437	0.9377363	0.9898106	0.99087334	0.94813514	0.9768535	0.9621746	0.9623365	0.9856731	0.9675816	0.98094916	0.9955746	0.99811107	0.9805276	0.97900504	0.0	0.9789591	0.9768522	0.9841372	0.939324	0.96585083	0.9863582	0.9916128	0.9673382	0.97862697	0.9537988	0.9661497	0.971799	0.98817915	0.93206745	0.96333015	0.9839046	0.9649156	0.95699346	0.98577696	0.9909664	0.97141236	0.9712357	0.98554856	0.9320456	0.9836885	0.97504187	0.98400307	0.97701174	0.94793224	0.9667404	0.981912	0.9575005	0.99019086	0.9898802	0.9772055	0.96501374	0.98282635	0.9905783	0.9650026	0.98583573	0.98614043	0.9652394	0.95502836	0.97795695	0.98424006	0.945447	0.9754993	0.98146296	0.9699653	0.9656131	0.9491656	0.94157916	0.95739937	0.96701163	0.9612057	0.95449775	0.97688067	0.97771627	0.9727064	0.98842955	0.9855758	0.9621702	0.9656718	0.9364368	0.97773445	0.9435899	0.9912626	0.9582337	0.90868527	0.9792058	0.97667164	0.96925104	0.94531167	0.9601397	0.96727484	0.96864915	0.97213626	0.98089945	0.9627692	0.9320336	0.9295414	0.91237414
overheid/noun	0.9751883	0.9533947	0.89104456	0.8884047	0.8694131	0.9981046	0.9427264	0.77937734	0.87746257	0.8811084	0.88852906	0.85784507	0.8809072	0.88298905	0.86756605	0.9160574	0.96054363	0.9368763	0.84602964	0.76139617	0.99092144	0.85116214	0.95526195	0.9848315	0.9787817	0.8045341	0.93875015	0.99897355	0.9234574	0.9076942	0.939788	0.89105797	0.8955738	0.97454834	0.87703735	0.92713207	0.91761994	0.9085663	0.9535399	0.9836963	0.7261169	0.9270384	0.93246204	0.8729677	0.7366444	0.97513574	0.99960625	0.84050596	0.8819269	0.9534757	0.87872076	0.7314477	0.84274125	0.88394845	0.98663193	0.801176	0.88111883	0.9365371	0.95575905	0.981675	0.9478311	0.9651208	0.8703419	0.98214173	0.9135377	0.96846694	0.96146953	0.87238204	0.98773324	0.9280283	0.9845938	0.96629226	0.9070091	0.98724425	0.91940725	0.7853383	0.97283524	0.97445244	0.98314875	0.8540323	0.90779305	0.91799927	0.83091617	0.91877854	0.89436895	0.9337131	0.9585024	0.9928527	0.9567799	0.9920427	0.8471412	0.9935876	0.84489465	0.8811774	0.94349194	0.9220026	0.7944856	0.87061846	0.9204053	0.9905216	0.96074975	0.9084365	0.8495447	0.78266156	0.9073794	0.9537379	0.8435416	0.8203864	0.88866633	0.953325	0.9746245	0.8782775	0.8242147	0.87843627	0.7787227	0.9915031	0.980344	0.95771796	0.9147818	0.9789591	0.0	0.9333147	0.92376727	0.86333424	0.9297335	0.9050683	0.9079013	0.9310518	0.79372513	0.9603955	0.878734	0.7511456	0.858008	0.9599385	0.81521535	0.9697213	0.74070424	0.8115406	0.91088116	0.84285486	0.9553323	0.9076197	0.96170354	0.9591372	0.88928473	0.95633286	0.8880644	0.9068778	0.92929137	0.9143726	0.77733123	0.85521597	0.98707086	0.9811091	0.7112301	0.8696898	0.94870836	0.9122426	0.93713844	0.92775303	0.81358147	0.94402254	0.98660004	0.98467094	0.8770685	0.97580427	0.9392006	0.9383711	0.91005015	0.9488596	0.8635421	0.87344277	0.927765	0.97263265	0.97888875	0.96530324	0.808781	0.9557819	0.84125185	0.9697519	0.8488715	0.88444525	0.9256977	0.99965346	0.9140703	0.85600847	0.9260765	0.8640889	0.9924214	0.8765046	0.90084404	0.9772456	0.8895358	0.86731166	0.9137845	0.840233	0.8798289	0.79625034	0.89729846	0.9827279	0.97780913	0.9052638
overlast/noun	0.99627393	0.96654403	0.97870946	0.9707106	0.97934526	1.0	0.99186164	0.969126	0.95103425	0.9432893	0.97472906	0.9459966	0.9293959	0.95705694	0.93780625	0.9571115	0.98597735	0.94995403	0.9496128	0.924667	0.9713083	0.9513978	0.9740572	0.98086244	0.9466264	0.9391795	0.96279347	0.9940573	0.95458996	0.9578042	0.9928802	0.9860414	0.96469647	0.9893311	0.9568433	0.9685482	0.9631107	0.9449906	0.98220545	0.9892215	0.9396014	0.9676463	0.9593158	0.9389079	0.9134862	0.9532446	0.99384606	0.9802154	0.9733275	0.9770808	0.9517967	0.93550193	0.9429526	0.9649095	0.97454816	0.8349991	0.98186105	0.92507523	0.9610765	0.98173714	0.97638565	0.96992403	0.9615574	0.94093436	0.95248926	0.9683344	0.9784742	0.95928335	0.99651825	0.94862086	0.9823671	0.9252648	0.96094406	0.99192065	0.9693973	0.96124214	0.9821498	0.98098093	0.982716	0.95456165	0.96502036	0.9955115	0.90902215	0.9909537	0.9619478	0.97385854	0.9724108	0.9873188	0.98068213	0.9979806	0.9903099	0.9694775	0.9390872	0.9066299	0.97751975	0.98607665	0.94366264	0.93181133	0.99724245	0.9975576	0.92783755	0.9817896	0.9363411	0.936491	0.94167995	0.98336625	0.95609635	0.9703689	0.931635	0.9297158	0.94763625	0.9377808	0.9428115	0.96613264	0.9652779	1.0	0.9998958	0.97648853	0.96470326	0.9768522	0.9333147	0.0	0.9657147	0.9315158	0.9213147	0.96114236	0.99061185	0.97965497	0.96950674	0.9548179	0.98166794	0.96283805	0.993661	0.926574	0.9287446	0.9836514	0.92883265	0.96420395	0.96978056	0.97171557	0.98329157	0.97980624	0.97838986	0.95247316	0.96235573	0.98705834	0.95181453	0.9913789	0.99041444	0.9835353	0.9737693	0.93246967	0.9799458	0.9586171	0.9318636	0.92463166	0.9348676	0.99225926	0.99742323	0.96981514	0.9787391	0.97590446	0.98870385	0.99301964	0.94948983	0.9885452	0.95638084	0.9488958	0.9557325	0.97256404	0.9434162	0.9575824	0.9734446	0.9848088	0.9975359	0.99148506	0.96381235	1.0	0.9537806	0.9979371	0.94165075	0.96685445	0.9846578	0.98052955	0.97495854	0.9406773	0.98985076	0.94385827	0.9585136	0.96988124	0.979004	0.9914632	0.9279893	0.9425397	0.92704743	0.91531813	0.95953697	0.97624254	0.9538506	0.9871326	0.9380333	0.94524306
overschrijding/noun	0.9753393	0.95443004	0.9884953	0.96799034	0.9542376	0.98263747	0.96141684	0.95296764	0.95998	0.9420055	0.9745715	0.9808682	0.95211834	0.9347409	0.9652554	0.99908996	0.95024335	0.96850765	0.9326024	0.8986153	0.99877226	0.88420343	0.9516916	0.9889742	0.9824811	0.9819535	0.9355608	0.9471825	0.9722437	0.9978836	1.0	0.9658675	0.9928295	0.9765804	0.9720573	0.98359215	0.9817382	0.98544174	0.9611101	0.9843654	0.8508824	0.98411787	0.9785034	0.9832809	0.84103316	0.9534169	0.8877737	0.9816839	0.9289482	0.9246158	0.9643723	0.8583015	0.9616535	0.9858799	0.99588585	0.8907712	0.9095562	0.9814384	0.96105784	0.93949556	0.9552786	0.94897676	0.9861023	0.9872368	0.96194845	0.9436672	0.96743596	0.9915966	0.9962699	0.9702756	0.99386084	0.9629824	0.9866783	0.99164087	0.98095006	0.884475	0.9733727	0.9967606	0.9895621	0.9683347	0.9590534	0.9064415	0.91732025	0.97856355	0.9961518	0.96065444	0.9531084	0.9621191	0.9948609	0.9759391	0.8766941	0.9749417	0.9388597	0.93330765	0.9885945	0.93632674	0.8412333	0.97919035	0.9785774	0.98087513	0.98020583	0.97176677	0.9500228	0.862491	0.9878604	0.9451448	0.9460934	0.9352639	0.98044693	0.9809877	0.9812392	0.9702292	0.95311534	0.92980874	0.86613095	0.9293525	0.9553594	0.95203114	0.96661097	0.9841372	0.92376727	0.9657147	0.0	0.979367	0.8974828	0.8935428	0.9257442	0.95936173	0.85260653	0.9866041	0.9073495	0.84847176	0.9336443	0.99573684	0.91452104	0.97464705	0.98214823	0.9650886	0.92490214	0.91378534	0.94719726	0.9838047	0.9738904	0.9867003	0.9406736	0.97344655	0.9732938	0.9308137	0.980999	0.913578	0.9759897	0.9632794	0.8727694	0.93935096	0.851277	0.9444994	0.9863175	0.922746	0.9459492	0.91117704	0.89625293	1.0	0.998402	0.9842542	0.966504	0.9636361	0.9761583	0.9966788	0.9343689	0.8902826	0.97307235	0.8910829	0.88263667	0.9626891	0.97386134	0.97268933	0.8477501	0.9999699	0.86263204	0.97029454	0.962309	0.90714973	0.982555	0.99936414	0.9684692	0.95703644	0.9413342	0.95676863	0.9875754	0.965006	0.98882884	0.97816455	0.9871572	0.9519856	0.97029275	0.9538636	0.9530423	0.939882	0.99846774	0.9999722	0.97740555	0.9838358
overweeg/verb	0.9387473	0.95546144	0.8212151	0.82727695	0.8726555	0.9639971	0.9130018	0.87412316	0.8553984	0.9549049	0.9085907	0.9254694	0.84388053	0.9367184	0.92692673	0.93817484	0.95428604	0.9237633	0.8774037	0.94049454	0.9554256	0.8993457	0.95064634	0.9777236	0.95323265	0.83992475	0.9488338	0.9604486	0.903506	0.94750327	0.9506122	0.9224903	0.8896153	0.9663021	0.8397912	0.89958787	0.9086411	0.8977939	0.93799305	0.96786934	0.911601	0.94407916	0.9419867	0.83873826	0.8915981	0.96658033	0.99396795	0.8315293	0.92589724	0.93742466	0.864488	0.91643727	0.85121167	0.90266734	0.96092945	0.86338276	0.9251188	0.90494883	0.95123214	0.9502547	0.8969376	0.95810175	0.8934384	0.96668136	0.92636806	0.9624958	0.9606364	0.84677315	1.0	0.8657496	0.93463403	0.98407733	0.89226973	0.9312333	0.88401306	0.9130128	0.91261965	0.93510425	0.9709465	0.869733	0.9496995	0.9746677	0.8331114	0.97578853	0.94871086	0.92881316	0.9656989	0.9556549	0.89325494	0.9859104	0.94459337	0.9282287	0.9165472	0.9099281	0.9342632	0.940548	0.9299518	0.8783541	0.9701099	0.97211945	0.89747375	0.87105954	0.78182954	0.92292	0.89277834	0.9503192	0.86523896	0.8801551	0.8939962	0.91368484	0.92481005	0.845539	0.88859	0.90318394	0.9092613	0.97730714	0.98706985	0.9680762	0.8673139	0.939324	0.86333424	0.9315158	0.979367	0.0	0.9268288	0.9390206	0.9478753	0.8818977	0.90929884	0.9127226	0.8955435	0.8999467	0.89624226	0.9226674	0.889942	0.9310574	0.8364816	0.89329714	0.95976716	0.95019186	0.96402913	0.8809415	0.94295216	0.90316415	0.93149406	0.9456937	0.9213463	0.9742116	0.9429172	0.948501	0.88994634	0.88619405	0.98089135	0.98663336	0.90258324	0.92420566	0.9165541	0.97879106	0.9610413	0.9399302	0.9200184	0.93602985	0.9709092	0.9722944	0.9109754	0.9610022	0.9029852	0.9511723	0.9250958	0.96391493	0.86688197	0.9518976	0.9623931	0.9619817	0.93754464	0.9541297	0.89594436	0.9769987	0.91999483	0.95648646	0.9052508	0.90239155	0.9028402	0.93233496	0.9468773	0.8810885	0.9644898	0.8552364	0.9251009	0.8424579	0.9239038	0.91848403	0.8490148	0.79283035	0.9009525	0.7066473	0.9318614	0.84989077	0.8518143	0.95112675	0.9201701	0.8847107
parkeer_plaats/noun	0.9715943	0.8913222	0.9531698	0.94158536	0.9696834	0.9903806	0.95239305	0.88691646	0.90654564	0.95273364	0.9517596	0.9701861	0.8791894	0.8297157	0.94646037	0.981196	0.92468953	0.95953393	0.85707575	0.81574017	0.9833605	0.9444334	0.8986489	0.9741349	0.975319	0.92446303	0.91575515	0.8455729	0.9476777	0.99061793	0.9665538	0.9426092	0.9185863	0.9975644	0.9672138	0.95789385	0.93750834	0.92677164	0.91471905	0.97432727	0.70464784	0.9637436	0.9305784	0.942014	0.6898743	0.8284829	0.9599798	0.9764221	0.91782075	0.8858289	0.9502591	0.6756393	0.93486464	0.9344512	0.95594966	0.7939062	0.77556074	0.9499668	0.9315784	0.92424715	0.9292917	0.958085	0.9092469	0.98879755	0.8863629	0.9292063	0.991428	0.9731894	0.99254775	0.95815367	0.95938104	0.9579611	0.9671056	0.9582903	0.97379065	0.91690844	0.97194535	0.9848698	0.9810888	0.92328686	0.95345736	0.9397832	0.7905519	0.94355994	0.98273206	0.90609163	0.91012836	0.9372156	0.956279	0.9086194	0.9519179	0.96965957	0.85247743	0.8855393	0.9383454	0.9181484	0.69772124	0.89722866	0.9583529	0.90290064	0.91056657	0.96217984	0.96189326	0.76421654	0.9544676	0.8931384	0.9634866	0.97284615	0.9550628	0.9886914	0.9573028	0.9119857	0.8463247	0.86913466	0.8937826	0.9820062	0.98225033	0.9239541	0.9584038	0.96585083	0.9297335	0.9213147	0.8974828	0.9268288	0.0	0.8941741	0.9568669	0.93261504	0.82278883	0.95708096	0.9456919	0.86595535	0.927674	0.9503435	0.8697046	0.90862554	0.9670474	0.8511798	0.949355	0.9394689	0.9532744	0.95818436	0.91149056	0.968139	0.8417259	0.95312095	0.911394	0.9198939	0.98336995	0.8474838	0.92940414	0.9131388	0.9579508	0.9520912	0.80067986	0.8993231	0.91330504	0.9519841	0.9119488	0.91670287	0.90038675	0.98614377	0.9868501	0.9149637	0.90490884	0.8923615	0.9497797	0.97446525	0.8584718	0.81746495	0.9329716	0.83601546	0.87531936	0.95484585	0.9807738	0.98030335	0.82070637	0.9957365	0.7535858	0.9656762	0.823717	0.9107443	0.9788128	0.9961067	0.9201394	0.8114138	0.81841654	0.8786881	0.95448595	0.96675456	0.9578736	0.98780566	0.94945025	0.9607648	0.8669832	0.96504754	0.9526973	0.9583536	0.9830735	0.98335123	0.9252277	0.87686175
particulier/noun	0.9414349	0.90600455	0.93118477	0.9148256	0.92611754	0.988649	0.92860967	0.9155432	0.9239438	0.90581745	0.9694291	0.93571985	0.92118394	0.9031072	0.91110486	0.96373314	0.9367178	0.96668625	0.87935656	0.8220623	0.9685861	0.91129184	0.9161963	0.9641087	0.9713958	0.9101174	0.952067	0.92038196	0.96608275	0.95280075	0.9752861	0.96302557	0.93485	0.99951583	0.9640999	0.9245033	0.9553487	0.95234907	0.9315822	0.9711092	0.7273005	0.9526941	0.9615561	0.9417363	0.76092225	0.8999645	0.99044424	0.87815297	0.8635107	0.87743956	0.9227046	0.72518533	0.9221046	0.9394784	0.9837426	0.83292615	0.8764697	0.9244544	0.9335419	0.95944935	0.9505193	0.9423207	0.9413317	0.97986573	0.9120565	0.91530436	0.9759213	0.9668297	0.9916919	0.97885334	0.96145546	0.9257155	0.9331683	0.9834788	0.9635656	0.82465756	0.9595549	0.9844827	0.97498304	0.94157636	0.95387024	0.8575212	0.83876055	0.9574277	0.96183246	0.92016923	0.92083734	0.92360634	0.9740153	0.9471326	0.8298632	0.97527516	0.88349545	0.9122481	0.96429396	0.95433414	0.7348342	0.92808324	0.9316329	0.9366042	0.95257336	0.94665104	0.95048964	0.7623675	0.9541382	0.9582868	0.94122976	0.90002376	0.976425	0.9512084	0.95205575	0.8934557	0.840737	0.9344692	0.83392954	0.93981385	0.9754902	0.9248457	0.9438142	0.9863582	0.9050683	0.96114236	0.8935428	0.9390206	0.8941741	0.0	0.91406155	0.9354718	0.7713645	0.955376	0.90540856	0.81632924	0.9155646	0.9666224	0.8744174	0.9422875	0.9377141	0.86333174	0.9287295	0.8560231	0.9277496	0.95940554	0.96221954	0.9925237	0.8674659	0.94288945	0.9396035	0.86611605	0.98670703	0.88075274	0.92643327	0.9035627	0.92627513	0.9739394	0.76793134	0.89949995	0.96036553	0.89126515	0.90309554	0.949167	0.8372384	0.9756139	0.9827153	0.96215546	0.92435616	0.9269947	0.9199934	0.9782781	0.8849755	0.88927627	0.9632846	0.81577325	0.93206084	0.94772106	0.9781241	0.9688823	0.80733806	0.9991395	0.7967189	0.9660019	0.9164401	0.89051527	0.9783522	0.9998762	0.93801016	0.8587454	0.8837214	0.8809073	0.97012454	0.9339875	0.95370424	0.9815348	0.9127643	0.93457776	0.954734	0.94488686	0.8933174	0.88051987	0.96672416	0.9878663	0.94247264	0.93951374
pensioen_premie/noun	0.9823246	0.9577553	0.97768515	0.9828379	0.97104204	0.9652903	0.9305206	0.9703691	0.9397402	0.91059315	0.96710205	0.9886573	0.9672229	0.9251487	0.95847666	0.99457824	0.9624467	0.9999041	0.89687437	0.8772414	1.0	0.89814115	0.95129156	0.9884289	1.0	0.975881	0.9476761	0.94491553	0.9955856	0.9656097	1.0	0.96081287	0.9915695	0.9988138	0.97854507	0.98834616	0.9512254	0.9981544	0.97485274	0.98872286	0.8250601	0.99185205	0.9962802	0.97106177	0.8480005	0.95579547	0.9904675	0.9465728	0.89432716	0.9432947	0.95932144	0.8351812	0.9422781	0.9934911	0.9969039	0.9065315	0.9121982	0.99074835	0.98162186	0.99079365	0.9595993	0.99074656	0.9476092	0.99919504	0.9783736	0.9538776	0.9972964	0.9812559	0.9990396	0.99550444	0.98788863	0.9274354	0.98311514	0.98456573	0.98567116	0.8618558	0.9897343	0.9985458	0.9919851	0.9880459	0.94826394	0.9199479	0.9304855	0.91741645	0.96021754	0.96970206	0.902843	0.8978505	0.9782225	0.938566	0.8340953	0.9922301	0.9622772	0.93313265	0.953445	0.95497096	0.8405514	0.9721704	0.9470603	0.945864	0.9833174	0.9683769	0.9817943	0.84556484	0.9846987	0.97525287	0.9851583	0.90497833	0.96326566	0.98394305	0.99617565	0.9792603	0.9276308	0.95711935	0.822641	0.87031615	0.9259293	0.97719216	0.99046546	0.9916128	0.9079013	0.99061185	0.9257442	0.9478753	0.9568669	0.91406155	0.0	0.9756723	0.8081182	0.99180377	0.8948293	0.78581667	0.94036174	1.0	0.9401886	0.9841855	0.98762393	0.9171019	0.9624284	0.8357432	0.9691621	0.9674058	0.9708074	0.9935302	0.89350975	0.9923203	0.99310803	0.9160341	0.99441135	0.9720367	0.99203914	0.9331288	0.951332	0.96117324	0.8087034	0.9062266	0.97930384	0.9134938	0.9734331	0.9523408	0.8934109	0.9966487	1.0	0.9891564	0.98805165	0.9779197	0.9796488	0.9967446	0.9555013	0.93355036	0.99712485	0.897649	0.93615735	0.9491438	0.9931301	0.976703	0.845724	0.9929185	0.8749827	0.9556113	0.9771833	0.91797966	1.0	0.99957967	0.97174287	0.95440197	0.97956663	0.981137	1.0	0.96574163	1.0	0.99243796	0.9797187	0.96887577	0.9999833	0.93436307	0.9715336	0.9013693	0.9864203	0.999228	0.9760454	0.98737264
poot/noun	0.954523	0.9608019	0.89371735	0.8793592	0.92961043	1.0	0.94949234	0.91094077	0.8929453	0.9783895	0.94871724	0.92210865	0.91398954	0.9515093	0.95300215	0.9560147	0.9801581	0.9311367	0.9143698	0.9511148	0.98737776	0.88871676	0.96795726	0.9979771	0.95125985	0.91924417	0.9619782	0.9985983	0.96011984	0.93831915	0.97052765	0.96896327	0.9264398	0.966925	0.9031226	0.94480026	0.9792573	0.91965306	0.96820045	0.9604641	0.91866523	0.9557096	0.9215875	0.9547932	0.9236075	0.9877564	0.9989496	0.8222269	0.94725186	0.9669513	0.93685234	0.92744994	0.8936382	0.9494526	0.9912414	0.9172474	0.9454299	0.9286659	0.94123906	0.9642757	0.94868934	0.97022885	0.94638264	0.9571509	0.95484847	0.9741173	0.99398	0.9112527	1.0	0.95322096	0.9705563	0.9888583	0.93577504	0.9961616	0.9176942	0.9211933	0.9601676	0.9833979	0.9820824	0.8876327	0.9781955	0.9663039	0.9071804	0.9716206	0.9298515	0.9495484	0.9912488	0.9974909	0.94154805	0.99947953	0.959601	0.9552932	0.94538486	0.9138346	0.9581163	0.95466024	0.9354488	0.9210897	0.9983196	0.9990954	0.9419991	0.9151716	0.9081236	0.913849	0.93415076	0.9468341	0.9418214	0.94089556	0.96299857	0.946358	0.9604256	0.89648217	0.8975406	0.9513706	0.9362823	0.9848698	0.9959152	0.9752377	0.90373796	0.9673382	0.9310518	0.97965497	0.95936173	0.8818977	0.93261504	0.9354718	0.9756723	0.0	0.9279618	0.9804811	0.93634903	0.9271047	0.92117834	0.969266	0.93392825	0.9621244	0.9342252	0.90387386	0.9745033	0.9628966	0.9538646	0.98994535	0.9669999	0.9541932	0.97582024	0.96180725	0.96193403	0.93455476	0.971768	0.9449586	0.9355198	0.94069	0.987756	0.9786232	0.9112452	0.9272464	0.96236086	0.9958082	0.9540662	0.94547933	0.9327583	0.9793458	0.9781653	0.98444355	0.9192676	0.9820819	0.94784725	0.9288089	0.9503193	0.97973895	0.93357116	0.9797173	0.9416378	0.9608379	0.9777943	0.9815249	0.8827376	0.9986361	0.92906106	0.97280854	0.9262032	0.9569227	0.9707674	0.9975669	0.9655605	0.9368621	0.9603681	0.8804631	0.96365815	0.93010604	0.9889089	0.95727724	0.9389696	0.92190015	0.9345497	0.88777065	0.9540384	0.87836254	0.91013664	0.99113053	0.9549992	0.93741024
premie/noun	0.94090044	0.8435898	0.928045	0.9018873	0.89482486	0.99007523	0.92586184	0.85861856	0.8748733	0.8520292	0.9372482	0.95302486	0.8904176	0.77787596	0.8869772	0.9643001	0.89432585	0.9526234	0.7662339	0.64477307	0.9767957	0.8342268	0.858238	0.96296495	0.9733114	0.8387767	0.88452256	0.8693446	0.95827246	0.9308636	0.9558393	0.92945975	0.93316734	0.9774559	0.91956705	0.9501412	0.9311954	0.9270563	0.9012568	0.96574396	0.5082972	0.9661728	0.9383679	0.9262394	0.594483	0.84121156	0.9609741	0.8764151	0.8382834	0.8491075	0.90073746	0.508312	0.85590255	0.92109346	0.9911059	0.7714371	0.77936023	0.9225696	0.8854065	0.96760887	0.90807414	0.9329843	0.91838187	0.9804894	0.8789747	0.87459457	0.99237746	0.93267334	0.933702	0.9571813	0.98007965	0.8903491	0.9398691	0.9658992	0.9517991	0.68934834	0.9616969	0.9939662	0.98505306	0.89959574	0.9214367	0.8065769	0.7612035	0.9041532	0.9472698	0.89614564	0.8751813	0.9071549	0.96691185	0.9270731	0.7652294	0.9790594	0.8308909	0.8738746	0.9710444	0.90005344	0.6033511	0.9156284	0.87965167	0.931559	0.93670225	0.91318667	0.95105475	0.5180727	0.95515954	0.9245646	0.9316272	0.87270415	0.9232612	0.9536987	0.9569695	0.9092947	0.72170943	0.8388514	0.653332	0.9423941	0.9329041	0.93853354	0.94850355	0.97862697	0.79372513	0.96950674	0.85260653	0.90929884	0.82278883	0.7713645	0.8081182	0.9279618	0.0	0.96125543	0.8490106	0.62083006	0.8570165	0.96769917	0.80062973	0.9137702	0.9398753	0.72941864	0.9668103	0.70611715	0.8641934	0.9541096	0.9107599	0.97766376	0.7485181	0.96454275	0.9205335	0.79521686	0.99012876	0.8202379	0.9054203	0.8473116	0.9358545	0.9257296	0.5629457	0.8332994	0.94693655	0.83944356	0.8399968	0.92515373	0.71224904	0.95064723	0.98630935	0.95274746	0.9120724	0.9154497	0.9343111	0.9510775	0.8674507	0.84973305	0.9494666	0.63489175	0.79240584	0.9450991	0.9762854	0.96792895	0.6816081	0.99622196	0.68879294	0.94084865	0.87513363	0.7962364	0.970531	0.9983942	0.8934649	0.8492978	0.80511415	0.8236011	0.98042494	0.91593915	0.951201	0.977198	0.9158195	0.9476563	0.9431875	0.9318796	0.90690804	0.8555263	0.9565218	0.97818094	0.95931834	0.91969496
