	1930/noun	Albanees/noun	Amerikaans/adj	Brits/adj	Europees/adj	LPF_minister/noun	Londens/adj	Vlaams/adj	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	alleenstaand/adj	arm/adj	arm/noun	beeld_DIM/noun	been/noun	behaal/verb	belasting/noun	bestuur_kamer/noun	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	borst/noun	bovendien/adv	box/noun	college_geld/noun	daarna/adv	dan/adv	dankbaar/adj	deelstaat/noun	dringend/adj	dwingend/adj	echter/adv	eerst/adj	en/noun	enkel/adv	entree/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebruik/noun	gehuld/adj	gemeente/noun	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	heer/noun	hemel/noun	her_stelling_werk/noun	het/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	huize/noun	hulpeloos/adj	immers/adv	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	invoer_recht/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	koers_winst/noun	kop_positie/noun	land/noun	landelijk/adj	langzaam/adj	lidstaat/noun	liter/noun	lokaal/adj	loon_belasting/noun	luistergeld/noun	maandag_avond/noun	mag/verb	meen/verb	meer/adj	meest/adj	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	nergens/adv	netjes/adj	nieuw/adj	nu/adv	ogenblik/noun	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ontbreek/adj	ook/adv	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pensioen_premie/noun	poot/noun	premie/noun	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rente/noun	roerend/adj	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	soort/noun	spaar_geld/noun	sport_wereld/noun	staal/noun	staat/noun	stad/noun	statie_geld/noun	steenkool/noun	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	taks/noun	taksen/noun	tarief/noun	te/adv	teatraal/adj	teelt/noun	tegelijk/adj	tel/noun	tentoonstelling/noun	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	triomfantelijk/adj	troon/noun	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verschil/adj	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voorheffing/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorm/noun	vriendschap/noun	vrijwel/adv	waarschuw/verb	weg/noun	wil/verb	word/verb	zal/verb	zelf/adv	zenuwachtig/adj	zondag_middag/noun	zwaar/adj
nergens/adv	0.9699024	0.9511077	0.92103684	0.9313874	0.9428684	1.0	0.9688847	0.94355977	0.92602736	0.98817086	0.9432895	0.9472374	0.8705426	0.9312519	0.9458431	0.9469098	0.95331246	0.95493597	0.9225798	0.93361616	0.99235845	0.9517797	0.9491238	1.0	0.97082704	0.94992393	0.94828594	0.9928575	0.9344715	0.9464066	0.96354175	0.92617834	0.9269659	0.9816952	0.93350863	0.95126694	0.9421728	0.9220785	0.9599421	0.98500246	0.94101435	0.9553661	0.909808	0.9344496	0.94369423	0.98287064	0.9728433	0.9540558	0.97117203	0.96486986	0.9619252	0.9347832	0.93350416	0.89892673	0.95589006	0.9343173	0.96605724	0.94292796	0.9507983	0.97919863	0.93665	0.9811656	0.9442612	0.9889688	0.9317927	0.97879887	0.9581074	0.9165909	1.0	0.9216765	0.95083666	0.95659167	0.95340747	0.9826367	0.90874916	0.9524027	0.977451	0.9534999	0.98453385	0.9311134	0.98827064	0.98807716	0.92038184	0.9693542	0.93821126	0.9357343	0.96623147	0.9912401	0.9359056	1.0	0.9778025	0.984799	0.9143582	0.9336445	0.96611065	0.9488349	0.9470221	0.92959476	0.99971026	0.99801654	0.9659984	0.8919971	0.89060956	0.93743694	0.9271495	0.9734274	0.92725194	0.93939114	0.93628883	0.0	0.9483723	0.9339136	0.8997386	0.9636629	0.9414756	1.0	0.98980296	0.96969295	0.94702685	0.9768535	0.953325	0.9297158	0.9809877	0.91368484	0.9886914	0.9512084	0.98394305	0.946358	0.9536987	0.97104704	0.9323793	0.9519536	0.935421	0.9519365	0.9267125	0.98742944	0.9365963	0.9411088	0.9982541	0.9749132	0.97669506	0.9656754	0.9371534	0.9422837	0.95751274	0.95996785	0.9286685	0.99521804	0.98650986	0.94995874	0.9317299	0.9249276	0.99872696	0.9744796	0.93015707	0.95056903	0.9178848	0.9956009	0.9937866	0.9965008	0.9763592	0.9673526	0.99297214	0.97753024	0.94431627	0.9624378	0.90608203	0.89861476	0.955594	0.97828233	0.9295187	0.9841316	0.9773664	0.98895085	0.967593	0.97633564	0.9611269	0.9422205	0.9593228	0.9836775	0.94291353	0.95409834	0.9508964	0.9955698	0.94896346	0.93890995	0.9712158	0.88812494	0.959454	0.96005833	0.9255978	0.94434375	0.8997811	0.91973597	0.9508122	0.9288531	0.9540093	0.94098896	0.9489175	0.96817803	0.9624394	0.9365169
netjes/adj	0.95081884	0.9738769	0.9479165	0.9575151	0.9681457	0.98252326	0.98458433	0.945069	0.9226749	0.9784155	0.93541527	0.9373096	0.90622854	0.96414566	0.95452493	0.9692927	0.9798402	0.94007605	0.9377621	0.92168427	0.9632534	0.97174233	0.95488507	0.99844193	0.96407014	0.9431427	0.9858224	0.9749743	0.9357959	0.96910167	0.93489933	0.97833836	0.96112394	0.96162426	0.92244774	0.9491814	0.96163595	0.93366873	0.962151	0.97354627	0.9199244	0.94538516	0.9245913	0.9466389	0.9366868	0.9856768	0.9764497	0.95125127	0.9575817	0.9527571	0.9174485	0.9162569	0.95232576	0.9826383	0.9486891	0.9259043	0.92339885	0.93515027	0.96955895	0.9795037	0.9475374	0.971353	0.92667216	0.96955055	0.906724	0.9707002	0.9850074	0.94413084	0.99897647	0.9250531	0.93951464	0.98661816	0.94044995	0.95442355	0.93323135	0.95180774	0.9537918	0.9596309	0.98122305	0.93712604	0.98713803	0.97901297	0.92935145	0.99272525	0.9548881	0.9261001	0.9833238	0.944251	0.95859194	0.9883971	0.97841847	0.9496304	0.94365853	0.94079375	0.9584124	0.9761869	0.9319072	0.9493897	0.9989044	0.9869431	0.95835125	0.9693895	0.8932734	0.9457915	0.94642967	0.9742778	0.93940115	0.9566508	0.9385956	0.9483723	0.0	0.9331693	0.941518	0.9360252	0.95777726	0.9951759	0.99629754	0.9518286	0.9367049	0.9621746	0.9746245	0.94763625	0.9812392	0.92481005	0.9573028	0.95205575	0.99617565	0.9604256	0.9569695	0.9668829	0.93980277	0.95159304	0.94966984	0.94746804	0.949106	0.9902583	0.9446865	0.94646764	0.9738421	0.9757369	0.98409826	0.94983095	0.96887064	0.950472	0.96000785	0.9732926	0.95404315	0.9925975	0.9554804	0.9597549	0.93756825	0.94605803	0.99305046	0.99234843	0.93419015	0.9830852	0.95228064	0.97421306	0.9652269	0.97846836	0.95532787	0.9722729	0.9645764	0.9873727	0.96458274	0.9760783	0.9518974	0.98402333	0.96545535	0.97119594	0.9484669	0.95270395	0.9758163	0.98768383	0.90465957	0.98012763	0.94070196	0.99964654	0.9478628	0.987066	0.94162947	0.9567296	0.9361973	0.95808697	0.9311328	0.9459558	0.98739254	0.9223937	0.9630936	0.97531724	0.9413513	0.9581516	0.9363339	0.92087793	0.93008244	0.94081354	0.96627635	0.96859723	0.9397137	0.9545873	0.951739	0.94225544
nieuw/adj	0.9513839	0.9574324	0.8455368	0.83089507	0.8228107	0.98001474	0.9279485	0.826751	0.8324073	0.96509635	0.93682015	0.9313439	0.88694173	0.93859684	0.91818243	0.9210288	0.95475584	0.9574156	0.88448405	0.9001589	0.9776502	0.9240024	0.9596926	0.9894512	0.92476827	0.7957717	0.9605334	0.9564119	0.8674923	0.9242907	0.95131224	0.9264232	0.8998155	0.9532654	0.8273393	0.8762839	0.91548145	0.85300666	0.9449534	0.97373766	0.8598583	0.855664	0.8721459	0.82918614	0.8078159	0.97982216	0.99829865	0.83294356	0.92402875	0.93743616	0.83473885	0.87021136	0.80016965	0.871734	0.96080065	0.83416927	0.93713576	0.8399327	0.93793815	0.950155	0.9165901	0.9733076	0.8178822	0.98307985	0.893363	0.95232254	0.978345	0.81454974	0.9995693	0.8973798	0.9010375	0.9639383	0.8601776	0.954994	0.8570605	0.9135395	0.9191675	0.97414875	0.9948601	0.795581	0.9408603	0.9539546	0.792816	0.9753932	0.8866101	0.9194032	0.9763939	0.98074514	0.89234746	0.9905109	0.9668381	0.98244923	0.87783366	0.8871923	0.89092463	0.9108139	0.8625349	0.8672236	0.9766417	0.98638165	0.9014634	0.80063117	0.8381585	0.8598549	0.8288542	0.96796536	0.9082602	0.78511226	0.84222305	0.9339136	0.9331693	0.0	0.78205085	0.86377823	0.9204801	0.99134713	0.96517736	0.9256774	0.8195268	0.9623365	0.8782775	0.9377808	0.9702292	0.845539	0.9119857	0.8934557	0.9792603	0.89648217	0.9092947	0.9097522	0.9131012	0.9089611	0.8408351	0.90898925	0.87517446	0.96565074	0.82970846	0.83274627	0.9499499	0.96498555	0.9562847	0.9574502	0.9339558	0.94887376	0.9395359	0.9171456	0.8612904	0.9771246	0.9857277	0.9067989	0.90460265	0.8568487	0.97768974	0.96410257	0.88268185	0.89973426	0.841694	0.9492346	0.9670415	0.94558394	0.910724	0.9201211	0.96489507	0.9682314	0.8693127	0.9669293	0.86930215	0.9047126	0.91406673	0.96720403	0.7752285	0.92801744	0.9734314	0.9563277	0.95293456	0.96280354	0.8827052	0.9999105	0.8975053	0.9850723	0.84684265	0.9330972	0.90812176	0.9869092	0.92406374	0.8795731	0.92274225	0.7736881	0.9263063	0.85317147	0.9044945	0.9513412	0.8422523	0.839688	0.84785676	0.7261535	0.8792226	0.7298001	0.8440609	0.9606289	0.92067575	0.86789167
nu/adv	0.9691549	0.8853112	0.8588516	0.8061217	0.8567591	0.99730873	0.9284101	0.8323445	0.84490967	0.9396416	0.91604644	0.9128627	0.8397486	0.756915	0.8724749	0.9187567	0.9473066	0.9133526	0.81199455	0.77019954	0.96617496	0.8982769	0.8964268	0.96981287	0.9156883	0.7440034	0.9285252	0.90450513	0.9060756	0.84567136	0.9386063	0.9301976	0.9140805	0.9810837	0.8444278	0.8783463	0.93004096	0.89985806	0.94902766	0.9918492	0.6615411	0.9020029	0.8927889	0.8534737	0.6682347	0.9421837	0.9882961	0.825487	0.8816601	0.87470114	0.8667908	0.65133786	0.7376683	0.8720436	0.99434817	0.75460494	0.87925696	0.8443096	0.9004873	0.98435706	0.903175	0.9702397	0.8720195	0.9718624	0.89274156	0.91020614	0.97461164	0.8163114	1.0	0.9184663	0.9566813	0.9545772	0.8766702	0.9648437	0.8771454	0.7891268	0.96204513	0.97971505	0.993015	0.8246485	0.9423237	0.93140477	0.61535203	0.9795853	0.85582995	0.8559967	0.91035646	0.9534901	0.9480786	0.97530913	0.9191931	0.98206204	0.8348011	0.8706594	0.90712875	0.9440863	0.74754715	0.8755611	0.95476115	0.96622986	0.8761245	0.83024204	0.88008076	0.65726566	0.8824066	0.9568266	0.9017498	0.8165909	0.84417486	0.8997386	0.941518	0.78205085	0.0	0.83870685	0.804927	0.9875936	0.9735564	0.9572763	0.859311	0.9856731	0.8242147	0.9428115	0.95311534	0.88859	0.8463247	0.840737	0.9276308	0.8975406	0.72170943	0.9004387	0.8796825	0.77569	0.8523126	0.933152	0.806268	0.9339976	0.89387023	0.7092336	0.9764335	0.8341733	0.89890033	0.9543497	0.91293824	0.9239611	0.8498168	0.95150673	0.86105406	0.8970191	0.994569	0.8670638	0.8825487	0.8014235	0.97726005	0.96133316	0.7032428	0.86444294	0.93113714	0.9393896	0.94198114	0.97285295	0.82815677	0.9137304	0.9773368	0.96146584	0.8778956	0.9452109	0.9098254	0.81859255	0.90551424	0.92178375	0.8557016	0.8124765	0.91042936	0.94009423	0.9698834	0.9586302	0.7752363	0.9996701	0.8086271	0.95099145	0.82428885	0.8850515	0.9527061	0.9936907	0.86453545	0.8433591	0.8507966	0.8103793	0.9658812	0.8577011	0.919332	0.9632426	0.8667369	0.89405096	0.9083681	0.82082427	0.88601077	0.75511587	0.87322164	0.97731715	0.9309262	0.8400907
ogenblik/noun	0.95578426	0.8965145	0.92719316	0.9131829	0.91302794	1.0	0.9256642	0.8492117	0.8628855	0.96856797	0.94707394	0.9283367	0.9072785	0.8798368	0.89401746	0.95920163	0.9707641	0.92859495	0.846766	0.85295194	0.9783052	0.9133111	0.949851	0.98972577	0.944997	0.8637004	0.95181006	0.9555594	0.90464354	0.968953	0.9594709	0.9458759	0.92835665	0.99826306	0.9007641	0.90547115	0.9243562	0.91080856	0.95687395	0.9809435	0.7640842	0.93649244	0.9074974	0.9135847	0.7994761	0.94557625	0.9673076	0.8913536	0.9310882	0.9368824	0.9223506	0.74641633	0.8984728	0.9198207	0.9945334	0.857835	0.89016277	0.9362852	0.94175863	0.9816911	0.94330496	0.97105527	0.9002503	0.9740551	0.91999424	0.9483544	0.9906726	0.8811686	1.0	0.9205712	0.95841557	0.97405845	0.91045976	0.9803502	0.8895442	0.87940943	0.9457922	0.97352624	0.9920229	0.88568175	0.96316254	0.9709453	0.8256998	0.9728893	0.9349663	0.9108552	0.9266164	0.9517604	0.9241817	0.9707956	0.94002116	0.97305024	0.8412144	0.9073827	0.9549045	0.92342126	0.78894174	0.89731824	0.9841719	0.9868438	0.91263354	0.90044177	0.89855576	0.7728835	0.92314595	0.9463375	0.94086176	0.91963756	0.90903753	0.9636629	0.9360252	0.86377823	0.83870685	0.0	0.87706363	0.99626005	0.98647386	0.96944034	0.9469857	0.9675816	0.87843627	0.96613264	0.92980874	0.90318394	0.86913466	0.9344692	0.95711935	0.9513706	0.8388514	0.9069997	0.9534034	0.85389876	0.91741216	0.95857406	0.8752201	0.9416967	0.8970434	0.8434139	0.9757388	0.91265833	0.9695883	0.9294988	0.9519966	0.94963956	0.8715358	0.95907664	0.9102626	0.94782585	0.9951122	0.8725797	0.92908496	0.8747809	0.9795113	0.92151994	0.81287885	0.90929645	0.9244041	0.958511	0.9528319	0.96580917	0.92363775	0.962622	0.98268545	0.95172083	0.8942736	0.9403785	0.91350013	0.9351464	0.9124438	0.91702396	0.90770835	0.87602085	0.95702565	0.9587494	0.96489525	0.9584149	0.8913009	0.9905018	0.8217595	0.9723572	0.8868905	0.92391527	0.93603784	0.97435087	0.941178	0.8339103	0.91152894	0.8763127	0.94333875	0.90268725	0.9435242	0.9672781	0.90745306	0.90272945	0.91066176	0.91145056	0.9178968	0.9031079	0.8765634	0.9613064	0.9545173	0.8954061
omhoog/adv	0.97914207	0.9434504	0.87501734	0.8564298	0.8711205	0.9892803	0.8640219	0.8862194	0.8224827	0.80659497	0.94701946	0.9605426	0.87991893	0.87935567	0.8819922	0.96019155	0.9498712	0.9543179	0.6611634	0.6042801	0.9871536	0.72068083	0.90802	0.981921	0.97405267	0.8597604	0.93056566	0.94267106	0.9233845	0.94830656	0.95340514	0.9207208	0.9584499	0.98230416	0.868274	0.9397521	0.92383975	0.94182444	0.89561516	0.99121666	0.37604678	0.9262497	0.8896632	0.91876227	0.63432693	0.96731555	0.9668034	0.80751145	0.81664836	0.8697345	0.7636494	0.47986674	0.74229383	0.92973024	0.98232156	0.8088573	0.7477617	0.8932231	0.8148616	0.9321935	0.9342187	0.96644014	0.8957152	0.9680939	0.94323325	0.9667969	0.99333936	0.9166043	0.97220796	0.96171105	0.9626786	0.94629914	0.8912723	0.9751473	0.93548626	0.37482738	0.97476333	0.9807898	0.98372614	0.9094227	0.94497746	0.90166986	0.78498185	0.9128957	0.9666852	0.86327684	0.9281277	0.9341413	0.9536309	0.9752992	0.41487628	0.97388095	0.86460596	0.83738035	0.9123254	0.87744135	0.46390045	0.8808644	0.94263303	0.99241734	0.93886787	0.9254862	0.9470041	0.7140958	0.92610586	0.89124274	0.93222857	0.9256726	0.92443895	0.9414756	0.95777726	0.9204801	0.804927	0.87706363	0.0	0.9454578	0.8788768	0.93125516	0.8997714	0.98094916	0.7787227	0.9652779	0.86613095	0.9092613	0.8937826	0.83392954	0.822641	0.9362823	0.653332	0.96885365	0.7647786	0.2606129	0.7740968	0.970814	0.84390306	0.96302354	0.9439205	0.7869543	0.9668323	0.56227744	0.91934514	0.95879996	0.93266505	0.9712456	0.79542387	0.956776	0.9354335	0.8957914	0.9893684	0.8483515	0.8730439	0.9084118	0.93586844	0.94960773	0.2775643	0.86948264	0.9276681	0.95472944	0.87095374	0.9133421	0.6259903	0.9529431	0.98021585	0.9846744	0.9223437	0.92813677	0.96287584	0.94729364	0.8521189	0.842112	0.94224995	0.8194318	0.84734803	0.91104156	0.98943067	0.9812276	0.5497464	0.99724424	0.62283605	0.9337332	0.9095448	0.843948	0.9571874	0.99485475	0.88714176	0.8706822	0.8860289	0.8591643	0.975477	0.90813637	0.96434796	0.96603936	0.8640098	0.92279106	0.9351408	0.92347986	0.95877635	0.9183089	0.9435267	0.996263	0.9717482	0.8782525
omroepbijdrage/noun	0.966289	0.99107987	0.9924887	0.9841878	0.98980427	1.0	0.96614337	0.9968499	0.9884718	0.92333436	0.9662183	1.0	0.98199445	0.96405226	0.98009044	1.0	0.98970413	1.0	0.9620863	0.9437219	1.0	0.956631	0.9881366	0.99559623	1.0	1.0	0.9597535	0.97195077	0.9931336	0.9739812	1.0	0.9988639	0.9607062	1.0	0.9858147	0.98801583	0.99425805	1.0	0.98528576	0.9850588	0.9405473	1.0	0.9980036	0.9847084	0.94255733	0.97476286	0.9582521	0.98696905	0.926949	0.97901106	0.9817706	0.94215226	0.98382074	1.0	1.0	0.9770248	0.9776049	0.9981458	1.0	0.99502367	0.99824435	0.9493261	0.9990556	0.9406995	0.9976158	0.9902222	1.0	1.0	0.9962315	0.9878816	1.0	0.98517984	0.9897814	0.9938782	0.99572986	0.9394744	0.9876696	1.0	0.9845711	1.0	0.95189375	0.9256478	0.96322864	0.9838289	0.9558773	0.97455966	0.97975844	0.85166276	0.987644	0.8276048	0.94297504	0.98790354	0.98971343	0.98456055	1.0	0.98337346	0.9204657	0.9874849	0.88800836	0.86296946	0.97067165	0.97761667	0.9885479	0.9616464	1.0	0.97713536	0.96192086	0.96719664	0.95771235	1.0	0.9951759	0.99134713	0.9875936	0.99626005	0.9454578	0.0	0.9936714	0.94740725	1.0	0.9955746	0.9915031	1.0	0.9293525	0.97730714	0.9820062	0.93981385	0.87031615	0.9848698	0.9423941	0.997804	0.9133096	0.9287377	0.9763827	0.99914825	0.98353076	0.99574137	0.9904616	0.97283214	0.9859817	0.9465919	0.98358595	0.96541744	0.99011964	1.0	0.96490246	1.0	0.99865276	0.9447091	0.9828522	0.99192894	1.0	0.9893845	0.9680048	0.9714663	0.9207139	0.9833888	0.9973489	0.8908019	0.9590645	0.9171947	0.96036565	0.98975205	1.0	0.9871819	0.9859214	0.98833656	0.9891338	1.0	0.96567607	0.9585803	1.0	0.95933914	0.9776997	0.9932692	0.98313284	0.9985314	0.9530875	1.0	0.94696057	0.94168353	0.99388707	0.95911443	1.0	1.0	0.9934351	0.98620015	0.97638994	0.94905156	0.99626184	0.96737045	1.0	1.0	1.0	0.9963088	1.0	0.99638295	0.9777566	0.99161905	0.99313366	1.0	0.9940326	0.9995287
onroerend_zaak_belasting/noun	0.959319	0.9967751	0.99333644	0.97233903	0.97693527	0.90617114	0.95851547	0.98314804	0.9657333	0.9093517	0.98898077	0.99052185	0.993749	0.9750355	0.9680562	0.99790716	0.9887232	1.0	0.93342286	0.9089327	0.98510313	0.9365127	0.98473954	1.0	0.99568653	0.96170723	0.9829272	0.99901277	0.9819107	0.9901947	0.99850655	0.9873293	1.0	0.9864478	0.9941769	0.98535824	0.9587691	0.9859319	0.9903716	1.0	0.8976887	0.9783323	0.98151654	0.99600434	0.9333679	0.98847824	0.9946112	0.96653783	0.9442328	0.98260844	0.9404979	0.905348	0.94785565	0.974657	0.99530905	0.92237836	0.9549052	0.9606105	0.9949255	0.9627832	0.9772021	0.9914486	0.936469	0.9967405	0.95519876	0.9985416	1.0	0.9995788	1.0	0.98627657	0.9516071	0.9971061	0.97268856	0.972388	0.9864036	0.9081069	0.9845031	0.9954691	0.9887492	0.98917705	0.98008263	0.8732736	0.96582556	0.9921268	0.98394203	0.99019796	0.99348104	0.9301166	0.99132663	0.9908849	0.8710253	0.9900739	0.97279453	0.9814897	0.9808739	0.9703824	0.9019656	0.9903882	0.9829796	0.99387234	0.9818516	0.97390467	0.9963903	0.9131943	1.0	0.9967741	0.98524565	0.9461264	1.0	0.98980296	0.99629754	0.96517736	0.9735564	0.98647386	0.8788768	0.9936714	0.0	0.97281796	0.9893153	0.99811107	0.980344	0.9998958	0.9553594	0.98706985	0.98225033	0.9754902	0.9259293	0.9959152	0.9329041	0.9969258	0.9665489	0.86650175	0.965778	1.0	0.9549145	0.99449426	0.98919654	0.9490676	0.88806176	0.88103247	0.9816703	0.9984576	0.9708979	0.99711496	0.9706944	0.98758996	1.0	0.9670685	0.9992428	0.96208614	0.97976196	0.9824528	0.969265	0.9919396	0.8717817	0.96823955	0.9895115	0.9925354	0.9931542	0.98987484	0.9505207	1.0	1.0	0.99873257	0.99210215	0.9751431	0.9951956	0.99422866	0.9885708	0.9723846	0.9832698	0.9710858	0.95510775	0.9927	0.9949926	0.98853576	0.92010504	1.0	0.9114995	0.91342896	0.9883958	0.95786047	1.0	0.98681533	0.95747894	0.98453474	0.98912936	0.9983608	0.9997037	0.99500984	1.0	1.0	0.9945137	0.9946386	0.97925407	0.9750568	0.9698417	0.9346878	0.9957502	1.0	0.99816054	1.0
ontbreek/adj	0.9477862	0.95424557	0.96796715	0.9481509	0.9445676	0.99968755	0.95233536	0.9703892	0.9591892	0.9478326	0.9957505	0.9730503	0.97038656	0.924225	0.9702924	0.98006195	0.93012	0.973951	0.91968554	0.92424476	0.9814482	0.9677176	0.9544392	0.9879758	0.98274046	0.9841969	0.96740115	0.9780452	0.99011505	0.9771237	0.97962636	0.983467	0.9748723	0.9925681	0.9910118	0.9612978	0.98424405	0.9830268	0.9646963	0.9547864	0.8855537	0.98781204	0.9695882	0.97452533	0.86331433	0.9156381	0.9817242	0.99105006	0.94128156	0.96177626	0.9827061	0.8833372	0.97081757	0.9823321	0.9886072	0.9142492	0.95946455	0.97859776	0.9958134	0.9653733	0.9347899	0.97721255	0.94728035	0.97447556	0.9714667	0.972659	0.998541	0.9854717	0.9999812	0.969453	0.9939252	0.9541628	0.9572274	0.9596774	0.9757887	0.94731826	0.97026914	0.9653499	0.99360096	0.9821912	0.93133926	0.9484132	0.9113613	0.95856464	0.9845175	0.972418	0.9443236	0.96562153	0.97207254	0.9816686	0.93320274	0.9589633	0.948833	0.95293534	0.9840935	0.9635817	0.8776934	0.9588041	0.98563033	0.9861369	0.972126	0.96688724	0.9775329	0.8837601	0.9711647	0.9568807	0.9787909	0.9401586	0.98471975	0.96969295	0.9518286	0.9256774	0.9572763	0.96944034	0.93125516	0.94740725	0.97281796	0.0	0.9807314	0.9805276	0.95771796	0.97648853	0.95203114	0.9680762	0.9239541	0.9248457	0.97719216	0.9752377	0.93853354	0.9760193	0.9218723	0.9026566	0.97932756	0.9376715	0.9476664	0.97326976	0.9754209	0.9712253	0.8987545	0.95686096	0.9513366	0.99354637	0.9753846	0.9820406	0.94832504	0.9891652	0.9878106	0.88481003	0.9790863	0.9547628	0.98066366	0.948626	0.95854956	0.9730688	0.9022383	0.91828907	0.94825464	0.9266404	0.8966199	0.94317186	0.95113325	0.9997431	0.961378	0.9828501	0.9522797	0.96445835	0.9723588	0.98282164	0.96567506	0.959171	0.95731163	0.8941768	0.9340883	0.9497547	0.9837879	0.94729525	0.901791	1.0	0.90488595	0.98664856	0.9508666	0.9473491	0.9959184	0.9610788	0.9793209	0.91752076	0.93504626	0.9688709	0.9868379	0.9770835	0.9816121	0.99009013	0.9634742	0.9892145	0.975105	0.9570759	0.95843464	0.94542134	0.97235245	0.9490147	0.94315505	0.9614294
ook/adv	0.9884982	0.9795717	0.9011386	0.867237	0.8936833	0.98680735	0.9366001	0.8735813	0.8684002	0.99655175	0.89543307	0.940422	0.89777416	0.9536711	0.9025161	0.94821805	0.98161954	0.91101325	0.92480755	0.9600178	0.9870099	0.9302444	0.9572981	0.9823715	0.92676747	0.81228685	0.9486793	0.9990076	0.9067668	0.85752773	0.93748844	0.97634524	0.91485023	0.9693333	0.8061966	0.91270214	0.88748795	0.8295993	0.95433414	0.98605895	0.955508	0.86946666	0.9012805	0.9012609	0.9410662	0.9726702	0.9992676	0.81297326	0.97475976	0.9655471	0.8314361	0.9797103	0.7983537	0.9035444	0.97689587	0.95706445	0.95722365	0.84715587	0.9636133	0.9588096	0.9329747	0.9477441	0.908431	0.99744016	0.94046247	0.9814316	0.9787468	0.8517282	1.0	0.89159435	0.9382594	0.99620366	0.8604388	0.98678565	0.8680315	0.9332677	0.9294198	0.9718694	0.9804325	0.8235942	0.9797814	0.98856574	0.8771414	0.9968766	0.8901689	0.92327964	0.99648136	0.999703	0.91829276	1.0	0.9312232	0.9775348	0.9114158	0.9547287	0.8943214	0.9788711	0.970846	0.891096	0.9996416	0.9916085	0.93000966	0.834308	0.8375374	0.92469907	0.8092178	0.9555158	0.93667793	0.9159653	0.86454475	0.94702685	0.9367049	0.8195268	0.859311	0.9469857	0.8997714	1.0	0.9893153	0.9807314	0.0	0.97900504	0.9147818	0.96470326	0.96661097	0.8673139	0.9584038	0.9438142	0.99046546	0.90373796	0.94850355	0.9624025	0.89297384	0.91073626	0.86575377	0.9444746	0.94983506	0.9888768	0.8851718	0.9121859	0.97374463	0.9671737	0.9818626	0.9626633	0.94209033	0.92506385	0.9673048	0.94447136	0.8546603	0.9795418	0.97686565	0.95256805	0.9332696	0.9473021	0.99848086	0.9931657	0.9161433	0.9387692	0.9042709	0.971361	0.9815129	0.98690414	0.9401772	0.9208944	0.98790723	0.9874672	0.89839906	0.9667262	0.95669633	0.8177532	0.9515098	0.9926985	0.84480685	0.98912764	0.9958791	0.9575821	0.9620352	0.9580113	0.88208836	0.99935985	0.95315295	0.97183543	0.8666537	0.9609772	0.91324294	0.96897566	0.95815307	0.9604705	0.99084026	0.86219937	0.961691	0.89621717	0.9137007	0.9449317	0.8823384	0.7907589	0.8778355	0.74238956	0.9507139	0.8695909	0.77600586	0.9439169	0.9622183	0.89712983
