	armband/noun	hoe/adj	koop/verb	intellectueel/adj	ons/noun	ultra_orthodox/adj	soms/adv	vergadering/noun	lach/verb	gezeik/verb	romantisch/adj	varken/noun	gevoel/noun	pop_ster/noun	ander/noun	Engelsman/noun	verrekt/adj	schoen/noun	word/verb	Waal/noun	waarschijnlijk/adj	computer_spel_DIM/noun	gewoon/adj	allemaal/adv	wantrouw/verb	overigens/adv	klus/noun	feite/adv	kater/noun	geit/noun	geweld/noun	zo/adv	type/noun	vijand/noun	evenzeer/adv	erg/adj	las/verb	natuurlijk/adj	hier/adv	heb_lief/verb	verlies/verb	systeem/noun	Albanees/noun	tegenstander/noun	voordracht/noun	verdwaal/verb	tennis/noun	islam/noun	schop/verb	zeg/verb	vrede/noun	politiek/noun	staat/noun	medium/noun	in/adv	liefde/noun	meute/noun	hartgrondig/adj	destijds/adv	vraag/verb	super_held/noun	bemin/verb	vrouw/noun	moslim/noun	hoe/noun	onderonsje/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	hoezeer/adv	prietpraat/noun	duif_liefhebber/noun	toestand/noun	zwart/adj	regelrecht/adj	joods/adj	alles/noun	oud/adj	Anthuenis/noun	president/noun	eeuwig/adj	Amerikaan/noun	liberaal/adj	vraag_af/verb	stuk_DIM/noun	oorlog/noun	man/noun	realiteit/noun	vecht/verb	eigenlijk/adj	tuig/noun	vervloek/verb	Javaan/noun	grinnik/verb	baan_DIM/noun	niet/adv	middelmaat/noun	religieus/adj	wreed/adj	ander/adj	reden/noun	namaak/noun	fel/adj	verhuis/verb	pas/noun	opgesloten/adj	laconiek/adj	leer/verb	kunst/noun	Arabier/noun	zelfs/adv	etiket/noun	Kosovo_crisis/noun	oprichter/noun	pest/noun	diep/adj	heel/adj	tegenwoordig/adj	13-jarige/adj	zal/verb	Iraans/adj	ga/verb	nuchterheid/noun	ding/noun	woord/noun	moeder/noun	inmiddels/adv	criticus/noun	maandag/noun	begin/noun	volk/noun	tv/noun	journalist/noun	sprookje/noun	persoonlijk/adj	hartstochtelijk/adj	draadloos/adj	dirigent/noun	begin/verb	steun/verb	vader/noun	ras/noun	huis_werk/noun	platteland/noun	Syriër/noun	voetbal/noun	perfectie/noun	toch/adv	stad/noun	trend/noun	talentvol/adj	modern/adj	luister/adj	allebei/adv	film/noun	jodendom/noun	premier/noun	namelijk/adv	aartsvijand/noun	kerst/noun	on_versneden/adj	steeds/adv	prostituee/noun	soort/noun	vrijheid/noun	tevoren/adv	boek/noun	zeur/verb	Nederlander/noun	opzettelijk/adj	meest/adj	land/noun	ongelijkheid/noun	kind/noun	misschien/adv	strafschop/noun	Duitser/noun	Democraat/noun	regel_DIM/noun	dagelijks/adj	mens/noun	Tutsi/noun	nooit/adv	baas/noun	intens/adj	gelijkelijk/adv	winkel/verb	wereld/noun
vervloek/verb	0.8962701	0.898741	0.9216434	0.8808594	0.8343176	0.90693396	0.8047101	0.94359905	0.84788024	0.8980713	0.8639009	0.8969457	0.88560694	0.8773695	0.90795374	0.82499444	0.9311365	0.891891	0.8860468	0.88375944	0.8872668	0.89125866	0.8593512	0.8905238	0.83060527	0.9110498	0.9077429	0.88860244	0.87387425	0.8874749	0.8899808	0.87950385	0.8831581	0.82135415	0.83937716	0.8845319	0.8573904	0.87370956	0.8708685	0.8111303	0.9013406	0.94653445	0.8768084	0.86649406	0.9204727	0.8608862	0.87842596	0.86936414	0.815317	0.8921081	0.8906399	0.898058	0.9053202	0.8946977	0.91089284	0.8163609	0.8778687	0.89225066	0.84685045	0.8998839	0.8914146	0.8389031	0.8729457	0.836971	0.88922554	0.89159936	0.9397314	0.93736774	0.8527253	0.8512472	0.93482816	0.91365296	0.9227928	0.86135155	0.8841738	0.8539536	0.90561175	0.880038	0.8978085	0.91001916	0.82148933	0.8521931	0.8945643	0.90630925	0.8912168	0.86719745	0.872473	0.921723	0.8124259	0.870181	0.88277185	0.0	0.9393474	0.8541703	0.91000223	0.9086545	0.8884604	0.8655988	0.8222501	0.862183	0.9139696	0.9219239	0.86220706	0.90961134	0.9251684	0.8497362	0.88799506	0.90469176	0.90591526	0.8488111	0.8200644	0.90166265	0.9145543	0.94042796	0.8782695	0.86337876	0.88442993	0.8622333	0.88327205	0.90307194	0.87765366	0.8951953	0.887673	0.8907772	0.88378847	0.85062885	0.91120404	0.8651092	0.92753863	0.93298805	0.84098935	0.8852311	0.8962569	0.875572	0.90231067	0.81875384	0.91289866	0.92380095	0.9033833	0.9171118	0.8384668	0.8620207	0.9058618	0.8733468	0.9088158	0.89788526	0.8685746	0.85400444	0.8825743	0.9326784	0.89005834	0.8796389	0.8789898	0.8530513	0.911823	0.8684502	0.92776877	0.8798207	0.868873	0.8789724	0.86701953	0.87595946	0.87738407	0.85431916	0.89153564	0.89661014	0.9049774	0.84851784	0.8741317	0.87225443	0.8745563	0.9069918	0.8972303	0.87852645	0.86083007	0.92528903	0.85082304	0.9072376	0.9187797	0.89881796	0.8487377	0.88551795	0.85605216	0.887343	0.8421109	0.9015714	0.88371325	0.88633275
Javaan/noun	0.92720056	0.90504223	0.95496994	0.87696815	0.8900017	0.89031255	0.8883838	0.9544364	0.94191337	0.9271697	0.90683967	0.8931257	0.92802066	0.92694217	0.9343558	0.846569	0.9272191	0.9352049	0.9019905	0.91434205	0.9130814	0.93115395	0.90694	0.9036977	0.8579055	0.9245218	0.933236	0.8937834	0.9358584	0.9311486	0.8477018	0.90336055	0.91531247	0.88994706	0.88554174	0.9181819	0.9385013	0.9086015	0.8744316	0.89492685	0.9444294	0.9229862	0.81848806	0.92675126	0.9471419	0.912735	0.932415	0.8511876	0.9227533	0.95803165	0.8778464	0.877254	0.8874791	0.9023515	0.92263997	0.9237185	0.9147006	0.9031388	0.9060495	0.9624036	0.91855264	0.9022865	0.8545984	0.784951	0.90232635	0.9285744	0.949937	0.92153347	0.870991	0.86215556	0.9310578	0.9515873	0.9281572	0.838731	0.90960896	0.84443325	0.9110063	0.90810734	0.93116003	0.91624725	0.90275574	0.81702864	0.89504933	0.95561206	0.90932465	0.87220806	0.869539	0.90909827	0.8537802	0.9195419	0.9212848	0.9393474	0.0	0.9328824	0.9053022	0.9297135	0.9199324	0.85150254	0.8640552	0.8844871	0.9139579	0.9458538	0.90087557	0.91463786	0.9418125	0.87653613	0.94034153	0.9112999	0.9074263	0.78544354	0.8957245	0.9086151	0.91883785	0.93598574	0.8785981	0.91868126	0.8973316	0.8745625	0.9240663	0.8800992	0.8819102	0.9528312	0.936628	0.8850925	0.9293221	0.901936	0.9122919	0.92175907	0.9564203	0.96129346	0.85007596	0.94081885	0.90648985	0.92006475	0.9185421	0.88666314	0.956963	0.9469368	0.9501232	0.8860426	0.9040177	0.85879725	0.9472437	0.84807974	0.8884848	0.94271624	0.93712777	0.91647035	0.86773425	0.9311089	0.90181994	0.9059372	0.92503744	0.8751464	0.94219166	0.89608836	0.92645186	0.8905357	0.88594	0.90414137	0.9129131	0.87244016	0.90258217	0.9066167	0.89018846	0.9257474	0.9509435	0.9336961	0.8183613	0.892627	0.8745002	0.8336414	0.87350816	0.88937116	0.923056	0.97696626	0.8457091	0.9202113	0.9366839	0.9254152	0.84690475	0.85180676	0.89673465	0.929538	0.9045922	0.88120437	0.90562624	0.89444983
grinnik/verb	0.89103734	0.8176156	0.90482366	0.85750234	0.80904925	0.9515658	0.7140942	0.9339329	0.6280855	0.8859627	0.832828	0.8715017	0.85275507	0.86241853	0.8654256	0.8499031	0.9013565	0.8569887	0.8671918	0.8404808	0.874203	0.8790813	0.7893087	0.7892238	0.8741566	0.85311204	0.90603495	0.879285	0.8285045	0.86332536	0.9173558	0.78382206	0.831124	0.86475104	0.8063238	0.7971199	0.8266736	0.7939047	0.826931	0.8575394	0.91111016	0.91060686	0.8963657	0.8750633	0.9043871	0.8351751	0.8539148	0.90710455	0.8201382	0.7984028	0.93103456	0.90508413	0.94262534	0.88116103	0.9216414	0.8359589	0.88320094	0.8752584	0.82800084	0.86907935	0.8937884	0.8656215	0.8560541	0.9055988	0.83512497	0.8782803	0.9233729	0.96201336	0.8470683	0.8644046	0.90197724	0.9430243	0.8938382	0.8370006	0.8523694	0.88990664	0.84461594	0.8496217	0.86774766	0.90880334	0.81297594	0.8735643	0.90356785	0.87318856	0.8469471	0.9201444	0.8352511	0.87975353	0.89749706	0.81290364	0.8990871	0.8541703	0.9328824	0.0	0.86084926	0.855103	0.8946734	0.8985518	0.8108454	0.8938715	0.9234915	0.9027527	0.8665043	0.9232809	0.8788072	0.87711334	0.84386444	0.8677619	0.8930362	0.8578322	0.75711334	0.8653673	0.92208886	0.8730463	0.8959104	0.8751267	0.8460232	0.8206357	0.90108365	0.87816334	0.88811994	0.8600639	0.88904184	0.83440626	0.82076895	0.83621407	0.8886697	0.8166292	0.9328183	0.93381405	0.87527424	0.8531846	0.8479721	0.824314	0.9049956	0.7974485	0.90982723	0.83229196	0.8742078	0.9270812	0.8408412	0.882295	0.87023926	0.87866354	0.9390424	0.90737027	0.8813115	0.78251374	0.91713136	0.92285824	0.84046596	0.88840795	0.8328663	0.7985618	0.84905946	0.93812746	0.90803736	0.83457327	0.90857637	0.87826043	0.8907837	0.8571351	0.8871943	0.83884203	0.9183046	0.8876464	0.8744006	0.83353126	0.8877276	0.86848545	0.84859604	0.9278356	0.9178484	0.8753805	0.7713387	0.9323938	0.8659999	0.88730896	0.88247114	0.8812638	0.8453698	0.92578137	0.84796834	0.8542851	0.79955375	0.94380563	0.83681977	0.8941567
baan_DIM/noun	0.9045019	0.86438465	0.8747312	0.8607122	0.8119309	0.9154638	0.79143745	0.8989433	0.869824	0.89718693	0.8643223	0.8920813	0.90110624	0.8573736	0.8822563	0.84134513	0.8951326	0.8517672	0.8292872	0.85378	0.87150323	0.84286696	0.7904272	0.8105027	0.85527676	0.8330176	0.802108	0.82981384	0.8695845	0.87924075	0.8756644	0.8044803	0.8073849	0.866727	0.81750655	0.81825787	0.8701001	0.84772396	0.79572725	0.9039794	0.9186816	0.8509936	0.8602563	0.8797016	0.89378184	0.82966185	0.81726456	0.9162101	0.8605432	0.89965975	0.89693576	0.874969	0.8913481	0.88606614	0.8647254	0.8703733	0.8302641	0.9123446	0.8297371	0.8828559	0.9080805	0.9085089	0.8462194	0.89171034	0.8628906	0.85288656	0.928638	0.8724752	0.87184966	0.8739402	0.8958233	0.9135538	0.9141495	0.8670322	0.90215683	0.8814698	0.8494616	0.8557224	0.8842717	0.9012764	0.8511014	0.86812186	0.8928877	0.9203043	0.809939	0.9028871	0.85310733	0.8924829	0.88270336	0.81371367	0.8545911	0.91000223	0.9053022	0.86084926	0.0	0.84601724	0.90758544	0.89469993	0.8601409	0.8144385	0.8770701	0.90171313	0.90358454	0.83762944	0.8687785	0.8469153	0.894724	0.86517775	0.9004345	0.87924516	0.8031855	0.8540727	0.90652275	0.8895979	0.883685	0.885646	0.8438385	0.7528788	0.8897761	0.8357584	0.8685778	0.86089474	0.9140291	0.8160712	0.8822624	0.84059435	0.83080894	0.87750304	0.9264371	0.93770546	0.8575536	0.8880783	0.8530218	0.87279236	0.8641827	0.86454004	0.8673123	0.89236605	0.89084536	0.9059165	0.84788215	0.8716003	0.8448065	0.818815	0.90692794	0.8392959	0.8956446	0.8029123	0.8341337	0.89285743	0.8157259	0.87295234	0.8663085	0.7928804	0.8910795	0.91936576	0.90419686	0.79567885	0.90095687	0.81613517	0.91926444	0.80454844	0.82175857	0.84487665	0.8815282	0.86703426	0.88944215	0.82795095	0.8299505	0.88345903	0.8340273	0.8672213	0.9026309	0.8414653	0.8146951	0.9214655	0.8560819	0.86872184	0.8689209	0.82675976	0.7890332	0.89318925	0.85902655	0.8315958	0.8517761	0.90683615	0.7839562	0.86394763
niet/adv	0.94688684	0.7173704	0.936845	0.83030695	0.68269396	0.92778015	0.70030785	0.91498053	0.8100519	0.86900055	0.89512444	0.8770908	0.8456918	0.85027367	0.74953675	0.8283595	0.90343344	0.87623686	0.7498425	0.8039395	0.7703937	0.89254475	0.68453395	0.64613265	0.87063366	0.61335987	0.80252564	0.74539757	0.85327053	0.89139813	0.8558876	0.6507474	0.8417767	0.8199254	0.74452686	0.70659375	0.8685933	0.6596614	0.74275315	0.8462978	0.9426691	0.81627405	0.8647857	0.8127046	0.9023435	0.87039405	0.8462587	0.8381964	0.87770325	0.8320755	0.8754079	0.7865409	0.88703334	0.84213585	0.8632735	0.8613235	0.86933804	0.8845557	0.82311153	0.90005696	0.90966547	0.8727262	0.86513674	0.87678	0.77845657	0.90224576	0.859455	0.8971699	0.67973614	0.7815068	0.8814684	0.92308736	0.8622615	0.9378762	0.8874226	0.9269239	0.6803324	0.93674886	0.75551856	0.92264897	0.8486322	0.8122766	0.8883374	0.8407513	0.8941824	0.90232825	0.8607645	0.7934692	0.92195266	0.57797116	0.853246	0.9086545	0.9297135	0.855103	0.84601724	0.0	0.8817995	0.867784	0.84493697	0.87367195	0.80310994	0.87531877	0.8579496	0.95716465	0.89090824	0.9089238	0.8631378	0.8465928	0.8877106	0.8524475	0.6881187	0.8148224	0.89258635	0.9323885	0.850594	0.8823982	0.842008	0.7527519	0.90566194	0.6049207	0.9047066	0.8573259	0.8680049	0.6699877	0.7868532	0.86735094	0.8334684	0.8029753	0.93744314	0.9467255	0.82568675	0.87703514	0.8593253	0.86330146	0.8325663	0.8727075	0.895005	0.9077427	0.89959353	0.925465	0.8933522	0.85488915	0.8360149	0.8824269	0.9174876	0.8588917	0.8504496	0.5240792	0.9486063	0.8572954	0.88390416	0.8921553	0.9123928	0.7996694	0.8968585	0.88449574	0.89011174	0.6738318	0.9076935	0.86876225	0.91406274	0.7515122	0.8659023	0.8571978	0.83572185	0.8434622	0.9037187	0.7888958	0.8084512	0.81536335	0.82080764	0.896501	0.8670072	0.83456683	0.5733509	0.88388467	0.8457743	0.817129	0.8063099	0.88922584	0.69165707	0.91860366	0.5049213	0.8550052	0.86176115	0.92612195	0.839345	0.87461
middelmaat/noun	0.92858994	0.8848162	0.95605695	0.8264018	0.87453246	0.9375772	0.81925875	0.9567989	0.92939425	0.9056301	0.7875395	0.92393506	0.8642725	0.87132084	0.9077301	0.8707169	0.93262905	0.9142593	0.9099235	0.87251306	0.9196818	0.91104966	0.8759051	0.8674092	0.87091553	0.8683388	0.92829394	0.8722077	0.89449096	0.91099924	0.9054976	0.8539014	0.8664681	0.8697567	0.8518507	0.8580265	0.89155805	0.84812963	0.87102646	0.8913238	0.89408875	0.9003944	0.9136512	0.88957494	0.901843	0.90323955	0.8419571	0.8556161	0.9061355	0.9596921	0.909521	0.8489486	0.92444223	0.87049556	0.94087255	0.8428659	0.903192	0.8880522	0.8949791	0.9485638	0.9030105	0.88560957	0.9272963	0.9063323	0.88430065	0.87367076	0.91548645	0.90301204	0.9177166	0.8628166	0.899568	0.9384672	0.91999024	0.8841964	0.87787783	0.9051668	0.88885695	0.9000109	0.9010861	0.9338735	0.8806654	0.89792913	0.8746716	0.9554886	0.91203177	0.90659857	0.91513354	0.83525103	0.9178352	0.86269194	0.8764813	0.8884604	0.9199324	0.8946734	0.90758544	0.8817995	0.0	0.8590426	0.8645974	0.8704622	0.92846805	0.897486	0.9217613	0.96448374	0.92649394	0.9308275	0.89111084	0.8905134	0.8356221	0.88045746	0.8373159	0.8814264	0.9173558	0.94283986	0.8874594	0.90368414	0.89309925	0.81173503	0.93957144	0.89017254	0.91091585	0.9257982	0.83790237	0.8648695	0.9138728	0.9317529	0.9024383	0.8321388	0.9717276	0.95224994	0.84706163	0.9032903	0.91927534	0.82061327	0.86479837	0.856452	0.911903	0.8776489	0.92820585	0.93769306	0.91512096	0.87205505	0.9301504	0.89336574	0.95881677	0.8701607	0.84438956	0.8445171	0.9204909	0.8687426	0.876745	0.8236437	0.9227553	0.87343127	0.81882846	0.8904723	0.93703717	0.84242123	0.8913293	0.90548694	0.8563328	0.87094283	0.909512	0.8257291	0.8755889	0.889923	0.87352693	0.8865265	0.9001017	0.92621434	0.8585746	0.9186416	0.8908655	0.9319562	0.8510061	0.9391284	0.8961252	0.8938482	0.90174675	0.92035776	0.8767613	0.9129946	0.88622594	0.9279139	0.81636256	0.92368245	0.89369756	0.85994864
religieus/adj	0.8991137	0.8416725	0.93687457	0.55556524	0.82944584	0.712517	0.76562107	0.8804053	0.95032257	0.9211846	0.6695211	0.8807424	0.73826146	0.83724856	0.85769325	0.818297	0.95621836	0.921487	0.8146799	0.8430781	0.8568159	0.87767416	0.8982806	0.88853234	0.6940043	0.77862954	0.9316542	0.7258496	0.8759904	0.87714887	0.6364926	0.8543463	0.8153867	0.7299629	0.6577194	0.8668059	0.84946513	0.8163926	0.8541661	0.80379486	0.90111756	0.8197051	0.71252066	0.8262907	0.78114945	0.8807651	0.8674648	0.45591408	0.85748947	0.918469	0.7326467	0.62737226	0.69027364	0.7402755	0.8460274	0.67884403	0.880577	0.86408246	0.75786567	0.889749	0.89057803	0.8593942	0.8147752	0.5213404	0.7992254	0.86452806	0.83144784	0.7813711	0.82982194	0.70680344	0.87963706	0.926135	0.84866595	0.80387163	0.7426313	0.5287384	0.8800154	0.78462875	0.90740657	0.7900257	0.74723303	0.7717514	0.5815295	0.8991253	0.87149596	0.72584605	0.87693304	0.73787904	0.7768685	0.8579134	0.8536953	0.8655988	0.85150254	0.8985518	0.89469993	0.867784	0.8590426	0.0	0.7006774	0.71802235	0.83180773	0.86654985	0.7615273	0.9229892	0.91315585	0.84674025	0.85791737	0.8476294	0.63194275	0.6299668	0.7948754	0.79480886	0.8452467	0.81970274	0.8135875	0.76470387	0.8227993	0.7543129	0.9147452	0.83034754	0.649793	0.9392401	0.8322433	0.86559105	0.7752649	0.88282573	0.85421026	0.7202003	0.9254917	0.9032655	0.67555785	0.87567776	0.8160779	0.7577037	0.6872234	0.74180114	0.90801066	0.82200646	0.8934948	0.71702385	0.8317193	0.6612662	0.90279835	0.75634027	0.8229939	0.88760954	0.7989055	0.88837594	0.79634273	0.82862103	0.8703064	0.64647144	0.8813852	0.83733475	0.7966444	0.623515	0.8243349	0.7394043	0.8132822	0.84767485	0.75205004	0.7479266	0.82348573	0.67091	0.62769	0.857306	0.7861537	0.8804017	0.8310511	0.8134906	0.7391763	0.72477126	0.7192353	0.85364133	0.84127223	0.9618431	0.8349237	0.7709639	0.8186133	0.83218914	0.80060446	0.74506533	0.88334215	0.9038648	0.7322825	0.82275057	0.86347675	0.7366657
wreed/adj	0.9085855	0.73899436	0.9268865	0.73467386	0.7827966	0.8737365	0.61045504	0.91823673	0.8229511	0.90824217	0.68669134	0.78566605	0.7806295	0.8226472	0.8637187	0.75052845	0.92187107	0.9068484	0.77156204	0.83353615	0.8043778	0.82021195	0.813301	0.8005456	0.79058844	0.8089289	0.90883464	0.73398525	0.83181155	0.7885689	0.63702023	0.7454504	0.80438715	0.6731564	0.7327477	0.7743625	0.8260789	0.7489316	0.7946454	0.76523083	0.9005676	0.86496586	0.69616437	0.78111565	0.8490907	0.79773283	0.8287907	0.7231516	0.7880531	0.8703014	0.7946831	0.7863039	0.7964016	0.79986	0.8375208	0.69376194	0.8281884	0.85991615	0.7468935	0.8965025	0.8374092	0.853465	0.7593685	0.68475884	0.7692007	0.85383487	0.8544897	0.92630994	0.80881953	0.7508974	0.85821474	0.9327682	0.80454016	0.7926654	0.728124	0.7410888	0.86412287	0.7976564	0.87840044	0.79446125	0.6956745	0.7309491	0.81140226	0.8604793	0.8211976	0.6440736	0.7668426	0.700233	0.72185504	0.7937	0.8176457	0.8222501	0.8640552	0.8108454	0.8601409	0.84493697	0.8645974	0.7006774	0.0	0.81976783	0.87844235	0.87399244	0.78315175	0.9234446	0.89654475	0.7849929	0.77947164	0.8517551	0.7902832	0.68885696	0.72623163	0.8246046	0.8384061	0.8905243	0.7813654	0.7945172	0.825949	0.80410886	0.8420211	0.8051684	0.75403476	0.91141057	0.8312752	0.7944988	0.7739569	0.81194276	0.84676564	0.7512553	0.9159811	0.882228	0.6855036	0.8517396	0.79770553	0.68154055	0.8165512	0.75591755	0.9206145	0.858411	0.86156386	0.806965	0.786908	0.76294994	0.9104211	0.7742717	0.856998	0.85544634	0.78165776	0.8141285	0.83683366	0.88540083	0.86704934	0.76794124	0.8669044	0.8049363	0.7673013	0.80294466	0.85804605	0.75654256	0.7868986	0.8388653	0.83805054	0.79684174	0.79516506	0.7047937	0.7916668	0.8652899	0.80813473	0.8324436	0.83547616	0.7401297	0.752576	0.789188	0.805795	0.81811357	0.758648	0.92400235	0.77428025	0.8441273	0.83025146	0.80357933	0.74471456	0.74565995	0.83830583	0.8515809	0.7110584	0.9104489	0.8742573	0.7195693
ander/adj	0.9024029	0.8598622	0.80679303	0.77293724	0.8137645	0.8509848	0.78707707	0.8985073	0.9297505	0.9045309	0.8047024	0.8182802	0.8907093	0.847808	0.8146254	0.8432029	0.93129295	0.8800459	0.79954857	0.84895486	0.7775725	0.8347724	0.7917019	0.85134363	0.80693805	0.79544055	0.8912318	0.7917763	0.8965115	0.8461263	0.8256376	0.904171	0.75556785	0.83051467	0.76014173	0.9071858	0.85428315	0.7833853	0.8365109	0.86395943	0.8918146	0.82142085	0.81456745	0.8852236	0.86139673	0.8448316	0.86477643	0.76904595	0.8613739	0.9135385	0.8660697	0.7954832	0.8602619	0.83998406	0.8055888	0.83797973	0.86022764	0.90652895	0.83265936	0.8634331	0.87802815	0.8932753	0.8381585	0.8146687	0.80760694	0.88688666	0.90085554	0.8330208	0.83643615	0.80566	0.91680723	0.9009524	0.8762858	0.83652025	0.8457914	0.7688627	0.89644027	0.78989667	0.8824122	0.92818964	0.8554317	0.8379415	0.7926891	0.89154255	0.85046095	0.86267745	0.8587463	0.84234464	0.8443874	0.8462579	0.83507854	0.862183	0.8844871	0.8938715	0.8144385	0.87367195	0.8704622	0.71802235	0.81976783	0.0	0.8666721	0.8367944	0.88002574	0.8286501	0.8810208	0.8353422	0.8790173	0.80894536	0.78678083	0.7887647	0.81383395	0.8241203	0.8713543	0.87733305	0.8677012	0.8750024	0.80869144	0.7251867	0.8776916	0.7984022	0.81540644	0.8861646	0.87307835	0.8467082	0.87325644	0.8841952	0.79996353	0.8545041	0.93078077	0.9553252	0.8503288	0.875479	0.8065025	0.85392046	0.7646585	0.82924795	0.81097686	0.8817815	0.93420655	0.8424605	0.8867058	0.7306401	0.86553705	0.84086174	0.87095743	0.8803139	0.8465574	0.8542347	0.8355198	0.8542708	0.8192092	0.74095166	0.87879205	0.8380363	0.87047994	0.82413954	0.9281919	0.7102893	0.85080534	0.8825712	0.88592476	0.76941895	0.82312953	0.70390993	0.82554555	0.8511623	0.8717855	0.8405651	0.840647	0.81592023	0.668075	0.7887173	0.8219826	0.8217129	0.82542706	0.9722582	0.86546457	0.85757107	0.84616226	0.7893729	0.73974824	0.855132	0.87853384	0.8863935	0.83370274	0.8417839	0.8326527	0.81189793
reden/noun	0.96871686	0.88176924	0.96737796	0.8358505	0.8850815	0.924052	0.84702593	0.8747141	0.9172916	0.9443263	0.90184504	0.92688155	0.8384199	0.90394795	0.905999	0.8849678	0.9325139	0.95592946	0.85787344	0.88755685	0.797802	0.9400445	0.89890254	0.8638619	0.86918736	0.7707974	0.8880534	0.8535811	0.87497514	0.9437962	0.8456882	0.877046	0.87331516	0.8897785	0.7949403	0.8508384	0.8942706	0.8432082	0.9130654	0.94432944	0.9420249	0.83060384	0.87497383	0.86147714	0.8997439	0.91510624	0.89132345	0.87337106	0.9269876	0.92598623	0.9001674	0.82420844	0.87559414	0.88140106	0.9243729	0.897189	0.9100932	0.91146165	0.8497036	0.8589964	0.92829734	0.93643737	0.89744365	0.8901486	0.8724342	0.9284505	0.8947049	0.8887879	0.77477527	0.8646129	0.8785174	0.93098605	0.8370896	0.9586353	0.8551975	0.91566277	0.9042816	0.96063113	0.8580172	0.8790073	0.9006422	0.85894454	0.8691416	0.89946485	0.9510163	0.8888025	0.9141436	0.8749786	0.9309351	0.8672861	0.8922802	0.9139696	0.9139579	0.9234915	0.8770701	0.80310994	0.92846805	0.83180773	0.87844235	0.8666721	0.0	0.93850505	0.89590704	0.9378924	0.92166084	0.9259484	0.88785964	0.94808483	0.94355386	0.84925485	0.81593746	0.89252794	0.8819683	0.90475327	0.89623386	0.8712471	0.9021814	0.9083576	0.93542093	0.80071765	0.8791232	0.92738736	0.8874579	0.8693956	0.882443	0.8932502	0.8544781	0.8632961	0.90957904	0.9202609	0.9066252	0.9426115	0.89130557	0.914588	0.85135984	0.86556834	0.94488525	0.9220287	0.9076662	0.8679872	0.9062009	0.88133365	0.9163458	0.8946986	0.9256738	0.9202667	0.9263883	0.78944445	0.921258	0.88128924	0.9191851	0.9459563	0.9423463	0.8910097	0.941957	0.88230324	0.8716047	0.8410749	0.91114223	0.91333145	0.9156672	0.8494499	0.8792881	0.8768048	0.86873776	0.89319783	0.94499254	0.86757183	0.88832706	0.8789878	0.8734739	0.8876952	0.87724066	0.91934717	0.8243617	0.93414956	0.8776514	0.84562397	0.8666127	0.949392	0.83750165	0.910127	0.8551384	0.8883059	0.8702034	0.95783126	0.9032398	0.9080134
namaak/noun	0.8343891	0.85557896	0.76294917	0.8737224	0.8728688	0.9265006	0.8503031	0.9615002	0.8915673	0.91119033	0.8355671	0.85013044	0.91328824	0.8470387	0.89157754	0.8837659	0.9326805	0.81148785	0.84673476	0.88200665	0.8680198	0.82056594	0.8291662	0.86217034	0.8919546	0.8640355	0.93022734	0.8746257	0.9221403	0.86722136	0.86819196	0.8496158	0.84566915	0.8828298	0.84982944	0.8879059	0.8810564	0.84676206	0.8672697	0.8873909	0.94011295	0.85562956	0.8897268	0.9055649	0.92671937	0.8725273	0.88519967	0.8472626	0.91151303	0.95771503	0.92919564	0.8872438	0.8825684	0.88287705	0.8965186	0.85499644	0.8972166	0.91333985	0.87773156	0.91313225	0.90694803	0.8793666	0.8855521	0.8766955	0.8717105	0.90104276	0.93276864	0.92015904	0.9000113	0.87158	0.92823297	0.9210756	0.91730237	0.8254396	0.87920517	0.8764228	0.87805843	0.8394866	0.9281346	0.9412247	0.89098257	0.8769547	0.9132844	0.9427683	0.845013	0.92400056	0.8797629	0.8858415	0.9170755	0.8584528	0.850025	0.9219239	0.9458538	0.9027527	0.90171313	0.87531877	0.897486	0.86654985	0.87399244	0.8367944	0.93850505	0.0	0.8994944	0.9228646	0.8650978	0.9097499	0.91453695	0.8912886	0.8043555	0.87591934	0.8295193	0.8339404	0.9153276	0.9107254	0.89312345	0.9216234	0.87420607	0.7717477	0.89022064	0.8784265	0.90783894	0.92062265	0.90627766	0.8628191	0.88517904	0.9183513	0.8628606	0.8647699	0.95778555	0.9438455	0.88295525	0.88076144	0.8918932	0.850162	0.88426715	0.88188976	0.8639491	0.93229234	0.92516035	0.9416564	0.9090973	0.8248979	0.92779976	0.87142265	0.91818184	0.87766844	0.86924994	0.87340236	0.8905364	0.86722153	0.90984315	0.8183041	0.9294629	0.8834541	0.84761006	0.8801211	0.9433387	0.7848652	0.9036906	0.9065183	0.8749709	0.84990734	0.85946184	0.76584834	0.9000226	0.88451016	0.8711202	0.91034985	0.8720237	0.86489606	0.8450107	0.88178194	0.8750736	0.8964269	0.8743524	0.93737656	0.9023579	0.89930063	0.87726814	0.8859492	0.85682344	0.8956214	0.8925034	0.91299015	0.868228	0.9176036	0.8736414	0.8642221
