	armband/noun	hoe/adj	koop/verb	intellectueel/adj	ons/noun	ultra_orthodox/adj	soms/adv	vergadering/noun	lach/verb	gezeik/verb	romantisch/adj	varken/noun	gevoel/noun	pop_ster/noun	ander/noun	Engelsman/noun	verrekt/adj	schoen/noun	word/verb	Waal/noun	waarschijnlijk/adj	computer_spel_DIM/noun	gewoon/adj	allemaal/adv	wantrouw/verb	overigens/adv	klus/noun	feite/adv	kater/noun	geit/noun	geweld/noun	zo/adv	type/noun	vijand/noun	evenzeer/adv	erg/adj	las/verb	natuurlijk/adj	hier/adv	heb_lief/verb	verlies/verb	systeem/noun	Albanees/noun	tegenstander/noun	voordracht/noun	verdwaal/verb	tennis/noun	islam/noun	schop/verb	zeg/verb	vrede/noun	politiek/noun	staat/noun	medium/noun	in/adv	liefde/noun	meute/noun	hartgrondig/adj	destijds/adv	vraag/verb	super_held/noun	bemin/verb	vrouw/noun	moslim/noun	hoe/noun	onderonsje/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	hoezeer/adv	prietpraat/noun	duif_liefhebber/noun	toestand/noun	zwart/adj	regelrecht/adj	joods/adj	alles/noun	oud/adj	Anthuenis/noun	president/noun	eeuwig/adj	Amerikaan/noun	liberaal/adj	vraag_af/verb	stuk_DIM/noun	oorlog/noun	man/noun	realiteit/noun	vecht/verb	eigenlijk/adj	tuig/noun	vervloek/verb	Javaan/noun	grinnik/verb	baan_DIM/noun	niet/adv	middelmaat/noun	religieus/adj	wreed/adj	ander/adj	reden/noun	namaak/noun	fel/adj	verhuis/verb	pas/noun	opgesloten/adj	laconiek/adj	leer/verb	kunst/noun	Arabier/noun	zelfs/adv	etiket/noun	Kosovo_crisis/noun	oprichter/noun	pest/noun	diep/adj	heel/adj	tegenwoordig/adj	13-jarige/adj	zal/verb	Iraans/adj	ga/verb	nuchterheid/noun	ding/noun	woord/noun	moeder/noun	inmiddels/adv	criticus/noun	maandag/noun	begin/noun	volk/noun	tv/noun	journalist/noun	sprookje/noun	persoonlijk/adj	hartstochtelijk/adj	draadloos/adj	dirigent/noun	begin/verb	steun/verb	vader/noun	ras/noun	huis_werk/noun	platteland/noun	Syriër/noun	voetbal/noun	perfectie/noun	toch/adv	stad/noun	trend/noun	talentvol/adj	modern/adj	luister/adj	allebei/adv	film/noun	jodendom/noun	premier/noun	namelijk/adv	aartsvijand/noun	kerst/noun	on_versneden/adj	steeds/adv	prostituee/noun	soort/noun	vrijheid/noun	tevoren/adv	boek/noun	zeur/verb	Nederlander/noun	opzettelijk/adj	meest/adj	land/noun	ongelijkheid/noun	kind/noun	misschien/adv	strafschop/noun	Duitser/noun	Democraat/noun	regel_DIM/noun	dagelijks/adj	mens/noun	Tutsi/noun	nooit/adv	baas/noun	intens/adj	gelijkelijk/adv	winkel/verb	wereld/noun
eeuwig/adj	0.87594604	0.8146254	0.9007477	0.73784435	0.76938605	0.9005015	0.7181382	0.93223995	0.8301497	0.86745214	0.6761706	0.8457856	0.7750037	0.80018806	0.8543212	0.78965235	0.9139254	0.84183866	0.85427856	0.7990475	0.8345668	0.8707213	0.8321916	0.81988895	0.7968835	0.81803143	0.90145445	0.7732584	0.81873876	0.8379731	0.8239342	0.8181142	0.8394181	0.7587943	0.7111856	0.8435457	0.8566102	0.75113094	0.81914395	0.73895824	0.85541	0.8847786	0.8354889	0.8560715	0.8469737	0.81911725	0.803484	0.7721724	0.8373521	0.9080143	0.7420976	0.8206593	0.8646053	0.85807484	0.87583226	0.58932304	0.85730284	0.844236	0.8050402	0.91747606	0.858332	0.79354656	0.81945854	0.8207723	0.7946291	0.8661804	0.91389394	0.92026615	0.8166513	0.7776997	0.9018874	0.9275152	0.87355137	0.7576954	0.7824966	0.79297185	0.8215061	0.7529194	0.85658145	0.8853783	0.0	0.8084228	0.8267591	0.9155062	0.80883723	0.80338824	0.81619036	0.7683332	0.77802235	0.81251395	0.8784408	0.82148933	0.90275574	0.81297594	0.8511014	0.8486322	0.8806654	0.74723303	0.6956745	0.8554317	0.9006422	0.89098257	0.7992208	0.9255319	0.8872803	0.8414876	0.842657	0.86669505	0.7774296	0.7770927	0.75038016	0.7952771	0.91186804	0.8733584	0.8442508	0.7151706	0.811082	0.7757519	0.88963145	0.8335482	0.81951463	0.88173604	0.8363556	0.843276	0.8130085	0.8254745	0.8525128	0.78887033	0.941788	0.90301585	0.7527838	0.8837698	0.859672	0.6973789	0.7957194	0.7258277	0.8927957	0.82795	0.85754585	0.87958753	0.8104801	0.79238766	0.90360236	0.7976022	0.91044915	0.85634255	0.7823823	0.8046218	0.84756625	0.87092084	0.8323625	0.7780036	0.83401537	0.7849932	0.8216197	0.82574695	0.89187217	0.7840827	0.80982995	0.8256277	0.8164921	0.7389536	0.85227454	0.7378988	0.7506777	0.862988	0.8397443	0.8146648	0.85651344	0.8567778	0.836007	0.8668698	0.8342926	0.86863446	0.7665514	0.9252066	0.8034601	0.819525	0.89770836	0.84972143	0.80724293	0.86135685	0.78835195	0.86866796	0.6888911	0.8955873	0.86310655	0.7746312
Amerikaan/noun	0.9173951	0.83757466	0.92004156	0.8068459	0.727643	0.7969383	0.8209824	0.91045743	0.89480525	0.9226851	0.88096565	0.85447466	0.8485598	0.8121073	0.84307325	0.54035795	0.90516096	0.91842645	0.7436806	0.7414764	0.77219474	0.8957163	0.8579987	0.8620517	0.7486931	0.76772606	0.89165986	0.7984226	0.8563457	0.8727501	0.7432159	0.8238889	0.84900033	0.6143508	0.7667158	0.84854144	0.8926701	0.8466389	0.840325	0.8477534	0.8265242	0.87239677	0.61997664	0.7100056	0.9058338	0.8811323	0.83758104	0.73499715	0.8670741	0.87648624	0.7665807	0.7912311	0.75024366	0.7622875	0.83765537	0.8443071	0.7971772	0.8181408	0.7011814	0.87578166	0.9023365	0.87101406	0.74922884	0.586448	0.8565142	0.84044313	0.870045	0.9192573	0.7547902	0.76053184	0.90474427	0.9361081	0.88768214	0.84650856	0.8049491	0.714982	0.86785036	0.8833618	0.8248781	0.6613437	0.8084228	0.0	0.7668891	0.8888454	0.92279875	0.6570504	0.7284969	0.85329497	0.7085078	0.84607625	0.81111145	0.8521931	0.81702864	0.8735643	0.86812186	0.8122766	0.89792913	0.7717514	0.7309491	0.8379415	0.85894454	0.8769547	0.7801724	0.93275416	0.89705634	0.8285454	0.8366318	0.8933866	0.8890895	0.52259445	0.75707686	0.8750996	0.83278286	0.8682865	0.83161473	0.8623591	0.8901791	0.8104708	0.8548227	0.7071703	0.6418777	0.91648525	0.8569662	0.8686755	0.86402977	0.8000164	0.780384	0.71989036	0.8707179	0.8680767	0.6649014	0.8812252	0.7078842	0.8627052	0.8463594	0.7867079	0.89491636	0.86010265	0.87611866	0.6950256	0.76705873	0.8160745	0.910088	0.80519587	0.7346332	0.8769026	0.88345015	0.7994653	0.789128	0.88540465	0.8248545	0.85749775	0.89091915	0.7927498	0.89336354	0.8361583	0.7423107	0.7859616	0.7348511	0.8706071	0.8635397	0.76020724	0.806975	0.8528916	0.81740856	0.8487699	0.9220982	0.84787077	0.49421299	0.80211097	0.77471155	0.68252105	0.84940207	0.8141566	0.817724	0.91825765	0.41398615	0.65379214	0.8775529	0.8562492	0.70336956	0.7249711	0.8074201	0.82972646	0.8328879	0.9093741	0.85494393	0.7995623
liberaal/adj	0.94854707	0.8821757	0.9576629	0.6493088	0.8612726	0.71768534	0.8600467	0.8254359	0.94602406	0.92250437	0.8148919	0.90960485	0.8467134	0.8552542	0.89244807	0.8344166	0.9621808	0.93772596	0.84817183	0.82763577	0.8558147	0.9150229	0.9245264	0.91620475	0.6953482	0.7708543	0.9371783	0.75947005	0.88705975	0.9244096	0.79685205	0.86936706	0.8542001	0.7373296	0.70057905	0.89428085	0.9037553	0.8685969	0.88258654	0.8595633	0.8783166	0.79175663	0.80073106	0.7742553	0.8102225	0.9249926	0.87606215	0.6119282	0.86185175	0.85176194	0.7748468	0.6099746	0.75047314	0.7437802	0.8699921	0.83090305	0.8990831	0.8053244	0.718385	0.8528771	0.90800285	0.90098804	0.8907917	0.692865	0.8423707	0.8418139	0.8109637	0.79319656	0.8606351	0.7838716	0.8624881	0.9267061	0.9073741	0.8538611	0.8046519	0.6911788	0.91255313	0.8428091	0.8596147	0.6770967	0.8267591	0.7668891	0.0	0.840888	0.91756177	0.8138221	0.92035574	0.84414077	0.82322645	0.89600575	0.8883866	0.8945643	0.89504933	0.90356785	0.8928877	0.8883374	0.8746716	0.5815295	0.81140226	0.7926891	0.8691416	0.9132844	0.7125473	0.9241555	0.90642804	0.89608645	0.84636265	0.9101782	0.80260056	0.7459701	0.7928138	0.8305145	0.810288	0.77012986	0.87781584	0.86906004	0.8878839	0.7883335	0.94264334	0.80379206	0.68605983	0.9323132	0.86434186	0.90805316	0.8448555	0.91782093	0.822199	0.6805536	0.8899312	0.90801513	0.7691003	0.9076234	0.7790087	0.8701713	0.795248	0.7975239	0.910191	0.8569968	0.92463994	0.59534246	0.8793615	0.78671664	0.92172265	0.79874104	0.8771344	0.90144336	0.8715139	0.87580943	0.87578547	0.84032303	0.8795047	0.70935476	0.908756	0.8538642	0.8989345	0.7517612	0.6545007	0.79903	0.7875781	0.89290506	0.79331064	0.78721774	0.8871758	0.8281393	0.6975391	0.8580563	0.89220685	0.87730646	0.85511017	0.8893603	0.7735369	0.76456225	0.7779503	0.9273304	0.8744164	0.9556356	0.8429732	0.58544844	0.8726515	0.91008747	0.88195187	0.8349463	0.89949006	0.88347834	0.8445902	0.8658797	0.88897985	0.80991
vraag_af/verb	0.97350824	0.79359114	0.94100475	0.8387694	0.8773682	0.9535056	0.8058865	0.92712206	0.8495338	0.9343153	0.9056953	0.9468645	0.8461604	0.90537274	0.90944105	0.9034307	0.95484525	0.96071404	0.9240573	0.9061844	0.9011768	0.9283892	0.87822497	0.8508582	0.8104462	0.8511642	0.94129497	0.8986372	0.92312	0.9382068	0.878981	0.8356339	0.88947827	0.883624	0.84923035	0.84397674	0.8845081	0.87335867	0.89650184	0.8780515	0.9468005	0.9302113	0.91441	0.9313843	0.90292865	0.86794865	0.9423454	0.8854665	0.8659742	0.6881752	0.914176	0.84285545	0.9304471	0.8616676	0.8892338	0.8713414	0.91074187	0.89549047	0.8367804	0.7649547	0.94868964	0.88345855	0.9142927	0.8804134	0.85843426	0.88699317	0.9408868	0.95274705	0.77191263	0.8725255	0.91675603	0.96207327	0.893672	0.93693936	0.9000033	0.88281083	0.91087437	0.9376297	0.9010873	0.9148514	0.9155062	0.8888454	0.840888	0.0	0.9259379	0.90999293	0.9228465	0.8995019	0.896701	0.8306648	0.9457317	0.90630925	0.95561206	0.87318856	0.9203043	0.8407513	0.9554886	0.8991253	0.8604793	0.89154255	0.89946485	0.9427683	0.8998318	0.952113	0.9521242	0.92701006	0.88582915	0.8824996	0.9106113	0.8873162	0.8120232	0.90824556	0.9174336	0.9247738	0.92950565	0.89352	0.9123825	0.83984053	0.92813206	0.87662184	0.86557174	0.9234843	0.9210712	0.847026	0.84121686	0.87351847	0.9090403	0.7971246	0.9566001	0.97602236	0.89922553	0.89499927	0.7518085	0.8941429	0.9158288	0.84972864	0.9547288	0.94486916	0.9209104	0.8652945	0.88670176	0.9219779	0.8955237	0.92401224	0.9229323	0.9473312	0.9228853	0.8333417	0.9606225	0.93137485	0.886794	0.90764004	0.8892701	0.91238904	0.92039895	0.9196632	0.91704893	0.8859148	0.9417959	0.9232182	0.92050624	0.85039294	0.90639347	0.88239163	0.88775325	0.8883245	0.8849598	0.84336257	0.9204628	0.9176478	0.8268857	0.94479924	0.9303081	0.91049117	0.8013382	0.96761227	0.9118929	0.86922055	0.9177206	0.9058989	0.8338573	0.92940414	0.8748095	0.93554586	0.87663674	0.95391226	0.9210278	0.9096393
stuk_DIM/noun	0.8287763	0.8314106	0.7607891	0.82121617	0.80880797	0.9600403	0.69483626	0.9415679	0.82675964	0.9202136	0.72913784	0.728376	0.8301146	0.8618041	0.8312996	0.8545697	0.89828515	0.7317139	0.81474066	0.8327617	0.86303705	0.8262842	0.72630787	0.7996969	0.90235627	0.8683047	0.8549326	0.83091164	0.8483977	0.72272015	0.92611116	0.7916564	0.79616976	0.8869567	0.81230634	0.83407396	0.7753899	0.78513557	0.76120764	0.8459504	0.92808557	0.88514787	0.9101486	0.90625536	0.79874086	0.7967617	0.8449316	0.8886994	0.84114546	0.9636988	0.91444683	0.90333545	0.89603376	0.89423007	0.8849748	0.80395865	0.87149525	0.9410355	0.87874055	0.94077504	0.90826994	0.8954462	0.8889673	0.92320216	0.8043207	0.88312113	0.9302947	0.940769	0.8901856	0.86379296	0.9132506	0.9599349	0.89951	0.6950805	0.8438918	0.8783381	0.7863206	0.75982076	0.90096515	0.97572976	0.80883723	0.92279875	0.91756177	0.9259379	0.0	0.9134457	0.8808025	0.8398097	0.88586724	0.85328865	0.83602464	0.8912168	0.90932465	0.8469471	0.809939	0.8941824	0.91203177	0.87149596	0.8211976	0.85046095	0.9510163	0.845013	0.8839191	0.9004496	0.8295448	0.89589846	0.8689079	0.8338697	0.80710727	0.8855808	0.76932526	0.7540334	0.9331257	0.9247549	0.8679174	0.77787226	0.7992175	0.7701202	0.9403794	0.89426243	0.87848973	0.8577125	0.8660816	0.7978356	0.81541747	0.87074554	0.8739471	0.86892366	0.9402649	0.9557406	0.869748	0.8472754	0.8913816	0.7707013	0.8596551	0.8381677	0.868818	0.8896551	0.8842423	0.96057427	0.9033847	0.7984133	0.8624475	0.7961829	0.94541556	0.8994444	0.8336873	0.82989013	0.7893601	0.8825826	0.9060111	0.791093	0.8625395	0.82205904	0.7989086	0.8902343	0.9678841	0.75169593	0.91979486	0.8052075	0.8600333	0.8502139	0.88877153	0.6671671	0.8839293	0.87153876	0.7434137	0.81714725	0.8855434	0.8681705	0.8554288	0.8956811	0.9080455	0.8599463	0.82495284	0.93255407	0.90117764	0.92616534	0.86234844	0.79356664	0.8382189	0.93251055	0.8637982	0.90300167	0.7569766	0.91684407	0.80907583	0.83956254
oorlog/noun	0.949011	0.8574904	0.9643484	0.7908397	0.85900986	0.83906746	0.8284173	0.88163257	0.94964397	0.8972696	0.8735757	0.8829026	0.86805356	0.88801545	0.8775473	0.7980834	0.941526	0.95088506	0.8210935	0.8732736	0.8084472	0.8968696	0.9190963	0.88727164	0.7834875	0.8622553	0.9226064	0.7987667	0.88887763	0.8837271	0.55345255	0.870638	0.9192409	0.628757	0.7779717	0.88890165	0.8998287	0.8806693	0.8644821	0.8557113	0.9144684	0.8756478	0.6662663	0.8103931	0.90801764	0.87867963	0.8929151	0.705369	0.8978964	0.9273939	0.6764444	0.74967027	0.70384586	0.8060057	0.87397456	0.82046604	0.8915282	0.86329246	0.76421297	0.9342878	0.9179058	0.88501465	0.8777027	0.6044518	0.85996294	0.8628802	0.8839271	0.91844684	0.855241	0.7931636	0.9141308	0.9364221	0.8266742	0.8790209	0.73247933	0.7044451	0.8882097	0.88903284	0.908778	0.69972014	0.80338824	0.6570504	0.8138221	0.90999293	0.9134457	0.0	0.9005677	0.79855245	0.61668384	0.911613	0.8570614	0.86719745	0.87220806	0.9201444	0.9028871	0.90232825	0.90659857	0.72584605	0.6440736	0.86267745	0.8888025	0.92400056	0.74229646	0.9317987	0.91238624	0.8607215	0.898372	0.9329149	0.8683213	0.65539324	0.82910305	0.89690566	0.76360685	0.90505445	0.79933405	0.8489313	0.8765918	0.87601244	0.9012556	0.7561502	0.70931447	0.9446709	0.8918185	0.90421987	0.8585949	0.88163215	0.82845145	0.81078094	0.8836449	0.8157055	0.66323483	0.9035091	0.83905935	0.832412	0.86149114	0.81878567	0.9378275	0.92415464	0.87218857	0.69548047	0.84682673	0.82833916	0.9385938	0.80909127	0.8262178	0.9016559	0.8879889	0.9128499	0.7646185	0.8913121	0.9319411	0.85891974	0.9542074	0.8741823	0.88738495	0.8114687	0.81318223	0.84688026	0.7727978	0.8549013	0.86268795	0.81500185	0.8673705	0.8366598	0.79680204	0.8713503	0.89844435	0.87287194	0.8571389	0.81745994	0.8491335	0.67935	0.7888074	0.8881362	0.8765029	0.9388635	0.7505104	0.81196165	0.9105346	0.86529654	0.84513295	0.69534385	0.8719373	0.9254009	0.82269263	0.90222406	0.9059901	0.7488387
man/noun	0.80781233	0.83221674	0.88712794	0.8566433	0.7620959	0.8720952	0.73869354	0.9526386	0.80497503	0.9175496	0.8290227	0.80625665	0.861094	0.74874866	0.84781843	0.7286397	0.93571746	0.7727753	0.71421313	0.8323707	0.80154955	0.87693834	0.78678524	0.81417096	0.87166816	0.88043344	0.91245025	0.8624186	0.8197408	0.79365456	0.7970459	0.8140794	0.72958493	0.7997343	0.83695805	0.8364245	0.8634816	0.8695569	0.8200231	0.8147727	0.8980585	0.92534095	0.676395	0.84407866	0.9214845	0.8462751	0.8767737	0.872349	0.7005701	0.8970456	0.9146291	0.8879536	0.8868194	0.8882523	0.8552239	0.7940366	0.7511102	0.8846004	0.79491544	0.8748336	0.88189983	0.853178	0.28312588	0.74291015	0.8143783	0.88706344	0.9284241	0.94314814	0.8026879	0.86549383	0.9211756	0.93647265	0.83540297	0.7278311	0.8614203	0.7900125	0.9024385	0.78994405	0.9096731	0.8613919	0.81619036	0.7284969	0.92035574	0.9228465	0.8808025	0.9005677	0.0	0.8878818	0.8092575	0.85892147	0.7863658	0.872473	0.869539	0.8352511	0.85310733	0.8607645	0.91513354	0.87693304	0.7668426	0.8587463	0.9141436	0.8797629	0.87724876	0.8980961	0.8687363	0.7305096	0.87176776	0.87937963	0.91881263	0.718338	0.77361184	0.8616717	0.91862005	0.8866057	0.84157085	0.86626214	0.85507065	0.8012209	0.6501755	0.8585085	0.78072274	0.8712739	0.9026902	0.8618399	0.87148416	0.53079635	0.77871436	0.84158236	0.8394155	0.94627005	0.8156469	0.86970437	0.7294903	0.8499701	0.886366	0.8090234	0.92213714	0.8613585	0.8984271	0.9245458	0.548818	0.8207432	0.8965225	0.83842003	0.83177257	0.9086955	0.8867652	0.8461896	0.87956494	0.9332323	0.846969	0.8814869	0.8360908	0.66278595	0.89775735	0.908867	0.8882941	0.8308987	0.8602165	0.8540068	0.92198384	0.80586153	0.6382326	0.8624617	0.91225386	0.88868487	0.91577375	0.84822583	0.7219775	0.7358358	0.84477365	0.87257767	0.89984363	0.6096875	0.8379815	0.9476069	0.7376957	0.8723613	0.9016654	0.8707322	0.60279036	0.8005686	0.7921085	0.7803121	0.817565	0.9410039	0.8240233	0.8522122
realiteit/noun	0.90794706	0.70386064	0.955925	0.72128814	0.8026703	0.92769074	0.6296265	0.9356091	0.8840841	0.92530835	0.697399	0.89022845	0.74065745	0.8500016	0.7970004	0.85878205	0.9229888	0.91789407	0.8085824	0.83598447	0.8509811	0.8433712	0.82844174	0.7593585	0.81145465	0.76708275	0.8910311	0.73438084	0.8634048	0.9007102	0.76910156	0.72833985	0.8313743	0.7932928	0.71825725	0.78535676	0.8501076	0.7547493	0.8171269	0.86186105	0.92370915	0.7965932	0.8431955	0.84663314	0.8334371	0.837438	0.8356176	0.7590093	0.9040581	0.9200915	0.83851725	0.708194	0.8455899	0.7682916	0.8710951	0.721326	0.8856143	0.89505714	0.8273729	0.93101555	0.87322366	0.88212943	0.86296993	0.84061337	0.76481855	0.8801417	0.885393	0.86655736	0.84928566	0.72123253	0.90158355	0.9575701	0.7540587	0.85560346	0.78325707	0.84874	0.7946112	0.86292636	0.8722128	0.9006568	0.7683332	0.85329497	0.84414077	0.8995019	0.8398097	0.79855245	0.8878818	0.0	0.858476	0.7833495	0.86475396	0.921723	0.90909827	0.87975353	0.8924829	0.7934692	0.83525103	0.73787904	0.700233	0.84234464	0.8749786	0.8858415	0.8549286	0.9426717	0.8992438	0.9185196	0.8248815	0.85032743	0.7014237	0.80381155	0.75385845	0.8274062	0.8661089	0.90546256	0.85894054	0.80785537	0.82374287	0.7918864	0.91874325	0.81694055	0.83479905	0.90248936	0.8087328	0.73144925	0.77423316	0.89100116	0.8489189	0.8062109	0.9492074	0.91337	0.8112869	0.847499	0.85714054	0.67523605	0.77924395	0.81914127	0.9066332	0.89337224	0.9009255	0.8873423	0.8879683	0.80037826	0.9046182	0.7841621	0.93101346	0.85483956	0.7561326	0.77585566	0.8603093	0.75760615	0.87063605	0.72818637	0.8911382	0.8413403	0.72652847	0.8150776	0.90663934	0.7383522	0.8533696	0.8786552	0.8177532	0.7423457	0.85236573	0.7319567	0.7913775	0.8610975	0.7783303	0.86176556	0.8812312	0.8113239	0.7985951	0.8538244	0.7533624	0.86109614	0.72257924	0.9547891	0.8640464	0.8609603	0.85808	0.8105108	0.78967506	0.88396597	0.80506575	0.9132144	0.74089056	0.92819804	0.8643317	0.6836758
vecht/verb	0.92886806	0.8709206	0.9069988	0.8050583	0.8305056	0.84010196	0.7981607	0.94181097	0.8450581	0.90576184	0.8717567	0.8880285	0.85687774	0.88589805	0.9237236	0.7394898	0.91946906	0.90970254	0.8923664	0.7976032	0.86605227	0.904679	0.8580603	0.8771595	0.767725	0.91463834	0.90772134	0.82933676	0.849161	0.8788453	0.7081139	0.89038795	0.8852477	0.6806904	0.80535084	0.9058424	0.8993051	0.8790491	0.8520123	0.8505322	0.8093393	0.9218527	0.6737551	0.772174	0.9308787	0.8471158	0.8688154	0.78091204	0.7753328	0.91298556	0.74841595	0.84962714	0.76596403	0.86795753	0.8691322	0.8083611	0.8501501	0.86528087	0.81135213	0.8951995	0.89341426	0.84954786	0.78866565	0.6701044	0.87816334	0.9055262	0.9316485	0.91619766	0.8544088	0.81746995	0.9421588	0.94527274	0.89724827	0.79906976	0.80914384	0.7477511	0.90576744	0.84757674	0.91382533	0.7639633	0.77802235	0.7085078	0.82322645	0.896701	0.88586724	0.61668384	0.8092575	0.858476	0.0	0.90241104	0.8726775	0.8124259	0.8537802	0.89749706	0.88270336	0.92195266	0.9178352	0.7768685	0.72185504	0.8443874	0.9309351	0.9170755	0.7948218	0.90811	0.895991	0.82186854	0.92507684	0.8756093	0.9052038	0.6679181	0.8020349	0.90362024	0.883229	0.88905346	0.8269495	0.83273166	0.86381185	0.8614212	0.8857629	0.84182316	0.78926325	0.8883368	0.9084661	0.9251102	0.907283	0.83440596	0.88754267	0.8454788	0.9209688	0.900707	0.6718166	0.8928632	0.82875675	0.8702628	0.89688313	0.80224645	0.9429298	0.92774737	0.8662305	0.72566533	0.80713165	0.8301914	0.9285213	0.82592386	0.8492571	0.8821352	0.8924556	0.86916	0.8049154	0.9488252	0.88140815	0.88396543	0.9198088	0.81441474	0.9233198	0.85580254	0.85478014	0.8656242	0.7839006	0.89565337	0.8793131	0.8276746	0.8534374	0.8685126	0.7909263	0.88989115	0.9425511	0.7968904	0.8201451	0.8602413	0.8513376	0.78647524	0.8504086	0.8587022	0.8789015	0.9168524	0.7434455	0.8483318	0.9273708	0.87411135	0.8146743	0.78926986	0.8461946	0.87330985	0.8375348	0.8914808	0.89294577	0.84097594
eigenlijk/adj	0.9263544	0.6612547	0.91626465	0.80508244	0.75051534	0.94794375	0.62841177	0.9478533	0.7254263	0.82761	0.7849119	0.86400324	0.7965678	0.84973055	0.811839	0.818944	0.85657257	0.8597583	0.8922106	0.8374827	0.7949438	0.86589825	0.6134715	0.5570475	0.86018455	0.66351867	0.8456019	0.557345	0.85781336	0.87762797	0.9114746	0.63102734	0.7916442	0.8643807	0.74474335	0.70874965	0.8182825	0.5223131	0.6716709	0.82023954	0.91602767	0.8462136	0.91269	0.879816	0.8877576	0.8353351	0.769109	0.8487475	0.87666297	0.80689853	0.9054994	0.7913897	0.92414296	0.8640896	0.7420521	0.76870245	0.87683445	0.8293972	0.82723725	0.91546285	0.8780591	0.8448925	0.87216884	0.9127439	0.731115	0.88082975	0.8896771	0.8901617	0.64955187	0.7877465	0.8522785	0.9149401	0.8508497	0.9050635	0.8496248	0.9085271	0.72972465	0.8774828	0.8096935	0.9642254	0.81251395	0.84607625	0.89600575	0.8306648	0.85328865	0.911613	0.85892147	0.7833495	0.90241104	0.0	0.8497118	0.870181	0.9195419	0.81290364	0.81371367	0.57797116	0.86269194	0.8579134	0.7937	0.8462579	0.8672861	0.8584528	0.9262223	0.9396475	0.9005005	0.89921916	0.8686073	0.80658054	0.81970966	0.8673637	0.7225443	0.80606204	0.9082427	0.91786563	0.83964026	0.854247	0.7770085	0.6883334	0.91802573	0.79922825	0.9192062	0.8277044	0.839522	0.5911673	0.73504484	0.8469216	0.87837476	0.81491494	0.9713601	0.9295949	0.8406296	0.84250885	0.86938745	0.7625205	0.85304946	0.82189727	0.90678823	0.88103366	0.85698134	0.9503008	0.86552894	0.84735155	0.8298032	0.88139415	0.91540706	0.799066	0.8268697	0.5129936	0.9335162	0.8735452	0.87053627	0.8261995	0.8751542	0.750549	0.7944254	0.8768163	0.9556073	0.65211535	0.9232205	0.83553827	0.8792088	0.7970197	0.90281945	0.7375154	0.87100786	0.8772112	0.8204033	0.7566942	0.8181785	0.87991226	0.80448556	0.91407835	0.89222014	0.8277509	0.5276719	0.91051364	0.85762316	0.8626832	0.78750604	0.89649147	0.7069526	0.92845964	0.6869329	0.85891646	0.7834822	0.9391241	0.8006025	0.8159269
tuig/noun	0.84989893	0.84948945	0.8810175	0.8476463	0.82013696	0.8693217	0.7837583	0.93166506	0.90020674	0.8930597	0.84957993	0.7927612	0.8715651	0.85789555	0.87873226	0.8156668	0.92428017	0.78563327	0.76621205	0.859324	0.79497653	0.81163484	0.81549525	0.8288309	0.8547096	0.8626643	0.8448795	0.80741537	0.88070244	0.83976245	0.8328998	0.84550476	0.7261512	0.7916168	0.8329699	0.8749108	0.8705148	0.8630358	0.80930746	0.9017321	0.9309706	0.8005867	0.809781	0.852564	0.88586324	0.8342028	0.8826773	0.85962087	0.84282684	0.9416412	0.8987789	0.86033976	0.8633084	0.85356015	0.82104605	0.8951161	0.8210726	0.9103686	0.837681	0.91981506	0.85681695	0.90142757	0.8377759	0.8381681	0.85090554	0.90234107	0.90727043	0.921929	0.8526361	0.8555691	0.93426335	0.93145573	0.84094	0.827609	0.8309032	0.8520229	0.8544716	0.8547484	0.8950121	0.8954549	0.8784408	0.81111145	0.8883866	0.9457317	0.83602464	0.8570614	0.7863658	0.86475396	0.8726775	0.8497118	0.0	0.88277185	0.9212848	0.8990871	0.8545911	0.853246	0.8764813	0.8536953	0.8176457	0.83507854	0.8922802	0.850025	0.88627034	0.91716313	0.83300203	0.83574736	0.88675064	0.8901984	0.8548442	0.80281144	0.7857472	0.82193977	0.8874587	0.91186774	0.84460783	0.8563993	0.8183128	0.7746657	0.84671617	0.808925	0.83200145	0.88800955	0.8808346	0.8278077	0.8724346	0.87754697	0.85835695	0.8600454	0.8957487	0.93101954	0.8372956	0.873713	0.85565746	0.851484	0.8884856	0.8704642	0.8197605	0.8861605	0.8946879	0.8870873	0.869844	0.8166503	0.890327	0.8355014	0.8897152	0.912184	0.87696415	0.8612499	0.8215196	0.879157	0.87188613	0.79644865	0.8939722	0.82616425	0.8749201	0.86779726	0.91256404	0.7627039	0.8601945	0.8825598	0.8738035	0.81958085	0.8205028	0.765965	0.8981639	0.87485784	0.8843806	0.8706412	0.8478388	0.7987938	0.81757665	0.8304431	0.8743757	0.849143	0.8558302	0.94986546	0.8233057	0.8696299	0.85132605	0.8296516	0.8218174	0.84748113	0.88550365	0.887488	0.85150665	0.91176784	0.8618469	0.8352455
