	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Blair/name	Borms/name	Boudewijn/name	Charlie/name	Cools/name	Cézanne/name	Derksen/name	Duitser/noun	EU/name	Engelsman/noun	Frank/name	Friesland/name	Irving/name	Leys/name	Linda/name	Mona/name	Mondriaan/name	Mussolini/name	NAVO/name	Nederlander/noun	Olympische/name	Reagan/name	Schenk/name	Sperwer/name	Syriër/noun	Tutsi/noun	VS/name	Waal/noun	Wout/name	aartsvijand/noun	al/comp	alles/noun	als/comp	ander/noun	anderzijds/adv	armband/noun	baas/noun	daarna/pp	dat/det	destijds/adv	die/det	diep/adj	ding/noun	dirigent/noun	eigenlijk/adj	elkaar/pron	en/vg	erg/adj	erom/pp	etiket/noun	evenzeer/adv	fel/adj	film/noun	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	haar/pron	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hoe/noun	hoewel/comp	huis_werk/noun	iedereen/pron	ik/pron	immigrant/noun	in/adv	inmiddels/adv	intens/adj	islam/noun	je/pron	jezelf/pron	jodendom/noun	jood/noun	journalist/noun	jullie/pron	kerst/noun	kind/noun	klus/noun	kunst/noun	laconiek/adj	liefde/noun	maandag/noun	maar/vg	man/noun	me/pron	men/pron	mens/noun	meute/noun	mezelf/pron	mij/pron	misschien/adv	moeder/noun	moslim/noun	muziek/noun	namelijk/adv	natuurlijk/adj	niet/adv	om/comp	om/prep	omdat/comp	ongelijkheid/noun	ons/noun	ons/pron	oorlog/noun	oprichter/noun	overigens/adv	overzee/pp	pas/noun	perfectie/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	regel_DIM/noun	regelrecht/adj	sinds/comp	soms/adv	sprookje/noun	staat/noun	stad/noun	stilaan/adv	strafschop/noun	super_held/noun	systeem/noun	tegenstander/noun	tennis/noun	terwijl/comp	toch/adv	toerist/noun	tuig/noun	type/noun	u/pron	vader/noun	van/pron	vanwege/prep	vergadering/noun	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vrede/noun	vrijheid/noun	vrouw/noun	waarschijnlijk/adj	wanneer/comp	wat/pron	we/pron	wegens/prep	wereld/noun	wij/pron	winkel/verb	woord/noun	ze/pron	zichzelf/pron	zij/pron	zo/adv	zoals/comp	zozeer/adj	zwart/adj
tuig/noun	0.88881767	0.92768854	0.84509474	0.9317001	0.8735894	0.99534893	0.997387	0.848205	0.98035747	0.9403091	0.9225951	0.9992871	0.9811428	0.93232197	0.89676976	0.9788939	0.91530794	0.992604	0.99657583	0.9511341	0.9997697	0.9509813	0.9746403	0.9861675	0.97601515	0.9528818	0.931954	0.9979079	0.89312685	0.970171	0.9622685	0.90171075	0.9802561	0.97277445	0.9255351	0.98191464	0.9405936	0.7344414	0.85974014	0.7597852	0.7781467	0.9342551	0.9028966	0.94866794	0.7233941	0.5098421	0.96894306	0.6388513	0.9286455	0.8029141	0.98830485	0.71249175	0.8918143	0.8638075	0.8562328	0.8649215	0.89163136	0.8534026	0.9686099	0.9399564	0.9754648	0.95193475	0.9199155	0.8403967	0.8704107	0.5885884	0.5405952	0.9259319	0.9105617	0.9554955	0.93347096	0.8659279	0.87960887	0.8470057	0.7602883	0.7648319	0.8713344	0.8870158	0.91251004	0.88985986	0.6622854	0.79859626	0.8938559	0.9173845	0.96277416	0.9023145	0.9572385	0.73140633	0.69387305	0.9658455	0.9343293	0.74526155	0.591151	0.8943509	0.92855996	0.9161828	0.916443	0.94540316	0.9258946	0.98186356	0.8796848	0.8729776	0.7639233	0.89423597	0.7811091	0.8592762	0.779785	0.85883576	0.67511237	0.9678785	0.78886163	0.89208096	0.69307625	0.7614171	0.81063616	0.71857715	0.9108958	0.72772187	0.84148437	0.70955455	0.7574626	0.7776127	0.99557567	0.8909133	0.8822783	0.9540602	0.94302243	0.8783337	0.96167064	0.9553864	0.92430735	0.9551047	0.92416376	0.904802	0.93465644	0.85872406	0.8772767	0.7180406	0.9190694	0.7636019	0.9007364	0.96357447	0.87107265	0.9123343	0.895597	0.82785374	0.77158535	0.91581917	0.934653	0.75217307	0.77196294	0.7086518	0.0	0.7055347	0.93751556	0.90473837	0.87122506	0.9072503	0.94208956	0.86413753	0.9208184	0.8343899	0.933613	0.88103634	0.69733524	0.932627	0.8773734	0.8310461	0.82698905	0.8346145	0.9723333	0.8831065	0.780828	0.8787171	0.84643435	0.82186264	0.86174655	0.84749234	0.8558683	0.8774035	0.9260846	0.78513014
type/noun	0.987928	0.9337491	0.918102	0.88824296	0.8827819	0.88581836	0.85242784	0.8306521	0.9691545	0.8393356	0.7800606	0.9656177	0.9790417	0.9858824	0.8806231	0.9493393	0.83407736	0.84735656	0.99060553	0.90663767	0.9789599	0.72480994	0.8069727	0.9781722	0.7870085	0.98318577	0.91708744	0.96195567	0.93803024	0.9598969	0.9866155	0.97922456	0.9328072	0.9622029	0.9561142	0.8472651	0.9902552	0.838763	0.90300167	0.80235386	0.85307956	0.92395705	0.9250391	0.88411725	0.7251307	0.6736425	0.81608784	0.6799956	0.87023586	0.80516696	0.8909302	0.7537576	0.8489178	0.72444797	0.82502794	0.84418046	0.74493176	0.81891394	0.89129823	0.7760138	0.924249	0.86855066	0.9752369	0.8574067	0.9410361	0.6994784	0.74526936	0.88827103	0.83006096	0.8757684	0.7542342	0.789663	0.84472203	0.94827664	0.740576	0.8217875	0.78851324	0.6876322	0.7556759	0.9030069	0.7250161	0.8116522	0.88906956	0.80313426	0.88087577	0.84919703	0.8991853	0.76002747	0.8653297	0.95351785	0.93532145	0.7750972	0.78031003	0.95511943	0.9040852	0.95753783	0.8968592	0.8125082	0.7898233	0.91994727	0.83567834	0.7195951	0.80468345	0.829291	0.7338625	0.78312236	0.78341055	0.87610453	0.75477517	0.8479885	0.8375997	0.7739953	0.68425477	0.7836839	0.8366324	0.8817356	0.7738386	0.8003528	0.7881743	0.80438566	0.9324796	0.90075946	0.83217794	0.84736025	0.9356597	0.9656897	0.87534916	0.8930975	0.8583523	0.84886444	0.9426958	0.9439486	0.91079825	0.8467043	0.75598705	0.9140061	0.93495166	0.9058419	0.94359356	0.79666346	0.89429706	0.94208646	0.93034405	0.8468707	0.961503	0.9165768	0.75519407	0.85465384	0.85611	0.80371803	0.85710406	0.8231566	0.7055347	0.0	0.8576554	0.815322	0.8591166	0.85217065	0.8973194	0.930771	0.85902977	0.82462	0.8655217	0.910146	0.81206083	0.7168591	0.93852586	0.7600397	0.8744605	0.9261536	0.8514904	0.8560962	0.90370184	0.87059444	0.8376526	0.8800541	0.7706927	0.81737864	0.7745208	0.7501538	0.89667374	0.8022171
u/pron	0.9743466	0.9151812	0.87903166	0.91692114	0.92343366	0.9402655	0.9345451	0.9617965	0.95862556	0.9839097	0.9429661	0.98986703	0.9619187	0.89549273	0.97776115	0.96004647	0.96588105	0.95420253	0.94940096	0.962085	0.9972883	0.8520397	0.94393617	0.9847204	0.95265114	0.95857286	0.9014437	0.99853003	0.9665344	0.97930974	0.92511946	0.9100795	0.98953253	0.99366564	0.94943106	0.98001736	0.97646433	0.7210406	0.4545443	0.52994287	0.58062947	0.86625904	0.936768	0.83366406	0.88486314	0.5321697	0.85551864	0.6405896	0.7212324	0.5693475	0.9729148	0.5298095	0.70099473	0.83520883	0.60805035	0.70869726	0.8978819	0.85019624	0.90904	0.9156185	0.979607	0.80073094	0.98082125	0.68320274	0.96126693	0.69909656	0.8654408	0.26224786	0.59496224	0.8670786	0.7026762	0.46903366	0.6231892	0.58409536	0.82954514	0.5270087	0.68048966	0.55514294	0.8306622	0.88519955	0.6714853	0.49629748	0.8804456	0.76671845	0.9758015	0.7046895	0.9618952	0.5238683	0.6583562	0.9347168	0.95934725	0.9144588	0.5519084	0.7680739	0.7645843	0.9213957	0.8305015	0.93162364	0.62180644	0.8834088	0.69242895	0.7699609	0.59408724	0.499389	0.4953677	0.8134197	0.60128295	0.3542239	0.52584517	0.7332748	0.9419994	0.7667242	0.81849486	0.76189876	0.49770796	0.7434866	0.5957996	0.7651322	0.95219266	0.5704218	0.5948547	0.9051943	0.990143	0.87802815	0.9313351	0.95590127	0.84826297	0.8620071	0.8579192	0.9371903	0.95461375	0.9787259	0.7588336	0.9551794	0.97105724	0.842304	0.91419333	0.94724715	0.8982916	0.7972365	0.8829334	0.9624939	0.88529646	0.9076696	0.9845405	0.9533542	0.8651489	0.8954263	0.82309467	0.7909739	0.5560826	0.8676154	0.93751556	0.8576554	0.0	0.7850418	0.7945704	0.884349	0.9438698	0.79086906	0.86925066	0.7329315	0.88201517	0.86991954	0.73707426	0.7866044	0.8401113	0.5437883	0.45751846	0.5768696	0.99232435	0.92191577	0.53694344	0.67298734	0.52716315	0.5522909	0.7571772	0.6405269	0.64515233	0.7331855	0.91787976	0.9647657
vader/noun	0.8582337	0.77504516	0.7314067	0.9407945	0.90867513	0.8910359	0.8668915	0.865396	0.9375867	0.6961398	0.74371433	0.8819613	0.8457111	0.89082116	0.90229243	0.9516245	0.902614	0.7358737	0.877084	0.763168	0.9606374	0.6741406	0.8823817	0.86700016	0.9149797	0.9358399	0.7141533	0.99464864	0.75764555	0.7098069	0.95358306	0.9587711	0.7671988	0.78253263	0.9595776	0.87280077	0.93190885	0.872579	0.8414369	0.7520883	0.7059834	0.93517303	0.7948897	0.7246518	0.75122833	0.8420645	0.6260663	0.767901	0.87313765	0.86486137	0.92631847	0.86385834	0.7979987	0.63739926	0.8468219	0.86463034	0.9635814	0.91970503	0.8453939	0.8654847	0.9492618	0.73635614	0.95991755	0.84916556	0.84315515	0.8590186	0.9207314	0.6613872	0.4644643	0.82720256	0.7278764	0.6142193	0.60219014	0.73895204	0.9420719	0.82969916	0.6696893	0.8361951	0.79856694	0.8451891	0.7392409	0.7365001	0.7542149	0.8591479	0.75219524	0.6995373	0.9454423	0.8551873	0.86769575	0.8687086	0.8395263	0.77138186	0.8621057	0.8383833	0.38415092	0.9581151	0.7879528	0.8522297	0.63437176	0.9343303	0.8808969	0.652123	0.75686586	0.7582104	0.79614526	0.8414555	0.8118365	0.7527581	0.8485887	0.35836166	0.86422515	0.74534595	0.8229613	0.90363246	0.8557977	0.84868056	0.8614907	0.73157346	0.93891716	0.7648607	0.90209824	0.83772933	0.86848	0.92001384	0.8282677	0.95003027	0.8803989	0.85818195	0.75441766	0.8660553	0.8959348	0.8064325	0.93919826	0.77653766	0.8725815	0.86736864	0.88469243	0.89330834	0.734987	0.87376297	0.8681553	0.86511916	0.94893396	0.95053536	0.95222783	0.95889026	0.93245935	0.7803082	0.9132004	0.7012541	0.87859344	0.83257526	0.90473837	0.815322	0.7850418	0.0	0.9114381	0.8369766	0.9197726	0.7974589	0.926997	0.81426984	0.9904875	0.82537323	0.7251394	0.55641234	0.87454116	0.6623455	0.8198144	0.91207576	0.8880511	0.8041461	0.8397213	0.7987094	0.70846796	0.6968248	0.7386693	0.5872913	0.81547576	0.683902	0.87841886	0.8176309
van/pron	0.8498026	0.93447256	0.9472184	0.88207877	0.9025532	0.9712387	0.80306923	0.9623222	0.97295606	0.96895415	0.95033145	0.98150283	0.9809886	0.83798	0.9197551	0.9582808	0.8425748	0.91272855	0.8342983	0.96875936	0.9988229	0.9357245	0.9476242	0.97430485	0.93667954	0.9771227	0.80024666	0.98416567	0.95836395	0.8569635	0.95639247	0.87381816	0.927634	0.99105144	0.8784732	0.9530238	0.93304574	0.53401285	0.42075616	0.51690996	0.80365676	0.6483201	0.91753095	0.79581153	0.8281598	0.59280235	0.8572562	0.58737874	0.780869	0.48268986	0.83057845	0.5505253	0.6848948	0.8023906	0.6205622	0.6238138	0.82104135	0.74356973	0.963223	0.93230546	0.90465015	0.90080494	0.96528316	0.6458235	0.8929493	0.5335704	0.6844835	0.8627425	0.74571824	0.71720004	0.9083322	0.7117979	0.7037994	0.70187485	0.81100845	0.48987722	0.8225305	0.7210431	0.74316573	0.6656132	0.51987827	0.5809187	0.9314154	0.76330847	0.8487364	0.8017485	0.900627	0.52393335	0.68025136	0.94895977	0.94645375	0.618451	0.59606874	0.7565603	0.76814854	0.8108841	0.8642807	0.8954772	0.85425854	0.98963994	0.6278316	0.8812143	0.56865895	0.6093114	0.6148126	0.7803625	0.68387175	0.63339055	0.64438075	0.853457	0.89145315	0.8545027	0.73266935	0.5801302	0.47463304	0.6423373	0.7055878	0.67268765	0.89197785	0.66035175	0.5630684	0.9664195	0.8735229	0.91775995	0.8825016	0.95577633	0.8648783	0.8005214	0.87527424	0.9300208	0.99576116	0.99653673	0.5907117	0.9452392	0.8711357	0.77458453	0.58711386	0.86471784	0.87639445	0.58845186	0.8916414	0.98353326	0.8289082	0.7450307	0.9478681	0.9214513	0.7507292	0.90787846	0.8345155	0.5705943	0.5220099	0.6945063	0.87122506	0.8591166	0.7945704	0.9114381	0.0	0.8192705	0.9670753	0.8524026	0.87490606	0.9115485	0.94130105	0.86259407	0.7397363	0.91530454	0.9000684	0.58051306	0.55379665	0.5605236	0.96239406	0.8813678	0.62596804	0.7046787	0.8041983	0.59253407	0.7853646	0.79617953	0.61665964	0.8023012	0.82724494	0.8527967
vanwege/prep	0.8316217	0.772163	0.6574961	0.77618086	0.8082192	0.790252	0.9496224	0.9143843	0.91504705	0.9206468	0.9325377	0.9243908	0.9155974	0.8234538	0.81370443	0.9225298	0.80713856	0.9449362	0.751475	0.9276413	0.9958348	0.86623794	0.9750506	0.89843583	0.76576316	0.8291395	0.78473526	0.78180623	0.89422524	0.76092386	0.9569243	0.75875723	0.8207954	0.7955116	0.9069058	0.9806154	0.8557272	0.83351994	0.8429736	0.85320497	0.89463806	0.8761613	0.94580555	0.8180829	0.81154644	0.8395283	0.7835947	0.67800343	0.7900911	0.8177487	0.9358554	0.88018817	0.7077032	0.6984059	0.7810049	0.947731	0.8201274	0.7199904	0.7275897	0.80983436	0.9755608	0.7973741	0.7421714	0.8087914	0.7017815	0.82076734	0.91273105	0.90328264	0.8149088	0.873544	0.8322915	0.9167578	0.68783754	0.7421901	0.8098917	0.8188933	0.7825702	0.9551558	0.6033877	0.90466046	0.79817134	0.80876243	0.81507033	0.8542732	0.6382158	0.7546893	0.76089513	0.86072415	0.9303335	0.89737225	0.74617934	0.87382805	0.8159653	0.68701327	0.9427201	0.94191664	0.8808281	0.8928133	0.75600445	0.9566466	0.76873416	0.8624259	0.8133969	0.73267645	0.81120265	0.8687687	0.83408445	0.8621413	0.85302734	0.88871485	0.7112263	0.83362186	0.90305024	0.7791697	0.80468756	0.8533475	0.81929606	0.6888889	0.7727457	0.86984164	0.8619168	0.7434275	0.8644251	0.8200794	0.8527896	0.90705246	0.77029073	0.85716593	0.61079717	0.9357896	0.848778	0.8423999	0.94160646	0.8502503	0.72207594	0.89949715	0.6923219	0.86505175	0.7705734	0.76182187	0.88406354	0.7449455	0.90628594	0.7848785	0.90383035	0.91572154	0.84190845	0.69508064	0.81847847	0.78592825	0.85816693	0.79082894	0.9072503	0.85217065	0.884349	0.8369766	0.8192705	0.0	0.84070086	0.8128776	0.7646965	0.68292886	0.9494217	0.6797321	0.75886714	0.88006717	0.6365298	0.83744264	0.93164194	0.87118137	0.50036657	0.78904235	0.85479903	0.8686259	0.83777386	0.8152516	0.7135735	0.8132176	0.74106705	0.68586004	0.72194666	0.7407944
vergadering/noun	0.9457914	0.89763755	0.89531577	0.9621062	0.9713567	0.82507837	0.8640435	0.93187195	0.9990783	0.9037362	0.9993096	1.0	0.99194413	1.0	0.97527874	0.9368757	0.96912926	0.98266244	0.87208104	0.9673863	0.88207084	0.9995452	0.6734154	0.99962044	0.99664044	0.9453162	0.90360266	0.90127933	0.9768442	0.7784899	0.99850667	0.8384648	0.99300957	0.9488146	0.9969154	0.8499295	0.98406917	0.95994884	0.92726964	0.9575217	0.864897	0.9660787	0.97853595	0.94559246	0.9119545	0.9720085	0.9886327	0.87152416	0.9650019	0.8308309	0.99940664	0.88748014	0.9213935	0.8101034	0.8779709	0.9571819	0.9960877	0.96525717	0.8846179	0.9274719	0.9908907	0.9870343	0.9753468	0.8305612	0.9213391	0.83590513	0.89106905	0.9706195	0.94334286	0.98225963	0.90713656	0.9192994	0.955582	0.8407228	0.9326842	0.95657754	0.9712807	0.8273388	0.9047627	0.92523986	0.87962604	0.97471416	0.9574956	0.7786454	0.7567781	0.8382874	0.90748256	0.9557883	0.9253683	0.914074	0.92170435	0.88128424	0.9406999	0.9592255	0.9878142	0.93247217	0.8890146	0.9181849	0.90550804	0.42350066	0.9393461	0.9787399	0.94508165	0.9688487	0.9114753	0.9416605	0.9138343	0.9466797	0.9756942	0.9199152	0.9001233	0.91106176	0.93729293	0.87122154	0.96586215	0.8690482	0.6613002	0.900582	0.9198841	0.907976	0.9365609	0.96061647	0.99728316	0.88788354	0.8740564	0.97909355	0.9918015	0.9978337	0.8417877	0.97920984	0.8652688	0.9200591	0.9736299	0.87931705	0.99669546	0.9309884	0.8187245	0.9207629	0.960084	0.9584343	0.96566325	0.88469756	0.99155456	0.8609234	0.9716162	0.9767523	0.95315427	0.90347207	0.89760554	0.97068435	0.962359	0.99175227	0.94208956	0.8973194	0.9438698	0.9197726	0.9670753	0.84070086	0.0	0.9451635	0.84744906	0.9159378	0.664906	0.8016026	0.69334674	0.9288419	0.7541244	0.8825148	0.96778786	0.96672845	0.80857205	0.9665714	0.8770889	0.9562257	0.8662293	0.9663056	0.8556183	0.93873125	0.9675725	0.90645516	0.7757652	0.9479124
vijand/noun	0.6942636	0.35522884	0.569857	0.896989	0.49687237	0.9467344	0.9811531	0.7789765	0.91392106	0.9444494	0.9452636	0.8829009	0.9780626	0.94879425	0.7204802	0.74953324	0.7297119	0.94429225	0.9675754	0.86963004	0.96505696	0.93319315	0.9105025	0.9891523	0.87966865	0.6593118	0.693349	0.9229368	0.7910713	0.98680305	0.7167355	0.6760464	0.7033797	0.5939195	0.7775307	0.94721955	0.6208324	0.73851526	0.72755957	0.6667871	0.69745076	0.6907985	0.9648774	0.8345763	0.8924389	0.8025251	0.80080146	0.76515245	0.7502482	0.77245134	0.85403967	0.71310645	0.5852477	0.60351455	0.7261789	0.70104766	0.8714217	0.65179324	0.6713494	0.76391155	0.98179513	0.6986959	0.9123611	0.7882734	0.60798085	0.77972484	0.845796	0.6407409	0.7605213	0.8470248	0.6259634	0.6268481	0.6660973	0.6227739	0.8773799	0.7050901	0.73864025	0.8008214	0.63221824	0.8952884	0.7542156	0.80985874	0.4777804	0.6921129	0.7524282	0.7633768	0.5412128	0.7454828	0.6537304	0.6288816	0.5779786	0.83074576	0.65852135	0.86436176	0.788464	0.889091	0.77908635	0.8546027	0.69901514	0.9233208	0.740451	0.86750317	0.8151548	0.68515325	0.69181925	0.90469635	0.81998295	0.7006322	0.7834732	0.8633329	0.53391695	0.82901007	0.6946775	0.7275924	0.7465718	0.70575285	0.85784554	0.75076467	0.773487	0.6105243	0.677778	0.32040632	0.9070947	0.7093661	0.64479136	0.94980997	0.7334022	0.8328158	0.7632709	0.8479205	0.8053537	0.6895954	0.85603327	0.9155128	0.6996311	0.7331581	0.83701915	0.6704993	0.65093863	0.7448684	0.8587229	0.49706548	0.90047616	0.89313674	0.9048697	0.65582836	0.8512422	0.7226233	0.86464715	0.69056356	0.82228017	0.80882555	0.86413753	0.930771	0.79086906	0.7974589	0.8524026	0.8128776	0.9451635	0.0	0.8755029	0.42047054	0.93077743	0.32148725	0.4684996	0.8156953	0.7940806	0.69494945	0.7185352	0.80267847	0.79879826	0.53726315	0.6425887	0.9219212	0.6748767	0.77107537	0.57274675	0.660208	0.7658613	0.68529606	0.7360983	0.73002183
voetbal/noun	0.93934166	0.86355	0.8944937	0.66132164	0.9297889	0.9856163	0.9880185	0.9101478	0.94905484	0.97116876	0.92083865	0.9482357	0.9796804	0.9622239	0.8324982	0.97666794	0.83169985	0.9015933	0.965482	0.964825	0.8498507	0.9801521	0.9524112	0.97544014	0.92024595	0.9504597	0.92036915	0.3853472	0.94397044	0.9793499	0.9841053	0.9104393	0.94119567	0.93712586	0.91298	0.9869043	0.77222013	0.74200606	0.6961976	0.8007529	0.90317297	0.8395096	0.9774893	0.9350462	0.8773233	0.82489944	0.91332257	0.82798755	0.823254	0.7003076	0.9747393	0.7500525	0.7985287	0.85479546	0.7855392	0.864514	0.91964656	0.80562115	0.8897877	0.8558409	0.98797727	0.9376671	0.9626365	0.78542614	0.8935208	0.8347931	0.8846047	0.91344994	0.85756445	0.92610604	0.79046935	0.85374475	0.8137995	0.9298319	0.7430372	0.8007985	0.86658347	0.7867518	0.8584206	0.9295167	0.85910314	0.7334825	0.95901585	0.88538015	0.9485848	0.78072405	0.93124866	0.8267582	0.8151247	0.9074215	0.95335	0.927395	0.7749137	0.8970319	0.95077664	0.9260444	0.8080346	0.82473385	0.6425735	0.9028866	0.7407992	0.9401833	0.7339941	0.8961457	0.8888437	0.98576486	0.78513306	0.7904336	0.81493115	0.9287106	0.9561791	0.8455047	0.85982925	0.79192495	0.7700398	0.89576495	0.77943045	0.86237013	0.9701646	0.8926683	0.8051839	0.827451	0.9969842	0.8313457	0.954101	0.991193	0.68225384	0.905331	0.7958536	0.94037646	0.96640724	0.93874896	0.94571453	0.97009957	0.901788	0.873782	0.87675273	0.8301002	0.7585821	0.7486155	0.882803	0.9451333	0.98049015	0.68362755	0.8897356	0.9113127	0.9026811	0.88379794	0.2500859	0.8512772	0.7376684	0.9272645	0.9208184	0.85902977	0.86925066	0.926997	0.87490606	0.7646965	0.84744906	0.8755029	0.0	0.8394003	0.8959275	0.8101386	0.8753719	0.9124357	0.9306046	0.9030125	0.8184117	0.82177806	0.95593345	0.86559	0.8386371	0.93601626	0.85156596	0.87092286	0.82548594	0.9259529	0.789641	0.74312747	0.87928545	0.95500505
volk/noun	0.7926313	0.6214827	0.63632953	0.90792775	0.4875493	0.8309436	0.98285884	0.76238704	0.87109995	0.93130285	0.93057334	0.8790991	0.974423	0.8545929	0.63641965	0.8949513	0.67619395	0.95333564	0.931763	0.91159755	0.93947953	0.825277	0.8621659	0.9597781	0.9436093	0.77103764	0.76847434	0.9164403	0.85096276	0.97838426	0.871762	0.70235336	0.7137308	0.7584448	0.7027658	0.85018694	0.71804255	0.8703635	0.7399931	0.6812767	0.6529341	0.780723	0.9445291	0.7688485	0.7905898	0.8376639	0.7781687	0.77548814	0.7150954	0.79149103	0.87820977	0.74477744	0.45240128	0.62464046	0.77320415	0.71113676	0.8237779	0.729589	0.76542497	0.8625112	0.9558532	0.6658615	0.9461661	0.71932554	0.70586944	0.7984623	0.8449743	0.6047349	0.67055273	0.88713163	0.5829266	0.5705148	0.59696436	0.56251675	0.6944562	0.71173334	0.68801594	0.73273504	0.7305452	0.83267224	0.7137224	0.76713896	0.699968	0.8240728	0.7956773	0.65982306	0.58635414	0.74885905	0.64089096	0.676962	0.5835233	0.8554327	0.6571002	0.8307977	0.81431425	0.8834116	0.71816987	0.8331917	0.51981485	0.94168276	0.73428965	0.73328555	0.7566106	0.669502	0.58420384	0.93175036	0.7059556	0.6135669	0.73613995	0.8096955	0.6227417	0.71485794	0.8358138	0.7288723	0.7747487	0.7358035	0.7902714	0.73403144	0.7454835	0.6969961	0.6275095	0.53100276	0.88573235	0.88818276	0.675864	0.94815046	0.71872544	0.817814	0.6542057	0.90580416	0.8238747	0.7638946	0.93179023	0.8656405	0.62088716	0.7634799	0.86320406	0.785091	0.75866866	0.757162	0.7669411	0.54156697	0.9039265	0.76932335	0.90201193	0.7680149	0.8322444	0.6754466	0.86927515	0.6804418	0.772084	0.79002386	0.8343899	0.82462	0.7329315	0.81426984	0.9115485	0.68292886	0.9159378	0.42047054	0.8394003	0.0	0.88727117	0.39980042	0.4812864	0.7653086	0.833491	0.71895266	0.73790365	0.8055989	0.75163203	0.6491294	0.60669494	0.90071374	0.6303338	0.7169988	0.49572933	0.6327176	0.66408104	0.63733995	0.83339584	0.7667408
voordracht/noun	0.9623401	0.9777252	0.9697472	0.856095	0.8774801	0.9636152	0.9360453	0.8770328	0.987227	0.88243103	0.903883	0.9985859	0.9728707	0.9214704	0.9220726	0.93678844	0.90809137	0.8216907	0.8392786	0.9022115	0.55587095	0.9703837	0.9348473	0.9504856	0.9662813	0.9812905	0.920781	1.0	0.95260113	0.89617217	0.99632835	0.9581832	0.9935612	0.99365443	0.87250316	0.8637701	0.98152673	0.94932	0.91048664	0.90670997	0.87174195	0.7663057	0.96962476	0.94995415	0.7947896	0.9247435	0.96757835	0.8763261	0.71933925	0.8527665	0.9046324	0.860935	0.87157726	0.7048475	0.87121254	0.8671153	0.8809627	0.797359	0.9571917	0.74730766	0.965043	0.95347834	0.9846824	0.7855237	0.9620755	0.91950136	0.9830044	0.9945929	0.9480086	0.97387904	0.8077889	0.84804595	0.94703424	0.91232693	0.7344457	0.9301679	0.8887465	0.66830707	0.84447044	0.7793302	0.963406	0.939111	0.9213988	0.7749912	0.94366825	0.71353674	0.7127072	0.88190186	0.8619495	0.6344334	0.8598526	0.9194829	0.8687346	0.92254895	0.9023543	0.9275402	0.7040669	0.761944	0.685817	0.5578729	0.8806388	0.98732823	0.9362428	0.9211631	0.91742176	0.8743528	0.99466497	0.9519355	0.93880135	0.8746523	0.9349112	0.6225573	0.9149809	0.90233946	0.95354563	0.92108417	0.63736856	0.92144287	0.95723945	0.89568985	0.9506086	0.8222922	0.9474329	0.9111035	0.92850506	0.9958869	0.93324876	0.9357632	0.8921255	0.9367503	0.84377897	0.9318512	0.96168035	0.96051794	0.94092566	0.7970361	0.96840006	0.84242344	0.93671036	0.74842775	0.7530081	0.8161207	0.9977694	0.9456132	0.8146037	0.9385635	0.9986651	0.9605717	0.93058145	0.9096948	0.95828384	0.98615235	0.933613	0.8655217	0.88201517	0.9904875	0.94130105	0.9494217	0.664906	0.93077743	0.8959275	0.88727117	0.0	0.9272411	0.8782662	0.9655752	0.9371562	0.83433187	0.9360685	0.9710521	0.9089513	0.8518913	0.95995194	0.95573205	0.85418826	0.92887175	0.9245546	0.9640075	0.82337636	0.8456103	0.967613	0.90915245
