	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Blair/name	Borms/name	Boudewijn/name	Charlie/name	Cools/name	Cézanne/name	Derksen/name	Duitser/noun	EU/name	Engelsman/noun	Frank/name	Friesland/name	Irving/name	Leys/name	Linda/name	Mona/name	Mondriaan/name	Mussolini/name	NAVO/name	Nederlander/noun	Olympische/name	Reagan/name	Schenk/name	Sperwer/name	Syriër/noun	Tutsi/noun	VS/name	Waal/noun	Wout/name	aartsvijand/noun	al/comp	alles/noun	als/comp	ander/noun	anderzijds/adv	armband/noun	baas/noun	daarna/pp	dat/det	destijds/adv	die/det	diep/adj	ding/noun	dirigent/noun	eigenlijk/adj	elkaar/pron	en/vg	erg/adj	erom/pp	etiket/noun	evenzeer/adv	fel/adj	film/noun	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	haar/pron	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hoe/noun	hoewel/comp	huis_werk/noun	iedereen/pron	ik/pron	immigrant/noun	in/adv	inmiddels/adv	intens/adj	islam/noun	je/pron	jezelf/pron	jodendom/noun	jood/noun	journalist/noun	jullie/pron	kerst/noun	kind/noun	klus/noun	kunst/noun	laconiek/adj	liefde/noun	maandag/noun	maar/vg	man/noun	me/pron	men/pron	mens/noun	meute/noun	mezelf/pron	mij/pron	misschien/adv	moeder/noun	moslim/noun	muziek/noun	namelijk/adv	natuurlijk/adj	niet/adv	om/comp	om/prep	omdat/comp	ongelijkheid/noun	ons/noun	ons/pron	oorlog/noun	oprichter/noun	overigens/adv	overzee/pp	pas/noun	perfectie/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	regel_DIM/noun	regelrecht/adj	sinds/comp	soms/adv	sprookje/noun	staat/noun	stad/noun	stilaan/adv	strafschop/noun	super_held/noun	systeem/noun	tegenstander/noun	tennis/noun	terwijl/comp	toch/adv	toerist/noun	tuig/noun	type/noun	u/pron	vader/noun	van/pron	vanwege/prep	vergadering/noun	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vrede/noun	vrijheid/noun	vrouw/noun	waarschijnlijk/adj	wanneer/comp	wat/pron	we/pron	wegens/prep	wereld/noun	wij/pron	winkel/verb	woord/noun	ze/pron	zichzelf/pron	zij/pron	zo/adv	zoals/comp	zozeer/adj	zwart/adj
je/pron	0.9611547	0.8765502	0.86714375	0.8257375	0.87581986	0.949747	0.9846965	0.9748806	0.9435993	0.97571045	0.9299711	0.9925491	0.9786338	0.87187755	0.95315695	0.92246765	0.90731746	0.9880016	0.9793936	0.980637	0.9826115	0.9326784	0.9386554	0.97450984	0.9418177	0.9103969	0.93134713	0.91656226	0.91157264	0.8910599	0.9363458	0.8147495	0.97974306	0.9749042	0.91134983	0.9500109	0.93443006	0.57876873	0.3984803	0.43481934	0.4935516	0.7871906	0.9241693	0.80736774	0.84200114	0.43053186	0.91392666	0.5037307	0.6424254	0.3543206	0.8990319	0.46625608	0.59861004	0.77367806	0.4533894	0.50277305	0.721559	0.7101706	0.92019564	0.8765211	0.9639505	0.8435912	0.9715891	0.49621505	0.92405444	0.49204808	0.7659107	0.69390833	0.61333495	0.86418617	0.75776416	0.56976104	0.5733947	0.585833	0.7338898	0.5704473	0.5816315	0.6465626	0.80124986	0.7123713	0.4549436	0.41744584	0.93251467	0.79034066	0.9216615	0.6272039	0.919106	0.0	0.23280787	0.91858816	0.9342701	0.8286125	0.43856436	0.8452355	0.7205582	0.8467034	0.781983	0.8472421	0.6832142	0.9968273	0.53539	0.82129437	0.43333596	0.4046123	0.37296605	0.797223	0.47576195	0.45308477	0.5413483	0.8376088	0.89327914	0.6947055	0.6811758	0.49330372	0.46793306	0.5705532	0.6865237	0.66801417	0.89922625	0.72956604	0.5558437	0.9315176	0.935828	0.849429	0.87874	0.92901844	0.73226875	0.85891306	0.83693266	0.91085327	0.955139	0.978848	0.6998991	0.96903414	0.9178522	0.6563592	0.70392394	0.8407954	0.9223578	0.47228873	0.85460615	0.94115347	0.9211595	0.801101	0.9866556	0.8541877	0.71980536	0.82197994	0.74630684	0.68400574	0.490125	0.83514434	0.73140633	0.76002747	0.5238683	0.8551873	0.52393335	0.86072415	0.9557883	0.7454828	0.8267582	0.74885905	0.88190186	0.8241077	0.6453436	0.83664864	0.8598593	0.570745	0.5296789	0.42324787	0.97587323	0.80678344	0.54269904	0.7245773	0.65486264	0.38424546	0.6813228	0.57814336	0.5224867	0.7507119	0.8730907	0.92480814
jezelf/pron	0.9402108	0.88259506	0.8418614	0.79635596	0.8179103	0.9926509	0.988367	0.9369329	0.96703833	0.9565383	0.92369175	0.97786343	0.95585066	0.97165495	0.9460512	0.93786615	0.9595871	0.97468066	0.9828693	0.9466083	0.9704248	0.98024285	0.9641756	0.985212	0.9089091	0.9046074	0.96096516	0.9595923	0.8584569	0.9358699	0.93367505	0.8435443	0.9656423	0.9543716	0.8757903	0.9550537	0.8628133	0.5936103	0.5059266	0.42621106	0.40060604	0.7925802	0.95592093	0.8531467	0.96321607	0.5782484	0.9287145	0.6383103	0.67319024	0.41940212	0.91944855	0.56431615	0.56179214	0.7805685	0.59714824	0.54778004	0.7001047	0.7301252	0.9018617	0.90943235	0.9606706	0.7768799	0.93749744	0.576205	0.89834124	0.6229888	0.72634137	0.6811626	0.6552689	0.88790417	0.6502838	0.4977237	0.6186657	0.6253207	0.7536492	0.6572207	0.67658275	0.5483128	0.82527584	0.77129793	0.65807843	0.5970806	0.92379844	0.7949971	0.95513296	0.5916662	0.86621594	0.23280787	0.0	0.89020693	0.89818037	0.87468505	0.46396375	0.87566626	0.72995996	0.8944734	0.6643617	0.8078031	0.6000211	0.9674987	0.6222234	0.81470215	0.54237133	0.6362267	0.4607606	0.90157276	0.5789061	0.4567467	0.54683125	0.8773842	0.9058857	0.71134067	0.78000385	0.58753216	0.59821165	0.6038431	0.76838255	0.7612405	0.85173696	0.726398	0.5544215	0.8734514	0.95502836	0.8590137	0.84987426	0.9651595	0.7560135	0.83136916	0.81545454	0.9190279	0.956769	0.921111	0.8084342	0.96369135	0.92233413	0.69384193	0.80811006	0.8082083	0.9116219	0.5273516	0.79556423	0.8899222	0.9341435	0.80013305	0.98388916	0.82278866	0.8737359	0.828218	0.73781824	0.75013936	0.54287064	0.8761523	0.69387305	0.8653297	0.6583562	0.86769575	0.68025136	0.9303335	0.9253683	0.6537304	0.8151247	0.64089096	0.8619495	0.71583724	0.5607834	0.82450825	0.89148456	0.5670507	0.5232072	0.62208784	0.99666274	0.7848582	0.59005165	0.8338241	0.6076431	0.5925758	0.6276337	0.68373334	0.5634669	0.73678595	0.91056234	0.9366896
jodendom/noun	0.87297785	0.7377112	0.7873632	0.96514326	0.43790483	0.9220946	0.9864663	0.94634104	0.9317981	0.97597086	0.94866914	0.9488192	0.95326936	0.99698424	0.77766865	0.9470212	0.9153132	0.991154	0.936135	0.88114417	0.87784946	0.94691575	0.8607543	0.95530266	0.8398458	0.9416671	0.8645326	0.99993086	0.96670055	0.96757036	0.97555125	0.8602582	0.87742764	0.8641635	0.9621946	0.9708359	0.93655473	0.9334172	0.9195116	0.9132437	0.86898434	0.7317256	0.9411043	0.92579246	0.8372056	0.94120324	0.8877248	0.9094218	0.65144193	0.8838379	0.97784036	0.94610995	0.86008084	0.672516	0.8958333	0.8033439	0.8942834	0.76666564	0.83317626	0.9418573	0.9466237	0.84339225	0.9767834	0.77386725	0.65270376	0.890428	0.9058923	0.890335	0.8940934	0.90277153	0.82055247	0.8964287	0.92623615	0.8459075	0.7831206	0.86658144	0.90725094	0.8252964	0.77925676	0.85906374	0.93197894	0.91764224	0.6842048	0.8407079	0.9740181	0.8028157	0.37488627	0.91858816	0.89020693	0.0	0.5222423	0.96997166	0.85383755	0.92021435	0.8964073	0.975918	0.79359	0.9164938	0.6966233	0.8859327	0.8760428	0.9583629	0.89751816	0.8947249	0.91334563	0.9219489	0.93768275	0.91439986	0.920684	0.8368269	0.43595034	0.82263005	0.8932798	0.89557916	0.92152596	0.9371379	0.7896576	0.7739377	0.8794956	0.822821	0.9055258	0.53565097	0.9897784	0.9568386	0.93037826	0.9882348	0.9425979	0.90874845	0.7734055	0.93437874	0.97094995	0.9559867	0.96154684	0.889223	0.779288	0.80811095	0.8464216	0.87087345	0.91069967	0.87148905	0.8422434	0.47434807	0.91293174	0.96426904	0.97667265	0.9210918	0.93733925	0.8961285	0.9177175	0.82110006	0.91580135	0.9859127	0.9658455	0.95351785	0.9347168	0.8687086	0.94895977	0.89737225	0.914074	0.6288816	0.9074215	0.676962	0.6344334	0.6399894	0.76867485	0.830304	0.94960225	0.8779106	0.90337086	0.8837673	0.86624056	0.6830136	0.8393245	0.93744636	0.82055974	0.8845687	0.8184772	0.7907887	0.9111272	0.77768475	0.93810195	0.823237
jood/noun	0.59891933	0.5586478	0.4410138	0.9367158	0.21759772	0.88663465	0.9821735	0.9082289	0.88260937	0.9407057	0.9216115	0.94584644	0.9688772	0.971477	0.5535016	0.89285237	0.69873744	0.9008235	0.9638366	0.7367218	0.9751945	0.9708483	0.9690258	0.9714087	0.9340346	0.7979435	0.6187388	0.9986971	0.86613685	0.97201604	0.9333163	0.7293945	0.5980321	0.60415554	0.82965136	0.9729999	0.7470367	0.91811955	0.9409589	0.8494029	0.90329385	0.73548555	0.9090749	0.93728995	0.8428718	0.93327916	0.8148134	0.85542536	0.7661176	0.8922977	0.93297195	0.9199791	0.750665	0.57338834	0.8658994	0.7646275	0.8380478	0.68456614	0.7073153	0.91590154	0.96623486	0.7216002	0.9209683	0.7793475	0.42225438	0.817536	0.8272935	0.87192523	0.89017123	0.8685121	0.77536577	0.8414554	0.8854846	0.7079	0.7652627	0.7489362	0.8830681	0.9218161	0.7207378	0.9434203	0.8215983	0.95099944	0.46415567	0.78287494	0.835411	0.9335226	0.3785774	0.9342701	0.89818037	0.5222423	0.0	0.88725245	0.8321266	0.83353406	0.87198406	0.9714723	0.876594	0.8248768	0.8088361	0.9921298	0.866588	0.87547743	0.95224434	0.87495786	0.8588866	0.8483529	0.9284057	0.9120741	0.9196235	0.8571351	0.3046134	0.88075304	0.8084715	0.83622366	0.9315274	0.9000435	0.89472413	0.7256452	0.80658966	0.75475645	0.83129126	0.4481132	0.9618973	0.82391554	0.7330718	0.9786529	0.9566432	0.8885624	0.75175667	0.8467475	0.94513094	0.8389933	0.9594004	0.8068787	0.48479778	0.8473559	0.9427382	0.8477093	0.7007259	0.9100255	0.863765	0.39921993	0.8276524	0.93663496	0.9438865	0.8077906	0.9579748	0.7149112	0.94600177	0.7306503	0.95858717	0.8703245	0.9343293	0.93532145	0.95934725	0.8395263	0.94645375	0.74617934	0.92170435	0.5779786	0.95335	0.5835233	0.8598526	0.5512178	0.71341944	0.860163	0.77605176	0.8573864	0.87779856	0.9215387	0.67172706	0.6443615	0.69538116	0.9459339	0.8678644	0.9037062	0.72070026	0.7449546	0.91032994	0.65456986	0.74341106	0.51848996
journalist/noun	0.7696857	0.82817197	0.86704165	0.8807857	0.93218994	0.9752472	0.59415275	0.8714051	0.9503552	0.7815033	0.8529633	0.9140019	0.95281476	0.6898186	0.8747459	0.93938595	0.8835489	0.7721555	0.89595675	0.84629375	0.9651765	0.8885745	0.82173014	0.9756021	0.901462	0.9285251	0.69087577	1.0	0.8988043	0.9496088	0.94873995	0.89263743	0.9417058	0.9070953	0.94442326	0.698429	0.90922207	0.81344396	0.9080663	0.7948006	0.91790426	0.7743619	0.94018674	0.7051475	0.767485	0.79677016	0.7896928	0.72737825	0.919481	0.85081196	0.691957	0.71764004	0.8025881	0.7021353	0.846649	0.8916269	0.8969716	0.9015864	0.84971255	0.8584873	0.96683854	0.93100715	0.95129323	0.8679213	0.81650496	0.72836757	0.8535094	0.89363235	0.78589714	0.80798364	0.8809969	0.8551685	0.6795704	0.7944156	0.9092368	0.85923874	0.7568511	0.64895964	0.8496036	0.759182	0.74060714	0.8055259	0.9357966	0.616423	0.7534524	0.82507396	0.9085914	0.8286125	0.87468505	0.96997166	0.88725245	0.0	0.7219407	0.8825128	0.7598418	0.89712864	0.92495203	0.751906	0.9024299	0.9168797	0.89649165	0.78835255	0.8029366	0.85081995	0.8170944	0.71881497	0.8638334	0.87060916	0.79445523	0.857777	0.77267945	0.9005004	0.5820373	0.8576488	0.8702086	0.77538687	0.84084284	0.76696086	0.94262815	0.6851182	0.8277059	0.840533	0.66999185	0.82417	0.9008803	0.96107334	0.8968564	0.949686	0.84046763	0.86280954	0.79747003	0.89935905	0.7750778	0.9104382	0.9309297	0.92554355	0.8811487	0.7405102	0.8785789	0.8529163	0.956089	0.915115	0.9358757	0.8685763	0.96768785	0.8798505	0.8783053	0.8516681	0.95742196	0.71206164	0.87120503	0.64158696	0.74526155	0.7750972	0.9144588	0.77138186	0.618451	0.87382805	0.88128424	0.83074576	0.927395	0.8554327	0.9194829	0.81288725	0.7728805	0.9338078	0.871945	0.73465097	0.8323426	0.90110934	0.8394783	0.87298363	0.8192449	0.95620847	0.7547168	0.831817	0.8398792	0.8018883	0.8897189	0.8089486	0.80374485	0.8390298
jullie/pron	0.85345125	0.82928646	0.7872999	0.6580409	0.7183213	0.97289664	0.92178637	0.91036695	0.94577163	0.96287036	0.8549748	0.9343653	0.9459624	0.9710252	0.88686794	0.94075805	0.84026766	0.9442702	0.96697795	0.9348528	0.96224415	0.993552	0.9473319	0.9855779	0.9362693	0.9150867	0.86151177	0.9706905	0.9453814	0.92375445	0.8919178	0.846791	0.8723726	0.87559897	0.80764055	0.9247409	0.846638	0.601439	0.47636563	0.4838214	0.6637154	0.812855	0.96172404	0.87510836	0.84711486	0.43417263	0.8602612	0.549508	0.6527821	0.40633672	0.97079647	0.4243747	0.5979611	0.72014964	0.54172754	0.5432947	0.7399502	0.7039441	0.87489015	0.9043353	0.9757754	0.8562996	0.84022164	0.6181516	0.8463787	0.46024746	0.6300912	0.6500663	0.7801853	0.87555414	0.75351477	0.55932236	0.6948824	0.6489579	0.7513107	0.51447386	0.73748046	0.5943307	0.7376815	0.7097047	0.5442618	0.5058294	0.83897	0.7174164	0.95724547	0.71575093	0.7929045	0.43856436	0.46396375	0.85383755	0.8321266	0.7219407	0.0	0.7210599	0.8014264	0.80077577	0.8446156	0.77204835	0.7675794	0.98041165	0.6159445	0.8764636	0.48697776	0.54009056	0.5114564	0.7485372	0.64039505	0.5632804	0.49011123	0.8746952	0.7438569	0.81347907	0.75029486	0.5973159	0.4732548	0.5868616	0.7112634	0.618256	0.9364151	0.47678816	0.46066356	0.81220984	0.9697657	0.7923688	0.85263175	0.9723867	0.8762088	0.8983087	0.858456	0.89387333	0.93170667	0.92076564	0.84303	0.9447248	0.8133909	0.7610583	0.6984769	0.81662583	0.8197316	0.62177026	0.8719117	0.855821	0.92613846	0.73563755	0.9494033	0.8951451	0.8086538	0.87492335	0.759077	0.6306765	0.49135995	0.84161854	0.591151	0.78031003	0.5519084	0.8621057	0.59606874	0.8159653	0.9406999	0.65852135	0.7749137	0.6571002	0.8687346	0.7011522	0.6102551	0.9073851	0.8721108	0.65670776	0.45015752	0.47302634	0.9117014	0.7759465	0.39612323	0.8364897	0.6222272	0.5587652	0.7057414	0.67091095	0.5736866	0.70956457	0.8584626	0.8274257
kerst/noun	0.78352153	0.8603058	0.81376016	0.8887221	0.75868714	0.92316633	0.77915335	0.95515335	0.9812337	0.8964365	0.88796	0.98144513	0.94993526	0.8230459	0.87496006	0.9747421	0.86792064	0.9708611	0.670837	0.95102596	0.9853751	0.85797834	0.884011	0.94632	0.93342334	0.8841052	0.7374351	0.92376614	0.951386	0.8519885	0.94118214	0.8046567	0.879844	0.9572122	0.8712653	0.9175722	0.86166066	0.8096792	0.7947186	0.7522799	0.94539726	0.8637197	0.8232238	0.95928174	0.7151985	0.8684591	0.8707075	0.85361415	0.8234932	0.82746553	0.9328234	0.7733083	0.73215556	0.7115984	0.80092824	0.83624136	0.87567043	0.84577906	0.89853865	0.8326089	0.9217459	0.8538908	0.9051355	0.83193034	0.7997449	0.75911355	0.78706926	0.88161075	0.78500205	0.85061264	0.87414306	0.8370482	0.84712625	0.8115396	0.9098274	0.6477486	0.8810292	0.84159976	0.7992472	0.8676158	0.71468645	0.7902927	0.85099757	0.88899404	0.87399507	0.7820187	0.85081446	0.8452355	0.87566626	0.92021435	0.83353406	0.8825128	0.7210599	0.0	0.75137246	0.92390126	0.92635906	0.9179169	0.8043561	0.8901781	0.80956864	0.8998542	0.8177351	0.8432032	0.7807994	0.75994766	0.84160435	0.8378819	0.7899788	0.726282	0.7366651	0.8140614	0.9094773	0.7495949	0.7982446	0.7343086	0.8996373	0.80297726	0.9307014	0.7024722	0.7386317	0.8187157	0.94177717	0.9048874	0.78207874	0.8503335	0.937029	0.8658592	0.9537838	0.9056096	0.96245706	0.94943994	0.9233391	0.84862375	0.81962264	0.85270524	0.87092996	0.89469296	0.8622377	0.8550394	0.70792246	0.8606782	0.8002627	0.8888979	0.963725	0.87067956	0.9255532	0.9298534	0.9375401	0.7061024	0.7858657	0.79061824	0.8943509	0.95511943	0.7680739	0.8383833	0.7565603	0.68701327	0.9592255	0.86436176	0.8970319	0.8307977	0.92254895	0.73912334	0.7966675	0.8226116	0.775965	0.72378945	0.7804506	0.6897089	0.98067117	0.84072006	0.68185395	0.4162876	0.8793408	0.74253285	0.8143538	0.8065315	0.7918899	0.7202382	0.90276736	0.73548913
kind/noun	0.8018171	0.8401145	0.8553196	0.96435606	0.8815408	0.9256432	0.947785	0.96186274	0.9807151	0.933741	0.88022345	0.98652154	0.9692339	0.9949375	0.94698954	0.8671049	0.94418985	0.9270711	0.8936416	0.9158411	0.99314725	0.6765269	0.8757603	0.96922845	0.9719051	0.95553833	0.75154734	0.99505687	0.9318142	0.893385	0.9851062	0.93554413	0.80131626	0.88247234	0.9494403	0.89376676	0.9657451	0.80779094	0.7917097	0.7031008	0.737609	0.8699295	0.6843922	0.8631218	0.78802943	0.89871943	0.83887583	0.79276776	0.87850696	0.7976241	0.88492626	0.78332627	0.7402369	0.6454046	0.8399467	0.8385514	0.92525625	0.86761534	0.94388616	0.8843664	0.8490504	0.6659535	0.96539515	0.8124567	0.7788831	0.77978414	0.90716577	0.6822412	0.42729247	0.8613405	0.71880853	0.58764094	0.64958566	0.6322397	0.8544281	0.8157978	0.7616833	0.72260106	0.87320787	0.6104152	0.73623717	0.77171254	0.73683083	0.78677404	0.85365534	0.75509834	0.88638824	0.7205582	0.72995996	0.8964073	0.87198406	0.7598418	0.8014264	0.75137246	0.0	0.8144928	0.79014194	0.90201235	0.62229395	0.95925254	0.88331425	0.48407167	0.733622	0.75540733	0.6518433	0.86559075	0.845797	0.7161532	0.81984895	0.3498584	0.885938	0.77323073	0.7807239	0.8371922	0.82008636	0.7553658	0.82447827	0.7205532	0.8007974	0.77052706	0.79579854	0.90779525	0.9569278	0.95199263	0.78154516	0.9556335	0.9168953	0.7540194	0.87008536	0.86758685	0.98693496	0.9773133	0.93252873	0.71184516	0.82505184	0.7342464	0.92602694	0.89993757	0.83411205	0.78601915	0.72757053	0.89545	0.83103997	0.94015324	0.9904807	0.96384877	0.958403	0.8928287	0.9142155	0.57252365	0.86009246	0.751605	0.92855996	0.9040852	0.7645843	0.38415092	0.76814854	0.9427201	0.9878142	0.788464	0.95077664	0.81431425	0.9023543	0.8463204	0.7538364	0.51088	0.90302277	0.57889515	0.82618874	0.78823483	0.94534415	0.8318139	0.7638707	0.6475034	0.7960696	0.6143081	0.74120843	0.5857161	0.8431518	0.75845253	0.92984873	0.6898413
klus/noun	0.9107466	0.85620254	0.9446853	0.97508156	0.9679686	0.9901272	0.9994524	0.9495199	0.9811421	0.98645455	0.8186226	0.84169614	0.99746054	0.9987277	0.9632024	0.88141197	0.8752257	0.9549701	0.99034196	0.9845601	0.99267626	0.9874497	0.9855968	0.99464273	0.9922877	0.98225325	0.95943993	1.0	0.98539126	0.9963249	0.9896923	0.9646777	0.82796276	0.89127237	0.95146126	0.99621075	0.8876707	0.8402482	0.8294224	0.8043326	0.9139631	0.8437474	0.9635492	0.9357141	0.79841983	0.84157765	0.94506365	0.75207454	0.9112469	0.8077363	0.99549526	0.8019508	0.8384675	0.90329844	0.8374074	0.87927914	0.94067705	0.8839691	0.9377183	0.9294784	0.9784375	0.98170966	0.9557979	0.87422794	0.9320857	0.7630676	0.8795424	0.9631541	0.88547504	0.9448019	0.9746007	0.937486	0.86703235	0.76529396	0.9347137	0.8575878	0.8666015	0.96154433	0.89800406	0.47447532	0.8609231	0.8321294	0.98216367	0.9563055	0.91906244	0.9427884	0.9780459	0.8467034	0.8944734	0.975918	0.9714723	0.89712864	0.80077577	0.92390126	0.8144928	0.0	0.9610051	0.95066303	0.95840174	1.0	0.77920914	0.94172657	0.8474152	0.8853377	0.84459126	0.9355204	0.82287616	0.8715773	0.78743744	0.9508628	0.98395455	0.9383289	0.9333414	0.74828124	0.7369442	0.6940617	0.94484013	0.77453595	0.9238013	0.8838657	0.730609	0.9419696	0.96943426	0.8920189	0.9682246	0.9665827	0.9680179	0.9947787	0.95708734	0.9853993	0.9336406	0.9148872	0.8997185	0.9861851	0.9300603	0.8537497	0.9171686	0.9618267	0.879334	0.85044456	0.97207063	0.9885318	0.9526315	0.8751347	0.93057996	0.9483858	0.8893662	0.93367577	0.860457	0.780266	0.7582033	0.93382853	0.9161828	0.95753783	0.9213957	0.9581151	0.8108841	0.94191664	0.93247217	0.889091	0.9260444	0.8834116	0.9275402	0.8533172	0.9073348	0.9700793	0.8936327	0.8577837	0.8885315	0.6932125	0.9919585	0.97775835	0.7770964	0.8473547	0.9129989	0.7959025	0.8868553	0.8786092	0.8715193	0.9097869	0.975075	0.99066925
kunst/noun	0.8677519	0.8369794	0.8900397	0.9311974	0.8634671	0.8396667	0.9826259	0.895196	0.9758881	0.9068919	0.83276844	0.9944462	0.5903821	0.9592233	0.9289579	0.93809015	0.9193713	0.93229413	0.8535409	0.9214126	0.9301322	0.9822841	0.9052005	0.54346305	0.77951676	0.96916944	0.83653027	0.9754422	0.9041224	0.92936414	0.9891968	0.9101411	0.8757889	0.91185486	0.9531569	0.976221	0.9624569	0.84374917	0.7234676	0.81797034	0.59748614	0.8099163	0.9625391	0.95285857	0.90155077	0.8869432	0.87332195	0.7957373	0.8278106	0.8227597	0.82160485	0.86525136	0.736213	0.5597371	0.8857313	0.7666644	0.72791755	0.76876473	0.8455292	0.6210042	0.9485731	0.73660666	0.9606707	0.7228407	0.816171	0.870834	0.9364234	0.82240766	0.7221607	0.75135005	0.5243418	0.582288	0.7995881	0.7968385	0.8569673	0.86801934	0.8476493	0.7046585	0.83127826	0.93949103	0.78123057	0.8936058	0.8668522	0.8554986	0.88299936	0.59502023	0.82067865	0.781983	0.6643617	0.79359	0.876594	0.92495203	0.8446156	0.92635906	0.79014194	0.9610051	0.0	0.87695557	0.41034484	0.8602909	0.7903571	0.78455466	0.8604392	0.82068133	0.7547895	0.9559307	0.8803402	0.77525973	0.86193955	0.8601054	0.8713997	0.36683923	0.8283051	0.8586367	0.89104813	0.7656214	0.73607564	0.9119608	0.8459735	0.81960636	0.83789307	0.8333576	0.96925026	0.89575976	0.84034634	0.99506027	0.7733167	0.83820677	0.51706356	0.8297975	0.96428806	0.9539525	0.9394069	0.9062711	0.83021724	0.7294489	0.89898497	0.86289805	0.940471	0.73977864	0.7133017	0.7957978	0.94847834	0.92440677	0.9622439	0.8083217	0.9152087	0.8115957	0.8320292	0.7925065	0.8997047	0.9071867	0.916443	0.8968592	0.8305015	0.7879528	0.8642807	0.8808281	0.8890146	0.77908635	0.8080346	0.71816987	0.7040669	0.6973793	0.6238458	0.7424917	0.9704723	0.80621153	0.81737256	0.89731216	0.97375345	0.73735666	0.8285802	0.8989777	0.7369576	0.83992684	0.6881926	0.7884091	0.7899836	0.6768795	0.91166997	0.83685046
laconiek/adj	0.9837793	0.91858983	0.71448475	0.5257118	0.92642057	0.9849393	0.9173606	0.83929306	0.89852595	0.7833878	0.8799258	0.93242145	0.9746825	0.8885588	0.71906585	0.95241594	0.7622033	0.7333252	0.9115397	0.6006744	0.88466924	0.9380042	0.8471961	0.9848062	0.8226366	0.95233774	0.7180129	0.99999565	0.91525143	0.9255596	0.97988856	0.9026544	0.97825897	0.8463231	0.8698093	0.60392815	0.8871803	0.6661343	0.9228213	0.8010143	0.8883315	0.9065822	0.9608717	0.8156632	0.8289496	0.74133646	0.73931664	0.8118899	0.8188282	0.7448021	0.82655424	0.8055316	0.88848436	0.84740967	0.733713	0.7660328	0.7515517	0.67421836	0.79700905	0.8759019	0.9549799	0.97474104	0.93465734	0.8349673	0.9399094	0.8661534	0.8905194	0.94584125	0.8614748	0.9230045	0.8654814	0.8914664	0.7301266	0.9002503	0.8468293	0.823669	0.78852475	0.8596882	0.6826999	0.8859682	0.8936104	0.8255211	0.890499	0.93598104	0.8265102	0.7028784	0.9203279	0.8472421	0.8078031	0.9164938	0.8248768	0.751906	0.77204835	0.9179169	0.90201235	0.95066303	0.87695557	0.0	0.87767696	0.82534415	0.7253927	0.94889194	0.7676257	0.8229821	0.8860457	0.90404826	0.8420321	0.8259944	0.7489914	0.91496915	0.93353486	0.76588756	0.7668179	0.7503525	0.7482306	0.94728136	0.81159866	0.7906109	0.87123895	0.8574421	0.7947194	0.926291	0.79256904	0.4965384	0.92185086	0.97169715	0.9120928	0.9431297	0.89464176	0.91179913	0.80721825	0.8984503	0.90144986	0.9671084	0.92333925	0.8169229	0.8814393	0.85931104	0.70967233	0.6938089	0.7623679	0.94803107	0.98654705	0.6985449	0.9211034	0.9229082	0.91681993	0.8269917	0.93105155	0.8166204	0.8308363	0.86456966	0.94540316	0.8125082	0.93162364	0.8522297	0.8954772	0.8928133	0.9181849	0.8546027	0.82473385	0.8331917	0.761944	0.94301814	0.8938768	0.9625644	0.84676665	0.8304862	0.83768755	0.9069247	0.9721371	0.8477301	0.8485972	0.9181613	0.6559042	0.83370286	0.6833377	0.8897478	0.8024666	0.74329656	0.76172274	0.92961186
