	13-jarige/adj	Albanees/noun	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Democraat/noun	Duitser/noun	Engelsman/noun	Iraans/adj	Javaan/noun	Kosovo_crisis/noun	Nederlander/noun	Syriër/noun	Tutsi/noun	Waal/noun	aartsvijand/noun	allebei/adv	allemaal/adv	alles/noun	ander/adj	ander/noun	armband/noun	baan_DIM/noun	baas/noun	begin/noun	begin/verb	bemin/verb	boek/noun	computer_spel_DIM/noun	criticus/noun	dagelijks/adj	destijds/adv	diep/adj	ding/noun	dirigent/noun	draadloos/adj	duif_liefhebber/noun	eeuwig/adj	eigenlijk/adj	erg/adj	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	ga/verb	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	grinnik/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hier/adv	hoe/adj	hoe/noun	hoezeer/adv	huis_werk/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	jodendom/noun	joods/adj	journalist/noun	kater/noun	kerst/noun	kind/noun	klus/noun	koop/verb	kunst/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	liberaal/adj	liefde/noun	luister/adj	maandag/noun	man/noun	medium/noun	meest/adj	mens/noun	meute/noun	middelmaat/noun	misschien/adv	modern/adj	moeder/noun	moslim/noun	namaak/noun	namelijk/adv	natuurlijk/adj	niet/adv	nooit/adv	nuchterheid/noun	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongelijkheid/noun	ons/noun	oorlog/noun	opgesloten/adj	oprichter/noun	opzettelijk/adj	oud/adj	overigens/adv	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	romantisch/adj	schoen/noun	schop/verb	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	steeds/adv	steun/verb	strafschop/noun	stuk_DIM/noun	super_held/noun	systeem/noun	talentvol/adj	tegenstander/noun	tegenwoordig/adj	tennis/noun	tevoren/adv	toch/adv	toestand/noun	trend/noun	tuig/noun	tv/noun	type/noun	ultra_orthodox/adj	vader/noun	varken/noun	vecht/verb	verdwaal/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervloek/verb	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vrouw/noun	waarom/adv	waarschijnlijk/adj	wantrouw/verb	wereld/noun	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	zeg/verb	zelfs/adv	zeur/verb	zo/adv	zwart/adj
onderwijs/noun	0.9431558	0.9385601	0.9184709	0.9848521	0.9186802	0.9763291	0.9390534	0.9541978	0.97089976	0.98825896	0.9925065	0.85705256	0.9872404	0.98475724	0.93860173	0.9926017	0.9297415	0.9276731	0.9543167	0.93029493	0.9539903	0.9817256	0.9871032	0.90827715	0.9091676	0.8859241	0.98499495	0.9085905	0.98226947	0.9788735	0.88701165	0.9243196	0.93306917	0.96665746	0.9857892	0.968523	0.986148	0.9606023	0.9346889	0.9156861	0.9479874	0.966999	0.89721096	0.9099447	0.9485345	0.8949583	0.96686524	0.98714584	0.9934427	0.947003	0.92658967	0.93066895	0.96717304	0.98148936	0.9696562	0.99110234	0.9789904	0.92917055	0.8995736	0.9118528	0.96286196	0.9906115	0.9847866	0.82721114	0.8623128	0.952803	0.95153886	0.9552536	0.9722736	0.91388595	0.943058	0.95608675	0.96523905	0.8655455	0.93318915	0.86187017	0.94456846	0.9452682	0.94748604	0.8683018	0.957298	0.8807673	0.9180398	0.95924836	0.9987184	0.93284357	0.90647733	0.9206975	0.90788144	0.8323172	0.9928289	0.99260086	0.9540974	0.91479313	0.9272083	0.91781354	0.99843204	0.8837007	0.9365939	0.97015613	0.95189583	0.97897065	0.9570382	0.9827916	0.0	0.9600328	0.9209977	0.9446386	0.9912654	0.9451197	0.932623	0.8473422	0.8776206	0.9459464	0.9775391	0.9310673	0.9927711	0.91821665	0.891385	0.9822008	0.95734334	0.95034206	0.9959453	0.9592959	0.94275135	0.93348145	0.9516504	0.99248785	0.9521375	0.94959944	0.97175175	0.9511484	0.9661363	0.92542547	0.9248707	0.94452333	0.89824384	0.8996879	0.9147326	0.90383613	0.9708789	0.9415489	1.0	0.92233044	0.98749554	0.955018	0.9037472	0.9639944	0.9717579	0.9298779	0.95159805	0.9416609	0.9847001	0.9500925	0.9241374	0.99697703	0.93565243	0.9202149	0.9607653	0.9688907	0.9360682	0.8854732	0.86584806	0.998439	0.996607	0.9752891	0.9413848	0.88833356	0.97796214	0.8938378	0.9303098	0.9460285	0.9144454	0.94054294	0.9270035	0.8978895	0.9725481	0.91420776	0.94701946	0.8947261	0.9067644	0.99084723	0.9108428	0.9103946	0.8615329	0.99578094	0.98874456	0.9245969
ongelijkheid/noun	0.9837262	0.9814044	0.9578717	0.9964879	0.93139267	0.9623823	0.97472227	0.9708204	0.9796726	0.95432353	0.95782775	0.9495466	0.9839101	0.95145863	0.9812785	0.98218	0.97689295	0.97256994	0.96414924	0.9656574	0.9964336	0.9971318	0.9744146	0.9774877	0.9605004	0.928645	0.9456747	0.98275477	0.9953777	0.9499577	0.97514606	0.9584919	0.9905446	0.9600261	0.9615018	0.96738416	0.9987461	0.9767237	0.98511267	0.9865356	0.97717243	0.97124916	0.9822731	0.97680485	0.9772965	0.97911745	0.99075633	0.96258307	0.9987631	0.9949814	0.95852864	0.98885703	1.0	0.9986895	0.979035	0.96120507	0.98257726	0.9664915	0.96704894	0.94708186	0.9882194	0.97865033	0.99720275	0.97434694	0.95128745	0.9596082	0.9721471	0.94696105	0.9886043	0.96028835	0.9882083	0.9560322	0.9510501	0.9691402	0.9635038	0.9688273	0.97504807	0.98648417	0.97851706	0.9370045	0.9874348	0.9585822	0.97465706	0.98720425	0.9920645	0.98461026	0.9743455	0.9513505	0.9500451	0.96683496	0.9773452	0.9927581	0.9882961	0.97310424	0.9838253	0.9256755	0.9951273	0.9390571	0.98194075	0.9761814	0.9775288	0.98450834	0.9932646	0.9857758	0.9600328	0.0	0.97438014	0.9580164	0.9644772	0.931706	0.9678238	0.9797089	0.973132	0.98166996	0.998402	0.9777981	0.9953139	0.9652135	0.9597094	0.9603931	0.97022444	0.9428394	0.99070704	0.9832019	0.9880963	0.9856381	0.9374893	0.9831905	0.96756357	0.9799781	0.972927	0.9245487	0.97078836	0.98559153	0.9902711	0.9866055	0.9400072	0.96056587	0.9827563	0.9492701	0.9763169	0.9809595	0.9773064	0.9442895	0.99020433	0.97374254	0.988196	0.9744927	0.98421556	0.9931927	0.9622088	0.97048724	0.97766286	0.9786344	0.99174535	0.9889399	0.981006	0.97645366	0.954562	0.96478695	0.9805886	0.9465878	0.9883859	1.0	0.949455	0.93155056	0.96078503	0.93373084	0.98524237	0.93486124	0.99037397	0.95439535	0.9670564	0.98027873	0.942626	0.97159123	0.95562357	0.9498783	0.98068506	0.97909755	0.9311407	0.952647	0.9051641	0.97309697	0.96369433	0.9706733	0.9948447	0.96716106
ons/noun	0.9331952	0.9633269	0.90929407	0.9794917	0.91363573	0.97898114	0.9129317	0.96811724	0.9156357	0.96861726	0.9950262	0.86363596	0.9813835	0.9843998	0.9383986	0.9819363	0.9405822	0.8832737	0.86000586	0.91097236	0.9439246	0.9743744	0.95943207	0.9016535	0.9031155	0.9095854	0.9547037	0.8691298	0.98503864	0.95961094	0.9132279	0.8837534	0.9130125	0.9180788	0.9649291	0.98586595	0.99082005	0.9180612	0.8771778	0.900393	0.9572802	0.94654286	0.91874635	0.9198475	0.9115212	0.8655788	0.9494784	0.9978043	0.9712847	0.86299205	0.90841085	0.89671254	0.9925402	0.9727144	0.97178674	0.9176629	0.9974349	0.91419446	0.8385934	0.90869427	0.9629675	0.9445074	0.9564378	0.8551145	0.8842398	0.9565236	0.94492215	0.9133534	0.97524935	0.9359821	0.8891357	0.96725845	0.92947996	0.8996854	0.9377624	0.88893133	0.92535216	0.9030859	0.9456477	0.9143618	0.9711934	0.85210156	0.9717512	0.9107078	0.98053	0.9169679	0.9345718	0.9170169	0.8670362	0.9109522	0.99289954	0.98962736	0.88331103	0.904071	0.90607125	0.9169378	0.9871887	0.9006374	0.8641036	0.9374763	0.89479005	0.99578285	0.9947548	0.9667171	0.9209977	0.97438014	0.0	0.9094856	0.96578413	0.9528682	0.9860914	0.88837254	0.8586961	0.96048695	0.97264886	0.8767644	0.9756674	0.9700335	0.920825	0.9618068	0.9004986	0.9337766	0.9798814	0.91666347	0.94929373	0.93947864	0.91623294	0.9841907	0.9674615	0.945801	0.94107985	0.9539859	0.96668893	0.8802541	0.87201166	0.980025	0.9264778	0.9085125	0.89558643	0.90145123	0.9228215	0.8951023	0.98052657	0.9195737	0.94010425	0.9210662	0.8907011	0.9731987	0.970295	0.8786866	0.94126004	0.9346953	0.9628944	0.9253574	0.93194413	0.951426	0.89461535	0.9392032	0.9144565	0.95196396	0.9336804	0.90911853	0.88080454	1.0	0.95763505	0.9434221	0.92397726	0.9416939	0.9493444	0.89081264	0.870555	0.9226997	0.91166216	0.93663704	0.86632526	0.8677097	0.9653983	0.90107274	0.9638927	0.8650034	0.92461604	0.949005	0.8910332	0.8689752	0.86524963	0.96128863	0.9774307	0.89617014
oorlog/noun	0.95567226	0.9029921	0.7932825	0.973386	0.83194506	0.93633753	0.844652	0.9007695	0.87074435	0.9539442	0.91765696	0.8960797	0.89818037	0.93776214	0.9658422	0.8272146	0.9367911	0.89532185	0.919585	0.8896768	0.9288213	0.9759504	0.967528	0.90704226	0.78535706	0.75937724	0.9851221	0.8437573	0.99400735	0.8616096	0.89289045	0.8533957	0.9030541	0.9082485	0.8905517	0.9969608	1.0	0.89954895	0.89352334	0.9325048	0.95917636	0.9356375	0.8877316	0.8884273	0.83158475	0.9389867	0.9498761	0.9795874	0.9655954	0.93827164	0.8033124	0.9037168	0.9951878	0.996055	0.96176296	0.9300006	0.98847616	0.92627966	0.8608009	0.87475085	0.94833684	0.89193624	0.9897384	0.9117073	0.87373734	0.8985937	0.94814414	0.875045	0.9406704	0.780789	0.8196215	0.97703874	0.9152559	0.92513657	0.9802756	0.85649043	0.8638947	0.9407034	0.9441915	0.7467619	0.9597952	0.85979927	0.9000432	0.93096346	0.9727978	0.9019052	0.9118283	0.8814122	0.8148705	0.9262333	0.9616176	0.9621367	0.8810463	0.8669816	0.8708736	0.7965055	0.9918259	0.8871615	0.9106635	0.96298665	0.8881197	0.9867164	0.93841237	0.94999206	0.9446386	0.9580164	0.9094856	0.0	0.9301244	0.8622072	0.9606531	0.86809975	0.860085	0.9380721	0.94068515	0.8571293	0.9150218	0.8396686	0.84005576	0.94214326	0.84851956	0.7295222	0.99112195	0.9535299	0.94807255	0.9088082	0.9112426	0.9906984	0.917338	0.8534245	0.8940281	0.94061935	0.94288117	0.9133701	0.9097769	0.95512164	0.7685017	0.82471347	0.89018935	0.7949077	0.9785609	0.9182104	0.9184545	0.9156952	0.95124257	0.88942075	0.8894849	0.9547734	0.9600447	0.9489102	0.87233984	0.9397693	0.95694286	0.9327414	0.92951393	0.95952916	0.8106261	0.94224465	0.7204467	0.95421875	0.9349569	0.84240127	0.9394349	0.97260064	0.9386063	0.7655195	0.91413546	0.75606465	0.9477417	0.9068025	0.9144591	0.7282928	0.9123416	0.90545774	0.865765	0.87401336	0.90446657	0.86358523	0.9739862	0.8655584	0.737079	0.82155025	0.879001	0.8925777	0.89630425	0.96920514	0.97845757	0.8888226
opgesloten/adj	0.90852827	0.94013864	0.86449283	0.96822506	0.91598403	0.94985527	0.92733574	0.94575876	0.92724967	0.9700289	0.99502605	0.9253037	0.9572191	0.97299516	0.9405087	0.98247033	0.97946626	0.9745164	0.9896565	0.9310176	0.9960233	0.9692699	0.98569673	0.9773465	0.9419741	0.9502637	0.99616337	0.9572501	0.99093735	0.94978917	0.94509757	0.9306624	0.9634744	0.9871745	0.9621792	0.9809273	0.9690741	0.985218	0.96276474	0.9887803	0.96838534	0.9734142	0.9507611	0.95987034	0.97070783	0.98787373	0.97336364	0.9925426	0.9760323	0.98388094	0.91294044	0.9477669	0.9994007	0.95130515	0.98463494	0.9641596	0.993687	0.9771635	0.95427006	0.98934597	0.9804416	0.91771895	0.98231316	0.9269539	0.90149415	0.96000755	0.9693323	0.9476592	0.97523165	0.89854926	0.9530791	0.9783345	0.9801153	0.9466625	0.9870509	0.956524	0.96396327	0.94749975	0.98778605	0.9433696	0.96172494	0.9626518	0.9796459	0.9608206	0.9892638	0.9376852	0.91635	0.954476	0.9400215	0.93992674	0.93898696	0.98211384	0.9693936	0.9802481	0.90602076	0.9082851	0.97276443	0.98542714	0.95898575	0.9882816	0.9556874	0.9661705	0.98519	0.9809642	0.9912654	0.9644772	0.96578413	0.9301244	0.0	0.9466391	0.94445497	0.9521112	0.97235227	0.9881263	0.9847197	0.9714359	0.9767083	0.98709846	0.92569256	0.93913263	0.91840875	0.9432677	0.99905944	0.92973435	0.95164555	0.9876008	0.9509664	0.96885324	0.96680343	0.9258407	0.96023107	0.9664845	0.94920856	0.9861023	0.97927433	0.9811546	0.95579934	0.9366681	0.9668338	0.9371473	0.97477704	0.96587265	0.9988768	0.9707987	0.96720874	0.96719885	0.97855926	0.959702	0.94789314	0.9753648	0.9387728	0.98912567	0.9749209	0.9674748	0.9593841	0.9685469	0.9169096	0.96120334	0.90440077	0.93955547	0.94546616	0.93123233	0.9694781	0.9993207	0.95078504	0.94665265	0.9716898	0.95285976	0.96746147	0.96224713	0.9771817	0.92828196	0.95884335	0.91262907	0.96193665	0.94956	0.92596805	0.949528	0.9811166	0.97327715	0.930356	0.95445305	0.94913185	0.939074	0.97393894	0.9892577	0.9945342	0.95876324
oprichter/noun	0.9387628	0.9284074	0.81926304	0.984916	0.9178702	0.89083517	0.8367208	0.86634785	0.91678864	0.98092526	0.95214725	0.8479226	0.9390017	0.9647995	0.95478517	0.91624755	0.8865324	0.9474684	0.9510241	0.94569904	0.93439484	0.96335846	0.9212818	0.79643697	0.8530307	0.82160765	0.98050374	0.85376257	0.9756456	0.8659072	0.934904	0.81552285	0.9417618	0.9576409	0.81652206	0.9528783	0.98313093	0.9006628	0.9342673	0.9367915	0.9583028	0.94416094	0.9270911	0.8999729	0.85469663	0.92290545	0.9646145	0.9946362	0.96711123	0.9691811	0.92190325	0.95650154	0.9815934	0.9120143	0.96171373	0.9104995	0.97567874	0.95742786	0.9491211	0.9661888	0.94093424	0.9652391	0.9532537	0.9441467	0.8004018	0.93269914	0.93996793	0.9057988	0.9607164	0.8483817	0.83910143	0.92166966	0.9031945	0.97521764	0.96556836	0.82957184	0.92874753	0.89086014	0.9179294	0.94424486	0.9400536	0.8935039	0.8661988	0.92584306	0.9574042	0.9063284	0.82719445	0.9282365	0.9497622	0.98172194	0.9763125	0.9627172	0.9436931	0.8833171	0.8656109	0.90637195	0.9549016	0.9087377	0.94618386	0.9911397	0.953533	0.9396348	0.95533246	0.9472504	0.9451197	0.931706	0.9528682	0.8622072	0.9466391	0.0	0.94536763	0.9063196	0.90744895	0.9560086	0.97523767	0.90443885	0.9607505	0.95316124	0.9083131	0.92844	0.86471575	0.79345345	0.9971535	0.9331535	0.952557	0.9548861	0.9177331	0.96843666	0.9365297	0.926539	0.9281132	0.92101294	0.9223456	0.9393644	0.94998217	0.9061884	0.9032109	0.94533336	0.93238264	0.8606846	0.94517934	0.9326748	0.9306724	0.92523384	0.92580444	0.9120133	0.9039469	0.9594803	0.95409805	0.9800126	0.9107927	0.9255212	0.9615226	0.88811123	0.8967152	0.99356514	0.75799334	0.96701765	0.8949057	0.95014715	0.890513	0.8290037	0.92137396	0.98712766	0.9247198	0.88014966	0.9351523	0.9288103	0.9299604	0.9032476	0.90243095	0.9241666	0.9512517	0.839664	0.9175087	0.869975	0.9075548	0.92718595	0.96142983	0.90852	0.8274226	0.9467504	0.9409816	0.7941822	0.93246686	0.93616664	0.97695035	0.89377147
opzettelijk/adj	0.9649466	0.95759284	0.91908205	0.99176663	0.976676	0.97659636	0.91295695	0.91376215	0.9407138	0.9780633	0.9863932	0.91598445	0.9472176	0.9652642	0.96154964	0.9578151	0.92772484	0.9721066	0.99671364	0.97929156	0.97423357	0.9822529	0.97289866	0.942989	0.92709124	0.95047486	0.9997674	0.9614877	0.9983364	0.9637515	0.9608497	0.9330319	0.9720515	0.99221545	0.96949625	0.9795497	0.9925346	0.9789134	0.9408891	0.99268323	0.9916449	0.97015524	0.9364037	0.9572903	0.97014844	0.9790772	0.96123695	1.0	0.9959721	0.9863813	0.9452989	0.9713341	0.9677842	0.96367794	0.9951353	0.9804606	0.99429464	0.98265314	0.9418734	0.9760544	0.9661733	0.95087457	0.98144466	0.9288488	0.8880073	0.9650248	0.9817823	0.96833616	0.96932375	0.90348643	0.967865	0.95810115	0.96532905	0.98165596	0.98151064	0.9229363	0.9380353	0.9698697	0.92380774	0.94115704	0.9759812	0.95809686	0.96739924	0.9680198	0.98190385	0.9393716	0.9037417	0.96980286	0.9582691	0.93620694	0.9964093	0.9817149	0.9760104	0.9756672	0.943553	0.9672919	0.94768965	0.93965673	0.97727305	0.9764755	0.9705523	0.9897121	0.98499644	0.94956493	0.932623	0.9678238	0.9860914	0.9606531	0.94445497	0.94536763	0.0	0.9416458	0.9486752	0.98622525	0.96897113	0.9640489	0.9577921	0.9643796	0.95842767	0.96636224	0.9660234	0.9484552	0.9987339	0.94996953	0.967294	0.9835341	0.9853551	0.97701365	0.96860504	0.98657477	0.9694771	0.9609609	0.94219315	0.9859756	0.9763392	0.980235	0.96995014	0.9410428	0.9686564	0.9525996	0.97214276	0.97759354	0.9904022	0.98694116	0.9316695	0.95555365	0.94717675	0.98811215	0.9423428	0.99701065	0.9276532	0.9379661	0.9624068	0.9696006	0.96284145	0.96437955	0.9242939	0.9469053	0.9405343	0.9542925	0.9560586	0.9470564	0.9402697	0.97134674	0.9782605	0.9385938	0.9710847	0.96075505	0.97921044	0.9471746	0.9682719	0.96579635	0.9627265	0.9120176	0.97626114	0.9579756	0.96932095	0.98766917	0.94023275	0.95932525	0.9358496	0.96447855	0.95823216	0.9365148	0.9571084	0.9356206	0.99255025	0.9508088
oud/adj	0.96154404	0.9148599	0.83576363	0.97654873	0.93916845	0.91783005	0.87703705	0.89992976	0.92239314	0.9708856	0.9756657	0.80751085	0.9406696	0.94977313	0.9161148	0.94321656	0.88172424	0.8441932	0.91341424	0.91331095	0.9299332	0.94464886	0.914621	0.8932531	0.83595526	0.82958174	0.9637631	0.8214825	0.9580926	0.8943229	0.80281836	0.83555555	0.8714037	0.900144	0.9206109	0.94758266	0.9800967	0.8744632	0.8653109	0.8686478	0.95748174	0.9691009	0.9203632	0.9213144	0.8786548	0.8739835	0.8988932	0.9418699	0.9938361	0.9235826	0.91778606	0.8842291	1.0	0.9687438	0.97069347	0.92294925	0.97317237	0.8637502	0.8649867	0.88873863	0.9488459	0.9863599	0.9786388	0.69676715	0.72597444	0.93069607	0.9475928	0.9527362	0.95485544	0.8614974	0.85524577	0.9397355	0.93294996	0.8244117	0.9501228	0.77101773	0.87881577	0.87861514	0.9694967	0.8230258	0.9748101	0.85348105	0.9209272	0.87781984	0.95933604	0.89258885	0.8438563	0.8932353	0.8024428	0.7412667	0.9563057	0.9787109	0.87306654	0.80640155	0.8206555	0.88739973	0.96851915	0.83384496	0.8612076	0.9523895	0.8792258	0.9881465	0.96260625	0.96681213	0.8473422	0.9797089	0.88837254	0.86809975	0.9521112	0.9063196	0.9416458	0.0	0.8298607	0.92179	0.9684329	0.8897863	0.94004875	0.92546785	0.89432746	0.9364746	0.92701143	0.8958031	0.9718626	0.8796386	0.9226616	0.90288186	0.8893823	0.9817032	0.9443263	0.9000404	0.87552553	0.8980776	0.94841236	0.8959814	0.8299527	0.9457015	0.8620324	0.82642365	0.8723455	0.8988802	0.88128436	0.88680613	0.95137024	0.9140031	0.952999	0.9089233	0.848153	0.939536	0.9682665	0.93193656	0.9314118	0.93304276	0.9314408	0.92733455	0.8206174	0.9805149	0.8050491	0.87081003	0.9131989	0.985223	0.92308784	0.805515	0.8841886	0.9914603	0.98240143	0.9119835	0.9298717	0.9030359	0.94260937	0.87644964	0.88877064	0.91577	0.9394226	0.81909496	0.8794804	0.8497348	0.9635879	0.8386698	0.94453675	0.84773356	0.79964	0.95665497	0.8910048	0.87946856	0.8785667	0.9706525	0.9737567	0.8587547
overigens/adv	0.96952045	0.9461628	0.8448112	0.96499646	0.9694459	0.9687053	0.8864747	0.9076524	0.9391976	0.9798508	0.9933366	0.8134449	0.9842188	0.99861634	0.96080726	0.9245995	0.8985036	0.8451943	0.8535803	0.87236536	0.89137745	0.9692179	0.96801317	0.8129359	0.8021383	0.8282517	0.9940383	0.8323839	0.9771864	0.9023568	0.8850328	0.7904101	0.8671704	0.88980216	0.93888825	0.94059944	0.99529594	0.8943157	0.826714	0.81635773	0.94126815	0.9221422	0.88149035	0.86934906	0.8713832	0.80046594	0.9694112	0.98706675	0.9947585	0.88030815	0.9038175	0.84915906	0.9800568	0.9506692	0.94870675	0.97423977	0.9779065	0.89044005	0.85085684	0.85825366	0.9605118	0.9576584	0.9432505	0.8552556	0.7956305	0.93880373	0.9085432	0.92518425	0.98069465	0.9139912	0.86132187	0.934024	0.91609025	0.9162225	0.92604333	0.7901086	0.90160793	0.8633591	0.9059662	0.8911221	0.96287125	0.846367	0.9012286	0.89638907	0.95641696	0.8724959	0.8982775	0.85139424	0.8443134	0.89476085	0.9696952	0.9608004	0.83811516	0.87585515	0.9009676	0.9135809	0.9903926	0.84295523	0.8414216	0.86760664	0.8519995	0.9336743	0.97206974	0.9659065	0.8776206	0.973132	0.8586961	0.860085	0.97235227	0.90744895	0.9486752	0.8298607	0.0	0.9250256	0.9498491	0.8415593	0.9600037	0.9462303	0.85170853	0.9564022	0.89664894	0.8928151	0.99228084	0.9909832	0.9424001	0.92995006	0.8172772	0.9862236	0.9362502	0.909043	0.9331988	0.9198183	0.9488484	0.8669869	0.84813374	0.94107544	0.85459423	0.8965957	0.85510606	0.83731025	0.90210414	0.9023483	0.9692459	0.87093586	0.9165917	0.8769993	0.831451	0.9649962	0.9509435	0.8740754	0.9223701	0.89291	0.9855464	0.9272334	0.87717164	0.97625536	0.8465167	0.94834393	0.8906309	0.98250115	0.9031737	0.8547716	0.8062773	0.98090905	0.9728275	0.91880536	0.9002802	0.8834971	0.9621845	0.79989505	0.8267422	0.9177108	0.9221025	0.91222227	0.79962075	0.8231945	0.9457335	0.8398786	0.95025116	0.83882445	0.8672315	0.9392688	0.8396204	0.7559441	0.7943616	0.908431	0.9589848	0.88661325
pas/noun	0.9703332	0.96333	0.9417756	0.9507457	0.9682354	0.97668225	0.92952967	0.9590374	0.9579996	0.9924221	0.9945609	0.9121386	0.97259563	0.9786718	0.95610625	0.9757198	0.9350742	0.936415	0.95786047	0.94583577	0.9377252	0.9838456	0.97597957	0.95653534	0.9123738	0.8579468	0.9993367	0.9430175	0.9878039	0.958379	0.93930113	0.9306366	0.9436779	0.9816237	0.9455489	0.98970336	0.9959663	0.94396526	0.9450415	0.92991716	0.9650569	0.9761888	0.93098205	0.94017255	0.9163392	0.9326601	0.97668916	0.9678163	0.98942953	0.92673135	0.97618425	0.9653236	0.9997911	0.9905146	0.98175097	0.95012045	0.99943507	0.95834166	0.94411486	0.95073926	0.9747354	0.9864376	0.9568653	0.92151475	0.92797303	0.9820722	0.9500913	0.97295505	0.96302426	0.9613648	0.9463675	0.9614692	0.98463356	0.9398161	0.95115757	0.9172681	0.9490052	0.92743576	0.97719014	0.94885606	0.9803231	0.9410269	0.97073746	0.95755315	0.9620146	0.929139	0.94577754	0.966071	0.946427	0.9459119	0.98566467	0.9904231	0.9492473	0.9409507	0.9403128	0.955177	0.99799824	0.9505608	0.94420415	0.97597015	0.97718465	0.98719686	0.97836274	0.980427	0.9459464	0.98166996	0.96048695	0.9380721	0.9881263	0.9560086	0.98622525	0.92179	0.9250256	0.0	0.99262387	0.95546496	0.9353979	0.97955847	0.950406	0.9340494	0.94817823	0.9395152	1.0	0.9710712	0.9420118	0.9470458	0.9101863	0.9909706	0.9678836	0.94313884	0.92743796	0.97171056	0.8926425	0.9745948	0.94958824	0.9646609	0.93875796	0.93185127	0.97399306	0.9281893	0.9076088	0.9630364	0.9973245	0.9495545	0.95353186	0.92166114	0.9257668	0.97513074	0.98456645	0.9479901	0.96952945	0.92217284	0.980882	0.9625552	0.9427024	0.9950545	0.9381065	0.9745607	0.9621782	0.9601262	0.9573861	0.89747715	0.9365031	0.9978128	0.9803719	0.9598081	0.89583343	0.9436085	0.9746881	0.9225232	0.9569942	0.9601198	0.9599578	0.95162034	0.9326651	0.90729135	0.985926	0.93305755	0.97350085	0.94836825	0.8924664	0.97515535	0.9132642	0.93841594	0.92055666	0.9856863	0.9636167	0.9465649
perfectie/noun	0.96795976	0.93785083	0.8990251	0.97487664	0.9755859	0.9956273	0.8890976	0.97015494	0.9255587	1.0	0.99772084	0.94928294	0.9468257	0.9699864	0.9769814	0.9614328	0.92258453	0.9844679	0.98940533	0.9843163	0.946537	0.99182534	0.96457976	0.96651685	0.9497694	0.96876246	1.0	0.9715119	0.9832267	0.9413568	0.98028904	0.93658614	0.978468	0.9799747	0.9135857	0.9575208	0.9997768	0.9433416	0.98366094	0.9618624	0.9934493	0.98713166	0.96396935	0.9715902	0.97377586	0.9844096	0.97339916	1.0	0.96483165	0.9830591	0.97841793	0.94181937	0.95431334	0.9882348	0.93690866	0.9697248	0.9980991	0.9808161	0.98066807	0.97821206	0.96831214	0.96158916	0.9565775	0.97649115	0.9451172	0.9484779	0.96501625	0.9816229	0.98707247	0.97162026	0.9717896	0.98061824	0.9849537	0.9768161	0.9878717	0.94806087	0.96075374	0.96100354	0.97075826	0.9905681	0.99451345	0.9393952	0.95960563	0.9675319	0.97759676	0.9655365	0.97927487	1.0	0.9782388	0.9877258	0.96943384	0.9746954	0.9818134	0.967474	0.96198547	0.97880685	0.98540473	0.94096345	0.90586007	0.9971287	0.8926889	0.98076683	0.96885	0.96222186	0.9775391	0.998402	0.97264886	0.94068515	0.9847197	0.97523767	0.96897113	0.9684329	0.9498491	0.99262387	0.0	0.9600184	0.96468556	0.97019446	0.9726985	0.95007056	0.992028	0.97264713	1.0	0.9833861	0.98032	0.99188477	0.9683734	0.99486125	0.978164	0.98881435	0.92283136	0.9558781	0.97538584	0.96800154	0.97960705	0.9730604	0.9658209	0.97395355	0.97818094	0.94865996	0.96912915	0.9751363	0.96647334	0.9764237	0.97913533	0.97216475	0.9286749	0.9717668	0.97160167	0.99688965	0.9862845	0.9969699	0.9987863	0.9999901	0.9266789	1.0	0.95677006	0.9862716	0.9614932	0.980793	0.99422115	0.9494339	0.9447624	0.96759474	0.98380476	0.96817195	0.9598559	0.94531935	0.97210425	0.97569996	0.98129123	0.9562124	0.9627511	0.9326723	0.9779831	0.9945986	0.9901595	0.9196681	0.97404706	0.9938167	0.9465184	0.9848094	0.9749554	0.9618171	0.90413487	0.98996574	0.9951165	0.939387
