	13-jarige/adj	Albanees/noun	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Democraat/noun	Duitser/noun	Engelsman/noun	Iraans/adj	Javaan/noun	Kosovo_crisis/noun	Nederlander/noun	Syriër/noun	Tutsi/noun	Waal/noun	aartsvijand/noun	allebei/adv	allemaal/adv	alles/noun	ander/adj	ander/noun	armband/noun	baan_DIM/noun	baas/noun	begin/noun	begin/verb	bemin/verb	boek/noun	computer_spel_DIM/noun	criticus/noun	dagelijks/adj	destijds/adv	diep/adj	ding/noun	dirigent/noun	draadloos/adj	duif_liefhebber/noun	eeuwig/adj	eigenlijk/adj	erg/adj	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	ga/verb	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	grinnik/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hier/adv	hoe/adj	hoe/noun	hoezeer/adv	huis_werk/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	jodendom/noun	joods/adj	journalist/noun	kater/noun	kerst/noun	kind/noun	klus/noun	koop/verb	kunst/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	liberaal/adj	liefde/noun	luister/adj	maandag/noun	man/noun	medium/noun	meest/adj	mens/noun	meute/noun	middelmaat/noun	misschien/adv	modern/adj	moeder/noun	moslim/noun	namaak/noun	namelijk/adv	natuurlijk/adj	niet/adv	nooit/adv	nuchterheid/noun	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongelijkheid/noun	ons/noun	oorlog/noun	opgesloten/adj	oprichter/noun	opzettelijk/adj	oud/adj	overigens/adv	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	romantisch/adj	schoen/noun	schop/verb	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	steeds/adv	steun/verb	strafschop/noun	stuk_DIM/noun	super_held/noun	systeem/noun	talentvol/adj	tegenstander/noun	tegenwoordig/adj	tennis/noun	tevoren/adv	toch/adv	toestand/noun	trend/noun	tuig/noun	tv/noun	type/noun	ultra_orthodox/adj	vader/noun	varken/noun	vecht/verb	verdwaal/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervloek/verb	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vrouw/noun	waarom/adv	waarschijnlijk/adj	wantrouw/verb	wereld/noun	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	zeg/verb	zelfs/adv	zeur/verb	zo/adv	zwart/adj
persoonlijk/adj	0.98303306	0.96835244	0.8747468	0.9892957	0.9453306	0.9306568	0.8955692	0.9300658	0.9321579	0.9697825	0.96950185	0.8772176	0.9462149	0.9680774	0.97780997	0.89577574	0.933267	0.89103293	0.90647274	0.92134064	0.9370593	0.96575135	0.9522939	0.83690643	0.8553352	0.8895159	0.9844884	0.84981835	0.97666407	0.854039	0.9179859	0.8246927	0.8893119	0.88440543	0.8939915	0.98574585	0.9963047	0.8764225	0.86125153	0.8674178	0.9592357	0.9166976	0.9204952	0.8548968	0.89293426	0.91501856	0.93405986	0.9934874	0.9916246	0.905542	0.8846679	0.9354464	0.9993181	0.9409553	0.95637774	0.9477037	0.9334324	0.9300253	0.9388278	0.88852054	0.96593565	0.9670278	0.9705219	0.90119374	0.83341306	0.9352507	0.93931514	0.93304694	0.99166435	0.91160274	0.8633839	0.97018933	0.9436132	0.9146221	0.93718356	0.8667477	0.92708623	0.8613084	0.92752343	0.934284	0.9382198	0.86108816	0.92170787	0.87907684	0.98442674	0.88747823	0.8470382	0.852251	0.87737864	0.9268578	0.9912057	0.9742378	0.8774644	0.88455445	0.8645108	0.89293987	0.9941642	0.89687747	0.87985617	0.94624954	0.8612642	0.9902984	0.96579	0.93107116	0.9310673	0.9777981	0.8767644	0.8571293	0.9714359	0.90443885	0.9640489	0.8897863	0.8415593	0.95546496	0.9600184	0.0	0.98063314	0.947771	0.81806934	0.9054699	0.8014592	0.8343998	0.9834677	0.9710156	0.9518742	0.94890356	0.8536438	1.0	0.96428615	0.9391532	0.93258417	0.8975436	0.93310314	0.88680685	0.8937897	0.9640535	0.91296303	0.9198235	0.8547389	0.84221643	0.93489635	0.925662	0.9921504	0.95087135	0.952065	0.85315645	0.8788426	0.94906545	0.9266863	0.9300834	0.9280888	0.9692174	0.9775733	0.89794844	0.90925235	0.9606575	0.813558	0.9552342	0.88600063	0.98277956	0.9221083	0.91404384	0.9075914	0.9671244	0.93745023	0.88408667	0.90165544	0.91959137	0.93968123	0.8610954	0.90496486	0.89400786	0.89835256	0.8444965	0.8286018	0.822017	0.9209794	0.8789878	0.95605457	0.7976938	0.9160311	0.9351163	0.86471444	0.75258654	0.8325867	0.9744913	0.96954334	0.88232243
pest/noun	0.97347915	0.97053	0.96503913	0.9906626	0.9491865	0.9770389	0.9622524	0.96839714	0.9521344	0.9406585	0.9811038	0.9726208	0.9853005	0.9992903	0.9835258	0.98414963	0.9731697	0.9530916	0.9696014	0.9839611	0.98366827	0.9704711	0.97378016	0.9774296	0.9263542	0.9376892	0.9649081	0.96738666	0.9906324	0.9617519	0.97030866	0.92954326	0.96194655	0.99660355	0.9694129	0.99974215	0.98054016	0.9313542	0.97139466	0.94459456	0.96530783	0.9669923	0.9740015	0.93912363	0.95984066	0.9579105	0.9897768	0.9676478	0.99888104	0.95430726	0.95410347	0.96558577	1.0	0.9930982	0.9989616	0.9745878	0.98481244	0.96080554	0.9448597	0.98484457	0.9585525	0.9556061	0.99251795	0.9679873	0.9661523	0.9573463	0.89227444	0.9709552	0.91321516	0.9237972	0.966257	0.9842751	0.96787834	0.9711683	0.9990522	0.95808774	0.96025616	0.9364695	0.981667	0.95810086	0.97167844	0.96412164	0.9789046	0.9799472	0.96788114	0.9650661	0.97933793	0.98501915	0.96307683	0.977518	0.9967206	0.98363566	0.9962161	0.9466528	0.9311143	0.9686641	0.99611807	0.9642293	0.95655	0.9912515	0.938962	0.983892	0.99403465	0.9864203	0.9927711	0.9953139	0.9756674	0.9150218	0.9767083	0.9607505	0.9577921	0.94004875	0.9600037	0.9353979	0.96468556	0.98063314	0.0	0.9755965	0.9346302	0.9702136	0.94421685	0.96711785	0.9926195	0.95577985	0.9360014	0.96731067	0.9636673	0.994332	0.9745966	0.96074843	0.95064455	0.9508373	0.9831623	0.99425447	0.9656852	0.9545746	0.9762583	0.95160866	0.98614645	0.9291656	0.98825365	0.97731483	0.9927339	0.9946757	0.9852667	0.9905632	0.9296691	0.9903664	0.9630663	0.9790115	0.97892684	0.97507066	0.9848743	0.98118764	0.9381655	0.94993114	0.95331216	0.9646132	0.9446869	0.9875115	0.9622998	0.9349669	0.9742805	0.99807143	0.9893816	0.9249817	0.9628388	0.9437331	0.9751265	0.94420063	0.96570563	0.9560191	0.96588045	0.9609965	0.9847971	0.96491575	0.97125393	0.96559554	0.9740371	0.9455722	0.94928676	0.97600603	0.9637397	0.9332162	0.96609724	0.95483965	0.9916255	0.9678174
platteland/noun	0.9631665	0.9453588	0.9091528	0.97819954	0.90493137	0.9455757	0.9249794	0.9178941	0.93402463	0.95982784	0.98658425	0.9314667	0.98123264	0.9259942	0.9744786	0.9618559	0.9572787	0.9403306	0.9694044	0.93530595	0.94564617	0.9877268	0.9758137	0.95870817	0.8952402	0.8714973	0.9907024	0.93743074	0.9862748	0.89852095	0.9436937	0.9407063	0.92076975	0.95003104	0.9469059	0.9895776	0.9926543	0.917021	0.94809043	0.9517469	0.92722785	0.9511765	0.95033574	0.9572664	0.9134857	0.9729798	0.9616398	0.9755559	0.9972503	0.9554514	0.9044393	0.963097	1.0	0.9952816	0.999922	0.9792684	0.9972919	0.95383406	0.94980526	0.9603534	0.97041667	0.9795209	0.9771977	0.92768514	0.90821534	0.92089313	0.9707764	0.95779514	0.9453806	0.90219754	0.91087544	0.9823296	0.95934725	0.92380863	0.9773134	0.89676476	0.8917777	0.9552804	0.9674378	0.8552827	0.9651141	0.94320405	0.9386505	0.9415718	0.988969	0.9399267	0.93117297	0.9192129	0.93392	0.9358641	0.98711216	0.99143994	0.958503	0.9305042	0.9320367	0.8974081	0.98633486	0.9261288	0.9637305	0.978691	0.9693477	0.9782562	0.9839819	0.9647138	0.91821665	0.9652135	0.9700335	0.8396686	0.98709846	0.95316124	0.9643796	0.92546785	0.9462303	0.97955847	0.97019446	0.947771	0.9755965	0.0	0.9292968	0.9465189	0.9167682	0.85845506	0.9986123	0.92911947	0.9210315	0.9378668	0.9813812	0.98501307	0.93711853	0.89114296	0.9262718	0.9633056	0.95737183	0.9687698	0.9478079	0.9534151	0.8506035	0.88021433	0.9673891	0.9048856	0.97533834	0.9372388	0.9407595	0.94854504	0.96257436	0.9528608	0.933598	0.9739597	0.9964557	0.9890453	0.93214273	0.9261548	0.95530015	0.95570236	0.95936966	0.9989601	0.88841736	0.91713756	0.87851936	0.95977616	0.965328	0.8777557	0.9524976	1.0	0.9838	0.91224194	0.93992877	0.84666	0.96786374	0.9338958	0.93155193	0.8745259	0.9091983	0.93411255	0.94534194	0.9432657	0.9310359	0.9690615	0.96600914	0.9555369	0.8333733	0.93210465	0.9728037	0.96958464	0.92767715	0.9806704	0.9805049	0.92493224
politiek/noun	0.9668605	0.95679647	0.9049527	0.9907912	0.8952215	0.93122387	0.92252576	0.93985474	0.90909696	0.9781293	0.9911765	0.895259	0.92418146	0.9813928	0.9546606	0.8738326	0.9385705	0.8922482	0.9011841	0.8675399	0.9503456	0.98754245	0.98043287	0.91654325	0.8384089	0.8800165	0.98556453	0.8996549	0.98414	0.8267846	0.946353	0.85110426	0.86881024	0.9096153	0.92332536	0.9982451	1.0	0.9181404	0.9075567	0.89382243	0.93946654	0.91177577	0.877054	0.79423666	0.90247923	0.93380225	0.9920483	0.9954603	0.9452646	0.8843112	0.79715455	0.937057	0.9837219	0.9665648	0.99216646	0.94164723	0.9986558	0.9136274	0.92474353	0.8539549	0.95464563	0.95651174	0.96409756	0.94526523	0.8763014	0.89488065	0.95812607	0.90811443	0.9547235	0.83696616	0.8514012	0.9461535	0.96739876	0.9314072	0.95760334	0.93654406	0.8970924	0.89315635	0.91975707	0.91831094	0.94653404	0.8548019	0.8378345	0.9282755	0.96821606	0.9124383	0.9287903	0.7563373	0.84250695	0.97579736	0.97731423	0.9662063	0.8980565	0.8985244	0.9048974	0.9297115	0.9816753	0.8851014	0.92099595	0.95064104	0.89337766	0.9712746	0.97375244	0.9535472	0.891385	0.9597094	0.920825	0.84005576	0.92569256	0.9083131	0.95842767	0.89432746	0.85170853	0.950406	0.9726985	0.81806934	0.9346302	0.9292968	0.0	0.95959115	0.704509	0.80597496	0.97785246	0.91418433	0.93576074	0.9082581	0.88937896	0.9731483	0.9283036	0.8653612	0.94625133	0.93417245	0.92677003	0.9270549	0.88405776	0.9602452	0.8596875	0.9155547	0.88366306	0.7748158	0.9830533	0.92785645	0.9158464	0.89820045	0.97975755	0.854458	0.91876924	0.9670473	0.9595152	0.89270216	0.8988283	0.92474633	0.97701913	0.9020632	0.92461294	0.92549056	0.85413325	0.9840266	0.8937432	0.9835743	0.9103686	0.8966321	0.944174	0.9909486	0.9720697	0.8412657	0.9383648	0.8150553	0.93355644	0.82451963	0.8812519	0.8714242	0.85641205	0.9041492	0.852818	0.8916102	0.86905134	0.85013604	0.9742676	0.8007417	0.8848227	0.95186543	0.8704109	0.7644089	0.8646481	0.9458512	0.96557695	0.87448305
pop_ster/noun	0.9072899	0.9058254	0.8230399	0.9698181	0.9512948	0.9448298	0.8719276	0.8657341	0.9213079	0.99109226	0.97676456	0.8739751	0.9415017	0.9791649	0.9629258	0.9706429	0.94654095	0.9239883	0.95910823	0.9653211	0.9793255	0.98184735	0.93526185	0.9406341	0.90565497	0.9275529	0.99853504	0.92734563	0.95658845	0.9663876	0.9492121	0.9083814	0.9630758	0.9247702	0.90753156	0.94954604	0.99147826	0.93067825	0.9126095	0.93875355	0.965208	0.9792685	0.9557521	0.9728161	0.8800006	0.95977503	0.96363616	0.9759999	0.9397195	0.9577875	0.9588922	0.97933614	0.9942402	0.9501016	0.9857509	0.9686693	0.94556665	0.9481784	0.9784082	0.9652644	0.97271836	0.92439836	0.9811617	0.9587391	0.86248946	0.96351403	0.928369	0.9581732	0.9809053	0.9214223	0.9171127	0.97502065	0.98195034	0.9572928	0.95528203	0.93935966	0.93836087	0.9127818	0.9723008	0.940083	0.96366954	0.9245943	0.9778234	0.897721	0.9405315	0.9174616	0.81257	0.9041112	0.91974777	0.9765719	0.9713903	0.9623874	0.9510351	0.93952876	0.81839573	0.9295899	0.97070915	0.9343614	0.92540455	0.99799544	0.95787644	0.95874476	0.93347925	0.94417197	0.9822008	0.9603931	0.9618068	0.94214326	0.93913263	0.92844	0.96636224	0.9364746	0.9564022	0.9340494	0.95007056	0.9054699	0.9702136	0.9465189	0.95959115	0.0	0.958281	0.9266871	0.9970057	0.909723	0.9779373	0.95112973	0.970638	0.98658425	0.9566175	0.96526176	0.95188355	0.9331686	0.930341	0.9745375	0.96521455	0.94296986	0.9346817	0.96230066	0.9471776	0.9146041	0.95920604	0.9715306	0.94872004	0.97688764	0.9289469	0.94054055	0.93727595	0.96665615	0.9183072	0.9896233	0.92341834	0.922862	0.97871405	0.95625687	0.946717	0.9979455	0.8302108	0.98056114	0.9153427	0.9533542	0.98814934	0.9345667	0.97272223	1.0	0.9097976	0.92823356	0.9602204	0.94078946	0.9802521	0.9486065	0.9814909	0.9739844	0.9771392	0.8306772	0.96241534	0.9545297	0.94354737	0.9442452	0.9672654	0.9651825	0.9007715	0.9280124	0.9731069	0.9401437	0.9455694	0.9797061	0.9882924	0.9403979
premier/noun	0.9227724	0.94349676	0.87005085	0.9958561	0.8643939	0.9527715	0.9212993	0.9365371	0.84653926	0.99673206	0.94259924	0.9132272	0.91270095	0.9603827	0.97118914	0.85655916	0.92258483	0.9551167	0.9436424	0.93762237	0.96246713	0.99759537	0.9603192	0.8669547	0.88539326	0.8882579	0.9844542	0.93031913	0.96946746	0.83376503	0.9558157	0.8369275	0.89134	0.94120216	0.894892	0.988456	0.99833804	0.929082	0.9495904	0.93884945	0.95057243	0.9392091	0.91749096	0.8471879	0.9270613	0.9415426	0.98573947	1.0	0.92712545	0.94745725	0.84540755	0.96274585	0.991892	0.9811099	0.98627084	0.95276797	0.9733174	0.9555978	0.95503706	0.9454891	0.9360595	0.9401828	0.9303432	0.9419275	0.8504798	0.9616231	0.93842256	0.89757854	0.97093874	0.84875333	0.8193486	0.9512059	0.96231353	0.9665491	0.9713359	0.92988604	0.94175357	0.924692	0.9148023	0.8932036	0.9534981	0.91115636	0.79507846	0.93186605	0.95262474	0.88052255	0.8900042	0.8124246	0.9218371	0.9775562	0.97163343	0.97058326	0.92796993	0.9280744	0.89146507	0.8678318	0.9777882	0.9085612	0.9389311	0.9789977	0.93234	0.9741518	0.98833543	0.9263124	0.95734334	0.97022444	0.9004986	0.84851956	0.91840875	0.86471575	0.9660234	0.92701143	0.89664894	0.94817823	0.992028	0.8014592	0.94421685	0.9167682	0.704509	0.958281	0.0	0.6257386	0.9625643	0.95656055	0.95972973	0.94449645	0.8828968	0.98923767	0.92937726	0.86658144	0.95404726	0.93916875	0.9194163	0.9603238	0.955059	0.94325596	0.83509445	0.9168993	0.88932425	0.7025422	0.9766249	0.9598651	0.9508398	0.95330364	0.95197755	0.84943414	0.9188581	0.96734643	0.9159264	0.97078097	0.9035733	0.9720119	0.9616883	0.895338	0.9663128	0.8571521	0.8082588	0.960696	0.8698383	0.95784646	0.8844281	0.9052272	0.93751675	0.99194753	0.92549485	0.7955678	0.9534941	0.86075324	0.9253467	0.8283242	0.9259578	0.79881984	0.874054	0.8792647	0.91349125	0.82646215	0.84405124	0.9160226	0.96899754	0.84684134	0.8794324	0.93363386	0.80658734	0.7250538	0.8883065	0.96743053	0.97995317	0.91300786
president/noun	0.9369196	0.9324901	0.8185796	0.975005	0.89117867	0.85814637	0.90405035	0.9238709	0.809139	0.9473687	0.88416266	0.9041794	0.866891	0.95878804	0.96625817	0.8047829	0.93189067	0.9564496	0.93692315	0.9316639	0.97243464	0.9872047	0.95166665	0.87947524	0.84640884	0.83337206	0.99504435	0.9154008	0.98516583	0.83627534	0.9439173	0.8645519	0.91547966	0.9538932	0.87894696	0.9868164	0.9934895	0.9048397	0.93322873	0.95082957	0.9553623	0.9290592	0.8994727	0.87098503	0.8739995	0.95871514	0.9746941	0.9930219	0.96226764	0.94076294	0.79220194	0.96823525	0.9993582	0.96155035	0.92629415	0.96670616	0.96744156	0.9665006	0.9494777	0.9460189	0.9394709	0.9211042	0.97227824	0.9481386	0.80868477	0.92684984	0.93307203	0.86793923	0.94127035	0.88256544	0.7901858	0.9107082	0.94915444	0.95718175	0.97227776	0.8913526	0.9306573	0.91798645	0.93159056	0.8254315	0.9510797	0.88761216	0.8586924	0.9177146	0.9667325	0.879482	0.86695516	0.8540905	0.8935359	0.9744627	0.97760487	0.9762978	0.920361	0.9019695	0.8879002	0.8254849	0.96152097	0.89131784	0.9331315	0.99366945	0.9191697	0.9554361	0.9502222	0.9527301	0.95034206	0.9428394	0.9337766	0.7295222	0.9432677	0.79345345	0.9484552	0.8958031	0.8928151	0.9395152	0.97264713	0.8343998	0.96711785	0.85845506	0.80597496	0.9266871	0.6257386	0.0	0.9376312	0.95133847	0.9597565	0.9169738	0.89692336	0.9850644	0.91837883	0.84872997	0.9404717	0.9483381	0.9167	0.94254684	0.93194276	0.9412995	0.77884126	0.90353364	0.89417946	0.7459098	0.9650058	0.9663442	0.93620145	0.9292779	0.94972867	0.84017634	0.8992952	0.96887505	0.9350831	0.97729	0.87191486	0.9702767	0.9534311	0.9321619	0.95834744	0.9353566	0.7483187	0.98386145	0.789666	0.9678721	0.88075966	0.88561076	0.9429679	0.9848557	0.93384314	0.7887013	0.92738426	0.81341165	0.9290229	0.87101054	0.9092591	0.75095695	0.86893827	0.8557158	0.9202932	0.84444135	0.8884726	0.89147574	0.96174616	0.8516891	0.80798465	0.8679264	0.8653289	0.7607581	0.9136137	0.98038155	0.976819	0.9029999
prietpraat/noun	1.0	0.9855024	0.96503854	1.0	0.9808289	0.96713364	0.9893626	0.996658	0.9976422	1.0	0.98859024	0.9885267	0.99375504	0.9998522	0.9692915	0.9694966	0.9285665	1.0	0.9966337	1.0	0.9379637	0.9361912	1.0	0.9773841	0.9872815	0.9989617	0.99295604	0.96148473	0.9987803	0.9536344	0.98693967	0.9908344	0.99339676	1.0	0.99526376	1.0	1.0	0.9983641	0.9813178	0.98386806	1.0	0.9965088	0.993623	0.9629347	0.93850154	0.99574906	0.9703709	1.0	1.0	0.9612526	0.9770626	1.0	1.0	0.9986647	1.0	0.99886686	1.0	1.0	0.97698545	0.9963551	1.0	0.98855186	0.99669385	0.98137814	0.9738059	0.99419993	0.95785135	0.9708289	1.0	0.9605972	0.99116933	1.0	1.0	0.9943842	0.99587667	0.9917161	1.0	0.97029907	0.9918664	0.9828711	0.98751307	0.974825	0.9903397	0.9875795	1.0	0.98677886	0.9925657	0.975907	0.996676	0.97909254	0.99150884	0.98972297	0.9846886	0.99757755	0.961546	0.99361575	1.0	0.9915716	0.9594274	0.9964833	0.9742295	1.0	0.97562176	0.9788572	0.9959453	0.99070704	0.9798814	0.99112195	0.99905944	0.9971535	0.9987339	0.9718626	0.99228084	1.0	1.0	0.9834677	0.9926195	0.9986123	0.97785246	0.9970057	0.9625643	0.9376312	0.0	0.98693186	1.0	0.9557509	0.9952413	1.0	0.9950796	0.9652829	0.918411	1.0	0.99753696	0.9722063	0.99722236	0.9971282	0.9916523	0.9727003	0.99691856	0.9564378	0.97188866	0.9988737	0.97671026	1.0	1.0	0.9842916	0.9976621	0.9998355	0.9999088	0.9997592	0.9984676	0.99232185	0.9876093	0.98915607	0.9743845	0.989244	0.95668477	0.987479	0.9773719	1.0	0.97493124	0.9895084	0.99147207	1.0	1.0	0.9442934	0.9982873	0.9788082	0.9709759	0.98548627	0.9954167	1.0	0.99218905	0.96936727	0.9708016	0.99157065	0.9453536	0.9915252	0.9900977	0.9819374	0.99611944	1.0	0.9731888	0.98786163	0.98379314	0.99037015	0.99841195	0.97858095
prostituee/noun	0.9068805	0.8544651	0.88123566	0.9975341	0.96625257	0.9321569	0.8704759	0.86538386	0.9298809	0.97583073	0.963226	0.8413905	0.91220933	0.94461757	0.940866	0.97998625	0.96520066	0.97476417	0.99029166	0.94137204	0.9759754	0.94871	0.9383158	0.95458126	0.9267043	0.9119389	0.96093726	0.92473376	0.9647021	0.9133127	0.9033771	0.90065265	0.9357771	0.9736878	0.9671482	0.9823141	0.9892202	0.96189755	0.9664723	0.9448076	0.9744117	0.98488766	0.99107844	0.9545853	0.933095	0.9622643	0.9407957	0.96085644	0.95191133	0.94270235	0.9079559	0.95959634	0.99630463	0.95027566	0.9772032	0.9547447	0.99456817	0.9486325	0.95121974	0.97489256	0.962345	0.9569256	0.9532053	0.89173466	0.8438387	0.9641938	0.95366883	0.96507555	0.9599937	0.91216546	0.91130865	0.96375287	0.9485091	0.9045775	0.94269323	0.9077841	0.9471553	0.92015177	0.96985495	0.857857	0.96666396	0.9231043	0.9696705	0.9661338	0.9932882	0.9215735	0.7852172	0.926694	0.94850755	0.8900393	0.97569114	0.97924143	0.95496184	0.9318457	0.818384	0.91413593	0.98457336	0.9598408	0.97129524	0.979306	0.94800687	0.9643167	0.964051	0.9411916	0.9592959	0.9832019	0.91666347	0.9535299	0.92973435	0.9331535	0.94996953	0.8796386	0.9909832	0.9710712	0.9833861	0.9710156	0.95577985	0.92911947	0.91418433	0.909723	0.95656055	0.95133847	0.98693186	0.0	0.93713266	0.94474936	0.97184193	0.95320034	0.96663	0.96392304	0.9294635	0.9329077	0.93448305	0.9610576	0.94572157	0.95772976	0.88605314	0.9088326	0.9692975	0.9434812	0.9649856	0.9548818	0.9682437	0.96244353	0.94906116	0.96478844	0.9570017	0.9360777	0.98464113	0.9718858	0.93081784	0.97205967	0.9302094	0.9560368	0.9357487	0.98381793	0.86464804	0.93037856	0.94803816	0.9496966	0.96272904	0.9042057	0.9470748	0.9978492	0.92684597	0.9645951	0.9296549	0.9341577	0.96901715	0.9564984	0.9650233	0.95991224	0.98910445	0.81412697	0.97187054	0.9483929	0.97219306	0.9471473	0.96364874	0.94789803	0.8976824	0.96586865	0.9736147	0.934858	0.9583795	0.9816768	0.99351645	0.9020623
ras/noun	0.97650415	0.9358029	0.9397503	0.99680334	0.94961184	0.9621027	0.9180213	0.9275623	0.95503277	0.9092486	0.97306055	0.92950636	0.96982205	0.96190864	0.9898066	0.9767831	0.9661889	0.91678905	0.960845	0.9202593	0.9683298	0.98042	0.958215	0.9801108	0.92395437	0.92729205	1.0	0.924284	0.9808587	0.9383623	0.94087714	0.95472443	0.9172493	0.94563854	0.96562517	0.987638	0.9731229	0.96426547	0.94124764	0.9126753	0.974572	0.94965667	0.9512375	0.94912857	0.9492222	0.9561579	0.91903377	0.94755894	0.98531127	0.9586847	0.96191263	0.9369539	1.0	0.9916189	0.9995429	0.9642412	0.98941755	0.96150154	0.90122104	0.89218426	0.9642359	0.9537802	0.9936616	0.87975997	0.92660993	0.9265459	0.9791808	0.9444416	0.93030846	0.9105644	0.90855074	0.96806645	0.9218712	0.9547029	0.9723435	0.9005838	0.9540531	0.96001023	0.9854953	0.8562596	0.96125513	0.9359701	0.9067705	0.91040015	0.9856891	0.97863406	0.94693166	0.9219419	0.916721	0.90892506	0.96989465	0.96936876	0.92285526	0.9329765	0.95152634	0.95675385	0.9460282	0.96156615	0.93950695	0.9419976	0.96369374	0.93507653	0.9653031	0.96752316	0.94275135	0.9880963	0.94929373	0.94807255	0.95164555	0.952557	0.967294	0.9226616	0.9424001	0.9420118	0.98032	0.9518742	0.9360014	0.9210315	0.93576074	0.9779373	0.95972973	0.9597565	1.0	0.93713266	0.0	0.96158856	0.97045606	0.9601602	0.94757587	0.9399512	0.9496439	0.96774775	0.93494487	0.9746508	0.9162315	0.9404897	0.9023398	0.942022	0.9370308	0.9453493	0.9643337	0.9615873	0.9899598	0.9406352	0.97430825	0.9727075	0.9402188	0.9712405	0.9927002	0.9000754	0.96391535	0.9548992	0.94399214	0.9924084	0.9475494	0.9802504	0.9383535	0.9262417	0.96110857	0.95147425	0.9733652	0.9302122	0.9678265	0.9865233	0.93483293	0.9209798	0.9700412	0.90923965	0.9653106	0.94630086	0.93755203	0.9491247	0.9806452	0.9697242	0.92094225	0.9403332	0.957878	0.9142697	0.96815294	0.9247389	0.9178674	0.9630182	0.97523177	0.96543896	0.9759057	0.97124964	0.97674423	0.86440843
realiteit/noun	0.9883197	0.95826733	0.9081795	0.9974689	0.96283275	0.96373284	0.93567044	0.9398976	0.9744074	0.9750143	0.9883748	0.92287004	0.9524612	0.9880709	0.96801704	0.9910498	0.97616696	0.933343	0.96446913	0.9586434	0.95121664	0.97972107	0.97721714	0.9457728	0.8899707	0.9178862	1.0	0.8975	0.9705074	0.9176762	0.95062256	0.9211831	0.9099409	0.94492334	0.9857266	0.9904693	1.0	0.94625354	0.93543434	0.9394114	0.98614734	0.9851619	0.9379474	0.9167807	0.912829	0.95421374	0.946684	0.98742753	0.9949194	0.9749395	0.9410031	0.9591674	1.0	0.9815473	0.9563535	0.95517325	0.99032074	0.9516206	0.9746784	0.92686844	0.977572	0.9796325	0.9307194	0.94698006	0.9177425	0.9675755	0.9625428	0.9095257	0.9877903	0.9040689	0.89864504	0.9482058	0.9874211	0.9590435	0.9475876	0.9257281	0.9186919	0.9340582	0.93906343	0.885851	0.9600755	0.925933	0.96507823	0.9420523	0.96361554	0.9551702	0.93721503	0.8790938	0.9464253	0.9559405	0.989646	0.9832418	0.9307196	0.9296567	0.915745	0.9057614	0.9999978	0.96642965	0.9348407	0.94499815	0.92743874	0.9812299	0.97445685	0.9726123	0.93348145	0.9856381	0.93947864	0.9088082	0.9876008	0.9548861	0.9835341	0.90288186	0.92995006	0.9470458	0.99188477	0.94890356	0.96731067	0.9378668	0.9082581	0.95112973	0.94449645	0.9169738	0.9557509	0.94474936	0.96158856	0.0	0.9330415	0.9654785	0.95551854	0.9317295	0.96951723	0.98700935	0.9734101	0.9318493	0.9472301	0.9366481	0.9227775	0.9298824	0.9760348	0.90588903	0.9586756	0.952684	0.96275353	0.93709224	0.9423744	0.93919605	0.92358416	0.9603445	0.96994895	0.94786185	0.9544521	0.9632319	0.94927704	0.93459475	0.9528008	0.98294115	0.9050785	0.95757604	0.932013	0.98731	0.96628875	0.91413844	0.94293076	1.0	0.9952784	0.9521324	0.9387144	0.90458864	0.9727755	0.8967438	0.9109994	0.92886955	0.9394059	0.93566626	0.95139116	0.89670914	0.9324103	0.91327417	0.9919516	0.96142834	0.9342524	0.96039295	0.90475976	0.8867843	0.91600543	0.9787287	0.9798753	0.9260112
