	1-1_gelijkspel/noun	Amerikaan/noun	Republikeins/adj	aanpak/noun	af/adv	alleen/adj	alleen/adv	allemaal/adv	alvast/adv	amateur_club/noun	ander/adj	arm/adj	baan/noun	bedwing/verb	begrijp/verb	bestuur_crisis/noun	bevrijd/verb	boel/noun	boer/noun	bouw/noun	bouw_op/verb	bovendien/adv	broer/noun	bruid/noun	buur/noun	carrière/noun	chauffeur/noun	club/noun	creativiteit/noun	daar/noun	dan/adv	designer/noun	dosis/noun	droog_leg/verb	drugsverslaafd/adj	duizenden/noun	dus/adv	en/adv	er/noun	even/adj	extra/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gedicht_DIM/noun	geld/noun	gelukkig/adj	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	handjevol/noun	heb/verb	het/noun	hier/adv	huis_bezitter/noun	humanitair/adj	iemand/noun	imago/noun	index/noun	job/noun	jongen/noun	jood/noun	juist/adj	kan/verb	kind/noun	klant/noun	kloof/noun	kom_voor/verb	lamentabele/adj	leer_aan/verb	lezer/noun	maaltijd/noun	maar/adv	maatregel/noun	mag/verb	man/noun	manier/noun	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	misschien/adv	moet/verb	natuurlijk/adj	niet/adv	niets/noun	niks/noun	nodig/adj	om/adj	ondersteun/verb	onmiddellijk/adj	ons/noun	oog_arts/noun	ook/adv	op/adj	opbouw/noun	organiseer/verb	ouder/noun	overkill/noun	overwinning/noun	partner/noun	passend/adj	persoon/noun	president/noun	probeer/verb	probleem/noun	proces/noun	professional/noun	red/verb	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stap/noun	steun/verb	straf/noun	strijd/noun	structureer/verb	systeem/noun	taal/noun	taal_grens/noun	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	toe/adv	tracht/verb	treed_in/verb	trouwens/adv	tussenstap/noun	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	vang_op/verb	veel/adj	veiligheid/noun	ver/adj	verblijfsvergunning/noun	verstoot/verb	vertaal/verb	verzet/noun	vlot/adj	vooruit/adj	vooruit/adv	vrouw/noun	vul_in/verb	want/noun	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	wel/adv	wereld/noun	werk/noun	werknemer/noun	wijze/noun	wil/noun	wil/verb	word/verb	zaak/noun	zadel/noun	zal/verb	zeep/noun	zeker/adj	zelf/adv	zelfs/adv	zet_op/verb	zo/adv	zoek/verb	zogezegd/adj
vooruit/adv	0.758519	0.8536288	0.92908543	0.84863895	0.87079823	0.79674125	0.75460505	0.7000742	0.62126744	0.64823854	0.83437335	0.87039405	0.9524009	0.7642373	0.84297967	0.9661973	0.76205605	0.73990357	0.93423367	0.954706	0.7085283	0.8677841	0.9712489	0.92908865	0.8951758	0.54107153	0.83584577	0.7796706	0.823189	0.7974402	0.6617875	0.83687264	0.9235209	0.84259206	0.93047017	0.86880326	0.73040104	0.8395791	0.71658045	0.6728434	0.92206955	0.96238077	0.9000973	0.7957022	0.89400667	0.814899	0.8392897	0.8235281	0.79244196	0.75725543	0.7527952	0.8660025	0.8156525	0.95789057	0.74779767	0.8390401	0.6558039	0.74903965	0.86032283	0.83189994	0.815261	0.7618233	0.89618933	0.8723395	0.7480477	0.86194164	0.894035	0.91564876	0.8408537	0.912233	0.7945204	0.66580737	0.88047177	0.7703332	0.7735523	0.8041143	0.89276695	0.79051715	0.8278393	0.8309207	0.682605	0.87346065	0.69769526	0.950708	0.8546031	0.90195554	0.81229216	0.9257852	0.8979012	0.82980365	0.7978761	0.7003108	0.71021473	0.7998816	0.7053249	0.82981724	0.77366203	0.7862128	0.8526747	0.81771016	0.86669207	0.7250208	0.9355636	0.76111954	0.7658621	0.72442985	0.8891174	0.92504925	0.90449685	0.75831985	0.9374643	0.9305372	0.9551131	0.96124583	0.7168852	0.82310194	0.7545705	0.85992306	0.7111529	0.942802	0.6928599	0.9094028	0.8029683	0.93558824	0.8924875	0.43585974	0.8207426	0.9623486	0.90225124	0.86337477	0.91798776	0.87135935	0.78584874	0.97397184	0.9143515	0.9046382	0.62768936	0.8923436	0.7813008	0.8889854	0.86962247	0.7236173	0.8053812	0.9656608	0.91573316	0.7447282	0.96673346	0.8452489	0.7503053	0.87081736	0.52873814	0.85619235	0.8427918	0.89656466	0.9581617	0.595457	0.21557403	0.0	0.94309217	0.8563994	0.87519014	0.9338202	0.6451056	0.84156674	0.56786513	0.5365869	0.7652106	0.8174421	0.8720807	0.95721674	0.92594725	0.86800396	0.6796483	0.8741002	0.76242733	0.86738145	0.6211611	0.8795636	0.806572	0.79329294	0.75613	0.80002946	0.69225526	0.7945626	0.74700713
vrouw/noun	0.98287565	0.7503273	0.88504463	0.9720059	0.9626712	0.7439796	0.8241098	0.8813191	0.93470883	0.9108987	0.7626882	0.5726348	0.8828807	0.8957145	0.8904516	0.96646947	0.6104586	0.87625915	0.8057939	0.959858	0.91309905	0.9179842	0.6149666	0.6793293	0.7856368	0.92513716	0.7446732	0.8413913	0.92901456	0.8623097	0.8887589	0.9583036	0.91650593	0.9777959	0.79185927	0.7367546	0.8383453	0.9484545	0.92606115	0.94009215	0.94347674	0.4547969	0.6041297	0.77146053	0.93570304	0.95564747	0.77240413	0.88648224	0.61027205	0.9375961	0.77977926	0.8647539	0.8077184	0.91298294	0.7107588	0.8448331	0.929142	0.8694653	0.87155175	0.73760355	0.94514394	0.8366941	0.9378479	0.85657483	0.7755493	0.84166557	0.9425599	0.8637197	0.5870633	0.72780097	0.8771386	0.77881706	0.46462208	0.8280583	0.91377765	0.76186097	0.9858447	0.82746094	0.8727625	0.8924868	0.8645618	0.9346646	0.82510865	0.3032657	0.8865144	0.8920101	0.8277458	0.44959277	0.88912797	0.66457516	0.9464352	0.9078048	0.8308728	0.86977977	0.8876958	0.89169645	0.9068034	0.9240337	0.82824904	0.85978764	0.77278334	0.72917545	0.87286556	0.8968912	0.86896247	0.9721658	0.9652141	0.42880613	0.86138386	0.9668585	0.73002636	0.9214976	0.7765076	0.92063475	0.6237972	0.88984233	0.91322017	0.8619068	0.71100783	0.49254727	0.8973838	0.87207437	0.8381468	0.8836669	0.74846923	0.9791734	0.9147428	0.8858477	0.9566412	0.9302064	0.95302147	0.8864298	0.94731784	0.9639629	0.79116666	0.8244765	0.91310126	0.9727878	0.7203086	0.83748156	0.91927195	0.93285227	0.89570993	0.4599957	0.7612752	0.77829057	0.9434038	0.78344774	0.840204	0.8994719	0.94280165	0.85120225	0.6273937	0.95856327	0.9488894	0.95778924	0.92833024	0.94309217	0.0	0.8937439	0.9127845	0.35060334	0.90281594	0.833703	0.9156244	0.9182021	0.9245398	0.676128	0.93896455	0.8728256	0.8994923	0.8768146	0.78979427	0.65016305	0.9268228	0.9763335	0.8071461	0.9481346	0.8995774	0.79241097	0.7794724	0.90252036	0.90948665	0.7991457	0.7239536
vul_in/verb	0.6448347	0.90991753	0.96280235	0.8582308	0.9431901	0.79313624	0.7634292	0.8181305	0.7412435	0.89205676	0.6502477	0.9310098	0.70723546	0.76569057	0.761875	0.9347431	0.78464556	0.7814384	0.885289	0.83672833	0.78144556	0.6995418	0.91784227	0.795584	0.7676349	0.96183234	0.7052821	0.8358877	0.8112984	0.6818131	0.75517017	0.84558004	0.80510664	0.74596024	0.8705437	0.76554614	0.6617426	0.94809926	0.79436827	0.8117597	0.74395037	0.9090205	0.7938422	0.90308636	0.6898317	0.94865984	0.84507203	0.78383577	0.69917417	0.82579273	0.86652845	0.8570402	0.8484852	0.86499697	0.6905111	0.85691094	0.78664577	0.670379	0.8419002	0.7549944	0.8388431	0.78154075	0.91866815	0.8258245	0.75541353	0.84395134	0.93367636	0.5975263	0.8852419	0.89899963	0.63454115	0.6734692	0.85788506	0.7151506	0.6333494	0.8721499	0.796716	0.6317522	0.6084571	0.8522898	0.7647832	0.72058374	0.70169544	0.86654574	0.69676185	0.77431494	0.8321874	0.9202175	0.87793225	0.6834518	0.8178049	0.78162116	0.62456846	0.7084028	0.7263385	0.84891903	0.856259	0.84277946	0.8897353	0.70593905	0.7397051	0.81446433	0.8872563	0.7246958	0.7971726	0.919314	0.81710714	0.83974415	0.749394	0.95083916	0.7532249	0.59837407	0.72036606	0.92886424	0.71710587	0.76319087	0.9105803	0.8381529	0.75213975	0.83889335	0.75417614	0.8263374	0.788638	0.82002544	0.61937773	0.8971036	0.8812108	0.77614176	0.85988325	0.7604251	0.8307379	0.863494	0.7442554	0.78289056	0.8394968	0.6160471	0.7898112	0.9476509	0.6535355	0.8479784	0.80941033	0.82632744	0.8276795	0.9174534	0.87361664	0.8913609	0.9656795	0.71732855	0.78573287	0.87483287	0.7161954	0.7309991	0.9083502	0.68485487	0.9531211	0.8688186	0.8955127	0.8563994	0.8937439	0.0	0.9294152	0.926608	0.85642713	0.70174074	0.92865086	0.80641973	0.7876751	0.9411767	0.7156557	0.571507	0.7026684	0.8137033	0.70844024	0.7478318	0.85829395	0.8765802	0.647696	0.9119968	0.78236157	0.70022833	0.8646882	0.7929996	0.7970172	0.52466834	0.82283646
want/noun	0.8906902	0.93100584	0.93608075	0.88279593	0.8717885	0.89007914	0.81137544	0.70034033	0.7884381	0.910618	0.9235108	0.94655883	0.923323	0.9263071	0.82045126	0.9859832	0.9771687	0.9014263	0.9618354	0.90152746	0.9001267	0.7769538	0.96865	0.92929304	0.8180123	0.96153915	0.92103285	0.8899542	0.89819604	0.77315634	0.814629	0.9112139	0.8505568	0.94744873	0.93060875	0.9426499	0.80080414	0.8773262	0.7440587	0.7411879	0.82664603	0.88955176	0.91173315	0.9291697	0.9547009	0.96700424	0.75695145	0.8222377	0.6483043	0.84442854	0.89963704	0.9045668	0.7704746	0.9417331	0.8672837	0.90874785	0.7398013	0.71797603	0.923934	0.7898638	0.71101886	0.7221032	0.9394637	0.97068936	0.6564072	0.90077776	0.99396634	0.88629764	0.86823	0.96098363	0.88296396	0.76580405	0.8880755	0.7379328	0.96419394	0.8510307	0.94043076	0.8560357	0.8108123	0.8511284	0.7607749	0.9042341	0.7832858	0.90152043	0.86316407	0.6204071	0.8860968	0.9287109	0.8621148	0.80285066	0.87347966	0.7953889	0.8083361	0.6989169	0.730479	0.8927	0.8430585	0.7738287	0.7263678	0.9472412	0.93605375	0.91572475	0.9257817	0.723915	0.87784934	0.93493694	0.975489	0.9238286	0.9222082	0.81749636	0.9105247	0.92359114	0.8842999	0.9609504	0.8516915	0.8597424	0.9390478	0.921605	0.9295391	0.94723964	0.7880687	0.9429726	0.8717604	0.90505207	0.95510334	0.9143446	0.95291233	0.90044105	0.9799757	0.85322046	0.92100316	0.9403319	0.95393074	0.9434333	0.89908206	0.92271596	0.72617996	0.8850469	0.89022523	0.8693804	0.7664891	0.8127349	0.83910704	0.9711381	0.95170695	0.90675366	0.81340164	0.8495064	0.75775784	0.9453523	0.88476014	0.95486724	0.8752424	0.92958814	0.94794893	0.8236764	0.88936245	0.87519014	0.9127845	0.9294152	0.0	0.9696484	0.86408424	0.93290854	0.9376892	0.9181149	0.7360461	0.9389462	0.89563257	0.92732596	0.91207194	0.8979023	0.7792276	0.9316155	0.88590485	0.9511525	0.76753134	0.8190764	0.7668099	0.8026096	0.8772586	0.9339454	0.51159346	0.89434433	0.9280142
weduwe/noun	0.9863156	0.82574207	0.7222352	0.9766904	0.98743504	0.83188474	0.8842788	0.95069194	0.93500066	0.86730886	0.8313134	0.5407826	0.94726497	0.91862774	0.9002134	0.94274104	0.656988	0.9349997	0.74735343	0.9965826	0.8739346	0.96241283	0.42357183	0.6601338	0.750414	0.9265119	0.9092535	0.9253672	0.95588577	0.89897716	0.9555112	0.9702698	0.93442667	0.9759565	0.87030876	0.7650119	0.9008541	0.9684283	0.9693727	0.965865	0.96436095	0.40472513	0.5860702	0.8653546	0.8563663	0.9705358	0.88303536	0.88256127	0.7639924	0.93064	0.9050048	0.7904492	0.8547494	0.92001855	0.72563285	0.8728265	0.9667394	0.93426836	0.83803916	0.79861766	0.9848078	0.90265965	0.95007604	0.9279924	0.91146845	0.86735606	0.9736133	0.95079416	0.76695514	0.8000352	0.96066934	0.8939591	0.5096357	0.9322198	0.8053948	0.7954332	0.96533895	0.86279345	0.93759227	0.928293	0.95916384	0.9397944	0.86259395	0.41603786	0.9167828	0.89692575	0.9145213	0.5799204	0.81659687	0.80841464	0.97595495	0.95228535	0.93094176	0.9188357	0.9544669	0.9853063	0.9773066	0.9933354	0.8187444	0.7559462	0.8773646	0.8482926	0.7973434	0.9437161	0.9218507	0.9140953	0.9456049	0.39871365	0.95247394	0.94620246	0.770713	0.9258663	0.85046643	0.6630132	0.7699125	0.9713164	0.79307485	0.94947356	0.8092449	0.55614614	0.9715542	0.9270637	0.8904749	0.98072445	0.771182	0.96302617	0.7936113	0.9393626	0.88222826	0.92344993	0.9483704	0.93934524	0.97967184	0.9879522	0.84222186	0.9075491	0.97501993	0.9915376	0.84655327	0.7761317	0.95073676	0.9521472	0.9372005	0.39537406	0.6641858	0.87857044	0.94269395	0.79601204	0.90497744	0.9438331	0.9351595	0.8010001	0.6794634	0.9728443	0.88199735	0.978881	0.9370754	0.9338202	0.35060334	0.926608	0.9696484	0.0	0.9047572	0.8368506	0.9339092	0.96478844	0.98227346	0.73905313	0.9966197	0.91996634	0.91492033	0.903498	0.88388515	0.7336139	0.95431966	0.8913764	0.85909635	0.9621477	0.93150103	0.7981146	0.78734183	0.9695343	0.9314193	0.8647808	0.7917681
weer/adv	0.9547077	0.90722644	0.88745385	0.91348237	0.5820459	0.8192334	0.79156595	0.69124484	0.6986265	0.8295184	0.91308457	0.8902128	0.89530796	0.82841074	0.83237994	0.9432803	0.8716903	0.5557834	0.93419915	0.90581495	0.7620091	0.7837088	0.98535824	0.9011954	0.89799404	0.6452451	0.8057587	0.7983816	0.91906005	0.7802294	0.49344867	0.9121918	0.86757326	0.8711783	0.9713725	0.8618395	0.6936532	0.8170064	0.74308264	0.4788763	0.916871	0.9377465	0.9025772	0.56292653	0.86797166	0.7893681	0.8202964	0.8257687	0.65470254	0.89566493	0.8033083	0.91156137	0.81393963	0.94378686	0.7298838	0.92134976	0.73184264	0.76540625	0.85054713	0.77217174	0.76954067	0.6996262	0.92337537	0.92804307	0.64126647	0.7465063	0.87822115	0.91676724	0.8052186	0.93929094	0.8406166	0.6347954	0.8905548	0.8372104	0.841465	0.79586947	0.9206429	0.78339154	0.8024459	0.76018345	0.64034426	0.90634584	0.7039954	0.9032322	0.77500415	0.89408207	0.7806663	0.88487375	0.8677843	0.7850295	0.84397423	0.6555023	0.63432336	0.69707364	0.7373444	0.80846626	0.7700917	0.857638	0.77368987	0.89449185	0.7784891	0.80547476	0.9647979	0.66605914	0.75076926	0.8748369	0.90324736	0.9315813	0.9093432	0.83048165	0.9195924	0.8486083	0.89619845	0.8832218	0.66869116	0.89922905	0.87415373	0.81609255	0.8035108	0.9509892	0.63429284	0.91486555	0.75660515	0.9503622	0.8671423	0.6859648	0.9270403	0.9447075	0.9346932	0.74215734	0.86804134	0.91436523	0.8883973	0.9532526	0.9135074	0.8876384	0.5762586	0.63227415	0.81099766	0.7985547	0.87020403	0.7874555	0.81041944	0.92677724	0.8723503	0.7702178	0.9283185	0.83058745	0.7505802	0.9431757	0.68755543	0.90231615	0.8687248	0.8712819	0.9615863	0.6548276	0.72627103	0.6451056	0.90281594	0.85642713	0.86408424	0.9047572	0.0	0.8570365	0.7697971	0.6949686	0.60890365	0.84245706	0.86647886	0.8483814	0.90603215	0.9077275	0.732835	0.8495429	0.7149897	0.72831315	0.6955269	0.77033144	0.70713925	0.7395783	0.71049595	0.83848304	0.55306494	0.83785534	0.84170765
weer/verb	0.9911843	0.83335364	0.77183324	0.76981175	0.93853587	0.7146609	0.80999315	0.82057816	0.7027823	0.92672145	0.7690021	0.8540611	0.86554927	0.7269162	0.8049913	0.9283828	0.6811278	0.76364106	0.853871	0.8806361	0.8129519	0.75112575	0.8649575	0.7524659	0.89935267	0.89694995	0.82873905	0.8718443	0.9151056	0.8522538	0.8280833	0.94816333	0.7726605	0.71907675	0.6567451	0.8003181	0.82259333	0.9379611	0.88832027	0.876737	0.8383032	0.9023212	0.6862736	0.86433756	0.7847572	0.9456938	0.9653704	0.80021995	0.7929616	0.73292124	0.713795	0.8073688	0.8649385	0.8596109	0.83906835	0.81886625	0.89491665	0.8160546	0.77322894	0.8086544	0.9152781	0.808809	0.9464467	0.8019779	0.83500826	0.73664826	0.86507535	0.8399589	0.9217941	0.6514919	0.8498055	0.8018117	0.8945133	0.6907931	0.830336	0.7908837	0.93773645	0.77564096	0.82690907	0.8554336	0.8444918	0.7134305	0.7930379	0.8252698	0.748016	0.86446166	0.8673037	0.8811641	0.93324727	0.82898366	0.8655129	0.8817628	0.750967	0.7688043	0.8946441	0.8840231	0.8159619	0.8329731	0.7323086	0.6565019	0.7995047	0.8388492	0.84006494	0.82784176	0.79821527	0.8897113	0.7595379	0.7979066	0.86537254	0.8921052	0.79458404	0.80668366	0.8504799	0.7615632	0.7740676	0.7916129	0.7606201	0.7864268	0.6929866	0.85395473	0.8477422	0.86457527	0.83321506	0.9233799	0.672963	0.9129001	0.74135154	0.7689211	0.8264219	0.78682303	0.80168873	0.9325287	0.9596325	0.86830103	0.74561554	0.6975379	0.82020646	0.95070404	0.7558894	0.83274966	0.88550776	0.87482405	0.84472597	0.881729	0.78699213	0.7982781	0.892987	0.5975495	0.885869	0.7625207	0.89026725	0.6498027	0.86003387	0.8380459	0.7401419	0.921216	0.9145162	0.84156674	0.833703	0.70174074	0.93290854	0.8368506	0.8570365	0.0	0.92352444	0.8403257	0.8954619	0.7878945	0.7758303	0.8113104	0.7471403	0.728235	0.74788296	0.77826416	0.795148	0.8222296	0.7526603	0.7149021	0.94070333	0.8101081	0.78588176	0.7912061	0.8463445	0.7559292	0.6858132
weg/adj	0.891414	0.822431	0.9096807	0.9649732	0.9821846	0.92520297	0.9422325	0.88637197	0.698337	0.7963459	0.8791264	0.9026996	0.82786894	0.9093617	0.91999567	0.8492223	0.83753985	0.89221257	0.7506535	0.7269588	0.8695438	0.93558455	0.94869745	0.8567788	0.8876945	0.55186653	0.8466552	0.89085877	0.9417902	0.9668868	0.90357643	0.9102677	0.9851798	0.9708748	0.88020515	0.73067683	0.82706463	0.96125877	0.9577165	0.85775983	0.9268472	0.8726337	0.78556144	0.7378922	0.9267947	0.7905396	0.9157591	0.9051975	0.902184	0.794742	0.6834202	0.81021667	0.9624048	0.97059405	0.860939	0.922634	0.8688505	0.90582025	0.88762236	0.9524151	0.9721958	0.9450306	0.95077664	0.95014757	0.89208525	0.91303223	0.9485535	0.82494664	0.8073535	0.91006804	0.93063986	0.867957	0.92946637	0.7825622	0.8724308	0.9575535	0.94779766	0.9258249	0.92222077	0.92408663	0.830674	0.8054497	0.9346772	0.93061435	0.87400645	0.87322676	0.9462657	0.8811497	0.9769489	0.8906679	0.9631739	0.8360758	0.84894353	0.9667053	0.92534	0.92972946	0.9085817	0.83049005	0.87420714	0.8889311	0.70913124	0.9096235	0.9590807	0.9547009	0.6041602	0.7651107	0.9753263	0.89701355	0.9594536	0.76968145	0.8397177	0.8474735	0.9260639	0.9808726	0.8386253	0.9869829	0.74725616	0.9317472	0.8541105	0.8746797	0.8477219	0.97518224	0.8783943	0.9736695	0.91048384	0.635971	0.94131047	0.97534937	0.9104527	0.9430789	0.8911598	0.92813504	0.8367709	0.9775981	0.9056853	0.81619644	0.8316039	0.9908782	0.8950029	0.89130485	0.8571456	0.68885374	0.8344085	0.8649491	0.85081273	0.6275623	0.92656434	0.8271091	0.7381431	0.9278921	0.78790104	0.9524578	0.92579716	0.932222	0.9893188	0.6347467	0.59690166	0.56786513	0.9156244	0.92865086	0.9376892	0.9339092	0.7697971	0.92352444	0.0	0.50885105	0.96943	0.9353849	0.86624485	0.8987808	0.9636845	0.9259061	0.87019706	0.95410275	0.9242783	0.8927186	0.86941177	0.9730939	0.87800366	0.9070098	0.8955855	0.92407864	0.8409606	0.8162794	0.82554823
weg/noun	0.91165715	0.78440833	0.95081633	0.7672954	0.9246098	0.8580749	0.89550406	0.7666508	0.645326	0.856677	0.76042336	0.93045247	0.60687435	0.74865997	0.85242975	0.96014374	0.7020459	0.8221408	0.8404397	0.78061527	0.8616358	0.83879876	0.98980594	0.9040189	0.90186876	0.56303227	0.58193004	0.80483896	0.80490285	0.88864213	0.8158673	0.8059031	0.8918905	0.84268403	0.9256281	0.6839979	0.7406477	0.9208205	0.8696376	0.6972288	0.8275098	0.93506813	0.8302568	0.808372	0.9491679	0.9517451	0.85586953	0.8794022	0.879684	0.82148683	0.61984265	0.8119127	0.9381308	0.86638546	0.7869257	0.87015986	0.851311	0.8875241	0.8858831	0.88375205	0.880465	0.8480847	0.9268863	0.9049613	0.76614356	0.81670636	0.91766465	0.63889664	0.78127164	0.86572844	0.71006274	0.7957533	0.8924982	0.6549696	0.80266094	0.8974424	0.92507726	0.7889942	0.8195999	0.8073008	0.78209543	0.74192053	0.8742309	0.85054386	0.64373827	0.84564	0.9031846	0.903171	0.89097846	0.76196724	0.7405061	0.7150514	0.7081275	0.9122587	0.8703164	0.826075	0.84940004	0.825863	0.93015933	0.91628104	0.7363796	0.77299726	0.9802461	0.86546546	0.6710755	0.7805001	0.97654694	0.9423765	0.8643483	0.814769	0.78806937	0.79516995	0.7951363	0.95901096	0.71161604	0.8394567	0.8054761	0.9000621	0.77175045	0.86047643	0.69131684	0.9429575	0.7614292	0.91191876	0.8346493	0.65312195	0.9154182	0.8958547	0.9247449	0.85118145	0.8270203	0.88410354	0.81724715	0.88533115	0.86222106	0.81453395	0.75981915	0.95536536	0.81028306	0.9086753	0.82322645	0.792124	0.9187382	0.95324826	0.8939178	0.55711854	0.98963076	0.765224	0.6691705	0.76578265	0.622301	0.89792985	0.9430868	0.87121135	0.97781914	0.56323636	0.63091475	0.5365869	0.9182021	0.80641973	0.9181149	0.96478844	0.6949686	0.8403257	0.50885105	0.0	0.87366277	0.84877455	0.7111061	0.81205016	0.80799	0.8389168	0.81070673	0.87675256	0.8184171	0.8393879	0.7969439	0.9476078	0.9117768	0.8557728	0.8536786	0.8685301	0.7356326	0.628086	0.76766455
wel/adv	0.89878654	0.8839893	0.97421753	0.8344744	0.6100757	0.58027434	0.68192923	0.4561116	0.7979467	0.77272385	0.87691617	0.93820757	0.8557153	0.8510262	0.58097756	0.9344611	0.91393703	0.6878849	0.9189768	0.96983045	0.83946496	0.69942343	0.9639228	0.9262041	0.8756299	0.92594796	0.9309175	0.8265261	0.8649012	0.51618564	0.3824972	0.9160944	0.76927245	0.8564875	0.8817357	0.8859413	0.54230464	0.604367	0.42767197	0.45358497	0.84753585	0.9156472	0.9314834	0.85579455	0.8967046	0.9070866	0.66241646	0.7407818	0.5680945	0.86834323	0.93541485	0.9675578	0.7730696	0.93847024	0.7447403	0.7829981	0.54113084	0.5276842	0.87617934	0.5891998	0.3744809	0.53156734	0.9051935	0.9199799	0.356786	0.8213029	0.93639684	0.8295271	0.7907423	0.91859716	0.71230805	0.5562085	0.8435459	0.79247206	0.94348896	0.6554871	0.8369336	0.7811115	0.5262234	0.8549942	0.47383636	0.85853744	0.5871694	0.913378	0.77182925	0.82600576	0.62288845	0.9153544	0.678579	0.5986109	0.6986546	0.42415404	0.5332732	0.53765696	0.4235415	0.49615687	0.5010157	0.68178105	0.67020214	0.8902542	0.7921325	0.7407006	0.91762465	0.28499097	0.9030131	0.9411558	0.89801466	0.84092575	0.66177714	0.9122342	0.89228976	0.8717745	0.8433837	0.93428624	0.6892047	0.7607242	0.88437617	0.81302255	0.7995945	0.95064986	0.711115	0.96023035	0.5834803	0.94804955	0.9172051	0.8896697	0.9405148	0.8625565	0.9627964	0.8013884	0.909272	0.82148135	0.82729685	0.9589766	0.87673473	0.9066311	0.29560727	0.6510839	0.83933216	0.8573446	0.63451934	0.8304734	0.81090003	0.929503	0.9374107	0.91271794	0.88967544	0.82023245	0.57294744	0.93785125	0.88675857	0.8834621	0.7846056	0.8327279	0.9697356	0.80094546	0.8033461	0.7652106	0.9245398	0.7876751	0.7360461	0.98227346	0.60890365	0.8954619	0.96943	0.87366277	0.0	0.83918434	0.8694058	0.910347	0.79532427	0.81545025	0.70510757	0.8688338	0.8123374	0.87799287	0.54235876	0.85904753	0.6146076	0.6038746	0.42488605	0.8144538	0.46762604	0.771397	0.8162485
wereld/noun	0.95691025	0.7253193	0.9730834	0.8651337	0.96148	0.61978036	0.6509223	0.6879902	0.7539765	0.7519249	0.8118571	0.5882325	0.83004934	0.76961935	0.77307415	0.830017	0.7038976	0.76539034	0.7311578	0.9805115	0.8462729	0.88951266	0.87308204	0.86256564	0.826179	0.8372253	0.8218189	0.694793	0.7665262	0.90638775	0.86097974	0.7942032	0.7438865	0.9397232	0.7788789	0.75095034	0.8125344	0.9524077	0.88361603	0.88215053	0.9440421	0.78748584	0.8355032	0.8513328	0.86322355	0.8090507	0.8393127	0.8196761	0.67392325	0.93427896	0.7897121	0.8502239	0.7602556	0.7238625	0.843019	0.492481	0.62543035	0.89074713	0.7834101	0.78281903	0.8913862	0.8195143	0.97530407	0.86579376	0.717811	0.72123194	0.85979366	0.820709	0.7530625	0.53142166	0.8883124	0.6485398	0.71366054	0.8158338	0.68643224	0.71995485	0.9719306	0.75728667	0.8003597	0.83632284	0.794584	0.92557466	0.8578659	0.6876048	0.7355125	0.84800124	0.75647235	0.7043717	0.8457477	0.584993	0.685902	0.80186117	0.76717085	0.81175494	0.7491882	0.82465774	0.85142636	0.8606698	0.7725309	0.7937029	0.8780368	0.60566914	0.965996	0.8752006	0.88072115	0.9249101	0.88571954	0.7332572	0.8802261	0.905242	0.87283385	0.96917135	0.8388804	0.9566908	0.5797156	0.8370016	0.8660805	0.81336266	0.66559434	0.76367974	0.8105101	0.83654535	0.78189665	0.8667424	0.8673497	0.8541316	0.8429276	0.8740161	0.8799507	0.8551877	0.8111526	0.7536132	0.77374107	0.94153506	0.8671589	0.93681514	0.84145933	0.97711927	0.63169694	0.8751577	0.91217506	0.92897	0.8014732	0.7590029	0.73504937	0.8781459	0.92681473	0.8639296	0.65371966	0.85568756	0.88021564	0.8743977	0.90757155	0.7901324	0.86660254	0.8183847	0.8572793	0.8174421	0.676128	0.9411767	0.9389462	0.73905313	0.84245706	0.7878945	0.9353849	0.84877455	0.83918434	0.0	0.7994896	0.9358275	0.7953408	0.6549767	0.7904155	0.78852856	0.79899335	0.92718494	0.81120574	0.7957409	0.8591007	0.8371424	0.77973807	0.90271705	0.7799027	0.8574345	0.6399989
