	1-1_gelijkspel/noun	Amerikaan/noun	Republikeins/adj	aanpak/noun	af/adv	alleen/adj	alleen/adv	allemaal/adv	alvast/adv	amateur_club/noun	ander/adj	arm/adj	baan/noun	bedwing/verb	begrijp/verb	bestuur_crisis/noun	bevrijd/verb	boel/noun	boer/noun	bouw/noun	bouw_op/verb	bovendien/adv	broer/noun	bruid/noun	buur/noun	carrière/noun	chauffeur/noun	club/noun	creativiteit/noun	daar/noun	dan/adv	designer/noun	dosis/noun	droog_leg/verb	drugsverslaafd/adj	duizenden/noun	dus/adv	en/adv	er/noun	even/adj	extra/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gedicht_DIM/noun	geld/noun	gelukkig/adj	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	handjevol/noun	heb/verb	het/noun	hier/adv	huis_bezitter/noun	humanitair/adj	iemand/noun	imago/noun	index/noun	job/noun	jongen/noun	jood/noun	juist/adj	kan/verb	kind/noun	klant/noun	kloof/noun	kom_voor/verb	lamentabele/adj	leer_aan/verb	lezer/noun	maaltijd/noun	maar/adv	maatregel/noun	mag/verb	man/noun	manier/noun	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	misschien/adv	moet/verb	natuurlijk/adj	niet/adv	niets/noun	niks/noun	nodig/adj	om/adj	ondersteun/verb	onmiddellijk/adj	ons/noun	oog_arts/noun	ook/adv	op/adj	opbouw/noun	organiseer/verb	ouder/noun	overkill/noun	overwinning/noun	partner/noun	passend/adj	persoon/noun	president/noun	probeer/verb	probleem/noun	proces/noun	professional/noun	red/verb	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stap/noun	steun/verb	straf/noun	strijd/noun	structureer/verb	systeem/noun	taal/noun	taal_grens/noun	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	toe/adv	tracht/verb	treed_in/verb	trouwens/adv	tussenstap/noun	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	vang_op/verb	veel/adj	veiligheid/noun	ver/adj	verblijfsvergunning/noun	verstoot/verb	vertaal/verb	verzet/noun	vlot/adj	vooruit/adj	vooruit/adv	vrouw/noun	vul_in/verb	want/noun	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	wel/adv	wereld/noun	werk/noun	werknemer/noun	wijze/noun	wil/noun	wil/verb	word/verb	zaak/noun	zadel/noun	zal/verb	zeep/noun	zeker/adj	zelf/adv	zelfs/adv	zet_op/verb	zo/adv	zoek/verb	zogezegd/adj
creativiteit/noun	0.9634506	0.9644158	0.9641295	0.9683276	0.9614129	0.95491415	0.9559994	0.96536034	0.9349161	0.99546045	0.96956015	0.9658401	0.9746279	0.97778517	0.94399804	1.0	0.9882849	0.9748838	0.9699314	0.9667307	0.96808827	0.92066896	0.93895465	0.9982405	0.96803296	0.9297219	0.9825899	0.9316196	0.0	0.9574937	0.97015697	0.9719859	0.99287105	0.9938091	0.9956552	0.9744126	0.9794742	0.97386175	0.96092194	0.93350077	0.97652805	0.9597189	0.9667989	0.98664397	0.9424878	0.9487875	0.98531365	0.96735144	0.96409607	0.96466845	0.99774647	0.98584265	0.9835527	0.9888637	0.99725837	0.94826925	0.946463	0.9486869	0.99008465	0.9393046	0.9540232	0.9670061	0.99599963	0.9860864	0.98600566	0.9636572	0.97911334	0.9680948	0.96017677	0.9689186	0.986602	0.94413406	0.9913071	0.9869604	0.96179104	0.93952703	0.9988997	0.97365916	0.9473757	0.97161883	0.97741276	0.95346683	0.93545115	0.9665537	0.9649173	0.9383437	0.9484368	0.97890127	0.9568386	0.9914209	0.9759281	0.9608277	0.9577794	0.97462744	0.9491243	0.9732903	0.93378025	0.97871935	0.9749366	0.98781705	0.9567322	0.95186496	0.9859012	0.9463974	0.92901635	0.96128	0.9301729	0.98795724	1.0	0.92929745	0.9469643	0.9232194	0.9741049	0.9553807	0.9480793	0.9742782	0.9914862	0.95553833	0.9387929	0.97641087	0.92905027	0.963609	0.98824924	0.9554123	0.9947149	0.97861373	0.926534	0.9424855	0.96454453	0.99329036	0.98634034	0.96373236	0.99995595	0.9825131	0.9773716	0.9753886	0.96214044	0.96897334	0.9039163	0.98706746	0.95180786	0.98220485	0.95637465	0.9573486	0.9812357	0.9976886	0.98887897	0.93032825	0.961875	0.9715937	0.9502903	0.9864311	1.0	0.92019475	0.9670321	0.94847417	0.97761405	0.9753938	0.9684264	0.9553771	0.9418007	0.9662995	0.9111617	0.95605	0.932768	0.9776432	0.9683269	0.97160685	0.95977724	0.9846523	0.9849611	0.94473904	0.9485367	0.9676294	0.9698155	0.9884711	0.9681788	0.9841837	0.9442402	0.94098055	0.9543857	0.9514976	0.99760544	0.92599475	0.97655356
daar/noun	0.96045214	0.9667328	0.98727053	0.87701243	0.9242659	0.91168225	0.88142335	0.8798901	0.8858019	0.97455007	0.90010995	0.93425655	0.88942343	0.9735823	0.88182485	0.9889305	0.9680649	0.9608158	0.96128726	0.9342229	0.9371547	0.8427876	0.95370793	0.98459	0.96148705	0.9266903	0.95032984	0.9159217	0.9574937	0.0	0.83192015	0.9977365	0.9598782	0.9999107	0.97194517	0.93266404	0.8386868	0.9154097	0.84540385	0.9197511	0.8994573	0.94444263	0.9552165	0.90172756	0.9287594	0.9502097	1.0	0.88889354	0.8794906	0.92875767	0.99372435	0.9691704	0.9362348	0.95230263	0.9685548	0.92227566	0.9275273	0.85694224	0.97552186	0.8419658	0.8361834	0.89783585	1.0	0.9695624	0.8844141	0.91674227	0.95993483	0.9425007	0.9020669	0.940128	0.8846011	0.9219744	0.9119667	0.89203656	0.9811786	0.93380696	0.99232364	0.97839075	0.94289625	0.9435714	0.8570411	0.8925104	0.85025907	0.93588537	0.9073994	0.789521	0.8937212	0.9490708	0.89820254	0.9045972	0.9531128	0.8718954	0.89155006	0.8758414	0.80805194	0.84658957	0.9157397	0.86441565	0.9446828	0.9492219	0.8974016	0.8868227	0.9906681	0.8419195	0.8802151	0.97434866	0.90799415	0.90036976	0.98041135	0.9323896	0.95600206	0.96071076	0.90576184	0.9587838	0.842909	0.8726585	0.95664304	0.9730839	0.91844046	0.94424146	0.9054396	0.9390273	0.88503057	0.9497183	0.9604341	0.88560635	0.89234626	0.95297414	0.92014694	0.990353	0.9220809	0.9159089	0.9999028	0.9300962	0.99088234	0.91115946	0.7926544	0.9174993	0.9308707	0.9796903	0.89076334	0.98969847	0.94304734	0.9322927	0.94270074	0.9691707	1.0	0.9388337	0.94414467	0.9293116	0.8538575	0.97519636	0.9659691	0.9198153	0.94427854	0.9788085	0.96225184	0.957325	0.95433116	0.91995263	0.9596398	0.9492072	0.8735135	0.9591406	0.9486588	0.92167556	0.8349308	0.91758144	0.9078439	0.9018606	0.9059725	0.9424552	0.8338403	0.94229573	0.89424205	0.9794934	0.89163655	0.9837159	0.85397637	0.84410644	0.8734207	0.9291967	0.95442975	0.87805045	0.9516629
dan/adv	0.99912286	0.97545433	0.9958469	0.9452391	0.9612873	0.9114896	0.8664305	0.76382726	0.9284143	0.97685736	0.9439903	0.936613	0.9390205	0.9815109	0.91761	1.0	0.96493554	0.9311831	0.95935494	0.93057793	0.93200755	0.915399	0.9547382	0.9747567	0.96985257	0.96363485	0.9797892	0.9378238	0.97015697	0.83192015	0.0	0.9766274	0.9920965	1.0	0.96952474	0.96891224	0.76140237	0.94512814	0.8310468	0.8353516	0.9161738	0.9474741	0.94841915	0.88517404	0.9498878	0.9793252	1.0	0.90194404	0.8995727	0.97839147	1.0	0.9898767	0.91587424	0.9014947	0.9916782	0.9326426	0.87666583	0.9053894	0.97970146	0.90327156	0.80355287	0.81638366	0.99294543	0.9988734	0.8700744	0.97516197	0.98614436	0.9601582	0.9398995	0.9664478	0.93738854	0.72388804	0.9540894	0.97105694	0.93362606	0.92648876	1.0	0.96718407	0.95562744	0.97761905	0.83134395	0.9315156	0.7759275	0.959541	0.93212163	0.92803574	0.9239452	0.9481288	0.9639935	0.9753668	0.98767644	0.7850206	0.6908319	0.83499116	0.7431315	0.8582417	0.86797506	0.8774963	0.9513619	0.9547369	0.9318454	0.90185034	0.9802827	0.85752773	0.88311684	0.96419483	0.92488384	0.92616326	1.0	0.93190056	0.91326284	0.99748707	0.9773042	0.9863537	0.8736807	0.92516637	0.98635525	0.988322	0.91838115	0.9714619	0.8865505	0.92819965	0.87574506	0.9787987	0.98625505	0.9545059	0.94567317	0.9255825	0.9591175	0.99244374	0.92373353	0.9396197	1.0	0.9528876	0.96723914	0.9455962	0.6129062	0.93150675	0.93340933	0.9872971	0.9266883	0.983872	0.96114814	0.93427324	0.9675314	0.9939114	0.995665	0.93466914	0.9021552	0.9588296	0.9019316	0.9663212	0.92991537	0.9547766	0.9778808	0.92330605	0.9499732	0.92335874	0.9525186	0.94137996	0.96996	0.972982	0.7764532	0.96114475	0.9535128	0.92606527	0.74002874	0.9399521	0.95578	0.96115476	0.9643699	0.943256	0.84754354	0.9309261	0.96076024	0.96505475	0.7421223	0.99938214	0.83713484	0.9198844	0.8387966	0.94758695	0.95484805	0.89660066	0.98317164
designer/noun	0.9663533	0.93572783	0.96743643	0.98034203	0.98979855	0.9817451	0.9816301	0.97592527	0.9444434	0.9914572	0.9909052	0.9796065	0.95274365	0.9628028	0.9810371	0.9563773	0.95216185	0.9640783	0.9814797	0.9554864	0.97529346	0.9744424	0.91648763	0.956496	0.9797465	0.9443619	0.9301667	0.96464974	0.9719859	0.9977365	0.9766274	0.0	0.97830003	0.9842361	0.9818954	0.971502	0.96392673	0.98946124	0.9954221	0.98411477	0.9647164	0.97100335	0.97352314	0.95571357	0.9817819	0.98493963	0.9981853	0.987169	0.9732299	0.9915262	0.9508927	0.9838657	0.98734653	0.98196936	0.9700896	0.9585787	0.9596941	0.98366696	0.9774089	0.9688141	0.9825196	0.9882329	0.98930025	0.9662949	0.9991492	0.9296138	0.980679	0.9310536	0.97276944	0.9660329	0.9895264	0.97726375	0.98207366	0.94949	0.98625034	0.9902101	0.9633403	0.97815806	0.95732355	0.9864374	0.9678595	0.9722157	0.98570234	0.93870056	0.99031395	0.95240945	0.9542474	0.98865646	0.89987904	0.9669038	0.9329091	0.98466754	0.96984553	0.95335627	0.96384335	0.9734857	0.9775594	0.9768425	0.9611448	0.9489286	0.98105264	0.9626373	0.98623514	0.97294873	0.98958933	0.99857485	0.9340329	0.9879045	0.96414286	0.9572883	0.94100857	0.9777829	0.96145546	0.95067924	0.95892537	0.996219	0.9851741	0.9396684	0.9726568	0.9619626	0.9685737	0.9692776	0.97488284	0.9432833	0.95987004	0.9765828	0.9636672	0.96208626	0.964667	0.94303954	0.97938764	0.98621935	0.949072	0.9661364	0.99107003	0.9580864	0.98678225	0.98725843	0.9728214	0.9968789	0.95443016	0.9904395	0.96164674	0.9142604	0.95556337	0.9499322	0.99874866	0.97888255	0.99397975	0.9831976	0.9894774	0.97466093	0.99651104	0.9743534	0.97434145	0.98218113	0.98828614	0.98532885	0.9578597	0.96417505	0.9632388	0.94195145	0.9557502	0.9817657	0.9641708	0.9551762	0.98453695	0.97453195	0.9613541	0.9535916	0.97894424	0.98049796	0.97881263	0.97406286	0.9810685	0.9875547	0.96133	0.9697617	0.9715564	0.97725624	0.9832208	0.96056604	0.986138	0.9641652	0.9712823
dosis/noun	0.97642195	0.9229784	0.94923	0.99360955	0.98747313	0.99559295	0.965431	0.9863815	0.9639951	0.99021024	0.97147375	0.95834744	0.8608739	0.92934316	0.9810377	0.9882971	0.945369	0.99236846	0.92956424	0.9632328	0.9542299	0.9563899	0.9427764	0.95317966	0.94929767	0.9366056	0.8939333	0.9628963	0.99287105	0.9598782	0.9920965	0.97830003	0.0	0.9960506	0.9608133	0.9767705	0.95002073	0.992239	0.95472896	0.9732561	0.85838056	0.9601369	0.9572375	0.90385365	0.9655583	0.9860492	0.98741436	0.9803312	0.98160213	0.9608043	0.97202486	0.9653812	0.9884126	0.9737138	0.9875369	0.97858626	0.9322723	0.9817548	0.98023826	0.9594414	0.98693234	0.9873502	0.94427055	0.96019447	0.95508456	0.9699692	0.9218103	0.850873	0.94162524	0.9596423	0.96728724	0.982239	0.9229738	0.9240066	0.9956771	0.93196553	0.9989812	0.99470216	0.97482544	0.92475224	0.90152633	0.9733252	0.9568053	0.8896009	0.99210453	0.94888616	0.97296166	0.9323448	0.96475476	0.84691906	0.98500437	0.9892064	0.9594939	0.98443305	0.98953086	0.9434486	0.93932796	0.9434383	0.95122033	0.9799527	0.97459984	0.9515151	0.97630024	0.969934	0.9753797	0.9634423	0.96360004	0.95627916	0.9820225	0.9499726	0.9702194	0.9831104	0.8531747	0.9863344	0.9798172	0.9875467	0.9651864	0.97724795	0.9477234	0.88234687	0.97034895	0.967328	0.9820876	0.9410757	0.9444122	0.9678361	0.95310736	0.948812	0.9782627	0.9979028	0.9834046	0.9890215	0.9912715	0.8952352	0.99225104	0.92003685	0.9767132	0.9834934	0.97412604	0.9884491	0.976559	0.99384177	0.94519156	0.9360334	0.97702694	0.92063624	0.9975472	0.94044244	0.97922564	0.98751277	0.98925614	0.98715043	0.9865351	0.9713635	0.9800626	0.9695649	0.967426	0.9616793	0.93462634	0.9217413	0.9680923	0.9664067	0.94622236	0.9776017	0.96300113	0.96200037	0.9637425	0.9858615	0.9791648	0.8583362	0.96975493	0.9930886	0.9881042	0.9490678	0.93813974	0.99473757	0.966077	0.98966914	0.93274623	0.9597608	0.9272045	0.96359384	0.9884045	0.9800118	0.976815
droog_leg/verb	0.9733608	0.95066285	0.98218	0.99306923	1.0	0.98449516	0.98469824	0.9903683	0.98619115	0.99318886	0.98141116	0.9864968	0.9833406	0.96360606	0.9935314	0.9535369	0.9664384	1.0	0.9408422	0.9365468	0.9924102	0.99463063	0.9785291	0.981933	1.0	0.95470077	0.98592675	0.9784665	0.9938091	0.9999107	1.0	0.9842361	0.9960506	0.0	0.97253156	0.96103394	1.0	1.0	0.99135077	0.9988432	0.9862977	0.93413085	0.96436447	0.9728463	0.9281559	0.9980427	1.0	0.9923474	0.97738934	0.97054446	0.9861357	0.97695017	0.9995451	0.99123764	0.9948353	0.97352964	0.9996766	0.97270256	0.9754206	0.96185195	0.9641099	0.9412876	0.98751336	0.98168343	0.9994681	0.97366834	0.9946127	0.9822687	1.0	0.91027176	1.0	0.9973123	0.99552286	0.9971244	0.9915258	0.9942093	0.98681104	0.9905919	0.99877197	0.99750686	0.99813455	0.9853329	0.99501485	0.9733414	0.98439085	0.9734405	1.0	0.99105936	0.96956503	0.9951467	0.97964436	0.9702761	0.9784373	0.99398917	0.99694943	0.99816775	0.99868304	0.97556704	0.9860596	0.9710929	0.98970485	0.99536407	0.99503577	0.994462	0.9767724	0.9919739	0.97956395	0.96947265	1.0	0.97872394	0.9941346	0.9979164	0.99212664	0.9534827	0.97489727	0.98921925	0.96262115	0.9811826	0.9767169	0.9865499	0.99424	0.9949252	1.0	0.99156076	0.9556894	0.9847091	0.9560046	0.99672085	0.9222038	0.95037884	0.99581194	0.97774214	0.92558277	0.9898818	0.982128	0.98242813	0.99703777	1.0	0.97571576	0.9630581	0.96005493	0.9784057	0.9986298	0.9379804	0.9665439	0.99334574	1.0	0.9833576	0.9961357	0.97491974	0.99468815	0.99071	0.992709	0.96491265	0.9163867	0.9956356	0.966209	0.9886259	0.9810339	0.9955374	0.97435206	1.0	0.995521	0.96719056	0.9923375	0.9672956	1.0	0.9706471	0.95200795	0.9887246	0.9755638	0.9677637	0.9715272	0.85326326	0.94788766	0.9879834	0.92262906	0.9831265	0.9681181	0.9843686	0.9825392	0.9460685	0.9979016	0.9896306	0.9954736
drugsverslaafd/adj	0.99148524	0.94652396	0.98743594	0.92604333	0.9932753	0.9821487	0.98584247	0.9772684	0.9691323	0.9674034	0.96825	0.9442749	0.8855559	0.99002135	0.99497455	0.97752863	0.96485376	0.96015006	0.95101404	0.92385805	0.96057355	0.9676443	0.9576311	0.95582247	0.9677342	0.9715904	0.9475499	0.97007203	0.9956552	0.97194517	0.96952474	0.9818954	0.9608133	0.97253156	0.0	0.9546973	0.9536548	0.9790037	0.96558034	0.98474824	0.8902499	0.96925104	0.9824431	0.92728204	0.9787849	0.9944064	0.99341553	0.94493026	0.9802907	0.97371167	0.96141577	0.94021726	0.97246987	0.97837037	0.9818302	0.99780273	0.9940566	0.9615972	0.9335936	0.9691524	0.97816265	0.9734998	0.948649	0.96774334	0.9737914	0.9792132	0.9609524	0.9093889	0.9657326	0.96387506	0.96077126	0.98796505	0.9157509	0.94102395	0.99285936	0.96456885	0.9695418	0.9385465	0.95385194	0.95248175	0.9776922	0.9765212	0.98880917	0.93464726	0.98030096	0.9696369	0.98661804	0.9712524	0.95645314	0.8884358	0.96819675	0.95481855	0.9801866	0.9856848	0.999432	0.9699853	0.9744387	0.95932186	0.98009706	0.9711419	0.9961455	0.94607794	0.95641965	0.95188063	0.97726595	0.9902293	0.9600252	0.9519427	0.9890476	0.98723197	0.97657114	0.9579744	0.9031749	0.9914006	0.9910274	0.9200238	0.9769069	0.98258036	0.9679716	0.9609954	0.9778384	0.9367442	0.9533626	0.9627104	0.9752159	0.9859147	0.9611907	0.93597215	0.9869529	0.98458546	0.99969804	0.9599774	0.9746602	0.93774194	0.98233265	0.9426913	0.99549866	0.99539244	0.98161304	0.98697394	0.9424203	0.9983299	0.9751252	0.9763123	0.9879468	0.95463455	0.9840316	0.9617158	0.96341425	0.9751848	0.9785388	0.9772475	0.99937785	0.9721738	0.9848537	0.97869915	0.94038606	0.97255987	0.9504136	0.97959846	0.9909661	0.98610526	0.984163	0.9508697	0.9749436	0.99016684	0.9809709	0.9813588	0.9719374	0.8874276	0.9513177	0.97536004	0.9593063	0.9857688	0.9846368	0.99312407	0.9760349	0.9375728	0.94821304	0.9755978	0.9725879	0.97403413	0.9948348	0.9651337	0.9543847
duizenden/noun	0.9930149	0.83139056	0.9539157	0.92215496	0.9214849	0.8789687	0.872592	0.8887583	0.9056082	0.9822907	0.8532092	0.78411925	0.867735	0.9510869	0.8866592	0.9978093	0.84794897	0.9221134	0.9067807	0.91664225	0.8906575	0.87621886	0.903316	0.96729517	0.9215774	0.91509354	0.9188751	0.9137567	0.9744126	0.93266404	0.96891224	0.971502	0.9767705	0.96103394	0.9546973	0.0	0.9140988	0.9191297	0.95814073	0.9277309	0.8760336	0.8580351	0.8912493	0.9058082	0.87698466	0.9131629	0.9992358	0.92596173	0.92099833	0.950943	0.92954206	0.88785577	0.9199567	0.91046906	0.9474683	0.9353648	0.9409065	0.8972607	0.8835922	0.8391852	0.8975392	0.88891065	0.9973745	0.84696776	0.9375602	0.93227804	0.952273	0.89501745	0.923781	0.846498	0.93185174	0.95338464	0.90931296	0.90537846	0.9599043	0.86067915	0.9988682	0.9599071	0.91424	0.94751745	0.91126865	0.87304515	0.91276467	0.92458475	0.92316556	0.90934104	0.9342583	0.9357599	0.95172423	0.88122433	0.91235155	0.88214594	0.9274256	0.93852067	0.97777385	0.90245956	0.95640075	0.8986276	0.9389028	0.88300973	0.89662284	0.87489736	0.9959139	0.9029677	0.82949114	0.9405892	0.88456905	0.9217248	0.9855017	0.9185587	0.89991146	0.9749437	0.8968391	0.8082871	0.8645453	0.8562289	0.91020614	0.9259663	0.85958594	0.8514324	0.93498814	0.90848345	0.927533	0.9531181	0.9231297	0.93870336	0.81312054	0.8962094	0.8011739	0.97996604	0.9179797	0.89571995	0.9848967	0.93026704	0.98941797	0.9001197	0.9537072	0.94264454	0.868824	0.92352545	0.8847395	0.99670637	0.92898226	0.8965666	0.8894627	0.94723684	0.9836049	0.900879	0.8603146	0.9245118	0.9359622	0.9131069	0.991529	0.93324286	0.86166847	0.9569237	0.978919	0.9451628	0.9325149	0.92310786	0.966517	0.92987996	0.9221271	0.9465281	0.81442714	0.8953854	0.9443702	0.89957094	0.91727537	0.8781254	0.8982231	0.90844214	0.8699775	0.85437495	0.93336976	0.9606733	0.8891736	0.95468324	0.8559487	0.8419565	0.91501355	0.90644956	0.963208	0.881051	0.948059
dus/adv	0.9875803	0.92011476	0.9763161	0.88690704	0.8984543	0.8725698	0.8338076	0.8391628	0.8552855	0.96712077	0.82779306	0.9198318	0.8482656	0.97355765	0.91048616	0.97563535	0.96648973	0.9362809	0.9084539	0.90621394	0.8826069	0.83912075	0.9360632	0.98821324	0.9476336	0.93245023	0.9309221	0.8850479	0.9794742	0.8386868	0.76140237	0.96392673	0.95002073	1.0	0.9536548	0.9140988	0.0	0.86522657	0.8616322	0.87110794	0.8523306	0.8970753	0.9717345	0.90050554	0.9256197	0.9513049	0.9975322	0.8507766	0.8479248	0.9221795	0.9974425	0.94833416	0.9070096	0.9468782	0.97243327	0.9162509	0.8448859	0.85379136	0.97209924	0.86554766	0.8771834	0.85554945	0.9858686	0.98807913	0.8585977	0.9275282	0.9499029	0.87082213	0.8932766	0.94304997	0.85688174	0.80665165	0.90108514	0.8658188	0.9513078	0.9026976	0.984598	0.9633857	0.90922904	0.94688964	0.750852	0.8675	0.80113524	0.9234455	0.88754773	0.91009533	0.87992394	0.92849374	0.9108592	0.87351704	0.9893751	0.83824235	0.8090829	0.78377175	0.81829065	0.8196166	0.8831616	0.84628874	0.9309205	0.903249	0.9073308	0.8924788	0.99057066	0.8143519	0.87283385	0.97018546	0.87921107	0.9083317	1.0	0.9176552	0.91257405	0.9730106	0.86287403	0.96817225	0.8805325	0.88513845	0.9397524	0.95708656	0.91965485	0.91605544	0.8492857	0.90812	0.86130166	0.9610186	0.9806469	0.8881198	0.90859437	0.9019359	0.9102165	0.996986	0.8294508	0.9057399	0.9997427	0.91516805	0.9821047	0.8793988	0.7760074	0.90482986	0.9299452	0.98737425	0.8354036	0.97421837	0.90763855	0.91143	0.97397834	0.96745443	0.99973756	0.90231264	0.8494969	0.929087	0.8821224	0.9845292	0.9852116	0.9382509	0.9755107	0.9251087	0.9686483	0.93185174	0.94657886	0.9147557	0.9852939	0.96391517	0.81130594	0.94081545	0.9264585	0.8874493	0.7915718	0.8881841	0.90669155	0.8451875	0.88084733	0.9500408	0.8629605	0.9131216	0.893768	0.9723047	0.80884254	0.9993859	0.82154804	0.87909114	0.80078113	0.95168364	0.9573282	0.8562263	0.9602016
en/adv	0.99995	0.91926706	0.9736407	0.92333376	0.40315706	0.848979	0.8668636	0.86332285	0.92085075	0.9707253	0.87599695	0.9330401	0.9362142	0.957569	0.8632529	0.9650858	0.9284568	0.98310333	0.91468394	0.94469815	0.9245646	0.894906	0.8708468	0.9713705	0.96777403	0.91822815	0.96515375	0.914297	0.97386175	0.9154097	0.94512814	0.98946124	0.992239	1.0	0.9790037	0.9191297	0.86522657	0.0	0.9492312	0.8589456	0.93342173	0.8764742	0.9382754	0.93044025	0.97814226	0.93698263	0.9983261	0.9294472	0.8409579	0.9582772	0.99727094	0.9755607	0.9471744	0.97074556	0.99679184	0.9094273	0.93034023	0.8657789	0.9732345	0.90172946	0.88695383	0.92596215	0.99851394	0.978035	0.87937623	0.91595227	0.96393514	0.9572639	0.89373654	0.95150495	0.8867892	0.954193	0.91499096	0.94844747	0.95768523	0.89703417	0.97053355	0.9732807	0.8956514	0.99050903	0.9067085	0.92332274	0.9317169	0.9361947	0.9270709	0.88636786	0.8753462	0.91184527	0.93879116	0.9555937	0.9574175	0.8768843	0.9687715	0.8335696	0.96210545	0.9036312	0.8871706	0.9103763	0.93931437	0.9615171	0.90009654	0.9131964	0.9770802	0.886766	0.9030924	0.96942466	0.92361504	0.93181497	0.9912925	0.93691474	0.90191287	0.9496194	0.9313554	0.92198455	0.8720881	0.9373142	0.93467885	0.9767797	0.87931067	0.93896294	0.94352317	0.9420457	0.8722628	0.9851345	0.95928293	0.89521646	0.92022413	0.9636913	0.92683965	0.9638039	0.8801645	0.8774209	0.9953474	0.9777976	0.95499384	0.90179217	0.88793826	0.5634949	0.92639893	0.9898613	0.8885366	1.0	0.8957527	0.88088906	0.97658116	0.97196376	0.97554517	0.94550794	0.91024613	0.9306382	0.89535445	0.9693225	0.9868059	0.90887237	0.9375611	0.9557304	0.95549196	0.9315292	0.9128512	0.97450495	0.968634	0.933626	0.8768462	0.9443708	0.9140522	0.86923575	0.91751766	0.88650656	0.8806861	0.9430192	0.8993187	0.9381536	0.9305697	0.9535422	0.91168606	0.9622146	0.93392456	0.9841857	0.89750385	0.8176974	0.87151325	0.88342714	0.9615588	0.8954078	0.9635037
er/noun	0.99334455	0.9440441	0.9910115	0.88978916	0.9464226	0.8721419	0.86208165	0.85959166	0.87196195	0.9703311	0.898577	0.9602616	0.91424155	0.9573985	0.8241846	0.9645139	0.975397	0.9527415	0.8991211	0.96481484	0.935799	0.8130741	0.9161956	0.9934051	0.9540646	0.91867715	0.9528429	0.8887584	0.96092194	0.84540385	0.8310468	0.9954221	0.95472896	0.99135077	0.96558034	0.95814073	0.8616322	0.9492312	0.0	0.8454676	0.8881249	0.92624325	0.8984635	0.88534766	0.95144844	0.9422735	0.9986222	0.91662884	0.89372426	0.9509031	0.9973482	0.968202	0.941591	0.95592755	0.97573	0.9497262	0.90642846	0.8315075	0.95557344	0.77055025	0.80325687	0.8913278	1.0	0.9805806	0.89602375	0.90762204	0.94010705	0.92932373	0.915622	0.946731	0.9216637	0.87554634	0.8825583	0.89826065	0.9658037	0.9335426	1.0	0.9506839	0.94760823	0.9459318	0.86694336	0.89474773	0.86744595	0.9352665	0.92803144	0.8064273	0.8837929	0.95239794	0.88022006	0.88155895	0.9776847	0.7753857	0.8737693	0.9078774	0.8035197	0.8430124	0.90524507	0.8801079	0.95674175	0.93020797	0.8692902	0.9084755	0.9792912	0.79778135	0.8596038	0.9707504	0.9237244	0.94701385	1.0	0.9009983	0.9225162	0.9554352	0.88995624	0.9493836	0.7855892	0.91647875	0.9331016	0.9797711	0.897076	0.9580289	0.8999758	0.9087653	0.9033861	0.9456004	0.9859326	0.91108173	0.87323976	0.93319374	0.9371779	0.9970561	0.9057229	0.943853	0.99677086	0.96357244	0.9876831	0.9066944	0.7828171	0.9455284	0.916515	0.9858591	0.86961055	0.9979519	0.9488431	0.9215798	0.9743009	0.98402977	0.9805003	0.8976088	0.9039249	0.9623911	0.84526974	0.9633895	0.9665617	0.9401746	0.93237275	0.9516661	0.97357666	0.9087651	0.95973355	0.95794976	0.994097	0.9701274	0.8572227	0.9413148	0.93613	0.898868	0.8033816	0.931961	0.8952683	0.89826655	0.91174155	0.9680786	0.791944	0.9453746	0.8694113	0.93064046	0.8431708	0.9885698	0.89125514	0.810728	0.8648497	0.88621753	0.96328497	0.8730798	0.9712015
